context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: Oh my gosh! I broke my master's cup!\Master.\Punish me as you please.\Peek.\Put an end to this, you guys!\We... We will...\Maid! Familiar! Listen!\Y-Yes! response:	Y-Yes!
context: Master.\Punish me as you please.\Peek.\Put an end to this, you guys!\We... We will...\Maid! Familiar! Listen!\Y-Yes!\Y-Yes! response:	The Sleipnir Ball's today.
context: Punish me as you please.\Peek.\Put an end to this, you guys!\We... We will...\Maid! Familiar! Listen!\Y-Yes!\Y-Yes!\The Sleipnir Ball's today. response:	So I heard.
context: Peek.\Put an end to this, you guys!\We... We will...\Maid! Familiar! Listen!\Y-Yes!\Y-Yes!\The Sleipnir Ball's today.\So I heard. response:	So you are to find me no matter what.
context: Put an end to this, you guys!\We... We will...\Maid! Familiar! Listen!\Y-Yes!\Y-Yes!\The Sleipnir Ball's today.\So I heard.\So you are to find me no matter what. response:	This is an order.
context: We... We will...\Maid! Familiar! Listen!\Y-Yes!\Y-Yes!\The Sleipnir Ball's today.\So I heard.\So you are to find me no matter what.\This is an order. response:	Huh?
context: Maid! Familiar! Listen!\Y-Yes!\Y-Yes!\The Sleipnir Ball's today.\So I heard.\So you are to find me no matter what.\This is an order.\Huh? response:	If you do...
context: Y-Yes!\Y-Yes!\The Sleipnir Ball's today.\So I heard.\So you are to find me no matter what.\This is an order.\Huh?\If you do... response:	If I do?
context: Y-Yes!\The Sleipnir Ball's today.\So I heard.\So you are to find me no matter what.\This is an order.\Huh?\If you do...\If I do? response:	I'll let you pick up where we left off last time.
context: The Sleipnir Ball's today.\So I heard.\So you are to find me no matter what.\This is an order.\Huh?\If you do...\If I do?\I'll let you pick up where we left off last time. response:	Louise!
context: So I heard.\So you are to find me no matter what.\This is an order.\Huh?\If you do...\If I do?\I'll let you pick up where we left off last time.\Louise! response:	Pick up where we left off last time?
context: So you are to find me no matter what.\This is an order.\Huh?\If you do...\If I do?\I'll let you pick up where we left off last time.\Louise!\Pick up where we left off last time? response:	You don't mean...
context: This is an order.\Huh?\If you do...\If I do?\I'll let you pick up where we left off last time.\Louise!\Pick up where we left off last time?\You don't mean... response:	Are you serious?!
context: Huh?\If you do...\If I do?\I'll let you pick up where we left off last time.\Louise!\Pick up where we left off last time?\You don't mean...\Are you serious?! response:	Saito-san?
context: If you do...\If I do?\I'll let you pick up where we left off last time.\Louise!\Pick up where we left off last time?\You don't mean...\Are you serious?!\Saito-san? response:	That's not fair, Miss Valliere.
context: If I do?\I'll let you pick up where we left off last time.\Louise!\Pick up where we left off last time?\You don't mean...\Are you serious?!\Saito-san?\That's not fair, Miss Valliere. response:	You can't tempt him like that!
context: I'll let you pick up where we left off last time.\Louise!\Pick up where we left off last time?\You don't mean...\Are you serious?!\Saito-san?\That's not fair, Miss Valliere.\You can't tempt him like that! response:	Dear students who have gathered here.
context: Louise!\Pick up where we left off last time?\You don't mean...\Are you serious?!\Saito-san?\That's not fair, Miss Valliere.\You can't tempt him like that!\Dear students who have gathered here. response:	Allow me to take you to tonight's mirage.
context: Pick up where we left off last time?\You don't mean...\Are you serious?!\Saito-san?\That's not fair, Miss Valliere.\You can't tempt him like that!\Dear students who have gathered here.\Allow me to take you to tonight's mirage. response:	So that's the Mirror of Truth.
context: You don't mean...\Are you serious?!\Saito-san?\That's not fair, Miss Valliere.\You can't tempt him like that!\Dear students who have gathered here.\Allow me to take you to tonight's mirage.\So that's the Mirror of Truth. response:	I can't wait!
context: Are you serious?!\Saito-san?\That's not fair, Miss Valliere.\You can't tempt him like that!\Dear students who have gathered here.\Allow me to take you to tonight's mirage.\So that's the Mirror of Truth.\I can't wait! response:	Enter one at a time.
context: Saito-san?\That's not fair, Miss Valliere.\You can't tempt him like that!\Dear students who have gathered here.\Allow me to take you to tonight's mirage.\So that's the Mirror of Truth.\I can't wait!\Enter one at a time. response:	Imagine your ideal appearance.
context: That's not fair, Miss Valliere.\You can't tempt him like that!\Dear students who have gathered here.\Allow me to take you to tonight's mirage.\So that's the Mirror of Truth.\I can't wait!\Enter one at a time.\Imagine your ideal appearance. response:	This mirror will look into the deep part of your heart and transform you into that.
context: You can't tempt him like that!\Dear students who have gathered here.\Allow me to take you to tonight's mirage.\So that's the Mirror of Truth.\I can't wait!\Enter one at a time.\Imagine your ideal appearance.\This mirror will look into the deep part of your heart and transform you into that. response:	Now, imagine!
context: Dear students who have gathered here.\Allow me to take you to tonight's mirage.\So that's the Mirror of Truth.\I can't wait!\Enter one at a time.\Imagine your ideal appearance.\This mirror will look into the deep part of your heart and transform you into that.\Now, imagine! response:	Chii-neesama.
context: Allow me to take you to tonight's mirage.\So that's the Mirror of Truth.\I can't wait!\Enter one at a time.\Imagine your ideal appearance.\This mirror will look into the deep part of your heart and transform you into that.\Now, imagine!\Chii-neesama. response:	Saito...
context: So that's the Mirror of Truth.\I can't wait!\Enter one at a time.\Imagine your ideal appearance.\This mirror will look into the deep part of your heart and transform you into that.\Now, imagine!\Chii-neesama.\Saito... response:	Please find me.
context: I can't wait!\Enter one at a time.\Imagine your ideal appearance.\This mirror will look into the deep part of your heart and transform you into that.\Now, imagine!\Chii-neesama.\Saito...\Please find me. response:	Crap, I'm late.
context: Enter one at a time.\Imagine your ideal appearance.\This mirror will look into the deep part of your heart and transform you into that.\Now, imagine!\Chii-neesama.\Saito...\Please find me.\Crap, I'm late. response:	Could that be the giant monster bird everyone's been talking about?
context: Imagine your ideal appearance.\This mirror will look into the deep part of your heart and transform you into that.\Now, imagine!\Chii-neesama.\Saito...\Please find me.\Crap, I'm late.\Could that be the giant monster bird everyone's been talking about? response:	Since it appeared above the academy, is it after Louise?
context: This mirror will look into the deep part of your heart and transform you into that.\Now, imagine!\Chii-neesama.\Saito...\Please find me.\Crap, I'm late.\Could that be the giant monster bird everyone's been talking about?\Since it appeared above the academy, is it after Louise? response:	I've got to tell Louise about this right away!
context: Now, imagine!\Chii-neesama.\Saito...\Please find me.\Crap, I'm late.\Could that be the giant monster bird everyone's been talking about?\Since it appeared above the academy, is it after Louise?\I've got to tell Louise about this right away! response:	Everyone! Today's a costume ball party.
context: Chii-neesama.\Saito...\Please find me.\Crap, I'm late.\Could that be the giant monster bird everyone's been talking about?\Since it appeared above the academy, is it after Louise?\I've got to tell Louise about this right away!\Everyone! Today's a costume ball party. response:	This is to make you understand that in this academy,
context: Saito...\Please find me.\Crap, I'm late.\Could that be the giant monster bird everyone's been talking about?\Since it appeared above the academy, is it after Louise?\I've got to tell Louise about this right away!\Everyone! Today's a costume ball party.\This is to make you understand that in this academy, response:	family, status, nationality or rank do not matter.
context: Please find me.\Crap, I'm late.\Could that be the giant monster bird everyone's been talking about?\Since it appeared above the academy, is it after Louise?\I've got to tell Louise about this right away!\Everyone! Today's a costume ball party.\This is to make you understand that in this academy,\family, status, nationality or rank do not matter. response:	Otherwise, it would be impossible to study together.
context: Crap, I'm late.\Could that be the giant monster bird everyone's been talking about?\Since it appeared above the academy, is it after Louise?\I've got to tell Louise about this right away!\Everyone! Today's a costume ball party.\This is to make you understand that in this academy,\family, status, nationality or rank do not matter.\Otherwise, it would be impossible to study together. response:	Additionally, we have Queen Henrietta as our guest.
context: Could that be the giant monster bird everyone's been talking about?\Since it appeared above the academy, is it after Louise?\I've got to tell Louise about this right away!\Everyone! Today's a costume ball party.\This is to make you understand that in this academy,\family, status, nationality or rank do not matter.\Otherwise, it would be impossible to study together.\Additionally, we have Queen Henrietta as our guest. response:	Furthermore, to promote the purpose of the ball,
context: Since it appeared above the academy, is it after Louise?\I've got to tell Louise about this right away!\Everyone! Today's a costume ball party.\This is to make you understand that in this academy,\family, status, nationality or rank do not matter.\Otherwise, it would be impossible to study together.\Additionally, we have Queen Henrietta as our guest.\Furthermore, to promote the purpose of the ball, response:	she is in disguise as well.
context: I've got to tell Louise about this right away!\Everyone! Today's a costume ball party.\This is to make you understand that in this academy,\family, status, nationality or rank do not matter.\Otherwise, it would be impossible to study together.\Additionally, we have Queen Henrietta as our guest.\Furthermore, to promote the purpose of the ball,\she is in disguise as well. response:	Trying to identify the queen is an interesting game to play, too.
context: Everyone! Today's a costume ball party.\This is to make you understand that in this academy,\family, status, nationality or rank do not matter.\Otherwise, it would be impossible to study together.\Additionally, we have Queen Henrietta as our guest.\Furthermore, to promote the purpose of the ball,\she is in disguise as well.\Trying to identify the queen is an interesting game to play, too. response:	Make sure all of you work hard to become the ideal person you wish to be.
context: This is to make you understand that in this academy,\family, status, nationality or rank do not matter.\Otherwise, it would be impossible to study together.\Additionally, we have Queen Henrietta as our guest.\Furthermore, to promote the purpose of the ball,\she is in disguise as well.\Trying to identify the queen is an interesting game to play, too.\Make sure all of you work hard to become the ideal person you wish to be. response:	Enjoy the party.
context: family, status, nationality or rank do not matter.\Otherwise, it would be impossible to study together.\Additionally, we have Queen Henrietta as our guest.\Furthermore, to promote the purpose of the ball,\she is in disguise as well.\Trying to identify the queen is an interesting game to play, too.\Make sure all of you work hard to become the ideal person you wish to be.\Enjoy the party. response:	That is all from me.
context: Otherwise, it would be impossible to study together.\Additionally, we have Queen Henrietta as our guest.\Furthermore, to promote the purpose of the ball,\she is in disguise as well.\Trying to identify the queen is an interesting game to play, too.\Make sure all of you work hard to become the ideal person you wish to be.\Enjoy the party.\That is all from me. response:	Now, now, the party has started.
context: Additionally, we have Queen Henrietta as our guest.\Furthermore, to promote the purpose of the ball,\she is in disguise as well.\Trying to identify the queen is an interesting game to play, too.\Make sure all of you work hard to become the ideal person you wish to be.\Enjoy the party.\That is all from me.\Now, now, the party has started. response:	Everyone, start changing.
context: Furthermore, to promote the purpose of the ball,\she is in disguise as well.\Trying to identify the queen is an interesting game to play, too.\Make sure all of you work hard to become the ideal person you wish to be.\Enjoy the party.\That is all from me.\Now, now, the party has started.\Everyone, start changing. response:	Yes! I always wanted to be a dragon knight!
context: she is in disguise as well.\Trying to identify the queen is an interesting game to play, too.\Make sure all of you work hard to become the ideal person you wish to be.\Enjoy the party.\That is all from me.\Now, now, the party has started.\Everyone, start changing.\Yes! I always wanted to be a dragon knight! response:	I always wanted to be the Princess.
context: Trying to identify the queen is an interesting game to play, too.\Make sure all of you work hard to become the ideal person you wish to be.\Enjoy the party.\That is all from me.\Now, now, the party has started.\Everyone, start changing.\Yes! I always wanted to be a dragon knight!\I always wanted to be the Princess. response:	I knew I would turn into a cute girl like this.
context: Make sure all of you work hard to become the ideal person you wish to be.\Enjoy the party.\That is all from me.\Now, now, the party has started.\Everyone, start changing.\Yes! I always wanted to be a dragon knight!\I always wanted to be the Princess.\I knew I would turn into a cute girl like this. response:	Hi, everyone.
context: Enjoy the party.\That is all from me.\Now, now, the party has started.\Everyone, start changing.\Yes! I always wanted to be a dragon knight!\I always wanted to be the Princess.\I knew I would turn into a cute girl like this.\Hi, everyone. response:	Captain?
context: That is all from me.\Now, now, the party has started.\Everyone, start changing.\Yes! I always wanted to be a dragon knight!\I always wanted to be the Princess.\I knew I would turn into a cute girl like this.\Hi, everyone.\Captain? response:	What happened to getting disguised?
context: Now, now, the party has started.\Everyone, start changing.\Yes! I always wanted to be a dragon knight!\I always wanted to be the Princess.\I knew I would turn into a cute girl like this.\Hi, everyone.\Captain?\What happened to getting disguised? response:	What are you talking about?
context: Everyone, start changing.\Yes! I always wanted to be a dragon knight!\I always wanted to be the Princess.\I knew I would turn into a cute girl like this.\Hi, everyone.\Captain?\What happened to getting disguised?\What are you talking about? response:	I am disguised.
context: Yes! I always wanted to be a dragon knight!\I always wanted to be the Princess.\I knew I would turn into a cute girl like this.\Hi, everyone.\Captain?\What happened to getting disguised?\What are you talking about?\I am disguised. response:	Huh?
context: I always wanted to be the Princess.\I knew I would turn into a cute girl like this.\Hi, everyone.\Captain?\What happened to getting disguised?\What are you talking about?\I am disguised.\Huh? response:	When it comes to an ideal form with both beauty and talent,
context: I knew I would turn into a cute girl like this.\Hi, everyone.\Captain?\What happened to getting disguised?\What are you talking about?\I am disguised.\Huh?\When it comes to an ideal form with both beauty and talent, response:	there isn't any other than myself.
context: Hi, everyone.\Captain?\What happened to getting disguised?\What are you talking about?\I am disguised.\Huh?\When it comes to an ideal form with both beauty and talent,\there isn't any other than myself. response:	There has to be a limit...
context: Captain?\What happened to getting disguised?\What are you talking about?\I am disguised.\Huh?\When it comes to an ideal form with both beauty and talent,\there isn't any other than myself.\There has to be a limit... response:	S-She's beautiful.
context: What happened to getting disguised?\What are you talking about?\I am disguised.\Huh?\When it comes to an ideal form with both beauty and talent,\there isn't any other than myself.\There has to be a limit...\S-She's beautiful. response:	You, who have taken the form of such a beautiful lady.
context: What are you talking about?\I am disguised.\Huh?\When it comes to an ideal form with both beauty and talent,\there isn't any other than myself.\There has to be a limit...\S-She's beautiful.\You, who have taken the form of such a beautiful lady. response:	May I ask for your name?
context: I am disguised.\Huh?\When it comes to an ideal form with both beauty and talent,\there isn't any other than myself.\There has to be a limit...\S-She's beautiful.\You, who have taken the form of such a beautiful lady.\May I ask for your name? response:	I'm Osmond.
context: Huh?\When it comes to an ideal form with both beauty and talent,\there isn't any other than myself.\There has to be a limit...\S-She's beautiful.\You, who have taken the form of such a beautiful lady.\May I ask for your name?\I'm Osmond. response:	Hey, if we all disguise as Tiffania, we can't tell who's who!
context: When it comes to an ideal form with both beauty and talent,\there isn't any other than myself.\There has to be a limit...\S-She's beautiful.\You, who have taken the form of such a beautiful lady.\May I ask for your name?\I'm Osmond.\Hey, if we all disguise as Tiffania, we can't tell who's who! response:	Why are you taking so much time, Saito?
context: there isn't any other than myself.\There has to be a limit...\S-She's beautiful.\You, who have taken the form of such a beautiful lady.\May I ask for your name?\I'm Osmond.\Hey, if we all disguise as Tiffania, we can't tell who's who!\Why are you taking so much time, Saito? response:	Come find me already.
context: There has to be a limit...\S-She's beautiful.\You, who have taken the form of such a beautiful lady.\May I ask for your name?\I'm Osmond.\Hey, if we all disguise as Tiffania, we can't tell who's who!\Why are you taking so much time, Saito?\Come find me already. response:	I'm sorry.
context: S-She's beautiful.\You, who have taken the form of such a beautiful lady.\May I ask for your name?\I'm Osmond.\Hey, if we all disguise as Tiffania, we can't tell who's who!\Why are you taking so much time, Saito?\Come find me already.\I'm sorry. response:	Saito?
context: You, who have taken the form of such a beautiful lady.\May I ask for your name?\I'm Osmond.\Hey, if we all disguise as Tiffania, we can't tell who's who!\Why are you taking so much time, Saito?\Come find me already.\I'm sorry.\Saito? response:	Hold on a minute.
context: May I ask for your name?\I'm Osmond.\Hey, if we all disguise as Tiffania, we can't tell who's who!\Why are you taking so much time, Saito?\Come find me already.\I'm sorry.\Saito?\Hold on a minute. response:	What's with those breasts?
context: I'm Osmond.\Hey, if we all disguise as Tiffania, we can't tell who's who!\Why are you taking so much time, Saito?\Come find me already.\I'm sorry.\Saito?\Hold on a minute.\What's with those breasts? response:	That voice. Is that you, Louise-san?
context: Hey, if we all disguise as Tiffania, we can't tell who's who!\Why are you taking so much time, Saito?\Come find me already.\I'm sorry.\Saito?\Hold on a minute.\What's with those breasts?\That voice. Is that you, Louise-san? response:	I'm sorry. I got to become Saito-san, whom I aspire to be,
context: Why are you taking so much time, Saito?\Come find me already.\I'm sorry.\Saito?\Hold on a minute.\What's with those breasts?\That voice. Is that you, Louise-san?\I'm sorry. I got to become Saito-san, whom I aspire to be, response:	but for some reason, my breasts didn't change.
context: Come find me already.\I'm sorry.\Saito?\Hold on a minute.\What's with those breasts?\That voice. Is that you, Louise-san?\I'm sorry. I got to become Saito-san, whom I aspire to be,\but for some reason, my breasts didn't change. response:	T-Tiffa?
context: I'm sorry.\Saito?\Hold on a minute.\What's with those breasts?\That voice. Is that you, Louise-san?\I'm sorry. I got to become Saito-san, whom I aspire to be,\but for some reason, my breasts didn't change.\T-Tiffa? response:	Y-Yes...
context: Saito?\Hold on a minute.\What's with those breasts?\That voice. Is that you, Louise-san?\I'm sorry. I got to become Saito-san, whom I aspire to be,\but for some reason, my breasts didn't change.\T-Tiffa?\Y-Yes... response:	Gosh, I can't tell who's who!
context: Hold on a minute.\What's with those breasts?\That voice. Is that you, Louise-san?\I'm sorry. I got to become Saito-san, whom I aspire to be,\but for some reason, my breasts didn't change.\T-Tiffa?\Y-Yes...\Gosh, I can't tell who's who! response:	I'm right here, Saito!
context: What's with those breasts?\That voice. Is that you, Louise-san?\I'm sorry. I got to become Saito-san, whom I aspire to be,\but for some reason, my breasts didn't change.\T-Tiffa?\Y-Yes...\Gosh, I can't tell who's who!\I'm right here, Saito! response:	Where is that Louise?
context: That voice. Is that you, Louise-san?\I'm sorry. I got to become Saito-san, whom I aspire to be,\but for some reason, my breasts didn't change.\T-Tiffa?\Y-Yes...\Gosh, I can't tell who's who!\I'm right here, Saito!\Where is that Louise? response:	But, for a costume party,
context: I'm sorry. I got to become Saito-san, whom I aspire to be,\but for some reason, my breasts didn't change.\T-Tiffa?\Y-Yes...\Gosh, I can't tell who's who!\I'm right here, Saito!\Where is that Louise?\But, for a costume party, response:	no one's wearing a costume, let alone any masks.
context: but for some reason, my breasts didn't change.\T-Tiffa?\Y-Yes...\Gosh, I can't tell who's who!\I'm right here, Saito!\Where is that Louise?\But, for a costume party,\no one's wearing a costume, let alone any masks. response:	Louise!
context: T-Tiffa?\Y-Yes...\Gosh, I can't tell who's who!\I'm right here, Saito!\Where is that Louise?\But, for a costume party,\no one's wearing a costume, let alone any masks.\Louise! response:	Hey, that was easy.
context: Y-Yes...\Gosh, I can't tell who's who!\I'm right here, Saito!\Where is that Louise?\But, for a costume party,\no one's wearing a costume, let alone any masks.\Louise!\Hey, that was easy. response:	Are you sure it was all right to make that kind of promise?
context: Gosh, I can't tell who's who!\I'm right here, Saito!\Where is that Louise?\But, for a costume party,\no one's wearing a costume, let alone any masks.\Louise!\Hey, that was easy.\Are you sure it was all right to make that kind of promise? response:	Promise?
context: I'm right here, Saito!\Where is that Louise?\But, for a costume party,\no one's wearing a costume, let alone any masks.\Louise!\Hey, that was easy.\Are you sure it was all right to make that kind of promise?\Promise? response:	What? You forgot already?
context: Where is that Louise?\But, for a costume party,\no one's wearing a costume, let alone any masks.\Louise!\Hey, that was easy.\Are you sure it was all right to make that kind of promise?\Promise?\What? You forgot already? response:	No, um... Who might you be?
context: But, for a costume party,\no one's wearing a costume, let alone any masks.\Louise!\Hey, that was easy.\Are you sure it was all right to make that kind of promise?\Promise?\What? You forgot already?\No, um... Who might you be? response:	Huh? I'm me, of course.
context: no one's wearing a costume, let alone any masks.\Louise!\Hey, that was easy.\Are you sure it was all right to make that kind of promise?\Promise?\What? You forgot already?\No, um... Who might you be?\Huh? I'm me, of course. response:	You're...
context: Louise!\Hey, that was easy.\Are you sure it was all right to make that kind of promise?\Promise?\What? You forgot already?\No, um... Who might you be?\Huh? I'm me, of course.\You're... response:	Ah... Anyway!
context: Hey, that was easy.\Are you sure it was all right to make that kind of promise?\Promise?\What? You forgot already?\No, um... Who might you be?\Huh? I'm me, of course.\You're...\Ah... Anyway! response:	There's a giant monster bird outside.
context: Are you sure it was all right to make that kind of promise?\Promise?\What? You forgot already?\No, um... Who might you be?\Huh? I'm me, of course.\You're...\Ah... Anyway!\There's a giant monster bird outside. response:	Well, I'm here, so it should be all right.
context: Promise?\What? You forgot already?\No, um... Who might you be?\Huh? I'm me, of course.\You're...\Ah... Anyway!\There's a giant monster bird outside.\Well, I'm here, so it should be all right. response:	So, um, you know.
context: What? You forgot already?\No, um... Who might you be?\Huh? I'm me, of course.\You're...\Ah... Anyway!\There's a giant monster bird outside.\Well, I'm here, so it should be all right.\So, um, you know. response:	If the promise bothers you so much...
context: No, um... Who might you be?\Huh? I'm me, of course.\You're...\Ah... Anyway!\There's a giant monster bird outside.\Well, I'm here, so it should be all right.\So, um, you know.\If the promise bothers you so much... response:	I don't mind picking up where we left off.
context: Huh? I'm me, of course.\You're...\Ah... Anyway!\There's a giant monster bird outside.\Well, I'm here, so it should be all right.\So, um, you know.\If the promise bothers you so much...\I don't mind picking up where we left off. response:	Picking up? Picking up what?
context: You're...\Ah... Anyway!\There's a giant monster bird outside.\Well, I'm here, so it should be all right.\So, um, you know.\If the promise bothers you so much...\I don't mind picking up where we left off.\Picking up? Picking up what? response:	You know!
context: Ah... Anyway!\There's a giant monster bird outside.\Well, I'm here, so it should be all right.\So, um, you know.\If the promise bothers you so much...\I don't mind picking up where we left off.\Picking up? Picking up what?\You know! response:	Well... It was...
context: There's a giant monster bird outside.\Well, I'm here, so it should be all right.\So, um, you know.\If the promise bothers you so much...\I don't mind picking up where we left off.\Picking up? Picking up what?\You know!\Well... It was... response:	I mean...
context: Well, I'm here, so it should be all right.\So, um, you know.\If the promise bothers you so much...\I don't mind picking up where we left off.\Picking up? Picking up what?\You know!\Well... It was...\I mean... response:	Yes?
context: So, um, you know.\If the promise bothers you so much...\I don't mind picking up where we left off.\Picking up? Picking up what?\You know!\Well... It was...\I mean...\Yes? response:	L-Louise?
context: If the promise bothers you so much...\I don't mind picking up where we left off.\Picking up? Picking up what?\You know!\Well... It was...\I mean...\Yes?\L-Louise? response:	Are you really afraid of a tiny spider like that?
context: I don't mind picking up where we left off.\Picking up? Picking up what?\You know!\Well... It was...\I mean...\Yes?\L-Louise?\Are you really afraid of a tiny spider like that? response:	Saito...
context: Picking up? Picking up what?\You know!\Well... It was...\I mean...\Yes?\L-Louise?\Are you really afraid of a tiny spider like that?\Saito... response:	Come find me already.
context: You know!\Well... It was...\I mean...\Yes?\L-Louise?\Are you really afraid of a tiny spider like that?\Saito...\Come find me already. response:	Who are you?
context: Well... It was...\I mean...\Yes?\L-Louise?\Are you really afraid of a tiny spider like that?\Saito...\Come find me already.\Who are you? response:	Today, I will take the void mage as a gift for Joseph-sama.
context: I mean...\Yes?\L-Louise?\Are you really afraid of a tiny spider like that?\Saito...\Come find me already.\Who are you?\Today, I will take the void mage as a gift for Joseph-sama. response:	Princess?!
context: Yes?\L-Louise?\Are you really afraid of a tiny spider like that?\Saito...\Come find me already.\Who are you?\Today, I will take the void mage as a gift for Joseph-sama.\Princess?! response:	What are you doing here?!
context: L-Louise?\Are you really afraid of a tiny spider like that?\Saito...\Come find me already.\Who are you?\Today, I will take the void mage as a gift for Joseph-sama.\Princess?!\What are you doing here?! response:	The magic wore off!
context: Are you really afraid of a tiny spider like that?\Saito...\Come find me already.\Who are you?\Today, I will take the void mage as a gift for Joseph-sama.\Princess?!\What are you doing here?!\The magic wore off! response:	The party's not over yet, though.
context: Saito...\Come find me already.\Who are you?\Today, I will take the void mage as a gift for Joseph-sama.\Princess?!\What are you doing here?!\The magic wore off!\The party's not over yet, though. response:	We have a problem! The Mirror of Truth is broken!
context: Come find me already.\Who are you?\Today, I will take the void mage as a gift for Joseph-sama.\Princess?!\What are you doing here?!\The magic wore off!\The party's not over yet, though.\We have a problem! The Mirror of Truth is broken! response:	Magic?
context: Who are you?\Today, I will take the void mage as a gift for Joseph-sama.\Princess?!\What are you doing here?!\The magic wore off!\The party's not over yet, though.\We have a problem! The Mirror of Truth is broken!\Magic? response:	Yes. Today's a ball party where you disguise yourself using magic.
context: Today, I will take the void mage as a gift for Joseph-sama.\Princess?!\What are you doing here?!\The magic wore off!\The party's not over yet, though.\We have a problem! The Mirror of Truth is broken!\Magic?\Yes. Today's a ball party where you disguise yourself using magic. response:	Disguise using magic?
context: Princess?!\What are you doing here?!\The magic wore off!\The party's not over yet, though.\We have a problem! The Mirror of Truth is broken!\Magic?\Yes. Today's a ball party where you disguise yourself using magic.\Disguise using magic? response:	Which means -
context: What are you doing here?!\The magic wore off!\The party's not over yet, though.\We have a problem! The Mirror of Truth is broken!\Magic?\Yes. Today's a ball party where you disguise yourself using magic.\Disguise using magic?\Which means - response:	I-I'm terribly sorry!
context: The magic wore off!\The party's not over yet, though.\We have a problem! The Mirror of Truth is broken!\Magic?\Yes. Today's a ball party where you disguise yourself using magic.\Disguise using magic?\Which means -\I-I'm terribly sorry! response:	I completely thought you were Louise!
context: The party's not over yet, though.\We have a problem! The Mirror of Truth is broken!\Magic?\Yes. Today's a ball party where you disguise yourself using magic.\Disguise using magic?\Which means -\I-I'm terribly sorry!\I completely thought you were Louise! response:	Please don't worry.
context: We have a problem! The Mirror of Truth is broken!\Magic?\Yes. Today's a ball party where you disguise yourself using magic.\Disguise using magic?\Which means -\I-I'm terribly sorry!\I completely thought you were Louise!\Please don't worry. response:	I was also magically disguised as the person I feel is my ideal.
context: Magic?\Yes. Today's a ball party where you disguise yourself using magic.\Disguise using magic?\Which means -\I-I'm terribly sorry!\I completely thought you were Louise!\Please don't worry.\I was also magically disguised as the person I feel is my ideal. response:	It is only natural you did not recognise me.
context: Yes. Today's a ball party where you disguise yourself using magic.\Disguise using magic?\Which means -\I-I'm terribly sorry!\I completely thought you were Louise!\Please don't worry.\I was also magically disguised as the person I feel is my ideal.\It is only natural you did not recognise me. response:	Ideal?
context: Disguise using magic?\Which means -\I-I'm terribly sorry!\I completely thought you were Louise!\Please don't worry.\I was also magically disguised as the person I feel is my ideal.\It is only natural you did not recognise me.\Ideal? response:	Louise is?
context: Which means -\I-I'm terribly sorry!\I completely thought you were Louise!\Please don't worry.\I was also magically disguised as the person I feel is my ideal.\It is only natural you did not recognise me.\Ideal?\Louise is? response:	Yes.
context: I-I'm terribly sorry!\I completely thought you were Louise!\Please don't worry.\I was also magically disguised as the person I feel is my ideal.\It is only natural you did not recognise me.\Ideal?\Louise is?\Yes. response:	I am jealous of her.
context: I completely thought you were Louise!\Please don't worry.\I was also magically disguised as the person I feel is my ideal.\It is only natural you did not recognise me.\Ideal?\Louise is?\Yes.\I am jealous of her. response:	How pure her heart is.
context: Please don't worry.\I was also magically disguised as the person I feel is my ideal.\It is only natural you did not recognise me.\Ideal?\Louise is?\Yes.\I am jealous of her.\How pure her heart is. response:	How she can stand up for her own justice.
context: I was also magically disguised as the person I feel is my ideal.\It is only natural you did not recognise me.\Ideal?\Louise is?\Yes.\I am jealous of her.\How pure her heart is.\How she can stand up for her own justice. response:	If I had even a fraction of her courage,
context: It is only natural you did not recognise me.\Ideal?\Louise is?\Yes.\I am jealous of her.\How pure her heart is.\How she can stand up for her own justice.\If I had even a fraction of her courage, response:	I would not have had to commit a mistake.
context: Ideal?\Louise is?\Yes.\I am jealous of her.\How pure her heart is.\How she can stand up for her own justice.\If I had even a fraction of her courage,\I would not have had to commit a mistake. response:	Mistake?! You haven't done anything wrong!
context: Louise is?\Yes.\I am jealous of her.\How pure her heart is.\How she can stand up for her own justice.\If I had even a fraction of her courage,\I would not have had to commit a mistake.\Mistake?! You haven't done anything wrong! response:	No. I have...
context: Yes.\I am jealous of her.\How pure her heart is.\How she can stand up for her own justice.\If I had even a fraction of her courage,\I would not have had to commit a mistake.\Mistake?! You haven't done anything wrong!\No. I have... response:	Princess?
context: I am jealous of her.\How pure her heart is.\How she can stand up for her own justice.\If I had even a fraction of her courage,\I would not have had to commit a mistake.\Mistake?! You haven't done anything wrong!\No. I have...\Princess? response:	Saito-san...
context: How pure her heart is.\How she can stand up for her own justice.\If I had even a fraction of her courage,\I would not have had to commit a mistake.\Mistake?! You haven't done anything wrong!\No. I have...\Princess?\Saito-san... response:	Louise.
context: How she can stand up for her own justice.\If I had even a fraction of her courage,\I would not have had to commit a mistake.\Mistake?! You haven't done anything wrong!\No. I have...\Princess?\Saito-san...\Louise. response:	Louise!
context: If I had even a fraction of her courage,\I would not have had to commit a mistake.\Mistake?! You haven't done anything wrong!\No. I have...\Princess?\Saito-san...\Louise.\Louise! response:	Wait! You got it wrong! Louise!
context: I would not have had to commit a mistake.\Mistake?! You haven't done anything wrong!\No. I have...\Princess?\Saito-san...\Louise.\Louise!\Wait! You got it wrong! Louise! response:	Louise...
