context: - Your Highness. - Your Highness. response:	You may all go.
context: Sang Ji.\Do you want your nephew to see you in such a disappointing state?\Keep on kneeling.\You are not like your Second Uncle.\I have very high hopes for you.\You are the future Heavenly Lord.\In the Celestial Palace, you can have many consorts\but you cannot have a woman who will make you lose your principles. response:	You were born for the world, not for a woman.
context: Do you want your nephew to see you in such a disappointing state?\Keep on kneeling.\You are not like your Second Uncle.\I have very high hopes for you.\You are the future Heavenly Lord.\In the Celestial Palace, you can have many consorts\but you cannot have a woman who will make you lose your principles.\You were born for the world, not for a woman. response:	I understand.
context: Keep on kneeling.\You are not like your Second Uncle.\I have very high hopes for you.\You are the future Heavenly Lord.\In the Celestial Palace, you can have many consorts\but you cannot have a woman who will make you lose your principles.\You were born for the world, not for a woman.\I understand. response:	Greetings, Your Majesty.
context: You are not like your Second Uncle.\I have very high hopes for you.\You are the future Heavenly Lord.\In the Celestial Palace, you can have many consorts\but you cannot have a woman who will make you lose your principles.\You were born for the world, not for a woman.\I understand.\Greetings, Your Majesty. response:	Your Highness.
context: I have very high hopes for you.\You are the future Heavenly Lord.\In the Celestial Palace, you can have many consorts\but you cannot have a woman who will make you lose your principles.\You were born for the world, not for a woman.\I understand.\Greetings, Your Majesty.\Your Highness. response:	What do you have to report?
context: You are the future Heavenly Lord.\In the Celestial Palace, you can have many consorts\but you cannot have a woman who will make you lose your principles.\You were born for the world, not for a woman.\I understand.\Greetings, Your Majesty.\Your Highness.\What do you have to report? response:	Report, Heavenly Lord.
context: In the Celestial Palace, you can have many consorts\but you cannot have a woman who will make you lose your principles.\You were born for the world, not for a woman.\I understand.\Greetings, Your Majesty.\Your Highness.\What do you have to report?\Report, Heavenly Lord. response:	It is still the matter concerning Zhong Rong State in the mortal realm.
context: but you cannot have a woman who will make you lose your principles.\You were born for the world, not for a woman.\I understand.\Greetings, Your Majesty.\Your Highness.\What do you have to report?\Report, Heavenly Lord.\It is still the matter concerning Zhong Rong State in the mortal realm. response:	I have already handed the matter over to the Crown Prince.
context: You were born for the world, not for a woman.\I understand.\Greetings, Your Majesty.\Your Highness.\What do you have to report?\Report, Heavenly Lord.\It is still the matter concerning Zhong Rong State in the mortal realm.\I have already handed the matter over to the Crown Prince. response:	The Scarlet Flame Golden Lion is Qing Cang's mount.
context: I understand.\Greetings, Your Majesty.\Your Highness.\What do you have to report?\Report, Heavenly Lord.\It is still the matter concerning Zhong Rong State in the mortal realm.\I have already handed the matter over to the Crown Prince.\The Scarlet Flame Golden Lion is Qing Cang's mount. response:	Go subdue him yourself
context: Greetings, Your Majesty.\Your Highness.\What do you have to report?\Report, Heavenly Lord.\It is still the matter concerning Zhong Rong State in the mortal realm.\I have already handed the matter over to the Crown Prince.\The Scarlet Flame Golden Lion is Qing Cang's mount.\Go subdue him yourself response:	to promote your prestige throughout the four seas
context: Your Highness.\What do you have to report?\Report, Heavenly Lord.\It is still the matter concerning Zhong Rong State in the mortal realm.\I have already handed the matter over to the Crown Prince.\The Scarlet Flame Golden Lion is Qing Cang's mount.\Go subdue him yourself\to promote your prestige throughout the four seas response:	in preparation for receiving the Crown Prince's seal in the future.
context: What do you have to report?\Report, Heavenly Lord.\It is still the matter concerning Zhong Rong State in the mortal realm.\I have already handed the matter over to the Crown Prince.\The Scarlet Flame Golden Lion is Qing Cang's mount.\Go subdue him yourself\to promote your prestige throughout the four seas\in preparation for receiving the Crown Prince's seal in the future. response:	Yes.
context: Report, Heavenly Lord.\It is still the matter concerning Zhong Rong State in the mortal realm.\I have already handed the matter over to the Crown Prince.\The Scarlet Flame Golden Lion is Qing Cang's mount.\Go subdue him yourself\to promote your prestige throughout the four seas\in preparation for receiving the Crown Prince's seal in the future.\Yes. response:	Your Highness, there is one thing you must bear in mind.
context: It is still the matter concerning Zhong Rong State in the mortal realm.\I have already handed the matter over to the Crown Prince.\The Scarlet Flame Golden Lion is Qing Cang's mount.\Go subdue him yourself\to promote your prestige throughout the four seas\in preparation for receiving the Crown Prince's seal in the future.\Yes.\Your Highness, there is one thing you must bear in mind. response:	What is it?
context: I have already handed the matter over to the Crown Prince.\The Scarlet Flame Golden Lion is Qing Cang's mount.\Go subdue him yourself\to promote your prestige throughout the four seas\in preparation for receiving the Crown Prince's seal in the future.\Yes.\Your Highness, there is one thing you must bear in mind.\What is it? response:	When you go to vanquish the Golden Lion
context: The Scarlet Flame Golden Lion is Qing Cang's mount.\Go subdue him yourself\to promote your prestige throughout the four seas\in preparation for receiving the Crown Prince's seal in the future.\Yes.\Your Highness, there is one thing you must bear in mind.\What is it?\When you go to vanquish the Golden Lion response:	be sure not to interfere with the fates of mortals.
context: Go subdue him yourself\to promote your prestige throughout the four seas\in preparation for receiving the Crown Prince's seal in the future.\Yes.\Your Highness, there is one thing you must bear in mind.\What is it?\When you go to vanquish the Golden Lion\be sure not to interfere with the fates of mortals. response:	When immortals become involved with mortals
context: to promote your prestige throughout the four seas\in preparation for receiving the Crown Prince's seal in the future.\Yes.\Your Highness, there is one thing you must bear in mind.\What is it?\When you go to vanquish the Golden Lion\be sure not to interfere with the fates of mortals.\When immortals become involved with mortals response:	destiny will be thrown into disorder.
context: in preparation for receiving the Crown Prince's seal in the future.\Yes.\Your Highness, there is one thing you must bear in mind.\What is it?\When you go to vanquish the Golden Lion\be sure not to interfere with the fates of mortals.\When immortals become involved with mortals\destiny will be thrown into disorder. response:	It could be detrimental to you.
context: Yes.\Your Highness, there is one thing you must bear in mind.\What is it?\When you go to vanquish the Golden Lion\be sure not to interfere with the fates of mortals.\When immortals become involved with mortals\destiny will be thrown into disorder.\It could be detrimental to you. response:	The mortal realm has usually been under your control.
context: Your Highness, there is one thing you must bear in mind.\What is it?\When you go to vanquish the Golden Lion\be sure not to interfere with the fates of mortals.\When immortals become involved with mortals\destiny will be thrown into disorder.\It could be detrimental to you.\The mortal realm has usually been under your control. response:	I will not meddle.
context: What is it?\When you go to vanquish the Golden Lion\be sure not to interfere with the fates of mortals.\When immortals become involved with mortals\destiny will be thrown into disorder.\It could be detrimental to you.\The mortal realm has usually been under your control.\I will not meddle. response:	I understand.
context: When you go to vanquish the Golden Lion\be sure not to interfere with the fates of mortals.\When immortals become involved with mortals\destiny will be thrown into disorder.\It could be detrimental to you.\The mortal realm has usually been under your control.\I will not meddle.\I understand. response:	Heavenly Lord, I have finished my studies.
context: be sure not to interfere with the fates of mortals.\When immortals become involved with mortals\destiny will be thrown into disorder.\It could be detrimental to you.\The mortal realm has usually been under your control.\I will not meddle.\I understand.\Heavenly Lord, I have finished my studies. response:	Back in the day, Sang Ji also had very high comprehension
context: When immortals become involved with mortals\destiny will be thrown into disorder.\It could be detrimental to you.\The mortal realm has usually been under your control.\I will not meddle.\I understand.\Heavenly Lord, I have finished my studies.\Back in the day, Sang Ji also had very high comprehension response:	but he did not perform as well you have.
context: destiny will be thrown into disorder.\It could be detrimental to you.\The mortal realm has usually been under your control.\I will not meddle.\I understand.\Heavenly Lord, I have finished my studies.\Back in the day, Sang Ji also had very high comprehension\but he did not perform as well you have. response:	I must reward you generously.
context: It could be detrimental to you.\The mortal realm has usually been under your control.\I will not meddle.\I understand.\Heavenly Lord, I have finished my studies.\Back in the day, Sang Ji also had very high comprehension\but he did not perform as well you have.\I must reward you generously. response:	What would you like?
context: The mortal realm has usually been under your control.\I will not meddle.\I understand.\Heavenly Lord, I have finished my studies.\Back in the day, Sang Ji also had very high comprehension\but he did not perform as well you have.\I must reward you generously.\What would you like? response:	I want to see my mother.
context: I will not meddle.\I understand.\Heavenly Lord, I have finished my studies.\Back in the day, Sang Ji also had very high comprehension\but he did not perform as well you have.\I must reward you generously.\What would you like?\I want to see my mother. response:	A doting mother fails to raise a child properly.
context: I understand.\Heavenly Lord, I have finished my studies.\Back in the day, Sang Ji also had very high comprehension\but he did not perform as well you have.\I must reward you generously.\What would you like?\I want to see my mother.\A doting mother fails to raise a child properly. response:	You will be inheriting my legacy one day.
context: Heavenly Lord, I have finished my studies.\Back in the day, Sang Ji also had very high comprehension\but he did not perform as well you have.\I must reward you generously.\What would you like?\I want to see my mother.\A doting mother fails to raise a child properly.\You will be inheriting my legacy one day. response:	Your mother was destined to be unable to raise you to be worthy enough.
context: Back in the day, Sang Ji also had very high comprehension\but he did not perform as well you have.\I must reward you generously.\What would you like?\I want to see my mother.\A doting mother fails to raise a child properly.\You will be inheriting my legacy one day.\Your mother was destined to be unable to raise you to be worthy enough. response:	She would only raise you to be irresolute.
context: but he did not perform as well you have.\I must reward you generously.\What would you like?\I want to see my mother.\A doting mother fails to raise a child properly.\You will be inheriting my legacy one day.\Your mother was destined to be unable to raise you to be worthy enough.\She would only raise you to be irresolute. response:	Not allowing you to see her is for your own good.
context: I must reward you generously.\What would you like?\I want to see my mother.\A doting mother fails to raise a child properly.\You will be inheriting my legacy one day.\Your mother was destined to be unable to raise you to be worthy enough.\She would only raise you to be irresolute.\Not allowing you to see her is for your own good. response:	I only wish to see Mother.
context: What would you like?\I want to see my mother.\A doting mother fails to raise a child properly.\You will be inheriting my legacy one day.\Your mother was destined to be unable to raise you to be worthy enough.\She would only raise you to be irresolute.\Not allowing you to see her is for your own good.\I only wish to see Mother. response:	If you want me to permit you to see her
context: I want to see my mother.\A doting mother fails to raise a child properly.\You will be inheriting my legacy one day.\Your mother was destined to be unable to raise you to be worthy enough.\She would only raise you to be irresolute.\Not allowing you to see her is for your own good.\I only wish to see Mother.\If you want me to permit you to see her response:	then ascend to high immortal before you are 20,000 years old.
context: A doting mother fails to raise a child properly.\You will be inheriting my legacy one day.\Your mother was destined to be unable to raise you to be worthy enough.\She would only raise you to be irresolute.\Not allowing you to see her is for your own good.\I only wish to see Mother.\If you want me to permit you to see her\then ascend to high immortal before you are 20,000 years old. response:	Heavenly Lord, these lightning bolts are not ordinary lightning bolts.
context: You will be inheriting my legacy one day.\Your mother was destined to be unable to raise you to be worthy enough.\She would only raise you to be irresolute.\Not allowing you to see her is for your own good.\I only wish to see Mother.\If you want me to permit you to see her\then ascend to high immortal before you are 20,000 years old.\Heavenly Lord, these lightning bolts are not ordinary lightning bolts. response:	They are lightning bolts experienced by immortals facing ascension.
context: Your mother was destined to be unable to raise you to be worthy enough.\She would only raise you to be irresolute.\Not allowing you to see her is for your own good.\I only wish to see Mother.\If you want me to permit you to see her\then ascend to high immortal before you are 20,000 years old.\Heavenly Lord, these lightning bolts are not ordinary lightning bolts.\They are lightning bolts experienced by immortals facing ascension. response:	If he cannot endure them, he will lose his life.
context: She would only raise you to be irresolute.\Not allowing you to see her is for your own good.\I only wish to see Mother.\If you want me to permit you to see her\then ascend to high immortal before you are 20,000 years old.\Heavenly Lord, these lightning bolts are not ordinary lightning bolts.\They are lightning bolts experienced by immortals facing ascension.\If he cannot endure them, he will lose his life. response:	His Highness is merely 20,000 years old.
context: Not allowing you to see her is for your own good.\I only wish to see Mother.\If you want me to permit you to see her\then ascend to high immortal before you are 20,000 years old.\Heavenly Lord, these lightning bolts are not ordinary lightning bolts.\They are lightning bolts experienced by immortals facing ascension.\If he cannot endure them, he will lose his life.\His Highness is merely 20,000 years old. response:	Stop talking.
context: I only wish to see Mother.\If you want me to permit you to see her\then ascend to high immortal before you are 20,000 years old.\Heavenly Lord, these lightning bolts are not ordinary lightning bolts.\They are lightning bolts experienced by immortals facing ascension.\If he cannot endure them, he will lose his life.\His Highness is merely 20,000 years old.\Stop talking. response:	Your Majesty promised me
context: If you want me to permit you to see her\then ascend to high immortal before you are 20,000 years old.\Heavenly Lord, these lightning bolts are not ordinary lightning bolts.\They are lightning bolts experienced by immortals facing ascension.\If he cannot endure them, he will lose his life.\His Highness is merely 20,000 years old.\Stop talking.\Your Majesty promised me response:	if I could ascend to high immortal before I am 20,000 years old
context: then ascend to high immortal before you are 20,000 years old.\Heavenly Lord, these lightning bolts are not ordinary lightning bolts.\They are lightning bolts experienced by immortals facing ascension.\If he cannot endure them, he will lose his life.\His Highness is merely 20,000 years old.\Stop talking.\Your Majesty promised me\if I could ascend to high immortal before I am 20,000 years old response:	you would allow me to see Mother.
context: Heavenly Lord, these lightning bolts are not ordinary lightning bolts.\They are lightning bolts experienced by immortals facing ascension.\If he cannot endure them, he will lose his life.\His Highness is merely 20,000 years old.\Stop talking.\Your Majesty promised me\if I could ascend to high immortal before I am 20,000 years old\you would allow me to see Mother. response:	Today, I have passed the trial and ascended.
context: They are lightning bolts experienced by immortals facing ascension.\If he cannot endure them, he will lose his life.\His Highness is merely 20,000 years old.\Stop talking.\Your Majesty promised me\if I could ascend to high immortal before I am 20,000 years old\you would allow me to see Mother.\Today, I have passed the trial and ascended. response:	When may I see Mother?
context: If he cannot endure them, he will lose his life.\His Highness is merely 20,000 years old.\Stop talking.\Your Majesty promised me\if I could ascend to high immortal before I am 20,000 years old\you would allow me to see Mother.\Today, I have passed the trial and ascended.\When may I see Mother? response:	Take Ye Hua to see his mother.
context: His Highness is merely 20,000 years old.\Stop talking.\Your Majesty promised me\if I could ascend to high immortal before I am 20,000 years old\you would allow me to see Mother.\Today, I have passed the trial and ascended.\When may I see Mother?\Take Ye Hua to see his mother. response:	Thank you, Father.
context: Stop talking.\Your Majesty promised me\if I could ascend to high immortal before I am 20,000 years old\you would allow me to see Mother.\Today, I have passed the trial and ascended.\When may I see Mother?\Take Ye Hua to see his mother.\Thank you, Father. response:	Ye Hua.
context: Your Majesty promised me\if I could ascend to high immortal before I am 20,000 years old\you would allow me to see Mother.\Today, I have passed the trial and ascended.\When may I see Mother?\Take Ye Hua to see his mother.\Thank you, Father.\Ye Hua. response:	I only have this one son.
context: if I could ascend to high immortal before I am 20,000 years old\you would allow me to see Mother.\Today, I have passed the trial and ascended.\When may I see Mother?\Take Ye Hua to see his mother.\Thank you, Father.\Ye Hua.\I only have this one son. response:	From the moment he was born, he was given the status of Crown Prince.
context: you would allow me to see Mother.\Today, I have passed the trial and ascended.\When may I see Mother?\Take Ye Hua to see his mother.\Thank you, Father.\Ye Hua.\I only have this one son.\From the moment he was born, he was given the status of Crown Prince. response:	He was taken from me for 20,000 years.
context: Today, I have passed the trial and ascended.\When may I see Mother?\Take Ye Hua to see his mother.\Thank you, Father.\Ye Hua.\I only have this one son.\From the moment he was born, he was given the status of Crown Prince.\He was taken from me for 20,000 years. response:	I have never seen him once.
context: When may I see Mother?\Take Ye Hua to see his mother.\Thank you, Father.\Ye Hua.\I only have this one son.\From the moment he was born, he was given the status of Crown Prince.\He was taken from me for 20,000 years.\I have never seen him once. response:	Why is he covered with injuries when I finally see him?
context: Take Ye Hua to see his mother.\Thank you, Father.\Ye Hua.\I only have this one son.\From the moment he was born, he was given the status of Crown Prince.\He was taken from me for 20,000 years.\I have never seen him once.\Why is he covered with injuries when I finally see him? response:	Was being born into the Celestial Palace not his good fortune
context: Thank you, Father.\Ye Hua.\I only have this one son.\From the moment he was born, he was given the status of Crown Prince.\He was taken from me for 20,000 years.\I have never seen him once.\Why is he covered with injuries when I finally see him?\Was being born into the Celestial Palace not his good fortune response:	but a calamity?
context: Ye Hua.\I only have this one son.\From the moment he was born, he was given the status of Crown Prince.\He was taken from me for 20,000 years.\I have never seen him once.\Why is he covered with injuries when I finally see him?\Was being born into the Celestial Palace not his good fortune\but a calamity? response:	Ye Hua is the future Heavenly Lord.
context: I only have this one son.\From the moment he was born, he was given the status of Crown Prince.\He was taken from me for 20,000 years.\I have never seen him once.\Why is he covered with injuries when I finally see him?\Was being born into the Celestial Palace not his good fortune\but a calamity?\Ye Hua is the future Heavenly Lord. response:	It is only natural that he is held in high regard.
context: From the moment he was born, he was given the status of Crown Prince.\He was taken from me for 20,000 years.\I have never seen him once.\Why is he covered with injuries when I finally see him?\Was being born into the Celestial Palace not his good fortune\but a calamity?\Ye Hua is the future Heavenly Lord.\It is only natural that he is held in high regard. response:	So what if he is to be Heavenly Lord?
context: He was taken from me for 20,000 years.\I have never seen him once.\Why is he covered with injuries when I finally see him?\Was being born into the Celestial Palace not his good fortune\but a calamity?\Ye Hua is the future Heavenly Lord.\It is only natural that he is held in high regard.\So what if he is to be Heavenly Lord? response:	If he lives an unhappy life
context: I have never seen him once.\Why is he covered with injuries when I finally see him?\Was being born into the Celestial Palace not his good fortune\but a calamity?\Ye Hua is the future Heavenly Lord.\It is only natural that he is held in high regard.\So what if he is to be Heavenly Lord?\If he lives an unhappy life response:	he would be better off being a lowly water king of some random land.
context: Why is he covered with injuries when I finally see him?\Was being born into the Celestial Palace not his good fortune\but a calamity?\Ye Hua is the future Heavenly Lord.\It is only natural that he is held in high regard.\So what if he is to be Heavenly Lord?\If he lives an unhappy life\he would be better off being a lowly water king of some random land. response:	It would still be better than this Celestial Palace.
context: Was being born into the Celestial Palace not his good fortune\but a calamity?\Ye Hua is the future Heavenly Lord.\It is only natural that he is held in high regard.\So what if he is to be Heavenly Lord?\If he lives an unhappy life\he would be better off being a lowly water king of some random land.\It would still be better than this Celestial Palace. response:	Mother, do not blame Father. It was my fault.
context: but a calamity?\Ye Hua is the future Heavenly Lord.\It is only natural that he is held in high regard.\So what if he is to be Heavenly Lord?\If he lives an unhappy life\he would be better off being a lowly water king of some random land.\It would still be better than this Celestial Palace.\Mother, do not blame Father. It was my fault. response:	I knew I had to face the heavenly trial, yet I still wore such light clothing.
context: Ye Hua is the future Heavenly Lord.\It is only natural that he is held in high regard.\So what if he is to be Heavenly Lord?\If he lives an unhappy life\he would be better off being a lowly water king of some random land.\It would still be better than this Celestial Palace.\Mother, do not blame Father. It was my fault.\I knew I had to face the heavenly trial, yet I still wore such light clothing. response:	From now on, I will only wear black clothing
context: It is only natural that he is held in high regard.\So what if he is to be Heavenly Lord?\If he lives an unhappy life\he would be better off being a lowly water king of some random land.\It would still be better than this Celestial Palace.\Mother, do not blame Father. It was my fault.\I knew I had to face the heavenly trial, yet I still wore such light clothing.\From now on, I will only wear black clothing response:	so that bloodstains will no longer be visible
context: So what if he is to be Heavenly Lord?\If he lives an unhappy life\he would be better off being a lowly water king of some random land.\It would still be better than this Celestial Palace.\Mother, do not blame Father. It was my fault.\I knew I had to face the heavenly trial, yet I still wore such light clothing.\From now on, I will only wear black clothing\so that bloodstains will no longer be visible response:	so as to avoid causing you distress.
context: If he lives an unhappy life\he would be better off being a lowly water king of some random land.\It would still be better than this Celestial Palace.\Mother, do not blame Father. It was my fault.\I knew I had to face the heavenly trial, yet I still wore such light clothing.\From now on, I will only wear black clothing\so that bloodstains will no longer be visible\so as to avoid causing you distress. response:	Look at what your father and Heavenly Lord turned you into.
context: he would be better off being a lowly water king of some random land.\It would still be better than this Celestial Palace.\Mother, do not blame Father. It was my fault.\I knew I had to face the heavenly trial, yet I still wore such light clothing.\From now on, I will only wear black clothing\so that bloodstains will no longer be visible\so as to avoid causing you distress.\Look at what your father and Heavenly Lord turned you into. response:	Do you think you won't bleed if you change your choice of clothing?
context: It would still be better than this Celestial Palace.\Mother, do not blame Father. It was my fault.\I knew I had to face the heavenly trial, yet I still wore such light clothing.\From now on, I will only wear black clothing\so that bloodstains will no longer be visible\so as to avoid causing you distress.\Look at what your father and Heavenly Lord turned you into.\Do you think you won't bleed if you change your choice of clothing? response:	It will only be covered and hidden from sight.
context: Mother, do not blame Father. It was my fault.\I knew I had to face the heavenly trial, yet I still wore such light clothing.\From now on, I will only wear black clothing\so that bloodstains will no longer be visible\so as to avoid causing you distress.\Look at what your father and Heavenly Lord turned you into.\Do you think you won't bleed if you change your choice of clothing?\It will only be covered and hidden from sight. response:	Your inclination to suffer in silence
context: I knew I had to face the heavenly trial, yet I still wore such light clothing.\From now on, I will only wear black clothing\so that bloodstains will no longer be visible\so as to avoid causing you distress.\Look at what your father and Heavenly Lord turned you into.\Do you think you won't bleed if you change your choice of clothing?\It will only be covered and hidden from sight.\Your inclination to suffer in silence response:	will only bring yourself anguish.
context: From now on, I will only wear black clothing\so that bloodstains will no longer be visible\so as to avoid causing you distress.\Look at what your father and Heavenly Lord turned you into.\Do you think you won't bleed if you change your choice of clothing?\It will only be covered and hidden from sight.\Your inclination to suffer in silence\will only bring yourself anguish. response:	You're awake?
context: so that bloodstains will no longer be visible\so as to avoid causing you distress.\Look at what your father and Heavenly Lord turned you into.\Do you think you won't bleed if you change your choice of clothing?\It will only be covered and hidden from sight.\Your inclination to suffer in silence\will only bring yourself anguish.\You're awake? response:	What are you here for?
context: so as to avoid causing you distress.\Look at what your father and Heavenly Lord turned you into.\Do you think you won't bleed if you change your choice of clothing?\It will only be covered and hidden from sight.\Your inclination to suffer in silence\will only bring yourself anguish.\You're awake?\What are you here for? response:	I brought you some food.
context: Look at what your father and Heavenly Lord turned you into.\Do you think you won't bleed if you change your choice of clothing?\It will only be covered and hidden from sight.\Your inclination to suffer in silence\will only bring yourself anguish.\You're awake?\What are you here for?\I brought you some food. response:	Here.
context: Do you think you won't bleed if you change your choice of clothing?\It will only be covered and hidden from sight.\Your inclination to suffer in silence\will only bring yourself anguish.\You're awake?\What are you here for?\I brought you some food.\Here. response:	Who does that figure belong to?
context: It will only be covered and hidden from sight.\Your inclination to suffer in silence\will only bring yourself anguish.\You're awake?\What are you here for?\I brought you some food.\Here.\Who does that figure belong to? response:	Why has it been constantly appearing lately?
context: Your inclination to suffer in silence\will only bring yourself anguish.\You're awake?\What are you here for?\I brought you some food.\Here.\Who does that figure belong to?\Why has it been constantly appearing lately? response:	Could it be an ominous foreshadowing?
context: will only bring yourself anguish.\You're awake?\What are you here for?\I brought you some food.\Here.\Who does that figure belong to?\Why has it been constantly appearing lately?\Could it be an ominous foreshadowing? response:	Ye Hua.
context: You're awake?\What are you here for?\I brought you some food.\Here.\Who does that figure belong to?\Why has it been constantly appearing lately?\Could it be an ominous foreshadowing?\Ye Hua. response:	I've made you many clothes.
context: What are you here for?\I brought you some food.\Here.\Who does that figure belong to?\Why has it been constantly appearing lately?\Could it be an ominous foreshadowing?\Ye Hua.\I've made you many clothes. response:	Why have I only seen you wear this black outfit?
context: I brought you some food.\Here.\Who does that figure belong to?\Why has it been constantly appearing lately?\Could it be an ominous foreshadowing?\Ye Hua.\I've made you many clothes.\Why have I only seen you wear this black outfit? response:	It is so dismal and gloomy. You do not look youthful at all.
context: Here.\Who does that figure belong to?\Why has it been constantly appearing lately?\Could it be an ominous foreshadowing?\Ye Hua.\I've made you many clothes.\Why have I only seen you wear this black outfit?\It is so dismal and gloomy. You do not look youthful at all. response:	I heard the palace maids talking today.
context: Who does that figure belong to?\Why has it been constantly appearing lately?\Could it be an ominous foreshadowing?\Ye Hua.\I've made you many clothes.\Why have I only seen you wear this black outfit?\It is so dismal and gloomy. You do not look youthful at all.\I heard the palace maids talking today. response:	They said Second Prince went to Qing Qiu specifically to propose marriage
context: Why has it been constantly appearing lately?\Could it be an ominous foreshadowing?\Ye Hua.\I've made you many clothes.\Why have I only seen you wear this black outfit?\It is so dismal and gloomy. You do not look youthful at all.\I heard the palace maids talking today.\They said Second Prince went to Qing Qiu specifically to propose marriage response:	yet he took a liking to Bai Qian's maid instead.
context: Could it be an ominous foreshadowing?\Ye Hua.\I've made you many clothes.\Why have I only seen you wear this black outfit?\It is so dismal and gloomy. You do not look youthful at all.\I heard the palace maids talking today.\They said Second Prince went to Qing Qiu specifically to propose marriage\yet he took a liking to Bai Qian's maid instead. response:	I think it would be quite nice for His Highness to marry a snake.
context: Ye Hua.\I've made you many clothes.\Why have I only seen you wear this black outfit?\It is so dismal and gloomy. You do not look youthful at all.\I heard the palace maids talking today.\They said Second Prince went to Qing Qiu specifically to propose marriage\yet he took a liking to Bai Qian's maid instead.\I think it would be quite nice for His Highness to marry a snake. response:	I heard Bai Qian of Qing Qiu has already taken the throne as queen.
context: I've made you many clothes.\Why have I only seen you wear this black outfit?\It is so dismal and gloomy. You do not look youthful at all.\I heard the palace maids talking today.\They said Second Prince went to Qing Qiu specifically to propose marriage\yet he took a liking to Bai Qian's maid instead.\I think it would be quite nice for His Highness to marry a snake.\I heard Bai Qian of Qing Qiu has already taken the throne as queen. response:	Her rank is extremely high.
context: Why have I only seen you wear this black outfit?\It is so dismal and gloomy. You do not look youthful at all.\I heard the palace maids talking today.\They said Second Prince went to Qing Qiu specifically to propose marriage\yet he took a liking to Bai Qian's maid instead.\I think it would be quite nice for His Highness to marry a snake.\I heard Bai Qian of Qing Qiu has already taken the throne as queen.\Her rank is extremely high. response:	You and I are both younger than her.
context: It is so dismal and gloomy. You do not look youthful at all.\I heard the palace maids talking today.\They said Second Prince went to Qing Qiu specifically to propose marriage\yet he took a liking to Bai Qian's maid instead.\I think it would be quite nice for His Highness to marry a snake.\I heard Bai Qian of Qing Qiu has already taken the throne as queen.\Her rank is extremely high.\You and I are both younger than her. response:	If she really does enter the Celestial Palace one day
context: I heard the palace maids talking today.\They said Second Prince went to Qing Qiu specifically to propose marriage\yet he took a liking to Bai Qian's maid instead.\I think it would be quite nice for His Highness to marry a snake.\I heard Bai Qian of Qing Qiu has already taken the throne as queen.\Her rank is extremely high.\You and I are both younger than her.\If she really does enter the Celestial Palace one day response:	I'm afraid you and I won't have an easy time.
context: They said Second Prince went to Qing Qiu specifically to propose marriage\yet he took a liking to Bai Qian's maid instead.\I think it would be quite nice for His Highness to marry a snake.\I heard Bai Qian of Qing Qiu has already taken the throne as queen.\Her rank is extremely high.\You and I are both younger than her.\If she really does enter the Celestial Palace one day\I'm afraid you and I won't have an easy time. response:	Ye Hua!
context: yet he took a liking to Bai Qian's maid instead.\I think it would be quite nice for His Highness to marry a snake.\I heard Bai Qian of Qing Qiu has already taken the throne as queen.\Her rank is extremely high.\You and I are both younger than her.\If she really does enter the Celestial Palace one day\I'm afraid you and I won't have an easy time.\Ye Hua! response:	Ye Hua!
context: I think it would be quite nice for His Highness to marry a snake.\I heard Bai Qian of Qing Qiu has already taken the throne as queen.\Her rank is extremely high.\You and I are both younger than her.\If she really does enter the Celestial Palace one day\I'm afraid you and I won't have an easy time.\Ye Hua!\Ye Hua! response:	Heavenly Lord's orders are that nobody is to come near Evil Sealing Pagoda.
context: I heard Bai Qian of Qing Qiu has already taken the throne as queen.\Her rank is extremely high.\You and I are both younger than her.\If she really does enter the Celestial Palace one day\I'm afraid you and I won't have an easy time.\Ye Hua!\Ye Hua!\Heavenly Lord's orders are that nobody is to come near Evil Sealing Pagoda. response:	Impudence.
context: Her rank is extremely high.\You and I are both younger than her.\If she really does enter the Celestial Palace one day\I'm afraid you and I won't have an easy time.\Ye Hua!\Ye Hua!\Heavenly Lord's orders are that nobody is to come near Evil Sealing Pagoda.\Impudence. response:	Do you dare block my way?
context: You and I are both younger than her.\If she really does enter the Celestial Palace one day\I'm afraid you and I won't have an easy time.\Ye Hua!\Ye Hua!\Heavenly Lord's orders are that nobody is to come near Evil Sealing Pagoda.\Impudence.\Do you dare block my way? response:	Step aside.
context: If she really does enter the Celestial Palace one day\I'm afraid you and I won't have an easy time.\Ye Hua!\Ye Hua!\Heavenly Lord's orders are that nobody is to come near Evil Sealing Pagoda.\Impudence.\Do you dare block my way?\Step aside. response:	Step aside!
context: I'm afraid you and I won't have an easy time.\Ye Hua!\Ye Hua!\Heavenly Lord's orders are that nobody is to come near Evil Sealing Pagoda.\Impudence.\Do you dare block my way?\Step aside.\Step aside! response:	Your Highness, please control yourself.
context: Ye Hua!\Ye Hua!\Heavenly Lord's orders are that nobody is to come near Evil Sealing Pagoda.\Impudence.\Do you dare block my way?\Step aside.\Step aside!\Your Highness, please control yourself. response:	You...
context: Ye Hua!\Heavenly Lord's orders are that nobody is to come near Evil Sealing Pagoda.\Impudence.\Do you dare block my way?\Step aside.\Step aside!\Your Highness, please control yourself.\You... response:	Second Brother.
context: Heavenly Lord's orders are that nobody is to come near Evil Sealing Pagoda.\Impudence.\Do you dare block my way?\Step aside.\Step aside!\Your Highness, please control yourself.\You...\Second Brother. response:	Second Brother!
