context: Signs response:	You're my dad?
context: No way! The Neo should have no Archetype!\Good, Ao! Follow him!\Why the hell am I hearing Truth's voice?!\What are you talking about? I've been with you this entire time.\We Archetypes wish to help LFO pilots that need us.\I'm awaiting your orders, Ao.\An Archetype... I see.\Truth was once a Secret, but in this world changed by the Quartz Gun, he exists as an Archetype. response:	Truth, is this the one and only truth? Or the truth you desired?
context: Good, Ao! Follow him!\Why the hell am I hearing Truth's voice?!\What are you talking about? I've been with you this entire time.\We Archetypes wish to help LFO pilots that need us.\I'm awaiting your orders, Ao.\An Archetype... I see.\Truth was once a Secret, but in this world changed by the Quartz Gun, he exists as an Archetype.\Truth, is this the one and only truth? Or the truth you desired? response:	What are you mumbling about, Ao?
context: Why the hell am I hearing Truth's voice?!\What are you talking about? I've been with you this entire time.\We Archetypes wish to help LFO pilots that need us.\I'm awaiting your orders, Ao.\An Archetype... I see.\Truth was once a Secret, but in this world changed by the Quartz Gun, he exists as an Archetype.\Truth, is this the one and only truth? Or the truth you desired?\What are you mumbling about, Ao? response:	He's coming.
context: What are you talking about? I've been with you this entire time.\We Archetypes wish to help LFO pilots that need us.\I'm awaiting your orders, Ao.\An Archetype... I see.\Truth was once a Secret, but in this world changed by the Quartz Gun, he exists as an Archetype.\Truth, is this the one and only truth? Or the truth you desired?\What are you mumbling about, Ao?\He's coming. response:	Why?! Why's there an Archetype in that machine?
context: We Archetypes wish to help LFO pilots that need us.\I'm awaiting your orders, Ao.\An Archetype... I see.\Truth was once a Secret, but in this world changed by the Quartz Gun, he exists as an Archetype.\Truth, is this the one and only truth? Or the truth you desired?\What are you mumbling about, Ao?\He's coming.\Why?! Why's there an Archetype in that machine? response:	Ao, get out of it!
context: I'm awaiting your orders, Ao.\An Archetype... I see.\Truth was once a Secret, but in this world changed by the Quartz Gun, he exists as an Archetype.\Truth, is this the one and only truth? Or the truth you desired?\What are you mumbling about, Ao?\He's coming.\Why?! Why's there an Archetype in that machine?\Ao, get out of it! response:	One Nirvash with an Archetype is enough!
context: An Archetype... I see.\Truth was once a Secret, but in this world changed by the Quartz Gun, he exists as an Archetype.\Truth, is this the one and only truth? Or the truth you desired?\What are you mumbling about, Ao?\He's coming.\Why?! Why's there an Archetype in that machine?\Ao, get out of it!\One Nirvash with an Archetype is enough! response:	The original's enough!
context: Truth was once a Secret, but in this world changed by the Quartz Gun, he exists as an Archetype.\Truth, is this the one and only truth? Or the truth you desired?\What are you mumbling about, Ao?\He's coming.\Why?! Why's there an Archetype in that machine?\Ao, get out of it!\One Nirvash with an Archetype is enough!\The original's enough! response:	What the hell? Says who?!
context: Truth, is this the one and only truth? Or the truth you desired?\What are you mumbling about, Ao?\He's coming.\Why?! Why's there an Archetype in that machine?\Ao, get out of it!\One Nirvash with an Archetype is enough!\The original's enough!\What the hell? Says who?! response:	Shit!
context: What are you mumbling about, Ao?\He's coming.\Why?! Why's there an Archetype in that machine?\Ao, get out of it!\One Nirvash with an Archetype is enough!\The original's enough!\What the hell? Says who?!\Shit! response:	The Quartz Gun!
context: He's coming.\Why?! Why's there an Archetype in that machine?\Ao, get out of it!\One Nirvash with an Archetype is enough!\The original's enough!\What the hell? Says who?!\Shit!\The Quartz Gun! response:	This is bad!
context: Why?! Why's there an Archetype in that machine?\Ao, get out of it!\One Nirvash with an Archetype is enough!\The original's enough!\What the hell? Says who?!\Shit!\The Quartz Gun!\This is bad! response:	Don't interfere, Ao!
context: Ao, get out of it!\One Nirvash with an Archetype is enough!\The original's enough!\What the hell? Says who?!\Shit!\The Quartz Gun!\This is bad!\Don't interfere, Ao! response:	Gramps told me...
context: One Nirvash with an Archetype is enough!\The original's enough!\What the hell? Says who?!\Shit!\The Quartz Gun!\This is bad!\Don't interfere, Ao!\Gramps told me... response:	What?!
context: The original's enough!\What the hell? Says who?!\Shit!\The Quartz Gun!\This is bad!\Don't interfere, Ao!\Gramps told me...\What?! response:	about my sister!
context: What the hell? Says who?!\Shit!\The Quartz Gun!\This is bad!\Don't interfere, Ao!\Gramps told me...\What?!\about my sister! response:	You asked before if you had a sister.
context: Shit!\The Quartz Gun!\This is bad!\Don't interfere, Ao!\Gramps told me...\What?!\about my sister!\You asked before if you had a sister. response:	Why are you bringing that up now?
context: The Quartz Gun!\This is bad!\Don't interfere, Ao!\Gramps told me...\What?!\about my sister!\You asked before if you had a sister.\Why are you bringing that up now? response:	Eureka told me about her.
context: This is bad!\Don't interfere, Ao!\Gramps told me...\What?!\about my sister!\You asked before if you had a sister.\Why are you bringing that up now?\Eureka told me about her. response:	She turned into stone right after she was born and passed away.
context: Don't interfere, Ao!\Gramps told me...\What?!\about my sister!\You asked before if you had a sister.\Why are you bringing that up now?\Eureka told me about her.\She turned into stone right after she was born and passed away. response:	In a high trapar density environment, the different types of cells in a child of a human and a Coralian reject each other.
context: Gramps told me...\What?!\about my sister!\You asked before if you had a sister.\Why are you bringing that up now?\Eureka told me about her.\She turned into stone right after she was born and passed away.\In a high trapar density environment, the different types of cells in a child of a human and a Coralian reject each other. response:	Just like how corals die, the child turns into rock.
context: What?!\about my sister!\You asked before if you had a sister.\Why are you bringing that up now?\Eureka told me about her.\She turned into stone right after she was born and passed away.\In a high trapar density environment, the different types of cells in a child of a human and a Coralian reject each other.\Just like how corals die, the child turns into rock. response:	That's why you chose this world... this Earth that Mom discovered by accident.
context: about my sister!\You asked before if you had a sister.\Why are you bringing that up now?\Eureka told me about her.\She turned into stone right after she was born and passed away.\In a high trapar density environment, the different types of cells in a child of a human and a Coralian reject each other.\Just like how corals die, the child turns into rock.\That's why you chose this world... this Earth that Mom discovered by accident. response:	You wanted to raise your second child in a traparless world.
context: You asked before if you had a sister.\Why are you bringing that up now?\Eureka told me about her.\She turned into stone right after she was born and passed away.\In a high trapar density environment, the different types of cells in a child of a human and a Coralian reject each other.\Just like how corals die, the child turns into rock.\That's why you chose this world... this Earth that Mom discovered by accident.\You wanted to raise your second child in a traparless world. response:	But there's Scub Coral here too, so you tried to erase it.
context: Why are you bringing that up now?\Eureka told me about her.\She turned into stone right after she was born and passed away.\In a high trapar density environment, the different types of cells in a child of a human and a Coralian reject each other.\Just like how corals die, the child turns into rock.\That's why you chose this world... this Earth that Mom discovered by accident.\You wanted to raise your second child in a traparless world.\But there's Scub Coral here too, so you tried to erase it. response:	Thank you, Dad...
context: Eureka told me about her.\She turned into stone right after she was born and passed away.\In a high trapar density environment, the different types of cells in a child of a human and a Coralian reject each other.\Just like how corals die, the child turns into rock.\That's why you chose this world... this Earth that Mom discovered by accident.\You wanted to raise your second child in a traparless world.\But there's Scub Coral here too, so you tried to erase it.\Thank you, Dad... response:	You went so far to keep me alive...
context: She turned into stone right after she was born and passed away.\In a high trapar density environment, the different types of cells in a child of a human and a Coralian reject each other.\Just like how corals die, the child turns into rock.\That's why you chose this world... this Earth that Mom discovered by accident.\You wanted to raise your second child in a traparless world.\But there's Scub Coral here too, so you tried to erase it.\Thank you, Dad...\You went so far to keep me alive... response:	Thank you...
context: In a high trapar density environment, the different types of cells in a child of a human and a Coralian reject each other.\Just like how corals die, the child turns into rock.\That's why you chose this world... this Earth that Mom discovered by accident.\You wanted to raise your second child in a traparless world.\But there's Scub Coral here too, so you tried to erase it.\Thank you, Dad...\You went so far to keep me alive...\Thank you... response:	Fleur!
context: Just like how corals die, the child turns into rock.\That's why you chose this world... this Earth that Mom discovered by accident.\You wanted to raise your second child in a traparless world.\But there's Scub Coral here too, so you tried to erase it.\Thank you, Dad...\You went so far to keep me alive...\Thank you...\Fleur! response:	But you can't do this!
context: That's why you chose this world... this Earth that Mom discovered by accident.\You wanted to raise your second child in a traparless world.\But there's Scub Coral here too, so you tried to erase it.\Thank you, Dad...\You went so far to keep me alive...\Thank you...\Fleur!\But you can't do this! response:	I have a dear friend... A dear friend who's also a Coral Carrier!
context: You wanted to raise your second child in a traparless world.\But there's Scub Coral here too, so you tried to erase it.\Thank you, Dad...\You went so far to keep me alive...\Thank you...\Fleur!\But you can't do this!\I have a dear friend... A dear friend who's also a Coral Carrier! response:	She lives in symbiosis with the Scub!
context: But there's Scub Coral here too, so you tried to erase it.\Thank you, Dad...\You went so far to keep me alive...\Thank you...\Fleur!\But you can't do this!\I have a dear friend... A dear friend who's also a Coral Carrier!\She lives in symbiosis with the Scub! response:	If the Scub gets erased from this world, what is going to happen to all of them?
context: Thank you, Dad...\You went so far to keep me alive...\Thank you...\Fleur!\But you can't do this!\I have a dear friend... A dear friend who's also a Coral Carrier!\She lives in symbiosis with the Scub!\If the Scub gets erased from this world, what is going to happen to all of them? response:	Tell me!
context: You went so far to keep me alive...\Thank you...\Fleur!\But you can't do this!\I have a dear friend... A dear friend who's also a Coral Carrier!\She lives in symbiosis with the Scub!\If the Scub gets erased from this world, what is going to happen to all of them?\Tell me! response:	If they've merged with the Scub, they might disappear along with it.
context: Thank you...\Fleur!\But you can't do this!\I have a dear friend... A dear friend who's also a Coral Carrier!\She lives in symbiosis with the Scub!\If the Scub gets erased from this world, what is going to happen to all of them?\Tell me!\If they've merged with the Scub, they might disappear along with it. response:	But Ao!
context: Fleur!\But you can't do this!\I have a dear friend... A dear friend who's also a Coral Carrier!\She lives in symbiosis with the Scub!\If the Scub gets erased from this world, what is going to happen to all of them?\Tell me!\If they've merged with the Scub, they might disappear along with it.\But Ao! response:	Erasing something that's wrong doesn't make it right!
context: But you can't do this!\I have a dear friend... A dear friend who's also a Coral Carrier!\She lives in symbiosis with the Scub!\If the Scub gets erased from this world, what is going to happen to all of them?\Tell me!\If they've merged with the Scub, they might disappear along with it.\But Ao!\Erasing something that's wrong doesn't make it right! response:	A man called Blanc told me to look for what's right.
context: I have a dear friend... A dear friend who's also a Coral Carrier!\She lives in symbiosis with the Scub!\If the Scub gets erased from this world, what is going to happen to all of them?\Tell me!\If they've merged with the Scub, they might disappear along with it.\But Ao!\Erasing something that's wrong doesn't make it right!\A man called Blanc told me to look for what's right. response:	I thought he meant the right enemies that aren't Secrets.
context: She lives in symbiosis with the Scub!\If the Scub gets erased from this world, what is going to happen to all of them?\Tell me!\If they've merged with the Scub, they might disappear along with it.\But Ao!\Erasing something that's wrong doesn't make it right!\A man called Blanc told me to look for what's right.\I thought he meant the right enemies that aren't Secrets. response:	I was wrong.
context: If the Scub gets erased from this world, what is going to happen to all of them?\Tell me!\If they've merged with the Scub, they might disappear along with it.\But Ao!\Erasing something that's wrong doesn't make it right!\A man called Blanc told me to look for what's right.\I thought he meant the right enemies that aren't Secrets.\I was wrong. response:	Looking for an enemy means we still have to fight in the end!
context: Tell me!\If they've merged with the Scub, they might disappear along with it.\But Ao!\Erasing something that's wrong doesn't make it right!\A man called Blanc told me to look for what's right.\I thought he meant the right enemies that aren't Secrets.\I was wrong.\Looking for an enemy means we still have to fight in the end! response:	Ao, listen to me!
context: If they've merged with the Scub, they might disappear along with it.\But Ao!\Erasing something that's wrong doesn't make it right!\A man called Blanc told me to look for what's right.\I thought he meant the right enemies that aren't Secrets.\I was wrong.\Looking for an enemy means we still have to fight in the end!\Ao, listen to me! response:	You can't live on this planet with the way your body
context: But Ao!\Erasing something that's wrong doesn't make it right!\A man called Blanc told me to look for what's right.\I thought he meant the right enemies that aren't Secrets.\I was wrong.\Looking for an enemy means we still have to fight in the end!\Ao, listen to me!\You can't live on this planet with the way your body response:	I grew up on this planet!
context: Erasing something that's wrong doesn't make it right!\A man called Blanc told me to look for what's right.\I thought he meant the right enemies that aren't Secrets.\I was wrong.\Looking for an enemy means we still have to fight in the end!\Ao, listen to me!\You can't live on this planet with the way your body\I grew up on this planet! response:	Even though a child's life is young, it's still life!
context: A man called Blanc told me to look for what's right.\I thought he meant the right enemies that aren't Secrets.\I was wrong.\Looking for an enemy means we still have to fight in the end!\Ao, listen to me!\You can't live on this planet with the way your body\I grew up on this planet!\Even though a child's life is young, it's still life! response:	I don't want to negate that.
context: I thought he meant the right enemies that aren't Secrets.\I was wrong.\Looking for an enemy means we still have to fight in the end!\Ao, listen to me!\You can't live on this planet with the way your body\I grew up on this planet!\Even though a child's life is young, it's still life!\I don't want to negate that. response:	I don't want to fake it just because it's more convenient to do so!
context: I was wrong.\Looking for an enemy means we still have to fight in the end!\Ao, listen to me!\You can't live on this planet with the way your body\I grew up on this planet!\Even though a child's life is young, it's still life!\I don't want to negate that.\I don't want to fake it just because it's more convenient to do so! response:	Ao!
context: Looking for an enemy means we still have to fight in the end!\Ao, listen to me!\You can't live on this planet with the way your body\I grew up on this planet!\Even though a child's life is young, it's still life!\I don't want to negate that.\I don't want to fake it just because it's more convenient to do so!\Ao! response:	The Okinawan pole light...
context: Ao, listen to me!\You can't live on this planet with the way your body\I grew up on this planet!\Even though a child's life is young, it's still life!\I don't want to negate that.\I don't want to fake it just because it's more convenient to do so!\Ao!\The Okinawan pole light... response:	Dad arrived from there.
context: You can't live on this planet with the way your body\I grew up on this planet!\Even though a child's life is young, it's still life!\I don't want to negate that.\I don't want to fake it just because it's more convenient to do so!\Ao!\The Okinawan pole light...\Dad arrived from there. response:	Ao, what do you think you're doing?!
context: I grew up on this planet!\Even though a child's life is young, it's still life!\I don't want to negate that.\I don't want to fake it just because it's more convenient to do so!\Ao!\The Okinawan pole light...\Dad arrived from there.\Ao, what do you think you're doing?! response:	Ao!
context: Even though a child's life is young, it's still life!\I don't want to negate that.\I don't want to fake it just because it's more convenient to do so!\Ao!\The Okinawan pole light...\Dad arrived from there.\Ao, what do you think you're doing?!\Ao! response:	Don't tell me he wants to enter the pole light!
context: I don't want to negate that.\I don't want to fake it just because it's more convenient to do so!\Ao!\The Okinawan pole light...\Dad arrived from there.\Ao, what do you think you're doing?!\Ao!\Don't tell me he wants to enter the pole light! response:	You want to go save your mom, right?
context: I don't want to fake it just because it's more convenient to do so!\Ao!\The Okinawan pole light...\Dad arrived from there.\Ao, what do you think you're doing?!\Ao!\Don't tell me he wants to enter the pole light!\You want to go save your mom, right? response:	But why?! You said we're family!
context: Ao!\The Okinawan pole light...\Dad arrived from there.\Ao, what do you think you're doing?!\Ao!\Don't tell me he wants to enter the pole light!\You want to go save your mom, right?\But why?! You said we're family! response:	You still want your real family then?!
context: The Okinawan pole light...\Dad arrived from there.\Ao, what do you think you're doing?!\Ao!\Don't tell me he wants to enter the pole light!\You want to go save your mom, right?\But why?! You said we're family!\You still want your real family then?! response:	Ao, so you were lying to us?!
context: Dad arrived from there.\Ao, what do you think you're doing?!\Ao!\Don't tell me he wants to enter the pole light!\You want to go save your mom, right?\But why?! You said we're family!\You still want your real family then?!\Ao, so you were lying to us?! response:	No, Fleur.
context: Ao, what do you think you're doing?!\Ao!\Don't tell me he wants to enter the pole light!\You want to go save your mom, right?\But why?! You said we're family!\You still want your real family then?!\Ao, so you were lying to us?!\No, Fleur. response:	I'll bring an end to all of this.
context: Ao!\Don't tell me he wants to enter the pole light!\You want to go save your mom, right?\But why?! You said we're family!\You still want your real family then?!\Ao, so you were lying to us?!\No, Fleur.\I'll bring an end to all of this. response:	I'll save Mom, then...
context: Don't tell me he wants to enter the pole light!\You want to go save your mom, right?\But why?! You said we're family!\You still want your real family then?!\Ao, so you were lying to us?!\No, Fleur.\I'll bring an end to all of this.\I'll save Mom, then... response:	Then?
context: You want to go save your mom, right?\But why?! You said we're family!\You still want your real family then?!\Ao, so you were lying to us?!\No, Fleur.\I'll bring an end to all of this.\I'll save Mom, then...\Then? response:	Then...
context: But why?! You said we're family!\You still want your real family then?!\Ao, so you were lying to us?!\No, Fleur.\I'll bring an end to all of this.\I'll save Mom, then...\Then?\Then... response:	You're stupid!
context: You still want your real family then?!\Ao, so you were lying to us?!\No, Fleur.\I'll bring an end to all of this.\I'll save Mom, then...\Then?\Then...\You're stupid! response:	You don't have to shoulder this alone!
context: Ao, so you were lying to us?!\No, Fleur.\I'll bring an end to all of this.\I'll save Mom, then...\Then?\Then...\You're stupid!\You don't have to shoulder this alone! response:	You're so stupid!
context: No, Fleur.\I'll bring an end to all of this.\I'll save Mom, then...\Then?\Then...\You're stupid!\You don't have to shoulder this alone!\You're so stupid! response:	Ao, you're so stupid!
context: I'll bring an end to all of this.\I'll save Mom, then...\Then?\Then...\You're stupid!\You don't have to shoulder this alone!\You're so stupid!\Ao, you're so stupid! response:	The emotions of intelligent creatures make the Quartz resonate.
context: I'll save Mom, then...\Then?\Then...\You're stupid!\You don't have to shoulder this alone!\You're so stupid!\Ao, you're so stupid!\The emotions of intelligent creatures make the Quartz resonate. response:	I see.
context: Then?\Then...\You're stupid!\You don't have to shoulder this alone!\You're so stupid!\Ao, you're so stupid!\The emotions of intelligent creatures make the Quartz resonate.\I see. response:	Quartz!
context: Then...\You're stupid!\You don't have to shoulder this alone!\You're so stupid!\Ao, you're so stupid!\The emotions of intelligent creatures make the Quartz resonate.\I see.\Quartz! response:	Take me to the burst ten years ago! Take me to where my Mom is!
context: You're stupid!\You don't have to shoulder this alone!\You're so stupid!\Ao, you're so stupid!\The emotions of intelligent creatures make the Quartz resonate.\I see.\Quartz!\Take me to the burst ten years ago! Take me to where my Mom is! response:	It won't do. I have to take them away.
context: You don't have to shoulder this alone!\You're so stupid!\Ao, you're so stupid!\The emotions of intelligent creatures make the Quartz resonate.\I see.\Quartz!\Take me to the burst ten years ago! Take me to where my Mom is!\It won't do. I have to take them away. response:	Ao, I'm so sorry!
context: You're so stupid!\Ao, you're so stupid!\The emotions of intelligent creatures make the Quartz resonate.\I see.\Quartz!\Take me to the burst ten years ago! Take me to where my Mom is!\It won't do. I have to take them away.\Ao, I'm so sorry! response:	Ao...
context: Ao, you're so stupid!\The emotions of intelligent creatures make the Quartz resonate.\I see.\Quartz!\Take me to the burst ten years ago! Take me to where my Mom is!\It won't do. I have to take them away.\Ao, I'm so sorry!\Ao... response:	Ao! Is that you?
context: The emotions of intelligent creatures make the Quartz resonate.\I see.\Quartz!\Take me to the burst ten years ago! Take me to where my Mom is!\It won't do. I have to take them away.\Ao, I'm so sorry!\Ao...\Ao! Is that you? response:	How do you know it's me?
context: I see.\Quartz!\Take me to the burst ten years ago! Take me to where my Mom is!\It won't do. I have to take them away.\Ao, I'm so sorry!\Ao...\Ao! Is that you?\How do you know it's me? response:	At this point in time, I should be only two years old...
context: Quartz!\Take me to the burst ten years ago! Take me to where my Mom is!\It won't do. I have to take them away.\Ao, I'm so sorry!\Ao...\Ao! Is that you?\How do you know it's me?\At this point in time, I should be only two years old... response:	Stupid, you told me!
context: Take me to the burst ten years ago! Take me to where my Mom is!\It won't do. I have to take them away.\Ao, I'm so sorry!\Ao...\Ao! Is that you?\How do you know it's me?\At this point in time, I should be only two years old...\Stupid, you told me! response:	When I accidentally arrived here in the Gekko,
context: It won't do. I have to take them away.\Ao, I'm so sorry!\Ao...\Ao! Is that you?\How do you know it's me?\At this point in time, I should be only two years old...\Stupid, you told me!\When I accidentally arrived here in the Gekko, response:	you showed up in your Nirvash and helped me return.
context: Ao, I'm so sorry!\Ao...\Ao! Is that you?\How do you know it's me?\At this point in time, I should be only two years old...\Stupid, you told me!\When I accidentally arrived here in the Gekko,\you showed up in your Nirvash and helped me return. response:	I was piloting that Nirvash?!
context: Ao...\Ao! Is that you?\How do you know it's me?\At this point in time, I should be only two years old...\Stupid, you told me!\When I accidentally arrived here in the Gekko,\you showed up in your Nirvash and helped me return.\I was piloting that Nirvash?! response:	You came for me, Renton!
context: Ao! Is that you?\How do you know it's me?\At this point in time, I should be only two years old...\Stupid, you told me!\When I accidentally arrived here in the Gekko,\you showed up in your Nirvash and helped me return.\I was piloting that Nirvash?!\You came for me, Renton! response:	Mom...
context: How do you know it's me?\At this point in time, I should be only two years old...\Stupid, you told me!\When I accidentally arrived here in the Gekko,\you showed up in your Nirvash and helped me return.\I was piloting that Nirvash?!\You came for me, Renton!\Mom... response:	Ao?
context: At this point in time, I should be only two years old...\Stupid, you told me!\When I accidentally arrived here in the Gekko,\you showed up in your Nirvash and helped me return.\I was piloting that Nirvash?!\You came for me, Renton!\Mom...\Ao? response:	What's going on? You were over there just then!
context: Stupid, you told me!\When I accidentally arrived here in the Gekko,\you showed up in your Nirvash and helped me return.\I was piloting that Nirvash?!\You came for me, Renton!\Mom...\Ao?\What's going on? You were over there just then! response:	And why Mom?
context: When I accidentally arrived here in the Gekko,\you showed up in your Nirvash and helped me return.\I was piloting that Nirvash?!\You came for me, Renton!\Mom...\Ao?\What's going on? You were over there just then!\And why Mom? response:	Because you're my mother.
context: you showed up in your Nirvash and helped me return.\I was piloting that Nirvash?!\You came for me, Renton!\Mom...\Ao?\What's going on? You were over there just then!\And why Mom?\Because you're my mother. response:	I'm your son.
context: I was piloting that Nirvash?!\You came for me, Renton!\Mom...\Ao?\What's going on? You were over there just then!\And why Mom?\Because you're my mother.\I'm your son. response:	Thank you. And goodbye.
context: You came for me, Renton!\Mom...\Ao?\What's going on? You were over there just then!\And why Mom?\Because you're my mother.\I'm your son.\Thank you. And goodbye. response:	I'm back...
context: Mom...\Ao?\What's going on? You were over there just then!\And why Mom?\Because you're my mother.\I'm your son.\Thank you. And goodbye.\I'm back... response:	Thank you, Ao!
context: Ao?\What's going on? You were over there just then!\And why Mom?\Because you're my mother.\I'm your son.\Thank you. And goodbye.\I'm back...\Thank you, Ao! response:	I then understood that I'll be giving birth to you someday.
context: What's going on? You were over there just then!\And why Mom?\Because you're my mother.\I'm your son.\Thank you. And goodbye.\I'm back...\Thank you, Ao!\I then understood that I'll be giving birth to you someday. response:	A boy named Ao.
context: And why Mom?\Because you're my mother.\I'm your son.\Thank you. And goodbye.\I'm back...\Thank you, Ao!\I then understood that I'll be giving birth to you someday.\A boy named Ao. response:	That's why Dad knew my name?
context: Because you're my mother.\I'm your son.\Thank you. And goodbye.\I'm back...\Thank you, Ao!\I then understood that I'll be giving birth to you someday.\A boy named Ao.\That's why Dad knew my name? response:	Why didn't you tell me?
context: I'm your son.\Thank you. And goodbye.\I'm back...\Thank you, Ao!\I then understood that I'll be giving birth to you someday.\A boy named Ao.\That's why Dad knew my name?\Why didn't you tell me? response:	Even if I did, you wouldn't have believed me.
context: Thank you. And goodbye.\I'm back...\Thank you, Ao!\I then understood that I'll be giving birth to you someday.\A boy named Ao.\That's why Dad knew my name?\Why didn't you tell me?\Even if I did, you wouldn't have believed me. response:	And you were pregnant with my sister.
context: I'm back...\Thank you, Ao!\I then understood that I'll be giving birth to you someday.\A boy named Ao.\That's why Dad knew my name?\Why didn't you tell me?\Even if I did, you wouldn't have believed me.\And you were pregnant with my sister. response:	You know that as well?
context: Thank you, Ao!\I then understood that I'll be giving birth to you someday.\A boy named Ao.\That's why Dad knew my name?\Why didn't you tell me?\Even if I did, you wouldn't have believed me.\And you were pregnant with my sister.\You know that as well? response:	Renton!
context: I then understood that I'll be giving birth to you someday.\A boy named Ao.\That's why Dad knew my name?\Why didn't you tell me?\Even if I did, you wouldn't have believed me.\And you were pregnant with my sister.\You know that as well?\Renton! response:	Go with Dad, Mom.
context: A boy named Ao.\That's why Dad knew my name?\Why didn't you tell me?\Even if I did, you wouldn't have believed me.\And you were pregnant with my sister.\You know that as well?\Renton!\Go with Dad, Mom. response:	I can't just leave the Quartz here!
context: That's why Dad knew my name?\Why didn't you tell me?\Even if I did, you wouldn't have believed me.\And you were pregnant with my sister.\You know that as well?\Renton!\Go with Dad, Mom.\I can't just leave the Quartz here! response:	It must've been hard for you.
context: Why didn't you tell me?\Even if I did, you wouldn't have believed me.\And you were pregnant with my sister.\You know that as well?\Renton!\Go with Dad, Mom.\I can't just leave the Quartz here!\It must've been hard for you. response:	You had to fight and kill the Scub, your own kin.
context: Even if I did, you wouldn't have believed me.\And you were pregnant with my sister.\You know that as well?\Renton!\Go with Dad, Mom.\I can't just leave the Quartz here!\It must've been hard for you.\You had to fight and kill the Scub, your own kin. response:	All for me!
context: And you were pregnant with my sister.\You know that as well?\Renton!\Go with Dad, Mom.\I can't just leave the Quartz here!\It must've been hard for you.\You had to fight and kill the Scub, your own kin.\All for me! response:	No!
context: You know that as well?\Renton!\Go with Dad, Mom.\I can't just leave the Quartz here!\It must've been hard for you.\You had to fight and kill the Scub, your own kin.\All for me!\No! response:	Someone once told me that I was selfish to have fallen in love with Renton and have a child.
context: Renton!\Go with Dad, Mom.\I can't just leave the Quartz here!\It must've been hard for you.\You had to fight and kill the Scub, your own kin.\All for me!\No!\Someone once told me that I was selfish to have fallen in love with Renton and have a child. response:	That's why we must take responsibility...
context: Go with Dad, Mom.\I can't just leave the Quartz here!\It must've been hard for you.\You had to fight and kill the Scub, your own kin.\All for me!\No!\Someone once told me that I was selfish to have fallen in love with Renton and have a child.\That's why we must take responsibility... response:	Something or someone must be sacrificed for that.
context: I can't just leave the Quartz here!\It must've been hard for you.\You had to fight and kill the Scub, your own kin.\All for me!\No!\Someone once told me that I was selfish to have fallen in love with Renton and have a child.\That's why we must take responsibility...\Something or someone must be sacrificed for that. response:	Break free from that curse already!
context: It must've been hard for you.\You had to fight and kill the Scub, your own kin.\All for me!\No!\Someone once told me that I was selfish to have fallen in love with Renton and have a child.\That's why we must take responsibility...\Something or someone must be sacrificed for that.\Break free from that curse already! response:	I guess that's the reason why I was born.
context: You had to fight and kill the Scub, your own kin.\All for me!\No!\Someone once told me that I was selfish to have fallen in love with Renton and have a child.\That's why we must take responsibility...\Something or someone must be sacrificed for that.\Break free from that curse already!\I guess that's the reason why I was born. response:	Ao...
context: All for me!\No!\Someone once told me that I was selfish to have fallen in love with Renton and have a child.\That's why we must take responsibility...\Something or someone must be sacrificed for that.\Break free from that curse already!\I guess that's the reason why I was born.\Ao... response:	If it's for you, I don't care how much hardship I must endure.
context: No!\Someone once told me that I was selfish to have fallen in love with Renton and have a child.\That's why we must take responsibility...\Something or someone must be sacrificed for that.\Break free from that curse already!\I guess that's the reason why I was born.\Ao...\If it's for you, I don't care how much hardship I must endure. response:	Renton, don't cry in front of Ao!
context: Someone once told me that I was selfish to have fallen in love with Renton and have a child.\That's why we must take responsibility...\Something or someone must be sacrificed for that.\Break free from that curse already!\I guess that's the reason why I was born.\Ao...\If it's for you, I don't care how much hardship I must endure.\Renton, don't cry in front of Ao! response:	Thank you, Dad, Mom...
context: That's why we must take responsibility...\Something or someone must be sacrificed for that.\Break free from that curse already!\I guess that's the reason why I was born.\Ao...\If it's for you, I don't care how much hardship I must endure.\Renton, don't cry in front of Ao!\Thank you, Dad, Mom... response:	That's why at the very least I want to send you back...
context: Something or someone must be sacrificed for that.\Break free from that curse already!\I guess that's the reason why I was born.\Ao...\If it's for you, I don't care how much hardship I must endure.\Renton, don't cry in front of Ao!\Thank you, Dad, Mom...\That's why at the very least I want to send you back... response:	to your homeland.
context: Break free from that curse already!\I guess that's the reason why I was born.\Ao...\If it's for you, I don't care how much hardship I must endure.\Renton, don't cry in front of Ao!\Thank you, Dad, Mom...\That's why at the very least I want to send you back...\to your homeland. response:	No one knows how long my body will last.
context: I guess that's the reason why I was born.\Ao...\If it's for you, I don't care how much hardship I must endure.\Renton, don't cry in front of Ao!\Thank you, Dad, Mom...\That's why at the very least I want to send you back...\to your homeland.\No one knows how long my body will last. response:	But I'll believe in the future my parents chose...
context: Ao...\If it's for you, I don't care how much hardship I must endure.\Renton, don't cry in front of Ao!\Thank you, Dad, Mom...\That's why at the very least I want to send you back...\to your homeland.\No one knows how long my body will last.\But I'll believe in the future my parents chose... response:	The future that we, the people of this time and this planet, chose and worked for!
context: If it's for you, I don't care how much hardship I must endure.\Renton, don't cry in front of Ao!\Thank you, Dad, Mom...\That's why at the very least I want to send you back...\to your homeland.\No one knows how long my body will last.\But I'll believe in the future my parents chose...\The future that we, the people of this time and this planet, chose and worked for! response:	You're kidding me, right?
