context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: She'll make an excellent mother someday.\She throws out whatever she wants to.\And sh-she calls models toys and b-breaks them.\Ahh, I want to burn it all.\What're you doing?\Nothing in particular.\What about you?\Well, you were just staring at the old books. response:	Yeah, I was thinking So these are my enemies...
context: She throws out whatever she wants to.\And sh-she calls models toys and b-breaks them.\Ahh, I want to burn it all.\What're you doing?\Nothing in particular.\What about you?\Well, you were just staring at the old books.\Yeah, I was thinking So these are my enemies... response:	And maybe I should burn them.
context: And sh-she calls models toys and b-breaks them.\Ahh, I want to burn it all.\What're you doing?\Nothing in particular.\What about you?\Well, you were just staring at the old books.\Yeah, I was thinking So these are my enemies...\And maybe I should burn them. response:	They're burning.
context: Ahh, I want to burn it all.\What're you doing?\Nothing in particular.\What about you?\Well, you were just staring at the old books.\Yeah, I was thinking So these are my enemies...\And maybe I should burn them.\They're burning. response:	Watch out!
context: What're you doing?\Nothing in particular.\What about you?\Well, you were just staring at the old books.\Yeah, I was thinking So these are my enemies...\And maybe I should burn them.\They're burning.\Watch out! response:	Put it out!
context: Nothing in particular.\What about you?\Well, you were just staring at the old books.\Yeah, I was thinking So these are my enemies...\And maybe I should burn them.\They're burning.\Watch out!\Put it out! response:	Holy crap!
context: What about you?\Well, you were just staring at the old books.\Yeah, I was thinking So these are my enemies...\And maybe I should burn them.\They're burning.\Watch out!\Put it out!\Holy crap! response:	They're burning! Burning up! They're antiques!
context: Well, you were just staring at the old books.\Yeah, I was thinking So these are my enemies...\And maybe I should burn them.\They're burning.\Watch out!\Put it out!\Holy crap!\They're burning! Burning up! They're antiques! response:	Water! Water! Water!
context: Yeah, I was thinking So these are my enemies...\And maybe I should burn them.\They're burning.\Watch out!\Put it out!\Holy crap!\They're burning! Burning up! They're antiques!\Water! Water! Water! response:	Water! Fire extinguisher!
context: And maybe I should burn them.\They're burning.\Watch out!\Put it out!\Holy crap!\They're burning! Burning up! They're antiques!\Water! Water! Water!\Water! Fire extinguisher! response:	I found water!
context: They're burning.\Watch out!\Put it out!\Holy crap!\They're burning! Burning up! They're antiques!\Water! Water! Water!\Water! Fire extinguisher!\I found water! response:	This water kind of stinks.
context: Watch out!\Put it out!\Holy crap!\They're burning! Burning up! They're antiques!\Water! Water! Water!\Water! Fire extinguisher!\I found water!\This water kind of stinks. response:	I'm sorry!
context: Put it out!\Holy crap!\They're burning! Burning up! They're antiques!\Water! Water! Water!\Water! Fire extinguisher!\I found water!\This water kind of stinks.\I'm sorry! response:	But why are you standing there?
context: Holy crap!\They're burning! Burning up! They're antiques!\Water! Water! Water!\Water! Fire extinguisher!\I found water!\This water kind of stinks.\I'm sorry!\But why are you standing there? response:	Burning! Burning! Burning!
context: They're burning! Burning up! They're antiques!\Water! Water! Water!\Water! Fire extinguisher!\I found water!\This water kind of stinks.\I'm sorry!\But why are you standing there?\Burning! Burning! Burning! response:	What the hell's this?
context: Water! Water! Water!\Water! Fire extinguisher!\I found water!\This water kind of stinks.\I'm sorry!\But why are you standing there?\Burning! Burning! Burning!\What the hell's this? response:	I'll go get Kitagawa!
context: Water! Fire extinguisher!\I found water!\This water kind of stinks.\I'm sorry!\But why are you standing there?\Burning! Burning! Burning!\What the hell's this?\I'll go get Kitagawa! response:	And then tell the student council!
context: I found water!\This water kind of stinks.\I'm sorry!\But why are you standing there?\Burning! Burning! Burning!\What the hell's this?\I'll go get Kitagawa!\And then tell the student council! response:	Fire extinguisher, where's a fire extinguisher?
context: This water kind of stinks.\I'm sorry!\But why are you standing there?\Burning! Burning! Burning!\What the hell's this?\I'll go get Kitagawa!\And then tell the student council!\Fire extinguisher, where's a fire extinguisher? response:	The fire! Action figures on fire! Smoke! Nasty smoke!
context: I'm sorry!\But why are you standing there?\Burning! Burning! Burning!\What the hell's this?\I'll go get Kitagawa!\And then tell the student council!\Fire extinguisher, where's a fire extinguisher?\The fire! Action figures on fire! Smoke! Nasty smoke! response:	Trip the fire alarm!
context: But why are you standing there?\Burning! Burning! Burning!\What the hell's this?\I'll go get Kitagawa!\And then tell the student council!\Fire extinguisher, where's a fire extinguisher?\The fire! Action figures on fire! Smoke! Nasty smoke!\Trip the fire alarm! response:	Hurry and broadcast an emergency evacuation!
context: Burning! Burning! Burning!\What the hell's this?\I'll go get Kitagawa!\And then tell the student council!\Fire extinguisher, where's a fire extinguisher?\The fire! Action figures on fire! Smoke! Nasty smoke!\Trip the fire alarm!\Hurry and broadcast an emergency evacuation! response:	Yes, ma'am!
context: What the hell's this?\I'll go get Kitagawa!\And then tell the student council!\Fire extinguisher, where's a fire extinguisher?\The fire! Action figures on fire! Smoke! Nasty smoke!\Trip the fire alarm!\Hurry and broadcast an emergency evacuation!\Yes, ma'am! response:	Emphasize that it's not a drill or a mistake!
context: I'll go get Kitagawa!\And then tell the student council!\Fire extinguisher, where's a fire extinguisher?\The fire! Action figures on fire! Smoke! Nasty smoke!\Trip the fire alarm!\Hurry and broadcast an emergency evacuation!\Yes, ma'am!\Emphasize that it's not a drill or a mistake! response:	The evacuation route is the east stairwell!
context: And then tell the student council!\Fire extinguisher, where's a fire extinguisher?\The fire! Action figures on fire! Smoke! Nasty smoke!\Trip the fire alarm!\Hurry and broadcast an emergency evacuation!\Yes, ma'am!\Emphasize that it's not a drill or a mistake!\The evacuation route is the east stairwell! response:	Yes, ma'am! The evacuation route is the east stairwell!
context: Fire extinguisher, where's a fire extinguisher?\The fire! Action figures on fire! Smoke! Nasty smoke!\Trip the fire alarm!\Hurry and broadcast an emergency evacuation!\Yes, ma'am!\Emphasize that it's not a drill or a mistake!\The evacuation route is the east stairwell!\Yes, ma'am! The evacuation route is the east stairwell! response:	Kimura, get on the phone! Not a cell, use the one in the council office.
context: The fire! Action figures on fire! Smoke! Nasty smoke!\Trip the fire alarm!\Hurry and broadcast an emergency evacuation!\Yes, ma'am!\Emphasize that it's not a drill or a mistake!\The evacuation route is the east stairwell!\Yes, ma'am! The evacuation route is the east stairwell!\Kimura, get on the phone! Not a cell, use the one in the council office. response:	Call the fire department and the university office.
context: Trip the fire alarm!\Hurry and broadcast an emergency evacuation!\Yes, ma'am!\Emphasize that it's not a drill or a mistake!\The evacuation route is the east stairwell!\Yes, ma'am! The evacuation route is the east stairwell!\Kimura, get on the phone! Not a cell, use the one in the council office.\Call the fire department and the university office. response:	W-Which one first?
context: Hurry and broadcast an emergency evacuation!\Yes, ma'am!\Emphasize that it's not a drill or a mistake!\The evacuation route is the east stairwell!\Yes, ma'am! The evacuation route is the east stairwell!\Kimura, get on the phone! Not a cell, use the one in the council office.\Call the fire department and the university office.\W-Which one first? response:	Fire department!
context: Yes, ma'am!\Emphasize that it's not a drill or a mistake!\The evacuation route is the east stairwell!\Yes, ma'am! The evacuation route is the east stairwell!\Kimura, get on the phone! Not a cell, use the one in the council office.\Call the fire department and the university office.\W-Which one first?\Fire department! response:	Yes, ma'am!
context: Emphasize that it's not a drill or a mistake!\The evacuation route is the east stairwell!\Yes, ma'am! The evacuation route is the east stairwell!\Kimura, get on the phone! Not a cell, use the one in the council office.\Call the fire department and the university office.\W-Which one first?\Fire department!\Yes, ma'am! response:	Shouldn't someone call an ambulance?
context: The evacuation route is the east stairwell!\Yes, ma'am! The evacuation route is the east stairwell!\Kimura, get on the phone! Not a cell, use the one in the council office.\Call the fire department and the university office.\W-Which one first?\Fire department!\Yes, ma'am!\Shouldn't someone call an ambulance? response:	Was someone injured?
context: Yes, ma'am! The evacuation route is the east stairwell!\Kimura, get on the phone! Not a cell, use the one in the council office.\Call the fire department and the university office.\W-Which one first?\Fire department!\Yes, ma'am!\Shouldn't someone call an ambulance?\Was someone injured? response:	He means a fire engine.
context: Kimura, get on the phone! Not a cell, use the one in the council office.\Call the fire department and the university office.\W-Which one first?\Fire department!\Yes, ma'am!\Shouldn't someone call an ambulance?\Was someone injured?\He means a fire engine. response:	Oh, right, right, fire engine.
context: Call the fire department and the university office.\W-Which one first?\Fire department!\Yes, ma'am!\Shouldn't someone call an ambulance?\Was someone injured?\He means a fire engine.\Oh, right, right, fire engine. response:	Um, I need to be hosed down too.
context: W-Which one first?\Fire department!\Yes, ma'am!\Shouldn't someone call an ambulance?\Was someone injured?\He means a fire engine.\Oh, right, right, fire engine.\Um, I need to be hosed down too. response:	Aren't you cold?
context: Fire department!\Yes, ma'am!\Shouldn't someone call an ambulance?\Was someone injured?\He means a fire engine.\Oh, right, right, fire engine.\Um, I need to be hosed down too.\Aren't you cold? response:	It's hot...
context: Yes, ma'am!\Shouldn't someone call an ambulance?\Was someone injured?\He means a fire engine.\Oh, right, right, fire engine.\Um, I need to be hosed down too.\Aren't you cold?\It's hot... response:	F-Fire extinguisher! Where?
context: Shouldn't someone call an ambulance?\Was someone injured?\He means a fire engine.\Oh, right, right, fire engine.\Um, I need to be hosed down too.\Aren't you cold?\It's hot...\F-Fire extinguisher! Where? response:	You guys clear the hell out of here too!
context: Was someone injured?\He means a fire engine.\Oh, right, right, fire engine.\Um, I need to be hosed down too.\Aren't you cold?\It's hot...\F-Fire extinguisher! Where?\You guys clear the hell out of here too! response:	Let's see, I got called down to the student council a while ago...
context: He means a fire engine.\Oh, right, right, fire engine.\Um, I need to be hosed down too.\Aren't you cold?\It's hot...\F-Fire extinguisher! Where?\You guys clear the hell out of here too!\Let's see, I got called down to the student council a while ago... response:	Sure enough, club activities are suspended indefinitely as a penalty...
context: Oh, right, right, fire engine.\Um, I need to be hosed down too.\Aren't you cold?\It's hot...\F-Fire extinguisher! Where?\You guys clear the hell out of here too!\Let's see, I got called down to the student council a while ago...\Sure enough, club activities are suspended indefinitely as a penalty... response:	F-Figures.
context: Um, I need to be hosed down too.\Aren't you cold?\It's hot...\F-Fire extinguisher! Where?\You guys clear the hell out of here too!\Let's see, I got called down to the student council a while ago...\Sure enough, club activities are suspended indefinitely as a penalty...\F-Figures. response:	This was bad timing...
context: Aren't you cold?\It's hot...\F-Fire extinguisher! Where?\You guys clear the hell out of here too!\Let's see, I got called down to the student council a while ago...\Sure enough, club activities are suspended indefinitely as a penalty...\F-Figures.\This was bad timing... response:	That's odd, we went out of our way to apologize, too.
context: It's hot...\F-Fire extinguisher! Where?\You guys clear the hell out of here too!\Let's see, I got called down to the student council a while ago...\Sure enough, club activities are suspended indefinitely as a penalty...\F-Figures.\This was bad timing...\That's odd, we went out of our way to apologize, too. response:	It feels like enough apologies for a whole lifetime.
context: F-Fire extinguisher! Where?\You guys clear the hell out of here too!\Let's see, I got called down to the student council a while ago...\Sure enough, club activities are suspended indefinitely as a penalty...\F-Figures.\This was bad timing...\That's odd, we went out of our way to apologize, too.\It feels like enough apologies for a whole lifetime. response:	This isn't a problem you can just say you're sorry for...
context: You guys clear the hell out of here too!\Let's see, I got called down to the student council a while ago...\Sure enough, club activities are suspended indefinitely as a penalty...\F-Figures.\This was bad timing...\That's odd, we went out of our way to apologize, too.\It feels like enough apologies for a whole lifetime.\This isn't a problem you can just say you're sorry for... response:	E-Excuse me...
context: Let's see, I got called down to the student council a while ago...\Sure enough, club activities are suspended indefinitely as a penalty...\F-Figures.\This was bad timing...\That's odd, we went out of our way to apologize, too.\It feels like enough apologies for a whole lifetime.\This isn't a problem you can just say you're sorry for...\E-Excuse me... response:	W-What about the cosplay photo shoot?
context: Sure enough, club activities are suspended indefinitely as a penalty...\F-Figures.\This was bad timing...\That's odd, we went out of our way to apologize, too.\It feels like enough apologies for a whole lifetime.\This isn't a problem you can just say you're sorry for...\E-Excuse me...\W-What about the cosplay photo shoot? response:	It's toast too...
context: F-Figures.\This was bad timing...\That's odd, we went out of our way to apologize, too.\It feels like enough apologies for a whole lifetime.\This isn't a problem you can just say you're sorry for...\E-Excuse me...\W-What about the cosplay photo shoot?\It's toast too... response:	Hey I'm sorry, Ohno.
context: This was bad timing...\That's odd, we went out of our way to apologize, too.\It feels like enough apologies for a whole lifetime.\This isn't a problem you can just say you're sorry for...\E-Excuse me...\W-What about the cosplay photo shoot?\It's toast too...\Hey I'm sorry, Ohno. response:	But you don't look too well anyway.
context: That's odd, we went out of our way to apologize, too.\It feels like enough apologies for a whole lifetime.\This isn't a problem you can just say you're sorry for...\E-Excuse me...\W-What about the cosplay photo shoot?\It's toast too...\Hey I'm sorry, Ohno.\But you don't look too well anyway. response:	No need to push things.
context: It feels like enough apologies for a whole lifetime.\This isn't a problem you can just say you're sorry for...\E-Excuse me...\W-What about the cosplay photo shoot?\It's toast too...\Hey I'm sorry, Ohno.\But you don't look too well anyway.\No need to push things. response:	It just so happens that I got this way after you splashed me with that water...
context: This isn't a problem you can just say you're sorry for...\E-Excuse me...\W-What about the cosplay photo shoot?\It's toast too...\Hey I'm sorry, Ohno.\But you don't look too well anyway.\No need to push things.\It just so happens that I got this way after you splashed me with that water... response:	Does that mean you can't cosplay, Ohno?
context: E-Excuse me...\W-What about the cosplay photo shoot?\It's toast too...\Hey I'm sorry, Ohno.\But you don't look too well anyway.\No need to push things.\It just so happens that I got this way after you splashed me with that water...\Does that mean you can't cosplay, Ohno? response:	We can still enter the cosplay contest...
context: W-What about the cosplay photo shoot?\It's toast too...\Hey I'm sorry, Ohno.\But you don't look too well anyway.\No need to push things.\It just so happens that I got this way after you splashed me with that water...\Does that mean you can't cosplay, Ohno?\We can still enter the cosplay contest... response:	Rather, I think they want us to.
context: It's toast too...\Hey I'm sorry, Ohno.\But you don't look too well anyway.\No need to push things.\It just so happens that I got this way after you splashed me with that water...\Does that mean you can't cosplay, Ohno?\We can still enter the cosplay contest...\Rather, I think they want us to. response:	Do you mean that?
context: Hey I'm sorry, Ohno.\But you don't look too well anyway.\No need to push things.\It just so happens that I got this way after you splashed me with that water...\Does that mean you can't cosplay, Ohno?\We can still enter the cosplay contest...\Rather, I think they want us to.\Do you mean that? response:	It's been advertised, so even the public can enter.
context: But you don't look too well anyway.\No need to push things.\It just so happens that I got this way after you splashed me with that water...\Does that mean you can't cosplay, Ohno?\We can still enter the cosplay contest...\Rather, I think they want us to.\Do you mean that?\It's been advertised, so even the public can enter. response:	But they want to see as much school participation as possible...
context: No need to push things.\It just so happens that I got this way after you splashed me with that water...\Does that mean you can't cosplay, Ohno?\We can still enter the cosplay contest...\Rather, I think they want us to.\Do you mean that?\It's been advertised, so even the public can enter.\But they want to see as much school participation as possible... response:	That's what I was told.
context: It just so happens that I got this way after you splashed me with that water...\Does that mean you can't cosplay, Ohno?\We can still enter the cosplay contest...\Rather, I think they want us to.\Do you mean that?\It's been advertised, so even the public can enter.\But they want to see as much school participation as possible...\That's what I was told. response:	Yeah.
context: Does that mean you can't cosplay, Ohno?\We can still enter the cosplay contest...\Rather, I think they want us to.\Do you mean that?\It's been advertised, so even the public can enter.\But they want to see as much school participation as possible...\That's what I was told.\Yeah. response:	Thank goodness!
context: We can still enter the cosplay contest...\Rather, I think they want us to.\Do you mean that?\It's been advertised, so even the public can enter.\But they want to see as much school participation as possible...\That's what I was told.\Yeah.\Thank goodness! response:	At this point, I'll have Saki go instead.
context: Rather, I think they want us to.\Do you mean that?\It's been advertised, so even the public can enter.\But they want to see as much school participation as possible...\That's what I was told.\Yeah.\Thank goodness!\At this point, I'll have Saki go instead. response:	No!
context: Do you mean that?\It's been advertised, so even the public can enter.\But they want to see as much school participation as possible...\That's what I was told.\Yeah.\Thank goodness!\At this point, I'll have Saki go instead.\No! response:	That might work.
context: It's been advertised, so even the public can enter.\But they want to see as much school participation as possible...\That's what I was told.\Yeah.\Thank goodness!\At this point, I'll have Saki go instead.\No!\That might work. response:	I didn't want to say it, but all this happened because of Kasukabe...
context: But they want to see as much school participation as possible...\That's what I was told.\Yeah.\Thank goodness!\At this point, I'll have Saki go instead.\No!\That might work.\I didn't want to say it, but all this happened because of Kasukabe... response:	What?
context: That's what I was told.\Yeah.\Thank goodness!\At this point, I'll have Saki go instead.\No!\That might work.\I didn't want to say it, but all this happened because of Kasukabe...\What? response:	I don't want to say it either, but I agree...
context: Yeah.\Thank goodness!\At this point, I'll have Saki go instead.\No!\That might work.\I didn't want to say it, but all this happened because of Kasukabe...\What?\I don't want to say it either, but I agree... response:	Oh, but wait, a costume!
context: Thank goodness!\At this point, I'll have Saki go instead.\No!\That might work.\I didn't want to say it, but all this happened because of Kasukabe...\What?\I don't want to say it either, but I agree...\Oh, but wait, a costume! response:	I don't have a costume.
context: At this point, I'll have Saki go instead.\No!\That might work.\I didn't want to say it, but all this happened because of Kasukabe...\What?\I don't want to say it either, but I agree...\Oh, but wait, a costume!\I don't have a costume. response:	No problem!
context: No!\That might work.\I didn't want to say it, but all this happened because of Kasukabe...\What?\I don't want to say it either, but I agree...\Oh, but wait, a costume!\I don't have a costume.\No problem! response:	Given a week, I can make anything.
context: That might work.\I didn't want to say it, but all this happened because of Kasukabe...\What?\I don't want to say it either, but I agree...\Oh, but wait, a costume!\I don't have a costume.\No problem!\Given a week, I can make anything. response:	Actually, I already have one for you.
context: I didn't want to say it, but all this happened because of Kasukabe...\What?\I don't want to say it either, but I agree...\Oh, but wait, a costume!\I don't have a costume.\No problem!\Given a week, I can make anything.\Actually, I already have one for you. response:	For what reason?
context: What?\I don't want to say it either, but I agree...\Oh, but wait, a costume!\I don't have a costume.\No problem!\Given a week, I can make anything.\Actually, I already have one for you.\For what reason? response:	So that if you changed your mind you could wear it anytime.
context: I don't want to say it either, but I agree...\Oh, but wait, a costume!\I don't have a costume.\No problem!\Given a week, I can make anything.\Actually, I already have one for you.\For what reason?\So that if you changed your mind you could wear it anytime. response:	What about my sizes?
context: Oh, but wait, a costume!\I don't have a costume.\No problem!\Given a week, I can make anything.\Actually, I already have one for you.\For what reason?\So that if you changed your mind you could wear it anytime.\What about my sizes? response:	I saw you at the beach.
context: I don't have a costume.\No problem!\Given a week, I can make anything.\Actually, I already have one for you.\For what reason?\So that if you changed your mind you could wear it anytime.\What about my sizes?\I saw you at the beach. response:	It's slightly off, but...
context: No problem!\Given a week, I can make anything.\Actually, I already have one for you.\For what reason?\So that if you changed your mind you could wear it anytime.\What about my sizes?\I saw you at the beach.\It's slightly off, but... response:	Oh yeah!
context: Given a week, I can make anything.\Actually, I already have one for you.\For what reason?\So that if you changed your mind you could wear it anytime.\What about my sizes?\I saw you at the beach.\It's slightly off, but...\Oh yeah! response:	Tanaka is to be feared...
context: Actually, I already have one for you.\For what reason?\So that if you changed your mind you could wear it anytime.\What about my sizes?\I saw you at the beach.\It's slightly off, but...\Oh yeah!\Tanaka is to be feared... response:	Here I thought you only looked at Ohno.
context: For what reason?\So that if you changed your mind you could wear it anytime.\What about my sizes?\I saw you at the beach.\It's slightly off, but...\Oh yeah!\Tanaka is to be feared...\Here I thought you only looked at Ohno. response:	what say you?
context: So that if you changed your mind you could wear it anytime.\What about my sizes?\I saw you at the beach.\It's slightly off, but...\Oh yeah!\Tanaka is to be feared...\Here I thought you only looked at Ohno.\what say you? response:	But one week really is too short a time...
context: What about my sizes?\I saw you at the beach.\It's slightly off, but...\Oh yeah!\Tanaka is to be feared...\Here I thought you only looked at Ohno.\what say you?\But one week really is too short a time... response:	If she were to cosplay, I had planned to...
context: I saw you at the beach.\It's slightly off, but...\Oh yeah!\Tanaka is to be feared...\Here I thought you only looked at Ohno.\what say you?\But one week really is too short a time...\If she were to cosplay, I had planned to... response:	I really wanted three weeks for her to get into it perfectly.
context: It's slightly off, but...\Oh yeah!\Tanaka is to be feared...\Here I thought you only looked at Ohno.\what say you?\But one week really is too short a time...\If she were to cosplay, I had planned to...\I really wanted three weeks for her to get into it perfectly. response:	With only a week, she'll have to pour over materials night and day.
context: Oh yeah!\Tanaka is to be feared...\Here I thought you only looked at Ohno.\what say you?\But one week really is too short a time...\If she were to cosplay, I had planned to...\I really wanted three weeks for her to get into it perfectly.\With only a week, she'll have to pour over materials night and day. response:	And I'm sick, to top it off.
context: Tanaka is to be feared...\Here I thought you only looked at Ohno.\what say you?\But one week really is too short a time...\If she were to cosplay, I had planned to...\I really wanted three weeks for her to get into it perfectly.\With only a week, she'll have to pour over materials night and day.\And I'm sick, to top it off. response:	But, I might never have a second chance for Saki to cosplay...
context: Here I thought you only looked at Ohno.\what say you?\But one week really is too short a time...\If she were to cosplay, I had planned to...\I really wanted three weeks for her to get into it perfectly.\With only a week, she'll have to pour over materials night and day.\And I'm sick, to top it off.\But, I might never have a second chance for Saki to cosplay... response:	D-Don't get carried away, Ohno!
context: what say you?\But one week really is too short a time...\If she were to cosplay, I had planned to...\I really wanted three weeks for her to get into it perfectly.\With only a week, she'll have to pour over materials night and day.\And I'm sick, to top it off.\But, I might never have a second chance for Saki to cosplay...\D-Don't get carried away, Ohno! response:	I still haven't said I'd do it.
context: But one week really is too short a time...\If she were to cosplay, I had planned to...\I really wanted three weeks for her to get into it perfectly.\With only a week, she'll have to pour over materials night and day.\And I'm sick, to top it off.\But, I might never have a second chance for Saki to cosplay...\D-Don't get carried away, Ohno!\I still haven't said I'd do it. response:	No, but cosplaying while not understanding the character is...
context: If she were to cosplay, I had planned to...\I really wanted three weeks for her to get into it perfectly.\With only a week, she'll have to pour over materials night and day.\And I'm sick, to top it off.\But, I might never have a second chance for Saki to cosplay...\D-Don't get carried away, Ohno!\I still haven't said I'd do it.\No, but cosplaying while not understanding the character is... response:	It's not how things should be, but...
context: I really wanted three weeks for her to get into it perfectly.\With only a week, she'll have to pour over materials night and day.\And I'm sick, to top it off.\But, I might never have a second chance for Saki to cosplay...\D-Don't get carried away, Ohno!\I still haven't said I'd do it.\No, but cosplaying while not understanding the character is...\It's not how things should be, but... response:	You know what, forget it!
context: With only a week, she'll have to pour over materials night and day.\And I'm sick, to top it off.\But, I might never have a second chance for Saki to cosplay...\D-Don't get carried away, Ohno!\I still haven't said I'd do it.\No, but cosplaying while not understanding the character is...\It's not how things should be, but...\You know what, forget it! response:	Go on, do it!
context: And I'm sick, to top it off.\But, I might never have a second chance for Saki to cosplay...\D-Don't get carried away, Ohno!\I still haven't said I'd do it.\No, but cosplaying while not understanding the character is...\It's not how things should be, but...\You know what, forget it!\Go on, do it! response:	Think of it as a penalty game.
context: But, I might never have a second chance for Saki to cosplay...\D-Don't get carried away, Ohno!\I still haven't said I'd do it.\No, but cosplaying while not understanding the character is...\It's not how things should be, but...\You know what, forget it!\Go on, do it!\Think of it as a penalty game. response:	Kohsaka says he wants to see it too.
context: D-Don't get carried away, Ohno!\I still haven't said I'd do it.\No, but cosplaying while not understanding the character is...\It's not how things should be, but...\You know what, forget it!\Go on, do it!\Think of it as a penalty game.\Kohsaka says he wants to see it too. response:	I do!
context: I still haven't said I'd do it.\No, but cosplaying while not understanding the character is...\It's not how things should be, but...\You know what, forget it!\Go on, do it!\Think of it as a penalty game.\Kohsaka says he wants to see it too.\I do! response:	That won't change my mind!
context: No, but cosplaying while not understanding the character is...\It's not how things should be, but...\You know what, forget it!\Go on, do it!\Think of it as a penalty game.\Kohsaka says he wants to see it too.\I do!\That won't change my mind! response:	You know what, Kasukabe.
context: It's not how things should be, but...\You know what, forget it!\Go on, do it!\Think of it as a penalty game.\Kohsaka says he wants to see it too.\I do!\That won't change my mind!\You know what, Kasukabe. response:	I really don't want to say this, but...
context: You know what, forget it!\Go on, do it!\Think of it as a penalty game.\Kohsaka says he wants to see it too.\I do!\That won't change my mind!\You know what, Kasukabe.\I really don't want to say this, but... response:	No matter how half-assed a circle we may be, this really stings.
context: Go on, do it!\Think of it as a penalty game.\Kohsaka says he wants to see it too.\I do!\That won't change my mind!\You know what, Kasukabe.\I really don't want to say this, but...\No matter how half-assed a circle we may be, this really stings. response:	You should take responsibility!
context: Think of it as a penalty game.\Kohsaka says he wants to see it too.\I do!\That won't change my mind!\You know what, Kasukabe.\I really don't want to say this, but...\No matter how half-assed a circle we may be, this really stings.\You should take responsibility! response:	Now that's how a chairman talks...
context: Kohsaka says he wants to see it too.\I do!\That won't change my mind!\You know what, Kasukabe.\I really don't want to say this, but...\No matter how half-assed a circle we may be, this really stings.\You should take responsibility!\Now that's how a chairman talks... response:	Do I have to no matter what?
context: I do!\That won't change my mind!\You know what, Kasukabe.\I really don't want to say this, but...\No matter how half-assed a circle we may be, this really stings.\You should take responsibility!\Now that's how a chairman talks...\Do I have to no matter what? response:	Here comes the crying act!
context: That won't change my mind!\You know what, Kasukabe.\I really don't want to say this, but...\No matter how half-assed a circle we may be, this really stings.\You should take responsibility!\Now that's how a chairman talks...\Do I have to no matter what?\Here comes the crying act! response:	I know I'm at fault for this...
context: You know what, Kasukabe.\I really don't want to say this, but...\No matter how half-assed a circle we may be, this really stings.\You should take responsibility!\Now that's how a chairman talks...\Do I have to no matter what?\Here comes the crying act!\I know I'm at fault for this... response:	But cosplay has nothing to do with it...
context: I really don't want to say this, but...\No matter how half-assed a circle we may be, this really stings.\You should take responsibility!\Now that's how a chairman talks...\Do I have to no matter what?\Here comes the crying act!\I know I'm at fault for this...\But cosplay has nothing to do with it... response:	So I still have to do this no matter...
context: No matter how half-assed a circle we may be, this really stings.\You should take responsibility!\Now that's how a chairman talks...\Do I have to no matter what?\Here comes the crying act!\I know I'm at fault for this...\But cosplay has nothing to do with it...\So I still have to do this no matter... response:	Yes, you do!
context: You should take responsibility!\Now that's how a chairman talks...\Do I have to no matter what?\Here comes the crying act!\I know I'm at fault for this...\But cosplay has nothing to do with it...\So I still have to do this no matter...\Yes, you do! response:	Suioh University
context: Now that's how a chairman talks...\Do I have to no matter what?\Here comes the crying act!\I know I'm at fault for this...\But cosplay has nothing to do with it...\So I still have to do this no matter...\Yes, you do!\Suioh University response:	Where's Saki?
context: Do I have to no matter what?\Here comes the crying act!\I know I'm at fault for this...\But cosplay has nothing to do with it...\So I still have to do this no matter...\Yes, you do!\Suioh University\Where's Saki? response:	She hasn't answered her cell since yesterday...
context: Here comes the crying act!\I know I'm at fault for this...\But cosplay has nothing to do with it...\So I still have to do this no matter...\Yes, you do!\Suioh University\Where's Saki?\She hasn't answered her cell since yesterday... response:	Say what?
context: I know I'm at fault for this...\But cosplay has nothing to do with it...\So I still have to do this no matter...\Yes, you do!\Suioh University\Where's Saki?\She hasn't answered her cell since yesterday...\Say what? response:	So she ran...
context: But cosplay has nothing to do with it...\So I still have to do this no matter...\Yes, you do!\Suioh University\Where's Saki?\She hasn't answered her cell since yesterday...\Say what?\So she ran... response:	What?
context: So I still have to do this no matter...\Yes, you do!\Suioh University\Where's Saki?\She hasn't answered her cell since yesterday...\Say what?\So she ran...\What? response:	Don't worry, steps have already been taken.
context: Yes, you do!\Suioh University\Where's Saki?\She hasn't answered her cell since yesterday...\Say what?\So she ran...\What?\Don't worry, steps have already been taken. response:	Huh?
context: Suioh University\Where's Saki?\She hasn't answered her cell since yesterday...\Say what?\So she ran...\What?\Don't worry, steps have already been taken.\Huh? response:	Kichijoji Station
context: Where's Saki?\She hasn't answered her cell since yesterday...\Say what?\So she ran...\What?\Don't worry, steps have already been taken.\Huh?\Kichijoji Station response:	Shichimei Kan
context: She hasn't answered her cell since yesterday...\Say what?\So she ran...\What?\Don't worry, steps have already been taken.\Huh?\Kichijoji Station\Shichimei Kan response:	H-How'd you know I was...
context: Say what?\So she ran...\What?\Don't worry, steps have already been taken.\Huh?\Kichijoji Station\Shichimei Kan\H-How'd you know I was... response:	Intuition.
context: So she ran...\What?\Don't worry, steps have already been taken.\Huh?\Kichijoji Station\Shichimei Kan\H-How'd you know I was...\Intuition. response:	N-No time like the present...
context: What?\Don't worry, steps have already been taken.\Huh?\Kichijoji Station\Shichimei Kan\H-How'd you know I was...\Intuition.\N-No time like the present... response:	Okay, all you guys please leave.
context: Don't worry, steps have already been taken.\Huh?\Kichijoji Station\Shichimei Kan\H-How'd you know I was...\Intuition.\N-No time like the present...\Okay, all you guys please leave. response:	It's time for Saki to get changed!
