context: All right! It cleared up response:	Really it's like last night's rain was a lie
context: Why would something like that be coming in from the basement?\This is the work of Wood\A Clow Card? Now that you mention it today\You left a card you found out\without writing your name on it?\But when I found it it was just a card\I had to answer the phone\That's not good response:	The cards first begin to listen
context: This is the work of Wood\A Clow Card? Now that you mention it today\You left a card you found out\without writing your name on it?\But when I found it it was just a card\I had to answer the phone\That's not good\The cards first begin to listen response:	to what their owner says when you write your name on them
context: A Clow Card? Now that you mention it today\You left a card you found out\without writing your name on it?\But when I found it it was just a card\I had to answer the phone\That's not good\The cards first begin to listen\to what their owner says when you write your name on them response:	But it was in the house all this time
context: You left a card you found out\without writing your name on it?\But when I found it it was just a card\I had to answer the phone\That's not good\The cards first begin to listen\to what their owner says when you write your name on them\But it was in the house all this time response:	nothing has happened until now
context: without writing your name on it?\But when I found it it was just a card\I had to answer the phone\That's not good\The cards first begin to listen\to what their owner says when you write your name on them\But it was in the house all this time\nothing has happened until now response:	Wood is a peaceful card
context: But when I found it it was just a card\I had to answer the phone\That's not good\The cards first begin to listen\to what their owner says when you write your name on them\But it was in the house all this time\nothing has happened until now\Wood is a peaceful card response:	I can't think of her doing anything bad
context: I had to answer the phone\That's not good\The cards first begin to listen\to what their owner says when you write your name on them\But it was in the house all this time\nothing has happened until now\Wood is a peaceful card\I can't think of her doing anything bad response:	Then why?
context: That's not good\The cards first begin to listen\to what their owner says when you write your name on them\But it was in the house all this time\nothing has happened until now\Wood is a peaceful card\I can't think of her doing anything bad\Then why? response:	Ah! Kero-chan don't let go
context: The cards first begin to listen\to what their owner says when you write your name on them\But it was in the house all this time\nothing has happened until now\Wood is a peaceful card\I can't think of her doing anything bad\Then why?\Ah! Kero-chan don't let go response:	Kero-chan what should we do?
context: to what their owner says when you write your name on them\But it was in the house all this time\nothing has happened until now\Wood is a peaceful card\I can't think of her doing anything bad\Then why?\Ah! Kero-chan don't let go\Kero-chan what should we do? response:	I'm in trouble too
context: But it was in the house all this time\nothing has happened until now\Wood is a peaceful card\I can't think of her doing anything bad\Then why?\Ah! Kero-chan don't let go\Kero-chan what should we do?\I'm in trouble too response:	What should I do?
context: nothing has happened until now\Wood is a peaceful card\I can't think of her doing anything bad\Then why?\Ah! Kero-chan don't let go\Kero-chan what should we do?\I'm in trouble too\What should I do? response:	I wonder who it is
context: Wood is a peaceful card\I can't think of her doing anything bad\Then why?\Ah! Kero-chan don't let go\Kero-chan what should we do?\I'm in trouble too\What should I do?\I wonder who it is response:	If you answer you will know
context: I can't think of her doing anything bad\Then why?\Ah! Kero-chan don't let go\Kero-chan what should we do?\I'm in trouble too\What should I do?\I wonder who it is\If you answer you will know response:	If they see this it will become a rumor all over town
context: Then why?\Ah! Kero-chan don't let go\Kero-chan what should we do?\I'm in trouble too\What should I do?\I wonder who it is\If you answer you will know\If they see this it will become a rumor all over town response:	They might see that you are a stuffed animal
context: Ah! Kero-chan don't let go\Kero-chan what should we do?\I'm in trouble too\What should I do?\I wonder who it is\If you answer you will know\If they see this it will become a rumor all over town\They might see that you are a stuffed animal response:	that can sell too
context: Kero-chan what should we do?\I'm in trouble too\What should I do?\I wonder who it is\If you answer you will know\If they see this it will become a rumor all over town\They might see that you are a stuffed animal\that can sell too response:	I don't want that
context: I'm in trouble too\What should I do?\I wonder who it is\If you answer you will know\If they see this it will become a rumor all over town\They might see that you are a stuffed animal\that can sell too\I don't want that response:	Y Yes!
context: What should I do?\I wonder who it is\If you answer you will know\If they see this it will become a rumor all over town\They might see that you are a stuffed animal\that can sell too\I don't want that\Y Yes! response:	Why did you answer?
context: I wonder who it is\If you answer you will know\If they see this it will become a rumor all over town\They might see that you are a stuffed animal\that can sell too\I don't want that\Y Yes!\Why did you answer? response:	It just slipped out
context: If you answer you will know\If they see this it will become a rumor all over town\They might see that you are a stuffed animal\that can sell too\I don't want that\Y Yes!\Why did you answer?\It just slipped out response:	For the time being I'll
context: If they see this it will become a rumor all over town\They might see that you are a stuffed animal\that can sell too\I don't want that\Y Yes!\Why did you answer?\It just slipped out\For the time being I'll response:	Kero-chan?
context: They might see that you are a stuffed animal\that can sell too\I don't want that\Y Yes!\Why did you answer?\It just slipped out\For the time being I'll\Kero-chan? response:	Don't to stuffed animals
context: that can sell too\I don't want that\Y Yes!\Why did you answer?\It just slipped out\For the time being I'll\Kero-chan?\Don't to stuffed animals response:	No fair!
context: I don't want that\Y Yes!\Why did you answer?\It just slipped out\For the time being I'll\Kero-chan?\Don't to stuffed animals\No fair! response:	Umm this is
context: Y Yes!\Why did you answer?\It just slipped out\For the time being I'll\Kero-chan?\Don't to stuffed animals\No fair!\Umm this is response:	Hello
context: Why did you answer?\It just slipped out\For the time being I'll\Kero-chan?\Don't to stuffed animals\No fair!\Umm this is\Hello response:	Oh my Tomoyo-chan
context: It just slipped out\For the time being I'll\Kero-chan?\Don't to stuffed animals\No fair!\Umm this is\Hello\Oh my Tomoyo-chan response:	I was thinking I would help with your chores
context: For the time being I'll\Kero-chan?\Don't to stuffed animals\No fair!\Umm this is\Hello\Oh my Tomoyo-chan\I was thinking I would help with your chores response:	Weeding the yard?
context: Kero-chan?\Don't to stuffed animals\No fair!\Umm this is\Hello\Oh my Tomoyo-chan\I was thinking I would help with your chores\Weeding the yard? response:	No
context: Don't to stuffed animals\No fair!\Umm this is\Hello\Oh my Tomoyo-chan\I was thinking I would help with your chores\Weeding the yard?\No response:	this is the work of the Clow Card Wood
context: No fair!\Umm this is\Hello\Oh my Tomoyo-chan\I was thinking I would help with your chores\Weeding the yard?\No\this is the work of the Clow Card Wood response:	Really?
context: Umm this is\Hello\Oh my Tomoyo-chan\I was thinking I would help with your chores\Weeding the yard?\No\this is the work of the Clow Card Wood\Really? response:	My Sakura seal it while you have the chance
context: Hello\Oh my Tomoyo-chan\I was thinking I would help with your chores\Weeding the yard?\No\this is the work of the Clow Card Wood\Really?\My Sakura seal it while you have the chance response:	OK, release!
context: Oh my Tomoyo-chan\I was thinking I would help with your chores\Weeding the yard?\No\this is the work of the Clow Card Wood\Really?\My Sakura seal it while you have the chance\OK, release! response:	Return to your rightful form
context: I was thinking I would help with your chores\Weeding the yard?\No\this is the work of the Clow Card Wood\Really?\My Sakura seal it while you have the chance\OK, release!\Return to your rightful form response:	Clow Card!
context: Weeding the yard?\No\this is the work of the Clow Card Wood\Really?\My Sakura seal it while you have the chance\OK, release!\Return to your rightful form\Clow Card! response:	How wonderful Sakura-chan
context: No\this is the work of the Clow Card Wood\Really?\My Sakura seal it while you have the chance\OK, release!\Return to your rightful form\Clow Card!\How wonderful Sakura-chan response:	Oh!
context: this is the work of the Clow Card Wood\Really?\My Sakura seal it while you have the chance\OK, release!\Return to your rightful form\Clow Card!\How wonderful Sakura-chan\Oh! response:	Is something wrong?
context: Really?\My Sakura seal it while you have the chance\OK, release!\Return to your rightful form\Clow Card!\How wonderful Sakura-chan\Oh!\Is something wrong? response:	There is no card
context: My Sakura seal it while you have the chance\OK, release!\Return to your rightful form\Clow Card!\How wonderful Sakura-chan\Oh!\Is something wrong?\There is no card response:	That can't be
context: OK, release!\Return to your rightful form\Clow Card!\How wonderful Sakura-chan\Oh!\Is something wrong?\There is no card\That can't be response:	Isn't it dropped somewhere over there?
context: Return to your rightful form\Clow Card!\How wonderful Sakura-chan\Oh!\Is something wrong?\There is no card\That can't be\Isn't it dropped somewhere over there? response:	What about in the room over there
context: Clow Card!\How wonderful Sakura-chan\Oh!\Is something wrong?\There is no card\That can't be\Isn't it dropped somewhere over there?\What about in the room over there response:	Oh yeah the basement
context: How wonderful Sakura-chan\Oh!\Is something wrong?\There is no card\That can't be\Isn't it dropped somewhere over there?\What about in the room over there\Oh yeah the basement response:	All right shall we go get the card?
context: Oh!\Is something wrong?\There is no card\That can't be\Isn't it dropped somewhere over there?\What about in the room over there\Oh yeah the basement\All right shall we go get the card? response:	Yeah
context: Is something wrong?\There is no card\That can't be\Isn't it dropped somewhere over there?\What about in the room over there\Oh yeah the basement\All right shall we go get the card?\Yeah response:	Sakura go up
context: There is no card\That can't be\Isn't it dropped somewhere over there?\What about in the room over there\Oh yeah the basement\All right shall we go get the card?\Yeah\Sakura go up response:	Sakura!
context: That can't be\Isn't it dropped somewhere over there?\What about in the room over there\Oh yeah the basement\All right shall we go get the card?\Yeah\Sakura go up\Sakura! response:	It looks like it calmed down.
context: Isn't it dropped somewhere over there?\What about in the room over there\Oh yeah the basement\All right shall we go get the card?\Yeah\Sakura go up\Sakura!\It looks like it calmed down. response:	It seems that it was satisfied after getting into the sunlight
context: What about in the room over there\Oh yeah the basement\All right shall we go get the card?\Yeah\Sakura go up\Sakura!\It looks like it calmed down.\It seems that it was satisfied after getting into the sunlight response:	Just what we should expect from Wood
context: Oh yeah the basement\All right shall we go get the card?\Yeah\Sakura go up\Sakura!\It looks like it calmed down.\It seems that it was satisfied after getting into the sunlight\Just what we should expect from Wood response:	The laundry!
context: All right shall we go get the card?\Yeah\Sakura go up\Sakura!\It looks like it calmed down.\It seems that it was satisfied after getting into the sunlight\Just what we should expect from Wood\The laundry! response:	Umm' Umm'
context: Yeah\Sakura go up\Sakura!\It looks like it calmed down.\It seems that it was satisfied after getting into the sunlight\Just what we should expect from Wood\The laundry!\Umm' Umm' response:	I have to do it again from the beginning
context: Sakura go up\Sakura!\It looks like it calmed down.\It seems that it was satisfied after getting into the sunlight\Just what we should expect from Wood\The laundry!\Umm' Umm'\I have to do it again from the beginning response:	Don't be so down
context: Sakura!\It looks like it calmed down.\It seems that it was satisfied after getting into the sunlight\Just what we should expect from Wood\The laundry!\Umm' Umm'\I have to do it again from the beginning\Don't be so down response:	I'll do it too OK?
context: It looks like it calmed down.\It seems that it was satisfied after getting into the sunlight\Just what we should expect from Wood\The laundry!\Umm' Umm'\I have to do it again from the beginning\Don't be so down\I'll do it too OK? response:	Do it again
context: It seems that it was satisfied after getting into the sunlight\Just what we should expect from Wood\The laundry!\Umm' Umm'\I have to do it again from the beginning\Don't be so down\I'll do it too OK?\Do it again response:	What should we do about this?
context: Just what we should expect from Wood\The laundry!\Umm' Umm'\I have to do it again from the beginning\Don't be so down\I'll do it too OK?\Do it again\What should we do about this? response:	Even if we try to seal it just returns to normal
context: The laundry!\Umm' Umm'\I have to do it again from the beginning\Don't be so down\I'll do it too OK?\Do it again\What should we do about this?\Even if we try to seal it just returns to normal response:	Isn't it obvious?
context: Umm' Umm'\I have to do it again from the beginning\Don't be so down\I'll do it too OK?\Do it again\What should we do about this?\Even if we try to seal it just returns to normal\Isn't it obvious? response:	We go to where the card is and completely seal it
context: I have to do it again from the beginning\Don't be so down\I'll do it too OK?\Do it again\What should we do about this?\Even if we try to seal it just returns to normal\Isn't it obvious?\We go to where the card is and completely seal it response:	You mean into the basement?
context: Don't be so down\I'll do it too OK?\Do it again\What should we do about this?\Even if we try to seal it just returns to normal\Isn't it obvious?\We go to where the card is and completely seal it\You mean into the basement? response:	Exactly
context: I'll do it too OK?\Do it again\What should we do about this?\Even if we try to seal it just returns to normal\Isn't it obvious?\We go to where the card is and completely seal it\You mean into the basement?\Exactly response:	What is this sound?
context: Do it again\What should we do about this?\Even if we try to seal it just returns to normal\Isn't it obvious?\We go to where the card is and completely seal it\You mean into the basement?\Exactly\What is this sound? response:	It sounds like elephants walking around
context: What should we do about this?\Even if we try to seal it just returns to normal\Isn't it obvious?\We go to where the card is and completely seal it\You mean into the basement?\Exactly\What is this sound?\It sounds like elephants walking around response:	No, it's the sound of the house creaking
context: Even if we try to seal it just returns to normal\Isn't it obvious?\We go to where the card is and completely seal it\You mean into the basement?\Exactly\What is this sound?\It sounds like elephants walking around\No, it's the sound of the house creaking response:	Wood is still growing
context: Isn't it obvious?\We go to where the card is and completely seal it\You mean into the basement?\Exactly\What is this sound?\It sounds like elephants walking around\No, it's the sound of the house creaking\Wood is still growing response:	Even though it just calmed down?
context: We go to where the card is and completely seal it\You mean into the basement?\Exactly\What is this sound?\It sounds like elephants walking around\No, it's the sound of the house creaking\Wood is still growing\Even though it just calmed down? response:	It knows that there is light outside
context: You mean into the basement?\Exactly\What is this sound?\It sounds like elephants walking around\No, it's the sound of the house creaking\Wood is still growing\Even though it just calmed down?\It knows that there is light outside response:	If Wood is trying to get all the way outside
context: Exactly\What is this sound?\It sounds like elephants walking around\No, it's the sound of the house creaking\Wood is still growing\Even though it just calmed down?\It knows that there is light outside\If Wood is trying to get all the way outside response:	The house will be destroyed
context: What is this sound?\It sounds like elephants walking around\No, it's the sound of the house creaking\Wood is still growing\Even though it just calmed down?\It knows that there is light outside\If Wood is trying to get all the way outside\The house will be destroyed response:	No!
context: It sounds like elephants walking around\No, it's the sound of the house creaking\Wood is still growing\Even though it just calmed down?\It knows that there is light outside\If Wood is trying to get all the way outside\The house will be destroyed\No! response:	This is a job for Card Captor Sakura
context: No, it's the sound of the house creaking\Wood is still growing\Even though it just calmed down?\It knows that there is light outside\If Wood is trying to get all the way outside\The house will be destroyed\No!\This is a job for Card Captor Sakura response:	Why did you bring these clothes?
context: Wood is still growing\Even though it just calmed down?\It knows that there is light outside\If Wood is trying to get all the way outside\The house will be destroyed\No!\This is a job for Card Captor Sakura\Why did you bring these clothes? response:	Today I was planning on filming
context: Even though it just calmed down?\It knows that there is light outside\If Wood is trying to get all the way outside\The house will be destroyed\No!\This is a job for Card Captor Sakura\Why did you bring these clothes?\Today I was planning on filming response:	So you prepared this lunch too?
context: It knows that there is light outside\If Wood is trying to get all the way outside\The house will be destroyed\No!\This is a job for Card Captor Sakura\Why did you bring these clothes?\Today I was planning on filming\So you prepared this lunch too? response:	Looks like you can make it through
context: If Wood is trying to get all the way outside\The house will be destroyed\No!\This is a job for Card Captor Sakura\Why did you bring these clothes?\Today I was planning on filming\So you prepared this lunch too?\Looks like you can make it through response:	This way
context: The house will be destroyed\No!\This is a job for Card Captor Sakura\Why did you bring these clothes?\Today I was planning on filming\So you prepared this lunch too?\Looks like you can make it through\This way response:	Just a little further
context: No!\This is a job for Card Captor Sakura\Why did you bring these clothes?\Today I was planning on filming\So you prepared this lunch too?\Looks like you can make it through\This way\Just a little further response:	Let's hurry
context: This is a job for Card Captor Sakura\Why did you bring these clothes?\Today I was planning on filming\So you prepared this lunch too?\Looks like you can make it through\This way\Just a little further\Let's hurry response:	What is that noise?
context: Why did you bring these clothes?\Today I was planning on filming\So you prepared this lunch too?\Looks like you can make it through\This way\Just a little further\Let's hurry\What is that noise? response:	I wonder
context: Today I was planning on filming\So you prepared this lunch too?\Looks like you can make it through\This way\Just a little further\Let's hurry\What is that noise?\I wonder response:	Water?
context: So you prepared this lunch too?\Looks like you can make it through\This way\Just a little further\Let's hurry\What is that noise?\I wonder\Water? response:	The Wood card doesn't make water
context: Looks like you can make it through\This way\Just a little further\Let's hurry\What is that noise?\I wonder\Water?\The Wood card doesn't make water response:	So the other card?
context: This way\Just a little further\Let's hurry\What is that noise?\I wonder\Water?\The Wood card doesn't make water\So the other card? response:	What? There was a second card?
context: Just a little further\Let's hurry\What is that noise?\I wonder\Water?\The Wood card doesn't make water\So the other card?\What? There was a second card? response:	Which means
context: Let's hurry\What is that noise?\I wonder\Water?\The Wood card doesn't make water\So the other card?\What? There was a second card?\Which means response:	So Rain was there
context: What is that noise?\I wonder\Water?\The Wood card doesn't make water\So the other card?\What? There was a second card?\Which means\So Rain was there response:	Rain?
context: I wonder\Water?\The Wood card doesn't make water\So the other card?\What? There was a second card?\Which means\So Rain was there\Rain? response:	The card of rain
context: Water?\The Wood card doesn't make water\So the other card?\What? There was a second card?\Which means\So Rain was there\Rain?\The card of rain response:	Rain and Wood affecting each others
context: The Wood card doesn't make water\So the other card?\What? There was a second card?\Which means\So Rain was there\Rain?\The card of rain\Rain and Wood affecting each others response:	And created this jungle
context: So the other card?\What? There was a second card?\Which means\So Rain was there\Rain?\The card of rain\Rain and Wood affecting each others\And created this jungle response:	Hey Sakura
context: What? There was a second card?\Which means\So Rain was there\Rain?\The card of rain\Rain and Wood affecting each others\And created this jungle\Hey Sakura response:	OK
context: Which means\So Rain was there\Rain?\The card of rain\Rain and Wood affecting each others\And created this jungle\Hey Sakura\OK response:	At long last
context: So Rain was there\Rain?\The card of rain\Rain and Wood affecting each others\And created this jungle\Hey Sakura\OK\At long last response:	Rain! Wood!
context: Rain?\The card of rain\Rain and Wood affecting each others\And created this jungle\Hey Sakura\OK\At long last\Rain! Wood! response:	That's far enough for your pranks
context: The card of rain\Rain and Wood affecting each others\And created this jungle\Hey Sakura\OK\At long last\Rain! Wood!\That's far enough for your pranks response:	How wonderful
context: Rain and Wood affecting each others\And created this jungle\Hey Sakura\OK\At long last\Rain! Wood!\That's far enough for your pranks\How wonderful response:	Sakura here it comes!
context: And created this jungle\Hey Sakura\OK\At long last\Rain! Wood!\That's far enough for your pranks\How wonderful\Sakura here it comes! response:	What? It's nothing much
context: Hey Sakura\OK\At long last\Rain! Wood!\That's far enough for your pranks\How wonderful\Sakura here it comes!\What? It's nothing much response:	Umm' Um'
context: OK\At long last\Rain! Wood!\That's far enough for your pranks\How wonderful\Sakura here it comes!\What? It's nothing much\Umm' Um' response:	Sakura it is just playing
context: At long last\Rain! Wood!\That's far enough for your pranks\How wonderful\Sakura here it comes!\What? It's nothing much\Umm' Um'\Sakura it is just playing response:	Hurry and seal it
context: Rain! Wood!\That's far enough for your pranks\How wonderful\Sakura here it comes!\What? It's nothing much\Umm' Um'\Sakura it is just playing\Hurry and seal it response:	But'
context: That's far enough for your pranks\How wonderful\Sakura here it comes!\What? It's nothing much\Umm' Um'\Sakura it is just playing\Hurry and seal it\But' response:	At this rate
context: How wonderful\Sakura here it comes!\What? It's nothing much\Umm' Um'\Sakura it is just playing\Hurry and seal it\But'\At this rate response:	That's it, Sakura, Watery!
context: Sakura here it comes!\What? It's nothing much\Umm' Um'\Sakura it is just playing\Hurry and seal it\But'\At this rate\That's it, Sakura, Watery! response:	Watery will turn its rain water against it
context: What? It's nothing much\Umm' Um'\Sakura it is just playing\Hurry and seal it\But'\At this rate\That's it, Sakura, Watery!\Watery will turn its rain water against it response:	Watery? Oh yeah
context: Umm' Um'\Sakura it is just playing\Hurry and seal it\But'\At this rate\That's it, Sakura, Watery!\Watery will turn its rain water against it\Watery? Oh yeah response:	Card made by Clow
context: Sakura it is just playing\Hurry and seal it\But'\At this rate\That's it, Sakura, Watery!\Watery will turn its rain water against it\Watery? Oh yeah\Card made by Clow response:	lend power to my key
context: Hurry and seal it\But'\At this rate\That's it, Sakura, Watery!\Watery will turn its rain water against it\Watery? Oh yeah\Card made by Clow\lend power to my key response:	Magical power in the card transfer to this key
context: But'\At this rate\That's it, Sakura, Watery!\Watery will turn its rain water against it\Watery? Oh yeah\Card made by Clow\lend power to my key\Magical power in the card transfer to this key response:	Give me power
context: At this rate\That's it, Sakura, Watery!\Watery will turn its rain water against it\Watery? Oh yeah\Card made by Clow\lend power to my key\Magical power in the card transfer to this key\Give me power response:	Watery!
context: That's it, Sakura, Watery!\Watery will turn its rain water against it\Watery? Oh yeah\Card made by Clow\lend power to my key\Magical power in the card transfer to this key\Give me power\Watery! response:	Water! Become now the chains that bind!
context: Watery will turn its rain water against it\Watery? Oh yeah\Card made by Clow\lend power to my key\Magical power in the card transfer to this key\Give me power\Watery!\Water! Become now the chains that bind! response:	All right we got it!
context: Watery? Oh yeah\Card made by Clow\lend power to my key\Magical power in the card transfer to this key\Give me power\Watery!\Water! Become now the chains that bind!\All right we got it! response:	Return to your rightful form
context: Card made by Clow\lend power to my key\Magical power in the card transfer to this key\Give me power\Watery!\Water! Become now the chains that bind!\All right we got it!\Return to your rightful form response:	Clow Card!
context: lend power to my key\Magical power in the card transfer to this key\Give me power\Watery!\Water! Become now the chains that bind!\All right we got it!\Return to your rightful form\Clow Card! response:	You did it
context: Magical power in the card transfer to this key\Give me power\Watery!\Water! Become now the chains that bind!\All right we got it!\Return to your rightful form\Clow Card!\You did it response:	All that is left is
context: Give me power\Watery!\Water! Become now the chains that bind!\All right we got it!\Return to your rightful form\Clow Card!\You did it\All that is left is response:	the one responsible for trying to break the house
context: Watery!\Water! Become now the chains that bind!\All right we got it!\Return to your rightful form\Clow Card!\You did it\All that is left is\the one responsible for trying to break the house response:	Wood!
context: Water! Become now the chains that bind!\All right we got it!\Return to your rightful form\Clow Card!\You did it\All that is left is\the one responsible for trying to break the house\Wood! response:	Wait a second!
context: All right we got it!\Return to your rightful form\Clow Card!\You did it\All that is left is\the one responsible for trying to break the house\Wood!\Wait a second! response:	What?
context: Return to your rightful form\Clow Card!\You did it\All that is left is\the one responsible for trying to break the house\Wood!\Wait a second!\What? response:	Just like I said she is a nice card
context: Clow Card!\You did it\All that is left is\the one responsible for trying to break the house\Wood!\Wait a second!\What?\Just like I said she is a nice card response:	I guess wood and rain get along well after all
context: You did it\All that is left is\the one responsible for trying to break the house\Wood!\Wait a second!\What?\Just like I said she is a nice card\I guess wood and rain get along well after all response:	Look at that
context: All that is left is\the one responsible for trying to break the house\Wood!\Wait a second!\What?\Just like I said she is a nice card\I guess wood and rain get along well after all\Look at that response:	It's a rainbow
context: the one responsible for trying to break the house\Wood!\Wait a second!\What?\Just like I said she is a nice card\I guess wood and rain get along well after all\Look at that\It's a rainbow response:	My how pretty
context: Wood!\Wait a second!\What?\Just like I said she is a nice card\I guess wood and rain get along well after all\Look at that\It's a rainbow\My how pretty response:	Sakura
context: Wait a second!\What?\Just like I said she is a nice card\I guess wood and rain get along well after all\Look at that\It's a rainbow\My how pretty\Sakura response:	Once you have done this
context: What?\Just like I said she is a nice card\I guess wood and rain get along well after all\Look at that\It's a rainbow\My how pretty\Sakura\Once you have done this response:	you first make a card your own
context: Just like I said she is a nice card\I guess wood and rain get along well after all\Look at that\It's a rainbow\My how pretty\Sakura\Once you have done this\you first make a card your own response:	Yeah I will keep that in mind
context: I guess wood and rain get along well after all\Look at that\It's a rainbow\My how pretty\Sakura\Once you have done this\you first make a card your own\Yeah I will keep that in mind response:	Well I am going to sleep for a bit
context: Look at that\It's a rainbow\My how pretty\Sakura\Once you have done this\you first make a card your own\Yeah I will keep that in mind\Well I am going to sleep for a bit response:	Good night
context: It's a rainbow\My how pretty\Sakura\Once you have done this\you first make a card your own\Yeah I will keep that in mind\Well I am going to sleep for a bit\Good night response:	Sorry about today
context: My how pretty\Sakura\Once you have done this\you first make a card your own\Yeah I will keep that in mind\Well I am going to sleep for a bit\Good night\Sorry about today response:	No I am happy it became a much better video
context: Sakura\Once you have done this\you first make a card your own\Yeah I will keep that in mind\Well I am going to sleep for a bit\Good night\Sorry about today\No I am happy it became a much better video response:	than filing in the forest park
context: Once you have done this\you first make a card your own\Yeah I will keep that in mind\Well I am going to sleep for a bit\Good night\Sorry about today\No I am happy it became a much better video\than filing in the forest park response:	Really?
context: you first make a card your own\Yeah I will keep that in mind\Well I am going to sleep for a bit\Good night\Sorry about today\No I am happy it became a much better video\than filing in the forest park\Really? response:	Sakura! It's terrible!
context: Yeah I will keep that in mind\Well I am going to sleep for a bit\Good night\Sorry about today\No I am happy it became a much better video\than filing in the forest park\Really?\Sakura! It's terrible! response:	This means we have to clean it all over
context: Well I am going to sleep for a bit\Good night\Sorry about today\No I am happy it became a much better video\than filing in the forest park\Really?\Sakura! It's terrible!\This means we have to clean it all over response:	I'll help too
context: Good night\Sorry about today\No I am happy it became a much better video\than filing in the forest park\Really?\Sakura! It's terrible!\This means we have to clean it all over\I'll help too response:	Thank you!
context: Sorry about today\No I am happy it became a much better video\than filing in the forest park\Really?\Sakura! It's terrible!\This means we have to clean it all over\I'll help too\Thank you! response:	Thank you so much!
context: No I am happy it became a much better video\than filing in the forest park\Really?\Sakura! It's terrible!\This means we have to clean it all over\I'll help too\Thank you!\Thank you so much! response:	I'm home
context: than filing in the forest park\Really?\Sakura! It's terrible!\This means we have to clean it all over\I'll help too\Thank you!\Thank you so much!\I'm home response:	Good job on your chores today
context: Really?\Sakura! It's terrible!\This means we have to clean it all over\I'll help too\Thank you!\Thank you so much!\I'm home\Good job on your chores today response:	We'll eat cake later
context: Sakura! It's terrible!\This means we have to clean it all over\I'll help too\Thank you!\Thank you so much!\I'm home\Good job on your chores today\We'll eat cake later response:	If you don't write your name on the cake
context: This means we have to clean it all over\I'll help too\Thank you!\Thank you so much!\I'm home\Good job on your chores today\We'll eat cake later\If you don't write your name on the cake response:	I'll eat it
context: I'll help too\Thank you!\Thank you so much!\I'm home\Good job on your chores today\We'll eat cake later\If you don't write your name on the cake\I'll eat it response:	I did write my name
