context: Damn. response:	Really, now!
context: Okay.\The undead.\What a sad curse.\They look like people you know well, but they're not.\What remains of their bodies no longer hold memories, and they continue to move forever.\We have to let them rest.\Huh?! Where are they?\I can't see anything! response:	A firewall.
context: The undead.\What a sad curse.\They look like people you know well, but they're not.\What remains of their bodies no longer hold memories, and they continue to move forever.\We have to let them rest.\Huh?! Where are they?\I can't see anything!\A firewall. response:	Ohm, Rel, Ect, Nemun, Dash!
context: What a sad curse.\They look like people you know well, but they're not.\What remains of their bodies no longer hold memories, and they continue to move forever.\We have to let them rest.\Huh?! Where are they?\I can't see anything!\A firewall.\Ohm, Rel, Ect, Nemun, Dash! response:	Nice one, Shihoru!
context: They look like people you know well, but they're not.\What remains of their bodies no longer hold memories, and they continue to move forever.\We have to let them rest.\Huh?! Where are they?\I can't see anything!\A firewall.\Ohm, Rel, Ect, Nemun, Dash!\Nice one, Shihoru! response:	Swat?
context: What remains of their bodies no longer hold memories, and they continue to move forever.\We have to let them rest.\Huh?! Where are they?\I can't see anything!\A firewall.\Ohm, Rel, Ect, Nemun, Dash!\Nice one, Shihoru!\Swat? response:	He's also a Thief, so I know his fighting style.
context: We have to let them rest.\Huh?! Where are they?\I can't see anything!\A firewall.\Ohm, Rel, Ect, Nemun, Dash!\Nice one, Shihoru!\Swat?\He's also a Thief, so I know his fighting style. response:	It'd be a tough fight for him if he were up against Moguzo's heavy slashes, but against Ranta...
context: Huh?! Where are they?\I can't see anything!\A firewall.\Ohm, Rel, Ect, Nemun, Dash!\Nice one, Shihoru!\Swat?\He's also a Thief, so I know his fighting style.\It'd be a tough fight for him if he were up against Moguzo's heavy slashes, but against Ranta... response:	Even I could hold off Ranta if I fought defensively.
context: I can't see anything!\A firewall.\Ohm, Rel, Ect, Nemun, Dash!\Nice one, Shihoru!\Swat?\He's also a Thief, so I know his fighting style.\It'd be a tough fight for him if he were up against Moguzo's heavy slashes, but against Ranta...\Even I could hold off Ranta if I fought defensively. response:	Ranta might not be able to defeat him.
context: A firewall.\Ohm, Rel, Ect, Nemun, Dash!\Nice one, Shihoru!\Swat?\He's also a Thief, so I know his fighting style.\It'd be a tough fight for him if he were up against Moguzo's heavy slashes, but against Ranta...\Even I could hold off Ranta if I fought defensively.\Ranta might not be able to defeat him. response:	Haru-kun?
context: Ohm, Rel, Ect, Nemun, Dash!\Nice one, Shihoru!\Swat?\He's also a Thief, so I know his fighting style.\It'd be a tough fight for him if he were up against Moguzo's heavy slashes, but against Ranta...\Even I could hold off Ranta if I fought defensively.\Ranta might not be able to defeat him.\Haru-kun? response:	These are Magic Missiles that Shihoru also uses!
context: Nice one, Shihoru!\Swat?\He's also a Thief, so I know his fighting style.\It'd be a tough fight for him if he were up against Moguzo's heavy slashes, but against Ranta...\Even I could hold off Ranta if I fought defensively.\Ranta might not be able to defeat him.\Haru-kun?\These are Magic Missiles that Shihoru also uses! response:	I didn't know they could be used like this!
context: Swat?\He's also a Thief, so I know his fighting style.\It'd be a tough fight for him if he were up against Moguzo's heavy slashes, but against Ranta...\Even I could hold off Ranta if I fought defensively.\Ranta might not be able to defeat him.\Haru-kun?\These are Magic Missiles that Shihoru also uses!\I didn't know they could be used like this! response:	What's with that skill?!
context: He's also a Thief, so I know his fighting style.\It'd be a tough fight for him if he were up against Moguzo's heavy slashes, but against Ranta...\Even I could hold off Ranta if I fought defensively.\Ranta might not be able to defeat him.\Haru-kun?\These are Magic Missiles that Shihoru also uses!\I didn't know they could be used like this!\What's with that skill?! response:	It's like he's doing acrobatics!
context: It'd be a tough fight for him if he were up against Moguzo's heavy slashes, but against Ranta...\Even I could hold off Ranta if I fought defensively.\Ranta might not be able to defeat him.\Haru-kun?\These are Magic Missiles that Shihoru also uses!\I didn't know they could be used like this!\What's with that skill?!\It's like he's doing acrobatics! response:	Ohm, Rel, Ect, Wei, Dash!
context: Even I could hold off Ranta if I fought defensively.\Ranta might not be able to defeat him.\Haru-kun?\These are Magic Missiles that Shihoru also uses!\I didn't know they could be used like this!\What's with that skill?!\It's like he's doing acrobatics!\Ohm, Rel, Ect, Wei, Dash! response:	It's not working?!
context: Ranta might not be able to defeat him.\Haru-kun?\These are Magic Missiles that Shihoru also uses!\I didn't know they could be used like this!\What's with that skill?!\It's like he's doing acrobatics!\Ohm, Rel, Ect, Wei, Dash!\It's not working?! response:	Shihoru!
context: Haru-kun?\These are Magic Missiles that Shihoru also uses!\I didn't know they could be used like this!\What's with that skill?!\It's like he's doing acrobatics!\Ohm, Rel, Ect, Wei, Dash!\It's not working?!\Shihoru! response:	Your magic's worn off here.
context: These are Magic Missiles that Shihoru also uses!\I didn't know they could be used like this!\What's with that skill?!\It's like he's doing acrobatics!\Ohm, Rel, Ect, Wei, Dash!\It's not working?!\Shihoru!\Your magic's worn off here. response:	One-on-one will be tough for them.
context: I didn't know they could be used like this!\What's with that skill?!\It's like he's doing acrobatics!\Ohm, Rel, Ect, Wei, Dash!\It's not working?!\Shihoru!\Your magic's worn off here.\One-on-one will be tough for them. response:	I need to help them out!
context: What's with that skill?!\It's like he's doing acrobatics!\Ohm, Rel, Ect, Wei, Dash!\It's not working?!\Shihoru!\Your magic's worn off here.\One-on-one will be tough for them.\I need to help them out! response:	But how should I?
context: It's like he's doing acrobatics!\Ohm, Rel, Ect, Wei, Dash!\It's not working?!\Shihoru!\Your magic's worn off here.\One-on-one will be tough for them.\I need to help them out!\But how should I? response:	Merry!
context: Ohm, Rel, Ect, Wei, Dash!\It's not working?!\Shihoru!\Your magic's worn off here.\One-on-one will be tough for them.\I need to help them out!\But how should I?\Merry! response:	Damn it!
context: It's not working?!\Shihoru!\Your magic's worn off here.\One-on-one will be tough for them.\I need to help them out!\But how should I?\Merry!\Damn it! response:	O light, return to Lumiaris' divine protection. Dispel!
context: Shihoru!\Your magic's worn off here.\One-on-one will be tough for them.\I need to help them out!\But how should I?\Merry!\Damn it!\O light, return to Lumiaris' divine protection. Dispel! response:	I'm sorry, Mutsumi.
context: Your magic's worn off here.\One-on-one will be tough for them.\I need to help them out!\But how should I?\Merry!\Damn it!\O light, return to Lumiaris' divine protection. Dispel!\I'm sorry, Mutsumi. response:	Ah!
context: One-on-one will be tough for them.\I need to help them out!\But how should I?\Merry!\Damn it!\O light, return to Lumiaris' divine protection. Dispel!\I'm sorry, Mutsumi.\Ah! response:	Haru-kun?
context: I need to help them out!\But how should I?\Merry!\Damn it!\O light, return to Lumiaris' divine protection. Dispel!\I'm sorry, Mutsumi.\Ah!\Haru-kun? response:	Yume, help Moguzo.
context: But how should I?\Merry!\Damn it!\O light, return to Lumiaris' divine protection. Dispel!\I'm sorry, Mutsumi.\Ah!\Haru-kun?\Yume, help Moguzo. response:	I'll back up Ranta.
context: Merry!\Damn it!\O light, return to Lumiaris' divine protection. Dispel!\I'm sorry, Mutsumi.\Ah!\Haru-kun?\Yume, help Moguzo.\I'll back up Ranta. response:	Okay.
context: Damn it!\O light, return to Lumiaris' divine protection. Dispel!\I'm sorry, Mutsumi.\Ah!\Haru-kun?\Yume, help Moguzo.\I'll back up Ranta.\Okay. response:	This guy won't quit!
context: O light, return to Lumiaris' divine protection. Dispel!\I'm sorry, Mutsumi.\Ah!\Haru-kun?\Yume, help Moguzo.\I'll back up Ranta.\Okay.\This guy won't quit! response:	Ranta!
context: I'm sorry, Mutsumi.\Ah!\Haru-kun?\Yume, help Moguzo.\I'll back up Ranta.\Okay.\This guy won't quit!\Ranta! response:	Gotcha!
context: Ah!\Haru-kun?\Yume, help Moguzo.\I'll back up Ranta.\Okay.\This guy won't quit!\Ranta!\Gotcha! response:	It's times like these when Ranta is actually perceptive.
context: Haru-kun?\Yume, help Moguzo.\I'll back up Ranta.\Okay.\This guy won't quit!\Ranta!\Gotcha!\It's times like these when Ranta is actually perceptive. response:	That was close.
context: Yume, help Moguzo.\I'll back up Ranta.\Okay.\This guy won't quit!\Ranta!\Gotcha!\It's times like these when Ranta is actually perceptive.\That was close. response:	He's changed the angles of his attacks.
context: I'll back up Ranta.\Okay.\This guy won't quit!\Ranta!\Gotcha!\It's times like these when Ranta is actually perceptive.\That was close.\He's changed the angles of his attacks. response:	He's strong.
context: Okay.\This guy won't quit!\Ranta!\Gotcha!\It's times like these when Ranta is actually perceptive.\That was close.\He's changed the angles of his attacks.\He's strong. response:	I'd lose against him one-on-one.
context: This guy won't quit!\Ranta!\Gotcha!\It's times like these when Ranta is actually perceptive.\That was close.\He's changed the angles of his attacks.\He's strong.\I'd lose against him one-on-one. response:	But...
context: Ranta!\Gotcha!\It's times like these when Ranta is actually perceptive.\That was close.\He's changed the angles of his attacks.\He's strong.\I'd lose against him one-on-one.\But... response:	O light, return to Lumiaris' divine protection. Dispel!
context: Gotcha!\It's times like these when Ranta is actually perceptive.\That was close.\He's changed the angles of his attacks.\He's strong.\I'd lose against him one-on-one.\But...\O light, return to Lumiaris' divine protection. Dispel! response:	Og, I won't forget about you.
context: It's times like these when Ranta is actually perceptive.\That was close.\He's changed the angles of his attacks.\He's strong.\I'd lose against him one-on-one.\But...\O light, return to Lumiaris' divine protection. Dispel!\Og, I won't forget about you. response:	I'm impressed you knew what I was going to do.
context: That was close.\He's changed the angles of his attacks.\He's strong.\I'd lose against him one-on-one.\But...\O light, return to Lumiaris' divine protection. Dispel!\Og, I won't forget about you.\I'm impressed you knew what I was going to do. response:	We didn't plan it out or anything, either.
context: He's changed the angles of his attacks.\He's strong.\I'd lose against him one-on-one.\But...\O light, return to Lumiaris' divine protection. Dispel!\Og, I won't forget about you.\I'm impressed you knew what I was going to do.\We didn't plan it out or anything, either. response:	Are you stupid?
context: He's strong.\I'd lose against him one-on-one.\But...\O light, return to Lumiaris' divine protection. Dispel!\Og, I won't forget about you.\I'm impressed you knew what I was going to do.\We didn't plan it out or anything, either.\Are you stupid? response:	Huh?
context: I'd lose against him one-on-one.\But...\O light, return to Lumiaris' divine protection. Dispel!\Og, I won't forget about you.\I'm impressed you knew what I was going to do.\We didn't plan it out or anything, either.\Are you stupid?\Huh? response:	If it works out, anything's fine.
context: But...\O light, return to Lumiaris' divine protection. Dispel!\Og, I won't forget about you.\I'm impressed you knew what I was going to do.\We didn't plan it out or anything, either.\Are you stupid?\Huh?\If it works out, anything's fine. response:	It's common sense.
context: O light, return to Lumiaris' divine protection. Dispel!\Og, I won't forget about you.\I'm impressed you knew what I was going to do.\We didn't plan it out or anything, either.\Are you stupid?\Huh?\If it works out, anything's fine.\It's common sense. response:	It's common sense only for you.
context: Og, I won't forget about you.\I'm impressed you knew what I was going to do.\We didn't plan it out or anything, either.\Are you stupid?\Huh?\If it works out, anything's fine.\It's common sense.\It's common sense only for you. response:	You're so nitpicky, Haruhiro.
context: I'm impressed you knew what I was going to do.\We didn't plan it out or anything, either.\Are you stupid?\Huh?\If it works out, anything's fine.\It's common sense.\It's common sense only for you.\You're so nitpicky, Haruhiro. response:	You're an idiot, so you can't help overthinking things and making them more complicated.
context: We didn't plan it out or anything, either.\Are you stupid?\Huh?\If it works out, anything's fine.\It's common sense.\It's common sense only for you.\You're so nitpicky, Haruhiro.\You're an idiot, so you can't help overthinking things and making them more complicated. response:	Right?
context: Are you stupid?\Huh?\If it works out, anything's fine.\It's common sense.\It's common sense only for you.\You're so nitpicky, Haruhiro.\You're an idiot, so you can't help overthinking things and making them more complicated.\Right? response:	You're not Manato.
context: Huh?\If it works out, anything's fine.\It's common sense.\It's common sense only for you.\You're so nitpicky, Haruhiro.\You're an idiot, so you can't help overthinking things and making them more complicated.\Right?\You're not Manato. response:	Moguzo!
context: If it works out, anything's fine.\It's common sense.\It's common sense only for you.\You're so nitpicky, Haruhiro.\You're an idiot, so you can't help overthinking things and making them more complicated.\Right?\You're not Manato.\Moguzo! response:	Haruhiro-kun!
context: It's common sense.\It's common sense only for you.\You're so nitpicky, Haruhiro.\You're an idiot, so you can't help overthinking things and making them more complicated.\Right?\You're not Manato.\Moguzo!\Haruhiro-kun! response:	That's right.
context: It's common sense only for you.\You're so nitpicky, Haruhiro.\You're an idiot, so you can't help overthinking things and making them more complicated.\Right?\You're not Manato.\Moguzo!\Haruhiro-kun!\That's right. response:	Right now...
context: You're so nitpicky, Haruhiro.\You're an idiot, so you can't help overthinking things and making them more complicated.\Right?\You're not Manato.\Moguzo!\Haruhiro-kun!\That's right.\Right now... response:	Aim carefully and try not to hit Moguzo!
context: You're an idiot, so you can't help overthinking things and making them more complicated.\Right?\You're not Manato.\Moguzo!\Haruhiro-kun!\That's right.\Right now...\Aim carefully and try not to hit Moguzo! response:	Here I come!
context: Right?\You're not Manato.\Moguzo!\Haruhiro-kun!\That's right.\Right now...\Aim carefully and try not to hit Moguzo!\Here I come! response:	Exhaust!
context: You're not Manato.\Moguzo!\Haruhiro-kun!\That's right.\Right now...\Aim carefully and try not to hit Moguzo!\Here I come!\Exhaust! response:	O light, return to Lumiaris' divine protection...
context: Moguzo!\Haruhiro-kun!\That's right.\Right now...\Aim carefully and try not to hit Moguzo!\Here I come!\Exhaust!\O light, return to Lumiaris' divine protection... response:	Goodbye...
context: Haruhiro-kun!\That's right.\Right now...\Aim carefully and try not to hit Moguzo!\Here I come!\Exhaust!\O light, return to Lumiaris' divine protection...\Goodbye... response:	Michiki...
context: That's right.\Right now...\Aim carefully and try not to hit Moguzo!\Here I come!\Exhaust!\O light, return to Lumiaris' divine protection...\Goodbye...\Michiki... response:	Ash.
context: Right now...\Aim carefully and try not to hit Moguzo!\Here I come!\Exhaust!\O light, return to Lumiaris' divine protection...\Goodbye...\Michiki...\Ash. response:	Of Michiki-san... Og-san... Mutsumi-san, and all their equipment...
context: Aim carefully and try not to hit Moguzo!\Here I come!\Exhaust!\O light, return to Lumiaris' divine protection...\Goodbye...\Michiki...\Ash.\Of Michiki-san... Og-san... Mutsumi-san, and all their equipment... response:	Ash...
context: Here I come!\Exhaust!\O light, return to Lumiaris' divine protection...\Goodbye...\Michiki...\Ash.\Of Michiki-san... Og-san... Mutsumi-san, and all their equipment...\Ash... response:	Only ash remained on the ground.
context: Exhaust!\O light, return to Lumiaris' divine protection...\Goodbye...\Michiki...\Ash.\Of Michiki-san... Og-san... Mutsumi-san, and all their equipment...\Ash...\Only ash remained on the ground. response:	While they were alive, they felt and thought about things.
context: O light, return to Lumiaris' divine protection...\Goodbye...\Michiki...\Ash.\Of Michiki-san... Og-san... Mutsumi-san, and all their equipment...\Ash...\Only ash remained on the ground.\While they were alive, they felt and thought about things. response:	About happy things, things they didn't like, things they wanted to forget, and things they wanted to remember.
context: Goodbye...\Michiki...\Ash.\Of Michiki-san... Og-san... Mutsumi-san, and all their equipment...\Ash...\Only ash remained on the ground.\While they were alive, they felt and thought about things.\About happy things, things they didn't like, things they wanted to forget, and things they wanted to remember. response:	But they've died and become ash.
context: Michiki...\Ash.\Of Michiki-san... Og-san... Mutsumi-san, and all their equipment...\Ash...\Only ash remained on the ground.\While they were alive, they felt and thought about things.\About happy things, things they didn't like, things they wanted to forget, and things they wanted to remember.\But they've died and become ash. response:	It was the same for Manato, too.
context: Ash.\Of Michiki-san... Og-san... Mutsumi-san, and all their equipment...\Ash...\Only ash remained on the ground.\While they were alive, they felt and thought about things.\About happy things, things they didn't like, things they wanted to forget, and things they wanted to remember.\But they've died and become ash.\It was the same for Manato, too. response:	It's the same for all of us.
context: Of Michiki-san... Og-san... Mutsumi-san, and all their equipment...\Ash...\Only ash remained on the ground.\While they were alive, they felt and thought about things.\About happy things, things they didn't like, things they wanted to forget, and things they wanted to remember.\But they've died and become ash.\It was the same for Manato, too.\It's the same for all of us. response:	I was finally able to do what I needed to do...
context: Ash...\Only ash remained on the ground.\While they were alive, they felt and thought about things.\About happy things, things they didn't like, things they wanted to forget, and things they wanted to remember.\But they've died and become ash.\It was the same for Manato, too.\It's the same for all of us.\I was finally able to do what I needed to do... response:	Thanks.
context: Only ash remained on the ground.\While they were alive, they felt and thought about things.\About happy things, things they didn't like, things they wanted to forget, and things they wanted to remember.\But they've died and become ash.\It was the same for Manato, too.\It's the same for all of us.\I was finally able to do what I needed to do...\Thanks. response:	They were strong.
context: While they were alive, they felt and thought about things.\About happy things, things they didn't like, things they wanted to forget, and things they wanted to remember.\But they've died and become ash.\It was the same for Manato, too.\It's the same for all of us.\I was finally able to do what I needed to do...\Thanks.\They were strong. response:	Michiki-san was strong.
context: About happy things, things they didn't like, things they wanted to forget, and things they wanted to remember.\But they've died and become ash.\It was the same for Manato, too.\It's the same for all of us.\I was finally able to do what I needed to do...\Thanks.\They were strong.\Michiki-san was strong. response:	I need to get stronger.
context: But they've died and become ash.\It was the same for Manato, too.\It's the same for all of us.\I was finally able to do what I needed to do...\Thanks.\They were strong.\Michiki-san was strong.\I need to get stronger. response:	I want to have more attack power.
context: It was the same for Manato, too.\It's the same for all of us.\I was finally able to do what I needed to do...\Thanks.\They were strong.\Michiki-san was strong.\I need to get stronger.\I want to have more attack power. response:	I want to learn new spells, too.
context: It's the same for all of us.\I was finally able to do what I needed to do...\Thanks.\They were strong.\Michiki-san was strong.\I need to get stronger.\I want to have more attack power.\I want to learn new spells, too. response:	I have to.
context: I was finally able to do what I needed to do...\Thanks.\They were strong.\Michiki-san was strong.\I need to get stronger.\I want to have more attack power.\I want to learn new spells, too.\I have to. response:	And for me, you know what?
context: Thanks.\They were strong.\Michiki-san was strong.\I need to get stronger.\I want to have more attack power.\I want to learn new spells, too.\I have to.\And for me, you know what? response:	I need to create an original finishing move that's just for me.
context: They were strong.\Michiki-san was strong.\I need to get stronger.\I want to have more attack power.\I want to learn new spells, too.\I have to.\And for me, you know what?\I need to create an original finishing move that's just for me. response:	He's saying stupid things again.
context: Michiki-san was strong.\I need to get stronger.\I want to have more attack power.\I want to learn new spells, too.\I have to.\And for me, you know what?\I need to create an original finishing move that's just for me.\He's saying stupid things again. response:	I want to get a wolfdog.
context: I need to get stronger.\I want to have more attack power.\I want to learn new spells, too.\I have to.\And for me, you know what?\I need to create an original finishing move that's just for me.\He's saying stupid things again.\I want to get a wolfdog. response:	I can get one for one gold.
context: I want to have more attack power.\I want to learn new spells, too.\I have to.\And for me, you know what?\I need to create an original finishing move that's just for me.\He's saying stupid things again.\I want to get a wolfdog.\I can get one for one gold. response:	But it takes time for them to grow up big, you know...
context: I want to learn new spells, too.\I have to.\And for me, you know what?\I need to create an original finishing move that's just for me.\He's saying stupid things again.\I want to get a wolfdog.\I can get one for one gold.\But it takes time for them to grow up big, you know... response:	What are you going to do with it until it grows up?
context: I have to.\And for me, you know what?\I need to create an original finishing move that's just for me.\He's saying stupid things again.\I want to get a wolfdog.\I can get one for one gold.\But it takes time for them to grow up big, you know...\What are you going to do with it until it grows up? response:	Maybe I'll keep it in a pocket and walk around with it there...
context: And for me, you know what?\I need to create an original finishing move that's just for me.\He's saying stupid things again.\I want to get a wolfdog.\I can get one for one gold.\But it takes time for them to grow up big, you know...\What are you going to do with it until it grows up?\Maybe I'll keep it in a pocket and walk around with it there... response:	It won't bond with you unless you spend time with it...
context: I need to create an original finishing move that's just for me.\He's saying stupid things again.\I want to get a wolfdog.\I can get one for one gold.\But it takes time for them to grow up big, you know...\What are you going to do with it until it grows up?\Maybe I'll keep it in a pocket and walk around with it there...\It won't bond with you unless you spend time with it... response:	Would it fit in a pocket?
context: He's saying stupid things again.\I want to get a wolfdog.\I can get one for one gold.\But it takes time for them to grow up big, you know...\What are you going to do with it until it grows up?\Maybe I'll keep it in a pocket and walk around with it there...\It won't bond with you unless you spend time with it...\Would it fit in a pocket? response:	Hm, I don't know...
context: I want to get a wolfdog.\I can get one for one gold.\But it takes time for them to grow up big, you know...\What are you going to do with it until it grows up?\Maybe I'll keep it in a pocket and walk around with it there...\It won't bond with you unless you spend time with it...\Would it fit in a pocket?\Hm, I don't know... response:	Maybe that wouldn't work...
context: I can get one for one gold.\But it takes time for them to grow up big, you know...\What are you going to do with it until it grows up?\Maybe I'll keep it in a pocket and walk around with it there...\It won't bond with you unless you spend time with it...\Would it fit in a pocket?\Hm, I don't know...\Maybe that wouldn't work... response:	What about me?
context: But it takes time for them to grow up big, you know...\What are you going to do with it until it grows up?\Maybe I'll keep it in a pocket and walk around with it there...\It won't bond with you unless you spend time with it...\Would it fit in a pocket?\Hm, I don't know...\Maybe that wouldn't work...\What about me? response:	I do want to get stronger...
context: What are you going to do with it until it grows up?\Maybe I'll keep it in a pocket and walk around with it there...\It won't bond with you unless you spend time with it...\Would it fit in a pocket?\Hm, I don't know...\Maybe that wouldn't work...\What about me?\I do want to get stronger... response:	These plain jobs are what I'm best at.
context: Maybe I'll keep it in a pocket and walk around with it there...\It won't bond with you unless you spend time with it...\Would it fit in a pocket?\Hm, I don't know...\Maybe that wouldn't work...\What about me?\I do want to get stronger...\These plain jobs are what I'm best at. response:	It's been a tiring day.
context: It won't bond with you unless you spend time with it...\Would it fit in a pocket?\Hm, I don't know...\Maybe that wouldn't work...\What about me?\I do want to get stronger...\These plain jobs are what I'm best at.\It's been a tiring day. response:	Yeah, I want to hurry up and get home, so I can take a bath.
context: Would it fit in a pocket?\Hm, I don't know...\Maybe that wouldn't work...\What about me?\I do want to get stronger...\These plain jobs are what I'm best at.\It's been a tiring day.\Yeah, I want to hurry up and get home, so I can take a bath. response:	Wh-What?
context: Hm, I don't know...\Maybe that wouldn't work...\What about me?\I do want to get stronger...\These plain jobs are what I'm best at.\It's been a tiring day.\Yeah, I want to hurry up and get home, so I can take a bath.\Wh-What? response:	I-I haven't even said anything!
context: Maybe that wouldn't work...\What about me?\I do want to get stronger...\These plain jobs are what I'm best at.\It's been a tiring day.\Yeah, I want to hurry up and get home, so I can take a bath.\Wh-What?\I-I haven't even said anything! response:	What?!
context: What about me?\I do want to get stronger...\These plain jobs are what I'm best at.\It's been a tiring day.\Yeah, I want to hurry up and get home, so I can take a bath.\Wh-What?\I-I haven't even said anything!\What?! response:	H-He's here!
context: I do want to get stronger...\These plain jobs are what I'm best at.\It's been a tiring day.\Yeah, I want to hurry up and get home, so I can take a bath.\Wh-What?\I-I haven't even said anything!\What?!\H-He's here! response:	Death Spots!
context: These plain jobs are what I'm best at.\It's been a tiring day.\Yeah, I want to hurry up and get home, so I can take a bath.\Wh-What?\I-I haven't even said anything!\What?!\H-He's here!\Death Spots! response:	Huh?
context: It's been a tiring day.\Yeah, I want to hurry up and get home, so I can take a bath.\Wh-What?\I-I haven't even said anything!\What?!\H-He's here!\Death Spots!\Huh? response:	Oh no!
context: Yeah, I want to hurry up and get home, so I can take a bath.\Wh-What?\I-I haven't even said anything!\What?!\H-He's here!\Death Spots!\Huh?\Oh no! response:	No way...
context: Wh-What?\I-I haven't even said anything!\What?!\H-He's here!\Death Spots!\Huh?\Oh no!\No way... response:	Run, everybody!
context: I-I haven't even said anything!\What?!\H-He's here!\Death Spots!\Huh?\Oh no!\No way...\Run, everybody! response:	Look ahead! Ahead!
context: What?!\H-He's here!\Death Spots!\Huh?\Oh no!\No way...\Run, everybody!\Look ahead! Ahead! response:	Run!
context: H-He's here!\Death Spots!\Huh?\Oh no!\No way...\Run, everybody!\Look ahead! Ahead!\Run! response:	Moguzo! War Cry!
context: Death Spots!\Huh?\Oh no!\No way...\Run, everybody!\Look ahead! Ahead!\Run!\Moguzo! War Cry! response:	Moguzo!
context: Huh?\Oh no!\No way...\Run, everybody!\Look ahead! Ahead!\Run!\Moguzo! War Cry!\Moguzo! response:	I I can't do it again right away!
context: Oh no!\No way...\Run, everybody!\Look ahead! Ahead!\Run!\Moguzo! War Cry!\Moguzo!\I I can't do it again right away! response:	Shihoru!
context: No way...\Run, everybody!\Look ahead! Ahead!\Run!\Moguzo! War Cry!\Moguzo!\I I can't do it again right away!\Shihoru! response:	Ranta, I'll leave them to you!
context: Run, everybody!\Look ahead! Ahead!\Run!\Moguzo! War Cry!\Moguzo!\I I can't do it again right away!\Shihoru!\Ranta, I'll leave them to you! response:	I know it myself!
context: Look ahead! Ahead!\Run!\Moguzo! War Cry!\Moguzo!\I I can't do it again right away!\Shihoru!\Ranta, I'll leave them to you!\I know it myself! response:	There!
context: Run!\Moguzo! War Cry!\Moguzo!\I I can't do it again right away!\Shihoru!\Ranta, I'll leave them to you!\I know it myself!\There! response:	To the left!
context: Moguzo! War Cry!\Moguzo!\I I can't do it again right away!\Shihoru!\Ranta, I'll leave them to you!\I know it myself!\There!\To the left! response:	It's a shortcut!
context: Moguzo!\I I can't do it again right away!\Shihoru!\Ranta, I'll leave them to you!\I know it myself!\There!\To the left!\It's a shortcut! response:	Th-Thanks.
context: I I can't do it again right away!\Shihoru!\Ranta, I'll leave them to you!\I know it myself!\There!\To the left!\It's a shortcut!\Th-Thanks. response:	Hey!
context: Shihoru!\Ranta, I'll leave them to you!\I know it myself!\There!\To the left!\It's a shortcut!\Th-Thanks.\Hey! response:	Over here, quick!
context: Ranta, I'll leave them to you!\I know it myself!\There!\To the left!\It's a shortcut!\Th-Thanks.\Hey!\Over here, quick! response:	More and more are coming!
context: I know it myself!\There!\To the left!\It's a shortcut!\Th-Thanks.\Hey!\Over here, quick!\More and more are coming! response:	Enough.
context: There!\To the left!\It's a shortcut!\Th-Thanks.\Hey!\Over here, quick!\More and more are coming!\Enough. response:	Get up there, too!
context: To the left!\It's a shortcut!\Th-Thanks.\Hey!\Over here, quick!\More and more are coming!\Enough.\Get up there, too! response:	Okay.
context: It's a shortcut!\Th-Thanks.\Hey!\Over here, quick!\More and more are coming!\Enough.\Get up there, too!\Okay. response:	H-He's scary.
context: Th-Thanks.\Hey!\Over here, quick!\More and more are coming!\Enough.\Get up there, too!\Okay.\H-He's scary. response:	That guy is too much!
context: Hey!\Over here, quick!\More and more are coming!\Enough.\Get up there, too!\Okay.\H-He's scary.\That guy is too much! response:	Haru-kun!
context: Over here, quick!\More and more are coming!\Enough.\Get up there, too!\Okay.\H-He's scary.\That guy is too much!\Haru-kun! response:	Haru!
context: More and more are coming!\Enough.\Get up there, too!\Okay.\H-He's scary.\That guy is too much!\Haru-kun!\Haru! response:	Go first!
context: Enough.\Get up there, too!\Okay.\H-He's scary.\That guy is too much!\Haru-kun!\Haru!\Go first! response:	Haruhiro, climb up.
context: Get up there, too!\Okay.\H-He's scary.\That guy is too much!\Haru-kun!\Haru!\Go first!\Haruhiro, climb up. response:	Huh?
context: Okay.\H-He's scary.\That guy is too much!\Haru-kun!\Haru!\Go first!\Haruhiro, climb up.\Huh? response:	Hurry up!
context: H-He's scary.\That guy is too much!\Haru-kun!\Haru!\Go first!\Haruhiro, climb up.\Huh?\Hurry up! response:	If you die... you know... it's too troublesome, idiot!
context: That guy is too much!\Haru-kun!\Haru!\Go first!\Haruhiro, climb up.\Huh?\Hurry up!\If you die... you know... it's too troublesome, idiot! response:	Ranta!
context: Haru-kun!\Haru!\Go first!\Haruhiro, climb up.\Huh?\Hurry up!\If you die... you know... it's too troublesome, idiot!\Ranta! response:	Ranta!
context: Haru!\Go first!\Haruhiro, climb up.\Huh?\Hurry up!\If you die... you know... it's too troublesome, idiot!\Ranta!\Ranta! response:	Ranta!
context: Go first!\Haruhiro, climb up.\Huh?\Hurry up!\If you die... you know... it's too troublesome, idiot!\Ranta!\Ranta!\Ranta! response:	Go, Harkiro
context: Haruhiro, climb up.\Huh?\Hurry up!\If you die... you know... it's too troublesome, idiot!\Ranta!\Ranta!\Ranta!\Go, Harkiro response:	What are you saying?!
context: Huh?\Hurry up!\If you die... you know... it's too troublesome, idiot!\Ranta!\Ranta!\Ranta!\Go, Harkiro\What are you saying?! response:	Go!
context: Hurry up!\If you die... you know... it's too troublesome, idiot!\Ranta!\Ranta!\Ranta!\Go, Harkiro\What are you saying?!\Go! response:	Aren't you our leader?!
