context: That's hot! Ouchie! response:	Calm down Menma.
context: Is Menma here?\She doesn't want to be locked up inside so she's been following me everywhere.\Yeah. I want to try my best together with everyone.\Yeah, yeah.\She says she wants to be together with everyone.\Is Menma's hair still long?\Yukiatsu.\Yeah. Actually she's grown like the rest of us. response:	She's grown?
context: She doesn't want to be locked up inside so she's been following me everywhere.\Yeah. I want to try my best together with everyone.\Yeah, yeah.\She says she wants to be together with everyone.\Is Menma's hair still long?\Yukiatsu.\Yeah. Actually she's grown like the rest of us.\She's grown? response:	I know right? I wonder why that is.
context: Yeah. I want to try my best together with everyone.\Yeah, yeah.\She says she wants to be together with everyone.\Is Menma's hair still long?\Yukiatsu.\Yeah. Actually she's grown like the rest of us.\She's grown?\I know right? I wonder why that is. response:	Is she hot?
context: Yeah, yeah.\She says she wants to be together with everyone.\Is Menma's hair still long?\Yukiatsu.\Yeah. Actually she's grown like the rest of us.\She's grown?\I know right? I wonder why that is.\Is she hot? response:	Where did that come from?
context: She says she wants to be together with everyone.\Is Menma's hair still long?\Yukiatsu.\Yeah. Actually she's grown like the rest of us.\She's grown?\I know right? I wonder why that is.\Is she hot?\Where did that come from? response:	Wh.. Who'd like an ugly girl like...
context: Is Menma's hair still long?\Yukiatsu.\Yeah. Actually she's grown like the rest of us.\She's grown?\I know right? I wonder why that is.\Is she hot?\Where did that come from?\Wh.. Who'd like an ugly girl like... response:	You know, so-so, sort of kind of hot... or rather, cute.
context: Yukiatsu.\Yeah. Actually she's grown like the rest of us.\She's grown?\I know right? I wonder why that is.\Is she hot?\Where did that come from?\Wh.. Who'd like an ugly girl like...\You know, so-so, sort of kind of hot... or rather, cute. response:	What do you mean so-so?
context: Yeah. Actually she's grown like the rest of us.\She's grown?\I know right? I wonder why that is.\Is she hot?\Where did that come from?\Wh.. Who'd like an ugly girl like...\You know, so-so, sort of kind of hot... or rather, cute.\What do you mean so-so? response:	Leave me alone!
context: She's grown?\I know right? I wonder why that is.\Is she hot?\Where did that come from?\Wh.. Who'd like an ugly girl like...\You know, so-so, sort of kind of hot... or rather, cute.\What do you mean so-so?\Leave me alone! response:	You dumb dummy!
context: I know right? I wonder why that is.\Is she hot?\Where did that come from?\Wh.. Who'd like an ugly girl like...\You know, so-so, sort of kind of hot... or rather, cute.\What do you mean so-so?\Leave me alone!\You dumb dummy! response:	Shut up stupid!
context: Is she hot?\Where did that come from?\Wh.. Who'd like an ugly girl like...\You know, so-so, sort of kind of hot... or rather, cute.\What do you mean so-so?\Leave me alone!\You dumb dummy!\Shut up stupid! response:	You idiot! You eggplant!
context: Where did that come from?\Wh.. Who'd like an ugly girl like...\You know, so-so, sort of kind of hot... or rather, cute.\What do you mean so-so?\Leave me alone!\You dumb dummy!\Shut up stupid!\You idiot! You eggplant! response:	So-so is all you are!
context: Wh.. Who'd like an ugly girl like...\You know, so-so, sort of kind of hot... or rather, cute.\What do you mean so-so?\Leave me alone!\You dumb dummy!\Shut up stupid!\You idiot! You eggplant!\So-so is all you are! response:	It's like a one-man theatre.
context: You know, so-so, sort of kind of hot... or rather, cute.\What do you mean so-so?\Leave me alone!\You dumb dummy!\Shut up stupid!\You idiot! You eggplant!\So-so is all you are!\It's like a one-man theatre. response:	But it's not like that. After all...
context: What do you mean so-so?\Leave me alone!\You dumb dummy!\Shut up stupid!\You idiot! You eggplant!\So-so is all you are!\It's like a one-man theatre.\But it's not like that. After all... response:	Yukiatsu has snapped.
context: Leave me alone!\You dumb dummy!\Shut up stupid!\You idiot! You eggplant!\So-so is all you are!\It's like a one-man theatre.\But it's not like that. After all...\Yukiatsu has snapped. response:	Really?
context: You dumb dummy!\Shut up stupid!\You idiot! You eggplant!\So-so is all you are!\It's like a one-man theatre.\But it's not like that. After all...\Yukiatsu has snapped.\Really? response:	Yeah. I'll let you make them.
context: Shut up stupid!\You idiot! You eggplant!\So-so is all you are!\It's like a one-man theatre.\But it's not like that. After all...\Yukiatsu has snapped.\Really?\Yeah. I'll let you make them. response:	Awesome!
context: You idiot! You eggplant!\So-so is all you are!\It's like a one-man theatre.\But it's not like that. After all...\Yukiatsu has snapped.\Really?\Yeah. I'll let you make them.\Awesome! response:	Fireworks! Fireworks!
context: So-so is all you are!\It's like a one-man theatre.\But it's not like that. After all...\Yukiatsu has snapped.\Really?\Yeah. I'll let you make them.\Awesome!\Fireworks! Fireworks! response:	We did it, we did it, we did it!
context: It's like a one-man theatre.\But it's not like that. After all...\Yukiatsu has snapped.\Really?\Yeah. I'll let you make them.\Awesome!\Fireworks! Fireworks!\We did it, we did it, we did it! response:	I can't let you handle the combustible materials,
context: But it's not like that. After all...\Yukiatsu has snapped.\Really?\Yeah. I'll let you make them.\Awesome!\Fireworks! Fireworks!\We did it, we did it, we did it!\I can't let you handle the combustible materials, response:	but do you want to help out with the simple stuff?
context: Yukiatsu has snapped.\Really?\Yeah. I'll let you make them.\Awesome!\Fireworks! Fireworks!\We did it, we did it, we did it!\I can't let you handle the combustible materials,\but do you want to help out with the simple stuff? response:	Yes!
context: Really?\Yeah. I'll let you make them.\Awesome!\Fireworks! Fireworks!\We did it, we did it, we did it!\I can't let you handle the combustible materials,\but do you want to help out with the simple stuff?\Yes! response:	We did it Jintan! We did it!
context: Yeah. I'll let you make them.\Awesome!\Fireworks! Fireworks!\We did it, we did it, we did it!\I can't let you handle the combustible materials,\but do you want to help out with the simple stuff?\Yes!\We did it Jintan! We did it! response:	Please let us help out sir.
context: Awesome!\Fireworks! Fireworks!\We did it, we did it, we did it!\I can't let you handle the combustible materials,\but do you want to help out with the simple stuff?\Yes!\We did it Jintan! We did it!\Please let us help out sir. response:	You got it.
context: Fireworks! Fireworks!\We did it, we did it, we did it!\I can't let you handle the combustible materials,\but do you want to help out with the simple stuff?\Yes!\We did it Jintan! We did it!\Please let us help out sir.\You got it. response:	Please.
context: We did it, we did it, we did it!\I can't let you handle the combustible materials,\but do you want to help out with the simple stuff?\Yes!\We did it Jintan! We did it!\Please let us help out sir.\You got it.\Please. response:	That was scary.
context: I can't let you handle the combustible materials,\but do you want to help out with the simple stuff?\Yes!\We did it Jintan! We did it!\Please let us help out sir.\You got it.\Please.\That was scary. response:	My bad.
context: but do you want to help out with the simple stuff?\Yes!\We did it Jintan! We did it!\Please let us help out sir.\You got it.\Please.\That was scary.\My bad. response:	So this thing comes out of the bamboo shoot right?
context: Yes!\We did it Jintan! We did it!\Please let us help out sir.\You got it.\Please.\That was scary.\My bad.\So this thing comes out of the bamboo shoot right? response:	I think it would be cute with more red.
context: We did it Jintan! We did it!\Please let us help out sir.\You got it.\Please.\That was scary.\My bad.\So this thing comes out of the bamboo shoot right?\I think it would be cute with more red. response:	Cute? I honestly didn't think you had that side to you...
context: Please let us help out sir.\You got it.\Please.\That was scary.\My bad.\So this thing comes out of the bamboo shoot right?\I think it would be cute with more red.\Cute? I honestly didn't think you had that side to you... response:	And this is where you ignite it.
context: You got it.\Please.\That was scary.\My bad.\So this thing comes out of the bamboo shoot right?\I think it would be cute with more red.\Cute? I honestly didn't think you had that side to you...\And this is where you ignite it. response:	I see. So how about this here?
context: Please.\That was scary.\My bad.\So this thing comes out of the bamboo shoot right?\I think it would be cute with more red.\Cute? I honestly didn't think you had that side to you...\And this is where you ignite it.\I see. So how about this here? response:	That's just a decoration.
context: That was scary.\My bad.\So this thing comes out of the bamboo shoot right?\I think it would be cute with more red.\Cute? I honestly didn't think you had that side to you...\And this is where you ignite it.\I see. So how about this here?\That's just a decoration. response:	It makes it easier to carry when you take it to the launch pad.
context: My bad.\So this thing comes out of the bamboo shoot right?\I think it would be cute with more red.\Cute? I honestly didn't think you had that side to you...\And this is where you ignite it.\I see. So how about this here?\That's just a decoration.\It makes it easier to carry when you take it to the launch pad. response:	That's super-awesomely awesome!
context: So this thing comes out of the bamboo shoot right?\I think it would be cute with more red.\Cute? I honestly didn't think you had that side to you...\And this is where you ignite it.\I see. So how about this here?\That's just a decoration.\It makes it easier to carry when you take it to the launch pad.\That's super-awesomely awesome! response:	And this is the same thing.
context: I think it would be cute with more red.\Cute? I honestly didn't think you had that side to you...\And this is where you ignite it.\I see. So how about this here?\That's just a decoration.\It makes it easier to carry when you take it to the launch pad.\That's super-awesomely awesome!\And this is the same thing. response:	Super-awesome!
context: Cute? I honestly didn't think you had that side to you...\And this is where you ignite it.\I see. So how about this here?\That's just a decoration.\It makes it easier to carry when you take it to the launch pad.\That's super-awesomely awesome!\And this is the same thing.\Super-awesome! response:	Hey Jintan...
context: And this is where you ignite it.\I see. So how about this here?\That's just a decoration.\It makes it easier to carry when you take it to the launch pad.\That's super-awesomely awesome!\And this is the same thing.\Super-awesome!\Hey Jintan... response:	Be careful Menma!
context: I see. So how about this here?\That's just a decoration.\It makes it easier to carry when you take it to the launch pad.\That's super-awesomely awesome!\And this is the same thing.\Super-awesome!\Hey Jintan...\Be careful Menma! response:	Don't let go of that Jintan.
context: That's just a decoration.\It makes it easier to carry when you take it to the launch pad.\That's super-awesomely awesome!\And this is the same thing.\Super-awesome!\Hey Jintan...\Be careful Menma!\Don't let go of that Jintan. response:	Menma.
context: It makes it easier to carry when you take it to the launch pad.\That's super-awesomely awesome!\And this is the same thing.\Super-awesome!\Hey Jintan...\Be careful Menma!\Don't let go of that Jintan.\Menma. response:	Are you done Poppo?
context: That's super-awesomely awesome!\And this is the same thing.\Super-awesome!\Hey Jintan...\Be careful Menma!\Don't let go of that Jintan.\Menma.\Are you done Poppo? response:	She just jumped onto your back.
context: And this is the same thing.\Super-awesome!\Hey Jintan...\Be careful Menma!\Don't let go of that Jintan.\Menma.\Are you done Poppo?\She just jumped onto your back. response:	Really?
context: Super-awesome!\Hey Jintan...\Be careful Menma!\Don't let go of that Jintan.\Menma.\Are you done Poppo?\She just jumped onto your back.\Really? response:	Give me a break Menma.
context: Hey Jintan...\Be careful Menma!\Don't let go of that Jintan.\Menma.\Are you done Poppo?\She just jumped onto your back.\Really?\Give me a break Menma. response:	Poppopopo Poppo!
context: Be careful Menma!\Don't let go of that Jintan.\Menma.\Are you done Poppo?\She just jumped onto your back.\Really?\Give me a break Menma.\Poppopopo Poppo! response:	Even though I can't see Menma, I can see.
context: Don't let go of that Jintan.\Menma.\Are you done Poppo?\She just jumped onto your back.\Really?\Give me a break Menma.\Poppopopo Poppo!\Even though I can't see Menma, I can see. response:	I can see it.
context: Menma.\Are you done Poppo?\She just jumped onto your back.\Really?\Give me a break Menma.\Poppopopo Poppo!\Even though I can't see Menma, I can see.\I can see it. response:	I can't measure up to her.
context: Are you done Poppo?\She just jumped onto your back.\Really?\Give me a break Menma.\Poppopopo Poppo!\Even though I can't see Menma, I can see.\I can see it.\I can't measure up to her. response:	Not back then.
context: She just jumped onto your back.\Really?\Give me a break Menma.\Poppopopo Poppo!\Even though I can't see Menma, I can see.\I can see it.\I can't measure up to her.\Not back then. response:	Not now.
context: Really?\Give me a break Menma.\Poppopopo Poppo!\Even though I can't see Menma, I can see.\I can see it.\I can't measure up to her.\Not back then.\Not now. response:	I can't measure up.
context: Give me a break Menma.\Poppopopo Poppo!\Even though I can't see Menma, I can see.\I can see it.\I can't measure up to her.\Not back then.\Not now.\I can't measure up. response:	What's wrong?
context: Poppopopo Poppo!\Even though I can't see Menma, I can see.\I can see it.\I can't measure up to her.\Not back then.\Not now.\I can't measure up.\What's wrong? response:	I'll go buy some juice or something.
context: Even though I can't see Menma, I can see.\I can see it.\I can't measure up to her.\Not back then.\Not now.\I can't measure up.\What's wrong?\I'll go buy some juice or something. response:	Yo.
context: I can see it.\I can't measure up to her.\Not back then.\Not now.\I can't measure up.\What's wrong?\I'll go buy some juice or something.\Yo. response:	You saved me there.
context: I can't measure up to her.\Not back then.\Not now.\I can't measure up.\What's wrong?\I'll go buy some juice or something.\Yo.\You saved me there. response:	You ran away. I was about to start screaming back there too.
context: Not back then.\Not now.\I can't measure up.\What's wrong?\I'll go buy some juice or something.\Yo.\You saved me there.\You ran away. I was about to start screaming back there too. response:	Yukiatsu.
context: Not now.\I can't measure up.\What's wrong?\I'll go buy some juice or something.\Yo.\You saved me there.\You ran away. I was about to start screaming back there too.\Yukiatsu. response:	Menma is here with us. I've accepted that.
context: I can't measure up.\What's wrong?\I'll go buy some juice or something.\Yo.\You saved me there.\You ran away. I was about to start screaming back there too.\Yukiatsu.\Menma is here with us. I've accepted that. response:	But I can't see her.
context: What's wrong?\I'll go buy some juice or something.\Yo.\You saved me there.\You ran away. I was about to start screaming back there too.\Yukiatsu.\Menma is here with us. I've accepted that.\But I can't see her. response:	Nor can I talk to her.
context: I'll go buy some juice or something.\Yo.\You saved me there.\You ran away. I was about to start screaming back there too.\Yukiatsu.\Menma is here with us. I've accepted that.\But I can't see her.\Nor can I talk to her. response:	I wanted to see her again. So why's it only Yadomi?
context: Yo.\You saved me there.\You ran away. I was about to start screaming back there too.\Yukiatsu.\Menma is here with us. I've accepted that.\But I can't see her.\Nor can I talk to her.\I wanted to see her again. So why's it only Yadomi? response:	It's all about Yadomi.
context: You saved me there.\You ran away. I was about to start screaming back there too.\Yukiatsu.\Menma is here with us. I've accepted that.\But I can't see her.\Nor can I talk to her.\I wanted to see her again. So why's it only Yadomi?\It's all about Yadomi. response:	And for Yadomi it's all about Menma.
context: You ran away. I was about to start screaming back there too.\Yukiatsu.\Menma is here with us. I've accepted that.\But I can't see her.\Nor can I talk to her.\I wanted to see her again. So why's it only Yadomi?\It's all about Yadomi.\And for Yadomi it's all about Menma. response:	Nothing's changed since then.
context: Yukiatsu.\Menma is here with us. I've accepted that.\But I can't see her.\Nor can I talk to her.\I wanted to see her again. So why's it only Yadomi?\It's all about Yadomi.\And for Yadomi it's all about Menma.\Nothing's changed since then. response:	Do you admit your defeat?
context: Menma is here with us. I've accepted that.\But I can't see her.\Nor can I talk to her.\I wanted to see her again. So why's it only Yadomi?\It's all about Yadomi.\And for Yadomi it's all about Menma.\Nothing's changed since then.\Do you admit your defeat? response:	You were about to say'Jintan' but immediately changed it to'Yadomi'.
context: But I can't see her.\Nor can I talk to her.\I wanted to see her again. So why's it only Yadomi?\It's all about Yadomi.\And for Yadomi it's all about Menma.\Nothing's changed since then.\Do you admit your defeat?\You were about to say'Jintan' but immediately changed it to'Yadomi'. response:	What's with you and acting like you can see right through people?
context: Nor can I talk to her.\I wanted to see her again. So why's it only Yadomi?\It's all about Yadomi.\And for Yadomi it's all about Menma.\Nothing's changed since then.\Do you admit your defeat?\You were about to say'Jintan' but immediately changed it to'Yadomi'.\What's with you and acting like you can see right through people? response:	You're the only one I can see through.
context: I wanted to see her again. So why's it only Yadomi?\It's all about Yadomi.\And for Yadomi it's all about Menma.\Nothing's changed since then.\Do you admit your defeat?\You were about to say'Jintan' but immediately changed it to'Yadomi'.\What's with you and acting like you can see right through people?\You're the only one I can see through. response:	Call it empathy between the like-minded.
context: It's all about Yadomi.\And for Yadomi it's all about Menma.\Nothing's changed since then.\Do you admit your defeat?\You were about to say'Jintan' but immediately changed it to'Yadomi'.\What's with you and acting like you can see right through people?\You're the only one I can see through.\Call it empathy between the like-minded. response:	I don't want to be compared to a freak like you.
context: And for Yadomi it's all about Menma.\Nothing's changed since then.\Do you admit your defeat?\You were about to say'Jintan' but immediately changed it to'Yadomi'.\What's with you and acting like you can see right through people?\You're the only one I can see through.\Call it empathy between the like-minded.\I don't want to be compared to a freak like you. response:	Hey, calm down.
context: Nothing's changed since then.\Do you admit your defeat?\You were about to say'Jintan' but immediately changed it to'Yadomi'.\What's with you and acting like you can see right through people?\You're the only one I can see through.\Call it empathy between the like-minded.\I don't want to be compared to a freak like you.\Hey, calm down. response:	I'm sorry.
context: Do you admit your defeat?\You were about to say'Jintan' but immediately changed it to'Yadomi'.\What's with you and acting like you can see right through people?\You're the only one I can see through.\Call it empathy between the like-minded.\I don't want to be compared to a freak like you.\Hey, calm down.\I'm sorry. response:	Yukiatsu.
context: You were about to say'Jintan' but immediately changed it to'Yadomi'.\What's with you and acting like you can see right through people?\You're the only one I can see through.\Call it empathy between the like-minded.\I don't want to be compared to a freak like you.\Hey, calm down.\I'm sorry.\Yukiatsu. response:	I said I was sorry.
context: What's with you and acting like you can see right through people?\You're the only one I can see through.\Call it empathy between the like-minded.\I don't want to be compared to a freak like you.\Hey, calm down.\I'm sorry.\Yukiatsu.\I said I was sorry. response:	I was actually pretty serious about what I said before.
context: You're the only one I can see through.\Call it empathy between the like-minded.\I don't want to be compared to a freak like you.\Hey, calm down.\I'm sorry.\Yukiatsu.\I said I was sorry.\I was actually pretty serious about what I said before. response:	What you said before?
context: Call it empathy between the like-minded.\I don't want to be compared to a freak like you.\Hey, calm down.\I'm sorry.\Yukiatsu.\I said I was sorry.\I was actually pretty serious about what I said before.\What you said before? response:	About us going out.
context: I don't want to be compared to a freak like you.\Hey, calm down.\I'm sorry.\Yukiatsu.\I said I was sorry.\I was actually pretty serious about what I said before.\What you said before?\About us going out. response:	You're really not used to guys are you.
context: Hey, calm down.\I'm sorry.\Yukiatsu.\I said I was sorry.\I was actually pretty serious about what I said before.\What you said before?\About us going out.\You're really not used to guys are you. response:	Don't pick on me!
context: I'm sorry.\Yukiatsu.\I said I was sorry.\I was actually pretty serious about what I said before.\What you said before?\About us going out.\You're really not used to guys are you.\Don't pick on me! response:	Nice kick.
context: Yukiatsu.\I said I was sorry.\I was actually pretty serious about what I said before.\What you said before?\About us going out.\You're really not used to guys are you.\Don't pick on me!\Nice kick. response:	What the hell do you mean'nice kick'?
context: I said I was sorry.\I was actually pretty serious about what I said before.\What you said before?\About us going out.\You're really not used to guys are you.\Don't pick on me!\Nice kick.\What the hell do you mean'nice kick'? response:	Stop laughing.
context: I was actually pretty serious about what I said before.\What you said before?\About us going out.\You're really not used to guys are you.\Don't pick on me!\Nice kick.\What the hell do you mean'nice kick'?\Stop laughing. response:	You really surprised me.
context: What you said before?\About us going out.\You're really not used to guys are you.\Don't pick on me!\Nice kick.\What the hell do you mean'nice kick'?\Stop laughing.\You really surprised me. response:	Is it really so surprising?
context: About us going out.\You're really not used to guys are you.\Don't pick on me!\Nice kick.\What the hell do you mean'nice kick'?\Stop laughing.\You really surprised me.\Is it really so surprising? response:	That's the spot.
context: You're really not used to guys are you.\Don't pick on me!\Nice kick.\What the hell do you mean'nice kick'?\Stop laughing.\You really surprised me.\Is it really so surprising?\That's the spot. response:	Alright, I'm all fired up.
context: Don't pick on me!\Nice kick.\What the hell do you mean'nice kick'?\Stop laughing.\You really surprised me.\Is it really so surprising?\That's the spot.\Alright, I'm all fired up. response:	Yeah.
context: Nice kick.\What the hell do you mean'nice kick'?\Stop laughing.\You really surprised me.\Is it really so surprising?\That's the spot.\Alright, I'm all fired up.\Yeah. response:	Hey Jintan.
context: What the hell do you mean'nice kick'?\Stop laughing.\You really surprised me.\Is it really so surprising?\That's the spot.\Alright, I'm all fired up.\Yeah.\Hey Jintan. response:	Anaru's stuffed animals aren't here.
context: Stop laughing.\You really surprised me.\Is it really so surprising?\That's the spot.\Alright, I'm all fired up.\Yeah.\Hey Jintan.\Anaru's stuffed animals aren't here. response:	Did Anaru go back home?
context: You really surprised me.\Is it really so surprising?\That's the spot.\Alright, I'm all fired up.\Yeah.\Hey Jintan.\Anaru's stuffed animals aren't here.\Did Anaru go back home? response:	Yeah, right out of the blue.
context: Is it really so surprising?\That's the spot.\Alright, I'm all fired up.\Yeah.\Hey Jintan.\Anaru's stuffed animals aren't here.\Did Anaru go back home?\Yeah, right out of the blue. response:	She's a stray little kitten, that one.
context: That's the spot.\Alright, I'm all fired up.\Yeah.\Hey Jintan.\Anaru's stuffed animals aren't here.\Did Anaru go back home?\Yeah, right out of the blue.\She's a stray little kitten, that one. response:	Say that Menma really is at your house, if you grant her wish, won't she disappear?
context: Alright, I'm all fired up.\Yeah.\Hey Jintan.\Anaru's stuffed animals aren't here.\Did Anaru go back home?\Yeah, right out of the blue.\She's a stray little kitten, that one.\Say that Menma really is at your house, if you grant her wish, won't she disappear? response:	What's up Jintan?
context: Yeah.\Hey Jintan.\Anaru's stuffed animals aren't here.\Did Anaru go back home?\Yeah, right out of the blue.\She's a stray little kitten, that one.\Say that Menma really is at your house, if you grant her wish, won't she disappear?\What's up Jintan? response:	Nothing.
context: Hey Jintan.\Anaru's stuffed animals aren't here.\Did Anaru go back home?\Yeah, right out of the blue.\She's a stray little kitten, that one.\Say that Menma really is at your house, if you grant her wish, won't she disappear?\What's up Jintan?\Nothing. response:	Oh, it's time for work.
context: Anaru's stuffed animals aren't here.\Did Anaru go back home?\Yeah, right out of the blue.\She's a stray little kitten, that one.\Say that Menma really is at your house, if you grant her wish, won't she disappear?\What's up Jintan?\Nothing.\Oh, it's time for work. response:	You're leaving already?
context: Did Anaru go back home?\Yeah, right out of the blue.\She's a stray little kitten, that one.\Say that Menma really is at your house, if you grant her wish, won't she disappear?\What's up Jintan?\Nothing.\Oh, it's time for work.\You're leaving already? response:	Yeah.
context: Yeah, right out of the blue.\She's a stray little kitten, that one.\Say that Menma really is at your house, if you grant her wish, won't she disappear?\What's up Jintan?\Nothing.\Oh, it's time for work.\You're leaving already?\Yeah. response:	How about you Menma?
context: She's a stray little kitten, that one.\Say that Menma really is at your house, if you grant her wish, won't she disappear?\What's up Jintan?\Nothing.\Oh, it's time for work.\You're leaving already?\Yeah.\How about you Menma? response:	I'll stay with Poppo.
context: Say that Menma really is at your house, if you grant her wish, won't she disappear?\What's up Jintan?\Nothing.\Oh, it's time for work.\You're leaving already?\Yeah.\How about you Menma?\I'll stay with Poppo. response:	She says she wants to stay here.
context: What's up Jintan?\Nothing.\Oh, it's time for work.\You're leaving already?\Yeah.\How about you Menma?\I'll stay with Poppo.\She says she wants to stay here. response:	Is that OK?
context: Nothing.\Oh, it's time for work.\You're leaving already?\Yeah.\How about you Menma?\I'll stay with Poppo.\She says she wants to stay here.\Is that OK? response:	Really?
context: Oh, it's time for work.\You're leaving already?\Yeah.\How about you Menma?\I'll stay with Poppo.\She says she wants to stay here.\Is that OK?\Really? response:	Of course it's fine. Stay right up in here yo. Really be up in here yo.
context: You're leaving already?\Yeah.\How about you Menma?\I'll stay with Poppo.\She says she wants to stay here.\Is that OK?\Really?\Of course it's fine. Stay right up in here yo. Really be up in here yo. response:	You're making a ruckus.
context: Yeah.\How about you Menma?\I'll stay with Poppo.\She says she wants to stay here.\Is that OK?\Really?\Of course it's fine. Stay right up in here yo. Really be up in here yo.\You're making a ruckus. response:	That's because I'm so happy.
context: How about you Menma?\I'll stay with Poppo.\She says she wants to stay here.\Is that OK?\Really?\Of course it's fine. Stay right up in here yo. Really be up in here yo.\You're making a ruckus.\That's because I'm so happy. response:	She's happy right? I thought so.
context: I'll stay with Poppo.\She says she wants to stay here.\Is that OK?\Really?\Of course it's fine. Stay right up in here yo. Really be up in here yo.\You're making a ruckus.\That's because I'm so happy.\She's happy right? I thought so. response:	I thought so.
context: She says she wants to stay here.\Is that OK?\Really?\Of course it's fine. Stay right up in here yo. Really be up in here yo.\You're making a ruckus.\That's because I'm so happy.\She's happy right? I thought so.\I thought so. response:	Did you see that one?
context: Is that OK?\Really?\Of course it's fine. Stay right up in here yo. Really be up in here yo.\You're making a ruckus.\That's because I'm so happy.\She's happy right? I thought so.\I thought so.\Did you see that one? response:	Which one?
context: Really?\Of course it's fine. Stay right up in here yo. Really be up in here yo.\You're making a ruckus.\That's because I'm so happy.\She's happy right? I thought so.\I thought so.\Did you see that one?\Which one? response:	The one where the high school girl fights with nun-chucks.
context: Of course it's fine. Stay right up in here yo. Really be up in here yo.\You're making a ruckus.\That's because I'm so happy.\She's happy right? I thought so.\I thought so.\Did you see that one?\Which one?\The one where the high school girl fights with nun-chucks. response:	So you've finally watched it?
context: You're making a ruckus.\That's because I'm so happy.\She's happy right? I thought so.\I thought so.\Did you see that one?\Which one?\The one where the high school girl fights with nun-chucks.\So you've finally watched it? response:	At first I thought of her as a beast of summer.
context: That's because I'm so happy.\She's happy right? I thought so.\I thought so.\Did you see that one?\Which one?\The one where the high school girl fights with nun-chucks.\So you've finally watched it?\At first I thought of her as a beast of summer. response:	I bought the DVD and I heard there was a new one out too...
context: She's happy right? I thought so.\I thought so.\Did you see that one?\Which one?\The one where the high school girl fights with nun-chucks.\So you've finally watched it?\At first I thought of her as a beast of summer.\I bought the DVD and I heard there was a new one out too... response:	A new one?
context: I thought so.\Did you see that one?\Which one?\The one where the high school girl fights with nun-chucks.\So you've finally watched it?\At first I thought of her as a beast of summer.\I bought the DVD and I heard there was a new one out too...\A new one? response:	But now.
context: Did you see that one?\Which one?\The one where the high school girl fights with nun-chucks.\So you've finally watched it?\At first I thought of her as a beast of summer.\I bought the DVD and I heard there was a new one out too...\A new one?\But now. response:	I'm wearing winter clothes.
context: Which one?\The one where the high school girl fights with nun-chucks.\So you've finally watched it?\At first I thought of her as a beast of summer.\I bought the DVD and I heard there was a new one out too...\A new one?\But now.\I'm wearing winter clothes. response:	A girl fights teachers with pom-poms.
context: The one where the high school girl fights with nun-chucks.\So you've finally watched it?\At first I thought of her as a beast of summer.\I bought the DVD and I heard there was a new one out too...\A new one?\But now.\I'm wearing winter clothes.\A girl fights teachers with pom-poms. response:	What the?
context: So you've finally watched it?\At first I thought of her as a beast of summer.\I bought the DVD and I heard there was a new one out too...\A new one?\But now.\I'm wearing winter clothes.\A girl fights teachers with pom-poms.\What the? response:	I can write!
context: At first I thought of her as a beast of summer.\I bought the DVD and I heard there was a new one out too...\A new one?\But now.\I'm wearing winter clothes.\A girl fights teachers with pom-poms.\What the?\I can write! response:	Are you here Menma?
context: I bought the DVD and I heard there was a new one out too...\A new one?\But now.\I'm wearing winter clothes.\A girl fights teachers with pom-poms.\What the?\I can write!\Are you here Menma? response:	I am.
context: A new one?\But now.\I'm wearing winter clothes.\A girl fights teachers with pom-poms.\What the?\I can write!\Are you here Menma?\I am. response:	Amazing. That's amazing Menma!
context: But now.\I'm wearing winter clothes.\A girl fights teachers with pom-poms.\What the?\I can write!\Are you here Menma?\I am.\Amazing. That's amazing Menma! response:	But I can't write on the paper at the house. I wonder why that is.
context: I'm wearing winter clothes.\A girl fights teachers with pom-poms.\What the?\I can write!\Are you here Menma?\I am.\Amazing. That's amazing Menma!\But I can't write on the paper at the house. I wonder why that is. response:	Write some more. Let's talk lots!
context: A girl fights teachers with pom-poms.\What the?\I can write!\Are you here Menma?\I am.\Amazing. That's amazing Menma!\But I can't write on the paper at the house. I wonder why that is.\Write some more. Let's talk lots! response:	Well, let's see...
context: What the?\I can write!\Are you here Menma?\I am.\Amazing. That's amazing Menma!\But I can't write on the paper at the house. I wonder why that is.\Write some more. Let's talk lots!\Well, let's see... response:	Back on that day. Did you...
context: I can write!\Are you here Menma?\I am.\Amazing. That's amazing Menma!\But I can't write on the paper at the house. I wonder why that is.\Write some more. Let's talk lots!\Well, let's see...\Back on that day. Did you... response:	Back then...
context: Are you here Menma?\I am.\Amazing. That's amazing Menma!\But I can't write on the paper at the house. I wonder why that is.\Write some more. Let's talk lots!\Well, let's see...\Back on that day. Did you...\Back then... response:	Did you... me...
context: I am.\Amazing. That's amazing Menma!\But I can't write on the paper at the house. I wonder why that is.\Write some more. Let's talk lots!\Well, let's see...\Back on that day. Did you...\Back then...\Did you... me... response:	I got it! Let's play shiritori! Shiritori with pictures!
context: Amazing. That's amazing Menma!\But I can't write on the paper at the house. I wonder why that is.\Write some more. Let's talk lots!\Well, let's see...\Back on that day. Did you...\Back then...\Did you... me...\I got it! Let's play shiritori! Shiritori with pictures! response:	Let's!
context: But I can't write on the paper at the house. I wonder why that is.\Write some more. Let's talk lots!\Well, let's see...\Back on that day. Did you...\Back then...\Did you... me...\I got it! Let's play shiritori! Shiritori with pictures!\Let's! response:	Alright.
