context: Beasts of Love response:	Next Time
context: That's discrimination!\Give it a rest! Do what he said and get away!\We're just up against a person!\Show me what you learned in hand-to-hand training!\Follow my lead!\What?\Donar!\Professor! response:	Hold it!
context: Give it a rest! Do what he said and get away!\We're just up against a person!\Show me what you learned in hand-to-hand training!\Follow my lead!\What?\Donar!\Professor!\Hold it! response:	I'll handle this with my holes!
context: We're just up against a person!\Show me what you learned in hand-to-hand training!\Follow my lead!\What?\Donar!\Professor!\Hold it!\I'll handle this with my holes! response:	Holes?
context: Show me what you learned in hand-to-hand training!\Follow my lead!\What?\Donar!\Professor!\Hold it!\I'll handle this with my holes!\Holes? response:	Whoa!
context: Follow my lead!\What?\Donar!\Professor!\Hold it!\I'll handle this with my holes!\Holes?\Whoa! response:	That Special Training of the Grave really worked!
context: What?\Donar!\Professor!\Hold it!\I'll handle this with my holes!\Holes?\Whoa!\That Special Training of the Grave really worked! response:	Spatial Augmentation!
context: Donar!\Professor!\Hold it!\I'll handle this with my holes!\Holes?\Whoa!\That Special Training of the Grave really worked!\Spatial Augmentation! response:	They're a really good team.
context: Professor!\Hold it!\I'll handle this with my holes!\Holes?\Whoa!\That Special Training of the Grave really worked!\Spatial Augmentation!\They're a really good team. response:	It's like they're synchronized!
context: Hold it!\I'll handle this with my holes!\Holes?\Whoa!\That Special Training of the Grave really worked!\Spatial Augmentation!\They're a really good team.\It's like they're synchronized! response:	The wife is supporting the husband.
context: I'll handle this with my holes!\Holes?\Whoa!\That Special Training of the Grave really worked!\Spatial Augmentation!\They're a really good team.\It's like they're synchronized!\The wife is supporting the husband. response:	That power of reversal!
context: Holes?\Whoa!\That Special Training of the Grave really worked!\Spatial Augmentation!\They're a really good team.\It's like they're synchronized!\The wife is supporting the husband.\That power of reversal! response:	Reversal?
context: Whoa!\That Special Training of the Grave really worked!\Spatial Augmentation!\They're a really good team.\It's like they're synchronized!\The wife is supporting the husband.\That power of reversal!\Reversal? response:	He reversed that filling power into an opening power!
context: That Special Training of the Grave really worked!\Spatial Augmentation!\They're a really good team.\It's like they're synchronized!\The wife is supporting the husband.\That power of reversal!\Reversal?\He reversed that filling power into an opening power! response:	Are you messing with me?
context: Spatial Augmentation!\They're a really good team.\It's like they're synchronized!\The wife is supporting the husband.\That power of reversal!\Reversal?\He reversed that filling power into an opening power!\Are you messing with me? response:	You get your hands off of Mix!
context: They're a really good team.\It's like they're synchronized!\The wife is supporting the husband.\That power of reversal!\Reversal?\He reversed that filling power into an opening power!\Are you messing with me?\You get your hands off of Mix! response:	She smells good too.
context: It's like they're synchronized!\The wife is supporting the husband.\That power of reversal!\Reversal?\He reversed that filling power into an opening power!\Are you messing with me?\You get your hands off of Mix!\She smells good too. response:	There's my smelly wench!
context: The wife is supporting the husband.\That power of reversal!\Reversal?\He reversed that filling power into an opening power!\Are you messing with me?\You get your hands off of Mix!\She smells good too.\There's my smelly wench! response:	Why me?
context: That power of reversal!\Reversal?\He reversed that filling power into an opening power!\Are you messing with me?\You get your hands off of Mix!\She smells good too.\There's my smelly wench!\Why me? response:	Defend Mikono!
context: Reversal?\He reversed that filling power into an opening power!\Are you messing with me?\You get your hands off of Mix!\She smells good too.\There's my smelly wench!\Why me?\Defend Mikono! response:	I'm on it! Mikono!
context: He reversed that filling power into an opening power!\Are you messing with me?\You get your hands off of Mix!\She smells good too.\There's my smelly wench!\Why me?\Defend Mikono!\I'm on it! Mikono! response:	Mikono, hurry!
context: Are you messing with me?\You get your hands off of Mix!\She smells good too.\There's my smelly wench!\Why me?\Defend Mikono!\I'm on it! Mikono!\Mikono, hurry! response:	Malloy!
context: You get your hands off of Mix!\She smells good too.\There's my smelly wench!\Why me?\Defend Mikono!\I'm on it! Mikono!\Mikono, hurry!\Malloy! response:	Wait!
context: She smells good too.\There's my smelly wench!\Why me?\Defend Mikono!\I'm on it! Mikono!\Mikono, hurry!\Malloy!\Wait! response:	Don't you dare get between me and my wench.
context: There's my smelly wench!\Why me?\Defend Mikono!\I'm on it! Mikono!\Mikono, hurry!\Malloy!\Wait!\Don't you dare get between me and my wench. response:	Are you calling Mikono a wench?
context: Why me?\Defend Mikono!\I'm on it! Mikono!\Mikono, hurry!\Malloy!\Wait!\Don't you dare get between me and my wench.\Are you calling Mikono a wench? response:	Don't you dare!
context: Defend Mikono!\I'm on it! Mikono!\Mikono, hurry!\Malloy!\Wait!\Don't you dare get between me and my wench.\Are you calling Mikono a wench?\Don't you dare! response:	He can even reverse damage he takes?
context: I'm on it! Mikono!\Mikono, hurry!\Malloy!\Wait!\Don't you dare get between me and my wench.\Are you calling Mikono a wench?\Don't you dare!\He can even reverse damage he takes? response:	My wench!
context: Mikono, hurry!\Malloy!\Wait!\Don't you dare get between me and my wench.\Are you calling Mikono a wench?\Don't you dare!\He can even reverse damage he takes?\My wench! response:	Those eyes...
context: Malloy!\Wait!\Don't you dare get between me and my wench.\Are you calling Mikono a wench?\Don't you dare!\He can even reverse damage he takes?\My wench!\Those eyes... response:	They're locked straight onto the thing he wants...
context: Wait!\Don't you dare get between me and my wench.\Are you calling Mikono a wench?\Don't you dare!\He can even reverse damage he takes?\My wench!\Those eyes...\They're locked straight onto the thing he wants... response:	Go back!
context: Don't you dare get between me and my wench.\Are you calling Mikono a wench?\Don't you dare!\He can even reverse damage he takes?\My wench!\Those eyes...\They're locked straight onto the thing he wants...\Go back! response:	That noise! Not you again!
context: Are you calling Mikono a wench?\Don't you dare!\He can even reverse damage he takes?\My wench!\Those eyes...\They're locked straight onto the thing he wants...\Go back!\That noise! Not you again! response:	Cut that crap out!
context: Don't you dare!\He can even reverse damage he takes?\My wench!\Those eyes...\They're locked straight onto the thing he wants...\Go back!\That noise! Not you again!\Cut that crap out! response:	I'm only playing the air and the earth.
context: He can even reverse damage he takes?\My wench!\Those eyes...\They're locked straight onto the thing he wants...\Go back!\That noise! Not you again!\Cut that crap out!\I'm only playing the air and the earth. response:	I'll show you! Reverse!
context: My wench!\Those eyes...\They're locked straight onto the thing he wants...\Go back!\That noise! Not you again!\Cut that crap out!\I'm only playing the air and the earth.\I'll show you! Reverse! response:	I've learned to play the dissonance of your tone's inversion.
context: Those eyes...\They're locked straight onto the thing he wants...\Go back!\That noise! Not you again!\Cut that crap out!\I'm only playing the air and the earth.\I'll show you! Reverse!\I've learned to play the dissonance of your tone's inversion. response:	Get out of my way!
context: They're locked straight onto the thing he wants...\Go back!\That noise! Not you again!\Cut that crap out!\I'm only playing the air and the earth.\I'll show you! Reverse!\I've learned to play the dissonance of your tone's inversion.\Get out of my way! response:	My wench is mine!
context: Go back!\That noise! Not you again!\Cut that crap out!\I'm only playing the air and the earth.\I'll show you! Reverse!\I've learned to play the dissonance of your tone's inversion.\Get out of my way!\My wench is mine! response:	All mine!!
context: That noise! Not you again!\Cut that crap out!\I'm only playing the air and the earth.\I'll show you! Reverse!\I've learned to play the dissonance of your tone's inversion.\Get out of my way!\My wench is mine!\All mine!! response:	He inverted it in one beat.
context: Cut that crap out!\I'm only playing the air and the earth.\I'll show you! Reverse!\I've learned to play the dissonance of your tone's inversion.\Get out of my way!\My wench is mine!\All mine!!\He inverted it in one beat. response:	The savage strike of a beast.
context: I'm only playing the air and the earth.\I'll show you! Reverse!\I've learned to play the dissonance of your tone's inversion.\Get out of my way!\My wench is mine!\All mine!!\He inverted it in one beat.\The savage strike of a beast. response:	That could be interesting.
context: I'll show you! Reverse!\I've learned to play the dissonance of your tone's inversion.\Get out of my way!\My wench is mine!\All mine!!\He inverted it in one beat.\The savage strike of a beast.\That could be interesting. response:	You think he's into Mikono?
context: I've learned to play the dissonance of your tone's inversion.\Get out of my way!\My wench is mine!\All mine!!\He inverted it in one beat.\The savage strike of a beast.\That could be interesting.\You think he's into Mikono? response:	Tell me another reason for a boy to chase a girl like that.
context: Get out of my way!\My wench is mine!\All mine!!\He inverted it in one beat.\The savage strike of a beast.\That could be interesting.\You think he's into Mikono?\Tell me another reason for a boy to chase a girl like that. response:	Ooh, how about a boy and another boy?
context: My wench is mine!\All mine!!\He inverted it in one beat.\The savage strike of a beast.\That could be interesting.\You think he's into Mikono?\Tell me another reason for a boy to chase a girl like that.\Ooh, how about a boy and another boy? response:	Why would he...
context: All mine!!\He inverted it in one beat.\The savage strike of a beast.\That could be interesting.\You think he's into Mikono?\Tell me another reason for a boy to chase a girl like that.\Ooh, how about a boy and another boy?\Why would he... response:	A wolf?
context: He inverted it in one beat.\The savage strike of a beast.\That could be interesting.\You think he's into Mikono?\Tell me another reason for a boy to chase a girl like that.\Ooh, how about a boy and another boy?\Why would he...\A wolf? response:	Wait, that's him!
context: The savage strike of a beast.\That could be interesting.\You think he's into Mikono?\Tell me another reason for a boy to chase a girl like that.\Ooh, how about a boy and another boy?\Why would he...\A wolf?\Wait, that's him! response:	What?
context: That could be interesting.\You think he's into Mikono?\Tell me another reason for a boy to chase a girl like that.\Ooh, how about a boy and another boy?\Why would he...\A wolf?\Wait, that's him!\What? response:	You're not getting away from me!
context: You think he's into Mikono?\Tell me another reason for a boy to chase a girl like that.\Ooh, how about a boy and another boy?\Why would he...\A wolf?\Wait, that's him!\What?\You're not getting away from me! response:	Reverse!
context: Tell me another reason for a boy to chase a girl like that.\Ooh, how about a boy and another boy?\Why would he...\A wolf?\Wait, that's him!\What?\You're not getting away from me!\Reverse! response:	According to Malloy's report, he's taken Mikono and is hiding in the city.
context: Ooh, how about a boy and another boy?\Why would he...\A wolf?\Wait, that's him!\What?\You're not getting away from me!\Reverse!\According to Malloy's report, he's taken Mikono and is hiding in the city. response:	You guys search on the ground.
context: Why would he...\A wolf?\Wait, that's him!\What?\You're not getting away from me!\Reverse!\According to Malloy's report, he's taken Mikono and is hiding in the city.\You guys search on the ground. response:	Roger.
context: A wolf?\Wait, that's him!\What?\You're not getting away from me!\Reverse!\According to Malloy's report, he's taken Mikono and is hiding in the city.\You guys search on the ground.\Roger. response:	Let's split up.
context: Wait, that's him!\What?\You're not getting away from me!\Reverse!\According to Malloy's report, he's taken Mikono and is hiding in the city.\You guys search on the ground.\Roger.\Let's split up. response:	You guys go that way.
context: What?\You're not getting away from me!\Reverse!\According to Malloy's report, he's taken Mikono and is hiding in the city.\You guys search on the ground.\Roger.\Let's split up.\You guys go that way. response:	Amata!
context: You're not getting away from me!\Reverse!\According to Malloy's report, he's taken Mikono and is hiding in the city.\You guys search on the ground.\Roger.\Let's split up.\You guys go that way.\Amata! response:	Wait for me!
context: Reverse!\According to Malloy's report, he's taken Mikono and is hiding in the city.\You guys search on the ground.\Roger.\Let's split up.\You guys go that way.\Amata!\Wait for me! response:	Amata...
context: According to Malloy's report, he's taken Mikono and is hiding in the city.\You guys search on the ground.\Roger.\Let's split up.\You guys go that way.\Amata!\Wait for me!\Amata... response:	You awake, wench?
context: You guys search on the ground.\Roger.\Let's split up.\You guys go that way.\Amata!\Wait for me!\Amata...\You awake, wench? response:	Relax. I'm just going to kill you.
context: Roger.\Let's split up.\You guys go that way.\Amata!\Wait for me!\Amata...\You awake, wench?\Relax. I'm just going to kill you. response:	Right here in my arms.
context: Let's split up.\You guys go that way.\Amata!\Wait for me!\Amata...\You awake, wench?\Relax. I'm just going to kill you.\Right here in my arms. response:	Mikono!
context: You guys go that way.\Amata!\Wait for me!\Amata...\You awake, wench?\Relax. I'm just going to kill you.\Right here in my arms.\Mikono! response:	You hear me, Mikage? I've got her.
context: Amata!\Wait for me!\Amata...\You awake, wench?\Relax. I'm just going to kill you.\Right here in my arms.\Mikono!\You hear me, Mikage? I've got her. response:	The source of that smell.
context: Wait for me!\Amata...\You awake, wench?\Relax. I'm just going to kill you.\Right here in my arms.\Mikono!\You hear me, Mikage? I've got her.\The source of that smell. response:	Hurry up and get me back.
context: Amata...\You awake, wench?\Relax. I'm just going to kill you.\Right here in my arms.\Mikono!\You hear me, Mikage? I've got her.\The source of that smell.\Hurry up and get me back. response:	Can't you hear me?
context: You awake, wench?\Relax. I'm just going to kill you.\Right here in my arms.\Mikono!\You hear me, Mikage? I've got her.\The source of that smell.\Hurry up and get me back.\Can't you hear me? response:	Does this thing work differently?
context: Relax. I'm just going to kill you.\Right here in my arms.\Mikono!\You hear me, Mikage? I've got her.\The source of that smell.\Hurry up and get me back.\Can't you hear me?\Does this thing work differently? response:	Are you there, Mikage?
context: Right here in my arms.\Mikono!\You hear me, Mikage? I've got her.\The source of that smell.\Hurry up and get me back.\Can't you hear me?\Does this thing work differently?\Are you there, Mikage? response:	I'm done here.
context: Mikono!\You hear me, Mikage? I've got her.\The source of that smell.\Hurry up and get me back.\Can't you hear me?\Does this thing work differently?\Are you there, Mikage?\I'm done here. response:	Of course I hear you, beast of love.
context: You hear me, Mikage? I've got her.\The source of that smell.\Hurry up and get me back.\Can't you hear me?\Does this thing work differently?\Are you there, Mikage?\I'm done here.\Of course I hear you, beast of love. response:	Can't I be mean for just a little while?
context: The source of that smell.\Hurry up and get me back.\Can't you hear me?\Does this thing work differently?\Are you there, Mikage?\I'm done here.\Of course I hear you, beast of love.\Can't I be mean for just a little while? response:	I envy you. What you desire is already in your grasp.
context: Hurry up and get me back.\Can't you hear me?\Does this thing work differently?\Are you there, Mikage?\I'm done here.\Of course I hear you, beast of love.\Can't I be mean for just a little while?\I envy you. What you desire is already in your grasp. response:	Mikono!
context: Can't you hear me?\Does this thing work differently?\Are you there, Mikage?\I'm done here.\Of course I hear you, beast of love.\Can't I be mean for just a little while?\I envy you. What you desire is already in your grasp.\Mikono! response:	Wait!
context: Does this thing work differently?\Are you there, Mikage?\I'm done here.\Of course I hear you, beast of love.\Can't I be mean for just a little while?\I envy you. What you desire is already in your grasp.\Mikono!\Wait! response:	Amata!
context: Are you there, Mikage?\I'm done here.\Of course I hear you, beast of love.\Can't I be mean for just a little while?\I envy you. What you desire is already in your grasp.\Mikono!\Wait!\Amata! response:	Calm down, Amata. I'm sure Mikono's fine.
context: I'm done here.\Of course I hear you, beast of love.\Can't I be mean for just a little while?\I envy you. What you desire is already in your grasp.\Mikono!\Wait!\Amata!\Calm down, Amata. I'm sure Mikono's fine. response:	Don't say stuff just to make me feel better.
context: Of course I hear you, beast of love.\Can't I be mean for just a little while?\I envy you. What you desire is already in your grasp.\Mikono!\Wait!\Amata!\Calm down, Amata. I'm sure Mikono's fine.\Don't say stuff just to make me feel better. response:	I'm not!
context: Can't I be mean for just a little while?\I envy you. What you desire is already in your grasp.\Mikono!\Wait!\Amata!\Calm down, Amata. I'm sure Mikono's fine.\Don't say stuff just to make me feel better.\I'm not! response:	I know...
context: I envy you. What you desire is already in your grasp.\Mikono!\Wait!\Amata!\Calm down, Amata. I'm sure Mikono's fine.\Don't say stuff just to make me feel better.\I'm not!\I know... response:	You know what?
context: Mikono!\Wait!\Amata!\Calm down, Amata. I'm sure Mikono's fine.\Don't say stuff just to make me feel better.\I'm not!\I know...\You know what? response:	He's not going to hurt Mikono.
context: Wait!\Amata!\Calm down, Amata. I'm sure Mikono's fine.\Don't say stuff just to make me feel better.\I'm not!\I know...\You know what?\He's not going to hurt Mikono. response:	I'm sure.
context: Amata!\Calm down, Amata. I'm sure Mikono's fine.\Don't say stuff just to make me feel better.\I'm not!\I know...\You know what?\He's not going to hurt Mikono.\I'm sure. response:	How do you know that?
context: Calm down, Amata. I'm sure Mikono's fine.\Don't say stuff just to make me feel better.\I'm not!\I know...\You know what?\He's not going to hurt Mikono.\I'm sure.\How do you know that? response:	Well...
context: Don't say stuff just to make me feel better.\I'm not!\I know...\You know what?\He's not going to hurt Mikono.\I'm sure.\How do you know that?\Well... response:	He and Mikono are destined.
context: I'm not!\I know...\You know what?\He's not going to hurt Mikono.\I'm sure.\How do you know that?\Well...\He and Mikono are destined. response:	You're not destined to be with her, Amata.
context: I know...\You know what?\He's not going to hurt Mikono.\I'm sure.\How do you know that?\Well...\He and Mikono are destined.\You're not destined to be with her, Amata. response:	You smell.
context: You know what?\He's not going to hurt Mikono.\I'm sure.\How do you know that?\Well...\He and Mikono are destined.\You're not destined to be with her, Amata.\You smell. response:	You really stink.
context: He's not going to hurt Mikono.\I'm sure.\How do you know that?\Well...\He and Mikono are destined.\You're not destined to be with her, Amata.\You smell.\You really stink. response:	Why?
context: I'm sure.\How do you know that?\Well...\He and Mikono are destined.\You're not destined to be with her, Amata.\You smell.\You really stink.\Why? response:	Why do you keep insulting me?
context: How do you know that?\Well...\He and Mikono are destined.\You're not destined to be with her, Amata.\You smell.\You really stink.\Why?\Why do you keep insulting me? response:	Because I hate you.
context: Well...\He and Mikono are destined.\You're not destined to be with her, Amata.\You smell.\You really stink.\Why?\Why do you keep insulting me?\Because I hate you. response:	I want to kill you.
context: He and Mikono are destined.\You're not destined to be with her, Amata.\You smell.\You really stink.\Why?\Why do you keep insulting me?\Because I hate you.\I want to kill you. response:	Why?
context: You're not destined to be with her, Amata.\You smell.\You really stink.\Why?\Why do you keep insulting me?\Because I hate you.\I want to kill you.\Why? response:	What did I do to you?
context: You smell.\You really stink.\Why?\Why do you keep insulting me?\Because I hate you.\I want to kill you.\Why?\What did I do to you? response:	You were on Vega, that's what.
context: You really stink.\Why?\Why do you keep insulting me?\Because I hate you.\I want to kill you.\Why?\What did I do to you?\You were on Vega, that's what. response:	What?
context: Why?\Why do you keep insulting me?\Because I hate you.\I want to kill you.\Why?\What did I do to you?\You were on Vega, that's what.\What? response:	Well, then...
context: Why do you keep insulting me?\Because I hate you.\I want to kill you.\Why?\What did I do to you?\You were on Vega, that's what.\What?\Well, then... response:	then kill me right here!
context: Because I hate you.\I want to kill you.\Why?\What did I do to you?\You were on Vega, that's what.\What?\Well, then...\then kill me right here! response:	What?
context: I want to kill you.\Why?\What did I do to you?\You were on Vega, that's what.\What?\Well, then...\then kill me right here!\What? response:	No, don't.
context: Why?\What did I do to you?\You were on Vega, that's what.\What?\Well, then...\then kill me right here!\What?\No, don't. response:	No...
context: What did I do to you?\You were on Vega, that's what.\What?\Well, then...\then kill me right here!\What?\No, don't.\No... response:	Even I couldn't...
context: You were on Vega, that's what.\What?\Well, then...\then kill me right here!\What?\No, don't.\No...\Even I couldn't... response:	Not in a place like this...
context: What?\Well, then...\then kill me right here!\What?\No, don't.\No...\Even I couldn't...\Not in a place like this... response:	What?
context: Well, then...\then kill me right here!\What?\No, don't.\No...\Even I couldn't...\Not in a place like this...\What? response:	Stop!
context: then kill me right here!\What?\No, don't.\No...\Even I couldn't...\Not in a place like this...\What?\Stop! response:	If you say so, I'll stop.
context: What?\No, don't.\No...\Even I couldn't...\Not in a place like this...\What?\Stop!\If you say so, I'll stop. response:	But you aren't!
context: No, don't.\No...\Even I couldn't...\Not in a place like this...\What?\Stop!\If you say so, I'll stop.\But you aren't! response:	You want me to lick you too?
context: No...\Even I couldn't...\Not in a place like this...\What?\Stop!\If you say so, I'll stop.\But you aren't!\You want me to lick you too? response:	I really, really hate you.
context: Even I couldn't...\Not in a place like this...\What?\Stop!\If you say so, I'll stop.\But you aren't!\You want me to lick you too?\I really, really hate you. response:	I want to kill you.
context: Not in a place like this...\What?\Stop!\If you say so, I'll stop.\But you aren't!\You want me to lick you too?\I really, really hate you.\I want to kill you. response:	Are you...
context: What?\Stop!\If you say so, I'll stop.\But you aren't!\You want me to lick you too?\I really, really hate you.\I want to kill you.\Are you... response:	talking backwards?
context: Stop!\If you say so, I'll stop.\But you aren't!\You want me to lick you too?\I really, really hate you.\I want to kill you.\Are you...\talking backwards? response:	I only lie to you.
context: If you say so, I'll stop.\But you aren't!\You want me to lick you too?\I really, really hate you.\I want to kill you.\Are you...\talking backwards?\I only lie to you. response:	Why?
context: But you aren't!\You want me to lick you too?\I really, really hate you.\I want to kill you.\Are you...\talking backwards?\I only lie to you.\Why? response:	His eyes...
context: You want me to lick you too?\I really, really hate you.\I want to kill you.\Are you...\talking backwards?\I only lie to you.\Why?\His eyes... response:	Why are they so familiar?
context: I really, really hate you.\I want to kill you.\Are you...\talking backwards?\I only lie to you.\Why?\His eyes...\Why are they so familiar? response:	I finally found you.
context: I want to kill you.\Are you...\talking backwards?\I only lie to you.\Why?\His eyes...\Why are they so familiar?\I finally found you. response:	What?
context: Are you...\talking backwards?\I only lie to you.\Why?\His eyes...\Why are they so familiar?\I finally found you.\What? response:	Come with me, Sylvie.
context: talking backwards?\I only lie to you.\Why?\His eyes...\Why are they so familiar?\I finally found you.\What?\Come with me, Sylvie. response:	Sylvie? You called me that before.
context: I only lie to you.\Why?\His eyes...\Why are they so familiar?\I finally found you.\What?\Come with me, Sylvie.\Sylvie? You called me that before. response:	Sylvie and Apollon.
context: Why?\His eyes...\Why are they so familiar?\I finally found you.\What?\Come with me, Sylvie.\Sylvie? You called me that before.\Sylvie and Apollon. response:	This is our legend.
context: His eyes...\Why are they so familiar?\I finally found you.\What?\Come with me, Sylvie.\Sylvie? You called me that before.\Sylvie and Apollon.\This is our legend. response:	Underneath the Tree of Life, on the day the world began.
context: Why are they so familiar?\I finally found you.\What?\Come with me, Sylvie.\Sylvie? You called me that before.\Sylvie and Apollon.\This is our legend.\Underneath the Tree of Life, on the day the world began. response:	The great Tree of Life governed the lives of all the creatures of the world,
context: I finally found you.\What?\Come with me, Sylvie.\Sylvie? You called me that before.\Sylvie and Apollon.\This is our legend.\Underneath the Tree of Life, on the day the world began.\The great Tree of Life governed the lives of all the creatures of the world, response:	and of the very planet itself.
context: What?\Come with me, Sylvie.\Sylvie? You called me that before.\Sylvie and Apollon.\This is our legend.\Underneath the Tree of Life, on the day the world began.\The great Tree of Life governed the lives of all the creatures of the world,\and of the very planet itself. response:	As the two races waged war,
context: Come with me, Sylvie.\Sylvie? You called me that before.\Sylvie and Apollon.\This is our legend.\Underneath the Tree of Life, on the day the world began.\The great Tree of Life governed the lives of all the creatures of the world,\and of the very planet itself.\As the two races waged war, response:	the Wings of the Sun awakened and pollinated the tree.
context: Sylvie? You called me that before.\Sylvie and Apollon.\This is our legend.\Underneath the Tree of Life, on the day the world began.\The great Tree of Life governed the lives of all the creatures of the world,\and of the very planet itself.\As the two races waged war,\the Wings of the Sun awakened and pollinated the tree. response:	But the flowers wilted before they could bear fruit.
context: Sylvie and Apollon.\This is our legend.\Underneath the Tree of Life, on the day the world began.\The great Tree of Life governed the lives of all the creatures of the world,\and of the very planet itself.\As the two races waged war,\the Wings of the Sun awakened and pollinated the tree.\But the flowers wilted before they could bear fruit. response:	Eventually, the earth would be unable to support life.
context: This is our legend.\Underneath the Tree of Life, on the day the world began.\The great Tree of Life governed the lives of all the creatures of the world,\and of the very planet itself.\As the two races waged war,\the Wings of the Sun awakened and pollinated the tree.\But the flowers wilted before they could bear fruit.\Eventually, the earth would be unable to support life. response:	Apollon and Sylvie separated to protect the Tree of Life.
context: Underneath the Tree of Life, on the day the world began.\The great Tree of Life governed the lives of all the creatures of the world,\and of the very planet itself.\As the two races waged war,\the Wings of the Sun awakened and pollinated the tree.\But the flowers wilted before they could bear fruit.\Eventually, the earth would be unable to support life.\Apollon and Sylvie separated to protect the Tree of Life. response:	Then, Sylvie said...
context: The great Tree of Life governed the lives of all the creatures of the world,\and of the very planet itself.\As the two races waged war,\the Wings of the Sun awakened and pollinated the tree.\But the flowers wilted before they could bear fruit.\Eventually, the earth would be unable to support life.\Apollon and Sylvie separated to protect the Tree of Life.\Then, Sylvie said... response:	I'll be waiting for you.
context: and of the very planet itself.\As the two races waged war,\the Wings of the Sun awakened and pollinated the tree.\But the flowers wilted before they could bear fruit.\Eventually, the earth would be unable to support life.\Apollon and Sylvie separated to protect the Tree of Life.\Then, Sylvie said...\I'll be waiting for you. response:	Even if I have to wait for 12,000 years.
context: As the two races waged war,\the Wings of the Sun awakened and pollinated the tree.\But the flowers wilted before they could bear fruit.\Eventually, the earth would be unable to support life.\Apollon and Sylvie separated to protect the Tree of Life.\Then, Sylvie said...\I'll be waiting for you.\Even if I have to wait for 12,000 years. response:	Wait for me, Sylvie.
context: the Wings of the Sun awakened and pollinated the tree.\But the flowers wilted before they could bear fruit.\Eventually, the earth would be unable to support life.\Apollon and Sylvie separated to protect the Tree of Life.\Then, Sylvie said...\I'll be waiting for you.\Even if I have to wait for 12,000 years.\Wait for me, Sylvie. response:	I'll be back for you in 12,000 years.
context: But the flowers wilted before they could bear fruit.\Eventually, the earth would be unable to support life.\Apollon and Sylvie separated to protect the Tree of Life.\Then, Sylvie said...\I'll be waiting for you.\Even if I have to wait for 12,000 years.\Wait for me, Sylvie.\I'll be back for you in 12,000 years. response:	That's what Apollon said?
context: Eventually, the earth would be unable to support life.\Apollon and Sylvie separated to protect the Tree of Life.\Then, Sylvie said...\I'll be waiting for you.\Even if I have to wait for 12,000 years.\Wait for me, Sylvie.\I'll be back for you in 12,000 years.\That's what Apollon said? response:	Yeah.
context: Apollon and Sylvie separated to protect the Tree of Life.\Then, Sylvie said...\I'll be waiting for you.\Even if I have to wait for 12,000 years.\Wait for me, Sylvie.\I'll be back for you in 12,000 years.\That's what Apollon said?\Yeah. response:	That's me.
context: Then, Sylvie said...\I'll be waiting for you.\Even if I have to wait for 12,000 years.\Wait for me, Sylvie.\I'll be back for you in 12,000 years.\That's what Apollon said?\Yeah.\That's me. response:	It's me.
context: I'll be waiting for you.\Even if I have to wait for 12,000 years.\Wait for me, Sylvie.\I'll be back for you in 12,000 years.\That's what Apollon said?\Yeah.\That's me.\It's me. response:	You're... Apollon?
context: Even if I have to wait for 12,000 years.\Wait for me, Sylvie.\I'll be back for you in 12,000 years.\That's what Apollon said?\Yeah.\That's me.\It's me.\You're... Apollon? response:	And you're...
context: Wait for me, Sylvie.\I'll be back for you in 12,000 years.\That's what Apollon said?\Yeah.\That's me.\It's me.\You're... Apollon?\And you're... response:	I'm...?
context: I'll be back for you in 12,000 years.\That's what Apollon said?\Yeah.\That's me.\It's me.\You're... Apollon?\And you're...\I'm...? response:	Are you saying Mikono is Sylvie?
context: That's what Apollon said?\Yeah.\That's me.\It's me.\You're... Apollon?\And you're...\I'm...?\Are you saying Mikono is Sylvie? response:	That's impossible. How could you even think that?
context: Yeah.\That's me.\It's me.\You're... Apollon?\And you're...\I'm...?\Are you saying Mikono is Sylvie?\That's impossible. How could you even think that? response:	I saw it?
context: That's me.\It's me.\You're... Apollon?\And you're...\I'm...?\Are you saying Mikono is Sylvie?\That's impossible. How could you even think that?\I saw it? response:	You saw it?
context: It's me.\You're... Apollon?\And you're...\I'm...?\Are you saying Mikono is Sylvie?\That's impossible. How could you even think that?\I saw it?\You saw it? response:	It's related to Cayenne's vision of the wedding in mourning clothes.
context: You're... Apollon?\And you're...\I'm...?\Are you saying Mikono is Sylvie?\That's impossible. How could you even think that?\I saw it?\You saw it?\It's related to Cayenne's vision of the wedding in mourning clothes. response:	You saw that too, didn't you, Amata?
context: And you're...\I'm...?\Are you saying Mikono is Sylvie?\That's impossible. How could you even think that?\I saw it?\You saw it?\It's related to Cayenne's vision of the wedding in mourning clothes.\You saw that too, didn't you, Amata? response:	What does it matter? Apollon and Sylvie are just a story!
context: I'm...?\Are you saying Mikono is Sylvie?\That's impossible. How could you even think that?\I saw it?\You saw it?\It's related to Cayenne's vision of the wedding in mourning clothes.\You saw that too, didn't you, Amata?\What does it matter? Apollon and Sylvie are just a story! response:	How can you be sure?
context: Are you saying Mikono is Sylvie?\That's impossible. How could you even think that?\I saw it?\You saw it?\It's related to Cayenne's vision of the wedding in mourning clothes.\You saw that too, didn't you, Amata?\What does it matter? Apollon and Sylvie are just a story!\How can you be sure? response:	I was actually a little glad.
context: That's impossible. How could you even think that?\I saw it?\You saw it?\It's related to Cayenne's vision of the wedding in mourning clothes.\You saw that too, didn't you, Amata?\What does it matter? Apollon and Sylvie are just a story!\How can you be sure?\I was actually a little glad. response:	If Mikono's destiny is with him,
