context: Those guys are freaks. response:	You really are a good little girl, Chane.
context: has given me something like this.\Dad would often provide me with clothes when I was little.\It made me very happy.\But I don't know how I should feel, receiving clothes from him.\I don't know. I don't know. I understand less and less about him.\He said he would protect Dad.\He said he would marry me to do so, too.\I don't know what he was thinking to make him say that. response:	But at least I didn't sense any falsehood in his words.
context: Dad would often provide me with clothes when I was little.\It made me very happy.\But I don't know how I should feel, receiving clothes from him.\I don't know. I don't know. I understand less and less about him.\He said he would protect Dad.\He said he would marry me to do so, too.\I don't know what he was thinking to make him say that.\But at least I didn't sense any falsehood in his words. response:	That's why I'm so confused.
context: It made me very happy.\But I don't know how I should feel, receiving clothes from him.\I don't know. I don't know. I understand less and less about him.\He said he would protect Dad.\He said he would marry me to do so, too.\I don't know what he was thinking to make him say that.\But at least I didn't sense any falsehood in his words.\That's why I'm so confused. response:	If that's the case, should I accept his proposal?
context: But I don't know how I should feel, receiving clothes from him.\I don't know. I don't know. I understand less and less about him.\He said he would protect Dad.\He said he would marry me to do so, too.\I don't know what he was thinking to make him say that.\But at least I didn't sense any falsehood in his words.\That's why I'm so confused.\If that's the case, should I accept his proposal? response:	But I'm scared. What am I afraid of?
context: I don't know. I don't know. I understand less and less about him.\He said he would protect Dad.\He said he would marry me to do so, too.\I don't know what he was thinking to make him say that.\But at least I didn't sense any falsehood in his words.\That's why I'm so confused.\If that's the case, should I accept his proposal?\But I'm scared. What am I afraid of? response:	What was he thinking to make him propose marriage to me?
context: He said he would protect Dad.\He said he would marry me to do so, too.\I don't know what he was thinking to make him say that.\But at least I didn't sense any falsehood in his words.\That's why I'm so confused.\If that's the case, should I accept his proposal?\But I'm scared. What am I afraid of?\What was he thinking to make him propose marriage to me? response:	Why would he give me this?
context: He said he would marry me to do so, too.\I don't know what he was thinking to make him say that.\But at least I didn't sense any falsehood in his words.\That's why I'm so confused.\If that's the case, should I accept his proposal?\But I'm scared. What am I afraid of?\What was he thinking to make him propose marriage to me?\Why would he give me this? response:	Chane- san, is something the matter?
context: I don't know what he was thinking to make him say that.\But at least I didn't sense any falsehood in his words.\That's why I'm so confused.\If that's the case, should I accept his proposal?\But I'm scared. What am I afraid of?\What was he thinking to make him propose marriage to me?\Why would he give me this?\Chane- san, is something the matter? response:	No, huh?
context: But at least I didn't sense any falsehood in his words.\That's why I'm so confused.\If that's the case, should I accept his proposal?\But I'm scared. What am I afraid of?\What was he thinking to make him propose marriage to me?\Why would he give me this?\Chane- san, is something the matter?\No, huh? response:	Chane- san, why don't you step out, for a change of air?
context: That's why I'm so confused.\If that's the case, should I accept his proposal?\But I'm scared. What am I afraid of?\What was he thinking to make him propose marriage to me?\Why would he give me this?\Chane- san, is something the matter?\No, huh?\Chane- san, why don't you step out, for a change of air? response:	Oh, Graham- san, someone's coming out.
context: If that's the case, should I accept his proposal?\But I'm scared. What am I afraid of?\What was he thinking to make him propose marriage to me?\Why would he give me this?\Chane- san, is something the matter?\No, huh?\Chane- san, why don't you step out, for a change of air?\Oh, Graham- san, someone's coming out. response:	Is that right? Let's pray that this doesn't turn into a tedious story.
context: But I'm scared. What am I afraid of?\What was he thinking to make him propose marriage to me?\Why would he give me this?\Chane- san, is something the matter?\No, huh?\Chane- san, why don't you step out, for a change of air?\Oh, Graham- san, someone's coming out.\Is that right? Let's pray that this doesn't turn into a tedious story. response:	Ah, tedium is a crime.
context: What was he thinking to make him propose marriage to me?\Why would he give me this?\Chane- san, is something the matter?\No, huh?\Chane- san, why don't you step out, for a change of air?\Oh, Graham- san, someone's coming out.\Is that right? Let's pray that this doesn't turn into a tedious story.\Ah, tedium is a crime. response:	It takes the limited amount of time that is given to man,
context: Why would he give me this?\Chane- san, is something the matter?\No, huh?\Chane- san, why don't you step out, for a change of air?\Oh, Graham- san, someone's coming out.\Is that right? Let's pray that this doesn't turn into a tedious story.\Ah, tedium is a crime.\It takes the limited amount of time that is given to man, response:	and rather than spending it in indolence or drowning it in pleasure,
context: Chane- san, is something the matter?\No, huh?\Chane- san, why don't you step out, for a change of air?\Oh, Graham- san, someone's coming out.\Is that right? Let's pray that this doesn't turn into a tedious story.\Ah, tedium is a crime.\It takes the limited amount of time that is given to man,\and rather than spending it in indolence or drowning it in pleasure, response:	it just stays there, eating it up.
context: No, huh?\Chane- san, why don't you step out, for a change of air?\Oh, Graham- san, someone's coming out.\Is that right? Let's pray that this doesn't turn into a tedious story.\Ah, tedium is a crime.\It takes the limited amount of time that is given to man,\and rather than spending it in indolence or drowning it in pleasure,\it just stays there, eating it up. response:	I can't put up with that! Tedium is a crime! Die, tedium, die!
context: Chane- san, why don't you step out, for a change of air?\Oh, Graham- san, someone's coming out.\Is that right? Let's pray that this doesn't turn into a tedious story.\Ah, tedium is a crime.\It takes the limited amount of time that is given to man,\and rather than spending it in indolence or drowning it in pleasure,\it just stays there, eating it up.\I can't put up with that! Tedium is a crime! Die, tedium, die! response:	Die! Die now! Die, you! Die, me!
context: Oh, Graham- san, someone's coming out.\Is that right? Let's pray that this doesn't turn into a tedious story.\Ah, tedium is a crime.\It takes the limited amount of time that is given to man,\and rather than spending it in indolence or drowning it in pleasure,\it just stays there, eating it up.\I can't put up with that! Tedium is a crime! Die, tedium, die!\Die! Die now! Die, you! Die, me! response:	Woah, she's really a cute girl!
context: Is that right? Let's pray that this doesn't turn into a tedious story.\Ah, tedium is a crime.\It takes the limited amount of time that is given to man,\and rather than spending it in indolence or drowning it in pleasure,\it just stays there, eating it up.\I can't put up with that! Tedium is a crime! Die, tedium, die!\Die! Die now! Die, you! Die, me!\Woah, she's really a cute girl! response:	Time spent in tedium is like a coffee break,
context: Ah, tedium is a crime.\It takes the limited amount of time that is given to man,\and rather than spending it in indolence or drowning it in pleasure,\it just stays there, eating it up.\I can't put up with that! Tedium is a crime! Die, tedium, die!\Die! Die now! Die, you! Die, me!\Woah, she's really a cute girl!\Time spent in tedium is like a coffee break, response:	to allow the climaxes of life to reach their perfect state.
context: It takes the limited amount of time that is given to man,\and rather than spending it in indolence or drowning it in pleasure,\it just stays there, eating it up.\I can't put up with that! Tedium is a crime! Die, tedium, die!\Die! Die now! Die, you! Die, me!\Woah, she's really a cute girl!\Time spent in tedium is like a coffee break,\to allow the climaxes of life to reach their perfect state. response:	I'm going to choose to think so.
context: and rather than spending it in indolence or drowning it in pleasure,\it just stays there, eating it up.\I can't put up with that! Tedium is a crime! Die, tedium, die!\Die! Die now! Die, you! Die, me!\Woah, she's really a cute girl!\Time spent in tedium is like a coffee break,\to allow the climaxes of life to reach their perfect state.\I'm going to choose to think so. response:	She's so cute, it makes you remember sayings like that, doesn't it?
context: it just stays there, eating it up.\I can't put up with that! Tedium is a crime! Die, tedium, die!\Die! Die now! Die, you! Die, me!\Woah, she's really a cute girl!\Time spent in tedium is like a coffee break,\to allow the climaxes of life to reach their perfect state.\I'm going to choose to think so.\She's so cute, it makes you remember sayings like that, doesn't it? response:	That would have to be Eve Genoard, right?
context: I can't put up with that! Tedium is a crime! Die, tedium, die!\Die! Die now! Die, you! Die, me!\Woah, she's really a cute girl!\Time spent in tedium is like a coffee break,\to allow the climaxes of life to reach their perfect state.\I'm going to choose to think so.\She's so cute, it makes you remember sayings like that, doesn't it?\That would have to be Eve Genoard, right? response:	If we're wrong, we're wrong.
context: Die! Die now! Die, you! Die, me!\Woah, she's really a cute girl!\Time spent in tedium is like a coffee break,\to allow the climaxes of life to reach their perfect state.\I'm going to choose to think so.\She's so cute, it makes you remember sayings like that, doesn't it?\That would have to be Eve Genoard, right?\If we're wrong, we're wrong. response:	I'd like to assert that it's all part of the spice of life.
context: Woah, she's really a cute girl!\Time spent in tedium is like a coffee break,\to allow the climaxes of life to reach their perfect state.\I'm going to choose to think so.\She's so cute, it makes you remember sayings like that, doesn't it?\That would have to be Eve Genoard, right?\If we're wrong, we're wrong.\I'd like to assert that it's all part of the spice of life. response:	After all, there isn't a single thing in the whole world that is tedious.
context: Time spent in tedium is like a coffee break,\to allow the climaxes of life to reach their perfect state.\I'm going to choose to think so.\She's so cute, it makes you remember sayings like that, doesn't it?\That would have to be Eve Genoard, right?\If we're wrong, we're wrong.\I'd like to assert that it's all part of the spice of life.\After all, there isn't a single thing in the whole world that is tedious. response:	That's the complete opposite of what you just said.
context: to allow the climaxes of life to reach their perfect state.\I'm going to choose to think so.\She's so cute, it makes you remember sayings like that, doesn't it?\That would have to be Eve Genoard, right?\If we're wrong, we're wrong.\I'd like to assert that it's all part of the spice of life.\After all, there isn't a single thing in the whole world that is tedious.\That's the complete opposite of what you just said. response:	Are you okay, Boss?
context: I'm going to choose to think so.\She's so cute, it makes you remember sayings like that, doesn't it?\That would have to be Eve Genoard, right?\If we're wrong, we're wrong.\I'd like to assert that it's all part of the spice of life.\After all, there isn't a single thing in the whole world that is tedious.\That's the complete opposite of what you just said.\Are you okay, Boss? response:	Ever since you fainted, you've become quite fearless, huh?
context: She's so cute, it makes you remember sayings like that, doesn't it?\That would have to be Eve Genoard, right?\If we're wrong, we're wrong.\I'd like to assert that it's all part of the spice of life.\After all, there isn't a single thing in the whole world that is tedious.\That's the complete opposite of what you just said.\Are you okay, Boss?\Ever since you fainted, you've become quite fearless, huh? response:	They're going into Central Park.
context: That would have to be Eve Genoard, right?\If we're wrong, we're wrong.\I'd like to assert that it's all part of the spice of life.\After all, there isn't a single thing in the whole world that is tedious.\That's the complete opposite of what you just said.\Are you okay, Boss?\Ever since you fainted, you've become quite fearless, huh?\They're going into Central Park. response:	Are they? Then why don't I start spinning a sad tale?
context: If we're wrong, we're wrong.\I'd like to assert that it's all part of the spice of life.\After all, there isn't a single thing in the whole world that is tedious.\That's the complete opposite of what you just said.\Are you okay, Boss?\Ever since you fainted, you've become quite fearless, huh?\They're going into Central Park.\Are they? Then why don't I start spinning a sad tale? response:	For them, that is.
context: I'd like to assert that it's all part of the spice of life.\After all, there isn't a single thing in the whole world that is tedious.\That's the complete opposite of what you just said.\Are you okay, Boss?\Ever since you fainted, you've become quite fearless, huh?\They're going into Central Park.\Are they? Then why don't I start spinning a sad tale?\For them, that is. response:	Hya-ha?
context: After all, there isn't a single thing in the whole world that is tedious.\That's the complete opposite of what you just said.\Are you okay, Boss?\Ever since you fainted, you've become quite fearless, huh?\They're going into Central Park.\Are they? Then why don't I start spinning a sad tale?\For them, that is.\Hya-ha? response:	Hya-ha.
context: That's the complete opposite of what you just said.\Are you okay, Boss?\Ever since you fainted, you've become quite fearless, huh?\They're going into Central Park.\Are they? Then why don't I start spinning a sad tale?\For them, that is.\Hya-ha?\Hya-ha. response:	Hya-ha!
context: Are you okay, Boss?\Ever since you fainted, you've become quite fearless, huh?\They're going into Central Park.\Are they? Then why don't I start spinning a sad tale?\For them, that is.\Hya-ha?\Hya-ha.\Hya-ha! response:	Huh? What's this?
context: Ever since you fainted, you've become quite fearless, huh?\They're going into Central Park.\Are they? Then why don't I start spinning a sad tale?\For them, that is.\Hya-ha?\Hya-ha.\Hya-ha!\Huh? What's this? response:	A sad story... why don't we start ourselves a sad story?
context: They're going into Central Park.\Are they? Then why don't I start spinning a sad tale?\For them, that is.\Hya-ha?\Hya-ha.\Hya-ha!\Huh? What's this?\A sad story... why don't we start ourselves a sad story? response:	A story that is heartrending in its sadness.
context: Are they? Then why don't I start spinning a sad tale?\For them, that is.\Hya-ha?\Hya-ha.\Hya-ha!\Huh? What's this?\A sad story... why don't we start ourselves a sad story?\A story that is heartrending in its sadness. response:	But, rest assured, it will be happy for me.
context: For them, that is.\Hya-ha?\Hya-ha.\Hya-ha!\Huh? What's this?\A sad story... why don't we start ourselves a sad story?\A story that is heartrending in its sadness.\But, rest assured, it will be happy for me. response:	Jacuzzi!
context: Hya-ha?\Hya-ha.\Hya-ha!\Huh? What's this?\A sad story... why don't we start ourselves a sad story?\A story that is heartrending in its sadness.\But, rest assured, it will be happy for me.\Jacuzzi! response:	W-What's the matter, Nick and Nice? Why so rushed?
context: Hya-ha.\Hya-ha!\Huh? What's this?\A sad story... why don't we start ourselves a sad story?\A story that is heartrending in its sadness.\But, rest assured, it will be happy for me.\Jacuzzi!\W-What's the matter, Nick and Nice? Why so rushed? response:	Chane- san... Chane- san has been taken!
context: Hya-ha!\Huh? What's this?\A sad story... why don't we start ourselves a sad story?\A story that is heartrending in its sadness.\But, rest assured, it will be happy for me.\Jacuzzi!\W-What's the matter, Nick and Nice? Why so rushed?\Chane- san... Chane- san has been taken! response:	W-What are you saying? You don't mean, by the police...
context: Huh? What's this?\A sad story... why don't we start ourselves a sad story?\A story that is heartrending in its sadness.\But, rest assured, it will be happy for me.\Jacuzzi!\W-What's the matter, Nick and Nice? Why so rushed?\Chane- san... Chane- san has been taken!\W-What are you saying? You don't mean, by the police... response:	No, not them.
context: A sad story... why don't we start ourselves a sad story?\A story that is heartrending in its sadness.\But, rest assured, it will be happy for me.\Jacuzzi!\W-What's the matter, Nick and Nice? Why so rushed?\Chane- san... Chane- san has been taken!\W-What are you saying? You don't mean, by the police...\No, not them. response:	This guy carrying a monkey-wrench this big came up out of nowhere.
context: A story that is heartrending in its sadness.\But, rest assured, it will be happy for me.\Jacuzzi!\W-What's the matter, Nick and Nice? Why so rushed?\Chane- san... Chane- san has been taken!\W-What are you saying? You don't mean, by the police...\No, not them.\This guy carrying a monkey-wrench this big came up out of nowhere. response:	Dear Jacuzzi Splot and associates,
context: But, rest assured, it will be happy for me.\Jacuzzi!\W-What's the matter, Nick and Nice? Why so rushed?\Chane- san... Chane- san has been taken!\W-What are you saying? You don't mean, by the police...\No, not them.\This guy carrying a monkey-wrench this big came up out of nowhere.\Dear Jacuzzi Splot and associates, response:	We have apprehended Eve Genoard.
context: Jacuzzi!\W-What's the matter, Nick and Nice? Why so rushed?\Chane- san... Chane- san has been taken!\W-What are you saying? You don't mean, by the police...\No, not them.\This guy carrying a monkey-wrench this big came up out of nowhere.\Dear Jacuzzi Splot and associates,\We have apprehended Eve Genoard. response:	If you wish to save her, gather all the money you can
context: W-What's the matter, Nick and Nice? Why so rushed?\Chane- san... Chane- san has been taken!\W-What are you saying? You don't mean, by the police...\No, not them.\This guy carrying a monkey-wrench this big came up out of nowhere.\Dear Jacuzzi Splot and associates,\We have apprehended Eve Genoard.\If you wish to save her, gather all the money you can response:	and come to the abandoned factory at pier 13. Come alone.
context: Chane- san... Chane- san has been taken!\W-What are you saying? You don't mean, by the police...\No, not them.\This guy carrying a monkey-wrench this big came up out of nowhere.\Dear Jacuzzi Splot and associates,\We have apprehended Eve Genoard.\If you wish to save her, gather all the money you can\and come to the abandoned factory at pier 13. Come alone. response:	This is a ransom note! W-What's more, it says Eve!
context: W-What are you saying? You don't mean, by the police...\No, not them.\This guy carrying a monkey-wrench this big came up out of nowhere.\Dear Jacuzzi Splot and associates,\We have apprehended Eve Genoard.\If you wish to save her, gather all the money you can\and come to the abandoned factory at pier 13. Come alone.\This is a ransom note! W-What's more, it says Eve! response:	They've got the basic facts all wrong!
context: No, not them.\This guy carrying a monkey-wrench this big came up out of nowhere.\Dear Jacuzzi Splot and associates,\We have apprehended Eve Genoard.\If you wish to save her, gather all the money you can\and come to the abandoned factory at pier 13. Come alone.\This is a ransom note! W-What's more, it says Eve!\They've got the basic facts all wrong! response:	Something awful is going to happen to Chane unless we do something!
context: This guy carrying a monkey-wrench this big came up out of nowhere.\Dear Jacuzzi Splot and associates,\We have apprehended Eve Genoard.\If you wish to save her, gather all the money you can\and come to the abandoned factory at pier 13. Come alone.\This is a ransom note! W-What's more, it says Eve!\They've got the basic facts all wrong!\Something awful is going to happen to Chane unless we do something! response:	Jacuzzi!
context: Dear Jacuzzi Splot and associates,\We have apprehended Eve Genoard.\If you wish to save her, gather all the money you can\and come to the abandoned factory at pier 13. Come alone.\This is a ransom note! W-What's more, it says Eve!\They've got the basic facts all wrong!\Something awful is going to happen to Chane unless we do something!\Jacuzzi! response:	Jacuzzi, are you going there?
context: We have apprehended Eve Genoard.\If you wish to save her, gather all the money you can\and come to the abandoned factory at pier 13. Come alone.\This is a ransom note! W-What's more, it says Eve!\They've got the basic facts all wrong!\Something awful is going to happen to Chane unless we do something!\Jacuzzi!\Jacuzzi, are you going there? response:	You're going to a lot of trouble for a girl we don't know anything about.
context: If you wish to save her, gather all the money you can\and come to the abandoned factory at pier 13. Come alone.\This is a ransom note! W-What's more, it says Eve!\They've got the basic facts all wrong!\Something awful is going to happen to Chane unless we do something!\Jacuzzi!\Jacuzzi, are you going there?\You're going to a lot of trouble for a girl we don't know anything about. response:	You bet I am. Chane is one of us.
context: and come to the abandoned factory at pier 13. Come alone.\This is a ransom note! W-What's more, it says Eve!\They've got the basic facts all wrong!\Something awful is going to happen to Chane unless we do something!\Jacuzzi!\Jacuzzi, are you going there?\You're going to a lot of trouble for a girl we don't know anything about.\You bet I am. Chane is one of us. response:	Jacuzzi, you may consider her one of us, but...
context: This is a ransom note! W-What's more, it says Eve!\They've got the basic facts all wrong!\Something awful is going to happen to Chane unless we do something!\Jacuzzi!\Jacuzzi, are you going there?\You're going to a lot of trouble for a girl we don't know anything about.\You bet I am. Chane is one of us.\Jacuzzi, you may consider her one of us, but... response:	It's true, I don't know where Chane was born,
context: They've got the basic facts all wrong!\Something awful is going to happen to Chane unless we do something!\Jacuzzi!\Jacuzzi, are you going there?\You're going to a lot of trouble for a girl we don't know anything about.\You bet I am. Chane is one of us.\Jacuzzi, you may consider her one of us, but...\It's true, I don't know where Chane was born, response:	or how she might have been brought up,
context: Something awful is going to happen to Chane unless we do something!\Jacuzzi!\Jacuzzi, are you going there?\You're going to a lot of trouble for a girl we don't know anything about.\You bet I am. Chane is one of us.\Jacuzzi, you may consider her one of us, but...\It's true, I don't know where Chane was born,\or how she might have been brought up, response:	but even so, she washed up out of the river, just like you did, Nick.
context: Jacuzzi!\Jacuzzi, are you going there?\You're going to a lot of trouble for a girl we don't know anything about.\You bet I am. Chane is one of us.\Jacuzzi, you may consider her one of us, but...\It's true, I don't know where Chane was born,\or how she might have been brought up,\but even so, she washed up out of the river, just like you did, Nick. response:	Even at just that, I sense some sort of destiny about her.
context: Jacuzzi, are you going there?\You're going to a lot of trouble for a girl we don't know anything about.\You bet I am. Chane is one of us.\Jacuzzi, you may consider her one of us, but...\It's true, I don't know where Chane was born,\or how she might have been brought up,\but even so, she washed up out of the river, just like you did, Nick.\Even at just that, I sense some sort of destiny about her. response:	She doesn't have anywhere else to go, same as us.
context: You're going to a lot of trouble for a girl we don't know anything about.\You bet I am. Chane is one of us.\Jacuzzi, you may consider her one of us, but...\It's true, I don't know where Chane was born,\or how she might have been brought up,\but even so, she washed up out of the river, just like you did, Nick.\Even at just that, I sense some sort of destiny about her.\She doesn't have anywhere else to go, same as us. response:	Besides... besides, I just don't see Chane as being a bad person.
context: You bet I am. Chane is one of us.\Jacuzzi, you may consider her one of us, but...\It's true, I don't know where Chane was born,\or how she might have been brought up,\but even so, she washed up out of the river, just like you did, Nick.\Even at just that, I sense some sort of destiny about her.\She doesn't have anywhere else to go, same as us.\Besides... besides, I just don't see Chane as being a bad person. response:	That's all there is to it.
context: Jacuzzi, you may consider her one of us, but...\It's true, I don't know where Chane was born,\or how she might have been brought up,\but even so, she washed up out of the river, just like you did, Nick.\Even at just that, I sense some sort of destiny about her.\She doesn't have anywhere else to go, same as us.\Besides... besides, I just don't see Chane as being a bad person.\That's all there is to it. response:	Jacuzzi...
context: It's true, I don't know where Chane was born,\or how she might have been brought up,\but even so, she washed up out of the river, just like you did, Nick.\Even at just that, I sense some sort of destiny about her.\She doesn't have anywhere else to go, same as us.\Besides... besides, I just don't see Chane as being a bad person.\That's all there is to it.\Jacuzzi... response:	Nick, relax. I'm going alone.
context: or how she might have been brought up,\but even so, she washed up out of the river, just like you did, Nick.\Even at just that, I sense some sort of destiny about her.\She doesn't have anywhere else to go, same as us.\Besides... besides, I just don't see Chane as being a bad person.\That's all there is to it.\Jacuzzi...\Nick, relax. I'm going alone. response:	Jacuzzi, you can't!
context: but even so, she washed up out of the river, just like you did, Nick.\Even at just that, I sense some sort of destiny about her.\She doesn't have anywhere else to go, same as us.\Besides... besides, I just don't see Chane as being a bad person.\That's all there is to it.\Jacuzzi...\Nick, relax. I'm going alone.\Jacuzzi, you can't! response:	Jacuzzi, that wrench-wielding bastard is no ordinary punk.
context: Even at just that, I sense some sort of destiny about her.\She doesn't have anywhere else to go, same as us.\Besides... besides, I just don't see Chane as being a bad person.\That's all there is to it.\Jacuzzi...\Nick, relax. I'm going alone.\Jacuzzi, you can't!\Jacuzzi, that wrench-wielding bastard is no ordinary punk. response:	I'm still going. I have to go, you know?
context: She doesn't have anywhere else to go, same as us.\Besides... besides, I just don't see Chane as being a bad person.\That's all there is to it.\Jacuzzi...\Nick, relax. I'm going alone.\Jacuzzi, you can't!\Jacuzzi, that wrench-wielding bastard is no ordinary punk.\I'm still going. I have to go, you know? response:	He told me to come alone, after all.
context: Besides... besides, I just don't see Chane as being a bad person.\That's all there is to it.\Jacuzzi...\Nick, relax. I'm going alone.\Jacuzzi, you can't!\Jacuzzi, that wrench-wielding bastard is no ordinary punk.\I'm still going. I have to go, you know?\He told me to come alone, after all. response:	If I didn't, it would be impolite, wouldn't it?
context: That's all there is to it.\Jacuzzi...\Nick, relax. I'm going alone.\Jacuzzi, you can't!\Jacuzzi, that wrench-wielding bastard is no ordinary punk.\I'm still going. I have to go, you know?\He told me to come alone, after all.\If I didn't, it would be impolite, wouldn't it? response:	I-I'm so scared, I can't help myself, though...
context: Jacuzzi...\Nick, relax. I'm going alone.\Jacuzzi, you can't!\Jacuzzi, that wrench-wielding bastard is no ordinary punk.\I'm still going. I have to go, you know?\He told me to come alone, after all.\If I didn't, it would be impolite, wouldn't it?\I-I'm so scared, I can't help myself, though... response:	Poor girl. She seems to be so scared, she can't say anything.
context: Nick, relax. I'm going alone.\Jacuzzi, you can't!\Jacuzzi, that wrench-wielding bastard is no ordinary punk.\I'm still going. I have to go, you know?\He told me to come alone, after all.\If I didn't, it would be impolite, wouldn't it?\I-I'm so scared, I can't help myself, though...\Poor girl. She seems to be so scared, she can't say anything. response:	Sorry about this, young lady.
context: Jacuzzi, you can't!\Jacuzzi, that wrench-wielding bastard is no ordinary punk.\I'm still going. I have to go, you know?\He told me to come alone, after all.\If I didn't, it would be impolite, wouldn't it?\I-I'm so scared, I can't help myself, though...\Poor girl. She seems to be so scared, she can't say anything.\Sorry about this, young lady. response:	But not being able to speak may be lucky for you, in a sense.
context: Jacuzzi, that wrench-wielding bastard is no ordinary punk.\I'm still going. I have to go, you know?\He told me to come alone, after all.\If I didn't, it would be impolite, wouldn't it?\I-I'm so scared, I can't help myself, though...\Poor girl. She seems to be so scared, she can't say anything.\Sorry about this, young lady.\But not being able to speak may be lucky for you, in a sense. response:	People expend exceedingly powerful energy,
context: I'm still going. I have to go, you know?\He told me to come alone, after all.\If I didn't, it would be impolite, wouldn't it?\I-I'm so scared, I can't help myself, though...\Poor girl. She seems to be so scared, she can't say anything.\Sorry about this, young lady.\But not being able to speak may be lucky for you, in a sense.\People expend exceedingly powerful energy, response:	whenever putting sadness into words, or putting joy into words,
context: He told me to come alone, after all.\If I didn't, it would be impolite, wouldn't it?\I-I'm so scared, I can't help myself, though...\Poor girl. She seems to be so scared, she can't say anything.\Sorry about this, young lady.\But not being able to speak may be lucky for you, in a sense.\People expend exceedingly powerful energy,\whenever putting sadness into words, or putting joy into words, response:	or putting anger into words.
context: If I didn't, it would be impolite, wouldn't it?\I-I'm so scared, I can't help myself, though...\Poor girl. She seems to be so scared, she can't say anything.\Sorry about this, young lady.\But not being able to speak may be lucky for you, in a sense.\People expend exceedingly powerful energy,\whenever putting sadness into words, or putting joy into words,\or putting anger into words. response:	Even more when it turns to fear, or pain.
context: I-I'm so scared, I can't help myself, though...\Poor girl. She seems to be so scared, she can't say anything.\Sorry about this, young lady.\But not being able to speak may be lucky for you, in a sense.\People expend exceedingly powerful energy,\whenever putting sadness into words, or putting joy into words,\or putting anger into words.\Even more when it turns to fear, or pain. response:	In that sense, being so afraid that you can't find any words...
context: Poor girl. She seems to be so scared, she can't say anything.\Sorry about this, young lady.\But not being able to speak may be lucky for you, in a sense.\People expend exceedingly powerful energy,\whenever putting sadness into words, or putting joy into words,\or putting anger into words.\Even more when it turns to fear, or pain.\In that sense, being so afraid that you can't find any words... response:	in extreme circumstances, where human instinct controls
context: Sorry about this, young lady.\But not being able to speak may be lucky for you, in a sense.\People expend exceedingly powerful energy,\whenever putting sadness into words, or putting joy into words,\or putting anger into words.\Even more when it turns to fear, or pain.\In that sense, being so afraid that you can't find any words...\in extreme circumstances, where human instinct controls response:	energy consumption, could, in a sense, be called
context: But not being able to speak may be lucky for you, in a sense.\People expend exceedingly powerful energy,\whenever putting sadness into words, or putting joy into words,\or putting anger into words.\Even more when it turns to fear, or pain.\In that sense, being so afraid that you can't find any words...\in extreme circumstances, where human instinct controls\energy consumption, could, in a sense, be called response:	a self-defense mechanism, couldn't it?
context: People expend exceedingly powerful energy,\whenever putting sadness into words, or putting joy into words,\or putting anger into words.\Even more when it turns to fear, or pain.\In that sense, being so afraid that you can't find any words...\in extreme circumstances, where human instinct controls\energy consumption, could, in a sense, be called\a self-defense mechanism, couldn't it? response:	Whoops. I went and said something somewhat intelligent there.
context: whenever putting sadness into words, or putting joy into words,\or putting anger into words.\Even more when it turns to fear, or pain.\In that sense, being so afraid that you can't find any words...\in extreme circumstances, where human instinct controls\energy consumption, could, in a sense, be called\a self-defense mechanism, couldn't it?\Whoops. I went and said something somewhat intelligent there. response:	All right, give it up for me, guys.
context: or putting anger into words.\Even more when it turns to fear, or pain.\In that sense, being so afraid that you can't find any words...\in extreme circumstances, where human instinct controls\energy consumption, could, in a sense, be called\a self-defense mechanism, couldn't it?\Whoops. I went and said something somewhat intelligent there.\All right, give it up for me, guys. response:	Hmm? Hey, why are you getting up without asking-
context: Even more when it turns to fear, or pain.\In that sense, being so afraid that you can't find any words...\in extreme circumstances, where human instinct controls\energy consumption, could, in a sense, be called\a self-defense mechanism, couldn't it?\Whoops. I went and said something somewhat intelligent there.\All right, give it up for me, guys.\Hmm? Hey, why are you getting up without asking- response:	Ho... here I thought you were an ordinary young lady,
context: In that sense, being so afraid that you can't find any words...\in extreme circumstances, where human instinct controls\energy consumption, could, in a sense, be called\a self-defense mechanism, couldn't it?\Whoops. I went and said something somewhat intelligent there.\All right, give it up for me, guys.\Hmm? Hey, why are you getting up without asking-\Ho... here I thought you were an ordinary young lady, response:	but this is interesting.
context: in extreme circumstances, where human instinct controls\energy consumption, could, in a sense, be called\a self-defense mechanism, couldn't it?\Whoops. I went and said something somewhat intelligent there.\All right, give it up for me, guys.\Hmm? Hey, why are you getting up without asking-\Ho... here I thought you were an ordinary young lady,\but this is interesting. response:	That's a bit on the large side for something used for self-defense, isn't it?
context: energy consumption, could, in a sense, be called\a self-defense mechanism, couldn't it?\Whoops. I went and said something somewhat intelligent there.\All right, give it up for me, guys.\Hmm? Hey, why are you getting up without asking-\Ho... here I thought you were an ordinary young lady,\but this is interesting.\That's a bit on the large side for something used for self-defense, isn't it? response:	But that's okay.
context: a self-defense mechanism, couldn't it?\Whoops. I went and said something somewhat intelligent there.\All right, give it up for me, guys.\Hmm? Hey, why are you getting up without asking-\Ho... here I thought you were an ordinary young lady,\but this is interesting.\That's a bit on the large side for something used for self-defense, isn't it?\But that's okay. response:	You surprised me a bit, but being surprised is a good thing.
context: Whoops. I went and said something somewhat intelligent there.\All right, give it up for me, guys.\Hmm? Hey, why are you getting up without asking-\Ho... here I thought you were an ordinary young lady,\but this is interesting.\That's a bit on the large side for something used for self-defense, isn't it?\But that's okay.\You surprised me a bit, but being surprised is a good thing. response:	Being surprised reminds people
