context: Inbox response:	Email Received
context: Oh, don't worry about it. I'll do the dishes.\You sure?\I don't want you to break any more of them.\I don't break them that much, do I?\I understand you're sad because Takanashi's gone, but...\She's not gone.\And I'm not sad.\What? response:	You mean you don't know?
context: You sure?\I don't want you to break any more of them.\I don't break them that much, do I?\I understand you're sad because Takanashi's gone, but...\She's not gone.\And I'm not sad.\What?\You mean you don't know? response:	The movers came in the evening, and...
context: I don't want you to break any more of them.\I don't break them that much, do I?\I understand you're sad because Takanashi's gone, but...\She's not gone.\And I'm not sad.\What?\You mean you don't know?\The movers came in the evening, and... response:	Rikka!
context: I don't break them that much, do I?\I understand you're sad because Takanashi's gone, but...\She's not gone.\And I'm not sad.\What?\You mean you don't know?\The movers came in the evening, and...\Rikka! response:	Rikka!
context: I understand you're sad because Takanashi's gone, but...\She's not gone.\And I'm not sad.\What?\You mean you don't know?\The movers came in the evening, and...\Rikka!\Rikka! response:	Goddamn it! Why?
context: She's not gone.\And I'm not sad.\What?\You mean you don't know?\The movers came in the evening, and...\Rikka!\Rikka!\Goddamn it! Why? response:	You said you'd come back.
context: And I'm not sad.\What?\You mean you don't know?\The movers came in the evening, and...\Rikka!\Rikka!\Goddamn it! Why?\You said you'd come back. response:	You said you'd be right back!
context: What?\You mean you don't know?\The movers came in the evening, and...\Rikka!\Rikka!\Goddamn it! Why?\You said you'd come back.\You said you'd be right back! response:	I don't think you can make it at this hour.
context: You mean you don't know?\The movers came in the evening, and...\Rikka!\Rikka!\Goddamn it! Why?\You said you'd come back.\You said you'd be right back!\I don't think you can make it at this hour. response:	The train you need doesn't run this late.
context: The movers came in the evening, and...\Rikka!\Rikka!\Goddamn it! Why?\You said you'd come back.\You said you'd be right back!\I don't think you can make it at this hour.\The train you need doesn't run this late. response:	I see...
context: Rikka!\Rikka!\Goddamn it! Why?\You said you'd come back.\You said you'd be right back!\I don't think you can make it at this hour.\The train you need doesn't run this late.\I see... response:	Rikka...
context: Rikka!\Goddamn it! Why?\You said you'd come back.\You said you'd be right back!\I don't think you can make it at this hour.\The train you need doesn't run this late.\I see...\Rikka... response:	Mom, Grandpa, and Grandma all looked so happy.
context: Goddamn it! Why?\You said you'd come back.\You said you'd be right back!\I don't think you can make it at this hour.\The train you need doesn't run this late.\I see...\Rikka...\Mom, Grandpa, and Grandma all looked so happy. response:	They were so relieved when I said that I'd do it.
context: You said you'd come back.\You said you'd be right back!\I don't think you can make it at this hour.\The train you need doesn't run this late.\I see...\Rikka...\Mom, Grandpa, and Grandma all looked so happy.\They were so relieved when I said that I'd do it. response:	So I think I made the right choice.
context: You said you'd be right back!\I don't think you can make it at this hour.\The train you need doesn't run this late.\I see...\Rikka...\Mom, Grandpa, and Grandma all looked so happy.\They were so relieved when I said that I'd do it.\So I think I made the right choice. response:	You agree, right, Yuuta?
context: I don't think you can make it at this hour.\The train you need doesn't run this late.\I see...\Rikka...\Mom, Grandpa, and Grandma all looked so happy.\They were so relieved when I said that I'd do it.\So I think I made the right choice.\You agree, right, Yuuta? response:	Right...
context: The train you need doesn't run this late.\I see...\Rikka...\Mom, Grandpa, and Grandma all looked so happy.\They were so relieved when I said that I'd do it.\So I think I made the right choice.\You agree, right, Yuuta?\Right... response:	This all started with me.
context: I see...\Rikka...\Mom, Grandpa, and Grandma all looked so happy.\They were so relieved when I said that I'd do it.\So I think I made the right choice.\You agree, right, Yuuta?\Right...\This all started with me. response:	I told her to take off her eyepatch...
context: Rikka...\Mom, Grandpa, and Grandma all looked so happy.\They were so relieved when I said that I'd do it.\So I think I made the right choice.\You agree, right, Yuuta?\Right...\This all started with me.\I told her to take off her eyepatch... response:	and leave her eighth-grader syndrome behind.
context: Mom, Grandpa, and Grandma all looked so happy.\They were so relieved when I said that I'd do it.\So I think I made the right choice.\You agree, right, Yuuta?\Right...\This all started with me.\I told her to take off her eyepatch...\and leave her eighth-grader syndrome behind. response:	It was me.
context: They were so relieved when I said that I'd do it.\So I think I made the right choice.\You agree, right, Yuuta?\Right...\This all started with me.\I told her to take off her eyepatch...\and leave her eighth-grader syndrome behind.\It was me. response:	From... Dark Flame
context: So I think I made the right choice.\You agree, right, Yuuta?\Right...\This all started with me.\I told her to take off her eyepatch...\and leave her eighth-grader syndrome behind.\It was me.\From... Dark Flame response:	When you read this letter, you may no longer be the Dark Flame Master.
context: You agree, right, Yuuta?\Right...\This all started with me.\I told her to take off her eyepatch...\and leave her eighth-grader syndrome behind.\It was me.\From... Dark Flame\When you read this letter, you may no longer be the Dark Flame Master. response:	Because in 2012, as per the Mayan prophecy,
context: Right...\This all started with me.\I told her to take off her eyepatch...\and leave her eighth-grader syndrome behind.\It was me.\From... Dark Flame\When you read this letter, you may no longer be the Dark Flame Master.\Because in 2012, as per the Mayan prophecy, response:	the world will be devastated by wave of destruction, weakening your mental energy.
context: This all started with me.\I told her to take off her eyepatch...\and leave her eighth-grader syndrome behind.\It was me.\From... Dark Flame\When you read this letter, you may no longer be the Dark Flame Master.\Because in 2012, as per the Mayan prophecy,\the world will be devastated by wave of destruction, weakening your mental energy. response:	You may have attained enlightenment and abandoned your destiny,
context: I told her to take off her eyepatch...\and leave her eighth-grader syndrome behind.\It was me.\From... Dark Flame\When you read this letter, you may no longer be the Dark Flame Master.\Because in 2012, as per the Mayan prophecy,\the world will be devastated by wave of destruction, weakening your mental energy.\You may have attained enlightenment and abandoned your destiny, response:	reducing yourself to a pathetic commoner, content simply to enjoy life.
context: and leave her eighth-grader syndrome behind.\It was me.\From... Dark Flame\When you read this letter, you may no longer be the Dark Flame Master.\Because in 2012, as per the Mayan prophecy,\the world will be devastated by wave of destruction, weakening your mental energy.\You may have attained enlightenment and abandoned your destiny,\reducing yourself to a pathetic commoner, content simply to enjoy life. response:	I sense that this is the case.
context: It was me.\From... Dark Flame\When you read this letter, you may no longer be the Dark Flame Master.\Because in 2012, as per the Mayan prophecy,\the world will be devastated by wave of destruction, weakening your mental energy.\You may have attained enlightenment and abandoned your destiny,\reducing yourself to a pathetic commoner, content simply to enjoy life.\I sense that this is the case. response:	That is why I have written you this letter.
context: From... Dark Flame\When you read this letter, you may no longer be the Dark Flame Master.\Because in 2012, as per the Mayan prophecy,\the world will be devastated by wave of destruction, weakening your mental energy.\You may have attained enlightenment and abandoned your destiny,\reducing yourself to a pathetic commoner, content simply to enjoy life.\I sense that this is the case.\That is why I have written you this letter. response:	Do not be fooled, Dark Flame Master.
context: When you read this letter, you may no longer be the Dark Flame Master.\Because in 2012, as per the Mayan prophecy,\the world will be devastated by wave of destruction, weakening your mental energy.\You may have attained enlightenment and abandoned your destiny,\reducing yourself to a pathetic commoner, content simply to enjoy life.\I sense that this is the case.\That is why I have written you this letter.\Do not be fooled, Dark Flame Master. response:	You have power.
context: Because in 2012, as per the Mayan prophecy,\the world will be devastated by wave of destruction, weakening your mental energy.\You may have attained enlightenment and abandoned your destiny,\reducing yourself to a pathetic commoner, content simply to enjoy life.\I sense that this is the case.\That is why I have written you this letter.\Do not be fooled, Dark Flame Master.\You have power. response:	You were chosen by the Dark Lord.
context: the world will be devastated by wave of destruction, weakening your mental energy.\You may have attained enlightenment and abandoned your destiny,\reducing yourself to a pathetic commoner, content simply to enjoy life.\I sense that this is the case.\That is why I have written you this letter.\Do not be fooled, Dark Flame Master.\You have power.\You were chosen by the Dark Lord. response:	You, and nobody else.
context: You may have attained enlightenment and abandoned your destiny,\reducing yourself to a pathetic commoner, content simply to enjoy life.\I sense that this is the case.\That is why I have written you this letter.\Do not be fooled, Dark Flame Master.\You have power.\You were chosen by the Dark Lord.\You, and nobody else. response:	You are special.
context: reducing yourself to a pathetic commoner, content simply to enjoy life.\I sense that this is the case.\That is why I have written you this letter.\Do not be fooled, Dark Flame Master.\You have power.\You were chosen by the Dark Lord.\You, and nobody else.\You are special. response:	I wrote this to myself in two years when I was in eighth grade.
context: I sense that this is the case.\That is why I have written you this letter.\Do not be fooled, Dark Flame Master.\You have power.\You were chosen by the Dark Lord.\You, and nobody else.\You are special.\I wrote this to myself in two years when I was in eighth grade. response:	Some letter, huh?
context: That is why I have written you this letter.\Do not be fooled, Dark Flame Master.\You have power.\You were chosen by the Dark Lord.\You, and nobody else.\You are special.\I wrote this to myself in two years when I was in eighth grade.\Some letter, huh? response:	This is so stupid.
context: Do not be fooled, Dark Flame Master.\You have power.\You were chosen by the Dark Lord.\You, and nobody else.\You are special.\I wrote this to myself in two years when I was in eighth grade.\Some letter, huh?\This is so stupid. response:	It's just a token from one of the local arcades.
context: You have power.\You were chosen by the Dark Lord.\You, and nobody else.\You are special.\I wrote this to myself in two years when I was in eighth grade.\Some letter, huh?\This is so stupid.\It's just a token from one of the local arcades. response:	It doesn't have any special powers.
context: You were chosen by the Dark Lord.\You, and nobody else.\You are special.\I wrote this to myself in two years when I was in eighth grade.\Some letter, huh?\This is so stupid.\It's just a token from one of the local arcades.\It doesn't have any special powers. response:	But...
context: You, and nobody else.\You are special.\I wrote this to myself in two years when I was in eighth grade.\Some letter, huh?\This is so stupid.\It's just a token from one of the local arcades.\It doesn't have any special powers.\But... response:	Tails, huh...
context: You are special.\I wrote this to myself in two years when I was in eighth grade.\Some letter, huh?\This is so stupid.\It's just a token from one of the local arcades.\It doesn't have any special powers.\But...\Tails, huh... response:	I guess this is fate.
context: I wrote this to myself in two years when I was in eighth grade.\Some letter, huh?\This is so stupid.\It's just a token from one of the local arcades.\It doesn't have any special powers.\But...\Tails, huh...\I guess this is fate. response:	Not that I mind, but where are you going in the middle of the night?
context: Some letter, huh?\This is so stupid.\It's just a token from one of the local arcades.\It doesn't have any special powers.\But...\Tails, huh...\I guess this is fate.\Not that I mind, but where are you going in the middle of the night? response:	I'm going to go get Rikka.
context: This is so stupid.\It's just a token from one of the local arcades.\It doesn't have any special powers.\But...\Tails, huh...\I guess this is fate.\Not that I mind, but where are you going in the middle of the night?\I'm going to go get Rikka. response:	You're going
context: It's just a token from one of the local arcades.\It doesn't have any special powers.\But...\Tails, huh...\I guess this is fate.\Not that I mind, but where are you going in the middle of the night?\I'm going to go get Rikka.\You're going response:	Wait, are you serious?
context: It doesn't have any special powers.\But...\Tails, huh...\I guess this is fate.\Not that I mind, but where are you going in the middle of the night?\I'm going to go get Rikka.\You're going\Wait, are you serious? response:	This isn't what I wanted.
context: But...\Tails, huh...\I guess this is fate.\Not that I mind, but where are you going in the middle of the night?\I'm going to go get Rikka.\You're going\Wait, are you serious?\This isn't what I wanted. response:	This isn't what I wanted to say or do for her.
context: Tails, huh...\I guess this is fate.\Not that I mind, but where are you going in the middle of the night?\I'm going to go get Rikka.\You're going\Wait, are you serious?\This isn't what I wanted.\This isn't what I wanted to say or do for her. response:	Halt.
context: I guess this is fate.\Not that I mind, but where are you going in the middle of the night?\I'm going to go get Rikka.\You're going\Wait, are you serious?\This isn't what I wanted.\This isn't what I wanted to say or do for her.\Halt. response:	Dark Flame Master. I, wielder of the Second Wicked Eye, bear a message for you.
context: Not that I mind, but where are you going in the middle of the night?\I'm going to go get Rikka.\You're going\Wait, are you serious?\This isn't what I wanted.\This isn't what I wanted to say or do for her.\Halt.\Dark Flame Master. I, wielder of the Second Wicked Eye, bear a message for you. response:	Hey, did Dad die?
context: I'm going to go get Rikka.\You're going\Wait, are you serious?\This isn't what I wanted.\This isn't what I wanted to say or do for her.\Halt.\Dark Flame Master. I, wielder of the Second Wicked Eye, bear a message for you.\Hey, did Dad die? response:	Rikka...
context: You're going\Wait, are you serious?\This isn't what I wanted.\This isn't what I wanted to say or do for her.\Halt.\Dark Flame Master. I, wielder of the Second Wicked Eye, bear a message for you.\Hey, did Dad die?\Rikka... response:	It didn't feel like it had really happened.
context: Wait, are you serious?\This isn't what I wanted.\This isn't what I wanted to say or do for her.\Halt.\Dark Flame Master. I, wielder of the Second Wicked Eye, bear a message for you.\Hey, did Dad die?\Rikka...\It didn't feel like it had really happened. response:	In fact, I couldn't feel anything at all.
context: This isn't what I wanted.\This isn't what I wanted to say or do for her.\Halt.\Dark Flame Master. I, wielder of the Second Wicked Eye, bear a message for you.\Hey, did Dad die?\Rikka...\It didn't feel like it had really happened.\In fact, I couldn't feel anything at all. response:	Because I thought he'd get better for sure.
context: This isn't what I wanted to say or do for her.\Halt.\Dark Flame Master. I, wielder of the Second Wicked Eye, bear a message for you.\Hey, did Dad die?\Rikka...\It didn't feel like it had really happened.\In fact, I couldn't feel anything at all.\Because I thought he'd get better for sure. response:	I thought that until the morning he passed away.
context: Halt.\Dark Flame Master. I, wielder of the Second Wicked Eye, bear a message for you.\Hey, did Dad die?\Rikka...\It didn't feel like it had really happened.\In fact, I couldn't feel anything at all.\Because I thought he'd get better for sure.\I thought that until the morning he passed away. response:	Rikka...
context: Dark Flame Master. I, wielder of the Second Wicked Eye, bear a message for you.\Hey, did Dad die?\Rikka...\It didn't feel like it had really happened.\In fact, I couldn't feel anything at all.\Because I thought he'd get better for sure.\I thought that until the morning he passed away.\Rikka... response:	That's when I met Yuuta.
context: Hey, did Dad die?\Rikka...\It didn't feel like it had really happened.\In fact, I couldn't feel anything at all.\Because I thought he'd get better for sure.\I thought that until the morning he passed away.\Rikka...\That's when I met Yuuta. response:	Me?
context: Rikka...\It didn't feel like it had really happened.\In fact, I couldn't feel anything at all.\Because I thought he'd get better for sure.\I thought that until the morning he passed away.\Rikka...\That's when I met Yuuta.\Me? response:	Rikka said that?
context: It didn't feel like it had really happened.\In fact, I couldn't feel anything at all.\Because I thought he'd get better for sure.\I thought that until the morning he passed away.\Rikka...\That's when I met Yuuta.\Me?\Rikka said that? response:	Yes. Rikka...
context: In fact, I couldn't feel anything at all.\Because I thought he'd get better for sure.\I thought that until the morning he passed away.\Rikka...\That's when I met Yuuta.\Me?\Rikka said that?\Yes. Rikka... response:	I mean, the Wicked Eye found you two years ago.
context: Because I thought he'd get better for sure.\I thought that until the morning he passed away.\Rikka...\That's when I met Yuuta.\Me?\Rikka said that?\Yes. Rikka...\I mean, the Wicked Eye found you two years ago. response:	When she went to the Priestess's place.
context: I thought that until the morning he passed away.\Rikka...\That's when I met Yuuta.\Me?\Rikka said that?\Yes. Rikka...\I mean, the Wicked Eye found you two years ago.\When she went to the Priestess's place. response:	We're moving?
context: Rikka...\That's when I met Yuuta.\Me?\Rikka said that?\Yes. Rikka...\I mean, the Wicked Eye found you two years ago.\When she went to the Priestess's place.\We're moving? response:	Yeah. Grandpa said we can live with them.
context: That's when I met Yuuta.\Me?\Rikka said that?\Yes. Rikka...\I mean, the Wicked Eye found you two years ago.\When she went to the Priestess's place.\We're moving?\Yeah. Grandpa said we can live with them. response:	Then what'll happen to our place?
context: Me?\Rikka said that?\Yes. Rikka...\I mean, the Wicked Eye found you two years ago.\When she went to the Priestess's place.\We're moving?\Yeah. Grandpa said we can live with them.\Then what'll happen to our place? response:	I understand.
context: Rikka said that?\Yes. Rikka...\I mean, the Wicked Eye found you two years ago.\When she went to the Priestess's place.\We're moving?\Yeah. Grandpa said we can live with them.\Then what'll happen to our place?\I understand. response:	Nothing we can do, right?
context: Yes. Rikka...\I mean, the Wicked Eye found you two years ago.\When she went to the Priestess's place.\We're moving?\Yeah. Grandpa said we can live with them.\Then what'll happen to our place?\I understand.\Nothing we can do, right? response:	Rikka...
context: I mean, the Wicked Eye found you two years ago.\When she went to the Priestess's place.\We're moving?\Yeah. Grandpa said we can live with them.\Then what'll happen to our place?\I understand.\Nothing we can do, right?\Rikka... response:	Ow, ow... Ow!
context: When she went to the Priestess's place.\We're moving?\Yeah. Grandpa said we can live with them.\Then what'll happen to our place?\I understand.\Nothing we can do, right?\Rikka...\Ow, ow... Ow! response:	Hey!
context: We're moving?\Yeah. Grandpa said we can live with them.\Then what'll happen to our place?\I understand.\Nothing we can do, right?\Rikka...\Ow, ow... Ow!\Hey! response:	The air drips heavy with malice.
context: Yeah. Grandpa said we can live with them.\Then what'll happen to our place?\I understand.\Nothing we can do, right?\Rikka...\Ow, ow... Ow!\Hey!\The air drips heavy with malice. response:	They must be close by.
context: Then what'll happen to our place?\I understand.\Nothing we can do, right?\Rikka...\Ow, ow... Ow!\Hey!\The air drips heavy with malice.\They must be close by. response:	I watched him every day since then.
context: I understand.\Nothing we can do, right?\Rikka...\Ow, ow... Ow!\Hey!\The air drips heavy with malice.\They must be close by.\I watched him every day since then. response:	What? Over there?
context: Nothing we can do, right?\Rikka...\Ow, ow... Ow!\Hey!\The air drips heavy with malice.\They must be close by.\I watched him every day since then.\What? Over there? response:	And another one here?
context: Rikka...\Ow, ow... Ow!\Hey!\The air drips heavy with malice.\They must be close by.\I watched him every day since then.\What? Over there?\And another one here? response:	Finally, I will...
context: Ow, ow... Ow!\Hey!\The air drips heavy with malice.\They must be close by.\I watched him every day since then.\What? Over there?\And another one here?\Finally, I will... response:	Who's there?
context: Hey!\The air drips heavy with malice.\They must be close by.\I watched him every day since then.\What? Over there?\And another one here?\Finally, I will...\Who's there? response:	I sense that I'm being watched.
context: The air drips heavy with malice.\They must be close by.\I watched him every day since then.\What? Over there?\And another one here?\Finally, I will...\Who's there?\I sense that I'm being watched. response:	Rikka thought it was wonderful that you could think like that.
context: They must be close by.\I watched him every day since then.\What? Over there?\And another one here?\Finally, I will...\Who's there?\I sense that I'm being watched.\Rikka thought it was wonderful that you could think like that. response:	She thought you were so much cooler than she was because you were true to yourself.
context: I watched him every day since then.\What? Over there?\And another one here?\Finally, I will...\Who's there?\I sense that I'm being watched.\Rikka thought it was wonderful that you could think like that.\She thought you were so much cooler than she was because you were true to yourself. response:	Then what...
context: What? Over there?\And another one here?\Finally, I will...\Who's there?\I sense that I'm being watched.\Rikka thought it was wonderful that you could think like that.\She thought you were so much cooler than she was because you were true to yourself.\Then what... response:	was... her eighth-grader syndrome?
context: And another one here?\Finally, I will...\Who's there?\I sense that I'm being watched.\Rikka thought it was wonderful that you could think like that.\She thought you were so much cooler than she was because you were true to yourself.\Then what...\was... her eighth-grader syndrome? response:	Rikka is a girl who was saved by her eighth-grader syndrome.
context: Finally, I will...\Who's there?\I sense that I'm being watched.\Rikka thought it was wonderful that you could think like that.\She thought you were so much cooler than she was because you were true to yourself.\Then what...\was... her eighth-grader syndrome?\Rikka is a girl who was saved by her eighth-grader syndrome. response:	From the moment she laid eyes on you, she came to admire it.
context: Who's there?\I sense that I'm being watched.\Rikka thought it was wonderful that you could think like that.\She thought you were so much cooler than she was because you were true to yourself.\Then what...\was... her eighth-grader syndrome?\Rikka is a girl who was saved by her eighth-grader syndrome.\From the moment she laid eyes on you, she came to admire it. response:	She was bewitched by your power and tried to follow you in your footsteps.
context: I sense that I'm being watched.\Rikka thought it was wonderful that you could think like that.\She thought you were so much cooler than she was because you were true to yourself.\Then what...\was... her eighth-grader syndrome?\Rikka is a girl who was saved by her eighth-grader syndrome.\From the moment she laid eyes on you, she came to admire it.\She was bewitched by your power and tried to follow you in your footsteps. response:	That's why she came to you!
context: Rikka thought it was wonderful that you could think like that.\She thought you were so much cooler than she was because you were true to yourself.\Then what...\was... her eighth-grader syndrome?\Rikka is a girl who was saved by her eighth-grader syndrome.\From the moment she laid eyes on you, she came to admire it.\She was bewitched by your power and tried to follow you in your footsteps.\That's why she came to you! response:	It couldn't have been anyone else!
context: She thought you were so much cooler than she was because you were true to yourself.\Then what...\was... her eighth-grader syndrome?\Rikka is a girl who was saved by her eighth-grader syndrome.\From the moment she laid eyes on you, she came to admire it.\She was bewitched by your power and tried to follow you in your footsteps.\That's why she came to you!\It couldn't have been anyone else! response:	Rikka was...
context: Then what...\was... her eighth-grader syndrome?\Rikka is a girl who was saved by her eighth-grader syndrome.\From the moment she laid eyes on you, she came to admire it.\She was bewitched by your power and tried to follow you in your footsteps.\That's why she came to you!\It couldn't have been anyone else!\Rikka was... response:	always, always, always...
context: was... her eighth-grader syndrome?\Rikka is a girl who was saved by her eighth-grader syndrome.\From the moment she laid eyes on you, she came to admire it.\She was bewitched by your power and tried to follow you in your footsteps.\That's why she came to you!\It couldn't have been anyone else!\Rikka was...\always, always, always... response:	always...!
context: Rikka is a girl who was saved by her eighth-grader syndrome.\From the moment she laid eyes on you, she came to admire it.\She was bewitched by your power and tried to follow you in your footsteps.\That's why she came to you!\It couldn't have been anyone else!\Rikka was...\always, always, always...\always...! response:	Rikka!
context: From the moment she laid eyes on you, she came to admire it.\She was bewitched by your power and tried to follow you in your footsteps.\That's why she came to you!\It couldn't have been anyone else!\Rikka was...\always, always, always...\always...!\Rikka! response:	Yuuta.
context: She was bewitched by your power and tried to follow you in your footsteps.\That's why she came to you!\It couldn't have been anyone else!\Rikka was...\always, always, always...\always...!\Rikka!\Yuuta. response:	Oh, I need to water the plants.
context: That's why she came to you!\It couldn't have been anyone else!\Rikka was...\always, always, always...\always...!\Rikka!\Yuuta.\Oh, I need to water the plants. response:	Yuuta!
context: It couldn't have been anyone else!\Rikka was...\always, always, always...\always...!\Rikka!\Yuuta.\Oh, I need to water the plants.\Yuuta! response:	I am not this Yuuta!
context: Rikka was...\always, always, always...\always...!\Rikka!\Yuuta.\Oh, I need to water the plants.\Yuuta!\I am not this Yuuta! response:	Yuuta!
context: always, always, always...\always...!\Rikka!\Yuuta.\Oh, I need to water the plants.\Yuuta!\I am not this Yuuta!\Yuuta! response:	Takanashi Rikka!
context: always...!\Rikka!\Yuuta.\Oh, I need to water the plants.\Yuuta!\I am not this Yuuta!\Yuuta!\Takanashi Rikka! response:	No, wielder of the Wicked Eye!
context: Rikka!\Yuuta.\Oh, I need to water the plants.\Yuuta!\I am not this Yuuta!\Yuuta!\Takanashi Rikka!\No, wielder of the Wicked Eye! response:	I have something I must show you.
context: Yuuta.\Oh, I need to water the plants.\Yuuta!\I am not this Yuuta!\Yuuta!\Takanashi Rikka!\No, wielder of the Wicked Eye!\I have something I must show you. response:	Yuuta...
context: Oh, I need to water the plants.\Yuuta!\I am not this Yuuta!\Yuuta!\Takanashi Rikka!\No, wielder of the Wicked Eye!\I have something I must show you.\Yuuta... response:	Make...
context: Yuuta!\I am not this Yuuta!\Yuuta!\Takanashi Rikka!\No, wielder of the Wicked Eye!\I have something I must show you.\Yuuta...\Make... response:	a contract with me!
context: I am not this Yuuta!\Yuuta!\Takanashi Rikka!\No, wielder of the Wicked Eye!\I have something I must show you.\Yuuta...\Make...\a contract with me! response:	Who's that?
context: Yuuta!\Takanashi Rikka!\No, wielder of the Wicked Eye!\I have something I must show you.\Yuuta...\Make...\a contract with me!\Who's that? response:	A burglar?
context: Takanashi Rikka!\No, wielder of the Wicked Eye!\I have something I must show you.\Yuuta...\Make...\a contract with me!\Who's that?\A burglar? response:	What the hell are you doing up there?
context: No, wielder of the Wicked Eye!\I have something I must show you.\Yuuta...\Make...\a contract with me!\Who's that?\A burglar?\What the hell are you doing up there? response:	Crap...
context: I have something I must show you.\Yuuta...\Make...\a contract with me!\Who's that?\A burglar?\What the hell are you doing up there?\Crap... response:	Dear! Call the police!
context: Yuuta...\Make...\a contract with me!\Who's that?\A burglar?\What the hell are you doing up there?\Crap...\Dear! Call the police! response:	Rikka, come!
context: Make...\a contract with me!\Who's that?\A burglar?\What the hell are you doing up there?\Crap...\Dear! Call the police!\Rikka, come! response:	But...
context: a contract with me!\Who's that?\A burglar?\What the hell are you doing up there?\Crap...\Dear! Call the police!\Rikka, come!\But... response:	Are you satisfied with this boring reality?
context: Who's that?\A burglar?\What the hell are you doing up there?\Crap...\Dear! Call the police!\Rikka, come!\But...\Are you satisfied with this boring reality? response:	Or will you choose to rewrite it with me?
context: A burglar?\What the hell are you doing up there?\Crap...\Dear! Call the police!\Rikka, come!\But...\Are you satisfied with this boring reality?\Or will you choose to rewrite it with me? response:	Yuuta!
context: What the hell are you doing up there?\Crap...\Dear! Call the police!\Rikka, come!\But...\Are you satisfied with this boring reality?\Or will you choose to rewrite it with me?\Yuuta! response:	Dear!
context: Crap...\Dear! Call the police!\Rikka, come!\But...\Are you satisfied with this boring reality?\Or will you choose to rewrite it with me?\Yuuta!\Dear! response:	Rikka!
context: Dear! Call the police!\Rikka, come!\But...\Are you satisfied with this boring reality?\Or will you choose to rewrite it with me?\Yuuta!\Dear!\Rikka! response:	Yuuta!
context: Rikka, come!\But...\Are you satisfied with this boring reality?\Or will you choose to rewrite it with me?\Yuuta!\Dear!\Rikka!\Yuuta! response:	Rikka!
context: But...\Are you satisfied with this boring reality?\Or will you choose to rewrite it with me?\Yuuta!\Dear!\Rikka!\Yuuta!\Rikka! response:	Rikka!
context: Are you satisfied with this boring reality?\Or will you choose to rewrite it with me?\Yuuta!\Dear!\Rikka!\Yuuta!\Rikka!\Rikka! response:	Excuse me!
context: Or will you choose to rewrite it with me?\Yuuta!\Dear!\Rikka!\Yuuta!\Rikka!\Rikka!\Excuse me! response:	What are you doing up there?
context: Yuuta!\Dear!\Rikka!\Yuuta!\Rikka!\Rikka!\Excuse me!\What are you doing up there? response:	It's not what it looks like!
context: Dear!\Rikka!\Yuuta!\Rikka!\Rikka!\Excuse me!\What are you doing up there?\It's not what it looks like! response:	Help! A molester! Help!
context: Rikka!\Yuuta!\Rikka!\Rikka!\Excuse me!\What are you doing up there?\It's not what it looks like!\Help! A molester! Help! response:	Come on, do your part already!
context: Yuuta!\Rikka!\Rikka!\Excuse me!\What are you doing up there?\It's not what it looks like!\Help! A molester! Help!\Come on, do your part already! response:	What, I'm the molester?
context: Rikka!\Rikka!\Excuse me!\What are you doing up there?\It's not what it looks like!\Help! A molester! Help!\Come on, do your part already!\What, I'm the molester? response:	Hehe! I'm gonna feel you all over!
context: Rikka!\Excuse me!\What are you doing up there?\It's not what it looks like!\Help! A molester! Help!\Come on, do your part already!\What, I'm the molester?\Hehe! I'm gonna feel you all over! response:	Help!
context: Excuse me!\What are you doing up there?\It's not what it looks like!\Help! A molester! Help!\Come on, do your part already!\What, I'm the molester?\Hehe! I'm gonna feel you all over!\Help! response:	Hey, stop right there!
context: What are you doing up there?\It's not what it looks like!\Help! A molester! Help!\Come on, do your part already!\What, I'm the molester?\Hehe! I'm gonna feel you all over!\Help!\Hey, stop right there! response:	Oh, crap! It's not what it looks like!
context: It's not what it looks like!\Help! A molester! Help!\Come on, do your part already!\What, I'm the molester?\Hehe! I'm gonna feel you all over!\Help!\Hey, stop right there!\Oh, crap! It's not what it looks like! response:	What are they doing here?
context: Help! A molester! Help!\Come on, do your part already!\What, I'm the molester?\Hehe! I'm gonna feel you all over!\Help!\Hey, stop right there!\Oh, crap! It's not what it looks like!\What are they doing here? response:	Now, hurry up and go!
context: Come on, do your part already!\What, I'm the molester?\Hehe! I'm gonna feel you all over!\Help!\Hey, stop right there!\Oh, crap! It's not what it looks like!\What are they doing here?\Now, hurry up and go! response:	You too?
context: What, I'm the molester?\Hehe! I'm gonna feel you all over!\Help!\Hey, stop right there!\Oh, crap! It's not what it looks like!\What are they doing here?\Now, hurry up and go!\You too? response:	We asked Deko to give us a ride.
context: Hehe! I'm gonna feel you all over!\Help!\Hey, stop right there!\Oh, crap! It's not what it looks like!\What are they doing here?\Now, hurry up and go!\You too?\We asked Deko to give us a ride. response:	Take these too.
context: Help!\Hey, stop right there!\Oh, crap! It's not what it looks like!\What are they doing here?\Now, hurry up and go!\You too?\We asked Deko to give us a ride.\Take these too. response:	Stop!
context: Hey, stop right there!\Oh, crap! It's not what it looks like!\What are they doing here?\Now, hurry up and go!\You too?\We asked Deko to give us a ride.\Take these too.\Stop! response:	Come back!
context: Oh, crap! It's not what it looks like!\What are they doing here?\Now, hurry up and go!\You too?\We asked Deko to give us a ride.\Take these too.\Stop!\Come back! response:	My leg's cramping up!
context: What are they doing here?\Now, hurry up and go!\You too?\We asked Deko to give us a ride.\Take these too.\Stop!\Come back!\My leg's cramping up! response:	Want me to pedal?
