context: Episode 8: Memories Draw Spirals of the Past... response:	Looks like the rain's stopped.
context: Hey, hey...\Oh dear...\Shirayuki, you can't hold your liquor?\Do you ever wish Prince Zen wasn't a prince?\Zen!\Zen!\What is it, Lord Brother?\This is Mitsuhide Louen, of the Sereg Knights from the east. response:	I'll have him by your side starting from today.
context: Oh dear...\Shirayuki, you can't hold your liquor?\Do you ever wish Prince Zen wasn't a prince?\Zen!\Zen!\What is it, Lord Brother?\This is Mitsuhide Louen, of the Sereg Knights from the east.\I'll have him by your side starting from today. response:	By my side?
context: Shirayuki, you can't hold your liquor?\Do you ever wish Prince Zen wasn't a prince?\Zen!\Zen!\What is it, Lord Brother?\This is Mitsuhide Louen, of the Sereg Knights from the east.\I'll have him by your side starting from today.\By my side? response:	So this is Prince Zen...
context: Do you ever wish Prince Zen wasn't a prince?\Zen!\Zen!\What is it, Lord Brother?\This is Mitsuhide Louen, of the Sereg Knights from the east.\I'll have him by your side starting from today.\By my side?\So this is Prince Zen... response:	Where are you going?
context: Zen!\Zen!\What is it, Lord Brother?\This is Mitsuhide Louen, of the Sereg Knights from the east.\I'll have him by your side starting from today.\By my side?\So this is Prince Zen...\Where are you going? response:	For a walk.
context: Zen!\What is it, Lord Brother?\This is Mitsuhide Louen, of the Sereg Knights from the east.\I'll have him by your side starting from today.\By my side?\So this is Prince Zen...\Where are you going?\For a walk. response:	I will accompany you.
context: What is it, Lord Brother?\This is Mitsuhide Louen, of the Sereg Knights from the east.\I'll have him by your side starting from today.\By my side?\So this is Prince Zen...\Where are you going?\For a walk.\I will accompany you. response:	I don't need you to.
context: This is Mitsuhide Louen, of the Sereg Knights from the east.\I'll have him by your side starting from today.\By my side?\So this is Prince Zen...\Where are you going?\For a walk.\I will accompany you.\I don't need you to. response:	I was told to remain by your side for the present by Prince Izana.
context: I'll have him by your side starting from today.\By my side?\So this is Prince Zen...\Where are you going?\For a walk.\I will accompany you.\I don't need you to.\I was told to remain by your side for the present by Prince Izana. response:	You actually wanted to serve my brother, didn't you?
context: By my side?\So this is Prince Zen...\Where are you going?\For a walk.\I will accompany you.\I don't need you to.\I was told to remain by your side for the present by Prince Izana.\You actually wanted to serve my brother, didn't you? response:	Huh? N-No, I...!
context: So this is Prince Zen...\Where are you going?\For a walk.\I will accompany you.\I don't need you to.\I was told to remain by your side for the present by Prince Izana.\You actually wanted to serve my brother, didn't you?\Huh? N-No, I...! response:	It was obvious from the moment you were introduced.
context: Where are you going?\For a walk.\I will accompany you.\I don't need you to.\I was told to remain by your side for the present by Prince Izana.\You actually wanted to serve my brother, didn't you?\Huh? N-No, I...!\It was obvious from the moment you were introduced. response:	The way you looked at him was different.
context: For a walk.\I will accompany you.\I don't need you to.\I was told to remain by your side for the present by Prince Izana.\You actually wanted to serve my brother, didn't you?\Huh? N-No, I...!\It was obvious from the moment you were introduced.\The way you looked at him was different. response:	He was very observant. As expected...
context: I will accompany you.\I don't need you to.\I was told to remain by your side for the present by Prince Izana.\You actually wanted to serve my brother, didn't you?\Huh? N-No, I...!\It was obvious from the moment you were introduced.\The way you looked at him was different.\He was very observant. As expected... response:	No, what am I doing letting him see through me?
context: I don't need you to.\I was told to remain by your side for the present by Prince Izana.\You actually wanted to serve my brother, didn't you?\Huh? N-No, I...!\It was obvious from the moment you were introduced.\The way you looked at him was different.\He was very observant. As expected...\No, what am I doing letting him see through me? response:	Prince Zen! Please wait!
context: I was told to remain by your side for the present by Prince Izana.\You actually wanted to serve my brother, didn't you?\Huh? N-No, I...!\It was obvious from the moment you were introduced.\The way you looked at him was different.\He was very observant. As expected...\No, what am I doing letting him see through me?\Prince Zen! Please wait! response:	Atri!
context: You actually wanted to serve my brother, didn't you?\Huh? N-No, I...!\It was obvious from the moment you were introduced.\The way you looked at him was different.\He was very observant. As expected...\No, what am I doing letting him see through me?\Prince Zen! Please wait!\Atri! response:	Prince!
context: Huh? N-No, I...!\It was obvious from the moment you were introduced.\The way you looked at him was different.\He was very observant. As expected...\No, what am I doing letting him see through me?\Prince Zen! Please wait!\Atri!\Prince! response:	You're late. I thought you weren't able to get away.
context: It was obvious from the moment you were introduced.\The way you looked at him was different.\He was very observant. As expected...\No, what am I doing letting him see through me?\Prince Zen! Please wait!\Atri!\Prince!\You're late. I thought you weren't able to get away. response:	Don't underestimate my ability to escape.
context: The way you looked at him was different.\He was very observant. As expected...\No, what am I doing letting him see through me?\Prince Zen! Please wait!\Atri!\Prince!\You're late. I thought you weren't able to get away.\Don't underestimate my ability to escape. response:	But I heard you got a new attendant.
context: He was very observant. As expected...\No, what am I doing letting him see through me?\Prince Zen! Please wait!\Atri!\Prince!\You're late. I thought you weren't able to get away.\Don't underestimate my ability to escape.\But I heard you got a new attendant. response:	Don't talk about stuff like that.
context: No, what am I doing letting him see through me?\Prince Zen! Please wait!\Atri!\Prince!\You're late. I thought you weren't able to get away.\Don't underestimate my ability to escape.\But I heard you got a new attendant.\Don't talk about stuff like that. response:	Huh? You don't like him?
context: Prince Zen! Please wait!\Atri!\Prince!\You're late. I thought you weren't able to get away.\Don't underestimate my ability to escape.\But I heard you got a new attendant.\Don't talk about stuff like that.\Huh? You don't like him? response:	It doesn't have anything to do with him.
context: Atri!\Prince!\You're late. I thought you weren't able to get away.\Don't underestimate my ability to escape.\But I heard you got a new attendant.\Don't talk about stuff like that.\Huh? You don't like him?\It doesn't have anything to do with him. response:	I don't know what to do with someone ordered to be by my side.
context: Prince!\You're late. I thought you weren't able to get away.\Don't underestimate my ability to escape.\But I heard you got a new attendant.\Don't talk about stuff like that.\Huh? You don't like him?\It doesn't have anything to do with him.\I don't know what to do with someone ordered to be by my side. response:	It's uncomfortable.
context: You're late. I thought you weren't able to get away.\Don't underestimate my ability to escape.\But I heard you got a new attendant.\Don't talk about stuff like that.\Huh? You don't like him?\It doesn't have anything to do with him.\I don't know what to do with someone ordered to be by my side.\It's uncomfortable. response:	Oh? Must be hard being a prince.
context: Don't underestimate my ability to escape.\But I heard you got a new attendant.\Don't talk about stuff like that.\Huh? You don't like him?\It doesn't have anything to do with him.\I don't know what to do with someone ordered to be by my side.\It's uncomfortable.\Oh? Must be hard being a prince. response:	Don't say that like it has nothing to do with you.
context: But I heard you got a new attendant.\Don't talk about stuff like that.\Huh? You don't like him?\It doesn't have anything to do with him.\I don't know what to do with someone ordered to be by my side.\It's uncomfortable.\Oh? Must be hard being a prince.\Don't say that like it has nothing to do with you. response:	It doesn't.
context: Don't talk about stuff like that.\Huh? You don't like him?\It doesn't have anything to do with him.\I don't know what to do with someone ordered to be by my side.\It's uncomfortable.\Oh? Must be hard being a prince.\Don't say that like it has nothing to do with you.\It doesn't. response:	A humble archer guard like me doesn't understand hard things like that.
context: Huh? You don't like him?\It doesn't have anything to do with him.\I don't know what to do with someone ordered to be by my side.\It's uncomfortable.\Oh? Must be hard being a prince.\Don't say that like it has nothing to do with you.\It doesn't.\A humble archer guard like me doesn't understand hard things like that. response:	Yeah,'cause you're dumb.
context: It doesn't have anything to do with him.\I don't know what to do with someone ordered to be by my side.\It's uncomfortable.\Oh? Must be hard being a prince.\Don't say that like it has nothing to do with you.\It doesn't.\A humble archer guard like me doesn't understand hard things like that.\Yeah,'cause you're dumb. response:	I have a pretty face, so it's fine. And I'm a good archer.
context: I don't know what to do with someone ordered to be by my side.\It's uncomfortable.\Oh? Must be hard being a prince.\Don't say that like it has nothing to do with you.\It doesn't.\A humble archer guard like me doesn't understand hard things like that.\Yeah,'cause you're dumb.\I have a pretty face, so it's fine. And I'm a good archer. response:	What are you talking about?
context: It's uncomfortable.\Oh? Must be hard being a prince.\Don't say that like it has nothing to do with you.\It doesn't.\A humble archer guard like me doesn't understand hard things like that.\Yeah,'cause you're dumb.\I have a pretty face, so it's fine. And I'm a good archer.\What are you talking about? response:	You can't see the pretty boy in front of you? That's sad.
context: Oh? Must be hard being a prince.\Don't say that like it has nothing to do with you.\It doesn't.\A humble archer guard like me doesn't understand hard things like that.\Yeah,'cause you're dumb.\I have a pretty face, so it's fine. And I'm a good archer.\What are you talking about?\You can't see the pretty boy in front of you? That's sad. response:	You're sad.
context: Don't say that like it has nothing to do with you.\It doesn't.\A humble archer guard like me doesn't understand hard things like that.\Yeah,'cause you're dumb.\I have a pretty face, so it's fine. And I'm a good archer.\What are you talking about?\You can't see the pretty boy in front of you? That's sad.\You're sad. response:	Take that!
context: It doesn't.\A humble archer guard like me doesn't understand hard things like that.\Yeah,'cause you're dumb.\I have a pretty face, so it's fine. And I'm a good archer.\What are you talking about?\You can't see the pretty boy in front of you? That's sad.\You're sad.\Take that! response:	Take what?
context: A humble archer guard like me doesn't understand hard things like that.\Yeah,'cause you're dumb.\I have a pretty face, so it's fine. And I'm a good archer.\What are you talking about?\You can't see the pretty boy in front of you? That's sad.\You're sad.\Take that!\Take what? response:	You won't get away!
context: Yeah,'cause you're dumb.\I have a pretty face, so it's fine. And I'm a good archer.\What are you talking about?\You can't see the pretty boy in front of you? That's sad.\You're sad.\Take that!\Take what?\You won't get away! response:	Atri...
context: I have a pretty face, so it's fine. And I'm a good archer.\What are you talking about?\You can't see the pretty boy in front of you? That's sad.\You're sad.\Take that!\Take what?\You won't get away!\Atri... response:	Just you wait...
context: What are you talking about?\You can't see the pretty boy in front of you? That's sad.\You're sad.\Take that!\Take what?\You won't get away!\Atri...\Just you wait... response:	Prince Zen!
context: You can't see the pretty boy in front of you? That's sad.\You're sad.\Take that!\Take what?\You won't get away!\Atri...\Just you wait...\Prince Zen! response:	-What? Is that your new attendant? -Prince Zen! Where are you?
context: You're sad.\Take that!\Take what?\You won't get away!\Atri...\Just you wait...\Prince Zen!\-What? Is that your new attendant? -Prince Zen! Where are you? response:	Yeah, sorry. I should go back.
context: Take that!\Take what?\You won't get away!\Atri...\Just you wait...\Prince Zen!\-What? Is that your new attendant? -Prince Zen! Where are you?\Yeah, sorry. I should go back. response:	I'll come down later.
context: Take what?\You won't get away!\Atri...\Just you wait...\Prince Zen!\-What? Is that your new attendant? -Prince Zen! Where are you?\Yeah, sorry. I should go back.\I'll come down later. response:	It'll be bad if people find out the prince is playing with someone like me.
context: You won't get away!\Atri...\Just you wait...\Prince Zen!\-What? Is that your new attendant? -Prince Zen! Where are you?\Yeah, sorry. I should go back.\I'll come down later.\It'll be bad if people find out the prince is playing with someone like me. response:	Sorry.
context: Atri...\Just you wait...\Prince Zen!\-What? Is that your new attendant? -Prince Zen! Where are you?\Yeah, sorry. I should go back.\I'll come down later.\It'll be bad if people find out the prince is playing with someone like me.\Sorry. response:	Oh!
context: Just you wait...\Prince Zen!\-What? Is that your new attendant? -Prince Zen! Where are you?\Yeah, sorry. I should go back.\I'll come down later.\It'll be bad if people find out the prince is playing with someone like me.\Sorry.\Oh! response:	Prince Zen!
context: Prince Zen!\-What? Is that your new attendant? -Prince Zen! Where are you?\Yeah, sorry. I should go back.\I'll come down later.\It'll be bad if people find out the prince is playing with someone like me.\Sorry.\Oh!\Prince Zen! response:	I'm glad I found you...
context: -What? Is that your new attendant? -Prince Zen! Where are you?\Yeah, sorry. I should go back.\I'll come down later.\It'll be bad if people find out the prince is playing with someone like me.\Sorry.\Oh!\Prince Zen!\I'm glad I found you... response:	We're going back.
context: Yeah, sorry. I should go back.\I'll come down later.\It'll be bad if people find out the prince is playing with someone like me.\Sorry.\Oh!\Prince Zen!\I'm glad I found you...\We're going back. response:	Y-Yes, sir!
context: I'll come down later.\It'll be bad if people find out the prince is playing with someone like me.\Sorry.\Oh!\Prince Zen!\I'm glad I found you...\We're going back.\Y-Yes, sir! response:	Prince Zen, please wait! Prince Zen!
context: It'll be bad if people find out the prince is playing with someone like me.\Sorry.\Oh!\Prince Zen!\I'm glad I found you...\We're going back.\Y-Yes, sir!\Prince Zen, please wait! Prince Zen! response:	Prince Zen, was the one who just climbed the tree your friend?
context: Sorry.\Oh!\Prince Zen!\I'm glad I found you...\We're going back.\Y-Yes, sir!\Prince Zen, please wait! Prince Zen!\Prince Zen, was the one who just climbed the tree your friend? response:	You noticed him?
context: Oh!\Prince Zen!\I'm glad I found you...\We're going back.\Y-Yes, sir!\Prince Zen, please wait! Prince Zen!\Prince Zen, was the one who just climbed the tree your friend?\You noticed him? response:	Yes, sir.
context: Prince Zen!\I'm glad I found you...\We're going back.\Y-Yes, sir!\Prince Zen, please wait! Prince Zen!\Prince Zen, was the one who just climbed the tree your friend?\You noticed him?\Yes, sir. response:	He's not my friend.
context: I'm glad I found you...\We're going back.\Y-Yes, sir!\Prince Zen, please wait! Prince Zen!\Prince Zen, was the one who just climbed the tree your friend?\You noticed him?\Yes, sir.\He's not my friend. response:	Sir?
context: We're going back.\Y-Yes, sir!\Prince Zen, please wait! Prince Zen!\Prince Zen, was the one who just climbed the tree your friend?\You noticed him?\Yes, sir.\He's not my friend.\Sir? response:	I can't have any friends. So don't interfere.
context: Y-Yes, sir!\Prince Zen, please wait! Prince Zen!\Prince Zen, was the one who just climbed the tree your friend?\You noticed him?\Yes, sir.\He's not my friend.\Sir?\I can't have any friends. So don't interfere. response:	I wouldn't interfere-
context: Prince Zen, please wait! Prince Zen!\Prince Zen, was the one who just climbed the tree your friend?\You noticed him?\Yes, sir.\He's not my friend.\Sir?\I can't have any friends. So don't interfere.\I wouldn't interfere- response:	Let's get this straight.
context: Prince Zen, was the one who just climbed the tree your friend?\You noticed him?\Yes, sir.\He's not my friend.\Sir?\I can't have any friends. So don't interfere.\I wouldn't interfere-\Let's get this straight. response:	You're nothing more than an attendant.
context: You noticed him?\Yes, sir.\He's not my friend.\Sir?\I can't have any friends. So don't interfere.\I wouldn't interfere-\Let's get this straight.\You're nothing more than an attendant. response:	As long as you're with me, that's all you'll ever be.
context: Yes, sir.\He's not my friend.\Sir?\I can't have any friends. So don't interfere.\I wouldn't interfere-\Let's get this straight.\You're nothing more than an attendant.\As long as you're with me, that's all you'll ever be. response:	P-Prince Zen...
context: He's not my friend.\Sir?\I can't have any friends. So don't interfere.\I wouldn't interfere-\Let's get this straight.\You're nothing more than an attendant.\As long as you're with me, that's all you'll ever be.\P-Prince Zen... response:	I would ask that you not say cold words like that.
context: Sir?\I can't have any friends. So don't interfere.\I wouldn't interfere-\Let's get this straight.\You're nothing more than an attendant.\As long as you're with me, that's all you'll ever be.\P-Prince Zen...\I would ask that you not say cold words like that. response:	Huh? C-Cold...?
context: I can't have any friends. So don't interfere.\I wouldn't interfere-\Let's get this straight.\You're nothing more than an attendant.\As long as you're with me, that's all you'll ever be.\P-Prince Zen...\I would ask that you not say cold words like that.\Huh? C-Cold...? response:	Yes, sir. I'm hurt.
context: I wouldn't interfere-\Let's get this straight.\You're nothing more than an attendant.\As long as you're with me, that's all you'll ever be.\P-Prince Zen...\I would ask that you not say cold words like that.\Huh? C-Cold...?\Yes, sir. I'm hurt. response:	But I only said what was obvious.
context: Let's get this straight.\You're nothing more than an attendant.\As long as you're with me, that's all you'll ever be.\P-Prince Zen...\I would ask that you not say cold words like that.\Huh? C-Cold...?\Yes, sir. I'm hurt.\But I only said what was obvious. response:	Huh?!
context: You're nothing more than an attendant.\As long as you're with me, that's all you'll ever be.\P-Prince Zen...\I would ask that you not say cold words like that.\Huh? C-Cold...?\Yes, sir. I'm hurt.\But I only said what was obvious.\Huh?! response:	Sorry... about that...
context: As long as you're with me, that's all you'll ever be.\P-Prince Zen...\I would ask that you not say cold words like that.\Huh? C-Cold...?\Yes, sir. I'm hurt.\But I only said what was obvious.\Huh?!\Sorry... about that... response:	That back that was still young...
context: P-Prince Zen...\I would ask that you not say cold words like that.\Huh? C-Cold...?\Yes, sir. I'm hurt.\But I only said what was obvious.\Huh?!\Sorry... about that...\That back that was still young... response:	I didn't know anything about the burden he bore during this time...
context: I would ask that you not say cold words like that.\Huh? C-Cold...?\Yes, sir. I'm hurt.\But I only said what was obvious.\Huh?!\Sorry... about that...\That back that was still young...\I didn't know anything about the burden he bore during this time... response:	Back then...
context: Huh? C-Cold...?\Yes, sir. I'm hurt.\But I only said what was obvious.\Huh?!\Sorry... about that...\That back that was still young...\I didn't know anything about the burden he bore during this time...\Back then... response:	Mitsuhide, was it?
context: Yes, sir. I'm hurt.\But I only said what was obvious.\Huh?!\Sorry... about that...\That back that was still young...\I didn't know anything about the burden he bore during this time...\Back then...\Mitsuhide, was it? response:	Your new attendant.
context: But I only said what was obvious.\Huh?!\Sorry... about that...\That back that was still young...\I didn't know anything about the burden he bore during this time...\Back then...\Mitsuhide, was it?\Your new attendant. response:	Yeah.
context: Huh?!\Sorry... about that...\That back that was still young...\I didn't know anything about the burden he bore during this time...\Back then...\Mitsuhide, was it?\Your new attendant.\Yeah. response:	The soldiers are talking about him, too.
context: Sorry... about that...\That back that was still young...\I didn't know anything about the burden he bore during this time...\Back then...\Mitsuhide, was it?\Your new attendant.\Yeah.\The soldiers are talking about him, too. response:	He's young, and he came suddenly.
context: That back that was still young...\I didn't know anything about the burden he bore during this time...\Back then...\Mitsuhide, was it?\Your new attendant.\Yeah.\The soldiers are talking about him, too.\He's young, and he came suddenly. response:	That guy's a little different from a soldier or retainer.
context: I didn't know anything about the burden he bore during this time...\Back then...\Mitsuhide, was it?\Your new attendant.\Yeah.\The soldiers are talking about him, too.\He's young, and he came suddenly.\That guy's a little different from a soldier or retainer. response:	Everything about him is strange, so it's hard to figure out how to react.
context: Back then...\Mitsuhide, was it?\Your new attendant.\Yeah.\The soldiers are talking about him, too.\He's young, and he came suddenly.\That guy's a little different from a soldier or retainer.\Everything about him is strange, so it's hard to figure out how to react. response:	I've heard he's a skilled swordsman, too.
context: Mitsuhide, was it?\Your new attendant.\Yeah.\The soldiers are talking about him, too.\He's young, and he came suddenly.\That guy's a little different from a soldier or retainer.\Everything about him is strange, so it's hard to figure out how to react.\I've heard he's a skilled swordsman, too. response:	You can't beat him, can you?
context: Your new attendant.\Yeah.\The soldiers are talking about him, too.\He's young, and he came suddenly.\That guy's a little different from a soldier or retainer.\Everything about him is strange, so it's hard to figure out how to react.\I've heard he's a skilled swordsman, too.\You can't beat him, can you? response:	Shut up.
context: Yeah.\The soldiers are talking about him, too.\He's young, and he came suddenly.\That guy's a little different from a soldier or retainer.\Everything about him is strange, so it's hard to figure out how to react.\I've heard he's a skilled swordsman, too.\You can't beat him, can you?\Shut up. response:	Your face shows everything, Prince Zen.
context: The soldiers are talking about him, too.\He's young, and he came suddenly.\That guy's a little different from a soldier or retainer.\Everything about him is strange, so it's hard to figure out how to react.\I've heard he's a skilled swordsman, too.\You can't beat him, can you?\Shut up.\Your face shows everything, Prince Zen. response:	It's easy to tell what you're thinking.
context: He's young, and he came suddenly.\That guy's a little different from a soldier or retainer.\Everything about him is strange, so it's hard to figure out how to react.\I've heard he's a skilled swordsman, too.\You can't beat him, can you?\Shut up.\Your face shows everything, Prince Zen.\It's easy to tell what you're thinking. response:	You're the only one who would say that.
context: That guy's a little different from a soldier or retainer.\Everything about him is strange, so it's hard to figure out how to react.\I've heard he's a skilled swordsman, too.\You can't beat him, can you?\Shut up.\Your face shows everything, Prince Zen.\It's easy to tell what you're thinking.\You're the only one who would say that. response:	Huh? Is that right?
context: Everything about him is strange, so it's hard to figure out how to react.\I've heard he's a skilled swordsman, too.\You can't beat him, can you?\Shut up.\Your face shows everything, Prince Zen.\It's easy to tell what you're thinking.\You're the only one who would say that.\Huh? Is that right? response:	Yum! What's in this?
context: I've heard he's a skilled swordsman, too.\You can't beat him, can you?\Shut up.\Your face shows everything, Prince Zen.\It's easy to tell what you're thinking.\You're the only one who would say that.\Huh? Is that right?\Yum! What's in this? response:	I wonder...
context: You can't beat him, can you?\Shut up.\Your face shows everything, Prince Zen.\It's easy to tell what you're thinking.\You're the only one who would say that.\Huh? Is that right?\Yum! What's in this?\I wonder... response:	I just snuck into the mess hall and made something.
context: Shut up.\Your face shows everything, Prince Zen.\It's easy to tell what you're thinking.\You're the only one who would say that.\Huh? Is that right?\Yum! What's in this?\I wonder...\I just snuck into the mess hall and made something. response:	What's wrong?
context: Your face shows everything, Prince Zen.\It's easy to tell what you're thinking.\You're the only one who would say that.\Huh? Is that right?\Yum! What's in this?\I wonder...\I just snuck into the mess hall and made something.\What's wrong? response:	Nothing. It really is delicious!
context: It's easy to tell what you're thinking.\You're the only one who would say that.\Huh? Is that right?\Yum! What's in this?\I wonder...\I just snuck into the mess hall and made something.\What's wrong?\Nothing. It really is delicious! response:	You're good with your hands.
context: You're the only one who would say that.\Huh? Is that right?\Yum! What's in this?\I wonder...\I just snuck into the mess hall and made something.\What's wrong?\Nothing. It really is delicious!\You're good with your hands. response:	Hm?
context: Huh? Is that right?\Yum! What's in this?\I wonder...\I just snuck into the mess hall and made something.\What's wrong?\Nothing. It really is delicious!\You're good with your hands.\Hm? response:	To tell the truth, the time I spend with you is the most fun and relaxing.
context: Yum! What's in this?\I wonder...\I just snuck into the mess hall and made something.\What's wrong?\Nothing. It really is delicious!\You're good with your hands.\Hm?\To tell the truth, the time I spend with you is the most fun and relaxing. response:	I have no intention of becoming a prince's consort, you know.
context: I wonder...\I just snuck into the mess hall and made something.\What's wrong?\Nothing. It really is delicious!\You're good with your hands.\Hm?\To tell the truth, the time I spend with you is the most fun and relaxing.\I have no intention of becoming a prince's consort, you know. response:	And I have no intention of marrying a man.
context: I just snuck into the mess hall and made something.\What's wrong?\Nothing. It really is delicious!\You're good with your hands.\Hm?\To tell the truth, the time I spend with you is the most fun and relaxing.\I have no intention of becoming a prince's consort, you know.\And I have no intention of marrying a man. response:	Prince Zen...
context: What's wrong?\Nothing. It really is delicious!\You're good with your hands.\Hm?\To tell the truth, the time I spend with you is the most fun and relaxing.\I have no intention of becoming a prince's consort, you know.\And I have no intention of marrying a man.\Prince Zen... response:	Hm?
context: Nothing. It really is delicious!\You're good with your hands.\Hm?\To tell the truth, the time I spend with you is the most fun and relaxing.\I have no intention of becoming a prince's consort, you know.\And I have no intention of marrying a man.\Prince Zen...\Hm? response:	I'm going to be on the night shift from now on.
context: You're good with your hands.\Hm?\To tell the truth, the time I spend with you is the most fun and relaxing.\I have no intention of becoming a prince's consort, you know.\And I have no intention of marrying a man.\Prince Zen...\Hm?\I'm going to be on the night shift from now on. response:	I won't be able to walk around during the day like I have been anymore.
context: Hm?\To tell the truth, the time I spend with you is the most fun and relaxing.\I have no intention of becoming a prince's consort, you know.\And I have no intention of marrying a man.\Prince Zen...\Hm?\I'm going to be on the night shift from now on.\I won't be able to walk around during the day like I have been anymore. response:	Do you think you can get away sometimes at night, too?
context: To tell the truth, the time I spend with you is the most fun and relaxing.\I have no intention of becoming a prince's consort, you know.\And I have no intention of marrying a man.\Prince Zen...\Hm?\I'm going to be on the night shift from now on.\I won't be able to walk around during the day like I have been anymore.\Do you think you can get away sometimes at night, too? response:	I told you, didn't I?
context: I have no intention of becoming a prince's consort, you know.\And I have no intention of marrying a man.\Prince Zen...\Hm?\I'm going to be on the night shift from now on.\I won't be able to walk around during the day like I have been anymore.\Do you think you can get away sometimes at night, too?\I told you, didn't I? response:	Don't underestimate my ability to escape.
context: And I have no intention of marrying a man.\Prince Zen...\Hm?\I'm going to be on the night shift from now on.\I won't be able to walk around during the day like I have been anymore.\Do you think you can get away sometimes at night, too?\I told you, didn't I?\Don't underestimate my ability to escape. response:	Atri the archer guard. He came to the castle four months ago.
context: Prince Zen...\Hm?\I'm going to be on the night shift from now on.\I won't be able to walk around during the day like I have been anymore.\Do you think you can get away sometimes at night, too?\I told you, didn't I?\Don't underestimate my ability to escape.\Atri the archer guard. He came to the castle four months ago. response:	He is about the same age as Prince Zen.
context: Hm?\I'm going to be on the night shift from now on.\I won't be able to walk around during the day like I have been anymore.\Do you think you can get away sometimes at night, too?\I told you, didn't I?\Don't underestimate my ability to escape.\Atri the archer guard. He came to the castle four months ago.\He is about the same age as Prince Zen. response:	They are probably meeting in secret thinking of each other's social status.
context: I'm going to be on the night shift from now on.\I won't be able to walk around during the day like I have been anymore.\Do you think you can get away sometimes at night, too?\I told you, didn't I?\Don't underestimate my ability to escape.\Atri the archer guard. He came to the castle four months ago.\He is about the same age as Prince Zen.\They are probably meeting in secret thinking of each other's social status. response:	From what the soldiers said,
context: I won't be able to walk around during the day like I have been anymore.\Do you think you can get away sometimes at night, too?\I told you, didn't I?\Don't underestimate my ability to escape.\Atri the archer guard. He came to the castle four months ago.\He is about the same age as Prince Zen.\They are probably meeting in secret thinking of each other's social status.\From what the soldiers said, response:	he's a normal boy who came to work here from a far away land.
context: Do you think you can get away sometimes at night, too?\I told you, didn't I?\Don't underestimate my ability to escape.\Atri the archer guard. He came to the castle four months ago.\He is about the same age as Prince Zen.\They are probably meeting in secret thinking of each other's social status.\From what the soldiers said,\he's a normal boy who came to work here from a far away land. response:	However, something bothers me...
context: I told you, didn't I?\Don't underestimate my ability to escape.\Atri the archer guard. He came to the castle four months ago.\He is about the same age as Prince Zen.\They are probably meeting in secret thinking of each other's social status.\From what the soldiers said,\he's a normal boy who came to work here from a far away land.\However, something bothers me... response:	I'll look into him a little more...
context: Don't underestimate my ability to escape.\Atri the archer guard. He came to the castle four months ago.\He is about the same age as Prince Zen.\They are probably meeting in secret thinking of each other's social status.\From what the soldiers said,\he's a normal boy who came to work here from a far away land.\However, something bothers me...\I'll look into him a little more... response:	What are you in a daze about?
context: Atri the archer guard. He came to the castle four months ago.\He is about the same age as Prince Zen.\They are probably meeting in secret thinking of each other's social status.\From what the soldiers said,\he's a normal boy who came to work here from a far away land.\However, something bothers me...\I'll look into him a little more...\What are you in a daze about? response:	P-P-Prince Zen?!
context: He is about the same age as Prince Zen.\They are probably meeting in secret thinking of each other's social status.\From what the soldiers said,\he's a normal boy who came to work here from a far away land.\However, something bothers me...\I'll look into him a little more...\What are you in a daze about?\P-P-Prince Zen?! response:	Wh-When did you get here?
context: They are probably meeting in secret thinking of each other's social status.\From what the soldiers said,\he's a normal boy who came to work here from a far away land.\However, something bothers me...\I'll look into him a little more...\What are you in a daze about?\P-P-Prince Zen?!\Wh-When did you get here? response:	You were like that. That's why you're like this now.
context: From what the soldiers said,\he's a normal boy who came to work here from a far away land.\However, something bothers me...\I'll look into him a little more...\What are you in a daze about?\P-P-Prince Zen?!\Wh-When did you get here?\You were like that. That's why you're like this now. response:	I wonder if it's cold at night already?
context: he's a normal boy who came to work here from a far away land.\However, something bothers me...\I'll look into him a little more...\What are you in a daze about?\P-P-Prince Zen?!\Wh-When did you get here?\You were like that. That's why you're like this now.\I wonder if it's cold at night already? response:	Yes, probably.
context: However, something bothers me...\I'll look into him a little more...\What are you in a daze about?\P-P-Prince Zen?!\Wh-When did you get here?\You were like that. That's why you're like this now.\I wonder if it's cold at night already?\Yes, probably. response:	Hey, in order to protect myself and my authority as a prince,
context: I'll look into him a little more...\What are you in a daze about?\P-P-Prince Zen?!\Wh-When did you get here?\You were like that. That's why you're like this now.\I wonder if it's cold at night already?\Yes, probably.\Hey, in order to protect myself and my authority as a prince, response:	how much distance do you think I need to put between me and those around me?
context: What are you in a daze about?\P-P-Prince Zen?!\Wh-When did you get here?\You were like that. That's why you're like this now.\I wonder if it's cold at night already?\Yes, probably.\Hey, in order to protect myself and my authority as a prince,\how much distance do you think I need to put between me and those around me? response:	Huh?
context: P-P-Prince Zen?!\Wh-When did you get here?\You were like that. That's why you're like this now.\I wonder if it's cold at night already?\Yes, probably.\Hey, in order to protect myself and my authority as a prince,\how much distance do you think I need to put between me and those around me?\Huh? response:	Even from your perspective, my brother's good at that, right?
context: Wh-When did you get here?\You were like that. That's why you're like this now.\I wonder if it's cold at night already?\Yes, probably.\Hey, in order to protect myself and my authority as a prince,\how much distance do you think I need to put between me and those around me?\Huh?\Even from your perspective, my brother's good at that, right? response:	If I could just copy him, I wouldn't have to learn it myself.
