context: Are you awake, new king chosen by Eve? response:	Tsutsugami Gai...
context: Our system's been infiltrated!\They've...\Don't waste this chance!\Get boots on the ground and suppress them!\Souta!\Teams have landed in Area A4!\The combined fleet is moving in closer!\Hurry up with those repairs! response:	Okay, guys, this is where we part.
context: They've...\Don't waste this chance!\Get boots on the ground and suppress them!\Souta!\Teams have landed in Area A4!\The combined fleet is moving in closer!\Hurry up with those repairs!\Okay, guys, this is where we part. response:	Don't worry, I'll screw them up royally and guide you all to safety.
context: Don't waste this chance!\Get boots on the ground and suppress them!\Souta!\Teams have landed in Area A4!\The combined fleet is moving in closer!\Hurry up with those repairs!\Okay, guys, this is where we part.\Don't worry, I'll screw them up royally and guide you all to safety. response:	Right.
context: Get boots on the ground and suppress them!\Souta!\Teams have landed in Area A4!\The combined fleet is moving in closer!\Hurry up with those repairs!\Okay, guys, this is where we part.\Don't worry, I'll screw them up royally and guide you all to safety.\Right. response:	We'll count on you, Tsugumi.
context: Souta!\Teams have landed in Area A4!\The combined fleet is moving in closer!\Hurry up with those repairs!\Okay, guys, this is where we part.\Don't worry, I'll screw them up royally and guide you all to safety.\Right.\We'll count on you, Tsugumi. response:	You just better save Inori.
context: Teams have landed in Area A4!\The combined fleet is moving in closer!\Hurry up with those repairs!\Okay, guys, this is where we part.\Don't worry, I'll screw them up royally and guide you all to safety.\Right.\We'll count on you, Tsugumi.\You just better save Inori. response:	Then we'll all have a happy ending, you hear?
context: The combined fleet is moving in closer!\Hurry up with those repairs!\Okay, guys, this is where we part.\Don't worry, I'll screw them up royally and guide you all to safety.\Right.\We'll count on you, Tsugumi.\You just better save Inori.\Then we'll all have a happy ending, you hear? response:	I'm about to erase all the memories and emotions
context: Hurry up with those repairs!\Okay, guys, this is where we part.\Don't worry, I'll screw them up royally and guide you all to safety.\Right.\We'll count on you, Tsugumi.\You just better save Inori.\Then we'll all have a happy ending, you hear?\I'm about to erase all the memories and emotions response:	that constituted you as a person.
context: Okay, guys, this is where we part.\Don't worry, I'll screw them up royally and guide you all to safety.\Right.\We'll count on you, Tsugumi.\You just better save Inori.\Then we'll all have a happy ending, you hear?\I'm about to erase all the memories and emotions\that constituted you as a person. response:	You're going to be reborn as Mana.
context: Don't worry, I'll screw them up royally and guide you all to safety.\Right.\We'll count on you, Tsugumi.\You just better save Inori.\Then we'll all have a happy ending, you hear?\I'm about to erase all the memories and emotions\that constituted you as a person.\You're going to be reborn as Mana. response:	Resent me, Inori.
context: Right.\We'll count on you, Tsugumi.\You just better save Inori.\Then we'll all have a happy ending, you hear?\I'm about to erase all the memories and emotions\that constituted you as a person.\You're going to be reborn as Mana.\Resent me, Inori. response:	If I hadn't awakened you then, nothing would have begun...
context: We'll count on you, Tsugumi.\You just better save Inori.\Then we'll all have a happy ending, you hear?\I'm about to erase all the memories and emotions\that constituted you as a person.\You're going to be reborn as Mana.\Resent me, Inori.\If I hadn't awakened you then, nothing would have begun... response:	No...
context: You just better save Inori.\Then we'll all have a happy ending, you hear?\I'm about to erase all the memories and emotions\that constituted you as a person.\You're going to be reborn as Mana.\Resent me, Inori.\If I hadn't awakened you then, nothing would have begun...\No... response:	I'm grateful to you, Gai.
context: Then we'll all have a happy ending, you hear?\I'm about to erase all the memories and emotions\that constituted you as a person.\You're going to be reborn as Mana.\Resent me, Inori.\If I hadn't awakened you then, nothing would have begun...\No...\I'm grateful to you, Gai. response:	Because...
context: I'm about to erase all the memories and emotions\that constituted you as a person.\You're going to be reborn as Mana.\Resent me, Inori.\If I hadn't awakened you then, nothing would have begun...\No...\I'm grateful to you, Gai.\Because... response:	you gave me life.
context: that constituted you as a person.\You're going to be reborn as Mana.\Resent me, Inori.\If I hadn't awakened you then, nothing would have begun...\No...\I'm grateful to you, Gai.\Because...\you gave me life. response:	You let me meet Shu.
context: You're going to be reborn as Mana.\Resent me, Inori.\If I hadn't awakened you then, nothing would have begun...\No...\I'm grateful to you, Gai.\Because...\you gave me life.\You let me meet Shu. response:	Ayase!
context: Resent me, Inori.\If I hadn't awakened you then, nothing would have begun...\No...\I'm grateful to you, Gai.\Because...\you gave me life.\You let me meet Shu.\Ayase! response:	Leave it to me!
context: If I hadn't awakened you then, nothing would have begun...\No...\I'm grateful to you, Gai.\Because...\you gave me life.\You let me meet Shu.\Ayase!\Leave it to me! response:	What did Shu give you?
context: No...\I'm grateful to you, Gai.\Because...\you gave me life.\You let me meet Shu.\Ayase!\Leave it to me!\What did Shu give you? response:	What sort of world did he show you?
context: I'm grateful to you, Gai.\Because...\you gave me life.\You let me meet Shu.\Ayase!\Leave it to me!\What did Shu give you?\What sort of world did he show you? response:	The sadness of this world...
context: Because...\you gave me life.\You let me meet Shu.\Ayase!\Leave it to me!\What did Shu give you?\What sort of world did he show you?\The sadness of this world... response:	Shu suffered, doubted, made mistakes,
context: you gave me life.\You let me meet Shu.\Ayase!\Leave it to me!\What did Shu give you?\What sort of world did he show you?\The sadness of this world...\Shu suffered, doubted, made mistakes, response:	and he was ashamed of his ugliness.
context: You let me meet Shu.\Ayase!\Leave it to me!\What did Shu give you?\What sort of world did he show you?\The sadness of this world...\Shu suffered, doubted, made mistakes,\and he was ashamed of his ugliness. response:	But the reason I love him is...
context: Ayase!\Leave it to me!\What did Shu give you?\What sort of world did he show you?\The sadness of this world...\Shu suffered, doubted, made mistakes,\and he was ashamed of his ugliness.\But the reason I love him is... response:	Shu's human.
context: Leave it to me!\What did Shu give you?\What sort of world did he show you?\The sadness of this world...\Shu suffered, doubted, made mistakes,\and he was ashamed of his ugliness.\But the reason I love him is...\Shu's human. response:	He's heartbreakingly human.
context: What did Shu give you?\What sort of world did he show you?\The sadness of this world...\Shu suffered, doubted, made mistakes,\and he was ashamed of his ugliness.\But the reason I love him is...\Shu's human.\He's heartbreakingly human. response:	Shu, that's enough!
context: What sort of world did he show you?\The sadness of this world...\Shu suffered, doubted, made mistakes,\and he was ashamed of his ugliness.\But the reason I love him is...\Shu's human.\He's heartbreakingly human.\Shu, that's enough! response:	It's okay, Ayase.
context: The sadness of this world...\Shu suffered, doubted, made mistakes,\and he was ashamed of his ugliness.\But the reason I love him is...\Shu's human.\He's heartbreakingly human.\Shu, that's enough!\It's okay, Ayase. response:	You idiot!
context: Shu suffered, doubted, made mistakes,\and he was ashamed of his ugliness.\But the reason I love him is...\Shu's human.\He's heartbreakingly human.\Shu, that's enough!\It's okay, Ayase.\You idiot! response:	That's why, even though I'm only a vessel...
context: and he was ashamed of his ugliness.\But the reason I love him is...\Shu's human.\He's heartbreakingly human.\Shu, that's enough!\It's okay, Ayase.\You idiot!\That's why, even though I'm only a vessel... response:	I still got to fall in love...
context: But the reason I love him is...\Shu's human.\He's heartbreakingly human.\Shu, that's enough!\It's okay, Ayase.\You idiot!\That's why, even though I'm only a vessel...\I still got to fall in love... response:	Tsugumi, we're at the checkpoint! What's next?
context: Shu's human.\He's heartbreakingly human.\Shu, that's enough!\It's okay, Ayase.\You idiot!\That's why, even though I'm only a vessel...\I still got to fall in love...\Tsugumi, we're at the checkpoint! What's next? response:	Tsugumi, where are you?!
context: He's heartbreakingly human.\Shu, that's enough!\It's okay, Ayase.\You idiot!\That's why, even though I'm only a vessel...\I still got to fall in love...\Tsugumi, we're at the checkpoint! What's next?\Tsugumi, where are you?! response:	Security's back up again?!
context: Shu, that's enough!\It's okay, Ayase.\You idiot!\That's why, even though I'm only a vessel...\I still got to fall in love...\Tsugumi, we're at the checkpoint! What's next?\Tsugumi, where are you?!\Security's back up again?! response:	They've recovered control of the system.
context: It's okay, Ayase.\You idiot!\That's why, even though I'm only a vessel...\I still got to fall in love...\Tsugumi, we're at the checkpoint! What's next?\Tsugumi, where are you?!\Security's back up again?!\They've recovered control of the system. response:	Where are you, Inori?
context: You idiot!\That's why, even though I'm only a vessel...\I still got to fall in love...\Tsugumi, we're at the checkpoint! What's next?\Tsugumi, where are you?!\Security's back up again?!\They've recovered control of the system.\Where are you, Inori? response:	So those are your feelings for Shu?
context: That's why, even though I'm only a vessel...\I still got to fall in love...\Tsugumi, we're at the checkpoint! What's next?\Tsugumi, where are you?!\Security's back up again?!\They've recovered control of the system.\Where are you, Inori?\So those are your feelings for Shu? response:	Who's... Shu?
context: I still got to fall in love...\Tsugumi, we're at the checkpoint! What's next?\Tsugumi, where are you?!\Security's back up again?!\They've recovered control of the system.\Where are you, Inori?\So those are your feelings for Shu?\Who's... Shu? response:	That's the name of the man you loved.
context: Tsugumi, we're at the checkpoint! What's next?\Tsugumi, where are you?!\Security's back up again?!\They've recovered control of the system.\Where are you, Inori?\So those are your feelings for Shu?\Who's... Shu?\That's the name of the man you loved. response:	Blooming wildflower.
context: Tsugumi, where are you?!\Security's back up again?!\They've recovered control of the system.\Where are you, Inori?\So those are your feelings for Shu?\Who's... Shu?\That's the name of the man you loved.\Blooming wildflower. response:	I beg you, please tell me.
context: Security's back up again?!\They've recovered control of the system.\Where are you, Inori?\So those are your feelings for Shu?\Who's... Shu?\That's the name of the man you loved.\Blooming wildflower.\I beg you, please tell me. response:	What's happened to him? I don't hear any song...
context: They've recovered control of the system.\Where are you, Inori?\So those are your feelings for Shu?\Who's... Shu?\That's the name of the man you loved.\Blooming wildflower.\I beg you, please tell me.\What's happened to him? I don't hear any song... response:	I can hear it.
context: Where are you, Inori?\So those are your feelings for Shu?\Who's... Shu?\That's the name of the man you loved.\Blooming wildflower.\I beg you, please tell me.\What's happened to him? I don't hear any song...\I can hear it. response:	That's Inori's song!
context: So those are your feelings for Shu?\Who's... Shu?\That's the name of the man you loved.\Blooming wildflower.\I beg you, please tell me.\What's happened to him? I don't hear any song...\I can hear it.\That's Inori's song! response:	Why do people fight and hurt each other?
context: Who's... Shu?\That's the name of the man you loved.\Blooming wildflower.\I beg you, please tell me.\What's happened to him? I don't hear any song...\I can hear it.\That's Inori's song!\Why do people fight and hurt each other? response:	This way! Follow me!
context: That's the name of the man you loved.\Blooming wildflower.\I beg you, please tell me.\What's happened to him? I don't hear any song...\I can hear it.\That's Inori's song!\Why do people fight and hurt each other?\This way! Follow me! response:	Only Shu can hear...
context: Blooming wildflower.\I beg you, please tell me.\What's happened to him? I don't hear any song...\I can hear it.\That's Inori's song!\Why do people fight and hurt each other?\This way! Follow me!\Only Shu can hear... response:	Yes, that's possible.
context: I beg you, please tell me.\What's happened to him? I don't hear any song...\I can hear it.\That's Inori's song!\Why do people fight and hurt each other?\This way! Follow me!\Only Shu can hear...\Yes, that's possible. response:	Let's go! We don't have any other reference to navigate with anyway!
context: What's happened to him? I don't hear any song...\I can hear it.\That's Inori's song!\Why do people fight and hurt each other?\This way! Follow me!\Only Shu can hear...\Yes, that's possible.\Let's go! We don't have any other reference to navigate with anyway! response:	Stay calm! Walk and do not run!
context: I can hear it.\That's Inori's song!\Why do people fight and hurt each other?\This way! Follow me!\Only Shu can hear...\Yes, that's possible.\Let's go! We don't have any other reference to navigate with anyway!\Stay calm! Walk and do not run! response:	Valiantly blooming flower.
context: That's Inori's song!\Why do people fight and hurt each other?\This way! Follow me!\Only Shu can hear...\Yes, that's possible.\Let's go! We don't have any other reference to navigate with anyway!\Stay calm! Walk and do not run!\Valiantly blooming flower. response:	What can you see from your field?
context: Why do people fight and hurt each other?\This way! Follow me!\Only Shu can hear...\Yes, that's possible.\Let's go! We don't have any other reference to navigate with anyway!\Stay calm! Walk and do not run!\Valiantly blooming flower.\What can you see from your field? response:	Why can't people forgive each other?
context: This way! Follow me!\Only Shu can hear...\Yes, that's possible.\Let's go! We don't have any other reference to navigate with anyway!\Stay calm! Walk and do not run!\Valiantly blooming flower.\What can you see from your field?\Why can't people forgive each other? response:	Where are we?
context: Only Shu can hear...\Yes, that's possible.\Let's go! We don't have any other reference to navigate with anyway!\Stay calm! Walk and do not run!\Valiantly blooming flower.\What can you see from your field?\Why can't people forgive each other?\Where are we? response:	This is Central Command!
context: Yes, that's possible.\Let's go! We don't have any other reference to navigate with anyway!\Stay calm! Walk and do not run!\Valiantly blooming flower.\What can you see from your field?\Why can't people forgive each other?\Where are we?\This is Central Command! response:	We can get to the top floor from
context: Let's go! We don't have any other reference to navigate with anyway!\Stay calm! Walk and do not run!\Valiantly blooming flower.\What can you see from your field?\Why can't people forgive each other?\Where are we?\This is Central Command!\We can get to the top floor from response:	And all your followers, as well.
context: Stay calm! Walk and do not run!\Valiantly blooming flower.\What can you see from your field?\Why can't people forgive each other?\Where are we?\This is Central Command!\We can get to the top floor from\And all your followers, as well. response:	We aren't followers! We're comrades!
context: Valiantly blooming flower.\What can you see from your field?\Why can't people forgive each other?\Where are we?\This is Central Command!\We can get to the top floor from\And all your followers, as well.\We aren't followers! We're comrades! response:	Yes, I'm aware that such concepts have been in style over the past thousand years.
context: What can you see from your field?\Why can't people forgive each other?\Where are we?\This is Central Command!\We can get to the top floor from\And all your followers, as well.\We aren't followers! We're comrades!\Yes, I'm aware that such concepts have been in style over the past thousand years. response:	There's something the two of us need to talk about alone.
context: Why can't people forgive each other?\Where are we?\This is Central Command!\We can get to the top floor from\And all your followers, as well.\We aren't followers! We're comrades!\Yes, I'm aware that such concepts have been in style over the past thousand years.\There's something the two of us need to talk about alone. response:	I'm afraid it's time to part with your followers.
context: Where are we?\This is Central Command!\We can get to the top floor from\And all your followers, as well.\We aren't followers! We're comrades!\Yes, I'm aware that such concepts have been in style over the past thousand years.\There's something the two of us need to talk about alone.\I'm afraid it's time to part with your followers. response:	Shu!
context: This is Central Command!\We can get to the top floor from\And all your followers, as well.\We aren't followers! We're comrades!\Yes, I'm aware that such concepts have been in style over the past thousand years.\There's something the two of us need to talk about alone.\I'm afraid it's time to part with your followers.\Shu! response:	I'll be fine! You protect everyone else!
context: We can get to the top floor from\And all your followers, as well.\We aren't followers! We're comrades!\Yes, I'm aware that such concepts have been in style over the past thousand years.\There's something the two of us need to talk about alone.\I'm afraid it's time to part with your followers.\Shu!\I'll be fine! You protect everyone else! response:	Well, aren't you looking fine now?
context: And all your followers, as well.\We aren't followers! We're comrades!\Yes, I'm aware that such concepts have been in style over the past thousand years.\There's something the two of us need to talk about alone.\I'm afraid it's time to part with your followers.\Shu!\I'll be fine! You protect everyone else!\Well, aren't you looking fine now? response:	You're supposed to be a savior, I take it?
context: We aren't followers! We're comrades!\Yes, I'm aware that such concepts have been in style over the past thousand years.\There's something the two of us need to talk about alone.\I'm afraid it's time to part with your followers.\Shu!\I'll be fine! You protect everyone else!\Well, aren't you looking fine now?\You're supposed to be a savior, I take it? response:	Who are you, exactly?
context: Yes, I'm aware that such concepts have been in style over the past thousand years.\There's something the two of us need to talk about alone.\I'm afraid it's time to part with your followers.\Shu!\I'll be fine! You protect everyone else!\Well, aren't you looking fine now?\You're supposed to be a savior, I take it?\Who are you, exactly? response:	I am a symbol of the unity of Daath,
context: There's something the two of us need to talk about alone.\I'm afraid it's time to part with your followers.\Shu!\I'll be fine! You protect everyone else!\Well, aren't you looking fine now?\You're supposed to be a savior, I take it?\Who are you, exactly?\I am a symbol of the unity of Daath, response:	the organization which derives the will of the human race.
context: I'm afraid it's time to part with your followers.\Shu!\I'll be fine! You protect everyone else!\Well, aren't you looking fine now?\You're supposed to be a savior, I take it?\Who are you, exactly?\I am a symbol of the unity of Daath,\the organization which derives the will of the human race. response:	You could say that I myself am Daath.
context: Shu!\I'll be fine! You protect everyone else!\Well, aren't you looking fine now?\You're supposed to be a savior, I take it?\Who are you, exactly?\I am a symbol of the unity of Daath,\the organization which derives the will of the human race.\You could say that I myself am Daath. response:	When you brilliantly recovered the powers stolen from you,
context: I'll be fine! You protect everyone else!\Well, aren't you looking fine now?\You're supposed to be a savior, I take it?\Who are you, exactly?\I am a symbol of the unity of Daath,\the organization which derives the will of the human race.\You could say that I myself am Daath.\When you brilliantly recovered the powers stolen from you, response:	we were forced to reexamine the question
context: Well, aren't you looking fine now?\You're supposed to be a savior, I take it?\Who are you, exactly?\I am a symbol of the unity of Daath,\the organization which derives the will of the human race.\You could say that I myself am Daath.\When you brilliantly recovered the powers stolen from you,\we were forced to reexamine the question response:	of whether you or Gai would be the best Adam, the next king.
context: You're supposed to be a savior, I take it?\Who are you, exactly?\I am a symbol of the unity of Daath,\the organization which derives the will of the human race.\You could say that I myself am Daath.\When you brilliantly recovered the powers stolen from you,\we were forced to reexamine the question\of whether you or Gai would be the best Adam, the next king. response:	In order for mankind to progress to the next stage
context: Who are you, exactly?\I am a symbol of the unity of Daath,\the organization which derives the will of the human race.\You could say that I myself am Daath.\When you brilliantly recovered the powers stolen from you,\we were forced to reexamine the question\of whether you or Gai would be the best Adam, the next king.\In order for mankind to progress to the next stage response:	you will vow to obliterate all of mankind
context: I am a symbol of the unity of Daath,\the organization which derives the will of the human race.\You could say that I myself am Daath.\When you brilliantly recovered the powers stolen from you,\we were forced to reexamine the question\of whether you or Gai would be the best Adam, the next king.\In order for mankind to progress to the next stage\you will vow to obliterate all of mankind response:	and live with Mana for all eternity, won't you?
context: the organization which derives the will of the human race.\You could say that I myself am Daath.\When you brilliantly recovered the powers stolen from you,\we were forced to reexamine the question\of whether you or Gai would be the best Adam, the next king.\In order for mankind to progress to the next stage\you will vow to obliterate all of mankind\and live with Mana for all eternity, won't you? response:	What are you talking about?
context: You could say that I myself am Daath.\When you brilliantly recovered the powers stolen from you,\we were forced to reexamine the question\of whether you or Gai would be the best Adam, the next king.\In order for mankind to progress to the next stage\you will vow to obliterate all of mankind\and live with Mana for all eternity, won't you?\What are you talking about? response:	Answer with a yes or no, please.
context: When you brilliantly recovered the powers stolen from you,\we were forced to reexamine the question\of whether you or Gai would be the best Adam, the next king.\In order for mankind to progress to the next stage\you will vow to obliterate all of mankind\and live with Mana for all eternity, won't you?\What are you talking about?\Answer with a yes or no, please. response:	No.
context: we were forced to reexamine the question\of whether you or Gai would be the best Adam, the next king.\In order for mankind to progress to the next stage\you will vow to obliterate all of mankind\and live with Mana for all eternity, won't you?\What are you talking about?\Answer with a yes or no, please.\No. response:	That's the normal answer.
context: of whether you or Gai would be the best Adam, the next king.\In order for mankind to progress to the next stage\you will vow to obliterate all of mankind\and live with Mana for all eternity, won't you?\What are you talking about?\Answer with a yes or no, please.\No.\That's the normal answer. response:	However, Gai Tsutsugami answered yes without even batting an eye.
context: In order for mankind to progress to the next stage\you will vow to obliterate all of mankind\and live with Mana for all eternity, won't you?\What are you talking about?\Answer with a yes or no, please.\No.\That's the normal answer.\However, Gai Tsutsugami answered yes without even batting an eye. response:	That's the difference between you and him.
context: you will vow to obliterate all of mankind\and live with Mana for all eternity, won't you?\What are you talking about?\Answer with a yes or no, please.\No.\That's the normal answer.\However, Gai Tsutsugami answered yes without even batting an eye.\That's the difference between you and him. response:	Now then...
context: and live with Mana for all eternity, won't you?\What are you talking about?\Answer with a yes or no, please.\No.\That's the normal answer.\However, Gai Tsutsugami answered yes without even batting an eye.\That's the difference between you and him.\Now then... response:	In the name of Daath,
context: What are you talking about?\Answer with a yes or no, please.\No.\That's the normal answer.\However, Gai Tsutsugami answered yes without even batting an eye.\That's the difference between you and him.\Now then...\In the name of Daath, response:	I hereby strip you of your right to succession.
context: Answer with a yes or no, please.\No.\That's the normal answer.\However, Gai Tsutsugami answered yes without even batting an eye.\That's the difference between you and him.\Now then...\In the name of Daath,\I hereby strip you of your right to succession. response:	Yahiro!
context: No.\That's the normal answer.\However, Gai Tsutsugami answered yes without even batting an eye.\That's the difference between you and him.\Now then...\In the name of Daath,\I hereby strip you of your right to succession.\Yahiro! response:	An exit?
context: That's the normal answer.\However, Gai Tsutsugami answered yes without even batting an eye.\That's the difference between you and him.\Now then...\In the name of Daath,\I hereby strip you of your right to succession.\Yahiro!\An exit? response:	Yes. But...
context: However, Gai Tsutsugami answered yes without even batting an eye.\That's the difference between you and him.\Now then...\In the name of Daath,\I hereby strip you of your right to succession.\Yahiro!\An exit?\Yes. But... response:	You won't ever reach it!
context: That's the difference between you and him.\Now then...\In the name of Daath,\I hereby strip you of your right to succession.\Yahiro!\An exit?\Yes. But...\You won't ever reach it! response:	Don't tell me it's you?!
context: Now then...\In the name of Daath,\I hereby strip you of your right to succession.\Yahiro!\An exit?\Yes. But...\You won't ever reach it!\Don't tell me it's you?! response:	You better believe it.
context: In the name of Daath,\I hereby strip you of your right to succession.\Yahiro!\An exit?\Yes. But...\You won't ever reach it!\Don't tell me it's you?!\You better believe it. response:	Let's settle this, Undertakers.
context: I hereby strip you of your right to succession.\Yahiro!\An exit?\Yes. But...\You won't ever reach it!\Don't tell me it's you?!\You better believe it.\Let's settle this, Undertakers. response:	Selection and evolution
context: Yahiro!\An exit?\Yes. But...\You won't ever reach it!\Don't tell me it's you?!\You better believe it.\Let's settle this, Undertakers.\Selection and evolution response:	are the inescapable fate of all life on this planet.
context: An exit?\Yes. But...\You won't ever reach it!\Don't tell me it's you?!\You better believe it.\Let's settle this, Undertakers.\Selection and evolution\are the inescapable fate of all life on this planet. response:	To resist them is futile, yet you?
context: Yes. But...\You won't ever reach it!\Don't tell me it's you?!\You better believe it.\Let's settle this, Undertakers.\Selection and evolution\are the inescapable fate of all life on this planet.\To resist them is futile, yet you? response:	You refused Mana after she did you the honor of choosing you.
context: You won't ever reach it!\Don't tell me it's you?!\You better believe it.\Let's settle this, Undertakers.\Selection and evolution\are the inescapable fate of all life on this planet.\To resist them is futile, yet you?\You refused Mana after she did you the honor of choosing you. response:	And in the end, you squandered everything on a fake like Yuziriha Inori...
context: Don't tell me it's you?!\You better believe it.\Let's settle this, Undertakers.\Selection and evolution\are the inescapable fate of all life on this planet.\To resist them is futile, yet you?\You refused Mana after she did you the honor of choosing you.\And in the end, you squandered everything on a fake like Yuziriha Inori... response:	You're wrong!
context: You better believe it.\Let's settle this, Undertakers.\Selection and evolution\are the inescapable fate of all life on this planet.\To resist them is futile, yet you?\You refused Mana after she did you the honor of choosing you.\And in the end, you squandered everything on a fake like Yuziriha Inori...\You're wrong! response:	Argo!
context: Let's settle this, Undertakers.\Selection and evolution\are the inescapable fate of all life on this planet.\To resist them is futile, yet you?\You refused Mana after she did you the honor of choosing you.\And in the end, you squandered everything on a fake like Yuziriha Inori...\You're wrong!\Argo! response:	None of you know Inori.
context: Selection and evolution\are the inescapable fate of all life on this planet.\To resist them is futile, yet you?\You refused Mana after she did you the honor of choosing you.\And in the end, you squandered everything on a fake like Yuziriha Inori...\You're wrong!\Argo!\None of you know Inori. response:	Nobody knows her.
context: are the inescapable fate of all life on this planet.\To resist them is futile, yet you?\You refused Mana after she did you the honor of choosing you.\And in the end, you squandered everything on a fake like Yuziriha Inori...\You're wrong!\Argo!\None of you know Inori.\Nobody knows her. response:	Inori fought the ugliness inside her and she suffered for it.
context: To resist them is futile, yet you?\You refused Mana after she did you the honor of choosing you.\And in the end, you squandered everything on a fake like Yuziriha Inori...\You're wrong!\Argo!\None of you know Inori.\Nobody knows her.\Inori fought the ugliness inside her and she suffered for it. response:	And when I was hurt making the same mistakes,
context: You refused Mana after she did you the honor of choosing you.\And in the end, you squandered everything on a fake like Yuziriha Inori...\You're wrong!\Argo!\None of you know Inori.\Nobody knows her.\Inori fought the ugliness inside her and she suffered for it.\And when I was hurt making the same mistakes, response:	she gently supported me.
context: And in the end, you squandered everything on a fake like Yuziriha Inori...\You're wrong!\Argo!\None of you know Inori.\Nobody knows her.\Inori fought the ugliness inside her and she suffered for it.\And when I was hurt making the same mistakes,\she gently supported me. response:	Inori's the one person who was by my side the whole time,
context: You're wrong!\Argo!\None of you know Inori.\Nobody knows her.\Inori fought the ugliness inside her and she suffered for it.\And when I was hurt making the same mistakes,\she gently supported me.\Inori's the one person who was by my side the whole time, response:	believing in me!
context: Argo!\None of you know Inori.\Nobody knows her.\Inori fought the ugliness inside her and she suffered for it.\And when I was hurt making the same mistakes,\she gently supported me.\Inori's the one person who was by my side the whole time,\believing in me! response:	So this time, I'll be by your side.
context: None of you know Inori.\Nobody knows her.\Inori fought the ugliness inside her and she suffered for it.\And when I was hurt making the same mistakes,\she gently supported me.\Inori's the one person who was by my side the whole time,\believing in me!\So this time, I'll be by your side. response:	And this time, I won't let you go...
context: Nobody knows her.\Inori fought the ugliness inside her and she suffered for it.\And when I was hurt making the same mistakes,\she gently supported me.\Inori's the one person who was by my side the whole time,\believing in me!\So this time, I'll be by your side.\And this time, I won't let you go... response:	Go ahead and try it then, Ouma Shu.
context: Inori fought the ugliness inside her and she suffered for it.\And when I was hurt making the same mistakes,\she gently supported me.\Inori's the one person who was by my side the whole time,\believing in me!\So this time, I'll be by your side.\And this time, I won't let you go...\Go ahead and try it then, Ouma Shu. response:	Try resisting despair...
context: And when I was hurt making the same mistakes,\she gently supported me.\Inori's the one person who was by my side the whole time,\believing in me!\So this time, I'll be by your side.\And this time, I won't let you go...\Go ahead and try it then, Ouma Shu.\Try resisting despair... response:	You just missed her.
context: she gently supported me.\Inori's the one person who was by my side the whole time,\believing in me!\So this time, I'll be by your side.\And this time, I won't let you go...\Go ahead and try it then, Ouma Shu.\Try resisting despair...\You just missed her. response:	Mana will be reborn by devouring Inori.
context: Inori's the one person who was by my side the whole time,\believing in me!\So this time, I'll be by your side.\And this time, I won't let you go...\Go ahead and try it then, Ouma Shu.\Try resisting despair...\You just missed her.\Mana will be reborn by devouring Inori. response:	Our lost Eve!
context: believing in me!\So this time, I'll be by your side.\And this time, I won't let you go...\Go ahead and try it then, Ouma Shu.\Try resisting despair...\You just missed her.\Mana will be reborn by devouring Inori.\Our lost Eve! response:	The Apocalypse is upon us, then?
context: So this time, I'll be by your side.\And this time, I won't let you go...\Go ahead and try it then, Ouma Shu.\Try resisting despair...\You just missed her.\Mana will be reborn by devouring Inori.\Our lost Eve!\The Apocalypse is upon us, then? response:	No...
