context: Stop playing around. response:	Hello.
context: Give me your empathions now.\Just when everyone was about to give up...\Sorry to keep you waiting.\With the help of the Kunie Clan, I've finished our secret weapon at last!\Oh, you did it?\This is the end, Bagris.\I'll stop your evil deeds.\With... response:	this Source Vessel!
context: Just when everyone was about to give up...\Sorry to keep you waiting.\With the help of the Kunie Clan, I've finished our secret weapon at last!\Oh, you did it?\This is the end, Bagris.\I'll stop your evil deeds.\With...\this Source Vessel! response:	Source Vessel
context: Sorry to keep you waiting.\With the help of the Kunie Clan, I've finished our secret weapon at last!\Oh, you did it?\This is the end, Bagris.\I'll stop your evil deeds.\With...\this Source Vessel!\Source Vessel response:	Source Vessel?
context: With the help of the Kunie Clan, I've finished our secret weapon at last!\Oh, you did it?\This is the end, Bagris.\I'll stop your evil deeds.\With...\this Source Vessel!\Source Vessel\Source Vessel? response:	Is that a ruler?
context: Oh, you did it?\This is the end, Bagris.\I'll stop your evil deeds.\With...\this Source Vessel!\Source Vessel\Source Vessel?\Is that a ruler? response:	It's a ruler, yeah.
context: This is the end, Bagris.\I'll stop your evil deeds.\With...\this Source Vessel!\Source Vessel\Source Vessel?\Is that a ruler?\It's a ruler, yeah. response:	Definitely a ruler.
context: I'll stop your evil deeds.\With...\this Source Vessel!\Source Vessel\Source Vessel?\Is that a ruler?\It's a ruler, yeah.\Definitely a ruler. response:	It is a Source Vessel.
context: With...\this Source Vessel!\Source Vessel\Source Vessel?\Is that a ruler?\It's a ruler, yeah.\Definitely a ruler.\It is a Source Vessel. response:	It is a magical device that measures all things, and fixes their dimensions.
context: this Source Vessel!\Source Vessel\Source Vessel?\Is that a ruler?\It's a ruler, yeah.\Definitely a ruler.\It is a Source Vessel.\It is a magical device that measures all things, and fixes their dimensions. response:	We sealed his abilities, and then...
context: Source Vessel\Source Vessel?\Is that a ruler?\It's a ruler, yeah.\Definitely a ruler.\It is a Source Vessel.\It is a magical device that measures all things, and fixes their dimensions.\We sealed his abilities, and then... response:	Tiger Echo Fist!
context: Source Vessel?\Is that a ruler?\It's a ruler, yeah.\Definitely a ruler.\It is a Source Vessel.\It is a magical device that measures all things, and fixes their dimensions.\We sealed his abilities, and then...\Tiger Echo Fist! response:	Something like that.
context: Is that a ruler?\It's a ruler, yeah.\Definitely a ruler.\It is a Source Vessel.\It is a magical device that measures all things, and fixes their dimensions.\We sealed his abilities, and then...\Tiger Echo Fist!\Something like that. response:	There was one more.
context: It's a ruler, yeah.\Definitely a ruler.\It is a Source Vessel.\It is a magical device that measures all things, and fixes their dimensions.\We sealed his abilities, and then...\Tiger Echo Fist!\Something like that.\There was one more. response:	Tell everyone, Seine.
context: Definitely a ruler.\It is a Source Vessel.\It is a magical device that measures all things, and fixes their dimensions.\We sealed his abilities, and then...\Tiger Echo Fist!\Something like that.\There was one more.\Tell everyone, Seine. response:	Oh...
context: It is a Source Vessel.\It is a magical device that measures all things, and fixes their dimensions.\We sealed his abilities, and then...\Tiger Echo Fist!\Something like that.\There was one more.\Tell everyone, Seine.\Oh... response:	I'm Nyanko Tavern's guild master, Seine.
context: It is a magical device that measures all things, and fixes their dimensions.\We sealed his abilities, and then...\Tiger Echo Fist!\Something like that.\There was one more.\Tell everyone, Seine.\Oh...\I'm Nyanko Tavern's guild master, Seine. response:	There was another matter
context: We sealed his abilities, and then...\Tiger Echo Fist!\Something like that.\There was one more.\Tell everyone, Seine.\Oh...\I'm Nyanko Tavern's guild master, Seine.\There was another matter response:	besides the Genius of Scandal I told you about last week.
context: Tiger Echo Fist!\Something like that.\There was one more.\Tell everyone, Seine.\Oh...\I'm Nyanko Tavern's guild master, Seine.\There was another matter\besides the Genius of Scandal I told you about last week. response:	The poisoning incident before the Scale Festival.
context: Something like that.\There was one more.\Tell everyone, Seine.\Oh...\I'm Nyanko Tavern's guild master, Seine.\There was another matter\besides the Genius of Scandal I told you about last week.\The poisoning incident before the Scale Festival. response:	The monster behind it, Sislau,
context: There was one more.\Tell everyone, Seine.\Oh...\I'm Nyanko Tavern's guild master, Seine.\There was another matter\besides the Genius of Scandal I told you about last week.\The poisoning incident before the Scale Festival.\The monster behind it, Sislau, response:	Genius of Plague Sislau/ Genius Rank/ Party
context: Tell everyone, Seine.\Oh...\I'm Nyanko Tavern's guild master, Seine.\There was another matter\besides the Genius of Scandal I told you about last week.\The poisoning incident before the Scale Festival.\The monster behind it, Sislau,\Genius of Plague Sislau/ Genius Rank/ Party response:	called herself the genius of poison.
context: Oh...\I'm Nyanko Tavern's guild master, Seine.\There was another matter\besides the Genius of Scandal I told you about last week.\The poisoning incident before the Scale Festival.\The monster behind it, Sislau,\Genius of Plague Sislau/ Genius Rank/ Party\called herself the genius of poison. response:	At the time, we decided she might be a new monster
context: I'm Nyanko Tavern's guild master, Seine.\There was another matter\besides the Genius of Scandal I told you about last week.\The poisoning incident before the Scale Festival.\The monster behind it, Sislau,\Genius of Plague Sislau/ Genius Rank/ Party\called herself the genius of poison.\At the time, we decided she might be a new monster response:	from the expansion pack.
context: There was another matter\besides the Genius of Scandal I told you about last week.\The poisoning incident before the Scale Festival.\The monster behind it, Sislau,\Genius of Plague Sislau/ Genius Rank/ Party\called herself the genius of poison.\At the time, we decided she might be a new monster\from the expansion pack. response:	My lord...
context: besides the Genius of Scandal I told you about last week.\The poisoning incident before the Scale Festival.\The monster behind it, Sislau,\Genius of Plague Sislau/ Genius Rank/ Party\called herself the genius of poison.\At the time, we decided she might be a new monster\from the expansion pack.\My lord... response:	Are you tired, my lord?
context: The poisoning incident before the Scale Festival.\The monster behind it, Sislau,\Genius of Plague Sislau/ Genius Rank/ Party\called herself the genius of poison.\At the time, we decided she might be a new monster\from the expansion pack.\My lord...\Are you tired, my lord? response:	Why do you ask? I'm not.
context: The monster behind it, Sislau,\Genius of Plague Sislau/ Genius Rank/ Party\called herself the genius of poison.\At the time, we decided she might be a new monster\from the expansion pack.\My lord...\Are you tired, my lord?\Why do you ask? I'm not. response:	Oh...
context: Genius of Plague Sislau/ Genius Rank/ Party\called herself the genius of poison.\At the time, we decided she might be a new monster\from the expansion pack.\My lord...\Are you tired, my lord?\Why do you ask? I'm not.\Oh... response:	Shiroe!
context: called herself the genius of poison.\At the time, we decided she might be a new monster\from the expansion pack.\My lord...\Are you tired, my lord?\Why do you ask? I'm not.\Oh...\Shiroe! response:	Are you done for today?
context: At the time, we decided she might be a new monster\from the expansion pack.\My lord...\Are you tired, my lord?\Why do you ask? I'm not.\Oh...\Shiroe!\Are you done for today? response:	Minori...
context: from the expansion pack.\My lord...\Are you tired, my lord?\Why do you ask? I'm not.\Oh...\Shiroe!\Are you done for today?\Minori... response:	Is your part-time job done?
context: My lord...\Are you tired, my lord?\Why do you ask? I'm not.\Oh...\Shiroe!\Are you done for today?\Minori...\Is your part-time job done? response:	Yes.
context: Are you tired, my lord?\Why do you ask? I'm not.\Oh...\Shiroe!\Are you done for today?\Minori...\Is your part-time job done?\Yes. response:	I got a lot of presents today!
context: Why do you ask? I'm not.\Oh...\Shiroe!\Are you done for today?\Minori...\Is your part-time job done?\Yes.\I got a lot of presents today! response:	Again today, you mean.
context: Oh...\Shiroe!\Are you done for today?\Minori...\Is your part-time job done?\Yes.\I got a lot of presents today!\Again today, you mean. response:	Want me to hold them for you?
context: Shiroe!\Are you done for today?\Minori...\Is your part-time job done?\Yes.\I got a lot of presents today!\Again today, you mean.\Want me to hold them for you? response:	I'm just fine.
context: Are you done for today?\Minori...\Is your part-time job done?\Yes.\I got a lot of presents today!\Again today, you mean.\Want me to hold them for you?\I'm just fine. response:	Air Glasses
context: Minori...\Is your part-time job done?\Yes.\I got a lot of presents today!\Again today, you mean.\Want me to hold them for you?\I'm just fine.\Air Glasses response:	Because...
context: Is your part-time job done?\Yes.\I got a lot of presents today!\Again today, you mean.\Want me to hold them for you?\I'm just fine.\Air Glasses\Because... response:	Ta-da!
context: Yes.\I got a lot of presents today!\Again today, you mean.\Want me to hold them for you?\I'm just fine.\Air Glasses\Because...\Ta-da! response:	Magic Bag!
context: I got a lot of presents today!\Again today, you mean.\Want me to hold them for you?\I'm just fine.\Air Glasses\Because...\Ta-da!\Magic Bag! response:	Did you design that, Minori?
context: Again today, you mean.\Want me to hold them for you?\I'm just fine.\Air Glasses\Because...\Ta-da!\Magic Bag!\Did you design that, Minori? response:	That's right.
context: Want me to hold them for you?\I'm just fine.\Air Glasses\Because...\Ta-da!\Magic Bag!\Did you design that, Minori?\That's right. response:	It really holds a ton!
context: I'm just fine.\Air Glasses\Because...\Ta-da!\Magic Bag!\Did you design that, Minori?\That's right.\It really holds a ton! response:	Wow, Minori! Your feminine power is sky-high!
context: Air Glasses\Because...\Ta-da!\Magic Bag!\Did you design that, Minori?\That's right.\It really holds a ton!\Wow, Minori! Your feminine power is sky-high! response:	Okay, let's buy some things to take back.
context: Because...\Ta-da!\Magic Bag!\Did you design that, Minori?\That's right.\It really holds a ton!\Wow, Minori! Your feminine power is sky-high!\Okay, let's buy some things to take back. response:	My lord, I want a red bead bun.
context: Ta-da!\Magic Bag!\Did you design that, Minori?\That's right.\It really holds a ton!\Wow, Minori! Your feminine power is sky-high!\Okay, let's buy some things to take back.\My lord, I want a red bead bun. response:	Why not get a gelatin for once?
context: Magic Bag!\Did you design that, Minori?\That's right.\It really holds a ton!\Wow, Minori! Your feminine power is sky-high!\Okay, let's buy some things to take back.\My lord, I want a red bead bun.\Why not get a gelatin for once? response:	Do you have a problem with red bean buns?
context: Did you design that, Minori?\That's right.\It really holds a ton!\Wow, Minori! Your feminine power is sky-high!\Okay, let's buy some things to take back.\My lord, I want a red bead bun.\Why not get a gelatin for once?\Do you have a problem with red bean buns? response:	Well, for some variety...
context: That's right.\It really holds a ton!\Wow, Minori! Your feminine power is sky-high!\Okay, let's buy some things to take back.\My lord, I want a red bead bun.\Why not get a gelatin for once?\Do you have a problem with red bean buns?\Well, for some variety... response:	It's not just a regular red bean bun today.
context: It really holds a ton!\Wow, Minori! Your feminine power is sky-high!\Okay, let's buy some things to take back.\My lord, I want a red bead bun.\Why not get a gelatin for once?\Do you have a problem with red bean buns?\Well, for some variety...\It's not just a regular red bean bun today. response:	It's cherry tree-scented red bean.
context: Wow, Minori! Your feminine power is sky-high!\Okay, let's buy some things to take back.\My lord, I want a red bead bun.\Why not get a gelatin for once?\Do you have a problem with red bean buns?\Well, for some variety...\It's not just a regular red bean bun today.\It's cherry tree-scented red bean. response:	A seasonal item.
context: Okay, let's buy some things to take back.\My lord, I want a red bead bun.\Why not get a gelatin for once?\Do you have a problem with red bean buns?\Well, for some variety...\It's not just a regular red bean bun today.\It's cherry tree-scented red bean.\A seasonal item. response:	I want strawberry shortcake! I do!
context: My lord, I want a red bead bun.\Why not get a gelatin for once?\Do you have a problem with red bean buns?\Well, for some variety...\It's not just a regular red bean bun today.\It's cherry tree-scented red bean.\A seasonal item.\I want strawberry shortcake! I do! response:	Tetra?
context: Why not get a gelatin for once?\Do you have a problem with red bean buns?\Well, for some variety...\It's not just a regular red bean bun today.\It's cherry tree-scented red bean.\A seasonal item.\I want strawberry shortcake! I do!\Tetra? response:	Get off my lord, you half-idol!
context: Do you have a problem with red bean buns?\Well, for some variety...\It's not just a regular red bean bun today.\It's cherry tree-scented red bean.\A seasonal item.\I want strawberry shortcake! I do!\Tetra?\Get off my lord, you half-idol! response:	I'm not a half-idol!
context: Well, for some variety...\It's not just a regular red bean bun today.\It's cherry tree-scented red bean.\A seasonal item.\I want strawberry shortcake! I do!\Tetra?\Get off my lord, you half-idol!\I'm not a half-idol! response:	I'm a complete, galactic, perfect idol!
context: It's not just a regular red bean bun today.\It's cherry tree-scented red bean.\A seasonal item.\I want strawberry shortcake! I do!\Tetra?\Get off my lord, you half-idol!\I'm not a half-idol!\I'm a complete, galactic, perfect idol! response:	And Shiroe said he likes it when I hold him!
context: It's cherry tree-scented red bean.\A seasonal item.\I want strawberry shortcake! I do!\Tetra?\Get off my lord, you half-idol!\I'm not a half-idol!\I'm a complete, galactic, perfect idol!\And Shiroe said he likes it when I hold him! response:	I did not.
context: A seasonal item.\I want strawberry shortcake! I do!\Tetra?\Get off my lord, you half-idol!\I'm not a half-idol!\I'm a complete, galactic, perfect idol!\And Shiroe said he likes it when I hold him!\I did not. response:	I'll kill you.
context: I want strawberry shortcake! I do!\Tetra?\Get off my lord, you half-idol!\I'm not a half-idol!\I'm a complete, galactic, perfect idol!\And Shiroe said he likes it when I hold him!\I did not.\I'll kill you. response:	Buy me some cake!
context: Tetra?\Get off my lord, you half-idol!\I'm not a half-idol!\I'm a complete, galactic, perfect idol!\And Shiroe said he likes it when I hold him!\I did not.\I'll kill you.\Buy me some cake! response:	Gelatin!
context: Get off my lord, you half-idol!\I'm not a half-idol!\I'm a complete, galactic, perfect idol!\And Shiroe said he likes it when I hold him!\I did not.\I'll kill you.\Buy me some cake!\Gelatin! response:	The red bean bun is waiting, my lord.
context: I'm not a half-idol!\I'm a complete, galactic, perfect idol!\And Shiroe said he likes it when I hold him!\I did not.\I'll kill you.\Buy me some cake!\Gelatin!\The red bean bun is waiting, my lord. response:	I'll have the fried rockfish!
context: I'm a complete, galactic, perfect idol!\And Shiroe said he likes it when I hold him!\I did not.\I'll kill you.\Buy me some cake!\Gelatin!\The red bean bun is waiting, my lord.\I'll have the fried rockfish! response:	Me, too!
context: And Shiroe said he likes it when I hold him!\I did not.\I'll kill you.\Buy me some cake!\Gelatin!\The red bean bun is waiting, my lord.\I'll have the fried rockfish!\Me, too! response:	Okay!
context: I did not.\I'll kill you.\Buy me some cake!\Gelatin!\The red bean bun is waiting, my lord.\I'll have the fried rockfish!\Me, too!\Okay! response:	Hello, Isaac.
context: I'll kill you.\Buy me some cake!\Gelatin!\The red bean bun is waiting, my lord.\I'll have the fried rockfish!\Me, too!\Okay!\Hello, Isaac. response:	Okay.
context: Buy me some cake!\Gelatin!\The red bean bun is waiting, my lord.\I'll have the fried rockfish!\Me, too!\Okay!\Hello, Isaac.\Okay. response:	You've been a lot more relaxed lately.
context: Gelatin!\The red bean bun is waiting, my lord.\I'll have the fried rockfish!\Me, too!\Okay!\Hello, Isaac.\Okay.\You've been a lot more relaxed lately. response:	Oh, please.
context: The red bean bun is waiting, my lord.\I'll have the fried rockfish!\Me, too!\Okay!\Hello, Isaac.\Okay.\You've been a lot more relaxed lately.\Oh, please. response:	You aren't the type to worry about that.
context: I'll have the fried rockfish!\Me, too!\Okay!\Hello, Isaac.\Okay.\You've been a lot more relaxed lately.\Oh, please.\You aren't the type to worry about that. response:	I'll have a cold one and the fried rockfish.
context: Me, too!\Okay!\Hello, Isaac.\Okay.\You've been a lot more relaxed lately.\Oh, please.\You aren't the type to worry about that.\I'll have a cold one and the fried rockfish. response:	Right!
context: Okay!\Hello, Isaac.\Okay.\You've been a lot more relaxed lately.\Oh, please.\You aren't the type to worry about that.\I'll have a cold one and the fried rockfish.\Right! response:	Another business trip?
context: Hello, Isaac.\Okay.\You've been a lot more relaxed lately.\Oh, please.\You aren't the type to worry about that.\I'll have a cold one and the fried rockfish.\Right!\Another business trip? response:	Don't say that. This is one of our restaurants.
context: Okay.\You've been a lot more relaxed lately.\Oh, please.\You aren't the type to worry about that.\I'll have a cold one and the fried rockfish.\Right!\Another business trip?\Don't say that. This is one of our restaurants. response:	Of course I'll stop by to see the kitchen.
context: You've been a lot more relaxed lately.\Oh, please.\You aren't the type to worry about that.\I'll have a cold one and the fried rockfish.\Right!\Another business trip?\Don't say that. This is one of our restaurants.\Of course I'll stop by to see the kitchen. response:	I could've sworn I told you that this was a branch of Shopping District 8, Isaac.
context: Oh, please.\You aren't the type to worry about that.\I'll have a cold one and the fried rockfish.\Right!\Another business trip?\Don't say that. This is one of our restaurants.\Of course I'll stop by to see the kitchen.\I could've sworn I told you that this was a branch of Shopping District 8, Isaac. response:	I told you to stop that.
context: You aren't the type to worry about that.\I'll have a cold one and the fried rockfish.\Right!\Another business trip?\Don't say that. This is one of our restaurants.\Of course I'll stop by to see the kitchen.\I could've sworn I told you that this was a branch of Shopping District 8, Isaac.\I told you to stop that. response:	Here you go.
context: I'll have a cold one and the fried rockfish.\Right!\Another business trip?\Don't say that. This is one of our restaurants.\Of course I'll stop by to see the kitchen.\I could've sworn I told you that this was a branch of Shopping District 8, Isaac.\I told you to stop that.\Here you go. response:	Top Secret New and Unconfirmed Monsters Investigation Report
context: Right!\Another business trip?\Don't say that. This is one of our restaurants.\Of course I'll stop by to see the kitchen.\I could've sworn I told you that this was a branch of Shopping District 8, Isaac.\I told you to stop that.\Here you go.\Top Secret New and Unconfirmed Monsters Investigation Report response:	It arrived from the Round Table.
context: Another business trip?\Don't say that. This is one of our restaurants.\Of course I'll stop by to see the kitchen.\I could've sworn I told you that this was a branch of Shopping District 8, Isaac.\I told you to stop that.\Here you go.\Top Secret New and Unconfirmed Monsters Investigation Report\It arrived from the Round Table. response:	Supposedly, it's a report on an enemy called the Geniuses.
context: Don't say that. This is one of our restaurants.\Of course I'll stop by to see the kitchen.\I could've sworn I told you that this was a branch of Shopping District 8, Isaac.\I told you to stop that.\Here you go.\Top Secret New and Unconfirmed Monsters Investigation Report\It arrived from the Round Table.\Supposedly, it's a report on an enemy called the Geniuses. response:	I've heard of them, but what are they?
context: Of course I'll stop by to see the kitchen.\I could've sworn I told you that this was a branch of Shopping District 8, Isaac.\I told you to stop that.\Here you go.\Top Secret New and Unconfirmed Monsters Investigation Report\It arrived from the Round Table.\Supposedly, it's a report on an enemy called the Geniuses.\I've heard of them, but what are they? response:	I couldn't say...
context: I could've sworn I told you that this was a branch of Shopping District 8, Isaac.\I told you to stop that.\Here you go.\Top Secret New and Unconfirmed Monsters Investigation Report\It arrived from the Round Table.\Supposedly, it's a report on an enemy called the Geniuses.\I've heard of them, but what are they?\I couldn't say... response:	And it seems like the People of the Land are gearing up for war.
context: I told you to stop that.\Here you go.\Top Secret New and Unconfirmed Monsters Investigation Report\It arrived from the Round Table.\Supposedly, it's a report on an enemy called the Geniuses.\I've heard of them, but what are they?\I couldn't say...\And it seems like the People of the Land are gearing up for war. response:	Things are looking bad everywhere.
context: Here you go.\Top Secret New and Unconfirmed Monsters Investigation Report\It arrived from the Round Table.\Supposedly, it's a report on an enemy called the Geniuses.\I've heard of them, but what are they?\I couldn't say...\And it seems like the People of the Land are gearing up for war.\Things are looking bad everywhere. response:	The wyvern attack on Safil was
context: Top Secret New and Unconfirmed Monsters Investigation Report\It arrived from the Round Table.\Supposedly, it's a report on an enemy called the Geniuses.\I've heard of them, but what are they?\I couldn't say...\And it seems like the People of the Land are gearing up for war.\Things are looking bad everywhere.\The wyvern attack on Safil was response:	an after-effect of Minami power-leveling People of the Land.
context: It arrived from the Round Table.\Supposedly, it's a report on an enemy called the Geniuses.\I've heard of them, but what are they?\I couldn't say...\And it seems like the People of the Land are gearing up for war.\Things are looking bad everywhere.\The wyvern attack on Safil was\an after-effect of Minami power-leveling People of the Land. response:	That might be why he sent us to Maihama.
context: Supposedly, it's a report on an enemy called the Geniuses.\I've heard of them, but what are they?\I couldn't say...\And it seems like the People of the Land are gearing up for war.\Things are looking bad everywhere.\The wyvern attack on Safil was\an after-effect of Minami power-leveling People of the Land.\That might be why he sent us to Maihama. response:	Shiroe's quite the villain, after all.
context: I've heard of them, but what are they?\I couldn't say...\And it seems like the People of the Land are gearing up for war.\Things are looking bad everywhere.\The wyvern attack on Safil was\an after-effect of Minami power-leveling People of the Land.\That might be why he sent us to Maihama.\Shiroe's quite the villain, after all. response:	Yeah.
context: I couldn't say...\And it seems like the People of the Land are gearing up for war.\Things are looking bad everywhere.\The wyvern attack on Safil was\an after-effect of Minami power-leveling People of the Land.\That might be why he sent us to Maihama.\Shiroe's quite the villain, after all.\Yeah. response:	Oh, yeah...
context: And it seems like the People of the Land are gearing up for war.\Things are looking bad everywhere.\The wyvern attack on Safil was\an after-effect of Minami power-leveling People of the Land.\That might be why he sent us to Maihama.\Shiroe's quite the villain, after all.\Yeah.\Oh, yeah... response:	It's been almost a year since the Apocalypse.
context: Things are looking bad everywhere.\The wyvern attack on Safil was\an after-effect of Minami power-leveling People of the Land.\That might be why he sent us to Maihama.\Shiroe's quite the villain, after all.\Yeah.\Oh, yeah...\It's been almost a year since the Apocalypse. response:	It has.
context: The wyvern attack on Safil was\an after-effect of Minami power-leveling People of the Land.\That might be why he sent us to Maihama.\Shiroe's quite the villain, after all.\Yeah.\Oh, yeah...\It's been almost a year since the Apocalypse.\It has. response:	I'm sure there are people who want to go home.
context: an after-effect of Minami power-leveling People of the Land.\That might be why he sent us to Maihama.\Shiroe's quite the villain, after all.\Yeah.\Oh, yeah...\It's been almost a year since the Apocalypse.\It has.\I'm sure there are people who want to go home. response:	Some want it so badly, it's driving them insane.
context: That might be why he sent us to Maihama.\Shiroe's quite the villain, after all.\Yeah.\Oh, yeah...\It's been almost a year since the Apocalypse.\It has.\I'm sure there are people who want to go home.\Some want it so badly, it's driving them insane. response:	I understand how they feel, but...
context: Shiroe's quite the villain, after all.\Yeah.\Oh, yeah...\It's been almost a year since the Apocalypse.\It has.\I'm sure there are people who want to go home.\Some want it so badly, it's driving them insane.\I understand how they feel, but... response:	It's hard...
context: Yeah.\Oh, yeah...\It's been almost a year since the Apocalypse.\It has.\I'm sure there are people who want to go home.\Some want it so badly, it's driving them insane.\I understand how they feel, but...\It's hard... response:	You're helping out?
context: Oh, yeah...\It's been almost a year since the Apocalypse.\It has.\I'm sure there are people who want to go home.\Some want it so badly, it's driving them insane.\I understand how they feel, but...\It's hard...\You're helping out? response:	Yes.
context: It's been almost a year since the Apocalypse.\It has.\I'm sure there are people who want to go home.\Some want it so badly, it's driving them insane.\I understand how they feel, but...\It's hard...\You're helping out?\Yes. response:	You're so good at this now.
context: It has.\I'm sure there are people who want to go home.\Some want it so badly, it's driving them insane.\I understand how they feel, but...\It's hard...\You're helping out?\Yes.\You're so good at this now. response:	What did they say?
context: I'm sure there are people who want to go home.\Some want it so badly, it's driving them insane.\I understand how they feel, but...\It's hard...\You're helping out?\Yes.\You're so good at this now.\What did they say? response:	Lately, even if you don't have the skill, you can do simple cooking.
context: Some want it so badly, it's driving them insane.\I understand how they feel, but...\It's hard...\You're helping out?\Yes.\You're so good at this now.\What did they say?\Lately, even if you don't have the skill, you can do simple cooking. response:	That isn't all.
context: I understand how they feel, but...\It's hard...\You're helping out?\Yes.\You're so good at this now.\What did they say?\Lately, even if you don't have the skill, you can do simple cooking.\That isn't all. response:	It's done!
context: It's hard...\You're helping out?\Yes.\You're so good at this now.\What did they say?\Lately, even if you don't have the skill, you can do simple cooking.\That isn't all.\It's done! response:	This is beautiful.
context: You're helping out?\Yes.\You're so good at this now.\What did they say?\Lately, even if you don't have the skill, you can do simple cooking.\That isn't all.\It's done!\This is beautiful. response:	How about the new potatoes?
context: Yes.\You're so good at this now.\What did they say?\Lately, even if you don't have the skill, you can do simple cooking.\That isn't all.\It's done!\This is beautiful.\How about the new potatoes? response:	They've all been boiled, and they're ready to go.
context: You're so good at this now.\What did they say?\Lately, even if you don't have the skill, you can do simple cooking.\That isn't all.\It's done!\This is beautiful.\How about the new potatoes?\They've all been boiled, and they're ready to go. response:	You've gotten a lot better.
context: What did they say?\Lately, even if you don't have the skill, you can do simple cooking.\That isn't all.\It's done!\This is beautiful.\How about the new potatoes?\They've all been boiled, and they're ready to go.\You've gotten a lot better. response:	Because you taught me!
context: Lately, even if you don't have the skill, you can do simple cooking.\That isn't all.\It's done!\This is beautiful.\How about the new potatoes?\They've all been boiled, and they're ready to go.\You've gotten a lot better.\Because you taught me! response:	Maybe we'll have tea while we wait for the vegetables to cool down.
context: That isn't all.\It's done!\This is beautiful.\How about the new potatoes?\They've all been boiled, and they're ready to go.\You've gotten a lot better.\Because you taught me!\Maybe we'll have tea while we wait for the vegetables to cool down. response:	Okay!
context: It's done!\This is beautiful.\How about the new potatoes?\They've all been boiled, and they're ready to go.\You've gotten a lot better.\Because you taught me!\Maybe we'll have tea while we wait for the vegetables to cool down.\Okay! response:	Is it good?
context: This is beautiful.\How about the new potatoes?\They've all been boiled, and they're ready to go.\You've gotten a lot better.\Because you taught me!\Maybe we'll have tea while we wait for the vegetables to cool down.\Okay!\Is it good? response:	Yes. It's nice and warm.
context: How about the new potatoes?\They've all been boiled, and they're ready to go.\You've gotten a lot better.\Because you taught me!\Maybe we'll have tea while we wait for the vegetables to cool down.\Okay!\Is it good?\Yes. It's nice and warm. response:	Today's a very quiet day.
context: They've all been boiled, and they're ready to go.\You've gotten a lot better.\Because you taught me!\Maybe we'll have tea while we wait for the vegetables to cool down.\Okay!\Is it good?\Yes. It's nice and warm.\Today's a very quiet day. response:	It makes me want to take a nap.
context: You've gotten a lot better.\Because you taught me!\Maybe we'll have tea while we wait for the vegetables to cool down.\Okay!\Is it good?\Yes. It's nice and warm.\Today's a very quiet day.\It makes me want to take a nap. response:	You look like you're having a good time.
context: Because you taught me!\Maybe we'll have tea while we wait for the vegetables to cool down.\Okay!\Is it good?\Yes. It's nice and warm.\Today's a very quiet day.\It makes me want to take a nap.\You look like you're having a good time. response:	I am!
context: Maybe we'll have tea while we wait for the vegetables to cool down.\Okay!\Is it good?\Yes. It's nice and warm.\Today's a very quiet day.\It makes me want to take a nap.\You look like you're having a good time.\I am! response:	I see.
context: Okay!\Is it good?\Yes. It's nice and warm.\Today's a very quiet day.\It makes me want to take a nap.\You look like you're having a good time.\I am!\I see. response:	Are you doing well, Nyanta?
context: Is it good?\Yes. It's nice and warm.\Today's a very quiet day.\It makes me want to take a nap.\You look like you're having a good time.\I am!\I see.\Are you doing well, Nyanta? response:	I am.
context: Yes. It's nice and warm.\Today's a very quiet day.\It makes me want to take a nap.\You look like you're having a good time.\I am!\I see.\Are you doing well, Nyanta?\I am. response:	Okay.
context: Today's a very quiet day.\It makes me want to take a nap.\You look like you're having a good time.\I am!\I see.\Are you doing well, Nyanta?\I am.\Okay. response:	Are you glad you came to this world, Serara?
context: It makes me want to take a nap.\You look like you're having a good time.\I am!\I see.\Are you doing well, Nyanta?\I am.\Okay.\Are you glad you came to this world, Serara? response:	Um, yes.
context: You look like you're having a good time.\I am!\I see.\Are you doing well, Nyanta?\I am.\Okay.\Are you glad you came to this world, Serara?\Um, yes. response:	You are?
context: I am!\I see.\Are you doing well, Nyanta?\I am.\Okay.\Are you glad you came to this world, Serara?\Um, yes.\You are? response:	Yes.
context: I see.\Are you doing well, Nyanta?\I am.\Okay.\Are you glad you came to this world, Serara?\Um, yes.\You are?\Yes. response:	Well, I can't see my mom and dad anymore,
context: Are you doing well, Nyanta?\I am.\Okay.\Are you glad you came to this world, Serara?\Um, yes.\You are?\Yes.\Well, I can't see my mom and dad anymore, response:	and lots of hard things have happened.
context: I am.\Okay.\Are you glad you came to this world, Serara?\Um, yes.\You are?\Yes.\Well, I can't see my mom and dad anymore,\and lots of hard things have happened. response:	But lots of good things have happened, too.
context: Okay.\Are you glad you came to this world, Serara?\Um, yes.\You are?\Yes.\Well, I can't see my mom and dad anymore,\and lots of hard things have happened.\But lots of good things have happened, too. response:	And...
context: Are you glad you came to this world, Serara?\Um, yes.\You are?\Yes.\Well, I can't see my mom and dad anymore,\and lots of hard things have happened.\But lots of good things have happened, too.\And... response:	I have a dream of what I want to be, and a future...
context: Um, yes.\You are?\Yes.\Well, I can't see my mom and dad anymore,\and lots of hard things have happened.\But lots of good things have happened, too.\And...\I have a dream of what I want to be, and a future... response:	You do?
context: You are?\Yes.\Well, I can't see my mom and dad anymore,\and lots of hard things have happened.\But lots of good things have happened, too.\And...\I have a dream of what I want to be, and a future...\You do? response:	Yes.
context: Yes.\Well, I can't see my mom and dad anymore,\and lots of hard things have happened.\But lots of good things have happened, too.\And...\I have a dream of what I want to be, and a future...\You do?\Yes. response:	I see.
