context: We're almost done with this area. response:	We missed two platoons or so.
context: Seconds Left\Once your cool down finishes, attack again!\Leave it to me.\If they aren't able to rely on the Izumo Knights...\That would make us their only other option.\As long as we're here, in this world,\we won't be able to avoid fighting in its wars.\But it wouldn't be a good idea for either side response:	to hand over its soldiers easily.
context: Once your cool down finishes, attack again!\Leave it to me.\If they aren't able to rely on the Izumo Knights...\That would make us their only other option.\As long as we're here, in this world,\we won't be able to avoid fighting in its wars.\But it wouldn't be a good idea for either side\to hand over its soldiers easily. response:	We'll need to do this properly, you're saying?
context: Leave it to me.\If they aren't able to rely on the Izumo Knights...\That would make us their only other option.\As long as we're here, in this world,\we won't be able to avoid fighting in its wars.\But it wouldn't be a good idea for either side\to hand over its soldiers easily.\We'll need to do this properly, you're saying? response:	Yes, and for that, I'd like us to agree on something in advance.
context: If they aren't able to rely on the Izumo Knights...\That would make us their only other option.\As long as we're here, in this world,\we won't be able to avoid fighting in its wars.\But it wouldn't be a good idea for either side\to hand over its soldiers easily.\We'll need to do this properly, you're saying?\Yes, and for that, I'd like us to agree on something in advance. response:	Another of your plans?
context: That would make us their only other option.\As long as we're here, in this world,\we won't be able to avoid fighting in its wars.\But it wouldn't be a good idea for either side\to hand over its soldiers easily.\We'll need to do this properly, you're saying?\Yes, and for that, I'd like us to agree on something in advance.\Another of your plans? response:	Way to go, villain in glasses.
context: As long as we're here, in this world,\we won't be able to avoid fighting in its wars.\But it wouldn't be a good idea for either side\to hand over its soldiers easily.\We'll need to do this properly, you're saying?\Yes, and for that, I'd like us to agree on something in advance.\Another of your plans?\Way to go, villain in glasses. response:	It's nothing that special.
context: we won't be able to avoid fighting in its wars.\But it wouldn't be a good idea for either side\to hand over its soldiers easily.\We'll need to do this properly, you're saying?\Yes, and for that, I'd like us to agree on something in advance.\Another of your plans?\Way to go, villain in glasses.\It's nothing that special. response:	I think we three should decide our roles in advance.
context: But it wouldn't be a good idea for either side\to hand over its soldiers easily.\We'll need to do this properly, you're saying?\Yes, and for that, I'd like us to agree on something in advance.\Another of your plans?\Way to go, villain in glasses.\It's nothing that special.\I think we three should decide our roles in advance. response:	Our roles, huh?
context: to hand over its soldiers easily.\We'll need to do this properly, you're saying?\Yes, and for that, I'd like us to agree on something in advance.\Another of your plans?\Way to go, villain in glasses.\It's nothing that special.\I think we three should decide our roles in advance.\Our roles, huh? response:	The goblin attack...
context: We'll need to do this properly, you're saying?\Yes, and for that, I'd like us to agree on something in advance.\Another of your plans?\Way to go, villain in glasses.\It's nothing that special.\I think we three should decide our roles in advance.\Our roles, huh?\The goblin attack... response:	I've never seen Father look so serious.
context: Yes, and for that, I'd like us to agree on something in advance.\Another of your plans?\Way to go, villain in glasses.\It's nothing that special.\I think we three should decide our roles in advance.\Our roles, huh?\The goblin attack...\I've never seen Father look so serious. response:	How intense will the fighting be?
context: Another of your plans?\Way to go, villain in glasses.\It's nothing that special.\I think we three should decide our roles in advance.\Our roles, huh?\The goblin attack...\I've never seen Father look so serious.\How intense will the fighting be? response:	It'll have to be Tsukuba.
context: Way to go, villain in glasses.\It's nothing that special.\I think we three should decide our roles in advance.\Our roles, huh?\The goblin attack...\I've never seen Father look so serious.\How intense will the fighting be?\It'll have to be Tsukuba. response:	It's well defended,
context: It's nothing that special.\I think we three should decide our roles in advance.\Our roles, huh?\The goblin attack...\I've never seen Father look so serious.\How intense will the fighting be?\It'll have to be Tsukuba.\It's well defended, response:	and should last a long time.
context: I think we three should decide our roles in advance.\Our roles, huh?\The goblin attack...\I've never seen Father look so serious.\How intense will the fighting be?\It'll have to be Tsukuba.\It's well defended,\and should last a long time. response:	But who will tell Lord Kiliva?
context: Our roles, huh?\The goblin attack...\I've never seen Father look so serious.\How intense will the fighting be?\It'll have to be Tsukuba.\It's well defended,\and should last a long time.\But who will tell Lord Kiliva? response:	He'll lose more than a few fields and outlying villages.
context: The goblin attack...\I've never seen Father look so serious.\How intense will the fighting be?\It'll have to be Tsukuba.\It's well defended,\and should last a long time.\But who will tell Lord Kiliva?\He'll lose more than a few fields and outlying villages. response:	In the worst case, most of the population.
context: I've never seen Father look so serious.\How intense will the fighting be?\It'll have to be Tsukuba.\It's well defended,\and should last a long time.\But who will tell Lord Kiliva?\He'll lose more than a few fields and outlying villages.\In the worst case, most of the population. response:	I'm sure everyone is thinking in the back of their minds
context: How intense will the fighting be?\It'll have to be Tsukuba.\It's well defended,\and should last a long time.\But who will tell Lord Kiliva?\He'll lose more than a few fields and outlying villages.\In the worst case, most of the population.\I'm sure everyone is thinking in the back of their minds response:	that asking the adventurers would be the right move.
context: It'll have to be Tsukuba.\It's well defended,\and should last a long time.\But who will tell Lord Kiliva?\He'll lose more than a few fields and outlying villages.\In the worst case, most of the population.\I'm sure everyone is thinking in the back of their minds\that asking the adventurers would be the right move. response:	Yes... If they die, they return to life.
context: It's well defended,\and should last a long time.\But who will tell Lord Kiliva?\He'll lose more than a few fields and outlying villages.\In the worst case, most of the population.\I'm sure everyone is thinking in the back of their minds\that asking the adventurers would be the right move.\Yes... If they die, they return to life. response:	But that would mean owing them a large debt.
context: and should last a long time.\But who will tell Lord Kiliva?\He'll lose more than a few fields and outlying villages.\In the worst case, most of the population.\I'm sure everyone is thinking in the back of their minds\that asking the adventurers would be the right move.\Yes... If they die, they return to life.\But that would mean owing them a large debt. response:	Which is why we avoid showing them our vulnerability,
context: But who will tell Lord Kiliva?\He'll lose more than a few fields and outlying villages.\In the worst case, most of the population.\I'm sure everyone is thinking in the back of their minds\that asking the adventurers would be the right move.\Yes... If they die, they return to life.\But that would mean owing them a large debt.\Which is why we avoid showing them our vulnerability, response:	while getting information from them by any means necessary.
context: He'll lose more than a few fields and outlying villages.\In the worst case, most of the population.\I'm sure everyone is thinking in the back of their minds\that asking the adventurers would be the right move.\Yes... If they die, they return to life.\But that would mean owing them a large debt.\Which is why we avoid showing them our vulnerability,\while getting information from them by any means necessary. response:	And they cannot learn that the Izumo Knights are gone, no matter what.
context: In the worst case, most of the population.\I'm sure everyone is thinking in the back of their minds\that asking the adventurers would be the right move.\Yes... If they die, they return to life.\But that would mean owing them a large debt.\Which is why we avoid showing them our vulnerability,\while getting information from them by any means necessary.\And they cannot learn that the Izumo Knights are gone, no matter what. response:	Ultimately, we know nothing about them.
context: I'm sure everyone is thinking in the back of their minds\that asking the adventurers would be the right move.\Yes... If they die, they return to life.\But that would mean owing them a large debt.\Which is why we avoid showing them our vulnerability,\while getting information from them by any means necessary.\And they cannot learn that the Izumo Knights are gone, no matter what.\Ultimately, we know nothing about them. response:	We need them to be our shield, even if it means lying to them.
context: that asking the adventurers would be the right move.\Yes... If they die, they return to life.\But that would mean owing them a large debt.\Which is why we avoid showing them our vulnerability,\while getting information from them by any means necessary.\And they cannot learn that the Izumo Knights are gone, no matter what.\Ultimately, we know nothing about them.\We need them to be our shield, even if it means lying to them. response:	They've finally called us?
context: Yes... If they die, they return to life.\But that would mean owing them a large debt.\Which is why we avoid showing them our vulnerability,\while getting information from them by any means necessary.\And they cannot learn that the Izumo Knights are gone, no matter what.\Ultimately, we know nothing about them.\We need them to be our shield, even if it means lying to them.\They've finally called us? response:	I hear the West Wind Brigade has arrived, too.
context: But that would mean owing them a large debt.\Which is why we avoid showing them our vulnerability,\while getting information from them by any means necessary.\And they cannot learn that the Izumo Knights are gone, no matter what.\Ultimately, we know nothing about them.\We need them to be our shield, even if it means lying to them.\They've finally called us?\I hear the West Wind Brigade has arrived, too. response:	Yes, they just contacted me.
context: Which is why we avoid showing them our vulnerability,\while getting information from them by any means necessary.\And they cannot learn that the Izumo Knights are gone, no matter what.\Ultimately, we know nothing about them.\We need them to be our shield, even if it means lying to them.\They've finally called us?\I hear the West Wind Brigade has arrived, too.\Yes, they just contacted me. response:	It's huge.
context: while getting information from them by any means necessary.\And they cannot learn that the Izumo Knights are gone, no matter what.\Ultimately, we know nothing about them.\We need them to be our shield, even if it means lying to them.\They've finally called us?\I hear the West Wind Brigade has arrived, too.\Yes, they just contacted me.\It's huge. response:	They'll have to wait until the conference ends...
context: And they cannot learn that the Izumo Knights are gone, no matter what.\Ultimately, we know nothing about them.\We need them to be our shield, even if it means lying to them.\They've finally called us?\I hear the West Wind Brigade has arrived, too.\Yes, they just contacted me.\It's huge.\They'll have to wait until the conference ends... response:	Well, if it isn't...
context: Ultimately, we know nothing about them.\We need them to be our shield, even if it means lying to them.\They've finally called us?\I hear the West Wind Brigade has arrived, too.\Yes, they just contacted me.\It's huge.\They'll have to wait until the conference ends...\Well, if it isn't... response:	Um
context: We need them to be our shield, even if it means lying to them.\They've finally called us?\I hear the West Wind Brigade has arrived, too.\Yes, they just contacted me.\It's huge.\They'll have to wait until the conference ends...\Well, if it isn't...\Um response:	Is something wrong?
context: They've finally called us?\I hear the West Wind Brigade has arrived, too.\Yes, they just contacted me.\It's huge.\They'll have to wait until the conference ends...\Well, if it isn't...\Um\Is something wrong? response:	I'd imagined you'd be asleep in your soft bed at this hour.
context: I hear the West Wind Brigade has arrived, too.\Yes, they just contacted me.\It's huge.\They'll have to wait until the conference ends...\Well, if it isn't...\Um\Is something wrong?\I'd imagined you'd be asleep in your soft bed at this hour. response:	It's true that you may
context: Yes, they just contacted me.\It's huge.\They'll have to wait until the conference ends...\Well, if it isn't...\Um\Is something wrong?\I'd imagined you'd be asleep in your soft bed at this hour.\It's true that you may response:	see me as nothing but a lazy, cowardly girl.
context: It's huge.\They'll have to wait until the conference ends...\Well, if it isn't...\Um\Is something wrong?\I'd imagined you'd be asleep in your soft bed at this hour.\It's true that you may\see me as nothing but a lazy, cowardly girl. response:	But I am also a member of the duke's family.
context: They'll have to wait until the conference ends...\Well, if it isn't...\Um\Is something wrong?\I'd imagined you'd be asleep in your soft bed at this hour.\It's true that you may\see me as nothing but a lazy, cowardly girl.\But I am also a member of the duke's family. response:	There are nights when I'm too worried to sleep.
context: Well, if it isn't...\Um\Is something wrong?\I'd imagined you'd be asleep in your soft bed at this hour.\It's true that you may\see me as nothing but a lazy, cowardly girl.\But I am also a member of the duke's family.\There are nights when I'm too worried to sleep. response:	I apologize.
context: Um\Is something wrong?\I'd imagined you'd be asleep in your soft bed at this hour.\It's true that you may\see me as nothing but a lazy, cowardly girl.\But I am also a member of the duke's family.\There are nights when I'm too worried to sleep.\I apologize. response:	Well?
context: Is something wrong?\I'd imagined you'd be asleep in your soft bed at this hour.\It's true that you may\see me as nothing but a lazy, cowardly girl.\But I am also a member of the duke's family.\There are nights when I'm too worried to sleep.\I apologize.\Well? response:	You seemed to have something you wanted to say.
context: I'd imagined you'd be asleep in your soft bed at this hour.\It's true that you may\see me as nothing but a lazy, cowardly girl.\But I am also a member of the duke's family.\There are nights when I'm too worried to sleep.\I apologize.\Well?\You seemed to have something you wanted to say. response:	Didn't you say that freedom requires resolve?
context: It's true that you may\see me as nothing but a lazy, cowardly girl.\But I am also a member of the duke's family.\There are nights when I'm too worried to sleep.\I apologize.\Well?\You seemed to have something you wanted to say.\Didn't you say that freedom requires resolve? response:	Yes.
context: see me as nothing but a lazy, cowardly girl.\But I am also a member of the duke's family.\There are nights when I'm too worried to sleep.\I apologize.\Well?\You seemed to have something you wanted to say.\Didn't you say that freedom requires resolve?\Yes. response:	I haven't forgotten those words.
context: But I am also a member of the duke's family.\There are nights when I'm too worried to sleep.\I apologize.\Well?\You seemed to have something you wanted to say.\Didn't you say that freedom requires resolve?\Yes.\I haven't forgotten those words. response:	That's all I wanted to say.
context: There are nights when I'm too worried to sleep.\I apologize.\Well?\You seemed to have something you wanted to say.\Didn't you say that freedom requires resolve?\Yes.\I haven't forgotten those words.\That's all I wanted to say. response:	Yes, we're all right.
context: I apologize.\Well?\You seemed to have something you wanted to say.\Didn't you say that freedom requires resolve?\Yes.\I haven't forgotten those words.\That's all I wanted to say.\Yes, we're all right. response:	I think we've wiped out all the enemies in this area.
context: Well?\You seemed to have something you wanted to say.\Didn't you say that freedom requires resolve?\Yes.\I haven't forgotten those words.\That's all I wanted to say.\Yes, we're all right.\I think we've wiped out all the enemies in this area. response:	We're resting now.
context: You seemed to have something you wanted to say.\Didn't you say that freedom requires resolve?\Yes.\I haven't forgotten those words.\That's all I wanted to say.\Yes, we're all right.\I think we've wiped out all the enemies in this area.\We're resting now. response:	Proceeding north-northwest, yes?
context: Didn't you say that freedom requires resolve?\Yes.\I haven't forgotten those words.\That's all I wanted to say.\Yes, we're all right.\I think we've wiped out all the enemies in this area.\We're resting now.\Proceeding north-northwest, yes? response:	Yes.
context: Yes.\I haven't forgotten those words.\That's all I wanted to say.\Yes, we're all right.\I think we've wiped out all the enemies in this area.\We're resting now.\Proceeding north-northwest, yes?\Yes. response:	Three kilometers or so.
context: I haven't forgotten those words.\That's all I wanted to say.\Yes, we're all right.\I think we've wiped out all the enemies in this area.\We're resting now.\Proceeding north-northwest, yes?\Yes.\Three kilometers or so. response:	Roger.
context: That's all I wanted to say.\Yes, we're all right.\I think we've wiped out all the enemies in this area.\We're resting now.\Proceeding north-northwest, yes?\Yes.\Three kilometers or so.\Roger. response:	You and Nyanta both be careful.
context: Yes, we're all right.\I think we've wiped out all the enemies in this area.\We're resting now.\Proceeding north-northwest, yes?\Yes.\Three kilometers or so.\Roger.\You and Nyanta both be careful. response:	Mage's Gauntlets?
context: I think we've wiped out all the enemies in this area.\We're resting now.\Proceeding north-northwest, yes?\Yes.\Three kilometers or so.\Roger.\You and Nyanta both be careful.\Mage's Gauntlets? response:	Yes!
context: We're resting now.\Proceeding north-northwest, yes?\Yes.\Three kilometers or so.\Roger.\You and Nyanta both be careful.\Mage's Gauntlets?\Yes! response:	Nyanta identified them for me.
context: Proceeding north-northwest, yes?\Yes.\Three kilometers or so.\Roger.\You and Nyanta both be careful.\Mage's Gauntlets?\Yes!\Nyanta identified them for me. response:	They're an item for magical attackers.
context: Yes.\Three kilometers or so.\Roger.\You and Nyanta both be careful.\Mage's Gauntlets?\Yes!\Nyanta identified them for me.\They're an item for magical attackers. response:	As long as you're above level 25, you can equip them.
context: Three kilometers or so.\Roger.\You and Nyanta both be careful.\Mage's Gauntlets?\Yes!\Nyanta identified them for me.\They're an item for magical attackers.\As long as you're above level 25, you can equip them. response:	Level 25?
context: Roger.\You and Nyanta both be careful.\Mage's Gauntlets?\Yes!\Nyanta identified them for me.\They're an item for magical attackers.\As long as you're above level 25, you can equip them.\Level 25? response:	Then they can't be that great...
context: You and Nyanta both be careful.\Mage's Gauntlets?\Yes!\Nyanta identified them for me.\They're an item for magical attackers.\As long as you're above level 25, you can equip them.\Level 25?\Then they can't be that great... response:	But they're the first item we acquired by working together.
context: Mage's Gauntlets?\Yes!\Nyanta identified them for me.\They're an item for magical attackers.\As long as you're above level 25, you can equip them.\Level 25?\Then they can't be that great...\But they're the first item we acquired by working together. response:	Yeah.
context: Yes!\Nyanta identified them for me.\They're an item for magical attackers.\As long as you're above level 25, you can equip them.\Level 25?\Then they can't be that great...\But they're the first item we acquired by working together.\Yeah. response:	We worked together in Lagranda Forest to get them.
context: Nyanta identified them for me.\They're an item for magical attackers.\As long as you're above level 25, you can equip them.\Level 25?\Then they can't be that great...\But they're the first item we acquired by working together.\Yeah.\We worked together in Lagranda Forest to get them. response:	Doesn't that make them an amazing treasure?
context: They're an item for magical attackers.\As long as you're above level 25, you can equip them.\Level 25?\Then they can't be that great...\But they're the first item we acquired by working together.\Yeah.\We worked together in Lagranda Forest to get them.\Doesn't that make them an amazing treasure? response:	Yes, that's right.
context: As long as you're above level 25, you can equip them.\Level 25?\Then they can't be that great...\But they're the first item we acquired by working together.\Yeah.\We worked together in Lagranda Forest to get them.\Doesn't that make them an amazing treasure?\Yes, that's right. response:	But what do we do with them?
context: Level 25?\Then they can't be that great...\But they're the first item we acquired by working together.\Yeah.\We worked together in Lagranda Forest to get them.\Doesn't that make them an amazing treasure?\Yes, that's right.\But what do we do with them? response:	We can't all use them.
context: Then they can't be that great...\But they're the first item we acquired by working together.\Yeah.\We worked together in Lagranda Forest to get them.\Doesn't that make them an amazing treasure?\Yes, that's right.\But what do we do with them?\We can't all use them. response:	Um...
context: But they're the first item we acquired by working together.\Yeah.\We worked together in Lagranda Forest to get them.\Doesn't that make them an amazing treasure?\Yes, that's right.\But what do we do with them?\We can't all use them.\Um... response:	Why don't we let Rudy use them?
context: Yeah.\We worked together in Lagranda Forest to get them.\Doesn't that make them an amazing treasure?\Yes, that's right.\But what do we do with them?\We can't all use them.\Um...\Why don't we let Rudy use them? response:	You said it's an item for magical attackers, right?
context: We worked together in Lagranda Forest to get them.\Doesn't that make them an amazing treasure?\Yes, that's right.\But what do we do with them?\We can't all use them.\Um...\Why don't we let Rudy use them?\You said it's an item for magical attackers, right? response:	That's right.
context: Doesn't that make them an amazing treasure?\Yes, that's right.\But what do we do with them?\We can't all use them.\Um...\Why don't we let Rudy use them?\You said it's an item for magical attackers, right?\That's right. response:	Rudy's the only mage in our group.
context: Yes, that's right.\But what do we do with them?\We can't all use them.\Um...\Why don't we let Rudy use them?\You said it's an item for magical attackers, right?\That's right.\Rudy's the only mage in our group. response:	Um, but something that important...
context: But what do we do with them?\We can't all use them.\Um...\Why don't we let Rudy use them?\You said it's an item for magical attackers, right?\That's right.\Rudy's the only mage in our group.\Um, but something that important... response:	That isn't like you, Rudy!
context: We can't all use them.\Um...\Why don't we let Rudy use them?\You said it's an item for magical attackers, right?\That's right.\Rudy's the only mage in our group.\Um, but something that important...\That isn't like you, Rudy! response:	Since when are you so modest?
context: Um...\Why don't we let Rudy use them?\You said it's an item for magical attackers, right?\That's right.\Rudy's the only mage in our group.\Um, but something that important...\That isn't like you, Rudy!\Since when are you so modest? response:	What do you think I am?
context: Why don't we let Rudy use them?\You said it's an item for magical attackers, right?\That's right.\Rudy's the only mage in our group.\Um, but something that important...\That isn't like you, Rudy!\Since when are you so modest?\What do you think I am? response:	B-But...
context: You said it's an item for magical attackers, right?\That's right.\Rudy's the only mage in our group.\Um, but something that important...\That isn't like you, Rudy!\Since when are you so modest?\What do you think I am?\B-But... response:	Well, are you sure?
context: That's right.\Rudy's the only mage in our group.\Um, but something that important...\That isn't like you, Rudy!\Since when are you so modest?\What do you think I am?\B-But...\Well, are you sure? response:	They look good on you, Rudy.
context: Rudy's the only mage in our group.\Um, but something that important...\That isn't like you, Rudy!\Since when are you so modest?\What do you think I am?\B-But...\Well, are you sure?\They look good on you, Rudy. response:	Let's get going.
context: Um, but something that important...\That isn't like you, Rudy!\Since when are you so modest?\What do you think I am?\B-But...\Well, are you sure?\They look good on you, Rudy.\Let's get going. response:	We'll head down into the ravine, keeping watch as we move.
context: That isn't like you, Rudy!\Since when are you so modest?\What do you think I am?\B-But...\Well, are you sure?\They look good on you, Rudy.\Let's get going.\We'll head down into the ravine, keeping watch as we move. response:	Okay...
context: Since when are you so modest?\What do you think I am?\B-But...\Well, are you sure?\They look good on you, Rudy.\Let's get going.\We'll head down into the ravine, keeping watch as we move.\Okay... response:	I swear by these gauntlets that I'll defeat even more next time.
context: What do you think I am?\B-But...\Well, are you sure?\They look good on you, Rudy.\Let's get going.\We'll head down into the ravine, keeping watch as we move.\Okay...\I swear by these gauntlets that I'll defeat even more next time. response:	Don't get too fired up.
context: B-But...\Well, are you sure?\They look good on you, Rudy.\Let's get going.\We'll head down into the ravine, keeping watch as we move.\Okay...\I swear by these gauntlets that I'll defeat even more next time.\Don't get too fired up. response:	What? Is it bad to be fired up?
context: Well, are you sure?\They look good on you, Rudy.\Let's get going.\We'll head down into the ravine, keeping watch as we move.\Okay...\I swear by these gauntlets that I'll defeat even more next time.\Don't get too fired up.\What? Is it bad to be fired up? response:	No, let's do our best!
context: They look good on you, Rudy.\Let's get going.\We'll head down into the ravine, keeping watch as we move.\Okay...\I swear by these gauntlets that I'll defeat even more next time.\Don't get too fired up.\What? Is it bad to be fired up?\No, let's do our best! response:	And so, for these reasons,
context: Let's get going.\We'll head down into the ravine, keeping watch as we move.\Okay...\I swear by these gauntlets that I'll defeat even more next time.\Don't get too fired up.\What? Is it bad to be fired up?\No, let's do our best!\And so, for these reasons, response:	we lords of the Freedom Cities of Eastal feel
context: We'll head down into the ravine, keeping watch as we move.\Okay...\I swear by these gauntlets that I'll defeat even more next time.\Don't get too fired up.\What? Is it bad to be fired up?\No, let's do our best!\And so, for these reasons,\we lords of the Freedom Cities of Eastal feel response:	that in this emergency situation...
context: Okay...\I swear by these gauntlets that I'll defeat even more next time.\Don't get too fired up.\What? Is it bad to be fired up?\No, let's do our best!\And so, for these reasons,\we lords of the Freedom Cities of Eastal feel\that in this emergency situation... response:	Hey, we aren't getting anywhere.
context: I swear by these gauntlets that I'll defeat even more next time.\Don't get too fired up.\What? Is it bad to be fired up?\No, let's do our best!\And so, for these reasons,\we lords of the Freedom Cities of Eastal feel\that in this emergency situation...\Hey, we aren't getting anywhere. response:	They're probably waiting for us to say something.
context: Don't get too fired up.\What? Is it bad to be fired up?\No, let's do our best!\And so, for these reasons,\we lords of the Freedom Cities of Eastal feel\that in this emergency situation...\Hey, we aren't getting anywhere.\They're probably waiting for us to say something. response:	We both want more information about what the other's thinking, to gain an advantage.
context: What? Is it bad to be fired up?\No, let's do our best!\And so, for these reasons,\we lords of the Freedom Cities of Eastal feel\that in this emergency situation...\Hey, we aren't getting anywhere.\They're probably waiting for us to say something.\We both want more information about what the other's thinking, to gain an advantage. response:	So we'll go with the plan.
context: No, let's do our best!\And so, for these reasons,\we lords of the Freedom Cities of Eastal feel\that in this emergency situation...\Hey, we aren't getting anywhere.\They're probably waiting for us to say something.\We both want more information about what the other's thinking, to gain an advantage.\So we'll go with the plan. response:	I'll talk about agreeing to send troops, to try and gain information.
context: And so, for these reasons,\we lords of the Freedom Cities of Eastal feel\that in this emergency situation...\Hey, we aren't getting anywhere.\They're probably waiting for us to say something.\We both want more information about what the other's thinking, to gain an advantage.\So we'll go with the plan.\I'll talk about agreeing to send troops, to try and gain information. response:	If this is how they want to play it, there's no need to hold back.
context: we lords of the Freedom Cities of Eastal feel\that in this emergency situation...\Hey, we aren't getting anywhere.\They're probably waiting for us to say something.\We both want more information about what the other's thinking, to gain an advantage.\So we'll go with the plan.\I'll talk about agreeing to send troops, to try and gain information.\If this is how they want to play it, there's no need to hold back. response:	If anyone knows the status of the Izumo Knights, please tell me.
context: that in this emergency situation...\Hey, we aren't getting anywhere.\They're probably waiting for us to say something.\We both want more information about what the other's thinking, to gain an advantage.\So we'll go with the plan.\I'll talk about agreeing to send troops, to try and gain information.\If this is how they want to play it, there's no need to hold back.\If anyone knows the status of the Izumo Knights, please tell me. response:	Oh, that's even worse than I expected.
context: Hey, we aren't getting anywhere.\They're probably waiting for us to say something.\We both want more information about what the other's thinking, to gain an advantage.\So we'll go with the plan.\I'll talk about agreeing to send troops, to try and gain information.\If this is how they want to play it, there's no need to hold back.\If anyone knows the status of the Izumo Knights, please tell me.\Oh, that's even worse than I expected. response:	It seems clear that, for some reason, the Izumo Knights won't be coming.
context: They're probably waiting for us to say something.\We both want more information about what the other's thinking, to gain an advantage.\So we'll go with the plan.\I'll talk about agreeing to send troops, to try and gain information.\If this is how they want to play it, there's no need to hold back.\If anyone knows the status of the Izumo Knights, please tell me.\Oh, that's even worse than I expected.\It seems clear that, for some reason, the Izumo Knights won't be coming. response:	We cannot bring the Izumo Knights into a war like this!
context: We both want more information about what the other's thinking, to gain an advantage.\So we'll go with the plan.\I'll talk about agreeing to send troops, to try and gain information.\If this is how they want to play it, there's no need to hold back.\If anyone knows the status of the Izumo Knights, please tell me.\Oh, that's even worse than I expected.\It seems clear that, for some reason, the Izumo Knights won't be coming.\We cannot bring the Izumo Knights into a war like this! response:	I would rather ask the Akihabara Round Table.
context: So we'll go with the plan.\I'll talk about agreeing to send troops, to try and gain information.\If this is how they want to play it, there's no need to hold back.\If anyone knows the status of the Izumo Knights, please tell me.\Oh, that's even worse than I expected.\It seems clear that, for some reason, the Izumo Knights won't be coming.\We cannot bring the Izumo Knights into a war like this!\I would rather ask the Akihabara Round Table. response:	With Akihabara in danger, why do you not rise?
context: I'll talk about agreeing to send troops, to try and gain information.\If this is how they want to play it, there's no need to hold back.\If anyone knows the status of the Izumo Knights, please tell me.\Oh, that's even worse than I expected.\It seems clear that, for some reason, the Izumo Knights won't be coming.\We cannot bring the Izumo Knights into a war like this!\I would rather ask the Akihabara Round Table.\With Akihabara in danger, why do you not rise? response:	You're asking us to send troops?
context: If this is how they want to play it, there's no need to hold back.\If anyone knows the status of the Izumo Knights, please tell me.\Oh, that's even worse than I expected.\It seems clear that, for some reason, the Izumo Knights won't be coming.\We cannot bring the Izumo Knights into a war like this!\I would rather ask the Akihabara Round Table.\With Akihabara in danger, why do you not rise?\You're asking us to send troops? response:	W-Well...
context: If anyone knows the status of the Izumo Knights, please tell me.\Oh, that's even worse than I expected.\It seems clear that, for some reason, the Izumo Knights won't be coming.\We cannot bring the Izumo Knights into a war like this!\I would rather ask the Akihabara Round Table.\With Akihabara in danger, why do you not rise?\You're asking us to send troops?\W-Well... response:	I'd thought the purpose of this conference was to hear
context: Oh, that's even worse than I expected.\It seems clear that, for some reason, the Izumo Knights won't be coming.\We cannot bring the Izumo Knights into a war like this!\I would rather ask the Akihabara Round Table.\With Akihabara in danger, why do you not rise?\You're asking us to send troops?\W-Well...\I'd thought the purpose of this conference was to hear response:	each individual lord's thoughts...
context: It seems clear that, for some reason, the Izumo Knights won't be coming.\We cannot bring the Izumo Knights into a war like this!\I would rather ask the Akihabara Round Table.\With Akihabara in danger, why do you not rise?\You're asking us to send troops?\W-Well...\I'd thought the purpose of this conference was to hear\each individual lord's thoughts... response:	Or did you simply hope to hear our opinions?
context: We cannot bring the Izumo Knights into a war like this!\I would rather ask the Akihabara Round Table.\With Akihabara in danger, why do you not rise?\You're asking us to send troops?\W-Well...\I'd thought the purpose of this conference was to hear\each individual lord's thoughts...\Or did you simply hope to hear our opinions? response:	I-I'd heard the Akihabara knights were unmatched in combat...
context: I would rather ask the Akihabara Round Table.\With Akihabara in danger, why do you not rise?\You're asking us to send troops?\W-Well...\I'd thought the purpose of this conference was to hear\each individual lord's thoughts...\Or did you simply hope to hear our opinions?\I-I'd heard the Akihabara knights were unmatched in combat... response:	If you're using knights to mean a standing force, ready for battle,
context: With Akihabara in danger, why do you not rise?\You're asking us to send troops?\W-Well...\I'd thought the purpose of this conference was to hear\each individual lord's thoughts...\Or did you simply hope to hear our opinions?\I-I'd heard the Akihabara knights were unmatched in combat...\If you're using knights to mean a standing force, ready for battle, response:	neither Akihabara nor the Round Table has any such thing.
context: You're asking us to send troops?\W-Well...\I'd thought the purpose of this conference was to hear\each individual lord's thoughts...\Or did you simply hope to hear our opinions?\I-I'd heard the Akihabara knights were unmatched in combat...\If you're using knights to mean a standing force, ready for battle,\neither Akihabara nor the Round Table has any such thing. response:	Then what are you adventurers good for?
context: W-Well...\I'd thought the purpose of this conference was to hear\each individual lord's thoughts...\Or did you simply hope to hear our opinions?\I-I'd heard the Akihabara knights were unmatched in combat...\If you're using knights to mean a standing force, ready for battle,\neither Akihabara nor the Round Table has any such thing.\Then what are you adventurers good for? response:	What does that mean?
context: I'd thought the purpose of this conference was to hear\each individual lord's thoughts...\Or did you simply hope to hear our opinions?\I-I'd heard the Akihabara knights were unmatched in combat...\If you're using knights to mean a standing force, ready for battle,\neither Akihabara nor the Round Table has any such thing.\Then what are you adventurers good for?\What does that mean? response:	What else?
context: each individual lord's thoughts...\Or did you simply hope to hear our opinions?\I-I'd heard the Akihabara knights were unmatched in combat...\If you're using knights to mean a standing force, ready for battle,\neither Akihabara nor the Round Table has any such thing.\Then what are you adventurers good for?\What does that mean?\What else? response:	The adventurers' abilities are a blessing from the gods!
