context: This is bad... Very bad... response:	Subaru? What's wrong?
context: Two against two should make it fair, then.\You're a user of the spiritual arts?\Correct. Back off now and I won't come after you.\Decide quick. I'm in a hurry.\You bitch! Next time I see you, I won't go easy on you!\Do anything to her, and I'll haunt you and your kin forever.\Not that you'll have any kin if I do that.\You saved me. Thanks. response:	Don't move.
context: You're a user of the spiritual arts?\Correct. Back off now and I won't come after you.\Decide quick. I'm in a hurry.\You bitch! Next time I see you, I won't go easy on you!\Do anything to her, and I'll haunt you and your kin forever.\Not that you'll have any kin if I do that.\You saved me. Thanks.\Don't move. response:	See? You averted your eyes because you have a guilty conscience!
context: Correct. Back off now and I won't come after you.\Decide quick. I'm in a hurry.\You bitch! Next time I see you, I won't go easy on you!\Do anything to her, and I'll haunt you and your kin forever.\Not that you'll have any kin if I do that.\You saved me. Thanks.\Don't move.\See? You averted your eyes because you have a guilty conscience! response:	Looks like my judgment was spot-on.
context: Decide quick. I'm in a hurry.\You bitch! Next time I see you, I won't go easy on you!\Do anything to her, and I'll haunt you and your kin forever.\Not that you'll have any kin if I do that.\You saved me. Thanks.\Don't move.\See? You averted your eyes because you have a guilty conscience!\Looks like my judgment was spot-on. response:	Are you sure?
context: You bitch! Next time I see you, I won't go easy on you!\Do anything to her, and I'll haunt you and your kin forever.\Not that you'll have any kin if I do that.\You saved me. Thanks.\Don't move.\See? You averted your eyes because you have a guilty conscience!\Looks like my judgment was spot-on.\Are you sure? response:	I think it was just an instinctive male reaction.
context: Do anything to her, and I'll haunt you and your kin forever.\Not that you'll have any kin if I do that.\You saved me. Thanks.\Don't move.\See? You averted your eyes because you have a guilty conscience!\Looks like my judgment was spot-on.\Are you sure?\I think it was just an instinctive male reaction. response:	I didn't sense any malice at all.
context: Not that you'll have any kin if I do that.\You saved me. Thanks.\Don't move.\See? You averted your eyes because you have a guilty conscience!\Looks like my judgment was spot-on.\Are you sure?\I think it was just an instinctive male reaction.\I didn't sense any malice at all. response:	You be quiet, Puck.
context: You saved me. Thanks.\Don't move.\See? You averted your eyes because you have a guilty conscience!\Looks like my judgment was spot-on.\Are you sure?\I think it was just an instinctive male reaction.\I didn't sense any malice at all.\You be quiet, Puck. response:	You know who stole my insignia from me, don't you?
context: Don't move.\See? You averted your eyes because you have a guilty conscience!\Looks like my judgment was spot-on.\Are you sure?\I think it was just an instinctive male reaction.\I didn't sense any malice at all.\You be quiet, Puck.\You know who stole my insignia from me, don't you? response:	Uh, sorry, but I don't have the slightest idea.
context: See? You averted your eyes because you have a guilty conscience!\Looks like my judgment was spot-on.\Are you sure?\I think it was just an instinctive male reaction.\I didn't sense any malice at all.\You be quiet, Puck.\You know who stole my insignia from me, don't you?\Uh, sorry, but I don't have the slightest idea. response:	Huh? Wait, it can't be!
context: Looks like my judgment was spot-on.\Are you sure?\I think it was just an instinctive male reaction.\I didn't sense any malice at all.\You be quiet, Puck.\You know who stole my insignia from me, don't you?\Uh, sorry, but I don't have the slightest idea.\Huh? Wait, it can't be! response:	Did I really just come around the long way?
context: Are you sure?\I think it was just an instinctive male reaction.\I didn't sense any malice at all.\You be quiet, Puck.\You know who stole my insignia from me, don't you?\Uh, sorry, but I don't have the slightest idea.\Huh? Wait, it can't be!\Did I really just come around the long way? response:	You should probably hurry after her, miss.
context: I think it was just an instinctive male reaction.\I didn't sense any malice at all.\You be quiet, Puck.\You know who stole my insignia from me, don't you?\Uh, sorry, but I don't have the slightest idea.\Huh? Wait, it can't be!\Did I really just come around the long way?\You should probably hurry after her, miss. response:	I could... help...
context: I didn't sense any malice at all.\You be quiet, Puck.\You know who stole my insignia from me, don't you?\Uh, sorry, but I don't have the slightest idea.\Huh? Wait, it can't be!\Did I really just come around the long way?\You should probably hurry after her, miss.\I could... help... response:	Aww, you shouldn't have tried to get up.
context: You be quiet, Puck.\You know who stole my insignia from me, don't you?\Uh, sorry, but I don't have the slightest idea.\Huh? Wait, it can't be!\Did I really just come around the long way?\You should probably hurry after her, miss.\I could... help...\Aww, you shouldn't have tried to get up. response:	What should we do?
context: You know who stole my insignia from me, don't you?\Uh, sorry, but I don't have the slightest idea.\Huh? Wait, it can't be!\Did I really just come around the long way?\You should probably hurry after her, miss.\I could... help...\Aww, you shouldn't have tried to get up.\What should we do? response:	It's none of our business.
context: Uh, sorry, but I don't have the slightest idea.\Huh? Wait, it can't be!\Did I really just come around the long way?\You should probably hurry after her, miss.\I could... help...\Aww, you shouldn't have tried to get up.\What should we do?\It's none of our business. response:	He won't die. We'll just leave him.
context: Huh? Wait, it can't be!\Did I really just come around the long way?\You should probably hurry after her, miss.\I could... help...\Aww, you shouldn't have tried to get up.\What should we do?\It's none of our business.\He won't die. We'll just leave him. response:	Really?
context: Did I really just come around the long way?\You should probably hurry after her, miss.\I could... help...\Aww, you shouldn't have tried to get up.\What should we do?\It's none of our business.\He won't die. We'll just leave him.\Really? response:	Yes, really.
context: You should probably hurry after her, miss.\I could... help...\Aww, you shouldn't have tried to get up.\What should we do?\It's none of our business.\He won't die. We'll just leave him.\Really?\Yes, really. response:	You say that, but I bet you'll still help him.
context: I could... help...\Aww, you shouldn't have tried to get up.\What should we do?\It's none of our business.\He won't die. We'll just leave him.\Really?\Yes, really.\You say that, but I bet you'll still help him. response:	I will not!
context: Aww, you shouldn't have tried to get up.\What should we do?\It's none of our business.\He won't die. We'll just leave him.\Really?\Yes, really.\You say that, but I bet you'll still help him.\I will not! response:	Yeah, right.
context: What should we do?\It's none of our business.\He won't die. We'll just leave him.\Really?\Yes, really.\You say that, but I bet you'll still help him.\I will not!\Yeah, right. response:	Absolutely not! I am not going to save him!
context: It's none of our business.\He won't die. We'll just leave him.\Really?\Yes, really.\You say that, but I bet you'll still help him.\I will not!\Yeah, right.\Absolutely not! I am not going to save him! response:	She's even super cute when she's mad.
context: He won't die. We'll just leave him.\Really?\Yes, really.\You say that, but I bet you'll still help him.\I will not!\Yeah, right.\Absolutely not! I am not going to save him!\She's even super cute when she's mad. response:	That's a parallel world fantasy for you...
context: Really?\Yes, really.\You say that, but I bet you'll still help him.\I will not!\Yeah, right.\Absolutely not! I am not going to save him!\She's even super cute when she's mad.\That's a parallel world fantasy for you... response:	Is my head on someone's lap?
context: Yes, really.\You say that, but I bet you'll still help him.\I will not!\Yeah, right.\Absolutely not! I am not going to save him!\She's even super cute when she's mad.\That's a parallel world fantasy for you...\Is my head on someone's lap? response:	You're awake?
context: You say that, but I bet you'll still help him.\I will not!\Yeah, right.\Absolutely not! I am not going to save him!\She's even super cute when she's mad.\That's a parallel world fantasy for you...\Is my head on someone's lap?\You're awake? response:	I didn't know cute girls were this hairy...
context: I will not!\Yeah, right.\Absolutely not! I am not going to save him!\She's even super cute when she's mad.\That's a parallel world fantasy for you...\Is my head on someone's lap?\You're awake?\I didn't know cute girls were this hairy... response:	Wait, that can't be right!
context: Yeah, right.\Absolutely not! I am not going to save him!\She's even super cute when she's mad.\That's a parallel world fantasy for you...\Is my head on someone's lap?\You're awake?\I didn't know cute girls were this hairy...\Wait, that can't be right! response:	It's just a thoughtful arrangement we made
context: Absolutely not! I am not going to save him!\She's even super cute when she's mad.\That's a parallel world fantasy for you...\Is my head on someone's lap?\You're awake?\I didn't know cute girls were this hairy...\Wait, that can't be right!\It's just a thoughtful arrangement we made response:	so you could at least feel happy until you woke up.
context: She's even super cute when she's mad.\That's a parallel world fantasy for you...\Is my head on someone's lap?\You're awake?\I didn't know cute girls were this hairy...\Wait, that can't be right!\It's just a thoughtful arrangement we made\so you could at least feel happy until you woke up. response:	First of all, don't talk in that high voice!
context: That's a parallel world fantasy for you...\Is my head on someone's lap?\You're awake?\I didn't know cute girls were this hairy...\Wait, that can't be right!\It's just a thoughtful arrangement we made\so you could at least feel happy until you woke up.\First of all, don't talk in that high voice! response:	No sane guy confuses a cat for the main heroine!
context: Is my head on someone's lap?\You're awake?\I didn't know cute girls were this hairy...\Wait, that can't be right!\It's just a thoughtful arrangement we made\so you could at least feel happy until you woke up.\First of all, don't talk in that high voice!\No sane guy confuses a cat for the main heroine! response:	Aww, making myself bigger was worth it to see you so happy.
context: You're awake?\I didn't know cute girls were this hairy...\Wait, that can't be right!\It's just a thoughtful arrangement we made\so you could at least feel happy until you woke up.\First of all, don't talk in that high voice!\No sane guy confuses a cat for the main heroine!\Aww, making myself bigger was worth it to see you so happy. response:	I'm not happy!
context: I didn't know cute girls were this hairy...\Wait, that can't be right!\It's just a thoughtful arrangement we made\so you could at least feel happy until you woke up.\First of all, don't talk in that high voice!\No sane guy confuses a cat for the main heroine!\Aww, making myself bigger was worth it to see you so happy.\I'm not happy! response:	I'm sorry about this.
context: Wait, that can't be right!\It's just a thoughtful arrangement we made\so you could at least feel happy until you woke up.\First of all, don't talk in that high voice!\No sane guy confuses a cat for the main heroine!\Aww, making myself bigger was worth it to see you so happy.\I'm not happy!\I'm sorry about this. response:	You stayed with me the whole time I was unconscious...
context: It's just a thoughtful arrangement we made\so you could at least feel happy until you woke up.\First of all, don't talk in that high voice!\No sane guy confuses a cat for the main heroine!\Aww, making myself bigger was worth it to see you so happy.\I'm not happy!\I'm sorry about this.\You stayed with me the whole time I was unconscious... response:	Don't get the wrong idea.
context: so you could at least feel happy until you woke up.\First of all, don't talk in that high voice!\No sane guy confuses a cat for the main heroine!\Aww, making myself bigger was worth it to see you so happy.\I'm not happy!\I'm sorry about this.\You stayed with me the whole time I was unconscious...\Don't get the wrong idea. response:	I had to stay because there are things I want to ask you.
context: First of all, don't talk in that high voice!\No sane guy confuses a cat for the main heroine!\Aww, making myself bigger was worth it to see you so happy.\I'm not happy!\I'm sorry about this.\You stayed with me the whole time I was unconscious...\Don't get the wrong idea.\I had to stay because there are things I want to ask you. response:	Healing your wounds and making Puck your pillow until you woke up
context: No sane guy confuses a cat for the main heroine!\Aww, making myself bigger was worth it to see you so happy.\I'm not happy!\I'm sorry about this.\You stayed with me the whole time I was unconscious...\Don't get the wrong idea.\I had to stay because there are things I want to ask you.\Healing your wounds and making Puck your pillow until you woke up response:	were for my own benefit.
context: Aww, making myself bigger was worth it to see you so happy.\I'm not happy!\I'm sorry about this.\You stayed with me the whole time I was unconscious...\Don't get the wrong idea.\I had to stay because there are things I want to ask you.\Healing your wounds and making Puck your pillow until you woke up\were for my own benefit. response:	So I need you to repay me in kind.
context: I'm not happy!\I'm sorry about this.\You stayed with me the whole time I was unconscious...\Don't get the wrong idea.\I had to stay because there are things I want to ask you.\Healing your wounds and making Puck your pillow until you woke up\were for my own benefit.\So I need you to repay me in kind. response:	For such a normal favor, you're making it sound like I really owe you big.
context: I'm sorry about this.\You stayed with me the whole time I was unconscious...\Don't get the wrong idea.\I had to stay because there are things I want to ask you.\Healing your wounds and making Puck your pillow until you woke up\were for my own benefit.\So I need you to repay me in kind.\For such a normal favor, you're making it sound like I really owe you big. response:	No such thing.
context: You stayed with me the whole time I was unconscious...\Don't get the wrong idea.\I had to stay because there are things I want to ask you.\Healing your wounds and making Puck your pillow until you woke up\were for my own benefit.\So I need you to repay me in kind.\For such a normal favor, you're making it sound like I really owe you big.\No such thing. response:	You have some idea who stole my insignia, right?
context: Don't get the wrong idea.\I had to stay because there are things I want to ask you.\Healing your wounds and making Puck your pillow until you woke up\were for my own benefit.\So I need you to repay me in kind.\For such a normal favor, you're making it sound like I really owe you big.\No such thing.\You have some idea who stole my insignia, right? response:	Insignia?
context: I had to stay because there are things I want to ask you.\Healing your wounds and making Puck your pillow until you woke up\were for my own benefit.\So I need you to repay me in kind.\For such a normal favor, you're making it sound like I really owe you big.\No such thing.\You have some idea who stole my insignia, right?\Insignia? response:	You mean one of those badge things that shows your affiliation?
context: Healing your wounds and making Puck your pillow until you woke up\were for my own benefit.\So I need you to repay me in kind.\For such a normal favor, you're making it sound like I really owe you big.\No such thing.\You have some idea who stole my insignia, right?\Insignia?\You mean one of those badge things that shows your affiliation? response:	It has a jewel in the center,
context: were for my own benefit.\So I need you to repay me in kind.\For such a normal favor, you're making it sound like I really owe you big.\No such thing.\You have some idea who stole my insignia, right?\Insignia?\You mean one of those badge things that shows your affiliation?\It has a jewel in the center, response:	and it's about this big.
context: So I need you to repay me in kind.\For such a normal favor, you're making it sound like I really owe you big.\No such thing.\You have some idea who stole my insignia, right?\Insignia?\You mean one of those badge things that shows your affiliation?\It has a jewel in the center,\and it's about this big. response:	Sorry, but no matter how many times you ask me, I have no idea.
context: For such a normal favor, you're making it sound like I really owe you big.\No such thing.\You have some idea who stole my insignia, right?\Insignia?\You mean one of those badge things that shows your affiliation?\It has a jewel in the center,\and it's about this big.\Sorry, but no matter how many times you ask me, I have no idea. response:	I see. No helping that, then.
context: No such thing.\You have some idea who stole my insignia, right?\Insignia?\You mean one of those badge things that shows your affiliation?\It has a jewel in the center,\and it's about this big.\Sorry, but no matter how many times you ask me, I have no idea.\I see. No helping that, then. response:	But you've given me the information that you know nothing,
context: You have some idea who stole my insignia, right?\Insignia?\You mean one of those badge things that shows your affiliation?\It has a jewel in the center,\and it's about this big.\Sorry, but no matter how many times you ask me, I have no idea.\I see. No helping that, then.\But you've given me the information that you know nothing, response:	and you gave me my answer, in return for healing you.
context: Insignia?\You mean one of those badge things that shows your affiliation?\It has a jewel in the center,\and it's about this big.\Sorry, but no matter how many times you ask me, I have no idea.\I see. No helping that, then.\But you've given me the information that you know nothing,\and you gave me my answer, in return for healing you. response:	Huh?
context: You mean one of those badge things that shows your affiliation?\It has a jewel in the center,\and it's about this big.\Sorry, but no matter how many times you ask me, I have no idea.\I see. No helping that, then.\But you've given me the information that you know nothing,\and you gave me my answer, in return for healing you.\Huh? response:	Well, I'm in a hurry, so I'm going now.
context: It has a jewel in the center,\and it's about this big.\Sorry, but no matter how many times you ask me, I have no idea.\I see. No helping that, then.\But you've given me the information that you know nothing,\and you gave me my answer, in return for healing you.\Huh?\Well, I'm in a hurry, so I'm going now. response:	Your wounds should be better now,
context: and it's about this big.\Sorry, but no matter how many times you ask me, I have no idea.\I see. No helping that, then.\But you've given me the information that you know nothing,\and you gave me my answer, in return for healing you.\Huh?\Well, I'm in a hurry, so I'm going now.\Your wounds should be better now, response:	but next time, don't do dangerous things, like wandering into deserted alleys alone.
context: Sorry, but no matter how many times you ask me, I have no idea.\I see. No helping that, then.\But you've given me the information that you know nothing,\and you gave me my answer, in return for healing you.\Huh?\Well, I'm in a hurry, so I'm going now.\Your wounds should be better now,\but next time, don't do dangerous things, like wandering into deserted alleys alone. response:	I'm not concerned. I'm just warning you.
context: I see. No helping that, then.\But you've given me the information that you know nothing,\and you gave me my answer, in return for healing you.\Huh?\Well, I'm in a hurry, so I'm going now.\Your wounds should be better now,\but next time, don't do dangerous things, like wandering into deserted alleys alone.\I'm not concerned. I'm just warning you. response:	If that happens to you again, saving you won't be of any benefit to me,
context: But you've given me the information that you know nothing,\and you gave me my answer, in return for healing you.\Huh?\Well, I'm in a hurry, so I'm going now.\Your wounds should be better now,\but next time, don't do dangerous things, like wandering into deserted alleys alone.\I'm not concerned. I'm just warning you.\If that happens to you again, saving you won't be of any benefit to me, response:	so don't expect me to help.
context: and you gave me my answer, in return for healing you.\Huh?\Well, I'm in a hurry, so I'm going now.\Your wounds should be better now,\but next time, don't do dangerous things, like wandering into deserted alleys alone.\I'm not concerned. I'm just warning you.\If that happens to you again, saving you won't be of any benefit to me,\so don't expect me to help. response:	Sorry about her. She's so insincere.
context: Huh?\Well, I'm in a hurry, so I'm going now.\Your wounds should be better now,\but next time, don't do dangerous things, like wandering into deserted alleys alone.\I'm not concerned. I'm just warning you.\If that happens to you again, saving you won't be of any benefit to me,\so don't expect me to help.\Sorry about her. She's so insincere. response:	Don't think badly of her.
context: Well, I'm in a hurry, so I'm going now.\Your wounds should be better now,\but next time, don't do dangerous things, like wandering into deserted alleys alone.\I'm not concerned. I'm just warning you.\If that happens to you again, saving you won't be of any benefit to me,\so don't expect me to help.\Sorry about her. She's so insincere.\Don't think badly of her. response:	Insincere?
context: Your wounds should be better now,\but next time, don't do dangerous things, like wandering into deserted alleys alone.\I'm not concerned. I'm just warning you.\If that happens to you again, saving you won't be of any benefit to me,\so don't expect me to help.\Sorry about her. She's so insincere.\Don't think badly of her.\Insincere? response:	I think this goes beyond that.
context: but next time, don't do dangerous things, like wandering into deserted alleys alone.\I'm not concerned. I'm just warning you.\If that happens to you again, saving you won't be of any benefit to me,\so don't expect me to help.\Sorry about her. She's so insincere.\Don't think badly of her.\Insincere?\I think this goes beyond that. response:	She was in such a hurry to find what was stolen from her,
context: I'm not concerned. I'm just warning you.\If that happens to you again, saving you won't be of any benefit to me,\so don't expect me to help.\Sorry about her. She's so insincere.\Don't think badly of her.\Insincere?\I think this goes beyond that.\She was in such a hurry to find what was stolen from her, response:	yet she stopped to help me.
context: If that happens to you again, saving you won't be of any benefit to me,\so don't expect me to help.\Sorry about her. She's so insincere.\Don't think badly of her.\Insincere?\I think this goes beyond that.\She was in such a hurry to find what was stolen from her,\yet she stopped to help me. response:	And she even came up with that lame excuse for a favor so I wouldn't feel like I owed her,
context: so don't expect me to help.\Sorry about her. She's so insincere.\Don't think badly of her.\Insincere?\I think this goes beyond that.\She was in such a hurry to find what was stolen from her,\yet she stopped to help me.\And she even came up with that lame excuse for a favor so I wouldn't feel like I owed her, response:	even though I'm a total stranger.
context: Sorry about her. She's so insincere.\Don't think badly of her.\Insincere?\I think this goes beyond that.\She was in such a hurry to find what was stolen from her,\yet she stopped to help me.\And she even came up with that lame excuse for a favor so I wouldn't feel like I owed her,\even though I'm a total stranger. response:	Anyone who lives like that...
context: Don't think badly of her.\Insincere?\I think this goes beyond that.\She was in such a hurry to find what was stolen from her,\yet she stopped to help me.\And she even came up with that lame excuse for a favor so I wouldn't feel like I owed her,\even though I'm a total stranger.\Anyone who lives like that... response:	is gonna end up wasting their whole life!
context: Insincere?\I think this goes beyond that.\She was in such a hurry to find what was stolen from her,\yet she stopped to help me.\And she even came up with that lame excuse for a favor so I wouldn't feel like I owed her,\even though I'm a total stranger.\Anyone who lives like that...\is gonna end up wasting their whole life! response:	Hey! Wait up!
context: I think this goes beyond that.\She was in such a hurry to find what was stolen from her,\yet she stopped to help me.\And she even came up with that lame excuse for a favor so I wouldn't feel like I owed her,\even though I'm a total stranger.\Anyone who lives like that...\is gonna end up wasting their whole life!\Hey! Wait up! response:	What? Just so you know, I can only spend just a little more time with you.
context: She was in such a hurry to find what was stolen from her,\yet she stopped to help me.\And she even came up with that lame excuse for a favor so I wouldn't feel like I owed her,\even though I'm a total stranger.\Anyone who lives like that...\is gonna end up wasting their whole life!\Hey! Wait up!\What? Just so you know, I can only spend just a little more time with you. response:	I sense you're being a tiny bit lenient...
context: yet she stopped to help me.\And she even came up with that lame excuse for a favor so I wouldn't feel like I owed her,\even though I'm a total stranger.\Anyone who lives like that...\is gonna end up wasting their whole life!\Hey! Wait up!\What? Just so you know, I can only spend just a little more time with you.\I sense you're being a tiny bit lenient... response:	Forget that. You lost something important, right?
context: And she even came up with that lame excuse for a favor so I wouldn't feel like I owed her,\even though I'm a total stranger.\Anyone who lives like that...\is gonna end up wasting their whole life!\Hey! Wait up!\What? Just so you know, I can only spend just a little more time with you.\I sense you're being a tiny bit lenient...\Forget that. You lost something important, right? response:	Let me help you.
context: even though I'm a total stranger.\Anyone who lives like that...\is gonna end up wasting their whole life!\Hey! Wait up!\What? Just so you know, I can only spend just a little more time with you.\I sense you're being a tiny bit lenient...\Forget that. You lost something important, right?\Let me help you. response:	But you said you don't know anything...
context: Anyone who lives like that...\is gonna end up wasting their whole life!\Hey! Wait up!\What? Just so you know, I can only spend just a little more time with you.\I sense you're being a tiny bit lenient...\Forget that. You lost something important, right?\Let me help you.\But you said you don't know anything... response:	But I remember her face, at least!
context: is gonna end up wasting their whole life!\Hey! Wait up!\What? Just so you know, I can only spend just a little more time with you.\I sense you're being a tiny bit lenient...\Forget that. You lost something important, right?\Let me help you.\But you said you don't know anything...\But I remember her face, at least! response:	If I see her again, I'll know!
context: Hey! Wait up!\What? Just so you know, I can only spend just a little more time with you.\I sense you're being a tiny bit lenient...\Forget that. You lost something important, right?\Let me help you.\But you said you don't know anything...\But I remember her face, at least!\If I see her again, I'll know! response:	You're very strange...
context: What? Just so you know, I can only spend just a little more time with you.\I sense you're being a tiny bit lenient...\Forget that. You lost something important, right?\Let me help you.\But you said you don't know anything...\But I remember her face, at least!\If I see her again, I'll know!\You're very strange... response:	Just so you know, I can't do anything to thank you.
context: I sense you're being a tiny bit lenient...\Forget that. You lost something important, right?\Let me help you.\But you said you don't know anything...\But I remember her face, at least!\If I see her again, I'll know!\You're very strange...\Just so you know, I can't do anything to thank you. response:	I don't need you to.
context: Forget that. You lost something important, right?\Let me help you.\But you said you don't know anything...\But I remember her face, at least!\If I see her again, I'll know!\You're very strange...\Just so you know, I can't do anything to thank you.\I don't need you to. response:	I want to thank you. That's why I want to help.
context: Let me help you.\But you said you don't know anything...\But I remember her face, at least!\If I see her again, I'll know!\You're very strange...\Just so you know, I can't do anything to thank you.\I don't need you to.\I want to thank you. That's why I want to help. response:	I didn't do anything deserving of thanks.
context: But you said you don't know anything...\But I remember her face, at least!\If I see her again, I'll know!\You're very strange...\Just so you know, I can't do anything to thank you.\I don't need you to.\I want to thank you. That's why I want to help.\I didn't do anything deserving of thanks. response:	I told you, I've already received compensation for healing your wounds.
context: But I remember her face, at least!\If I see her again, I'll know!\You're very strange...\Just so you know, I can't do anything to thank you.\I don't need you to.\I want to thank you. That's why I want to help.\I didn't do anything deserving of thanks.\I told you, I've already received compensation for healing your wounds. response:	Then...
context: If I see her again, I'll know!\You're very strange...\Just so you know, I can't do anything to thank you.\I don't need you to.\I want to thank you. That's why I want to help.\I didn't do anything deserving of thanks.\I told you, I've already received compensation for healing your wounds.\Then... response:	I'm going to help you for my own sake, too.
context: You're very strange...\Just so you know, I can't do anything to thank you.\I don't need you to.\I want to thank you. That's why I want to help.\I didn't do anything deserving of thanks.\I told you, I've already received compensation for healing your wounds.\Then...\I'm going to help you for my own sake, too. response:	My objective is... Let's see...
context: Just so you know, I can't do anything to thank you.\I don't need you to.\I want to thank you. That's why I want to help.\I didn't do anything deserving of thanks.\I told you, I've already received compensation for healing your wounds.\Then...\I'm going to help you for my own sake, too.\My objective is... Let's see... response:	Yeah! One good deed per day!
context: I don't need you to.\I want to thank you. That's why I want to help.\I didn't do anything deserving of thanks.\I told you, I've already received compensation for healing your wounds.\Then...\I'm going to help you for my own sake, too.\My objective is... Let's see...\Yeah! One good deed per day! response:	I don't sense any malice. I think you can just accept his offer.
context: I want to thank you. That's why I want to help.\I didn't do anything deserving of thanks.\I told you, I've already received compensation for healing your wounds.\Then...\I'm going to help you for my own sake, too.\My objective is... Let's see...\Yeah! One good deed per day!\I don't sense any malice. I think you can just accept his offer. response:	The more shields between yourself and ruffians, the better, after all.
context: I didn't do anything deserving of thanks.\I told you, I've already received compensation for healing your wounds.\Then...\I'm going to help you for my own sake, too.\My objective is... Let's see...\Yeah! One good deed per day!\I don't sense any malice. I think you can just accept his offer.\The more shields between yourself and ruffians, the better, after all. response:	That's what you want me around for?!
context: I told you, I've already received compensation for healing your wounds.\Then...\I'm going to help you for my own sake, too.\My objective is... Let's see...\Yeah! One good deed per day!\I don't sense any malice. I think you can just accept his offer.\The more shields between yourself and ruffians, the better, after all.\That's what you want me around for?! response:	I mean it, though. I can't do anything to thank you.
context: Then...\I'm going to help you for my own sake, too.\My objective is... Let's see...\Yeah! One good deed per day!\I don't sense any malice. I think you can just accept his offer.\The more shields between yourself and ruffians, the better, after all.\That's what you want me around for?!\I mean it, though. I can't do anything to thank you. response:	No problem. Just leave it to me!
context: I'm going to help you for my own sake, too.\My objective is... Let's see...\Yeah! One good deed per day!\I don't sense any malice. I think you can just accept his offer.\The more shields between yourself and ruffians, the better, after all.\That's what you want me around for?!\I mean it, though. I can't do anything to thank you.\No problem. Just leave it to me! response:	I talked big, but isn't this town too huge to find one little thing in?
context: My objective is... Let's see...\Yeah! One good deed per day!\I don't sense any malice. I think you can just accept his offer.\The more shields between yourself and ruffians, the better, after all.\That's what you want me around for?!\I mean it, though. I can't do anything to thank you.\No problem. Just leave it to me!\I talked big, but isn't this town too huge to find one little thing in? response:	It's the capital of Lugunica.
context: Yeah! One good deed per day!\I don't sense any malice. I think you can just accept his offer.\The more shields between yourself and ruffians, the better, after all.\That's what you want me around for?!\I mean it, though. I can't do anything to thank you.\No problem. Just leave it to me!\I talked big, but isn't this town too huge to find one little thing in?\It's the capital of Lugunica. response:	You didn't even know that, um...
context: I don't sense any malice. I think you can just accept his offer.\The more shields between yourself and ruffians, the better, after all.\That's what you want me around for?!\I mean it, though. I can't do anything to thank you.\No problem. Just leave it to me!\I talked big, but isn't this town too huge to find one little thing in?\It's the capital of Lugunica.\You didn't even know that, um... response:	That's right. We haven't asked your name yet.
context: The more shields between yourself and ruffians, the better, after all.\That's what you want me around for?!\I mean it, though. I can't do anything to thank you.\No problem. Just leave it to me!\I talked big, but isn't this town too huge to find one little thing in?\It's the capital of Lugunica.\You didn't even know that, um...\That's right. We haven't asked your name yet. response:	Should we all introduce ourselves?
context: That's what you want me around for?!\I mean it, though. I can't do anything to thank you.\No problem. Just leave it to me!\I talked big, but isn't this town too huge to find one little thing in?\It's the capital of Lugunica.\You didn't even know that, um...\That's right. We haven't asked your name yet.\Should we all introduce ourselves? response:	Oh, yeah, you're right.
context: I mean it, though. I can't do anything to thank you.\No problem. Just leave it to me!\I talked big, but isn't this town too huge to find one little thing in?\It's the capital of Lugunica.\You didn't even know that, um...\That's right. We haven't asked your name yet.\Should we all introduce ourselves?\Oh, yeah, you're right. response:	I'll introduce myself first, then.
context: No problem. Just leave it to me!\I talked big, but isn't this town too huge to find one little thing in?\It's the capital of Lugunica.\You didn't even know that, um...\That's right. We haven't asked your name yet.\Should we all introduce ourselves?\Oh, yeah, you're right.\I'll introduce myself first, then. response:	My name is Natsuki Subaru.
context: I talked big, but isn't this town too huge to find one little thing in?\It's the capital of Lugunica.\You didn't even know that, um...\That's right. We haven't asked your name yet.\Should we all introduce ourselves?\Oh, yeah, you're right.\I'll introduce myself first, then.\My name is Natsuki Subaru. response:	Not only am I clueless, I'm also broke beyond compare!
context: It's the capital of Lugunica.\You didn't even know that, um...\That's right. We haven't asked your name yet.\Should we all introduce ourselves?\Oh, yeah, you're right.\I'll introduce myself first, then.\My name is Natsuki Subaru.\Not only am I clueless, I'm also broke beyond compare! response:	Nice to meet ya!
context: You didn't even know that, um...\That's right. We haven't asked your name yet.\Should we all introduce ourselves?\Oh, yeah, you're right.\I'll introduce myself first, then.\My name is Natsuki Subaru.\Not only am I clueless, I'm also broke beyond compare!\Nice to meet ya! response:	When that's all you say, you really do sound hopeless.
context: That's right. We haven't asked your name yet.\Should we all introduce ourselves?\Oh, yeah, you're right.\I'll introduce myself first, then.\My name is Natsuki Subaru.\Not only am I clueless, I'm also broke beyond compare!\Nice to meet ya!\When that's all you say, you really do sound hopeless. response:	And I'm Puck! Nice to meet you!
context: Should we all introduce ourselves?\Oh, yeah, you're right.\I'll introduce myself first, then.\My name is Natsuki Subaru.\Not only am I clueless, I'm also broke beyond compare!\Nice to meet ya!\When that's all you say, you really do sound hopeless.\And I'm Puck! Nice to meet you! response:	It's very unusual to see someone who can touch a spirit so casually.
context: Oh, yeah, you're right.\I'll introduce myself first, then.\My name is Natsuki Subaru.\Not only am I clueless, I'm also broke beyond compare!\Nice to meet ya!\When that's all you say, you really do sound hopeless.\And I'm Puck! Nice to meet you!\It's very unusual to see someone who can touch a spirit so casually. response:	Where are you from?
