context: I'm sorry I'm not straightforward, I can say it in my dreams response:	My thoughts are about to short circuit, I want to see you right now
context: Yes, sir.\Mom.\I brought a friend.\Hello.\Thank you for coming.\It's crowded, but please look around.\Thank you.\I know, since you are Naru's friend, I'll give you a discount. response:	Really? I'm so lucky.
context: Mom.\I brought a friend.\Hello.\Thank you for coming.\It's crowded, but please look around.\Thank you.\I know, since you are Naru's friend, I'll give you a discount.\Really? I'm so lucky. response:	How about this diamond? It usually goes for about 500,000 yen.
context: I brought a friend.\Hello.\Thank you for coming.\It's crowded, but please look around.\Thank you.\I know, since you are Naru's friend, I'll give you a discount.\Really? I'm so lucky.\How about this diamond? It usually goes for about 500,000 yen. response:	500,000 yen?
context: Hello.\Thank you for coming.\It's crowded, but please look around.\Thank you.\I know, since you are Naru's friend, I'll give you a discount.\Really? I'm so lucky.\How about this diamond? It usually goes for about 500,000 yen.\500,000 yen? response:	But, I'll lower it to 30,000 yen.
context: Thank you for coming.\It's crowded, but please look around.\Thank you.\I know, since you are Naru's friend, I'll give you a discount.\Really? I'm so lucky.\How about this diamond? It usually goes for about 500,000 yen.\500,000 yen?\But, I'll lower it to 30,000 yen. response:	500,000 to 30,000!
context: It's crowded, but please look around.\Thank you.\I know, since you are Naru's friend, I'll give you a discount.\Really? I'm so lucky.\How about this diamond? It usually goes for about 500,000 yen.\500,000 yen?\But, I'll lower it to 30,000 yen.\500,000 to 30,000! response:	Sold!
context: Thank you.\I know, since you are Naru's friend, I'll give you a discount.\Really? I'm so lucky.\How about this diamond? It usually goes for about 500,000 yen.\500,000 yen?\But, I'll lower it to 30,000 yen.\500,000 to 30,000!\Sold! response:	Wait! I'll buy it! It's mine!
context: I know, since you are Naru's friend, I'll give you a discount.\Really? I'm so lucky.\How about this diamond? It usually goes for about 500,000 yen.\500,000 yen?\But, I'll lower it to 30,000 yen.\500,000 to 30,000!\Sold!\Wait! I'll buy it! It's mine! response:	Wow! Look at that!
context: Really? I'm so lucky.\How about this diamond? It usually goes for about 500,000 yen.\500,000 yen?\But, I'll lower it to 30,000 yen.\500,000 to 30,000!\Sold!\Wait! I'll buy it! It's mine!\Wow! Look at that! response:	500,000 to 30,000! I want it!
context: How about this diamond? It usually goes for about 500,000 yen.\500,000 yen?\But, I'll lower it to 30,000 yen.\500,000 to 30,000!\Sold!\Wait! I'll buy it! It's mine!\Wow! Look at that!\500,000 to 30,000! I want it! response:	Why don't you ask your dad?
context: 500,000 yen?\But, I'll lower it to 30,000 yen.\500,000 to 30,000!\Sold!\Wait! I'll buy it! It's mine!\Wow! Look at that!\500,000 to 30,000! I want it!\Why don't you ask your dad? response:	But I failed my English test.
context: But, I'll lower it to 30,000 yen.\500,000 to 30,000!\Sold!\Wait! I'll buy it! It's mine!\Wow! Look at that!\500,000 to 30,000! I want it!\Why don't you ask your dad?\But I failed my English test. response:	Oh yeah...
context: 500,000 to 30,000!\Sold!\Wait! I'll buy it! It's mine!\Wow! Look at that!\500,000 to 30,000! I want it!\Why don't you ask your dad?\But I failed my English test.\Oh yeah... response:	And I've used up all of my allowance for this month.
context: Sold!\Wait! I'll buy it! It's mine!\Wow! Look at that!\500,000 to 30,000! I want it!\Why don't you ask your dad?\But I failed my English test.\Oh yeah...\And I've used up all of my allowance for this month. response:	Be strong, Usagi.
context: Wait! I'll buy it! It's mine!\Wow! Look at that!\500,000 to 30,000! I want it!\Why don't you ask your dad?\But I failed my English test.\Oh yeah...\And I've used up all of my allowance for this month.\Be strong, Usagi. response:	I should have studied harder.
context: Wow! Look at that!\500,000 to 30,000! I want it!\Why don't you ask your dad?\But I failed my English test.\Oh yeah...\And I've used up all of my allowance for this month.\Be strong, Usagi.\I should have studied harder. response:	Oh, die!
context: 500,000 to 30,000! I want it!\Why don't you ask your dad?\But I failed my English test.\Oh yeah...\And I've used up all of my allowance for this month.\Be strong, Usagi.\I should have studied harder.\Oh, die! response:	Hey, that hurts, Dumpling Head.
context: Why don't you ask your dad?\But I failed my English test.\Oh yeah...\And I've used up all of my allowance for this month.\Be strong, Usagi.\I should have studied harder.\Oh, die!\Hey, that hurts, Dumpling Head. response:	What? Oh, I'm sorry...
context: But I failed my English test.\Oh yeah...\And I've used up all of my allowance for this month.\Be strong, Usagi.\I should have studied harder.\Oh, die!\Hey, that hurts, Dumpling Head.\What? Oh, I'm sorry... response:	30 percent!
context: Oh yeah...\And I've used up all of my allowance for this month.\Be strong, Usagi.\I should have studied harder.\Oh, die!\Hey, that hurts, Dumpling Head.\What? Oh, I'm sorry...\30 percent! response:	Study harder, Dumpling Head.
context: And I've used up all of my allowance for this month.\Be strong, Usagi.\I should have studied harder.\Oh, die!\Hey, that hurts, Dumpling Head.\What? Oh, I'm sorry...\30 percent!\Study harder, Dumpling Head. response:	It's none of your business!
context: Be strong, Usagi.\I should have studied harder.\Oh, die!\Hey, that hurts, Dumpling Head.\What? Oh, I'm sorry...\30 percent!\Study harder, Dumpling Head.\It's none of your business! response:	What's with him?! I can't believe it.
context: I should have studied harder.\Oh, die!\Hey, that hurts, Dumpling Head.\What? Oh, I'm sorry...\30 percent!\Study harder, Dumpling Head.\It's none of your business!\What's with him?! I can't believe it. response:	What a weirdo.
context: Oh, die!\Hey, that hurts, Dumpling Head.\What? Oh, I'm sorry...\30 percent!\Study harder, Dumpling Head.\It's none of your business!\What's with him?! I can't believe it.\What a weirdo. response:	Brand New Sailor V Game
context: Hey, that hurts, Dumpling Head.\What? Oh, I'm sorry...\30 percent!\Study harder, Dumpling Head.\It's none of your business!\What's with him?! I can't believe it.\What a weirdo.\Brand New Sailor V Game response:	Huh, Sailor V? They made a game already?
context: What? Oh, I'm sorry...\30 percent!\Study harder, Dumpling Head.\It's none of your business!\What's with him?! I can't believe it.\What a weirdo.\Brand New Sailor V Game\Huh, Sailor V? They made a game already? response:	It must be nice being Sailor V.
context: 30 percent!\Study harder, Dumpling Head.\It's none of your business!\What's with him?! I can't believe it.\What a weirdo.\Brand New Sailor V Game\Huh, Sailor V? They made a game already?\It must be nice being Sailor V. response:	You don't have to worry about tests,
context: Study harder, Dumpling Head.\It's none of your business!\What's with him?! I can't believe it.\What a weirdo.\Brand New Sailor V Game\Huh, Sailor V? They made a game already?\It must be nice being Sailor V.\You don't have to worry about tests, response:	and I bet catching bad guys feels pretty good.
context: It's none of your business!\What's with him?! I can't believe it.\What a weirdo.\Brand New Sailor V Game\Huh, Sailor V? They made a game already?\It must be nice being Sailor V.\You don't have to worry about tests,\and I bet catching bad guys feels pretty good. response:	But me on the other hand...
context: What's with him?! I can't believe it.\What a weirdo.\Brand New Sailor V Game\Huh, Sailor V? They made a game already?\It must be nice being Sailor V.\You don't have to worry about tests,\and I bet catching bad guys feels pretty good.\But me on the other hand... response:	I don't want to take this home.
context: What a weirdo.\Brand New Sailor V Game\Huh, Sailor V? They made a game already?\It must be nice being Sailor V.\You don't have to worry about tests,\and I bet catching bad guys feels pretty good.\But me on the other hand...\I don't want to take this home. response:	Usagi Tsukino, I've finally found you.
context: Brand New Sailor V Game\Huh, Sailor V? They made a game already?\It must be nice being Sailor V.\You don't have to worry about tests,\and I bet catching bad guys feels pretty good.\But me on the other hand...\I don't want to take this home.\Usagi Tsukino, I've finally found you. response:	*Kenji Tsukino* *Ikuko* *Usagi* *Shingo*
context: Huh, Sailor V? They made a game already?\It must be nice being Sailor V.\You don't have to worry about tests,\and I bet catching bad guys feels pretty good.\But me on the other hand...\I don't want to take this home.\Usagi Tsukino, I've finally found you.\*Kenji Tsukino* *Ikuko* *Usagi* *Shingo* response:	I'm home! *Kenji Tsukino* *Ikuko* *Usagi* *Shingo*
context: It must be nice being Sailor V.\You don't have to worry about tests,\and I bet catching bad guys feels pretty good.\But me on the other hand...\I don't want to take this home.\Usagi Tsukino, I've finally found you.\*Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\I'm home! *Kenji Tsukino* *Ikuko* *Usagi* *Shingo* response:	Oh, you're back. You're late.
context: You don't have to worry about tests,\and I bet catching bad guys feels pretty good.\But me on the other hand...\I don't want to take this home.\Usagi Tsukino, I've finally found you.\*Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\I'm home! *Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\Oh, you're back. You're late. response:	Yeah, a bit.
context: and I bet catching bad guys feels pretty good.\But me on the other hand...\I don't want to take this home.\Usagi Tsukino, I've finally found you.\*Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\I'm home! *Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\Oh, you're back. You're late.\Yeah, a bit. response:	I bumped into Umino. He said you got your tests back.
context: But me on the other hand...\I don't want to take this home.\Usagi Tsukino, I've finally found you.\*Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\I'm home! *Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\Oh, you're back. You're late.\Yeah, a bit.\I bumped into Umino. He said you got your tests back. response:	What?
context: I don't want to take this home.\Usagi Tsukino, I've finally found you.\*Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\I'm home! *Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\Oh, you're back. You're late.\Yeah, a bit.\I bumped into Umino. He said you got your tests back.\What? response:	Umino said that he got a 95.
context: Usagi Tsukino, I've finally found you.\*Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\I'm home! *Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\Oh, you're back. You're late.\Yeah, a bit.\I bumped into Umino. He said you got your tests back.\What?\Umino said that he got a 95. response:	Oh, really? That's amazing!
context: *Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\I'm home! *Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\Oh, you're back. You're late.\Yeah, a bit.\I bumped into Umino. He said you got your tests back.\What?\Umino said that he got a 95.\Oh, really? That's amazing! response:	Umino's got a big mouth.
context: I'm home! *Kenji Tsukino* *Ikuko* *Usagi* *Shingo*\Oh, you're back. You're late.\Yeah, a bit.\I bumped into Umino. He said you got your tests back.\What?\Umino said that he got a 95.\Oh, really? That's amazing!\Umino's got a big mouth. response:	And what did you get, Usagi?
context: Oh, you're back. You're late.\Yeah, a bit.\I bumped into Umino. He said you got your tests back.\What?\Umino said that he got a 95.\Oh, really? That's amazing!\Umino's got a big mouth.\And what did you get, Usagi? response:	Well umm. Umm, well... Actually, that is...
context: Yeah, a bit.\I bumped into Umino. He said you got your tests back.\What?\Umino said that he got a 95.\Oh, really? That's amazing!\Umino's got a big mouth.\And what did you get, Usagi?\Well umm. Umm, well... Actually, that is... response:	Let me see.
context: I bumped into Umino. He said you got your tests back.\What?\Umino said that he got a 95.\Oh, really? That's amazing!\Umino's got a big mouth.\And what did you get, Usagi?\Well umm. Umm, well... Actually, that is...\Let me see. response:	Here.
context: What?\Umino said that he got a 95.\Oh, really? That's amazing!\Umino's got a big mouth.\And what did you get, Usagi?\Well umm. Umm, well... Actually, that is...\Let me see.\Here. response:	Usagi!
context: Umino said that he got a 95.\Oh, really? That's amazing!\Umino's got a big mouth.\And what did you get, Usagi?\Well umm. Umm, well... Actually, that is...\Let me see.\Here.\Usagi! response:	Yes?
context: Oh, really? That's amazing!\Umino's got a big mouth.\And what did you get, Usagi?\Well umm. Umm, well... Actually, that is...\Let me see.\Here.\Usagi!\Yes? response:	Getting such a bad score. I'm not letting you in the house.
context: Umino's got a big mouth.\And what did you get, Usagi?\Well umm. Umm, well... Actually, that is...\Let me see.\Here.\Usagi!\Yes?\Getting such a bad score. I'm not letting you in the house. response:	Mom!
context: And what did you get, Usagi?\Well umm. Umm, well... Actually, that is...\Let me see.\Here.\Usagi!\Yes?\Getting such a bad score. I'm not letting you in the house.\Mom! response:	I can't hear you.
context: Well umm. Umm, well... Actually, that is...\Let me see.\Here.\Usagi!\Yes?\Getting such a bad score. I'm not letting you in the house.\Mom!\I can't hear you. response:	Ouch!
context: Let me see.\Here.\Usagi!\Yes?\Getting such a bad score. I'm not letting you in the house.\Mom!\I can't hear you.\Ouch! response:	Ouch! What are you doing, dummy Usagi? Did you get locked out again?
context: Here.\Usagi!\Yes?\Getting such a bad score. I'm not letting you in the house.\Mom!\I can't hear you.\Ouch!\Ouch! What are you doing, dummy Usagi? Did you get locked out again? response:	What are you doing, dummy Usagi? Did you get locked out again?
context: Usagi!\Yes?\Getting such a bad score. I'm not letting you in the house.\Mom!\I can't hear you.\Ouch!\Ouch! What are you doing, dummy Usagi? Did you get locked out again?\What are you doing, dummy Usagi? Did you get locked out again? response:	I want a better sister.
context: Yes?\Getting such a bad score. I'm not letting you in the house.\Mom!\I can't hear you.\Ouch!\Ouch! What are you doing, dummy Usagi? Did you get locked out again?\What are you doing, dummy Usagi? Did you get locked out again?\I want a better sister. response:	You're my younger brother.
context: Getting such a bad score. I'm not letting you in the house.\Mom!\I can't hear you.\Ouch!\Ouch! What are you doing, dummy Usagi? Did you get locked out again?\What are you doing, dummy Usagi? Did you get locked out again?\I want a better sister.\You're my younger brother. response:	Sailor V kick.
context: Mom!\I can't hear you.\Ouch!\Ouch! What are you doing, dummy Usagi? Did you get locked out again?\What are you doing, dummy Usagi? Did you get locked out again?\I want a better sister.\You're my younger brother.\Sailor V kick. response:	Ouch!
context: I can't hear you.\Ouch!\Ouch! What are you doing, dummy Usagi? Did you get locked out again?\What are you doing, dummy Usagi? Did you get locked out again?\I want a better sister.\You're my younger brother.\Sailor V kick.\Ouch! response:	Mom! Please let me in.
context: Ouch!\Ouch! What are you doing, dummy Usagi? Did you get locked out again?\What are you doing, dummy Usagi? Did you get locked out again?\I want a better sister.\You're my younger brother.\Sailor V kick.\Ouch!\Mom! Please let me in. response:	That's strange. I'm feeling a bit faint.
context: Ouch! What are you doing, dummy Usagi? Did you get locked out again?\What are you doing, dummy Usagi? Did you get locked out again?\I want a better sister.\You're my younger brother.\Sailor V kick.\Ouch!\Mom! Please let me in.\That's strange. I'm feeling a bit faint. response:	I feel weak.
context: What are you doing, dummy Usagi? Did you get locked out again?\I want a better sister.\You're my younger brother.\Sailor V kick.\Ouch!\Mom! Please let me in.\That's strange. I'm feeling a bit faint.\I feel weak. response:	What's happening to everyone all of a sudden? Mom?
context: I want a better sister.\You're my younger brother.\Sailor V kick.\Ouch!\Mom! Please let me in.\That's strange. I'm feeling a bit faint.\I feel weak.\What's happening to everyone all of a sudden? Mom? response:	Mom?
context: You're my younger brother.\Sailor V kick.\Ouch!\Mom! Please let me in.\That's strange. I'm feeling a bit faint.\I feel weak.\What's happening to everyone all of a sudden? Mom?\Mom? response:	I've gathered quite a bit of energy.
context: Sailor V kick.\Ouch!\Mom! Please let me in.\That's strange. I'm feeling a bit faint.\I feel weak.\What's happening to everyone all of a sudden? Mom?\Mom?\I've gathered quite a bit of energy. response:	Mom...
context: Ouch!\Mom! Please let me in.\That's strange. I'm feeling a bit faint.\I feel weak.\What's happening to everyone all of a sudden? Mom?\Mom?\I've gathered quite a bit of energy.\Mom... response:	She finally let me in.
context: Mom! Please let me in.\That's strange. I'm feeling a bit faint.\I feel weak.\What's happening to everyone all of a sudden? Mom?\Mom?\I've gathered quite a bit of energy.\Mom...\She finally let me in. response:	I'm tired from crying so much. Mom didn't have to get that mad.
context: That's strange. I'm feeling a bit faint.\I feel weak.\What's happening to everyone all of a sudden? Mom?\Mom?\I've gathered quite a bit of energy.\Mom...\She finally let me in.\I'm tired from crying so much. Mom didn't have to get that mad. response:	I don't feel like doing homework.
context: I feel weak.\What's happening to everyone all of a sudden? Mom?\Mom?\I've gathered quite a bit of energy.\Mom...\She finally let me in.\I'm tired from crying so much. Mom didn't have to get that mad.\I don't feel like doing homework. response:	Maybe I'll take a nap.
context: What's happening to everyone all of a sudden? Mom?\Mom?\I've gathered quite a bit of energy.\Mom...\She finally let me in.\I'm tired from crying so much. Mom didn't have to get that mad.\I don't feel like doing homework.\Maybe I'll take a nap. response:	It's good that I can fall asleep so easily at times like this.
context: Mom?\I've gathered quite a bit of energy.\Mom...\She finally let me in.\I'm tired from crying so much. Mom didn't have to get that mad.\I don't feel like doing homework.\Maybe I'll take a nap.\It's good that I can fall asleep so easily at times like this. response:	Hey, it's the cat with the crescent bald spot.
context: I've gathered quite a bit of energy.\Mom...\She finally let me in.\I'm tired from crying so much. Mom didn't have to get that mad.\I don't feel like doing homework.\Maybe I'll take a nap.\It's good that I can fall asleep so easily at times like this.\Hey, it's the cat with the crescent bald spot. response:	It's not a bald spot. How rude.
context: Mom...\She finally let me in.\I'm tired from crying so much. Mom didn't have to get that mad.\I don't feel like doing homework.\Maybe I'll take a nap.\It's good that I can fall asleep so easily at times like this.\Hey, it's the cat with the crescent bald spot.\It's not a bald spot. How rude. response:	It talked. A cat... A cat talked.
context: She finally let me in.\I'm tired from crying so much. Mom didn't have to get that mad.\I don't feel like doing homework.\Maybe I'll take a nap.\It's good that I can fall asleep so easily at times like this.\Hey, it's the cat with the crescent bald spot.\It's not a bald spot. How rude.\It talked. A cat... A cat talked. response:	My name is Luna. I've been looking for you, Usagi.
context: I'm tired from crying so much. Mom didn't have to get that mad.\I don't feel like doing homework.\Maybe I'll take a nap.\It's good that I can fall asleep so easily at times like this.\Hey, it's the cat with the crescent bald spot.\It's not a bald spot. How rude.\It talked. A cat... A cat talked.\My name is Luna. I've been looking for you, Usagi. response:	Oh, I need to thank you first. Thank you very much.
context: I don't feel like doing homework.\Maybe I'll take a nap.\It's good that I can fall asleep so easily at times like this.\Hey, it's the cat with the crescent bald spot.\It's not a bald spot. How rude.\It talked. A cat... A cat talked.\My name is Luna. I've been looking for you, Usagi.\Oh, I need to thank you first. Thank you very much. response:	You really helped me out by taking the band-aid off.
context: Maybe I'll take a nap.\It's good that I can fall asleep so easily at times like this.\Hey, it's the cat with the crescent bald spot.\It's not a bald spot. How rude.\It talked. A cat... A cat talked.\My name is Luna. I've been looking for you, Usagi.\Oh, I need to thank you first. Thank you very much.\You really helped me out by taking the band-aid off. response:	I can't talk and my sensory powers are dulled when I'm like that.
context: It's good that I can fall asleep so easily at times like this.\Hey, it's the cat with the crescent bald spot.\It's not a bald spot. How rude.\It talked. A cat... A cat talked.\My name is Luna. I've been looking for you, Usagi.\Oh, I need to thank you first. Thank you very much.\You really helped me out by taking the band-aid off.\I can't talk and my sensory powers are dulled when I'm like that. response:	I was having trouble because of that band-aid prank.
context: Hey, it's the cat with the crescent bald spot.\It's not a bald spot. How rude.\It talked. A cat... A cat talked.\My name is Luna. I've been looking for you, Usagi.\Oh, I need to thank you first. Thank you very much.\You really helped me out by taking the band-aid off.\I can't talk and my sensory powers are dulled when I'm like that.\I was having trouble because of that band-aid prank. response:	But thanks to you, I finally found you.
context: It's not a bald spot. How rude.\It talked. A cat... A cat talked.\My name is Luna. I've been looking for you, Usagi.\Oh, I need to thank you first. Thank you very much.\You really helped me out by taking the band-aid off.\I can't talk and my sensory powers are dulled when I'm like that.\I was having trouble because of that band-aid prank.\But thanks to you, I finally found you. response:	Good night.
context: It talked. A cat... A cat talked.\My name is Luna. I've been looking for you, Usagi.\Oh, I need to thank you first. Thank you very much.\You really helped me out by taking the band-aid off.\I can't talk and my sensory powers are dulled when I'm like that.\I was having trouble because of that band-aid prank.\But thanks to you, I finally found you.\Good night. response:	Usagi, this is not a dream.
context: My name is Luna. I've been looking for you, Usagi.\Oh, I need to thank you first. Thank you very much.\You really helped me out by taking the band-aid off.\I can't talk and my sensory powers are dulled when I'm like that.\I was having trouble because of that band-aid prank.\But thanks to you, I finally found you.\Good night.\Usagi, this is not a dream. response:	C'mon, Usagi!
context: Oh, I need to thank you first. Thank you very much.\You really helped me out by taking the band-aid off.\I can't talk and my sensory powers are dulled when I'm like that.\I was having trouble because of that band-aid prank.\But thanks to you, I finally found you.\Good night.\Usagi, this is not a dream.\C'mon, Usagi! response:	Fine then, I'll wake you up!
context: You really helped me out by taking the band-aid off.\I can't talk and my sensory powers are dulled when I'm like that.\I was having trouble because of that band-aid prank.\But thanks to you, I finally found you.\Good night.\Usagi, this is not a dream.\C'mon, Usagi!\Fine then, I'll wake you up! response:	There!
context: I can't talk and my sensory powers are dulled when I'm like that.\I was having trouble because of that band-aid prank.\But thanks to you, I finally found you.\Good night.\Usagi, this is not a dream.\C'mon, Usagi!\Fine then, I'll wake you up!\There! response:	Usagi, this is a present for you.
context: I was having trouble because of that band-aid prank.\But thanks to you, I finally found you.\Good night.\Usagi, this is not a dream.\C'mon, Usagi!\Fine then, I'll wake you up!\There!\Usagi, this is a present for you. response:	Really, I can have this?
context: But thanks to you, I finally found you.\Good night.\Usagi, this is not a dream.\C'mon, Usagi!\Fine then, I'll wake you up!\There!\Usagi, this is a present for you.\Really, I can have this? response:	Usagi, there are weird things happening in Tokyo right now.
context: Good night.\Usagi, this is not a dream.\C'mon, Usagi!\Fine then, I'll wake you up!\There!\Usagi, this is a present for you.\Really, I can have this?\Usagi, there are weird things happening in Tokyo right now. response:	All right! Thank you. Usagi, there are weird things happening in Tokyo right now.
context: Usagi, this is not a dream.\C'mon, Usagi!\Fine then, I'll wake you up!\There!\Usagi, this is a present for you.\Really, I can have this?\Usagi, there are weird things happening in Tokyo right now.\All right! Thank you. Usagi, there are weird things happening in Tokyo right now. response:	Usagi, listen to me!
context: C'mon, Usagi!\Fine then, I'll wake you up!\There!\Usagi, this is a present for you.\Really, I can have this?\Usagi, there are weird things happening in Tokyo right now.\All right! Thank you. Usagi, there are weird things happening in Tokyo right now.\Usagi, listen to me! response:	There are strange things happening in Tokyo right now.
context: Fine then, I'll wake you up!\There!\Usagi, this is a present for you.\Really, I can have this?\Usagi, there are weird things happening in Tokyo right now.\All right! Thank you. Usagi, there are weird things happening in Tokyo right now.\Usagi, listen to me!\There are strange things happening in Tokyo right now. response:	An enemy the police can't fight.
context: There!\Usagi, this is a present for you.\Really, I can have this?\Usagi, there are weird things happening in Tokyo right now.\All right! Thank you. Usagi, there are weird things happening in Tokyo right now.\Usagi, listen to me!\There are strange things happening in Tokyo right now.\An enemy the police can't fight. response:	Usagi, you're going to fight these enemies.
context: Usagi, this is a present for you.\Really, I can have this?\Usagi, there are weird things happening in Tokyo right now.\All right! Thank you. Usagi, there are weird things happening in Tokyo right now.\Usagi, listen to me!\There are strange things happening in Tokyo right now.\An enemy the police can't fight.\Usagi, you're going to fight these enemies. response:	You are a chosen warrior.
context: Really, I can have this?\Usagi, there are weird things happening in Tokyo right now.\All right! Thank you. Usagi, there are weird things happening in Tokyo right now.\Usagi, listen to me!\There are strange things happening in Tokyo right now.\An enemy the police can't fight.\Usagi, you're going to fight these enemies.\You are a chosen warrior. response:	And your other mission is to find our princess with the others.
context: Usagi, there are weird things happening in Tokyo right now.\All right! Thank you. Usagi, there are weird things happening in Tokyo right now.\Usagi, listen to me!\There are strange things happening in Tokyo right now.\An enemy the police can't fight.\Usagi, you're going to fight these enemies.\You are a chosen warrior.\And your other mission is to find our princess with the others. response:	That sounds sorta cool.
context: All right! Thank you. Usagi, there are weird things happening in Tokyo right now.\Usagi, listen to me!\There are strange things happening in Tokyo right now.\An enemy the police can't fight.\Usagi, you're going to fight these enemies.\You are a chosen warrior.\And your other mission is to find our princess with the others.\That sounds sorta cool. response:	You still don't believe me, do you?
context: Usagi, listen to me!\There are strange things happening in Tokyo right now.\An enemy the police can't fight.\Usagi, you're going to fight these enemies.\You are a chosen warrior.\And your other mission is to find our princess with the others.\That sounds sorta cool.\You still don't believe me, do you? response:	No, I believe you, I believe you.
context: There are strange things happening in Tokyo right now.\An enemy the police can't fight.\Usagi, you're going to fight these enemies.\You are a chosen warrior.\And your other mission is to find our princess with the others.\That sounds sorta cool.\You still don't believe me, do you?\No, I believe you, I believe you. response:	Really? Then say this.
context: An enemy the police can't fight.\Usagi, you're going to fight these enemies.\You are a chosen warrior.\And your other mission is to find our princess with the others.\That sounds sorta cool.\You still don't believe me, do you?\No, I believe you, I believe you.\Really? Then say this. response:	Moon Prism Power Makeup!
context: Usagi, you're going to fight these enemies.\You are a chosen warrior.\And your other mission is to find our princess with the others.\That sounds sorta cool.\You still don't believe me, do you?\No, I believe you, I believe you.\Really? Then say this.\Moon Prism Power Makeup! response:	Okay.
context: You are a chosen warrior.\And your other mission is to find our princess with the others.\That sounds sorta cool.\You still don't believe me, do you?\No, I believe you, I believe you.\Really? Then say this.\Moon Prism Power Makeup!\Okay. response:	Moon Prism Power Makeup!
context: And your other mission is to find our princess with the others.\That sounds sorta cool.\You still don't believe me, do you?\No, I believe you, I believe you.\Really? Then say this.\Moon Prism Power Makeup!\Okay.\Moon Prism Power Makeup! response:	No way! What is this? I've transformed.
context: That sounds sorta cool.\You still don't believe me, do you?\No, I believe you, I believe you.\Really? Then say this.\Moon Prism Power Makeup!\Okay.\Moon Prism Power Makeup!\No way! What is this? I've transformed. response:	What is this? What does this mean? Tell me.
context: You still don't believe me, do you?\No, I believe you, I believe you.\Really? Then say this.\Moon Prism Power Makeup!\Okay.\Moon Prism Power Makeup!\No way! What is this? I've transformed.\What is this? What does this mean? Tell me. response:	Help! Someone! Help me!
context: No, I believe you, I believe you.\Really? Then say this.\Moon Prism Power Makeup!\Okay.\Moon Prism Power Makeup!\No way! What is this? I've transformed.\What is this? What does this mean? Tell me.\Help! Someone! Help me! response:	Help! It's my mom!
context: Really? Then say this.\Moon Prism Power Makeup!\Okay.\Moon Prism Power Makeup!\No way! What is this? I've transformed.\What is this? What does this mean? Tell me.\Help! Someone! Help me!\Help! It's my mom! response:	That's Naru's voice. What does it mean? Help! It's my mom!
context: Moon Prism Power Makeup!\Okay.\Moon Prism Power Makeup!\No way! What is this? I've transformed.\What is this? What does this mean? Tell me.\Help! Someone! Help me!\Help! It's my mom!\That's Naru's voice. What does it mean? Help! It's my mom! response:	That's Naru's voice. What does it mean?
context: Okay.\Moon Prism Power Makeup!\No way! What is this? I've transformed.\What is this? What does this mean? Tell me.\Help! Someone! Help me!\Help! It's my mom!\That's Naru's voice. What does it mean? Help! It's my mom!\That's Naru's voice. What does it mean? response:	Now do you believe me?
context: Moon Prism Power Makeup!\No way! What is this? I've transformed.\What is this? What does this mean? Tell me.\Help! Someone! Help me!\Help! It's my mom!\That's Naru's voice. What does it mean? Help! It's my mom!\That's Naru's voice. What does it mean?\Now do you believe me? response:	I don't really get it, but Naru seems to be in danger.
context: No way! What is this? I've transformed.\What is this? What does this mean? Tell me.\Help! Someone! Help me!\Help! It's my mom!\That's Naru's voice. What does it mean? Help! It's my mom!\That's Naru's voice. What does it mean?\Now do you believe me?\I don't really get it, but Naru seems to be in danger. response:	Usagi, you have become Sailor Moon.
context: What is this? What does this mean? Tell me.\Help! Someone! Help me!\Help! It's my mom!\That's Naru's voice. What does it mean? Help! It's my mom!\That's Naru's voice. What does it mean?\Now do you believe me?\I don't really get it, but Naru seems to be in danger.\Usagi, you have become Sailor Moon. response:	Now go and save her quickly.
context: Help! Someone! Help me!\Help! It's my mom!\That's Naru's voice. What does it mean? Help! It's my mom!\That's Naru's voice. What does it mean?\Now do you believe me?\I don't really get it, but Naru seems to be in danger.\Usagi, you have become Sailor Moon.\Now go and save her quickly. response:	Help me!
context: Help! It's my mom!\That's Naru's voice. What does it mean? Help! It's my mom!\That's Naru's voice. What does it mean?\Now do you believe me?\I don't really get it, but Naru seems to be in danger.\Usagi, you have become Sailor Moon.\Now go and save her quickly.\Help me! response:	Stop it, Mom!
context: That's Naru's voice. What does it mean? Help! It's my mom!\That's Naru's voice. What does it mean?\Now do you believe me?\I don't really get it, but Naru seems to be in danger.\Usagi, you have become Sailor Moon.\Now go and save her quickly.\Help me!\Stop it, Mom! response:	I'm not your mom!
context: That's Naru's voice. What does it mean?\Now do you believe me?\I don't really get it, but Naru seems to be in danger.\Usagi, you have become Sailor Moon.\Now go and save her quickly.\Help me!\Stop it, Mom!\I'm not your mom! response:	Your mom is locked up in the basement.
