context: It was summertime. response:	And with final exams coming close,
context: Harmony Innovation\My family's well-being - Itsuki Koizumi World Peace - Itsuki Koizumi\Mine might be a bit on the ordinary side.\Gimme money Give me a house with a yard big enough to wash a dog in Mine might be a bit on the ordinary side.\Gimme money Give me a house with a yard big enough to wash a dog in\How crass.\Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction. Shut it. response:	Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction.
context: My family's well-being - Itsuki Koizumi World Peace - Itsuki Koizumi\Mine might be a bit on the ordinary side.\Gimme money Give me a house with a yard big enough to wash a dog in Mine might be a bit on the ordinary side.\Gimme money Give me a house with a yard big enough to wash a dog in\How crass.\Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction. Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction. response:	Mine are much better than yours.
context: Mine might be a bit on the ordinary side.\Gimme money Give me a house with a yard big enough to wash a dog in Mine might be a bit on the ordinary side.\Gimme money Give me a house with a yard big enough to wash a dog in\How crass.\Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction. Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction.\Mine are much better than yours. response:	It's a difference of values.
context: Gimme money Give me a house with a yard big enough to wash a dog in Mine might be a bit on the ordinary side.\Gimme money Give me a house with a yard big enough to wash a dog in\How crass.\Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction. Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction.\Mine are much better than yours.\It's a difference of values. response:	Be sure to remember what you wrote, everyone.
context: Gimme money Give me a house with a yard big enough to wash a dog in\How crass.\Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction. Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction.\Mine are much better than yours.\It's a difference of values.\Be sure to remember what you wrote, everyone. response:	The first checkpoint will be in sixteen years, after all.
context: How crass.\Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction. Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction.\Mine are much better than yours.\It's a difference of values.\Be sure to remember what you wrote, everyone.\The first checkpoint will be in sixteen years, after all. response:	The challenge is to see whose wish Hikoboshi grants!
context: Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction. Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction.\Mine are much better than yours.\It's a difference of values.\Be sure to remember what you wrote, everyone.\The first checkpoint will be in sixteen years, after all.\The challenge is to see whose wish Hikoboshi grants! response:	Sixteen years, huh?
context: Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction. Shut it.\Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction.\Mine are much better than yours.\It's a difference of values.\Be sure to remember what you wrote, everyone.\The first checkpoint will be in sixteen years, after all.\The challenge is to see whose wish Hikoboshi grants!\Sixteen years, huh? response:	That's a long time...
context: Make the world revolve around me. I want the rotation of the Earth to go in the opposite direction.\Mine are much better than yours.\It's a difference of values.\Be sure to remember what you wrote, everyone.\The first checkpoint will be in sixteen years, after all.\The challenge is to see whose wish Hikoboshi grants!\Sixteen years, huh?\That's a long time... response:	After that,
context: Mine are much better than yours.\It's a difference of values.\Be sure to remember what you wrote, everyone.\The first checkpoint will be in sixteen years, after all.\The challenge is to see whose wish Hikoboshi grants!\Sixteen years, huh?\That's a long time...\After that, response:	Haruhi was strangely quiet, and seemed to be melancholy.
context: It's a difference of values.\Be sure to remember what you wrote, everyone.\The first checkpoint will be in sixteen years, after all.\The challenge is to see whose wish Hikoboshi grants!\Sixteen years, huh?\That's a long time...\After that,\Haruhi was strangely quiet, and seemed to be melancholy. response:	Her being so docile was, strangely enough, eerie.
context: Be sure to remember what you wrote, everyone.\The first checkpoint will be in sixteen years, after all.\The challenge is to see whose wish Hikoboshi grants!\Sixteen years, huh?\That's a long time...\After that,\Haruhi was strangely quiet, and seemed to be melancholy.\Her being so docile was, strangely enough, eerie. response:	The quieter she was, the more I was worried about the backlash.
context: The first checkpoint will be in sixteen years, after all.\The challenge is to see whose wish Hikoboshi grants!\Sixteen years, huh?\That's a long time...\After that,\Haruhi was strangely quiet, and seemed to be melancholy.\Her being so docile was, strangely enough, eerie.\The quieter she was, the more I was worried about the backlash. response:	Would you like some more?
context: The challenge is to see whose wish Hikoboshi grants!\Sixteen years, huh?\That's a long time...\After that,\Haruhi was strangely quiet, and seemed to be melancholy.\Her being so docile was, strangely enough, eerie.\The quieter she was, the more I was worried about the backlash.\Would you like some more? response:	Yes, please.
context: Sixteen years, huh?\That's a long time...\After that,\Haruhi was strangely quiet, and seemed to be melancholy.\Her being so docile was, strangely enough, eerie.\The quieter she was, the more I was worried about the backlash.\Would you like some more?\Yes, please. response:	Shh.
context: That's a long time...\After that,\Haruhi was strangely quiet, and seemed to be melancholy.\Her being so docile was, strangely enough, eerie.\The quieter she was, the more I was worried about the backlash.\Would you like some more?\Yes, please.\Shh. response:	So cute.
context: After that,\Haruhi was strangely quiet, and seemed to be melancholy.\Her being so docile was, strangely enough, eerie.\The quieter she was, the more I was worried about the backlash.\Would you like some more?\Yes, please.\Shh.\So cute. response:	Please stay in the club room, even after we're finished. Mikuru
context: Haruhi was strangely quiet, and seemed to be melancholy.\Her being so docile was, strangely enough, eerie.\The quieter she was, the more I was worried about the backlash.\Would you like some more?\Yes, please.\Shh.\So cute.\Please stay in the club room, even after we're finished. Mikuru response:	But of course!
context: Her being so docile was, strangely enough, eerie.\The quieter she was, the more I was worried about the backlash.\Would you like some more?\Yes, please.\Shh.\So cute.\Please stay in the club room, even after we're finished. Mikuru\But of course! response:	I'm going home now.
context: The quieter she was, the more I was worried about the backlash.\Would you like some more?\Yes, please.\Shh.\So cute.\Please stay in the club room, even after we're finished. Mikuru\But of course!\I'm going home now. response:	Last person out lock the door, okay?
context: Would you like some more?\Yes, please.\Shh.\So cute.\Please stay in the club room, even after we're finished. Mikuru\But of course!\I'm going home now.\Last person out lock the door, okay? response:	In that case, I'll be going, too.
context: Yes, please.\Shh.\So cute.\Please stay in the club room, even after we're finished. Mikuru\But of course!\I'm going home now.\Last person out lock the door, okay?\In that case, I'll be going, too. response:	Lucky me!
context: Shh.\So cute.\Please stay in the club room, even after we're finished. Mikuru\But of course!\I'm going home now.\Last person out lock the door, okay?\In that case, I'll be going, too.\Lucky me! response:	Hey...
context: So cute.\Please stay in the club room, even after we're finished. Mikuru\But of course!\I'm going home now.\Last person out lock the door, okay?\In that case, I'll be going, too.\Lucky me!\Hey... response:	If you'll excuse me.
context: Please stay in the club room, even after we're finished. Mikuru\But of course!\I'm going home now.\Last person out lock the door, okay?\In that case, I'll be going, too.\Lucky me!\Hey...\If you'll excuse me. response:	Right.
context: But of course!\I'm going home now.\Last person out lock the door, okay?\In that case, I'll be going, too.\Lucky me!\Hey...\If you'll excuse me.\Right. response:	Thank goodness we were able to stay behind so naturally.
context: I'm going home now.\Last person out lock the door, okay?\In that case, I'll be going, too.\Lucky me!\Hey...\If you'll excuse me.\Right.\Thank goodness we were able to stay behind so naturally. response:	Is this something that it would be bad for the others to hear?
context: Last person out lock the door, okay?\In that case, I'll be going, too.\Lucky me!\Hey...\If you'll excuse me.\Right.\Thank goodness we were able to stay behind so naturally.\Is this something that it would be bad for the others to hear? response:	Yes...
context: In that case, I'll be going, too.\Lucky me!\Hey...\If you'll excuse me.\Right.\Thank goodness we were able to stay behind so naturally.\Is this something that it would be bad for the others to hear?\Yes... response:	There's a particular place that I want you to come with me to.
context: Lucky me!\Hey...\If you'll excuse me.\Right.\Thank goodness we were able to stay behind so naturally.\Is this something that it would be bad for the others to hear?\Yes...\There's a particular place that I want you to come with me to. response:	That's fine. Where are we going?
context: Hey...\If you'll excuse me.\Right.\Thank goodness we were able to stay behind so naturally.\Is this something that it would be bad for the others to hear?\Yes...\There's a particular place that I want you to come with me to.\That's fine. Where are we going? response:	Umm...
context: If you'll excuse me.\Right.\Thank goodness we were able to stay behind so naturally.\Is this something that it would be bad for the others to hear?\Yes...\There's a particular place that I want you to come with me to.\That's fine. Where are we going?\Umm... response:	Three years... ago...
context: Right.\Thank goodness we were able to stay behind so naturally.\Is this something that it would be bad for the others to hear?\Yes...\There's a particular place that I want you to come with me to.\That's fine. Where are we going?\Umm...\Three years... ago... response:	Thr...
context: Thank goodness we were able to stay behind so naturally.\Is this something that it would be bad for the others to hear?\Yes...\There's a particular place that I want you to come with me to.\That's fine. Where are we going?\Umm...\Three years... ago...\Thr... response:	I'm sorry to be making such a strange request!
context: Is this something that it would be bad for the others to hear?\Yes...\There's a particular place that I want you to come with me to.\That's fine. Where are we going?\Umm...\Three years... ago...\Thr...\I'm sorry to be making such a strange request! response:	You can't?
context: Yes...\There's a particular place that I want you to come with me to.\That's fine. Where are we going?\Umm...\Three years... ago...\Thr...\I'm sorry to be making such a strange request!\You can't? response:	So this would be time travel, then?
context: There's a particular place that I want you to come with me to.\That's fine. Where are we going?\Umm...\Three years... ago...\Thr...\I'm sorry to be making such a strange request!\You can't?\So this would be time travel, then? response:	Yes, that's right.
context: That's fine. Where are we going?\Umm...\Three years... ago...\Thr...\I'm sorry to be making such a strange request!\You can't?\So this would be time travel, then?\Yes, that's right. response:	I'm all right with going, but...
context: Umm...\Three years... ago...\Thr...\I'm sorry to be making such a strange request!\You can't?\So this would be time travel, then?\Yes, that's right.\I'm all right with going, but... response:	Why me, and what are we going to do?
context: Three years... ago...\Thr...\I'm sorry to be making such a strange request!\You can't?\So this would be time travel, then?\Yes, that's right.\I'm all right with going, but...\Why me, and what are we going to do? response:	That... You'll know when we get there.
context: Thr...\I'm sorry to be making such a strange request!\You can't?\So this would be time travel, then?\Yes, that's right.\I'm all right with going, but...\Why me, and what are we going to do?\That... You'll know when we get there. response:	Probably.
context: I'm sorry to be making such a strange request!\You can't?\So this would be time travel, then?\Yes, that's right.\I'm all right with going, but...\Why me, and what are we going to do?\That... You'll know when we get there.\Probably. response:	Please, don't ask anything else, just say yes!
context: You can't?\So this would be time travel, then?\Yes, that's right.\I'm all right with going, but...\Why me, and what are we going to do?\That... You'll know when we get there.\Probably.\Please, don't ask anything else, just say yes! response:	If you don't, then I...
context: So this would be time travel, then?\Yes, that's right.\I'm all right with going, but...\Why me, and what are we going to do?\That... You'll know when we get there.\Probably.\Please, don't ask anything else, just say yes!\If you don't, then I... response:	I'll be in trouble...
context: Yes, that's right.\I'm all right with going, but...\Why me, and what are we going to do?\That... You'll know when we get there.\Probably.\Please, don't ask anything else, just say yes!\If you don't, then I...\I'll be in trouble... response:	She's cute!
context: I'm all right with going, but...\Why me, and what are we going to do?\That... You'll know when we get there.\Probably.\Please, don't ask anything else, just say yes!\If you don't, then I...\I'll be in trouble...\She's cute! response:	Well...
context: Why me, and what are we going to do?\That... You'll know when we get there.\Probably.\Please, don't ask anything else, just say yes!\If you don't, then I...\I'll be in trouble...\She's cute!\Well... response:	Okay, I'll go.
context: That... You'll know when we get there.\Probably.\Please, don't ask anything else, just say yes!\If you don't, then I...\I'll be in trouble...\She's cute!\Well...\Okay, I'll go. response:	Really? Thank you!
context: Probably.\Please, don't ask anything else, just say yes!\If you don't, then I...\I'll be in trouble...\She's cute!\Well...\Okay, I'll go.\Really? Thank you! response:	So cute!
context: Please, don't ask anything else, just say yes!\If you don't, then I...\I'll be in trouble...\She's cute!\Well...\Okay, I'll go.\Really? Thank you!\So cute! response:	Oh, thank goodness...
context: If you don't, then I...\I'll be in trouble...\She's cute!\Well...\Okay, I'll go.\Really? Thank you!\So cute!\Oh, thank goodness... response:	Now that I think about it,
context: I'll be in trouble...\She's cute!\Well...\Okay, I'll go.\Really? Thank you!\So cute!\Oh, thank goodness...\Now that I think about it, response:	the only time that Miss Asahina's mentioned she's from the future
context: She's cute!\Well...\Okay, I'll go.\Really? Thank you!\So cute!\Oh, thank goodness...\Now that I think about it,\the only time that Miss Asahina's mentioned she's from the future response:	is when she admitted it to me,
context: Well...\Okay, I'll go.\Really? Thank you!\So cute!\Oh, thank goodness...\Now that I think about it,\the only time that Miss Asahina's mentioned she's from the future\is when she admitted it to me, response:	and the only proof of it is the existence of the adult Miss Asahina.
context: Okay, I'll go.\Really? Thank you!\So cute!\Oh, thank goodness...\Now that I think about it,\the only time that Miss Asahina's mentioned she's from the future\is when she admitted it to me,\and the only proof of it is the existence of the adult Miss Asahina. response:	This is a perfect chance for me to confirm
context: Really? Thank you!\So cute!\Oh, thank goodness...\Now that I think about it,\the only time that Miss Asahina's mentioned she's from the future\is when she admitted it to me,\and the only proof of it is the existence of the adult Miss Asahina.\This is a perfect chance for me to confirm response:	that she's a girl from the future.
context: So cute!\Oh, thank goodness...\Now that I think about it,\the only time that Miss Asahina's mentioned she's from the future\is when she admitted it to me,\and the only proof of it is the existence of the adult Miss Asahina.\This is a perfect chance for me to confirm\that she's a girl from the future. response:	So, where's your time machine?
context: Oh, thank goodness...\Now that I think about it,\the only time that Miss Asahina's mentioned she's from the future\is when she admitted it to me,\and the only proof of it is the existence of the adult Miss Asahina.\This is a perfect chance for me to confirm\that she's a girl from the future.\So, where's your time machine? response:	We'll be leaving from here.
context: Now that I think about it,\the only time that Miss Asahina's mentioned she's from the future\is when she admitted it to me,\and the only proof of it is the existence of the adult Miss Asahina.\This is a perfect chance for me to confirm\that she's a girl from the future.\So, where's your time machine?\We'll be leaving from here. response:	From here?
context: the only time that Miss Asahina's mentioned she's from the future\is when she admitted it to me,\and the only proof of it is the existence of the adult Miss Asahina.\This is a perfect chance for me to confirm\that she's a girl from the future.\So, where's your time machine?\We'll be leaving from here.\From here? response:	Kyon... I'm sorry.
context: is when she admitted it to me,\and the only proof of it is the existence of the adult Miss Asahina.\This is a perfect chance for me to confirm\that she's a girl from the future.\So, where's your time machine?\We'll be leaving from here.\From here?\Kyon... I'm sorry. response:	Oh, you're awake!
context: and the only proof of it is the existence of the adult Miss Asahina.\This is a perfect chance for me to confirm\that she's a girl from the future.\So, where's your time machine?\We'll be leaving from here.\From here?\Kyon... I'm sorry.\Oh, you're awake! response:	Please wake up soon...
context: This is a perfect chance for me to confirm\that she's a girl from the future.\So, where's your time machine?\We'll be leaving from here.\From here?\Kyon... I'm sorry.\Oh, you're awake!\Please wake up soon... response:	My legs have gone numb.
context: that she's a girl from the future.\So, where's your time machine?\We'll be leaving from here.\From here?\Kyon... I'm sorry.\Oh, you're awake!\Please wake up soon...\My legs have gone numb. response:	Why was I asleep?
context: So, where's your time machine?\We'll be leaving from here.\From here?\Kyon... I'm sorry.\Oh, you're awake!\Please wake up soon...\My legs have gone numb.\Why was I asleep? response:	I'm sorry, but I didn't want you to see how time jumping is performed.
context: We'll be leaving from here.\From here?\Kyon... I'm sorry.\Oh, you're awake!\Please wake up soon...\My legs have gone numb.\Why was I asleep?\I'm sorry, but I didn't want you to see how time jumping is performed. response:	Because it's classified information...
context: From here?\Kyon... I'm sorry.\Oh, you're awake!\Please wake up soon...\My legs have gone numb.\Why was I asleep?\I'm sorry, but I didn't want you to see how time jumping is performed.\Because it's classified information... response:	Umm... are you mad?
context: Kyon... I'm sorry.\Oh, you're awake!\Please wake up soon...\My legs have gone numb.\Why was I asleep?\I'm sorry, but I didn't want you to see how time jumping is performed.\Because it's classified information...\Umm... are you mad? response:	No, not at all.
context: Oh, you're awake!\Please wake up soon...\My legs have gone numb.\Why was I asleep?\I'm sorry, but I didn't want you to see how time jumping is performed.\Because it's classified information...\Umm... are you mad?\No, not at all. response:	If it was Haruhi that did it, I'd hit her.
context: Please wake up soon...\My legs have gone numb.\Why was I asleep?\I'm sorry, but I didn't want you to see how time jumping is performed.\Because it's classified information...\Umm... are you mad?\No, not at all.\If it was Haruhi that did it, I'd hit her. response:	But since it's you, it's completely okay.
context: My legs have gone numb.\Why was I asleep?\I'm sorry, but I didn't want you to see how time jumping is performed.\Because it's classified information...\Umm... are you mad?\No, not at all.\If it was Haruhi that did it, I'd hit her.\But since it's you, it's completely okay. response:	Thank goodness.
context: Why was I asleep?\I'm sorry, but I didn't want you to see how time jumping is performed.\Because it's classified information...\Umm... are you mad?\No, not at all.\If it was Haruhi that did it, I'd hit her.\But since it's you, it's completely okay.\Thank goodness. response:	So it's three years ago?
context: I'm sorry, but I didn't want you to see how time jumping is performed.\Because it's classified information...\Umm... are you mad?\No, not at all.\If it was Haruhi that did it, I'd hit her.\But since it's you, it's completely okay.\Thank goodness.\So it's three years ago? response:	July seventh, three years ago.
context: Because it's classified information...\Umm... are you mad?\No, not at all.\If it was Haruhi that did it, I'd hit her.\But since it's you, it's completely okay.\Thank goodness.\So it's three years ago?\July seventh, three years ago. response:	I'd guess around nine PM?
context: Umm... are you mad?\No, not at all.\If it was Haruhi that did it, I'd hit her.\But since it's you, it's completely okay.\Thank goodness.\So it's three years ago?\July seventh, three years ago.\I'd guess around nine PM? response:	Really?
context: No, not at all.\If it was Haruhi that did it, I'd hit her.\But since it's you, it's completely okay.\Thank goodness.\So it's three years ago?\July seventh, three years ago.\I'd guess around nine PM?\Really? response:	Really.
context: If it was Haruhi that did it, I'd hit her.\But since it's you, it's completely okay.\Thank goodness.\So it's three years ago?\July seventh, three years ago.\I'd guess around nine PM?\Really?\Really. response:	This is the same park that Nagato invited me to some time ago.
context: But since it's you, it's completely okay.\Thank goodness.\So it's three years ago?\July seventh, three years ago.\I'd guess around nine PM?\Really?\Really.\This is the same park that Nagato invited me to some time ago. response:	Is this a Mecca for unusual people?
context: Thank goodness.\So it's three years ago?\July seventh, three years ago.\I'd guess around nine PM?\Really?\Really.\This is the same park that Nagato invited me to some time ago.\Is this a Mecca for unusual people? response:	Miss Asahina?
context: So it's three years ago?\July seventh, three years ago.\I'd guess around nine PM?\Really?\Really.\This is the same park that Nagato invited me to some time ago.\Is this a Mecca for unusual people?\Miss Asahina? response:	Um...
context: July seventh, three years ago.\I'd guess around nine PM?\Really?\Really.\This is the same park that Nagato invited me to some time ago.\Is this a Mecca for unusual people?\Miss Asahina?\Um... response:	Could this be some sort of declaration of intent?
context: I'd guess around nine PM?\Really?\Really.\This is the same park that Nagato invited me to some time ago.\Is this a Mecca for unusual people?\Miss Asahina?\Um...\Could this be some sort of declaration of intent? response:	Hello, Kyon.
context: Really?\Really.\This is the same park that Nagato invited me to some time ago.\Is this a Mecca for unusual people?\Miss Asahina?\Um...\Could this be some sort of declaration of intent?\Hello, Kyon. response:	Miss Asahina!
context: Really.\This is the same park that Nagato invited me to some time ago.\Is this a Mecca for unusual people?\Miss Asahina?\Um...\Could this be some sort of declaration of intent?\Hello, Kyon.\Miss Asahina! response:	So this is how I looked back then.
context: This is the same park that Nagato invited me to some time ago.\Is this a Mecca for unusual people?\Miss Asahina?\Um...\Could this be some sort of declaration of intent?\Hello, Kyon.\Miss Asahina!\So this is how I looked back then. response:	It was her role to guide you here.
context: Is this a Mecca for unusual people?\Miss Asahina?\Um...\Could this be some sort of declaration of intent?\Hello, Kyon.\Miss Asahina!\So this is how I looked back then.\It was her role to guide you here. response:	Guiding you from this point on is mine.
context: Miss Asahina?\Um...\Could this be some sort of declaration of intent?\Hello, Kyon.\Miss Asahina!\So this is how I looked back then.\It was her role to guide you here.\Guiding you from this point on is mine. response:	Are you the one that put Miss Asahina to sleep?
context: Um...\Could this be some sort of declaration of intent?\Hello, Kyon.\Miss Asahina!\So this is how I looked back then.\It was her role to guide you here.\Guiding you from this point on is mine.\Are you the one that put Miss Asahina to sleep? response:	I couldn't let her see me,
context: Could this be some sort of declaration of intent?\Hello, Kyon.\Miss Asahina!\So this is how I looked back then.\It was her role to guide you here.\Guiding you from this point on is mine.\Are you the one that put Miss Asahina to sleep?\I couldn't let her see me, response:	because when I was here, as her, I didn't meet me.
context: Hello, Kyon.\Miss Asahina!\So this is how I looked back then.\It was her role to guide you here.\Guiding you from this point on is mine.\Are you the one that put Miss Asahina to sleep?\I couldn't let her see me,\because when I was here, as her, I didn't meet me. response:	Right...
context: Miss Asahina!\So this is how I looked back then.\It was her role to guide you here.\Guiding you from this point on is mine.\Are you the one that put Miss Asahina to sleep?\I couldn't let her see me,\because when I was here, as her, I didn't meet me.\Right... response:	Down those railroad tracks over there is a school.
context: So this is how I looked back then.\It was her role to guide you here.\Guiding you from this point on is mine.\Are you the one that put Miss Asahina to sleep?\I couldn't let her see me,\because when I was here, as her, I didn't meet me.\Right...\Down those railroad tracks over there is a school. response:	Please help the person you meet at the school gate.
context: It was her role to guide you here.\Guiding you from this point on is mine.\Are you the one that put Miss Asahina to sleep?\I couldn't let her see me,\because when I was here, as her, I didn't meet me.\Right...\Down those railroad tracks over there is a school.\Please help the person you meet at the school gate. response:	And I'm sorry, but please give me a piggyback ride.
context: Guiding you from this point on is mine.\Are you the one that put Miss Asahina to sleep?\I couldn't let her see me,\because when I was here, as her, I didn't meet me.\Right...\Down those railroad tracks over there is a school.\Please help the person you meet at the school gate.\And I'm sorry, but please give me a piggyback ride. response:	This feels kind of like a game event.
context: Are you the one that put Miss Asahina to sleep?\I couldn't let her see me,\because when I was here, as her, I didn't meet me.\Right...\Down those railroad tracks over there is a school.\Please help the person you meet at the school gate.\And I'm sorry, but please give me a piggyback ride.\This feels kind of like a game event. response:	Do I get an item or something as a reward for doing this?
context: I couldn't let her see me,\because when I was here, as her, I didn't meet me.\Right...\Down those railroad tracks over there is a school.\Please help the person you meet at the school gate.\And I'm sorry, but please give me a piggyback ride.\This feels kind of like a game event.\Do I get an item or something as a reward for doing this? response:	A reward?
context: because when I was here, as her, I didn't meet me.\Right...\Down those railroad tracks over there is a school.\Please help the person you meet at the school gate.\And I'm sorry, but please give me a piggyback ride.\This feels kind of like a game event.\Do I get an item or something as a reward for doing this?\A reward? response:	Let's see...
context: Right...\Down those railroad tracks over there is a school.\Please help the person you meet at the school gate.\And I'm sorry, but please give me a piggyback ride.\This feels kind of like a game event.\Do I get an item or something as a reward for doing this?\A reward?\Let's see... response:	I don't have anything that I can give you.
context: Down those railroad tracks over there is a school.\Please help the person you meet at the school gate.\And I'm sorry, but please give me a piggyback ride.\This feels kind of like a game event.\Do I get an item or something as a reward for doing this?\A reward?\Let's see...\I don't have anything that I can give you. response:	But if you want, you can give the sleeping me there a kiss.
context: Please help the person you meet at the school gate.\And I'm sorry, but please give me a piggyback ride.\This feels kind of like a game event.\Do I get an item or something as a reward for doing this?\A reward?\Let's see...\I don't have anything that I can give you.\But if you want, you can give the sleeping me there a kiss. response:	But only while she's asleep.
context: And I'm sorry, but please give me a piggyback ride.\This feels kind of like a game event.\Do I get an item or something as a reward for doing this?\A reward?\Let's see...\I don't have anything that I can give you.\But if you want, you can give the sleeping me there a kiss.\But only while she's asleep. response:	That's a little...
context: This feels kind of like a game event.\Do I get an item or something as a reward for doing this?\A reward?\Let's see...\I don't have anything that I can give you.\But if you want, you can give the sleeping me there a kiss.\But only while she's asleep.\That's a little... response:	On an emotional and on a situational level,
context: Do I get an item or something as a reward for doing this?\A reward?\Let's see...\I don't have anything that I can give you.\But if you want, you can give the sleeping me there a kiss.\But only while she's asleep.\That's a little...\On an emotional and on a situational level, response:	doing that would go against my principles.
context: A reward?\Let's see...\I don't have anything that I can give you.\But if you want, you can give the sleeping me there a kiss.\But only while she's asleep.\That's a little...\On an emotional and on a situational level,\doing that would go against my principles. response:	But, well, even still...
context: Let's see...\I don't have anything that I can give you.\But if you want, you can give the sleeping me there a kiss.\But only while she's asleep.\That's a little...\On an emotional and on a situational level,\doing that would go against my principles.\But, well, even still... response:	It's time. I have to go.
context: I don't have anything that I can give you.\But if you want, you can give the sleeping me there a kiss.\But only while she's asleep.\That's a little...\On an emotional and on a situational level,\doing that would go against my principles.\But, well, even still...\It's time. I have to go. response:	Also, you have to keep my being here a secret from her.
context: But if you want, you can give the sleeping me there a kiss.\But only while she's asleep.\That's a little...\On an emotional and on a situational level,\doing that would go against my principles.\But, well, even still...\It's time. I have to go.\Also, you have to keep my being here a secret from her. response:	Promise me.
context: But only while she's asleep.\That's a little...\On an emotional and on a situational level,\doing that would go against my principles.\But, well, even still...\It's time. I have to go.\Also, you have to keep my being here a secret from her.\Promise me. response:	Will you pinky swear with me?
context: That's a little...\On an emotional and on a situational level,\doing that would go against my principles.\But, well, even still...\It's time. I have to go.\Also, you have to keep my being here a secret from her.\Promise me.\Will you pinky swear with me? response:	Okay, you've sworn!
context: On an emotional and on a situational level,\doing that would go against my principles.\But, well, even still...\It's time. I have to go.\Also, you have to keep my being here a secret from her.\Promise me.\Will you pinky swear with me?\Okay, you've sworn! response:	Good bye, Kyon.
context: doing that would go against my principles.\But, well, even still...\It's time. I have to go.\Also, you have to keep my being here a secret from her.\Promise me.\Will you pinky swear with me?\Okay, you've sworn!\Good bye, Kyon. response:	See you later.
context: But, well, even still...\It's time. I have to go.\Also, you have to keep my being here a secret from her.\Promise me.\Will you pinky swear with me?\Okay, you've sworn!\Good bye, Kyon.\See you later. response:	I wonder how long it's been
context: It's time. I have to go.\Also, you have to keep my being here a secret from her.\Promise me.\Will you pinky swear with me?\Okay, you've sworn!\Good bye, Kyon.\See you later.\I wonder how long it's been response:	since this adult Miss Asahina and I have seen each other.
context: Also, you have to keep my being here a secret from her.\Promise me.\Will you pinky swear with me?\Okay, you've sworn!\Good bye, Kyon.\See you later.\I wonder how long it's been\since this adult Miss Asahina and I have seen each other. response:	It doesn't feel like she's changed much from the last time I saw her.
context: Promise me.\Will you pinky swear with me?\Okay, you've sworn!\Good bye, Kyon.\See you later.\I wonder how long it's been\since this adult Miss Asahina and I have seen each other.\It doesn't feel like she's changed much from the last time I saw her. response:	But is this really three years ago?
context: Will you pinky swear with me?\Okay, you've sworn!\Good bye, Kyon.\See you later.\I wonder how long it's been\since this adult Miss Asahina and I have seen each other.\It doesn't feel like she's changed much from the last time I saw her.\But is this really three years ago? response:	I need to confirm this, somehow.
context: Okay, you've sworn!\Good bye, Kyon.\See you later.\I wonder how long it's been\since this adult Miss Asahina and I have seen each other.\It doesn't feel like she's changed much from the last time I saw her.\But is this really three years ago?\I need to confirm this, somehow. response:	Maybe I should call 411.
context: Good bye, Kyon.\See you later.\I wonder how long it's been\since this adult Miss Asahina and I have seen each other.\It doesn't feel like she's changed much from the last time I saw her.\But is this really three years ago?\I need to confirm this, somehow.\Maybe I should call 411. response:	East Junior High, huh?
context: See you later.\I wonder how long it's been\since this adult Miss Asahina and I have seen each other.\It doesn't feel like she's changed much from the last time I saw her.\But is this really three years ago?\I need to confirm this, somehow.\Maybe I should call 411.\East Junior High, huh? response:	Hey.
context: I wonder how long it's been\since this adult Miss Asahina and I have seen each other.\It doesn't feel like she's changed much from the last time I saw her.\But is this really three years ago?\I need to confirm this, somehow.\Maybe I should call 411.\East Junior High, huh?\Hey. response:	Who are you?
context: since this adult Miss Asahina and I have seen each other.\It doesn't feel like she's changed much from the last time I saw her.\But is this really three years ago?\I need to confirm this, somehow.\Maybe I should call 411.\East Junior High, huh?\Hey.\Who are you? response:	It does certainly seem like I've gone back three years.
context: It doesn't feel like she's changed much from the last time I saw her.\But is this really three years ago?\I need to confirm this, somehow.\Maybe I should call 411.\East Junior High, huh?\Hey.\Who are you?\It does certainly seem like I've gone back three years. response:	This is Haruhi Suzumiya, currently a seventh grader.
context: But is this really three years ago?\I need to confirm this, somehow.\Maybe I should call 411.\East Junior High, huh?\Hey.\Who are you?\It does certainly seem like I've gone back three years.\This is Haruhi Suzumiya, currently a seventh grader. response:	I asked you who you were.
context: I need to confirm this, somehow.\Maybe I should call 411.\East Junior High, huh?\Hey.\Who are you?\It does certainly seem like I've gone back three years.\This is Haruhi Suzumiya, currently a seventh grader.\I asked you who you were. response:	A pervert? A kidnapper?
