context: Uh.. response:	Er...
context: No... this is...\Don't tell me the two of you...\have already reached the point where you can understand each other with just your eyes.\It's only been a day, and you've already progressed to this point so quickly.\What exactly happened yesterday?\No matter how you look at it, you're exaggerating.\Although a lot of things did happen.\But you two can't. response:	Both of you are female.
context: Don't tell me the two of you...\have already reached the point where you can understand each other with just your eyes.\It's only been a day, and you've already progressed to this point so quickly.\What exactly happened yesterday?\No matter how you look at it, you're exaggerating.\Although a lot of things did happen.\But you two can't.\Both of you are female. response:	This is a forbidden romance!
context: have already reached the point where you can understand each other with just your eyes.\It's only been a day, and you've already progressed to this point so quickly.\What exactly happened yesterday?\No matter how you look at it, you're exaggerating.\Although a lot of things did happen.\But you two can't.\Both of you are female.\This is a forbidden romance! response:	You dropped your bag!
context: It's only been a day, and you've already progressed to this point so quickly.\What exactly happened yesterday?\No matter how you look at it, you're exaggerating.\Although a lot of things did happen.\But you two can't.\Both of you are female.\This is a forbidden romance!\You dropped your bag! response:	Hitomi-chan seemed just like Sayaka-chan today.
context: What exactly happened yesterday?\No matter how you look at it, you're exaggerating.\Although a lot of things did happen.\But you two can't.\Both of you are female.\This is a forbidden romance!\You dropped your bag!\Hitomi-chan seemed just like Sayaka-chan today. response:	Hey, what do you mean by that?
context: No matter how you look at it, you're exaggerating.\Although a lot of things did happen.\But you two can't.\Both of you are female.\This is a forbidden romance!\You dropped your bag!\Hitomi-chan seemed just like Sayaka-chan today.\Hey, what do you mean by that? response:	Is it really okay to come with us?
context: Although a lot of things did happen.\But you two can't.\Both of you are female.\This is a forbidden romance!\You dropped your bag!\Hitomi-chan seemed just like Sayaka-chan today.\Hey, what do you mean by that?\Is it really okay to come with us? response:	Why not?
context: But you two can't.\Both of you are female.\This is a forbidden romance!\You dropped your bag!\Hitomi-chan seemed just like Sayaka-chan today.\Hey, what do you mean by that?\Is it really okay to come with us?\Why not? response:	I already told you,
context: Both of you are female.\This is a forbidden romance!\You dropped your bag!\Hitomi-chan seemed just like Sayaka-chan today.\Hey, what do you mean by that?\Is it really okay to come with us?\Why not?\I already told you, response:	that person yesterday was a transfer student who's in this class.
context: This is a forbidden romance!\You dropped your bag!\Hitomi-chan seemed just like Sayaka-chan today.\Hey, what do you mean by that?\Is it really okay to come with us?\Why not?\I already told you,\that person yesterday was a transfer student who's in this class. response:	Didn't she try to take your life?
context: You dropped your bag!\Hitomi-chan seemed just like Sayaka-chan today.\Hey, what do you mean by that?\Is it really okay to come with us?\Why not?\I already told you,\that person yesterday was a transfer student who's in this class.\Didn't she try to take your life? response:	I think school might actually be safer.
context: Hitomi-chan seemed just like Sayaka-chan today.\Hey, what do you mean by that?\Is it really okay to come with us?\Why not?\I already told you,\that person yesterday was a transfer student who's in this class.\Didn't she try to take your life?\I think school might actually be safer. response:	Mami is here too.
context: Hey, what do you mean by that?\Is it really okay to come with us?\Why not?\I already told you,\that person yesterday was a transfer student who's in this class.\Didn't she try to take your life?\I think school might actually be safer.\Mami is here too. response:	Mami is a third-year, so her classroom is pretty far away from here.
context: Is it really okay to come with us?\Why not?\I already told you,\that person yesterday was a transfer student who's in this class.\Didn't she try to take your life?\I think school might actually be safer.\Mami is here too.\Mami is a third-year, so her classroom is pretty far away from here. response:	Don't worry, I can hear your voices.
context: Why not?\I already told you,\that person yesterday was a transfer student who's in this class.\Didn't she try to take your life?\I think school might actually be safer.\Mami is here too.\Mami is a third-year, so her classroom is pretty far away from here.\Don't worry, I can hear your voices. response:	The distance is still within the range of telepathy.
context: I already told you,\that person yesterday was a transfer student who's in this class.\Didn't she try to take your life?\I think school might actually be safer.\Mami is here too.\Mami is a third-year, so her classroom is pretty far away from here.\Don't worry, I can hear your voices.\The distance is still within the range of telepathy. response:	Good morning.
context: that person yesterday was a transfer student who's in this class.\Didn't she try to take your life?\I think school might actually be safer.\Mami is here too.\Mami is a third-year, so her classroom is pretty far away from here.\Don't worry, I can hear your voices.\The distance is still within the range of telepathy.\Good morning. response:	Don't worry, I'll watch over you properly.
context: Didn't she try to take your life?\I think school might actually be safer.\Mami is here too.\Mami is a third-year, so her classroom is pretty far away from here.\Don't worry, I can hear your voices.\The distance is still within the range of telepathy.\Good morning.\Don't worry, I'll watch over you properly. response:	That girl doesn't want to attract much attention to herself either.
context: I think school might actually be safer.\Mami is here too.\Mami is a third-year, so her classroom is pretty far away from here.\Don't worry, I can hear your voices.\The distance is still within the range of telepathy.\Good morning.\Don't worry, I'll watch over you properly.\That girl doesn't want to attract much attention to herself either. response:	I guess it's okay then.
context: Mami is here too.\Mami is a third-year, so her classroom is pretty far away from here.\Don't worry, I can hear your voices.\The distance is still within the range of telepathy.\Good morning.\Don't worry, I'll watch over you properly.\That girl doesn't want to attract much attention to herself either.\I guess it's okay then. response:	Speak of the devil.
context: Mami is a third-year, so her classroom is pretty far away from here.\Don't worry, I can hear your voices.\The distance is still within the range of telepathy.\Good morning.\Don't worry, I'll watch over you properly.\That girl doesn't want to attract much attention to herself either.\I guess it's okay then.\Speak of the devil. response:	That transfer student is also a... Magical Girl was it?
context: Don't worry, I can hear your voices.\The distance is still within the range of telepathy.\Good morning.\Don't worry, I'll watch over you properly.\That girl doesn't want to attract much attention to herself either.\I guess it's okay then.\Speak of the devil.\That transfer student is also a... Magical Girl was it? response:	Like Mami-san?
context: The distance is still within the range of telepathy.\Good morning.\Don't worry, I'll watch over you properly.\That girl doesn't want to attract much attention to herself either.\I guess it's okay then.\Speak of the devil.\That transfer student is also a... Magical Girl was it?\Like Mami-san? response:	Yes, there's no doubt about it.
context: Good morning.\Don't worry, I'll watch over you properly.\That girl doesn't want to attract much attention to herself either.\I guess it's okay then.\Speak of the devil.\That transfer student is also a... Magical Girl was it?\Like Mami-san?\Yes, there's no doubt about it. response:	It seems she also possesses great power.
context: Don't worry, I'll watch over you properly.\That girl doesn't want to attract much attention to herself either.\I guess it's okay then.\Speak of the devil.\That transfer student is also a... Magical Girl was it?\Like Mami-san?\Yes, there's no doubt about it.\It seems she also possesses great power. response:	But if that's the case,
context: That girl doesn't want to attract much attention to herself either.\I guess it's okay then.\Speak of the devil.\That transfer student is also a... Magical Girl was it?\Like Mami-san?\Yes, there's no doubt about it.\It seems she also possesses great power.\But if that's the case, response:	shouldn't she be helping the righteous side dealing with the Witches?
context: I guess it's okay then.\Speak of the devil.\That transfer student is also a... Magical Girl was it?\Like Mami-san?\Yes, there's no doubt about it.\It seems she also possesses great power.\But if that's the case,\shouldn't she be helping the righteous side dealing with the Witches? response:	Why would she suddenly attack Madoka?
context: Speak of the devil.\That transfer student is also a... Magical Girl was it?\Like Mami-san?\Yes, there's no doubt about it.\It seems she also possesses great power.\But if that's the case,\shouldn't she be helping the righteous side dealing with the Witches?\Why would she suddenly attack Madoka? response:	I was her target.
context: That transfer student is also a... Magical Girl was it?\Like Mami-san?\Yes, there's no doubt about it.\It seems she also possesses great power.\But if that's the case,\shouldn't she be helping the righteous side dealing with the Witches?\Why would she suddenly attack Madoka?\I was her target. response:	She probably wanted to prevent more Magical Girls from being born.
context: Like Mami-san?\Yes, there's no doubt about it.\It seems she also possesses great power.\But if that's the case,\shouldn't she be helping the righteous side dealing with the Witches?\Why would she suddenly attack Madoka?\I was her target.\She probably wanted to prevent more Magical Girls from being born. response:	Why?
context: Yes, there's no doubt about it.\It seems she also possesses great power.\But if that's the case,\shouldn't she be helping the righteous side dealing with the Witches?\Why would she suddenly attack Madoka?\I was her target.\She probably wanted to prevent more Magical Girls from being born.\Why? response:	Since we're fighting a common enemy, wouldn't it be better to have more allies?
context: It seems she also possesses great power.\But if that's the case,\shouldn't she be helping the righteous side dealing with the Witches?\Why would she suddenly attack Madoka?\I was her target.\She probably wanted to prevent more Magical Girls from being born.\Why?\Since we're fighting a common enemy, wouldn't it be better to have more allies? response:	Still, looking at it from another perspective, wouldn't it increase the competitiveness of the battles?
context: But if that's the case,\shouldn't she be helping the righteous side dealing with the Witches?\Why would she suddenly attack Madoka?\I was her target.\She probably wanted to prevent more Magical Girls from being born.\Why?\Since we're fighting a common enemy, wouldn't it be better to have more allies?\Still, looking at it from another perspective, wouldn't it increase the competitiveness of the battles? response:	No way, why's that?
context: shouldn't she be helping the righteous side dealing with the Witches?\Why would she suddenly attack Madoka?\I was her target.\She probably wanted to prevent more Magical Girls from being born.\Why?\Since we're fighting a common enemy, wouldn't it be better to have more allies?\Still, looking at it from another perspective, wouldn't it increase the competitiveness of the battles?\No way, why's that? response:	When you defeat a Witch, you can obtain the reward you are promised.
context: Why would she suddenly attack Madoka?\I was her target.\She probably wanted to prevent more Magical Girls from being born.\Why?\Since we're fighting a common enemy, wouldn't it be better to have more allies?\Still, looking at it from another perspective, wouldn't it increase the competitiveness of the battles?\No way, why's that?\When you defeat a Witch, you can obtain the reward you are promised. response:	So sometimes, due to the circumstances, we will find ourselves in conflict with each other.
context: I was her target.\She probably wanted to prevent more Magical Girls from being born.\Why?\Since we're fighting a common enemy, wouldn't it be better to have more allies?\Still, looking at it from another perspective, wouldn't it increase the competitiveness of the battles?\No way, why's that?\When you defeat a Witch, you can obtain the reward you are promised.\So sometimes, due to the circumstances, we will find ourselves in conflict with each other. response:	So basically, she already knew that Kyubei would make Madoka an offer.
context: She probably wanted to prevent more Magical Girls from being born.\Why?\Since we're fighting a common enemy, wouldn't it be better to have more allies?\Still, looking at it from another perspective, wouldn't it increase the competitiveness of the battles?\No way, why's that?\When you defeat a Witch, you can obtain the reward you are promised.\So sometimes, due to the circumstances, we will find ourselves in conflict with each other.\So basically, she already knew that Kyubei would make Madoka an offer. response:	So she came to stop us beforehand?
context: Why?\Since we're fighting a common enemy, wouldn't it be better to have more allies?\Still, looking at it from another perspective, wouldn't it increase the competitiveness of the battles?\No way, why's that?\When you defeat a Witch, you can obtain the reward you are promised.\So sometimes, due to the circumstances, we will find ourselves in conflict with each other.\So basically, she already knew that Kyubei would make Madoka an offer.\So she came to stop us beforehand? response:	I'm afraid that's it.
context: Since we're fighting a common enemy, wouldn't it be better to have more allies?\Still, looking at it from another perspective, wouldn't it increase the competitiveness of the battles?\No way, why's that?\When you defeat a Witch, you can obtain the reward you are promised.\So sometimes, due to the circumstances, we will find ourselves in conflict with each other.\So basically, she already knew that Kyubei would make Madoka an offer.\So she came to stop us beforehand?\I'm afraid that's it. response:	Don't mind her, Madoka.
context: Still, looking at it from another perspective, wouldn't it increase the competitiveness of the battles?\No way, why's that?\When you defeat a Witch, you can obtain the reward you are promised.\So sometimes, due to the circumstances, we will find ourselves in conflict with each other.\So basically, she already knew that Kyubei would make Madoka an offer.\So she came to stop us beforehand?\I'm afraid that's it.\Don't mind her, Madoka. response:	If she tries to make a move, I'll beat her up.
context: No way, why's that?\When you defeat a Witch, you can obtain the reward you are promised.\So sometimes, due to the circumstances, we will find ourselves in conflict with each other.\So basically, she already knew that Kyubei would make Madoka an offer.\So she came to stop us beforehand?\I'm afraid that's it.\Don't mind her, Madoka.\If she tries to make a move, I'll beat her up. response:	Besides, Mami-san is on our side.
context: When you defeat a Witch, you can obtain the reward you are promised.\So sometimes, due to the circumstances, we will find ourselves in conflict with each other.\So basically, she already knew that Kyubei would make Madoka an offer.\So she came to stop us beforehand?\I'm afraid that's it.\Don't mind her, Madoka.\If she tries to make a move, I'll beat her up.\Besides, Mami-san is on our side. response:	That's right, Miki-san aside, I'm here too,
context: So sometimes, due to the circumstances, we will find ourselves in conflict with each other.\So basically, she already knew that Kyubei would make Madoka an offer.\So she came to stop us beforehand?\I'm afraid that's it.\Don't mind her, Madoka.\If she tries to make a move, I'll beat her up.\Besides, Mami-san is on our side.\That's right, Miki-san aside, I'm here too, response:	so don't be afraid, there's nothing to worry about.
context: So basically, she already knew that Kyubei would make Madoka an offer.\So she came to stop us beforehand?\I'm afraid that's it.\Don't mind her, Madoka.\If she tries to make a move, I'll beat her up.\Besides, Mami-san is on our side.\That's right, Miki-san aside, I'm here too,\so don't be afraid, there's nothing to worry about. response:	You don't need to say Miki-san aside.
context: So she came to stop us beforehand?\I'm afraid that's it.\Don't mind her, Madoka.\If she tries to make a move, I'll beat her up.\Besides, Mami-san is on our side.\That's right, Miki-san aside, I'm here too,\so don't be afraid, there's nothing to worry about.\You don't need to say Miki-san aside. response:	So then, those which express actions or control are active voice,
context: I'm afraid that's it.\Don't mind her, Madoka.\If she tries to make a move, I'll beat her up.\Besides, Mami-san is on our side.\That's right, Miki-san aside, I'm here too,\so don't be afraid, there's nothing to worry about.\You don't need to say Miki-san aside.\So then, those which express actions or control are active voice, response:	while the opposite is called passive voice.
context: Don't mind her, Madoka.\If she tries to make a move, I'll beat her up.\Besides, Mami-san is on our side.\That's right, Miki-san aside, I'm here too,\so don't be afraid, there's nothing to worry about.\You don't need to say Miki-san aside.\So then, those which express actions or control are active voice,\while the opposite is called passive voice. response:	For example, if B, because of A, was made to do something
context: If she tries to make a move, I'll beat her up.\Besides, Mami-san is on our side.\That's right, Miki-san aside, I'm here too,\so don't be afraid, there's nothing to worry about.\You don't need to say Miki-san aside.\So then, those which express actions or control are active voice,\while the opposite is called passive voice.\For example, if B, because of A, was made to do something response:	and exhibits the characteristics of receiving orders or being controlled, this defines passive voice.
context: Besides, Mami-san is on our side.\That's right, Miki-san aside, I'm here too,\so don't be afraid, there's nothing to worry about.\You don't need to say Miki-san aside.\So then, those which express actions or control are active voice,\while the opposite is called passive voice.\For example, if B, because of A, was made to do something\and exhibits the characteristics of receiving orders or being controlled, this defines passive voice. response:	B verb and past tense.
context: That's right, Miki-san aside, I'm here too,\so don't be afraid, there's nothing to worry about.\You don't need to say Miki-san aside.\So then, those which express actions or control are active voice,\while the opposite is called passive voice.\For example, if B, because of A, was made to do something\and exhibits the characteristics of receiving orders or being controlled, this defines passive voice.\B verb and past tense. response:	For example, He likes me, does he like me?
context: so don't be afraid, there's nothing to worry about.\You don't need to say Miki-san aside.\So then, those which express actions or control are active voice,\while the opposite is called passive voice.\For example, if B, because of A, was made to do something\and exhibits the characteristics of receiving orders or being controlled, this defines passive voice.\B verb and past tense.\For example, He likes me, does he like me? response:	Here.
context: You don't need to say Miki-san aside.\So then, those which express actions or control are active voice,\while the opposite is called passive voice.\For example, if B, because of A, was made to do something\and exhibits the characteristics of receiving orders or being controlled, this defines passive voice.\B verb and past tense.\For example, He likes me, does he like me?\Here. response:	Hey, have you thought about what wish you would want granted, Madoka?
context: So then, those which express actions or control are active voice,\while the opposite is called passive voice.\For example, if B, because of A, was made to do something\and exhibits the characteristics of receiving orders or being controlled, this defines passive voice.\B verb and past tense.\For example, He likes me, does he like me?\Here.\Hey, have you thought about what wish you would want granted, Madoka? response:	Not really, and you?
context: while the opposite is called passive voice.\For example, if B, because of A, was made to do something\and exhibits the characteristics of receiving orders or being controlled, this defines passive voice.\B verb and past tense.\For example, He likes me, does he like me?\Here.\Hey, have you thought about what wish you would want granted, Madoka?\Not really, and you? response:	Not at all.
context: For example, if B, because of A, was made to do something\and exhibits the characteristics of receiving orders or being controlled, this defines passive voice.\B verb and past tense.\For example, He likes me, does he like me?\Here.\Hey, have you thought about what wish you would want granted, Madoka?\Not really, and you?\Not at all. response:	I was thinking, even though we can easily come up with loads of wishes,
context: and exhibits the characteristics of receiving orders or being controlled, this defines passive voice.\B verb and past tense.\For example, He likes me, does he like me?\Here.\Hey, have you thought about what wish you would want granted, Madoka?\Not really, and you?\Not at all.\I was thinking, even though we can easily come up with loads of wishes, response:	a lot of things we want or would like to do,
context: B verb and past tense.\For example, He likes me, does he like me?\Here.\Hey, have you thought about what wish you would want granted, Madoka?\Not really, and you?\Not at all.\I was thinking, even though we can easily come up with loads of wishes,\a lot of things we want or would like to do, response:	I can't think of anything I'd like risking my life for to have granted.
context: For example, He likes me, does he like me?\Here.\Hey, have you thought about what wish you would want granted, Madoka?\Not really, and you?\Not at all.\I was thinking, even though we can easily come up with loads of wishes,\a lot of things we want or would like to do,\I can't think of anything I'd like risking my life for to have granted. response:	It doesn't seem necessary to risk your life all the time.
context: Here.\Hey, have you thought about what wish you would want granted, Madoka?\Not really, and you?\Not at all.\I was thinking, even though we can easily come up with loads of wishes,\a lot of things we want or would like to do,\I can't think of anything I'd like risking my life for to have granted.\It doesn't seem necessary to risk your life all the time. response:	This is really surprising, a lot of kids would agree immediately.
context: Hey, have you thought about what wish you would want granted, Madoka?\Not really, and you?\Not at all.\I was thinking, even though we can easily come up with loads of wishes,\a lot of things we want or would like to do,\I can't think of anything I'd like risking my life for to have granted.\It doesn't seem necessary to risk your life all the time.\This is really surprising, a lot of kids would agree immediately. response:	We're probably just being stupid.
context: Not really, and you?\Not at all.\I was thinking, even though we can easily come up with loads of wishes,\a lot of things we want or would like to do,\I can't think of anything I'd like risking my life for to have granted.\It doesn't seem necessary to risk your life all the time.\This is really surprising, a lot of kids would agree immediately.\We're probably just being stupid. response:	Is that what it is?
context: Not at all.\I was thinking, even though we can easily come up with loads of wishes,\a lot of things we want or would like to do,\I can't think of anything I'd like risking my life for to have granted.\It doesn't seem necessary to risk your life all the time.\This is really surprising, a lot of kids would agree immediately.\We're probably just being stupid.\Is that what it is? response:	Yep, lucky idiots.
context: I was thinking, even though we can easily come up with loads of wishes,\a lot of things we want or would like to do,\I can't think of anything I'd like risking my life for to have granted.\It doesn't seem necessary to risk your life all the time.\This is really surprising, a lot of kids would agree immediately.\We're probably just being stupid.\Is that what it is?\Yep, lucky idiots. response:	It's not really surprising. The world must have a lot of people who have dreams...
context: a lot of things we want or would like to do,\I can't think of anything I'd like risking my life for to have granted.\It doesn't seem necessary to risk your life all the time.\This is really surprising, a lot of kids would agree immediately.\We're probably just being stupid.\Is that what it is?\Yep, lucky idiots.\It's not really surprising. The world must have a lot of people who have dreams... response:	for which they would risk their life to have them granted.
context: I can't think of anything I'd like risking my life for to have granted.\It doesn't seem necessary to risk your life all the time.\This is really surprising, a lot of kids would agree immediately.\We're probably just being stupid.\Is that what it is?\Yep, lucky idiots.\It's not really surprising. The world must have a lot of people who have dreams...\for which they would risk their life to have them granted. response:	That's why it's fitting to say that those of us who can't see our destination
context: It doesn't seem necessary to risk your life all the time.\This is really surprising, a lot of kids would agree immediately.\We're probably just being stupid.\Is that what it is?\Yep, lucky idiots.\It's not really surprising. The world must have a lot of people who have dreams...\for which they would risk their life to have them granted.\That's why it's fitting to say that those of us who can't see our destination response:	don't understand that kind of pain.
context: This is really surprising, a lot of kids would agree immediately.\We're probably just being stupid.\Is that what it is?\Yep, lucky idiots.\It's not really surprising. The world must have a lot of people who have dreams...\for which they would risk their life to have them granted.\That's why it's fitting to say that those of us who can't see our destination\don't understand that kind of pain. response:	We've become idiots because we've received so much kindness.
context: We're probably just being stupid.\Is that what it is?\Yep, lucky idiots.\It's not really surprising. The world must have a lot of people who have dreams...\for which they would risk their life to have them granted.\That's why it's fitting to say that those of us who can't see our destination\don't understand that kind of pain.\We've become idiots because we've received so much kindness. response:	Why us?
context: Is that what it is?\Yep, lucky idiots.\It's not really surprising. The world must have a lot of people who have dreams...\for which they would risk their life to have them granted.\That's why it's fitting to say that those of us who can't see our destination\don't understand that kind of pain.\We've become idiots because we've received so much kindness.\Why us? response:	This doesn't seem fair.
context: Yep, lucky idiots.\It's not really surprising. The world must have a lot of people who have dreams...\for which they would risk their life to have them granted.\That's why it's fitting to say that those of us who can't see our destination\don't understand that kind of pain.\We've become idiots because we've received so much kindness.\Why us?\This doesn't seem fair. response:	This chance should be given to those who really need it.
context: It's not really surprising. The world must have a lot of people who have dreams...\for which they would risk their life to have them granted.\That's why it's fitting to say that those of us who can't see our destination\don't understand that kind of pain.\We've become idiots because we've received so much kindness.\Why us?\This doesn't seem fair.\This chance should be given to those who really need it. response:	Sayaka-chan.
context: for which they would risk their life to have them granted.\That's why it's fitting to say that those of us who can't see our destination\don't understand that kind of pain.\We've become idiots because we've received so much kindness.\Why us?\This doesn't seem fair.\This chance should be given to those who really need it.\Sayaka-chan. response:	Don't worry.
context: That's why it's fitting to say that those of us who can't see our destination\don't understand that kind of pain.\We've become idiots because we've received so much kindness.\Why us?\This doesn't seem fair.\This chance should be given to those who really need it.\Sayaka-chan.\Don't worry. response:	Do you want a repeat of yesterday's incident?
context: don't understand that kind of pain.\We've become idiots because we've received so much kindness.\Why us?\This doesn't seem fair.\This chance should be given to those who really need it.\Sayaka-chan.\Don't worry.\Do you want a repeat of yesterday's incident? response:	No, I have no such plans.
context: We've become idiots because we've received so much kindness.\Why us?\This doesn't seem fair.\This chance should be given to those who really need it.\Sayaka-chan.\Don't worry.\Do you want a repeat of yesterday's incident?\No, I have no such plans. response:	I wanted to settle this before this thing met Madoka.
context: Why us?\This doesn't seem fair.\This chance should be given to those who really need it.\Sayaka-chan.\Don't worry.\Do you want a repeat of yesterday's incident?\No, I have no such plans.\I wanted to settle this before this thing met Madoka. response:	Now that it has come to this, it's too late.
context: This doesn't seem fair.\This chance should be given to those who really need it.\Sayaka-chan.\Don't worry.\Do you want a repeat of yesterday's incident?\No, I have no such plans.\I wanted to settle this before this thing met Madoka.\Now that it has come to this, it's too late. response:	So what do you intend to do?
context: This chance should be given to those who really need it.\Sayaka-chan.\Don't worry.\Do you want a repeat of yesterday's incident?\No, I have no such plans.\I wanted to settle this before this thing met Madoka.\Now that it has come to this, it's too late.\So what do you intend to do? response:	You want to become Magical Girls, don't you?
context: Sayaka-chan.\Don't worry.\Do you want a repeat of yesterday's incident?\No, I have no such plans.\I wanted to settle this before this thing met Madoka.\Now that it has come to this, it's too late.\So what do you intend to do?\You want to become Magical Girls, don't you? response:	We don't have to tell you anything!
context: Don't worry.\Do you want a repeat of yesterday's incident?\No, I have no such plans.\I wanted to settle this before this thing met Madoka.\Now that it has come to this, it's too late.\So what do you intend to do?\You want to become Magical Girls, don't you?\We don't have to tell you anything! response:	Do you remember what I said yesterday?
context: Do you want a repeat of yesterday's incident?\No, I have no such plans.\I wanted to settle this before this thing met Madoka.\Now that it has come to this, it's too late.\So what do you intend to do?\You want to become Magical Girls, don't you?\We don't have to tell you anything!\Do you remember what I said yesterday? response:	Yeah.
context: No, I have no such plans.\I wanted to settle this before this thing met Madoka.\Now that it has come to this, it's too late.\So what do you intend to do?\You want to become Magical Girls, don't you?\We don't have to tell you anything!\Do you remember what I said yesterday?\Yeah. response:	Then it's fine.
context: I wanted to settle this before this thing met Madoka.\Now that it has come to this, it's too late.\So what do you intend to do?\You want to become Magical Girls, don't you?\We don't have to tell you anything!\Do you remember what I said yesterday?\Yeah.\Then it's fine. response:	I trust my warning won't be wasted on you.
context: Now that it has come to this, it's too late.\So what do you intend to do?\You want to become Magical Girls, don't you?\We don't have to tell you anything!\Do you remember what I said yesterday?\Yeah.\Then it's fine.\I trust my warning won't be wasted on you. response:	Homura-chan.
context: So what do you intend to do?\You want to become Magical Girls, don't you?\We don't have to tell you anything!\Do you remember what I said yesterday?\Yeah.\Then it's fine.\I trust my warning won't be wasted on you.\Homura-chan. response:	Did you become a Magical Girl to fulfill some wish?
context: You want to become Magical Girls, don't you?\We don't have to tell you anything!\Do you remember what I said yesterday?\Yeah.\Then it's fine.\I trust my warning won't be wasted on you.\Homura-chan.\Did you become a Magical Girl to fulfill some wish? response:	Sorry, Hitomi, we both have something to do.
context: We don't have to tell you anything!\Do you remember what I said yesterday?\Yeah.\Then it's fine.\I trust my warning won't be wasted on you.\Homura-chan.\Did you become a Magical Girl to fulfill some wish?\Sorry, Hitomi, we both have something to do. response:	Something secret?
context: Do you remember what I said yesterday?\Yeah.\Then it's fine.\I trust my warning won't be wasted on you.\Homura-chan.\Did you become a Magical Girl to fulfill some wish?\Sorry, Hitomi, we both have something to do.\Something secret? response:	I'm so envious!
context: Yeah.\Then it's fine.\I trust my warning won't be wasted on you.\Homura-chan.\Did you become a Magical Girl to fulfill some wish?\Sorry, Hitomi, we both have something to do.\Something secret?\I'm so envious! response:	Your relationship has reached a point where you don't want interference!
context: Then it's fine.\I trust my warning won't be wasted on you.\Homura-chan.\Did you become a Magical Girl to fulfill some wish?\Sorry, Hitomi, we both have something to do.\Something secret?\I'm so envious!\Your relationship has reached a point where you don't want interference! response:	No, it isn't like that.
context: I trust my warning won't be wasted on you.\Homura-chan.\Did you become a Magical Girl to fulfill some wish?\Sorry, Hitomi, we both have something to do.\Something secret?\I'm so envious!\Your relationship has reached a point where you don't want interference!\No, it isn't like that. response:	Do you want to go to the coffee shop with us after school, Akemi-san?
context: Homura-chan.\Did you become a Magical Girl to fulfill some wish?\Sorry, Hitomi, we both have something to do.\Something secret?\I'm so envious!\Your relationship has reached a point where you don't want interference!\No, it isn't like that.\Do you want to go to the coffee shop with us after school, Akemi-san? response:	I have something to do today.
context: Did you become a Magical Girl to fulfill some wish?\Sorry, Hitomi, we both have something to do.\Something secret?\I'm so envious!\Your relationship has reached a point where you don't want interference!\No, it isn't like that.\Do you want to go to the coffee shop with us after school, Akemi-san?\I have something to do today. response:	Sorry.
context: Sorry, Hitomi, we both have something to do.\Something secret?\I'm so envious!\Your relationship has reached a point where you don't want interference!\No, it isn't like that.\Do you want to go to the coffee shop with us after school, Akemi-san?\I have something to do today.\Sorry. response:	Now then, this is the first phase of Magical Girl lessons.
context: Something secret?\I'm so envious!\Your relationship has reached a point where you don't want interference!\No, it isn't like that.\Do you want to go to the coffee shop with us after school, Akemi-san?\I have something to do today.\Sorry.\Now then, this is the first phase of Magical Girl lessons. response:	Let's get to work.
context: I'm so envious!\Your relationship has reached a point where you don't want interference!\No, it isn't like that.\Do you want to go to the coffee shop with us after school, Akemi-san?\I have something to do today.\Sorry.\Now then, this is the first phase of Magical Girl lessons.\Let's get to work. response:	Are you prepared?
context: Your relationship has reached a point where you don't want interference!\No, it isn't like that.\Do you want to go to the coffee shop with us after school, Akemi-san?\I have something to do today.\Sorry.\Now then, this is the first phase of Magical Girl lessons.\Let's get to work.\Are you prepared? response:	I don't really know whether we're adequately prepared,
context: No, it isn't like that.\Do you want to go to the coffee shop with us after school, Akemi-san?\I have something to do today.\Sorry.\Now then, this is the first phase of Magical Girl lessons.\Let's get to work.\Are you prepared?\I don't really know whether we're adequately prepared, response:	but I brought this.
context: Do you want to go to the coffee shop with us after school, Akemi-san?\I have something to do today.\Sorry.\Now then, this is the first phase of Magical Girl lessons.\Let's get to work.\Are you prepared?\I don't really know whether we're adequately prepared,\but I brought this. response:	It seems better than not bringing anything.
context: I have something to do today.\Sorry.\Now then, this is the first phase of Magical Girl lessons.\Let's get to work.\Are you prepared?\I don't really know whether we're adequately prepared,\but I brought this.\It seems better than not bringing anything. response:	Yeah, if we end up in such a tough situation that we would need to use that, it'll be a great help.
context: Sorry.\Now then, this is the first phase of Magical Girl lessons.\Let's get to work.\Are you prepared?\I don't really know whether we're adequately prepared,\but I brought this.\It seems better than not bringing anything.\Yeah, if we end up in such a tough situation that we would need to use that, it'll be a great help. response:	What did you bring, Madoka?
context: Now then, this is the first phase of Magical Girl lessons.\Let's get to work.\Are you prepared?\I don't really know whether we're adequately prepared,\but I brought this.\It seems better than not bringing anything.\Yeah, if we end up in such a tough situation that we would need to use that, it'll be a great help.\What did you bring, Madoka? response:	I was thinking we should decide on costumes first.
context: Let's get to work.\Are you prepared?\I don't really know whether we're adequately prepared,\but I brought this.\It seems better than not bringing anything.\Yeah, if we end up in such a tough situation that we would need to use that, it'll be a great help.\What did you bring, Madoka?\I was thinking we should decide on costumes first. response:	You really did put some effort into this.
context: Are you prepared?\I don't really know whether we're adequately prepared,\but I brought this.\It seems better than not bringing anything.\Yeah, if we end up in such a tough situation that we would need to use that, it'll be a great help.\What did you bring, Madoka?\I was thinking we should decide on costumes first.\You really did put some effort into this. response:	I surrender, you've beaten me.
