context: Well, I'll be going now, Ayumi. response:	Episode 8 Encounter
context: ZHIEND?\Yusa, you didn't know about them? It's the rock band that Tomori loves.\It's not rock! It's post-rock!\Post-rock?\Look it up on Wikipedia.\Post-rock is a type of rock music. It has rhythms, chords, melodies, and chord progressions that aren't in traditional rock.\Now I understand it even less...\That doesn't matter at all. response:	Right here, I have two ticket for ZHIEND's gig.
context: Yusa, you didn't know about them? It's the rock band that Tomori loves.\It's not rock! It's post-rock!\Post-rock?\Look it up on Wikipedia.\Post-rock is a type of rock music. It has rhythms, chords, melodies, and chord progressions that aren't in traditional rock.\Now I understand it even less...\That doesn't matter at all.\Right here, I have two ticket for ZHIEND's gig. response:	The problem is, what should I do with them?
context: It's not rock! It's post-rock!\Post-rock?\Look it up on Wikipedia.\Post-rock is a type of rock music. It has rhythms, chords, melodies, and chord progressions that aren't in traditional rock.\Now I understand it even less...\That doesn't matter at all.\Right here, I have two ticket for ZHIEND's gig.\The problem is, what should I do with them? response:	I'm not comprehending the meaning of this...
context: Post-rock?\Look it up on Wikipedia.\Post-rock is a type of rock music. It has rhythms, chords, melodies, and chord progressions that aren't in traditional rock.\Now I understand it even less...\That doesn't matter at all.\Right here, I have two ticket for ZHIEND's gig.\The problem is, what should I do with them?\I'm not comprehending the meaning of this... response:	She means, one person gets to go with her.
context: Look it up on Wikipedia.\Post-rock is a type of rock music. It has rhythms, chords, melodies, and chord progressions that aren't in traditional rock.\Now I understand it even less...\That doesn't matter at all.\Right here, I have two ticket for ZHIEND's gig.\The problem is, what should I do with them?\I'm not comprehending the meaning of this...\She means, one person gets to go with her. response:	I see. But I don't know about that something-rock...
context: Post-rock is a type of rock music. It has rhythms, chords, melodies, and chord progressions that aren't in traditional rock.\Now I understand it even less...\That doesn't matter at all.\Right here, I have two ticket for ZHIEND's gig.\The problem is, what should I do with them?\I'm not comprehending the meaning of this...\She means, one person gets to go with her.\I see. But I don't know about that something-rock... response:	Their reviews and popularity overseas are super-high, too...
context: Now I understand it even less...\That doesn't matter at all.\Right here, I have two ticket for ZHIEND's gig.\The problem is, what should I do with them?\I'm not comprehending the meaning of this...\She means, one person gets to go with her.\I see. But I don't know about that something-rock...\Their reviews and popularity overseas are super-high, too... response:	If your song was a perfect score at 100 points, ZHIEND would score a million points.
context: That doesn't matter at all.\Right here, I have two ticket for ZHIEND's gig.\The problem is, what should I do with them?\I'm not comprehending the meaning of this...\She means, one person gets to go with her.\I see. But I don't know about that something-rock...\Their reviews and popularity overseas are super-high, too...\If your song was a perfect score at 100 points, ZHIEND would score a million points. response:	To think there was a score above a perfect score!
context: Right here, I have two ticket for ZHIEND's gig.\The problem is, what should I do with them?\I'm not comprehending the meaning of this...\She means, one person gets to go with her.\I see. But I don't know about that something-rock...\Their reviews and popularity overseas are super-high, too...\If your song was a perfect score at 100 points, ZHIEND would score a million points.\To think there was a score above a perfect score! response:	So, do I have any volunteers?
context: The problem is, what should I do with them?\I'm not comprehending the meaning of this...\She means, one person gets to go with her.\I see. But I don't know about that something-rock...\Their reviews and popularity overseas are super-high, too...\If your song was a perfect score at 100 points, ZHIEND would score a million points.\To think there was a score above a perfect score!\So, do I have any volunteers? response:	I don't have much interest, either. So, Otosaka, how about it?
context: I'm not comprehending the meaning of this...\She means, one person gets to go with her.\I see. But I don't know about that something-rock...\Their reviews and popularity overseas are super-high, too...\If your song was a perfect score at 100 points, ZHIEND would score a million points.\To think there was a score above a perfect score!\So, do I have any volunteers?\I don't have much interest, either. So, Otosaka, how about it? response:	Me?
context: She means, one person gets to go with her.\I see. But I don't know about that something-rock...\Their reviews and popularity overseas are super-high, too...\If your song was a perfect score at 100 points, ZHIEND would score a million points.\To think there was a score above a perfect score!\So, do I have any volunteers?\I don't have much interest, either. So, Otosaka, how about it?\Me? response:	Sounds good. How about you go together with Tomori?
context: I see. But I don't know about that something-rock...\Their reviews and popularity overseas are super-high, too...\If your song was a perfect score at 100 points, ZHIEND would score a million points.\To think there was a score above a perfect score!\So, do I have any volunteers?\I don't have much interest, either. So, Otosaka, how about it?\Me?\Sounds good. How about you go together with Tomori? response:	Wait. Hold it. What's with deciding it by process of elimination?
context: Their reviews and popularity overseas are super-high, too...\If your song was a perfect score at 100 points, ZHIEND would score a million points.\To think there was a score above a perfect score!\So, do I have any volunteers?\I don't have much interest, either. So, Otosaka, how about it?\Me?\Sounds good. How about you go together with Tomori?\Wait. Hold it. What's with deciding it by process of elimination? response:	What about Misa? I haven't heard Misa's opinion yet!
context: If your song was a perfect score at 100 points, ZHIEND would score a million points.\To think there was a score above a perfect score!\So, do I have any volunteers?\I don't have much interest, either. So, Otosaka, how about it?\Me?\Sounds good. How about you go together with Tomori?\Wait. Hold it. What's with deciding it by process of elimination?\What about Misa? I haven't heard Misa's opinion yet! response:	I'll go if I can listen to a super-fast two-bass at BPM260.
context: To think there was a score above a perfect score!\So, do I have any volunteers?\I don't have much interest, either. So, Otosaka, how about it?\Me?\Sounds good. How about you go together with Tomori?\Wait. Hold it. What's with deciding it by process of elimination?\What about Misa? I haven't heard Misa's opinion yet!\I'll go if I can listen to a super-fast two-bass at BPM260. response:	You won't get a super-fast two-bass at BPM260 so please refrain yourself.
context: So, do I have any volunteers?\I don't have much interest, either. So, Otosaka, how about it?\Me?\Sounds good. How about you go together with Tomori?\Wait. Hold it. What's with deciding it by process of elimination?\What about Misa? I haven't heard Misa's opinion yet!\I'll go if I can listen to a super-fast two-bass at BPM260.\You won't get a super-fast two-bass at BPM260 so please refrain yourself. response:	So, that means it's been decided that Otosaka is going.
context: I don't have much interest, either. So, Otosaka, how about it?\Me?\Sounds good. How about you go together with Tomori?\Wait. Hold it. What's with deciding it by process of elimination?\What about Misa? I haven't heard Misa's opinion yet!\I'll go if I can listen to a super-fast two-bass at BPM260.\You won't get a super-fast two-bass at BPM260 so please refrain yourself.\So, that means it's been decided that Otosaka is going. response:	It's all right at a time like this?
context: Me?\Sounds good. How about you go together with Tomori?\Wait. Hold it. What's with deciding it by process of elimination?\What about Misa? I haven't heard Misa's opinion yet!\I'll go if I can listen to a super-fast two-bass at BPM260.\You won't get a super-fast two-bass at BPM260 so please refrain yourself.\So, that means it's been decided that Otosaka is going.\It's all right at a time like this? response:	Isn't it good every so often?
context: Sounds good. How about you go together with Tomori?\Wait. Hold it. What's with deciding it by process of elimination?\What about Misa? I haven't heard Misa's opinion yet!\I'll go if I can listen to a super-fast two-bass at BPM260.\You won't get a super-fast two-bass at BPM260 so please refrain yourself.\So, that means it's been decided that Otosaka is going.\It's all right at a time like this?\Isn't it good every so often? response:	People do need breathers.
context: Wait. Hold it. What's with deciding it by process of elimination?\What about Misa? I haven't heard Misa's opinion yet!\I'll go if I can listen to a super-fast two-bass at BPM260.\You won't get a super-fast two-bass at BPM260 so please refrain yourself.\So, that means it's been decided that Otosaka is going.\It's all right at a time like this?\Isn't it good every so often?\People do need breathers. response:	All right. I'll plan on going.
context: What about Misa? I haven't heard Misa's opinion yet!\I'll go if I can listen to a super-fast two-bass at BPM260.\You won't get a super-fast two-bass at BPM260 so please refrain yourself.\So, that means it's been decided that Otosaka is going.\It's all right at a time like this?\Isn't it good every so often?\People do need breathers.\All right. I'll plan on going. response:	Excuse me.
context: I'll go if I can listen to a super-fast two-bass at BPM260.\You won't get a super-fast two-bass at BPM260 so please refrain yourself.\So, that means it's been decided that Otosaka is going.\It's all right at a time like this?\Isn't it good every so often?\People do need breathers.\All right. I'll plan on going.\Excuse me. response:	Huh?
context: You won't get a super-fast two-bass at BPM260 so please refrain yourself.\So, that means it's been decided that Otosaka is going.\It's all right at a time like this?\Isn't it good every so often?\People do need breathers.\All right. I'll plan on going.\Excuse me.\Huh? response:	She's blind...
context: So, that means it's been decided that Otosaka is going.\It's all right at a time like this?\Isn't it good every so often?\People do need breathers.\All right. I'll plan on going.\Excuse me.\Huh?\She's blind... response:	Why avoid me? Shit!
context: It's all right at a time like this?\Isn't it good every so often?\People do need breathers.\All right. I'll plan on going.\Excuse me.\Huh?\She's blind...\Why avoid me? Shit! response:	What was that just now...
context: Isn't it good every so often?\People do need breathers.\All right. I'll plan on going.\Excuse me.\Huh?\She's blind...\Why avoid me? Shit!\What was that just now... response:	Can it be..?
context: People do need breathers.\All right. I'll plan on going.\Excuse me.\Huh?\She's blind...\Why avoid me? Shit!\What was that just now...\Can it be..? response:	Let's see... How... what was it?
context: All right. I'll plan on going.\Excuse me.\Huh?\She's blind...\Why avoid me? Shit!\What was that just now...\Can it be..?\Let's see... How... what was it? response:	You're going to let me eat Modern-yaki?
context: Excuse me.\Huh?\She's blind...\Why avoid me? Shit!\What was that just now...\Can it be..?\Let's see... How... what was it?\You're going to let me eat Modern-yaki? response:	You're fine with Japanese?
context: Huh?\She's blind...\Why avoid me? Shit!\What was that just now...\Can it be..?\Let's see... How... what was it?\You're going to let me eat Modern-yaki?\You're fine with Japanese? response:	I'm talkin' about Modern-yaki. Mo-der-n-ya-ki.
context: She's blind...\Why avoid me? Shit!\What was that just now...\Can it be..?\Let's see... How... what was it?\You're going to let me eat Modern-yaki?\You're fine with Japanese?\I'm talkin' about Modern-yaki. Mo-der-n-ya-ki. response:	Modern-yaki?
context: Why avoid me? Shit!\What was that just now...\Can it be..?\Let's see... How... what was it?\You're going to let me eat Modern-yaki?\You're fine with Japanese?\I'm talkin' about Modern-yaki. Mo-der-n-ya-ki.\Modern-yaki? response:	You too? Nobody knows. I'm in Japan, why the hell is this!
context: What was that just now...\Can it be..?\Let's see... How... what was it?\You're going to let me eat Modern-yaki?\You're fine with Japanese?\I'm talkin' about Modern-yaki. Mo-der-n-ya-ki.\Modern-yaki?\You too? Nobody knows. I'm in Japan, why the hell is this! response:	Jesus!
context: Can it be..?\Let's see... How... what was it?\You're going to let me eat Modern-yaki?\You're fine with Japanese?\I'm talkin' about Modern-yaki. Mo-der-n-ya-ki.\Modern-yaki?\You too? Nobody knows. I'm in Japan, why the hell is this!\Jesus! response:	Aren't you talking about okonomiyaki with noodles in it?
context: Let's see... How... what was it?\You're going to let me eat Modern-yaki?\You're fine with Japanese?\I'm talkin' about Modern-yaki. Mo-der-n-ya-ki.\Modern-yaki?\You too? Nobody knows. I'm in Japan, why the hell is this!\Jesus!\Aren't you talking about okonomiyaki with noodles in it? response:	Yes! That's right, noodles! Where can I eat some?
context: You're going to let me eat Modern-yaki?\You're fine with Japanese?\I'm talkin' about Modern-yaki. Mo-der-n-ya-ki.\Modern-yaki?\You too? Nobody knows. I'm in Japan, why the hell is this!\Jesus!\Aren't you talking about okonomiyaki with noodles in it?\Yes! That's right, noodles! Where can I eat some? response:	If you don't mind it being Hiroshima-yaki, they have it at any normal okonomiyaki place.
context: You're fine with Japanese?\I'm talkin' about Modern-yaki. Mo-der-n-ya-ki.\Modern-yaki?\You too? Nobody knows. I'm in Japan, why the hell is this!\Jesus!\Aren't you talking about okonomiyaki with noodles in it?\Yes! That's right, noodles! Where can I eat some?\If you don't mind it being Hiroshima-yaki, they have it at any normal okonomiyaki place. response:	Does it have noodles in it?
context: I'm talkin' about Modern-yaki. Mo-der-n-ya-ki.\Modern-yaki?\You too? Nobody knows. I'm in Japan, why the hell is this!\Jesus!\Aren't you talking about okonomiyaki with noodles in it?\Yes! That's right, noodles! Where can I eat some?\If you don't mind it being Hiroshima-yaki, they have it at any normal okonomiyaki place.\Does it have noodles in it? response:	Y-Yeah...
context: Modern-yaki?\You too? Nobody knows. I'm in Japan, why the hell is this!\Jesus!\Aren't you talking about okonomiyaki with noodles in it?\Yes! That's right, noodles! Where can I eat some?\If you don't mind it being Hiroshima-yaki, they have it at any normal okonomiyaki place.\Does it have noodles in it?\Y-Yeah... response:	By all means, take me there.
context: You too? Nobody knows. I'm in Japan, why the hell is this!\Jesus!\Aren't you talking about okonomiyaki with noodles in it?\Yes! That's right, noodles! Where can I eat some?\If you don't mind it being Hiroshima-yaki, they have it at any normal okonomiyaki place.\Does it have noodles in it?\Y-Yeah...\By all means, take me there. response:	Fine! I get it!
context: Jesus!\Aren't you talking about okonomiyaki with noodles in it?\Yes! That's right, noodles! Where can I eat some?\If you don't mind it being Hiroshima-yaki, they have it at any normal okonomiyaki place.\Does it have noodles in it?\Y-Yeah...\By all means, take me there.\Fine! I get it! response:	One Hiroshima-yaki, please.
context: Aren't you talking about okonomiyaki with noodles in it?\Yes! That's right, noodles! Where can I eat some?\If you don't mind it being Hiroshima-yaki, they have it at any normal okonomiyaki place.\Does it have noodles in it?\Y-Yeah...\By all means, take me there.\Fine! I get it!\One Hiroshima-yaki, please. response:	And a medium draft beer!
context: Yes! That's right, noodles! Where can I eat some?\If you don't mind it being Hiroshima-yaki, they have it at any normal okonomiyaki place.\Does it have noodles in it?\Y-Yeah...\By all means, take me there.\Fine! I get it!\One Hiroshima-yaki, please.\And a medium draft beer! response:	Got it!
context: If you don't mind it being Hiroshima-yaki, they have it at any normal okonomiyaki place.\Does it have noodles in it?\Y-Yeah...\By all means, take me there.\Fine! I get it!\One Hiroshima-yaki, please.\And a medium draft beer!\Got it! response:	Let's see... I'll have some oolong tea...
context: Does it have noodles in it?\Y-Yeah...\By all means, take me there.\Fine! I get it!\One Hiroshima-yaki, please.\And a medium draft beer!\Got it!\Let's see... I'll have some oolong tea... response:	Got it!
context: Y-Yeah...\By all means, take me there.\Fine! I get it!\One Hiroshima-yaki, please.\And a medium draft beer!\Got it!\Let's see... I'll have some oolong tea...\Got it! response:	Oh, no, make that two Hiroshima-yakis, please!
context: By all means, take me there.\Fine! I get it!\One Hiroshima-yaki, please.\And a medium draft beer!\Got it!\Let's see... I'll have some oolong tea...\Got it!\Oh, no, make that two Hiroshima-yakis, please! response:	Got it!
context: Fine! I get it!\One Hiroshima-yaki, please.\And a medium draft beer!\Got it!\Let's see... I'll have some oolong tea...\Got it!\Oh, no, make that two Hiroshima-yakis, please!\Got it! response:	Even if I go home, nobody is going to have dinner ready for me anymore...
context: One Hiroshima-yaki, please.\And a medium draft beer!\Got it!\Let's see... I'll have some oolong tea...\Got it!\Oh, no, make that two Hiroshima-yakis, please!\Got it!\Even if I go home, nobody is going to have dinner ready for me anymore... response:	I have to get used to this lifestyle soon...
context: And a medium draft beer!\Got it!\Let's see... I'll have some oolong tea...\Got it!\Oh, no, make that two Hiroshima-yakis, please!\Got it!\Even if I go home, nobody is going to have dinner ready for me anymore...\I have to get used to this lifestyle soon... response:	Man, that hits the spot!
context: Got it!\Let's see... I'll have some oolong tea...\Got it!\Oh, no, make that two Hiroshima-yakis, please!\Got it!\Even if I go home, nobody is going to have dinner ready for me anymore...\I have to get used to this lifestyle soon...\Man, that hits the spot! response:	You want to cook it yourselves?
context: Let's see... I'll have some oolong tea...\Got it!\Oh, no, make that two Hiroshima-yakis, please!\Got it!\Even if I go home, nobody is going to have dinner ready for me anymore...\I have to get used to this lifestyle soon...\Man, that hits the spot!\You want to cook it yourselves? response:	Oh no, she's blind, so please cook it for us?
context: Got it!\Oh, no, make that two Hiroshima-yakis, please!\Got it!\Even if I go home, nobody is going to have dinner ready for me anymore...\I have to get used to this lifestyle soon...\Man, that hits the spot!\You want to cook it yourselves?\Oh no, she's blind, so please cook it for us? response:	Got it!
context: Oh, no, make that two Hiroshima-yakis, please!\Got it!\Even if I go home, nobody is going to have dinner ready for me anymore...\I have to get used to this lifestyle soon...\Man, that hits the spot!\You want to cook it yourselves?\Oh no, she's blind, so please cook it for us?\Got it! response:	Wait, huh? She's blind?
context: Got it!\Even if I go home, nobody is going to have dinner ready for me anymore...\I have to get used to this lifestyle soon...\Man, that hits the spot!\You want to cook it yourselves?\Oh no, she's blind, so please cook it for us?\Got it!\Wait, huh? She's blind? response:	Can it be that you...
context: Even if I go home, nobody is going to have dinner ready for me anymore...\I have to get used to this lifestyle soon...\Man, that hits the spot!\You want to cook it yourselves?\Oh no, she's blind, so please cook it for us?\Got it!\Wait, huh? She's blind?\Can it be that you... response:	Hey there! I'm Sala Shane, the vocalist for ZHIEND!
context: I have to get used to this lifestyle soon...\Man, that hits the spot!\You want to cook it yourselves?\Oh no, she's blind, so please cook it for us?\Got it!\Wait, huh? She's blind?\Can it be that you...\Hey there! I'm Sala Shane, the vocalist for ZHIEND! response:	Just as I thought!
context: Man, that hits the spot!\You want to cook it yourselves?\Oh no, she's blind, so please cook it for us?\Got it!\Wait, huh? She's blind?\Can it be that you...\Hey there! I'm Sala Shane, the vocalist for ZHIEND!\Just as I thought! response:	I-I can't believe Sala dropped by such a filthy little okonomiyaki place like this!
context: You want to cook it yourselves?\Oh no, she's blind, so please cook it for us?\Got it!\Wait, huh? She's blind?\Can it be that you...\Hey there! I'm Sala Shane, the vocalist for ZHIEND!\Just as I thought!\I-I can't believe Sala dropped by such a filthy little okonomiyaki place like this! response:	Oh, I'll be going to the gig tomorrow! A-And, can I get an autograph on a signboard?
context: Oh no, she's blind, so please cook it for us?\Got it!\Wait, huh? She's blind?\Can it be that you...\Hey there! I'm Sala Shane, the vocalist for ZHIEND!\Just as I thought!\I-I can't believe Sala dropped by such a filthy little okonomiyaki place like this!\Oh, I'll be going to the gig tomorrow! A-And, can I get an autograph on a signboard? response:	Yeah, sure.
context: Got it!\Wait, huh? She's blind?\Can it be that you...\Hey there! I'm Sala Shane, the vocalist for ZHIEND!\Just as I thought!\I-I can't believe Sala dropped by such a filthy little okonomiyaki place like this!\Oh, I'll be going to the gig tomorrow! A-And, can I get an autograph on a signboard?\Yeah, sure. response:	I'm surprised she can draw that without being able to see...
context: Wait, huh? She's blind?\Can it be that you...\Hey there! I'm Sala Shane, the vocalist for ZHIEND!\Just as I thought!\I-I can't believe Sala dropped by such a filthy little okonomiyaki place like this!\Oh, I'll be going to the gig tomorrow! A-And, can I get an autograph on a signboard?\Yeah, sure.\I'm surprised she can draw that without being able to see... response:	Here.
context: Can it be that you...\Hey there! I'm Sala Shane, the vocalist for ZHIEND!\Just as I thought!\I-I can't believe Sala dropped by such a filthy little okonomiyaki place like this!\Oh, I'll be going to the gig tomorrow! A-And, can I get an autograph on a signboard?\Yeah, sure.\I'm surprised she can draw that without being able to see...\Here. response:	Thank you so much!
context: Hey there! I'm Sala Shane, the vocalist for ZHIEND!\Just as I thought!\I-I can't believe Sala dropped by such a filthy little okonomiyaki place like this!\Oh, I'll be going to the gig tomorrow! A-And, can I get an autograph on a signboard?\Yeah, sure.\I'm surprised she can draw that without being able to see...\Here.\Thank you so much! response:	And here you go! Please eat up!
context: Just as I thought!\I-I can't believe Sala dropped by such a filthy little okonomiyaki place like this!\Oh, I'll be going to the gig tomorrow! A-And, can I get an autograph on a signboard?\Yeah, sure.\I'm surprised she can draw that without being able to see...\Here.\Thank you so much!\And here you go! Please eat up! response:	Is there a problem?
context: I-I can't believe Sala dropped by such a filthy little okonomiyaki place like this!\Oh, I'll be going to the gig tomorrow! A-And, can I get an autograph on a signboard?\Yeah, sure.\I'm surprised she can draw that without being able to see...\Here.\Thank you so much!\And here you go! Please eat up!\Is there a problem? response:	The pancake part is really thin!
context: Oh, I'll be going to the gig tomorrow! A-And, can I get an autograph on a signboard?\Yeah, sure.\I'm surprised she can draw that without being able to see...\Here.\Thank you so much!\And here you go! Please eat up!\Is there a problem?\The pancake part is really thin! response:	Well, it's not a Modern-yaki, so there will be differences.
context: Yeah, sure.\I'm surprised she can draw that without being able to see...\Here.\Thank you so much!\And here you go! Please eat up!\Is there a problem?\The pancake part is really thin!\Well, it's not a Modern-yaki, so there will be differences. response:	Right. But it's still tasty! Nothing less from Japan!
context: I'm surprised she can draw that without being able to see...\Here.\Thank you so much!\And here you go! Please eat up!\Is there a problem?\The pancake part is really thin!\Well, it's not a Modern-yaki, so there will be differences.\Right. But it's still tasty! Nothing less from Japan! response:	Thank you very much! I'm looking forward to your gig!
context: Here.\Thank you so much!\And here you go! Please eat up!\Is there a problem?\The pancake part is really thin!\Well, it's not a Modern-yaki, so there will be differences.\Right. But it's still tasty! Nothing less from Japan!\Thank you very much! I'm looking forward to your gig! response:	I'm sorry I made you pay for that...
context: Thank you so much!\And here you go! Please eat up!\Is there a problem?\The pancake part is really thin!\Well, it's not a Modern-yaki, so there will be differences.\Right. But it's still tasty! Nothing less from Japan!\Thank you very much! I'm looking forward to your gig!\I'm sorry I made you pay for that... response:	By the way.
context: And here you go! Please eat up!\Is there a problem?\The pancake part is really thin!\Well, it's not a Modern-yaki, so there will be differences.\Right. But it's still tasty! Nothing less from Japan!\Thank you very much! I'm looking forward to your gig!\I'm sorry I made you pay for that...\By the way. response:	Did something bad happen to you recently?
context: Is there a problem?\The pancake part is really thin!\Well, it's not a Modern-yaki, so there will be differences.\Right. But it's still tasty! Nothing less from Japan!\Thank you very much! I'm looking forward to your gig!\I'm sorry I made you pay for that...\By the way.\Did something bad happen to you recently? response:	I can tell from how you breathe and how your voice sounds.
context: The pancake part is really thin!\Well, it's not a Modern-yaki, so there will be differences.\Right. But it's still tasty! Nothing less from Japan!\Thank you very much! I'm looking forward to your gig!\I'm sorry I made you pay for that...\By the way.\Did something bad happen to you recently?\I can tell from how you breathe and how your voice sounds. response:	You've been emitting despair nonstop.
context: Well, it's not a Modern-yaki, so there will be differences.\Right. But it's still tasty! Nothing less from Japan!\Thank you very much! I'm looking forward to your gig!\I'm sorry I made you pay for that...\By the way.\Did something bad happen to you recently?\I can tell from how you breathe and how your voice sounds.\You've been emitting despair nonstop. response:	That's... well...
context: Right. But it's still tasty! Nothing less from Japan!\Thank you very much! I'm looking forward to your gig!\I'm sorry I made you pay for that...\By the way.\Did something bad happen to you recently?\I can tell from how you breathe and how your voice sounds.\You've been emitting despair nonstop.\That's... well... response:	Did you lose someone close to you or something?
context: Thank you very much! I'm looking forward to your gig!\I'm sorry I made you pay for that...\By the way.\Did something bad happen to you recently?\I can tell from how you breathe and how your voice sounds.\You've been emitting despair nonstop.\That's... well...\Did you lose someone close to you or something? response:	You're amazing... that's exactly it.
context: I'm sorry I made you pay for that...\By the way.\Did something bad happen to you recently?\I can tell from how you breathe and how your voice sounds.\You've been emitting despair nonstop.\That's... well...\Did you lose someone close to you or something?\You're amazing... that's exactly it. response:	If you don't mind, can you tell me about it?
context: By the way.\Did something bad happen to you recently?\I can tell from how you breathe and how your voice sounds.\You've been emitting despair nonstop.\That's... well...\Did you lose someone close to you or something?\You're amazing... that's exactly it.\If you don't mind, can you tell me about it? response:	Just the other day, I lost my little sister in an accident.
context: Did something bad happen to you recently?\I can tell from how you breathe and how your voice sounds.\You've been emitting despair nonstop.\That's... well...\Did you lose someone close to you or something?\You're amazing... that's exactly it.\If you don't mind, can you tell me about it?\Just the other day, I lost my little sister in an accident. response:	Oh my God!
context: I can tell from how you breathe and how your voice sounds.\You've been emitting despair nonstop.\That's... well...\Did you lose someone close to you or something?\You're amazing... that's exactly it.\If you don't mind, can you tell me about it?\Just the other day, I lost my little sister in an accident.\Oh my God! response:	You've been this kind to me.
context: You've been emitting despair nonstop.\That's... well...\Did you lose someone close to you or something?\You're amazing... that's exactly it.\If you don't mind, can you tell me about it?\Just the other day, I lost my little sister in an accident.\Oh my God!\You've been this kind to me. response:	At least let me put up some smoke for that little sister.
context: That's... well...\Did you lose someone close to you or something?\You're amazing... that's exactly it.\If you don't mind, can you tell me about it?\Just the other day, I lost my little sister in an accident.\Oh my God!\You've been this kind to me.\At least let me put up some smoke for that little sister. response:	Smoke?
context: Did you lose someone close to you or something?\You're amazing... that's exactly it.\If you don't mind, can you tell me about it?\Just the other day, I lost my little sister in an accident.\Oh my God!\You've been this kind to me.\At least let me put up some smoke for that little sister.\Smoke? response:	By that, do you mean some incense?
context: You're amazing... that's exactly it.\If you don't mind, can you tell me about it?\Just the other day, I lost my little sister in an accident.\Oh my God!\You've been this kind to me.\At least let me put up some smoke for that little sister.\Smoke?\By that, do you mean some incense? response:	Right! That!
context: If you don't mind, can you tell me about it?\Just the other day, I lost my little sister in an accident.\Oh my God!\You've been this kind to me.\At least let me put up some smoke for that little sister.\Smoke?\By that, do you mean some incense?\Right! That! response:	No, no, you don't have to go that far...
context: Just the other day, I lost my little sister in an accident.\Oh my God!\You've been this kind to me.\At least let me put up some smoke for that little sister.\Smoke?\By that, do you mean some incense?\Right! That!\No, no, you don't have to go that far... response:	No, I'd like you to allow me to! Please!
context: Oh my God!\You've been this kind to me.\At least let me put up some smoke for that little sister.\Smoke?\By that, do you mean some incense?\Right! That!\No, no, you don't have to go that far...\No, I'd like you to allow me to! Please! response:	All right! I get it! So please lift your head!
context: You've been this kind to me.\At least let me put up some smoke for that little sister.\Smoke?\By that, do you mean some incense?\Right! That!\No, no, you don't have to go that far...\No, I'd like you to allow me to! Please!\All right! I get it! So please lift your head! response:	Hey... I have one favor to ask you.
context: At least let me put up some smoke for that little sister.\Smoke?\By that, do you mean some incense?\Right! That!\No, no, you don't have to go that far...\No, I'd like you to allow me to! Please!\All right! I get it! So please lift your head!\Hey... I have one favor to ask you. response:	There's someone I'd like you to meet.
context: Smoke?\By that, do you mean some incense?\Right! That!\No, no, you don't have to go that far...\No, I'd like you to allow me to! Please!\All right! I get it! So please lift your head!\Hey... I have one favor to ask you.\There's someone I'd like you to meet. response:	She has a sibling that loves your band.
context: By that, do you mean some incense?\Right! That!\No, no, you don't have to go that far...\No, I'd like you to allow me to! Please!\All right! I get it! So please lift your head!\Hey... I have one favor to ask you.\There's someone I'd like you to meet.\She has a sibling that loves your band. response:	Sounds like that person isn't an ordinary fan.
context: Right! That!\No, no, you don't have to go that far...\No, I'd like you to allow me to! Please!\All right! I get it! So please lift your head!\Hey... I have one favor to ask you.\There's someone I'd like you to meet.\She has a sibling that loves your band.\Sounds like that person isn't an ordinary fan. response:	You're correct. Hold on just a second.
context: No, no, you don't have to go that far...\No, I'd like you to allow me to! Please!\All right! I get it! So please lift your head!\Hey... I have one favor to ask you.\There's someone I'd like you to meet.\She has a sibling that loves your band.\Sounds like that person isn't an ordinary fan.\You're correct. Hold on just a second. response:	Come to think, this is the first time I'm calling her...
context: No, I'd like you to allow me to! Please!\All right! I get it! So please lift your head!\Hey... I have one favor to ask you.\There's someone I'd like you to meet.\She has a sibling that loves your band.\Sounds like that person isn't an ordinary fan.\You're correct. Hold on just a second.\Come to think, this is the first time I'm calling her... response:	Yes, Tomori here.
context: All right! I get it! So please lift your head!\Hey... I have one favor to ask you.\There's someone I'd like you to meet.\She has a sibling that loves your band.\Sounds like that person isn't an ordinary fan.\You're correct. Hold on just a second.\Come to think, this is the first time I'm calling her...\Yes, Tomori here. response:	Oh, um... it's me, Otosaka.
context: Hey... I have one favor to ask you.\There's someone I'd like you to meet.\She has a sibling that loves your band.\Sounds like that person isn't an ordinary fan.\You're correct. Hold on just a second.\Come to think, this is the first time I'm calling her...\Yes, Tomori here.\Oh, um... it's me, Otosaka. response:	Oh, it's you. This is unusual. Is something wrong?
context: There's someone I'd like you to meet.\She has a sibling that loves your band.\Sounds like that person isn't an ordinary fan.\You're correct. Hold on just a second.\Come to think, this is the first time I'm calling her...\Yes, Tomori here.\Oh, um... it's me, Otosaka.\Oh, it's you. This is unusual. Is something wrong? response:	Okay. I don't want you to be surprised by this.
context: She has a sibling that loves your band.\Sounds like that person isn't an ordinary fan.\You're correct. Hold on just a second.\Come to think, this is the first time I'm calling her...\Yes, Tomori here.\Oh, um... it's me, Otosaka.\Oh, it's you. This is unusual. Is something wrong?\Okay. I don't want you to be surprised by this. response:	But I'm here together with the vocalist of ZHIEND right now.
context: Sounds like that person isn't an ordinary fan.\You're correct. Hold on just a second.\Come to think, this is the first time I'm calling her...\Yes, Tomori here.\Oh, um... it's me, Otosaka.\Oh, it's you. This is unusual. Is something wrong?\Okay. I don't want you to be surprised by this.\But I'm here together with the vocalist of ZHIEND right now. response:	Yeah...
