context: Danger Prophecy Emergency Countermeasures Team Explanation Meeting response:	Danger Prophecy Emergency Countermeasures Team Explanation Meeting
context: What do you want?\Tell Saitama to get out here. I know he lives here.\Are you an acquaintance of Master Saitama's?\I've run into you before.\I'm Speed-o'-Sound Sonic. I'm Saitama's rival.\I've come here today to settle the score. If you understand, then stand aside.\Speed-o'-Sound Sonic? So it's you, you freak.\You have the nerve to claim that you're Master's rival? response:	Shameless.
context: Tell Saitama to get out here. I know he lives here.\Are you an acquaintance of Master Saitama's?\I've run into you before.\I'm Speed-o'-Sound Sonic. I'm Saitama's rival.\I've come here today to settle the score. If you understand, then stand aside.\Speed-o'-Sound Sonic? So it's you, you freak.\You have the nerve to claim that you're Master's rival?\Shameless. response:	Take another step and you'll be eliminated.
context: Are you an acquaintance of Master Saitama's?\I've run into you before.\I'm Speed-o'-Sound Sonic. I'm Saitama's rival.\I've come here today to settle the score. If you understand, then stand aside.\Speed-o'-Sound Sonic? So it's you, you freak.\You have the nerve to claim that you're Master's rival?\Shameless.\Take another step and you'll be eliminated. response:	You're the one who's going to be eliminated, sidekick.
context: I've run into you before.\I'm Speed-o'-Sound Sonic. I'm Saitama's rival.\I've come here today to settle the score. If you understand, then stand aside.\Speed-o'-Sound Sonic? So it's you, you freak.\You have the nerve to claim that you're Master's rival?\Shameless.\Take another step and you'll be eliminated.\You're the one who's going to be eliminated, sidekick. response:	C-Crap... I accidentally saved over King's save data.
context: I'm Speed-o'-Sound Sonic. I'm Saitama's rival.\I've come here today to settle the score. If you understand, then stand aside.\Speed-o'-Sound Sonic? So it's you, you freak.\You have the nerve to claim that you're Master's rival?\Shameless.\Take another step and you'll be eliminated.\You're the one who's going to be eliminated, sidekick.\C-Crap... I accidentally saved over King's save data. response:	20 Minutes Later
context: I've come here today to settle the score. If you understand, then stand aside.\Speed-o'-Sound Sonic? So it's you, you freak.\You have the nerve to claim that you're Master's rival?\Shameless.\Take another step and you'll be eliminated.\You're the one who's going to be eliminated, sidekick.\C-Crap... I accidentally saved over King's save data.\20 Minutes Later response:	I totally took this without asking, too...
context: Speed-o'-Sound Sonic? So it's you, you freak.\You have the nerve to claim that you're Master's rival?\Shameless.\Take another step and you'll be eliminated.\You're the one who's going to be eliminated, sidekick.\C-Crap... I accidentally saved over King's save data.\20 Minutes Later\I totally took this without asking, too... response:	Eh, it's fine.
context: You have the nerve to claim that you're Master's rival?\Shameless.\Take another step and you'll be eliminated.\You're the one who's going to be eliminated, sidekick.\C-Crap... I accidentally saved over King's save data.\20 Minutes Later\I totally took this without asking, too...\Eh, it's fine. response:	No, I guess it's not... Well, shit.
context: Shameless.\Take another step and you'll be eliminated.\You're the one who's going to be eliminated, sidekick.\C-Crap... I accidentally saved over King's save data.\20 Minutes Later\I totally took this without asking, too...\Eh, it's fine.\No, I guess it's not... Well, shit. response:	Class B Rank 7 hero Saitama! Come out at once!
context: Take another step and you'll be eliminated.\You're the one who's going to be eliminated, sidekick.\C-Crap... I accidentally saved over King's save data.\20 Minutes Later\I totally took this without asking, too...\Eh, it's fine.\No, I guess it's not... Well, shit.\Class B Rank 7 hero Saitama! Come out at once! response:	Class B Rank 1 hero Lady Hellish Blizzard would like to speak with you!
context: You're the one who's going to be eliminated, sidekick.\C-Crap... I accidentally saved over King's save data.\20 Minutes Later\I totally took this without asking, too...\Eh, it's fine.\No, I guess it's not... Well, shit.\Class B Rank 7 hero Saitama! Come out at once!\Class B Rank 1 hero Lady Hellish Blizzard would like to speak with you! response:	Oh, yeah, I don't need the newspaper.
context: C-Crap... I accidentally saved over King's save data.\20 Minutes Later\I totally took this without asking, too...\Eh, it's fine.\No, I guess it's not... Well, shit.\Class B Rank 7 hero Saitama! Come out at once!\Class B Rank 1 hero Lady Hellish Blizzard would like to speak with you!\Oh, yeah, I don't need the newspaper. response:	We're not salesmen! We're heroes who outrank you!
context: 20 Minutes Later\I totally took this without asking, too...\Eh, it's fine.\No, I guess it's not... Well, shit.\Class B Rank 7 hero Saitama! Come out at once!\Class B Rank 1 hero Lady Hellish Blizzard would like to speak with you!\Oh, yeah, I don't need the newspaper.\We're not salesmen! We're heroes who outrank you! response:	It's a pleasure to meet you, Mr. Saitama, the newbie.
context: I totally took this without asking, too...\Eh, it's fine.\No, I guess it's not... Well, shit.\Class B Rank 7 hero Saitama! Come out at once!\Class B Rank 1 hero Lady Hellish Blizzard would like to speak with you!\Oh, yeah, I don't need the newspaper.\We're not salesmen! We're heroes who outrank you!\It's a pleasure to meet you, Mr. Saitama, the newbie. response:	I am Hellish Blizzard... and I'm sure I need no further introduction.
context: Eh, it's fine.\No, I guess it's not... Well, shit.\Class B Rank 7 hero Saitama! Come out at once!\Class B Rank 1 hero Lady Hellish Blizzard would like to speak with you!\Oh, yeah, I don't need the newspaper.\We're not salesmen! We're heroes who outrank you!\It's a pleasure to meet you, Mr. Saitama, the newbie.\I am Hellish Blizzard... and I'm sure I need no further introduction. response:	Uh, yeah, I have no idea who you are.
context: No, I guess it's not... Well, shit.\Class B Rank 7 hero Saitama! Come out at once!\Class B Rank 1 hero Lady Hellish Blizzard would like to speak with you!\Oh, yeah, I don't need the newspaper.\We're not salesmen! We're heroes who outrank you!\It's a pleasure to meet you, Mr. Saitama, the newbie.\I am Hellish Blizzard... and I'm sure I need no further introduction.\Uh, yeah, I have no idea who you are. response:	Who are you?
context: Class B Rank 7 hero Saitama! Come out at once!\Class B Rank 1 hero Lady Hellish Blizzard would like to speak with you!\Oh, yeah, I don't need the newspaper.\We're not salesmen! We're heroes who outrank you!\It's a pleasure to meet you, Mr. Saitama, the newbie.\I am Hellish Blizzard... and I'm sure I need no further introduction.\Uh, yeah, I have no idea who you are.\Who are you? response:	She's Class B Rank 1!
context: Class B Rank 1 hero Lady Hellish Blizzard would like to speak with you!\Oh, yeah, I don't need the newspaper.\We're not salesmen! We're heroes who outrank you!\It's a pleasure to meet you, Mr. Saitama, the newbie.\I am Hellish Blizzard... and I'm sure I need no further introduction.\Uh, yeah, I have no idea who you are.\Who are you?\She's Class B Rank 1! response:	Oh, I see. Good work, I guess.
context: Oh, yeah, I don't need the newspaper.\We're not salesmen! We're heroes who outrank you!\It's a pleasure to meet you, Mr. Saitama, the newbie.\I am Hellish Blizzard... and I'm sure I need no further introduction.\Uh, yeah, I have no idea who you are.\Who are you?\She's Class B Rank 1!\Oh, I see. Good work, I guess. response:	So, what's up?
context: We're not salesmen! We're heroes who outrank you!\It's a pleasure to meet you, Mr. Saitama, the newbie.\I am Hellish Blizzard... and I'm sure I need no further introduction.\Uh, yeah, I have no idea who you are.\Who are you?\She's Class B Rank 1!\Oh, I see. Good work, I guess.\So, what's up? response:	This guy's attitude is huge!
context: It's a pleasure to meet you, Mr. Saitama, the newbie.\I am Hellish Blizzard... and I'm sure I need no further introduction.\Uh, yeah, I have no idea who you are.\Who are you?\She's Class B Rank 1!\Oh, I see. Good work, I guess.\So, what's up?\This guy's attitude is huge! response:	It appears you're underestimating us, so let me just warn you...
context: I am Hellish Blizzard... and I'm sure I need no further introduction.\Uh, yeah, I have no idea who you are.\Who are you?\She's Class B Rank 1!\Oh, I see. Good work, I guess.\So, what's up?\This guy's attitude is huge!\It appears you're underestimating us, so let me just warn you... response:	It's customary for anyone
context: Uh, yeah, I have no idea who you are.\Who are you?\She's Class B Rank 1!\Oh, I see. Good work, I guess.\So, what's up?\This guy's attitude is huge!\It appears you're underestimating us, so let me just warn you...\It's customary for anyone response:	who makes it to Class B to come greet Lady Blizzard first.
context: Who are you?\She's Class B Rank 1!\Oh, I see. Good work, I guess.\So, what's up?\This guy's attitude is huge!\It appears you're underestimating us, so let me just warn you...\It's customary for anyone\who makes it to Class B to come greet Lady Blizzard first. response:	Emergency Alarm
context: She's Class B Rank 1!\Oh, I see. Good work, I guess.\So, what's up?\This guy's attitude is huge!\It appears you're underestimating us, so let me just warn you...\It's customary for anyone\who makes it to Class B to come greet Lady Blizzard first.\Emergency Alarm response:	Greet her?
context: Oh, I see. Good work, I guess.\So, what's up?\This guy's attitude is huge!\It appears you're underestimating us, so let me just warn you...\It's customary for anyone\who makes it to Class B to come greet Lady Blizzard first.\Emergency Alarm\Greet her? response:	Heya. I'm Saitama.
context: So, what's up?\This guy's attitude is huge!\It appears you're underestimating us, so let me just warn you...\It's customary for anyone\who makes it to Class B to come greet Lady Blizzard first.\Emergency Alarm\Greet her?\Heya. I'm Saitama. response:	Pleasure.
context: This guy's attitude is huge!\It appears you're underestimating us, so let me just warn you...\It's customary for anyone\who makes it to Class B to come greet Lady Blizzard first.\Emergency Alarm\Greet her?\Heya. I'm Saitama.\Pleasure. response:	Whatever.
context: It appears you're underestimating us, so let me just warn you...\It's customary for anyone\who makes it to Class B to come greet Lady Blizzard first.\Emergency Alarm\Greet her?\Heya. I'm Saitama.\Pleasure.\Whatever. response:	Did you know there are several factions within the Hero Association?
context: It's customary for anyone\who makes it to Class B to come greet Lady Blizzard first.\Emergency Alarm\Greet her?\Heya. I'm Saitama.\Pleasure.\Whatever.\Did you know there are several factions within the Hero Association? response:	Factions?
context: who makes it to Class B to come greet Lady Blizzard first.\Emergency Alarm\Greet her?\Heya. I'm Saitama.\Pleasure.\Whatever.\Did you know there are several factions within the Hero Association?\Factions? response:	You're not going to survive in this business unless you join a faction.
context: Emergency Alarm\Greet her?\Heya. I'm Saitama.\Pleasure.\Whatever.\Did you know there are several factions within the Hero Association?\Factions?\You're not going to survive in this business unless you join a faction. response:	Uh, what are you talking about?
context: Greet her?\Heya. I'm Saitama.\Pleasure.\Whatever.\Did you know there are several factions within the Hero Association?\Factions?\You're not going to survive in this business unless you join a faction.\Uh, what are you talking about? response:	I'm telling you that you can't climb the ranks on your own.
context: Heya. I'm Saitama.\Pleasure.\Whatever.\Did you know there are several factions within the Hero Association?\Factions?\You're not going to survive in this business unless you join a faction.\Uh, what are you talking about?\I'm telling you that you can't climb the ranks on your own. response:	Why, though?
context: Pleasure.\Whatever.\Did you know there are several factions within the Hero Association?\Factions?\You're not going to survive in this business unless you join a faction.\Uh, what are you talking about?\I'm telling you that you can't climb the ranks on your own.\Why, though? response:	Because people will get in your way.
context: Whatever.\Did you know there are several factions within the Hero Association?\Factions?\You're not going to survive in this business unless you join a faction.\Uh, what are you talking about?\I'm telling you that you can't climb the ranks on your own.\Why, though?\Because people will get in your way. response:	Who?
context: Did you know there are several factions within the Hero Association?\Factions?\You're not going to survive in this business unless you join a faction.\Uh, what are you talking about?\I'm telling you that you can't climb the ranks on your own.\Why, though?\Because people will get in your way.\Who? response:	Your rivals!
context: Factions?\You're not going to survive in this business unless you join a faction.\Uh, what are you talking about?\I'm telling you that you can't climb the ranks on your own.\Why, though?\Because people will get in your way.\Who?\Your rivals! response:	I don't really know what you're talking about, but I'm busy right now, so...
context: You're not going to survive in this business unless you join a faction.\Uh, what are you talking about?\I'm telling you that you can't climb the ranks on your own.\Why, though?\Because people will get in your way.\Who?\Your rivals!\I don't really know what you're talking about, but I'm busy right now, so... response:	I'm not through talking to you yet.
context: Uh, what are you talking about?\I'm telling you that you can't climb the ranks on your own.\Why, though?\Because people will get in your way.\Who?\Your rivals!\I don't really know what you're talking about, but I'm busy right now, so...\I'm not through talking to you yet. response:	Join me.
context: I'm telling you that you can't climb the ranks on your own.\Why, though?\Because people will get in your way.\Who?\Your rivals!\I don't really know what you're talking about, but I'm busy right now, so...\I'm not through talking to you yet.\Join me. response:	Then I'll let you have a high-ranking position in Class B.
context: Why, though?\Because people will get in your way.\Who?\Your rivals!\I don't really know what you're talking about, but I'm busy right now, so...\I'm not through talking to you yet.\Join me.\Then I'll let you have a high-ranking position in Class B. response:	Huh?
context: Because people will get in your way.\Who?\Your rivals!\I don't really know what you're talking about, but I'm busy right now, so...\I'm not through talking to you yet.\Join me.\Then I'll let you have a high-ranking position in Class B.\Huh? response:	Ah...
context: Who?\Your rivals!\I don't really know what you're talking about, but I'm busy right now, so...\I'm not through talking to you yet.\Join me.\Then I'll let you have a high-ranking position in Class B.\Huh?\Ah... response:	That's what's going on.
context: Your rivals!\I don't really know what you're talking about, but I'm busy right now, so...\I'm not through talking to you yet.\Join me.\Then I'll let you have a high-ranking position in Class B.\Huh?\Ah...\That's what's going on. response:	So if I decline, you guys are going to get in my way?
context: I don't really know what you're talking about, but I'm busy right now, so...\I'm not through talking to you yet.\Join me.\Then I'll let you have a high-ranking position in Class B.\Huh?\Ah...\That's what's going on.\So if I decline, you guys are going to get in my way? response:	Are you threatening all the members of Class B like this?
context: I'm not through talking to you yet.\Join me.\Then I'll let you have a high-ranking position in Class B.\Huh?\Ah...\That's what's going on.\So if I decline, you guys are going to get in my way?\Are you threatening all the members of Class B like this? response:	What are you, a gang leader?
context: Join me.\Then I'll let you have a high-ranking position in Class B.\Huh?\Ah...\That's what's going on.\So if I decline, you guys are going to get in my way?\Are you threatening all the members of Class B like this?\What are you, a gang leader? response:	No, I only invite the heroes I see potential in.
context: Then I'll let you have a high-ranking position in Class B.\Huh?\Ah...\That's what's going on.\So if I decline, you guys are going to get in my way?\Are you threatening all the members of Class B like this?\What are you, a gang leader?\No, I only invite the heroes I see potential in. response:	Are you scared that I'm going to take Rank 1 from you?
context: Huh?\Ah...\That's what's going on.\So if I decline, you guys are going to get in my way?\Are you threatening all the members of Class B like this?\What are you, a gang leader?\No, I only invite the heroes I see potential in.\Are you scared that I'm going to take Rank 1 from you? response:	Don't worry. I'll be in Class A in no time.
context: Ah...\That's what's going on.\So if I decline, you guys are going to get in my way?\Are you threatening all the members of Class B like this?\What are you, a gang leader?\No, I only invite the heroes I see potential in.\Are you scared that I'm going to take Rank 1 from you?\Don't worry. I'll be in Class A in no time. response:	Actually, why don't you go to Class A?
context: That's what's going on.\So if I decline, you guys are going to get in my way?\Are you threatening all the members of Class B like this?\What are you, a gang leader?\No, I only invite the heroes I see potential in.\Are you scared that I'm going to take Rank 1 from you?\Don't worry. I'll be in Class A in no time.\Actually, why don't you go to Class A? response:	Hurry up and give me your answer.
context: So if I decline, you guys are going to get in my way?\Are you threatening all the members of Class B like this?\What are you, a gang leader?\No, I only invite the heroes I see potential in.\Are you scared that I'm going to take Rank 1 from you?\Don't worry. I'll be in Class A in no time.\Actually, why don't you go to Class A?\Hurry up and give me your answer. response:	Of course, I decline.
context: Are you threatening all the members of Class B like this?\What are you, a gang leader?\No, I only invite the heroes I see potential in.\Are you scared that I'm going to take Rank 1 from you?\Don't worry. I'll be in Class A in no time.\Actually, why don't you go to Class A?\Hurry up and give me your answer.\Of course, I decline. response:	Heroes shouldn't care about hierarchy.
context: What are you, a gang leader?\No, I only invite the heroes I see potential in.\Are you scared that I'm going to take Rank 1 from you?\Don't worry. I'll be in Class A in no time.\Actually, why don't you go to Class A?\Hurry up and give me your answer.\Of course, I decline.\Heroes shouldn't care about hierarchy. response:	Eyelashes! Wild Monkey!
context: No, I only invite the heroes I see potential in.\Are you scared that I'm going to take Rank 1 from you?\Don't worry. I'll be in Class A in no time.\Actually, why don't you go to Class A?\Hurry up and give me your answer.\Of course, I decline.\Heroes shouldn't care about hierarchy.\Eyelashes! Wild Monkey! response:	Yes, ma'am!
context: Are you scared that I'm going to take Rank 1 from you?\Don't worry. I'll be in Class A in no time.\Actually, why don't you go to Class A?\Hurry up and give me your answer.\Of course, I decline.\Heroes shouldn't care about hierarchy.\Eyelashes! Wild Monkey!\Yes, ma'am! response:	Hurt him so bad that he'll never be able to play hero again!
context: Don't worry. I'll be in Class A in no time.\Actually, why don't you go to Class A?\Hurry up and give me your answer.\Of course, I decline.\Heroes shouldn't care about hierarchy.\Eyelashes! Wild Monkey!\Yes, ma'am!\Hurt him so bad that he'll never be able to play hero again! response:	You're not gonna survive like that,
context: Actually, why don't you go to Class A?\Hurry up and give me your answer.\Of course, I decline.\Heroes shouldn't care about hierarchy.\Eyelashes! Wild Monkey!\Yes, ma'am!\Hurt him so bad that he'll never be able to play hero again!\You're not gonna survive like that, response:	Blizzard.
context: Hurry up and give me your answer.\Of course, I decline.\Heroes shouldn't care about hierarchy.\Eyelashes! Wild Monkey!\Yes, ma'am!\Hurt him so bad that he'll never be able to play hero again!\You're not gonna survive like that,\Blizzard. response:	So you insist on getting in my way...
context: Of course, I decline.\Heroes shouldn't care about hierarchy.\Eyelashes! Wild Monkey!\Yes, ma'am!\Hurt him so bad that he'll never be able to play hero again!\You're not gonna survive like that,\Blizzard.\So you insist on getting in my way... response:	What is this? ESP?
context: Heroes shouldn't care about hierarchy.\Eyelashes! Wild Monkey!\Yes, ma'am!\Hurt him so bad that he'll never be able to play hero again!\You're not gonna survive like that,\Blizzard.\So you insist on getting in my way...\What is this? ESP? response:	Precisely. You don't seem very surprised.
context: Eyelashes! Wild Monkey!\Yes, ma'am!\Hurt him so bad that he'll never be able to play hero again!\You're not gonna survive like that,\Blizzard.\So you insist on getting in my way...\What is this? ESP?\Precisely. You don't seem very surprised. response:	You're gonna fight me by making some rocks and pebbles float around?
context: Yes, ma'am!\Hurt him so bad that he'll never be able to play hero again!\You're not gonna survive like that,\Blizzard.\So you insist on getting in my way...\What is this? ESP?\Precisely. You don't seem very surprised.\You're gonna fight me by making some rocks and pebbles float around? response:	I wouldn't do that.
context: Hurt him so bad that he'll never be able to play hero again!\You're not gonna survive like that,\Blizzard.\So you insist on getting in my way...\What is this? ESP?\Precisely. You don't seem very surprised.\You're gonna fight me by making some rocks and pebbles float around?\I wouldn't do that. response:	I can tell you're mocking me.
context: You're not gonna survive like that,\Blizzard.\So you insist on getting in my way...\What is this? ESP?\Precisely. You don't seem very surprised.\You're gonna fight me by making some rocks and pebbles float around?\I wouldn't do that.\I can tell you're mocking me. response:	Well, you're going to regret that.
context: Blizzard.\So you insist on getting in my way...\What is this? ESP?\Precisely. You don't seem very surprised.\You're gonna fight me by making some rocks and pebbles float around?\I wouldn't do that.\I can tell you're mocking me.\Well, you're going to regret that. response:	I'm gonna kill you so bad, you'll wish you were dead!
context: So you insist on getting in my way...\What is this? ESP?\Precisely. You don't seem very surprised.\You're gonna fight me by making some rocks and pebbles float around?\I wouldn't do that.\I can tell you're mocking me.\Well, you're going to regret that.\I'm gonna kill you so bad, you'll wish you were dead! response:	Hellstorm!
context: What is this? ESP?\Precisely. You don't seem very surprised.\You're gonna fight me by making some rocks and pebbles float around?\I wouldn't do that.\I can tell you're mocking me.\Well, you're going to regret that.\I'm gonna kill you so bad, you'll wish you were dead!\Hellstorm! response:	This is a cruel attack that rends flesh, shatters bones,
context: Precisely. You don't seem very surprised.\You're gonna fight me by making some rocks and pebbles float around?\I wouldn't do that.\I can tell you're mocking me.\Well, you're going to regret that.\I'm gonna kill you so bad, you'll wish you were dead!\Hellstorm!\This is a cruel attack that rends flesh, shatters bones, response:	and breaks my opponent's spirit in an instant.
context: You're gonna fight me by making some rocks and pebbles float around?\I wouldn't do that.\I can tell you're mocking me.\Well, you're going to regret that.\I'm gonna kill you so bad, you'll wish you were dead!\Hellstorm!\This is a cruel attack that rends flesh, shatters bones,\and breaks my opponent's spirit in an instant. response:	You brought this upon yourself, because you dared to surpass me.
context: I wouldn't do that.\I can tell you're mocking me.\Well, you're going to regret that.\I'm gonna kill you so bad, you'll wish you were dead!\Hellstorm!\This is a cruel attack that rends flesh, shatters bones,\and breaks my opponent's spirit in an instant.\You brought this upon yourself, because you dared to surpass me. response:	I'm number one! Anyone who gets in my way...
context: I can tell you're mocking me.\Well, you're going to regret that.\I'm gonna kill you so bad, you'll wish you were dead!\Hellstorm!\This is a cruel attack that rends flesh, shatters bones,\and breaks my opponent's spirit in an instant.\You brought this upon yourself, because you dared to surpass me.\I'm number one! Anyone who gets in my way... response:	So you're crazy. You don't belong on top.
context: Well, you're going to regret that.\I'm gonna kill you so bad, you'll wish you were dead!\Hellstorm!\This is a cruel attack that rends flesh, shatters bones,\and breaks my opponent's spirit in an instant.\You brought this upon yourself, because you dared to surpass me.\I'm number one! Anyone who gets in my way...\So you're crazy. You don't belong on top. response:	You don't really understand what a hero is.
context: I'm gonna kill you so bad, you'll wish you were dead!\Hellstorm!\This is a cruel attack that rends flesh, shatters bones,\and breaks my opponent's spirit in an instant.\You brought this upon yourself, because you dared to surpass me.\I'm number one! Anyone who gets in my way...\So you're crazy. You don't belong on top.\You don't really understand what a hero is. response:	There are so many extremely powerful villains in this world.
context: Hellstorm!\This is a cruel attack that rends flesh, shatters bones,\and breaks my opponent's spirit in an instant.\You brought this upon yourself, because you dared to surpass me.\I'm number one! Anyone who gets in my way...\So you're crazy. You don't belong on top.\You don't really understand what a hero is.\There are so many extremely powerful villains in this world. response:	A hero is someone who takes on those villains.
context: This is a cruel attack that rends flesh, shatters bones,\and breaks my opponent's spirit in an instant.\You brought this upon yourself, because you dared to surpass me.\I'm number one! Anyone who gets in my way...\So you're crazy. You don't belong on top.\You don't really understand what a hero is.\There are so many extremely powerful villains in this world.\A hero is someone who takes on those villains. response:	Even if they're all alone.
context: and breaks my opponent's spirit in an instant.\You brought this upon yourself, because you dared to surpass me.\I'm number one! Anyone who gets in my way...\So you're crazy. You don't belong on top.\You don't really understand what a hero is.\There are so many extremely powerful villains in this world.\A hero is someone who takes on those villains.\Even if they're all alone. response:	You gather lackeys that are weaker than you so you'll feel strong,
context: You brought this upon yourself, because you dared to surpass me.\I'm number one! Anyone who gets in my way...\So you're crazy. You don't belong on top.\You don't really understand what a hero is.\There are so many extremely powerful villains in this world.\A hero is someone who takes on those villains.\Even if they're all alone.\You gather lackeys that are weaker than you so you'll feel strong, response:	so you're not cut out for it.
context: I'm number one! Anyone who gets in my way...\So you're crazy. You don't belong on top.\You don't really understand what a hero is.\There are so many extremely powerful villains in this world.\A hero is someone who takes on those villains.\Even if they're all alone.\You gather lackeys that are weaker than you so you'll feel strong,\so you're not cut out for it. response:	You're going to cry someday.
context: So you're crazy. You don't belong on top.\You don't really understand what a hero is.\There are so many extremely powerful villains in this world.\A hero is someone who takes on those villains.\Even if they're all alone.\You gather lackeys that are weaker than you so you'll feel strong,\so you're not cut out for it.\You're going to cry someday. response:	Factions? Crushing newbies?
context: You don't really understand what a hero is.\There are so many extremely powerful villains in this world.\A hero is someone who takes on those villains.\Even if they're all alone.\You gather lackeys that are weaker than you so you'll feel strong,\so you're not cut out for it.\You're going to cry someday.\Factions? Crushing newbies? response:	Securing your rank?
context: There are so many extremely powerful villains in this world.\A hero is someone who takes on those villains.\Even if they're all alone.\You gather lackeys that are weaker than you so you'll feel strong,\so you're not cut out for it.\You're going to cry someday.\Factions? Crushing newbies?\Securing your rank? response:	None of that matters.
context: A hero is someone who takes on those villains.\Even if they're all alone.\You gather lackeys that are weaker than you so you'll feel strong,\so you're not cut out for it.\You're going to cry someday.\Factions? Crushing newbies?\Securing your rank?\None of that matters. response:	Don't underestimate heroes, you jerk.
context: Even if they're all alone.\You gather lackeys that are weaker than you so you'll feel strong,\so you're not cut out for it.\You're going to cry someday.\Factions? Crushing newbies?\Securing your rank?\None of that matters.\Don't underestimate heroes, you jerk. response:	Shut your mouth!
context: You gather lackeys that are weaker than you so you'll feel strong,\so you're not cut out for it.\You're going to cry someday.\Factions? Crushing newbies?\Securing your rank?\None of that matters.\Don't underestimate heroes, you jerk.\Shut your mouth! response:	What could you possibly know about me?!
context: so you're not cut out for it.\You're going to cry someday.\Factions? Crushing newbies?\Securing your rank?\None of that matters.\Don't underestimate heroes, you jerk.\Shut your mouth!\What could you possibly know about me?! response:	Huh?
context: You're going to cry someday.\Factions? Crushing newbies?\Securing your rank?\None of that matters.\Don't underestimate heroes, you jerk.\Shut your mouth!\What could you possibly know about me?!\Huh? response:	Wh-What just... Ow...
context: Factions? Crushing newbies?\Securing your rank?\None of that matters.\Don't underestimate heroes, you jerk.\Shut your mouth!\What could you possibly know about me?!\Huh?\Wh-What just... Ow... response:	I was chasing a mouse around,
context: Securing your rank?\None of that matters.\Don't underestimate heroes, you jerk.\Shut your mouth!\What could you possibly know about me?!\Huh?\Wh-What just... Ow...\I was chasing a mouse around, response:	but I somehow ended up in front of Master's residence again.
context: None of that matters.\Don't underestimate heroes, you jerk.\Shut your mouth!\What could you possibly know about me?!\Huh?\Wh-What just... Ow...\I was chasing a mouse around,\but I somehow ended up in front of Master's residence again. response:	That's the S Class Genos. What's he doing here?
context: Don't underestimate heroes, you jerk.\Shut your mouth!\What could you possibly know about me?!\Huh?\Wh-What just... Ow...\I was chasing a mouse around,\but I somehow ended up in front of Master's residence again.\That's the S Class Genos. What's he doing here? response:	I apologize, Master Saitama. It's gotten rather dusty outside your place.
context: Shut your mouth!\What could you possibly know about me?!\Huh?\Wh-What just... Ow...\I was chasing a mouse around,\but I somehow ended up in front of Master's residence again.\That's the S Class Genos. What's he doing here?\I apologize, Master Saitama. It's gotten rather dusty outside your place. response:	I think this is a little more than just dust!
context: What could you possibly know about me?!\Huh?\Wh-What just... Ow...\I was chasing a mouse around,\but I somehow ended up in front of Master's residence again.\That's the S Class Genos. What's he doing here?\I apologize, Master Saitama. It's gotten rather dusty outside your place.\I think this is a little more than just dust! response:	I thought I just saw Sonic for a split second.
context: Huh?\Wh-What just... Ow...\I was chasing a mouse around,\but I somehow ended up in front of Master's residence again.\That's the S Class Genos. What's he doing here?\I apologize, Master Saitama. It's gotten rather dusty outside your place.\I think this is a little more than just dust!\I thought I just saw Sonic for a split second. response:	What the hell are you two doing?
context: Wh-What just... Ow...\I was chasing a mouse around,\but I somehow ended up in front of Master's residence again.\That's the S Class Genos. What's he doing here?\I apologize, Master Saitama. It's gotten rather dusty outside your place.\I think this is a little more than just dust!\I thought I just saw Sonic for a split second.\What the hell are you two doing? response:	You've got connections with S Class heroes?
context: I was chasing a mouse around,\but I somehow ended up in front of Master's residence again.\That's the S Class Genos. What's he doing here?\I apologize, Master Saitama. It's gotten rather dusty outside your place.\I think this is a little more than just dust!\I thought I just saw Sonic for a split second.\What the hell are you two doing?\You've got connections with S Class heroes? response:	Huh? You mean Genos?
context: but I somehow ended up in front of Master's residence again.\That's the S Class Genos. What's he doing here?\I apologize, Master Saitama. It's gotten rather dusty outside your place.\I think this is a little more than just dust!\I thought I just saw Sonic for a split second.\What the hell are you two doing?\You've got connections with S Class heroes?\Huh? You mean Genos? response:	I'm Master Saitama's disciple.
context: That's the S Class Genos. What's he doing here?\I apologize, Master Saitama. It's gotten rather dusty outside your place.\I think this is a little more than just dust!\I thought I just saw Sonic for a split second.\What the hell are you two doing?\You've got connections with S Class heroes?\Huh? You mean Genos?\I'm Master Saitama's disciple. response:	D-Disciple?
context: I apologize, Master Saitama. It's gotten rather dusty outside your place.\I think this is a little more than just dust!\I thought I just saw Sonic for a split second.\What the hell are you two doing?\You've got connections with S Class heroes?\Huh? You mean Genos?\I'm Master Saitama's disciple.\D-Disciple? response:	An S Class, a B Class's disciple?
context: I think this is a little more than just dust!\I thought I just saw Sonic for a split second.\What the hell are you two doing?\You've got connections with S Class heroes?\Huh? You mean Genos?\I'm Master Saitama's disciple.\D-Disciple?\An S Class, a B Class's disciple? response:	You're B Class Rank 1...
context: I thought I just saw Sonic for a split second.\What the hell are you two doing?\You've got connections with S Class heroes?\Huh? You mean Genos?\I'm Master Saitama's disciple.\D-Disciple?\An S Class, a B Class's disciple?\You're B Class Rank 1... response:	Hellish Blizzard.
context: What the hell are you two doing?\You've got connections with S Class heroes?\Huh? You mean Genos?\I'm Master Saitama's disciple.\D-Disciple?\An S Class, a B Class's disciple?\You're B Class Rank 1...\Hellish Blizzard. response:	I see.
context: You've got connections with S Class heroes?\Huh? You mean Genos?\I'm Master Saitama's disciple.\D-Disciple?\An S Class, a B Class's disciple?\You're B Class Rank 1...\Hellish Blizzard.\I see. response:	So you've finally made Master a target of your newbie crushing.
