context: Hamu, how's it going? response:	Hamu?
context: In order to save a dying man, the children...\Children? Is that the reason you're asking me to overlook this?\You Elves are really disgraceful and insolent.\The administration of Drifters is a job for magicians of the Octobrist Organization.\It's a serious crime for demihumans like you to get involved.\Did you think we didn't notice?\Shut up!\First of all, you've been unreasonable! response:	We wouldn't be able to get firewood or nuts without entering the forest!
context: Children? Is that the reason you're asking me to overlook this?\You Elves are really disgraceful and insolent.\The administration of Drifters is a job for magicians of the Octobrist Organization.\It's a serious crime for demihumans like you to get involved.\Did you think we didn't notice?\Shut up!\First of all, you've been unreasonable!\We wouldn't be able to get firewood or nuts without entering the forest! response:	Or even hunt!
context: You Elves are really disgraceful and insolent.\The administration of Drifters is a job for magicians of the Octobrist Organization.\It's a serious crime for demihumans like you to get involved.\Did you think we didn't notice?\Shut up!\First of all, you've been unreasonable!\We wouldn't be able to get firewood or nuts without entering the forest!\Or even hunt! response:	You've forced us to work as serfs and have taken our women away from us.
context: The administration of Drifters is a job for magicians of the Octobrist Organization.\It's a serious crime for demihumans like you to get involved.\Did you think we didn't notice?\Shut up!\First of all, you've been unreasonable!\We wouldn't be able to get firewood or nuts without entering the forest!\Or even hunt!\You've forced us to work as serfs and have taken our women away from us. response:	Now, these children save a dying man and you call it a crime?!
context: It's a serious crime for demihumans like you to get involved.\Did you think we didn't notice?\Shut up!\First of all, you've been unreasonable!\We wouldn't be able to get firewood or nuts without entering the forest!\Or even hunt!\You've forced us to work as serfs and have taken our women away from us.\Now, these children save a dying man and you call it a crime?! response:	Are you telling us Elves to die?!
context: Did you think we didn't notice?\Shut up!\First of all, you've been unreasonable!\We wouldn't be able to get firewood or nuts without entering the forest!\Or even hunt!\You've forced us to work as serfs and have taken our women away from us.\Now, these children save a dying man and you call it a crime?!\Are you telling us Elves to die?! response:	That's right. You all should just die.
context: Shut up!\First of all, you've been unreasonable!\We wouldn't be able to get firewood or nuts without entering the forest!\Or even hunt!\You've forced us to work as serfs and have taken our women away from us.\Now, these children save a dying man and you call it a crime?!\Are you telling us Elves to die?!\That's right. You all should just die. response:	If you want to curse at somebody,
context: First of all, you've been unreasonable!\We wouldn't be able to get firewood or nuts without entering the forest!\Or even hunt!\You've forced us to work as serfs and have taken our women away from us.\Now, these children save a dying man and you call it a crime?!\Are you telling us Elves to die?!\That's right. You all should just die.\If you want to curse at somebody, response:	put the blame on your ancestors who lost the war.
context: We wouldn't be able to get firewood or nuts without entering the forest!\Or even hunt!\You've forced us to work as serfs and have taken our women away from us.\Now, these children save a dying man and you call it a crime?!\Are you telling us Elves to die?!\That's right. You all should just die.\If you want to curse at somebody,\put the blame on your ancestors who lost the war. response:	Someday, Elves, Dwarves, Hobbits, and all demihuman races will be extinct.
context: Or even hunt!\You've forced us to work as serfs and have taken our women away from us.\Now, these children save a dying man and you call it a crime?!\Are you telling us Elves to die?!\That's right. You all should just die.\If you want to curse at somebody,\put the blame on your ancestors who lost the war.\Someday, Elves, Dwarves, Hobbits, and all demihuman races will be extinct. response:	Isn't that right?
context: You've forced us to work as serfs and have taken our women away from us.\Now, these children save a dying man and you call it a crime?!\Are you telling us Elves to die?!\That's right. You all should just die.\If you want to curse at somebody,\put the blame on your ancestors who lost the war.\Someday, Elves, Dwarves, Hobbits, and all demihuman races will be extinct.\Isn't that right? response:	Wh-What are you doing?!
context: Now, these children save a dying man and you call it a crime?!\Are you telling us Elves to die?!\That's right. You all should just die.\If you want to curse at somebody,\put the blame on your ancestors who lost the war.\Someday, Elves, Dwarves, Hobbits, and all demihuman races will be extinct.\Isn't that right?\Wh-What are you doing?! response:	I'm just culling your population. How many shall I take?
context: Are you telling us Elves to die?!\That's right. You all should just die.\If you want to curse at somebody,\put the blame on your ancestors who lost the war.\Someday, Elves, Dwarves, Hobbits, and all demihuman races will be extinct.\Isn't that right?\Wh-What are you doing?!\I'm just culling your population. How many shall I take? response:	I was told I'm allowed to eliminate up to 50 of you.
context: That's right. You all should just die.\If you want to curse at somebody,\put the blame on your ancestors who lost the war.\Someday, Elves, Dwarves, Hobbits, and all demihuman races will be extinct.\Isn't that right?\Wh-What are you doing?!\I'm just culling your population. How many shall I take?\I was told I'm allowed to eliminate up to 50 of you. response:	Stop!
context: If you want to curse at somebody,\put the blame on your ancestors who lost the war.\Someday, Elves, Dwarves, Hobbits, and all demihuman races will be extinct.\Isn't that right?\Wh-What are you doing?!\I'm just culling your population. How many shall I take?\I was told I'm allowed to eliminate up to 50 of you.\Stop! response:	Take my life instead. Kill me!
context: put the blame on your ancestors who lost the war.\Someday, Elves, Dwarves, Hobbits, and all demihuman races will be extinct.\Isn't that right?\Wh-What are you doing?!\I'm just culling your population. How many shall I take?\I was told I'm allowed to eliminate up to 50 of you.\Stop!\Take my life instead. Kill me! response:	No! You're still young. You have to take care of yourself.
context: Someday, Elves, Dwarves, Hobbits, and all demihuman races will be extinct.\Isn't that right?\Wh-What are you doing?!\I'm just culling your population. How many shall I take?\I was told I'm allowed to eliminate up to 50 of you.\Stop!\Take my life instead. Kill me!\No! You're still young. You have to take care of yourself. response:	You have a future... as a pathetic serf.
context: Isn't that right?\Wh-What are you doing?!\I'm just culling your population. How many shall I take?\I was told I'm allowed to eliminate up to 50 of you.\Stop!\Take my life instead. Kill me!\No! You're still young. You have to take care of yourself.\You have a future... as a pathetic serf. response:	As for your brothers who saved the Drifter, they're finished.
context: Wh-What are you doing?!\I'm just culling your population. How many shall I take?\I was told I'm allowed to eliminate up to 50 of you.\Stop!\Take my life instead. Kill me!\No! You're still young. You have to take care of yourself.\You have a future... as a pathetic serf.\As for your brothers who saved the Drifter, they're finished. response:	They started this whole mess.
context: I'm just culling your population. How many shall I take?\I was told I'm allowed to eliminate up to 50 of you.\Stop!\Take my life instead. Kill me!\No! You're still young. You have to take care of yourself.\You have a future... as a pathetic serf.\As for your brothers who saved the Drifter, they're finished.\They started this whole mess. response:	They're probably corpses by now.
context: I was told I'm allowed to eliminate up to 50 of you.\Stop!\Take my life instead. Kill me!\No! You're still young. You have to take care of yourself.\You have a future... as a pathetic serf.\As for your brothers who saved the Drifter, they're finished.\They started this whole mess.\They're probably corpses by now. response:	They'll become feed for the insects of the forest.
context: Stop!\Take my life instead. Kill me!\No! You're still young. You have to take care of yourself.\You have a future... as a pathetic serf.\As for your brothers who saved the Drifter, they're finished.\They started this whole mess.\They're probably corpses by now.\They'll become feed for the insects of the forest. response:	It's an emergency!
context: Take my life instead. Kill me!\No! You're still young. You have to take care of yourself.\You have a future... as a pathetic serf.\As for your brothers who saved the Drifter, they're finished.\They started this whole mess.\They're probably corpses by now.\They'll become feed for the insects of the forest.\It's an emergency! response:	What's wrong?!
context: No! You're still young. You have to take care of yourself.\You have a future... as a pathetic serf.\As for your brothers who saved the Drifter, they're finished.\They started this whole mess.\They're probably corpses by now.\They'll become feed for the insects of the forest.\It's an emergency!\What's wrong?! response:	There is a fire in the wheat filed.
context: You have a future... as a pathetic serf.\As for your brothers who saved the Drifter, they're finished.\They started this whole mess.\They're probably corpses by now.\They'll become feed for the insects of the forest.\It's an emergency!\What's wrong?!\There is a fire in the wheat filed. response:	What the hell?!
context: As for your brothers who saved the Drifter, they're finished.\They started this whole mess.\They're probably corpses by now.\They'll become feed for the insects of the forest.\It's an emergency!\What's wrong?!\There is a fire in the wheat filed.\What the hell?! response:	It's before the harvest time! I'll lose the tax money!
context: They started this whole mess.\They're probably corpses by now.\They'll become feed for the insects of the forest.\It's an emergency!\What's wrong?!\There is a fire in the wheat filed.\What the hell?!\It's before the harvest time! I'll lose the tax money! response:	I've been telling you to keep an eye on it, haven't I?!
context: They're probably corpses by now.\They'll become feed for the insects of the forest.\It's an emergency!\What's wrong?!\There is a fire in the wheat filed.\What the hell?!\It's before the harvest time! I'll lose the tax money!\I've been telling you to keep an eye on it, haven't I?! response:	You set fire to their field?
context: They'll become feed for the insects of the forest.\It's an emergency!\What's wrong?!\There is a fire in the wheat filed.\What the hell?!\It's before the harvest time! I'll lose the tax money!\I've been telling you to keep an eye on it, haven't I?!\You set fire to their field? response:	Yeah. Those without dignity can survive if they have food to eat.
context: It's an emergency!\What's wrong?!\There is a fire in the wheat filed.\What the hell?!\It's before the harvest time! I'll lose the tax money!\I've been telling you to keep an eye on it, haven't I?!\You set fire to their field?\Yeah. Those without dignity can survive if they have food to eat. response:	Those without food can endure their hunger as long as they have dignity.
context: What's wrong?!\There is a fire in the wheat filed.\What the hell?!\It's before the harvest time! I'll lose the tax money!\I've been telling you to keep an eye on it, haven't I?!\You set fire to their field?\Yeah. Those without dignity can survive if they have food to eat.\Those without food can endure their hunger as long as they have dignity. response:	But those who have lost both stop caring and desperately cling to anything.
context: There is a fire in the wheat filed.\What the hell?!\It's before the harvest time! I'll lose the tax money!\I've been telling you to keep an eye on it, haven't I?!\You set fire to their field?\Yeah. Those without dignity can survive if they have food to eat.\Those without food can endure their hunger as long as they have dignity.\But those who have lost both stop caring and desperately cling to anything. response:	That was the tactic the Ikko sect kept employing against me.
context: What the hell?!\It's before the harvest time! I'll lose the tax money!\I've been telling you to keep an eye on it, haven't I?!\You set fire to their field?\Yeah. Those without dignity can survive if they have food to eat.\Those without food can endure their hunger as long as they have dignity.\But those who have lost both stop caring and desperately cling to anything.\That was the tactic the Ikko sect kept employing against me. response:	It's the best way to steal a country.
context: It's before the harvest time! I'll lose the tax money!\I've been telling you to keep an eye on it, haven't I?!\You set fire to their field?\Yeah. Those without dignity can survive if they have food to eat.\Those without food can endure their hunger as long as they have dignity.\But those who have lost both stop caring and desperately cling to anything.\That was the tactic the Ikko sect kept employing against me.\It's the best way to steal a country. response:	You're a frightening person.
context: I've been telling you to keep an eye on it, haven't I?!\You set fire to their field?\Yeah. Those without dignity can survive if they have food to eat.\Those without food can endure their hunger as long as they have dignity.\But those who have lost both stop caring and desperately cling to anything.\That was the tactic the Ikko sect kept employing against me.\It's the best way to steal a country.\You're a frightening person. response:	The fire still looks good!
context: You set fire to their field?\Yeah. Those without dignity can survive if they have food to eat.\Those without food can endure their hunger as long as they have dignity.\But those who have lost both stop caring and desperately cling to anything.\That was the tactic the Ikko sect kept employing against me.\It's the best way to steal a country.\You're a frightening person.\The fire still looks good! response:	It reminds me of Ise Nagashima.
context: Yeah. Those without dignity can survive if they have food to eat.\Those without food can endure their hunger as long as they have dignity.\But those who have lost both stop caring and desperately cling to anything.\That was the tactic the Ikko sect kept employing against me.\It's the best way to steal a country.\You're a frightening person.\The fire still looks good!\It reminds me of Ise Nagashima. response:	Our field...
context: Those without food can endure their hunger as long as they have dignity.\But those who have lost both stop caring and desperately cling to anything.\That was the tactic the Ikko sect kept employing against me.\It's the best way to steal a country.\You're a frightening person.\The fire still looks good!\It reminds me of Ise Nagashima.\Our field... response:	What are you doing?! Put out the fire! Now!
context: But those who have lost both stop caring and desperately cling to anything.\That was the tactic the Ikko sect kept employing against me.\It's the best way to steal a country.\You're a frightening person.\The fire still looks good!\It reminds me of Ise Nagashima.\Our field...\What are you doing?! Put out the fire! Now! response:	It's impossible. It has spread too far!
context: That was the tactic the Ikko sect kept employing against me.\It's the best way to steal a country.\You're a frightening person.\The fire still looks good!\It reminds me of Ise Nagashima.\Our field...\What are you doing?! Put out the fire! Now!\It's impossible. It has spread too far! response:	What on earth...
context: It's the best way to steal a country.\You're a frightening person.\The fire still looks good!\It reminds me of Ise Nagashima.\Our field...\What are you doing?! Put out the fire! Now!\It's impossible. It has spread too far!\What on earth... response:	Dr... if... ter!
context: You're a frightening person.\The fire still looks good!\It reminds me of Ise Nagashima.\Our field...\What are you doing?! Put out the fire! Now!\It's impossible. It has spread too far!\What on earth...\Dr... if... ter! response:	One!
context: The fire still looks good!\It reminds me of Ise Nagashima.\Our field...\What are you doing?! Put out the fire! Now!\It's impossible. It has spread too far!\What on earth...\Dr... if... ter!\One! response:	What?!
context: It reminds me of Ise Nagashima.\Our field...\What are you doing?! Put out the fire! Now!\It's impossible. It has spread too far!\What on earth...\Dr... if... ter!\One!\What?! response:	What the hell just happened?!
context: Our field...\What are you doing?! Put out the fire! Now!\It's impossible. It has spread too far!\What on earth...\Dr... if... ter!\One!\What?!\What the hell just happened?! response:	H-How could...?!
context: What are you doing?! Put out the fire! Now!\It's impossible. It has spread too far!\What on earth...\Dr... if... ter!\One!\What?!\What the hell just happened?!\H-How could...?! response:	Two!
context: It's impossible. It has spread too far!\What on earth...\Dr... if... ter!\One!\What?!\What the hell just happened?!\H-How could...?!\Two! response:	Three!
context: What on earth...\Dr... if... ter!\One!\What?!\What the hell just happened?!\H-How could...?!\Two!\Three! response:	Stop running! I'll kill you!
context: Dr... if... ter!\One!\What?!\What the hell just happened?!\H-How could...?!\Two!\Three!\Stop running! I'll kill you! response:	Four!
context: One!\What?!\What the hell just happened?!\H-How could...?!\Two!\Three!\Stop running! I'll kill you!\Four! response:	That's a commander's head.
context: What?!\What the hell just happened?!\H-How could...?!\Two!\Three!\Stop running! I'll kill you!\Four!\That's a commander's head. response:	You're the commander, right?
context: What the hell just happened?!\H-How could...?!\Two!\Three!\Stop running! I'll kill you!\Four!\That's a commander's head.\You're the commander, right? response:	You, leave your head here! That's the head of the commander, huh?
context: H-How could...?!\Two!\Three!\Stop running! I'll kill you!\Four!\That's a commander's head.\You're the commander, right?\You, leave your head here! That's the head of the commander, huh? response:	This must be a Drifter. What the hell is he saying?!
context: Two!\Three!\Stop running! I'll kill you!\Four!\That's a commander's head.\You're the commander, right?\You, leave your head here! That's the head of the commander, huh?\This must be a Drifter. What the hell is he saying?! response:	That is... a Drifter!
context: Three!\Stop running! I'll kill you!\Four!\That's a commander's head.\You're the commander, right?\You, leave your head here! That's the head of the commander, huh?\This must be a Drifter. What the hell is he saying?!\That is... a Drifter! response:	Brother...!
context: Stop running! I'll kill you!\Four!\That's a commander's head.\You're the commander, right?\You, leave your head here! That's the head of the commander, huh?\This must be a Drifter. What the hell is he saying?!\That is... a Drifter!\Brother...! response:	Brother!
context: Four!\That's a commander's head.\You're the commander, right?\You, leave your head here! That's the head of the commander, huh?\This must be a Drifter. What the hell is he saying?!\That is... a Drifter!\Brother...!\Brother! response:	Masha! Mark! You're alive!
context: That's a commander's head.\You're the commander, right?\You, leave your head here! That's the head of the commander, huh?\This must be a Drifter. What the hell is he saying?!\That is... a Drifter!\Brother...!\Brother!\Masha! Mark! You're alive! response:	That man...
context: You're the commander, right?\You, leave your head here! That's the head of the commander, huh?\This must be a Drifter. What the hell is he saying?!\That is... a Drifter!\Brother...!\Brother!\Masha! Mark! You're alive!\That man... response:	That scary-looking man saved our lives.
context: You, leave your head here! That's the head of the commander, huh?\This must be a Drifter. What the hell is he saying?!\That is... a Drifter!\Brother...!\Brother!\Masha! Mark! You're alive!\That man...\That scary-looking man saved our lives. response:	That Drifter!
context: This must be a Drifter. What the hell is he saying?!\That is... a Drifter!\Brother...!\Brother!\Masha! Mark! You're alive!\That man...\That scary-looking man saved our lives.\That Drifter! response:	What on earth?!
context: That is... a Drifter!\Brother...!\Brother!\Masha! Mark! You're alive!\That man...\That scary-looking man saved our lives.\That Drifter!\What on earth?! response:	What are Drifters?
context: Brother...!\Brother!\Masha! Mark! You're alive!\That man...\That scary-looking man saved our lives.\That Drifter!\What on earth?!\What are Drifters? response:	Drifter, are you interfering with me?
context: Brother!\Masha! Mark! You're alive!\That man...\That scary-looking man saved our lives.\That Drifter!\What on earth?!\What are Drifters?\Drifter, are you interfering with me? response:	How...
context: Masha! Mark! You're alive!\That man...\That scary-looking man saved our lives.\That Drifter!\What on earth?!\What are Drifters?\Drifter, are you interfering with me?\How... response:	How dare you?!
context: That man...\That scary-looking man saved our lives.\That Drifter!\What on earth?!\What are Drifters?\Drifter, are you interfering with me?\How...\How dare you?! response:	I don't want your head. Just leave your life here!
context: That scary-looking man saved our lives.\That Drifter!\What on earth?!\What are Drifters?\Drifter, are you interfering with me?\How...\How dare you?!\I don't want your head. Just leave your life here! response:	I don't know what on earth you are talking about.
context: That Drifter!\What on earth?!\What are Drifters?\Drifter, are you interfering with me?\How...\How dare you?!\I don't want your head. Just leave your life here!\I don't know what on earth you are talking about. response:	You, a barbarian who can't even speak!
context: What on earth?!\What are Drifters?\Drifter, are you interfering with me?\How...\How dare you?!\I don't want your head. Just leave your life here!\I don't know what on earth you are talking about.\You, a barbarian who can't even speak! response:	We'll talk with swords!
context: What are Drifters?\Drifter, are you interfering with me?\How...\How dare you?!\I don't want your head. Just leave your life here!\I don't know what on earth you are talking about.\You, a barbarian who can't even speak!\We'll talk with swords! response:	Come, Drifter!
context: Drifter, are you interfering with me?\How...\How dare you?!\I don't want your head. Just leave your life here!\I don't know what on earth you are talking about.\You, a barbarian who can't even speak!\We'll talk with swords!\Come, Drifter! response:	Aram is not an ordinary soldier.
context: How...\How dare you?!\I don't want your head. Just leave your life here!\I don't know what on earth you are talking about.\You, a barbarian who can't even speak!\We'll talk with swords!\Come, Drifter!\Aram is not an ordinary soldier. response:	He is a real knight backed by the magistrate.
context: How dare you?!\I don't want your head. Just leave your life here!\I don't know what on earth you are talking about.\You, a barbarian who can't even speak!\We'll talk with swords!\Come, Drifter!\Aram is not an ordinary soldier.\He is a real knight backed by the magistrate. response:	Even a Drifter can't...
context: I don't want your head. Just leave your life here!\I don't know what on earth you are talking about.\You, a barbarian who can't even speak!\We'll talk with swords!\Come, Drifter!\Aram is not an ordinary soldier.\He is a real knight backed by the magistrate.\Even a Drifter can't... response:	Indeed! Are you afraid?
context: I don't know what on earth you are talking about.\You, a barbarian who can't even speak!\We'll talk with swords!\Come, Drifter!\Aram is not an ordinary soldier.\He is a real knight backed by the magistrate.\Even a Drifter can't...\Indeed! Are you afraid? response:	Pitiful!
context: You, a barbarian who can't even speak!\We'll talk with swords!\Come, Drifter!\Aram is not an ordinary soldier.\He is a real knight backed by the magistrate.\Even a Drifter can't...\Indeed! Are you afraid?\Pitiful! response:	Here we go!
context: We'll talk with swords!\Come, Drifter!\Aram is not an ordinary soldier.\He is a real knight backed by the magistrate.\Even a Drifter can't...\Indeed! Are you afraid?\Pitiful!\Here we go! response:	You're pitiful.
context: Come, Drifter!\Aram is not an ordinary soldier.\He is a real knight backed by the magistrate.\Even a Drifter can't...\Indeed! Are you afraid?\Pitiful!\Here we go!\You're pitiful. response:	The Kumite style anti-armor technique with the sheath of a sword...
context: Aram is not an ordinary soldier.\He is a real knight backed by the magistrate.\Even a Drifter can't...\Indeed! Are you afraid?\Pitiful!\Here we go!\You're pitiful.\The Kumite style anti-armor technique with the sheath of a sword... response:	That's nasty!
context: He is a real knight backed by the magistrate.\Even a Drifter can't...\Indeed! Are you afraid?\Pitiful!\Here we go!\You're pitiful.\The Kumite style anti-armor technique with the sheath of a sword...\That's nasty! response:	Wow... scary.
context: Even a Drifter can't...\Indeed! Are you afraid?\Pitiful!\Here we go!\You're pitiful.\The Kumite style anti-armor technique with the sheath of a sword...\That's nasty!\Wow... scary. response:	Is it finished?
context: Indeed! Are you afraid?\Pitiful!\Here we go!\You're pitiful.\The Kumite style anti-armor technique with the sheath of a sword...\That's nasty!\Wow... scary.\Is it finished? response:	Yes.
context: Pitiful!\Here we go!\You're pitiful.\The Kumite style anti-armor technique with the sheath of a sword...\That's nasty!\Wow... scary.\Is it finished?\Yes. response:	The enemies who were fleeing are no more.
context: Here we go!\You're pitiful.\The Kumite style anti-armor technique with the sheath of a sword...\That's nasty!\Wow... scary.\Is it finished?\Yes.\The enemies who were fleeing are no more. response:	That guy is scary, but so are you.
context: You're pitiful.\The Kumite style anti-armor technique with the sheath of a sword...\That's nasty!\Wow... scary.\Is it finished?\Yes.\The enemies who were fleeing are no more.\That guy is scary, but so are you. response:	Well, what is he going to do now?
context: The Kumite style anti-armor technique with the sheath of a sword...\That's nasty!\Wow... scary.\Is it finished?\Yes.\The enemies who were fleeing are no more.\That guy is scary, but so are you.\Well, what is he going to do now? response:	S-Stop...
context: That's nasty!\Wow... scary.\Is it finished?\Yes.\The enemies who were fleeing are no more.\That guy is scary, but so are you.\Well, what is he going to do now?\S-Stop... response:	Kill him.
context: Wow... scary.\Is it finished?\Yes.\The enemies who were fleeing are no more.\That guy is scary, but so are you.\Well, what is he going to do now?\S-Stop...\Kill him. response:	Finish him off.
context: Is it finished?\Yes.\The enemies who were fleeing are no more.\That guy is scary, but so are you.\Well, what is he going to do now?\S-Stop...\Kill him.\Finish him off. response:	No, kill him. Kill him. You must put an end to his life.
context: Yes.\The enemies who were fleeing are no more.\That guy is scary, but so are you.\Well, what is he going to do now?\S-Stop...\Kill him.\Finish him off.\No, kill him. Kill him. You must put an end to his life. response:	I don't know where we are or who you are,
context: The enemies who were fleeing are no more.\That guy is scary, but so are you.\Well, what is he going to do now?\S-Stop...\Kill him.\Finish him off.\No, kill him. Kill him. You must put an end to his life.\I don't know where we are or who you are, response:	but this is the revenge you must take.
context: That guy is scary, but so are you.\Well, what is he going to do now?\S-Stop...\Kill him.\Finish him off.\No, kill him. Kill him. You must put an end to his life.\I don't know where we are or who you are,\but this is the revenge you must take. response:	This kid is telling you to avenge him!
context: Well, what is he going to do now?\S-Stop...\Kill him.\Finish him off.\No, kill him. Kill him. You must put an end to his life.\I don't know where we are or who you are,\but this is the revenge you must take.\This kid is telling you to avenge him! response:	They can't understand his words, but they know what he's been telling them.
context: S-Stop...\Kill him.\Finish him off.\No, kill him. Kill him. You must put an end to his life.\I don't know where we are or who you are,\but this is the revenge you must take.\This kid is telling you to avenge him!\They can't understand his words, but they know what he's been telling them. response:	He is quite something...
context: Kill him.\Finish him off.\No, kill him. Kill him. You must put an end to his life.\I don't know where we are or who you are,\but this is the revenge you must take.\This kid is telling you to avenge him!\They can't understand his words, but they know what he's been telling them.\He is quite something... response:	Stop! You damn Elves...
context: Finish him off.\No, kill him. Kill him. You must put an end to his life.\I don't know where we are or who you are,\but this is the revenge you must take.\This kid is telling you to avenge him!\They can't understand his words, but they know what he's been telling them.\He is quite something...\Stop! You damn Elves... response:	Stop! Stop!
context: No, kill him. Kill him. You must put an end to his life.\I don't know where we are or who you are,\but this is the revenge you must take.\This kid is telling you to avenge him!\They can't understand his words, but they know what he's been telling them.\He is quite something...\Stop! You damn Elves...\Stop! Stop! response:	Don't you know the consequences...?!
context: I don't know where we are or who you are,\but this is the revenge you must take.\This kid is telling you to avenge him!\They can't understand his words, but they know what he's been telling them.\He is quite something...\Stop! You damn Elves...\Stop! Stop!\Don't you know the consequences...?! response:	I was wrong... S-Stop!
context: but this is the revenge you must take.\This kid is telling you to avenge him!\They can't understand his words, but they know what he's been telling them.\He is quite something...\Stop! You damn Elves...\Stop! Stop!\Don't you know the consequences...?!\I was wrong... S-Stop! response:	Help!
context: This kid is telling you to avenge him!\They can't understand his words, but they know what he's been telling them.\He is quite something...\Stop! You damn Elves...\Stop! Stop!\Don't you know the consequences...?!\I was wrong... S-Stop!\Help! response:	Good!
context: They can't understand his words, but they know what he's been telling them.\He is quite something...\Stop! You damn Elves...\Stop! Stop!\Don't you know the consequences...?!\I was wrong... S-Stop!\Help!\Good! response:	Well done...
context: He is quite something...\Stop! You damn Elves...\Stop! Stop!\Don't you know the consequences...?!\I was wrong... S-Stop!\Help!\Good!\Well done... response:	All right!
context: Stop! You damn Elves...\Stop! Stop!\Don't you know the consequences...?!\I was wrong... S-Stop!\Help!\Good!\Well done...\All right! response:	Where the hell were you? You know I'm still recuperating!
context: Stop! Stop!\Don't you know the consequences...?!\I was wrong... S-Stop!\Help!\Good!\Well done...\All right!\Where the hell were you? You know I'm still recuperating! response:	Well, we've been busy with other things.
context: Don't you know the consequences...?!\I was wrong... S-Stop!\Help!\Good!\Well done...\All right!\Where the hell were you? You know I'm still recuperating!\Well, we've been busy with other things. response:	Rumble rumble rumble
context: I was wrong... S-Stop!\Help!\Good!\Well done...\All right!\Where the hell were you? You know I'm still recuperating!\Well, we've been busy with other things.\Rumble rumble rumble response:	Yes, indeed.
context: Help!\Good!\Well done...\All right!\Where the hell were you? You know I'm still recuperating!\Well, we've been busy with other things.\Rumble rumble rumble\Yes, indeed. response:	Well, well, you must be tired. Please take a seat.
context: Good!\Well done...\All right!\Where the hell were you? You know I'm still recuperating!\Well, we've been busy with other things.\Rumble rumble rumble\Yes, indeed.\Well, well, you must be tired. Please take a seat. response:	I was going to sit down, but I'll let you take my seat.
context: Well done...\All right!\Where the hell were you? You know I'm still recuperating!\Well, we've been busy with other things.\Rumble rumble rumble\Yes, indeed.\Well, well, you must be tired. Please take a seat.\I was going to sit down, but I'll let you take my seat. response:	Gleam
context: All right!\Where the hell were you? You know I'm still recuperating!\Well, we've been busy with other things.\Rumble rumble rumble\Yes, indeed.\Well, well, you must be tired. Please take a seat.\I was going to sit down, but I'll let you take my seat.\Gleam response:	Oh, my gosh! Oh, my gosh! I can't believe this!
context: Where the hell were you? You know I'm still recuperating!\Well, we've been busy with other things.\Rumble rumble rumble\Yes, indeed.\Well, well, you must be tired. Please take a seat.\I was going to sit down, but I'll let you take my seat.\Gleam\Oh, my gosh! Oh, my gosh! I can't believe this! response:	Grand Master, those guys...
context: Well, we've been busy with other things.\Rumble rumble rumble\Yes, indeed.\Well, well, you must be tired. Please take a seat.\I was going to sit down, but I'll let you take my seat.\Gleam\Oh, my gosh! Oh, my gosh! I can't believe this!\Grand Master, those guys... response:	Those guys!
context: Rumble rumble rumble\Yes, indeed.\Well, well, you must be tired. Please take a seat.\I was going to sit down, but I'll let you take my seat.\Gleam\Oh, my gosh! Oh, my gosh! I can't believe this!\Grand Master, those guys...\Those guys! response:	Shimazu Toyohisa Seizes Control of Elf Village?!
context: Yes, indeed.\Well, well, you must be tired. Please take a seat.\I was going to sit down, but I'll let you take my seat.\Gleam\Oh, my gosh! Oh, my gosh! I can't believe this!\Grand Master, those guys...\Those guys!\Shimazu Toyohisa Seizes Control of Elf Village?! response:	You're still wasting your time struggling, huh, Murasaki?
context: Well, well, you must be tired. Please take a seat.\I was going to sit down, but I'll let you take my seat.\Gleam\Oh, my gosh! Oh, my gosh! I can't believe this!\Grand Master, those guys...\Those guys!\Shimazu Toyohisa Seizes Control of Elf Village?!\You're still wasting your time struggling, huh, Murasaki? response:	No matter how hard you try, no matter how many Drifters you send,
context: I was going to sit down, but I'll let you take my seat.\Gleam\Oh, my gosh! Oh, my gosh! I can't believe this!\Grand Master, those guys...\Those guys!\Shimazu Toyohisa Seizes Control of Elf Village?!\You're still wasting your time struggling, huh, Murasaki?\No matter how hard you try, no matter how many Drifters you send, response:	I'm going to win.
context: Gleam\Oh, my gosh! Oh, my gosh! I can't believe this!\Grand Master, those guys...\Those guys!\Shimazu Toyohisa Seizes Control of Elf Village?!\You're still wasting your time struggling, huh, Murasaki?\No matter how hard you try, no matter how many Drifters you send,\I'm going to win. response:	No matter how much effort you make, it's all futile.
context: Oh, my gosh! Oh, my gosh! I can't believe this!\Grand Master, those guys...\Those guys!\Shimazu Toyohisa Seizes Control of Elf Village?!\You're still wasting your time struggling, huh, Murasaki?\No matter how hard you try, no matter how many Drifters you send,\I'm going to win.\No matter how much effort you make, it's all futile. response:	Get out of here, Easy. The wrongs must be righted.
context: Grand Master, those guys...\Those guys!\Shimazu Toyohisa Seizes Control of Elf Village?!\You're still wasting your time struggling, huh, Murasaki?\No matter how hard you try, no matter how many Drifters you send,\I'm going to win.\No matter how much effort you make, it's all futile.\Get out of here, Easy. The wrongs must be righted. response:	Get lost, Easy. I won't let you have your way.
context: Those guys!\Shimazu Toyohisa Seizes Control of Elf Village?!\You're still wasting your time struggling, huh, Murasaki?\No matter how hard you try, no matter how many Drifters you send,\I'm going to win.\No matter how much effort you make, it's all futile.\Get out of here, Easy. The wrongs must be righted.\Get lost, Easy. I won't let you have your way. response:	Pathetic woman.
