context: Quick Dial response:	Redial
context: That's why I won't go near you, Josuke Higashikata.\J-Josuke!\H-He's alive...\Hmph. It was a direct hit, but he wasn't blown away.\There's a slight discrepancy when I detonate by hand...\But the damage is absolute.\I can finish him off with the next shot!\W-We... We have to get away from here! response:	Y-You're pulling me the wrong way...
context: J-Josuke!\H-He's alive...\Hmph. It was a direct hit, but he wasn't blown away.\There's a slight discrepancy when I detonate by hand...\But the damage is absolute.\I can finish him off with the next shot!\W-We... We have to get away from here!\Y-You're pulling me the wrong way... response:	This is the opposite direction...
context: H-He's alive...\Hmph. It was a direct hit, but he wasn't blown away.\There's a slight discrepancy when I detonate by hand...\But the damage is absolute.\I can finish him off with the next shot!\W-We... We have to get away from here!\Y-You're pulling me the wrong way...\This is the opposite direction... response:	Not that way... It's the opposite direction!
context: Hmph. It was a direct hit, but he wasn't blown away.\There's a slight discrepancy when I detonate by hand...\But the damage is absolute.\I can finish him off with the next shot!\W-We... We have to get away from here!\Y-You're pulling me the wrong way...\This is the opposite direction...\Not that way... It's the opposite direction! response:	I'm going to kill him!
context: There's a slight discrepancy when I detonate by hand...\But the damage is absolute.\I can finish him off with the next shot!\W-We... We have to get away from here!\Y-You're pulling me the wrong way...\This is the opposite direction...\Not that way... It's the opposite direction!\I'm going to kill him! response:	We need to go in the direction of Yoshikage Kira...
context: But the damage is absolute.\I can finish him off with the next shot!\W-We... We have to get away from here!\Y-You're pulling me the wrong way...\This is the opposite direction...\Not that way... It's the opposite direction!\I'm going to kill him!\We need to go in the direction of Yoshikage Kira... response:	My Shining Diamond
context: I can finish him off with the next shot!\W-We... We have to get away from here!\Y-You're pulling me the wrong way...\This is the opposite direction...\Not that way... It's the opposite direction!\I'm going to kill him!\We need to go in the direction of Yoshikage Kira...\My Shining Diamond response:	can't fix my own wounds...
context: W-We... We have to get away from here!\Y-You're pulling me the wrong way...\This is the opposite direction...\Not that way... It's the opposite direction!\I'm going to kill him!\We need to go in the direction of Yoshikage Kira...\My Shining Diamond\can't fix my own wounds... response:	But once my blood has left my body and hardened, it's just another object.
context: Y-You're pulling me the wrong way...\This is the opposite direction...\Not that way... It's the opposite direction!\I'm going to kill him!\We need to go in the direction of Yoshikage Kira...\My Shining Diamond\can't fix my own wounds...\But once my blood has left my body and hardened, it's just another object. response:	It's no longer part of me.
context: This is the opposite direction...\Not that way... It's the opposite direction!\I'm going to kill him!\We need to go in the direction of Yoshikage Kira...\My Shining Diamond\can't fix my own wounds...\But once my blood has left my body and hardened, it's just another object.\It's no longer part of me. response:	Therefore, I can gather it and stick it onto other things.
context: Not that way... It's the opposite direction!\I'm going to kill him!\We need to go in the direction of Yoshikage Kira...\My Shining Diamond\can't fix my own wounds...\But once my blood has left my body and hardened, it's just another object.\It's no longer part of me.\Therefore, I can gather it and stick it onto other things. response:	So I stuck some inside a shard of glass.
context: I'm going to kill him!\We need to go in the direction of Yoshikage Kira...\My Shining Diamond\can't fix my own wounds...\But once my blood has left my body and hardened, it's just another object.\It's no longer part of me.\Therefore, I can gather it and stick it onto other things.\So I stuck some inside a shard of glass. response:	The rain stopped, and the blood stain on his jacket earlier...
context: We need to go in the direction of Yoshikage Kira...\My Shining Diamond\can't fix my own wounds...\But once my blood has left my body and hardened, it's just another object.\It's no longer part of me.\Therefore, I can gather it and stick it onto other things.\So I stuck some inside a shard of glass.\The rain stopped, and the blood stain on his jacket earlier... response:	should have hardened by now!
context: My Shining Diamond\can't fix my own wounds...\But once my blood has left my body and hardened, it's just another object.\It's no longer part of me.\Therefore, I can gather it and stick it onto other things.\So I stuck some inside a shard of glass.\The rain stopped, and the blood stain on his jacket earlier...\should have hardened by now! response:	That's my automatic tracking bomb.
context: can't fix my own wounds...\But once my blood has left my body and hardened, it's just another object.\It's no longer part of me.\Therefore, I can gather it and stick it onto other things.\So I stuck some inside a shard of glass.\The rain stopped, and the blood stain on his jacket earlier...\should have hardened by now!\That's my automatic tracking bomb. response:	Sh
context: But once my blood has left my body and hardened, it's just another object.\It's no longer part of me.\Therefore, I can gather it and stick it onto other things.\So I stuck some inside a shard of glass.\The rain stopped, and the blood stain on his jacket earlier...\should have hardened by now!\That's my automatic tracking bomb.\Sh response:	Shi
context: It's no longer part of me.\Therefore, I can gather it and stick it onto other things.\So I stuck some inside a shard of glass.\The rain stopped, and the blood stain on his jacket earlier...\should have hardened by now!\That's my automatic tracking bomb.\Sh\Shi response:	Shin
context: Therefore, I can gather it and stick it onto other things.\So I stuck some inside a shard of glass.\The rain stopped, and the blood stain on his jacket earlier...\should have hardened by now!\That's my automatic tracking bomb.\Sh\Shi\Shin response:	Shini
context: So I stuck some inside a shard of glass.\The rain stopped, and the blood stain on his jacket earlier...\should have hardened by now!\That's my automatic tracking bomb.\Sh\Shi\Shin\Shini response:	Shining
context: The rain stopped, and the blood stain on his jacket earlier...\should have hardened by now!\That's my automatic tracking bomb.\Sh\Shi\Shin\Shini\Shining response:	Shining Di
context: should have hardened by now!\That's my automatic tracking bomb.\Sh\Shi\Shin\Shini\Shining\Shining Di response:	Shining Dia
context: That's my automatic tracking bomb.\Sh\Shi\Shin\Shini\Shining\Shining Di\Shining Dia response:	Shining Diam
context: Sh\Shi\Shin\Shini\Shining\Shining Di\Shining Dia\Shining Diam response:	Shining Diamo
context: Shi\Shin\Shini\Shining\Shining Di\Shining Dia\Shining Diam\Shining Diamo response:	Shining Diamon
context: Shin\Shini\Shining\Shining Di\Shining Dia\Shining Diam\Shining Diamo\Shining Diamon response:	Shining Diamond
context: Shini\Shining\Shining Di\Shining Dia\Shining Diam\Shining Diamo\Shining Diamon\Shining Diamond response:	Jo
context: Shining\Shining Di\Shining Dia\Shining Diam\Shining Diamo\Shining Diamon\Shining Diamond\Jo response:	Josuke
context: Shining Di\Shining Dia\Shining Diam\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke response:	Josuke Higashi
context: Shining Dia\Shining Diam\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi response:	Josuke Higashikata
context: Shining Diam\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata response:	The shard of glass that I was able to guard against...
context: Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\The shard of glass that I was able to guard against... response:	It must be this blood stain...
context: Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\The shard of glass that I was able to guard against...\It must be this blood stain... response:	This stain must have led that glass shard right to me!
context: Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\The shard of glass that I was able to guard against...\It must be this blood stain...\This stain must have led that glass shard right to me! response:	I-It was a direct hit!
context: Jo\Josuke\Josuke Higashi\Josuke Higashikata\The shard of glass that I was able to guard against...\It must be this blood stain...\This stain must have led that glass shard right to me!\I-It was a direct hit! response:	It's embedded right into Kira's back!
context: Josuke\Josuke Higashi\Josuke Higashikata\The shard of glass that I was able to guard against...\It must be this blood stain...\This stain must have led that glass shard right to me!\I-It was a direct hit!\It's embedded right into Kira's back! response:	That's...
context: Josuke Higashi\Josuke Higashikata\The shard of glass that I was able to guard against...\It must be this blood stain...\This stain must have led that glass shard right to me!\I-It was a direct hit!\It's embedded right into Kira's back!\That's... response:	Josuke Higashikata's Shining Diamond is a Stand whose actions I can't foresee...
context: Josuke Higashikata\The shard of glass that I was able to guard against...\It must be this blood stain...\This stain must have led that glass shard right to me!\I-It was a direct hit!\It's embedded right into Kira's back!\That's...\Josuke Higashikata's Shining Diamond is a Stand whose actions I can't foresee... response:	But the damage Josuke sustained is greater than mine.
context: The shard of glass that I was able to guard against...\It must be this blood stain...\This stain must have led that glass shard right to me!\I-It was a direct hit!\It's embedded right into Kira's back!\That's...\Josuke Higashikata's Shining Diamond is a Stand whose actions I can't foresee...\But the damage Josuke sustained is greater than mine. response:	Just one more shot!
context: It must be this blood stain...\This stain must have led that glass shard right to me!\I-It was a direct hit!\It's embedded right into Kira's back!\That's...\Josuke Higashikata's Shining Diamond is a Stand whose actions I can't foresee...\But the damage Josuke sustained is greater than mine.\Just one more shot! response:	One more shot and I, Yoshikage Kira, will be victorious!
context: This stain must have led that glass shard right to me!\I-It was a direct hit!\It's embedded right into Kira's back!\That's...\Josuke Higashikata's Shining Diamond is a Stand whose actions I can't foresee...\But the damage Josuke sustained is greater than mine.\Just one more shot!\One more shot and I, Yoshikage Kira, will be victorious! response:	I-It's here! Th-This one's big enough to see!
context: I-It was a direct hit!\It's embedded right into Kira's back!\That's...\Josuke Higashikata's Shining Diamond is a Stand whose actions I can't foresee...\But the damage Josuke sustained is greater than mine.\Just one more shot!\One more shot and I, Yoshikage Kira, will be victorious!\I-It's here! Th-This one's big enough to see! response:	That must mean...
context: It's embedded right into Kira's back!\That's...\Josuke Higashikata's Shining Diamond is a Stand whose actions I can't foresee...\But the damage Josuke sustained is greater than mine.\Just one more shot!\One more shot and I, Yoshikage Kira, will be victorious!\I-It's here! Th-This one's big enough to see!\That must mean... response:	that this is his final shot.
context: That's...\Josuke Higashikata's Shining Diamond is a Stand whose actions I can't foresee...\But the damage Josuke sustained is greater than mine.\Just one more shot!\One more shot and I, Yoshikage Kira, will be victorious!\I-It's here! Th-This one's big enough to see!\That must mean...\that this is his final shot. response:	This will be mine, too!
context: Josuke Higashikata's Shining Diamond is a Stand whose actions I can't foresee...\But the damage Josuke sustained is greater than mine.\Just one more shot!\One more shot and I, Yoshikage Kira, will be victorious!\I-It's here! Th-This one's big enough to see!\That must mean...\that this is his final shot.\This will be mine, too! response:	I-I don't think the same attack will work twice on Kira!
context: But the damage Josuke sustained is greater than mine.\Just one more shot!\One more shot and I, Yoshikage Kira, will be victorious!\I-It's here! Th-This one's big enough to see!\That must mean...\that this is his final shot.\This will be mine, too!\I-I don't think the same attack will work twice on Kira! response:	He'll dodge it!
context: Just one more shot!\One more shot and I, Yoshikage Kira, will be victorious!\I-It's here! Th-This one's big enough to see!\That must mean...\that this is his final shot.\This will be mine, too!\I-I don't think the same attack will work twice on Kira!\He'll dodge it! response:	We'll just have to see about that...
context: One more shot and I, Yoshikage Kira, will be victorious!\I-It's here! Th-This one's big enough to see!\That must mean...\that this is his final shot.\This will be mine, too!\I-I don't think the same attack will work twice on Kira!\He'll dodge it!\We'll just have to see about that... response:	By the way, Hayato, sorry,
context: I-It's here! Th-This one's big enough to see!\That must mean...\that this is his final shot.\This will be mine, too!\I-I don't think the same attack will work twice on Kira!\He'll dodge it!\We'll just have to see about that...\By the way, Hayato, sorry, response:	but the lighter from earlier is in my pocket.
context: That must mean...\that this is his final shot.\This will be mine, too!\I-I don't think the same attack will work twice on Kira!\He'll dodge it!\We'll just have to see about that...\By the way, Hayato, sorry,\but the lighter from earlier is in my pocket. response:	Could you get it for me?
context: that this is his final shot.\This will be mine, too!\I-I don't think the same attack will work twice on Kira!\He'll dodge it!\We'll just have to see about that...\By the way, Hayato, sorry,\but the lighter from earlier is in my pocket.\Could you get it for me? response:	It's a bit hard for me to get it myself with
context: This will be mine, too!\I-I don't think the same attack will work twice on Kira!\He'll dodge it!\We'll just have to see about that...\By the way, Hayato, sorry,\but the lighter from earlier is in my pocket.\Could you get it for me?\It's a bit hard for me to get it myself with response:	this pole sticking out of my stomach.
context: I-I don't think the same attack will work twice on Kira!\He'll dodge it!\We'll just have to see about that...\By the way, Hayato, sorry,\but the lighter from earlier is in my pocket.\Could you get it for me?\It's a bit hard for me to get it myself with\this pole sticking out of my stomach. response:	The smoke is useless now!
context: He'll dodge it!\We'll just have to see about that...\By the way, Hayato, sorry,\but the lighter from earlier is in my pocket.\Could you get it for me?\It's a bit hard for me to get it myself with\this pole sticking out of my stomach.\The smoke is useless now! response:	You can see the air bullet!
context: We'll just have to see about that...\By the way, Hayato, sorry,\but the lighter from earlier is in my pocket.\Could you get it for me?\It's a bit hard for me to get it myself with\this pole sticking out of my stomach.\The smoke is useless now!\You can see the air bullet! response:	The air bullet isn't what I want to use the lighter to see this time.
context: By the way, Hayato, sorry,\but the lighter from earlier is in my pocket.\Could you get it for me?\It's a bit hard for me to get it myself with\this pole sticking out of my stomach.\The smoke is useless now!\You can see the air bullet!\The air bullet isn't what I want to use the lighter to see this time. response:	I'm going to look at something else... So...
context: but the lighter from earlier is in my pocket.\Could you get it for me?\It's a bit hard for me to get it myself with\this pole sticking out of my stomach.\The smoke is useless now!\You can see the air bullet!\The air bullet isn't what I want to use the lighter to see this time.\I'm going to look at something else... So... response:	Let's find out why he can see where I am.
context: Could you get it for me?\It's a bit hard for me to get it myself with\this pole sticking out of my stomach.\The smoke is useless now!\You can see the air bullet!\The air bullet isn't what I want to use the lighter to see this time.\I'm going to look at something else... So...\Let's find out why he can see where I am. response:	Don't move, Hayato.
context: It's a bit hard for me to get it myself with\this pole sticking out of my stomach.\The smoke is useless now!\You can see the air bullet!\The air bullet isn't what I want to use the lighter to see this time.\I'm going to look at something else... So...\Let's find out why he can see where I am.\Don't move, Hayato. response:	J-Josuke? Wh-What are you...
context: this pole sticking out of my stomach.\The smoke is useless now!\You can see the air bullet!\The air bullet isn't what I want to use the lighter to see this time.\I'm going to look at something else... So...\Let's find out why he can see where I am.\Don't move, Hayato.\J-Josuke? Wh-What are you... response:	Stay still, Hayato.
context: The smoke is useless now!\You can see the air bullet!\The air bullet isn't what I want to use the lighter to see this time.\I'm going to look at something else... So...\Let's find out why he can see where I am.\Don't move, Hayato.\J-Josuke? Wh-What are you...\Stay still, Hayato. response:	He might not be watching...
context: You can see the air bullet!\The air bullet isn't what I want to use the lighter to see this time.\I'm going to look at something else... So...\Let's find out why he can see where I am.\Don't move, Hayato.\J-Josuke? Wh-What are you...\Stay still, Hayato.\He might not be watching... response:	He might be listening.
context: The air bullet isn't what I want to use the lighter to see this time.\I'm going to look at something else... So...\Let's find out why he can see where I am.\Don't move, Hayato.\J-Josuke? Wh-What are you...\Stay still, Hayato.\He might not be watching...\He might be listening. response:	Kira had a cell phone.
context: I'm going to look at something else... So...\Let's find out why he can see where I am.\Don't move, Hayato.\J-Josuke? Wh-What are you...\Stay still, Hayato.\He might not be watching...\He might be listening.\Kira had a cell phone. response:	Did he just happen to have it? No!
context: Let's find out why he can see where I am.\Don't move, Hayato.\J-Josuke? Wh-What are you...\Stay still, Hayato.\He might not be watching...\He might be listening.\Kira had a cell phone.\Did he just happen to have it? No! response:	So then, who was he talking to?
context: Don't move, Hayato.\J-Josuke? Wh-What are you...\Stay still, Hayato.\He might not be watching...\He might be listening.\Kira had a cell phone.\Did he just happen to have it? No!\So then, who was he talking to? response:	Was it his boss from the office? No, that's not right.
context: J-Josuke? Wh-What are you...\Stay still, Hayato.\He might not be watching...\He might be listening.\Kira had a cell phone.\Did he just happen to have it? No!\So then, who was he talking to?\Was it his boss from the office? No, that's not right. response:	There's only one person that Kira would be calling right now...
context: Stay still, Hayato.\He might not be watching...\He might be listening.\Kira had a cell phone.\Did he just happen to have it? No!\So then, who was he talking to?\Was it his boss from the office? No, that's not right.\There's only one person that Kira would be calling right now... response:	I'd completely forgotten about you, old man in the picture...
context: He might not be watching...\He might be listening.\Kira had a cell phone.\Did he just happen to have it? No!\So then, who was he talking to?\Was it his boss from the office? No, that's not right.\There's only one person that Kira would be calling right now...\I'd completely forgotten about you, old man in the picture... response:	The one who's trying to protect Yoshikage Kira!
context: He might be listening.\Kira had a cell phone.\Did he just happen to have it? No!\So then, who was he talking to?\Was it his boss from the office? No, that's not right.\There's only one person that Kira would be calling right now...\I'd completely forgotten about you, old man in the picture...\The one who's trying to protect Yoshikage Kira! response:	I have no idea when he got inside my pocket, but...
context: Kira had a cell phone.\Did he just happen to have it? No!\So then, who was he talking to?\Was it his boss from the office? No, that's not right.\There's only one person that Kira would be calling right now...\I'd completely forgotten about you, old man in the picture...\The one who's trying to protect Yoshikage Kira!\I have no idea when he got inside my pocket, but... response:	So this was the answer!
context: Did he just happen to have it? No!\So then, who was he talking to?\Was it his boss from the office? No, that's not right.\There's only one person that Kira would be calling right now...\I'd completely forgotten about you, old man in the picture...\The one who's trying to protect Yoshikage Kira!\I have no idea when he got inside my pocket, but...\So this was the answer! response:	Th-The air bullet passed through the window!
context: So then, who was he talking to?\Was it his boss from the office? No, that's not right.\There's only one person that Kira would be calling right now...\I'd completely forgotten about you, old man in the picture...\The one who's trying to protect Yoshikage Kira!\I have no idea when he got inside my pocket, but...\So this was the answer!\Th-The air bullet passed through the window! response:	Get back!
context: Was it his boss from the office? No, that's not right.\There's only one person that Kira would be calling right now...\I'd completely forgotten about you, old man in the picture...\The one who's trying to protect Yoshikage Kira!\I have no idea when he got inside my pocket, but...\So this was the answer!\Th-The air bullet passed through the window!\Get back! response:	It impacted!
context: There's only one person that Kira would be calling right now...\I'd completely forgotten about you, old man in the picture...\The one who's trying to protect Yoshikage Kira!\I have no idea when he got inside my pocket, but...\So this was the answer!\Th-The air bullet passed through the window!\Get back!\It impacted! response:	Josuke... is running away three meters ahead.
context: I'd completely forgotten about you, old man in the picture...\The one who's trying to protect Yoshikage Kira!\I have no idea when he got inside my pocket, but...\So this was the answer!\Th-The air bullet passed through the window!\Get back!\It impacted!\Josuke... is running away three meters ahead. response:	Sh-Shit!
context: The one who's trying to protect Yoshikage Kira!\I have no idea when he got inside my pocket, but...\So this was the answer!\Th-The air bullet passed through the window!\Get back!\It impacted!\Josuke... is running away three meters ahead.\Sh-Shit! response:	I-It passed him!
context: I have no idea when he got inside my pocket, but...\So this was the answer!\Th-The air bullet passed through the window!\Get back!\It impacted!\Josuke... is running away three meters ahead.\Sh-Shit!\I-It passed him! response:	And he's now moving diagonally right, then up... Three meters.
context: So this was the answer!\Th-The air bullet passed through the window!\Get back!\It impacted!\Josuke... is running away three meters ahead.\Sh-Shit!\I-It passed him!\And he's now moving diagonally right, then up... Three meters. response:	He hasn't figured out that it's Josuke because he's using a raspy voice!
context: Th-The air bullet passed through the window!\Get back!\It impacted!\Josuke... is running away three meters ahead.\Sh-Shit!\I-It passed him!\And he's now moving diagonally right, then up... Three meters.\He hasn't figured out that it's Josuke because he's using a raspy voice! response:	And now, he's running away one meter to the left...
context: Get back!\It impacted!\Josuke... is running away three meters ahead.\Sh-Shit!\I-It passed him!\And he's now moving diagonally right, then up... Three meters.\He hasn't figured out that it's Josuke because he's using a raspy voice!\And now, he's running away one meter to the left... response:	What?! How can you do that, you bastard?!
context: It impacted!\Josuke... is running away three meters ahead.\Sh-Shit!\I-It passed him!\And he's now moving diagonally right, then up... Three meters.\He hasn't figured out that it's Josuke because he's using a raspy voice!\And now, he's running away one meter to the left...\What?! How can you do that, you bastard?! response:	Right there. Detonate!
context: Josuke... is running away three meters ahead.\Sh-Shit!\I-It passed him!\And he's now moving diagonally right, then up... Three meters.\He hasn't figured out that it's Josuke because he's using a raspy voice!\And now, he's running away one meter to the left...\What?! How can you do that, you bastard?!\Right there. Detonate! response:	Yoshikage!
context: Sh-Shit!\I-It passed him!\And he's now moving diagonally right, then up... Three meters.\He hasn't figured out that it's Josuke because he's using a raspy voice!\And now, he's running away one meter to the left...\What?! How can you do that, you bastard?!\Right there. Detonate!\Yoshikage! response:	I did it! Josuke's been blown away, hasn't he?
context: I-It passed him!\And he's now moving diagonally right, then up... Three meters.\He hasn't figured out that it's Josuke because he's using a raspy voice!\And now, he's running away one meter to the left...\What?! How can you do that, you bastard?!\Right there. Detonate!\Yoshikage!\I did it! Josuke's been blown away, hasn't he? response:	Yeah, he was gloriously blown away.
context: And he's now moving diagonally right, then up... Three meters.\He hasn't figured out that it's Josuke because he's using a raspy voice!\And now, he's running away one meter to the left...\What?! How can you do that, you bastard?!\Right there. Detonate!\Yoshikage!\I did it! Josuke's been blown away, hasn't he?\Yeah, he was gloriously blown away. response:	All the way to Hell, with my directions.
context: He hasn't figured out that it's Josuke because he's using a raspy voice!\And now, he's running away one meter to the left...\What?! How can you do that, you bastard?!\Right there. Detonate!\Yoshikage!\I did it! Josuke's been blown away, hasn't he?\Yeah, he was gloriously blown away.\All the way to Hell, with my directions. response:	Though, I mean, he was a ghost to begin with,
context: And now, he's running away one meter to the left...\What?! How can you do that, you bastard?!\Right there. Detonate!\Yoshikage!\I did it! Josuke's been blown away, hasn't he?\Yeah, he was gloriously blown away.\All the way to Hell, with my directions.\Though, I mean, he was a ghost to begin with, response:	so it's more like he finally made it over.
context: What?! How can you do that, you bastard?!\Right there. Detonate!\Yoshikage!\I did it! Josuke's been blown away, hasn't he?\Yeah, he was gloriously blown away.\All the way to Hell, with my directions.\Though, I mean, he was a ghost to begin with,\so it's more like he finally made it over. response:	Josuke...
context: Right there. Detonate!\Yoshikage!\I did it! Josuke's been blown away, hasn't he?\Yeah, he was gloriously blown away.\All the way to Hell, with my directions.\Though, I mean, he was a ghost to begin with,\so it's more like he finally made it over.\Josuke... response:	J-Josuke!
context: Yoshikage!\I did it! Josuke's been blown away, hasn't he?\Yeah, he was gloriously blown away.\All the way to Hell, with my directions.\Though, I mean, he was a ghost to begin with,\so it's more like he finally made it over.\Josuke...\J-Josuke! response:	Th-This must be some kind of mistake...
context: I did it! Josuke's been blown away, hasn't he?\Yeah, he was gloriously blown away.\All the way to Hell, with my directions.\Though, I mean, he was a ghost to begin with,\so it's more like he finally made it over.\Josuke...\J-Josuke!\Th-This must be some kind of mistake... response:	Something this horrible...
context: Yeah, he was gloriously blown away.\All the way to Hell, with my directions.\Though, I mean, he was a ghost to begin with,\so it's more like he finally made it over.\Josuke...\J-Josuke!\Th-This must be some kind of mistake...\Something this horrible... response:	should not be happening in my life...
context: All the way to Hell, with my directions.\Though, I mean, he was a ghost to begin with,\so it's more like he finally made it over.\Josuke...\J-Josuke!\Th-This must be some kind of mistake...\Something this horrible...\should not be happening in my life... response:	when I just want to live as peacefully as a plant...
context: Though, I mean, he was a ghost to begin with,\so it's more like he finally made it over.\Josuke...\J-Josuke!\Th-This must be some kind of mistake...\Something this horrible...\should not be happening in my life...\when I just want to live as peacefully as a plant... response:	But what I mustn't forget at times like these
context: so it's more like he finally made it over.\Josuke...\J-Josuke!\Th-This must be some kind of mistake...\Something this horrible...\should not be happening in my life...\when I just want to live as peacefully as a plant...\But what I mustn't forget at times like these response:	is that it's in times like these,
context: Josuke...\J-Josuke!\Th-This must be some kind of mistake...\Something this horrible...\should not be happening in my life...\when I just want to live as peacefully as a plant...\But what I mustn't forget at times like these\is that it's in times like these, response:	horrible times like these,
context: J-Josuke!\Th-This must be some kind of mistake...\Something this horrible...\should not be happening in my life...\when I just want to live as peacefully as a plant...\But what I mustn't forget at times like these\is that it's in times like these,\horrible times like these, response:	that opportunities present themselves.
context: Th-This must be some kind of mistake...\Something this horrible...\should not be happening in my life...\when I just want to live as peacefully as a plant...\But what I mustn't forget at times like these\is that it's in times like these,\horrible times like these,\that opportunities present themselves. response:	I've learned that in the past.
context: Something this horrible...\should not be happening in my life...\when I just want to live as peacefully as a plant...\But what I mustn't forget at times like these\is that it's in times like these,\horrible times like these,\that opportunities present themselves.\I've learned that in the past. response:	When I'm backed into a corner, if I think things through rationally,
context: should not be happening in my life...\when I just want to live as peacefully as a plant...\But what I mustn't forget at times like these\is that it's in times like these,\horrible times like these,\that opportunities present themselves.\I've learned that in the past.\When I'm backed into a corner, if I think things through rationally, response:	opportunities will make themselves available!
context: when I just want to live as peacefully as a plant...\But what I mustn't forget at times like these\is that it's in times like these,\horrible times like these,\that opportunities present themselves.\I've learned that in the past.\When I'm backed into a corner, if I think things through rationally,\opportunities will make themselves available! response:	I, Yoshikage Kira, have always done this.
context: But what I mustn't forget at times like these\is that it's in times like these,\horrible times like these,\that opportunities present themselves.\I've learned that in the past.\When I'm backed into a corner, if I think things through rationally,\opportunities will make themselves available!\I, Yoshikage Kira, have always done this. response:	There is no trouble that I was
context: is that it's in times like these,\horrible times like these,\that opportunities present themselves.\I've learned that in the past.\When I'm backed into a corner, if I think things through rationally,\opportunities will make themselves available!\I, Yoshikage Kira, have always done this.\There is no trouble that I was response:	unable to overcome...
context: horrible times like these,\that opportunities present themselves.\I've learned that in the past.\When I'm backed into a corner, if I think things through rationally,\opportunities will make themselves available!\I, Yoshikage Kira, have always done this.\There is no trouble that I was\unable to overcome... response:	Ever!
context: that opportunities present themselves.\I've learned that in the past.\When I'm backed into a corner, if I think things through rationally,\opportunities will make themselves available!\I, Yoshikage Kira, have always done this.\There is no trouble that I was\unable to overcome...\Ever! response:	You're within my range...
context: I've learned that in the past.\When I'm backed into a corner, if I think things through rationally,\opportunities will make themselves available!\I, Yoshikage Kira, have always done this.\There is no trouble that I was\unable to overcome...\Ever!\You're within my range... response:	Yoshikage Kira!
context: When I'm backed into a corner, if I think things through rationally,\opportunities will make themselves available!\I, Yoshikage Kira, have always done this.\There is no trouble that I was\unable to overcome...\Ever!\You're within my range...\Yoshikage Kira! response:	H-He's near him!
context: opportunities will make themselves available!\I, Yoshikage Kira, have always done this.\There is no trouble that I was\unable to overcome...\Ever!\You're within my range...\Yoshikage Kira!\H-He's near him! response:	H-He finally got near him!
context: I, Yoshikage Kira, have always done this.\There is no trouble that I was\unable to overcome...\Ever!\You're within my range...\Yoshikage Kira!\H-He's near him!\H-He finally got near him! response:	This is a close-quarters match, and it'll be over in an instant.
context: There is no trouble that I was\unable to overcome...\Ever!\You're within my range...\Yoshikage Kira!\H-He's near him!\H-He finally got near him!\This is a close-quarters match, and it'll be over in an instant. response:	Josuke's ability is greater,
context: unable to overcome...\Ever!\You're within my range...\Yoshikage Kira!\H-He's near him!\H-He finally got near him!\This is a close-quarters match, and it'll be over in an instant.\Josuke's ability is greater, response:	b-but if Kira touches him, he'll be turned into a bomb!
context: Ever!\You're within my range...\Yoshikage Kira!\H-He's near him!\H-He finally got near him!\This is a close-quarters match, and it'll be over in an instant.\Josuke's ability is greater,\b-but if Kira touches him, he'll be turned into a bomb! response:	A-And the wounds in Josuke's leg and torso from that blast...
context: You're within my range...\Yoshikage Kira!\H-He's near him!\H-He finally got near him!\This is a close-quarters match, and it'll be over in an instant.\Josuke's ability is greater,\b-but if Kira touches him, he'll be turned into a bomb!\A-And the wounds in Josuke's leg and torso from that blast... response:	Josuke, you shouldn't even be able to stand right now.
context: Yoshikage Kira!\H-He's near him!\H-He finally got near him!\This is a close-quarters match, and it'll be over in an instant.\Josuke's ability is greater,\b-but if Kira touches him, he'll be turned into a bomb!\A-And the wounds in Josuke's leg and torso from that blast...\Josuke, you shouldn't even be able to stand right now. response:	Josuke Higashikata!
context: H-He's near him!\H-He finally got near him!\This is a close-quarters match, and it'll be over in an instant.\Josuke's ability is greater,\b-but if Kira touches him, he'll be turned into a bomb!\A-And the wounds in Josuke's leg and torso from that blast...\Josuke, you shouldn't even be able to stand right now.\Josuke Higashikata! response:	Bring out... your Deadly Queen...
context: H-He finally got near him!\This is a close-quarters match, and it'll be over in an instant.\Josuke's ability is greater,\b-but if Kira touches him, he'll be turned into a bomb!\A-And the wounds in Josuke's leg and torso from that blast...\Josuke, you shouldn't even be able to stand right now.\Josuke Higashikata!\Bring out... your Deadly Queen... response:	Deadly Queen!
context: This is a close-quarters match, and it'll be over in an instant.\Josuke's ability is greater,\b-but if Kira touches him, he'll be turned into a bomb!\A-And the wounds in Josuke's leg and torso from that blast...\Josuke, you shouldn't even be able to stand right now.\Josuke Higashikata!\Bring out... your Deadly Queen...\Deadly Queen! response:	H-He's strong...
context: Josuke's ability is greater,\b-but if Kira touches him, he'll be turned into a bomb!\A-And the wounds in Josuke's leg and torso from that blast...\Josuke, you shouldn't even be able to stand right now.\Josuke Higashikata!\Bring out... your Deadly Queen...\Deadly Queen!\H-He's strong... response:	I'm going to be defeated...
