context: Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend response:	JobGear
context: I-I know! Smiling!\Do you wanna try smiling practice?\Slap Slap\Slap Slap\She has to pump herself up?\Haaa...\Phew\You suck! response:	Flap
context: Do you wanna try smiling practice?\Slap Slap\Slap Slap\She has to pump herself up?\Haaa...\Phew\You suck!\Flap response:	Flap
context: Slap Slap\Slap Slap\She has to pump herself up?\Haaa...\Phew\You suck!\Flap\Flap response:	U-Uh, sorry! I meant more like... awkward!
context: Slap Slap\She has to pump herself up?\Haaa...\Phew\You suck!\Flap\Flap\U-Uh, sorry! I meant more like... awkward! response:	A thousand-yard stare?!
context: She has to pump herself up?\Haaa...\Phew\You suck!\Flap\Flap\U-Uh, sorry! I meant more like... awkward!\A thousand-yard stare?! response:	But man, she can't talk or smile.
context: Haaa...\Phew\You suck!\Flap\Flap\U-Uh, sorry! I meant more like... awkward!\A thousand-yard stare?!\But man, she can't talk or smile. response:	She's just...
context: Phew\You suck!\Flap\Flap\U-Uh, sorry! I meant more like... awkward!\A thousand-yard stare?!\But man, she can't talk or smile.\She's just... response:	not fit to be a rental girlfriend!
context: You suck!\Flap\Flap\U-Uh, sorry! I meant more like... awkward!\A thousand-yard stare?!\But man, she can't talk or smile.\She's just...\not fit to be a rental girlfriend! response:	I figured you'd be a safe bet since I know who you are and how you do things.
context: Flap\Flap\U-Uh, sorry! I meant more like... awkward!\A thousand-yard stare?!\But man, she can't talk or smile.\She's just...\not fit to be a rental girlfriend!\I figured you'd be a safe bet since I know who you are and how you do things. response:	I'll do my best, okay?
context: Flap\U-Uh, sorry! I meant more like... awkward!\A thousand-yard stare?!\But man, she can't talk or smile.\She's just...\not fit to be a rental girlfriend!\I figured you'd be a safe bet since I know who you are and how you do things.\I'll do my best, okay? response:	She's the Souls of rental girlfriends!!
context: U-Uh, sorry! I meant more like... awkward!\A thousand-yard stare?!\But man, she can't talk or smile.\She's just...\not fit to be a rental girlfriend!\I figured you'd be a safe bet since I know who you are and how you do things.\I'll do my best, okay?\She's the Souls of rental girlfriends!! response:	I'll try to live up to your expectations!
context: A thousand-yard stare?!\But man, she can't talk or smile.\She's just...\not fit to be a rental girlfriend!\I figured you'd be a safe bet since I know who you are and how you do things.\I'll do my best, okay?\She's the Souls of rental girlfriends!!\I'll try to live up to your expectations! response:	Wow.
context: But man, she can't talk or smile.\She's just...\not fit to be a rental girlfriend!\I figured you'd be a safe bet since I know who you are and how you do things.\I'll do my best, okay?\She's the Souls of rental girlfriends!!\I'll try to live up to your expectations!\Wow. response:	Pretty crowded for the afternoon.
context: She's just...\not fit to be a rental girlfriend!\I figured you'd be a safe bet since I know who you are and how you do things.\I'll do my best, okay?\She's the Souls of rental girlfriends!!\I'll try to live up to your expectations!\Wow.\Pretty crowded for the afternoon. response:	Bo...
context: not fit to be a rental girlfriend!\I figured you'd be a safe bet since I know who you are and how you do things.\I'll do my best, okay?\She's the Souls of rental girlfriends!!\I'll try to live up to your expectations!\Wow.\Pretty crowded for the afternoon.\Bo... response:	I figured a light workout would help you relax.
context: I figured you'd be a safe bet since I know who you are and how you do things.\I'll do my best, okay?\She's the Souls of rental girlfriends!!\I'll try to live up to your expectations!\Wow.\Pretty crowded for the afternoon.\Bo...\I figured a light workout would help you relax. response:	Yeah, she's not a bad girl.
context: I'll do my best, okay?\She's the Souls of rental girlfriends!!\I'll try to live up to your expectations!\Wow.\Pretty crowded for the afternoon.\Bo...\I figured a light workout would help you relax.\Yeah, she's not a bad girl. response:	Check out that chick.
context: She's the Souls of rental girlfriends!!\I'll try to live up to your expectations!\Wow.\Pretty crowded for the afternoon.\Bo...\I figured a light workout would help you relax.\Yeah, she's not a bad girl.\Check out that chick. response:	She's right up my alley.
context: I'll try to live up to your expectations!\Wow.\Pretty crowded for the afternoon.\Bo...\I figured a light workout would help you relax.\Yeah, she's not a bad girl.\Check out that chick.\She's right up my alley. response:	Cute!
context: Wow.\Pretty crowded for the afternoon.\Bo...\I figured a light workout would help you relax.\Yeah, she's not a bad girl.\Check out that chick.\She's right up my alley.\Cute! response:	Lucky guy. I want a girlfriend like her, too.
context: Pretty crowded for the afternoon.\Bo...\I figured a light workout would help you relax.\Yeah, she's not a bad girl.\Check out that chick.\She's right up my alley.\Cute!\Lucky guy. I want a girlfriend like her, too. response:	Well, sure.
context: Bo...\I figured a light workout would help you relax.\Yeah, she's not a bad girl.\Check out that chick.\She's right up my alley.\Cute!\Lucky guy. I want a girlfriend like her, too.\Well, sure. response:	If you're just looking, she's totally got it going on.
context: I figured a light workout would help you relax.\Yeah, she's not a bad girl.\Check out that chick.\She's right up my alley.\Cute!\Lucky guy. I want a girlfriend like her, too.\Well, sure.\If you're just looking, she's totally got it going on. response:	She's a hottie on equal footing with Mizuhara.
context: Yeah, she's not a bad girl.\Check out that chick.\She's right up my alley.\Cute!\Lucky guy. I want a girlfriend like her, too.\Well, sure.\If you're just looking, she's totally got it going on.\She's a hottie on equal footing with Mizuhara. response:	She's not very stacked,
context: Check out that chick.\She's right up my alley.\Cute!\Lucky guy. I want a girlfriend like her, too.\Well, sure.\If you're just looking, she's totally got it going on.\She's a hottie on equal footing with Mizuhara.\She's not very stacked, response:	but her legs are long and slender...
context: She's right up my alley.\Cute!\Lucky guy. I want a girlfriend like her, too.\Well, sure.\If you're just looking, she's totally got it going on.\She's a hottie on equal footing with Mizuhara.\She's not very stacked,\but her legs are long and slender... response:	If she weren't a rental girlfriend, I would've never gotten to go on a date with her.
context: Cute!\Lucky guy. I want a girlfriend like her, too.\Well, sure.\If you're just looking, she's totally got it going on.\She's a hottie on equal footing with Mizuhara.\She's not very stacked,\but her legs are long and slender...\If she weren't a rental girlfriend, I would've never gotten to go on a date with her. response:	Sumi
context: Lucky guy. I want a girlfriend like her, too.\Well, sure.\If you're just looking, she's totally got it going on.\She's a hottie on equal footing with Mizuhara.\She's not very stacked,\but her legs are long and slender...\If she weren't a rental girlfriend, I would've never gotten to go on a date with her.\Sumi response:	Kazuya
context: Well, sure.\If you're just looking, she's totally got it going on.\She's a hottie on equal footing with Mizuhara.\She's not very stacked,\but her legs are long and slender...\If she weren't a rental girlfriend, I would've never gotten to go on a date with her.\Sumi\Kazuya response:	It's Sumi-san's first frame
context: If you're just looking, she's totally got it going on.\She's a hottie on equal footing with Mizuhara.\She's not very stacked,\but her legs are long and slender...\If she weren't a rental girlfriend, I would've never gotten to go on a date with her.\Sumi\Kazuya\It's Sumi-san's first frame response:	You're up first, Sumi-chan.
context: She's a hottie on equal footing with Mizuhara.\She's not very stacked,\but her legs are long and slender...\If she weren't a rental girlfriend, I would've never gotten to go on a date with her.\Sumi\Kazuya\It's Sumi-san's first frame\You're up first, Sumi-chan. response:	She's staring a hole into him!
context: She's not very stacked,\but her legs are long and slender...\If she weren't a rental girlfriend, I would've never gotten to go on a date with her.\Sumi\Kazuya\It's Sumi-san's first frame\You're up first, Sumi-chan.\She's staring a hole into him! response:	Stuck
context: but her legs are long and slender...\If she weren't a rental girlfriend, I would've never gotten to go on a date with her.\Sumi\Kazuya\It's Sumi-san's first frame\You're up first, Sumi-chan.\She's staring a hole into him!\Stuck response:	You okay, Sumi-chan?
context: If she weren't a rental girlfriend, I would've never gotten to go on a date with her.\Sumi\Kazuya\It's Sumi-san's first frame\You're up first, Sumi-chan.\She's staring a hole into him!\Stuck\You okay, Sumi-chan? response:	Is this... your first time bowling?
context: Sumi\Kazuya\It's Sumi-san's first frame\You're up first, Sumi-chan.\She's staring a hole into him!\Stuck\You okay, Sumi-chan?\Is this... your first time bowling? response:	S-Seriously?
context: Kazuya\It's Sumi-san's first frame\You're up first, Sumi-chan.\She's staring a hole into him!\Stuck\You okay, Sumi-chan?\Is this... your first time bowling?\S-Seriously? response:	Wh-Why are you doing this job, anyway?
context: It's Sumi-san's first frame\You're up first, Sumi-chan.\She's staring a hole into him!\Stuck\You okay, Sumi-chan?\Is this... your first time bowling?\S-Seriously?\Wh-Why are you doing this job, anyway? response:	Oh, I'm not saying you can't,
context: You're up first, Sumi-chan.\She's staring a hole into him!\Stuck\You okay, Sumi-chan?\Is this... your first time bowling?\S-Seriously?\Wh-Why are you doing this job, anyway?\Oh, I'm not saying you can't, response:	but I think even you realize it's not really a great fit.
context: She's staring a hole into him!\Stuck\You okay, Sumi-chan?\Is this... your first time bowling?\S-Seriously?\Wh-Why are you doing this job, anyway?\Oh, I'm not saying you can't,\but I think even you realize it's not really a great fit. response:	Charades?
context: Stuck\You okay, Sumi-chan?\Is this... your first time bowling?\S-Seriously?\Wh-Why are you doing this job, anyway?\Oh, I'm not saying you can't,\but I think even you realize it's not really a great fit.\Charades? response:	Is she saying she hates how she can't talk?
context: You okay, Sumi-chan?\Is this... your first time bowling?\S-Seriously?\Wh-Why are you doing this job, anyway?\Oh, I'm not saying you can't,\but I think even you realize it's not really a great fit.\Charades?\Is she saying she hates how she can't talk? response:	Oh... she's trying to fix that.
context: Is this... your first time bowling?\S-Seriously?\Wh-Why are you doing this job, anyway?\Oh, I'm not saying you can't,\but I think even you realize it's not really a great fit.\Charades?\Is she saying she hates how she can't talk?\Oh... she's trying to fix that. response:	She's trying to change herself, huh?
context: S-Seriously?\Wh-Why are you doing this job, anyway?\Oh, I'm not saying you can't,\but I think even you realize it's not really a great fit.\Charades?\Is she saying she hates how she can't talk?\Oh... she's trying to fix that.\She's trying to change herself, huh? response:	I want to help her, but how can I?
context: Wh-Why are you doing this job, anyway?\Oh, I'm not saying you can't,\but I think even you realize it's not really a great fit.\Charades?\Is she saying she hates how she can't talk?\Oh... she's trying to fix that.\She's trying to change herself, huh?\I want to help her, but how can I? response:	I'm gonna go get us some drinks. What would you like?
context: Oh, I'm not saying you can't,\but I think even you realize it's not really a great fit.\Charades?\Is she saying she hates how she can't talk?\Oh... she's trying to fix that.\She's trying to change herself, huh?\I want to help her, but how can I?\I'm gonna go get us some drinks. What would you like? response:	Gotcha! I'll get us some Ocari!
context: but I think even you realize it's not really a great fit.\Charades?\Is she saying she hates how she can't talk?\Oh... she's trying to fix that.\She's trying to change herself, huh?\I want to help her, but how can I?\I'm gonna go get us some drinks. What would you like?\Gotcha! I'll get us some Ocari! response:	Man, Mizuhara's so nice for not giving up on Sumi-chan!
context: Charades?\Is she saying she hates how she can't talk?\Oh... she's trying to fix that.\She's trying to change herself, huh?\I want to help her, but how can I?\I'm gonna go get us some drinks. What would you like?\Gotcha! I'll get us some Ocari!\Man, Mizuhara's so nice for not giving up on Sumi-chan! response:	Her shyness isn't something you can just fix. Gotta take the long-term view here.
context: Is she saying she hates how she can't talk?\Oh... she's trying to fix that.\She's trying to change herself, huh?\I want to help her, but how can I?\I'm gonna go get us some drinks. What would you like?\Gotcha! I'll get us some Ocari!\Man, Mizuhara's so nice for not giving up on Sumi-chan!\Her shyness isn't something you can just fix. Gotta take the long-term view here. response:	You in college?
context: Oh... she's trying to fix that.\She's trying to change herself, huh?\I want to help her, but how can I?\I'm gonna go get us some drinks. What would you like?\Gotcha! I'll get us some Ocari!\Man, Mizuhara's so nice for not giving up on Sumi-chan!\Her shyness isn't something you can just fix. Gotta take the long-term view here.\You in college? response:	How cute. She's turning beet red.
context: She's trying to change herself, huh?\I want to help her, but how can I?\I'm gonna go get us some drinks. What would you like?\Gotcha! I'll get us some Ocari!\Man, Mizuhara's so nice for not giving up on Sumi-chan!\Her shyness isn't something you can just fix. Gotta take the long-term view here.\You in college?\How cute. She's turning beet red. response:	They're chatting her up?
context: I want to help her, but how can I?\I'm gonna go get us some drinks. What would you like?\Gotcha! I'll get us some Ocari!\Man, Mizuhara's so nice for not giving up on Sumi-chan!\Her shyness isn't something you can just fix. Gotta take the long-term view here.\You in college?\How cute. She's turning beet red.\They're chatting her up? response:	Yikes! It might start a fight if I go out there!
context: I'm gonna go get us some drinks. What would you like?\Gotcha! I'll get us some Ocari!\Man, Mizuhara's so nice for not giving up on Sumi-chan!\Her shyness isn't something you can just fix. Gotta take the long-term view here.\You in college?\How cute. She's turning beet red.\They're chatting her up?\Yikes! It might start a fight if I go out there! response:	Maybe they'll go away if I just wait?
context: Gotcha! I'll get us some Ocari!\Man, Mizuhara's so nice for not giving up on Sumi-chan!\Her shyness isn't something you can just fix. Gotta take the long-term view here.\You in college?\How cute. She's turning beet red.\They're chatting her up?\Yikes! It might start a fight if I go out there!\Maybe they'll go away if I just wait? response:	That's one short skirt.
context: Man, Mizuhara's so nice for not giving up on Sumi-chan!\Her shyness isn't something you can just fix. Gotta take the long-term view here.\You in college?\How cute. She's turning beet red.\They're chatting her up?\Yikes! It might start a fight if I go out there!\Maybe they'll go away if I just wait?\That's one short skirt. response:	What do they call it, a skort?
context: Her shyness isn't something you can just fix. Gotta take the long-term view here.\You in college?\How cute. She's turning beet red.\They're chatting her up?\Yikes! It might start a fight if I go out there!\Maybe they'll go away if I just wait?\That's one short skirt.\What do they call it, a skort? response:	What's goin' on inside it?
context: You in college?\How cute. She's turning beet red.\They're chatting her up?\Yikes! It might start a fight if I go out there!\Maybe they'll go away if I just wait?\That's one short skirt.\What do they call it, a skort?\What's goin' on inside it? response:	I figured you'd be a safe bet...
context: How cute. She's turning beet red.\They're chatting her up?\Yikes! It might start a fight if I go out there!\Maybe they'll go away if I just wait?\That's one short skirt.\What do they call it, a skort?\What's goin' on inside it?\I figured you'd be a safe bet... response:	No! I can't look Mizuhara in the eye if I wimp out here!
context: They're chatting her up?\Yikes! It might start a fight if I go out there!\Maybe they'll go away if I just wait?\That's one short skirt.\What do they call it, a skort?\What's goin' on inside it?\I figured you'd be a safe bet...\No! I can't look Mizuhara in the eye if I wimp out here! response:	Hey, Sumi.
context: Yikes! It might start a fight if I go out there!\Maybe they'll go away if I just wait?\That's one short skirt.\What do they call it, a skort?\What's goin' on inside it?\I figured you'd be a safe bet...\No! I can't look Mizuhara in the eye if I wimp out here!\Hey, Sumi. response:	Sorry I took so long. There was a line in the restroom.
context: Maybe they'll go away if I just wait?\That's one short skirt.\What do they call it, a skort?\What's goin' on inside it?\I figured you'd be a safe bet...\No! I can't look Mizuhara in the eye if I wimp out here!\Hey, Sumi.\Sorry I took so long. There was a line in the restroom. response:	You guys need something? We were just about to leave.
context: That's one short skirt.\What do they call it, a skort?\What's goin' on inside it?\I figured you'd be a safe bet...\No! I can't look Mizuhara in the eye if I wimp out here!\Hey, Sumi.\Sorry I took so long. There was a line in the restroom.\You guys need something? We were just about to leave. response:	Let's go, Sumi.
context: What do they call it, a skort?\What's goin' on inside it?\I figured you'd be a safe bet...\No! I can't look Mizuhara in the eye if I wimp out here!\Hey, Sumi.\Sorry I took so long. There was a line in the restroom.\You guys need something? We were just about to leave.\Let's go, Sumi. response:	The hell, man? You were just showin' her off?
context: What's goin' on inside it?\I figured you'd be a safe bet...\No! I can't look Mizuhara in the eye if I wimp out here!\Hey, Sumi.\Sorry I took so long. There was a line in the restroom.\You guys need something? We were just about to leave.\Let's go, Sumi.\The hell, man? You were just showin' her off? response:	What a dweeb. Does he realize she's way outta his league?
context: I figured you'd be a safe bet...\No! I can't look Mizuhara in the eye if I wimp out here!\Hey, Sumi.\Sorry I took so long. There was a line in the restroom.\You guys need something? We were just about to leave.\Let's go, Sumi.\The hell, man? You were just showin' her off?\What a dweeb. Does he realize she's way outta his league? response:	Beauty and the Least.
context: No! I can't look Mizuhara in the eye if I wimp out here!\Hey, Sumi.\Sorry I took so long. There was a line in the restroom.\You guys need something? We were just about to leave.\Let's go, Sumi.\The hell, man? You were just showin' her off?\What a dweeb. Does he realize she's way outta his league?\Beauty and the Least. response:	You wanna fight, asshole?
context: Hey, Sumi.\Sorry I took so long. There was a line in the restroom.\You guys need something? We were just about to leave.\Let's go, Sumi.\The hell, man? You were just showin' her off?\What a dweeb. Does he realize she's way outta his league?\Beauty and the Least.\You wanna fight, asshole? response:	Girl, you know you can get mo' satisfaction with me than that wimp!
context: Sorry I took so long. There was a line in the restroom.\You guys need something? We were just about to leave.\Let's go, Sumi.\The hell, man? You were just showin' her off?\What a dweeb. Does he realize she's way outta his league?\Beauty and the Least.\You wanna fight, asshole?\Girl, you know you can get mo' satisfaction with me than that wimp! response:	You goin' there, man?
context: You guys need something? We were just about to leave.\Let's go, Sumi.\The hell, man? You were just showin' her off?\What a dweeb. Does he realize she's way outta his league?\Beauty and the Least.\You wanna fight, asshole?\Girl, you know you can get mo' satisfaction with me than that wimp!\You goin' there, man? response:	Um, thank...
context: Let's go, Sumi.\The hell, man? You were just showin' her off?\What a dweeb. Does he realize she's way outta his league?\Beauty and the Least.\You wanna fight, asshole?\Girl, you know you can get mo' satisfaction with me than that wimp!\You goin' there, man?\Um, thank... response:	She talked?!
context: The hell, man? You were just showin' her off?\What a dweeb. Does he realize she's way outta his league?\Beauty and the Least.\You wanna fight, asshole?\Girl, you know you can get mo' satisfaction with me than that wimp!\You goin' there, man?\Um, thank...\She talked?! response:	Oh, no prob.
context: What a dweeb. Does he realize she's way outta his league?\Beauty and the Least.\You wanna fight, asshole?\Girl, you know you can get mo' satisfaction with me than that wimp!\You goin' there, man?\Um, thank...\She talked?!\Oh, no prob. response:	Sorry... They badmouthed you.
context: Beauty and the Least.\You wanna fight, asshole?\Girl, you know you can get mo' satisfaction with me than that wimp!\You goin' there, man?\Um, thank...\She talked?!\Oh, no prob.\Sorry... They badmouthed you. response:	That's the first thing you say? Save the apologies.
context: You wanna fight, asshole?\Girl, you know you can get mo' satisfaction with me than that wimp!\You goin' there, man?\Um, thank...\She talked?!\Oh, no prob.\Sorry... They badmouthed you.\That's the first thing you say? Save the apologies. response:	They were actually jealous. Talk about dumb.
context: Girl, you know you can get mo' satisfaction with me than that wimp!\You goin' there, man?\Um, thank...\She talked?!\Oh, no prob.\Sorry... They badmouthed you.\That's the first thing you say? Save the apologies.\They were actually jealous. Talk about dumb. response:	If they knew our deal, they'd just laugh.
context: You goin' there, man?\Um, thank...\She talked?!\Oh, no prob.\Sorry... They badmouthed you.\That's the first thing you say? Save the apologies.\They were actually jealous. Talk about dumb.\If they knew our deal, they'd just laugh. response:	Don't let it get to you.
context: Um, thank...\She talked?!\Oh, no prob.\Sorry... They badmouthed you.\That's the first thing you say? Save the apologies.\They were actually jealous. Talk about dumb.\If they knew our deal, they'd just laugh.\Don't let it get to you. response:	I'm used to walking around with a top-class girl on my arm.
context: She talked?!\Oh, no prob.\Sorry... They badmouthed you.\That's the first thing you say? Save the apologies.\They were actually jealous. Talk about dumb.\If they knew our deal, they'd just laugh.\Don't let it get to you.\I'm used to walking around with a top-class girl on my arm. response:	Do you wanna stop by downstairs? We still have time.
context: Oh, no prob.\Sorry... They badmouthed you.\That's the first thing you say? Save the apologies.\They were actually jealous. Talk about dumb.\If they knew our deal, they'd just laugh.\Don't let it get to you.\I'm used to walking around with a top-class girl on my arm.\Do you wanna stop by downstairs? We still have time. response:	Well, that's one small step forward.
context: Sorry... They badmouthed you.\That's the first thing you say? Save the apologies.\They were actually jealous. Talk about dumb.\If they knew our deal, they'd just laugh.\Don't let it get to you.\I'm used to walking around with a top-class girl on my arm.\Do you wanna stop by downstairs? We still have time.\Well, that's one small step forward. response:	Rent - a - Girlfriend
context: That's the first thing you say? Save the apologies.\They were actually jealous. Talk about dumb.\If they knew our deal, they'd just laugh.\Don't let it get to you.\I'm used to walking around with a top-class girl on my arm.\Do you wanna stop by downstairs? We still have time.\Well, that's one small step forward.\Rent - a - Girlfriend response:	Huh...
context: They were actually jealous. Talk about dumb.\If they knew our deal, they'd just laugh.\Don't let it get to you.\I'm used to walking around with a top-class girl on my arm.\Do you wanna stop by downstairs? We still have time.\Well, that's one small step forward.\Rent - a - Girlfriend\Huh... response:	Wow, they have a bunch of stuff to do.
context: If they knew our deal, they'd just laugh.\Don't let it get to you.\I'm used to walking around with a top-class girl on my arm.\Do you wanna stop by downstairs? We still have time.\Well, that's one small step forward.\Rent - a - Girlfriend\Huh...\Wow, they have a bunch of stuff to do. response:	I know it's just practice, but holding hands still tenses me up!
context: Don't let it get to you.\I'm used to walking around with a top-class girl on my arm.\Do you wanna stop by downstairs? We still have time.\Well, that's one small step forward.\Rent - a - Girlfriend\Huh...\Wow, they have a bunch of stuff to do.\I know it's just practice, but holding hands still tenses me up! response:	Let's take a little break, shall we?
context: I'm used to walking around with a top-class girl on my arm.\Do you wanna stop by downstairs? We still have time.\Well, that's one small step forward.\Rent - a - Girlfriend\Huh...\Wow, they have a bunch of stuff to do.\I know it's just practice, but holding hands still tenses me up!\Let's take a little break, shall we? response:	What?!
context: Do you wanna stop by downstairs? We still have time.\Well, that's one small step forward.\Rent - a - Girlfriend\Huh...\Wow, they have a bunch of stuff to do.\I know it's just practice, but holding hands still tenses me up!\Let's take a little break, shall we?\What?! response:	C-Can I really have a bite?
context: Well, that's one small step forward.\Rent - a - Girlfriend\Huh...\Wow, they have a bunch of stuff to do.\I know it's just practice, but holding hands still tenses me up!\Let's take a little break, shall we?\What?!\C-Can I really have a bite? response:	Is she really sure about this?
context: Rent - a - Girlfriend\Huh...\Wow, they have a bunch of stuff to do.\I know it's just practice, but holding hands still tenses me up!\Let's take a little break, shall we?\What?!\C-Can I really have a bite?\Is she really sure about this? response:	I know she's trying, but this is trying too hard!
context: Huh...\Wow, they have a bunch of stuff to do.\I know it's just practice, but holding hands still tenses me up!\Let's take a little break, shall we?\What?!\C-Can I really have a bite?\Is she really sure about this?\I know she's trying, but this is trying too hard! response:	She's even blushing! It's obvious she's pushing herself!
context: Wow, they have a bunch of stuff to do.\I know it's just practice, but holding hands still tenses me up!\Let's take a little break, shall we?\What?!\C-Can I really have a bite?\Is she really sure about this?\I know she's trying, but this is trying too hard!\She's even blushing! It's obvious she's pushing herself! response:	It'd be rude not to play along, huh?
context: I know it's just practice, but holding hands still tenses me up!\Let's take a little break, shall we?\What?!\C-Can I really have a bite?\Is she really sure about this?\I know she's trying, but this is trying too hard!\She's even blushing! It's obvious she's pushing herself!\It'd be rude not to play along, huh? response:	Lick
context: Let's take a little break, shall we?\What?!\C-Can I really have a bite?\Is she really sure about this?\I know she's trying, but this is trying too hard!\She's even blushing! It's obvious she's pushing herself!\It'd be rude not to play along, huh?\Lick response:	Wow, it's great!
context: What?!\C-Can I really have a bite?\Is she really sure about this?\I know she's trying, but this is trying too hard!\She's even blushing! It's obvious she's pushing herself!\It'd be rude not to play along, huh?\Lick\Wow, it's great! response:	Lick
context: C-Can I really have a bite?\Is she really sure about this?\I know she's trying, but this is trying too hard!\She's even blushing! It's obvious she's pushing herself!\It'd be rude not to play along, huh?\Lick\Wow, it's great!\Lick response:	Lick
context: Is she really sure about this?\I know she's trying, but this is trying too hard!\She's even blushing! It's obvious she's pushing herself!\It'd be rude not to play along, huh?\Lick\Wow, it's great!\Lick\Lick response:	Lick
context: I know she's trying, but this is trying too hard!\She's even blushing! It's obvious she's pushing herself!\It'd be rude not to play along, huh?\Lick\Wow, it's great!\Lick\Lick\Lick response:	Lick
context: She's even blushing! It's obvious she's pushing herself!\It'd be rude not to play along, huh?\Lick\Wow, it's great!\Lick\Lick\Lick\Lick response:	Stop right there!
context: It'd be rude not to play along, huh?\Lick\Wow, it's great!\Lick\Lick\Lick\Lick\Stop right there! response:	What am I picturing with such an innocent girl?!
context: Lick\Wow, it's great!\Lick\Lick\Lick\Lick\Stop right there!\What am I picturing with such an innocent girl?! response:	God damn, I want a girlfriend so bad!
context: Wow, it's great!\Lick\Lick\Lick\Lick\Stop right there!\What am I picturing with such an innocent girl?!\God damn, I want a girlfriend so bad! response:	Well, this is a practice date.
context: Lick\Lick\Lick\Lick\Stop right there!\What am I picturing with such an innocent girl?!\God damn, I want a girlfriend so bad!\Well, this is a practice date. response:	I guess she wants to give everything a shot.
context: Lick\Lick\Lick\Stop right there!\What am I picturing with such an innocent girl?!\God damn, I want a girlfriend so bad!\Well, this is a practice date.\I guess she wants to give everything a shot. response:	Rare Footage of Sumi-chan Giving Things a Shot
context: Lick\Lick\Stop right there!\What am I picturing with such an innocent girl?!\God damn, I want a girlfriend so bad!\Well, this is a practice date.\I guess she wants to give everything a shot.\Rare Footage of Sumi-chan Giving Things a Shot response:	Whiff
context: Lick\Stop right there!\What am I picturing with such an innocent girl?!\God damn, I want a girlfriend so bad!\Well, this is a practice date.\I guess she wants to give everything a shot.\Rare Footage of Sumi-chan Giving Things a Shot\Whiff response:	Rare Footage of Sumi-chan Giving Things a Shot
context: Stop right there!\What am I picturing with such an innocent girl?!\God damn, I want a girlfriend so bad!\Well, this is a practice date.\I guess she wants to give everything a shot.\Rare Footage of Sumi-chan Giving Things a Shot\Whiff\Rare Footage of Sumi-chan Giving Things a Shot response:	Pwoink
context: What am I picturing with such an innocent girl?!\God damn, I want a girlfriend so bad!\Well, this is a practice date.\I guess she wants to give everything a shot.\Rare Footage of Sumi-chan Giving Things a Shot\Whiff\Rare Footage of Sumi-chan Giving Things a Shot\Pwoink response:	Sway
context: God damn, I want a girlfriend so bad!\Well, this is a practice date.\I guess she wants to give everything a shot.\Rare Footage of Sumi-chan Giving Things a Shot\Whiff\Rare Footage of Sumi-chan Giving Things a Shot\Pwoink\Sway response:	Rare Footage of Sumi-chan Giving Things a Shot
context: Well, this is a practice date.\I guess she wants to give everything a shot.\Rare Footage of Sumi-chan Giving Things a Shot\Whiff\Rare Footage of Sumi-chan Giving Things a Shot\Pwoink\Sway\Rare Footage of Sumi-chan Giving Things a Shot response:	She's surprisingly stubborn...
context: I guess she wants to give everything a shot.\Rare Footage of Sumi-chan Giving Things a Shot\Whiff\Rare Footage of Sumi-chan Giving Things a Shot\Pwoink\Sway\Rare Footage of Sumi-chan Giving Things a Shot\She's surprisingly stubborn... response:	But yeah, it's clear she's a good girl deep down.
context: Rare Footage of Sumi-chan Giving Things a Shot\Whiff\Rare Footage of Sumi-chan Giving Things a Shot\Pwoink\Sway\Rare Footage of Sumi-chan Giving Things a Shot\She's surprisingly stubborn...\But yeah, it's clear she's a good girl deep down. response:	Whoa!
context: Whiff\Rare Footage of Sumi-chan Giving Things a Shot\Pwoink\Sway\Rare Footage of Sumi-chan Giving Things a Shot\She's surprisingly stubborn...\But yeah, it's clear she's a good girl deep down.\Whoa! response:	H-Hey...
context: Rare Footage of Sumi-chan Giving Things a Shot\Pwoink\Sway\Rare Footage of Sumi-chan Giving Things a Shot\She's surprisingly stubborn...\But yeah, it's clear she's a good girl deep down.\Whoa!\H-Hey... response:	Gah!
context: Pwoink\Sway\Rare Footage of Sumi-chan Giving Things a Shot\She's surprisingly stubborn...\But yeah, it's clear she's a good girl deep down.\Whoa!\H-Hey...\Gah! response:	Y-You okay?
context: Sway\Rare Footage of Sumi-chan Giving Things a Shot\She's surprisingly stubborn...\But yeah, it's clear she's a good girl deep down.\Whoa!\H-Hey...\Gah!\Y-You okay? response:	Slam
context: Rare Footage of Sumi-chan Giving Things a Shot\She's surprisingly stubborn...\But yeah, it's clear she's a good girl deep down.\Whoa!\H-Hey...\Gah!\Y-You okay?\Slam response:	S-Sorry!
context: She's surprisingly stubborn...\But yeah, it's clear she's a good girl deep down.\Whoa!\H-Hey...\Gah!\Y-You okay?\Slam\S-Sorry! response:	Looking at her up close, she really is super pretty!
context: But yeah, it's clear she's a good girl deep down.\Whoa!\H-Hey...\Gah!\Y-You okay?\Slam\S-Sorry!\Looking at her up close, she really is super pretty! response:	And right now, she's my girlfriend...
context: Whoa!\H-Hey...\Gah!\Y-You okay?\Slam\S-Sorry!\Looking at her up close, she really is super pretty!\And right now, she's my girlfriend... response:	Huh?
context: H-Hey...\Gah!\Y-You okay?\Slam\S-Sorry!\Looking at her up close, she really is super pretty!\And right now, she's my girlfriend...\Huh? response:	Wha...
