context: A Day at the Marui House response:	We're leaving!
context: I'm super nervous this week because\I'm going around visiting parents at home.\A strong link between the home and school\environments is essential to a good education!\Of course, now I'm on\my way to the biggest hurdle of my career, the Marui house...\Who knows what'll happen.\What the hell's that aura?! response:	I don't wanna go I don't wanna go I don't wanna go!
context: I'm going around visiting parents at home.\A strong link between the home and school\environments is essential to a good education!\Of course, now I'm on\my way to the biggest hurdle of my career, the Marui house...\Who knows what'll happen.\What the hell's that aura?!\I don't wanna go I don't wanna go I don't wanna go! response:	Err, where's your father?
context: A strong link between the home and school\environments is essential to a good education!\Of course, now I'm on\my way to the biggest hurdle of my career, the Marui house...\Who knows what'll happen.\What the hell's that aura?!\I don't wanna go I don't wanna go I don't wanna go!\Err, where's your father? response:	At work.
context: environments is essential to a good education!\Of course, now I'm on\my way to the biggest hurdle of my career, the Marui house...\Who knows what'll happen.\What the hell's that aura?!\I don't wanna go I don't wanna go I don't wanna go!\Err, where's your father?\At work. response:	Still? You told him what time I was coming to visit, right?
context: Of course, now I'm on\my way to the biggest hurdle of my career, the Marui house...\Who knows what'll happen.\What the hell's that aura?!\I don't wanna go I don't wanna go I don't wanna go!\Err, where's your father?\At work.\Still? You told him what time I was coming to visit, right? response:	I told him be back by 5 o'clock this morning.
context: my way to the biggest hurdle of my career, the Marui house...\Who knows what'll happen.\What the hell's that aura?!\I don't wanna go I don't wanna go I don't wanna go!\Err, where's your father?\At work.\Still? You told him what time I was coming to visit, right?\I told him be back by 5 o'clock this morning. response:	This morning...
context: Who knows what'll happen.\What the hell's that aura?!\I don't wanna go I don't wanna go I don't wanna go!\Err, where's your father?\At work.\Still? You told him what time I was coming to visit, right?\I told him be back by 5 o'clock this morning.\This morning... response:	If he's busy, he's busy,
context: What the hell's that aura?!\I don't wanna go I don't wanna go I don't wanna go!\Err, where's your father?\At work.\Still? You told him what time I was coming to visit, right?\I told him be back by 5 o'clock this morning.\This morning...\If he's busy, he's busy, response:	but you could've at least told me when a good time would've been.
context: I don't wanna go I don't wanna go I don't wanna go!\Err, where's your father?\At work.\Still? You told him what time I was coming to visit, right?\I told him be back by 5 o'clock this morning.\This morning...\If he's busy, he's busy,\but you could've at least told me when a good time would've been. response:	There is no good time.
context: Err, where's your father?\At work.\Still? You told him what time I was coming to visit, right?\I told him be back by 5 o'clock this morning.\This morning...\If he's busy, he's busy,\but you could've at least told me when a good time would've been.\There is no good time. response:	Home visits are very important!
context: At work.\Still? You told him what time I was coming to visit, right?\I told him be back by 5 o'clock this morning.\This morning...\If he's busy, he's busy,\but you could've at least told me when a good time would've been.\There is no good time.\Home visits are very important! response:	How impertinent.
context: Still? You told him what time I was coming to visit, right?\I told him be back by 5 o'clock this morning.\This morning...\If he's busy, he's busy,\but you could've at least told me when a good time would've been.\There is no good time.\Home visits are very important!\How impertinent. response:	I'm THIS close to getting really mad over here.
context: I told him be back by 5 o'clock this morning.\This morning...\If he's busy, he's busy,\but you could've at least told me when a good time would've been.\There is no good time.\Home visits are very important!\How impertinent.\I'm THIS close to getting really mad over here. response:	So where are Mitsuba-chan and Futaba-chan?
context: This morning...\If he's busy, he's busy,\but you could've at least told me when a good time would've been.\There is no good time.\Home visits are very important!\How impertinent.\I'm THIS close to getting really mad over here.\So where are Mitsuba-chan and Futaba-chan? response:	Dunno.
context: If he's busy, he's busy,\but you could've at least told me when a good time would've been.\There is no good time.\Home visits are very important!\How impertinent.\I'm THIS close to getting really mad over here.\So where are Mitsuba-chan and Futaba-chan?\Dunno. response:	I'm only gonna wait ten more minutes!
context: but you could've at least told me when a good time would've been.\There is no good time.\Home visits are very important!\How impertinent.\I'm THIS close to getting really mad over here.\So where are Mitsuba-chan and Futaba-chan?\Dunno.\I'm only gonna wait ten more minutes! response:	You're going to impose on me for ten more minutes?
context: There is no good time.\Home visits are very important!\How impertinent.\I'm THIS close to getting really mad over here.\So where are Mitsuba-chan and Futaba-chan?\Dunno.\I'm only gonna wait ten more minutes!\You're going to impose on me for ten more minutes? response:	I wanna leave now...
context: Home visits are very important!\How impertinent.\I'm THIS close to getting really mad over here.\So where are Mitsuba-chan and Futaba-chan?\Dunno.\I'm only gonna wait ten more minutes!\You're going to impose on me for ten more minutes?\I wanna leave now... response:	Be my guest.
context: How impertinent.\I'm THIS close to getting really mad over here.\So where are Mitsuba-chan and Futaba-chan?\Dunno.\I'm only gonna wait ten more minutes!\You're going to impose on me for ten more minutes?\I wanna leave now...\Be my guest. response:	Stop reading my mind!
context: I'm THIS close to getting really mad over here.\So where are Mitsuba-chan and Futaba-chan?\Dunno.\I'm only gonna wait ten more minutes!\You're going to impose on me for ten more minutes?\I wanna leave now...\Be my guest.\Stop reading my mind! response:	What?
context: So where are Mitsuba-chan and Futaba-chan?\Dunno.\I'm only gonna wait ten more minutes!\You're going to impose on me for ten more minutes?\I wanna leave now...\Be my guest.\Stop reading my mind!\What? response:	Do you mind if I watch television?
context: Dunno.\I'm only gonna wait ten more minutes!\You're going to impose on me for ten more minutes?\I wanna leave now...\Be my guest.\Stop reading my mind!\What?\Do you mind if I watch television? response:	Go right ahead.
context: I'm only gonna wait ten more minutes!\You're going to impose on me for ten more minutes?\I wanna leave now...\Be my guest.\Stop reading my mind!\What?\Do you mind if I watch television?\Go right ahead. response:	I have just one goal I want to achieve,
context: You're going to impose on me for ten more minutes?\I wanna leave now...\Be my guest.\Stop reading my mind!\What?\Do you mind if I watch television?\Go right ahead.\I have just one goal I want to achieve, response:	to be the best teacher you've ever seen!
context: I wanna leave now...\Be my guest.\Stop reading my mind!\What?\Do you mind if I watch television?\Go right ahead.\I have just one goal I want to achieve,\to be the best teacher you've ever seen! response:	Sometimes I'll have to get strict with the student body,
context: Be my guest.\Stop reading my mind!\What?\Do you mind if I watch television?\Go right ahead.\I have just one goal I want to achieve,\to be the best teacher you've ever seen!\Sometimes I'll have to get strict with the student body, response:	but one day all the kids will look up to me!
context: Stop reading my mind!\What?\Do you mind if I watch television?\Go right ahead.\I have just one goal I want to achieve,\to be the best teacher you've ever seen!\Sometimes I'll have to get strict with the student body,\but one day all the kids will look up to me! response:	Hold it, wait a sec Yabecchi,
context: What?\Do you mind if I watch television?\Go right ahead.\I have just one goal I want to achieve,\to be the best teacher you've ever seen!\Sometimes I'll have to get strict with the student body,\but one day all the kids will look up to me!\Hold it, wait a sec Yabecchi, response:	you'll never make it, not in a million years.
context: Do you mind if I watch television?\Go right ahead.\I have just one goal I want to achieve,\to be the best teacher you've ever seen!\Sometimes I'll have to get strict with the student body,\but one day all the kids will look up to me!\Hold it, wait a sec Yabecchi,\you'll never make it, not in a million years. response:	Micchan told everyone that lousy bum's my slave
context: Go right ahead.\I have just one goal I want to achieve,\to be the best teacher you've ever seen!\Sometimes I'll have to get strict with the student body,\but one day all the kids will look up to me!\Hold it, wait a sec Yabecchi,\you'll never make it, not in a million years.\Micchan told everyone that lousy bum's my slave response:	and they all thought she was being sincere-
context: I have just one goal I want to achieve,\to be the best teacher you've ever seen!\Sometimes I'll have to get strict with the student body,\but one day all the kids will look up to me!\Hold it, wait a sec Yabecchi,\you'll never make it, not in a million years.\Micchan told everyone that lousy bum's my slave\and they all thought she was being sincere- response:	Turn that off!
context: to be the best teacher you've ever seen!\Sometimes I'll have to get strict with the student body,\but one day all the kids will look up to me!\Hold it, wait a sec Yabecchi,\you'll never make it, not in a million years.\Micchan told everyone that lousy bum's my slave\and they all thought she was being sincere-\Turn that off! response:	I am such a wuss-
context: Sometimes I'll have to get strict with the student body,\but one day all the kids will look up to me!\Hold it, wait a sec Yabecchi,\you'll never make it, not in a million years.\Micchan told everyone that lousy bum's my slave\and they all thought she was being sincere-\Turn that off!\I am such a wuss- response:	A cat!
context: but one day all the kids will look up to me!\Hold it, wait a sec Yabecchi,\you'll never make it, not in a million years.\Micchan told everyone that lousy bum's my slave\and they all thought she was being sincere-\Turn that off!\I am such a wuss-\A cat! response:	You got a cat! I love cats.
context: Hold it, wait a sec Yabecchi,\you'll never make it, not in a million years.\Micchan told everyone that lousy bum's my slave\and they all thought she was being sincere-\Turn that off!\I am such a wuss-\A cat!\You got a cat! I love cats. response:	Stupid cops, making me late...
context: you'll never make it, not in a million years.\Micchan told everyone that lousy bum's my slave\and they all thought she was being sincere-\Turn that off!\I am such a wuss-\A cat!\You got a cat! I love cats.\Stupid cops, making me late... response:	Why'd she want me to be home by five, anyway?
context: Micchan told everyone that lousy bum's my slave\and they all thought she was being sincere-\Turn that off!\I am such a wuss-\A cat!\You got a cat! I love cats.\Stupid cops, making me late...\Why'd she want me to be home by five, anyway? response:	How cute...
context: and they all thought she was being sincere-\Turn that off!\I am such a wuss-\A cat!\You got a cat! I love cats.\Stupid cops, making me late...\Why'd she want me to be home by five, anyway?\How cute... response:	You're such a sweet little thing...
context: Turn that off!\I am such a wuss-\A cat!\You got a cat! I love cats.\Stupid cops, making me late...\Why'd she want me to be home by five, anyway?\How cute...\You're such a sweet little thing... response:	That's a man's voice.
context: I am such a wuss-\A cat!\You got a cat! I love cats.\Stupid cops, making me late...\Why'd she want me to be home by five, anyway?\How cute...\You're such a sweet little thing...\That's a man's voice. response:	W-Who's there?
context: A cat!\You got a cat! I love cats.\Stupid cops, making me late...\Why'd she want me to be home by five, anyway?\How cute...\You're such a sweet little thing...\That's a man's voice.\W-Who's there? response:	I can't get enough-
context: You got a cat! I love cats.\Stupid cops, making me late...\Why'd she want me to be home by five, anyway?\How cute...\You're such a sweet little thing...\That's a man's voice.\W-Who's there?\I can't get enough- response:	C'mon, stop-
context: Stupid cops, making me late...\Why'd she want me to be home by five, anyway?\How cute...\You're such a sweet little thing...\That's a man's voice.\W-Who's there?\I can't get enough-\C'mon, stop- response:	Ooh, you're extra soft down here!
context: Why'd she want me to be home by five, anyway?\How cute...\You're such a sweet little thing...\That's a man's voice.\W-Who's there?\I can't get enough-\C'mon, stop-\Ooh, you're extra soft down here! response:	Not there, stop!
context: How cute...\You're such a sweet little thing...\That's a man's voice.\W-Who's there?\I can't get enough-\C'mon, stop-\Ooh, you're extra soft down here!\Not there, stop! response:	Him...!
context: You're such a sweet little thing...\That's a man's voice.\W-Who's there?\I can't get enough-\C'mon, stop-\Ooh, you're extra soft down here!\Not there, stop!\Him...! response:	That's enough, hands off now, please.
context: That's a man's voice.\W-Who's there?\I can't get enough-\C'mon, stop-\Ooh, you're extra soft down here!\Not there, stop!\Him...!\That's enough, hands off now, please. response:	Oh come on, I wanna play some more.
context: W-Who's there?\I can't get enough-\C'mon, stop-\Ooh, you're extra soft down here!\Not there, stop!\Him...!\That's enough, hands off now, please.\Oh come on, I wanna play some more. response:	That's enough, please don't touch me!
context: I can't get enough-\C'mon, stop-\Ooh, you're extra soft down here!\Not there, stop!\Him...!\That's enough, hands off now, please.\Oh come on, I wanna play some more.\That's enough, please don't touch me! response:	Aww come on, don't be shy...
context: C'mon, stop-\Ooh, you're extra soft down here!\Not there, stop!\Him...!\That's enough, hands off now, please.\Oh come on, I wanna play some more.\That's enough, please don't touch me!\Aww come on, don't be shy... response:	I'll murder you, you stinkin' scumbag pedo!
context: Ooh, you're extra soft down here!\Not there, stop!\Him...!\That's enough, hands off now, please.\Oh come on, I wanna play some more.\That's enough, please don't touch me!\Aww come on, don't be shy...\I'll murder you, you stinkin' scumbag pedo! response:	Hey, where're you going?
context: Not there, stop!\Him...!\That's enough, hands off now, please.\Oh come on, I wanna play some more.\That's enough, please don't touch me!\Aww come on, don't be shy...\I'll murder you, you stinkin' scumbag pedo!\Hey, where're you going? response:	To do my homework.
context: Him...!\That's enough, hands off now, please.\Oh come on, I wanna play some more.\That's enough, please don't touch me!\Aww come on, don't be shy...\I'll murder you, you stinkin' scumbag pedo!\Hey, where're you going?\To do my homework. response:	At least leave the cat to keep my company!
context: That's enough, hands off now, please.\Oh come on, I wanna play some more.\That's enough, please don't touch me!\Aww come on, don't be shy...\I'll murder you, you stinkin' scumbag pedo!\Hey, where're you going?\To do my homework.\At least leave the cat to keep my company! response:	Don't follow me.
context: Oh come on, I wanna play some more.\That's enough, please don't touch me!\Aww come on, don't be shy...\I'll murder you, you stinkin' scumbag pedo!\Hey, where're you going?\To do my homework.\At least leave the cat to keep my company!\Don't follow me. response:	Was that your father?
context: That's enough, please don't touch me!\Aww come on, don't be shy...\I'll murder you, you stinkin' scumbag pedo!\Hey, where're you going?\To do my homework.\At least leave the cat to keep my company!\Don't follow me.\Was that your father? response:	Something tells me that's not him...
context: Aww come on, don't be shy...\I'll murder you, you stinkin' scumbag pedo!\Hey, where're you going?\To do my homework.\At least leave the cat to keep my company!\Don't follow me.\Was that your father?\Something tells me that's not him... response:	A burglar? He's out for blood...
context: I'll murder you, you stinkin' scumbag pedo!\Hey, where're you going?\To do my homework.\At least leave the cat to keep my company!\Don't follow me.\Was that your father?\Something tells me that's not him...\A burglar? He's out for blood... response:	No, umm...he's...
context: Hey, where're you going?\To do my homework.\At least leave the cat to keep my company!\Don't follow me.\Was that your father?\Something tells me that's not him...\A burglar? He's out for blood...\No, umm...he's... response:	It's locked!
context: To do my homework.\At least leave the cat to keep my company!\Don't follow me.\Was that your father?\Something tells me that's not him...\A burglar? He's out for blood...\No, umm...he's...\It's locked! response:	Not this one too!
context: At least leave the cat to keep my company!\Don't follow me.\Was that your father?\Something tells me that's not him...\A burglar? He's out for blood...\No, umm...he's...\It's locked!\Not this one too! response:	Our room's the only one that's open.
context: Don't follow me.\Was that your father?\Something tells me that's not him...\A burglar? He's out for blood...\No, umm...he's...\It's locked!\Not this one too!\Our room's the only one that's open. response:	Umm...
context: Was that your father?\Something tells me that's not him...\A burglar? He's out for blood...\No, umm...he's...\It's locked!\Not this one too!\Our room's the only one that's open.\Umm... response:	All right, you stay hidden under the covers!
context: Something tells me that's not him...\A burglar? He's out for blood...\No, umm...he's...\It's locked!\Not this one too!\Our room's the only one that's open.\Umm...\All right, you stay hidden under the covers! response:	Don't worry, I'll protect you.
context: A burglar? He's out for blood...\No, umm...he's...\It's locked!\Not this one too!\Our room's the only one that's open.\Umm...\All right, you stay hidden under the covers!\Don't worry, I'll protect you. response:	I'm trying to tell you, he's-
context: No, umm...he's...\It's locked!\Not this one too!\Our room's the only one that's open.\Umm...\All right, you stay hidden under the covers!\Don't worry, I'll protect you.\I'm trying to tell you, he's- response:	Hide!
context: It's locked!\Not this one too!\Our room's the only one that's open.\Umm...\All right, you stay hidden under the covers!\Don't worry, I'll protect you.\I'm trying to tell you, he's-\Hide! response:	It's the burglar!
context: Not this one too!\Our room's the only one that's open.\Umm...\All right, you stay hidden under the covers!\Don't worry, I'll protect you.\I'm trying to tell you, he's-\Hide!\It's the burglar! response:	Forget it, I'm scared too!
context: Our room's the only one that's open.\Umm...\All right, you stay hidden under the covers!\Don't worry, I'll protect you.\I'm trying to tell you, he's-\Hide!\It's the burglar!\Forget it, I'm scared too! response:	D-Dad...
context: Umm...\All right, you stay hidden under the covers!\Don't worry, I'll protect you.\I'm trying to tell you, he's-\Hide!\It's the burglar!\Forget it, I'm scared too!\D-Dad... response:	Hitoha! Are you safe? Did he hurt you?!
context: All right, you stay hidden under the covers!\Don't worry, I'll protect you.\I'm trying to tell you, he's-\Hide!\It's the burglar!\Forget it, I'm scared too!\D-Dad...\Hitoha! Are you safe? Did he hurt you?! response:	Dad?
context: Don't worry, I'll protect you.\I'm trying to tell you, he's-\Hide!\It's the burglar!\Forget it, I'm scared too!\D-Dad...\Hitoha! Are you safe? Did he hurt you?!\Dad? response:	Oh, so you're their father!
context: I'm trying to tell you, he's-\Hide!\It's the burglar!\Forget it, I'm scared too!\D-Dad...\Hitoha! Are you safe? Did he hurt you?!\Dad?\Oh, so you're their father! response:	Wow, I was sure you were a burglar!
context: Hide!\It's the burglar!\Forget it, I'm scared too!\D-Dad...\Hitoha! Are you safe? Did he hurt you?!\Dad?\Oh, so you're their father!\Wow, I was sure you were a burglar! response:	Let's say I was...what's that make you?
context: It's the burglar!\Forget it, I'm scared too!\D-Dad...\Hitoha! Are you safe? Did he hurt you?!\Dad?\Oh, so you're their father!\Wow, I was sure you were a burglar!\Let's say I was...what's that make you? response:	Huh?
context: Forget it, I'm scared too!\D-Dad...\Hitoha! Are you safe? Did he hurt you?!\Dad?\Oh, so you're their father!\Wow, I was sure you were a burglar!\Let's say I was...what's that make you?\Huh? response:	I, err...uh...
context: D-Dad...\Hitoha! Are you safe? Did he hurt you?!\Dad?\Oh, so you're their father!\Wow, I was sure you were a burglar!\Let's say I was...what's that make you?\Huh?\I, err...uh... response:	You see...
context: Hitoha! Are you safe? Did he hurt you?!\Dad?\Oh, so you're their father!\Wow, I was sure you were a burglar!\Let's say I was...what's that make you?\Huh?\I, err...uh...\You see... response:	I see what?
context: Dad?\Oh, so you're their father!\Wow, I was sure you were a burglar!\Let's say I was...what's that make you?\Huh?\I, err...uh...\You see...\I see what? response:	H-Hitoha-chan!
context: Oh, so you're their father!\Wow, I was sure you were a burglar!\Let's say I was...what's that make you?\Huh?\I, err...uh...\You see...\I see what?\H-Hitoha-chan! response:	P-Please, hear me out! I'm actually Hitoha-chan's teacher-
context: Wow, I was sure you were a burglar!\Let's say I was...what's that make you?\Huh?\I, err...uh...\You see...\I see what?\H-Hitoha-chan!\P-Please, hear me out! I'm actually Hitoha-chan's teacher- response:	That makes it even WORSE!
context: Let's say I was...what's that make you?\Huh?\I, err...uh...\You see...\I see what?\H-Hitoha-chan!\P-Please, hear me out! I'm actually Hitoha-chan's teacher-\That makes it even WORSE! response:	He hasn't given me any trouble...
context: Huh?\I, err...uh...\You see...\I see what?\H-Hitoha-chan!\P-Please, hear me out! I'm actually Hitoha-chan's teacher-\That makes it even WORSE!\He hasn't given me any trouble... response:	What happened at the triplet's place?
context: I, err...uh...\You see...\I see what?\H-Hitoha-chan!\P-Please, hear me out! I'm actually Hitoha-chan's teacher-\That makes it even WORSE!\He hasn't given me any trouble...\What happened at the triplet's place? response:	Actually, I think I have a pretty good idea.
context: You see...\I see what?\H-Hitoha-chan!\P-Please, hear me out! I'm actually Hitoha-chan's teacher-\That makes it even WORSE!\He hasn't given me any trouble...\What happened at the triplet's place?\Actually, I think I have a pretty good idea. response:	Mitsu...domoe...
context: I see what?\H-Hitoha-chan!\P-Please, hear me out! I'm actually Hitoha-chan's teacher-\That makes it even WORSE!\He hasn't given me any trouble...\What happened at the triplet's place?\Actually, I think I have a pretty good idea.\Mitsu...domoe... response:	Yabecchi's Room
context: H-Hitoha-chan!\P-Please, hear me out! I'm actually Hitoha-chan's teacher-\That makes it even WORSE!\He hasn't given me any trouble...\What happened at the triplet's place?\Actually, I think I have a pretty good idea.\Mitsu...domoe...\Yabecchi's Room response:	Today's guest is the youngest of the Marui triplets...
context: P-Please, hear me out! I'm actually Hitoha-chan's teacher-\That makes it even WORSE!\He hasn't given me any trouble...\What happened at the triplet's place?\Actually, I think I have a pretty good idea.\Mitsu...domoe...\Yabecchi's Room\Today's guest is the youngest of the Marui triplets... response:	Where's Hitoha-chan?
context: That makes it even WORSE!\He hasn't given me any trouble...\What happened at the triplet's place?\Actually, I think I have a pretty good idea.\Mitsu...domoe...\Yabecchi's Room\Today's guest is the youngest of the Marui triplets...\Where's Hitoha-chan? response:	Why do you always pop out from under my legs!
context: He hasn't given me any trouble...\What happened at the triplet's place?\Actually, I think I have a pretty good idea.\Mitsu...domoe...\Yabecchi's Room\Today's guest is the youngest of the Marui triplets...\Where's Hitoha-chan?\Why do you always pop out from under my legs! response:	I don't want to disappoint.
context: What happened at the triplet's place?\Actually, I think I have a pretty good idea.\Mitsu...domoe...\Yabecchi's Room\Today's guest is the youngest of the Marui triplets...\Where's Hitoha-chan?\Why do you always pop out from under my legs!\I don't want to disappoint. response:	Well I've got a weak heart, so knock it off!
context: Actually, I think I have a pretty good idea.\Mitsu...domoe...\Yabecchi's Room\Today's guest is the youngest of the Marui triplets...\Where's Hitoha-chan?\Why do you always pop out from under my legs!\I don't want to disappoint.\Well I've got a weak heart, so knock it off! response:	You didn't even try to help me in that last seg-
context: Mitsu...domoe...\Yabecchi's Room\Today's guest is the youngest of the Marui triplets...\Where's Hitoha-chan?\Why do you always pop out from under my legs!\I don't want to disappoint.\Well I've got a weak heart, so knock it off!\You didn't even try to help me in that last seg- response:	Settle down
context: Yabecchi's Room\Today's guest is the youngest of the Marui triplets...\Where's Hitoha-chan?\Why do you always pop out from under my legs!\I don't want to disappoint.\Well I've got a weak heart, so knock it off!\You didn't even try to help me in that last seg-\Settle down response:	Today's guest is the youngest of the Marui triplets, Marui Hitoha-san.
context: Today's guest is the youngest of the Marui triplets...\Where's Hitoha-chan?\Why do you always pop out from under my legs!\I don't want to disappoint.\Well I've got a weak heart, so knock it off!\You didn't even try to help me in that last seg-\Settle down\Today's guest is the youngest of the Marui triplets, Marui Hitoha-san. response:	Today's guest Marui Hitoha-san
context: Where's Hitoha-chan?\Why do you always pop out from under my legs!\I don't want to disappoint.\Well I've got a weak heart, so knock it off!\You didn't even try to help me in that last seg-\Settle down\Today's guest is the youngest of the Marui triplets, Marui Hitoha-san.\Today's guest Marui Hitoha-san response:	What interesting topics will we talk about today?
context: Why do you always pop out from under my legs!\I don't want to disappoint.\Well I've got a weak heart, so knock it off!\You didn't even try to help me in that last seg-\Settle down\Today's guest is the youngest of the Marui triplets, Marui Hitoha-san.\Today's guest Marui Hitoha-san\What interesting topics will we talk about today? response:	Time's up.
context: I don't want to disappoint.\Well I've got a weak heart, so knock it off!\You didn't even try to help me in that last seg-\Settle down\Today's guest is the youngest of the Marui triplets, Marui Hitoha-san.\Today's guest Marui Hitoha-san\What interesting topics will we talk about today?\Time's up. response:	Goodbye.
context: Well I've got a weak heart, so knock it off!\You didn't even try to help me in that last seg-\Settle down\Today's guest is the youngest of the Marui triplets, Marui Hitoha-san.\Today's guest Marui Hitoha-san\What interesting topics will we talk about today?\Time's up.\Goodbye. response:	Yabecchi's Room - Fin
context: You didn't even try to help me in that last seg-\Settle down\Today's guest is the youngest of the Marui triplets, Marui Hitoha-san.\Today's guest Marui Hitoha-san\What interesting topics will we talk about today?\Time's up.\Goodbye.\Yabecchi's Room - Fin response:	Mitsudomoe?
context: Settle down\Today's guest is the youngest of the Marui triplets, Marui Hitoha-san.\Today's guest Marui Hitoha-san\What interesting topics will we talk about today?\Time's up.\Goodbye.\Yabecchi's Room - Fin\Mitsudomoe? response:	She wins 3rd prize! Free tickets to the amusement park!
context: Today's guest is the youngest of the Marui triplets, Marui Hitoha-san.\Today's guest Marui Hitoha-san\What interesting topics will we talk about today?\Time's up.\Goodbye.\Yabecchi's Room - Fin\Mitsudomoe?\She wins 3rd prize! Free tickets to the amusement park! response:	Micchan! Amusement park, amusement park!
context: Today's guest Marui Hitoha-san\What interesting topics will we talk about today?\Time's up.\Goodbye.\Yabecchi's Room - Fin\Mitsudomoe?\She wins 3rd prize! Free tickets to the amusement park!\Micchan! Amusement park, amusement park! response:	YES! My era begins now!
context: What interesting topics will we talk about today?\Time's up.\Goodbye.\Yabecchi's Room - Fin\Mitsudomoe?\She wins 3rd prize! Free tickets to the amusement park!\Micchan! Amusement park, amusement park!\YES! My era begins now! response:	She wins the GRAND prize! An all expenses paid trip to Hawaii!
context: Time's up.\Goodbye.\Yabecchi's Room - Fin\Mitsudomoe?\She wins 3rd prize! Free tickets to the amusement park!\Micchan! Amusement park, amusement park!\YES! My era begins now!\She wins the GRAND prize! An all expenses paid trip to Hawaii! response:	That's awesome, lady!!
context: Goodbye.\Yabecchi's Room - Fin\Mitsudomoe?\She wins 3rd prize! Free tickets to the amusement park!\Micchan! Amusement park, amusement park!\YES! My era begins now!\She wins the GRAND prize! An all expenses paid trip to Hawaii!\That's awesome, lady!! response:	I've never seen anyone win the grand prize!
context: Yabecchi's Room - Fin\Mitsudomoe?\She wins 3rd prize! Free tickets to the amusement park!\Micchan! Amusement park, amusement park!\YES! My era begins now!\She wins the GRAND prize! An all expenses paid trip to Hawaii!\That's awesome, lady!!\I've never seen anyone win the grand prize! response:	My era is OVER
context: Mitsudomoe?\She wins 3rd prize! Free tickets to the amusement park!\Micchan! Amusement park, amusement park!\YES! My era begins now!\She wins the GRAND prize! An all expenses paid trip to Hawaii!\That's awesome, lady!!\I've never seen anyone win the grand prize!\My era is OVER response:	Sometimes lady luck decides to side with you!
context: She wins 3rd prize! Free tickets to the amusement park!\Micchan! Amusement park, amusement park!\YES! My era begins now!\She wins the GRAND prize! An all expenses paid trip to Hawaii!\That's awesome, lady!!\I've never seen anyone win the grand prize!\My era is OVER\Sometimes lady luck decides to side with you! response:	Please, my karma's so good this is totally normal.
context: Micchan! Amusement park, amusement park!\YES! My era begins now!\She wins the GRAND prize! An all expenses paid trip to Hawaii!\That's awesome, lady!!\I've never seen anyone win the grand prize!\My era is OVER\Sometimes lady luck decides to side with you!\Please, my karma's so good this is totally normal. response:	Only two...
context: YES! My era begins now!\She wins the GRAND prize! An all expenses paid trip to Hawaii!\That's awesome, lady!!\I've never seen anyone win the grand prize!\My era is OVER\Sometimes lady luck decides to side with you!\Please, my karma's so good this is totally normal.\Only two... response:	Do I go with Futaba?
context: She wins the GRAND prize! An all expenses paid trip to Hawaii!\That's awesome, lady!!\I've never seen anyone win the grand prize!\My era is OVER\Sometimes lady luck decides to side with you!\Please, my karma's so good this is totally normal.\Only two...\Do I go with Futaba? response:	No, no, I won't go if daddy's not coming too!
context: That's awesome, lady!!\I've never seen anyone win the grand prize!\My era is OVER\Sometimes lady luck decides to side with you!\Please, my karma's so good this is totally normal.\Only two...\Do I go with Futaba?\No, no, I won't go if daddy's not coming too! response:	Or Hitoha?
context: I've never seen anyone win the grand prize!\My era is OVER\Sometimes lady luck decides to side with you!\Please, my karma's so good this is totally normal.\Only two...\Do I go with Futaba?\No, no, I won't go if daddy's not coming too!\Or Hitoha? response:	There's no weight limit so you'll be okay, you pig.
context: My era is OVER\Sometimes lady luck decides to side with you!\Please, my karma's so good this is totally normal.\Only two...\Do I go with Futaba?\No, no, I won't go if daddy's not coming too!\Or Hitoha?\There's no weight limit so you'll be okay, you pig. response:	W-Wait...
context: Sometimes lady luck decides to side with you!\Please, my karma's so good this is totally normal.\Only two...\Do I go with Futaba?\No, no, I won't go if daddy's not coming too!\Or Hitoha?\There's no weight limit so you'll be okay, you pig.\W-Wait... response:	T-The gondola will tip over, don't move a muscle...
context: Please, my karma's so good this is totally normal.\Only two...\Do I go with Futaba?\No, no, I won't go if daddy's not coming too!\Or Hitoha?\There's no weight limit so you'll be okay, you pig.\W-Wait...\T-The gondola will tip over, don't move a muscle... response:	I'll never make it.
context: Only two...\Do I go with Futaba?\No, no, I won't go if daddy's not coming too!\Or Hitoha?\There's no weight limit so you'll be okay, you pig.\W-Wait...\T-The gondola will tip over, don't move a muscle...\I'll never make it. response:	Then again, she probably won't wanna go anyway.
context: Do I go with Futaba?\No, no, I won't go if daddy's not coming too!\Or Hitoha?\There's no weight limit so you'll be okay, you pig.\W-Wait...\T-The gondola will tip over, don't move a muscle...\I'll never make it.\Then again, she probably won't wanna go anyway. response:	Amusement parks are for babies, like your panties.
context: No, no, I won't go if daddy's not coming too!\Or Hitoha?\There's no weight limit so you'll be okay, you pig.\W-Wait...\T-The gondola will tip over, don't move a muscle...\I'll never make it.\Then again, she probably won't wanna go anyway.\Amusement parks are for babies, like your panties. response:	I can't wait to go with you, Micchan!
context: Or Hitoha?\There's no weight limit so you'll be okay, you pig.\W-Wait...\T-The gondola will tip over, don't move a muscle...\I'll never make it.\Then again, she probably won't wanna go anyway.\Amusement parks are for babies, like your panties.\I can't wait to go with you, Micchan! response:	You don't mind?
