context: Here they come. response:	Wait, we don't...!
context: But...\We can't be together any longer.\Wait! What are you doing?\Goodbye.\Yin!\If we ever meet again, then...\Yin!\The maiden, thereafter referred to as Izanami, response:	shall cause the countless stars, her own flesh and blood, to fall as rain,
context: We can't be together any longer.\Wait! What are you doing?\Goodbye.\Yin!\If we ever meet again, then...\Yin!\The maiden, thereafter referred to as Izanami,\shall cause the countless stars, her own flesh and blood, to fall as rain, response:	and descend before a new gate.
context: Wait! What are you doing?\Goodbye.\Yin!\If we ever meet again, then...\Yin!\The maiden, thereafter referred to as Izanami,\shall cause the countless stars, her own flesh and blood, to fall as rain,\and descend before a new gate. response:	Just as the Mitaka documents predicted, we witnessed Izanami's awakening.
context: Goodbye.\Yin!\If we ever meet again, then...\Yin!\The maiden, thereafter referred to as Izanami,\shall cause the countless stars, her own flesh and blood, to fall as rain,\and descend before a new gate.\Just as the Mitaka documents predicted, we witnessed Izanami's awakening. response:	Similar to the period before the awakening,
context: Yin!\If we ever meet again, then...\Yin!\The maiden, thereafter referred to as Izanami,\shall cause the countless stars, her own flesh and blood, to fall as rain,\and descend before a new gate.\Just as the Mitaka documents predicted, we witnessed Izanami's awakening.\Similar to the period before the awakening, response:	Contractors and Dolls are being interfered with, but now it's spread to affect even non-Contractors.
context: If we ever meet again, then...\Yin!\The maiden, thereafter referred to as Izanami,\shall cause the countless stars, her own flesh and blood, to fall as rain,\and descend before a new gate.\Just as the Mitaka documents predicted, we witnessed Izanami's awakening.\Similar to the period before the awakening,\Contractors and Dolls are being interfered with, but now it's spread to affect even non-Contractors. response:	Attacks with conventional weapons have all been nullified,
context: Yin!\The maiden, thereafter referred to as Izanami,\shall cause the countless stars, her own flesh and blood, to fall as rain,\and descend before a new gate.\Just as the Mitaka documents predicted, we witnessed Izanami's awakening.\Similar to the period before the awakening,\Contractors and Dolls are being interfered with, but now it's spread to affect even non-Contractors.\Attacks with conventional weapons have all been nullified, response:	and we currently detect bends in space-time as fierce as those when the Gate appeared.
context: The maiden, thereafter referred to as Izanami,\shall cause the countless stars, her own flesh and blood, to fall as rain,\and descend before a new gate.\Just as the Mitaka documents predicted, we witnessed Izanami's awakening.\Similar to the period before the awakening,\Contractors and Dolls are being interfered with, but now it's spread to affect even non-Contractors.\Attacks with conventional weapons have all been nullified,\and we currently detect bends in space-time as fierce as those when the Gate appeared. response:	Our best guess is that someone is interfering with Izanami from beyond the gate.
context: shall cause the countless stars, her own flesh and blood, to fall as rain,\and descend before a new gate.\Just as the Mitaka documents predicted, we witnessed Izanami's awakening.\Similar to the period before the awakening,\Contractors and Dolls are being interfered with, but now it's spread to affect even non-Contractors.\Attacks with conventional weapons have all been nullified,\and we currently detect bends in space-time as fierce as those when the Gate appeared.\Our best guess is that someone is interfering with Izanami from beyond the gate. response:	However, we do not have the means to understand what is happening and what would come from the gate.
context: and descend before a new gate.\Just as the Mitaka documents predicted, we witnessed Izanami's awakening.\Similar to the period before the awakening,\Contractors and Dolls are being interfered with, but now it's spread to affect even non-Contractors.\Attacks with conventional weapons have all been nullified,\and we currently detect bends in space-time as fierce as those when the Gate appeared.\Our best guess is that someone is interfering with Izanami from beyond the gate.\However, we do not have the means to understand what is happening and what would come from the gate. response:	We can assume that, due to the use of the anti-gate particle beam,
context: Just as the Mitaka documents predicted, we witnessed Izanami's awakening.\Similar to the period before the awakening,\Contractors and Dolls are being interfered with, but now it's spread to affect even non-Contractors.\Attacks with conventional weapons have all been nullified,\and we currently detect bends in space-time as fierce as those when the Gate appeared.\Our best guess is that someone is interfering with Izanami from beyond the gate.\However, we do not have the means to understand what is happening and what would come from the gate.\We can assume that, due to the use of the anti-gate particle beam, response:	Izanami's movements have temporarily slowed, and by increasing the beam's output
context: Similar to the period before the awakening,\Contractors and Dolls are being interfered with, but now it's spread to affect even non-Contractors.\Attacks with conventional weapons have all been nullified,\and we currently detect bends in space-time as fierce as those when the Gate appeared.\Our best guess is that someone is interfering with Izanami from beyond the gate.\However, we do not have the means to understand what is happening and what would come from the gate.\We can assume that, due to the use of the anti-gate particle beam,\Izanami's movements have temporarily slowed, and by increasing the beam's output response:	we have the chance to completely wipe her from exist-
context: Contractors and Dolls are being interfered with, but now it's spread to affect even non-Contractors.\Attacks with conventional weapons have all been nullified,\and we currently detect bends in space-time as fierce as those when the Gate appeared.\Our best guess is that someone is interfering with Izanami from beyond the gate.\However, we do not have the means to understand what is happening and what would come from the gate.\We can assume that, due to the use of the anti-gate particle beam,\Izanami's movements have temporarily slowed, and by increasing the beam's output\we have the chance to completely wipe her from exist- response:	Hello?
context: Attacks with conventional weapons have all been nullified,\and we currently detect bends in space-time as fierce as those when the Gate appeared.\Our best guess is that someone is interfering with Izanami from beyond the gate.\However, we do not have the means to understand what is happening and what would come from the gate.\We can assume that, due to the use of the anti-gate particle beam,\Izanami's movements have temporarily slowed, and by increasing the beam's output\we have the chance to completely wipe her from exist-\Hello? response:	What is it?
context: and we currently detect bends in space-time as fierce as those when the Gate appeared.\Our best guess is that someone is interfering with Izanami from beyond the gate.\However, we do not have the means to understand what is happening and what would come from the gate.\We can assume that, due to the use of the anti-gate particle beam,\Izanami's movements have temporarily slowed, and by increasing the beam's output\we have the chance to completely wipe her from exist-\Hello?\What is it? response:	Izanami is on the move again!
context: Our best guess is that someone is interfering with Izanami from beyond the gate.\However, we do not have the means to understand what is happening and what would come from the gate.\We can assume that, due to the use of the anti-gate particle beam,\Izanami's movements have temporarily slowed, and by increasing the beam's output\we have the chance to completely wipe her from exist-\Hello?\What is it?\Izanami is on the move again! response:	Put it on the monitor!
context: However, we do not have the means to understand what is happening and what would come from the gate.\We can assume that, due to the use of the anti-gate particle beam,\Izanami's movements have temporarily slowed, and by increasing the beam's output\we have the chance to completely wipe her from exist-\Hello?\What is it?\Izanami is on the move again!\Put it on the monitor! response:	Beam output to maximum! I don't care if it overloads!
context: We can assume that, due to the use of the anti-gate particle beam,\Izanami's movements have temporarily slowed, and by increasing the beam's output\we have the chance to completely wipe her from exist-\Hello?\What is it?\Izanami is on the move again!\Put it on the monitor!\Beam output to maximum! I don't care if it overloads! response:	We can't! It still won't pierce through at all!
context: Izanami's movements have temporarily slowed, and by increasing the beam's output\we have the chance to completely wipe her from exist-\Hello?\What is it?\Izanami is on the move again!\Put it on the monitor!\Beam output to maximum! I don't care if it overloads!\We can't! It still won't pierce through at all! response:	What should we do?
context: we have the chance to completely wipe her from exist-\Hello?\What is it?\Izanami is on the move again!\Put it on the monitor!\Beam output to maximum! I don't care if it overloads!\We can't! It still won't pierce through at all!\What should we do? response:	What's going on?
context: Hello?\What is it?\Izanami is on the move again!\Put it on the monitor!\Beam output to maximum! I don't care if it overloads!\We can't! It still won't pierce through at all!\What should we do?\What's going on? response:	Izanami's gate particle count is dropping!
context: What is it?\Izanami is on the move again!\Put it on the monitor!\Beam output to maximum! I don't care if it overloads!\We can't! It still won't pierce through at all!\What should we do?\What's going on?\Izanami's gate particle count is dropping! response:	Her awakening... is stopping!
context: Izanami is on the move again!\Put it on the monitor!\Beam output to maximum! I don't care if it overloads!\We can't! It still won't pierce through at all!\What should we do?\What's going on?\Izanami's gate particle count is dropping!\Her awakening... is stopping! response:	Prepare the cryopreservation chamber! Now!
context: Put it on the monitor!\Beam output to maximum! I don't care if it overloads!\We can't! It still won't pierce through at all!\What should we do?\What's going on?\Izanami's gate particle count is dropping!\Her awakening... is stopping!\Prepare the cryopreservation chamber! Now! response:	Man, it's busy!
context: Beam output to maximum! I don't care if it overloads!\We can't! It still won't pierce through at all!\What should we do?\What's going on?\Izanami's gate particle count is dropping!\Her awakening... is stopping!\Prepare the cryopreservation chamber! Now!\Man, it's busy! response:	Thanks.
context: We can't! It still won't pierce through at all!\What should we do?\What's going on?\Izanami's gate particle count is dropping!\Her awakening... is stopping!\Prepare the cryopreservation chamber! Now!\Man, it's busy!\Thanks. response:	Could you put out the dishes?
context: What should we do?\What's going on?\Izanami's gate particle count is dropping!\Her awakening... is stopping!\Prepare the cryopreservation chamber! Now!\Man, it's busy!\Thanks.\Could you put out the dishes? response:	Hey, you drunk! Stop drinking in the morning and help out a bit!
context: What's going on?\Izanami's gate particle count is dropping!\Her awakening... is stopping!\Prepare the cryopreservation chamber! Now!\Man, it's busy!\Thanks.\Could you put out the dishes?\Hey, you drunk! Stop drinking in the morning and help out a bit! response:	Ah, you bastard! You're not listening to me, are you?
context: Izanami's gate particle count is dropping!\Her awakening... is stopping!\Prepare the cryopreservation chamber! Now!\Man, it's busy!\Thanks.\Could you put out the dishes?\Hey, you drunk! Stop drinking in the morning and help out a bit!\Ah, you bastard! You're not listening to me, are you? response:	I don't know what's going on,
context: Her awakening... is stopping!\Prepare the cryopreservation chamber! Now!\Man, it's busy!\Thanks.\Could you put out the dishes?\Hey, you drunk! Stop drinking in the morning and help out a bit!\Ah, you bastard! You're not listening to me, are you?\I don't know what's going on, response:	but even if the world's about to end, these guys are still starving!
context: Prepare the cryopreservation chamber! Now!\Man, it's busy!\Thanks.\Could you put out the dishes?\Hey, you drunk! Stop drinking in the morning and help out a bit!\Ah, you bastard! You're not listening to me, are you?\I don't know what's going on,\but even if the world's about to end, these guys are still starving! response:	Hey! Hey!
context: Man, it's busy!\Thanks.\Could you put out the dishes?\Hey, you drunk! Stop drinking in the morning and help out a bit!\Ah, you bastard! You're not listening to me, are you?\I don't know what's going on,\but even if the world's about to end, these guys are still starving!\Hey! Hey! response:	What a temper.
context: Thanks.\Could you put out the dishes?\Hey, you drunk! Stop drinking in the morning and help out a bit!\Ah, you bastard! You're not listening to me, are you?\I don't know what's going on,\but even if the world's about to end, these guys are still starving!\Hey! Hey!\What a temper. response:	I've got a job for you, if you want.
context: Could you put out the dishes?\Hey, you drunk! Stop drinking in the morning and help out a bit!\Ah, you bastard! You're not listening to me, are you?\I don't know what's going on,\but even if the world's about to end, these guys are still starving!\Hey! Hey!\What a temper.\I've got a job for you, if you want. response:	The CIA is looking for a skilled agent.
context: Hey, you drunk! Stop drinking in the morning and help out a bit!\Ah, you bastard! You're not listening to me, are you?\I don't know what's going on,\but even if the world's about to end, these guys are still starving!\Hey! Hey!\What a temper.\I've got a job for you, if you want.\The CIA is looking for a skilled agent. response:	She's still alive.
context: Ah, you bastard! You're not listening to me, are you?\I don't know what's going on,\but even if the world's about to end, these guys are still starving!\Hey! Hey!\What a temper.\I've got a job for you, if you want.\The CIA is looking for a skilled agent.\She's still alive. response:	50 years ago, the Syndicate was created to prevent the Mitaka documents from coming true.
context: I don't know what's going on,\but even if the world's about to end, these guys are still starving!\Hey! Hey!\What a temper.\I've got a job for you, if you want.\The CIA is looking for a skilled agent.\She's still alive.\50 years ago, the Syndicate was created to prevent the Mitaka documents from coming true. response:	And in spite of it all, this is the only way we could do it.
context: but even if the world's about to end, these guys are still starving!\Hey! Hey!\What a temper.\I've got a job for you, if you want.\The CIA is looking for a skilled agent.\She's still alive.\50 years ago, the Syndicate was created to prevent the Mitaka documents from coming true.\And in spite of it all, this is the only way we could do it. response:	To increase its power, the Syndicate grew, expanded and eventually forgot its true purpose.
context: Hey! Hey!\What a temper.\I've got a job for you, if you want.\The CIA is looking for a skilled agent.\She's still alive.\50 years ago, the Syndicate was created to prevent the Mitaka documents from coming true.\And in spite of it all, this is the only way we could do it.\To increase its power, the Syndicate grew, expanded and eventually forgot its true purpose. response:	We've been off the path for too long.
context: What a temper.\I've got a job for you, if you want.\The CIA is looking for a skilled agent.\She's still alive.\50 years ago, the Syndicate was created to prevent the Mitaka documents from coming true.\And in spite of it all, this is the only way we could do it.\To increase its power, the Syndicate grew, expanded and eventually forgot its true purpose.\We've been off the path for too long. response:	Where is this?
context: I've got a job for you, if you want.\The CIA is looking for a skilled agent.\She's still alive.\50 years ago, the Syndicate was created to prevent the Mitaka documents from coming true.\And in spite of it all, this is the only way we could do it.\To increase its power, the Syndicate grew, expanded and eventually forgot its true purpose.\We've been off the path for too long.\Where is this? response:	Inside me.
context: The CIA is looking for a skilled agent.\She's still alive.\50 years ago, the Syndicate was created to prevent the Mitaka documents from coming true.\And in spite of it all, this is the only way we could do it.\To increase its power, the Syndicate grew, expanded and eventually forgot its true purpose.\We've been off the path for too long.\Where is this?\Inside me. response:	Who are you?
context: She's still alive.\50 years ago, the Syndicate was created to prevent the Mitaka documents from coming true.\And in spite of it all, this is the only way we could do it.\To increase its power, the Syndicate grew, expanded and eventually forgot its true purpose.\We've been off the path for too long.\Where is this?\Inside me.\Who are you? response:	I am Yin.
context: 50 years ago, the Syndicate was created to prevent the Mitaka documents from coming true.\And in spite of it all, this is the only way we could do it.\To increase its power, the Syndicate grew, expanded and eventually forgot its true purpose.\We've been off the path for too long.\Where is this?\Inside me.\Who are you?\I am Yin. response:	Yin?
context: And in spite of it all, this is the only way we could do it.\To increase its power, the Syndicate grew, expanded and eventually forgot its true purpose.\We've been off the path for too long.\Where is this?\Inside me.\Who are you?\I am Yin.\Yin? response:	I guess I can't talk to anyone yet but you.
context: To increase its power, the Syndicate grew, expanded and eventually forgot its true purpose.\We've been off the path for too long.\Where is this?\Inside me.\Who are you?\I am Yin.\Yin?\I guess I can't talk to anyone yet but you. response:	Not now.
context: We've been off the path for too long.\Where is this?\Inside me.\Who are you?\I am Yin.\Yin?\I guess I can't talk to anyone yet but you.\Not now. response:	Why?
context: Where is this?\Inside me.\Who are you?\I am Yin.\Yin?\I guess I can't talk to anyone yet but you.\Not now.\Why? response:	Because no one is ready yet.
context: Inside me.\Who are you?\I am Yin.\Yin?\I guess I can't talk to anyone yet but you.\Not now.\Why?\Because no one is ready yet. response:	I still don't understand. We gathered so many samples.
context: Who are you?\I am Yin.\Yin?\I guess I can't talk to anyone yet but you.\Not now.\Why?\Because no one is ready yet.\I still don't understand. We gathered so many samples. response:	I can't do it anymore.
context: I am Yin.\Yin?\I guess I can't talk to anyone yet but you.\Not now.\Why?\Because no one is ready yet.\I still don't understand. We gathered so many samples.\I can't do it anymore. response:	Let's make a deal.
context: Yin?\I guess I can't talk to anyone yet but you.\Not now.\Why?\Because no one is ready yet.\I still don't understand. We gathered so many samples.\I can't do it anymore.\Let's make a deal. response:	When that time comes, we will grant your wish.
context: I guess I can't talk to anyone yet but you.\Not now.\Why?\Because no one is ready yet.\I still don't understand. We gathered so many samples.\I can't do it anymore.\Let's make a deal.\When that time comes, we will grant your wish. response:	Really?
context: Not now.\Why?\Because no one is ready yet.\I still don't understand. We gathered so many samples.\I can't do it anymore.\Let's make a deal.\When that time comes, we will grant your wish.\Really? response:	Do you think that day will come?
context: Why?\Because no one is ready yet.\I still don't understand. We gathered so many samples.\I can't do it anymore.\Let's make a deal.\When that time comes, we will grant your wish.\Really?\Do you think that day will come? response:	Hei will tell me when that day comes.
context: Because no one is ready yet.\I still don't understand. We gathered so many samples.\I can't do it anymore.\Let's make a deal.\When that time comes, we will grant your wish.\Really?\Do you think that day will come?\Hei will tell me when that day comes. response:	Hei?
context: I still don't understand. We gathered so many samples.\I can't do it anymore.\Let's make a deal.\When that time comes, we will grant your wish.\Really?\Do you think that day will come?\Hei will tell me when that day comes.\Hei? response:	Yes. Hei.
context: I can't do it anymore.\Let's make a deal.\When that time comes, we will grant your wish.\Really?\Do you think that day will come?\Hei will tell me when that day comes.\Hei?\Yes. Hei. response:	I see. Then we will wait for him with you.
context: Let's make a deal.\When that time comes, we will grant your wish.\Really?\Do you think that day will come?\Hei will tell me when that day comes.\Hei?\Yes. Hei.\I see. Then we will wait for him with you. response:	Can you fly? ano sora ni kagayaku Ziggy Star
context: When that time comes, we will grant your wish.\Really?\Do you think that day will come?\Hei will tell me when that day comes.\Hei?\Yes. Hei.\I see. Then we will wait for him with you.\Can you fly? ano sora ni kagayaku Ziggy Star response:	Can you fly? Ziggy Star shining in the sky
context: Really?\Do you think that day will come?\Hei will tell me when that day comes.\Hei?\Yes. Hei.\I see. Then we will wait for him with you.\Can you fly? ano sora ni kagayaku Ziggy Star\Can you fly? Ziggy Star shining in the sky response:	kowareta yume kieta ai torimodoshite Fly away
context: Do you think that day will come?\Hei will tell me when that day comes.\Hei?\Yes. Hei.\I see. Then we will wait for him with you.\Can you fly? ano sora ni kagayaku Ziggy Star\Can you fly? Ziggy Star shining in the sky\kowareta yume kieta ai torimodoshite Fly away response:	Claiming back my broken dreams and lost love Fly away
context: Hei will tell me when that day comes.\Hei?\Yes. Hei.\I see. Then we will wait for him with you.\Can you fly? ano sora ni kagayaku Ziggy Star\Can you fly? Ziggy Star shining in the sky\kowareta yume kieta ai torimodoshite Fly away\Claiming back my broken dreams and lost love Fly away response:	Can you try? nikushimi o jihi e to kaete
context: Hei?\Yes. Hei.\I see. Then we will wait for him with you.\Can you fly? ano sora ni kagayaku Ziggy Star\Can you fly? Ziggy Star shining in the sky\kowareta yume kieta ai torimodoshite Fly away\Claiming back my broken dreams and lost love Fly away\Can you try? nikushimi o jihi e to kaete response:	Can you try? Changing this hate into compassion
context: Yes. Hei.\I see. Then we will wait for him with you.\Can you fly? ano sora ni kagayaku Ziggy Star\Can you fly? Ziggy Star shining in the sky\kowareta yume kieta ai torimodoshite Fly away\Claiming back my broken dreams and lost love Fly away\Can you try? nikushimi o jihi e to kaete\Can you try? Changing this hate into compassion response:	kawaita mune o nurasu Darker than Black
context: I see. Then we will wait for him with you.\Can you fly? ano sora ni kagayaku Ziggy Star\Can you fly? Ziggy Star shining in the sky\kowareta yume kieta ai torimodoshite Fly away\Claiming back my broken dreams and lost love Fly away\Can you try? nikushimi o jihi e to kaete\Can you try? Changing this hate into compassion\kawaita mune o nurasu Darker than Black response:	Soaking up my dry chest Darker than Black
context: Can you fly? ano sora ni kagayaku Ziggy Star\Can you fly? Ziggy Star shining in the sky\kowareta yume kieta ai torimodoshite Fly away\Claiming back my broken dreams and lost love Fly away\Can you try? nikushimi o jihi e to kaete\Can you try? Changing this hate into compassion\kawaita mune o nurasu Darker than Black\Soaking up my dry chest Darker than Black response:	utsuro ni hikaru kousou no mado
context: Can you fly? Ziggy Star shining in the sky\kowareta yume kieta ai torimodoshite Fly away\Claiming back my broken dreams and lost love Fly away\Can you try? nikushimi o jihi e to kaete\Can you try? Changing this hate into compassion\kawaita mune o nurasu Darker than Black\Soaking up my dry chest Darker than Black\utsuro ni hikaru kousou no mado response:	From hollow spaces the windows on the skyscrapers shine,
context: kowareta yume kieta ai torimodoshite Fly away\Claiming back my broken dreams and lost love Fly away\Can you try? nikushimi o jihi e to kaete\Can you try? Changing this hate into compassion\kawaita mune o nurasu Darker than Black\Soaking up my dry chest Darker than Black\utsuro ni hikaru kousou no mado\From hollow spaces the windows on the skyscrapers shine, response:	hatasenu mama no yakusoku
context: Claiming back my broken dreams and lost love Fly away\Can you try? nikushimi o jihi e to kaete\Can you try? Changing this hate into compassion\kawaita mune o nurasu Darker than Black\Soaking up my dry chest Darker than Black\utsuro ni hikaru kousou no mado\From hollow spaces the windows on the skyscrapers shine,\hatasenu mama no yakusoku response:	a promise that remains unfulfilled
context: Can you try? nikushimi o jihi e to kaete\Can you try? Changing this hate into compassion\kawaita mune o nurasu Darker than Black\Soaking up my dry chest Darker than Black\utsuro ni hikaru kousou no mado\From hollow spaces the windows on the skyscrapers shine,\hatasenu mama no yakusoku\a promise that remains unfulfilled response:	muda ni nagareta chi to namida ni somaru kanashii Game
context: Can you try? Changing this hate into compassion\kawaita mune o nurasu Darker than Black\Soaking up my dry chest Darker than Black\utsuro ni hikaru kousou no mado\From hollow spaces the windows on the skyscrapers shine,\hatasenu mama no yakusoku\a promise that remains unfulfilled\muda ni nagareta chi to namida ni somaru kanashii Game response:	Dyed in pointlessly flowing blood and tears, this sad Game
context: kawaita mune o nurasu Darker than Black\Soaking up my dry chest Darker than Black\utsuro ni hikaru kousou no mado\From hollow spaces the windows on the skyscrapers shine,\hatasenu mama no yakusoku\a promise that remains unfulfilled\muda ni nagareta chi to namida ni somaru kanashii Game\Dyed in pointlessly flowing blood and tears, this sad Game response:	Oh, Where is my friend? hitori yozora o nagamereba
context: Soaking up my dry chest Darker than Black\utsuro ni hikaru kousou no mado\From hollow spaces the windows on the skyscrapers shine,\hatasenu mama no yakusoku\a promise that remains unfulfilled\muda ni nagareta chi to namida ni somaru kanashii Game\Dyed in pointlessly flowing blood and tears, this sad Game\Oh, Where is my friend? hitori yozora o nagamereba response:	Oh, Where is my friend? If I Gaze at the night sky alone
context: utsuro ni hikaru kousou no mado\From hollow spaces the windows on the skyscrapers shine,\hatasenu mama no yakusoku\a promise that remains unfulfilled\muda ni nagareta chi to namida ni somaru kanashii Game\Dyed in pointlessly flowing blood and tears, this sad Game\Oh, Where is my friend? hitori yozora o nagamereba\Oh, Where is my friend? If I Gaze at the night sky alone response:	hoshikage ni yureru kimi no Sweet smile
context: From hollow spaces the windows on the skyscrapers shine,\hatasenu mama no yakusoku\a promise that remains unfulfilled\muda ni nagareta chi to namida ni somaru kanashii Game\Dyed in pointlessly flowing blood and tears, this sad Game\Oh, Where is my friend? hitori yozora o nagamereba\Oh, Where is my friend? If I Gaze at the night sky alone\hoshikage ni yureru kimi no Sweet smile response:	Swaying in the starlight is your Sweet smile
context: hatasenu mama no yakusoku\a promise that remains unfulfilled\muda ni nagareta chi to namida ni somaru kanashii Game\Dyed in pointlessly flowing blood and tears, this sad Game\Oh, Where is my friend? hitori yozora o nagamereba\Oh, Where is my friend? If I Gaze at the night sky alone\hoshikage ni yureru kimi no Sweet smile\Swaying in the starlight is your Sweet smile response:	Can you try? tachihadakaru kabe o kowashite
context: a promise that remains unfulfilled\muda ni nagareta chi to namida ni somaru kanashii Game\Dyed in pointlessly flowing blood and tears, this sad Game\Oh, Where is my friend? hitori yozora o nagamereba\Oh, Where is my friend? If I Gaze at the night sky alone\hoshikage ni yureru kimi no Sweet smile\Swaying in the starlight is your Sweet smile\Can you try? tachihadakaru kabe o kowashite response:	Can you try? Break the wall that is blocking your way
context: muda ni nagareta chi to namida ni somaru kanashii Game\Dyed in pointlessly flowing blood and tears, this sad Game\Oh, Where is my friend? hitori yozora o nagamereba\Oh, Where is my friend? If I Gaze at the night sky alone\hoshikage ni yureru kimi no Sweet smile\Swaying in the starlight is your Sweet smile\Can you try? tachihadakaru kabe o kowashite\Can you try? Break the wall that is blocking your way response:	tabidatsu toki o kizamu Darker than Black
context: Dyed in pointlessly flowing blood and tears, this sad Game\Oh, Where is my friend? hitori yozora o nagamereba\Oh, Where is my friend? If I Gaze at the night sky alone\hoshikage ni yureru kimi no Sweet smile\Swaying in the starlight is your Sweet smile\Can you try? tachihadakaru kabe o kowashite\Can you try? Break the wall that is blocking your way\tabidatsu toki o kizamu Darker than Black response:	The time to begin is ticking by Darker than Black
