context: Hishiron! Let's get lunch. response:	What about Kariu-san?
context: by getting him involved with adolescent kids.\by getting him involved with adolescent kids.\Will he actually get involved?\Well, I'm sure Kaizaki-san will notice something's wrong soon.\But what then?\friends acting weird help\I knew it. Something's wrong.\Weird... response:	What's been going on lately?
context: by getting him involved with adolescent kids.\Will he actually get involved?\Well, I'm sure Kaizaki-san will notice something's wrong soon.\But what then?\friends acting weird help\I knew it. Something's wrong.\Weird...\What's been going on lately? response:	I thought Hishiro-san and Kariu had finally became friends,
context: Will he actually get involved?\Well, I'm sure Kaizaki-san will notice something's wrong soon.\But what then?\friends acting weird help\I knew it. Something's wrong.\Weird...\What's been going on lately?\I thought Hishiro-san and Kariu had finally became friends, response:	but now even Tamarai-san's eating lunch alone.
context: Well, I'm sure Kaizaki-san will notice something's wrong soon.\But what then?\friends acting weird help\I knew it. Something's wrong.\Weird...\What's been going on lately?\I thought Hishiro-san and Kariu had finally became friends,\but now even Tamarai-san's eating lunch alone. response:	Kariu hasn't been going to practice.
context: But what then?\friends acting weird help\I knew it. Something's wrong.\Weird...\What's been going on lately?\I thought Hishiro-san and Kariu had finally became friends,\but now even Tamarai-san's eating lunch alone.\Kariu hasn't been going to practice. response:	Things don't seem right between her and Oga, too.
context: friends acting weird help\I knew it. Something's wrong.\Weird...\What's been going on lately?\I thought Hishiro-san and Kariu had finally became friends,\but now even Tamarai-san's eating lunch alone.\Kariu hasn't been going to practice.\Things don't seem right between her and Oga, too. response:	What's with this awkward atmosphere?
context: I knew it. Something's wrong.\Weird...\What's been going on lately?\I thought Hishiro-san and Kariu had finally became friends,\but now even Tamarai-san's eating lunch alone.\Kariu hasn't been going to practice.\Things don't seem right between her and Oga, too.\What's with this awkward atmosphere? response:	What's going on?
context: Weird...\What's been going on lately?\I thought Hishiro-san and Kariu had finally became friends,\but now even Tamarai-san's eating lunch alone.\Kariu hasn't been going to practice.\Things don't seem right between her and Oga, too.\What's with this awkward atmosphere?\What's going on? response:	What's with this company?
context: What's been going on lately?\I thought Hishiro-san and Kariu had finally became friends,\but now even Tamarai-san's eating lunch alone.\Kariu hasn't been going to practice.\Things don't seem right between her and Oga, too.\What's with this awkward atmosphere?\What's going on?\What's with this company? response:	Something's off.
context: I thought Hishiro-san and Kariu had finally became friends,\but now even Tamarai-san's eating lunch alone.\Kariu hasn't been going to practice.\Things don't seem right between her and Oga, too.\What's with this awkward atmosphere?\What's going on?\What's with this company?\Something's off. response:	Do my seniors hate each other?
context: but now even Tamarai-san's eating lunch alone.\Kariu hasn't been going to practice.\Things don't seem right between her and Oga, too.\What's with this awkward atmosphere?\What's going on?\What's with this company?\Something's off.\Do my seniors hate each other? response:	Kaizaki-kun...
context: Kariu hasn't been going to practice.\Things don't seem right between her and Oga, too.\What's with this awkward atmosphere?\What's going on?\What's with this company?\Something's off.\Do my seniors hate each other?\Kaizaki-kun... response:	You're absolutely right, and I'm glad you feel that way.
context: Things don't seem right between her and Oga, too.\What's with this awkward atmosphere?\What's going on?\What's with this company?\Something's off.\Do my seniors hate each other?\Kaizaki-kun...\You're absolutely right, and I'm glad you feel that way. response:	But I want you to stay out of it.
context: What's with this awkward atmosphere?\What's going on?\What's with this company?\Something's off.\Do my seniors hate each other?\Kaizaki-kun...\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it. response:	Hishiro Chizuru
context: What's going on?\What's with this company?\Something's off.\Do my seniors hate each other?\Kaizaki-kun...\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Hishiro Chizuru response:	It's Hishiro-san.
context: What's with this company?\Something's off.\Do my seniors hate each other?\Kaizaki-kun...\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Hishiro Chizuru\It's Hishiro-san. response:	Let's see...I need your advice.
context: Something's off.\Do my seniors hate each other?\Kaizaki-kun...\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Hishiro Chizuru\It's Hishiro-san.\Let's see...I need your advice. response:	I'm outside your place.
context: Do my seniors hate each other?\Kaizaki-kun...\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Hishiro Chizuru\It's Hishiro-san.\Let's see...I need your advice.\I'm outside your place. response:	Can we talk?
context: Kaizaki-kun...\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Hishiro Chizuru\It's Hishiro-san.\Let's see...I need your advice.\I'm outside your place.\Can we talk? response:	Huh?
context: You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Hishiro Chizuru\It's Hishiro-san.\Let's see...I need your advice.\I'm outside your place.\Can we talk?\Huh? response:	No way! Why?!
context: But I want you to stay out of it.\Hishiro Chizuru\It's Hishiro-san.\Let's see...I need your advice.\I'm outside your place.\Can we talk?\Huh?\No way! Why?! response:	Scary! Too scary!
context: Hishiro Chizuru\It's Hishiro-san.\Let's see...I need your advice.\I'm outside your place.\Can we talk?\Huh?\No way! Why?!\Scary! Too scary! response:	Wait, wait!
context: It's Hishiro-san.\Let's see...I need your advice.\I'm outside your place.\Can we talk?\Huh?\No way! Why?!\Scary! Too scary!\Wait, wait! response:	Hello.
context: Let's see...I need your advice.\I'm outside your place.\Can we talk?\Huh?\No way! Why?!\Scary! Too scary!\Wait, wait!\Hello. response:	What brings you here?
context: I'm outside your place.\Can we talk?\Huh?\No way! Why?!\Scary! Too scary!\Wait, wait!\Hello.\What brings you here? response:	Like I said, I need your help.
context: Can we talk?\Huh?\No way! Why?!\Scary! Too scary!\Wait, wait!\Hello.\What brings you here?\Like I said, I need your help. response:	Since it would be a little wordy for LIME,
context: Huh?\No way! Why?!\Scary! Too scary!\Wait, wait!\Hello.\What brings you here?\Like I said, I need your help.\Since it would be a little wordy for LIME, response:	I figured in person was better.
context: No way! Why?!\Scary! Too scary!\Wait, wait!\Hello.\What brings you here?\Like I said, I need your help.\Since it would be a little wordy for LIME,\I figured in person was better. response:	You could have just called.
context: Scary! Too scary!\Wait, wait!\Hello.\What brings you here?\Like I said, I need your help.\Since it would be a little wordy for LIME,\I figured in person was better.\You could have just called. response:	I've never had a long phone call with a friend.
context: Wait, wait!\Hello.\What brings you here?\Like I said, I need your help.\Since it would be a little wordy for LIME,\I figured in person was better.\You could have just called.\I've never had a long phone call with a friend. response:	It never even occurred to me.
context: Hello.\What brings you here?\Like I said, I need your help.\Since it would be a little wordy for LIME,\I figured in person was better.\You could have just called.\I've never had a long phone call with a friend.\It never even occurred to me. response:	Well, uh, come on in.
context: What brings you here?\Like I said, I need your help.\Since it would be a little wordy for LIME,\I figured in person was better.\You could have just called.\I've never had a long phone call with a friend.\It never even occurred to me.\Well, uh, come on in. response:	Okay, thank you.
context: Like I said, I need your help.\Since it would be a little wordy for LIME,\I figured in person was better.\You could have just called.\I've never had a long phone call with a friend.\It never even occurred to me.\Well, uh, come on in.\Okay, thank you. response:	You live alone?
context: Since it would be a little wordy for LIME,\I figured in person was better.\You could have just called.\I've never had a long phone call with a friend.\It never even occurred to me.\Well, uh, come on in.\Okay, thank you.\You live alone? response:	Well, yeah.
context: I figured in person was better.\You could have just called.\I've never had a long phone call with a friend.\It never even occurred to me.\Well, uh, come on in.\Okay, thank you.\You live alone?\Well, yeah. response:	Oh, sit anywhere.
context: You could have just called.\I've never had a long phone call with a friend.\It never even occurred to me.\Well, uh, come on in.\Okay, thank you.\You live alone?\Well, yeah.\Oh, sit anywhere. response:	Sure.
context: I've never had a long phone call with a friend.\It never even occurred to me.\Well, uh, come on in.\Okay, thank you.\You live alone?\Well, yeah.\Oh, sit anywhere.\Sure. response:	Oh, yeah.
context: It never even occurred to me.\Well, uh, come on in.\Okay, thank you.\You live alone?\Well, yeah.\Oh, sit anywhere.\Sure.\Oh, yeah. response:	She's in high school.
context: Well, uh, come on in.\Okay, thank you.\You live alone?\Well, yeah.\Oh, sit anywhere.\Sure.\Oh, yeah.\She's in high school. response:	Generally when you go to a friend's house, their family's around.
context: Okay, thank you.\You live alone?\Well, yeah.\Oh, sit anywhere.\Sure.\Oh, yeah.\She's in high school.\Generally when you go to a friend's house, their family's around. response:	Wait, is Hishiro-san freaking out because it's just me here?
context: You live alone?\Well, yeah.\Oh, sit anywhere.\Sure.\Oh, yeah.\She's in high school.\Generally when you go to a friend's house, their family's around.\Wait, is Hishiro-san freaking out because it's just me here? response:	What now? Should I give her an excuse to leave?
context: Well, yeah.\Oh, sit anywhere.\Sure.\Oh, yeah.\She's in high school.\Generally when you go to a friend's house, their family's around.\Wait, is Hishiro-san freaking out because it's just me here?\What now? Should I give her an excuse to leave? response:	No, she's Oga-level dense.
context: Oh, sit anywhere.\Sure.\Oh, yeah.\She's in high school.\Generally when you go to a friend's house, their family's around.\Wait, is Hishiro-san freaking out because it's just me here?\What now? Should I give her an excuse to leave?\No, she's Oga-level dense. response:	I doubt she cares at all.
context: Sure.\Oh, yeah.\She's in high school.\Generally when you go to a friend's house, their family's around.\Wait, is Hishiro-san freaking out because it's just me here?\What now? Should I give her an excuse to leave?\No, she's Oga-level dense.\I doubt she cares at all. response:	Wait, I'm the one freaking out!
context: Oh, yeah.\She's in high school.\Generally when you go to a friend's house, their family's around.\Wait, is Hishiro-san freaking out because it's just me here?\What now? Should I give her an excuse to leave?\No, she's Oga-level dense.\I doubt she cares at all.\Wait, I'm the one freaking out! response:	U-Uh, here.
context: She's in high school.\Generally when you go to a friend's house, their family's around.\Wait, is Hishiro-san freaking out because it's just me here?\What now? Should I give her an excuse to leave?\No, she's Oga-level dense.\I doubt she cares at all.\Wait, I'm the one freaking out!\U-Uh, here. response:	Thanks.
context: Generally when you go to a friend's house, their family's around.\Wait, is Hishiro-san freaking out because it's just me here?\What now? Should I give her an excuse to leave?\No, she's Oga-level dense.\I doubt she cares at all.\Wait, I'm the one freaking out!\U-Uh, here.\Thanks. response:	Go ahead.
context: Wait, is Hishiro-san freaking out because it's just me here?\What now? Should I give her an excuse to leave?\No, she's Oga-level dense.\I doubt she cares at all.\Wait, I'm the one freaking out!\U-Uh, here.\Thanks.\Go ahead. response:	Oh, sorry.
context: What now? Should I give her an excuse to leave?\No, she's Oga-level dense.\I doubt she cares at all.\Wait, I'm the one freaking out!\U-Uh, here.\Thanks.\Go ahead.\Oh, sorry. response:	Don't jump her!
context: No, she's Oga-level dense.\I doubt she cares at all.\Wait, I'm the one freaking out!\U-Uh, here.\Thanks.\Go ahead.\Oh, sorry.\Don't jump her! response:	How can I, with you guys watching?!
context: I doubt she cares at all.\Wait, I'm the one freaking out!\U-Uh, here.\Thanks.\Go ahead.\Oh, sorry.\Don't jump her!\How can I, with you guys watching?! response:	Tee hee!
context: Wait, I'm the one freaking out!\U-Uh, here.\Thanks.\Go ahead.\Oh, sorry.\Don't jump her!\How can I, with you guys watching?!\Tee hee! response:	So, what's up?
context: U-Uh, here.\Thanks.\Go ahead.\Oh, sorry.\Don't jump her!\How can I, with you guys watching?!\Tee hee!\So, what's up? response:	It's about Kariu-san and Tamarai-san.
context: Thanks.\Go ahead.\Oh, sorry.\Don't jump her!\How can I, with you guys watching?!\Tee hee!\So, what's up?\It's about Kariu-san and Tamarai-san. response:	It's weird.
context: Go ahead.\Oh, sorry.\Don't jump her!\How can I, with you guys watching?!\Tee hee!\So, what's up?\It's about Kariu-san and Tamarai-san.\It's weird. response:	They were so close, and now they won't speak to each other.
context: Oh, sorry.\Don't jump her!\How can I, with you guys watching?!\Tee hee!\So, what's up?\It's about Kariu-san and Tamarai-san.\It's weird.\They were so close, and now they won't speak to each other. response:	I was wondering if you knew what happened.
context: Don't jump her!\How can I, with you guys watching?!\Tee hee!\So, what's up?\It's about Kariu-san and Tamarai-san.\It's weird.\They were so close, and now they won't speak to each other.\I was wondering if you knew what happened. response:	Sorry. It's bugging me, too, but I dunno.
context: How can I, with you guys watching?!\Tee hee!\So, what's up?\It's about Kariu-san and Tamarai-san.\It's weird.\They were so close, and now they won't speak to each other.\I was wondering if you knew what happened.\Sorry. It's bugging me, too, but I dunno. response:	I see...
context: Tee hee!\So, what's up?\It's about Kariu-san and Tamarai-san.\It's weird.\They were so close, and now they won't speak to each other.\I was wondering if you knew what happened.\Sorry. It's bugging me, too, but I dunno.\I see... response:	But I'm surprised you've been so perceptive.
context: So, what's up?\It's about Kariu-san and Tamarai-san.\It's weird.\They were so close, and now they won't speak to each other.\I was wondering if you knew what happened.\Sorry. It's bugging me, too, but I dunno.\I see...\But I'm surprised you've been so perceptive. response:	It wasn't long ago that you'd have asked them directly.
context: It's about Kariu-san and Tamarai-san.\It's weird.\They were so close, and now they won't speak to each other.\I was wondering if you knew what happened.\Sorry. It's bugging me, too, but I dunno.\I see...\But I'm surprised you've been so perceptive.\It wasn't long ago that you'd have asked them directly. response:	But you realized you couldn't, so you came to see me.
context: It's weird.\They were so close, and now they won't speak to each other.\I was wondering if you knew what happened.\Sorry. It's bugging me, too, but I dunno.\I see...\But I'm surprised you've been so perceptive.\It wasn't long ago that you'd have asked them directly.\But you realized you couldn't, so you came to see me. response:	That's true.
context: They were so close, and now they won't speak to each other.\I was wondering if you knew what happened.\Sorry. It's bugging me, too, but I dunno.\I see...\But I'm surprised you've been so perceptive.\It wasn't long ago that you'd have asked them directly.\But you realized you couldn't, so you came to see me.\That's true. response:	Why did I go the long way around?
context: I was wondering if you knew what happened.\Sorry. It's bugging me, too, but I dunno.\I see...\But I'm surprised you've been so perceptive.\It wasn't long ago that you'd have asked them directly.\But you realized you couldn't, so you came to see me.\That's true.\Why did I go the long way around? response:	Oh, I think it's because it isn't my problem.
context: Sorry. It's bugging me, too, but I dunno.\I see...\But I'm surprised you've been so perceptive.\It wasn't long ago that you'd have asked them directly.\But you realized you couldn't, so you came to see me.\That's true.\Why did I go the long way around?\Oh, I think it's because it isn't my problem. response:	I'm emotionally dumb, so I make a lot of mistakes.
context: I see...\But I'm surprised you've been so perceptive.\It wasn't long ago that you'd have asked them directly.\But you realized you couldn't, so you came to see me.\That's true.\Why did I go the long way around?\Oh, I think it's because it isn't my problem.\I'm emotionally dumb, so I make a lot of mistakes. response:	If it's just me, that's fine.
context: But I'm surprised you've been so perceptive.\It wasn't long ago that you'd have asked them directly.\But you realized you couldn't, so you came to see me.\That's true.\Why did I go the long way around?\Oh, I think it's because it isn't my problem.\I'm emotionally dumb, so I make a lot of mistakes.\If it's just me, that's fine. response:	But with Kariu-san and Tamarai-san,
context: It wasn't long ago that you'd have asked them directly.\But you realized you couldn't, so you came to see me.\That's true.\Why did I go the long way around?\Oh, I think it's because it isn't my problem.\I'm emotionally dumb, so I make a lot of mistakes.\If it's just me, that's fine.\But with Kariu-san and Tamarai-san, response:	I can't afford to be stupid and mess up.
context: But you realized you couldn't, so you came to see me.\That's true.\Why did I go the long way around?\Oh, I think it's because it isn't my problem.\I'm emotionally dumb, so I make a lot of mistakes.\If it's just me, that's fine.\But with Kariu-san and Tamarai-san,\I can't afford to be stupid and mess up. response:	You don't need to be so hard on yourself.
context: That's true.\Why did I go the long way around?\Oh, I think it's because it isn't my problem.\I'm emotionally dumb, so I make a lot of mistakes.\If it's just me, that's fine.\But with Kariu-san and Tamarai-san,\I can't afford to be stupid and mess up.\You don't need to be so hard on yourself. response:	Last year, there was bullying in my class.
context: Why did I go the long way around?\Oh, I think it's because it isn't my problem.\I'm emotionally dumb, so I make a lot of mistakes.\If it's just me, that's fine.\But with Kariu-san and Tamarai-san,\I can't afford to be stupid and mess up.\You don't need to be so hard on yourself.\Last year, there was bullying in my class. response:	It was not pleasant to see.
context: Oh, I think it's because it isn't my problem.\I'm emotionally dumb, so I make a lot of mistakes.\If it's just me, that's fine.\But with Kariu-san and Tamarai-san,\I can't afford to be stupid and mess up.\You don't need to be so hard on yourself.\Last year, there was bullying in my class.\It was not pleasant to see. response:	I had this weird sense of duty,
context: I'm emotionally dumb, so I make a lot of mistakes.\If it's just me, that's fine.\But with Kariu-san and Tamarai-san,\I can't afford to be stupid and mess up.\You don't need to be so hard on yourself.\Last year, there was bullying in my class.\It was not pleasant to see.\I had this weird sense of duty, response:	like it was my job to stop it.
context: If it's just me, that's fine.\But with Kariu-san and Tamarai-san,\I can't afford to be stupid and mess up.\You don't need to be so hard on yourself.\Last year, there was bullying in my class.\It was not pleasant to see.\I had this weird sense of duty,\like it was my job to stop it. response:	So I told them to stop this nonsense.
context: But with Kariu-san and Tamarai-san,\I can't afford to be stupid and mess up.\You don't need to be so hard on yourself.\Last year, there was bullying in my class.\It was not pleasant to see.\I had this weird sense of duty,\like it was my job to stop it.\So I told them to stop this nonsense. response:	The bullying just got worse.
context: I can't afford to be stupid and mess up.\You don't need to be so hard on yourself.\Last year, there was bullying in my class.\It was not pleasant to see.\I had this weird sense of duty,\like it was my job to stop it.\So I told them to stop this nonsense.\The bullying just got worse. response:	And the victim told me...
context: You don't need to be so hard on yourself.\Last year, there was bullying in my class.\It was not pleasant to see.\I had this weird sense of duty,\like it was my job to stop it.\So I told them to stop this nonsense.\The bullying just got worse.\And the victim told me... response:	Don't do anything.
context: Last year, there was bullying in my class.\It was not pleasant to see.\I had this weird sense of duty,\like it was my job to stop it.\So I told them to stop this nonsense.\The bullying just got worse.\And the victim told me...\Don't do anything. response:	All I have to do is put up with it, and it won't get any worse.
context: It was not pleasant to see.\I had this weird sense of duty,\like it was my job to stop it.\So I told them to stop this nonsense.\The bullying just got worse.\And the victim told me...\Don't do anything.\All I have to do is put up with it, and it won't get any worse. response:	You're absolutely right.
context: I had this weird sense of duty,\like it was my job to stop it.\So I told them to stop this nonsense.\The bullying just got worse.\And the victim told me...\Don't do anything.\All I have to do is put up with it, and it won't get any worse.\You're absolutely right. response:	But in any society, you just need to grin and bear it.
context: like it was my job to stop it.\So I told them to stop this nonsense.\The bullying just got worse.\And the victim told me...\Don't do anything.\All I have to do is put up with it, and it won't get any worse.\You're absolutely right.\But in any society, you just need to grin and bear it. response:	Even if it isn't fair.
context: So I told them to stop this nonsense.\The bullying just got worse.\And the victim told me...\Don't do anything.\All I have to do is put up with it, and it won't get any worse.\You're absolutely right.\But in any society, you just need to grin and bear it.\Even if it isn't fair. response:	I'm fine.
context: The bullying just got worse.\And the victim told me...\Don't do anything.\All I have to do is put up with it, and it won't get any worse.\You're absolutely right.\But in any society, you just need to grin and bear it.\Even if it isn't fair.\I'm fine. response:	So, Kaizaki-kun... grow up.
context: And the victim told me...\Don't do anything.\All I have to do is put up with it, and it won't get any worse.\You're absolutely right.\But in any society, you just need to grin and bear it.\Even if it isn't fair.\I'm fine.\So, Kaizaki-kun... grow up. response:	I think she was doing her best
context: Don't do anything.\All I have to do is put up with it, and it won't get any worse.\You're absolutely right.\But in any society, you just need to grin and bear it.\Even if it isn't fair.\I'm fine.\So, Kaizaki-kun... grow up.\I think she was doing her best response:	to maintain the balance in her little world.
context: All I have to do is put up with it, and it won't get any worse.\You're absolutely right.\But in any society, you just need to grin and bear it.\Even if it isn't fair.\I'm fine.\So, Kaizaki-kun... grow up.\I think she was doing her best\to maintain the balance in her little world. response:	But I stepped in, heeding only my emotions,
context: You're absolutely right.\But in any society, you just need to grin and bear it.\Even if it isn't fair.\I'm fine.\So, Kaizaki-kun... grow up.\I think she was doing her best\to maintain the balance in her little world.\But I stepped in, heeding only my emotions, response:	and made things worse.
context: But in any society, you just need to grin and bear it.\Even if it isn't fair.\I'm fine.\So, Kaizaki-kun... grow up.\I think she was doing her best\to maintain the balance in her little world.\But I stepped in, heeding only my emotions,\and made things worse. response:	I really regretted it.
context: Even if it isn't fair.\I'm fine.\So, Kaizaki-kun... grow up.\I think she was doing her best\to maintain the balance in her little world.\But I stepped in, heeding only my emotions,\and made things worse.\I really regretted it. response:	I just don't know how to act while considering other people's feelings.
context: I'm fine.\So, Kaizaki-kun... grow up.\I think she was doing her best\to maintain the balance in her little world.\But I stepped in, heeding only my emotions,\and made things worse.\I really regretted it.\I just don't know how to act while considering other people's feelings. response:	After that, I did what she said. I said nothing
context: So, Kaizaki-kun... grow up.\I think she was doing her best\to maintain the balance in her little world.\But I stepped in, heeding only my emotions,\and made things worse.\I really regretted it.\I just don't know how to act while considering other people's feelings.\After that, I did what she said. I said nothing response:	and pretended I saw nothing.
context: I think she was doing her best\to maintain the balance in her little world.\But I stepped in, heeding only my emotions,\and made things worse.\I really regretted it.\I just don't know how to act while considering other people's feelings.\After that, I did what she said. I said nothing\and pretended I saw nothing. response:	What happened to her?
context: to maintain the balance in her little world.\But I stepped in, heeding only my emotions,\and made things worse.\I really regretted it.\I just don't know how to act while considering other people's feelings.\After that, I did what she said. I said nothing\and pretended I saw nothing.\What happened to her? response:	She changed schools after the year ended.
context: But I stepped in, heeding only my emotions,\and made things worse.\I really regretted it.\I just don't know how to act while considering other people's feelings.\After that, I did what she said. I said nothing\and pretended I saw nothing.\What happened to her?\She changed schools after the year ended. response:	Oh.
context: and made things worse.\I really regretted it.\I just don't know how to act while considering other people's feelings.\After that, I did what she said. I said nothing\and pretended I saw nothing.\What happened to her?\She changed schools after the year ended.\Oh. response:	Something similar happened to me last year.
context: I really regretted it.\I just don't know how to act while considering other people's feelings.\After that, I did what she said. I said nothing\and pretended I saw nothing.\What happened to her?\She changed schools after the year ended.\Oh.\Something similar happened to me last year. response:	At my last... school, a senpai was... bullied.
context: I just don't know how to act while considering other people's feelings.\After that, I did what she said. I said nothing\and pretended I saw nothing.\What happened to her?\She changed schools after the year ended.\Oh.\Something similar happened to me last year.\At my last... school, a senpai was... bullied. response:	I got all fired up and tried to help.
context: After that, I did what she said. I said nothing\and pretended I saw nothing.\What happened to her?\She changed schools after the year ended.\Oh.\Something similar happened to me last year.\At my last... school, a senpai was... bullied.\I got all fired up and tried to help. response:	I lashed out at the people bullying her.
context: and pretended I saw nothing.\What happened to her?\She changed schools after the year ended.\Oh.\Something similar happened to me last year.\At my last... school, a senpai was... bullied.\I got all fired up and tried to help.\I lashed out at the people bullying her. response:	But like you said,
context: What happened to her?\She changed schools after the year ended.\Oh.\Something similar happened to me last year.\At my last... school, a senpai was... bullied.\I got all fired up and tried to help.\I lashed out at the people bullying her.\But like you said, response:	Senpai was maintaining her own balance.
context: She changed schools after the year ended.\Oh.\Something similar happened to me last year.\At my last... school, a senpai was... bullied.\I got all fired up and tried to help.\I lashed out at the people bullying her.\But like you said,\Senpai was maintaining her own balance. response:	And I upset that.
context: Oh.\Something similar happened to me last year.\At my last... school, a senpai was... bullied.\I got all fired up and tried to help.\I lashed out at the people bullying her.\But like you said,\Senpai was maintaining her own balance.\And I upset that. response:	And your senpai?
context: Something similar happened to me last year.\At my last... school, a senpai was... bullied.\I got all fired up and tried to help.\I lashed out at the people bullying her.\But like you said,\Senpai was maintaining her own balance.\And I upset that.\And your senpai? response:	What happened to her?
context: At my last... school, a senpai was... bullied.\I got all fired up and tried to help.\I lashed out at the people bullying her.\But like you said,\Senpai was maintaining her own balance.\And I upset that.\And your senpai?\What happened to her? response:	And your senpai...
context: I got all fired up and tried to help.\I lashed out at the people bullying her.\But like you said,\Senpai was maintaining her own balance.\And I upset that.\And your senpai?\What happened to her?\And your senpai... response:	Kaizaki-san?
context: I lashed out at the people bullying her.\But like you said,\Senpai was maintaining her own balance.\And I upset that.\And your senpai?\What happened to her?\And your senpai...\Kaizaki-san? response:	What's wrong?
context: But like you said,\Senpai was maintaining her own balance.\And I upset that.\And your senpai?\What happened to her?\And your senpai...\Kaizaki-san?\What's wrong? response:	You don't look good.
context: Senpai was maintaining her own balance.\And I upset that.\And your senpai?\What happened to her?\And your senpai...\Kaizaki-san?\What's wrong?\You don't look good. response:	Are you okay?
context: And I upset that.\And your senpai?\What happened to her?\And your senpai...\Kaizaki-san?\What's wrong?\You don't look good.\Are you okay? response:	Kaizaki-san?
context: And your senpai?\What happened to her?\And your senpai...\Kaizaki-san?\What's wrong?\You don't look good.\Are you okay?\Kaizaki-san? response:	Kaizaki-kun?
context: What happened to her?\And your senpai...\Kaizaki-san?\What's wrong?\You don't look good.\Are you okay?\Kaizaki-san?\Kaizaki-kun? response:	I'm sorry.
context: And your senpai...\Kaizaki-san?\What's wrong?\You don't look good.\Are you okay?\Kaizaki-san?\Kaizaki-kun?\I'm sorry. response:	If...
context: Kaizaki-san?\What's wrong?\You don't look good.\Are you okay?\Kaizaki-san?\Kaizaki-kun?\I'm sorry.\If... response:	I'm sorry. I'm sorry. I'm sorry.
context: What's wrong?\You don't look good.\Are you okay?\Kaizaki-san?\Kaizaki-kun?\I'm sorry.\If...\I'm sorry. I'm sorry. I'm sorry. response:	Kaizaki-san.
context: You don't look good.\Are you okay?\Kaizaki-san?\Kaizaki-kun?\I'm sorry.\If...\I'm sorry. I'm sorry. I'm sorry.\Kaizaki-san. response:	I don't know why you're apologizing.
context: Are you okay?\Kaizaki-san?\Kaizaki-kun?\I'm sorry.\If...\I'm sorry. I'm sorry. I'm sorry.\Kaizaki-san.\I don't know why you're apologizing. response:	Ow!
context: Kaizaki-san?\Kaizaki-kun?\I'm sorry.\If...\I'm sorry. I'm sorry. I'm sorry.\Kaizaki-san.\I don't know why you're apologizing.\Ow! response:	S-Sorry, I didn't mean to do that!
context: Kaizaki-kun?\I'm sorry.\If...\I'm sorry. I'm sorry. I'm sorry.\Kaizaki-san.\I don't know why you're apologizing.\Ow!\S-Sorry, I didn't mean to do that! response:	Don't call the police!
context: I'm sorry.\If...\I'm sorry. I'm sorry. I'm sorry.\Kaizaki-san.\I don't know why you're apologizing.\Ow!\S-Sorry, I didn't mean to do that!\Don't call the police! response:	I won't call the police.
context: If...\I'm sorry. I'm sorry. I'm sorry.\Kaizaki-san.\I don't know why you're apologizing.\Ow!\S-Sorry, I didn't mean to do that!\Don't call the police!\I won't call the police. response:	Good. You're back to normal.
context: I'm sorry. I'm sorry. I'm sorry.\Kaizaki-san.\I don't know why you're apologizing.\Ow!\S-Sorry, I didn't mean to do that!\Don't call the police!\I won't call the police.\Good. You're back to normal. response:	About Kariu-san and Tamarai-san...
context: Kaizaki-san.\I don't know why you're apologizing.\Ow!\S-Sorry, I didn't mean to do that!\Don't call the police!\I won't call the police.\Good. You're back to normal.\About Kariu-san and Tamarai-san... response:	Is it best that I do nothing?
context: I don't know why you're apologizing.\Ow!\S-Sorry, I didn't mean to do that!\Don't call the police!\I won't call the police.\Good. You're back to normal.\About Kariu-san and Tamarai-san...\Is it best that I do nothing? response:	But I just don't like it.
context: Ow!\S-Sorry, I didn't mean to do that!\Don't call the police!\I won't call the police.\Good. You're back to normal.\About Kariu-san and Tamarai-san...\Is it best that I do nothing?\But I just don't like it. response:	They were so close.
context: S-Sorry, I didn't mean to do that!\Don't call the police!\I won't call the police.\Good. You're back to normal.\About Kariu-san and Tamarai-san...\Is it best that I do nothing?\But I just don't like it.\They were so close. response:	I don't like seeing them apart.
context: Don't call the police!\I won't call the police.\Good. You're back to normal.\About Kariu-san and Tamarai-san...\Is it best that I do nothing?\But I just don't like it.\They were so close.\I don't like seeing them apart. response:	Yeah. I agree.
context: I won't call the police.\Good. You're back to normal.\About Kariu-san and Tamarai-san...\Is it best that I do nothing?\But I just don't like it.\They were so close.\I don't like seeing them apart.\Yeah. I agree. response:	It's hard to watch. I wanna do something.
context: Good. You're back to normal.\About Kariu-san and Tamarai-san...\Is it best that I do nothing?\But I just don't like it.\They were so close.\I don't like seeing them apart.\Yeah. I agree.\It's hard to watch. I wanna do something. response:	But...
context: About Kariu-san and Tamarai-san...\Is it best that I do nothing?\But I just don't like it.\They were so close.\I don't like seeing them apart.\Yeah. I agree.\It's hard to watch. I wanna do something.\But... response:	I'm scared.
context: Is it best that I do nothing?\But I just don't like it.\They were so close.\I don't like seeing them apart.\Yeah. I agree.\It's hard to watch. I wanna do something.\But...\I'm scared. response:	Scared of taking that step.
