context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Could this refer to...\If that's the case, the first character is i.\The next one is... tsu.\And then... mo!\See?! It's becoming a sentence!\Let's see, the next letter is...\( Itsumo no tokoro ni imasu...?) I'll be at the usual place...?\I figured I'd save you some time. response:	What the heck?!
context: If that's the case, the first character is i.\The next one is... tsu.\And then... mo!\See?! It's becoming a sentence!\Let's see, the next letter is...\( Itsumo no tokoro ni imasu...?) I'll be at the usual place...?\I figured I'd save you some time.\What the heck?! response:	If you deciphered it yourself, you should've said so right away!
context: The next one is... tsu.\And then... mo!\See?! It's becoming a sentence!\Let's see, the next letter is...\( Itsumo no tokoro ni imasu...?) I'll be at the usual place...?\I figured I'd save you some time.\What the heck?!\If you deciphered it yourself, you should've said so right away! response:	I wouldn't even call it a code.
context: And then... mo!\See?! It's becoming a sentence!\Let's see, the next letter is...\( Itsumo no tokoro ni imasu...?) I'll be at the usual place...?\I figured I'd save you some time.\What the heck?!\If you deciphered it yourself, you should've said so right away!\I wouldn't even call it a code. response:	It was far too simple and basic.
context: See?! It's becoming a sentence!\Let's see, the next letter is...\( Itsumo no tokoro ni imasu...?) I'll be at the usual place...?\I figured I'd save you some time.\What the heck?!\If you deciphered it yourself, you should've said so right away!\I wouldn't even call it a code.\It was far too simple and basic. response:	But if the paper and the book were separated, no one would be able to crack it.
context: Let's see, the next letter is...\( Itsumo no tokoro ni imasu...?) I'll be at the usual place...?\I figured I'd save you some time.\What the heck?!\If you deciphered it yourself, you should've said so right away!\I wouldn't even call it a code.\It was far too simple and basic.\But if the paper and the book were separated, no one would be able to crack it. response:	True... So?
context: ( Itsumo no tokoro ni imasu...?) I'll be at the usual place...?\I figured I'd save you some time.\What the heck?!\If you deciphered it yourself, you should've said so right away!\I wouldn't even call it a code.\It was far too simple and basic.\But if the paper and the book were separated, no one would be able to crack it.\True... So? response:	Why was this paper in my father's book?
context: I figured I'd save you some time.\What the heck?!\If you deciphered it yourself, you should've said so right away!\I wouldn't even call it a code.\It was far too simple and basic.\But if the paper and the book were separated, no one would be able to crack it.\True... So?\Why was this paper in my father's book? response:	That's what I wanna know.
context: What the heck?!\If you deciphered it yourself, you should've said so right away!\I wouldn't even call it a code.\It was far too simple and basic.\But if the paper and the book were separated, no one would be able to crack it.\True... So?\Why was this paper in my father's book?\That's what I wanna know. response:	I'll be at the usual place...
context: If you deciphered it yourself, you should've said so right away!\I wouldn't even call it a code.\It was far too simple and basic.\But if the paper and the book were separated, no one would be able to crack it.\True... So?\Why was this paper in my father's book?\That's what I wanna know.\I'll be at the usual place... response:	Kaishou Rie
context: I wouldn't even call it a code.\It was far too simple and basic.\But if the paper and the book were separated, no one would be able to crack it.\True... So?\Why was this paper in my father's book?\That's what I wanna know.\I'll be at the usual place...\Kaishou Rie response:	Daughter of Kaishou Rinroku, Lives at Home
context: It was far too simple and basic.\But if the paper and the book were separated, no one would be able to crack it.\True... So?\Why was this paper in my father's book?\That's what I wanna know.\I'll be at the usual place...\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home response:	A message about a rendezvous?
context: But if the paper and the book were separated, no one would be able to crack it.\True... So?\Why was this paper in my father's book?\That's what I wanna know.\I'll be at the usual place...\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\A message about a rendezvous? response:	But for something like that, they just could've gone with a text or phone call.
context: True... So?\Why was this paper in my father's book?\That's what I wanna know.\I'll be at the usual place...\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\A message about a rendezvous?\But for something like that, they just could've gone with a text or phone call. response:	Maybe the person was someone who couldn't be met if it left a record...
context: Why was this paper in my father's book?\That's what I wanna know.\I'll be at the usual place...\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\A message about a rendezvous?\But for something like that, they just could've gone with a text or phone call.\Maybe the person was someone who couldn't be met if it left a record... response:	Are you trying to say that it's someone with a criminal connection or something?
context: That's what I wanna know.\I'll be at the usual place...\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\A message about a rendezvous?\But for something like that, they just could've gone with a text or phone call.\Maybe the person was someone who couldn't be met if it left a record...\Are you trying to say that it's someone with a criminal connection or something? response:	No...
context: I'll be at the usual place...\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\A message about a rendezvous?\But for something like that, they just could've gone with a text or phone call.\Maybe the person was someone who couldn't be met if it left a record...\Are you trying to say that it's someone with a criminal connection or something?\No... response:	By the way, I believe your mother...
context: Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\A message about a rendezvous?\But for something like that, they just could've gone with a text or phone call.\Maybe the person was someone who couldn't be met if it left a record...\Are you trying to say that it's someone with a criminal connection or something?\No...\By the way, I believe your mother... response:	She passed away when I was three.
context: Daughter of Kaishou Rinroku, Lives at Home\A message about a rendezvous?\But for something like that, they just could've gone with a text or phone call.\Maybe the person was someone who couldn't be met if it left a record...\Are you trying to say that it's someone with a criminal connection or something?\No...\By the way, I believe your mother...\She passed away when I was three. response:	But what does that have to do with it?
context: A message about a rendezvous?\But for something like that, they just could've gone with a text or phone call.\Maybe the person was someone who couldn't be met if it left a record...\Are you trying to say that it's someone with a criminal connection or something?\No...\By the way, I believe your mother...\She passed away when I was three.\But what does that have to do with it? response:	Nothing...
context: But for something like that, they just could've gone with a text or phone call.\Maybe the person was someone who couldn't be met if it left a record...\Are you trying to say that it's someone with a criminal connection or something?\No...\By the way, I believe your mother...\She passed away when I was three.\But what does that have to do with it?\Nothing... response:	Oh... I see...
context: Maybe the person was someone who couldn't be met if it left a record...\Are you trying to say that it's someone with a criminal connection or something?\No...\By the way, I believe your mother...\She passed away when I was three.\But what does that have to do with it?\Nothing...\Oh... I see... response:	Come to think of it, where's that Inga woman right now?
context: Are you trying to say that it's someone with a criminal connection or something?\No...\By the way, I believe your mother...\She passed away when I was three.\But what does that have to do with it?\Nothing...\Oh... I see...\Come to think of it, where's that Inga woman right now? response:	Thank you for your patience.
context: No...\By the way, I believe your mother...\She passed away when I was three.\But what does that have to do with it?\Nothing...\Oh... I see...\Come to think of it, where's that Inga woman right now?\Thank you for your patience. response:	Here are your crepes.
context: By the way, I believe your mother...\She passed away when I was three.\But what does that have to do with it?\Nothing...\Oh... I see...\Come to think of it, where's that Inga woman right now?\Thank you for your patience.\Here are your crepes. response:	Don't take a bite then tell me it's not sweet.
context: She passed away when I was three.\But what does that have to do with it?\Nothing...\Oh... I see...\Come to think of it, where's that Inga woman right now?\Thank you for your patience.\Here are your crepes.\Don't take a bite then tell me it's not sweet. response:	It's a crepe, all right, but it's real food.
context: But what does that have to do with it?\Nothing...\Oh... I see...\Come to think of it, where's that Inga woman right now?\Thank you for your patience.\Here are your crepes.\Don't take a bite then tell me it's not sweet.\It's a crepe, all right, but it's real food. response:	I invited you to lunch because I figured you don't eat decent meals.
context: Nothing...\Oh... I see...\Come to think of it, where's that Inga woman right now?\Thank you for your patience.\Here are your crepes.\Don't take a bite then tell me it's not sweet.\It's a crepe, all right, but it's real food.\I invited you to lunch because I figured you don't eat decent meals. response:	Parts of Southeast Asia were colonized by the French.
context: Oh... I see...\Come to think of it, where's that Inga woman right now?\Thank you for your patience.\Here are your crepes.\Don't take a bite then tell me it's not sweet.\It's a crepe, all right, but it's real food.\I invited you to lunch because I figured you don't eat decent meals.\Parts of Southeast Asia were colonized by the French. response:	I've had them any number of times.
context: Come to think of it, where's that Inga woman right now?\Thank you for your patience.\Here are your crepes.\Don't take a bite then tell me it's not sweet.\It's a crepe, all right, but it's real food.\I invited you to lunch because I figured you don't eat decent meals.\Parts of Southeast Asia were colonized by the French.\I've had them any number of times. response:	A secondhand bookstore?
context: Thank you for your patience.\Here are your crepes.\Don't take a bite then tell me it's not sweet.\It's a crepe, all right, but it's real food.\I invited you to lunch because I figured you don't eat decent meals.\Parts of Southeast Asia were colonized by the French.\I've had them any number of times.\A secondhand bookstore? response:	Impossible...
context: Here are your crepes.\Don't take a bite then tell me it's not sweet.\It's a crepe, all right, but it's real food.\I invited you to lunch because I figured you don't eat decent meals.\Parts of Southeast Asia were colonized by the French.\I've had them any number of times.\A secondhand bookstore?\Impossible... response:	I have that book right here.
context: Don't take a bite then tell me it's not sweet.\It's a crepe, all right, but it's real food.\I invited you to lunch because I figured you don't eat decent meals.\Parts of Southeast Asia were colonized by the French.\I've had them any number of times.\A secondhand bookstore?\Impossible...\I have that book right here. response:	Um...
context: It's a crepe, all right, but it's real food.\I invited you to lunch because I figured you don't eat decent meals.\Parts of Southeast Asia were colonized by the French.\I've had them any number of times.\A secondhand bookstore?\Impossible...\I have that book right here.\Um... response:	Hey, where was that again?
context: I invited you to lunch because I figured you don't eat decent meals.\Parts of Southeast Asia were colonized by the French.\I've had them any number of times.\A secondhand bookstore?\Impossible...\I have that book right here.\Um...\Hey, where was that again? response:	This book?
context: Parts of Southeast Asia were colonized by the French.\I've had them any number of times.\A secondhand bookstore?\Impossible...\I have that book right here.\Um...\Hey, where was that again?\This book? response:	Yeah, that's the one.
context: I've had them any number of times.\A secondhand bookstore?\Impossible...\I have that book right here.\Um...\Hey, where was that again?\This book?\Yeah, that's the one. response:	Kaishou Rinroku
context: A secondhand bookstore?\Impossible...\I have that book right here.\Um...\Hey, where was that again?\This book?\Yeah, that's the one.\Kaishou Rinroku response:	It looks the same, but it's counterfeit?
context: Impossible...\I have that book right here.\Um...\Hey, where was that again?\This book?\Yeah, that's the one.\Kaishou Rinroku\It looks the same, but it's counterfeit? response:	Apparently so.
context: I have that book right here.\Um...\Hey, where was that again?\This book?\Yeah, that's the one.\Kaishou Rinroku\It looks the same, but it's counterfeit?\Apparently so. response:	Kaishou Rinroku
context: Um...\Hey, where was that again?\This book?\Yeah, that's the one.\Kaishou Rinroku\It looks the same, but it's counterfeit?\Apparently so.\Kaishou Rinroku response:	Chairman of JJ Systems
context: Hey, where was that again?\This book?\Yeah, that's the one.\Kaishou Rinroku\It looks the same, but it's counterfeit?\Apparently so.\Kaishou Rinroku\Chairman of JJ Systems response:	Kaishou Family Maid
context: This book?\Yeah, that's the one.\Kaishou Rinroku\It looks the same, but it's counterfeit?\Apparently so.\Kaishou Rinroku\Chairman of JJ Systems\Kaishou Family Maid response:	Head Maid
context: Yeah, that's the one.\Kaishou Rinroku\It looks the same, but it's counterfeit?\Apparently so.\Kaishou Rinroku\Chairman of JJ Systems\Kaishou Family Maid\Head Maid response:	If it's billed as being from Kaishou Rinroku's library,
context: Kaishou Rinroku\It looks the same, but it's counterfeit?\Apparently so.\Kaishou Rinroku\Chairman of JJ Systems\Kaishou Family Maid\Head Maid\If it's billed as being from Kaishou Rinroku's library, response:	the price of the book would go up.
context: It looks the same, but it's counterfeit?\Apparently so.\Kaishou Rinroku\Chairman of JJ Systems\Kaishou Family Maid\Head Maid\If it's billed as being from Kaishou Rinroku's library,\the price of the book would go up. response:	You didn't put it up for auction, did you?
context: Apparently so.\Kaishou Rinroku\Chairman of JJ Systems\Kaishou Family Maid\Head Maid\If it's billed as being from Kaishou Rinroku's library,\the price of the book would go up.\You didn't put it up for auction, did you? response:	But let me take a look at the fake...
context: Kaishou Rinroku\Chairman of JJ Systems\Kaishou Family Maid\Head Maid\If it's billed as being from Kaishou Rinroku's library,\the price of the book would go up.\You didn't put it up for auction, did you?\But let me take a look at the fake... response:	Rie...?
context: Chairman of JJ Systems\Kaishou Family Maid\Head Maid\If it's billed as being from Kaishou Rinroku's library,\the price of the book would go up.\You didn't put it up for auction, did you?\But let me take a look at the fake...\Rie...? response:	The usual place...
context: Kaishou Family Maid\Head Maid\If it's billed as being from Kaishou Rinroku's library,\the price of the book would go up.\You didn't put it up for auction, did you?\But let me take a look at the fake...\Rie...?\The usual place... response:	Mr. Yajima... Say...
context: Head Maid\If it's billed as being from Kaishou Rinroku's library,\the price of the book would go up.\You didn't put it up for auction, did you?\But let me take a look at the fake...\Rie...?\The usual place...\Mr. Yajima... Say... response:	Last year, you went out several times on errands for Father, didn't you?
context: If it's billed as being from Kaishou Rinroku's library,\the price of the book would go up.\You didn't put it up for auction, did you?\But let me take a look at the fake...\Rie...?\The usual place...\Mr. Yajima... Say...\Last year, you went out several times on errands for Father, didn't you? response:	Didn't you say you were going to Mr. Yajima's house then?
context: the price of the book would go up.\You didn't put it up for auction, did you?\But let me take a look at the fake...\Rie...?\The usual place...\Mr. Yajima... Say...\Last year, you went out several times on errands for Father, didn't you?\Didn't you say you were going to Mr. Yajima's house then? response:	Oh, yes, as his friend was in prison then,
context: You didn't put it up for auction, did you?\But let me take a look at the fake...\Rie...?\The usual place...\Mr. Yajima... Say...\Last year, you went out several times on errands for Father, didn't you?\Didn't you say you were going to Mr. Yajima's house then?\Oh, yes, as his friend was in prison then, response:	he had me go to the house to deliver toys to Mr. Yajima's children.
context: But let me take a look at the fake...\Rie...?\The usual place...\Mr. Yajima... Say...\Last year, you went out several times on errands for Father, didn't you?\Didn't you say you were going to Mr. Yajima's house then?\Oh, yes, as his friend was in prison then,\he had me go to the house to deliver toys to Mr. Yajima's children. response:	Were just his wife and children there?
context: Rie...?\The usual place...\Mr. Yajima... Say...\Last year, you went out several times on errands for Father, didn't you?\Didn't you say you were going to Mr. Yajima's house then?\Oh, yes, as his friend was in prison then,\he had me go to the house to deliver toys to Mr. Yajima's children.\Were just his wife and children there? response:	Yes.
context: The usual place...\Mr. Yajima... Say...\Last year, you went out several times on errands for Father, didn't you?\Didn't you say you were going to Mr. Yajima's house then?\Oh, yes, as his friend was in prison then,\he had me go to the house to deliver toys to Mr. Yajima's children.\Were just his wife and children there?\Yes. response:	Is his wife pretty?
context: Mr. Yajima... Say...\Last year, you went out several times on errands for Father, didn't you?\Didn't you say you were going to Mr. Yajima's house then?\Oh, yes, as his friend was in prison then,\he had me go to the house to deliver toys to Mr. Yajima's children.\Were just his wife and children there?\Yes.\Is his wife pretty? response:	That's all right. Never mind...
context: Last year, you went out several times on errands for Father, didn't you?\Didn't you say you were going to Mr. Yajima's house then?\Oh, yes, as his friend was in prison then,\he had me go to the house to deliver toys to Mr. Yajima's children.\Were just his wife and children there?\Yes.\Is his wife pretty?\That's all right. Never mind... response:	Kaishou Rinroku says it's not his book.
context: Didn't you say you were going to Mr. Yajima's house then?\Oh, yes, as his friend was in prison then,\he had me go to the house to deliver toys to Mr. Yajima's children.\Were just his wife and children there?\Yes.\Is his wife pretty?\That's all right. Never mind...\Kaishou Rinroku says it's not his book. response:	What do you think, as a detective?
context: Oh, yes, as his friend was in prison then,\he had me go to the house to deliver toys to Mr. Yajima's children.\Were just his wife and children there?\Yes.\Is his wife pretty?\That's all right. Never mind...\Kaishou Rinroku says it's not his book.\What do you think, as a detective? response:	It seems very fishy...
context: he had me go to the house to deliver toys to Mr. Yajima's children.\Were just his wife and children there?\Yes.\Is his wife pretty?\That's all right. Never mind...\Kaishou Rinroku says it's not his book.\What do you think, as a detective?\It seems very fishy... response:	Fishy?
context: Were just his wife and children there?\Yes.\Is his wife pretty?\That's all right. Never mind...\Kaishou Rinroku says it's not his book.\What do you think, as a detective?\It seems very fishy...\Fishy? response:	If a book that you have no recollection of selling finds its way to the market,
context: Yes.\Is his wife pretty?\That's all right. Never mind...\Kaishou Rinroku says it's not his book.\What do you think, as a detective?\It seems very fishy...\Fishy?\If a book that you have no recollection of selling finds its way to the market, response:	you would naturally suspect thievery first.
context: Is his wife pretty?\That's all right. Never mind...\Kaishou Rinroku says it's not his book.\What do you think, as a detective?\It seems very fishy...\Fishy?\If a book that you have no recollection of selling finds its way to the market,\you would naturally suspect thievery first. response:	But apparently, he didn't look worried at all.
context: That's all right. Never mind...\Kaishou Rinroku says it's not his book.\What do you think, as a detective?\It seems very fishy...\Fishy?\If a book that you have no recollection of selling finds its way to the market,\you would naturally suspect thievery first.\But apparently, he didn't look worried at all. response:	And what do you think?
context: Kaishou Rinroku says it's not his book.\What do you think, as a detective?\It seems very fishy...\Fishy?\If a book that you have no recollection of selling finds its way to the market,\you would naturally suspect thievery first.\But apparently, he didn't look worried at all.\And what do you think? response:	Mr. Yajima...
context: What do you think, as a detective?\It seems very fishy...\Fishy?\If a book that you have no recollection of selling finds its way to the market,\you would naturally suspect thievery first.\But apparently, he didn't look worried at all.\And what do you think?\Mr. Yajima... response:	When you got the book, you broke the code too, didn't you?
context: It seems very fishy...\Fishy?\If a book that you have no recollection of selling finds its way to the market,\you would naturally suspect thievery first.\But apparently, he didn't look worried at all.\And what do you think?\Mr. Yajima...\When you got the book, you broke the code too, didn't you? response:	I'll be at the usual place...
context: Fishy?\If a book that you have no recollection of selling finds its way to the market,\you would naturally suspect thievery first.\But apparently, he didn't look worried at all.\And what do you think?\Mr. Yajima...\When you got the book, you broke the code too, didn't you?\I'll be at the usual place... response:	I thought it was a note summoning Kaishou.
context: If a book that you have no recollection of selling finds its way to the market,\you would naturally suspect thievery first.\But apparently, he didn't look worried at all.\And what do you think?\Mr. Yajima...\When you got the book, you broke the code too, didn't you?\I'll be at the usual place...\I thought it was a note summoning Kaishou. response:	And from a woman...
context: you would naturally suspect thievery first.\But apparently, he didn't look worried at all.\And what do you think?\Mr. Yajima...\When you got the book, you broke the code too, didn't you?\I'll be at the usual place...\I thought it was a note summoning Kaishou.\And from a woman... response:	Under the guise of borrowing the book, the code was concealed within.
context: But apparently, he didn't look worried at all.\And what do you think?\Mr. Yajima...\When you got the book, you broke the code too, didn't you?\I'll be at the usual place...\I thought it was a note summoning Kaishou.\And from a woman...\Under the guise of borrowing the book, the code was concealed within. response:	My guess is that two people exchanged the same book.
context: And what do you think?\Mr. Yajima...\When you got the book, you broke the code too, didn't you?\I'll be at the usual place...\I thought it was a note summoning Kaishou.\And from a woman...\Under the guise of borrowing the book, the code was concealed within.\My guess is that two people exchanged the same book. response:	In other words, this very copy was originally the one in my own home.
context: Mr. Yajima...\When you got the book, you broke the code too, didn't you?\I'll be at the usual place...\I thought it was a note summoning Kaishou.\And from a woman...\Under the guise of borrowing the book, the code was concealed within.\My guess is that two people exchanged the same book.\In other words, this very copy was originally the one in my own home. response:	Then the person who wrote the code on your manuscript paper...
context: When you got the book, you broke the code too, didn't you?\I'll be at the usual place...\I thought it was a note summoning Kaishou.\And from a woman...\Under the guise of borrowing the book, the code was concealed within.\My guess is that two people exchanged the same book.\In other words, this very copy was originally the one in my own home.\Then the person who wrote the code on your manuscript paper... response:	Who's there?
context: I'll be at the usual place...\I thought it was a note summoning Kaishou.\And from a woman...\Under the guise of borrowing the book, the code was concealed within.\My guess is that two people exchanged the same book.\In other words, this very copy was originally the one in my own home.\Then the person who wrote the code on your manuscript paper...\Who's there? response:	Yajima Takako
context: I thought it was a note summoning Kaishou.\And from a woman...\Under the guise of borrowing the book, the code was concealed within.\My guess is that two people exchanged the same book.\In other words, this very copy was originally the one in my own home.\Then the person who wrote the code on your manuscript paper...\Who's there?\Yajima Takako response:	Yajima's Wife
context: And from a woman...\Under the guise of borrowing the book, the code was concealed within.\My guess is that two people exchanged the same book.\In other words, this very copy was originally the one in my own home.\Then the person who wrote the code on your manuscript paper...\Who's there?\Yajima Takako\Yajima's Wife response:	Is someone there?
context: Under the guise of borrowing the book, the code was concealed within.\My guess is that two people exchanged the same book.\In other words, this very copy was originally the one in my own home.\Then the person who wrote the code on your manuscript paper...\Who's there?\Yajima Takako\Yajima's Wife\Is someone there? response:	It's me.
context: My guess is that two people exchanged the same book.\In other words, this very copy was originally the one in my own home.\Then the person who wrote the code on your manuscript paper...\Who's there?\Yajima Takako\Yajima's Wife\Is someone there?\It's me. response:	How many times have I told you that I'm home?
context: In other words, this very copy was originally the one in my own home.\Then the person who wrote the code on your manuscript paper...\Who's there?\Yajima Takako\Yajima's Wife\Is someone there?\It's me.\How many times have I told you that I'm home? response:	Oh...
context: Then the person who wrote the code on your manuscript paper...\Who's there?\Yajima Takako\Yajima's Wife\Is someone there?\It's me.\How many times have I told you that I'm home?\Oh... response:	Darling...
context: Who's there?\Yajima Takako\Yajima's Wife\Is someone there?\It's me.\How many times have I told you that I'm home?\Oh...\Darling... response:	I'm in the middle of work, so get some rest.
context: Yajima Takako\Yajima's Wife\Is someone there?\It's me.\How many times have I told you that I'm home?\Oh...\Darling...\I'm in the middle of work, so get some rest. response:	Be careful on your way back...
context: Yajima's Wife\Is someone there?\It's me.\How many times have I told you that I'm home?\Oh...\Darling...\I'm in the middle of work, so get some rest.\Be careful on your way back... response:	How long has your wife been blind?
context: Is someone there?\It's me.\How many times have I told you that I'm home?\Oh...\Darling...\I'm in the middle of work, so get some rest.\Be careful on your way back...\How long has your wife been blind? response:	It happened while I was in the correctional center.
context: It's me.\How many times have I told you that I'm home?\Oh...\Darling...\I'm in the middle of work, so get some rest.\Be careful on your way back...\How long has your wife been blind?\It happened while I was in the correctional center. response:	After our children went missing...
context: How many times have I told you that I'm home?\Oh...\Darling...\I'm in the middle of work, so get some rest.\Be careful on your way back...\How long has your wife been blind?\It happened while I was in the correctional center.\After our children went missing... response:	Your children...?
context: Oh...\Darling...\I'm in the middle of work, so get some rest.\Be careful on your way back...\How long has your wife been blind?\It happened while I was in the correctional center.\After our children went missing...\Your children...? response:	Kidnapping was suspected...
context: Darling...\I'm in the middle of work, so get some rest.\Be careful on your way back...\How long has your wife been blind?\It happened while I was in the correctional center.\After our children went missing...\Your children...?\Kidnapping was suspected... response:	At the time, there were apparently
context: I'm in the middle of work, so get some rest.\Be careful on your way back...\How long has your wife been blind?\It happened while I was in the correctional center.\After our children went missing...\Your children...?\Kidnapping was suspected...\At the time, there were apparently response:	even anti-government terrorist attacks around here...
context: Be careful on your way back...\How long has your wife been blind?\It happened while I was in the correctional center.\After our children went missing...\Your children...?\Kidnapping was suspected...\At the time, there were apparently\even anti-government terrorist attacks around here... response:	When my wife returned home,
context: How long has your wife been blind?\It happened while I was in the correctional center.\After our children went missing...\Your children...?\Kidnapping was suspected...\At the time, there were apparently\even anti-government terrorist attacks around here...\When my wife returned home, response:	she was blind and her memories of the time are foggy.
context: It happened while I was in the correctional center.\After our children went missing...\Your children...?\Kidnapping was suspected...\At the time, there were apparently\even anti-government terrorist attacks around here...\When my wife returned home,\she was blind and her memories of the time are foggy. response:	After that, my wife called over a used book dealer
context: After our children went missing...\Your children...?\Kidnapping was suspected...\At the time, there were apparently\even anti-government terrorist attacks around here...\When my wife returned home,\she was blind and her memories of the time are foggy.\After that, my wife called over a used book dealer response:	and sold off almost all of my books.
context: Your children...?\Kidnapping was suspected...\At the time, there were apparently\even anti-government terrorist attacks around here...\When my wife returned home,\she was blind and her memories of the time are foggy.\After that, my wife called over a used book dealer\and sold off almost all of my books. response:	And you can see what she did to all the drawings that our children had made.
context: Kidnapping was suspected...\At the time, there were apparently\even anti-government terrorist attacks around here...\When my wife returned home,\she was blind and her memories of the time are foggy.\After that, my wife called over a used book dealer\and sold off almost all of my books.\And you can see what she did to all the drawings that our children had made. response:	As if she wanted to forget everything...
context: At the time, there were apparently\even anti-government terrorist attacks around here...\When my wife returned home,\she was blind and her memories of the time are foggy.\After that, my wife called over a used book dealer\and sold off almost all of my books.\And you can see what she did to all the drawings that our children had made.\As if she wanted to forget everything... response:	This volume may be one of the books that she sold.
context: even anti-government terrorist attacks around here...\When my wife returned home,\she was blind and her memories of the time are foggy.\After that, my wife called over a used book dealer\and sold off almost all of my books.\And you can see what she did to all the drawings that our children had made.\As if she wanted to forget everything...\This volume may be one of the books that she sold. response:	And what about your children?
context: When my wife returned home,\she was blind and her memories of the time are foggy.\After that, my wife called over a used book dealer\and sold off almost all of my books.\And you can see what she did to all the drawings that our children had made.\As if she wanted to forget everything...\This volume may be one of the books that she sold.\And what about your children? response:	They were never found.
context: she was blind and her memories of the time are foggy.\After that, my wife called over a used book dealer\and sold off almost all of my books.\And you can see what she did to all the drawings that our children had made.\As if she wanted to forget everything...\This volume may be one of the books that she sold.\And what about your children?\They were never found. response:	It's almost been a year now.
context: After that, my wife called over a used book dealer\and sold off almost all of my books.\And you can see what she did to all the drawings that our children had made.\As if she wanted to forget everything...\This volume may be one of the books that she sold.\And what about your children?\They were never found.\It's almost been a year now. response:	When you sleep with a woman, which side of the bed do you sleep on?
context: and sold off almost all of my books.\And you can see what she did to all the drawings that our children had made.\As if she wanted to forget everything...\This volume may be one of the books that she sold.\And what about your children?\They were never found.\It's almost been a year now.\When you sleep with a woman, which side of the bed do you sleep on? response:	Do you sleep with that RAI?
context: And you can see what she did to all the drawings that our children had made.\As if she wanted to forget everything...\This volume may be one of the books that she sold.\And what about your children?\They were never found.\It's almost been a year now.\When you sleep with a woman, which side of the bed do you sleep on?\Do you sleep with that RAI? response:	Takako always snuggled up to me on my right side.
context: As if she wanted to forget everything...\This volume may be one of the books that she sold.\And what about your children?\They were never found.\It's almost been a year now.\When you sleep with a woman, which side of the bed do you sleep on?\Do you sleep with that RAI?\Takako always snuggled up to me on my right side. response:	For all the years we've been together...
context: This volume may be one of the books that she sold.\And what about your children?\They were never found.\It's almost been a year now.\When you sleep with a woman, which side of the bed do you sleep on?\Do you sleep with that RAI?\Takako always snuggled up to me on my right side.\For all the years we've been together... response:	I'm left-handed.
context: And what about your children?\They were never found.\It's almost been a year now.\When you sleep with a woman, which side of the bed do you sleep on?\Do you sleep with that RAI?\Takako always snuggled up to me on my right side.\For all the years we've been together...\I'm left-handed. response:	But after coming back, Takako sleeps on the left side, on the right side...
context: They were never found.\It's almost been a year now.\When you sleep with a woman, which side of the bed do you sleep on?\Do you sleep with that RAI?\Takako always snuggled up to me on my right side.\For all the years we've been together...\I'm left-handed.\But after coming back, Takako sleeps on the left side, on the right side... response:	I thought it was due to her blindness at first, but then I realized...
context: It's almost been a year now.\When you sleep with a woman, which side of the bed do you sleep on?\Do you sleep with that RAI?\Takako always snuggled up to me on my right side.\For all the years we've been together...\I'm left-handed.\But after coming back, Takako sleeps on the left side, on the right side...\I thought it was due to her blindness at first, but then I realized... response:	Kaishou Rinroku is right-handed.
context: When you sleep with a woman, which side of the bed do you sleep on?\Do you sleep with that RAI?\Takako always snuggled up to me on my right side.\For all the years we've been together...\I'm left-handed.\But after coming back, Takako sleeps on the left side, on the right side...\I thought it was due to her blindness at first, but then I realized...\Kaishou Rinroku is right-handed. response:	What are you doing?
context: Do you sleep with that RAI?\Takako always snuggled up to me on my right side.\For all the years we've been together...\I'm left-handed.\But after coming back, Takako sleeps on the left side, on the right side...\I thought it was due to her blindness at first, but then I realized...\Kaishou Rinroku is right-handed.\What are you doing? response:	Kazamori said she wanted to see the camera!
context: Takako always snuggled up to me on my right side.\For all the years we've been together...\I'm left-handed.\But after coming back, Takako sleeps on the left side, on the right side...\I thought it was due to her blindness at first, but then I realized...\Kaishou Rinroku is right-handed.\What are you doing?\Kazamori said she wanted to see the camera! response:	Here!
context: For all the years we've been together...\I'm left-handed.\But after coming back, Takako sleeps on the left side, on the right side...\I thought it was due to her blindness at first, but then I realized...\Kaishou Rinroku is right-handed.\What are you doing?\Kazamori said she wanted to see the camera!\Here! response:	Hey! Don't throw me!
context: I'm left-handed.\But after coming back, Takako sleeps on the left side, on the right side...\I thought it was due to her blindness at first, but then I realized...\Kaishou Rinroku is right-handed.\What are you doing?\Kazamori said she wanted to see the camera!\Here!\Hey! Don't throw me! response:	Is this the RAI from the other day?
context: But after coming back, Takako sleeps on the left side, on the right side...\I thought it was due to her blindness at first, but then I realized...\Kaishou Rinroku is right-handed.\What are you doing?\Kazamori said she wanted to see the camera!\Here!\Hey! Don't throw me!\Is this the RAI from the other day? response:	So?
context: I thought it was due to her blindness at first, but then I realized...\Kaishou Rinroku is right-handed.\What are you doing?\Kazamori said she wanted to see the camera!\Here!\Hey! Don't throw me!\Is this the RAI from the other day?\So? response:	I hacked into the footage of a surveillance camera.
