context: I'm sure that I'll never forget... response:	We once lived in a hopelessly sweet, miraculous time.
context: Yeah.\I love you!\Yeah.\I love you so much!\Yeah.\Thank you.\H-Hey, Takemoto...\Is H-Hagu f-f-friends with Morita now? response:	Well, I don't know how Hagu-chan feels...
context: I love you!\Yeah.\I love you so much!\Yeah.\Thank you.\H-Hey, Takemoto...\Is H-Hagu f-f-friends with Morita now?\Well, I don't know how Hagu-chan feels... response:	But Morita-san probably...
context: Yeah.\I love you so much!\Yeah.\Thank you.\H-Hey, Takemoto...\Is H-Hagu f-f-friends with Morita now?\Well, I don't know how Hagu-chan feels...\But Morita-san probably... response:	Sensei, please don't ask me that...
context: I love you so much!\Yeah.\Thank you.\H-Hey, Takemoto...\Is H-Hagu f-f-friends with Morita now?\Well, I don't know how Hagu-chan feels...\But Morita-san probably...\Sensei, please don't ask me that... response:	I'm begging you... not that...
context: Yeah.\Thank you.\H-Hey, Takemoto...\Is H-Hagu f-f-friends with Morita now?\Well, I don't know how Hagu-chan feels...\But Morita-san probably...\Sensei, please don't ask me that...\I'm begging you... not that... response:	Were you able to buy what you wanted?
context: Thank you.\H-Hey, Takemoto...\Is H-Hagu f-f-friends with Morita now?\Well, I don't know how Hagu-chan feels...\But Morita-san probably...\Sensei, please don't ask me that...\I'm begging you... not that...\Were you able to buy what you wanted? response:	Did Morita leave already?
context: H-Hey, Takemoto...\Is H-Hagu f-f-friends with Morita now?\Well, I don't know how Hagu-chan feels...\But Morita-san probably...\Sensei, please don't ask me that...\I'm begging you... not that...\Were you able to buy what you wanted?\Did Morita leave already? response:	W-Was it fun?
context: Is H-Hagu f-f-friends with Morita now?\Well, I don't know how Hagu-chan feels...\But Morita-san probably...\Sensei, please don't ask me that...\I'm begging you... not that...\Were you able to buy what you wanted?\Did Morita leave already?\W-Was it fun? response:	It wasn't fun...
context: Well, I don't know how Hagu-chan feels...\But Morita-san probably...\Sensei, please don't ask me that...\I'm begging you... not that...\Were you able to buy what you wanted?\Did Morita leave already?\W-Was it fun?\It wasn't fun... response:	It wasn't fun at all.
context: But Morita-san probably...\Sensei, please don't ask me that...\I'm begging you... not that...\Were you able to buy what you wanted?\Did Morita leave already?\W-Was it fun?\It wasn't fun...\It wasn't fun at all. response:	It was hard to keep up with him...
context: Sensei, please don't ask me that...\I'm begging you... not that...\Were you able to buy what you wanted?\Did Morita leave already?\W-Was it fun?\It wasn't fun...\It wasn't fun at all.\It was hard to keep up with him... response:	And when I wanted to go to the restroom, I couldn't tell him for the longest time.
context: I'm begging you... not that...\Were you able to buy what you wanted?\Did Morita leave already?\W-Was it fun?\It wasn't fun...\It wasn't fun at all.\It was hard to keep up with him...\And when I wanted to go to the restroom, I couldn't tell him for the longest time. response:	Hagu...
context: Were you able to buy what you wanted?\Did Morita leave already?\W-Was it fun?\It wasn't fun...\It wasn't fun at all.\It was hard to keep up with him...\And when I wanted to go to the restroom, I couldn't tell him for the longest time.\Hagu... response:	I couldn't even remember what I needed.
context: Did Morita leave already?\W-Was it fun?\It wasn't fun...\It wasn't fun at all.\It was hard to keep up with him...\And when I wanted to go to the restroom, I couldn't tell him for the longest time.\Hagu...\I couldn't even remember what I needed. response:	I couldn't say it at all...
context: W-Was it fun?\It wasn't fun...\It wasn't fun at all.\It was hard to keep up with him...\And when I wanted to go to the restroom, I couldn't tell him for the longest time.\Hagu...\I couldn't even remember what I needed.\I couldn't say it at all... response:	I mean, the whole time, I wanted to come back as soon as possible!
context: It wasn't fun...\It wasn't fun at all.\It was hard to keep up with him...\And when I wanted to go to the restroom, I couldn't tell him for the longest time.\Hagu...\I couldn't even remember what I needed.\I couldn't say it at all...\I mean, the whole time, I wanted to come back as soon as possible! response:	I don't like that!
context: It wasn't fun at all.\It was hard to keep up with him...\And when I wanted to go to the restroom, I couldn't tell him for the longest time.\Hagu...\I couldn't even remember what I needed.\I couldn't say it at all...\I mean, the whole time, I wanted to come back as soon as possible!\I don't like that! response:	I'd much rather be with you, Shuu-chan!
context: It was hard to keep up with him...\And when I wanted to go to the restroom, I couldn't tell him for the longest time.\Hagu...\I couldn't even remember what I needed.\I couldn't say it at all...\I mean, the whole time, I wanted to come back as soon as possible!\I don't like that!\I'd much rather be with you, Shuu-chan! response:	I'd like it much better!
context: And when I wanted to go to the restroom, I couldn't tell him for the longest time.\Hagu...\I couldn't even remember what I needed.\I couldn't say it at all...\I mean, the whole time, I wanted to come back as soon as possible!\I don't like that!\I'd much rather be with you, Shuu-chan!\I'd like it much better! response:	You're so naive... it's obviously because you like him.
context: Hagu...\I couldn't even remember what I needed.\I couldn't say it at all...\I mean, the whole time, I wanted to come back as soon as possible!\I don't like that!\I'd much rather be with you, Shuu-chan!\I'd like it much better!\You're so naive... it's obviously because you like him. response:	I've found you!
context: I couldn't even remember what I needed.\I couldn't say it at all...\I mean, the whole time, I wanted to come back as soon as possible!\I don't like that!\I'd much rather be with you, Shuu-chan!\I'd like it much better!\You're so naive... it's obviously because you like him.\I've found you! response:	Why you, Hagusuke, Chibi-Hamus!
context: I couldn't say it at all...\I mean, the whole time, I wanted to come back as soon as possible!\I don't like that!\I'd much rather be with you, Shuu-chan!\I'd like it much better!\You're so naive... it's obviously because you like him.\I've found you!\Why you, Hagusuke, Chibi-Hamus! response:	It's been a while, hasn't it?
context: I mean, the whole time, I wanted to come back as soon as possible!\I don't like that!\I'd much rather be with you, Shuu-chan!\I'd like it much better!\You're so naive... it's obviously because you like him.\I've found you!\Why you, Hagusuke, Chibi-Hamus!\It's been a while, hasn't it? response:	Have you been well? Yeah? That's great!
context: I don't like that!\I'd much rather be with you, Shuu-chan!\I'd like it much better!\You're so naive... it's obviously because you like him.\I've found you!\Why you, Hagusuke, Chibi-Hamus!\It's been a while, hasn't it?\Have you been well? Yeah? That's great! response:	What is it? Say something.
context: I'd much rather be with you, Shuu-chan!\I'd like it much better!\You're so naive... it's obviously because you like him.\I've found you!\Why you, Hagusuke, Chibi-Hamus!\It's been a while, hasn't it?\Have you been well? Yeah? That's great!\What is it? Say something. response:	Want some sunflower seeds?
context: I'd like it much better!\You're so naive... it's obviously because you like him.\I've found you!\Why you, Hagusuke, Chibi-Hamus!\It's been a while, hasn't it?\Have you been well? Yeah? That's great!\What is it? Say something.\Want some sunflower seeds? response:	You don't seem to be well.
context: You're so naive... it's obviously because you like him.\I've found you!\Why you, Hagusuke, Chibi-Hamus!\It's been a while, hasn't it?\Have you been well? Yeah? That's great!\What is it? Say something.\Want some sunflower seeds?\You don't seem to be well. response:	It's kinda cold today, isn't it?
context: I've found you!\Why you, Hagusuke, Chibi-Hamus!\It's been a while, hasn't it?\Have you been well? Yeah? That's great!\What is it? Say something.\Want some sunflower seeds?\You don't seem to be well.\It's kinda cold today, isn't it? response:	That's right! Here.
context: Why you, Hagusuke, Chibi-Hamus!\It's been a while, hasn't it?\Have you been well? Yeah? That's great!\What is it? Say something.\Want some sunflower seeds?\You don't seem to be well.\It's kinda cold today, isn't it?\That's right! Here. response:	Look! A rolled mouse!
context: It's been a while, hasn't it?\Have you been well? Yeah? That's great!\What is it? Say something.\Want some sunflower seeds?\You don't seem to be well.\It's kinda cold today, isn't it?\That's right! Here.\Look! A rolled mouse! response:	Even so, why is it, Morita-san...?
context: Have you been well? Yeah? That's great!\What is it? Say something.\Want some sunflower seeds?\You don't seem to be well.\It's kinda cold today, isn't it?\That's right! Here.\Look! A rolled mouse!\Even so, why is it, Morita-san...? response:	You moron!
context: What is it? Say something.\Want some sunflower seeds?\You don't seem to be well.\It's kinda cold today, isn't it?\That's right! Here.\Look! A rolled mouse!\Even so, why is it, Morita-san...?\You moron! response:	What the hell are you thinking?
context: Want some sunflower seeds?\You don't seem to be well.\It's kinda cold today, isn't it?\That's right! Here.\Look! A rolled mouse!\Even so, why is it, Morita-san...?\You moron!\What the hell are you thinking? response:	I don't get it! Why are you always being so selfish?
context: You don't seem to be well.\It's kinda cold today, isn't it?\That's right! Here.\Look! A rolled mouse!\Even so, why is it, Morita-san...?\You moron!\What the hell are you thinking?\I don't get it! Why are you always being so selfish? response:	You'll lose all of them like this!
context: It's kinda cold today, isn't it?\That's right! Here.\Look! A rolled mouse!\Even so, why is it, Morita-san...?\You moron!\What the hell are you thinking?\I don't get it! Why are you always being so selfish?\You'll lose all of them like this! response:	Don't you get it?!
context: That's right! Here.\Look! A rolled mouse!\Even so, why is it, Morita-san...?\You moron!\What the hell are you thinking?\I don't get it! Why are you always being so selfish?\You'll lose all of them like this!\Don't you get it?! response:	Morita-san left for America...
context: Look! A rolled mouse!\Even so, why is it, Morita-san...?\You moron!\What the hell are you thinking?\I don't get it! Why are you always being so selfish?\You'll lose all of them like this!\Don't you get it?!\Morita-san left for America... response:	Hagu-chan, do you want Morita-san to come back?
context: Even so, why is it, Morita-san...?\You moron!\What the hell are you thinking?\I don't get it! Why are you always being so selfish?\You'll lose all of them like this!\Don't you get it?!\Morita-san left for America...\Hagu-chan, do you want Morita-san to come back? response:	Or do you not?
context: You moron!\What the hell are you thinking?\I don't get it! Why are you always being so selfish?\You'll lose all of them like this!\Don't you get it?!\Morita-san left for America...\Hagu-chan, do you want Morita-san to come back?\Or do you not? response:	What's wrong, Takemoto-kun?
context: What the hell are you thinking?\I don't get it! Why are you always being so selfish?\You'll lose all of them like this!\Don't you get it?!\Morita-san left for America...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun? response:	Hey, what good will asking her that do?
context: I don't get it! Why are you always being so selfish?\You'll lose all of them like this!\Don't you get it?!\Morita-san left for America...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do? response:	Please tell me.
context: You'll lose all of them like this!\Don't you get it?!\Morita-san left for America...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do?\Please tell me. response:	I don't want him to.
context: Don't you get it?!\Morita-san left for America...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do?\Please tell me.\I don't want him to. response:	I don't want him to come back.
context: Morita-san left for America...\Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do?\Please tell me.\I don't want him to.\I don't want him to come back. response:	I think it's good to keep trying until you've tried everything you've wanted to do.
context: Hagu-chan, do you want Morita-san to come back?\Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do?\Please tell me.\I don't want him to.\I don't want him to come back.\I think it's good to keep trying until you've tried everything you've wanted to do. response:	Morita-san left for America, and Hagu-chan continued to draw.
context: Or do you not?\What's wrong, Takemoto-kun?\Hey, what good will asking her that do?\Please tell me.\I don't want him to.\I don't want him to come back.\I think it's good to keep trying until you've tried everything you've wanted to do.\Morita-san left for America, and Hagu-chan continued to draw. response:	But I wasn't able to do anything...
context: What's wrong, Takemoto-kun?\Hey, what good will asking her that do?\Please tell me.\I don't want him to.\I don't want him to come back.\I think it's good to keep trying until you've tried everything you've wanted to do.\Morita-san left for America, and Hagu-chan continued to draw.\But I wasn't able to do anything... response:	After graduating from college, Mayama-san started working for a design company.
context: Hey, what good will asking her that do?\Please tell me.\I don't want him to.\I don't want him to come back.\I think it's good to keep trying until you've tried everything you've wanted to do.\Morita-san left for America, and Hagu-chan continued to draw.\But I wasn't able to do anything...\After graduating from college, Mayama-san started working for a design company. response:	And love was slowly starting to revolve there as well.
context: Please tell me.\I don't want him to.\I don't want him to come back.\I think it's good to keep trying until you've tried everything you've wanted to do.\Morita-san left for America, and Hagu-chan continued to draw.\But I wasn't able to do anything...\After graduating from college, Mayama-san started working for a design company.\And love was slowly starting to revolve there as well. response:	Oh yeah, Mayama...
context: I don't want him to.\I don't want him to come back.\I think it's good to keep trying until you've tried everything you've wanted to do.\Morita-san left for America, and Hagu-chan continued to draw.\But I wasn't able to do anything...\After graduating from college, Mayama-san started working for a design company.\And love was slowly starting to revolve there as well.\Oh yeah, Mayama... response:	Yes?
context: I don't want him to come back.\I think it's good to keep trying until you've tried everything you've wanted to do.\Morita-san left for America, and Hagu-chan continued to draw.\But I wasn't able to do anything...\After graduating from college, Mayama-san started working for a design company.\And love was slowly starting to revolve there as well.\Oh yeah, Mayama...\Yes? response:	Remember that bowl that you made at your school for the restaurant on Omote-Sandou?
context: I think it's good to keep trying until you've tried everything you've wanted to do.\Morita-san left for America, and Hagu-chan continued to draw.\But I wasn't able to do anything...\After graduating from college, Mayama-san started working for a design company.\And love was slowly starting to revolve there as well.\Oh yeah, Mayama...\Yes?\Remember that bowl that you made at your school for the restaurant on Omote-Sandou? response:	We've had other customers order that.
context: Morita-san left for America, and Hagu-chan continued to draw.\But I wasn't able to do anything...\After graduating from college, Mayama-san started working for a design company.\And love was slowly starting to revolve there as well.\Oh yeah, Mayama...\Yes?\Remember that bowl that you made at your school for the restaurant on Omote-Sandou?\We've had other customers order that. response:	They want something similar.
context: But I wasn't able to do anything...\After graduating from college, Mayama-san started working for a design company.\And love was slowly starting to revolve there as well.\Oh yeah, Mayama...\Yes?\Remember that bowl that you made at your school for the restaurant on Omote-Sandou?\We've had other customers order that.\They want something similar. response:	Wow, that's amazing, Mayama.
context: After graduating from college, Mayama-san started working for a design company.\And love was slowly starting to revolve there as well.\Oh yeah, Mayama...\Yes?\Remember that bowl that you made at your school for the restaurant on Omote-Sandou?\We've had other customers order that.\They want something similar.\Wow, that's amazing, Mayama. response:	Not really, I had a friend of mine make that for me.
context: And love was slowly starting to revolve there as well.\Oh yeah, Mayama...\Yes?\Remember that bowl that you made at your school for the restaurant on Omote-Sandou?\We've had other customers order that.\They want something similar.\Wow, that's amazing, Mayama.\Not really, I had a friend of mine make that for me. response:	Yamada-san, right?
context: Oh yeah, Mayama...\Yes?\Remember that bowl that you made at your school for the restaurant on Omote-Sandou?\We've had other customers order that.\They want something similar.\Wow, that's amazing, Mayama.\Not really, I had a friend of mine make that for me.\Yamada-san, right? response:	There are things I want to ask her to make as well.
context: Yes?\Remember that bowl that you made at your school for the restaurant on Omote-Sandou?\We've had other customers order that.\They want something similar.\Wow, that's amazing, Mayama.\Not really, I had a friend of mine make that for me.\Yamada-san, right?\There are things I want to ask her to make as well. response:	Can you introduce me to this Yamada-san next time?
context: Remember that bowl that you made at your school for the restaurant on Omote-Sandou?\We've had other customers order that.\They want something similar.\Wow, that's amazing, Mayama.\Not really, I had a friend of mine make that for me.\Yamada-san, right?\There are things I want to ask her to make as well.\Can you introduce me to this Yamada-san next time? response:	Oh, well...
context: We've had other customers order that.\They want something similar.\Wow, that's amazing, Mayama.\Not really, I had a friend of mine make that for me.\Yamada-san, right?\There are things I want to ask her to make as well.\Can you introduce me to this Yamada-san next time?\Oh, well... response:	I'll ask her myself.
context: They want something similar.\Wow, that's amazing, Mayama.\Not really, I had a friend of mine make that for me.\Yamada-san, right?\There are things I want to ask her to make as well.\Can you introduce me to this Yamada-san next time?\Oh, well...\I'll ask her myself. response:	But I'll have to talk to her about money...
context: Wow, that's amazing, Mayama.\Not really, I had a friend of mine make that for me.\Yamada-san, right?\There are things I want to ask her to make as well.\Can you introduce me to this Yamada-san next time?\Oh, well...\I'll ask her myself.\But I'll have to talk to her about money... response:	The specifications are more detailed this time around. I should talk to her in person...
context: Not really, I had a friend of mine make that for me.\Yamada-san, right?\There are things I want to ask her to make as well.\Can you introduce me to this Yamada-san next time?\Oh, well...\I'll ask her myself.\But I'll have to talk to her about money...\The specifications are more detailed this time around. I should talk to her in person... response:	It'll be no problem as long as you give me the budget report.
context: Yamada-san, right?\There are things I want to ask her to make as well.\Can you introduce me to this Yamada-san next time?\Oh, well...\I'll ask her myself.\But I'll have to talk to her about money...\The specifications are more detailed this time around. I should talk to her in person...\It'll be no problem as long as you give me the budget report. response:	Please leave the rest up to me.
context: There are things I want to ask her to make as well.\Can you introduce me to this Yamada-san next time?\Oh, well...\I'll ask her myself.\But I'll have to talk to her about money...\The specifications are more detailed this time around. I should talk to her in person...\It'll be no problem as long as you give me the budget report.\Please leave the rest up to me. response:	Here you go, Yamada-san.
context: Can you introduce me to this Yamada-san next time?\Oh, well...\I'll ask her myself.\But I'll have to talk to her about money...\The specifications are more detailed this time around. I should talk to her in person...\It'll be no problem as long as you give me the budget report.\Please leave the rest up to me.\Here you go, Yamada-san. response:	Is it really okay?
context: Oh, well...\I'll ask her myself.\But I'll have to talk to her about money...\The specifications are more detailed this time around. I should talk to her in person...\It'll be no problem as long as you give me the budget report.\Please leave the rest up to me.\Here you go, Yamada-san.\Is it really okay? response:	Huh? Why do you know my name?
context: I'll ask her myself.\But I'll have to talk to her about money...\The specifications are more detailed this time around. I should talk to her in person...\It'll be no problem as long as you give me the budget report.\Please leave the rest up to me.\Here you go, Yamada-san.\Is it really okay?\Huh? Why do you know my name? response:	My name is Nomiya. It's nice to meet you.
context: But I'll have to talk to her about money...\The specifications are more detailed this time around. I should talk to her in person...\It'll be no problem as long as you give me the budget report.\Please leave the rest up to me.\Here you go, Yamada-san.\Is it really okay?\Huh? Why do you know my name?\My name is Nomiya. It's nice to meet you. response:	Thank you for that bowl the other day.
context: The specifications are more detailed this time around. I should talk to her in person...\It'll be no problem as long as you give me the budget report.\Please leave the rest up to me.\Here you go, Yamada-san.\Is it really okay?\Huh? Why do you know my name?\My name is Nomiya. It's nice to meet you.\Thank you for that bowl the other day. response:	It was well-received.
context: It'll be no problem as long as you give me the budget report.\Please leave the rest up to me.\Here you go, Yamada-san.\Is it really okay?\Huh? Why do you know my name?\My name is Nomiya. It's nice to meet you.\Thank you for that bowl the other day.\It was well-received. response:	You really helped us out.
context: Please leave the rest up to me.\Here you go, Yamada-san.\Is it really okay?\Huh? Why do you know my name?\My name is Nomiya. It's nice to meet you.\Thank you for that bowl the other day.\It was well-received.\You really helped us out. response:	He's a cool-looking guy.
context: Here you go, Yamada-san.\Is it really okay?\Huh? Why do you know my name?\My name is Nomiya. It's nice to meet you.\Thank you for that bowl the other day.\It was well-received.\You really helped us out.\He's a cool-looking guy. response:	That's the problem!
context: Is it really okay?\Huh? Why do you know my name?\My name is Nomiya. It's nice to meet you.\Thank you for that bowl the other day.\It was well-received.\You really helped us out.\He's a cool-looking guy.\That's the problem! response:	But I don't get it.
context: Huh? Why do you know my name?\My name is Nomiya. It's nice to meet you.\Thank you for that bowl the other day.\It was well-received.\You really helped us out.\He's a cool-looking guy.\That's the problem!\But I don't get it. response:	Why are you interfering with us when you're interested in someone else, Mayama?
context: My name is Nomiya. It's nice to meet you.\Thank you for that bowl the other day.\It was well-received.\You really helped us out.\He's a cool-looking guy.\That's the problem!\But I don't get it.\Why are you interfering with us when you're interested in someone else, Mayama? response:	Yamada-san's feelings for you are obvious to even us, so there's no way you haven't noticed, right?
context: Thank you for that bowl the other day.\It was well-received.\You really helped us out.\He's a cool-looking guy.\That's the problem!\But I don't get it.\Why are you interfering with us when you're interested in someone else, Mayama?\Yamada-san's feelings for you are obvious to even us, so there's no way you haven't noticed, right? response:	And you're not pushing her away, but rather, you're tormenting her.
context: It was well-received.\You really helped us out.\He's a cool-looking guy.\That's the problem!\But I don't get it.\Why are you interfering with us when you're interested in someone else, Mayama?\Yamada-san's feelings for you are obvious to even us, so there's no way you haven't noticed, right?\And you're not pushing her away, but rather, you're tormenting her. response:	Maybe it's that you want to keep her on the bench, in case your first choice doesn't work out?
context: You really helped us out.\He's a cool-looking guy.\That's the problem!\But I don't get it.\Why are you interfering with us when you're interested in someone else, Mayama?\Yamada-san's feelings for you are obvious to even us, so there's no way you haven't noticed, right?\And you're not pushing her away, but rather, you're tormenting her.\Maybe it's that you want to keep her on the bench, in case your first choice doesn't work out? response:	What do you mean by that?
context: He's a cool-looking guy.\That's the problem!\But I don't get it.\Why are you interfering with us when you're interested in someone else, Mayama?\Yamada-san's feelings for you are obvious to even us, so there's no way you haven't noticed, right?\And you're not pushing her away, but rather, you're tormenting her.\Maybe it's that you want to keep her on the bench, in case your first choice doesn't work out?\What do you mean by that? response:	I'll take the unspoiled Yamada-san if Rika-san doesn't work out.
context: That's the problem!\But I don't get it.\Why are you interfering with us when you're interested in someone else, Mayama?\Yamada-san's feelings for you are obvious to even us, so there's no way you haven't noticed, right?\And you're not pushing her away, but rather, you're tormenting her.\Maybe it's that you want to keep her on the bench, in case your first choice doesn't work out?\What do you mean by that?\I'll take the unspoiled Yamada-san if Rika-san doesn't work out. response:	Thinking something like that?
context: But I don't get it.\Why are you interfering with us when you're interested in someone else, Mayama?\Yamada-san's feelings for you are obvious to even us, so there's no way you haven't noticed, right?\And you're not pushing her away, but rather, you're tormenting her.\Maybe it's that you want to keep her on the bench, in case your first choice doesn't work out?\What do you mean by that?\I'll take the unspoiled Yamada-san if Rika-san doesn't work out.\Thinking something like that? response:	I'm not.
context: Why are you interfering with us when you're interested in someone else, Mayama?\Yamada-san's feelings for you are obvious to even us, so there's no way you haven't noticed, right?\And you're not pushing her away, but rather, you're tormenting her.\Maybe it's that you want to keep her on the bench, in case your first choice doesn't work out?\What do you mean by that?\I'll take the unspoiled Yamada-san if Rika-san doesn't work out.\Thinking something like that?\I'm not. response:	Really?
context: Yamada-san's feelings for you are obvious to even us, so there's no way you haven't noticed, right?\And you're not pushing her away, but rather, you're tormenting her.\Maybe it's that you want to keep her on the bench, in case your first choice doesn't work out?\What do you mean by that?\I'll take the unspoiled Yamada-san if Rika-san doesn't work out.\Thinking something like that?\I'm not.\Really? response:	Not at all.
context: And you're not pushing her away, but rather, you're tormenting her.\Maybe it's that you want to keep her on the bench, in case your first choice doesn't work out?\What do you mean by that?\I'll take the unspoiled Yamada-san if Rika-san doesn't work out.\Thinking something like that?\I'm not.\Really?\Not at all. response:	You said it.
context: Maybe it's that you want to keep her on the bench, in case your first choice doesn't work out?\What do you mean by that?\I'll take the unspoiled Yamada-san if Rika-san doesn't work out.\Thinking something like that?\I'm not.\Really?\Not at all.\You said it. response:	You said that you're not.
context: What do you mean by that?\I'll take the unspoiled Yamada-san if Rika-san doesn't work out.\Thinking something like that?\I'm not.\Really?\Not at all.\You said it.\You said that you're not. response:	We're running.
context: I'll take the unspoiled Yamada-san if Rika-san doesn't work out.\Thinking something like that?\I'm not.\Really?\Not at all.\You said it.\You said that you're not.\We're running. response:	H-Huh? Okay!
context: Thinking something like that?\I'm not.\Really?\Not at all.\You said it.\You said that you're not.\We're running.\H-Huh? Okay! response:	Hey...!
context: I'm not.\Really?\Not at all.\You said it.\You said that you're not.\We're running.\H-Huh? Okay!\Hey...! response:	Yamada... Nomiya-san...
context: Really?\Not at all.\You said it.\You said that you're not.\We're running.\H-Huh? Okay!\Hey...!\Yamada... Nomiya-san... response:	You know about Rika-san, right?
context: Not at all.\You said it.\You said that you're not.\We're running.\H-Huh? Okay!\Hey...!\Yamada... Nomiya-san...\You know about Rika-san, right? response:	Are you just waiting for them to fall apart while you complain and sulk, Yamada-san?
context: You said it.\You said that you're not.\We're running.\H-Huh? Okay!\Hey...!\Yamada... Nomiya-san...\You know about Rika-san, right?\Are you just waiting for them to fall apart while you complain and sulk, Yamada-san? response:	P-Please stop.
context: You said that you're not.\We're running.\H-Huh? Okay!\Hey...!\Yamada... Nomiya-san...\You know about Rika-san, right?\Are you just waiting for them to fall apart while you complain and sulk, Yamada-san?\P-Please stop. response:	It has nothing to do with you, Nomiya-san!
context: We're running.\H-Huh? Okay!\Hey...!\Yamada... Nomiya-san...\You know about Rika-san, right?\Are you just waiting for them to fall apart while you complain and sulk, Yamada-san?\P-Please stop.\It has nothing to do with you, Nomiya-san! response:	It doesn't?
context: H-Huh? Okay!\Hey...!\Yamada... Nomiya-san...\You know about Rika-san, right?\Are you just waiting for them to fall apart while you complain and sulk, Yamada-san?\P-Please stop.\It has nothing to do with you, Nomiya-san!\It doesn't? response:	Even though you used me to attract Mayama's attention?
context: Hey...!\Yamada... Nomiya-san...\You know about Rika-san, right?\Are you just waiting for them to fall apart while you complain and sulk, Yamada-san?\P-Please stop.\It has nothing to do with you, Nomiya-san!\It doesn't?\Even though you used me to attract Mayama's attention? response:	You're sure being selfish...
context: Yamada... Nomiya-san...\You know about Rika-san, right?\Are you just waiting for them to fall apart while you complain and sulk, Yamada-san?\P-Please stop.\It has nothing to do with you, Nomiya-san!\It doesn't?\Even though you used me to attract Mayama's attention?\You're sure being selfish... response:	How much longer will you keep testing Mayama?
context: You know about Rika-san, right?\Are you just waiting for them to fall apart while you complain and sulk, Yamada-san?\P-Please stop.\It has nothing to do with you, Nomiya-san!\It doesn't?\Even though you used me to attract Mayama's attention?\You're sure being selfish...\How much longer will you keep testing Mayama? response:	Well, I do understand your position...
context: Are you just waiting for them to fall apart while you complain and sulk, Yamada-san?\P-Please stop.\It has nothing to do with you, Nomiya-san!\It doesn't?\Even though you used me to attract Mayama's attention?\You're sure being selfish...\How much longer will you keep testing Mayama?\Well, I do understand your position... response:	An unrequited love that's emerged is unproductive, but simple...
context: P-Please stop.\It has nothing to do with you, Nomiya-san!\It doesn't?\Even though you used me to attract Mayama's attention?\You're sure being selfish...\How much longer will you keep testing Mayama?\Well, I do understand your position...\An unrequited love that's emerged is unproductive, but simple... response:	Your infatuation makes him feel guilty, so he's nice to you.
context: It has nothing to do with you, Nomiya-san!\It doesn't?\Even though you used me to attract Mayama's attention?\You're sure being selfish...\How much longer will you keep testing Mayama?\Well, I do understand your position...\An unrequited love that's emerged is unproductive, but simple...\Your infatuation makes him feel guilty, so he's nice to you. response:	And nothing worse could possibly happen...
context: It doesn't?\Even though you used me to attract Mayama's attention?\You're sure being selfish...\How much longer will you keep testing Mayama?\Well, I do understand your position...\An unrequited love that's emerged is unproductive, but simple...\Your infatuation makes him feel guilty, so he's nice to you.\And nothing worse could possibly happen... response:	Please stop!
context: Even though you used me to attract Mayama's attention?\You're sure being selfish...\How much longer will you keep testing Mayama?\Well, I do understand your position...\An unrequited love that's emerged is unproductive, but simple...\Your infatuation makes him feel guilty, so he's nice to you.\And nothing worse could possibly happen...\Please stop! response:	Nor will you be hurt anymore...
context: You're sure being selfish...\How much longer will you keep testing Mayama?\Well, I do understand your position...\An unrequited love that's emerged is unproductive, but simple...\Your infatuation makes him feel guilty, so he's nice to you.\And nothing worse could possibly happen...\Please stop!\Nor will you be hurt anymore... response:	Stop it!
context: How much longer will you keep testing Mayama?\Well, I do understand your position...\An unrequited love that's emerged is unproductive, but simple...\Your infatuation makes him feel guilty, so he's nice to you.\And nothing worse could possibly happen...\Please stop!\Nor will you be hurt anymore...\Stop it! response:	What is it about Mayama that you like, Yamada-san?
context: Well, I do understand your position...\An unrequited love that's emerged is unproductive, but simple...\Your infatuation makes him feel guilty, so he's nice to you.\And nothing worse could possibly happen...\Please stop!\Nor will you be hurt anymore...\Stop it!\What is it about Mayama that you like, Yamada-san? response:	I don't know.
context: An unrequited love that's emerged is unproductive, but simple...\Your infatuation makes him feel guilty, so he's nice to you.\And nothing worse could possibly happen...\Please stop!\Nor will you be hurt anymore...\Stop it!\What is it about Mayama that you like, Yamada-san?\I don't know. response:	If my love for him is genuine, I should be able to wish for his happiness.
context: Your infatuation makes him feel guilty, so he's nice to you.\And nothing worse could possibly happen...\Please stop!\Nor will you be hurt anymore...\Stop it!\What is it about Mayama that you like, Yamada-san?\I don't know.\If my love for him is genuine, I should be able to wish for his happiness. response:	But I... Just like you said in the car earlier...
context: And nothing worse could possibly happen...\Please stop!\Nor will you be hurt anymore...\Stop it!\What is it about Mayama that you like, Yamada-san?\I don't know.\If my love for him is genuine, I should be able to wish for his happiness.\But I... Just like you said in the car earlier... response:	I had honestly... been hoping they'd fall apart...
