context: He vanished? response:	This is Kami's doing, I'll bet.
context: You've got no sense of humor, huh?\Nope.\Very well. If you wish to go that badly,\you may go to where Kaio- sama is.\T- thank you very much.\I'll call a guide over for you. Leave through there and wait for him.\Okay!\However... I can't be responsible for you if you fall from the Serpentine Road. response:	All right then, good luck. This whole year will be a challenge, after all.
context: Nope.\Very well. If you wish to go that badly,\you may go to where Kaio- sama is.\T- thank you very much.\I'll call a guide over for you. Leave through there and wait for him.\Okay!\However... I can't be responsible for you if you fall from the Serpentine Road.\All right then, good luck. This whole year will be a challenge, after all. response:	Right! I ain't sure what's going on,
context: Very well. If you wish to go that badly,\you may go to where Kaio- sama is.\T- thank you very much.\I'll call a guide over for you. Leave through there and wait for him.\Okay!\However... I can't be responsible for you if you fall from the Serpentine Road.\All right then, good luck. This whole year will be a challenge, after all.\Right! I ain't sure what's going on, response:	but anyhow, I'll go see this Kaio- sama guy.
context: you may go to where Kaio- sama is.\T- thank you very much.\I'll call a guide over for you. Leave through there and wait for him.\Okay!\However... I can't be responsible for you if you fall from the Serpentine Road.\All right then, good luck. This whole year will be a challenge, after all.\Right! I ain't sure what's going on,\but anyhow, I'll go see this Kaio- sama guy. response:	Thanks! Say hi to Mister Popo for me!
context: T- thank you very much.\I'll call a guide over for you. Leave through there and wait for him.\Okay!\However... I can't be responsible for you if you fall from the Serpentine Road.\All right then, good luck. This whole year will be a challenge, after all.\Right! I ain't sure what's going on,\but anyhow, I'll go see this Kaio- sama guy.\Thanks! Say hi to Mister Popo for me! response:	Then again, our Earth has drawn the attention of some rather egregious folks.
context: I'll call a guide over for you. Leave through there and wait for him.\Okay!\However... I can't be responsible for you if you fall from the Serpentine Road.\All right then, good luck. This whole year will be a challenge, after all.\Right! I ain't sure what's going on,\but anyhow, I'll go see this Kaio- sama guy.\Thanks! Say hi to Mister Popo for me!\Then again, our Earth has drawn the attention of some rather egregious folks. response:	We might indeed be in for some real trouble this time.
context: Okay!\However... I can't be responsible for you if you fall from the Serpentine Road.\All right then, good luck. This whole year will be a challenge, after all.\Right! I ain't sure what's going on,\but anyhow, I'll go see this Kaio- sama guy.\Thanks! Say hi to Mister Popo for me!\Then again, our Earth has drawn the attention of some rather egregious folks.\We might indeed be in for some real trouble this time. response:	Even if we were to petition Shen Long to dispose of them,
context: However... I can't be responsible for you if you fall from the Serpentine Road.\All right then, good luck. This whole year will be a challenge, after all.\Right! I ain't sure what's going on,\but anyhow, I'll go see this Kaio- sama guy.\Thanks! Say hi to Mister Popo for me!\Then again, our Earth has drawn the attention of some rather egregious folks.\We might indeed be in for some real trouble this time.\Even if we were to petition Shen Long to dispose of them, response:	he probably wouldn't be able to win out
context: All right then, good luck. This whole year will be a challenge, after all.\Right! I ain't sure what's going on,\but anyhow, I'll go see this Kaio- sama guy.\Thanks! Say hi to Mister Popo for me!\Then again, our Earth has drawn the attention of some rather egregious folks.\We might indeed be in for some real trouble this time.\Even if we were to petition Shen Long to dispose of them,\he probably wouldn't be able to win out response:	against the incredible power of the Saiyans.
context: Right! I ain't sure what's going on,\but anyhow, I'll go see this Kaio- sama guy.\Thanks! Say hi to Mister Popo for me!\Then again, our Earth has drawn the attention of some rather egregious folks.\We might indeed be in for some real trouble this time.\Even if we were to petition Shen Long to dispose of them,\he probably wouldn't be able to win out\against the incredible power of the Saiyans. response:	Even if Son Goku does get trained by Kaio-sama,
context: but anyhow, I'll go see this Kaio- sama guy.\Thanks! Say hi to Mister Popo for me!\Then again, our Earth has drawn the attention of some rather egregious folks.\We might indeed be in for some real trouble this time.\Even if we were to petition Shen Long to dispose of them,\he probably wouldn't be able to win out\against the incredible power of the Saiyans.\Even if Son Goku does get trained by Kaio-sama, response:	just how much will he improve?
context: Thanks! Say hi to Mister Popo for me!\Then again, our Earth has drawn the attention of some rather egregious folks.\We might indeed be in for some real trouble this time.\Even if we were to petition Shen Long to dispose of them,\he probably wouldn't be able to win out\against the incredible power of the Saiyans.\Even if Son Goku does get trained by Kaio-sama,\just how much will he improve? response:	Our one and only salvation is Goku's son. How is Piccolo going to raise Son Gohan?
context: Then again, our Earth has drawn the attention of some rather egregious folks.\We might indeed be in for some real trouble this time.\Even if we were to petition Shen Long to dispose of them,\he probably wouldn't be able to win out\against the incredible power of the Saiyans.\Even if Son Goku does get trained by Kaio-sama,\just how much will he improve?\Our one and only salvation is Goku's son. How is Piccolo going to raise Son Gohan? response:	And in this limited time, how will -
context: We might indeed be in for some real trouble this time.\Even if we were to petition Shen Long to dispose of them,\he probably wouldn't be able to win out\against the incredible power of the Saiyans.\Even if Son Goku does get trained by Kaio-sama,\just how much will he improve?\Our one and only salvation is Goku's son. How is Piccolo going to raise Son Gohan?\And in this limited time, how will - response:	Shut up!!
context: Even if we were to petition Shen Long to dispose of them,\he probably wouldn't be able to win out\against the incredible power of the Saiyans.\Even if Son Goku does get trained by Kaio-sama,\just how much will he improve?\Our one and only salvation is Goku's son. How is Piccolo going to raise Son Gohan?\And in this limited time, how will -\Shut up!! response:	You're disturbing me! Would you go home already!?
context: he probably wouldn't be able to win out\against the incredible power of the Saiyans.\Even if Son Goku does get trained by Kaio-sama,\just how much will he improve?\Our one and only salvation is Goku's son. How is Piccolo going to raise Son Gohan?\And in this limited time, how will -\Shut up!!\You're disturbing me! Would you go home already!? response:	Hey, what's taking so long?
context: against the incredible power of the Saiyans.\Even if Son Goku does get trained by Kaio-sama,\just how much will he improve?\Our one and only salvation is Goku's son. How is Piccolo going to raise Son Gohan?\And in this limited time, how will -\Shut up!!\You're disturbing me! Would you go home already!?\Hey, what's taking so long? response:	E- excuse me! Please excuse me!
context: Even if Son Goku does get trained by Kaio-sama,\just how much will he improve?\Our one and only salvation is Goku's son. How is Piccolo going to raise Son Gohan?\And in this limited time, how will -\Shut up!!\You're disturbing me! Would you go home already!?\Hey, what's taking so long?\E- excuse me! Please excuse me! response:	Thank you for your patience.
context: just how much will he improve?\Our one and only salvation is Goku's son. How is Piccolo going to raise Son Gohan?\And in this limited time, how will -\Shut up!!\You're disturbing me! Would you go home already!?\Hey, what's taking so long?\E- excuse me! Please excuse me!\Thank you for your patience. response:	I will now guide you to where the Head of the Serpent is.
context: Our one and only salvation is Goku's son. How is Piccolo going to raise Son Gohan?\And in this limited time, how will -\Shut up!!\You're disturbing me! Would you go home already!?\Hey, what's taking so long?\E- excuse me! Please excuse me!\Thank you for your patience.\I will now guide you to where the Head of the Serpent is. response:	The Serpentine Road is very long! Are you in healthy shape?
context: And in this limited time, how will -\Shut up!!\You're disturbing me! Would you go home already!?\Hey, what's taking so long?\E- excuse me! Please excuse me!\Thank you for your patience.\I will now guide you to where the Head of the Serpent is.\The Serpentine Road is very long! Are you in healthy shape? response:	Nope. I'm dead, so I ain't in very healthy shape at all, am I?
context: Shut up!!\You're disturbing me! Would you go home already!?\Hey, what's taking so long?\E- excuse me! Please excuse me!\Thank you for your patience.\I will now guide you to where the Head of the Serpent is.\The Serpentine Road is very long! Are you in healthy shape?\Nope. I'm dead, so I ain't in very healthy shape at all, am I? response:	Say, what kind of person is Kaio- sama?
context: You're disturbing me! Would you go home already!?\Hey, what's taking so long?\E- excuse me! Please excuse me!\Thank you for your patience.\I will now guide you to where the Head of the Serpent is.\The Serpentine Road is very long! Are you in healthy shape?\Nope. I'm dead, so I ain't in very healthy shape at all, am I?\Say, what kind of person is Kaio- sama? response:	Ah yes, Kaio- sama is the gentleman
context: Hey, what's taking so long?\E- excuse me! Please excuse me!\Thank you for your patience.\I will now guide you to where the Head of the Serpent is.\The Serpentine Road is very long! Are you in healthy shape?\Nope. I'm dead, so I ain't in very healthy shape at all, am I?\Say, what kind of person is Kaio- sama?\Ah yes, Kaio- sama is the gentleman response:	that stands above all the Kami- sama throughout the universe.
context: E- excuse me! Please excuse me!\Thank you for your patience.\I will now guide you to where the Head of the Serpent is.\The Serpentine Road is very long! Are you in healthy shape?\Nope. I'm dead, so I ain't in very healthy shape at all, am I?\Say, what kind of person is Kaio- sama?\Ah yes, Kaio- sama is the gentleman\that stands above all the Kami- sama throughout the universe. response:	I'm sure he must be strong, then!
context: Thank you for your patience.\I will now guide you to where the Head of the Serpent is.\The Serpentine Road is very long! Are you in healthy shape?\Nope. I'm dead, so I ain't in very healthy shape at all, am I?\Say, what kind of person is Kaio- sama?\Ah yes, Kaio- sama is the gentleman\that stands above all the Kami- sama throughout the universe.\I'm sure he must be strong, then! response:	We can't very well not say anything about this to Chichi.
context: I will now guide you to where the Head of the Serpent is.\The Serpentine Road is very long! Are you in healthy shape?\Nope. I'm dead, so I ain't in very healthy shape at all, am I?\Say, what kind of person is Kaio- sama?\Ah yes, Kaio- sama is the gentleman\that stands above all the Kami- sama throughout the universe.\I'm sure he must be strong, then!\We can't very well not say anything about this to Chichi. response:	Kuririn, go on over there and explain the situation to her for us.
context: The Serpentine Road is very long! Are you in healthy shape?\Nope. I'm dead, so I ain't in very healthy shape at all, am I?\Say, what kind of person is Kaio- sama?\Ah yes, Kaio- sama is the gentleman\that stands above all the Kami- sama throughout the universe.\I'm sure he must be strong, then!\We can't very well not say anything about this to Chichi.\Kuririn, go on over there and explain the situation to her for us. response:	M- me!?
context: Nope. I'm dead, so I ain't in very healthy shape at all, am I?\Say, what kind of person is Kaio- sama?\Ah yes, Kaio- sama is the gentleman\that stands above all the Kami- sama throughout the universe.\I'm sure he must be strong, then!\We can't very well not say anything about this to Chichi.\Kuririn, go on over there and explain the situation to her for us.\M- me!? response:	She appears to be an education-minded-mama, so you're going to get killed for sure.
context: Say, what kind of person is Kaio- sama?\Ah yes, Kaio- sama is the gentleman\that stands above all the Kami- sama throughout the universe.\I'm sure he must be strong, then!\We can't very well not say anything about this to Chichi.\Kuririn, go on over there and explain the situation to her for us.\M- me!?\She appears to be an education-minded-mama, so you're going to get killed for sure. response:	Hello? Hello?
context: Ah yes, Kaio- sama is the gentleman\that stands above all the Kami- sama throughout the universe.\I'm sure he must be strong, then!\We can't very well not say anything about this to Chichi.\Kuririn, go on over there and explain the situation to her for us.\M- me!?\She appears to be an education-minded-mama, so you're going to get killed for sure.\Hello? Hello? response:	Aloha! Turtle- chan is currently not at home.
context: that stands above all the Kami- sama throughout the universe.\I'm sure he must be strong, then!\We can't very well not say anything about this to Chichi.\Kuririn, go on over there and explain the situation to her for us.\M- me!?\She appears to be an education-minded-mama, so you're going to get killed for sure.\Hello? Hello?\Aloha! Turtle- chan is currently not at home. response:	If there's something I can do for you, please wait until the sound of the beep-
context: I'm sure he must be strong, then!\We can't very well not say anything about this to Chichi.\Kuririn, go on over there and explain the situation to her for us.\M- me!?\She appears to be an education-minded-mama, so you're going to get killed for sure.\Hello? Hello?\Aloha! Turtle- chan is currently not at home.\If there's something I can do for you, please wait until the sound of the beep- response:	Well, I never! Where have they gone off to!?
context: We can't very well not say anything about this to Chichi.\Kuririn, go on over there and explain the situation to her for us.\M- me!?\She appears to be an education-minded-mama, so you're going to get killed for sure.\Hello? Hello?\Aloha! Turtle- chan is currently not at home.\If there's something I can do for you, please wait until the sound of the beep-\Well, I never! Where have they gone off to!? response:	And here I've come all this way to see my grandson...
context: Kuririn, go on over there and explain the situation to her for us.\M- me!?\She appears to be an education-minded-mama, so you're going to get killed for sure.\Hello? Hello?\Aloha! Turtle- chan is currently not at home.\If there's something I can do for you, please wait until the sound of the beep-\Well, I never! Where have they gone off to!?\And here I've come all this way to see my grandson... response:	Knowin' Goku- sa and those others,
context: M- me!?\She appears to be an education-minded-mama, so you're going to get killed for sure.\Hello? Hello?\Aloha! Turtle- chan is currently not at home.\If there's something I can do for you, please wait until the sound of the beep-\Well, I never! Where have they gone off to!?\And here I've come all this way to see my grandson...\Knowin' Goku- sa and those others, response:	they're teachin' Gohan how to do somethin' dangerous, I'm sure of it!
context: She appears to be an education-minded-mama, so you're going to get killed for sure.\Hello? Hello?\Aloha! Turtle- chan is currently not at home.\If there's something I can do for you, please wait until the sound of the beep-\Well, I never! Where have they gone off to!?\And here I've come all this way to see my grandson...\Knowin' Goku- sa and those others,\they're teachin' Gohan how to do somethin' dangerous, I'm sure of it! response:	Well, that's okay, ain't it? Children should be a li'l bit naughty.
context: Hello? Hello?\Aloha! Turtle- chan is currently not at home.\If there's something I can do for you, please wait until the sound of the beep-\Well, I never! Where have they gone off to!?\And here I've come all this way to see my grandson...\Knowin' Goku- sa and those others,\they're teachin' Gohan how to do somethin' dangerous, I'm sure of it!\Well, that's okay, ain't it? Children should be a li'l bit naughty. response:	Nothin' doin'!
context: Aloha! Turtle- chan is currently not at home.\If there's something I can do for you, please wait until the sound of the beep-\Well, I never! Where have they gone off to!?\And here I've come all this way to see my grandson...\Knowin' Goku- sa and those others,\they're teachin' Gohan how to do somethin' dangerous, I'm sure of it!\Well, that's okay, ain't it? Children should be a li'l bit naughty.\Nothin' doin'! response:	If they're up to that and his mind goes numb on him,
context: If there's something I can do for you, please wait until the sound of the beep-\Well, I never! Where have they gone off to!?\And here I've come all this way to see my grandson...\Knowin' Goku- sa and those others,\they're teachin' Gohan how to do somethin' dangerous, I'm sure of it!\Well, that's okay, ain't it? Children should be a li'l bit naughty.\Nothin' doin'!\If they're up to that and his mind goes numb on him, response:	-then what are we goin' to do!? -Don't be silly!
context: Well, I never! Where have they gone off to!?\And here I've come all this way to see my grandson...\Knowin' Goku- sa and those others,\they're teachin' Gohan how to do somethin' dangerous, I'm sure of it!\Well, that's okay, ain't it? Children should be a li'l bit naughty.\Nothin' doin'!\If they're up to that and his mind goes numb on him,\-then what are we goin' to do!? -Don't be silly! response:	No, if he goes learnin' the martial arts,
context: And here I've come all this way to see my grandson...\Knowin' Goku- sa and those others,\they're teachin' Gohan how to do somethin' dangerous, I'm sure of it!\Well, that's okay, ain't it? Children should be a li'l bit naughty.\Nothin' doin'!\If they're up to that and his mind goes numb on him,\-then what are we goin' to do!? -Don't be silly!\No, if he goes learnin' the martial arts, response:	before long, he'll get kicked in the chin or somethin',
context: Knowin' Goku- sa and those others,\they're teachin' Gohan how to do somethin' dangerous, I'm sure of it!\Well, that's okay, ain't it? Children should be a li'l bit naughty.\Nothin' doin'!\If they're up to that and his mind goes numb on him,\-then what are we goin' to do!? -Don't be silly!\No, if he goes learnin' the martial arts,\before long, he'll get kicked in the chin or somethin', response:	and he'll get himself thrown into the ocean!
context: they're teachin' Gohan how to do somethin' dangerous, I'm sure of it!\Well, that's okay, ain't it? Children should be a li'l bit naughty.\Nothin' doin'!\If they're up to that and his mind goes numb on him,\-then what are we goin' to do!? -Don't be silly!\No, if he goes learnin' the martial arts,\before long, he'll get kicked in the chin or somethin',\and he'll get himself thrown into the ocean! response:	And then, and then, a man-eater will catch his scent, or perhaps,
context: Well, that's okay, ain't it? Children should be a li'l bit naughty.\Nothin' doin'!\If they're up to that and his mind goes numb on him,\-then what are we goin' to do!? -Don't be silly!\No, if he goes learnin' the martial arts,\before long, he'll get kicked in the chin or somethin',\and he'll get himself thrown into the ocean!\And then, and then, a man-eater will catch his scent, or perhaps, response:	he'll drift ashore to some uninhabited island!
context: Nothin' doin'!\If they're up to that and his mind goes numb on him,\-then what are we goin' to do!? -Don't be silly!\No, if he goes learnin' the martial arts,\before long, he'll get kicked in the chin or somethin',\and he'll get himself thrown into the ocean!\And then, and then, a man-eater will catch his scent, or perhaps,\he'll drift ashore to some uninhabited island! response:	He'll get hungry, and as he's tryin' to grab some bananas,
context: If they're up to that and his mind goes numb on him,\-then what are we goin' to do!? -Don't be silly!\No, if he goes learnin' the martial arts,\before long, he'll get kicked in the chin or somethin',\and he'll get himself thrown into the ocean!\And then, and then, a man-eater will catch his scent, or perhaps,\he'll drift ashore to some uninhabited island!\He'll get hungry, and as he's tryin' to grab some bananas, response:	he'll get bitten by a snake,
context: -then what are we goin' to do!? -Don't be silly!\No, if he goes learnin' the martial arts,\before long, he'll get kicked in the chin or somethin',\and he'll get himself thrown into the ocean!\And then, and then, a man-eater will catch his scent, or perhaps,\he'll drift ashore to some uninhabited island!\He'll get hungry, and as he's tryin' to grab some bananas,\he'll get bitten by a snake, response:	and the poison will circulate to his brain, and then... and then...
context: No, if he goes learnin' the martial arts,\before long, he'll get kicked in the chin or somethin',\and he'll get himself thrown into the ocean!\And then, and then, a man-eater will catch his scent, or perhaps,\he'll drift ashore to some uninhabited island!\He'll get hungry, and as he's tryin' to grab some bananas,\he'll get bitten by a snake,\and the poison will circulate to his brain, and then... and then... response:	after his mind has gone numb, what will we do!?
context: before long, he'll get kicked in the chin or somethin',\and he'll get himself thrown into the ocean!\And then, and then, a man-eater will catch his scent, or perhaps,\he'll drift ashore to some uninhabited island!\He'll get hungry, and as he's tryin' to grab some bananas,\he'll get bitten by a snake,\and the poison will circulate to his brain, and then... and then...\after his mind has gone numb, what will we do!? response:	Okay, we're here.
context: and he'll get himself thrown into the ocean!\And then, and then, a man-eater will catch his scent, or perhaps,\he'll drift ashore to some uninhabited island!\He'll get hungry, and as he's tryin' to grab some bananas,\he'll get bitten by a snake,\and the poison will circulate to his brain, and then... and then...\after his mind has gone numb, what will we do!?\Okay, we're here. response:	This is the Serpentine Road, then?
context: And then, and then, a man-eater will catch his scent, or perhaps,\he'll drift ashore to some uninhabited island!\He'll get hungry, and as he's tryin' to grab some bananas,\he'll get bitten by a snake,\and the poison will circulate to his brain, and then... and then...\after his mind has gone numb, what will we do!?\Okay, we're here.\This is the Serpentine Road, then? response:	Yes.
context: he'll drift ashore to some uninhabited island!\He'll get hungry, and as he's tryin' to grab some bananas,\he'll get bitten by a snake,\and the poison will circulate to his brain, and then... and then...\after his mind has gone numb, what will we do!?\Okay, we're here.\This is the Serpentine Road, then?\Yes. response:	What do I do from here?
context: He'll get hungry, and as he's tryin' to grab some bananas,\he'll get bitten by a snake,\and the poison will circulate to his brain, and then... and then...\after his mind has gone numb, what will we do!?\Okay, we're here.\This is the Serpentine Road, then?\Yes.\What do I do from here? response:	Earnestly press on as you travel along this serpent, if you please.
context: he'll get bitten by a snake,\and the poison will circulate to his brain, and then... and then...\after his mind has gone numb, what will we do!?\Okay, we're here.\This is the Serpentine Road, then?\Yes.\What do I do from here?\Earnestly press on as you travel along this serpent, if you please. response:	It leads to where Kaio- sama is. Yes indeed.
context: and the poison will circulate to his brain, and then... and then...\after his mind has gone numb, what will we do!?\Okay, we're here.\This is the Serpentine Road, then?\Yes.\What do I do from here?\Earnestly press on as you travel along this serpent, if you please.\It leads to where Kaio- sama is. Yes indeed. response:	It sure looks long.
context: after his mind has gone numb, what will we do!?\Okay, we're here.\This is the Serpentine Road, then?\Yes.\What do I do from here?\Earnestly press on as you travel along this serpent, if you please.\It leads to where Kaio- sama is. Yes indeed.\It sure looks long. response:	Yes. According to legend, it's approximately one million kilos long.
context: Okay, we're here.\This is the Serpentine Road, then?\Yes.\What do I do from here?\Earnestly press on as you travel along this serpent, if you please.\It leads to where Kaio- sama is. Yes indeed.\It sure looks long.\Yes. According to legend, it's approximately one million kilos long. response:	A million kilos!? Has anyone ever reached the end?
context: This is the Serpentine Road, then?\Yes.\What do I do from here?\Earnestly press on as you travel along this serpent, if you please.\It leads to where Kaio- sama is. Yes indeed.\It sure looks long.\Yes. According to legend, it's approximately one million kilos long.\A million kilos!? Has anyone ever reached the end? response:	As I recall, in the last billion years,
context: Yes.\What do I do from here?\Earnestly press on as you travel along this serpent, if you please.\It leads to where Kaio- sama is. Yes indeed.\It sure looks long.\Yes. According to legend, it's approximately one million kilos long.\A million kilos!? Has anyone ever reached the end?\As I recall, in the last billion years, response:	Great King Yama has been the only one, yes indeed.
context: What do I do from here?\Earnestly press on as you travel along this serpent, if you please.\It leads to where Kaio- sama is. Yes indeed.\It sure looks long.\Yes. According to legend, it's approximately one million kilos long.\A million kilos!? Has anyone ever reached the end?\As I recall, in the last billion years,\Great King Yama has been the only one, yes indeed. response:	That older guy, huh?
context: Earnestly press on as you travel along this serpent, if you please.\It leads to where Kaio- sama is. Yes indeed.\It sure looks long.\Yes. According to legend, it's approximately one million kilos long.\A million kilos!? Has anyone ever reached the end?\As I recall, in the last billion years,\Great King Yama has been the only one, yes indeed.\That older guy, huh? response:	Well, even so, as long as there's someone who has reached the end,
context: It leads to where Kaio- sama is. Yes indeed.\It sure looks long.\Yes. According to legend, it's approximately one million kilos long.\A million kilos!? Has anyone ever reached the end?\As I recall, in the last billion years,\Great King Yama has been the only one, yes indeed.\That older guy, huh?\Well, even so, as long as there's someone who has reached the end, response:	I might be able to manage something too.
context: It sure looks long.\Yes. According to legend, it's approximately one million kilos long.\A million kilos!? Has anyone ever reached the end?\As I recall, in the last billion years,\Great King Yama has been the only one, yes indeed.\That older guy, huh?\Well, even so, as long as there's someone who has reached the end,\I might be able to manage something too. response:	Please be absolutely careful not to fall off into the clouds.
context: Yes. According to legend, it's approximately one million kilos long.\A million kilos!? Has anyone ever reached the end?\As I recall, in the last billion years,\Great King Yama has been the only one, yes indeed.\That older guy, huh?\Well, even so, as long as there's someone who has reached the end,\I might be able to manage something too.\Please be absolutely careful not to fall off into the clouds. response:	After all, beneath the clouds is where hell is,
context: A million kilos!? Has anyone ever reached the end?\As I recall, in the last billion years,\Great King Yama has been the only one, yes indeed.\That older guy, huh?\Well, even so, as long as there's someone who has reached the end,\I might be able to manage something too.\Please be absolutely careful not to fall off into the clouds.\After all, beneath the clouds is where hell is, response:	and you will never return again.
context: As I recall, in the last billion years,\Great King Yama has been the only one, yes indeed.\That older guy, huh?\Well, even so, as long as there's someone who has reached the end,\I might be able to manage something too.\Please be absolutely careful not to fall off into the clouds.\After all, beneath the clouds is where hell is,\and you will never return again. response:	Oh, really?
context: Great King Yama has been the only one, yes indeed.\That older guy, huh?\Well, even so, as long as there's someone who has reached the end,\I might be able to manage something too.\Please be absolutely careful not to fall off into the clouds.\After all, beneath the clouds is where hell is,\and you will never return again.\Oh, really? response:	Rats, I should have brought a bento lunch or something.
context: That older guy, huh?\Well, even so, as long as there's someone who has reached the end,\I might be able to manage something too.\Please be absolutely careful not to fall off into the clouds.\After all, beneath the clouds is where hell is,\and you will never return again.\Oh, really?\Rats, I should have brought a bento lunch or something. response:	That's all right, sir. You are already dead,
context: Well, even so, as long as there's someone who has reached the end,\I might be able to manage something too.\Please be absolutely careful not to fall off into the clouds.\After all, beneath the clouds is where hell is,\and you will never return again.\Oh, really?\Rats, I should have brought a bento lunch or something.\That's all right, sir. You are already dead, response:	so I doubt there's any chance of you starving to death. Yes indeed.
context: I might be able to manage something too.\Please be absolutely careful not to fall off into the clouds.\After all, beneath the clouds is where hell is,\and you will never return again.\Oh, really?\Rats, I should have brought a bento lunch or something.\That's all right, sir. You are already dead,\so I doubt there's any chance of you starving to death. Yes indeed. response:	Oh, yeah!
context: Please be absolutely careful not to fall off into the clouds.\After all, beneath the clouds is where hell is,\and you will never return again.\Oh, really?\Rats, I should have brought a bento lunch or something.\That's all right, sir. You are already dead,\so I doubt there's any chance of you starving to death. Yes indeed.\Oh, yeah! response:	Okay, then...
context: After all, beneath the clouds is where hell is,\and you will never return again.\Oh, really?\Rats, I should have brought a bento lunch or something.\That's all right, sir. You are already dead,\so I doubt there's any chance of you starving to death. Yes indeed.\Oh, yeah!\Okay, then... response:	Oh, that's right! I have a favor I'd like to ask!
context: and you will never return again.\Oh, really?\Rats, I should have brought a bento lunch or something.\That's all right, sir. You are already dead,\so I doubt there's any chance of you starving to death. Yes indeed.\Oh, yeah!\Okay, then...\Oh, that's right! I have a favor I'd like to ask! response:	Do you know Uranai Baba?
context: Oh, really?\Rats, I should have brought a bento lunch or something.\That's all right, sir. You are already dead,\so I doubt there's any chance of you starving to death. Yes indeed.\Oh, yeah!\Okay, then...\Oh, that's right! I have a favor I'd like to ask!\Do you know Uranai Baba? response:	Yes. She comes by once in a while.
context: Rats, I should have brought a bento lunch or something.\That's all right, sir. You are already dead,\so I doubt there's any chance of you starving to death. Yes indeed.\Oh, yeah!\Okay, then...\Oh, that's right! I have a favor I'd like to ask!\Do you know Uranai Baba?\Yes. She comes by once in a while. response:	Thank goodness! The next time she comes, right?
context: That's all right, sir. You are already dead,\so I doubt there's any chance of you starving to death. Yes indeed.\Oh, yeah!\Okay, then...\Oh, that's right! I have a favor I'd like to ask!\Do you know Uranai Baba?\Yes. She comes by once in a while.\Thank goodness! The next time she comes, right? response:	Ask her to tell Old Timer Turtle Hermit
context: so I doubt there's any chance of you starving to death. Yes indeed.\Oh, yeah!\Okay, then...\Oh, that's right! I have a favor I'd like to ask!\Do you know Uranai Baba?\Yes. She comes by once in a while.\Thank goodness! The next time she comes, right?\Ask her to tell Old Timer Turtle Hermit response:	not to bring me back to life for one year for me.
context: Oh, yeah!\Okay, then...\Oh, that's right! I have a favor I'd like to ask!\Do you know Uranai Baba?\Yes. She comes by once in a while.\Thank goodness! The next time she comes, right?\Ask her to tell Old Timer Turtle Hermit\not to bring me back to life for one year for me. response:	Understood. Let's see, one year... the Turtle Hermit- sama, right?
context: Okay, then...\Oh, that's right! I have a favor I'd like to ask!\Do you know Uranai Baba?\Yes. She comes by once in a while.\Thank goodness! The next time she comes, right?\Ask her to tell Old Timer Turtle Hermit\not to bring me back to life for one year for me.\Understood. Let's see, one year... the Turtle Hermit- sama, right? response:	Okay, guess I'll go now.
context: Oh, that's right! I have a favor I'd like to ask!\Do you know Uranai Baba?\Yes. She comes by once in a while.\Thank goodness! The next time she comes, right?\Ask her to tell Old Timer Turtle Hermit\not to bring me back to life for one year for me.\Understood. Let's see, one year... the Turtle Hermit- sama, right?\Okay, guess I'll go now. response:	So in short, all I have to do is not fall off the snake, right?
context: Do you know Uranai Baba?\Yes. She comes by once in a while.\Thank goodness! The next time she comes, right?\Ask her to tell Old Timer Turtle Hermit\not to bring me back to life for one year for me.\Understood. Let's see, one year... the Turtle Hermit- sama, right?\Okay, guess I'll go now.\So in short, all I have to do is not fall off the snake, right? response:	Yes, be sure not to.
context: Yes. She comes by once in a while.\Thank goodness! The next time she comes, right?\Ask her to tell Old Timer Turtle Hermit\not to bring me back to life for one year for me.\Understood. Let's see, one year... the Turtle Hermit- sama, right?\Okay, guess I'll go now.\So in short, all I have to do is not fall off the snake, right?\Yes, be sure not to. response:	Bukujutsu!!
context: Thank goodness! The next time she comes, right?\Ask her to tell Old Timer Turtle Hermit\not to bring me back to life for one year for me.\Understood. Let's see, one year... the Turtle Hermit- sama, right?\Okay, guess I'll go now.\So in short, all I have to do is not fall off the snake, right?\Yes, be sure not to.\Bukujutsu!! response:	That's cheating...
context: Ask her to tell Old Timer Turtle Hermit\not to bring me back to life for one year for me.\Understood. Let's see, one year... the Turtle Hermit- sama, right?\Okay, guess I'll go now.\So in short, all I have to do is not fall off the snake, right?\Yes, be sure not to.\Bukujutsu!!\That's cheating... response:	Wake up already, son of Son Goku!
context: not to bring me back to life for one year for me.\Understood. Let's see, one year... the Turtle Hermit- sama, right?\Okay, guess I'll go now.\So in short, all I have to do is not fall off the snake, right?\Yes, be sure not to.\Bukujutsu!!\That's cheating...\Wake up already, son of Son Goku! response:	We need to talk. Come up out of the water!
context: Understood. Let's see, one year... the Turtle Hermit- sama, right?\Okay, guess I'll go now.\So in short, all I have to do is not fall off the snake, right?\Yes, be sure not to.\Bukujutsu!!\That's cheating...\Wake up already, son of Son Goku!\We need to talk. Come up out of the water! response:	Who are you? Father?
context: Okay, guess I'll go now.\So in short, all I have to do is not fall off the snake, right?\Yes, be sure not to.\Bukujutsu!!\That's cheating...\Wake up already, son of Son Goku!\We need to talk. Come up out of the water!\Who are you? Father? response:	Father! Where are you!? Save me! Father! Father!
context: So in short, all I have to do is not fall off the snake, right?\Yes, be sure not to.\Bukujutsu!!\That's cheating...\Wake up already, son of Son Goku!\We need to talk. Come up out of the water!\Who are you? Father?\Father! Where are you!? Save me! Father! Father! response:	Father! I'm scared! I'm scared!
