context: Kansei University response:	Promises of Economic Cooperation
context: Tokyo-Hakone Round-Trip College Ekiden Race\The simultaneous start is soon!\All teams to the starting line!\See you in Otemachi!\See you in Otemachi!\The final five teams have started at once.\All 21 runners are now engaged in the battle ending in Otemachi.\They're speeding ahead. response:	Can they keep up that pace with today's road conditions?
context: The simultaneous start is soon!\All teams to the starting line!\See you in Otemachi!\See you in Otemachi!\The final five teams have started at once.\All 21 runners are now engaged in the battle ending in Otemachi.\They're speeding ahead.\Can they keep up that pace with today's road conditions? response:	Section 6 Final Entrants
context: All teams to the starting line!\See you in Otemachi!\See you in Otemachi!\The final five teams have started at once.\All 21 runners are now engaged in the battle ending in Otemachi.\They're speeding ahead.\Can they keep up that pace with today's road conditions?\Section 6 Final Entrants response:	Among Section 6's final entrants,
context: See you in Otemachi!\See you in Otemachi!\The final five teams have started at once.\All 21 runners are now engaged in the battle ending in Otemachi.\They're speeding ahead.\Can they keep up that pace with today's road conditions?\Section 6 Final Entrants\Among Section 6's final entrants, response:	only Rikudo runs a 28-minute 10k.
context: See you in Otemachi!\The final five teams have started at once.\All 21 runners are now engaged in the battle ending in Otemachi.\They're speeding ahead.\Can they keep up that pace with today's road conditions?\Section 6 Final Entrants\Among Section 6's final entrants,\only Rikudo runs a 28-minute 10k. response:	You'll be able to keep up with them.
context: The final five teams have started at once.\All 21 runners are now engaged in the battle ending in Otemachi.\They're speeding ahead.\Can they keep up that pace with today's road conditions?\Section 6 Final Entrants\Among Section 6's final entrants,\only Rikudo runs a 28-minute 10k.\You'll be able to keep up with them. response:	You're the only one who can ride down Hakone.
context: All 21 runners are now engaged in the battle ending in Otemachi.\They're speeding ahead.\Can they keep up that pace with today's road conditions?\Section 6 Final Entrants\Among Section 6's final entrants,\only Rikudo runs a 28-minute 10k.\You'll be able to keep up with them.\You're the only one who can ride down Hakone. response:	Don't be scared.
context: They're speeding ahead.\Can they keep up that pace with today's road conditions?\Section 6 Final Entrants\Among Section 6's final entrants,\only Rikudo runs a 28-minute 10k.\You'll be able to keep up with them.\You're the only one who can ride down Hakone.\Don't be scared. response:	Five kilometers in 13:45?
context: Can they keep up that pace with today's road conditions?\Section 6 Final Entrants\Among Section 6's final entrants,\only Rikudo runs a 28-minute 10k.\You'll be able to keep up with them.\You're the only one who can ride down Hakone.\Don't be scared.\Five kilometers in 13:45? response:	That's too fast.
context: Section 6 Final Entrants\Among Section 6's final entrants,\only Rikudo runs a 28-minute 10k.\You'll be able to keep up with them.\You're the only one who can ride down Hakone.\Don't be scared.\Five kilometers in 13:45?\That's too fast. response:	But didn't Haiji say it's normal to run the five kilometers of Section 6 in thirteen minutes?
context: Among Section 6's final entrants,\only Rikudo runs a 28-minute 10k.\You'll be able to keep up with them.\You're the only one who can ride down Hakone.\Don't be scared.\Five kilometers in 13:45?\That's too fast.\But didn't Haiji say it's normal to run the five kilometers of Section 6 in thirteen minutes? response:	If you're an experienced runner.
context: only Rikudo runs a 28-minute 10k.\You'll be able to keep up with them.\You're the only one who can ride down Hakone.\Don't be scared.\Five kilometers in 13:45?\That's too fast.\But didn't Haiji say it's normal to run the five kilometers of Section 6 in thirteen minutes?\If you're an experienced runner. response:	It's not easy to control your speed on the downhill once you get going.
context: You'll be able to keep up with them.\You're the only one who can ride down Hakone.\Don't be scared.\Five kilometers in 13:45?\That's too fast.\But didn't Haiji say it's normal to run the five kilometers of Section 6 in thirteen minutes?\If you're an experienced runner.\It's not easy to control your speed on the downhill once you get going. response:	If you're not careful, you'll start running at short-distance speeds.
context: You're the only one who can ride down Hakone.\Don't be scared.\Five kilometers in 13:45?\That's too fast.\But didn't Haiji say it's normal to run the five kilometers of Section 6 in thirteen minutes?\If you're an experienced runner.\It's not easy to control your speed on the downhill once you get going.\If you're not careful, you'll start running at short-distance speeds. response:	Let's trust him.
context: Don't be scared.\Five kilometers in 13:45?\That's too fast.\But didn't Haiji say it's normal to run the five kilometers of Section 6 in thirteen minutes?\If you're an experienced runner.\It's not easy to control your speed on the downhill once you get going.\If you're not careful, you'll start running at short-distance speeds.\Let's trust him. response:	All we can do is trust Yuki.
context: Five kilometers in 13:45?\That's too fast.\But didn't Haiji say it's normal to run the five kilometers of Section 6 in thirteen minutes?\If you're an experienced runner.\It's not easy to control your speed on the downhill once you get going.\If you're not careful, you'll start running at short-distance speeds.\Let's trust him.\All we can do is trust Yuki. response:	Hana said the same thing: Just trust him.”
context: That's too fast.\But didn't Haiji say it's normal to run the five kilometers of Section 6 in thirteen minutes?\If you're an experienced runner.\It's not easy to control your speed on the downhill once you get going.\If you're not careful, you'll start running at short-distance speeds.\Let's trust him.\All we can do is trust Yuki.\Hana said the same thing: Just trust him.” response:	Hana did?
context: But didn't Haiji say it's normal to run the five kilometers of Section 6 in thirteen minutes?\If you're an experienced runner.\It's not easy to control your speed on the downhill once you get going.\If you're not careful, you'll start running at short-distance speeds.\Let's trust him.\All we can do is trust Yuki.\Hana said the same thing: Just trust him.”\Hana did? response:	Yeah. Hana
context: If you're an experienced runner.\It's not easy to control your speed on the downhill once you get going.\If you're not careful, you'll start running at short-distance speeds.\Let's trust him.\All we can do is trust Yuki.\Hana said the same thing: Just trust him.”\Hana did?\Yeah. Hana response:	Oh, uh...
context: It's not easy to control your speed on the downhill once you get going.\If you're not careful, you'll start running at short-distance speeds.\Let's trust him.\All we can do is trust Yuki.\Hana said the same thing: Just trust him.”\Hana did?\Yeah. Hana\Oh, uh... response:	Hana said, uh... what was it?
context: If you're not careful, you'll start running at short-distance speeds.\Let's trust him.\All we can do is trust Yuki.\Hana said the same thing: Just trust him.”\Hana did?\Yeah. Hana\Oh, uh...\Hana said, uh... what was it? response:	We don't have to talk about it.
context: Let's trust him.\All we can do is trust Yuki.\Hana said the same thing: Just trust him.”\Hana did?\Yeah. Hana\Oh, uh...\Hana said, uh... what was it?\We don't have to talk about it. response:	What does that mean?
context: All we can do is trust Yuki.\Hana said the same thing: Just trust him.”\Hana did?\Yeah. Hana\Oh, uh...\Hana said, uh... what was it?\We don't have to talk about it.\What does that mean? response:	H-Hey, listen.
context: Hana said the same thing: Just trust him.”\Hana did?\Yeah. Hana\Oh, uh...\Hana said, uh... what was it?\We don't have to talk about it.\What does that mean?\H-Hey, listen. response:	Just so you know, I like Hana.
context: Hana did?\Yeah. Hana\Oh, uh...\Hana said, uh... what was it?\We don't have to talk about it.\What does that mean?\H-Hey, listen.\Just so you know, I like Hana. response:	Don't screw it up for me.
context: Yeah. Hana\Oh, uh...\Hana said, uh... what was it?\We don't have to talk about it.\What does that mean?\H-Hey, listen.\Just so you know, I like Hana.\Don't screw it up for me. response:	I know.
context: Oh, uh...\Hana said, uh... what was it?\We don't have to talk about it.\What does that mean?\H-Hey, listen.\Just so you know, I like Hana.\Don't screw it up for me.\I know. response:	What?
context: Hana said, uh... what was it?\We don't have to talk about it.\What does that mean?\H-Hey, listen.\Just so you know, I like Hana.\Don't screw it up for me.\I know.\What? response:	How do you know?!
context: We don't have to talk about it.\What does that mean?\H-Hey, listen.\Just so you know, I like Hana.\Don't screw it up for me.\I know.\What?\How do you know?! response:	We just received the teams' five-kilometer times.
context: What does that mean?\H-Hey, listen.\Just so you know, I like Hana.\Don't screw it up for me.\I know.\What?\How do you know?!\We just received the teams' five-kilometer times. response:	New Years Sports Special
context: H-Hey, listen.\Just so you know, I like Hana.\Don't screw it up for me.\I know.\What?\How do you know?!\We just received the teams' five-kilometer times.\New Years Sports Special response:	This is a rather fast pace. Right, Seto-san?
context: Just so you know, I like Hana.\Don't screw it up for me.\I know.\What?\How do you know?!\We just received the teams' five-kilometer times.\New Years Sports Special\This is a rather fast pace. Right, Seto-san? response:	Yeah. When it comes to running downhill, you need guts.
context: Don't screw it up for me.\I know.\What?\How do you know?!\We just received the teams' five-kilometer times.\New Years Sports Special\This is a rather fast pace. Right, Seto-san?\Yeah. When it comes to running downhill, you need guts. response:	Manaka and Kansei are on record pace.
context: I know.\What?\How do you know?!\We just received the teams' five-kilometer times.\New Years Sports Special\This is a rather fast pace. Right, Seto-san?\Yeah. When it comes to running downhill, you need guts.\Manaka and Kansei are on record pace. response:	We can't get a broadcast car to them yet.
context: What?\How do you know?!\We just received the teams' five-kilometer times.\New Years Sports Special\This is a rather fast pace. Right, Seto-san?\Yeah. When it comes to running downhill, you need guts.\Manaka and Kansei are on record pace.\We can't get a broadcast car to them yet. response:	Get a bike on Kansei.
context: How do you know?!\We just received the teams' five-kilometer times.\New Years Sports Special\This is a rather fast pace. Right, Seto-san?\Yeah. When it comes to running downhill, you need guts.\Manaka and Kansei are on record pace.\We can't get a broadcast car to them yet.\Get a bike on Kansei. response:	Follow them on the fixed cameras.
context: We just received the teams' five-kilometer times.\New Years Sports Special\This is a rather fast pace. Right, Seto-san?\Yeah. When it comes to running downhill, you need guts.\Manaka and Kansei are on record pace.\We can't get a broadcast car to them yet.\Get a bike on Kansei.\Follow them on the fixed cameras. response:	Running downhill is like taking your hands off the handlebars
context: New Years Sports Special\This is a rather fast pace. Right, Seto-san?\Yeah. When it comes to running downhill, you need guts.\Manaka and Kansei are on record pace.\We can't get a broadcast car to them yet.\Get a bike on Kansei.\Follow them on the fixed cameras.\Running downhill is like taking your hands off the handlebars response:	while riding a bike down a steep slope.
context: This is a rather fast pace. Right, Seto-san?\Yeah. When it comes to running downhill, you need guts.\Manaka and Kansei are on record pace.\We can't get a broadcast car to them yet.\Get a bike on Kansei.\Follow them on the fixed cameras.\Running downhill is like taking your hands off the handlebars\while riding a bike down a steep slope. response:	But if you have the courage and guts for it,
context: Yeah. When it comes to running downhill, you need guts.\Manaka and Kansei are on record pace.\We can't get a broadcast car to them yet.\Get a bike on Kansei.\Follow them on the fixed cameras.\Running downhill is like taking your hands off the handlebars\while riding a bike down a steep slope.\But if you have the courage and guts for it, response:	you could go for the record.
context: Manaka and Kansei are on record pace.\We can't get a broadcast car to them yet.\Get a bike on Kansei.\Follow them on the fixed cameras.\Running downhill is like taking your hands off the handlebars\while riding a bike down a steep slope.\But if you have the courage and guts for it,\you could go for the record. response:	Manaka's Fudemura and Kansei's Iwakura are running particularly quickly.
context: We can't get a broadcast car to them yet.\Get a bike on Kansei.\Follow them on the fixed cameras.\Running downhill is like taking your hands off the handlebars\while riding a bike down a steep slope.\But if you have the courage and guts for it,\you could go for the record.\Manaka's Fudemura and Kansei's Iwakura are running particularly quickly. response:	These past five kilometers, I've run each kilometer in 2:45.
context: Get a bike on Kansei.\Follow them on the fixed cameras.\Running downhill is like taking your hands off the handlebars\while riding a bike down a steep slope.\But if you have the courage and guts for it,\you could go for the record.\Manaka's Fudemura and Kansei's Iwakura are running particularly quickly.\These past five kilometers, I've run each kilometer in 2:45. response:	It's unbelievable.
context: Follow them on the fixed cameras.\Running downhill is like taking your hands off the handlebars\while riding a bike down a steep slope.\But if you have the courage and guts for it,\you could go for the record.\Manaka's Fudemura and Kansei's Iwakura are running particularly quickly.\These past five kilometers, I've run each kilometer in 2:45.\It's unbelievable. response:	I could never run this fast on a flat track.
context: Running downhill is like taking your hands off the handlebars\while riding a bike down a steep slope.\But if you have the courage and guts for it,\you could go for the record.\Manaka's Fudemura and Kansei's Iwakura are running particularly quickly.\These past five kilometers, I've run each kilometer in 2:45.\It's unbelievable.\I could never run this fast on a flat track. response:	No one can run that fast.
context: while riding a bike down a steep slope.\But if you have the courage and guts for it,\you could go for the record.\Manaka's Fudemura and Kansei's Iwakura are running particularly quickly.\These past five kilometers, I've run each kilometer in 2:45.\It's unbelievable.\I could never run this fast on a flat track.\No one can run that fast. response:	There is one.
context: But if you have the courage and guts for it,\you could go for the record.\Manaka's Fudemura and Kansei's Iwakura are running particularly quickly.\These past five kilometers, I've run each kilometer in 2:45.\It's unbelievable.\I could never run this fast on a flat track.\No one can run that fast.\There is one. response:	Oh, right.
context: you could go for the record.\Manaka's Fudemura and Kansei's Iwakura are running particularly quickly.\These past five kilometers, I've run each kilometer in 2:45.\It's unbelievable.\I could never run this fast on a flat track.\No one can run that fast.\There is one.\Oh, right. response:	This is the world Kakeru runs in.
context: Manaka's Fudemura and Kansei's Iwakura are running particularly quickly.\These past five kilometers, I've run each kilometer in 2:45.\It's unbelievable.\I could never run this fast on a flat track.\No one can run that fast.\There is one.\Oh, right.\This is the world Kakeru runs in. response:	Kakeru...
context: These past five kilometers, I've run each kilometer in 2:45.\It's unbelievable.\I could never run this fast on a flat track.\No one can run that fast.\There is one.\Oh, right.\This is the world Kakeru runs in.\Kakeru... response:	Do you always run this fast?
context: It's unbelievable.\I could never run this fast on a flat track.\No one can run that fast.\There is one.\Oh, right.\This is the world Kakeru runs in.\Kakeru...\Do you always run this fast? response:	If I keep running like this, can I be like you?
context: I could never run this fast on a flat track.\No one can run that fast.\There is one.\Oh, right.\This is the world Kakeru runs in.\Kakeru...\Do you always run this fast?\If I keep running like this, can I be like you? response:	No, don't!
context: No one can run that fast.\There is one.\Oh, right.\This is the world Kakeru runs in.\Kakeru...\Do you always run this fast?\If I keep running like this, can I be like you?\No, don't! response:	It's too dangerous for me.
context: There is one.\Oh, right.\This is the world Kakeru runs in.\Kakeru...\Do you always run this fast?\If I keep running like this, can I be like you?\No, don't!\It's too dangerous for me. response:	Today's my last day.
context: Oh, right.\This is the world Kakeru runs in.\Kakeru...\Do you always run this fast?\If I keep running like this, can I be like you?\No, don't!\It's too dangerous for me.\Today's my last day. response:	I have my own life to live.
context: This is the world Kakeru runs in.\Kakeru...\Do you always run this fast?\If I keep running like this, can I be like you?\No, don't!\It's too dangerous for me.\Today's my last day.\I have my own life to live. response:	Hey, Kakeru...
context: Kakeru...\Do you always run this fast?\If I keep running like this, can I be like you?\No, don't!\It's too dangerous for me.\Today's my last day.\I have my own life to live.\Hey, Kakeru... response:	Don't go too far.
context: Do you always run this fast?\If I keep running like this, can I be like you?\No, don't!\It's too dangerous for me.\Today's my last day.\I have my own life to live.\Hey, Kakeru...\Don't go too far. response:	The place you're going is beautiful, but it's too lonely.
context: If I keep running like this, can I be like you?\No, don't!\It's too dangerous for me.\Today's my last day.\I have my own life to live.\Hey, Kakeru...\Don't go too far.\The place you're going is beautiful, but it's too lonely. response:	Too lonely for any living human to endure.
context: No, don't!\It's too dangerous for me.\Today's my last day.\I have my own life to live.\Hey, Kakeru...\Don't go too far.\The place you're going is beautiful, but it's too lonely.\Too lonely for any living human to endure. response:	Shoot.
context: It's too dangerous for me.\Today's my last day.\I have my own life to live.\Hey, Kakeru...\Don't go too far.\The place you're going is beautiful, but it's too lonely.\Too lonely for any living human to endure.\Shoot. response:	Focus. Focus, focus.
context: Today's my last day.\I have my own life to live.\Hey, Kakeru...\Don't go too far.\The place you're going is beautiful, but it's too lonely.\Too lonely for any living human to endure.\Shoot.\Focus. Focus, focus. response:	Yukihiko! Yukihiko!
context: I have my own life to live.\Hey, Kakeru...\Don't go too far.\The place you're going is beautiful, but it's too lonely.\Too lonely for any living human to endure.\Shoot.\Focus. Focus, focus.\Yukihiko! Yukihiko! response:	Brother!
context: Hey, Kakeru...\Don't go too far.\The place you're going is beautiful, but it's too lonely.\Too lonely for any living human to endure.\Shoot.\Focus. Focus, focus.\Yukihiko! Yukihiko!\Brother! response:	You can do it!
context: Don't go too far.\The place you're going is beautiful, but it's too lonely.\Too lonely for any living human to endure.\Shoot.\Focus. Focus, focus.\Yukihiko! Yukihiko!\Brother!\You can do it! response:	Yukihiko!
context: The place you're going is beautiful, but it's too lonely.\Too lonely for any living human to endure.\Shoot.\Focus. Focus, focus.\Yukihiko! Yukihiko!\Brother!\You can do it!\Yukihiko! response:	Yukihiko, I'm thinking about getting remarried.
context: Too lonely for any living human to endure.\Shoot.\Focus. Focus, focus.\Yukihiko! Yukihiko!\Brother!\You can do it!\Yukihiko!\Yukihiko, I'm thinking about getting remarried. response:	And you're going to have a little sister.
context: Shoot.\Focus. Focus, focus.\Yukihiko! Yukihiko!\Brother!\You can do it!\Yukihiko!\Yukihiko, I'm thinking about getting remarried.\And you're going to have a little sister. response:	I'm sorry,
context: Focus. Focus, focus.\Yukihiko! Yukihiko!\Brother!\You can do it!\Yukihiko!\Yukihiko, I'm thinking about getting remarried.\And you're going to have a little sister.\I'm sorry, response:	Mom...
context: Yukihiko! Yukihiko!\Brother!\You can do it!\Yukihiko!\Yukihiko, I'm thinking about getting remarried.\And you're going to have a little sister.\I'm sorry,\Mom... response:	Yuki!
context: Brother!\You can do it!\Yukihiko!\Yukihiko, I'm thinking about getting remarried.\And you're going to have a little sister.\I'm sorry,\Mom...\Yuki! response:	I knew you'd do it!
context: You can do it!\Yukihiko!\Yukihiko, I'm thinking about getting remarried.\And you're going to have a little sister.\I'm sorry,\Mom...\Yuki!\I knew you'd do it! response:	Yuki!
context: Yukihiko!\Yukihiko, I'm thinking about getting remarried.\And you're going to have a little sister.\I'm sorry,\Mom...\Yuki!\I knew you'd do it!\Yuki! response:	That was amazing!
context: Yukihiko, I'm thinking about getting remarried.\And you're going to have a little sister.\I'm sorry,\Mom...\Yuki!\I knew you'd do it!\Yuki!\That was amazing! response:	You're amazing, Yuki!
context: And you're going to have a little sister.\I'm sorry,\Mom...\Yuki!\I knew you'd do it!\Yuki!\That was amazing!\You're amazing, Yuki! response:	Two seconds faster, and you would've won!
context: I'm sorry,\Mom...\Yuki!\I knew you'd do it!\Yuki!\That was amazing!\You're amazing, Yuki!\Two seconds faster, and you would've won! response:	Just two seconds!
context: Mom...\Yuki!\I knew you'd do it!\Yuki!\That was amazing!\You're amazing, Yuki!\Two seconds faster, and you would've won!\Just two seconds! response:	Two seconds?
context: Yuki!\I knew you'd do it!\Yuki!\That was amazing!\You're amazing, Yuki!\Two seconds faster, and you would've won!\Just two seconds!\Two seconds? response:	That's amazing! You're amazing, Yuki!
context: I knew you'd do it!\Yuki!\That was amazing!\You're amazing, Yuki!\Two seconds faster, and you would've won!\Just two seconds!\Two seconds?\That's amazing! You're amazing, Yuki! response:	That two-second gap will never close.
context: Yuki!\That was amazing!\You're amazing, Yuki!\Two seconds faster, and you would've won!\Just two seconds!\Two seconds?\That's amazing! You're amazing, Yuki!\That two-second gap will never close. response:	It's me.
context: That was amazing!\You're amazing, Yuki!\Two seconds faster, and you would've won!\Just two seconds!\Two seconds?\That's amazing! You're amazing, Yuki!\That two-second gap will never close.\It's me. response:	Are you calling to tell me Section 7's strategy?
context: You're amazing, Yuki!\Two seconds faster, and you would've won!\Just two seconds!\Two seconds?\That's amazing! You're amazing, Yuki!\That two-second gap will never close.\It's me.\Are you calling to tell me Section 7's strategy? response:	No. Just run to your heart's content.
context: Two seconds faster, and you would've won!\Just two seconds!\Two seconds?\That's amazing! You're amazing, Yuki!\That two-second gap will never close.\It's me.\Are you calling to tell me Section 7's strategy?\No. Just run to your heart's content. response:	That's all.
context: Just two seconds!\Two seconds?\That's amazing! You're amazing, Yuki!\That two-second gap will never close.\It's me.\Are you calling to tell me Section 7's strategy?\No. Just run to your heart's content.\That's all. response:	That's simple.
context: Two seconds?\That's amazing! You're amazing, Yuki!\That two-second gap will never close.\It's me.\Are you calling to tell me Section 7's strategy?\No. Just run to your heart's content.\That's all.\That's simple. response:	Keep a pace of three minutes per kilometer.
context: That's amazing! You're amazing, Yuki!\That two-second gap will never close.\It's me.\Are you calling to tell me Section 7's strategy?\No. Just run to your heart's content.\That's all.\That's simple.\Keep a pace of three minutes per kilometer. response:	That would be ideal.
context: That two-second gap will never close.\It's me.\Are you calling to tell me Section 7's strategy?\No. Just run to your heart's content.\That's all.\That's simple.\Keep a pace of three minutes per kilometer.\That would be ideal. response:	That won't be easy.
context: It's me.\Are you calling to tell me Section 7's strategy?\No. Just run to your heart's content.\That's all.\That's simple.\Keep a pace of three minutes per kilometer.\That would be ideal.\That won't be easy. response:	Roger that.
context: Are you calling to tell me Section 7's strategy?\No. Just run to your heart's content.\That's all.\That's simple.\Keep a pace of three minutes per kilometer.\That would be ideal.\That won't be easy.\Roger that. response:	Sorry I couldn't let you take it easy.
context: No. Just run to your heart's content.\That's all.\That's simple.\Keep a pace of three minutes per kilometer.\That would be ideal.\That won't be easy.\Roger that.\Sorry I couldn't let you take it easy. response:	Haiji, if I wanted to take it easy, I wouldn't have run.
context: That's all.\That's simple.\Keep a pace of three minutes per kilometer.\That would be ideal.\That won't be easy.\Roger that.\Sorry I couldn't let you take it easy.\Haiji, if I wanted to take it easy, I wouldn't have run. response:	The same goes for dieting and quitting smoking.
context: That's simple.\Keep a pace of three minutes per kilometer.\That would be ideal.\That won't be easy.\Roger that.\Sorry I couldn't let you take it easy.\Haiji, if I wanted to take it easy, I wouldn't have run.\The same goes for dieting and quitting smoking. response:	There's no such thing as an easy path.
context: Keep a pace of three minutes per kilometer.\That would be ideal.\That won't be easy.\Roger that.\Sorry I couldn't let you take it easy.\Haiji, if I wanted to take it easy, I wouldn't have run.\The same goes for dieting and quitting smoking.\There's no such thing as an easy path. response:	I knew that when I made my decision.
context: That would be ideal.\That won't be easy.\Roger that.\Sorry I couldn't let you take it easy.\Haiji, if I wanted to take it easy, I wouldn't have run.\The same goes for dieting and quitting smoking.\There's no such thing as an easy path.\I knew that when I made my decision. response:	I understand.
context: That won't be easy.\Roger that.\Sorry I couldn't let you take it easy.\Haiji, if I wanted to take it easy, I wouldn't have run.\The same goes for dieting and quitting smoking.\There's no such thing as an easy path.\I knew that when I made my decision.\I understand. response:	Watch me. Just don't expect too much.
context: Roger that.\Sorry I couldn't let you take it easy.\Haiji, if I wanted to take it easy, I wouldn't have run.\The same goes for dieting and quitting smoking.\There's no such thing as an easy path.\I knew that when I made my decision.\I understand.\Watch me. Just don't expect too much. response:	Must be nice...
context: Sorry I couldn't let you take it easy.\Haiji, if I wanted to take it easy, I wouldn't have run.\The same goes for dieting and quitting smoking.\There's no such thing as an easy path.\I knew that when I made my decision.\I understand.\Watch me. Just don't expect too much.\Must be nice... response:	If I'd been born that skinny, Iwait...
context: Haiji, if I wanted to take it easy, I wouldn't have run.\The same goes for dieting and quitting smoking.\There's no such thing as an easy path.\I knew that when I made my decision.\I understand.\Watch me. Just don't expect too much.\Must be nice...\If I'd been born that skinny, Iwait... response:	I caught up?
context: The same goes for dieting and quitting smoking.\There's no such thing as an easy path.\I knew that when I made my decision.\I understand.\Watch me. Just don't expect too much.\Must be nice...\If I'd been born that skinny, Iwait...\I caught up? response:	Maybe he's off his game.
context: There's no such thing as an easy path.\I knew that when I made my decision.\I understand.\Watch me. Just don't expect too much.\Must be nice...\If I'd been born that skinny, Iwait...\I caught up?\Maybe he's off his game. response:	What position am I? What's my time?
context: I knew that when I made my decision.\I understand.\Watch me. Just don't expect too much.\Must be nice...\If I'd been born that skinny, Iwait...\I caught up?\Maybe he's off his game.\What position am I? What's my time? response:	I screwed up. What should I do?
context: I understand.\Watch me. Just don't expect too much.\Must be nice...\If I'd been born that skinny, Iwait...\I caught up?\Maybe he's off his game.\What position am I? What's my time?\I screwed up. What should I do? response:	Should I match his pace?
context: Watch me. Just don't expect too much.\Must be nice...\If I'd been born that skinny, Iwait...\I caught up?\Maybe he's off his game.\What position am I? What's my time?\I screwed up. What should I do?\Should I match his pace? response:	Of course he won't make it easy.
context: Must be nice...\If I'd been born that skinny, Iwait...\I caught up?\Maybe he's off his game.\What position am I? What's my time?\I screwed up. What should I do?\Should I match his pace?\Of course he won't make it easy. response:	Fine, then. Let's do this.
context: If I'd been born that skinny, Iwait...\I caught up?\Maybe he's off his game.\What position am I? What's my time?\I screwed up. What should I do?\Should I match his pace?\Of course he won't make it easy.\Fine, then. Let's do this. response:	Damn, this is fun.
context: I caught up?\Maybe he's off his game.\What position am I? What's my time?\I screwed up. What should I do?\Should I match his pace?\Of course he won't make it easy.\Fine, then. Let's do this.\Damn, this is fun. response:	This is it. This is how I wanted to run.
context: Maybe he's off his game.\What position am I? What's my time?\I screwed up. What should I do?\Should I match his pace?\Of course he won't make it easy.\Fine, then. Let's do this.\Damn, this is fun.\This is it. This is how I wanted to run. response:	Run to your heart's content.
context: What position am I? What's my time?\I screwed up. What should I do?\Should I match his pace?\Of course he won't make it easy.\Fine, then. Let's do this.\Damn, this is fun.\This is it. This is how I wanted to run.\Run to your heart's content. response:	Haiji, you truly are amazing.
context: I screwed up. What should I do?\Should I match his pace?\Of course he won't make it easy.\Fine, then. Let's do this.\Damn, this is fun.\This is it. This is how I wanted to run.\Run to your heart's content.\Haiji, you truly are amazing. response:	Hirata,
context: Should I match his pace?\Of course he won't make it easy.\Fine, then. Let's do this.\Damn, this is fun.\This is it. This is how I wanted to run.\Run to your heart's content.\Haiji, you truly are amazing.\Hirata, response:	why don't you give up on long-distance and try something else?
context: Of course he won't make it easy.\Fine, then. Let's do this.\Damn, this is fun.\This is it. This is how I wanted to run.\Run to your heart's content.\Haiji, you truly are amazing.\Hirata,\why don't you give up on long-distance and try something else? response:	I think you'd be better at a throwing event.
context: Fine, then. Let's do this.\Damn, this is fun.\This is it. This is how I wanted to run.\Run to your heart's content.\Haiji, you truly are amazing.\Hirata,\why don't you give up on long-distance and try something else?\I think you'd be better at a throwing event. response:	It's not his fault.
context: Damn, this is fun.\This is it. This is how I wanted to run.\Run to your heart's content.\Haiji, you truly are amazing.\Hirata,\why don't you give up on long-distance and try something else?\I think you'd be better at a throwing event.\It's not his fault. response:	He said that because he'd been observing me carefully.
context: This is it. This is how I wanted to run.\Run to your heart's content.\Haiji, you truly are amazing.\Hirata,\why don't you give up on long-distance and try something else?\I think you'd be better at a throwing event.\It's not his fault.\He said that because he'd been observing me carefully. response:	Since the numbers decide the race, it's only natural that body type matters.
context: Run to your heart's content.\Haiji, you truly are amazing.\Hirata,\why don't you give up on long-distance and try something else?\I think you'd be better at a throwing event.\It's not his fault.\He said that because he'd been observing me carefully.\Since the numbers decide the race, it's only natural that body type matters. response:	But I liked running.
context: Haiji, you truly are amazing.\Hirata,\why don't you give up on long-distance and try something else?\I think you'd be better at a throwing event.\It's not his fault.\He said that because he'd been observing me carefully.\Since the numbers decide the race, it's only natural that body type matters.\But I liked running. response:	I wanted to keep running if I could,
context: Hirata,\why don't you give up on long-distance and try something else?\I think you'd be better at a throwing event.\It's not his fault.\He said that because he'd been observing me carefully.\Since the numbers decide the race, it's only natural that body type matters.\But I liked running.\I wanted to keep running if I could, response:	but...
context: why don't you give up on long-distance and try something else?\I think you'd be better at a throwing event.\It's not his fault.\He said that because he'd been observing me carefully.\Since the numbers decide the race, it's only natural that body type matters.\But I liked running.\I wanted to keep running if I could,\but... response:	I lost my passion.
context: I think you'd be better at a throwing event.\It's not his fault.\He said that because he'd been observing me carefully.\Since the numbers decide the race, it's only natural that body type matters.\But I liked running.\I wanted to keep running if I could,\but...\I lost my passion. response:	Hey.
context: It's not his fault.\He said that because he'd been observing me carefully.\Since the numbers decide the race, it's only natural that body type matters.\But I liked running.\I wanted to keep running if I could,\but...\I lost my passion.\Hey. response:	You're not a child anymore.
context: He said that because he'd been observing me carefully.\Since the numbers decide the race, it's only natural that body type matters.\But I liked running.\I wanted to keep running if I could,\but...\I lost my passion.\Hey.\You're not a child anymore. response:	Smoke if you want to.
context: Since the numbers decide the race, it's only natural that body type matters.\But I liked running.\I wanted to keep running if I could,\but...\I lost my passion.\Hey.\You're not a child anymore.\Smoke if you want to. response:	You used to run track?
context: But I liked running.\I wanted to keep running if I could,\but...\I lost my passion.\Hey.\You're not a child anymore.\Smoke if you want to.\You used to run track? response:	A long time ago.
context: I wanted to keep running if I could,\but...\I lost my passion.\Hey.\You're not a child anymore.\Smoke if you want to.\You used to run track?\A long time ago. response:	In high school? What events?
context: but...\I lost my passion.\Hey.\You're not a child anymore.\Smoke if you want to.\You used to run track?\A long time ago.\In high school? What events? response:	I don't remember anymore.
