context: Kokoro response:	Kokoro
context: But it's not like I want to make things difficult for her.\I've tried so hard to get this far.\But doesn't she like you too?\Well, she doesn't dislike me.\He didn't\He got (courtesy) chocolate\Kazehaya is just so lively!\I admire him so much! response:	And respect him!
context: I've tried so hard to get this far.\But doesn't she like you too?\Well, she doesn't dislike me.\He didn't\He got (courtesy) chocolate\Kazehaya is just so lively!\I admire him so much!\And respect him! response:	But that's it!
context: But doesn't she like you too?\Well, she doesn't dislike me.\He didn't\He got (courtesy) chocolate\Kazehaya is just so lively!\I admire him so much!\And respect him!\But that's it! response:	What part of me is lively? Jeez!
context: Well, she doesn't dislike me.\He didn't\He got (courtesy) chocolate\Kazehaya is just so lively!\I admire him so much!\And respect him!\But that's it!\What part of me is lively? Jeez! response:	No one said that.
context: He didn't\He got (courtesy) chocolate\Kazehaya is just so lively!\I admire him so much!\And respect him!\But that's it!\What part of me is lively? Jeez!\No one said that. response:	Are you in some sort of rush?
context: He got (courtesy) chocolate\Kazehaya is just so lively!\I admire him so much!\And respect him!\But that's it!\What part of me is lively? Jeez!\No one said that.\Are you in some sort of rush? response:	Yeah.
context: Kazehaya is just so lively!\I admire him so much!\And respect him!\But that's it!\What part of me is lively? Jeez!\No one said that.\Are you in some sort of rush?\Yeah. response:	Someone else might have their eyes on her too.
context: I admire him so much!\And respect him!\But that's it!\What part of me is lively? Jeez!\No one said that.\Are you in some sort of rush?\Yeah.\Someone else might have their eyes on her too. response:	When I think of someone else being with her...
context: And respect him!\But that's it!\What part of me is lively? Jeez!\No one said that.\Are you in some sort of rush?\Yeah.\Someone else might have their eyes on her too.\When I think of someone else being with her... response:	It bothers me.
context: But that's it!\What part of me is lively? Jeez!\No one said that.\Are you in some sort of rush?\Yeah.\Someone else might have their eyes on her too.\When I think of someone else being with her...\It bothers me. response:	Is she really that attractive?
context: What part of me is lively? Jeez!\No one said that.\Are you in some sort of rush?\Yeah.\Someone else might have their eyes on her too.\When I think of someone else being with her...\It bothers me.\Is she really that attractive? response:	She looks like a traditional Japanese doll to me...
context: No one said that.\Are you in some sort of rush?\Yeah.\Someone else might have their eyes on her too.\When I think of someone else being with her...\It bothers me.\Is she really that attractive?\She looks like a traditional Japanese doll to me... response:	I don't really get it, but hang in there.
context: Are you in some sort of rush?\Yeah.\Someone else might have their eyes on her too.\When I think of someone else being with her...\It bothers me.\Is she really that attractive?\She looks like a traditional Japanese doll to me...\I don't really get it, but hang in there. response:	That isn't very comforting.
context: Yeah.\Someone else might have their eyes on her too.\When I think of someone else being with her...\It bothers me.\Is she really that attractive?\She looks like a traditional Japanese doll to me...\I don't really get it, but hang in there.\That isn't very comforting. response:	Sawako, where are you going?
context: Someone else might have their eyes on her too.\When I think of someone else being with her...\It bothers me.\Is she really that attractive?\She looks like a traditional Japanese doll to me...\I don't really get it, but hang in there.\That isn't very comforting.\Sawako, where are you going? response:	Would you mind coming with me?
context: When I think of someone else being with her...\It bothers me.\Is she really that attractive?\She looks like a traditional Japanese doll to me...\I don't really get it, but hang in there.\That isn't very comforting.\Sawako, where are you going?\Would you mind coming with me? response:	Detox
context: It bothers me.\Is she really that attractive?\She looks like a traditional Japanese doll to me...\I don't really get it, but hang in there.\That isn't very comforting.\Sawako, where are you going?\Would you mind coming with me?\Detox response:	Insomnia
context: Is she really that attractive?\She looks like a traditional Japanese doll to me...\I don't really get it, but hang in there.\That isn't very comforting.\Sawako, where are you going?\Would you mind coming with me?\Detox\Insomnia response:	What are these signs for?
context: She looks like a traditional Japanese doll to me...\I don't really get it, but hang in there.\That isn't very comforting.\Sawako, where are you going?\Would you mind coming with me?\Detox\Insomnia\What are these signs for? response:	I thought it might be helpful to let everyone know what they do!
context: I don't really get it, but hang in there.\That isn't very comforting.\Sawako, where are you going?\Would you mind coming with me?\Detox\Insomnia\What are these signs for?\I thought it might be helpful to let everyone know what they do! response:	Detox
context: That isn't very comforting.\Sawako, where are you going?\Would you mind coming with me?\Detox\Insomnia\What are these signs for?\I thought it might be helpful to let everyone know what they do!\Detox response:	Constipation Diarrhea
context: Sawako, where are you going?\Would you mind coming with me?\Detox\Insomnia\What are these signs for?\I thought it might be helpful to let everyone know what they do!\Detox\Constipation Diarrhea response:	I-I see. Don't you normally write the name of the plant?
context: Would you mind coming with me?\Detox\Insomnia\What are these signs for?\I thought it might be helpful to let everyone know what they do!\Detox\Constipation Diarrhea\I-I see. Don't you normally write the name of the plant? response:	Detox
context: Detox\Insomnia\What are these signs for?\I thought it might be helpful to let everyone know what they do!\Detox\Constipation Diarrhea\I-I see. Don't you normally write the name of the plant?\Detox response:	I thought it'd be easier to understand if I wrote what they're used for.
context: Insomnia\What are these signs for?\I thought it might be helpful to let everyone know what they do!\Detox\Constipation Diarrhea\I-I see. Don't you normally write the name of the plant?\Detox\I thought it'd be easier to understand if I wrote what they're used for. response:	Hair Loss
context: What are these signs for?\I thought it might be helpful to let everyone know what they do!\Detox\Constipation Diarrhea\I-I see. Don't you normally write the name of the plant?\Detox\I thought it'd be easier to understand if I wrote what they're used for.\Hair Loss response:	It seems more like these plants will cause what's written!
context: I thought it might be helpful to let everyone know what they do!\Detox\Constipation Diarrhea\I-I see. Don't you normally write the name of the plant?\Detox\I thought it'd be easier to understand if I wrote what they're used for.\Hair Loss\It seems more like these plants will cause what's written! response:	Huh?
context: Detox\Constipation Diarrhea\I-I see. Don't you normally write the name of the plant?\Detox\I thought it'd be easier to understand if I wrote what they're used for.\Hair Loss\It seems more like these plants will cause what's written!\Huh? response:	Plants and signs from The Curse!
context: Constipation Diarrhea\I-I see. Don't you normally write the name of the plant?\Detox\I thought it'd be easier to understand if I wrote what they're used for.\Hair Loss\It seems more like these plants will cause what's written!\Huh?\Plants and signs from The Curse! response:	What if I wrote affects or for on them?
context: I-I see. Don't you normally write the name of the plant?\Detox\I thought it'd be easier to understand if I wrote what they're used for.\Hair Loss\It seems more like these plants will cause what's written!\Huh?\Plants and signs from The Curse!\What if I wrote affects or for on them? response:	Diuresis
context: Detox\I thought it'd be easier to understand if I wrote what they're used for.\Hair Loss\It seems more like these plants will cause what's written!\Huh?\Plants and signs from The Curse!\What if I wrote affects or for on them?\Diuresis response:	For
context: I thought it'd be easier to understand if I wrote what they're used for.\Hair Loss\It seems more like these plants will cause what's written!\Huh?\Plants and signs from The Curse!\What if I wrote affects or for on them?\Diuresis\For response:	That's so small.
context: Hair Loss\It seems more like these plants will cause what's written!\Huh?\Plants and signs from The Curse!\What if I wrote affects or for on them?\Diuresis\For\That's so small. response:	For diuresis?
context: It seems more like these plants will cause what's written!\Huh?\Plants and signs from The Curse!\What if I wrote affects or for on them?\Diuresis\For\That's so small.\For diuresis? response:	Kent!
context: Huh?\Plants and signs from The Curse!\What if I wrote affects or for on them?\Diuresis\For\That's so small.\For diuresis?\Kent! response:	Wow, you all called me by first name!
context: Plants and signs from The Curse!\What if I wrote affects or for on them?\Diuresis\For\That's so small.\For diuresis?\Kent!\Wow, you all called me by first name! response:	I'm so happy.
context: What if I wrote affects or for on them?\Diuresis\For\That's so small.\For diuresis?\Kent!\Wow, you all called me by first name!\I'm so happy. response:	Kazehaya suddenly came to mind.
context: Diuresis\For\That's so small.\For diuresis?\Kent!\Wow, you all called me by first name!\I'm so happy.\Kazehaya suddenly came to mind. response:	I was hoping
context: For\That's so small.\For diuresis?\Kent!\Wow, you all called me by first name!\I'm so happy.\Kazehaya suddenly came to mind.\I was hoping response:	You were hoping someone would visit you, right, Sadako?
context: That's so small.\For diuresis?\Kent!\Wow, you all called me by first name!\I'm so happy.\Kazehaya suddenly came to mind.\I was hoping\You were hoping someone would visit you, right, Sadako? response:	Someone you like?
context: For diuresis?\Kent!\Wow, you all called me by first name!\I'm so happy.\Kazehaya suddenly came to mind.\I was hoping\You were hoping someone would visit you, right, Sadako?\Someone you like? response:	I'm such a psychic.
context: Kent!\Wow, you all called me by first name!\I'm so happy.\Kazehaya suddenly came to mind.\I was hoping\You were hoping someone would visit you, right, Sadako?\Someone you like?\I'm such a psychic. response:	A p-psychic!
context: Wow, you all called me by first name!\I'm so happy.\Kazehaya suddenly came to mind.\I was hoping\You were hoping someone would visit you, right, Sadako?\Someone you like?\I'm such a psychic.\A p-psychic! response:	Not only does he act natural,
context: I'm so happy.\Kazehaya suddenly came to mind.\I was hoping\You were hoping someone would visit you, right, Sadako?\Someone you like?\I'm such a psychic.\A p-psychic!\Not only does he act natural, response:	not only is he friendly,
context: Kazehaya suddenly came to mind.\I was hoping\You were hoping someone would visit you, right, Sadako?\Someone you like?\I'm such a psychic.\A p-psychic!\Not only does he act natural,\not only is he friendly, response:	but he's a psychic too!
context: I was hoping\You were hoping someone would visit you, right, Sadako?\Someone you like?\I'm such a psychic.\A p-psychic!\Not only does he act natural,\not only is he friendly,\but he's a psychic too! response:	Your face looks strained!
context: You were hoping someone would visit you, right, Sadako?\Someone you like?\I'm such a psychic.\A p-psychic!\Not only does he act natural,\not only is he friendly,\but he's a psychic too!\Your face looks strained! response:	I told you that girls shouldn't make faces like that!
context: Someone you like?\I'm such a psychic.\A p-psychic!\Not only does he act natural,\not only is he friendly,\but he's a psychic too!\Your face looks strained!\I told you that girls shouldn't make faces like that! response:	I'm a philanthropist, so when a girl looks like she's abandoning everything that makes girls happy,
context: I'm such a psychic.\A p-psychic!\Not only does he act natural,\not only is he friendly,\but he's a psychic too!\Your face looks strained!\I told you that girls shouldn't make faces like that!\I'm a philanthropist, so when a girl looks like she's abandoning everything that makes girls happy, response:	I just can't ignore her.
context: A p-psychic!\Not only does he act natural,\not only is he friendly,\but he's a psychic too!\Your face looks strained!\I told you that girls shouldn't make faces like that!\I'm a philanthropist, so when a girl looks like she's abandoning everything that makes girls happy,\I just can't ignore her. response:	Wh-Who does he think he is?
context: Not only does he act natural,\not only is he friendly,\but he's a psychic too!\Your face looks strained!\I told you that girls shouldn't make faces like that!\I'm a philanthropist, so when a girl looks like she's abandoning everything that makes girls happy,\I just can't ignore her.\Wh-Who does he think he is? response:	Abandoning?
context: not only is he friendly,\but he's a psychic too!\Your face looks strained!\I told you that girls shouldn't make faces like that!\I'm a philanthropist, so when a girl looks like she's abandoning everything that makes girls happy,\I just can't ignore her.\Wh-Who does he think he is?\Abandoning? response:	Let's see...
context: but he's a psychic too!\Your face looks strained!\I told you that girls shouldn't make faces like that!\I'm a philanthropist, so when a girl looks like she's abandoning everything that makes girls happy,\I just can't ignore her.\Wh-Who does he think he is?\Abandoning?\Let's see... response:	Alright! When I do this, you smile!
context: Your face looks strained!\I told you that girls shouldn't make faces like that!\I'm a philanthropist, so when a girl looks like she's abandoning everything that makes girls happy,\I just can't ignore her.\Wh-Who does he think he is?\Abandoning?\Let's see...\Alright! When I do this, you smile! response:	Wh-What was that? Did I really just see that?
context: I told you that girls shouldn't make faces like that!\I'm a philanthropist, so when a girl looks like she's abandoning everything that makes girls happy,\I just can't ignore her.\Wh-Who does he think he is?\Abandoning?\Let's see...\Alright! When I do this, you smile!\Wh-What was that? Did I really just see that? response:	And she has such a great role model like you to look up to, right, Ayane?
context: I'm a philanthropist, so when a girl looks like she's abandoning everything that makes girls happy,\I just can't ignore her.\Wh-Who does he think he is?\Abandoning?\Let's see...\Alright! When I do this, you smile!\Wh-What was that? Did I really just see that?\And she has such a great role model like you to look up to, right, Ayane? response:	Thanks. Now get out of my face.
context: I just can't ignore her.\Wh-Who does he think he is?\Abandoning?\Let's see...\Alright! When I do this, you smile!\Wh-What was that? Did I really just see that?\And she has such a great role model like you to look up to, right, Ayane?\Thanks. Now get out of my face. response:	And you, Yoshida, have a fine pair of legs.
context: Wh-Who does he think he is?\Abandoning?\Let's see...\Alright! When I do this, you smile!\Wh-What was that? Did I really just see that?\And she has such a great role model like you to look up to, right, Ayane?\Thanks. Now get out of my face.\And you, Yoshida, have a fine pair of legs. response:	Right, Sadako?
context: Abandoning?\Let's see...\Alright! When I do this, you smile!\Wh-What was that? Did I really just see that?\And she has such a great role model like you to look up to, right, Ayane?\Thanks. Now get out of my face.\And you, Yoshida, have a fine pair of legs.\Right, Sadako? response:	Wow, it looks like she's straining her face.
context: Let's see...\Alright! When I do this, you smile!\Wh-What was that? Did I really just see that?\And she has such a great role model like you to look up to, right, Ayane?\Thanks. Now get out of my face.\And you, Yoshida, have a fine pair of legs.\Right, Sadako?\Wow, it looks like she's straining her face. response:	Hey, can you stop forcing her to smile?
context: Alright! When I do this, you smile!\Wh-What was that? Did I really just see that?\And she has such a great role model like you to look up to, right, Ayane?\Thanks. Now get out of my face.\And you, Yoshida, have a fine pair of legs.\Right, Sadako?\Wow, it looks like she's straining her face.\Hey, can you stop forcing her to smile? response:	It's scary.
context: Wh-What was that? Did I really just see that?\And she has such a great role model like you to look up to, right, Ayane?\Thanks. Now get out of my face.\And you, Yoshida, have a fine pair of legs.\Right, Sadako?\Wow, it looks like she's straining her face.\Hey, can you stop forcing her to smile?\It's scary. response:	Strained
context: And she has such a great role model like you to look up to, right, Ayane?\Thanks. Now get out of my face.\And you, Yoshida, have a fine pair of legs.\Right, Sadako?\Wow, it looks like she's straining her face.\Hey, can you stop forcing her to smile?\It's scary.\Strained response:	Scary
context: Thanks. Now get out of my face.\And you, Yoshida, have a fine pair of legs.\Right, Sadako?\Wow, it looks like she's straining her face.\Hey, can you stop forcing her to smile?\It's scary.\Strained\Scary response:	Teacher?!
context: And you, Yoshida, have a fine pair of legs.\Right, Sadako?\Wow, it looks like she's straining her face.\Hey, can you stop forcing her to smile?\It's scary.\Strained\Scary\Teacher?! response:	Teacher, huh?
context: Right, Sadako?\Wow, it looks like she's straining her face.\Hey, can you stop forcing her to smile?\It's scary.\Strained\Scary\Teacher?!\Teacher, huh? response:	That has a nice ring to it.
context: Wow, it looks like she's straining her face.\Hey, can you stop forcing her to smile?\It's scary.\Strained\Scary\Teacher?!\Teacher, huh?\That has a nice ring to it. response:	I'll do my best, Psychic Teacher!
context: Hey, can you stop forcing her to smile?\It's scary.\Strained\Scary\Teacher?!\Teacher, huh?\That has a nice ring to it.\I'll do my best, Psychic Teacher! response:	Your forehead again!
context: It's scary.\Strained\Scary\Teacher?!\Teacher, huh?\That has a nice ring to it.\I'll do my best, Psychic Teacher!\Your forehead again! response:	Let's split up the psychic and teacher parts.
context: Strained\Scary\Teacher?!\Teacher, huh?\That has a nice ring to it.\I'll do my best, Psychic Teacher!\Your forehead again!\Let's split up the psychic and teacher parts. response:	What does this guy want?
context: Scary\Teacher?!\Teacher, huh?\That has a nice ring to it.\I'll do my best, Psychic Teacher!\Your forehead again!\Let's split up the psychic and teacher parts.\What does this guy want? response:	Kent!
context: Teacher?!\Teacher, huh?\That has a nice ring to it.\I'll do my best, Psychic Teacher!\Your forehead again!\Let's split up the psychic and teacher parts.\What does this guy want?\Kent! response:	Hey, it's been a while.
context: Teacher, huh?\That has a nice ring to it.\I'll do my best, Psychic Teacher!\Your forehead again!\Let's split up the psychic and teacher parts.\What does this guy want?\Kent!\Hey, it's been a while. response:	How's your new class?
context: That has a nice ring to it.\I'll do my best, Psychic Teacher!\Your forehead again!\Let's split up the psychic and teacher parts.\What does this guy want?\Kent!\Hey, it's been a while.\How's your new class? response:	Are there any cute girls?
context: I'll do my best, Psychic Teacher!\Your forehead again!\Let's split up the psychic and teacher parts.\What does this guy want?\Kent!\Hey, it's been a while.\How's your new class?\Are there any cute girls? response:	I don't know if I'd call her cute, but there's someone who interests me.
context: Your forehead again!\Let's split up the psychic and teacher parts.\What does this guy want?\Kent!\Hey, it's been a while.\How's your new class?\Are there any cute girls?\I don't know if I'd call her cute, but there's someone who interests me. response:	Really? Tell us about her!
context: Let's split up the psychic and teacher parts.\What does this guy want?\Kent!\Hey, it's been a while.\How's your new class?\Are there any cute girls?\I don't know if I'd call her cute, but there's someone who interests me.\Really? Tell us about her! response:	She's dark and super tense!
context: What does this guy want?\Kent!\Hey, it's been a while.\How's your new class?\Are there any cute girls?\I don't know if I'd call her cute, but there's someone who interests me.\Really? Tell us about her!\She's dark and super tense! response:	What?
context: Kent!\Hey, it's been a while.\How's your new class?\Are there any cute girls?\I don't know if I'd call her cute, but there's someone who interests me.\Really? Tell us about her!\She's dark and super tense!\What? response:	What's your deal?
context: Hey, it's been a while.\How's your new class?\Are there any cute girls?\I don't know if I'd call her cute, but there's someone who interests me.\Really? Tell us about her!\She's dark and super tense!\What?\What's your deal? response:	Hey Ayane.
context: How's your new class?\Are there any cute girls?\I don't know if I'd call her cute, but there's someone who interests me.\Really? Tell us about her!\She's dark and super tense!\What?\What's your deal?\Hey Ayane. response:	What are you planning?
context: Are there any cute girls?\I don't know if I'd call her cute, but there's someone who interests me.\Really? Tell us about her!\She's dark and super tense!\What?\What's your deal?\Hey Ayane.\What are you planning? response:	Planning?
context: I don't know if I'd call her cute, but there's someone who interests me.\Really? Tell us about her!\She's dark and super tense!\What?\What's your deal?\Hey Ayane.\What are you planning?\Planning? response:	Me? What makes you think that?
context: Really? Tell us about her!\She's dark and super tense!\What?\What's your deal?\Hey Ayane.\What are you planning?\Planning?\Me? What makes you think that? response:	You sure are making a lot of passes at Sawako.
context: She's dark and super tense!\What?\What's your deal?\Hey Ayane.\What are you planning?\Planning?\Me? What makes you think that?\You sure are making a lot of passes at Sawako. response:	But doesn't Sawako like Kazehaya?
context: What?\What's your deal?\Hey Ayane.\What are you planning?\Planning?\Me? What makes you think that?\You sure are making a lot of passes at Sawako.\But doesn't Sawako like Kazehaya? response:	So she does.
context: What's your deal?\Hey Ayane.\What are you planning?\Planning?\Me? What makes you think that?\You sure are making a lot of passes at Sawako.\But doesn't Sawako like Kazehaya?\So she does. response:	Hey, don't do something uncalled-for, got it?
context: Hey Ayane.\What are you planning?\Planning?\Me? What makes you think that?\You sure are making a lot of passes at Sawako.\But doesn't Sawako like Kazehaya?\So she does.\Hey, don't do something uncalled-for, got it? response:	This is a really crucial time for her.
context: What are you planning?\Planning?\Me? What makes you think that?\You sure are making a lot of passes at Sawako.\But doesn't Sawako like Kazehaya?\So she does.\Hey, don't do something uncalled-for, got it?\This is a really crucial time for her. response:	Crucial time?
context: Planning?\Me? What makes you think that?\You sure are making a lot of passes at Sawako.\But doesn't Sawako like Kazehaya?\So she does.\Hey, don't do something uncalled-for, got it?\This is a really crucial time for her.\Crucial time? response:	It's okay. I'm a good guy.
context: Me? What makes you think that?\You sure are making a lot of passes at Sawako.\But doesn't Sawako like Kazehaya?\So she does.\Hey, don't do something uncalled-for, got it?\This is a really crucial time for her.\Crucial time?\It's okay. I'm a good guy. response:	See you.
context: You sure are making a lot of passes at Sawako.\But doesn't Sawako like Kazehaya?\So she does.\Hey, don't do something uncalled-for, got it?\This is a really crucial time for her.\Crucial time?\It's okay. I'm a good guy.\See you. response:	Is it really okay?
context: But doesn't Sawako like Kazehaya?\So she does.\Hey, don't do something uncalled-for, got it?\This is a really crucial time for her.\Crucial time?\It's okay. I'm a good guy.\See you.\Is it really okay? response:	This will be on the midterm!
context: So she does.\Hey, don't do something uncalled-for, got it?\This is a really crucial time for her.\Crucial time?\It's okay. I'm a good guy.\See you.\Is it really okay?\This will be on the midterm! response:	Man, midterms already?
context: Hey, don't do something uncalled-for, got it?\This is a really crucial time for her.\Crucial time?\It's okay. I'm a good guy.\See you.\Is it really okay?\This will be on the midterm!\Man, midterms already? response:	That was fast.
context: This is a really crucial time for her.\Crucial time?\It's okay. I'm a good guy.\See you.\Is it really okay?\This will be on the midterm!\Man, midterms already?\That was fast. response:	I heard that Sadako's cursed notes were passed around freshman year in class D!
context: Crucial time?\It's okay. I'm a good guy.\See you.\Is it really okay?\This will be on the midterm!\Man, midterms already?\That was fast.\I heard that Sadako's cursed notes were passed around freshman year in class D! response:	They weren't cursed. Our class average was really high thanks to those notes.
context: It's okay. I'm a good guy.\See you.\Is it really okay?\This will be on the midterm!\Man, midterms already?\That was fast.\I heard that Sadako's cursed notes were passed around freshman year in class D!\They weren't cursed. Our class average was really high thanks to those notes. response:	What, seriously?
context: See you.\Is it really okay?\This will be on the midterm!\Man, midterms already?\That was fast.\I heard that Sadako's cursed notes were passed around freshman year in class D!\They weren't cursed. Our class average was really high thanks to those notes.\What, seriously? response:	Yeah, seriously!
context: Is it really okay?\This will be on the midterm!\Man, midterms already?\That was fast.\I heard that Sadako's cursed notes were passed around freshman year in class D!\They weren't cursed. Our class average was really high thanks to those notes.\What, seriously?\Yeah, seriously! response:	What was that?
context: This will be on the midterm!\Man, midterms already?\That was fast.\I heard that Sadako's cursed notes were passed around freshman year in class D!\They weren't cursed. Our class average was really high thanks to those notes.\What, seriously?\Yeah, seriously!\What was that? response:	On the midterm, Sadako's cursed notes cursed you into getting a high score!
context: Man, midterms already?\That was fast.\I heard that Sadako's cursed notes were passed around freshman year in class D!\They weren't cursed. Our class average was really high thanks to those notes.\What, seriously?\Yeah, seriously!\What was that?\On the midterm, Sadako's cursed notes cursed you into getting a high score! response:	No, no, that's not it
context: That was fast.\I heard that Sadako's cursed notes were passed around freshman year in class D!\They weren't cursed. Our class average was really high thanks to those notes.\What, seriously?\Yeah, seriously!\What was that?\On the midterm, Sadako's cursed notes cursed you into getting a high score!\No, no, that's not it response:	Boys! This will be on the midterm!
context: I heard that Sadako's cursed notes were passed around freshman year in class D!\They weren't cursed. Our class average was really high thanks to those notes.\What, seriously?\Yeah, seriously!\What was that?\On the midterm, Sadako's cursed notes cursed you into getting a high score!\No, no, that's not it\Boys! This will be on the midterm! response:	What are you guys talking about?
context: They weren't cursed. Our class average was really high thanks to those notes.\What, seriously?\Yeah, seriously!\What was that?\On the midterm, Sadako's cursed notes cursed you into getting a high score!\No, no, that's not it\Boys! This will be on the midterm!\What are you guys talking about? response:	Sadako's notes really helped us on last year's midterm.
context: What, seriously?\Yeah, seriously!\What was that?\On the midterm, Sadako's cursed notes cursed you into getting a high score!\No, no, that's not it\Boys! This will be on the midterm!\What are you guys talking about?\Sadako's notes really helped us on last year's midterm. response:	Wow, you're really good at academics!
context: Yeah, seriously!\What was that?\On the midterm, Sadako's cursed notes cursed you into getting a high score!\No, no, that's not it\Boys! This will be on the midterm!\What are you guys talking about?\Sadako's notes really helped us on last year's midterm.\Wow, you're really good at academics! response:	Good?
context: What was that?\On the midterm, Sadako's cursed notes cursed you into getting a high score!\No, no, that's not it\Boys! This will be on the midterm!\What are you guys talking about?\Sadako's notes really helped us on last year's midterm.\Wow, you're really good at academics!\Good? response:	This is kind of important...
context: On the midterm, Sadako's cursed notes cursed you into getting a high score!\No, no, that's not it\Boys! This will be on the midterm!\What are you guys talking about?\Sadako's notes really helped us on last year's midterm.\Wow, you're really good at academics!\Good?\This is kind of important... response:	Hey guys, Sadako said that she'd hold a crash course for the midterm after school today!
context: No, no, that's not it\Boys! This will be on the midterm!\What are you guys talking about?\Sadako's notes really helped us on last year's midterm.\Wow, you're really good at academics!\Good?\This is kind of important...\Hey guys, Sadako said that she'd hold a crash course for the midterm after school today! response:	C-Crash course?!
context: Boys! This will be on the midterm!\What are you guys talking about?\Sadako's notes really helped us on last year's midterm.\Wow, you're really good at academics!\Good?\This is kind of important...\Hey guys, Sadako said that she'd hold a crash course for the midterm after school today!\C-Crash course?! response:	I-I'm going to do something that crazy?
context: What are you guys talking about?\Sadako's notes really helped us on last year's midterm.\Wow, you're really good at academics!\Good?\This is kind of important...\Hey guys, Sadako said that she'd hold a crash course for the midterm after school today!\C-Crash course?!\I-I'm going to do something that crazy? response:	You'll do it, right, Sadako?
context: Sadako's notes really helped us on last year's midterm.\Wow, you're really good at academics!\Good?\This is kind of important...\Hey guys, Sadako said that she'd hold a crash course for the midterm after school today!\C-Crash course?!\I-I'm going to do something that crazy?\You'll do it, right, Sadako? response:	We're in the middle of class at the moment...
context: Wow, you're really good at academics!\Good?\This is kind of important...\Hey guys, Sadako said that she'd hold a crash course for the midterm after school today!\C-Crash course?!\I-I'm going to do something that crazy?\You'll do it, right, Sadako?\We're in the middle of class at the moment... response:	If you don't mind me doing it...
context: Good?\This is kind of important...\Hey guys, Sadako said that she'd hold a crash course for the midterm after school today!\C-Crash course?!\I-I'm going to do something that crazy?\You'll do it, right, Sadako?\We're in the middle of class at the moment...\If you don't mind me doing it... response:	I can even tell around three ghost stories now!
context: This is kind of important...\Hey guys, Sadako said that she'd hold a crash course for the midterm after school today!\C-Crash course?!\I-I'm going to do something that crazy?\You'll do it, right, Sadako?\We're in the middle of class at the moment...\If you don't mind me doing it...\I can even tell around three ghost stories now! response:	I wonder if I can live up to their expectations?
context: Hey guys, Sadako said that she'd hold a crash course for the midterm after school today!\C-Crash course?!\I-I'm going to do something that crazy?\You'll do it, right, Sadako?\We're in the middle of class at the moment...\If you don't mind me doing it...\I can even tell around three ghost stories now!\I wonder if I can live up to their expectations? response:	I don't think anyone's expecting you to tell ghost stories.
context: C-Crash course?!\I-I'm going to do something that crazy?\You'll do it, right, Sadako?\We're in the middle of class at the moment...\If you don't mind me doing it...\I can even tell around three ghost stories now!\I wonder if I can live up to their expectations?\I don't think anyone's expecting you to tell ghost stories. response:	Wow, four people came!
context: I-I'm going to do something that crazy?\You'll do it, right, Sadako?\We're in the middle of class at the moment...\If you don't mind me doing it...\I can even tell around three ghost stories now!\I wonder if I can live up to their expectations?\I don't think anyone's expecting you to tell ghost stories.\Wow, four people came! response:	Sawako, you...
context: You'll do it, right, Sadako?\We're in the middle of class at the moment...\If you don't mind me doing it...\I can even tell around three ghost stories now!\I wonder if I can live up to their expectations?\I don't think anyone's expecting you to tell ghost stories.\Wow, four people came!\Sawako, you... response:	I'm really need this crash course!
context: We're in the middle of class at the moment...\If you don't mind me doing it...\I can even tell around three ghost stories now!\I wonder if I can live up to their expectations?\I don't think anyone's expecting you to tell ghost stories.\Wow, four people came!\Sawako, you...\I'm really need this crash course! response:	Yeah!
context: If you don't mind me doing it...\I can even tell around three ghost stories now!\I wonder if I can live up to their expectations?\I don't think anyone's expecting you to tell ghost stories.\Wow, four people came!\Sawako, you...\I'm really need this crash course!\Yeah! response:	Kent ain't coming even though he announced it?
context: I can even tell around three ghost stories now!\I wonder if I can live up to their expectations?\I don't think anyone's expecting you to tell ghost stories.\Wow, four people came!\Sawako, you...\I'm really need this crash course!\Yeah!\Kent ain't coming even though he announced it? response:	Have you guys started already?
context: I wonder if I can live up to their expectations?\I don't think anyone's expecting you to tell ghost stories.\Wow, four people came!\Sawako, you...\I'm really need this crash course!\Yeah!\Kent ain't coming even though he announced it?\Have you guys started already? response:	We're just about to.
context: I don't think anyone's expecting you to tell ghost stories.\Wow, four people came!\Sawako, you...\I'm really need this crash course!\Yeah!\Kent ain't coming even though he announced it?\Have you guys started already?\We're just about to. response:	Oh good. I just made it!
context: Wow, four people came!\Sawako, you...\I'm really need this crash course!\Yeah!\Kent ain't coming even though he announced it?\Have you guys started already?\We're just about to.\Oh good. I just made it! response:	Kazehaya came too.
context: Sawako, you...\I'm really need this crash course!\Yeah!\Kent ain't coming even though he announced it?\Have you guys started already?\We're just about to.\Oh good. I just made it!\Kazehaya came too. response:	We're here!
context: I'm really need this crash course!\Yeah!\Kent ain't coming even though he announced it?\Have you guys started already?\We're just about to.\Oh good. I just made it!\Kazehaya came too.\We're here! response:	We just finished cleaning.
context: Yeah!\Kent ain't coming even though he announced it?\Have you guys started already?\We're just about to.\Oh good. I just made it!\Kazehaya came too.\We're here!\We just finished cleaning. response:	Thanks, Sadako!
context: Kent ain't coming even though he announced it?\Have you guys started already?\We're just about to.\Oh good. I just made it!\Kazehaya came too.\We're here!\We just finished cleaning.\Thanks, Sadako! response:	N-No, thank you!
context: Have you guys started already?\We're just about to.\Oh good. I just made it!\Kazehaya came too.\We're here!\We just finished cleaning.\Thanks, Sadako!\N-No, thank you! response:	You're really doing it?
