context: Otani's Catastrophic Declaration!! response:	Nobu-chan received her acceptance notice from the undergraduate university in Hokkaido,
context: Midget fetishist Risa's next target.\Midget fetishist?\I told you it's not like that!\What? So that guy is short too?\No! That's not important!\He's a huge Umibouzu fan.\No way! Seriously?\I'll get yelled at if I keep talking. response:	Uh, my order...
context: Midget fetishist?\I told you it's not like that!\What? So that guy is short too?\No! That's not important!\He's a huge Umibouzu fan.\No way! Seriously?\I'll get yelled at if I keep talking.\Uh, my order... response:	Well, well... She seems a lot happier than I expected.
context: I told you it's not like that!\What? So that guy is short too?\No! That's not important!\He's a huge Umibouzu fan.\No way! Seriously?\I'll get yelled at if I keep talking.\Uh, my order...\Well, well... She seems a lot happier than I expected. response:	Oh really?
context: What? So that guy is short too?\No! That's not important!\He's a huge Umibouzu fan.\No way! Seriously?\I'll get yelled at if I keep talking.\Uh, my order...\Well, well... She seems a lot happier than I expected.\Oh really? response:	You said you came to laugh at her,
context: No! That's not important!\He's a huge Umibouzu fan.\No way! Seriously?\I'll get yelled at if I keep talking.\Uh, my order...\Well, well... She seems a lot happier than I expected.\Oh really?\You said you came to laugh at her, response:	Since she was down about always getting chewed out.
context: He's a huge Umibouzu fan.\No way! Seriously?\I'll get yelled at if I keep talking.\Uh, my order...\Well, well... She seems a lot happier than I expected.\Oh really?\You said you came to laugh at her,\Since she was down about always getting chewed out. response:	What?
context: No way! Seriously?\I'll get yelled at if I keep talking.\Uh, my order...\Well, well... She seems a lot happier than I expected.\Oh really?\You said you came to laugh at her,\Since she was down about always getting chewed out.\What? response:	Right?
context: I'll get yelled at if I keep talking.\Uh, my order...\Well, well... She seems a lot happier than I expected.\Oh really?\You said you came to laugh at her,\Since she was down about always getting chewed out.\What?\Right? response:	Right, right.
context: Uh, my order...\Well, well... She seems a lot happier than I expected.\Oh really?\You said you came to laugh at her,\Since she was down about always getting chewed out.\What?\Right?\Right, right. response:	How cute!
context: Well, well... She seems a lot happier than I expected.\Oh really?\You said you came to laugh at her,\Since she was down about always getting chewed out.\What?\Right?\Right, right.\How cute! response:	It's not like that, you idiots!
context: Oh really?\You said you came to laugh at her,\Since she was down about always getting chewed out.\What?\Right?\Right, right.\How cute!\It's not like that, you idiots! response:	An exam student's got no time to worry about others.
context: You said you came to laugh at her,\Since she was down about always getting chewed out.\What?\Right?\Right, right.\How cute!\It's not like that, you idiots!\An exam student's got no time to worry about others. response:	That again?
context: Since she was down about always getting chewed out.\What?\Right?\Right, right.\How cute!\It's not like that, you idiots!\An exam student's got no time to worry about others.\That again? response:	If you're like that, Risa will hook up with that cute short kid behind your back.
context: What?\Right?\Right, right.\How cute!\It's not like that, you idiots!\An exam student's got no time to worry about others.\That again?\If you're like that, Risa will hook up with that cute short kid behind your back. response:	Yeah, yeah, yeah!
context: Right?\Right, right.\How cute!\It's not like that, you idiots!\An exam student's got no time to worry about others.\That again?\If you're like that, Risa will hook up with that cute short kid behind your back.\Yeah, yeah, yeah! response:	Don't be stupid.
context: Right, right.\How cute!\It's not like that, you idiots!\An exam student's got no time to worry about others.\That again?\If you're like that, Risa will hook up with that cute short kid behind your back.\Yeah, yeah, yeah!\Don't be stupid. response:	I see. So Otani has class on Sundays too?
context: How cute!\It's not like that, you idiots!\An exam student's got no time to worry about others.\That again?\If you're like that, Risa will hook up with that cute short kid behind your back.\Yeah, yeah, yeah!\Don't be stupid.\I see. So Otani has class on Sundays too? response:	Thank you for your patronage.
context: It's not like that, you idiots!\An exam student's got no time to worry about others.\That again?\If you're like that, Risa will hook up with that cute short kid behind your back.\Yeah, yeah, yeah!\Don't be stupid.\I see. So Otani has class on Sundays too?\Thank you for your patronage. response:	Work hard.
context: An exam student's got no time to worry about others.\That again?\If you're like that, Risa will hook up with that cute short kid behind your back.\Yeah, yeah, yeah!\Don't be stupid.\I see. So Otani has class on Sundays too?\Thank you for your patronage.\Work hard. response:	See ya, Risa.
context: That again?\If you're like that, Risa will hook up with that cute short kid behind your back.\Yeah, yeah, yeah!\Don't be stupid.\I see. So Otani has class on Sundays too?\Thank you for your patronage.\Work hard.\See ya, Risa. response:	I was planning to go out with him next Sunday since I'll have the day off.
context: If you're like that, Risa will hook up with that cute short kid behind your back.\Yeah, yeah, yeah!\Don't be stupid.\I see. So Otani has class on Sundays too?\Thank you for your patronage.\Work hard.\See ya, Risa.\I was planning to go out with him next Sunday since I'll have the day off. response:	Oh well. He's an exam student. It can't be helped.
context: Yeah, yeah, yeah!\Don't be stupid.\I see. So Otani has class on Sundays too?\Thank you for your patronage.\Work hard.\See ya, Risa.\I was planning to go out with him next Sunday since I'll have the day off.\Oh well. He's an exam student. It can't be helped. response:	GLOOM
context: Don't be stupid.\I see. So Otani has class on Sundays too?\Thank you for your patronage.\Work hard.\See ya, Risa.\I was planning to go out with him next Sunday since I'll have the day off.\Oh well. He's an exam student. It can't be helped.\GLOOM response:	What's with this odd, gloomy atmosphere?
context: I see. So Otani has class on Sundays too?\Thank you for your patronage.\Work hard.\See ya, Risa.\I was planning to go out with him next Sunday since I'll have the day off.\Oh well. He's an exam student. It can't be helped.\GLOOM\What's with this odd, gloomy atmosphere? response:	What's the matter?
context: Thank you for your patronage.\Work hard.\See ya, Risa.\I was planning to go out with him next Sunday since I'll have the day off.\Oh well. He's an exam student. It can't be helped.\GLOOM\What's with this odd, gloomy atmosphere?\What's the matter? response:	Shut up, idiot. Don't talk to me.
context: Work hard.\See ya, Risa.\I was planning to go out with him next Sunday since I'll have the day off.\Oh well. He's an exam student. It can't be helped.\GLOOM\What's with this odd, gloomy atmosphere?\What's the matter?\Shut up, idiot. Don't talk to me. response:	Risa, over here, over here.
context: See ya, Risa.\I was planning to go out with him next Sunday since I'll have the day off.\Oh well. He's an exam student. It can't be helped.\GLOOM\What's with this odd, gloomy atmosphere?\What's the matter?\Shut up, idiot. Don't talk to me.\Risa, over here, over here. response:	What is it?
context: I was planning to go out with him next Sunday since I'll have the day off.\Oh well. He's an exam student. It can't be helped.\GLOOM\What's with this odd, gloomy atmosphere?\What's the matter?\Shut up, idiot. Don't talk to me.\Risa, over here, over here.\What is it? response:	We heard he did terribly in the practice exams.
context: Oh well. He's an exam student. It can't be helped.\GLOOM\What's with this odd, gloomy atmosphere?\What's the matter?\Shut up, idiot. Don't talk to me.\Risa, over here, over here.\What is it?\We heard he did terribly in the practice exams. response:	The results for his top choice school were all C's.
context: GLOOM\What's with this odd, gloomy atmosphere?\What's the matter?\Shut up, idiot. Don't talk to me.\Risa, over here, over here.\What is it?\We heard he did terribly in the practice exams.\The results for his top choice school were all C's. response:	Is that bad?
context: What's with this odd, gloomy atmosphere?\What's the matter?\Shut up, idiot. Don't talk to me.\Risa, over here, over here.\What is it?\We heard he did terribly in the practice exams.\The results for his top choice school were all C's.\Is that bad? response:	It's very bad.
context: What's the matter?\Shut up, idiot. Don't talk to me.\Risa, over here, over here.\What is it?\We heard he did terribly in the practice exams.\The results for his top choice school were all C's.\Is that bad?\It's very bad. response:	What the hell?!
context: Shut up, idiot. Don't talk to me.\Risa, over here, over here.\What is it?\We heard he did terribly in the practice exams.\The results for his top choice school were all C's.\Is that bad?\It's very bad.\What the hell?! response:	I even sacrificed sleep for study...
context: Risa, over here, over here.\What is it?\We heard he did terribly in the practice exams.\The results for his top choice school were all C's.\Is that bad?\It's very bad.\What the hell?!\I even sacrificed sleep for study... response:	Why...
context: What is it?\We heard he did terribly in the practice exams.\The results for his top choice school were all C's.\Is that bad?\It's very bad.\What the hell?!\I even sacrificed sleep for study...\Why... response:	Well, even if you start studying now, you can't expect your grades to go up right away.
context: We heard he did terribly in the practice exams.\The results for his top choice school were all C's.\Is that bad?\It's very bad.\What the hell?!\I even sacrificed sleep for study...\Why...\Well, even if you start studying now, you can't expect your grades to go up right away. response:	You've still got time, so don't worry.
context: The results for his top choice school were all C's.\Is that bad?\It's very bad.\What the hell?!\I even sacrificed sleep for study...\Why...\Well, even if you start studying now, you can't expect your grades to go up right away.\You've still got time, so don't worry. response:	That's easy for you to say.
context: Is that bad?\It's very bad.\What the hell?!\I even sacrificed sleep for study...\Why...\Well, even if you start studying now, you can't expect your grades to go up right away.\You've still got time, so don't worry.\That's easy for you to say. response:	I'm worried about you.
context: It's very bad.\What the hell?!\I even sacrificed sleep for study...\Why...\Well, even if you start studying now, you can't expect your grades to go up right away.\You've still got time, so don't worry.\That's easy for you to say.\I'm worried about you. response:	You'll wear yourself out at this rate.
context: What the hell?!\I even sacrificed sleep for study...\Why...\Well, even if you start studying now, you can't expect your grades to go up right away.\You've still got time, so don't worry.\That's easy for you to say.\I'm worried about you.\You'll wear yourself out at this rate. response:	Shut up! Just leave me alone!
context: I even sacrificed sleep for study...\Why...\Well, even if you start studying now, you can't expect your grades to go up right away.\You've still got time, so don't worry.\That's easy for you to say.\I'm worried about you.\You'll wear yourself out at this rate.\Shut up! Just leave me alone! response:	What the... You're just crazy!
context: Why...\Well, even if you start studying now, you can't expect your grades to go up right away.\You've still got time, so don't worry.\That's easy for you to say.\I'm worried about you.\You'll wear yourself out at this rate.\Shut up! Just leave me alone!\What the... You're just crazy! response:	This has nothing to do with anything like that!
context: Well, even if you start studying now, you can't expect your grades to go up right away.\You've still got time, so don't worry.\That's easy for you to say.\I'm worried about you.\You'll wear yourself out at this rate.\Shut up! Just leave me alone!\What the... You're just crazy!\This has nothing to do with anything like that! response:	Stop blurting out whatever comes into your head!
context: You've still got time, so don't worry.\That's easy for you to say.\I'm worried about you.\You'll wear yourself out at this rate.\Shut up! Just leave me alone!\What the... You're just crazy!\This has nothing to do with anything like that!\Stop blurting out whatever comes into your head! response:	Fine. Do what you like.
context: That's easy for you to say.\I'm worried about you.\You'll wear yourself out at this rate.\Shut up! Just leave me alone!\What the... You're just crazy!\This has nothing to do with anything like that!\Stop blurting out whatever comes into your head!\Fine. Do what you like. response:	I would've done that without you telling me.
context: I'm worried about you.\You'll wear yourself out at this rate.\Shut up! Just leave me alone!\What the... You're just crazy!\This has nothing to do with anything like that!\Stop blurting out whatever comes into your head!\Fine. Do what you like.\I would've done that without you telling me. response:	What the heck?!
context: You'll wear yourself out at this rate.\Shut up! Just leave me alone!\What the... You're just crazy!\This has nothing to do with anything like that!\Stop blurting out whatever comes into your head!\Fine. Do what you like.\I would've done that without you telling me.\What the heck?! response:	What was that all about? Am I getting in his way?
context: Shut up! Just leave me alone!\What the... You're just crazy!\This has nothing to do with anything like that!\Stop blurting out whatever comes into your head!\Fine. Do what you like.\I would've done that without you telling me.\What the heck?!\What was that all about? Am I getting in his way? response:	I know he's under a lot of stress, but couldn't he have been a little nice?
context: What the... You're just crazy!\This has nothing to do with anything like that!\Stop blurting out whatever comes into your head!\Fine. Do what you like.\I would've done that without you telling me.\What the heck?!\What was that all about? Am I getting in his way?\I know he's under a lot of stress, but couldn't he have been a little nice? response:	Koizumi-san!
context: This has nothing to do with anything like that!\Stop blurting out whatever comes into your head!\Fine. Do what you like.\I would've done that without you telling me.\What the heck?!\What was that all about? Am I getting in his way?\I know he's under a lot of stress, but couldn't he have been a little nice?\Koizumi-san! response:	Oh, Kohori-kun.
context: Stop blurting out whatever comes into your head!\Fine. Do what you like.\I would've done that without you telling me.\What the heck?!\What was that all about? Am I getting in his way?\I know he's under a lot of stress, but couldn't he have been a little nice?\Koizumi-san!\Oh, Kohori-kun. response:	Yay! We're on together again today!
context: Fine. Do what you like.\I would've done that without you telling me.\What the heck?!\What was that all about? Am I getting in his way?\I know he's under a lot of stress, but couldn't he have been a little nice?\Koizumi-san!\Oh, Kohori-kun.\Yay! We're on together again today! response:	What's with that? What happened?!
context: I would've done that without you telling me.\What the heck?!\What was that all about? Am I getting in his way?\I know he's under a lot of stress, but couldn't he have been a little nice?\Koizumi-san!\Oh, Kohori-kun.\Yay! We're on together again today!\What's with that? What happened?! response:	Oh. I cut myself just now when I was sharpening the knives.
context: What the heck?!\What was that all about? Am I getting in his way?\I know he's under a lot of stress, but couldn't he have been a little nice?\Koizumi-san!\Oh, Kohori-kun.\Yay! We're on together again today!\What's with that? What happened?!\Oh. I cut myself just now when I was sharpening the knives. response:	I was wondering what to do about it...
context: What was that all about? Am I getting in his way?\I know he's under a lot of stress, but couldn't he have been a little nice?\Koizumi-san!\Oh, Kohori-kun.\Yay! We're on together again today!\What's with that? What happened?!\Oh. I cut myself just now when I was sharpening the knives.\I was wondering what to do about it... response:	There.
context: I know he's under a lot of stress, but couldn't he have been a little nice?\Koizumi-san!\Oh, Kohori-kun.\Yay! We're on together again today!\What's with that? What happened?!\Oh. I cut myself just now when I was sharpening the knives.\I was wondering what to do about it...\There. response:	Thanks so much.
context: Koizumi-san!\Oh, Kohori-kun.\Yay! We're on together again today!\What's with that? What happened?!\Oh. I cut myself just now when I was sharpening the knives.\I was wondering what to do about it...\There.\Thanks so much. response:	I break glasses and cut my hands all the time,
context: Oh, Kohori-kun.\Yay! We're on together again today!\What's with that? What happened?!\Oh. I cut myself just now when I was sharpening the knives.\I was wondering what to do about it...\There.\Thanks so much.\I break glasses and cut my hands all the time, response:	Old lady Matsumara helped me at first,
context: Yay! We're on together again today!\What's with that? What happened?!\Oh. I cut myself just now when I was sharpening the knives.\I was wondering what to do about it...\There.\Thanks so much.\I break glasses and cut my hands all the time,\Old lady Matsumara helped me at first, response:	She'll get angry if she hears you calling her an old lady.
context: What's with that? What happened?!\Oh. I cut myself just now when I was sharpening the knives.\I was wondering what to do about it...\There.\Thanks so much.\I break glasses and cut my hands all the time,\Old lady Matsumara helped me at first,\She'll get angry if she hears you calling her an old lady. response:	Crap! She's not here, is she?
context: Oh. I cut myself just now when I was sharpening the knives.\I was wondering what to do about it...\There.\Thanks so much.\I break glasses and cut my hands all the time,\Old lady Matsumara helped me at first,\She'll get angry if she hears you calling her an old lady.\Crap! She's not here, is she? response:	You're pretty funny, Koizumi-san.
context: I was wondering what to do about it...\There.\Thanks so much.\I break glasses and cut my hands all the time,\Old lady Matsumara helped me at first,\She'll get angry if she hears you calling her an old lady.\Crap! She's not here, is she?\You're pretty funny, Koizumi-san. response:	You're really funny and kind. You're a great person.
context: There.\Thanks so much.\I break glasses and cut my hands all the time,\Old lady Matsumara helped me at first,\She'll get angry if she hears you calling her an old lady.\Crap! She's not here, is she?\You're pretty funny, Koizumi-san.\You're really funny and kind. You're a great person. response:	Ah, no, no...
context: Thanks so much.\I break glasses and cut my hands all the time,\Old lady Matsumara helped me at first,\She'll get angry if she hears you calling her an old lady.\Crap! She's not here, is she?\You're pretty funny, Koizumi-san.\You're really funny and kind. You're a great person.\Ah, no, no... response:	Seriously.
context: I break glasses and cut my hands all the time,\Old lady Matsumara helped me at first,\She'll get angry if she hears you calling her an old lady.\Crap! She's not here, is she?\You're pretty funny, Koizumi-san.\You're really funny and kind. You're a great person.\Ah, no, no...\Seriously. response:	I've been working here for six months, but this is the first time I've met someone like you.
context: Old lady Matsumara helped me at first,\She'll get angry if she hears you calling her an old lady.\Crap! She's not here, is she?\You're pretty funny, Koizumi-san.\You're really funny and kind. You're a great person.\Ah, no, no...\Seriously.\I've been working here for six months, but this is the first time I've met someone like you. response:	Even in the kitchen, you're famous.
context: She'll get angry if she hears you calling her an old lady.\Crap! She's not here, is she?\You're pretty funny, Koizumi-san.\You're really funny and kind. You're a great person.\Ah, no, no...\Seriously.\I've been working here for six months, but this is the first time I've met someone like you.\Even in the kitchen, you're famous. response:	We can alway hear you shouting from outside.
context: Crap! She's not here, is she?\You're pretty funny, Koizumi-san.\You're really funny and kind. You're a great person.\Ah, no, no...\Seriously.\I've been working here for six months, but this is the first time I've met someone like you.\Even in the kitchen, you're famous.\We can alway hear you shouting from outside. response:	Like, Whoops! or, I'm so sorry!
context: You're pretty funny, Koizumi-san.\You're really funny and kind. You're a great person.\Ah, no, no...\Seriously.\I've been working here for six months, but this is the first time I've met someone like you.\Even in the kitchen, you're famous.\We can alway hear you shouting from outside.\Like, Whoops! or, I'm so sorry! response:	Oh no!
context: You're really funny and kind. You're a great person.\Ah, no, no...\Seriously.\I've been working here for six months, but this is the first time I've met someone like you.\Even in the kitchen, you're famous.\We can alway hear you shouting from outside.\Like, Whoops! or, I'm so sorry!\Oh no! response:	I get yelled at by old lady Matsumara for shouting loudly like that too...
context: Ah, no, no...\Seriously.\I've been working here for six months, but this is the first time I've met someone like you.\Even in the kitchen, you're famous.\We can alway hear you shouting from outside.\Like, Whoops! or, I'm so sorry!\Oh no!\I get yelled at by old lady Matsumara for shouting loudly like that too... response:	Wait. I called her old lady again.
context: Seriously.\I've been working here for six months, but this is the first time I've met someone like you.\Even in the kitchen, you're famous.\We can alway hear you shouting from outside.\Like, Whoops! or, I'm so sorry!\Oh no!\I get yelled at by old lady Matsumara for shouting loudly like that too...\Wait. I called her old lady again. response:	Man! She's definitely not around, right? Right?
context: I've been working here for six months, but this is the first time I've met someone like you.\Even in the kitchen, you're famous.\We can alway hear you shouting from outside.\Like, Whoops! or, I'm so sorry!\Oh no!\I get yelled at by old lady Matsumara for shouting loudly like that too...\Wait. I called her old lady again.\Man! She's definitely not around, right? Right? response:	You're so funny! My stomach hurts from laughing!
context: Even in the kitchen, you're famous.\We can alway hear you shouting from outside.\Like, Whoops! or, I'm so sorry!\Oh no!\I get yelled at by old lady Matsumara for shouting loudly like that too...\Wait. I called her old lady again.\Man! She's definitely not around, right? Right?\You're so funny! My stomach hurts from laughing! response:	Well, I'm feeling better now, at any rate.
context: We can alway hear you shouting from outside.\Like, Whoops! or, I'm so sorry!\Oh no!\I get yelled at by old lady Matsumara for shouting loudly like that too...\Wait. I called her old lady again.\Man! She's definitely not around, right? Right?\You're so funny! My stomach hurts from laughing!\Well, I'm feeling better now, at any rate. response:	The weather forecast was right. I was right to bring my umbrella.
context: Like, Whoops! or, I'm so sorry!\Oh no!\I get yelled at by old lady Matsumara for shouting loudly like that too...\Wait. I called her old lady again.\Man! She's definitely not around, right? Right?\You're so funny! My stomach hurts from laughing!\Well, I'm feeling better now, at any rate.\The weather forecast was right. I was right to bring my umbrella. response:	You've still got time, so don't worry.
context: Oh no!\I get yelled at by old lady Matsumara for shouting loudly like that too...\Wait. I called her old lady again.\Man! She's definitely not around, right? Right?\You're so funny! My stomach hurts from laughing!\Well, I'm feeling better now, at any rate.\The weather forecast was right. I was right to bring my umbrella.\You've still got time, so don't worry. response:	This way I can at least walk you halfway home.
context: I get yelled at by old lady Matsumara for shouting loudly like that too...\Wait. I called her old lady again.\Man! She's definitely not around, right? Right?\You're so funny! My stomach hurts from laughing!\Well, I'm feeling better now, at any rate.\The weather forecast was right. I was right to bring my umbrella.\You've still got time, so don't worry.\This way I can at least walk you halfway home. response:	She... probably didn't bring an umbrella.
context: Wait. I called her old lady again.\Man! She's definitely not around, right? Right?\You're so funny! My stomach hurts from laughing!\Well, I'm feeling better now, at any rate.\The weather forecast was right. I was right to bring my umbrella.\You've still got time, so don't worry.\This way I can at least walk you halfway home.\She... probably didn't bring an umbrella. response:	Matsumara-san, is everything on our menu available to go?
context: Man! She's definitely not around, right? Right?\You're so funny! My stomach hurts from laughing!\Well, I'm feeling better now, at any rate.\The weather forecast was right. I was right to bring my umbrella.\You've still got time, so don't worry.\This way I can at least walk you halfway home.\She... probably didn't bring an umbrella.\Matsumara-san, is everything on our menu available to go? response:	Yes.
context: You're so funny! My stomach hurts from laughing!\Well, I'm feeling better now, at any rate.\The weather forecast was right. I was right to bring my umbrella.\You've still got time, so don't worry.\This way I can at least walk you halfway home.\She... probably didn't bring an umbrella.\Matsumara-san, is everything on our menu available to go?\Yes. response:	And if you don't memorize the entire menu tonight, I'm not letting you go home.
context: Well, I'm feeling better now, at any rate.\The weather forecast was right. I was right to bring my umbrella.\You've still got time, so don't worry.\This way I can at least walk you halfway home.\She... probably didn't bring an umbrella.\Matsumara-san, is everything on our menu available to go?\Yes.\And if you don't memorize the entire menu tonight, I'm not letting you go home. response:	Well, there sure is a lot of text... I'm getting sleepy just looking at it.
context: The weather forecast was right. I was right to bring my umbrella.\You've still got time, so don't worry.\This way I can at least walk you halfway home.\She... probably didn't bring an umbrella.\Matsumara-san, is everything on our menu available to go?\Yes.\And if you don't memorize the entire menu tonight, I'm not letting you go home.\Well, there sure is a lot of text... I'm getting sleepy just looking at it. response:	You make mistakes because you don't know the menu!
context: You've still got time, so don't worry.\This way I can at least walk you halfway home.\She... probably didn't bring an umbrella.\Matsumara-san, is everything on our menu available to go?\Yes.\And if you don't memorize the entire menu tonight, I'm not letting you go home.\Well, there sure is a lot of text... I'm getting sleepy just looking at it.\You make mistakes because you don't know the menu! response:	I've memorized all of the noodle dishes perfectly!
context: This way I can at least walk you halfway home.\She... probably didn't bring an umbrella.\Matsumara-san, is everything on our menu available to go?\Yes.\And if you don't memorize the entire menu tonight, I'm not letting you go home.\Well, there sure is a lot of text... I'm getting sleepy just looking at it.\You make mistakes because you don't know the menu!\I've memorized all of the noodle dishes perfectly! response:	Of course you have. We only have two.
context: She... probably didn't bring an umbrella.\Matsumara-san, is everything on our menu available to go?\Yes.\And if you don't memorize the entire menu tonight, I'm not letting you go home.\Well, there sure is a lot of text... I'm getting sleepy just looking at it.\You make mistakes because you don't know the menu!\I've memorized all of the noodle dishes perfectly!\Of course you have. We only have two. response:	Right. So all of these menu items can also be to go...
context: Matsumara-san, is everything on our menu available to go?\Yes.\And if you don't memorize the entire menu tonight, I'm not letting you go home.\Well, there sure is a lot of text... I'm getting sleepy just looking at it.\You make mistakes because you don't know the menu!\I've memorized all of the noodle dishes perfectly!\Of course you have. We only have two.\Right. So all of these menu items can also be to go... response:	Maybe I should get something for Otani to have for dinner...
context: Yes.\And if you don't memorize the entire menu tonight, I'm not letting you go home.\Well, there sure is a lot of text... I'm getting sleepy just looking at it.\You make mistakes because you don't know the menu!\I've memorized all of the noodle dishes perfectly!\Of course you have. We only have two.\Right. So all of these menu items can also be to go...\Maybe I should get something for Otani to have for dinner... response:	I'm leaving now.
context: And if you don't memorize the entire menu tonight, I'm not letting you go home.\Well, there sure is a lot of text... I'm getting sleepy just looking at it.\You make mistakes because you don't know the menu!\I've memorized all of the noodle dishes perfectly!\Of course you have. We only have two.\Right. So all of these menu items can also be to go...\Maybe I should get something for Otani to have for dinner...\I'm leaving now. response:	Right. Good work.
context: Well, there sure is a lot of text... I'm getting sleepy just looking at it.\You make mistakes because you don't know the menu!\I've memorized all of the noodle dishes perfectly!\Of course you have. We only have two.\Right. So all of these menu items can also be to go...\Maybe I should get something for Otani to have for dinner...\I'm leaving now.\Right. Good work. response:	Can't be helped. Can't be helped. Can't be helped.
context: You make mistakes because you don't know the menu!\I've memorized all of the noodle dishes perfectly!\Of course you have. We only have two.\Right. So all of these menu items can also be to go...\Maybe I should get something for Otani to have for dinner...\I'm leaving now.\Right. Good work.\Can't be helped. Can't be helped. Can't be helped. response:	Koizumi-san? Why are you sleeping here?
context: I've memorized all of the noodle dishes perfectly!\Of course you have. We only have two.\Right. So all of these menu items can also be to go...\Maybe I should get something for Otani to have for dinner...\I'm leaving now.\Right. Good work.\Can't be helped. Can't be helped. Can't be helped.\Koizumi-san? Why are you sleeping here? response:	Koizumi-san?
context: Of course you have. We only have two.\Right. So all of these menu items can also be to go...\Maybe I should get something for Otani to have for dinner...\I'm leaving now.\Right. Good work.\Can't be helped. Can't be helped. Can't be helped.\Koizumi-san? Why are you sleeping here?\Koizumi-san? response:	Koizumi-san?
context: Right. So all of these menu items can also be to go...\Maybe I should get something for Otani to have for dinner...\I'm leaving now.\Right. Good work.\Can't be helped. Can't be helped. Can't be helped.\Koizumi-san? Why are you sleeping here?\Koizumi-san?\Koizumi-san? response:	Hey!
context: Maybe I should get something for Otani to have for dinner...\I'm leaving now.\Right. Good work.\Can't be helped. Can't be helped. Can't be helped.\Koizumi-san? Why are you sleeping here?\Koizumi-san?\Koizumi-san?\Hey! response:	If I bring him dinner, Otani will probably be surprised.
context: I'm leaving now.\Right. Good work.\Can't be helped. Can't be helped. Can't be helped.\Koizumi-san? Why are you sleeping here?\Koizumi-san?\Koizumi-san?\Hey!\If I bring him dinner, Otani will probably be surprised. response:	Otani...
context: Right. Good work.\Can't be helped. Can't be helped. Can't be helped.\Koizumi-san? Why are you sleeping here?\Koizumi-san?\Koizumi-san?\Hey!\If I bring him dinner, Otani will probably be surprised.\Otani... response:	What...?
context: Can't be helped. Can't be helped. Can't be helped.\Koizumi-san? Why are you sleeping here?\Koizumi-san?\Koizumi-san?\Hey!\If I bring him dinner, Otani will probably be surprised.\Otani...\What...? response:	That was, uhh... S-S-Sorry!
context: Koizumi-san? Why are you sleeping here?\Koizumi-san?\Koizumi-san?\Hey!\If I bring him dinner, Otani will probably be surprised.\Otani...\What...?\That was, uhh... S-S-Sorry! response:	I w-wasn't... th-that... uh... th-this...
context: Koizumi-san?\Koizumi-san?\Hey!\If I bring him dinner, Otani will probably be surprised.\Otani...\What...?\That was, uhh... S-S-Sorry!\I w-wasn't... th-that... uh... th-this... response:	I wasn't kissing you...
context: Koizumi-san?\Hey!\If I bring him dinner, Otani will probably be surprised.\Otani...\What...?\That was, uhh... S-S-Sorry!\I w-wasn't... th-that... uh... th-this...\I wasn't kissing you... response:	Otani! Wait!
context: Hey!\If I bring him dinner, Otani will probably be surprised.\Otani...\What...?\That was, uhh... S-S-Sorry!\I w-wasn't... th-that... uh... th-this...\I wasn't kissing you...\Otani! Wait! response:	It's not what you think, Otani. Please listen!
context: If I bring him dinner, Otani will probably be surprised.\Otani...\What...?\That was, uhh... S-S-Sorry!\I w-wasn't... th-that... uh... th-this...\I wasn't kissing you...\Otani! Wait!\It's not what you think, Otani. Please listen! response:	So that was who Nobu-chan was talking about?
context: Otani...\What...?\That was, uhh... S-S-Sorry!\I w-wasn't... th-that... uh... th-this...\I wasn't kissing you...\Otani! Wait!\It's not what you think, Otani. Please listen!\So that was who Nobu-chan was talking about? response:	Midget fetishist!
context: What...?\That was, uhh... S-S-Sorry!\I w-wasn't... th-that... uh... th-this...\I wasn't kissing you...\Otani! Wait!\It's not what you think, Otani. Please listen!\So that was who Nobu-chan was talking about?\Midget fetishist! response:	It's not like that!
context: That was, uhh... S-S-Sorry!\I w-wasn't... th-that... uh... th-this...\I wasn't kissing you...\Otani! Wait!\It's not what you think, Otani. Please listen!\So that was who Nobu-chan was talking about?\Midget fetishist!\It's not like that! response:	Um, Otani...
context: I w-wasn't... th-that... uh... th-this...\I wasn't kissing you...\Otani! Wait!\It's not what you think, Otani. Please listen!\So that was who Nobu-chan was talking about?\Midget fetishist!\It's not like that!\Um, Otani... response:	I'm studying. Please be quiet.
context: I wasn't kissing you...\Otani! Wait!\It's not what you think, Otani. Please listen!\So that was who Nobu-chan was talking about?\Midget fetishist!\It's not like that!\Um, Otani...\I'm studying. Please be quiet. response:	Morning.
context: Otani! Wait!\It's not what you think, Otani. Please listen!\So that was who Nobu-chan was talking about?\Midget fetishist!\It's not like that!\Um, Otani...\I'm studying. Please be quiet.\Morning. response:	What's going on?
context: It's not what you think, Otani. Please listen!\So that was who Nobu-chan was talking about?\Midget fetishist!\It's not like that!\Um, Otani...\I'm studying. Please be quiet.\Morning.\What's going on? response:	She cheated on me with that midget she works with.
context: So that was who Nobu-chan was talking about?\Midget fetishist!\It's not like that!\Um, Otani...\I'm studying. Please be quiet.\Morning.\What's going on?\She cheated on me with that midget she works with. response:	I told you, you got it all wrong!
context: Midget fetishist!\It's not like that!\Um, Otani...\I'm studying. Please be quiet.\Morning.\What's going on?\She cheated on me with that midget she works with.\I told you, you got it all wrong! response:	How am I wrong?!
context: It's not like that!\Um, Otani...\I'm studying. Please be quiet.\Morning.\What's going on?\She cheated on me with that midget she works with.\I told you, you got it all wrong!\How am I wrong?! response:	I saw it clearly. He definitely kissed you.
