context: Whoa! response:	A Rising Meowstball!
context: Yeah! My muscles are all shiny!\Yeah!\Stay away! That's gross!\The Little Busters are in perfect condition as usual.\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: Yeah!\Stay away! That's gross!\The Little Busters are in perfect condition as usual.\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: Stay away! That's gross!\The Little Busters are in perfect condition as usual.\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: The Little Busters are in perfect condition as usual.\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	itsuka kujiketa sono hi no mukou made
context: Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	itsuka kujiketa sono hi no mukou made
context: Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward, response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
context: kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward, response:	yagate kuru kakoku mo
context: The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo response:	Even in the face of the oncoming grief
context: kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief response:	yagate kuru kakoku mo
context: The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo response:	Even in the face of the oncoming grief
context: sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief response:	A friend in need is a friend indeed.
context: Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\A friend in need is a friend indeed. response:	A true friend stays with you through thick and thin!
context: sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\A friend in need is a friend indeed.\A true friend stays with you through thick and thin! response:	Did I sound kind of foreign just now?
context: Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\A friend in need is a friend indeed.\A true friend stays with you through thick and thin!\Did I sound kind of foreign just now? response:	Oh, you're still making English flashcards?
context: yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\A friend in need is a friend indeed.\A true friend stays with you through thick and thin!\Did I sound kind of foreign just now?\Oh, you're still making English flashcards? response:	This is the tenth set!
context: Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\A friend in need is a friend indeed.\A true friend stays with you through thick and thin!\Did I sound kind of foreign just now?\Oh, you're still making English flashcards?\This is the tenth set! response:	Kuu-chan works really hard!
context: yagate kuru kakoku mo\Even in the face of the oncoming grief\A friend in need is a friend indeed.\A true friend stays with you through thick and thin!\Did I sound kind of foreign just now?\Oh, you're still making English flashcards?\This is the tenth set!\Kuu-chan works really hard! response:	Her English grades just keep improving!
context: Even in the face of the oncoming grief\A friend in need is a friend indeed.\A true friend stays with you through thick and thin!\Did I sound kind of foreign just now?\Oh, you're still making English flashcards?\This is the tenth set!\Kuu-chan works really hard!\Her English grades just keep improving! response:	Wafu! Wafu!
context: A friend in need is a friend indeed.\A true friend stays with you through thick and thin!\Did I sound kind of foreign just now?\Oh, you're still making English flashcards?\This is the tenth set!\Kuu-chan works really hard!\Her English grades just keep improving!\Wafu! Wafu! response:	She's a dog.
context: A true friend stays with you through thick and thin!\Did I sound kind of foreign just now?\Oh, you're still making English flashcards?\This is the tenth set!\Kuu-chan works really hard!\Her English grades just keep improving!\Wafu! Wafu!\She's a dog. response:	Strelka! Belka!
context: Did I sound kind of foreign just now?\Oh, you're still making English flashcards?\This is the tenth set!\Kuu-chan works really hard!\Her English grades just keep improving!\Wafu! Wafu!\She's a dog.\Strelka! Belka! response:	Wafu!
context: Oh, you're still making English flashcards?\This is the tenth set!\Kuu-chan works really hard!\Her English grades just keep improving!\Wafu! Wafu!\She's a dog.\Strelka! Belka!\Wafu! response:	What're they doing?
context: This is the tenth set!\Kuu-chan works really hard!\Her English grades just keep improving!\Wafu! Wafu!\She's a dog.\Strelka! Belka!\Wafu!\What're they doing? response:	They love Mon Petit.
context: Kuu-chan works really hard!\Her English grades just keep improving!\Wafu! Wafu!\She's a dog.\Strelka! Belka!\Wafu!\What're they doing?\They love Mon Petit. response:	I gave them some as an experiment, and it looks like they like it.
context: Her English grades just keep improving!\Wafu! Wafu!\She's a dog.\Strelka! Belka!\Wafu!\What're they doing?\They love Mon Petit.\I gave them some as an experiment, and it looks like they like it. response:	I see.
context: Wafu! Wafu!\She's a dog.\Strelka! Belka!\Wafu!\What're they doing?\They love Mon Petit.\I gave them some as an experiment, and it looks like they like it.\I see. response:	They said, Thanks for the food! We love you, Rin-chan!
context: She's a dog.\Strelka! Belka!\Wafu!\What're they doing?\They love Mon Petit.\I gave them some as an experiment, and it looks like they like it.\I see.\They said, Thanks for the food! We love you, Rin-chan! response:	D-Did they really?
context: Strelka! Belka!\Wafu!\What're they doing?\They love Mon Petit.\I gave them some as an experiment, and it looks like they like it.\I see.\They said, Thanks for the food! We love you, Rin-chan!\D-Did they really? response:	I don't know how, but I understand what dogs are saying.
context: Wafu!\What're they doing?\They love Mon Petit.\I gave them some as an experiment, and it looks like they like it.\I see.\They said, Thanks for the food! We love you, Rin-chan!\D-Did they really?\I don't know how, but I understand what dogs are saying. response:	You like that, don't you, Strelka?
context: What're they doing?\They love Mon Petit.\I gave them some as an experiment, and it looks like they like it.\I see.\They said, Thanks for the food! We love you, Rin-chan!\D-Did they really?\I don't know how, but I understand what dogs are saying.\You like that, don't you, Strelka? response:	Strelka!
context: They love Mon Petit.\I gave them some as an experiment, and it looks like they like it.\I see.\They said, Thanks for the food! We love you, Rin-chan!\D-Did they really?\I don't know how, but I understand what dogs are saying.\You like that, don't you, Strelka?\Strelka! response:	Belka's paw soles, so-so-soles!
context: I gave them some as an experiment, and it looks like they like it.\I see.\They said, Thanks for the food! We love you, Rin-chan!\D-Did they really?\I don't know how, but I understand what dogs are saying.\You like that, don't you, Strelka?\Strelka!\Belka's paw soles, so-so-soles! response:	By the way, Kud,
context: I see.\They said, Thanks for the food! We love you, Rin-chan!\D-Did they really?\I don't know how, but I understand what dogs are saying.\You like that, don't you, Strelka?\Strelka!\Belka's paw soles, so-so-soles!\By the way, Kud, response:	what do Strelka and Belka mean?
context: They said, Thanks for the food! We love you, Rin-chan!\D-Did they really?\I don't know how, but I understand what dogs are saying.\You like that, don't you, Strelka?\Strelka!\Belka's paw soles, so-so-soles!\By the way, Kud,\what do Strelka and Belka mean? response:	In Russian, Strelka means little arrow.
context: D-Did they really?\I don't know how, but I understand what dogs are saying.\You like that, don't you, Strelka?\Strelka!\Belka's paw soles, so-so-soles!\By the way, Kud,\what do Strelka and Belka mean?\In Russian, Strelka means little arrow. response:	Belka means white.
context: I don't know how, but I understand what dogs are saying.\You like that, don't you, Strelka?\Strelka!\Belka's paw soles, so-so-soles!\By the way, Kud,\what do Strelka and Belka mean?\In Russian, Strelka means little arrow.\Belka means white. response:	Little arrow?
context: You like that, don't you, Strelka?\Strelka!\Belka's paw soles, so-so-soles!\By the way, Kud,\what do Strelka and Belka mean?\In Russian, Strelka means little arrow.\Belka means white.\Little arrow? response:	White?
context: Strelka!\Belka's paw soles, so-so-soles!\By the way, Kud,\what do Strelka and Belka mean?\In Russian, Strelka means little arrow.\Belka means white.\Little arrow?\White? response:	In Russia, sometimes we give names that mean the opposite of what you intend.
context: Belka's paw soles, so-so-soles!\By the way, Kud,\what do Strelka and Belka mean?\In Russian, Strelka means little arrow.\Belka means white.\Little arrow?\White?\In Russia, sometimes we give names that mean the opposite of what you intend. response:	A long time ago, 13 dogs went to space on Soviet rockets.
context: By the way, Kud,\what do Strelka and Belka mean?\In Russian, Strelka means little arrow.\Belka means white.\Little arrow?\White?\In Russia, sometimes we give names that mean the opposite of what you intend.\A long time ago, 13 dogs went to space on Soviet rockets. response:	Strelka and Belka were the names of two of those dogs.
context: what do Strelka and Belka mean?\In Russian, Strelka means little arrow.\Belka means white.\Little arrow?\White?\In Russia, sometimes we give names that mean the opposite of what you intend.\A long time ago, 13 dogs went to space on Soviet rockets.\Strelka and Belka were the names of two of those dogs. response:	They sent 13 dogs to space?
context: In Russian, Strelka means little arrow.\Belka means white.\Little arrow?\White?\In Russia, sometimes we give names that mean the opposite of what you intend.\A long time ago, 13 dogs went to space on Soviet rockets.\Strelka and Belka were the names of two of those dogs.\They sent 13 dogs to space? response:	Actually, Kudryavka comes from that too.
context: Belka means white.\Little arrow?\White?\In Russia, sometimes we give names that mean the opposite of what you intend.\A long time ago, 13 dogs went to space on Soviet rockets.\Strelka and Belka were the names of two of those dogs.\They sent 13 dogs to space?\Actually, Kudryavka comes from that too. response:	In 1957, Laika, also known as Kudryavka, lifted off into space aboard the Sputnik 2.
context: Little arrow?\White?\In Russia, sometimes we give names that mean the opposite of what you intend.\A long time ago, 13 dogs went to space on Soviet rockets.\Strelka and Belka were the names of two of those dogs.\They sent 13 dogs to space?\Actually, Kudryavka comes from that too.\In 1957, Laika, also known as Kudryavka, lifted off into space aboard the Sputnik 2. response:	She was a little female, exiting the stratosphere even before humans did.
context: White?\In Russia, sometimes we give names that mean the opposite of what you intend.\A long time ago, 13 dogs went to space on Soviet rockets.\Strelka and Belka were the names of two of those dogs.\They sent 13 dogs to space?\Actually, Kudryavka comes from that too.\In 1957, Laika, also known as Kudryavka, lifted off into space aboard the Sputnik 2.\She was a little female, exiting the stratosphere even before humans did. response:	Oh, really?
context: In Russia, sometimes we give names that mean the opposite of what you intend.\A long time ago, 13 dogs went to space on Soviet rockets.\Strelka and Belka were the names of two of those dogs.\They sent 13 dogs to space?\Actually, Kudryavka comes from that too.\In 1957, Laika, also known as Kudryavka, lifted off into space aboard the Sputnik 2.\She was a little female, exiting the stratosphere even before humans did.\Oh, really? response:	So Kudryavka was the name of a dog in space?
context: A long time ago, 13 dogs went to space on Soviet rockets.\Strelka and Belka were the names of two of those dogs.\They sent 13 dogs to space?\Actually, Kudryavka comes from that too.\In 1957, Laika, also known as Kudryavka, lifted off into space aboard the Sputnik 2.\She was a little female, exiting the stratosphere even before humans did.\Oh, really?\So Kudryavka was the name of a dog in space? response:	I guess that means Kud-o's ancestors were dogs!
context: Strelka and Belka were the names of two of those dogs.\They sent 13 dogs to space?\Actually, Kudryavka comes from that too.\In 1957, Laika, also known as Kudryavka, lifted off into space aboard the Sputnik 2.\She was a little female, exiting the stratosphere even before humans did.\Oh, really?\So Kudryavka was the name of a dog in space?\I guess that means Kud-o's ancestors were dogs! response:	I don't think so...
context: They sent 13 dogs to space?\Actually, Kudryavka comes from that too.\In 1957, Laika, also known as Kudryavka, lifted off into space aboard the Sputnik 2.\She was a little female, exiting the stratosphere even before humans did.\Oh, really?\So Kudryavka was the name of a dog in space?\I guess that means Kud-o's ancestors were dogs!\I don't think so... response:	Wafu!
context: Actually, Kudryavka comes from that too.\In 1957, Laika, also known as Kudryavka, lifted off into space aboard the Sputnik 2.\She was a little female, exiting the stratosphere even before humans did.\Oh, really?\So Kudryavka was the name of a dog in space?\I guess that means Kud-o's ancestors were dogs!\I don't think so...\Wafu! response:	That tickles!
context: In 1957, Laika, also known as Kudryavka, lifted off into space aboard the Sputnik 2.\She was a little female, exiting the stratosphere even before humans did.\Oh, really?\So Kudryavka was the name of a dog in space?\I guess that means Kud-o's ancestors were dogs!\I don't think so...\Wafu!\That tickles! response:	A dog that exited the stratosphere.
context: She was a little female, exiting the stratosphere even before humans did.\Oh, really?\So Kudryavka was the name of a dog in space?\I guess that means Kud-o's ancestors were dogs!\I don't think so...\Wafu!\That tickles!\A dog that exited the stratosphere. response:	For some reason, I thought it really suited Kud.
context: Oh, really?\So Kudryavka was the name of a dog in space?\I guess that means Kud-o's ancestors were dogs!\I don't think so...\Wafu!\That tickles!\A dog that exited the stratosphere.\For some reason, I thought it really suited Kud. response:	My muscles are crampin' here.
context: So Kudryavka was the name of a dog in space?\I guess that means Kud-o's ancestors were dogs!\I don't think so...\Wafu!\That tickles!\A dog that exited the stratosphere.\For some reason, I thought it really suited Kud.\My muscles are crampin' here. response:	A dog that reached space before humans did, Kudryavka.
context: I guess that means Kud-o's ancestors were dogs!\I don't think so...\Wafu!\That tickles!\A dog that exited the stratosphere.\For some reason, I thought it really suited Kud.\My muscles are crampin' here.\A dog that reached space before humans did, Kudryavka. response:	I wonder what Kud's parents had in mind when they named her that.
context: I don't think so...\Wafu!\That tickles!\A dog that exited the stratosphere.\For some reason, I thought it really suited Kud.\My muscles are crampin' here.\A dog that reached space before humans did, Kudryavka.\I wonder what Kud's parents had in mind when they named her that. response:	I'm sure it's because...
context: Wafu!\That tickles!\A dog that exited the stratosphere.\For some reason, I thought it really suited Kud.\My muscles are crampin' here.\A dog that reached space before humans did, Kudryavka.\I wonder what Kud's parents had in mind when they named her that.\I'm sure it's because... response:	they saw the stars in their baby's bright blue eyes.
context: That tickles!\A dog that exited the stratosphere.\For some reason, I thought it really suited Kud.\My muscles are crampin' here.\A dog that reached space before humans did, Kudryavka.\I wonder what Kud's parents had in mind when they named her that.\I'm sure it's because...\they saw the stars in their baby's bright blue eyes. response:	Akruks, Bekuruks, Gakruks, Dekruks.
context: A dog that exited the stratosphere.\For some reason, I thought it really suited Kud.\My muscles are crampin' here.\A dog that reached space before humans did, Kudryavka.\I wonder what Kud's parents had in mind when they named her that.\I'm sure it's because...\they saw the stars in their baby's bright blue eyes.\Akruks, Bekuruks, Gakruks, Dekruks. response:	W-Wafu?!
context: For some reason, I thought it really suited Kud.\My muscles are crampin' here.\A dog that reached space before humans did, Kudryavka.\I wonder what Kud's parents had in mind when they named her that.\I'm sure it's because...\they saw the stars in their baby's bright blue eyes.\Akruks, Bekuruks, Gakruks, Dekruks.\W-Wafu?! response:	You caught me.
context: My muscles are crampin' here.\A dog that reached space before humans did, Kudryavka.\I wonder what Kud's parents had in mind when they named her that.\I'm sure it's because...\they saw the stars in their baby's bright blue eyes.\Akruks, Bekuruks, Gakruks, Dekruks.\W-Wafu?!\You caught me. response:	Well...
context: A dog that reached space before humans did, Kudryavka.\I wonder what Kud's parents had in mind when they named her that.\I'm sure it's because...\they saw the stars in their baby's bright blue eyes.\Akruks, Bekuruks, Gakruks, Dekruks.\W-Wafu?!\You caught me.\Well... response:	I just happened to pass by.
context: I wonder what Kud's parents had in mind when they named her that.\I'm sure it's because...\they saw the stars in their baby's bright blue eyes.\Akruks, Bekuruks, Gakruks, Dekruks.\W-Wafu?!\You caught me.\Well...\I just happened to pass by. response:	What are you doing?
context: I'm sure it's because...\they saw the stars in their baby's bright blue eyes.\Akruks, Bekuruks, Gakruks, Dekruks.\W-Wafu?!\You caught me.\Well...\I just happened to pass by.\What are you doing? response:	In my home country of Tevua, we celebrate the Festival of the Stars tonight.
context: they saw the stars in their baby's bright blue eyes.\Akruks, Bekuruks, Gakruks, Dekruks.\W-Wafu?!\You caught me.\Well...\I just happened to pass by.\What are you doing?\In my home country of Tevua, we celebrate the Festival of the Stars tonight. response:	Everyone makes a wish and performs a ceremony.
context: Akruks, Bekuruks, Gakruks, Dekruks.\W-Wafu?!\You caught me.\Well...\I just happened to pass by.\What are you doing?\In my home country of Tevua, we celebrate the Festival of the Stars tonight.\Everyone makes a wish and performs a ceremony. response:	A ceremony?
context: W-Wafu?!\You caught me.\Well...\I just happened to pass by.\What are you doing?\In my home country of Tevua, we celebrate the Festival of the Stars tonight.\Everyone makes a wish and performs a ceremony.\A ceremony? response:	Oh!
context: You caught me.\Well...\I just happened to pass by.\What are you doing?\In my home country of Tevua, we celebrate the Festival of the Stars tonight.\Everyone makes a wish and performs a ceremony.\A ceremony?\Oh! response:	Would you mind helping me with it?
context: Well...\I just happened to pass by.\What are you doing?\In my home country of Tevua, we celebrate the Festival of the Stars tonight.\Everyone makes a wish and performs a ceremony.\A ceremony?\Oh!\Would you mind helping me with it? response:	Our meeting here must've been fate!
context: I just happened to pass by.\What are you doing?\In my home country of Tevua, we celebrate the Festival of the Stars tonight.\Everyone makes a wish and performs a ceremony.\A ceremony?\Oh!\Would you mind helping me with it?\Our meeting here must've been fate! response:	There's a better chance of it working with two people.
