context: Episode 8 The Pocket Watch response:	Good morning.
context: A wife has many important duties.\She must organize dinners, balls and tea parties.\She has to converse appropriately, display the correct manners.\She must be educated, and speak the Queen's English.\Can a mere maid accomplish all this?\You told me once yourself, father. A gentleman is bred, not born.\Through its nature and training, a horse can become a champion.\However, a cat cannot become a horse. Some things can't be changed. response:	If you insist on going through with this, then you'll be banishing yourself from your class.
context: She must organize dinners, balls and tea parties.\She has to converse appropriately, display the correct manners.\She must be educated, and speak the Queen's English.\Can a mere maid accomplish all this?\You told me once yourself, father. A gentleman is bred, not born.\Through its nature and training, a horse can become a champion.\However, a cat cannot become a horse. Some things can't be changed.\If you insist on going through with this, then you'll be banishing yourself from your class. response:	You have brothers and sisters, Stevens, and over 1 00 servants that you're responsible for.
context: She has to converse appropriately, display the correct manners.\She must be educated, and speak the Queen's English.\Can a mere maid accomplish all this?\You told me once yourself, father. A gentleman is bred, not born.\Through its nature and training, a horse can become a champion.\However, a cat cannot become a horse. Some things can't be changed.\If you insist on going through with this, then you'll be banishing yourself from your class.\You have brothers and sisters, Stevens, and over 1 00 servants that you're responsible for. response:	There's also the history that your predecessors in the family have created.
context: She must be educated, and speak the Queen's English.\Can a mere maid accomplish all this?\You told me once yourself, father. A gentleman is bred, not born.\Through its nature and training, a horse can become a champion.\However, a cat cannot become a horse. Some things can't be changed.\If you insist on going through with this, then you'll be banishing yourself from your class.\You have brothers and sisters, Stevens, and over 1 00 servants that you're responsible for.\There's also the history that your predecessors in the family have created. response:	Have you not considered these things?
context: Can a mere maid accomplish all this?\You told me once yourself, father. A gentleman is bred, not born.\Through its nature and training, a horse can become a champion.\However, a cat cannot become a horse. Some things can't be changed.\If you insist on going through with this, then you'll be banishing yourself from your class.\You have brothers and sisters, Stevens, and over 1 00 servants that you're responsible for.\There's also the history that your predecessors in the family have created.\Have you not considered these things? response:	Are you prepared to shun your responsibilities to satisfy your own desires?
context: You told me once yourself, father. A gentleman is bred, not born.\Through its nature and training, a horse can become a champion.\However, a cat cannot become a horse. Some things can't be changed.\If you insist on going through with this, then you'll be banishing yourself from your class.\You have brothers and sisters, Stevens, and over 1 00 servants that you're responsible for.\There's also the history that your predecessors in the family have created.\Have you not considered these things?\Are you prepared to shun your responsibilities to satisfy your own desires? response:	Is that the kind of man you are?
context: Through its nature and training, a horse can become a champion.\However, a cat cannot become a horse. Some things can't be changed.\If you insist on going through with this, then you'll be banishing yourself from your class.\You have brothers and sisters, Stevens, and over 1 00 servants that you're responsible for.\There's also the history that your predecessors in the family have created.\Have you not considered these things?\Are you prepared to shun your responsibilities to satisfy your own desires?\Is that the kind of man you are? response:	Don't think that you can graft a reed to an elm tree.
context: However, a cat cannot become a horse. Some things can't be changed.\If you insist on going through with this, then you'll be banishing yourself from your class.\You have brothers and sisters, Stevens, and over 1 00 servants that you're responsible for.\There's also the history that your predecessors in the family have created.\Have you not considered these things?\Are you prepared to shun your responsibilities to satisfy your own desires?\Is that the kind of man you are?\Don't think that you can graft a reed to an elm tree. response:	Elms grow on hills, reeds live by the water. This is the natural order of things.
context: If you insist on going through with this, then you'll be banishing yourself from your class.\You have brothers and sisters, Stevens, and over 1 00 servants that you're responsible for.\There's also the history that your predecessors in the family have created.\Have you not considered these things?\Are you prepared to shun your responsibilities to satisfy your own desires?\Is that the kind of man you are?\Don't think that you can graft a reed to an elm tree.\Elms grow on hills, reeds live by the water. This is the natural order of things. response:	Freedom and disorder should not be confused. Don't forget that!
context: You have brothers and sisters, Stevens, and over 1 00 servants that you're responsible for.\There's also the history that your predecessors in the family have created.\Have you not considered these things?\Are you prepared to shun your responsibilities to satisfy your own desires?\Is that the kind of man you are?\Don't think that you can graft a reed to an elm tree.\Elms grow on hills, reeds live by the water. This is the natural order of things.\Freedom and disorder should not be confused. Don't forget that! response:	You might feel better if I wipe you down.
context: There's also the history that your predecessors in the family have created.\Have you not considered these things?\Are you prepared to shun your responsibilities to satisfy your own desires?\Is that the kind of man you are?\Don't think that you can graft a reed to an elm tree.\Elms grow on hills, reeds live by the water. This is the natural order of things.\Freedom and disorder should not be confused. Don't forget that!\You might feel better if I wipe you down. response:	I thought I'd gotten better... It seems I overdid it.
context: Have you not considered these things?\Are you prepared to shun your responsibilities to satisfy your own desires?\Is that the kind of man you are?\Don't think that you can graft a reed to an elm tree.\Elms grow on hills, reeds live by the water. This is the natural order of things.\Freedom and disorder should not be confused. Don't forget that!\You might feel better if I wipe you down.\I thought I'd gotten better... It seems I overdid it. response:	Your stick has been adjusted.
context: Are you prepared to shun your responsibilities to satisfy your own desires?\Is that the kind of man you are?\Don't think that you can graft a reed to an elm tree.\Elms grow on hills, reeds live by the water. This is the natural order of things.\Freedom and disorder should not be confused. Don't forget that!\You might feel better if I wipe you down.\I thought I'd gotten better... It seems I overdid it.\Your stick has been adjusted. response:	You seem sad.
context: Is that the kind of man you are?\Don't think that you can graft a reed to an elm tree.\Elms grow on hills, reeds live by the water. This is the natural order of things.\Freedom and disorder should not be confused. Don't forget that!\You might feel better if I wipe you down.\I thought I'd gotten better... It seems I overdid it.\Your stick has been adjusted.\You seem sad. response:	And you seemed so happy up until recently...
context: Don't think that you can graft a reed to an elm tree.\Elms grow on hills, reeds live by the water. This is the natural order of things.\Freedom and disorder should not be confused. Don't forget that!\You might feel better if I wipe you down.\I thought I'd gotten better... It seems I overdid it.\Your stick has been adjusted.\You seem sad.\And you seemed so happy up until recently... response:	Young people do have their ups and downs.
context: Elms grow on hills, reeds live by the water. This is the natural order of things.\Freedom and disorder should not be confused. Don't forget that!\You might feel better if I wipe you down.\I thought I'd gotten better... It seems I overdid it.\Your stick has been adjusted.\You seem sad.\And you seemed so happy up until recently...\Young people do have their ups and downs. response:	Mr. Jones... wrote me to say that he would talk to his father.
context: Freedom and disorder should not be confused. Don't forget that!\You might feel better if I wipe you down.\I thought I'd gotten better... It seems I overdid it.\Your stick has been adjusted.\You seem sad.\And you seemed so happy up until recently...\Young people do have their ups and downs.\Mr. Jones... wrote me to say that he would talk to his father. response:	I see...
context: You might feel better if I wipe you down.\I thought I'd gotten better... It seems I overdid it.\Your stick has been adjusted.\You seem sad.\And you seemed so happy up until recently...\Young people do have their ups and downs.\Mr. Jones... wrote me to say that he would talk to his father.\I see... response:	He says that he will make his father understand...
context: I thought I'd gotten better... It seems I overdid it.\Your stick has been adjusted.\You seem sad.\And you seemed so happy up until recently...\Young people do have their ups and downs.\Mr. Jones... wrote me to say that he would talk to his father.\I see...\He says that he will make his father understand... response:	But... I know that's impossible.
context: Your stick has been adjusted.\You seem sad.\And you seemed so happy up until recently...\Young people do have their ups and downs.\Mr. Jones... wrote me to say that he would talk to his father.\I see...\He says that he will make his father understand...\But... I know that's impossible. response:	The more realistically I think about it...
context: You seem sad.\And you seemed so happy up until recently...\Young people do have their ups and downs.\Mr. Jones... wrote me to say that he would talk to his father.\I see...\He says that he will make his father understand...\But... I know that's impossible.\The more realistically I think about it... response:	Don't fret. You'll be just fine.
context: And you seemed so happy up until recently...\Young people do have their ups and downs.\Mr. Jones... wrote me to say that he would talk to his father.\I see...\He says that he will make his father understand...\But... I know that's impossible.\The more realistically I think about it...\Don't fret. You'll be just fine. response:	Master William...
context: Young people do have their ups and downs.\Mr. Jones... wrote me to say that he would talk to his father.\I see...\He says that he will make his father understand...\But... I know that's impossible.\The more realistically I think about it...\Don't fret. You'll be just fine.\Master William... response:	I wonder what's wrong?
context: Mr. Jones... wrote me to say that he would talk to his father.\I see...\He says that he will make his father understand...\But... I know that's impossible.\The more realistically I think about it...\Don't fret. You'll be just fine.\Master William...\I wonder what's wrong? response:	Are you really going to sleep there?
context: I see...\He says that he will make his father understand...\But... I know that's impossible.\The more realistically I think about it...\Don't fret. You'll be just fine.\Master William...\I wonder what's wrong?\Are you really going to sleep there? response:	Yes. It's more convenient.
context: He says that he will make his father understand...\But... I know that's impossible.\The more realistically I think about it...\Don't fret. You'll be just fine.\Master William...\I wonder what's wrong?\Are you really going to sleep there?\Yes. It's more convenient. response:	I'll turn the light out.
context: But... I know that's impossible.\The more realistically I think about it...\Don't fret. You'll be just fine.\Master William...\I wonder what's wrong?\Are you really going to sleep there?\Yes. It's more convenient.\I'll turn the light out. response:	I really am getting old...
context: The more realistically I think about it...\Don't fret. You'll be just fine.\Master William...\I wonder what's wrong?\Are you really going to sleep there?\Yes. It's more convenient.\I'll turn the light out.\I really am getting old... response:	Just talking to myself.
context: Don't fret. You'll be just fine.\Master William...\I wonder what's wrong?\Are you really going to sleep there?\Yes. It's more convenient.\I'll turn the light out.\I really am getting old...\Just talking to myself. response:	Good night, ma'am.
context: Master William...\I wonder what's wrong?\Are you really going to sleep there?\Yes. It's more convenient.\I'll turn the light out.\I really am getting old...\Just talking to myself.\Good night, ma'am. response:	Good night, Emma.
context: I wonder what's wrong?\Are you really going to sleep there?\Yes. It's more convenient.\I'll turn the light out.\I really am getting old...\Just talking to myself.\Good night, ma'am.\Good night, Emma. response:	Do you have an appetite?
context: Are you really going to sleep there?\Yes. It's more convenient.\I'll turn the light out.\I really am getting old...\Just talking to myself.\Good night, ma'am.\Good night, Emma.\Do you have an appetite? response:	Not really...
context: Yes. It's more convenient.\I'll turn the light out.\I really am getting old...\Just talking to myself.\Good night, ma'am.\Good night, Emma.\Do you have an appetite?\Not really... response:	You should really try and eat a little bit of what you fancy. Don't skip meals entirely.
context: I'll turn the light out.\I really am getting old...\Just talking to myself.\Good night, ma'am.\Good night, Emma.\Do you have an appetite?\Not really...\You should really try and eat a little bit of what you fancy. Don't skip meals entirely. response:	How is the mistress?
context: I really am getting old...\Just talking to myself.\Good night, ma'am.\Good night, Emma.\Do you have an appetite?\Not really...\You should really try and eat a little bit of what you fancy. Don't skip meals entirely.\How is the mistress? response:	Well, nothing to be done about her age...
context: Just talking to myself.\Good night, ma'am.\Good night, Emma.\Do you have an appetite?\Not really...\You should really try and eat a little bit of what you fancy. Don't skip meals entirely.\How is the mistress?\Well, nothing to be done about her age... response:	Please, take care of her.
context: Good night, ma'am.\Good night, Emma.\Do you have an appetite?\Not really...\You should really try and eat a little bit of what you fancy. Don't skip meals entirely.\How is the mistress?\Well, nothing to be done about her age...\Please, take care of her. response:	Thank you.
context: Good night, Emma.\Do you have an appetite?\Not really...\You should really try and eat a little bit of what you fancy. Don't skip meals entirely.\How is the mistress?\Well, nothing to be done about her age...\Please, take care of her.\Thank you. response:	I'm sorry...
context: Do you have an appetite?\Not really...\You should really try and eat a little bit of what you fancy. Don't skip meals entirely.\How is the mistress?\Well, nothing to be done about her age...\Please, take care of her.\Thank you.\I'm sorry... response:	Not at all.
context: Not really...\You should really try and eat a little bit of what you fancy. Don't skip meals entirely.\How is the mistress?\Well, nothing to be done about her age...\Please, take care of her.\Thank you.\I'm sorry...\Not at all. response:	How about a bit of fruit?
context: You should really try and eat a little bit of what you fancy. Don't skip meals entirely.\How is the mistress?\Well, nothing to be done about her age...\Please, take care of her.\Thank you.\I'm sorry...\Not at all.\How about a bit of fruit? response:	I really don't have an appetite.
context: How is the mistress?\Well, nothing to be done about her age...\Please, take care of her.\Thank you.\I'm sorry...\Not at all.\How about a bit of fruit?\I really don't have an appetite. response:	Is Al here?
context: Well, nothing to be done about her age...\Please, take care of her.\Thank you.\I'm sorry...\Not at all.\How about a bit of fruit?\I really don't have an appetite.\Is Al here? response:	Yes.
context: Please, take care of her.\Thank you.\I'm sorry...\Not at all.\How about a bit of fruit?\I really don't have an appetite.\Is Al here?\Yes. response:	Can you tell him to come and see me?
context: Thank you.\I'm sorry...\Not at all.\How about a bit of fruit?\I really don't have an appetite.\Is Al here?\Yes.\Can you tell him to come and see me? response:	He comes here every day, but he never bothers to climb the stairs to see me.
context: I'm sorry...\Not at all.\How about a bit of fruit?\I really don't have an appetite.\Is Al here?\Yes.\Can you tell him to come and see me?\He comes here every day, but he never bothers to climb the stairs to see me. response:	Yes, ma'am.
context: Not at all.\How about a bit of fruit?\I really don't have an appetite.\Is Al here?\Yes.\Can you tell him to come and see me?\He comes here every day, but he never bothers to climb the stairs to see me.\Yes, ma'am. response:	Um... The mistress would like to speak with you.
context: How about a bit of fruit?\I really don't have an appetite.\Is Al here?\Yes.\Can you tell him to come and see me?\He comes here every day, but he never bothers to climb the stairs to see me.\Yes, ma'am.\Um... The mistress would like to speak with you. response:	Mr. Al?
context: I really don't have an appetite.\Is Al here?\Yes.\Can you tell him to come and see me?\He comes here every day, but he never bothers to climb the stairs to see me.\Yes, ma'am.\Um... The mistress would like to speak with you.\Mr. Al? response:	Huh?
context: Is Al here?\Yes.\Can you tell him to come and see me?\He comes here every day, but he never bothers to climb the stairs to see me.\Yes, ma'am.\Um... The mistress would like to speak with you.\Mr. Al?\Huh? response:	Is something wrong?
context: Yes.\Can you tell him to come and see me?\He comes here every day, but he never bothers to climb the stairs to see me.\Yes, ma'am.\Um... The mistress would like to speak with you.\Mr. Al?\Huh?\Is something wrong? response:	No... I was just thinking of planting some roses.
context: Can you tell him to come and see me?\He comes here every day, but he never bothers to climb the stairs to see me.\Yes, ma'am.\Um... The mistress would like to speak with you.\Mr. Al?\Huh?\Is something wrong?\No... I was just thinking of planting some roses. response:	Roses?
context: He comes here every day, but he never bothers to climb the stairs to see me.\Yes, ma'am.\Um... The mistress would like to speak with you.\Mr. Al?\Huh?\Is something wrong?\No... I was just thinking of planting some roses.\Roses? response:	Yes. I could order the bushes from a friend of mine.
context: Yes, ma'am.\Um... The mistress would like to speak with you.\Mr. Al?\Huh?\Is something wrong?\No... I was just thinking of planting some roses.\Roses?\Yes. I could order the bushes from a friend of mine. response:	He owes me a few favors.
context: Um... The mistress would like to speak with you.\Mr. Al?\Huh?\Is something wrong?\No... I was just thinking of planting some roses.\Roses?\Yes. I could order the bushes from a friend of mine.\He owes me a few favors. response:	That... would be lovely...
context: Mr. Al?\Huh?\Is something wrong?\No... I was just thinking of planting some roses.\Roses?\Yes. I could order the bushes from a friend of mine.\He owes me a few favors.\That... would be lovely... response:	We could have afternoon tea when the flowers are in bloom.
context: Huh?\Is something wrong?\No... I was just thinking of planting some roses.\Roses?\Yes. I could order the bushes from a friend of mine.\He owes me a few favors.\That... would be lovely...\We could have afternoon tea when the flowers are in bloom. response:	What did you want to talk to me about?
context: Is something wrong?\No... I was just thinking of planting some roses.\Roses?\Yes. I could order the bushes from a friend of mine.\He owes me a few favors.\That... would be lovely...\We could have afternoon tea when the flowers are in bloom.\What did you want to talk to me about? response:	I have a favor to ask.
context: No... I was just thinking of planting some roses.\Roses?\Yes. I could order the bushes from a friend of mine.\He owes me a few favors.\That... would be lovely...\We could have afternoon tea when the flowers are in bloom.\What did you want to talk to me about?\I have a favor to ask. response:	I don't know if I can be of help, but I'm all ears.
context: Roses?\Yes. I could order the bushes from a friend of mine.\He owes me a few favors.\That... would be lovely...\We could have afternoon tea when the flowers are in bloom.\What did you want to talk to me about?\I have a favor to ask.\I don't know if I can be of help, but I'm all ears. response:	It's about Emma.
context: Yes. I could order the bushes from a friend of mine.\He owes me a few favors.\That... would be lovely...\We could have afternoon tea when the flowers are in bloom.\What did you want to talk to me about?\I have a favor to ask.\I don't know if I can be of help, but I'm all ears.\It's about Emma. response:	A gentry and a maid. There's no way they could be happy.
context: He owes me a few favors.\That... would be lovely...\We could have afternoon tea when the flowers are in bloom.\What did you want to talk to me about?\I have a favor to ask.\I don't know if I can be of help, but I'm all ears.\It's about Emma.\A gentry and a maid. There's no way they could be happy. response:	You shouldn't give her false hope.
context: That... would be lovely...\We could have afternoon tea when the flowers are in bloom.\What did you want to talk to me about?\I have a favor to ask.\I don't know if I can be of help, but I'm all ears.\It's about Emma.\A gentry and a maid. There's no way they could be happy.\You shouldn't give her false hope. response:	That's true... everything is so complicated...
context: We could have afternoon tea when the flowers are in bloom.\What did you want to talk to me about?\I have a favor to ask.\I don't know if I can be of help, but I'm all ears.\It's about Emma.\A gentry and a maid. There's no way they could be happy.\You shouldn't give her false hope.\That's true... everything is so complicated... response:	But, Emma is in love with him.
context: What did you want to talk to me about?\I have a favor to ask.\I don't know if I can be of help, but I'm all ears.\It's about Emma.\A gentry and a maid. There's no way they could be happy.\You shouldn't give her false hope.\That's true... everything is so complicated...\But, Emma is in love with him. response:	Our Emma...
context: I have a favor to ask.\I don't know if I can be of help, but I'm all ears.\It's about Emma.\A gentry and a maid. There's no way they could be happy.\You shouldn't give her false hope.\That's true... everything is so complicated...\But, Emma is in love with him.\Our Emma... response:	She's never felt this way before. She may never feel this way again...
context: I don't know if I can be of help, but I'm all ears.\It's about Emma.\A gentry and a maid. There's no way they could be happy.\You shouldn't give her false hope.\That's true... everything is so complicated...\But, Emma is in love with him.\Our Emma...\She's never felt this way before. She may never feel this way again... response:	I sympathize with Mr. Jones, but I want to help them.
context: It's about Emma.\A gentry and a maid. There's no way they could be happy.\You shouldn't give her false hope.\That's true... everything is so complicated...\But, Emma is in love with him.\Our Emma...\She's never felt this way before. She may never feel this way again...\I sympathize with Mr. Jones, but I want to help them. response:	What can I do?
context: A gentry and a maid. There's no way they could be happy.\You shouldn't give her false hope.\That's true... everything is so complicated...\But, Emma is in love with him.\Our Emma...\She's never felt this way before. She may never feel this way again...\I sympathize with Mr. Jones, but I want to help them.\What can I do? response:	Look after her...
context: You shouldn't give her false hope.\That's true... everything is so complicated...\But, Emma is in love with him.\Our Emma...\She's never felt this way before. She may never feel this way again...\I sympathize with Mr. Jones, but I want to help them.\What can I do?\Look after her... response:	Look after Emma for me.
context: That's true... everything is so complicated...\But, Emma is in love with him.\Our Emma...\She's never felt this way before. She may never feel this way again...\I sympathize with Mr. Jones, but I want to help them.\What can I do?\Look after her...\Look after Emma for me. response:	The pocket watch has been mended, so I was asked to deliver it here.
context: But, Emma is in love with him.\Our Emma...\She's never felt this way before. She may never feel this way again...\I sympathize with Mr. Jones, but I want to help them.\What can I do?\Look after her...\Look after Emma for me.\The pocket watch has been mended, so I was asked to deliver it here. response:	Thank you.
context: Our Emma...\She's never felt this way before. She may never feel this way again...\I sympathize with Mr. Jones, but I want to help them.\What can I do?\Look after her...\Look after Emma for me.\The pocket watch has been mended, so I was asked to deliver it here.\Thank you. response:	Is it the right one?
context: She's never felt this way before. She may never feel this way again...\I sympathize with Mr. Jones, but I want to help them.\What can I do?\Look after her...\Look after Emma for me.\The pocket watch has been mended, so I was asked to deliver it here.\Thank you.\Is it the right one? response:	Indeed it is.
context: I sympathize with Mr. Jones, but I want to help them.\What can I do?\Look after her...\Look after Emma for me.\The pocket watch has been mended, so I was asked to deliver it here.\Thank you.\Is it the right one?\Indeed it is. response:	Good day!
context: What can I do?\Look after her...\Look after Emma for me.\The pocket watch has been mended, so I was asked to deliver it here.\Thank you.\Is it the right one?\Indeed it is.\Good day! response:	I'll get the doctor!
context: Look after her...\Look after Emma for me.\The pocket watch has been mended, so I was asked to deliver it here.\Thank you.\Is it the right one?\Indeed it is.\Good day!\I'll get the doctor! response:	What...?
context: Look after Emma for me.\The pocket watch has been mended, so I was asked to deliver it here.\Thank you.\Is it the right one?\Indeed it is.\Good day!\I'll get the doctor!\What...? response:	Ma'am...
context: The pocket watch has been mended, so I was asked to deliver it here.\Thank you.\Is it the right one?\Indeed it is.\Good day!\I'll get the doctor!\What...?\Ma'am... response:	Ma'am...?
context: Thank you.\Is it the right one?\Indeed it is.\Good day!\I'll get the doctor!\What...?\Ma'am...\Ma'am...? response:	Ma'am...
context: Is it the right one?\Indeed it is.\Good day!\I'll get the doctor!\What...?\Ma'am...\Ma'am...?\Ma'am... response:	Your pocket watch has been fixed...
context: Indeed it is.\Good day!\I'll get the doctor!\What...?\Ma'am...\Ma'am...?\Ma'am...\Your pocket watch has been fixed... response:	Ma'am!
context: Good day!\I'll get the doctor!\What...?\Ma'am...\Ma'am...?\Ma'am...\Your pocket watch has been fixed...\Ma'am! response:	Next Episode: Alone
