context: Daiku Power response:	eyecatch
context: You warned me too late, so I didn't!\Would you have studied If I warned you earlier?\I wouldn't!\If you get a failing grade, I'll kill you.\That's too radical!\This is super-ultra-great-delicious-wonderful bad.\Anyway, I've got no choice but to do it!\I have approximately ten hours left until school. response:	Luckily, tomorrow's tests are in English and Music!
context: Would you have studied If I warned you earlier?\I wouldn't!\If you get a failing grade, I'll kill you.\That's too radical!\This is super-ultra-great-delicious-wonderful bad.\Anyway, I've got no choice but to do it!\I have approximately ten hours left until school.\Luckily, tomorrow's tests are in English and Music! response:	That means I can focus on English.
context: I wouldn't!\If you get a failing grade, I'll kill you.\That's too radical!\This is super-ultra-great-delicious-wonderful bad.\Anyway, I've got no choice but to do it!\I have approximately ten hours left until school.\Luckily, tomorrow's tests are in English and Music!\That means I can focus on English. response:	What I need to do is say goodbye to the degenerate person I was up to now and concentrate.
context: If you get a failing grade, I'll kill you.\That's too radical!\This is super-ultra-great-delicious-wonderful bad.\Anyway, I've got no choice but to do it!\I have approximately ten hours left until school.\Luckily, tomorrow's tests are in English and Music!\That means I can focus on English.\What I need to do is say goodbye to the degenerate person I was up to now and concentrate. response:	So that I make it through today without regrets,
context: That's too radical!\This is super-ultra-great-delicious-wonderful bad.\Anyway, I've got no choice but to do it!\I have approximately ten hours left until school.\Luckily, tomorrow's tests are in English and Music!\That means I can focus on English.\What I need to do is say goodbye to the degenerate person I was up to now and concentrate.\So that I make it through today without regrets, response:	and make it through tomorrow laughing.
context: This is super-ultra-great-delicious-wonderful bad.\Anyway, I've got no choice but to do it!\I have approximately ten hours left until school.\Luckily, tomorrow's tests are in English and Music!\That means I can focus on English.\What I need to do is say goodbye to the degenerate person I was up to now and concentrate.\So that I make it through today without regrets,\and make it through tomorrow laughing. response:	Even if there were tears shed yesterday.
context: Anyway, I've got no choice but to do it!\I have approximately ten hours left until school.\Luckily, tomorrow's tests are in English and Music!\That means I can focus on English.\What I need to do is say goodbye to the degenerate person I was up to now and concentrate.\So that I make it through today without regrets,\and make it through tomorrow laughing.\Even if there were tears shed yesterday. response:	Even if I'm knocked flat many times.
context: I have approximately ten hours left until school.\Luckily, tomorrow's tests are in English and Music!\That means I can focus on English.\What I need to do is say goodbye to the degenerate person I was up to now and concentrate.\So that I make it through today without regrets,\and make it through tomorrow laughing.\Even if there were tears shed yesterday.\Even if I'm knocked flat many times. response:	I will not give up,
context: Luckily, tomorrow's tests are in English and Music!\That means I can focus on English.\What I need to do is say goodbye to the degenerate person I was up to now and concentrate.\So that I make it through today without regrets,\and make it through tomorrow laughing.\Even if there were tears shed yesterday.\Even if I'm knocked flat many times.\I will not give up, response:	because I always want to have a smile...
context: That means I can focus on English.\What I need to do is say goodbye to the degenerate person I was up to now and concentrate.\So that I make it through today without regrets,\and make it through tomorrow laughing.\Even if there were tears shed yesterday.\Even if I'm knocked flat many times.\I will not give up,\because I always want to have a smile... response:	Simply straight ahead, simply straight ahead,
context: What I need to do is say goodbye to the degenerate person I was up to now and concentrate.\So that I make it through today without regrets,\and make it through tomorrow laughing.\Even if there were tears shed yesterday.\Even if I'm knocked flat many times.\I will not give up,\because I always want to have a smile...\Simply straight ahead, simply straight ahead, response:	and break free from the chains.
context: So that I make it through today without regrets,\and make it through tomorrow laughing.\Even if there were tears shed yesterday.\Even if I'm knocked flat many times.\I will not give up,\because I always want to have a smile...\Simply straight ahead, simply straight ahead,\and break free from the chains. response:	By Yukko.
context: and make it through tomorrow laughing.\Even if there were tears shed yesterday.\Even if I'm knocked flat many times.\I will not give up,\because I always want to have a smile...\Simply straight ahead, simply straight ahead,\and break free from the chains.\By Yukko. response:	All right.
context: Even if there were tears shed yesterday.\Even if I'm knocked flat many times.\I will not give up,\because I always want to have a smile...\Simply straight ahead, simply straight ahead,\and break free from the chains.\By Yukko.\All right. response:	I'm finished...
context: Even if I'm knocked flat many times.\I will not give up,\because I always want to have a smile...\Simply straight ahead, simply straight ahead,\and break free from the chains.\By Yukko.\All right.\I'm finished... response:	Things you think are cool!
context: I will not give up,\because I always want to have a smile...\Simply straight ahead, simply straight ahead,\and break free from the chains.\By Yukko.\All right.\I'm finished...\Things you think are cool! response:	It's nothing special.
context: because I always want to have a smile...\Simply straight ahead, simply straight ahead,\and break free from the chains.\By Yukko.\All right.\I'm finished...\Things you think are cool!\It's nothing special. response:	A shop worker's embarrassed smile!
context: Simply straight ahead, simply straight ahead,\and break free from the chains.\By Yukko.\All right.\I'm finished...\Things you think are cool!\It's nothing special.\A shop worker's embarrassed smile! response:	I'll take a risk.
context: and break free from the chains.\By Yukko.\All right.\I'm finished...\Things you think are cool!\It's nothing special.\A shop worker's embarrassed smile!\I'll take a risk. response:	Since I don't know what will be on the English test,
context: By Yukko.\All right.\I'm finished...\Things you think are cool!\It's nothing special.\A shop worker's embarrassed smile!\I'll take a risk.\Since I don't know what will be on the English test, response:	I have no choice but to take a gamble!
context: All right.\I'm finished...\Things you think are cool!\It's nothing special.\A shop worker's embarrassed smile!\I'll take a risk.\Since I don't know what will be on the English test,\I have no choice but to take a gamble! response:	I will do this by studying only English vocabulary words!
context: I'm finished...\Things you think are cool!\It's nothing special.\A shop worker's embarrassed smile!\I'll take a risk.\Since I don't know what will be on the English test,\I have no choice but to take a gamble!\I will do this by studying only English vocabulary words! response:	Attempt: to try.
context: Things you think are cool!\It's nothing special.\A shop worker's embarrassed smile!\I'll take a risk.\Since I don't know what will be on the English test,\I have no choice but to take a gamble!\I will do this by studying only English vocabulary words!\Attempt: to try. response:	Love: my feelings have.
context: It's nothing special.\A shop worker's embarrassed smile!\I'll take a risk.\Since I don't know what will be on the English test,\I have no choice but to take a gamble!\I will do this by studying only English vocabulary words!\Attempt: to try.\Love: my feelings have. response:	Always: always been apart.
context: A shop worker's embarrassed smile!\I'll take a risk.\Since I don't know what will be on the English test,\I have no choice but to take a gamble!\I will do this by studying only English vocabulary words!\Attempt: to try.\Love: my feelings have.\Always: always been apart. response:	Confirmation: your love will.
context: I'll take a risk.\Since I don't know what will be on the English test,\I have no choice but to take a gamble!\I will do this by studying only English vocabulary words!\Attempt: to try.\Love: my feelings have.\Always: always been apart.\Confirmation: your love will. response:	Teleportation: leap through time.
context: Since I don't know what will be on the English test,\I have no choice but to take a gamble!\I will do this by studying only English vocabulary words!\Attempt: to try.\Love: my feelings have.\Always: always been apart.\Confirmation: your love will.\Teleportation: leap through time. response:	And so...
context: I have no choice but to take a gamble!\I will do this by studying only English vocabulary words!\Attempt: to try.\Love: my feelings have.\Always: always been apart.\Confirmation: your love will.\Teleportation: leap through time.\And so... response:	Cosmos: pass through the sky.
context: I will do this by studying only English vocabulary words!\Attempt: to try.\Love: my feelings have.\Always: always been apart.\Confirmation: your love will.\Teleportation: leap through time.\And so...\Cosmos: pass through the sky. response:	Midnight submarine: I want to be with you.
context: Attempt: to try.\Love: my feelings have.\Always: always been apart.\Confirmation: your love will.\Teleportation: leap through time.\And so...\Cosmos: pass through the sky.\Midnight submarine: I want to be with you. response:	Forever: for eternity.
context: Love: my feelings have.\Always: always been apart.\Confirmation: your love will.\Teleportation: leap through time.\And so...\Cosmos: pass through the sky.\Midnight submarine: I want to be with you.\Forever: for eternity. response:	Forever: with you.
context: Always: always been apart.\Confirmation: your love will.\Teleportation: leap through time.\And so...\Cosmos: pass through the sky.\Midnight submarine: I want to be with you.\Forever: for eternity.\Forever: with you. response:	Forever: always.
context: Confirmation: your love will.\Teleportation: leap through time.\And so...\Cosmos: pass through the sky.\Midnight submarine: I want to be with you.\Forever: for eternity.\Forever: with you.\Forever: always. response:	I'm finished...
context: Teleportation: leap through time.\And so...\Cosmos: pass through the sky.\Midnight submarine: I want to be with you.\Forever: for eternity.\Forever: with you.\Forever: always.\I'm finished... response:	I understand, I understand!
context: And so...\Cosmos: pass through the sky.\Midnight submarine: I want to be with you.\Forever: for eternity.\Forever: with you.\Forever: always.\I'm finished...\I understand, I understand! response:	It's impossible to study at this point!
context: Cosmos: pass through the sky.\Midnight submarine: I want to be with you.\Forever: for eternity.\Forever: with you.\Forever: always.\I'm finished...\I understand, I understand!\It's impossible to study at this point! response:	Ah, it's no good. I'll be killed by mum.
context: Midnight submarine: I want to be with you.\Forever: for eternity.\Forever: with you.\Forever: always.\I'm finished...\I understand, I understand!\It's impossible to study at this point!\Ah, it's no good. I'll be killed by mum. response:	Why did I have to get over my cold today?
context: Forever: for eternity.\Forever: with you.\Forever: always.\I'm finished...\I understand, I understand!\It's impossible to study at this point!\Ah, it's no good. I'll be killed by mum.\Why did I have to get over my cold today? response:	If I'm gonna die anyway, I'd prefer it to be from a cold!
context: Forever: with you.\Forever: always.\I'm finished...\I understand, I understand!\It's impossible to study at this point!\Ah, it's no good. I'll be killed by mum.\Why did I have to get over my cold today?\If I'm gonna die anyway, I'd prefer it to be from a cold! response:	At least for three more days...
context: Forever: always.\I'm finished...\I understand, I understand!\It's impossible to study at this point!\Ah, it's no good. I'll be killed by mum.\Why did I have to get over my cold today?\If I'm gonna die anyway, I'd prefer it to be from a cold!\At least for three more days... response:	And then...
context: I'm finished...\I understand, I understand!\It's impossible to study at this point!\Ah, it's no good. I'll be killed by mum.\Why did I have to get over my cold today?\If I'm gonna die anyway, I'd prefer it to be from a cold!\At least for three more days...\And then... response:	This is my perfect mission.
context: I understand, I understand!\It's impossible to study at this point!\Ah, it's no good. I'll be killed by mum.\Why did I have to get over my cold today?\If I'm gonna die anyway, I'd prefer it to be from a cold!\At least for three more days...\And then...\This is my perfect mission. response:	Yes.
context: It's impossible to study at this point!\Ah, it's no good. I'll be killed by mum.\Why did I have to get over my cold today?\If I'm gonna die anyway, I'd prefer it to be from a cold!\At least for three more days...\And then...\This is my perfect mission.\Yes. response:	If I don't want to take the test, I'll just get sick again!
context: Ah, it's no good. I'll be killed by mum.\Why did I have to get over my cold today?\If I'm gonna die anyway, I'd prefer it to be from a cold!\At least for three more days...\And then...\This is my perfect mission.\Yes.\If I don't want to take the test, I'll just get sick again! response:	This is painful.
context: Why did I have to get over my cold today?\If I'm gonna die anyway, I'd prefer it to be from a cold!\At least for three more days...\And then...\This is my perfect mission.\Yes.\If I don't want to take the test, I'll just get sick again!\This is painful. response:	But still, if I get in an ice-cold bathtub after just getting better from a cold,
context: If I'm gonna die anyway, I'd prefer it to be from a cold!\At least for three more days...\And then...\This is my perfect mission.\Yes.\If I don't want to take the test, I'll just get sick again!\This is painful.\But still, if I get in an ice-cold bathtub after just getting better from a cold, response:	I'll definitely catch it again!
context: At least for three more days...\And then...\This is my perfect mission.\Yes.\If I don't want to take the test, I'll just get sick again!\This is painful.\But still, if I get in an ice-cold bathtub after just getting better from a cold,\I'll definitely catch it again! response:	Come on, come on!
context: And then...\This is my perfect mission.\Yes.\If I don't want to take the test, I'll just get sick again!\This is painful.\But still, if I get in an ice-cold bathtub after just getting better from a cold,\I'll definitely catch it again!\Come on, come on! response:	That's perfect!
context: This is my perfect mission.\Yes.\If I don't want to take the test, I'll just get sick again!\This is painful.\But still, if I get in an ice-cold bathtub after just getting better from a cold,\I'll definitely catch it again!\Come on, come on!\That's perfect! response:	I can't give up here!
context: Yes.\If I don't want to take the test, I'll just get sick again!\This is painful.\But still, if I get in an ice-cold bathtub after just getting better from a cold,\I'll definitely catch it again!\Come on, come on!\That's perfect!\I can't give up here! response:	I must endure!
context: If I don't want to take the test, I'll just get sick again!\This is painful.\But still, if I get in an ice-cold bathtub after just getting better from a cold,\I'll definitely catch it again!\Come on, come on!\That's perfect!\I can't give up here!\I must endure! response:	The path will be opened!
context: This is painful.\But still, if I get in an ice-cold bathtub after just getting better from a cold,\I'll definitely catch it again!\Come on, come on!\That's perfect!\I can't give up here!\I must endure!\The path will be opened! response:	This is how you get a fever.
context: But still, if I get in an ice-cold bathtub after just getting better from a cold,\I'll definitely catch it again!\Come on, come on!\That's perfect!\I can't give up here!\I must endure!\The path will be opened!\This is how you get a fever. response:	Eating shaved ice after getting out of the bath.
context: I'll definitely catch it again!\Come on, come on!\That's perfect!\I can't give up here!\I must endure!\The path will be opened!\This is how you get a fever.\Eating shaved ice after getting out of the bath. response:	Turning the room's air condition up to max.
context: Come on, come on!\That's perfect!\I can't give up here!\I must endure!\The path will be opened!\This is how you get a fever.\Eating shaved ice after getting out of the bath.\Turning the room's air condition up to max. response:	Saying goodnight without getting under the covers.
context: That's perfect!\I can't give up here!\I must endure!\The path will be opened!\This is how you get a fever.\Eating shaved ice after getting out of the bath.\Turning the room's air condition up to max.\Saying goodnight without getting under the covers. response:	I am completely healthy!
context: I can't give up here!\I must endure!\The path will be opened!\This is how you get a fever.\Eating shaved ice after getting out of the bath.\Turning the room's air condition up to max.\Saying goodnight without getting under the covers.\I am completely healthy! response:	Yukko!
context: I must endure!\The path will be opened!\This is how you get a fever.\Eating shaved ice after getting out of the bath.\Turning the room's air condition up to max.\Saying goodnight without getting under the covers.\I am completely healthy!\Yukko! response:	Wake up!
context: The path will be opened!\This is how you get a fever.\Eating shaved ice after getting out of the bath.\Turning the room's air condition up to max.\Saying goodnight without getting under the covers.\I am completely healthy!\Yukko!\Wake up! response:	It's come to this.
context: This is how you get a fever.\Eating shaved ice after getting out of the bath.\Turning the room's air condition up to max.\Saying goodnight without getting under the covers.\I am completely healthy!\Yukko!\Wake up!\It's come to this. response:	Thermometer! Plus match! Equals temperature!
context: Eating shaved ice after getting out of the bath.\Turning the room's air condition up to max.\Saying goodnight without getting under the covers.\I am completely healthy!\Yukko!\Wake up!\It's come to this.\Thermometer! Plus match! Equals temperature! response:	Are you up?
context: Turning the room's air condition up to max.\Saying goodnight without getting under the covers.\I am completely healthy!\Yukko!\Wake up!\It's come to this.\Thermometer! Plus match! Equals temperature!\Are you up? response:	It's time to go to school, isn't it?
context: Saying goodnight without getting under the covers.\I am completely healthy!\Yukko!\Wake up!\It's come to this.\Thermometer! Plus match! Equals temperature!\Are you up?\It's time to go to school, isn't it? response:	Good heavens!
context: I am completely healthy!\Yukko!\Wake up!\It's come to this.\Thermometer! Plus match! Equals temperature!\Are you up?\It's time to go to school, isn't it?\Good heavens! response:	Yukko.
context: Yukko!\Wake up!\It's come to this.\Thermometer! Plus match! Equals temperature!\Are you up?\It's time to go to school, isn't it?\Good heavens!\Yukko. response:	Hot! Hot! Hot!
context: Wake up!\It's come to this.\Thermometer! Plus match! Equals temperature!\Are you up?\It's time to go to school, isn't it?\Good heavens!\Yukko.\Hot! Hot! Hot! response:	What are you doing?
context: It's come to this.\Thermometer! Plus match! Equals temperature!\Are you up?\It's time to go to school, isn't it?\Good heavens!\Yukko.\Hot! Hot! Hot!\What are you doing? response:	I got a f-fever!
context: Thermometer! Plus match! Equals temperature!\Are you up?\It's time to go to school, isn't it?\Good heavens!\Yukko.\Hot! Hot! Hot!\What are you doing?\I got a f-fever! response:	I caught the cold again!
context: Are you up?\It's time to go to school, isn't it?\Good heavens!\Yukko.\Hot! Hot! Hot!\What are you doing?\I got a f-fever!\I caught the cold again! response:	How high is it?
context: It's time to go to school, isn't it?\Good heavens!\Yukko.\Hot! Hot! Hot!\What are you doing?\I got a f-fever!\I caught the cold again!\How high is it? response:	E-Eighty-eight point eight degrees.
context: Good heavens!\Yukko.\Hot! Hot! Hot!\What are you doing?\I got a f-fever!\I caught the cold again!\How high is it?\E-Eighty-eight point eight degrees. response:	What have you broken?!
context: Yukko.\Hot! Hot! Hot!\What are you doing?\I got a f-fever!\I caught the cold again!\How high is it?\E-Eighty-eight point eight degrees.\What have you broken?! response:	No!
context: Hot! Hot! Hot!\What are you doing?\I got a f-fever!\I caught the cold again!\How high is it?\E-Eighty-eight point eight degrees.\What have you broken?!\No! response:	It's a cold!
context: What are you doing?\I got a f-fever!\I caught the cold again!\How high is it?\E-Eighty-eight point eight degrees.\What have you broken?!\No!\It's a cold! response:	You seem lively and healthy enough.
context: I got a f-fever!\I caught the cold again!\How high is it?\E-Eighty-eight point eight degrees.\What have you broken?!\No!\It's a cold!\You seem lively and healthy enough. response:	Thanks.
context: I caught the cold again!\How high is it?\E-Eighty-eight point eight degrees.\What have you broken?!\No!\It's a cold!\You seem lively and healthy enough.\Thanks. response:	I didn't realise today was the deadline for club applications.
context: How high is it?\E-Eighty-eight point eight degrees.\What have you broken?!\No!\It's a cold!\You seem lively and healthy enough.\Thanks.\I didn't realise today was the deadline for club applications. response:	We were close to getting disbanded.
context: E-Eighty-eight point eight degrees.\What have you broken?!\No!\It's a cold!\You seem lively and healthy enough.\Thanks.\I didn't realise today was the deadline for club applications.\We were close to getting disbanded. response:	But even though you turned in the application, at this rate,
context: What have you broken?!\No!\It's a cold!\You seem lively and healthy enough.\Thanks.\I didn't realise today was the deadline for club applications.\We were close to getting disbanded.\But even though you turned in the application, at this rate, response:	you're going to get disbanded for having too few members.
context: No!\It's a cold!\You seem lively and healthy enough.\Thanks.\I didn't realise today was the deadline for club applications.\We were close to getting disbanded.\But even though you turned in the application, at this rate,\you're going to get disbanded for having too few members. response:	That's not a worry.
context: It's a cold!\You seem lively and healthy enough.\Thanks.\I didn't realise today was the deadline for club applications.\We were close to getting disbanded.\But even though you turned in the application, at this rate,\you're going to get disbanded for having too few members.\That's not a worry. response:	Anyway, I'll treat you to some juice tomorrow as thanks.
context: You seem lively and healthy enough.\Thanks.\I didn't realise today was the deadline for club applications.\We were close to getting disbanded.\But even though you turned in the application, at this rate,\you're going to get disbanded for having too few members.\That's not a worry.\Anyway, I'll treat you to some juice tomorrow as thanks. response:	You don't need to do that.
context: Thanks.\I didn't realise today was the deadline for club applications.\We were close to getting disbanded.\But even though you turned in the application, at this rate,\you're going to get disbanded for having too few members.\That's not a worry.\Anyway, I'll treat you to some juice tomorrow as thanks.\You don't need to do that. response:	Don't hold back.
context: I didn't realise today was the deadline for club applications.\We were close to getting disbanded.\But even though you turned in the application, at this rate,\you're going to get disbanded for having too few members.\That's not a worry.\Anyway, I'll treat you to some juice tomorrow as thanks.\You don't need to do that.\Don't hold back. response:	See you.
context: We were close to getting disbanded.\But even though you turned in the application, at this rate,\you're going to get disbanded for having too few members.\That's not a worry.\Anyway, I'll treat you to some juice tomorrow as thanks.\You don't need to do that.\Don't hold back.\See you. response:	We need to stop and buy a mixer and an apple orchard on the way home.
context: But even though you turned in the application, at this rate,\you're going to get disbanded for having too few members.\That's not a worry.\Anyway, I'll treat you to some juice tomorrow as thanks.\You don't need to do that.\Don't hold back.\See you.\We need to stop and buy a mixer and an apple orchard on the way home. response:	All right.
context: you're going to get disbanded for having too few members.\That's not a worry.\Anyway, I'll treat you to some juice tomorrow as thanks.\You don't need to do that.\Don't hold back.\See you.\We need to stop and buy a mixer and an apple orchard on the way home.\All right. response:	So that's the power of the Daiku Corporation?
context: That's not a worry.\Anyway, I'll treat you to some juice tomorrow as thanks.\You don't need to do that.\Don't hold back.\See you.\We need to stop and buy a mixer and an apple orchard on the way home.\All right.\So that's the power of the Daiku Corporation? response:	I don't have any string.
context: Anyway, I'll treat you to some juice tomorrow as thanks.\You don't need to do that.\Don't hold back.\See you.\We need to stop and buy a mixer and an apple orchard on the way home.\All right.\So that's the power of the Daiku Corporation?\I don't have any string. response:	I can't make a voodoo doll to put in the principal's shoebox like this.
context: You don't need to do that.\Don't hold back.\See you.\We need to stop and buy a mixer and an apple orchard on the way home.\All right.\So that's the power of the Daiku Corporation?\I don't have any string.\I can't make a voodoo doll to put in the principal's shoebox like this. response:	Wait.
context: Don't hold back.\See you.\We need to stop and buy a mixer and an apple orchard on the way home.\All right.\So that's the power of the Daiku Corporation?\I don't have any string.\I can't make a voodoo doll to put in the principal's shoebox like this.\Wait. response:	I don't even have the always important straw,
context: See you.\We need to stop and buy a mixer and an apple orchard on the way home.\All right.\So that's the power of the Daiku Corporation?\I don't have any string.\I can't make a voodoo doll to put in the principal's shoebox like this.\Wait.\I don't even have the always important straw, response:	and I don't have any money to go buy some,
context: We need to stop and buy a mixer and an apple orchard on the way home.\All right.\So that's the power of the Daiku Corporation?\I don't have any string.\I can't make a voodoo doll to put in the principal's shoebox like this.\Wait.\I don't even have the always important straw,\and I don't have any money to go buy some, response:	and my wife's not here to give me money.
context: All right.\So that's the power of the Daiku Corporation?\I don't have any string.\I can't make a voodoo doll to put in the principal's shoebox like this.\Wait.\I don't even have the always important straw,\and I don't have any money to go buy some,\and my wife's not here to give me money. response:	I'm hungry, but I don't have any rice left.
context: So that's the power of the Daiku Corporation?\I don't have any string.\I can't make a voodoo doll to put in the principal's shoebox like this.\Wait.\I don't even have the always important straw,\and I don't have any money to go buy some,\and my wife's not here to give me money.\I'm hungry, but I don't have any rice left. response:	At times like this, I want to drown myself in brandy.
context: I don't have any string.\I can't make a voodoo doll to put in the principal's shoebox like this.\Wait.\I don't even have the always important straw,\and I don't have any money to go buy some,\and my wife's not here to give me money.\I'm hungry, but I don't have any rice left.\At times like this, I want to drown myself in brandy. response:	But...
context: I can't make a voodoo doll to put in the principal's shoebox like this.\Wait.\I don't even have the always important straw,\and I don't have any money to go buy some,\and my wife's not here to give me money.\I'm hungry, but I don't have any rice left.\At times like this, I want to drown myself in brandy.\But... response:	I've already screwed up my liver.
context: Wait.\I don't even have the always important straw,\and I don't have any money to go buy some,\and my wife's not here to give me money.\I'm hungry, but I don't have any rice left.\At times like this, I want to drown myself in brandy.\But...\I've already screwed up my liver. response:	Hanshin lost.
context: I don't even have the always important straw,\and I don't have any money to go buy some,\and my wife's not here to give me money.\I'm hungry, but I don't have any rice left.\At times like this, I want to drown myself in brandy.\But...\I've already screwed up my liver.\Hanshin lost. response:	I don't really know why, but when I bought a cheeseburger, there wasn't any cheese on it.
context: and I don't have any money to go buy some,\and my wife's not here to give me money.\I'm hungry, but I don't have any rice left.\At times like this, I want to drown myself in brandy.\But...\I've already screwed up my liver.\Hanshin lost.\I don't really know why, but when I bought a cheeseburger, there wasn't any cheese on it. response:	I got the special visitor number on my own website.
context: and my wife's not here to give me money.\I'm hungry, but I don't have any rice left.\At times like this, I want to drown myself in brandy.\But...\I've already screwed up my liver.\Hanshin lost.\I don't really know why, but when I bought a cheeseburger, there wasn't any cheese on it.\I got the special visitor number on my own website. response:	And nobody came to the huge chat meeting I held last night.
context: I'm hungry, but I don't have any rice left.\At times like this, I want to drown myself in brandy.\But...\I've already screwed up my liver.\Hanshin lost.\I don't really know why, but when I bought a cheeseburger, there wasn't any cheese on it.\I got the special visitor number on my own website.\And nobody came to the huge chat meeting I held last night. response:	Nobody coming reminds me...
context: At times like this, I want to drown myself in brandy.\But...\I've already screwed up my liver.\Hanshin lost.\I don't really know why, but when I bought a cheeseburger, there wasn't any cheese on it.\I got the special visitor number on my own website.\And nobody came to the huge chat meeting I held last night.\Nobody coming reminds me... response:	When I got on the bus yesterday, everyone got off.
context: But...\I've already screwed up my liver.\Hanshin lost.\I don't really know why, but when I bought a cheeseburger, there wasn't any cheese on it.\I got the special visitor number on my own website.\And nobody came to the huge chat meeting I held last night.\Nobody coming reminds me...\When I got on the bus yesterday, everyone got off. response:	Everyone getting off reminds me...
context: I've already screwed up my liver.\Hanshin lost.\I don't really know why, but when I bought a cheeseburger, there wasn't any cheese on it.\I got the special visitor number on my own website.\And nobody came to the huge chat meeting I held last night.\Nobody coming reminds me...\When I got on the bus yesterday, everyone got off.\Everyone getting off reminds me... response:	When I went on a school trip in high school...
context: Hanshin lost.\I don't really know why, but when I bought a cheeseburger, there wasn't any cheese on it.\I got the special visitor number on my own website.\And nobody came to the huge chat meeting I held last night.\Nobody coming reminds me...\When I got on the bus yesterday, everyone got off.\Everyone getting off reminds me...\When I went on a school trip in high school... response:	Two minutes after the lights were out, I asked,
context: I don't really know why, but when I bought a cheeseburger, there wasn't any cheese on it.\I got the special visitor number on my own website.\And nobody came to the huge chat meeting I held last night.\Nobody coming reminds me...\When I got on the bus yesterday, everyone got off.\Everyone getting off reminds me...\When I went on a school trip in high school...\Two minutes after the lights were out, I asked, response:	Are you guys awake?.
context: I got the special visitor number on my own website.\And nobody came to the huge chat meeting I held last night.\Nobody coming reminds me...\When I got on the bus yesterday, everyone got off.\Everyone getting off reminds me...\When I went on a school trip in high school...\Two minutes after the lights were out, I asked,\Are you guys awake?. response:	But everyone was asleep.
context: And nobody came to the huge chat meeting I held last night.\Nobody coming reminds me...\When I got on the bus yesterday, everyone got off.\Everyone getting off reminds me...\When I went on a school trip in high school...\Two minutes after the lights were out, I asked,\Are you guys awake?.\But everyone was asleep. response:	Then, being asleep reminds me...
context: Nobody coming reminds me...\When I got on the bus yesterday, everyone got off.\Everyone getting off reminds me...\When I went on a school trip in high school...\Two minutes after the lights were out, I asked,\Are you guys awake?.\But everyone was asleep.\Then, being asleep reminds me... response:	I've been having insomnia lately.
context: When I got on the bus yesterday, everyone got off.\Everyone getting off reminds me...\When I went on a school trip in high school...\Two minutes after the lights were out, I asked,\Are you guys awake?.\But everyone was asleep.\Then, being asleep reminds me...\I've been having insomnia lately. response:	I eat just before I try to force myself to sleep,
context: Everyone getting off reminds me...\When I went on a school trip in high school...\Two minutes after the lights were out, I asked,\Are you guys awake?.\But everyone was asleep.\Then, being asleep reminds me...\I've been having insomnia lately.\I eat just before I try to force myself to sleep, response:	but then I get heartburn.
context: When I went on a school trip in high school...\Two minutes after the lights were out, I asked,\Are you guys awake?.\But everyone was asleep.\Then, being asleep reminds me...\I've been having insomnia lately.\I eat just before I try to force myself to sleep,\but then I get heartburn. response:	Food reminds me...
context: Two minutes after the lights were out, I asked,\Are you guys awake?.\But everyone was asleep.\Then, being asleep reminds me...\I've been having insomnia lately.\I eat just before I try to force myself to sleep,\but then I get heartburn.\Food reminds me... response:	The present I got for my birthday last month...
context: Are you guys awake?.\But everyone was asleep.\Then, being asleep reminds me...\I've been having insomnia lately.\I eat just before I try to force myself to sleep,\but then I get heartburn.\Food reminds me...\The present I got for my birthday last month... response:	Stop, stop!
context: But everyone was asleep.\Then, being asleep reminds me...\I've been having insomnia lately.\I eat just before I try to force myself to sleep,\but then I get heartburn.\Food reminds me...\The present I got for my birthday last month...\Stop, stop! response:	I have to get over these pessimistic thoughts!
context: Then, being asleep reminds me...\I've been having insomnia lately.\I eat just before I try to force myself to sleep,\but then I get heartburn.\Food reminds me...\The present I got for my birthday last month...\Stop, stop!\I have to get over these pessimistic thoughts! response:	I should think about something more fun.
context: I've been having insomnia lately.\I eat just before I try to force myself to sleep,\but then I get heartburn.\Food reminds me...\The present I got for my birthday last month...\Stop, stop!\I have to get over these pessimistic thoughts!\I should think about something more fun. response:	Who is it?
context: I eat just before I try to force myself to sleep,\but then I get heartburn.\Food reminds me...\The present I got for my birthday last month...\Stop, stop!\I have to get over these pessimistic thoughts!\I should think about something more fun.\Who is it? response:	Yes?
context: but then I get heartburn.\Food reminds me...\The present I got for my birthday last month...\Stop, stop!\I have to get over these pessimistic thoughts!\I should think about something more fun.\Who is it?\Yes? response:	Oh!
context: Food reminds me...\The present I got for my birthday last month...\Stop, stop!\I have to get over these pessimistic thoughts!\I should think about something more fun.\Who is it?\Yes?\Oh! response:	Kimiko, huh?
context: The present I got for my birthday last month...\Stop, stop!\I have to get over these pessimistic thoughts!\I should think about something more fun.\Who is it?\Yes?\Oh!\Kimiko, huh? response:	Mum's on vacation, isn't she?
context: Stop, stop!\I have to get over these pessimistic thoughts!\I should think about something more fun.\Who is it?\Yes?\Oh!\Kimiko, huh?\Mum's on vacation, isn't she? response:	I thought I'd come make you a meal.
context: I have to get over these pessimistic thoughts!\I should think about something more fun.\Who is it?\Yes?\Oh!\Kimiko, huh?\Mum's on vacation, isn't she?\I thought I'd come make you a meal. response:	Oh, that would be great.
context: I should think about something more fun.\Who is it?\Yes?\Oh!\Kimiko, huh?\Mum's on vacation, isn't she?\I thought I'd come make you a meal.\Oh, that would be great. response:	Hello.
