context: To visit someone named Daphne who was said to have met a dragon, response:	we came to a traveler's inn named Rise.
context: And I think you're just worryin' too much.\He might've just gone straight home.\The intuition of a woman in love is never wrong!\Right, sure! Don't look at me like that!\Don't take it so seriously!\We'll go search for him.\Lucy, come with me.\Okay. response:	Juvia will come as well.
context: He might've just gone straight home.\The intuition of a woman in love is never wrong!\Right, sure! Don't look at me like that!\Don't take it so seriously!\We'll go search for him.\Lucy, come with me.\Okay.\Juvia will come as well. response:	Take me with you, too.
context: The intuition of a woman in love is never wrong!\Right, sure! Don't look at me like that!\Don't take it so seriously!\We'll go search for him.\Lucy, come with me.\Okay.\Juvia will come as well.\Take me with you, too. response:	No, I want you to stand by here.
context: Right, sure! Don't look at me like that!\Don't take it so seriously!\We'll go search for him.\Lucy, come with me.\Okay.\Juvia will come as well.\Take me with you, too.\No, I want you to stand by here. response:	We don't want to leave the guild short-handed.
context: Don't take it so seriously!\We'll go search for him.\Lucy, come with me.\Okay.\Juvia will come as well.\Take me with you, too.\No, I want you to stand by here.\We don't want to leave the guild short-handed. response:	Be careful out there, Erza, Lucy.
context: We'll go search for him.\Lucy, come with me.\Okay.\Juvia will come as well.\Take me with you, too.\No, I want you to stand by here.\We don't want to leave the guild short-handed.\Be careful out there, Erza, Lucy. response:	Ice Make Shield!
context: Lucy, come with me.\Okay.\Juvia will come as well.\Take me with you, too.\No, I want you to stand by here.\We don't want to leave the guild short-handed.\Be careful out there, Erza, Lucy.\Ice Make Shield! response:	Talons of the Fire Dragon!
context: Okay.\Juvia will come as well.\Take me with you, too.\No, I want you to stand by here.\We don't want to leave the guild short-handed.\Be careful out there, Erza, Lucy.\Ice Make Shield!\Talons of the Fire Dragon! response:	Ice Make Floor!
context: Juvia will come as well.\Take me with you, too.\No, I want you to stand by here.\We don't want to leave the guild short-handed.\Be careful out there, Erza, Lucy.\Ice Make Shield!\Talons of the Fire Dragon!\Ice Make Floor! response:	Take that!
context: Take me with you, too.\No, I want you to stand by here.\We don't want to leave the guild short-handed.\Be careful out there, Erza, Lucy.\Ice Make Shield!\Talons of the Fire Dragon!\Ice Make Floor!\Take that! response:	Take this, you!
context: No, I want you to stand by here.\We don't want to leave the guild short-handed.\Be careful out there, Erza, Lucy.\Ice Make Shield!\Talons of the Fire Dragon!\Ice Make Floor!\Take that!\Take this, you! response:	Ice Cannon!
context: We don't want to leave the guild short-handed.\Be careful out there, Erza, Lucy.\Ice Make Shield!\Talons of the Fire Dragon!\Ice Make Floor!\Take that!\Take this, you!\Ice Cannon! response:	Wing Slash of the Fire Dragon!
context: Be careful out there, Erza, Lucy.\Ice Make Shield!\Talons of the Fire Dragon!\Ice Make Floor!\Take that!\Take this, you!\Ice Cannon!\Wing Slash of the Fire Dragon! response:	Wow...
context: Ice Make Shield!\Talons of the Fire Dragon!\Ice Make Floor!\Take that!\Take this, you!\Ice Cannon!\Wing Slash of the Fire Dragon!\Wow... response:	Neither of their attacks can finish it!
context: Talons of the Fire Dragon!\Ice Make Floor!\Take that!\Take this, you!\Ice Cannon!\Wing Slash of the Fire Dragon!\Wow...\Neither of their attacks can finish it! response:	At this rate, they'll both use up their energy and collapse!
context: Ice Make Floor!\Take that!\Take this, you!\Ice Cannon!\Wing Slash of the Fire Dragon!\Wow...\Neither of their attacks can finish it!\At this rate, they'll both use up their energy and collapse! response:	You can do it, Natsu!
context: Take that!\Take this, you!\Ice Cannon!\Wing Slash of the Fire Dragon!\Wow...\Neither of their attacks can finish it!\At this rate, they'll both use up their energy and collapse!\You can do it, Natsu! response:	Flaming Elbow of the Fire Dragon!
context: Take this, you!\Ice Cannon!\Wing Slash of the Fire Dragon!\Wow...\Neither of their attacks can finish it!\At this rate, they'll both use up their energy and collapse!\You can do it, Natsu!\Flaming Elbow of the Fire Dragon! response:	A pool!
context: Ice Cannon!\Wing Slash of the Fire Dragon!\Wow...\Neither of their attacks can finish it!\At this rate, they'll both use up their energy and collapse!\You can do it, Natsu!\Flaming Elbow of the Fire Dragon!\A pool! response:	Wait, this isn't good.
context: Wing Slash of the Fire Dragon!\Wow...\Neither of their attacks can finish it!\At this rate, they'll both use up their energy and collapse!\You can do it, Natsu!\Flaming Elbow of the Fire Dragon!\A pool!\Wait, this isn't good. response:	This'll do!
context: Wow...\Neither of their attacks can finish it!\At this rate, they'll both use up their energy and collapse!\You can do it, Natsu!\Flaming Elbow of the Fire Dragon!\A pool!\Wait, this isn't good.\This'll do! response:	Ice Make...
context: Neither of their attacks can finish it!\At this rate, they'll both use up their energy and collapse!\You can do it, Natsu!\Flaming Elbow of the Fire Dragon!\A pool!\Wait, this isn't good.\This'll do!\Ice Make... response:	Hey, you!
context: At this rate, they'll both use up their energy and collapse!\You can do it, Natsu!\Flaming Elbow of the Fire Dragon!\A pool!\Wait, this isn't good.\This'll do!\Ice Make...\Hey, you! response:	No fair!
context: You can do it, Natsu!\Flaming Elbow of the Fire Dragon!\A pool!\Wait, this isn't good.\This'll do!\Ice Make...\Hey, you!\No fair! response:	Let me out!
context: Flaming Elbow of the Fire Dragon!\A pool!\Wait, this isn't good.\This'll do!\Ice Make...\Hey, you!\No fair!\Let me out! response:	Yes-yes... He used the water from the pool and made a giant cage, yes?
context: A pool!\Wait, this isn't good.\This'll do!\Ice Make...\Hey, you!\No fair!\Let me out!\Yes-yes... He used the water from the pool and made a giant cage, yes? response:	You've got a decent head on your shoulders there.
context: Wait, this isn't good.\This'll do!\Ice Make...\Hey, you!\No fair!\Let me out!\Yes-yes... He used the water from the pool and made a giant cage, yes?\You've got a decent head on your shoulders there. response:	Look at you now, heh.
context: This'll do!\Ice Make...\Hey, you!\No fair!\Let me out!\Yes-yes... He used the water from the pool and made a giant cage, yes?\You've got a decent head on your shoulders there.\Look at you now, heh. response:	I'm not some animal!
context: Ice Make...\Hey, you!\No fair!\Let me out!\Yes-yes... He used the water from the pool and made a giant cage, yes?\You've got a decent head on your shoulders there.\Look at you now, heh.\I'm not some animal! response:	Roar of the Fire Dragon!
context: Hey, you!\No fair!\Let me out!\Yes-yes... He used the water from the pool and made a giant cage, yes?\You've got a decent head on your shoulders there.\Look at you now, heh.\I'm not some animal!\Roar of the Fire Dragon! response:	Damn it! I can't see!
context: No fair!\Let me out!\Yes-yes... He used the water from the pool and made a giant cage, yes?\You've got a decent head on your shoulders there.\Look at you now, heh.\I'm not some animal!\Roar of the Fire Dragon!\Damn it! I can't see! response:	You fell for it, Natsu!
context: Let me out!\Yes-yes... He used the water from the pool and made a giant cage, yes?\You've got a decent head on your shoulders there.\Look at you now, heh.\I'm not some animal!\Roar of the Fire Dragon!\Damn it! I can't see!\You fell for it, Natsu! response:	Crap!
context: Yes-yes... He used the water from the pool and made a giant cage, yes?\You've got a decent head on your shoulders there.\Look at you now, heh.\I'm not some animal!\Roar of the Fire Dragon!\Damn it! I can't see!\You fell for it, Natsu!\Crap! response:	Ice Make Lance!
context: You've got a decent head on your shoulders there.\Look at you now, heh.\I'm not some animal!\Roar of the Fire Dragon!\Damn it! I can't see!\You fell for it, Natsu!\Crap!\Ice Make Lance! response:	I always planned on settling things with you one day.
context: Look at you now, heh.\I'm not some animal!\Roar of the Fire Dragon!\Damn it! I can't see!\You fell for it, Natsu!\Crap!\Ice Make Lance!\I always planned on settling things with you one day. response:	And today's the day!
context: I'm not some animal!\Roar of the Fire Dragon!\Damn it! I can't see!\You fell for it, Natsu!\Crap!\Ice Make Lance!\I always planned on settling things with you one day.\And today's the day! response:	You bastard...
context: Roar of the Fire Dragon!\Damn it! I can't see!\You fell for it, Natsu!\Crap!\Ice Make Lance!\I always planned on settling things with you one day.\And today's the day!\You bastard... response:	Fine by me!
context: Damn it! I can't see!\You fell for it, Natsu!\Crap!\Ice Make Lance!\I always planned on settling things with you one day.\And today's the day!\You bastard...\Fine by me! response:	Stop your babbling!
context: You fell for it, Natsu!\Crap!\Ice Make Lance!\I always planned on settling things with you one day.\And today's the day!\You bastard...\Fine by me!\Stop your babbling! response:	You're the one who needs to shut it!
context: Crap!\Ice Make Lance!\I always planned on settling things with you one day.\And today's the day!\You bastard...\Fine by me!\Stop your babbling!\You're the one who needs to shut it! response:	They're on the first floor!
context: Ice Make Lance!\I always planned on settling things with you one day.\And today's the day!\You bastard...\Fine by me!\Stop your babbling!\You're the one who needs to shut it!\They're on the first floor! response:	Let's go!
context: I always planned on settling things with you one day.\And today's the day!\You bastard...\Fine by me!\Stop your babbling!\You're the one who needs to shut it!\They're on the first floor!\Let's go! response:	Right!
context: And today's the day!\You bastard...\Fine by me!\Stop your babbling!\You're the one who needs to shut it!\They're on the first floor!\Let's go!\Right! response:	Natsu!
context: You bastard...\Fine by me!\Stop your babbling!\You're the one who needs to shut it!\They're on the first floor!\Let's go!\Right!\Natsu! response:	Where are you?
context: Fine by me!\Stop your babbling!\You're the one who needs to shut it!\They're on the first floor!\Let's go!\Right!\Natsu!\Where are you? response:	At this rate, I'll need to stop the two of them with my Roar of the Sky Dragon!
context: Stop your babbling!\You're the one who needs to shut it!\They're on the first floor!\Let's go!\Right!\Natsu!\Where are you?\At this rate, I'll need to stop the two of them with my Roar of the Sky Dragon! response:	But if you use it in such a confined space, you might seriously injure everyone!
context: You're the one who needs to shut it!\They're on the first floor!\Let's go!\Right!\Natsu!\Where are you?\At this rate, I'll need to stop the two of them with my Roar of the Sky Dragon!\But if you use it in such a confined space, you might seriously injure everyone! response:	Okay, I'll go call for help!
context: They're on the first floor!\Let's go!\Right!\Natsu!\Where are you?\At this rate, I'll need to stop the two of them with my Roar of the Sky Dragon!\But if you use it in such a confined space, you might seriously injure everyone!\Okay, I'll go call for help! response:	Wait, Happy!
context: Let's go!\Right!\Natsu!\Where are you?\At this rate, I'll need to stop the two of them with my Roar of the Sky Dragon!\But if you use it in such a confined space, you might seriously injure everyone!\Okay, I'll go call for help!\Wait, Happy! response:	You never learn, do you?
context: Right!\Natsu!\Where are you?\At this rate, I'll need to stop the two of them with my Roar of the Sky Dragon!\But if you use it in such a confined space, you might seriously injure everyone!\Okay, I'll go call for help!\Wait, Happy!\You never learn, do you? response:	Yes-yes... Resistance is futile, you know.
context: Natsu!\Where are you?\At this rate, I'll need to stop the two of them with my Roar of the Sky Dragon!\But if you use it in such a confined space, you might seriously injure everyone!\Okay, I'll go call for help!\Wait, Happy!\You never learn, do you?\Yes-yes... Resistance is futile, you know. response:	You cannot escape from this building.
context: Where are you?\At this rate, I'll need to stop the two of them with my Roar of the Sky Dragon!\But if you use it in such a confined space, you might seriously injure everyone!\Okay, I'll go call for help!\Wait, Happy!\You never learn, do you?\Yes-yes... Resistance is futile, you know.\You cannot escape from this building. response:	That's it!
context: At this rate, I'll need to stop the two of them with my Roar of the Sky Dragon!\But if you use it in such a confined space, you might seriously injure everyone!\Okay, I'll go call for help!\Wait, Happy!\You never learn, do you?\Yes-yes... Resistance is futile, you know.\You cannot escape from this building.\That's it! response:	If I can beat her...
context: But if you use it in such a confined space, you might seriously injure everyone!\Okay, I'll go call for help!\Wait, Happy!\You never learn, do you?\Yes-yes... Resistance is futile, you know.\You cannot escape from this building.\That's it!\If I can beat her... response:	This one is brightly colored vegetable-flavored.
context: Okay, I'll go call for help!\Wait, Happy!\You never learn, do you?\Yes-yes... Resistance is futile, you know.\You cannot escape from this building.\That's it!\If I can beat her...\This one is brightly colored vegetable-flavored. response:	Eww!
context: Wait, Happy!\You never learn, do you?\Yes-yes... Resistance is futile, you know.\You cannot escape from this building.\That's it!\If I can beat her...\This one is brightly colored vegetable-flavored.\Eww! response:	Escaping isn't going to work.
context: You never learn, do you?\Yes-yes... Resistance is futile, you know.\You cannot escape from this building.\That's it!\If I can beat her...\This one is brightly colored vegetable-flavored.\Eww!\Escaping isn't going to work. response:	After all, this inn is an illusion I created.
context: Yes-yes... Resistance is futile, you know.\You cannot escape from this building.\That's it!\If I can beat her...\This one is brightly colored vegetable-flavored.\Eww!\Escaping isn't going to work.\After all, this inn is an illusion I created. response:	An illusionary inn?
context: You cannot escape from this building.\That's it!\If I can beat her...\This one is brightly colored vegetable-flavored.\Eww!\Escaping isn't going to work.\After all, this inn is an illusion I created.\An illusionary inn? response:	That's right.
context: That's it!\If I can beat her...\This one is brightly colored vegetable-flavored.\Eww!\Escaping isn't going to work.\After all, this inn is an illusion I created.\An illusionary inn?\That's right. response:	My magic, Concealment Magic, hides people and things.
context: If I can beat her...\This one is brightly colored vegetable-flavored.\Eww!\Escaping isn't going to work.\After all, this inn is an illusion I created.\An illusionary inn?\That's right.\My magic, Concealment Magic, hides people and things. response:	This inn was created with the Concealment Magic Hidden Cage.
context: This one is brightly colored vegetable-flavored.\Eww!\Escaping isn't going to work.\After all, this inn is an illusion I created.\An illusionary inn?\That's right.\My magic, Concealment Magic, hides people and things.\This inn was created with the Concealment Magic Hidden Cage. response:	In other words, it's a building that doesn't actually exist!
context: Eww!\Escaping isn't going to work.\After all, this inn is an illusion I created.\An illusionary inn?\That's right.\My magic, Concealment Magic, hides people and things.\This inn was created with the Concealment Magic Hidden Cage.\In other words, it's a building that doesn't actually exist! response:	Oh? Looks like your friends came to pick you up.
context: Escaping isn't going to work.\After all, this inn is an illusion I created.\An illusionary inn?\That's right.\My magic, Concealment Magic, hides people and things.\This inn was created with the Concealment Magic Hidden Cage.\In other words, it's a building that doesn't actually exist!\Oh? Looks like your friends came to pick you up. response:	Erza-san! Lucy-san!
context: After all, this inn is an illusion I created.\An illusionary inn?\That's right.\My magic, Concealment Magic, hides people and things.\This inn was created with the Concealment Magic Hidden Cage.\In other words, it's a building that doesn't actually exist!\Oh? Looks like your friends came to pick you up.\Erza-san! Lucy-san! response:	We're up here!
context: An illusionary inn?\That's right.\My magic, Concealment Magic, hides people and things.\This inn was created with the Concealment Magic Hidden Cage.\In other words, it's a building that doesn't actually exist!\Oh? Looks like your friends came to pick you up.\Erza-san! Lucy-san!\We're up here! response:	The inn Gray was talking about should have been around here...
context: That's right.\My magic, Concealment Magic, hides people and things.\This inn was created with the Concealment Magic Hidden Cage.\In other words, it's a building that doesn't actually exist!\Oh? Looks like your friends came to pick you up.\Erza-san! Lucy-san!\We're up here!\The inn Gray was talking about should have been around here... response:	Be careful, Lucy.
context: My magic, Concealment Magic, hides people and things.\This inn was created with the Concealment Magic Hidden Cage.\In other words, it's a building that doesn't actually exist!\Oh? Looks like your friends came to pick you up.\Erza-san! Lucy-san!\We're up here!\The inn Gray was talking about should have been around here...\Be careful, Lucy. response:	I can smell a beast.
context: This inn was created with the Concealment Magic Hidden Cage.\In other words, it's a building that doesn't actually exist!\Oh? Looks like your friends came to pick you up.\Erza-san! Lucy-san!\We're up here!\The inn Gray was talking about should have been around here...\Be careful, Lucy.\I can smell a beast. response:	W-What's that thing?
context: In other words, it's a building that doesn't actually exist!\Oh? Looks like your friends came to pick you up.\Erza-san! Lucy-san!\We're up here!\The inn Gray was talking about should have been around here...\Be careful, Lucy.\I can smell a beast.\W-What's that thing? response:	The sneak-attacker.
context: Oh? Looks like your friends came to pick you up.\Erza-san! Lucy-san!\We're up here!\The inn Gray was talking about should have been around here...\Be careful, Lucy.\I can smell a beast.\W-What's that thing?\The sneak-attacker. response:	I had a feeling it would show up.
context: Erza-san! Lucy-san!\We're up here!\The inn Gray was talking about should have been around here...\Be careful, Lucy.\I can smell a beast.\W-What's that thing?\The sneak-attacker.\I had a feeling it would show up. response:	Lucy, stand back.
context: We're up here!\The inn Gray was talking about should have been around here...\Be careful, Lucy.\I can smell a beast.\W-What's that thing?\The sneak-attacker.\I had a feeling it would show up.\Lucy, stand back. response:	Be careful!
context: The inn Gray was talking about should have been around here...\Be careful, Lucy.\I can smell a beast.\W-What's that thing?\The sneak-attacker.\I had a feeling it would show up.\Lucy, stand back.\Be careful! response:	What is your purpose?
context: Be careful, Lucy.\I can smell a beast.\W-What's that thing?\The sneak-attacker.\I had a feeling it would show up.\Lucy, stand back.\Be careful!\What is your purpose? response:	Did you also attack Natsu and Wendy?
context: I can smell a beast.\W-What's that thing?\The sneak-attacker.\I had a feeling it would show up.\Lucy, stand back.\Be careful!\What is your purpose?\Did you also attack Natsu and Wendy? response:	Answer me!
context: W-What's that thing?\The sneak-attacker.\I had a feeling it would show up.\Lucy, stand back.\Be careful!\What is your purpose?\Did you also attack Natsu and Wendy?\Answer me! response:	Erza!
context: The sneak-attacker.\I had a feeling it would show up.\Lucy, stand back.\Be careful!\What is your purpose?\Did you also attack Natsu and Wendy?\Answer me!\Erza! response:	Okay!
context: I had a feeling it would show up.\Lucy, stand back.\Be careful!\What is your purpose?\Did you also attack Natsu and Wendy?\Answer me!\Erza!\Okay! response:	Gate of the Maiden, I open thee!
context: Lucy, stand back.\Be careful!\What is your purpose?\Did you also attack Natsu and Wendy?\Answer me!\Erza!\Okay!\Gate of the Maiden, I open thee! response:	Virgo!
context: Be careful!\What is your purpose?\Did you also attack Natsu and Wendy?\Answer me!\Erza!\Okay!\Gate of the Maiden, I open thee!\Virgo! response:	An impressive comedic reaction, Princess.
context: What is your purpose?\Did you also attack Natsu and Wendy?\Answer me!\Erza!\Okay!\Gate of the Maiden, I open thee!\Virgo!\An impressive comedic reaction, Princess. response:	I haven't said anything yet!
context: Did you also attack Natsu and Wendy?\Answer me!\Erza!\Okay!\Gate of the Maiden, I open thee!\Virgo!\An impressive comedic reaction, Princess.\I haven't said anything yet! response:	Thank you, like that.
context: Answer me!\Erza!\Okay!\Gate of the Maiden, I open thee!\Virgo!\An impressive comedic reaction, Princess.\I haven't said anything yet!\Thank you, like that. response:	Anyway, save Erza!
context: Erza!\Okay!\Gate of the Maiden, I open thee!\Virgo!\An impressive comedic reaction, Princess.\I haven't said anything yet!\Thank you, like that.\Anyway, save Erza! response:	As you wish.
context: Okay!\Gate of the Maiden, I open thee!\Virgo!\An impressive comedic reaction, Princess.\I haven't said anything yet!\Thank you, like that.\Anyway, save Erza!\As you wish. response:	Princess, watch out.
context: Gate of the Maiden, I open thee!\Virgo!\An impressive comedic reaction, Princess.\I haven't said anything yet!\Thank you, like that.\Anyway, save Erza!\As you wish.\Princess, watch out. response:	There's more than one of you?
context: Virgo!\An impressive comedic reaction, Princess.\I haven't said anything yet!\Thank you, like that.\Anyway, save Erza!\As you wish.\Princess, watch out.\There's more than one of you? response:	Leave this to me, Princess.
context: An impressive comedic reaction, Princess.\I haven't said anything yet!\Thank you, like that.\Anyway, save Erza!\As you wish.\Princess, watch out.\There's more than one of you?\Leave this to me, Princess. response:	Planning to catch it off guard?
context: I haven't said anything yet!\Thank you, like that.\Anyway, save Erza!\As you wish.\Princess, watch out.\There's more than one of you?\Leave this to me, Princess.\Planning to catch it off guard? response:	I'm counting on you, Virgo!
context: Thank you, like that.\Anyway, save Erza!\As you wish.\Princess, watch out.\There's more than one of you?\Leave this to me, Princess.\Planning to catch it off guard?\I'm counting on you, Virgo! response:	The same ability as Virgo?!
context: Anyway, save Erza!\As you wish.\Princess, watch out.\There's more than one of you?\Leave this to me, Princess.\Planning to catch it off guard?\I'm counting on you, Virgo!\The same ability as Virgo?! response:	Where is the enemy?
context: As you wish.\Princess, watch out.\There's more than one of you?\Leave this to me, Princess.\Planning to catch it off guard?\I'm counting on you, Virgo!\The same ability as Virgo?!\Where is the enemy? response:	It has no grace in its hole digging.
context: Princess, watch out.\There's more than one of you?\Leave this to me, Princess.\Planning to catch it off guard?\I'm counting on you, Virgo!\The same ability as Virgo?!\Where is the enemy?\It has no grace in its hole digging. response:	Come on out.
context: There's more than one of you?\Leave this to me, Princess.\Planning to catch it off guard?\I'm counting on you, Virgo!\The same ability as Virgo?!\Where is the enemy?\It has no grace in its hole digging.\Come on out. response:	I will show you the proper way to dig a hole.
context: Leave this to me, Princess.\Planning to catch it off guard?\I'm counting on you, Virgo!\The same ability as Virgo?!\Where is the enemy?\It has no grace in its hole digging.\Come on out.\I will show you the proper way to dig a hole. response:	It seems your magic power has increased somewhat.
context: Planning to catch it off guard?\I'm counting on you, Virgo!\The same ability as Virgo?!\Where is the enemy?\It has no grace in its hole digging.\Come on out.\I will show you the proper way to dig a hole.\It seems your magic power has increased somewhat. response:	Spica Lock!
context: I'm counting on you, Virgo!\The same ability as Virgo?!\Where is the enemy?\It has no grace in its hole digging.\Come on out.\I will show you the proper way to dig a hole.\It seems your magic power has increased somewhat.\Spica Lock! response:	It is a powerful opponent, Princess.
context: The same ability as Virgo?!\Where is the enemy?\It has no grace in its hole digging.\Come on out.\I will show you the proper way to dig a hole.\It seems your magic power has increased somewhat.\Spica Lock!\It is a powerful opponent, Princess. response:	Don't push yourself. Rest a little while.
context: Where is the enemy?\It has no grace in its hole digging.\Come on out.\I will show you the proper way to dig a hole.\It seems your magic power has increased somewhat.\Spica Lock!\It is a powerful opponent, Princess.\Don't push yourself. Rest a little while. response:	I apologize.
context: It has no grace in its hole digging.\Come on out.\I will show you the proper way to dig a hole.\It seems your magic power has increased somewhat.\Spica Lock!\It is a powerful opponent, Princess.\Don't push yourself. Rest a little while.\I apologize. response:	In that case...
context: Come on out.\I will show you the proper way to dig a hole.\It seems your magic power has increased somewhat.\Spica Lock!\It is a powerful opponent, Princess.\Don't push yourself. Rest a little while.\I apologize.\In that case... response:	Long time no see, Lucy.
context: I will show you the proper way to dig a hole.\It seems your magic power has increased somewhat.\Spica Lock!\It is a powerful opponent, Princess.\Don't push yourself. Rest a little while.\I apologize.\In that case...\Long time no see, Lucy. response:	I'm countin' on you again. Can you handle it, Loke?
context: It seems your magic power has increased somewhat.\Spica Lock!\It is a powerful opponent, Princess.\Don't push yourself. Rest a little while.\I apologize.\In that case...\Long time no see, Lucy.\I'm countin' on you again. Can you handle it, Loke? response:	You don't need to ask.
context: Spica Lock!\It is a powerful opponent, Princess.\Don't push yourself. Rest a little while.\I apologize.\In that case...\Long time no see, Lucy.\I'm countin' on you again. Can you handle it, Loke?\You don't need to ask. response:	I am the leader of the 12 Zodiacs.
context: It is a powerful opponent, Princess.\Don't push yourself. Rest a little while.\I apologize.\In that case...\Long time no see, Lucy.\I'm countin' on you again. Can you handle it, Loke?\You don't need to ask.\I am the leader of the 12 Zodiacs. response:	I will pay back the favor you did me by taking in Aries and the others.
context: Don't push yourself. Rest a little while.\I apologize.\In that case...\Long time no see, Lucy.\I'm countin' on you again. Can you handle it, Loke?\You don't need to ask.\I am the leader of the 12 Zodiacs.\I will pay back the favor you did me by taking in Aries and the others. response:	A different one, again?
context: I apologize.\In that case...\Long time no see, Lucy.\I'm countin' on you again. Can you handle it, Loke?\You don't need to ask.\I am the leader of the 12 Zodiacs.\I will pay back the favor you did me by taking in Aries and the others.\A different one, again? response:	I'd like to say it's just a different body, but that doesn't seem the case.
context: In that case...\Long time no see, Lucy.\I'm countin' on you again. Can you handle it, Loke?\You don't need to ask.\I am the leader of the 12 Zodiacs.\I will pay back the favor you did me by taking in Aries and the others.\A different one, again?\I'd like to say it's just a different body, but that doesn't seem the case. response:	Interesting!
context: Long time no see, Lucy.\I'm countin' on you again. Can you handle it, Loke?\You don't need to ask.\I am the leader of the 12 Zodiacs.\I will pay back the favor you did me by taking in Aries and the others.\A different one, again?\I'd like to say it's just a different body, but that doesn't seem the case.\Interesting! response:	You intend to fight a spirit specializing in fighting with brute power?
context: I'm countin' on you again. Can you handle it, Loke?\You don't need to ask.\I am the leader of the 12 Zodiacs.\I will pay back the favor you did me by taking in Aries and the others.\A different one, again?\I'd like to say it's just a different body, but that doesn't seem the case.\Interesting!\You intend to fight a spirit specializing in fighting with brute power? response:	In just one instant...
context: You don't need to ask.\I am the leader of the 12 Zodiacs.\I will pay back the favor you did me by taking in Aries and the others.\A different one, again?\I'd like to say it's just a different body, but that doesn't seem the case.\Interesting!\You intend to fight a spirit specializing in fighting with brute power?\In just one instant... response:	It raised its magic power?
context: I am the leader of the 12 Zodiacs.\I will pay back the favor you did me by taking in Aries and the others.\A different one, again?\I'd like to say it's just a different body, but that doesn't seem the case.\Interesting!\You intend to fight a spirit specializing in fighting with brute power?\In just one instant...\It raised its magic power? response:	Are these things mimicking us?
context: I will pay back the favor you did me by taking in Aries and the others.\A different one, again?\I'd like to say it's just a different body, but that doesn't seem the case.\Interesting!\You intend to fight a spirit specializing in fighting with brute power?\In just one instant...\It raised its magic power?\Are these things mimicking us? response:	Lucy-san! Erza-san!
context: A different one, again?\I'd like to say it's just a different body, but that doesn't seem the case.\Interesting!\You intend to fight a spirit specializing in fighting with brute power?\In just one instant...\It raised its magic power?\Are these things mimicking us?\Lucy-san! Erza-san! response:	It doesn't seem like they can see us from over there.
context: I'd like to say it's just a different body, but that doesn't seem the case.\Interesting!\You intend to fight a spirit specializing in fighting with brute power?\In just one instant...\It raised its magic power?\Are these things mimicking us?\Lucy-san! Erza-san!\It doesn't seem like they can see us from over there. response:	Are you in league with those spiky-headed things?
context: Interesting!\You intend to fight a spirit specializing in fighting with brute power?\In just one instant...\It raised its magic power?\Are these things mimicking us?\Lucy-san! Erza-san!\It doesn't seem like they can see us from over there.\Are you in league with those spiky-headed things? response:	Yes-yes... Quite correct.
context: You intend to fight a spirit specializing in fighting with brute power?\In just one instant...\It raised its magic power?\Are these things mimicking us?\Lucy-san! Erza-san!\It doesn't seem like they can see us from over there.\Are you in league with those spiky-headed things?\Yes-yes... Quite correct. response:	I have various types of artificial life forms stored within this place.
context: In just one instant...\It raised its magic power?\Are these things mimicking us?\Lucy-san! Erza-san!\It doesn't seem like they can see us from over there.\Are you in league with those spiky-headed things?\Yes-yes... Quite correct.\I have various types of artificial life forms stored within this place. response:	Artificial life forms?
context: It raised its magic power?\Are these things mimicking us?\Lucy-san! Erza-san!\It doesn't seem like they can see us from over there.\Are you in league with those spiky-headed things?\Yes-yes... Quite correct.\I have various types of artificial life forms stored within this place.\Artificial life forms? response:	Some type of golem, right?
context: Are these things mimicking us?\Lucy-san! Erza-san!\It doesn't seem like they can see us from over there.\Are you in league with those spiky-headed things?\Yes-yes... Quite correct.\I have various types of artificial life forms stored within this place.\Artificial life forms?\Some type of golem, right? response:	And I made them with a system where they automatically adapt
context: Lucy-san! Erza-san!\It doesn't seem like they can see us from over there.\Are you in league with those spiky-headed things?\Yes-yes... Quite correct.\I have various types of artificial life forms stored within this place.\Artificial life forms?\Some type of golem, right?\And I made them with a system where they automatically adapt response:	to match the attributes of their opponent.
context: It doesn't seem like they can see us from over there.\Are you in league with those spiky-headed things?\Yes-yes... Quite correct.\I have various types of artificial life forms stored within this place.\Artificial life forms?\Some type of golem, right?\And I made them with a system where they automatically adapt\to match the attributes of their opponent. response:	I was thinking that along with Natsu Dragneel,
context: Are you in league with those spiky-headed things?\Yes-yes... Quite correct.\I have various types of artificial life forms stored within this place.\Artificial life forms?\Some type of golem, right?\And I made them with a system where they automatically adapt\to match the attributes of their opponent.\I was thinking that along with Natsu Dragneel, response:	I could gather information about a variety of wizards.
context: Yes-yes... Quite correct.\I have various types of artificial life forms stored within this place.\Artificial life forms?\Some type of golem, right?\And I made them with a system where they automatically adapt\to match the attributes of their opponent.\I was thinking that along with Natsu Dragneel,\I could gather information about a variety of wizards. response:	And what are you planning by that?
context: I have various types of artificial life forms stored within this place.\Artificial life forms?\Some type of golem, right?\And I made them with a system where they automatically adapt\to match the attributes of their opponent.\I was thinking that along with Natsu Dragneel,\I could gather information about a variety of wizards.\And what are you planning by that? response:	You'll just have to stay tuned.
context: Artificial life forms?\Some type of golem, right?\And I made them with a system where they automatically adapt\to match the attributes of their opponent.\I was thinking that along with Natsu Dragneel,\I could gather information about a variety of wizards.\And what are you planning by that?\You'll just have to stay tuned. response:	The more data I gather, the more interesting it'll be.
