context: Good morning, senpai. response:	Y-You...
context: Don't interpret things so weirdly!\I didn't say a thing!!\Anyway, you can't go on like this.\How pushy can you get?\You don't have any friends, right?\I'll help you out!\What Mr. Kyousuke is thinking is,\I'll show my cute kouhai how cool I can be! response:	And then she'll pay me back with sexual favors!
context: I didn't say a thing!!\Anyway, you can't go on like this.\How pushy can you get?\You don't have any friends, right?\I'll help you out!\What Mr. Kyousuke is thinking is,\I'll show my cute kouhai how cool I can be!\And then she'll pay me back with sexual favors! response:	What kind of translation is that?!
context: Anyway, you can't go on like this.\How pushy can you get?\You don't have any friends, right?\I'll help you out!\What Mr. Kyousuke is thinking is,\I'll show my cute kouhai how cool I can be!\And then she'll pay me back with sexual favors!\What kind of translation is that?! response:	Wh-What are you planning to do to me??
context: How pushy can you get?\You don't have any friends, right?\I'll help you out!\What Mr. Kyousuke is thinking is,\I'll show my cute kouhai how cool I can be!\And then she'll pay me back with sexual favors!\What kind of translation is that?!\Wh-What are you planning to do to me?? response:	Nothing!!
context: You don't have any friends, right?\I'll help you out!\What Mr. Kyousuke is thinking is,\I'll show my cute kouhai how cool I can be!\And then she'll pay me back with sexual favors!\What kind of translation is that?!\Wh-What are you planning to do to me??\Nothing!! response:	Don't hide behind my sheets!
context: I'll help you out!\What Mr. Kyousuke is thinking is,\I'll show my cute kouhai how cool I can be!\And then she'll pay me back with sexual favors!\What kind of translation is that?!\Wh-What are you planning to do to me??\Nothing!!\Don't hide behind my sheets! response:	Well, not all of it is untrue.
context: What Mr. Kyousuke is thinking is,\I'll show my cute kouhai how cool I can be!\And then she'll pay me back with sexual favors!\What kind of translation is that?!\Wh-What are you planning to do to me??\Nothing!!\Don't hide behind my sheets!\Well, not all of it is untrue. response:	I like it when you call me senpai,
context: I'll show my cute kouhai how cool I can be!\And then she'll pay me back with sexual favors!\What kind of translation is that?!\Wh-What are you planning to do to me??\Nothing!!\Don't hide behind my sheets!\Well, not all of it is untrue.\I like it when you call me senpai, response:	and I was thinking maybe if I help you out somehow, we could get to know each other better...
context: And then she'll pay me back with sexual favors!\What kind of translation is that?!\Wh-What are you planning to do to me??\Nothing!!\Don't hide behind my sheets!\Well, not all of it is untrue.\I like it when you call me senpai,\and I was thinking maybe if I help you out somehow, we could get to know each other better... response:	So I won't say I had zero ulterior motives,
context: What kind of translation is that?!\Wh-What are you planning to do to me??\Nothing!!\Don't hide behind my sheets!\Well, not all of it is untrue.\I like it when you call me senpai,\and I was thinking maybe if I help you out somehow, we could get to know each other better...\So I won't say I had zero ulterior motives, response:	but I really do want to help you solve your problems.
context: Wh-What are you planning to do to me??\Nothing!!\Don't hide behind my sheets!\Well, not all of it is untrue.\I like it when you call me senpai,\and I was thinking maybe if I help you out somehow, we could get to know each other better...\So I won't say I had zero ulterior motives,\but I really do want to help you solve your problems. response:	And that's not a lie!
context: Nothing!!\Don't hide behind my sheets!\Well, not all of it is untrue.\I like it when you call me senpai,\and I was thinking maybe if I help you out somehow, we could get to know each other better...\So I won't say I had zero ulterior motives,\but I really do want to help you solve your problems.\And that's not a lie! response:	In that case, how about joining a club?
context: Don't hide behind my sheets!\Well, not all of it is untrue.\I like it when you call me senpai,\and I was thinking maybe if I help you out somehow, we could get to know each other better...\So I won't say I had zero ulterior motives,\but I really do want to help you solve your problems.\And that's not a lie!\In that case, how about joining a club? response:	I'm Makabe, a second year.
context: Well, not all of it is untrue.\I like it when you call me senpai,\and I was thinking maybe if I help you out somehow, we could get to know each other better...\So I won't say I had zero ulterior motives,\but I really do want to help you solve your problems.\And that's not a lie!\In that case, how about joining a club?\I'm Makabe, a second year. response:	I'm Kousaka, third year,
context: I like it when you call me senpai,\and I was thinking maybe if I help you out somehow, we could get to know each other better...\So I won't say I had zero ulterior motives,\but I really do want to help you solve your problems.\And that's not a lie!\In that case, how about joining a club?\I'm Makabe, a second year.\I'm Kousaka, third year, response:	and this is Gokou, first year.
context: and I was thinking maybe if I help you out somehow, we could get to know each other better...\So I won't say I had zero ulterior motives,\but I really do want to help you solve your problems.\And that's not a lie!\In that case, how about joining a club?\I'm Makabe, a second year.\I'm Kousaka, third year,\and this is Gokou, first year. response:	Let me introduce you to our club president.
context: So I won't say I had zero ulterior motives,\but I really do want to help you solve your problems.\And that's not a lie!\In that case, how about joining a club?\I'm Makabe, a second year.\I'm Kousaka, third year,\and this is Gokou, first year.\Let me introduce you to our club president. response:	This way.
context: but I really do want to help you solve your problems.\And that's not a lie!\In that case, how about joining a club?\I'm Makabe, a second year.\I'm Kousaka, third year,\and this is Gokou, first year.\Let me introduce you to our club president.\This way. response:	It's all guys here...
context: And that's not a lie!\In that case, how about joining a club?\I'm Makabe, a second year.\I'm Kousaka, third year,\and this is Gokou, first year.\Let me introduce you to our club president.\This way.\It's all guys here... response:	Wait, that's OniPan...
context: In that case, how about joining a club?\I'm Makabe, a second year.\I'm Kousaka, third year,\and this is Gokou, first year.\Let me introduce you to our club president.\This way.\It's all guys here...\Wait, that's OniPan... response:	President!
context: I'm Makabe, a second year.\I'm Kousaka, third year,\and this is Gokou, first year.\Let me introduce you to our club president.\This way.\It's all guys here...\Wait, that's OniPan...\President! response:	Kousaka-san and Gokou-san have come to visit.
context: I'm Kousaka, third year,\and this is Gokou, first year.\Let me introduce you to our club president.\This way.\It's all guys here...\Wait, that's OniPan...\President!\Kousaka-san and Gokou-san have come to visit. response:	Ah, good work.
context: and this is Gokou, first year.\Let me introduce you to our club president.\This way.\It's all guys here...\Wait, that's OniPan...\President!\Kousaka-san and Gokou-san have come to visit.\Ah, good work. response:	Ahhh!! Give me back my bike!!
context: Let me introduce you to our club president.\This way.\It's all guys here...\Wait, that's OniPan...\President!\Kousaka-san and Gokou-san have come to visit.\Ah, good work.\Ahhh!! Give me back my bike!! response:	I'm sorry!
context: This way.\It's all guys here...\Wait, that's OniPan...\President!\Kousaka-san and Gokou-san have come to visit.\Ah, good work.\Ahhh!! Give me back my bike!!\I'm sorry! response:	So sorry!
context: It's all guys here...\Wait, that's OniPan...\President!\Kousaka-san and Gokou-san have come to visit.\Ah, good work.\Ahhh!! Give me back my bike!!\I'm sorry!\So sorry! response:	So you put my little Fana-tan model to good use?
context: Wait, that's OniPan...\President!\Kousaka-san and Gokou-san have come to visit.\Ah, good work.\Ahhh!! Give me back my bike!!\I'm sorry!\So sorry!\So you put my little Fana-tan model to good use? response:	I guess it was worth it then.
context: President!\Kousaka-san and Gokou-san have come to visit.\Ah, good work.\Ahhh!! Give me back my bike!!\I'm sorry!\So sorry!\So you put my little Fana-tan model to good use?\I guess it was worth it then. response:	I've kept it safe in my garage.
context: Kousaka-san and Gokou-san have come to visit.\Ah, good work.\Ahhh!! Give me back my bike!!\I'm sorry!\So sorry!\So you put my little Fana-tan model to good use?\I guess it was worth it then.\I've kept it safe in my garage. response:	I'll go pick it up later then.
context: Ah, good work.\Ahhh!! Give me back my bike!!\I'm sorry!\So sorry!\So you put my little Fana-tan model to good use?\I guess it was worth it then.\I've kept it safe in my garage.\I'll go pick it up later then. response:	Sorry again...
context: Ahhh!! Give me back my bike!!\I'm sorry!\So sorry!\So you put my little Fana-tan model to good use?\I guess it was worth it then.\I've kept it safe in my garage.\I'll go pick it up later then.\Sorry again... response:	I didn't get your name or address at the time,
context: I'm sorry!\So sorry!\So you put my little Fana-tan model to good use?\I guess it was worth it then.\I've kept it safe in my garage.\I'll go pick it up later then.\Sorry again...\I didn't get your name or address at the time, response:	so I searched around Akiba afterwards, but..
context: So sorry!\So you put my little Fana-tan model to good use?\I guess it was worth it then.\I've kept it safe in my garage.\I'll go pick it up later then.\Sorry again...\I didn't get your name or address at the time,\so I searched around Akiba afterwards, but.. response:	It's okay.
context: So you put my little Fana-tan model to good use?\I guess it was worth it then.\I've kept it safe in my garage.\I'll go pick it up later then.\Sorry again...\I didn't get your name or address at the time,\so I searched around Akiba afterwards, but..\It's okay. response:	That night was so full of passion for us, it wasn't the time or place for it!
context: I guess it was worth it then.\I've kept it safe in my garage.\I'll go pick it up later then.\Sorry again...\I didn't get your name or address at the time,\so I searched around Akiba afterwards, but..\It's okay.\That night was so full of passion for us, it wasn't the time or place for it! response:	Anyway, I'm great buddies with this guy.
context: I've kept it safe in my garage.\I'll go pick it up later then.\Sorry again...\I didn't get your name or address at the time,\so I searched around Akiba afterwards, but..\It's okay.\That night was so full of passion for us, it wasn't the time or place for it!\Anyway, I'm great buddies with this guy. response:	Kousaka-senpai.
context: I'll go pick it up later then.\Sorry again...\I didn't get your name or address at the time,\so I searched around Akiba afterwards, but..\It's okay.\That night was so full of passion for us, it wasn't the time or place for it!\Anyway, I'm great buddies with this guy.\Kousaka-senpai. response:	I'm sure you've noticed, so let me explain.
context: Sorry again...\I didn't get your name or address at the time,\so I searched around Akiba afterwards, but..\It's okay.\That night was so full of passion for us, it wasn't the time or place for it!\Anyway, I'm great buddies with this guy.\Kousaka-senpai.\I'm sure you've noticed, so let me explain. response:	This guy's been held back who knows how many years now.
context: I didn't get your name or address at the time,\so I searched around Akiba afterwards, but..\It's okay.\That night was so full of passion for us, it wasn't the time or place for it!\Anyway, I'm great buddies with this guy.\Kousaka-senpai.\I'm sure you've noticed, so let me explain.\This guy's been held back who knows how many years now. response:	That's why he looks so old.
context: so I searched around Akiba afterwards, but..\It's okay.\That night was so full of passion for us, it wasn't the time or place for it!\Anyway, I'm great buddies with this guy.\Kousaka-senpai.\I'm sure you've noticed, so let me explain.\This guy's been held back who knows how many years now.\That's why he looks so old. response:	I see...
context: It's okay.\That night was so full of passion for us, it wasn't the time or place for it!\Anyway, I'm great buddies with this guy.\Kousaka-senpai.\I'm sure you've noticed, so let me explain.\This guy's been held back who knows how many years now.\That's why he looks so old.\I see... response:	Don't just go telling people that!
context: That night was so full of passion for us, it wasn't the time or place for it!\Anyway, I'm great buddies with this guy.\Kousaka-senpai.\I'm sure you've noticed, so let me explain.\This guy's been held back who knows how many years now.\That's why he looks so old.\I see...\Don't just go telling people that! response:	It's embarrassing!
context: Anyway, I'm great buddies with this guy.\Kousaka-senpai.\I'm sure you've noticed, so let me explain.\This guy's been held back who knows how many years now.\That's why he looks so old.\I see...\Don't just go telling people that!\It's embarrassing! response:	Forget the embarrassment and just hurry up and graduate!
context: Kousaka-senpai.\I'm sure you've noticed, so let me explain.\This guy's been held back who knows how many years now.\That's why he looks so old.\I see...\Don't just go telling people that!\It's embarrassing!\Forget the embarrassment and just hurry up and graduate! response:	We make games, but not everyone participates.
context: I'm sure you've noticed, so let me explain.\This guy's been held back who knows how many years now.\That's why he looks so old.\I see...\Don't just go telling people that!\It's embarrassing!\Forget the embarrassment and just hurry up and graduate!\We make games, but not everyone participates. response:	We have a lot of inactive members, and the only ones who come regularly are me and these guys.
context: This guy's been held back who knows how many years now.\That's why he looks so old.\I see...\Don't just go telling people that!\It's embarrassing!\Forget the embarrassment and just hurry up and graduate!\We make games, but not everyone participates.\We have a lot of inactive members, and the only ones who come regularly are me and these guys. response:	Yo.
context: That's why he looks so old.\I see...\Don't just go telling people that!\It's embarrassing!\Forget the embarrassment and just hurry up and graduate!\We make games, but not everyone participates.\We have a lot of inactive members, and the only ones who come regularly are me and these guys.\Yo. response:	We're holding a welcoming party soon, so I'll introduce everyone again then.
context: I see...\Don't just go telling people that!\It's embarrassing!\Forget the embarrassment and just hurry up and graduate!\We make games, but not everyone participates.\We have a lot of inactive members, and the only ones who come regularly are me and these guys.\Yo.\We're holding a welcoming party soon, so I'll introduce everyone again then. response:	What kind of games do you make?
context: Don't just go telling people that!\It's embarrassing!\Forget the embarrassment and just hurry up and graduate!\We make games, but not everyone participates.\We have a lot of inactive members, and the only ones who come regularly are me and these guys.\Yo.\We're holding a welcoming party soon, so I'll introduce everyone again then.\What kind of games do you make? response:	Just shooters?
context: It's embarrassing!\Forget the embarrassment and just hurry up and graduate!\We make games, but not everyone participates.\We have a lot of inactive members, and the only ones who come regularly are me and these guys.\Yo.\We're holding a welcoming party soon, so I'll introduce everyone again then.\What kind of games do you make?\Just shooters? response:	No, we make anything.
context: Forget the embarrassment and just hurry up and graduate!\We make games, but not everyone participates.\We have a lot of inactive members, and the only ones who come regularly are me and these guys.\Yo.\We're holding a welcoming party soon, so I'll introduce everyone again then.\What kind of games do you make?\Just shooters?\No, we make anything. response:	What tools do you use?
context: We make games, but not everyone participates.\We have a lot of inactive members, and the only ones who come regularly are me and these guys.\Yo.\We're holding a welcoming party soon, so I'll introduce everyone again then.\What kind of games do you make?\Just shooters?\No, we make anything.\What tools do you use? response:	We should have anything you'd need.
context: We have a lot of inactive members, and the only ones who come regularly are me and these guys.\Yo.\We're holding a welcoming party soon, so I'll introduce everyone again then.\What kind of games do you make?\Just shooters?\No, we make anything.\What tools do you use?\We should have anything you'd need. response:	Equipment, software, books...
context: Yo.\We're holding a welcoming party soon, so I'll introduce everyone again then.\What kind of games do you make?\Just shooters?\No, we make anything.\What tools do you use?\We should have anything you'd need.\Equipment, software, books... response:	Technical ones, that is.
context: We're holding a welcoming party soon, so I'll introduce everyone again then.\What kind of games do you make?\Just shooters?\No, we make anything.\What tools do you use?\We should have anything you'd need.\Equipment, software, books...\Technical ones, that is. response:	You're interested in making games?
context: What kind of games do you make?\Just shooters?\No, we make anything.\What tools do you use?\We should have anything you'd need.\Equipment, software, books...\Technical ones, that is.\You're interested in making games? response:	What do you specialize in?
context: Just shooters?\No, we make anything.\What tools do you use?\We should have anything you'd need.\Equipment, software, books...\Technical ones, that is.\You're interested in making games?\What do you specialize in? response:	Can you write scripts?
context: No, we make anything.\What tools do you use?\We should have anything you'd need.\Equipment, software, books...\Technical ones, that is.\You're interested in making games?\What do you specialize in?\Can you write scripts? response:	Can you draw?
context: What tools do you use?\We should have anything you'd need.\Equipment, software, books...\Technical ones, that is.\You're interested in making games?\What do you specialize in?\Can you write scripts?\Can you draw? response:	Music?
context: We should have anything you'd need.\Equipment, software, books...\Technical ones, that is.\You're interested in making games?\What do you specialize in?\Can you write scripts?\Can you draw?\Music? response:	Storyboarding?
context: Equipment, software, books...\Technical ones, that is.\You're interested in making games?\What do you specialize in?\Can you write scripts?\Can you draw?\Music?\Storyboarding? response:	Well, I'm pretty much able to use any of the tools without instruction.
context: Technical ones, that is.\You're interested in making games?\What do you specialize in?\Can you write scripts?\Can you draw?\Music?\Storyboarding?\Well, I'm pretty much able to use any of the tools without instruction. response:	Can I take a look?
context: You're interested in making games?\What do you specialize in?\Can you write scripts?\Can you draw?\Music?\Storyboarding?\Well, I'm pretty much able to use any of the tools without instruction.\Can I take a look? response:	Go ahead!
context: What do you specialize in?\Can you write scripts?\Can you draw?\Music?\Storyboarding?\Well, I'm pretty much able to use any of the tools without instruction.\Can I take a look?\Go ahead! response:	With her and Akagi-san, our new members this year are pretty high level.
context: Can you write scripts?\Can you draw?\Music?\Storyboarding?\Well, I'm pretty much able to use any of the tools without instruction.\Can I take a look?\Go ahead!\With her and Akagi-san, our new members this year are pretty high level. response:	Akagi?
context: Can you draw?\Music?\Storyboarding?\Well, I'm pretty much able to use any of the tools without instruction.\Can I take a look?\Go ahead!\With her and Akagi-san, our new members this year are pretty high level.\Akagi? response:	Yes.
context: Music?\Storyboarding?\Well, I'm pretty much able to use any of the tools without instruction.\Can I take a look?\Go ahead!\With her and Akagi-san, our new members this year are pretty high level.\Akagi?\Yes. response:	Akagi Sena-san, a first year, like Gokou-san.
context: Storyboarding?\Well, I'm pretty much able to use any of the tools without instruction.\Can I take a look?\Go ahead!\With her and Akagi-san, our new members this year are pretty high level.\Akagi?\Yes.\Akagi Sena-san, a first year, like Gokou-san. response:	She actually had the highest score on that game before Gokou-san came along.
context: Well, I'm pretty much able to use any of the tools without instruction.\Can I take a look?\Go ahead!\With her and Akagi-san, our new members this year are pretty high level.\Akagi?\Yes.\Akagi Sena-san, a first year, like Gokou-san.\She actually had the highest score on that game before Gokou-san came along. response:	Is something wrong?
context: Can I take a look?\Go ahead!\With her and Akagi-san, our new members this year are pretty high level.\Akagi?\Yes.\Akagi Sena-san, a first year, like Gokou-san.\She actually had the highest score on that game before Gokou-san came along.\Is something wrong? response:	Akagi...
context: Go ahead!\With her and Akagi-san, our new members this year are pretty high level.\Akagi?\Yes.\Akagi Sena-san, a first year, like Gokou-san.\She actually had the highest score on that game before Gokou-san came along.\Is something wrong?\Akagi... response:	She isn't here today?
context: With her and Akagi-san, our new members this year are pretty high level.\Akagi?\Yes.\Akagi Sena-san, a first year, like Gokou-san.\She actually had the highest score on that game before Gokou-san came along.\Is something wrong?\Akagi...\She isn't here today? response:	No...
context: Akagi?\Yes.\Akagi Sena-san, a first year, like Gokou-san.\She actually had the highest score on that game before Gokou-san came along.\Is something wrong?\Akagi...\She isn't here today?\No... response:	Even when she's here, it's like she's having a staring contest with the computers and books, so she doesn't really talk about games at all.
context: Yes.\Akagi Sena-san, a first year, like Gokou-san.\She actually had the highest score on that game before Gokou-san came along.\Is something wrong?\Akagi...\She isn't here today?\No...\Even when she's here, it's like she's having a staring contest with the computers and books, so she doesn't really talk about games at all. response:	And we don't have any girls in the club, so I guess it's a bit awkward for her.
context: Akagi Sena-san, a first year, like Gokou-san.\She actually had the highest score on that game before Gokou-san came along.\Is something wrong?\Akagi...\She isn't here today?\No...\Even when she's here, it's like she's having a staring contest with the computers and books, so she doesn't really talk about games at all.\And we don't have any girls in the club, so I guess it's a bit awkward for her. response:	That's another reason why it'd be great to have Gokou-san join us.
context: She actually had the highest score on that game before Gokou-san came along.\Is something wrong?\Akagi...\She isn't here today?\No...\Even when she's here, it's like she's having a staring contest with the computers and books, so she doesn't really talk about games at all.\And we don't have any girls in the club, so I guess it's a bit awkward for her.\That's another reason why it'd be great to have Gokou-san join us. response:	Well, I guess it's better than having absolutely no girls in the club...
context: Is something wrong?\Akagi...\She isn't here today?\No...\Even when she's here, it's like she's having a staring contest with the computers and books, so she doesn't really talk about games at all.\And we don't have any girls in the club, so I guess it's a bit awkward for her.\That's another reason why it'd be great to have Gokou-san join us.\Well, I guess it's better than having absolutely no girls in the club... response:	What do you think?
context: Akagi...\She isn't here today?\No...\Even when she's here, it's like she's having a staring contest with the computers and books, so she doesn't really talk about games at all.\And we don't have any girls in the club, so I guess it's a bit awkward for her.\That's another reason why it'd be great to have Gokou-san join us.\Well, I guess it's better than having absolutely no girls in the club...\What do you think? response:	How about giving it a try?
context: She isn't here today?\No...\Even when she's here, it's like she's having a staring contest with the computers and books, so she doesn't really talk about games at all.\And we don't have any girls in the club, so I guess it's a bit awkward for her.\That's another reason why it'd be great to have Gokou-san join us.\Well, I guess it's better than having absolutely no girls in the club...\What do you think?\How about giving it a try? response:	They have tools and software I don't, and it seems I have freedom to do what I want to an extent,
context: No...\Even when she's here, it's like she's having a staring contest with the computers and books, so she doesn't really talk about games at all.\And we don't have any girls in the club, so I guess it's a bit awkward for her.\That's another reason why it'd be great to have Gokou-san join us.\Well, I guess it's better than having absolutely no girls in the club...\What do you think?\How about giving it a try?\They have tools and software I don't, and it seems I have freedom to do what I want to an extent, response:	so I suppose it's a bit more convenient than doing everything at home.
context: Even when she's here, it's like she's having a staring contest with the computers and books, so she doesn't really talk about games at all.\And we don't have any girls in the club, so I guess it's a bit awkward for her.\That's another reason why it'd be great to have Gokou-san join us.\Well, I guess it's better than having absolutely no girls in the club...\What do you think?\How about giving it a try?\They have tools and software I don't, and it seems I have freedom to do what I want to an extent,\so I suppose it's a bit more convenient than doing everything at home. response:	How's the club going for Kuroneko-san?
context: And we don't have any girls in the club, so I guess it's a bit awkward for her.\That's another reason why it'd be great to have Gokou-san join us.\Well, I guess it's better than having absolutely no girls in the club...\What do you think?\How about giving it a try?\They have tools and software I don't, and it seems I have freedom to do what I want to an extent,\so I suppose it's a bit more convenient than doing everything at home.\How's the club going for Kuroneko-san? response:	She doesn't make any trouble when she drops by.
context: That's another reason why it'd be great to have Gokou-san join us.\Well, I guess it's better than having absolutely no girls in the club...\What do you think?\How about giving it a try?\They have tools and software I don't, and it seems I have freedom to do what I want to an extent,\so I suppose it's a bit more convenient than doing everything at home.\How's the club going for Kuroneko-san?\She doesn't make any trouble when she drops by. response:	You in charge of cleaning today?
context: Well, I guess it's better than having absolutely no girls in the club...\What do you think?\How about giving it a try?\They have tools and software I don't, and it seems I have freedom to do what I want to an extent,\so I suppose it's a bit more convenient than doing everything at home.\How's the club going for Kuroneko-san?\She doesn't make any trouble when she drops by.\You in charge of cleaning today? response:	Yes.
context: What do you think?\How about giving it a try?\They have tools and software I don't, and it seems I have freedom to do what I want to an extent,\so I suppose it's a bit more convenient than doing everything at home.\How's the club going for Kuroneko-san?\She doesn't make any trouble when she drops by.\You in charge of cleaning today?\Yes. response:	What about everyone else?
context: How about giving it a try?\They have tools and software I don't, and it seems I have freedom to do what I want to an extent,\so I suppose it's a bit more convenient than doing everything at home.\How's the club going for Kuroneko-san?\She doesn't make any trouble when she drops by.\You in charge of cleaning today?\Yes.\What about everyone else? response:	I see.
context: They have tools and software I don't, and it seems I have freedom to do what I want to an extent,\so I suppose it's a bit more convenient than doing everything at home.\How's the club going for Kuroneko-san?\She doesn't make any trouble when she drops by.\You in charge of cleaning today?\Yes.\What about everyone else?\I see. response:	Later then.
context: so I suppose it's a bit more convenient than doing everything at home.\How's the club going for Kuroneko-san?\She doesn't make any trouble when she drops by.\You in charge of cleaning today?\Yes.\What about everyone else?\I see.\Later then. response:	K-Kyou-chan?
context: How's the club going for Kuroneko-san?\She doesn't make any trouble when she drops by.\You in charge of cleaning today?\Yes.\What about everyone else?\I see.\Later then.\K-Kyou-chan? response:	You're always so kind, Kyou-chan.
context: She doesn't make any trouble when she drops by.\You in charge of cleaning today?\Yes.\What about everyone else?\I see.\Later then.\K-Kyou-chan?\You're always so kind, Kyou-chan. response:	What are you doing?
context: You in charge of cleaning today?\Yes.\What about everyone else?\I see.\Later then.\K-Kyou-chan?\You're always so kind, Kyou-chan.\What are you doing? response:	Cleaning.
context: Yes.\What about everyone else?\I see.\Later then.\K-Kyou-chan?\You're always so kind, Kyou-chan.\What are you doing?\Cleaning. response:	I don't like it.
context: What about everyone else?\I see.\Later then.\K-Kyou-chan?\You're always so kind, Kyou-chan.\What are you doing?\Cleaning.\I don't like it. response:	Are you trying to take pity on me?
context: I see.\Later then.\K-Kyou-chan?\You're always so kind, Kyou-chan.\What are you doing?\Cleaning.\I don't like it.\Are you trying to take pity on me? response:	What do you mean?
context: Later then.\K-Kyou-chan?\You're always so kind, Kyou-chan.\What are you doing?\Cleaning.\I don't like it.\Are you trying to take pity on me?\What do you mean? response:	You're not lying when you say you're worried about me.
context: K-Kyou-chan?\You're always so kind, Kyou-chan.\What are you doing?\Cleaning.\I don't like it.\Are you trying to take pity on me?\What do you mean?\You're not lying when you say you're worried about me. response:	You said that, right?
context: You're always so kind, Kyou-chan.\What are you doing?\Cleaning.\I don't like it.\Are you trying to take pity on me?\What do you mean?\You're not lying when you say you're worried about me.\You said that, right? response:	Yeah. It's no lie.
context: What are you doing?\Cleaning.\I don't like it.\Are you trying to take pity on me?\What do you mean?\You're not lying when you say you're worried about me.\You said that, right?\Yeah. It's no lie. response:	I understand. You're not lying.
context: Cleaning.\I don't like it.\Are you trying to take pity on me?\What do you mean?\You're not lying when you say you're worried about me.\You said that, right?\Yeah. It's no lie.\I understand. You're not lying. response:	It isn't a lie,
context: I don't like it.\Are you trying to take pity on me?\What do you mean?\You're not lying when you say you're worried about me.\You said that, right?\Yeah. It's no lie.\I understand. You're not lying.\It isn't a lie, response:	but have you thought about where those feelings come from?
context: Are you trying to take pity on me?\What do you mean?\You're not lying when you say you're worried about me.\You said that, right?\Yeah. It's no lie.\I understand. You're not lying.\It isn't a lie,\but have you thought about where those feelings come from? response:	I thought I'd refrain from telling you,
context: What do you mean?\You're not lying when you say you're worried about me.\You said that, right?\Yeah. It's no lie.\I understand. You're not lying.\It isn't a lie,\but have you thought about where those feelings come from?\I thought I'd refrain from telling you, response:	but the reason you're trying to help me is because your sister isn't around for you to help anymore.
context: You're not lying when you say you're worried about me.\You said that, right?\Yeah. It's no lie.\I understand. You're not lying.\It isn't a lie,\but have you thought about where those feelings come from?\I thought I'd refrain from telling you,\but the reason you're trying to help me is because your sister isn't around for you to help anymore. response:	You're doing this because I'm a girl, younger than you, and I look like I'm having trouble.
context: You said that, right?\Yeah. It's no lie.\I understand. You're not lying.\It isn't a lie,\but have you thought about where those feelings come from?\I thought I'd refrain from telling you,\but the reason you're trying to help me is because your sister isn't around for you to help anymore.\You're doing this because I'm a girl, younger than you, and I look like I'm having trouble. response:	Because I look like I would rely on you.
context: Yeah. It's no lie.\I understand. You're not lying.\It isn't a lie,\but have you thought about where those feelings come from?\I thought I'd refrain from telling you,\but the reason you're trying to help me is because your sister isn't around for you to help anymore.\You're doing this because I'm a girl, younger than you, and I look like I'm having trouble.\Because I look like I would rely on you. response:	That's all there is to it.
context: I understand. You're not lying.\It isn't a lie,\but have you thought about where those feelings come from?\I thought I'd refrain from telling you,\but the reason you're trying to help me is because your sister isn't around for you to help anymore.\You're doing this because I'm a girl, younger than you, and I look like I'm having trouble.\Because I look like I would rely on you.\That's all there is to it. response:	I'm not a replacement for your sister.
context: It isn't a lie,\but have you thought about where those feelings come from?\I thought I'd refrain from telling you,\but the reason you're trying to help me is because your sister isn't around for you to help anymore.\You're doing this because I'm a girl, younger than you, and I look like I'm having trouble.\Because I look like I would rely on you.\That's all there is to it.\I'm not a replacement for your sister. response:	Don't insult me like that.
context: but have you thought about where those feelings come from?\I thought I'd refrain from telling you,\but the reason you're trying to help me is because your sister isn't around for you to help anymore.\You're doing this because I'm a girl, younger than you, and I look like I'm having trouble.\Because I look like I would rely on you.\That's all there is to it.\I'm not a replacement for your sister.\Don't insult me like that. response:	Miss Kuroneko may have turned down joining a club and her classmates' invitations for the same reason.
context: I thought I'd refrain from telling you,\but the reason you're trying to help me is because your sister isn't around for you to help anymore.\You're doing this because I'm a girl, younger than you, and I look like I'm having trouble.\Because I look like I would rely on you.\That's all there is to it.\I'm not a replacement for your sister.\Don't insult me like that.\Miss Kuroneko may have turned down joining a club and her classmates' invitations for the same reason. response:	Basically, she's afraid of losing time spent with us.
context: but the reason you're trying to help me is because your sister isn't around for you to help anymore.\You're doing this because I'm a girl, younger than you, and I look like I'm having trouble.\Because I look like I would rely on you.\That's all there is to it.\I'm not a replacement for your sister.\Don't insult me like that.\Miss Kuroneko may have turned down joining a club and her classmates' invitations for the same reason.\Basically, she's afraid of losing time spent with us. response:	She has many things to do after school, and because she valued her time with us so much,
context: You're doing this because I'm a girl, younger than you, and I look like I'm having trouble.\Because I look like I would rely on you.\That's all there is to it.\I'm not a replacement for your sister.\Don't insult me like that.\Miss Kuroneko may have turned down joining a club and her classmates' invitations for the same reason.\Basically, she's afraid of losing time spent with us.\She has many things to do after school, and because she valued her time with us so much, response:	she may have been shunned by her class.
context: Because I look like I would rely on you.\That's all there is to it.\I'm not a replacement for your sister.\Don't insult me like that.\Miss Kuroneko may have turned down joining a club and her classmates' invitations for the same reason.\Basically, she's afraid of losing time spent with us.\She has many things to do after school, and because she valued her time with us so much,\she may have been shunned by her class. response:	If you put yourself in her shoes and think about it, it's not so unexpected that she'd say that.
context: That's all there is to it.\I'm not a replacement for your sister.\Don't insult me like that.\Miss Kuroneko may have turned down joining a club and her classmates' invitations for the same reason.\Basically, she's afraid of losing time spent with us.\She has many things to do after school, and because she valued her time with us so much,\she may have been shunned by her class.\If you put yourself in her shoes and think about it, it's not so unexpected that she'd say that. response:	Don't worry, she'll forgive you if you apologize properly.
