context: Tiger Echo Fist! response:	Bastard!
context: Since the Apocalypse,\we've been so busy trying to make this world livable for ourselves...\And we've been so preoccupied with raising our levels,\we haven't taken any quests from the People of the Land.\So this is the result...\Does that mean the goblins are at their full strength, Shiro?\We should assume the Goblin King, his guards,\and his armies are stronger than we've ever seen them. response:	My bigger concern is how large the six clans that were united are.
context: we've been so busy trying to make this world livable for ourselves...\And we've been so preoccupied with raising our levels,\we haven't taken any quests from the People of the Land.\So this is the result...\Does that mean the goblins are at their full strength, Shiro?\We should assume the Goblin King, his guards,\and his armies are stronger than we've ever seen them.\My bigger concern is how large the six clans that were united are. response:	The ones at the camp couldn't do it,
context: And we've been so preoccupied with raising our levels,\we haven't taken any quests from the People of the Land.\So this is the result...\Does that mean the goblins are at their full strength, Shiro?\We should assume the Goblin King, his guards,\and his armies are stronger than we've ever seen them.\My bigger concern is how large the six clans that were united are.\The ones at the camp couldn't do it, response:	but if the Akihabara adventurers banded together,
context: we haven't taken any quests from the People of the Land.\So this is the result...\Does that mean the goblins are at their full strength, Shiro?\We should assume the Goblin King, his guards,\and his armies are stronger than we've ever seen them.\My bigger concern is how large the six clans that were united are.\The ones at the camp couldn't do it,\but if the Akihabara adventurers banded together, response:	we could wipe them out.
context: So this is the result...\Does that mean the goblins are at their full strength, Shiro?\We should assume the Goblin King, his guards,\and his armies are stronger than we've ever seen them.\My bigger concern is how large the six clans that were united are.\The ones at the camp couldn't do it,\but if the Akihabara adventurers banded together,\we could wipe them out. response:	The problem is the Eastal lords.
context: Does that mean the goblins are at their full strength, Shiro?\We should assume the Goblin King, his guards,\and his armies are stronger than we've ever seen them.\My bigger concern is how large the six clans that were united are.\The ones at the camp couldn't do it,\but if the Akihabara adventurers banded together,\we could wipe them out.\The problem is the Eastal lords. response:	Unfortunately, they aren't strong enough to handle them.
context: We should assume the Goblin King, his guards,\and his armies are stronger than we've ever seen them.\My bigger concern is how large the six clans that were united are.\The ones at the camp couldn't do it,\but if the Akihabara adventurers banded together,\we could wipe them out.\The problem is the Eastal lords.\Unfortunately, they aren't strong enough to handle them. response:	As if I care!
context: and his armies are stronger than we've ever seen them.\My bigger concern is how large the six clans that were united are.\The ones at the camp couldn't do it,\but if the Akihabara adventurers banded together,\we could wipe them out.\The problem is the Eastal lords.\Unfortunately, they aren't strong enough to handle them.\As if I care! response:	They haven't asked us for help.
context: My bigger concern is how large the six clans that were united are.\The ones at the camp couldn't do it,\but if the Akihabara adventurers banded together,\we could wipe them out.\The problem is the Eastal lords.\Unfortunately, they aren't strong enough to handle them.\As if I care!\They haven't asked us for help. response:	When this was a game, there was that overpowered army.
context: The ones at the camp couldn't do it,\but if the Akihabara adventurers banded together,\we could wipe them out.\The problem is the Eastal lords.\Unfortunately, they aren't strong enough to handle them.\As if I care!\They haven't asked us for help.\When this was a game, there was that overpowered army. response:	Um, it was...
context: but if the Akihabara adventurers banded together,\we could wipe them out.\The problem is the Eastal lords.\Unfortunately, they aren't strong enough to handle them.\As if I care!\They haven't asked us for help.\When this was a game, there was that overpowered army.\Um, it was... response:	The Knights of Izumo.
context: we could wipe them out.\The problem is the Eastal lords.\Unfortunately, they aren't strong enough to handle them.\As if I care!\They haven't asked us for help.\When this was a game, there was that overpowered army.\Um, it was...\The Knights of Izumo. response:	Yeah...
context: The problem is the Eastal lords.\Unfortunately, they aren't strong enough to handle them.\As if I care!\They haven't asked us for help.\When this was a game, there was that overpowered army.\Um, it was...\The Knights of Izumo.\Yeah... response:	Heroes born from the People of the Land.
context: Unfortunately, they aren't strong enough to handle them.\As if I care!\They haven't asked us for help.\When this was a game, there was that overpowered army.\Um, it was...\The Knights of Izumo.\Yeah...\Heroes born from the People of the Land. response:	Stronger even than adventurers...
context: As if I care!\They haven't asked us for help.\When this was a game, there was that overpowered army.\Um, it was...\The Knights of Izumo.\Yeah...\Heroes born from the People of the Land.\Stronger even than adventurers... response:	The ultimate weapon of the humanoid races.
context: They haven't asked us for help.\When this was a game, there was that overpowered army.\Um, it was...\The Knights of Izumo.\Yeah...\Heroes born from the People of the Land.\Stronger even than adventurers...\The ultimate weapon of the humanoid races. response:	There are said to be thirteen bands of knights around the world.
context: When this was a game, there was that overpowered army.\Um, it was...\The Knights of Izumo.\Yeah...\Heroes born from the People of the Land.\Stronger even than adventurers...\The ultimate weapon of the humanoid races.\There are said to be thirteen bands of knights around the world. response:	They've always been involved in battles that determined the world's fate.
context: Um, it was...\The Knights of Izumo.\Yeah...\Heroes born from the People of the Land.\Stronger even than adventurers...\The ultimate weapon of the humanoid races.\There are said to be thirteen bands of knights around the world.\They've always been involved in battles that determined the world's fate. response:	The Knights of Izumo are something like guardians of the Yamato Islands.
context: The Knights of Izumo.\Yeah...\Heroes born from the People of the Land.\Stronger even than adventurers...\The ultimate weapon of the humanoid races.\There are said to be thirteen bands of knights around the world.\They've always been involved in battles that determined the world's fate.\The Knights of Izumo are something like guardians of the Yamato Islands. response:	We can rest easy, then.
context: Yeah...\Heroes born from the People of the Land.\Stronger even than adventurers...\The ultimate weapon of the humanoid races.\There are said to be thirteen bands of knights around the world.\They've always been involved in battles that determined the world's fate.\The Knights of Izumo are something like guardians of the Yamato Islands.\We can rest easy, then. response:	But as of now, no one is sure if they really exist.
context: Heroes born from the People of the Land.\Stronger even than adventurers...\The ultimate weapon of the humanoid races.\There are said to be thirteen bands of knights around the world.\They've always been involved in battles that determined the world's fate.\The Knights of Izumo are something like guardians of the Yamato Islands.\We can rest easy, then.\But as of now, no one is sure if they really exist. response:	Eh?
context: Stronger even than adventurers...\The ultimate weapon of the humanoid races.\There are said to be thirteen bands of knights around the world.\They've always been involved in battles that determined the world's fate.\The Knights of Izumo are something like guardians of the Yamato Islands.\We can rest easy, then.\But as of now, no one is sure if they really exist.\Eh? response:	You get your news quickly.
context: The ultimate weapon of the humanoid races.\There are said to be thirteen bands of knights around the world.\They've always been involved in battles that determined the world's fate.\The Knights of Izumo are something like guardians of the Yamato Islands.\We can rest easy, then.\But as of now, no one is sure if they really exist.\Eh?\You get your news quickly. response:	Either way, a large battle is unavoidable.
context: There are said to be thirteen bands of knights around the world.\They've always been involved in battles that determined the world's fate.\The Knights of Izumo are something like guardians of the Yamato Islands.\We can rest easy, then.\But as of now, no one is sure if they really exist.\Eh?\You get your news quickly.\Either way, a large battle is unavoidable. response:	At least some people will die.
context: They've always been involved in battles that determined the world's fate.\The Knights of Izumo are something like guardians of the Yamato Islands.\We can rest easy, then.\But as of now, no one is sure if they really exist.\Eh?\You get your news quickly.\Either way, a large battle is unavoidable.\At least some people will die. response:	We can come back to life, but the People of the Land...
context: The Knights of Izumo are something like guardians of the Yamato Islands.\We can rest easy, then.\But as of now, no one is sure if they really exist.\Eh?\You get your news quickly.\Either way, a large battle is unavoidable.\At least some people will die.\We can come back to life, but the People of the Land... response:	My lord...
context: We can rest easy, then.\But as of now, no one is sure if they really exist.\Eh?\You get your news quickly.\Either way, a large battle is unavoidable.\At least some people will die.\We can come back to life, but the People of the Land...\My lord... response:	Princess? Princess?
context: But as of now, no one is sure if they really exist.\Eh?\You get your news quickly.\Either way, a large battle is unavoidable.\At least some people will die.\We can come back to life, but the People of the Land...\My lord...\Princess? Princess? response:	Princess Lenessia?
context: Eh?\You get your news quickly.\Either way, a large battle is unavoidable.\At least some people will die.\We can come back to life, but the People of the Land...\My lord...\Princess? Princess?\Princess Lenessia? response:	He's not here today, is he?
context: You get your news quickly.\Either way, a large battle is unavoidable.\At least some people will die.\We can come back to life, but the People of the Land...\My lord...\Princess? Princess?\Princess Lenessia?\He's not here today, is he? response:	Crusty.
context: Either way, a large battle is unavoidable.\At least some people will die.\We can come back to life, but the People of the Land...\My lord...\Princess? Princess?\Princess Lenessia?\He's not here today, is he?\Crusty. response:	Why?
context: At least some people will die.\We can come back to life, but the People of the Land...\My lord...\Princess? Princess?\Princess Lenessia?\He's not here today, is he?\Crusty.\Why? response:	Lately, you've been breakfasting together frequently.
context: We can come back to life, but the People of the Land...\My lord...\Princess? Princess?\Princess Lenessia?\He's not here today, is he?\Crusty.\Why?\Lately, you've been breakfasting together frequently. response:	I would expect him to show up around this time...
context: My lord...\Princess? Princess?\Princess Lenessia?\He's not here today, is he?\Crusty.\Why?\Lately, you've been breakfasting together frequently.\I would expect him to show up around this time... response:	Father?
context: Princess? Princess?\Princess Lenessia?\He's not here today, is he?\Crusty.\Why?\Lately, you've been breakfasting together frequently.\I would expect him to show up around this time...\Father? response:	Lenessia, remain calm and listen to me.
context: Princess Lenessia?\He's not here today, is he?\Crusty.\Why?\Lately, you've been breakfasting together frequently.\I would expect him to show up around this time...\Father?\Lenessia, remain calm and listen to me. response:	A huge goblin army is approaching Maihama.
context: He's not here today, is he?\Crusty.\Why?\Lately, you've been breakfasting together frequently.\I would expect him to show up around this time...\Father?\Lenessia, remain calm and listen to me.\A huge goblin army is approaching Maihama. response:	Ten thousand of them.
context: Crusty.\Why?\Lately, you've been breakfasting together frequently.\I would expect him to show up around this time...\Father?\Lenessia, remain calm and listen to me.\A huge goblin army is approaching Maihama.\Ten thousand of them. response:	Ten thousand?
context: Why?\Lately, you've been breakfasting together frequently.\I would expect him to show up around this time...\Father?\Lenessia, remain calm and listen to me.\A huge goblin army is approaching Maihama.\Ten thousand of them.\Ten thousand? response:	In a few days, they're likely to number several times that.
context: Lately, you've been breakfasting together frequently.\I would expect him to show up around this time...\Father?\Lenessia, remain calm and listen to me.\A huge goblin army is approaching Maihama.\Ten thousand of them.\Ten thousand?\In a few days, they're likely to number several times that. response:	It's the worst disaster imaginable.
context: I would expect him to show up around this time...\Father?\Lenessia, remain calm and listen to me.\A huge goblin army is approaching Maihama.\Ten thousand of them.\Ten thousand?\In a few days, they're likely to number several times that.\It's the worst disaster imaginable. response:	There are thirty thousand people in Maihama.
context: Father?\Lenessia, remain calm and listen to me.\A huge goblin army is approaching Maihama.\Ten thousand of them.\Ten thousand?\In a few days, they're likely to number several times that.\It's the worst disaster imaginable.\There are thirty thousand people in Maihama. response:	At most, there are two thousand guards!
context: Lenessia, remain calm and listen to me.\A huge goblin army is approaching Maihama.\Ten thousand of them.\Ten thousand?\In a few days, they're likely to number several times that.\It's the worst disaster imaginable.\There are thirty thousand people in Maihama.\At most, there are two thousand guards! response:	I'm returning to Maihama immediately.
context: A huge goblin army is approaching Maihama.\Ten thousand of them.\Ten thousand?\In a few days, they're likely to number several times that.\It's the worst disaster imaginable.\There are thirty thousand people in Maihama.\At most, there are two thousand guards!\I'm returning to Maihama immediately. response:	Then I'll go with you.
context: Ten thousand of them.\Ten thousand?\In a few days, they're likely to number several times that.\It's the worst disaster imaginable.\There are thirty thousand people in Maihama.\At most, there are two thousand guards!\I'm returning to Maihama immediately.\Then I'll go with you. response:	No, you will remain in the palace.
context: Ten thousand?\In a few days, they're likely to number several times that.\It's the worst disaster imaginable.\There are thirty thousand people in Maihama.\At most, there are two thousand guards!\I'm returning to Maihama immediately.\Then I'll go with you.\No, you will remain in the palace. response:	Huh?
context: In a few days, they're likely to number several times that.\It's the worst disaster imaginable.\There are thirty thousand people in Maihama.\At most, there are two thousand guards!\I'm returning to Maihama immediately.\Then I'll go with you.\No, you will remain in the palace.\Huh? response:	My father will, as well.
context: It's the worst disaster imaginable.\There are thirty thousand people in Maihama.\At most, there are two thousand guards!\I'm returning to Maihama immediately.\Then I'll go with you.\No, you will remain in the palace.\Huh?\My father will, as well. response:	Grandfather?
context: There are thirty thousand people in Maihama.\At most, there are two thousand guards!\I'm returning to Maihama immediately.\Then I'll go with you.\No, you will remain in the palace.\Huh?\My father will, as well.\Grandfather? response:	This reaches beyond our city of Maihama.
context: At most, there are two thousand guards!\I'm returning to Maihama immediately.\Then I'll go with you.\No, you will remain in the palace.\Huh?\My father will, as well.\Grandfather?\This reaches beyond our city of Maihama. response:	All the lords must come together at this conference.
context: I'm returning to Maihama immediately.\Then I'll go with you.\No, you will remain in the palace.\Huh?\My father will, as well.\Grandfather?\This reaches beyond our city of Maihama.\All the lords must come together at this conference. response:	As high lord, my father has to remain here, at the palace.
context: Then I'll go with you.\No, you will remain in the palace.\Huh?\My father will, as well.\Grandfather?\This reaches beyond our city of Maihama.\All the lords must come together at this conference.\As high lord, my father has to remain here, at the palace. response:	And you want me to help him?
context: No, you will remain in the palace.\Huh?\My father will, as well.\Grandfather?\This reaches beyond our city of Maihama.\All the lords must come together at this conference.\As high lord, my father has to remain here, at the palace.\And you want me to help him? response:	Yes.
context: Huh?\My father will, as well.\Grandfather?\This reaches beyond our city of Maihama.\All the lords must come together at this conference.\As high lord, my father has to remain here, at the palace.\And you want me to help him?\Yes. response:	Father...
context: My father will, as well.\Grandfather?\This reaches beyond our city of Maihama.\All the lords must come together at this conference.\As high lord, my father has to remain here, at the palace.\And you want me to help him?\Yes.\Father... response:	Okay, everyone's here.
context: Grandfather?\This reaches beyond our city of Maihama.\All the lords must come together at this conference.\As high lord, my father has to remain here, at the palace.\And you want me to help him?\Yes.\Father...\Okay, everyone's here. response:	Why don't we have curry tonight? Curry!
context: This reaches beyond our city of Maihama.\All the lords must come together at this conference.\As high lord, my father has to remain here, at the palace.\And you want me to help him?\Yes.\Father...\Okay, everyone's here.\Why don't we have curry tonight? Curry! response:	Okay?
context: All the lords must come together at this conference.\As high lord, my father has to remain here, at the palace.\And you want me to help him?\Yes.\Father...\Okay, everyone's here.\Why don't we have curry tonight? Curry!\Okay? response:	Marie!
context: As high lord, my father has to remain here, at the palace.\And you want me to help him?\Yes.\Father...\Okay, everyone's here.\Why don't we have curry tonight? Curry!\Okay?\Marie! response:	Naotsugu...
context: And you want me to help him?\Yes.\Father...\Okay, everyone's here.\Why don't we have curry tonight? Curry!\Okay?\Marie!\Naotsugu... response:	Marielle!
context: Yes.\Father...\Okay, everyone's here.\Why don't we have curry tonight? Curry!\Okay?\Marie!\Naotsugu...\Marielle! response:	Oh, Serara, you're safe.
context: Father...\Okay, everyone's here.\Why don't we have curry tonight? Curry!\Okay?\Marie!\Naotsugu...\Marielle!\Oh, Serara, you're safe. response:	I'm so glad.
context: Okay, everyone's here.\Why don't we have curry tonight? Curry!\Okay?\Marie!\Naotsugu...\Marielle!\Oh, Serara, you're safe.\I'm so glad. response:	You're still a little kid.
context: Why don't we have curry tonight? Curry!\Okay?\Marie!\Naotsugu...\Marielle!\Oh, Serara, you're safe.\I'm so glad.\You're still a little kid. response:	But...
context: Okay?\Marie!\Naotsugu...\Marielle!\Oh, Serara, you're safe.\I'm so glad.\You're still a little kid.\But... response:	I'm sorry, Naotsugu.
context: Marie!\Naotsugu...\Marielle!\Oh, Serara, you're safe.\I'm so glad.\You're still a little kid.\But...\I'm sorry, Naotsugu. response:	For what happened...
context: Naotsugu...\Marielle!\Oh, Serara, you're safe.\I'm so glad.\You're still a little kid.\But...\I'm sorry, Naotsugu.\For what happened... response:	What are you talking about?
context: Marielle!\Oh, Serara, you're safe.\I'm so glad.\You're still a little kid.\But...\I'm sorry, Naotsugu.\For what happened...\What are you talking about? response:	It wasn't your fault.
context: Oh, Serara, you're safe.\I'm so glad.\You're still a little kid.\But...\I'm sorry, Naotsugu.\For what happened...\What are you talking about?\It wasn't your fault. response:	If anything, every adventurer is responsible for this disaster.
context: I'm so glad.\You're still a little kid.\But...\I'm sorry, Naotsugu.\For what happened...\What are you talking about?\It wasn't your fault.\If anything, every adventurer is responsible for this disaster. response:	Yeah, but...
context: You're still a little kid.\But...\I'm sorry, Naotsugu.\For what happened...\What are you talking about?\It wasn't your fault.\If anything, every adventurer is responsible for this disaster.\Yeah, but... response:	It isn't like you to overthink things.
context: But...\I'm sorry, Naotsugu.\For what happened...\What are you talking about?\It wasn't your fault.\If anything, every adventurer is responsible for this disaster.\Yeah, but...\It isn't like you to overthink things. response:	Leave it to Shiro. He'll handle it.
context: I'm sorry, Naotsugu.\For what happened...\What are you talking about?\It wasn't your fault.\If anything, every adventurer is responsible for this disaster.\Yeah, but...\It isn't like you to overthink things.\Leave it to Shiro. He'll handle it. response:	He'll come up with a way out of this, even if it means cheating a little.
context: For what happened...\What are you talking about?\It wasn't your fault.\If anything, every adventurer is responsible for this disaster.\Yeah, but...\It isn't like you to overthink things.\Leave it to Shiro. He'll handle it.\He'll come up with a way out of this, even if it means cheating a little. response:	She smiled.
context: What are you talking about?\It wasn't your fault.\If anything, every adventurer is responsible for this disaster.\Yeah, but...\It isn't like you to overthink things.\Leave it to Shiro. He'll handle it.\He'll come up with a way out of this, even if it means cheating a little.\She smiled. response:	It's getting cold.
context: It wasn't your fault.\If anything, every adventurer is responsible for this disaster.\Yeah, but...\It isn't like you to overthink things.\Leave it to Shiro. He'll handle it.\He'll come up with a way out of this, even if it means cheating a little.\She smiled.\It's getting cold. response:	You should change.
context: If anything, every adventurer is responsible for this disaster.\Yeah, but...\It isn't like you to overthink things.\Leave it to Shiro. He'll handle it.\He'll come up with a way out of this, even if it means cheating a little.\She smiled.\It's getting cold.\You should change. response:	That's right.
context: Yeah, but...\It isn't like you to overthink things.\Leave it to Shiro. He'll handle it.\He'll come up with a way out of this, even if it means cheating a little.\She smiled.\It's getting cold.\You should change.\That's right. response:	Oh! Give me a second!
context: It isn't like you to overthink things.\Leave it to Shiro. He'll handle it.\He'll come up with a way out of this, even if it means cheating a little.\She smiled.\It's getting cold.\You should change.\That's right.\Oh! Give me a second! response:	Meow.
context: Leave it to Shiro. He'll handle it.\He'll come up with a way out of this, even if it means cheating a little.\She smiled.\It's getting cold.\You should change.\That's right.\Oh! Give me a second!\Meow. response:	I'm back!
context: He'll come up with a way out of this, even if it means cheating a little.\She smiled.\It's getting cold.\You should change.\That's right.\Oh! Give me a second!\Meow.\I'm back! response:	Put out the fire!
context: She smiled.\It's getting cold.\You should change.\That's right.\Oh! Give me a second!\Meow.\I'm back!\Put out the fire! response:	What's happening?
context: It's getting cold.\You should change.\That's right.\Oh! Give me a second!\Meow.\I'm back!\Put out the fire!\What's happening? response:	Over there.
context: You should change.\That's right.\Oh! Give me a second!\Meow.\I'm back!\Put out the fire!\What's happening?\Over there. response:	Torches...
context: That's right.\Oh! Give me a second!\Meow.\I'm back!\Put out the fire!\What's happening?\Over there.\Torches... response:	A goblin army?
context: Oh! Give me a second!\Meow.\I'm back!\Put out the fire!\What's happening?\Over there.\Torches...\A goblin army? response:	Yup.
context: Meow.\I'm back!\Put out the fire!\What's happening?\Over there.\Torches...\A goblin army?\Yup. response:	Someone, bring me a map!
context: I'm back!\Put out the fire!\What's happening?\Over there.\Torches...\A goblin army?\Yup.\Someone, bring me a map! response:	Gobs Fish
context: Put out the fire!\What's happening?\Over there.\Torches...\A goblin army?\Yup.\Someone, bring me a map!\Gobs Fish response:	How does it look?
context: What's happening?\Over there.\Torches...\A goblin army?\Yup.\Someone, bring me a map!\Gobs Fish\How does it look? response:	This is a bit of a problem...
context: Over there.\Torches...\A goblin army?\Yup.\Someone, bring me a map!\Gobs Fish\How does it look?\This is a bit of a problem... response:	What?
context: Torches...\A goblin army?\Yup.\Someone, bring me a map!\Gobs Fish\How does it look?\This is a bit of a problem...\What? response:	Well, not so much for us, perhaps...
context: A goblin army?\Yup.\Someone, bring me a map!\Gobs Fish\How does it look?\This is a bit of a problem...\What?\Well, not so much for us, perhaps... response:	You don't need to sugarcoat it.
context: Yup.\Someone, bring me a map!\Gobs Fish\How does it look?\This is a bit of a problem...\What?\Well, not so much for us, perhaps...\You don't need to sugarcoat it. response:	Out with it, Mr. Retiree.
context: Someone, bring me a map!\Gobs Fish\How does it look?\This is a bit of a problem...\What?\Well, not so much for us, perhaps...\You don't need to sugarcoat it.\Out with it, Mr. Retiree. response:	It looks like the goblins intend to attack the town of Choushi.
context: Gobs Fish\How does it look?\This is a bit of a problem...\What?\Well, not so much for us, perhaps...\You don't need to sugarcoat it.\Out with it, Mr. Retiree.\It looks like the goblins intend to attack the town of Choushi. response:	Fish
context: How does it look?\This is a bit of a problem...\What?\Well, not so much for us, perhaps...\You don't need to sugarcoat it.\Out with it, Mr. Retiree.\It looks like the goblins intend to attack the town of Choushi.\Fish response:	Gobs
context: This is a bit of a problem...\What?\Well, not so much for us, perhaps...\You don't need to sugarcoat it.\Out with it, Mr. Retiree.\It looks like the goblins intend to attack the town of Choushi.\Fish\Gobs response:	Of course, that isn't the giant army I saw this afternoon.
context: What?\Well, not so much for us, perhaps...\You don't need to sugarcoat it.\Out with it, Mr. Retiree.\It looks like the goblins intend to attack the town of Choushi.\Fish\Gobs\Of course, that isn't the giant army I saw this afternoon. response:	It's a medium-sized division.
context: Well, not so much for us, perhaps...\You don't need to sugarcoat it.\Out with it, Mr. Retiree.\It looks like the goblins intend to attack the town of Choushi.\Fish\Gobs\Of course, that isn't the giant army I saw this afternoon.\It's a medium-sized division. response:	The main force is way up north...
context: You don't need to sugarcoat it.\Out with it, Mr. Retiree.\It looks like the goblins intend to attack the town of Choushi.\Fish\Gobs\Of course, that isn't the giant army I saw this afternoon.\It's a medium-sized division.\The main force is way up north... response:	Attack?
context: Out with it, Mr. Retiree.\It looks like the goblins intend to attack the town of Choushi.\Fish\Gobs\Of course, that isn't the giant army I saw this afternoon.\It's a medium-sized division.\The main force is way up north...\Attack? response:	That's a raiding force.
context: It looks like the goblins intend to attack the town of Choushi.\Fish\Gobs\Of course, that isn't the giant army I saw this afternoon.\It's a medium-sized division.\The main force is way up north...\Attack?\That's a raiding force. response:	In other words, they plan to take food from the town of Choushi.
context: Fish\Gobs\Of course, that isn't the giant army I saw this afternoon.\It's a medium-sized division.\The main force is way up north...\Attack?\That's a raiding force.\In other words, they plan to take food from the town of Choushi. response:	Choushi has no walls...
context: Gobs\Of course, that isn't the giant army I saw this afternoon.\It's a medium-sized division.\The main force is way up north...\Attack?\That's a raiding force.\In other words, they plan to take food from the town of Choushi.\Choushi has no walls... response:	You're right.
context: Of course, that isn't the giant army I saw this afternoon.\It's a medium-sized division.\The main force is way up north...\Attack?\That's a raiding force.\In other words, they plan to take food from the town of Choushi.\Choushi has no walls...\You're right. response:	If we leave them, they won't last until morning.
context: It's a medium-sized division.\The main force is way up north...\Attack?\That's a raiding force.\In other words, they plan to take food from the town of Choushi.\Choushi has no walls...\You're right.\If we leave them, they won't last until morning. response:	We can't return to Akihabara without doing anything!
context: The main force is way up north...\Attack?\That's a raiding force.\In other words, they plan to take food from the town of Choushi.\Choushi has no walls...\You're right.\If we leave them, they won't last until morning.\We can't return to Akihabara without doing anything! response:	We should go to Choushi.
context: Attack?\That's a raiding force.\In other words, they plan to take food from the town of Choushi.\Choushi has no walls...\You're right.\If we leave them, they won't last until morning.\We can't return to Akihabara without doing anything!\We should go to Choushi. response:	That's right.
context: That's a raiding force.\In other words, they plan to take food from the town of Choushi.\Choushi has no walls...\You're right.\If we leave them, they won't last until morning.\We can't return to Akihabara without doing anything!\We should go to Choushi.\That's right. response:	I don't know what we can do, but it's better than staying here.
context: In other words, they plan to take food from the town of Choushi.\Choushi has no walls...\You're right.\If we leave them, they won't last until morning.\We can't return to Akihabara without doing anything!\We should go to Choushi.\That's right.\I don't know what we can do, but it's better than staying here. response:	Don't be crazy!
context: Choushi has no walls...\You're right.\If we leave them, they won't last until morning.\We can't return to Akihabara without doing anything!\We should go to Choushi.\That's right.\I don't know what we can do, but it's better than staying here.\Don't be crazy! response:	Isuzu?
context: You're right.\If we leave them, they won't last until morning.\We can't return to Akihabara without doing anything!\We should go to Choushi.\That's right.\I don't know what we can do, but it's better than staying here.\Don't be crazy!\Isuzu? response:	This isn't training...
context: If we leave them, they won't last until morning.\We can't return to Akihabara without doing anything!\We should go to Choushi.\That's right.\I don't know what we can do, but it's better than staying here.\Don't be crazy!\Isuzu?\This isn't training... response:	We don't even know how strong they are!
context: We can't return to Akihabara without doing anything!\We should go to Choushi.\That's right.\I don't know what we can do, but it's better than staying here.\Don't be crazy!\Isuzu?\This isn't training...\We don't even know how strong they are! response:	I'm well aware of that, Miss Isuzu.
context: We should go to Choushi.\That's right.\I don't know what we can do, but it's better than staying here.\Don't be crazy!\Isuzu?\This isn't training...\We don't even know how strong they are!\I'm well aware of that, Miss Isuzu. response:	But the people in the town don't even know the goblins are coming.
context: That's right.\I don't know what we can do, but it's better than staying here.\Don't be crazy!\Isuzu?\This isn't training...\We don't even know how strong they are!\I'm well aware of that, Miss Isuzu.\But the people in the town don't even know the goblins are coming. response:	You want us to do nothing, even knowing all this?
context: I don't know what we can do, but it's better than staying here.\Don't be crazy!\Isuzu?\This isn't training...\We don't even know how strong they are!\I'm well aware of that, Miss Isuzu.\But the people in the town don't even know the goblins are coming.\You want us to do nothing, even knowing all this? response:	Let's leave this stuff to the adults, okay?
context: Don't be crazy!\Isuzu?\This isn't training...\We don't even know how strong they are!\I'm well aware of that, Miss Isuzu.\But the people in the town don't even know the goblins are coming.\You want us to do nothing, even knowing all this?\Let's leave this stuff to the adults, okay? response:	Are you saying we're kids?!
context: Isuzu?\This isn't training...\We don't even know how strong they are!\I'm well aware of that, Miss Isuzu.\But the people in the town don't even know the goblins are coming.\You want us to do nothing, even knowing all this?\Let's leave this stuff to the adults, okay?\Are you saying we're kids?! response:	That's not it...
context: This isn't training...\We don't even know how strong they are!\I'm well aware of that, Miss Isuzu.\But the people in the town don't even know the goblins are coming.\You want us to do nothing, even knowing all this?\Let's leave this stuff to the adults, okay?\Are you saying we're kids?!\That's not it... response:	We've already grown plenty strong.
context: We don't even know how strong they are!\I'm well aware of that, Miss Isuzu.\But the people in the town don't even know the goblins are coming.\You want us to do nothing, even knowing all this?\Let's leave this stuff to the adults, okay?\Are you saying we're kids?!\That's not it...\We've already grown plenty strong. response:	Stop it, guys.
context: I'm well aware of that, Miss Isuzu.\But the people in the town don't even know the goblins are coming.\You want us to do nothing, even knowing all this?\Let's leave this stuff to the adults, okay?\Are you saying we're kids?!\That's not it...\We've already grown plenty strong.\Stop it, guys. response:	I agree with Rundel Haus.
context: But the people in the town don't even know the goblins are coming.\You want us to do nothing, even knowing all this?\Let's leave this stuff to the adults, okay?\Are you saying we're kids?!\That's not it...\We've already grown plenty strong.\Stop it, guys.\I agree with Rundel Haus. response:	Though, I don't think it's about how much stronger we are...
context: You want us to do nothing, even knowing all this?\Let's leave this stuff to the adults, okay?\Are you saying we're kids?!\That's not it...\We've already grown plenty strong.\Stop it, guys.\I agree with Rundel Haus.\Though, I don't think it's about how much stronger we are... response:	Minori...
context: Let's leave this stuff to the adults, okay?\Are you saying we're kids?!\That's not it...\We've already grown plenty strong.\Stop it, guys.\I agree with Rundel Haus.\Though, I don't think it's about how much stronger we are...\Minori... response:	Please let us go to Choushi!
context: Are you saying we're kids?!\That's not it...\We've already grown plenty strong.\Stop it, guys.\I agree with Rundel Haus.\Though, I don't think it's about how much stronger we are...\Minori...\Please let us go to Choushi! response:	No matter how big their army is, their numbers don't pose much threat.
context: That's not it...\We've already grown plenty strong.\Stop it, guys.\I agree with Rundel Haus.\Though, I don't think it's about how much stronger we are...\Minori...\Please let us go to Choushi!\No matter how big their army is, their numbers don't pose much threat. response:	With our fifteen hundred, we could destroy them.
context: We've already grown plenty strong.\Stop it, guys.\I agree with Rundel Haus.\Though, I don't think it's about how much stronger we are...\Minori...\Please let us go to Choushi!\No matter how big their army is, their numbers don't pose much threat.\With our fifteen hundred, we could destroy them. response:	During that last conference, Isaac said that we haven't been asked to,
context: Stop it, guys.\I agree with Rundel Haus.\Though, I don't think it's about how much stronger we are...\Minori...\Please let us go to Choushi!\No matter how big their army is, their numbers don't pose much threat.\With our fifteen hundred, we could destroy them.\During that last conference, Isaac said that we haven't been asked to, response:	so we have no reason to help...
