context: Captain? response:	How?
context: I'm doing you a huge favor! Listen up!\It's because of you, Rem died\and I experienced such a horrible trauma!\I made it back!\Rem!\Yes!\You saved me...\Thank you for the treat. response:	What are you talking about?
context: It's because of you, Rem died\and I experienced such a horrible trauma!\I made it back!\Rem!\Yes!\You saved me...\Thank you for the treat.\What are you talking about? response:	Don't let me down, Patrasche.
context: and I experienced such a horrible trauma!\I made it back!\Rem!\Yes!\You saved me...\Thank you for the treat.\What are you talking about?\Don't let me down, Patrasche. response:	You're a dragon, aren't you?
context: I made it back!\Rem!\Yes!\You saved me...\Thank you for the treat.\What are you talking about?\Don't let me down, Patrasche.\You're a dragon, aren't you? response:	Show me how awesome you are!
context: Rem!\Yes!\You saved me...\Thank you for the treat.\What are you talking about?\Don't let me down, Patrasche.\You're a dragon, aren't you?\Show me how awesome you are! response:	Take this!
context: Yes!\You saved me...\Thank you for the treat.\What are you talking about?\Don't let me down, Patrasche.\You're a dragon, aren't you?\Show me how awesome you are!\Take this! response:	Fire!
context: You saved me...\Thank you for the treat.\What are you talking about?\Don't let me down, Patrasche.\You're a dragon, aren't you?\Show me how awesome you are!\Take this!\Fire! response:	This is for my wife, Theresia van Astrea.
context: Thank you for the treat.\What are you talking about?\Don't let me down, Patrasche.\You're a dragon, aren't you?\Show me how awesome you are!\Take this!\Fire!\This is for my wife, Theresia van Astrea. response:	I win.
context: What are you talking about?\Don't let me down, Patrasche.\You're a dragon, aren't you?\Show me how awesome you are!\Take this!\Fire!\This is for my wife, Theresia van Astrea.\I win. response:	As a weaker swordsman, you no longer have reason to hold a sword.
context: Don't let me down, Patrasche.\You're a dragon, aren't you?\Show me how awesome you are!\Take this!\Fire!\This is for my wife, Theresia van Astrea.\I win.\As a weaker swordsman, you no longer have reason to hold a sword. response:	If I don't hold it, who will?
context: You're a dragon, aren't you?\Show me how awesome you are!\Take this!\Fire!\This is for my wife, Theresia van Astrea.\I win.\As a weaker swordsman, you no longer have reason to hold a sword.\If I don't hold it, who will? response:	I shall inherit your reason for wielding the sword.
context: Show me how awesome you are!\Take this!\Fire!\This is for my wife, Theresia van Astrea.\I win.\As a weaker swordsman, you no longer have reason to hold a sword.\If I don't hold it, who will?\I shall inherit your reason for wielding the sword. response:	You need but
context: Take this!\Fire!\This is for my wife, Theresia van Astrea.\I win.\As a weaker swordsman, you no longer have reason to hold a sword.\If I don't hold it, who will?\I shall inherit your reason for wielding the sword.\You need but response:	become my reason for wielding it.
context: Fire!\This is for my wife, Theresia van Astrea.\I win.\As a weaker swordsman, you no longer have reason to hold a sword.\If I don't hold it, who will?\I shall inherit your reason for wielding the sword.\You need but\become my reason for wielding it. response:	Hey, do you like flowers?
context: This is for my wife, Theresia van Astrea.\I win.\As a weaker swordsman, you no longer have reason to hold a sword.\If I don't hold it, who will?\I shall inherit your reason for wielding the sword.\You need but\become my reason for wielding it.\Hey, do you like flowers? response:	I don't hate them anymore.
context: I win.\As a weaker swordsman, you no longer have reason to hold a sword.\If I don't hold it, who will?\I shall inherit your reason for wielding the sword.\You need but\become my reason for wielding it.\Hey, do you like flowers?\I don't hate them anymore. response:	Why do you wield that sword?
context: As a weaker swordsman, you no longer have reason to hold a sword.\If I don't hold it, who will?\I shall inherit your reason for wielding the sword.\You need but\become my reason for wielding it.\Hey, do you like flowers?\I don't hate them anymore.\Why do you wield that sword? response:	To protect...
context: If I don't hold it, who will?\I shall inherit your reason for wielding the sword.\You need but\become my reason for wielding it.\Hey, do you like flowers?\I don't hate them anymore.\Why do you wield that sword?\To protect... response:	Do you love me?
context: I shall inherit your reason for wielding the sword.\You need but\become my reason for wielding it.\Hey, do you like flowers?\I don't hate them anymore.\Why do you wield that sword?\To protect...\Do you love me? response:	You know that.
context: You need but\become my reason for wielding it.\Hey, do you like flowers?\I don't hate them anymore.\Why do you wield that sword?\To protect...\Do you love me?\You know that. response:	I still want to hear you say it sometimes.
context: become my reason for wielding it.\Hey, do you like flowers?\I don't hate them anymore.\Why do you wield that sword?\To protect...\Do you love me?\You know that.\I still want to hear you say it sometimes. response:	Very well.
context: Hey, do you like flowers?\I don't hate them anymore.\Why do you wield that sword?\To protect...\Do you love me?\You know that.\I still want to hear you say it sometimes.\Very well. response:	Someday...
context: I don't hate them anymore.\Why do you wield that sword?\To protect...\Do you love me?\You know that.\I still want to hear you say it sometimes.\Very well.\Someday... response:	When I feel like it.
context: Why do you wield that sword?\To protect...\Do you love me?\You know that.\I still want to hear you say it sometimes.\Very well.\Someday...\When I feel like it. response:	Sleep for all eternity.
context: To protect...\Do you love me?\You know that.\I still want to hear you say it sometimes.\Very well.\Someday...\When I feel like it.\Sleep for all eternity. response:	It is finished, Theresia.
context: Do you love me?\You know that.\I still want to hear you say it sometimes.\Very well.\Someday...\When I feel like it.\Sleep for all eternity.\It is finished, Theresia. response:	At last...
context: You know that.\I still want to hear you say it sometimes.\Very well.\Someday...\When I feel like it.\Sleep for all eternity.\It is finished, Theresia.\At last... response:	Theresia, I...
context: I still want to hear you say it sometimes.\Very well.\Someday...\When I feel like it.\Sleep for all eternity.\It is finished, Theresia.\At last...\Theresia, I... response:	I love you!
context: Very well.\Someday...\When I feel like it.\Sleep for all eternity.\It is finished, Theresia.\At last...\Theresia, I...\I love you! response:	The White Whale has fallen!
context: Someday...\When I feel like it.\Sleep for all eternity.\It is finished, Theresia.\At last...\Theresia, I...\I love you!\The White Whale has fallen! response:	The mabeast of fog,
context: When I feel like it.\Sleep for all eternity.\It is finished, Theresia.\At last...\Theresia, I...\I love you!\The White Whale has fallen!\The mabeast of fog, response:	which has terrorized the world for four centuries,
context: Sleep for all eternity.\It is finished, Theresia.\At last...\Theresia, I...\I love you!\The White Whale has fallen!\The mabeast of fog,\which has terrorized the world for four centuries, response:	has been defeated by Wilhelm van Astrea!
context: It is finished, Theresia.\At last...\Theresia, I...\I love you!\The White Whale has fallen!\The mabeast of fog,\which has terrorized the world for four centuries,\has been defeated by Wilhelm van Astrea! response:	We have won this battle!
context: At last...\Theresia, I...\I love you!\The White Whale has fallen!\The mabeast of fog,\which has terrorized the world for four centuries,\has been defeated by Wilhelm van Astrea!\We have won this battle! response:	Are you all right, Natsuki Subaru?
context: Theresia, I...\I love you!\The White Whale has fallen!\The mabeast of fog,\which has terrorized the world for four centuries,\has been defeated by Wilhelm van Astrea!\We have won this battle!\Are you all right, Natsuki Subaru? response:	Somehow or another...
context: I love you!\The White Whale has fallen!\The mabeast of fog,\which has terrorized the world for four centuries,\has been defeated by Wilhelm van Astrea!\We have won this battle!\Are you all right, Natsuki Subaru?\Somehow or another... response:	I'm glad you're also safe, Crusch-san.
context: The White Whale has fallen!\The mabeast of fog,\which has terrorized the world for four centuries,\has been defeated by Wilhelm van Astrea!\We have won this battle!\Are you all right, Natsuki Subaru?\Somehow or another...\I'm glad you're also safe, Crusch-san. response:	I am, yes.
context: The mabeast of fog,\which has terrorized the world for four centuries,\has been defeated by Wilhelm van Astrea!\We have won this battle!\Are you all right, Natsuki Subaru?\Somehow or another...\I'm glad you're also safe, Crusch-san.\I am, yes. response:	But our losses are not few.
context: which has terrorized the world for four centuries,\has been defeated by Wilhelm van Astrea!\We have won this battle!\Are you all right, Natsuki Subaru?\Somehow or another...\I'm glad you're also safe, Crusch-san.\I am, yes.\But our losses are not few. response:	With the White Whale's defeat,
context: has been defeated by Wilhelm van Astrea!\We have won this battle!\Are you all right, Natsuki Subaru?\Somehow or another...\I'm glad you're also safe, Crusch-san.\I am, yes.\But our losses are not few.\With the White Whale's defeat, response:	those who have vanished will not return.
context: We have won this battle!\Are you all right, Natsuki Subaru?\Somehow or another...\I'm glad you're also safe, Crusch-san.\I am, yes.\But our losses are not few.\With the White Whale's defeat,\those who have vanished will not return. response:	I think you did great, Crusch-san.
context: Are you all right, Natsuki Subaru?\Somehow or another...\I'm glad you're also safe, Crusch-san.\I am, yes.\But our losses are not few.\With the White Whale's defeat,\those who have vanished will not return.\I think you did great, Crusch-san. response:	Your popularity should shoot through the
context: Somehow or another...\I'm glad you're also safe, Crusch-san.\I am, yes.\But our losses are not few.\With the White Whale's defeat,\those who have vanished will not return.\I think you did great, Crusch-san.\Your popularity should shoot through the response:	Wait, did I just give you a boost in the royal selection that I shouldn't have?
context: I'm glad you're also safe, Crusch-san.\I am, yes.\But our losses are not few.\With the White Whale's defeat,\those who have vanished will not return.\I think you did great, Crusch-san.\Your popularity should shoot through the\Wait, did I just give you a boost in the royal selection that I shouldn't have? response:	That is quite a gloomy look on your face.
context: I am, yes.\But our losses are not few.\With the White Whale's defeat,\those who have vanished will not return.\I think you did great, Crusch-san.\Your popularity should shoot through the\Wait, did I just give you a boost in the royal selection that I shouldn't have?\That is quite a gloomy look on your face. response:	You don't look like the hero who brought down the White Whale.
context: But our losses are not few.\With the White Whale's defeat,\those who have vanished will not return.\I think you did great, Crusch-san.\Your popularity should shoot through the\Wait, did I just give you a boost in the royal selection that I shouldn't have?\That is quite a gloomy look on your face.\You don't look like the hero who brought down the White Whale. response:	The first thing Emilia-tan's gonna do is to call me a traitor...
context: With the White Whale's defeat,\those who have vanished will not return.\I think you did great, Crusch-san.\Your popularity should shoot through the\Wait, did I just give you a boost in the royal selection that I shouldn't have?\That is quite a gloomy look on your face.\You don't look like the hero who brought down the White Whale.\The first thing Emilia-tan's gonna do is to call me a traitor... response:	What did you call me?
context: those who have vanished will not return.\I think you did great, Crusch-san.\Your popularity should shoot through the\Wait, did I just give you a boost in the royal selection that I shouldn't have?\That is quite a gloomy look on your face.\You don't look like the hero who brought down the White Whale.\The first thing Emilia-tan's gonna do is to call me a traitor...\What did you call me? response:	The hero who brought down the White Whale.
context: I think you did great, Crusch-san.\Your popularity should shoot through the\Wait, did I just give you a boost in the royal selection that I shouldn't have?\That is quite a gloomy look on your face.\You don't look like the hero who brought down the White Whale.\The first thing Emilia-tan's gonna do is to call me a traitor...\What did you call me?\The hero who brought down the White Whale. response:	I would not wish to be
context: Your popularity should shoot through the\Wait, did I just give you a boost in the royal selection that I shouldn't have?\That is quite a gloomy look on your face.\You don't look like the hero who brought down the White Whale.\The first thing Emilia-tan's gonna do is to call me a traitor...\What did you call me?\The hero who brought down the White Whale.\I would not wish to be response:	shameless enough to claim your achievement as my own.
context: Wait, did I just give you a boost in the royal selection that I shouldn't have?\That is quite a gloomy look on your face.\You don't look like the hero who brought down the White Whale.\The first thing Emilia-tan's gonna do is to call me a traitor...\What did you call me?\The hero who brought down the White Whale.\I would not wish to be\shameless enough to claim your achievement as my own. response:	No, I really didn't do anything.
context: That is quite a gloomy look on your face.\You don't look like the hero who brought down the White Whale.\The first thing Emilia-tan's gonna do is to call me a traitor...\What did you call me?\The hero who brought down the White Whale.\I would not wish to be\shameless enough to claim your achievement as my own.\No, I really didn't do anything. response:	It sounds like your opinion of me has improved a lot.
context: You don't look like the hero who brought down the White Whale.\The first thing Emilia-tan's gonna do is to call me a traitor...\What did you call me?\The hero who brought down the White Whale.\I would not wish to be\shameless enough to claim your achievement as my own.\No, I really didn't do anything.\It sounds like your opinion of me has improved a lot. response:	I'm surprised.
context: The first thing Emilia-tan's gonna do is to call me a traitor...\What did you call me?\The hero who brought down the White Whale.\I would not wish to be\shameless enough to claim your achievement as my own.\No, I really didn't do anything.\It sounds like your opinion of me has improved a lot.\I'm surprised. response:	There is no cause for modesty.
context: What did you call me?\The hero who brought down the White Whale.\I would not wish to be\shameless enough to claim your achievement as my own.\No, I really didn't do anything.\It sounds like your opinion of me has improved a lot.\I'm surprised.\There is no cause for modesty. response:	into my household and reward your accomplishments.
context: The hero who brought down the White Whale.\I would not wish to be\shameless enough to claim your achievement as my own.\No, I really didn't do anything.\It sounds like your opinion of me has improved a lot.\I'm surprised.\There is no cause for modesty.\into my household and reward your accomplishments. response:	Please don't ask that of me!
context: I would not wish to be\shameless enough to claim your achievement as my own.\No, I really didn't do anything.\It sounds like your opinion of me has improved a lot.\I'm surprised.\There is no cause for modesty.\into my household and reward your accomplishments.\Please don't ask that of me! response:	It isn't about loyalty or allegiance,
context: shameless enough to claim your achievement as my own.\No, I really didn't do anything.\It sounds like your opinion of me has improved a lot.\I'm surprised.\There is no cause for modesty.\into my household and reward your accomplishments.\Please don't ask that of me!\It isn't about loyalty or allegiance, response:	but my faith already lies exactly where it should.
context: No, I really didn't do anything.\It sounds like your opinion of me has improved a lot.\I'm surprised.\There is no cause for modesty.\into my household and reward your accomplishments.\Please don't ask that of me!\It isn't about loyalty or allegiance,\but my faith already lies exactly where it should. response:	I'll make Emilia the ruler.
context: It sounds like your opinion of me has improved a lot.\I'm surprised.\There is no cause for modesty.\into my household and reward your accomplishments.\Please don't ask that of me!\It isn't about loyalty or allegiance,\but my faith already lies exactly where it should.\I'll make Emilia the ruler. response:	Not for anyone's sake.
context: I'm surprised.\There is no cause for modesty.\into my household and reward your accomplishments.\Please don't ask that of me!\It isn't about loyalty or allegiance,\but my faith already lies exactly where it should.\I'll make Emilia the ruler.\Not for anyone's sake. response:	It's simply what I want to do.
context: There is no cause for modesty.\into my household and reward your accomplishments.\Please don't ask that of me!\It isn't about loyalty or allegiance,\but my faith already lies exactly where it should.\I'll make Emilia the ruler.\Not for anyone's sake.\It's simply what I want to do. response:	I was already aware of that,
context: into my household and reward your accomplishments.\Please don't ask that of me!\It isn't about loyalty or allegiance,\but my faith already lies exactly where it should.\I'll make Emilia the ruler.\Not for anyone's sake.\It's simply what I want to do.\I was already aware of that, response:	but it still stings a bit.
context: Please don't ask that of me!\It isn't about loyalty or allegiance,\but my faith already lies exactly where it should.\I'll make Emilia the ruler.\Not for anyone's sake.\It's simply what I want to do.\I was already aware of that,\but it still stings a bit. response:	Honestly, I think you're an amazing person.
context: It isn't about loyalty or allegiance,\but my faith already lies exactly where it should.\I'll make Emilia the ruler.\Not for anyone's sake.\It's simply what I want to do.\I was already aware of that,\but it still stings a bit.\Honestly, I think you're an amazing person. response:	If I'd been on my own, I'm pretty sure I'd have accepted your offer.
context: but my faith already lies exactly where it should.\I'll make Emilia the ruler.\Not for anyone's sake.\It's simply what I want to do.\I was already aware of that,\but it still stings a bit.\Honestly, I think you're an amazing person.\If I'd been on my own, I'm pretty sure I'd have accepted your offer. response:	I'll be counting on you to uphold the alliance.
context: I'll make Emilia the ruler.\Not for anyone's sake.\It's simply what I want to do.\I was already aware of that,\but it still stings a bit.\Honestly, I think you're an amazing person.\If I'd been on my own, I'm pretty sure I'd have accepted your offer.\I'll be counting on you to uphold the alliance. response:	Even if we end up as enemies,
context: Not for anyone's sake.\It's simply what I want to do.\I was already aware of that,\but it still stings a bit.\Honestly, I think you're an amazing person.\If I'd been on my own, I'm pretty sure I'd have accepted your offer.\I'll be counting on you to uphold the alliance.\Even if we end up as enemies, response:	I believe we can get along until then.
context: It's simply what I want to do.\I was already aware of that,\but it still stings a bit.\Honestly, I think you're an amazing person.\If I'd been on my own, I'm pretty sure I'd have accepted your offer.\I'll be counting on you to uphold the alliance.\Even if we end up as enemies,\I believe we can get along until then. response:	Natsuki Subaru, allow me to correct one idea you have.
context: I was already aware of that,\but it still stings a bit.\Honestly, I think you're an amazing person.\If I'd been on my own, I'm pretty sure I'd have accepted your offer.\I'll be counting on you to uphold the alliance.\Even if we end up as enemies,\I believe we can get along until then.\Natsuki Subaru, allow me to correct one idea you have. response:	Even if we do find ourselves in conflict one day,
context: but it still stings a bit.\Honestly, I think you're an amazing person.\If I'd been on my own, I'm pretty sure I'd have accepted your offer.\I'll be counting on you to uphold the alliance.\Even if we end up as enemies,\I believe we can get along until then.\Natsuki Subaru, allow me to correct one idea you have.\Even if we do find ourselves in conflict one day, response:	I shall remain friendly toward you.
context: Honestly, I think you're an amazing person.\If I'd been on my own, I'm pretty sure I'd have accepted your offer.\I'll be counting on you to uphold the alliance.\Even if we end up as enemies,\I believe we can get along until then.\Natsuki Subaru, allow me to correct one idea you have.\Even if we do find ourselves in conflict one day,\I shall remain friendly toward you. response:	Even if the day comes upon which we must settle things,
context: If I'd been on my own, I'm pretty sure I'd have accepted your offer.\I'll be counting on you to uphold the alliance.\Even if we end up as enemies,\I believe we can get along until then.\Natsuki Subaru, allow me to correct one idea you have.\Even if we do find ourselves in conflict one day,\I shall remain friendly toward you.\Even if the day comes upon which we must settle things, response:	I shall not forget the debt I have incurred this day.
context: I'll be counting on you to uphold the alliance.\Even if we end up as enemies,\I believe we can get along until then.\Natsuki Subaru, allow me to correct one idea you have.\Even if we do find ourselves in conflict one day,\I shall remain friendly toward you.\Even if the day comes upon which we must settle things,\I shall not forget the debt I have incurred this day. response:	Therefore, even if we do become enemies,
context: Even if we end up as enemies,\I believe we can get along until then.\Natsuki Subaru, allow me to correct one idea you have.\Even if we do find ourselves in conflict one day,\I shall remain friendly toward you.\Even if the day comes upon which we must settle things,\I shall not forget the debt I have incurred this day.\Therefore, even if we do become enemies, response:	I shall respect you and show you favor until the end.
context: I believe we can get along until then.\Natsuki Subaru, allow me to correct one idea you have.\Even if we do find ourselves in conflict one day,\I shall remain friendly toward you.\Even if the day comes upon which we must settle things,\I shall not forget the debt I have incurred this day.\Therefore, even if we do become enemies,\I shall respect you and show you favor until the end. response:	If I hadn't already had a 1 and 2 in my heart,
context: Natsuki Subaru, allow me to correct one idea you have.\Even if we do find ourselves in conflict one day,\I shall remain friendly toward you.\Even if the day comes upon which we must settle things,\I shall not forget the debt I have incurred this day.\Therefore, even if we do become enemies,\I shall respect you and show you favor until the end.\If I hadn't already had a 1 and 2 in my heart, response:	that would've been a close call.
context: Even if we do find ourselves in conflict one day,\I shall remain friendly toward you.\Even if the day comes upon which we must settle things,\I shall not forget the debt I have incurred this day.\Therefore, even if we do become enemies,\I shall respect you and show you favor until the end.\If I hadn't already had a 1 and 2 in my heart,\that would've been a close call. response:	I have not gone so far as to think of you as a woman might.
context: I shall remain friendly toward you.\Even if the day comes upon which we must settle things,\I shall not forget the debt I have incurred this day.\Therefore, even if we do become enemies,\I shall respect you and show you favor until the end.\If I hadn't already had a 1 and 2 in my heart,\that would've been a close call.\I have not gone so far as to think of you as a woman might. response:	I do not deny there were occasions on which my heartstrings felt a pull,
context: Even if the day comes upon which we must settle things,\I shall not forget the debt I have incurred this day.\Therefore, even if we do become enemies,\I shall respect you and show you favor until the end.\If I hadn't already had a 1 and 2 in my heart,\that would've been a close call.\I have not gone so far as to think of you as a woman might.\I do not deny there were occasions on which my heartstrings felt a pull, response:	but my heart lies at the end of my dream.
context: I shall not forget the debt I have incurred this day.\Therefore, even if we do become enemies,\I shall respect you and show you favor until the end.\If I hadn't already had a 1 and 2 in my heart,\that would've been a close call.\I have not gone so far as to think of you as a woman might.\I do not deny there were occasions on which my heartstrings felt a pull,\but my heart lies at the end of my dream. response:	Now...
context: Therefore, even if we do become enemies,\I shall respect you and show you favor until the end.\If I hadn't already had a 1 and 2 in my heart,\that would've been a close call.\I have not gone so far as to think of you as a woman might.\I do not deny there were occasions on which my heartstrings felt a pull,\but my heart lies at the end of my dream.\Now... response:	I shall leave
context: I shall respect you and show you favor until the end.\If I hadn't already had a 1 and 2 in my heart,\that would've been a close call.\I have not gone so far as to think of you as a woman might.\I do not deny there were occasions on which my heartstrings felt a pull,\but my heart lies at the end of my dream.\Now...\I shall leave response:	to take our wounded and the White Whale's carcass to the capital.
context: If I hadn't already had a 1 and 2 in my heart,\that would've been a close call.\I have not gone so far as to think of you as a woman might.\I do not deny there were occasions on which my heartstrings felt a pull,\but my heart lies at the end of my dream.\Now...\I shall leave\to take our wounded and the White Whale's carcass to the capital. response:	But it would appear you still have a duty to attend to.
context: that would've been a close call.\I have not gone so far as to think of you as a woman might.\I do not deny there were occasions on which my heartstrings felt a pull,\but my heart lies at the end of my dream.\Now...\I shall leave\to take our wounded and the White Whale's carcass to the capital.\But it would appear you still have a duty to attend to. response:	Yeah.
context: I have not gone so far as to think of you as a woman might.\I do not deny there were occasions on which my heartstrings felt a pull,\but my heart lies at the end of my dream.\Now...\I shall leave\to take our wounded and the White Whale's carcass to the capital.\But it would appear you still have a duty to attend to.\Yeah. response:	It may sound rude,
context: I do not deny there were occasions on which my heartstrings felt a pull,\but my heart lies at the end of my dream.\Now...\I shall leave\to take our wounded and the White Whale's carcass to the capital.\But it would appear you still have a duty to attend to.\Yeah.\It may sound rude, response:	but in a sense, that's what this whale hunt was really about.
context: but my heart lies at the end of my dream.\Now...\I shall leave\to take our wounded and the White Whale's carcass to the capital.\But it would appear you still have a duty to attend to.\Yeah.\It may sound rude,\but in a sense, that's what this whale hunt was really about. response:	Oh?
context: Now...\I shall leave\to take our wounded and the White Whale's carcass to the capital.\But it would appear you still have a duty to attend to.\Yeah.\It may sound rude,\but in a sense, that's what this whale hunt was really about.\Oh? response:	Subjugating the White Whale was secondary?
context: I shall leave\to take our wounded and the White Whale's carcass to the capital.\But it would appear you still have a duty to attend to.\Yeah.\It may sound rude,\but in a sense, that's what this whale hunt was really about.\Oh?\Subjugating the White Whale was secondary? response:	Intriguing.
context: to take our wounded and the White Whale's carcass to the capital.\But it would appear you still have a duty to attend to.\Yeah.\It may sound rude,\but in a sense, that's what this whale hunt was really about.\Oh?\Subjugating the White Whale was secondary?\Intriguing. response:	Do you require assistance?
context: But it would appear you still have a duty to attend to.\Yeah.\It may sound rude,\but in a sense, that's what this whale hunt was really about.\Oh?\Subjugating the White Whale was secondary?\Intriguing.\Do you require assistance? response:	I do.
context: Yeah.\It may sound rude,\but in a sense, that's what this whale hunt was really about.\Oh?\Subjugating the White Whale was secondary?\Intriguing.\Do you require assistance?\I do. response:	But...
context: It may sound rude,\but in a sense, that's what this whale hunt was really about.\Oh?\Subjugating the White Whale was secondary?\Intriguing.\Do you require assistance?\I do.\But... response:	Frankly, I didn't expect the hunt would exact this kind of toll.
context: but in a sense, that's what this whale hunt was really about.\Oh?\Subjugating the White Whale was secondary?\Intriguing.\Do you require assistance?\I do.\But...\Frankly, I didn't expect the hunt would exact this kind of toll. response:	On top of that
context: Oh?\Subjugating the White Whale was secondary?\Intriguing.\Do you require assistance?\I do.\But...\Frankly, I didn't expect the hunt would exact this kind of toll.\On top of that response:	In that case, why not make use of this old man?
context: Subjugating the White Whale was secondary?\Intriguing.\Do you require assistance?\I do.\But...\Frankly, I didn't expect the hunt would exact this kind of toll.\On top of that\In that case, why not make use of this old man? response:	Natsuki Subaru-dono,
context: Intriguing.\Do you require assistance?\I do.\But...\Frankly, I didn't expect the hunt would exact this kind of toll.\On top of that\In that case, why not make use of this old man?\Natsuki Subaru-dono, response:	with this subjugation,
context: Do you require assistance?\I do.\But...\Frankly, I didn't expect the hunt would exact this kind of toll.\On top of that\In that case, why not make use of this old man?\Natsuki Subaru-dono,\with this subjugation, response:	it was because of you that I was able to carry out my reason
context: I do.\But...\Frankly, I didn't expect the hunt would exact this kind of toll.\On top of that\In that case, why not make use of this old man?\Natsuki Subaru-dono,\with this subjugation,\it was because of you that I was able to carry out my reason response:	for living all this time.
context: But...\Frankly, I didn't expect the hunt would exact this kind of toll.\On top of that\In that case, why not make use of this old man?\Natsuki Subaru-dono,\with this subjugation,\it was because of you that I was able to carry out my reason\for living all this time. response:	I thank you...
context: Frankly, I didn't expect the hunt would exact this kind of toll.\On top of that\In that case, why not make use of this old man?\Natsuki Subaru-dono,\with this subjugation,\it was because of you that I was able to carry out my reason\for living all this time.\I thank you... response:	I thank you.
context: On top of that\In that case, why not make use of this old man?\Natsuki Subaru-dono,\with this subjugation,\it was because of you that I was able to carry out my reason\for living all this time.\I thank you...\I thank you. response:	I thank you with all that I am!
context: In that case, why not make use of this old man?\Natsuki Subaru-dono,\with this subjugation,\it was because of you that I was able to carry out my reason\for living all this time.\I thank you...\I thank you.\I thank you with all that I am! response:	It was your strength that made this possible, Wilhelm-san.
context: Natsuki Subaru-dono,\with this subjugation,\it was because of you that I was able to carry out my reason\for living all this time.\I thank you...\I thank you.\I thank you with all that I am!\It was your strength that made this possible, Wilhelm-san. response:	The reason I thought to defeat the Whale, and could fight without giving up...
context: with this subjugation,\it was because of you that I was able to carry out my reason\for living all this time.\I thank you...\I thank you.\I thank you with all that I am!\It was your strength that made this possible, Wilhelm-san.\The reason I thought to defeat the Whale, and could fight without giving up... response:	I don't know if it's okay to say it like this, but...
context: it was because of you that I was able to carry out my reason\for living all this time.\I thank you...\I thank you.\I thank you with all that I am!\It was your strength that made this possible, Wilhelm-san.\The reason I thought to defeat the Whale, and could fight without giving up...\I don't know if it's okay to say it like this, but... response:	Congratulations.
context: for living all this time.\I thank you...\I thank you.\I thank you with all that I am!\It was your strength that made this possible, Wilhelm-san.\The reason I thought to defeat the Whale, and could fight without giving up...\I don't know if it's okay to say it like this, but...\Congratulations. response:	And thank you for your service.
context: I thank you...\I thank you.\I thank you with all that I am!\It was your strength that made this possible, Wilhelm-san.\The reason I thought to defeat the Whale, and could fight without giving up...\I don't know if it's okay to say it like this, but...\Congratulations.\And thank you for your service. response:	I believe you were able to do this because you loved your wife like crazy.
context: I thank you.\I thank you with all that I am!\It was your strength that made this possible, Wilhelm-san.\The reason I thought to defeat the Whale, and could fight without giving up...\I don't know if it's okay to say it like this, but...\Congratulations.\And thank you for your service.\I believe you were able to do this because you loved your wife like crazy. response:	I thank you...
context: I thank you with all that I am!\It was your strength that made this possible, Wilhelm-san.\The reason I thought to defeat the Whale, and could fight without giving up...\I don't know if it's okay to say it like this, but...\Congratulations.\And thank you for your service.\I believe you were able to do this because you loved your wife like crazy.\I thank you... response:	You should hold on to that treasured sword for a while.
context: It was your strength that made this possible, Wilhelm-san.\The reason I thought to defeat the Whale, and could fight without giving up...\I don't know if it's okay to say it like this, but...\Congratulations.\And thank you for your service.\I believe you were able to do this because you loved your wife like crazy.\I thank you...\You should hold on to that treasured sword for a while. response:	In the days to come, being unarmed will do you little good.
context: The reason I thought to defeat the Whale, and could fight without giving up...\I don't know if it's okay to say it like this, but...\Congratulations.\And thank you for your service.\I believe you were able to do this because you loved your wife like crazy.\I thank you...\You should hold on to that treasured sword for a while.\In the days to come, being unarmed will do you little good. response:	Yes, my lady. Thank you.
context: I don't know if it's okay to say it like this, but...\Congratulations.\And thank you for your service.\I believe you were able to do this because you loved your wife like crazy.\I thank you...\You should hold on to that treasured sword for a while.\In the days to come, being unarmed will do you little good.\Yes, my lady. Thank you. response:	Take Felis and half of the uninjured.
context: Congratulations.\And thank you for your service.\I believe you were able to do this because you loved your wife like crazy.\I thank you...\You should hold on to that treasured sword for a while.\In the days to come, being unarmed will do you little good.\Yes, my lady. Thank you.\Take Felis and half of the uninjured. response:	They should number about twenty.
context: And thank you for your service.\I believe you were able to do this because you loved your wife like crazy.\I thank you...\You should hold on to that treasured sword for a while.\In the days to come, being unarmed will do you little good.\Yes, my lady. Thank you.\Take Felis and half of the uninjured.\They should number about twenty. response:	Are you sure?
context: I believe you were able to do this because you loved your wife like crazy.\I thank you...\You should hold on to that treasured sword for a while.\In the days to come, being unarmed will do you little good.\Yes, my lady. Thank you.\Take Felis and half of the uninjured.\They should number about twenty.\Are you sure? response:	I told you that I have no wish to be shameless.
context: I thank you...\You should hold on to that treasured sword for a while.\In the days to come, being unarmed will do you little good.\Yes, my lady. Thank you.\Take Felis and half of the uninjured.\They should number about twenty.\Are you sure?\I told you that I have no wish to be shameless. response:	And that I would respect you.
context: You should hold on to that treasured sword for a while.\In the days to come, being unarmed will do you little good.\Yes, my lady. Thank you.\Take Felis and half of the uninjured.\They should number about twenty.\Are you sure?\I told you that I have no wish to be shameless.\And that I would respect you. response:	Thank you.
context: In the days to come, being unarmed will do you little good.\Yes, my lady. Thank you.\Take Felis and half of the uninjured.\They should number about twenty.\Are you sure?\I told you that I have no wish to be shameless.\And that I would respect you.\Thank you. response:	Why?
