context: H-He got me... response:	Teacher!
context: Young Todoroki?!\All I heard was that you all are here to kill All Might.\He controlled it so that the ice stopped just before it reached me.\Thanks to that, his grip loosened!\All Might!\Huh?\Damn it!\I didn't get to show off! response:	Stop acting so stuck-up, foggy nobody!
context: All I heard was that you all are here to kill All Might.\He controlled it so that the ice stopped just before it reached me.\Thanks to that, his grip loosened!\All Might!\Huh?\Damn it!\I didn't get to show off!\Stop acting so stuck-up, foggy nobody! response:	The Symbol of Peace cannot be killed by the likes of you.
context: He controlled it so that the ice stopped just before it reached me.\Thanks to that, his grip loosened!\All Might!\Huh?\Damn it!\I didn't get to show off!\Stop acting so stuck-up, foggy nobody!\The Symbol of Peace cannot be killed by the likes of you. response:	Kacchan!
context: Thanks to that, his grip loosened!\All Might!\Huh?\Damn it!\I didn't get to show off!\Stop acting so stuck-up, foggy nobody!\The Symbol of Peace cannot be killed by the likes of you.\Kacchan! response:	Everyone!
context: All Might!\Huh?\Damn it!\I didn't get to show off!\Stop acting so stuck-up, foggy nobody!\The Symbol of Peace cannot be killed by the likes of you.\Kacchan!\Everyone! response:	Todoroki... Bakugou...
context: Huh?\Damn it!\I didn't get to show off!\Stop acting so stuck-up, foggy nobody!\The Symbol of Peace cannot be killed by the likes of you.\Kacchan!\Everyone!\Todoroki... Bakugou... response:	And Kirishima too.
context: Damn it!\I didn't get to show off!\Stop acting so stuck-up, foggy nobody!\The Symbol of Peace cannot be killed by the likes of you.\Kacchan!\Everyone!\Todoroki... Bakugou...\And Kirishima too. response:	Leave this to them, let's hurry!
context: I didn't get to show off!\Stop acting so stuck-up, foggy nobody!\The Symbol of Peace cannot be killed by the likes of you.\Kacchan!\Everyone!\Todoroki... Bakugou...\And Kirishima too.\Leave this to them, let's hurry! response:	Yeah.
context: Stop acting so stuck-up, foggy nobody!\The Symbol of Peace cannot be killed by the likes of you.\Kacchan!\Everyone!\Todoroki... Bakugou...\And Kirishima too.\Leave this to them, let's hurry!\Yeah. response:	Everyone...
context: The Symbol of Peace cannot be killed by the likes of you.\Kacchan!\Everyone!\Todoroki... Bakugou...\And Kirishima too.\Leave this to them, let's hurry!\Yeah.\Everyone... response:	Wait, isn't that Tsu?
context: Kacchan!\Everyone!\Todoroki... Bakugou...\And Kirishima too.\Leave this to them, let's hurry!\Yeah.\Everyone...\Wait, isn't that Tsu? response:	Hey! Hey!
context: Everyone!\Todoroki... Bakugou...\And Kirishima too.\Leave this to them, let's hurry!\Yeah.\Everyone...\Wait, isn't that Tsu?\Hey! Hey! response:	Ochako?
context: Todoroki... Bakugou...\And Kirishima too.\Leave this to them, let's hurry!\Yeah.\Everyone...\Wait, isn't that Tsu?\Hey! Hey!\Ochako? response:	Hey, help us out!
context: And Kirishima too.\Leave this to them, let's hurry!\Yeah.\Everyone...\Wait, isn't that Tsu?\Hey! Hey!\Ochako?\Hey, help us out! response:	He's heavy!
context: Leave this to them, let's hurry!\Yeah.\Everyone...\Wait, isn't that Tsu?\Hey! Hey!\Ochako?\Hey, help us out!\He's heavy! response:	Mr. Aizawa?!
context: Yeah.\Everyone...\Wait, isn't that Tsu?\Hey! Hey!\Ochako?\Hey, help us out!\He's heavy!\Mr. Aizawa?! response:	Let's go!
context: Everyone...\Wait, isn't that Tsu?\Hey! Hey!\Ochako?\Hey, help us out!\He's heavy!\Mr. Aizawa?!\Let's go! response:	L-Leave... this to All Might...
context: Wait, isn't that Tsu?\Hey! Hey!\Ochako?\Hey, help us out!\He's heavy!\Mr. Aizawa?!\Let's go!\L-Leave... this to All Might... response:	When the other teachers get here... get to a safe place...
context: Hey! Hey!\Ochako?\Hey, help us out!\He's heavy!\Mr. Aizawa?!\Let's go!\L-Leave... this to All Might...\When the other teachers get here... get to a safe place... response:	O-Okay!
context: Ochako?\Hey, help us out!\He's heavy!\Mr. Aizawa?!\Let's go!\L-Leave... this to All Might...\When the other teachers get here... get to a safe place...\O-Okay! response:	Kurogiri...
context: Hey, help us out!\He's heavy!\Mr. Aizawa?!\Let's go!\L-Leave... this to All Might...\When the other teachers get here... get to a safe place...\O-Okay!\Kurogiri... response:	our exit and entrance, has been overcome.
context: He's heavy!\Mr. Aizawa?!\Let's go!\L-Leave... this to All Might...\When the other teachers get here... get to a safe place...\O-Okay!\Kurogiri...\our exit and entrance, has been overcome. response:	We're in a pinch.
context: Mr. Aizawa?!\Let's go!\L-Leave... this to All Might...\When the other teachers get here... get to a safe place...\O-Okay!\Kurogiri...\our exit and entrance, has been overcome.\We're in a pinch. response:	You careless bastard.
context: Let's go!\L-Leave... this to All Might...\When the other teachers get here... get to a safe place...\O-Okay!\Kurogiri...\our exit and entrance, has been overcome.\We're in a pinch.\You careless bastard. response:	You're just what I thought you'd be.
context: L-Leave... this to All Might...\When the other teachers get here... get to a safe place...\O-Okay!\Kurogiri...\our exit and entrance, has been overcome.\We're in a pinch.\You careless bastard.\You're just what I thought you'd be. response:	Only certain parts of you can turn into a misty warp gate.
context: When the other teachers get here... get to a safe place...\O-Okay!\Kurogiri...\our exit and entrance, has been overcome.\We're in a pinch.\You careless bastard.\You're just what I thought you'd be.\Only certain parts of you can turn into a misty warp gate. response:	The fog gate covered your actual body, right?
context: O-Okay!\Kurogiri...\our exit and entrance, has been overcome.\We're in a pinch.\You careless bastard.\You're just what I thought you'd be.\Only certain parts of you can turn into a misty warp gate.\The fog gate covered your actual body, right? response:	Back then...
context: Kurogiri...\our exit and entrance, has been overcome.\We're in a pinch.\You careless bastard.\You're just what I thought you'd be.\Only certain parts of you can turn into a misty warp gate.\The fog gate covered your actual body, right?\Back then... response:	Oh dear, that's dangerous.
context: our exit and entrance, has been overcome.\We're in a pinch.\You careless bastard.\You're just what I thought you'd be.\Only certain parts of you can turn into a misty warp gate.\The fog gate covered your actual body, right?\Back then...\Oh dear, that's dangerous. response:	If you were completely made of mist and physical attacks couldn't touch you,
context: We're in a pinch.\You careless bastard.\You're just what I thought you'd be.\Only certain parts of you can turn into a misty warp gate.\The fog gate covered your actual body, right?\Back then...\Oh dear, that's dangerous.\If you were completely made of mist and physical attacks couldn't touch you, response:	then you wouldn't have said that's dangerous.
context: You careless bastard.\You're just what I thought you'd be.\Only certain parts of you can turn into a misty warp gate.\The fog gate covered your actual body, right?\Back then...\Oh dear, that's dangerous.\If you were completely made of mist and physical attacks couldn't touch you,\then you wouldn't have said that's dangerous. response:	Don't move!
context: You're just what I thought you'd be.\Only certain parts of you can turn into a misty warp gate.\The fog gate covered your actual body, right?\Back then...\Oh dear, that's dangerous.\If you were completely made of mist and physical attacks couldn't touch you,\then you wouldn't have said that's dangerous.\Don't move! response:	If I feel like you're moving suspiciously,
context: Only certain parts of you can turn into a misty warp gate.\The fog gate covered your actual body, right?\Back then...\Oh dear, that's dangerous.\If you were completely made of mist and physical attacks couldn't touch you,\then you wouldn't have said that's dangerous.\Don't move!\If I feel like you're moving suspiciously, response:	then I'll blow you up!
context: The fog gate covered your actual body, right?\Back then...\Oh dear, that's dangerous.\If you were completely made of mist and physical attacks couldn't touch you,\then you wouldn't have said that's dangerous.\Don't move!\If I feel like you're moving suspiciously,\then I'll blow you up! response:	His behavior isn't very hero-like...
context: Back then...\Oh dear, that's dangerous.\If you were completely made of mist and physical attacks couldn't touch you,\then you wouldn't have said that's dangerous.\Don't move!\If I feel like you're moving suspiciously,\then I'll blow you up!\His behavior isn't very hero-like... response:	In addition to capturing them, they're almost all uninjured.
context: Oh dear, that's dangerous.\If you were completely made of mist and physical attacks couldn't touch you,\then you wouldn't have said that's dangerous.\Don't move!\If I feel like you're moving suspiciously,\then I'll blow you up!\His behavior isn't very hero-like...\In addition to capturing them, they're almost all uninjured. response:	Kids these days are amazing.
context: If you were completely made of mist and physical attacks couldn't touch you,\then you wouldn't have said that's dangerous.\Don't move!\If I feel like you're moving suspiciously,\then I'll blow you up!\His behavior isn't very hero-like...\In addition to capturing them, they're almost all uninjured.\Kids these days are amazing. response:	They make the League of Villains look bad.
context: then you wouldn't have said that's dangerous.\Don't move!\If I feel like you're moving suspiciously,\then I'll blow you up!\His behavior isn't very hero-like...\In addition to capturing them, they're almost all uninjured.\Kids these days are amazing.\They make the League of Villains look bad. response:	Nomu.
context: Don't move!\If I feel like you're moving suspiciously,\then I'll blow you up!\His behavior isn't very hero-like...\In addition to capturing them, they're almost all uninjured.\Kids these days are amazing.\They make the League of Villains look bad.\Nomu. response:	Even though his body's broken...
context: If I feel like you're moving suspiciously,\then I'll blow you up!\His behavior isn't very hero-like...\In addition to capturing them, they're almost all uninjured.\Kids these days are amazing.\They make the League of Villains look bad.\Nomu.\Even though his body's broken... response:	Get back, everyone!
context: then I'll blow you up!\His behavior isn't very hero-like...\In addition to capturing them, they're almost all uninjured.\Kids these days are amazing.\They make the League of Villains look bad.\Nomu.\Even though his body's broken...\Get back, everyone! response:	What?
context: His behavior isn't very hero-like...\In addition to capturing them, they're almost all uninjured.\Kids these days are amazing.\They make the League of Villains look bad.\Nomu.\Even though his body's broken...\Get back, everyone!\What? response:	His Quirk wasn't shock absorption?
context: In addition to capturing them, they're almost all uninjured.\Kids these days are amazing.\They make the League of Villains look bad.\Nomu.\Even though his body's broken...\Get back, everyone!\What?\His Quirk wasn't shock absorption? response:	I didn't say that was all he had.
context: Kids these days are amazing.\They make the League of Villains look bad.\Nomu.\Even though his body's broken...\Get back, everyone!\What?\His Quirk wasn't shock absorption?\I didn't say that was all he had. response:	This is his super-regeneration.
context: They make the League of Villains look bad.\Nomu.\Even though his body's broken...\Get back, everyone!\What?\His Quirk wasn't shock absorption?\I didn't say that was all he had.\This is his super-regeneration. response:	Nomu has been modified to take you at 100.
context: Nomu.\Even though his body's broken...\Get back, everyone!\What?\His Quirk wasn't shock absorption?\I didn't say that was all he had.\This is his super-regeneration.\Nomu has been modified to take you at 100. response:	He's a super-efficient human sandbag.
context: Even though his body's broken...\Get back, everyone!\What?\His Quirk wasn't shock absorption?\I didn't say that was all he had.\This is his super-regeneration.\Nomu has been modified to take you at 100.\He's a super-efficient human sandbag. response:	First, we need to get our gate back.
context: Get back, everyone!\What?\His Quirk wasn't shock absorption?\I didn't say that was all he had.\This is his super-regeneration.\Nomu has been modified to take you at 100.\He's a super-efficient human sandbag.\First, we need to get our gate back. response:	Go, Nomu.
context: What?\His Quirk wasn't shock absorption?\I didn't say that was all he had.\This is his super-regeneration.\Nomu has been modified to take you at 100.\He's a super-efficient human sandbag.\First, we need to get our gate back.\Go, Nomu. response:	He's fast!
context: His Quirk wasn't shock absorption?\I didn't say that was all he had.\This is his super-regeneration.\Nomu has been modified to take you at 100.\He's a super-efficient human sandbag.\First, we need to get our gate back.\Go, Nomu.\He's fast! response:	Ow...
context: I didn't say that was all he had.\This is his super-regeneration.\Nomu has been modified to take you at 100.\He's a super-efficient human sandbag.\First, we need to get our gate back.\Go, Nomu.\He's fast!\Ow... response:	K-Kacchan!
context: This is his super-regeneration.\Nomu has been modified to take you at 100.\He's a super-efficient human sandbag.\First, we need to get our gate back.\Go, Nomu.\He's fast!\Ow...\K-Kacchan! response:	Kacchan?!
context: Nomu has been modified to take you at 100.\He's a super-efficient human sandbag.\First, we need to get our gate back.\Go, Nomu.\He's fast!\Ow...\K-Kacchan!\Kacchan?! response:	Y-You dodged?
context: He's a super-efficient human sandbag.\First, we need to get our gate back.\Go, Nomu.\He's fast!\Ow...\K-Kacchan!\Kacchan?!\Y-You dodged? response:	That's amazing!
context: First, we need to get our gate back.\Go, Nomu.\He's fast!\Ow...\K-Kacchan!\Kacchan?!\Y-You dodged?\That's amazing! response:	No, shut up, scum!
context: Go, Nomu.\He's fast!\Ow...\K-Kacchan!\Kacchan?!\Y-You dodged?\That's amazing!\No, shut up, scum! response:	I didn't... see anything...!
context: He's fast!\Ow...\K-Kacchan!\Kacchan?!\Y-You dodged?\That's amazing!\No, shut up, scum!\I didn't... see anything...! response:	Then how...?
context: Ow...\K-Kacchan!\Kacchan?!\Y-You dodged?\That's amazing!\No, shut up, scum!\I didn't... see anything...!\Then how...? response:	Then that was...
context: K-Kacchan!\Kacchan?!\Y-You dodged?\That's amazing!\No, shut up, scum!\I didn't... see anything...!\Then how...?\Then that was... response:	All Might!
context: Kacchan?!\Y-You dodged?\That's amazing!\No, shut up, scum!\I didn't... see anything...!\Then how...?\Then that was...\All Might! response:	He protected the child, huh?
context: Y-You dodged?\That's amazing!\No, shut up, scum!\I didn't... see anything...!\Then how...?\Then that was...\All Might!\He protected the child, huh? response:	Do you not know how to hold back?
context: That's amazing!\No, shut up, scum!\I didn't... see anything...!\Then how...?\Then that was...\All Might!\He protected the child, huh?\Do you not know how to hold back? response:	It was to rescue my companions.
context: No, shut up, scum!\I didn't... see anything...!\Then how...?\Then that was...\All Might!\He protected the child, huh?\Do you not know how to hold back?\It was to rescue my companions. response:	I had no choice.
context: I didn't... see anything...!\Then how...?\Then that was...\All Might!\He protected the child, huh?\Do you not know how to hold back?\It was to rescue my companions.\I had no choice. response:	I mean, earlier, that...
context: Then how...?\Then that was...\All Might!\He protected the child, huh?\Do you not know how to hold back?\It was to rescue my companions.\I had no choice.\I mean, earlier, that... response:	He was about to punch me with everything he had, you know.
context: Then that was...\All Might!\He protected the child, huh?\Do you not know how to hold back?\It was to rescue my companions.\I had no choice.\I mean, earlier, that...\He was about to punch me with everything he had, you know. response:	Violence for the sake of others makes it admirable.
context: All Might!\He protected the child, huh?\Do you not know how to hold back?\It was to rescue my companions.\I had no choice.\I mean, earlier, that...\He was about to punch me with everything he had, you know.\Violence for the sake of others makes it admirable. response:	Isn't that right, hero?
context: He protected the child, huh?\Do you not know how to hold back?\It was to rescue my companions.\I had no choice.\I mean, earlier, that...\He was about to punch me with everything he had, you know.\Violence for the sake of others makes it admirable.\Isn't that right, hero? response:	You know what, All Might?
context: Do you not know how to hold back?\It was to rescue my companions.\I had no choice.\I mean, earlier, that...\He was about to punch me with everything he had, you know.\Violence for the sake of others makes it admirable.\Isn't that right, hero?\You know what, All Might? response:	I'm angry.
context: It was to rescue my companions.\I had no choice.\I mean, earlier, that...\He was about to punch me with everything he had, you know.\Violence for the sake of others makes it admirable.\Isn't that right, hero?\You know what, All Might?\I'm angry. response:	I'm angry at this world that categorizes the same violent acts as heroic or villainous...
context: I had no choice.\I mean, earlier, that...\He was about to punch me with everything he had, you know.\Violence for the sake of others makes it admirable.\Isn't that right, hero?\You know what, All Might?\I'm angry.\I'm angry at this world that categorizes the same violent acts as heroic or villainous... response:	What with this Symbol of Peace?
context: I mean, earlier, that...\He was about to punch me with everything he had, you know.\Violence for the sake of others makes it admirable.\Isn't that right, hero?\You know what, All Might?\I'm angry.\I'm angry at this world that categorizes the same violent acts as heroic or villainous...\What with this Symbol of Peace? response:	You're just a device to repress violence.
context: He was about to punch me with everything he had, you know.\Violence for the sake of others makes it admirable.\Isn't that right, hero?\You know what, All Might?\I'm angry.\I'm angry at this world that categorizes the same violent acts as heroic or villainous...\What with this Symbol of Peace?\You're just a device to repress violence. response:	Violence only breeds violence.
context: Violence for the sake of others makes it admirable.\Isn't that right, hero?\You know what, All Might?\I'm angry.\I'm angry at this world that categorizes the same violent acts as heroic or villainous...\What with this Symbol of Peace?\You're just a device to repress violence.\Violence only breeds violence. response:	The world will know this, once we kill you!
context: Isn't that right, hero?\You know what, All Might?\I'm angry.\I'm angry at this world that categorizes the same violent acts as heroic or villainous...\What with this Symbol of Peace?\You're just a device to repress violence.\Violence only breeds violence.\The world will know this, once we kill you! response:	That's preposterous.
context: You know what, All Might?\I'm angry.\I'm angry at this world that categorizes the same violent acts as heroic or villainous...\What with this Symbol of Peace?\You're just a device to repress violence.\Violence only breeds violence.\The world will know this, once we kill you!\That's preposterous. response:	The eyes of white-collar criminals like you burn silently.
context: I'm angry.\I'm angry at this world that categorizes the same violent acts as heroic or villainous...\What with this Symbol of Peace?\You're just a device to repress violence.\Violence only breeds violence.\The world will know this, once we kill you!\That's preposterous.\The eyes of white-collar criminals like you burn silently. response:	You just want to enjoy this yourself, don't you, you liar?!
context: I'm angry at this world that categorizes the same violent acts as heroic or villainous...\What with this Symbol of Peace?\You're just a device to repress violence.\Violence only breeds violence.\The world will know this, once we kill you!\That's preposterous.\The eyes of white-collar criminals like you burn silently.\You just want to enjoy this yourself, don't you, you liar?! response:	He's already figured me out?
context: What with this Symbol of Peace?\You're just a device to repress violence.\Violence only breeds violence.\The world will know this, once we kill you!\That's preposterous.\The eyes of white-collar criminals like you burn silently.\You just want to enjoy this yourself, don't you, you liar?!\He's already figured me out? response:	It's three against five.
context: You're just a device to repress violence.\Violence only breeds violence.\The world will know this, once we kill you!\That's preposterous.\The eyes of white-collar criminals like you burn silently.\You just want to enjoy this yourself, don't you, you liar?!\He's already figured me out?\It's three against five. response:	Kacchan already exposed the fog's weakness!
context: Violence only breeds violence.\The world will know this, once we kill you!\That's preposterous.\The eyes of white-collar criminals like you burn silently.\You just want to enjoy this yourself, don't you, you liar?!\He's already figured me out?\It's three against five.\Kacchan already exposed the fog's weakness! response:	These guys are crazy...
context: The world will know this, once we kill you!\That's preposterous.\The eyes of white-collar criminals like you burn silently.\You just want to enjoy this yourself, don't you, you liar?!\He's already figured me out?\It's three against five.\Kacchan already exposed the fog's weakness!\These guys are crazy... response:	No!
context: That's preposterous.\The eyes of white-collar criminals like you burn silently.\You just want to enjoy this yourself, don't you, you liar?!\He's already figured me out?\It's three against five.\Kacchan already exposed the fog's weakness!\These guys are crazy...\No! response:	Run away.
context: The eyes of white-collar criminals like you burn silently.\You just want to enjoy this yourself, don't you, you liar?!\He's already figured me out?\It's three against five.\Kacchan already exposed the fog's weakness!\These guys are crazy...\No!\Run away. response:	You would have been in trouble if I hadn't done anything earlier, right?
context: You just want to enjoy this yourself, don't you, you liar?!\He's already figured me out?\It's three against five.\Kacchan already exposed the fog's weakness!\These guys are crazy...\No!\Run away.\You would have been in trouble if I hadn't done anything earlier, right? response:	That was a different story, young Todoroki.
context: He's already figured me out?\It's three against five.\Kacchan already exposed the fog's weakness!\These guys are crazy...\No!\Run away.\You would have been in trouble if I hadn't done anything earlier, right?\That was a different story, young Todoroki. response:	Thanks.
context: It's three against five.\Kacchan already exposed the fog's weakness!\These guys are crazy...\No!\Run away.\You would have been in trouble if I hadn't done anything earlier, right?\That was a different story, young Todoroki.\Thanks. response:	But it's fine!
context: Kacchan already exposed the fog's weakness!\These guys are crazy...\No!\Run away.\You would have been in trouble if I hadn't done anything earlier, right?\That was a different story, young Todoroki.\Thanks.\But it's fine! response:	Just watch as a pro gives it everything he's got.
context: These guys are crazy...\No!\Run away.\You would have been in trouble if I hadn't done anything earlier, right?\That was a different story, young Todoroki.\Thanks.\But it's fine!\Just watch as a pro gives it everything he's got. response:	All Might, you're bleeding...
context: No!\Run away.\You would have been in trouble if I hadn't done anything earlier, right?\That was a different story, young Todoroki.\Thanks.\But it's fine!\Just watch as a pro gives it everything he's got.\All Might, you're bleeding... response:	Besides, time's!
context: Run away.\You would have been in trouble if I hadn't done anything earlier, right?\That was a different story, young Todoroki.\Thanks.\But it's fine!\Just watch as a pro gives it everything he's got.\All Might, you're bleeding...\Besides, time's! response:	All Might...
context: You would have been in trouble if I hadn't done anything earlier, right?\That was a different story, young Todoroki.\Thanks.\But it's fine!\Just watch as a pro gives it everything he's got.\All Might, you're bleeding...\Besides, time's!\All Might... response:	Nomu, Kurogiri. Get him.
context: That was a different story, young Todoroki.\Thanks.\But it's fine!\Just watch as a pro gives it everything he's got.\All Might, you're bleeding...\Besides, time's!\All Might...\Nomu, Kurogiri. Get him. response:	I'll deal with the children.
context: Thanks.\But it's fine!\Just watch as a pro gives it everything he's got.\All Might, you're bleeding...\Besides, time's!\All Might...\Nomu, Kurogiri. Get him.\I'll deal with the children. response:	It's true that I barely have a minute left.
context: But it's fine!\Just watch as a pro gives it everything he's got.\All Might, you're bleeding...\Besides, time's!\All Might...\Nomu, Kurogiri. Get him.\I'll deal with the children.\It's true that I barely have a minute left. response:	My power has been declining faster than I expected!
context: Just watch as a pro gives it everything he's got.\All Might, you're bleeding...\Besides, time's!\All Might...\Nomu, Kurogiri. Get him.\I'll deal with the children.\It's true that I barely have a minute left.\My power has been declining faster than I expected! response:	Now, let's clear this and go home.
context: All Might, you're bleeding...\Besides, time's!\All Might...\Nomu, Kurogiri. Get him.\I'll deal with the children.\It's true that I barely have a minute left.\My power has been declining faster than I expected!\Now, let's clear this and go home. response:	But...
context: Besides, time's!\All Might...\Nomu, Kurogiri. Get him.\I'll deal with the children.\It's true that I barely have a minute left.\My power has been declining faster than I expected!\Now, let's clear this and go home.\But... response:	Hey, we've gotta do this after all!
context: All Might...\Nomu, Kurogiri. Get him.\I'll deal with the children.\It's true that I barely have a minute left.\My power has been declining faster than I expected!\Now, let's clear this and go home.\But...\Hey, we've gotta do this after all! response:	Why? Because I am...
context: Nomu, Kurogiri. Get him.\I'll deal with the children.\It's true that I barely have a minute left.\My power has been declining faster than I expected!\Now, let's clear this and go home.\But...\Hey, we've gotta do this after all!\Why? Because I am... response:	Tch.
context: I'll deal with the children.\It's true that I barely have a minute left.\My power has been declining faster than I expected!\Now, let's clear this and go home.\But...\Hey, we've gotta do this after all!\Why? Because I am...\Tch. response:	Hey, you talked about his shock absorption yourself earlier, didn't you?
context: It's true that I barely have a minute left.\My power has been declining faster than I expected!\Now, let's clear this and go home.\But...\Hey, we've gotta do this after all!\Why? Because I am...\Tch.\Hey, you talked about his shock absorption yourself earlier, didn't you? response:	Yes, I did!
context: My power has been declining faster than I expected!\Now, let's clear this and go home.\But...\Hey, we've gotta do this after all!\Why? Because I am...\Tch.\Hey, you talked about his shock absorption yourself earlier, didn't you?\Yes, I did! response:	A head-on fistfight?
context: Now, let's clear this and go home.\But...\Hey, we've gotta do this after all!\Why? Because I am...\Tch.\Hey, you talked about his shock absorption yourself earlier, didn't you?\Yes, I did!\A head-on fistfight? response:	W-Wow...!
context: But...\Hey, we've gotta do this after all!\Why? Because I am...\Tch.\Hey, you talked about his shock absorption yourself earlier, didn't you?\Yes, I did!\A head-on fistfight?\W-Wow...! response:	I-I can't get near them!
context: Hey, we've gotta do this after all!\Why? Because I am...\Tch.\Hey, you talked about his shock absorption yourself earlier, didn't you?\Yes, I did!\A head-on fistfight?\W-Wow...!\I-I can't get near them! response:	If your Quirk isn't shock nullification but shock absorption...
context: Why? Because I am...\Tch.\Hey, you talked about his shock absorption yourself earlier, didn't you?\Yes, I did!\A head-on fistfight?\W-Wow...!\I-I can't get near them!\If your Quirk isn't shock nullification but shock absorption... response:	Made to fight me?
context: Tch.\Hey, you talked about his shock absorption yourself earlier, didn't you?\Yes, I did!\A head-on fistfight?\W-Wow...!\I-I can't get near them!\If your Quirk isn't shock nullification but shock absorption...\Made to fight me? response:	If you can withstand me at 100...
context: Hey, you talked about his shock absorption yourself earlier, didn't you?\Yes, I did!\A head-on fistfight?\W-Wow...!\I-I can't get near them!\If your Quirk isn't shock nullification but shock absorption...\Made to fight me?\If you can withstand me at 100... response:	He's bleeding... while giving it his all...!
context: Yes, I did!\A head-on fistfight?\W-Wow...!\I-I can't get near them!\If your Quirk isn't shock nullification but shock absorption...\Made to fight me?\If you can withstand me at 100...\He's bleeding... while giving it his all...! response:	He's not swinging randomly.
context: A head-on fistfight?\W-Wow...!\I-I can't get near them!\If your Quirk isn't shock nullification but shock absorption...\Made to fight me?\If you can withstand me at 100...\He's bleeding... while giving it his all...!\He's not swinging randomly. response:	Every... every single hit...
context: W-Wow...!\I-I can't get near them!\If your Quirk isn't shock nullification but shock absorption...\Made to fight me?\If you can withstand me at 100...\He's bleeding... while giving it his all...!\He's not swinging randomly.\Every... every single hit... response:	A hero...
context: I-I can't get near them!\If your Quirk isn't shock nullification but shock absorption...\Made to fight me?\If you can withstand me at 100...\He's bleeding... while giving it his all...!\He's not swinging randomly.\Every... every single hit...\A hero... response:	Hey, villain...
context: If your Quirk isn't shock nullification but shock absorption...\Made to fight me?\If you can withstand me at 100...\He's bleeding... while giving it his all...!\He's not swinging randomly.\Every... every single hit...\A hero...\Hey, villain... response:	Go beyond!
context: Made to fight me?\If you can withstand me at 100...\He's bleeding... while giving it his all...!\He's not swinging randomly.\Every... every single hit...\A hero...\Hey, villain...\Go beyond! response:	Plus...
context: If you can withstand me at 100...\He's bleeding... while giving it his all...!\He's not swinging randomly.\Every... every single hit...\A hero...\Hey, villain...\Go beyond!\Plus... response:	Ultra...!
context: He's bleeding... while giving it his all...!\He's not swinging randomly.\Every... every single hit...\A hero...\Hey, villain...\Go beyond!\Plus...\Ultra...! response:	Wh-What's this vibration?!
context: He's not swinging randomly.\Every... every single hit...\A hero...\Hey, villain...\Go beyond!\Plus...\Ultra...!\Wh-What's this vibration?! response:	An explosion?!
context: Every... every single hit...\A hero...\Hey, villain...\Go beyond!\Plus...\Ultra...!\Wh-What's this vibration?!\An explosion?! response:	That was a villain up there just now, wasn't it?
context: A hero...\Hey, villain...\Go beyond!\Plus...\Ultra...!\Wh-What's this vibration?!\An explosion?!\That was a villain up there just now, wasn't it? response:	Y-Yeah...
context: Hey, villain...\Go beyond!\Plus...\Ultra...!\Wh-What's this vibration?!\An explosion?!\That was a villain up there just now, wasn't it?\Y-Yeah... response:	This power is...
context: Go beyond!\Plus...\Ultra...!\Wh-What's this vibration?!\An explosion?!\That was a villain up there just now, wasn't it?\Y-Yeah...\This power is... response:	It's All Might!
context: Plus...\Ultra...!\Wh-What's this vibration?!\An explosion?!\That was a villain up there just now, wasn't it?\Y-Yeah...\This power is...\It's All Might! response:	There's no one else who can do something so amazing!
context: Ultra...!\Wh-What's this vibration?!\An explosion?!\That was a villain up there just now, wasn't it?\Y-Yeah...\This power is...\It's All Might!\There's no one else who can do something so amazing! response:	Ribbit, ribbit.
context: Wh-What's this vibration?!\An explosion?!\That was a villain up there just now, wasn't it?\Y-Yeah...\This power is...\It's All Might!\There's no one else who can do something so amazing!\Ribbit, ribbit. response:	Yay!
context: An explosion?!\That was a villain up there just now, wasn't it?\Y-Yeah...\This power is...\It's All Might!\There's no one else who can do something so amazing!\Ribbit, ribbit.\Yay! response:	Is this some comic book?
context: That was a villain up there just now, wasn't it?\Y-Yeah...\This power is...\It's All Might!\There's no one else who can do something so amazing!\Ribbit, ribbit.\Yay!\Is this some comic book? response:	It's like he nullified the shock absorption.
context: Y-Yeah...\This power is...\It's All Might!\There's no one else who can do something so amazing!\Ribbit, ribbit.\Yay!\Is this some comic book?\It's like he nullified the shock absorption. response:	His brute strength is crazy.
context: This power is...\It's All Might!\There's no one else who can do something so amazing!\Ribbit, ribbit.\Yay!\Is this some comic book?\It's like he nullified the shock absorption.\His brute strength is crazy. response:	What insane power...
context: It's All Might!\There's no one else who can do something so amazing!\Ribbit, ribbit.\Yay!\Is this some comic book?\It's like he nullified the shock absorption.\His brute strength is crazy.\What insane power... response:	Does this mean he rushed at him so fast he couldn't regenerate?
context: There's no one else who can do something so amazing!\Ribbit, ribbit.\Yay!\Is this some comic book?\It's like he nullified the shock absorption.\His brute strength is crazy.\What insane power...\Does this mean he rushed at him so fast he couldn't regenerate? response:	So this is the top...
context: Ribbit, ribbit.\Yay!\Is this some comic book?\It's like he nullified the shock absorption.\His brute strength is crazy.\What insane power...\Does this mean he rushed at him so fast he couldn't regenerate?\So this is the top... response:	Is this... the world of pros...?
context: Yay!\Is this some comic book?\It's like he nullified the shock absorption.\His brute strength is crazy.\What insane power...\Does this mean he rushed at him so fast he couldn't regenerate?\So this is the top...\Is this... the world of pros...? response:	All Might...
context: Is this some comic book?\It's like he nullified the shock absorption.\His brute strength is crazy.\What insane power...\Does this mean he rushed at him so fast he couldn't regenerate?\So this is the top...\Is this... the world of pros...?\All Might... response:	I really have gotten weaker...
