context: My dear! response:	My dear!
context: - By the way, on you... - What are you doing?\Do you have any treasures on you?\What do you want with it?\I owe a deity friend some money, so I have to pay her back.\I don't believe you.\You're always fooling me.\Not once have you told the truth.\You're always carrying this Cloud Clearing Fan around. response:	You treat it like some treasure.
context: Do you have any treasures on you?\What do you want with it?\I owe a deity friend some money, so I have to pay her back.\I don't believe you.\You're always fooling me.\Not once have you told the truth.\You're always carrying this Cloud Clearing Fan around.\You treat it like some treasure. response:	I'm going to steal it away just to spite you!
context: What do you want with it?\I owe a deity friend some money, so I have to pay her back.\I don't believe you.\You're always fooling me.\Not once have you told the truth.\You're always carrying this Cloud Clearing Fan around.\You treat it like some treasure.\I'm going to steal it away just to spite you! response:	Mother, who was that lady?
context: I owe a deity friend some money, so I have to pay her back.\I don't believe you.\You're always fooling me.\Not once have you told the truth.\You're always carrying this Cloud Clearing Fan around.\You treat it like some treasure.\I'm going to steal it away just to spite you!\Mother, who was that lady? response:	That lady the Queen of Qing Qiu.
context: I don't believe you.\You're always fooling me.\Not once have you told the truth.\You're always carrying this Cloud Clearing Fan around.\You treat it like some treasure.\I'm going to steal it away just to spite you!\Mother, who was that lady?\That lady the Queen of Qing Qiu. response:	High God Bai Qian.
context: You're always fooling me.\Not once have you told the truth.\You're always carrying this Cloud Clearing Fan around.\You treat it like some treasure.\I'm going to steal it away just to spite you!\Mother, who was that lady?\That lady the Queen of Qing Qiu.\High God Bai Qian. response:	I see.
context: Not once have you told the truth.\You're always carrying this Cloud Clearing Fan around.\You treat it like some treasure.\I'm going to steal it away just to spite you!\Mother, who was that lady?\That lady the Queen of Qing Qiu.\High God Bai Qian.\I see. response:	It's going to rain soon.
context: You're always carrying this Cloud Clearing Fan around.\You treat it like some treasure.\I'm going to steal it away just to spite you!\Mother, who was that lady?\That lady the Queen of Qing Qiu.\High God Bai Qian.\I see.\It's going to rain soon. response:	We should tidy up and head home.
context: You treat it like some treasure.\I'm going to steal it away just to spite you!\Mother, who was that lady?\That lady the Queen of Qing Qiu.\High God Bai Qian.\I see.\It's going to rain soon.\We should tidy up and head home. response:	Good girl.
context: I'm going to steal it away just to spite you!\Mother, who was that lady?\That lady the Queen of Qing Qiu.\High God Bai Qian.\I see.\It's going to rain soon.\We should tidy up and head home.\Good girl. response:	Mother misses Father again?
context: Mother, who was that lady?\That lady the Queen of Qing Qiu.\High God Bai Qian.\I see.\It's going to rain soon.\We should tidy up and head home.\Good girl.\Mother misses Father again? response:	I miss your father at all times.
context: That lady the Queen of Qing Qiu.\High God Bai Qian.\I see.\It's going to rain soon.\We should tidy up and head home.\Good girl.\Mother misses Father again?\I miss your father at all times. response:	I remember that your father went alone to slay the four mythical beasts
context: High God Bai Qian.\I see.\It's going to rain soon.\We should tidy up and head home.\Good girl.\Mother misses Father again?\I miss your father at all times.\I remember that your father went alone to slay the four mythical beasts response:	left behind by the Heavenly Father, and sank Yingzhou of the Eastern Sea.
context: I see.\It's going to rain soon.\We should tidy up and head home.\Good girl.\Mother misses Father again?\I miss your father at all times.\I remember that your father went alone to slay the four mythical beasts\left behind by the Heavenly Father, and sank Yingzhou of the Eastern Sea. response:	He was so valiant that none was a match for him.
context: It's going to rain soon.\We should tidy up and head home.\Good girl.\Mother misses Father again?\I miss your father at all times.\I remember that your father went alone to slay the four mythical beasts\left behind by the Heavenly Father, and sank Yingzhou of the Eastern Sea.\He was so valiant that none was a match for him. response:	Father was once the son of the Heavenly Father.
context: We should tidy up and head home.\Good girl.\Mother misses Father again?\I miss your father at all times.\I remember that your father went alone to slay the four mythical beasts\left behind by the Heavenly Father, and sank Yingzhou of the Eastern Sea.\He was so valiant that none was a match for him.\Father was once the son of the Heavenly Father. response:	He's definitely invincible.
context: Good girl.\Mother misses Father again?\I miss your father at all times.\I remember that your father went alone to slay the four mythical beasts\left behind by the Heavenly Father, and sank Yingzhou of the Eastern Sea.\He was so valiant that none was a match for him.\Father was once the son of the Heavenly Father.\He's definitely invincible. response:	Now that I think about it, I've been really fortunate.
context: Mother misses Father again?\I miss your father at all times.\I remember that your father went alone to slay the four mythical beasts\left behind by the Heavenly Father, and sank Yingzhou of the Eastern Sea.\He was so valiant that none was a match for him.\Father was once the son of the Heavenly Father.\He's definitely invincible.\Now that I think about it, I've been really fortunate. response:	The Heavenly Father had two sons.
context: I miss your father at all times.\I remember that your father went alone to slay the four mythical beasts\left behind by the Heavenly Father, and sank Yingzhou of the Eastern Sea.\He was so valiant that none was a match for him.\Father was once the son of the Heavenly Father.\He's definitely invincible.\Now that I think about it, I've been really fortunate.\The Heavenly Father had two sons. response:	One is my mentor and the other, my husband.
context: I remember that your father went alone to slay the four mythical beasts\left behind by the Heavenly Father, and sank Yingzhou of the Eastern Sea.\He was so valiant that none was a match for him.\Father was once the son of the Heavenly Father.\He's definitely invincible.\Now that I think about it, I've been really fortunate.\The Heavenly Father had two sons.\One is my mentor and the other, my husband. response:	Since then, I no longer have eyes for any other men.
context: left behind by the Heavenly Father, and sank Yingzhou of the Eastern Sea.\He was so valiant that none was a match for him.\Father was once the son of the Heavenly Father.\He's definitely invincible.\Now that I think about it, I've been really fortunate.\The Heavenly Father had two sons.\One is my mentor and the other, my husband.\Since then, I no longer have eyes for any other men. response:	Seventeenth, you're really not ashamed to brag about yourself.
context: He was so valiant that none was a match for him.\Father was once the son of the Heavenly Father.\He's definitely invincible.\Now that I think about it, I've been really fortunate.\The Heavenly Father had two sons.\One is my mentor and the other, my husband.\Since then, I no longer have eyes for any other men.\Seventeenth, you're really not ashamed to brag about yourself. response:	I've really been very lonely for the past three years.
context: Father was once the son of the Heavenly Father.\He's definitely invincible.\Now that I think about it, I've been really fortunate.\The Heavenly Father had two sons.\One is my mentor and the other, my husband.\Since then, I no longer have eyes for any other men.\Seventeenth, you're really not ashamed to brag about yourself.\I've really been very lonely for the past three years. response:	Finally, someone has come to visit me today.
context: He's definitely invincible.\Now that I think about it, I've been really fortunate.\The Heavenly Father had two sons.\One is my mentor and the other, my husband.\Since then, I no longer have eyes for any other men.\Seventeenth, you're really not ashamed to brag about yourself.\I've really been very lonely for the past three years.\Finally, someone has come to visit me today. response:	Let's go.
context: Now that I think about it, I've been really fortunate.\The Heavenly Father had two sons.\One is my mentor and the other, my husband.\Since then, I no longer have eyes for any other men.\Seventeenth, you're really not ashamed to brag about yourself.\I've really been very lonely for the past three years.\Finally, someone has come to visit me today.\Let's go. response:	That is the Crown Prince's basalt crystal coffin.
context: The Heavenly Father had two sons.\One is my mentor and the other, my husband.\Since then, I no longer have eyes for any other men.\Seventeenth, you're really not ashamed to brag about yourself.\I've really been very lonely for the past three years.\Finally, someone has come to visit me today.\Let's go.\That is the Crown Prince's basalt crystal coffin. response:	I know.
context: One is my mentor and the other, my husband.\Since then, I no longer have eyes for any other men.\Seventeenth, you're really not ashamed to brag about yourself.\I've really been very lonely for the past three years.\Finally, someone has come to visit me today.\Let's go.\That is the Crown Prince's basalt crystal coffin.\I know. response:	His parents took him away from Qing Qiu in this basalt crystal coffin.
context: Since then, I no longer have eyes for any other men.\Seventeenth, you're really not ashamed to brag about yourself.\I've really been very lonely for the past three years.\Finally, someone has come to visit me today.\Let's go.\That is the Crown Prince's basalt crystal coffin.\I know.\His parents took him away from Qing Qiu in this basalt crystal coffin. response:	Father, I've been unfilial.
context: Seventeenth, you're really not ashamed to brag about yourself.\I've really been very lonely for the past three years.\Finally, someone has come to visit me today.\Let's go.\That is the Crown Prince's basalt crystal coffin.\I know.\His parents took him away from Qing Qiu in this basalt crystal coffin.\Father, I've been unfilial. response:	It took me three years to visit you in the Sea of Innocence.
context: I've really been very lonely for the past three years.\Finally, someone has come to visit me today.\Let's go.\That is the Crown Prince's basalt crystal coffin.\I know.\His parents took him away from Qing Qiu in this basalt crystal coffin.\Father, I've been unfilial.\It took me three years to visit you in the Sea of Innocence. response:	I've been locked away in Xiwu Palace to study every day for the past three years.
context: Finally, someone has come to visit me today.\Let's go.\That is the Crown Prince's basalt crystal coffin.\I know.\His parents took him away from Qing Qiu in this basalt crystal coffin.\Father, I've been unfilial.\It took me three years to visit you in the Sea of Innocence.\I've been locked away in Xiwu Palace to study every day for the past three years. response:	Grandmother kept an eye on me and wouldn't let me leave...
context: Let's go.\That is the Crown Prince's basalt crystal coffin.\I know.\His parents took him away from Qing Qiu in this basalt crystal coffin.\Father, I've been unfilial.\It took me three years to visit you in the Sea of Innocence.\I've been locked away in Xiwu Palace to study every day for the past three years.\Grandmother kept an eye on me and wouldn't let me leave... response:	Father... I miss you...
context: That is the Crown Prince's basalt crystal coffin.\I know.\His parents took him away from Qing Qiu in this basalt crystal coffin.\Father, I've been unfilial.\It took me three years to visit you in the Sea of Innocence.\I've been locked away in Xiwu Palace to study every day for the past three years.\Grandmother kept an eye on me and wouldn't let me leave...\Father... I miss you... response:	Now that you're sleeping in here, you finally have some rest.
context: I know.\His parents took him away from Qing Qiu in this basalt crystal coffin.\Father, I've been unfilial.\It took me three years to visit you in the Sea of Innocence.\I've been locked away in Xiwu Palace to study every day for the past three years.\Grandmother kept an eye on me and wouldn't let me leave...\Father... I miss you...\Now that you're sleeping in here, you finally have some rest. response:	You don't have endless reports to read, or conquests to make at any time...
context: His parents took him away from Qing Qiu in this basalt crystal coffin.\Father, I've been unfilial.\It took me three years to visit you in the Sea of Innocence.\I've been locked away in Xiwu Palace to study every day for the past three years.\Grandmother kept an eye on me and wouldn't let me leave...\Father... I miss you...\Now that you're sleeping in here, you finally have some rest.\You don't have endless reports to read, or conquests to make at any time... response:	Here.
context: Father, I've been unfilial.\It took me three years to visit you in the Sea of Innocence.\I've been locked away in Xiwu Palace to study every day for the past three years.\Grandmother kept an eye on me and wouldn't let me leave...\Father... I miss you...\Now that you're sleeping in here, you finally have some rest.\You don't have endless reports to read, or conquests to make at any time...\Here. response:	Ye Hua...
context: It took me three years to visit you in the Sea of Innocence.\I've been locked away in Xiwu Palace to study every day for the past three years.\Grandmother kept an eye on me and wouldn't let me leave...\Father... I miss you...\Now that you're sleeping in here, you finally have some rest.\You don't have endless reports to read, or conquests to make at any time...\Here.\Ye Hua... response:	A-Li.
context: I've been locked away in Xiwu Palace to study every day for the past three years.\Grandmother kept an eye on me and wouldn't let me leave...\Father... I miss you...\Now that you're sleeping in here, you finally have some rest.\You don't have endless reports to read, or conquests to make at any time...\Here.\Ye Hua...\A-Li. response:	Mother, I have to return to the Celestial Palace now.
context: Grandmother kept an eye on me and wouldn't let me leave...\Father... I miss you...\Now that you're sleeping in here, you finally have some rest.\You don't have endless reports to read, or conquests to make at any time...\Here.\Ye Hua...\A-Li.\Mother, I have to return to the Celestial Palace now. response:	I'll surely visit you in Qing Qiu next month on your birthday.
context: Father... I miss you...\Now that you're sleeping in here, you finally have some rest.\You don't have endless reports to read, or conquests to make at any time...\Here.\Ye Hua...\A-Li.\Mother, I have to return to the Celestial Palace now.\I'll surely visit you in Qing Qiu next month on your birthday. response:	A-Li, if there are too many books to study, just leave some out.
context: Now that you're sleeping in here, you finally have some rest.\You don't have endless reports to read, or conquests to make at any time...\Here.\Ye Hua...\A-Li.\Mother, I have to return to the Celestial Palace now.\I'll surely visit you in Qing Qiu next month on your birthday.\A-Li, if there are too many books to study, just leave some out. response:	I just want you to be happy.
context: You don't have endless reports to read, or conquests to make at any time...\Here.\Ye Hua...\A-Li.\Mother, I have to return to the Celestial Palace now.\I'll surely visit you in Qing Qiu next month on your birthday.\A-Li, if there are too many books to study, just leave some out.\I just want you to be happy. response:	I don't expect you to become the next Heavenly Lord.
context: Here.\Ye Hua...\A-Li.\Mother, I have to return to the Celestial Palace now.\I'll surely visit you in Qing Qiu next month on your birthday.\A-Li, if there are too many books to study, just leave some out.\I just want you to be happy.\I don't expect you to become the next Heavenly Lord. response:	A-Li is the first born of the Nine Heaven's Crown Prince Ye Hua.
context: Ye Hua...\A-Li.\Mother, I have to return to the Celestial Palace now.\I'll surely visit you in Qing Qiu next month on your birthday.\A-Li, if there are too many books to study, just leave some out.\I just want you to be happy.\I don't expect you to become the next Heavenly Lord.\A-Li is the first born of the Nine Heaven's Crown Prince Ye Hua. response:	I mustn't slack on my studies.
context: A-Li.\Mother, I have to return to the Celestial Palace now.\I'll surely visit you in Qing Qiu next month on your birthday.\A-Li, if there are too many books to study, just leave some out.\I just want you to be happy.\I don't expect you to become the next Heavenly Lord.\A-Li is the first born of the Nine Heaven's Crown Prince Ye Hua.\I mustn't slack on my studies. response:	Although I'm nowhere as smart as Father was
context: Mother, I have to return to the Celestial Palace now.\I'll surely visit you in Qing Qiu next month on your birthday.\A-Li, if there are too many books to study, just leave some out.\I just want you to be happy.\I don't expect you to become the next Heavenly Lord.\A-Li is the first born of the Nine Heaven's Crown Prince Ye Hua.\I mustn't slack on my studies.\Although I'm nowhere as smart as Father was response:	I must be just as diligent in studies as Father once was.
context: I'll surely visit you in Qing Qiu next month on your birthday.\A-Li, if there are too many books to study, just leave some out.\I just want you to be happy.\I don't expect you to become the next Heavenly Lord.\A-Li is the first born of the Nine Heaven's Crown Prince Ye Hua.\I mustn't slack on my studies.\Although I'm nowhere as smart as Father was\I must be just as diligent in studies as Father once was. response:	You really are Ye Hua's son.
context: A-Li, if there are too many books to study, just leave some out.\I just want you to be happy.\I don't expect you to become the next Heavenly Lord.\A-Li is the first born of the Nine Heaven's Crown Prince Ye Hua.\I mustn't slack on my studies.\Although I'm nowhere as smart as Father was\I must be just as diligent in studies as Father once was.\You really are Ye Hua's son. response:	You don't take after me at all.
context: I just want you to be happy.\I don't expect you to become the next Heavenly Lord.\A-Li is the first born of the Nine Heaven's Crown Prince Ye Hua.\I mustn't slack on my studies.\Although I'm nowhere as smart as Father was\I must be just as diligent in studies as Father once was.\You really are Ye Hua's son.\You don't take after me at all. response:	Fourth Brother.
context: I don't expect you to become the next Heavenly Lord.\A-Li is the first born of the Nine Heaven's Crown Prince Ye Hua.\I mustn't slack on my studies.\Although I'm nowhere as smart as Father was\I must be just as diligent in studies as Father once was.\You really are Ye Hua's son.\You don't take after me at all.\Fourth Brother. response:	I watched a play the other day and felt like watching a few more.
context: A-Li is the first born of the Nine Heaven's Crown Prince Ye Hua.\I mustn't slack on my studies.\Although I'm nowhere as smart as Father was\I must be just as diligent in studies as Father once was.\You really are Ye Hua's son.\You don't take after me at all.\Fourth Brother.\I watched a play the other day and felt like watching a few more. response:	Why don't you head back to the Peach Tree Woods first?
context: I mustn't slack on my studies.\Although I'm nowhere as smart as Father was\I must be just as diligent in studies as Father once was.\You really are Ye Hua's son.\You don't take after me at all.\Fourth Brother.\I watched a play the other day and felt like watching a few more.\Why don't you head back to the Peach Tree Woods first? response:	I'll watch some more plays.
context: Although I'm nowhere as smart as Father was\I must be just as diligent in studies as Father once was.\You really are Ye Hua's son.\You don't take after me at all.\Fourth Brother.\I watched a play the other day and felt like watching a few more.\Why don't you head back to the Peach Tree Woods first?\I'll watch some more plays. response:	All right.
context: I must be just as diligent in studies as Father once was.\You really are Ye Hua's son.\You don't take after me at all.\Fourth Brother.\I watched a play the other day and felt like watching a few more.\Why don't you head back to the Peach Tree Woods first?\I'll watch some more plays.\All right. response:	You'd better not watch so many that you lose track of time.
context: You really are Ye Hua's son.\You don't take after me at all.\Fourth Brother.\I watched a play the other day and felt like watching a few more.\Why don't you head back to the Peach Tree Woods first?\I'll watch some more plays.\All right.\You'd better not watch so many that you lose track of time. response:	Heavenly Lord.
context: You don't take after me at all.\Fourth Brother.\I watched a play the other day and felt like watching a few more.\Why don't you head back to the Peach Tree Woods first?\I'll watch some more plays.\All right.\You'd better not watch so many that you lose track of time.\Heavenly Lord. response:	Since this morning
context: Fourth Brother.\I watched a play the other day and felt like watching a few more.\Why don't you head back to the Peach Tree Woods first?\I'll watch some more plays.\All right.\You'd better not watch so many that you lose track of time.\Heavenly Lord.\Since this morning response:	the basalt crystal coffin that encased the Crown Prince
context: I watched a play the other day and felt like watching a few more.\Why don't you head back to the Peach Tree Woods first?\I'll watch some more plays.\All right.\You'd better not watch so many that you lose track of time.\Heavenly Lord.\Since this morning\the basalt crystal coffin that encased the Crown Prince response:	is suddenly swarmed over by celestial blessings.
context: Why don't you head back to the Peach Tree Woods first?\I'll watch some more plays.\All right.\You'd better not watch so many that you lose track of time.\Heavenly Lord.\Since this morning\the basalt crystal coffin that encased the Crown Prince\is suddenly swarmed over by celestial blessings. response:	No one can get close to it.
context: I'll watch some more plays.\All right.\You'd better not watch so many that you lose track of time.\Heavenly Lord.\Since this morning\the basalt crystal coffin that encased the Crown Prince\is suddenly swarmed over by celestial blessings.\No one can get close to it. response:	I rushed over to report it to you.
context: All right.\You'd better not watch so many that you lose track of time.\Heavenly Lord.\Since this morning\the basalt crystal coffin that encased the Crown Prince\is suddenly swarmed over by celestial blessings.\No one can get close to it.\I rushed over to report it to you. response:	Ye Hua's spirit was already vanquished.
context: You'd better not watch so many that you lose track of time.\Heavenly Lord.\Since this morning\the basalt crystal coffin that encased the Crown Prince\is suddenly swarmed over by celestial blessings.\No one can get close to it.\I rushed over to report it to you.\Ye Hua's spirit was already vanquished. response:	Why would it be protected by such powerful celestial blessings?
context: Heavenly Lord.\Since this morning\the basalt crystal coffin that encased the Crown Prince\is suddenly swarmed over by celestial blessings.\No one can get close to it.\I rushed over to report it to you.\Ye Hua's spirit was already vanquished.\Why would it be protected by such powerful celestial blessings? response:	Perhaps...
context: Since this morning\the basalt crystal coffin that encased the Crown Prince\is suddenly swarmed over by celestial blessings.\No one can get close to it.\I rushed over to report it to you.\Ye Hua's spirit was already vanquished.\Why would it be protected by such powerful celestial blessings?\Perhaps... response:	Ye Hua isn't dead.
context: the basalt crystal coffin that encased the Crown Prince\is suddenly swarmed over by celestial blessings.\No one can get close to it.\I rushed over to report it to you.\Ye Hua's spirit was already vanquished.\Why would it be protected by such powerful celestial blessings?\Perhaps...\Ye Hua isn't dead. response:	Ye Hua...
context: is suddenly swarmed over by celestial blessings.\No one can get close to it.\I rushed over to report it to you.\Ye Hua's spirit was already vanquished.\Why would it be protected by such powerful celestial blessings?\Perhaps...\Ye Hua isn't dead.\Ye Hua... response:	Ye Hua has returned?
context: No one can get close to it.\I rushed over to report it to you.\Ye Hua's spirit was already vanquished.\Why would it be protected by such powerful celestial blessings?\Perhaps...\Ye Hua isn't dead.\Ye Hua...\Ye Hua has returned? response:	The junior family members are to be dismissed now.
context: I rushed over to report it to you.\Ye Hua's spirit was already vanquished.\Why would it be protected by such powerful celestial blessings?\Perhaps...\Ye Hua isn't dead.\Ye Hua...\Ye Hua has returned?\The junior family members are to be dismissed now. response:	Not a word about this is to be said.
context: Ye Hua's spirit was already vanquished.\Why would it be protected by such powerful celestial blessings?\Perhaps...\Ye Hua isn't dead.\Ye Hua...\Ye Hua has returned?\The junior family members are to be dismissed now.\Not a word about this is to be said. response:	- Yes! - Yes!
context: Why would it be protected by such powerful celestial blessings?\Perhaps...\Ye Hua isn't dead.\Ye Hua...\Ye Hua has returned?\The junior family members are to be dismissed now.\Not a word about this is to be said.\- Yes! - Yes! response:	Could High Immortal Zi Lan invite High God Mo Yuan over
context: Perhaps...\Ye Hua isn't dead.\Ye Hua...\Ye Hua has returned?\The junior family members are to be dismissed now.\Not a word about this is to be said.\- Yes! - Yes!\Could High Immortal Zi Lan invite High God Mo Yuan over response:	to take a look personally in the Sea of Innocence?
context: Ye Hua isn't dead.\Ye Hua...\Ye Hua has returned?\The junior family members are to be dismissed now.\Not a word about this is to be said.\- Yes! - Yes!\Could High Immortal Zi Lan invite High God Mo Yuan over\to take a look personally in the Sea of Innocence? response:	I'll head back to Kunlun Mountain to invite Master over.
context: Ye Hua...\Ye Hua has returned?\The junior family members are to be dismissed now.\Not a word about this is to be said.\- Yes! - Yes!\Could High Immortal Zi Lan invite High God Mo Yuan over\to take a look personally in the Sea of Innocence?\I'll head back to Kunlun Mountain to invite Master over. response:	Ye Hua...
context: Ye Hua has returned?\The junior family members are to be dismissed now.\Not a word about this is to be said.\- Yes! - Yes!\Could High Immortal Zi Lan invite High God Mo Yuan over\to take a look personally in the Sea of Innocence?\I'll head back to Kunlun Mountain to invite Master over.\Ye Hua... response:	If it weren't for this basalt crystal coffin and the Sea of Innocence
context: The junior family members are to be dismissed now.\Not a word about this is to be said.\- Yes! - Yes!\Could High Immortal Zi Lan invite High God Mo Yuan over\to take a look personally in the Sea of Innocence?\I'll head back to Kunlun Mountain to invite Master over.\Ye Hua...\If it weren't for this basalt crystal coffin and the Sea of Innocence response:	Seventeenth might have to wait a few more years for you.
context: Not a word about this is to be said.\- Yes! - Yes!\Could High Immortal Zi Lan invite High God Mo Yuan over\to take a look personally in the Sea of Innocence?\I'll head back to Kunlun Mountain to invite Master over.\Ye Hua...\If it weren't for this basalt crystal coffin and the Sea of Innocence\Seventeenth might have to wait a few more years for you. response:	Mo Yuan...
context: - Yes! - Yes!\Could High Immortal Zi Lan invite High God Mo Yuan over\to take a look personally in the Sea of Innocence?\I'll head back to Kunlun Mountain to invite Master over.\Ye Hua...\If it weren't for this basalt crystal coffin and the Sea of Innocence\Seventeenth might have to wait a few more years for you.\Mo Yuan... response:	High God Mo Yuan...
context: Could High Immortal Zi Lan invite High God Mo Yuan over\to take a look personally in the Sea of Innocence?\I'll head back to Kunlun Mountain to invite Master over.\Ye Hua...\If it weren't for this basalt crystal coffin and the Sea of Innocence\Seventeenth might have to wait a few more years for you.\Mo Yuan...\High God Mo Yuan... response:	Seek out Seventeenth.
context: to take a look personally in the Sea of Innocence?\I'll head back to Kunlun Mountain to invite Master over.\Ye Hua...\If it weren't for this basalt crystal coffin and the Sea of Innocence\Seventeenth might have to wait a few more years for you.\Mo Yuan...\High God Mo Yuan...\Seek out Seventeenth. response:	She's been waiting three years for you.
context: I'll head back to Kunlun Mountain to invite Master over.\Ye Hua...\If it weren't for this basalt crystal coffin and the Sea of Innocence\Seventeenth might have to wait a few more years for you.\Mo Yuan...\High God Mo Yuan...\Seek out Seventeenth.\She's been waiting three years for you. response:	The cenotaph she made for you is in Ten-mile Peach Tree Woods.
context: Ye Hua...\If it weren't for this basalt crystal coffin and the Sea of Innocence\Seventeenth might have to wait a few more years for you.\Mo Yuan...\High God Mo Yuan...\Seek out Seventeenth.\She's been waiting three years for you.\The cenotaph she made for you is in Ten-mile Peach Tree Woods. response:	Thank you...
context: If it weren't for this basalt crystal coffin and the Sea of Innocence\Seventeenth might have to wait a few more years for you.\Mo Yuan...\High God Mo Yuan...\Seek out Seventeenth.\She's been waiting three years for you.\The cenotaph she made for you is in Ten-mile Peach Tree Woods.\Thank you... response:	Brother.
context: Seventeenth might have to wait a few more years for you.\Mo Yuan...\High God Mo Yuan...\Seek out Seventeenth.\She's been waiting three years for you.\The cenotaph she made for you is in Ten-mile Peach Tree Woods.\Thank you...\Brother. response:	- Great! - Well done!
context: Mo Yuan...\High God Mo Yuan...\Seek out Seventeenth.\She's been waiting three years for you.\The cenotaph she made for you is in Ten-mile Peach Tree Woods.\Thank you...\Brother.\- Great! - Well done! response:	Upstairs, please.
context: High God Mo Yuan...\Seek out Seventeenth.\She's been waiting three years for you.\The cenotaph she made for you is in Ten-mile Peach Tree Woods.\Thank you...\Brother.\- Great! - Well done!\Upstairs, please. response:	You really are here!
context: Seek out Seventeenth.\She's been waiting three years for you.\The cenotaph she made for you is in Ten-mile Peach Tree Woods.\Thank you...\Brother.\- Great! - Well done!\Upstairs, please.\You really are here! response:	You came especially to look for me?
context: She's been waiting three years for you.\The cenotaph she made for you is in Ten-mile Peach Tree Woods.\Thank you...\Brother.\- Great! - Well done!\Upstairs, please.\You really are here!\You came especially to look for me? response:	Yes! It's rare to find a friend who likes to watch plays like I do.
context: The cenotaph she made for you is in Ten-mile Peach Tree Woods.\Thank you...\Brother.\- Great! - Well done!\Upstairs, please.\You really are here!\You came especially to look for me?\Yes! It's rare to find a friend who likes to watch plays like I do. response:	Why is the play still so tragic?
context: Thank you...\Brother.\- Great! - Well done!\Upstairs, please.\You really are here!\You came especially to look for me?\Yes! It's rare to find a friend who likes to watch plays like I do.\Why is the play still so tragic? response:	Life never turns out the way you want.
context: Brother.\- Great! - Well done!\Upstairs, please.\You really are here!\You came especially to look for me?\Yes! It's rare to find a friend who likes to watch plays like I do.\Why is the play still so tragic?\Life never turns out the way you want. response:	This play isn't that tragic, comparatively.
context: - Great! - Well done!\Upstairs, please.\You really are here!\You came especially to look for me?\Yes! It's rare to find a friend who likes to watch plays like I do.\Why is the play still so tragic?\Life never turns out the way you want.\This play isn't that tragic, comparatively. response:	But whenever I watch this play, I can't help but think
context: Upstairs, please.\You really are here!\You came especially to look for me?\Yes! It's rare to find a friend who likes to watch plays like I do.\Why is the play still so tragic?\Life never turns out the way you want.\This play isn't that tragic, comparatively.\But whenever I watch this play, I can't help but think response:	of my highly talented cousin who died young!
context: You really are here!\You came especially to look for me?\Yes! It's rare to find a friend who likes to watch plays like I do.\Why is the play still so tragic?\Life never turns out the way you want.\This play isn't that tragic, comparatively.\But whenever I watch this play, I can't help but think\of my highly talented cousin who died young! response:	You had a cousin?
context: You came especially to look for me?\Yes! It's rare to find a friend who likes to watch plays like I do.\Why is the play still so tragic?\Life never turns out the way you want.\This play isn't that tragic, comparatively.\But whenever I watch this play, I can't help but think\of my highly talented cousin who died young!\You had a cousin? response:	Yes, my cousin was very handsome.
context: Yes! It's rare to find a friend who likes to watch plays like I do.\Why is the play still so tragic?\Life never turns out the way you want.\This play isn't that tragic, comparatively.\But whenever I watch this play, I can't help but think\of my highly talented cousin who died young!\You had a cousin?\Yes, my cousin was very handsome. response:	All the women of Heaven and Earth couldn't walk away after seeing him.
context: Why is the play still so tragic?\Life never turns out the way you want.\This play isn't that tragic, comparatively.\But whenever I watch this play, I can't help but think\of my highly talented cousin who died young!\You had a cousin?\Yes, my cousin was very handsome.\All the women of Heaven and Earth couldn't walk away after seeing him. response:	All they could think about was marrying him.
context: Life never turns out the way you want.\This play isn't that tragic, comparatively.\But whenever I watch this play, I can't help but think\of my highly talented cousin who died young!\You had a cousin?\Yes, my cousin was very handsome.\All the women of Heaven and Earth couldn't walk away after seeing him.\All they could think about was marrying him. response:	Sadly, his life was cut short.
context: This play isn't that tragic, comparatively.\But whenever I watch this play, I can't help but think\of my highly talented cousin who died young!\You had a cousin?\Yes, my cousin was very handsome.\All the women of Heaven and Earth couldn't walk away after seeing him.\All they could think about was marrying him.\Sadly, his life was cut short. response:	He died young on the battlefield, and left behind bereft parents
context: But whenever I watch this play, I can't help but think\of my highly talented cousin who died young!\You had a cousin?\Yes, my cousin was very handsome.\All the women of Heaven and Earth couldn't walk away after seeing him.\All they could think about was marrying him.\Sadly, his life was cut short.\He died young on the battlefield, and left behind bereft parents response:	as well as a young son who cries all day in sorrow.
context: of my highly talented cousin who died young!\You had a cousin?\Yes, my cousin was very handsome.\All the women of Heaven and Earth couldn't walk away after seeing him.\All they could think about was marrying him.\Sadly, his life was cut short.\He died young on the battlefield, and left behind bereft parents\as well as a young son who cries all day in sorrow. response:	How sad.
context: You had a cousin?\Yes, my cousin was very handsome.\All the women of Heaven and Earth couldn't walk away after seeing him.\All they could think about was marrying him.\Sadly, his life was cut short.\He died young on the battlefield, and left behind bereft parents\as well as a young son who cries all day in sorrow.\How sad. response:	The worst is always when the children pass away before their parents do.
context: Yes, my cousin was very handsome.\All the women of Heaven and Earth couldn't walk away after seeing him.\All they could think about was marrying him.\Sadly, his life was cut short.\He died young on the battlefield, and left behind bereft parents\as well as a young son who cries all day in sorrow.\How sad.\The worst is always when the children pass away before their parents do. response:	It's sad for your cousin, but even more so for his parents.
