context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: And yet, when it comes to yourself, you hide it like this?\All I want to expose are dirty lies.\Hirato Youko\Jirou's Friend, Sculptor\This is a fancy place to take a nap.\I was up working'til the middle of the night...\She created the statue and brought it here.\This is my good friend, Hirato Youko. response:	This is Detective Yuuki.
context: All I want to expose are dirty lies.\Hirato Youko\Jirou's Friend, Sculptor\This is a fancy place to take a nap.\I was up working'til the middle of the night...\She created the statue and brought it here.\This is my good friend, Hirato Youko.\This is Detective Yuuki. response:	Oh. It was worth coming just to look at the statue.
context: Hirato Youko\Jirou's Friend, Sculptor\This is a fancy place to take a nap.\I was up working'til the middle of the night...\She created the statue and brought it here.\This is my good friend, Hirato Youko.\This is Detective Yuuki.\Oh. It was worth coming just to look at the statue. response:	The story is they willingly gave up their lives for someone else?
context: Jirou's Friend, Sculptor\This is a fancy place to take a nap.\I was up working'til the middle of the night...\She created the statue and brought it here.\This is my good friend, Hirato Youko.\This is Detective Yuuki.\Oh. It was worth coming just to look at the statue.\The story is they willingly gave up their lives for someone else? response:	It wasn't as heroic as all that.
context: This is a fancy place to take a nap.\I was up working'til the middle of the night...\She created the statue and brought it here.\This is my good friend, Hirato Youko.\This is Detective Yuuki.\Oh. It was worth coming just to look at the statue.\The story is they willingly gave up their lives for someone else?\It wasn't as heroic as all that. response:	There had to have been at least one tear shed.
context: I was up working'til the middle of the night...\She created the statue and brought it here.\This is my good friend, Hirato Youko.\This is Detective Yuuki.\Oh. It was worth coming just to look at the statue.\The story is they willingly gave up their lives for someone else?\It wasn't as heroic as all that.\There had to have been at least one tear shed. response:	That's what I felt when I looked at it...
context: She created the statue and brought it here.\This is my good friend, Hirato Youko.\This is Detective Yuuki.\Oh. It was worth coming just to look at the statue.\The story is they willingly gave up their lives for someone else?\It wasn't as heroic as all that.\There had to have been at least one tear shed.\That's what I felt when I looked at it... response:	I apologize for my father back there.
context: This is my good friend, Hirato Youko.\This is Detective Yuuki.\Oh. It was worth coming just to look at the statue.\The story is they willingly gave up their lives for someone else?\It wasn't as heroic as all that.\There had to have been at least one tear shed.\That's what I felt when I looked at it...\I apologize for my father back there. response:	To be honest, even though I'm his son, I admit he's too domineering.
context: This is Detective Yuuki.\Oh. It was worth coming just to look at the statue.\The story is they willingly gave up their lives for someone else?\It wasn't as heroic as all that.\There had to have been at least one tear shed.\That's what I felt when I looked at it...\I apologize for my father back there.\To be honest, even though I'm his son, I admit he's too domineering. response:	As well as that bit about not losing the war...
context: Oh. It was worth coming just to look at the statue.\The story is they willingly gave up their lives for someone else?\It wasn't as heroic as all that.\There had to have been at least one tear shed.\That's what I felt when I looked at it...\I apologize for my father back there.\To be honest, even though I'm his son, I admit he's too domineering.\As well as that bit about not losing the war... response:	Not to mention he's money-mad.
context: The story is they willingly gave up their lives for someone else?\It wasn't as heroic as all that.\There had to have been at least one tear shed.\That's what I felt when I looked at it...\I apologize for my father back there.\To be honest, even though I'm his son, I admit he's too domineering.\As well as that bit about not losing the war...\Not to mention he's money-mad. response:	Youko!
context: It wasn't as heroic as all that.\There had to have been at least one tear shed.\That's what I felt when I looked at it...\I apologize for my father back there.\To be honest, even though I'm his son, I admit he's too domineering.\As well as that bit about not losing the war...\Not to mention he's money-mad.\Youko! response:	That's the opinion of that yakuza Yamamoto, his former bodyguard.
context: There had to have been at least one tear shed.\That's what I felt when I looked at it...\I apologize for my father back there.\To be honest, even though I'm his son, I admit he's too domineering.\As well as that bit about not losing the war...\Not to mention he's money-mad.\Youko!\That's the opinion of that yakuza Yamamoto, his former bodyguard. response:	He claims that the story of the three heroes is a sham,
context: That's what I felt when I looked at it...\I apologize for my father back there.\To be honest, even though I'm his son, I admit he's too domineering.\As well as that bit about not losing the war...\Not to mention he's money-mad.\Youko!\That's the opinion of that yakuza Yamamoto, his former bodyguard.\He claims that the story of the three heroes is a sham, response:	Wipe Out the Allied Nations' Puppet Government
context: I apologize for my father back there.\To be honest, even though I'm his son, I admit he's too domineering.\As well as that bit about not losing the war...\Not to mention he's money-mad.\Youko!\That's the opinion of that yakuza Yamamoto, his former bodyguard.\He claims that the story of the three heroes is a sham,\Wipe Out the Allied Nations' Puppet Government response:	Patriotism Justice Victory
context: To be honest, even though I'm his son, I admit he's too domineering.\As well as that bit about not losing the war...\Not to mention he's money-mad.\Youko!\That's the opinion of that yakuza Yamamoto, his former bodyguard.\He claims that the story of the three heroes is a sham,\Wipe Out the Allied Nations' Puppet Government\Patriotism Justice Victory response:	and that all the donated money was turned into gold bricks and hidden away.
context: As well as that bit about not losing the war...\Not to mention he's money-mad.\Youko!\That's the opinion of that yakuza Yamamoto, his former bodyguard.\He claims that the story of the three heroes is a sham,\Wipe Out the Allied Nations' Puppet Government\Patriotism Justice Victory\and that all the donated money was turned into gold bricks and hidden away. response:	Yamamoto is demanding the return of the money.
context: Not to mention he's money-mad.\Youko!\That's the opinion of that yakuza Yamamoto, his former bodyguard.\He claims that the story of the three heroes is a sham,\Wipe Out the Allied Nations' Puppet Government\Patriotism Justice Victory\and that all the donated money was turned into gold bricks and hidden away.\Yamamoto is demanding the return of the money. response:	Gold bricks? That's low.
context: Youko!\That's the opinion of that yakuza Yamamoto, his former bodyguard.\He claims that the story of the three heroes is a sham,\Wipe Out the Allied Nations' Puppet Government\Patriotism Justice Victory\and that all the donated money was turned into gold bricks and hidden away.\Yamamoto is demanding the return of the money.\Gold bricks? That's low. response:	Even though he was just a member of the House until recently? I don't buy it!
context: That's the opinion of that yakuza Yamamoto, his former bodyguard.\He claims that the story of the three heroes is a sham,\Wipe Out the Allied Nations' Puppet Government\Patriotism Justice Victory\and that all the donated money was turned into gold bricks and hidden away.\Yamamoto is demanding the return of the money.\Gold bricks? That's low.\Even though he was just a member of the House until recently? I don't buy it! response:	Oh!
context: He claims that the story of the three heroes is a sham,\Wipe Out the Allied Nations' Puppet Government\Patriotism Justice Victory\and that all the donated money was turned into gold bricks and hidden away.\Yamamoto is demanding the return of the money.\Gold bricks? That's low.\Even though he was just a member of the House until recently? I don't buy it!\Oh! response:	You used the dead to make a profit!
context: Wipe Out the Allied Nations' Puppet Government\Patriotism Justice Victory\and that all the donated money was turned into gold bricks and hidden away.\Yamamoto is demanding the return of the money.\Gold bricks? That's low.\Even though he was just a member of the House until recently? I don't buy it!\Oh!\You used the dead to make a profit! response:	And, this...
context: Patriotism Justice Victory\and that all the donated money was turned into gold bricks and hidden away.\Yamamoto is demanding the return of the money.\Gold bricks? That's low.\Even though he was just a member of the House until recently? I don't buy it!\Oh!\You used the dead to make a profit!\And, this... response:	Jirou, sir, don't!
context: and that all the donated money was turned into gold bricks and hidden away.\Yamamoto is demanding the return of the money.\Gold bricks? That's low.\Even though he was just a member of the House until recently? I don't buy it!\Oh!\You used the dead to make a profit!\And, this...\Jirou, sir, don't! response:	Shinjurou!
context: Yamamoto is demanding the return of the money.\Gold bricks? That's low.\Even though he was just a member of the House until recently? I don't buy it!\Oh!\You used the dead to make a profit!\And, this...\Jirou, sir, don't!\Shinjurou! response:	Jirou, sir?
context: Gold bricks? That's low.\Even though he was just a member of the House until recently? I don't buy it!\Oh!\You used the dead to make a profit!\And, this...\Jirou, sir, don't!\Shinjurou!\Jirou, sir? response:	Ootsubo, what is this?!
context: Even though he was just a member of the House until recently? I don't buy it!\Oh!\You used the dead to make a profit!\And, this...\Jirou, sir, don't!\Shinjurou!\Jirou, sir?\Ootsubo, what is this?! response:	Gomi
context: Oh!\You used the dead to make a profit!\And, this...\Jirou, sir, don't!\Shinjurou!\Jirou, sir?\Ootsubo, what is this?!\Gomi response:	Former Member of the Rising Sun Party Works for Yamamoto
context: You used the dead to make a profit!\And, this...\Jirou, sir, don't!\Shinjurou!\Jirou, sir?\Ootsubo, what is this?!\Gomi\Former Member of the Rising Sun Party Works for Yamamoto response:	Mitsuhisa
context: And, this...\Jirou, sir, don't!\Shinjurou!\Jirou, sir?\Ootsubo, what is this?!\Gomi\Former Member of the Rising Sun Party Works for Yamamoto\Mitsuhisa response:	Former Member of the Rising Sun Party Works for Yamamoto
context: Jirou, sir, don't!\Shinjurou!\Jirou, sir?\Ootsubo, what is this?!\Gomi\Former Member of the Rising Sun Party Works for Yamamoto\Mitsuhisa\Former Member of the Rising Sun Party Works for Yamamoto response:	They've been murdered... haven't they?
context: Shinjurou!\Jirou, sir?\Ootsubo, what is this?!\Gomi\Former Member of the Rising Sun Party Works for Yamamoto\Mitsuhisa\Former Member of the Rising Sun Party Works for Yamamoto\They've been murdered... haven't they? response:	It seems that things have gotten interesting.
context: Jirou, sir?\Ootsubo, what is this?!\Gomi\Former Member of the Rising Sun Party Works for Yamamoto\Mitsuhisa\Former Member of the Rising Sun Party Works for Yamamoto\They've been murdered... haven't they?\It seems that things have gotten interesting. response:	Because it involves Shimada Hakurou?
context: Ootsubo, what is this?!\Gomi\Former Member of the Rising Sun Party Works for Yamamoto\Mitsuhisa\Former Member of the Rising Sun Party Works for Yamamoto\They've been murdered... haven't they?\It seems that things have gotten interesting.\Because it involves Shimada Hakurou? response:	I couldn't care less about Mr. Shimada.
context: Gomi\Former Member of the Rising Sun Party Works for Yamamoto\Mitsuhisa\Former Member of the Rising Sun Party Works for Yamamoto\They've been murdered... haven't they?\It seems that things have gotten interesting.\Because it involves Shimada Hakurou?\I couldn't care less about Mr. Shimada. response:	I'm talking about the Defeated Detective.
context: Former Member of the Rising Sun Party Works for Yamamoto\Mitsuhisa\Former Member of the Rising Sun Party Works for Yamamoto\They've been murdered... haven't they?\It seems that things have gotten interesting.\Because it involves Shimada Hakurou?\I couldn't care less about Mr. Shimada.\I'm talking about the Defeated Detective. response:	Both of the dead were former members of the Rising Sun Party.
context: Mitsuhisa\Former Member of the Rising Sun Party Works for Yamamoto\They've been murdered... haven't they?\It seems that things have gotten interesting.\Because it involves Shimada Hakurou?\I couldn't care less about Mr. Shimada.\I'm talking about the Defeated Detective.\Both of the dead were former members of the Rising Sun Party. response:	Mitsuhisa! Gomi!
context: Former Member of the Rising Sun Party Works for Yamamoto\They've been murdered... haven't they?\It seems that things have gotten interesting.\Because it involves Shimada Hakurou?\I couldn't care less about Mr. Shimada.\I'm talking about the Defeated Detective.\Both of the dead were former members of the Rising Sun Party.\Mitsuhisa! Gomi! response:	More recently, they'd joined Yamamoto Sadanobu's
context: They've been murdered... haven't they?\It seems that things have gotten interesting.\Because it involves Shimada Hakurou?\I couldn't care less about Mr. Shimada.\I'm talking about the Defeated Detective.\Both of the dead were former members of the Rising Sun Party.\Mitsuhisa! Gomi!\More recently, they'd joined Yamamoto Sadanobu's response:	opposing political organization.
context: It seems that things have gotten interesting.\Because it involves Shimada Hakurou?\I couldn't care less about Mr. Shimada.\I'm talking about the Defeated Detective.\Both of the dead were former members of the Rising Sun Party.\Mitsuhisa! Gomi!\More recently, they'd joined Yamamoto Sadanobu's\opposing political organization. response:	How peculiar. Why were those two murdered and put inside the statue?
context: Because it involves Shimada Hakurou?\I couldn't care less about Mr. Shimada.\I'm talking about the Defeated Detective.\Both of the dead were former members of the Rising Sun Party.\Mitsuhisa! Gomi!\More recently, they'd joined Yamamoto Sadanobu's\opposing political organization.\How peculiar. Why were those two murdered and put inside the statue? response:	Kaishou Rinroku
context: I couldn't care less about Mr. Shimada.\I'm talking about the Defeated Detective.\Both of the dead were former members of the Rising Sun Party.\Mitsuhisa! Gomi!\More recently, they'd joined Yamamoto Sadanobu's\opposing political organization.\How peculiar. Why were those two murdered and put inside the statue?\Kaishou Rinroku response:	Chairman of JJ Systems
context: I'm talking about the Defeated Detective.\Both of the dead were former members of the Rising Sun Party.\Mitsuhisa! Gomi!\More recently, they'd joined Yamamoto Sadanobu's\opposing political organization.\How peculiar. Why were those two murdered and put inside the statue?\Kaishou Rinroku\Chairman of JJ Systems response:	Koyama Izumi
context: Both of the dead were former members of the Rising Sun Party.\Mitsuhisa! Gomi!\More recently, they'd joined Yamamoto Sadanobu's\opposing political organization.\How peculiar. Why were those two murdered and put inside the statue?\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi response:	Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office
context: Mitsuhisa! Gomi!\More recently, they'd joined Yamamoto Sadanobu's\opposing political organization.\How peculiar. Why were those two murdered and put inside the statue?\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office response:	The Trojan Horse.
context: More recently, they'd joined Yamamoto Sadanobu's\opposing political organization.\How peculiar. Why were those two murdered and put inside the statue?\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\The Trojan Horse. response:	Why were they inside that thing?!
context: opposing political organization.\How peculiar. Why were those two murdered and put inside the statue?\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\The Trojan Horse.\Why were they inside that thing?! response:	They were your men now! What are you plotting?!
context: How peculiar. Why were those two murdered and put inside the statue?\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\The Trojan Horse.\Why were they inside that thing?!\They were your men now! What are you plotting?! response:	Wait a moment! That statue has no real need for an access panel.
context: Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\The Trojan Horse.\Why were they inside that thing?!\They were your men now! What are you plotting?!\Wait a moment! That statue has no real need for an access panel. response:	In other words, no one else but the creator knew that it could open and close.
context: Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\The Trojan Horse.\Why were they inside that thing?!\They were your men now! What are you plotting?!\Wait a moment! That statue has no real need for an access panel.\In other words, no one else but the creator knew that it could open and close. response:	Y-You killed those two?!
context: Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\The Trojan Horse.\Why were they inside that thing?!\They were your men now! What are you plotting?!\Wait a moment! That statue has no real need for an access panel.\In other words, no one else but the creator knew that it could open and close.\Y-You killed those two?! response:	Is your side so weak that they got murdered by this mere girl?!
context: Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\The Trojan Horse.\Why were they inside that thing?!\They were your men now! What are you plotting?!\Wait a moment! That statue has no real need for an access panel.\In other words, no one else but the creator knew that it could open and close.\Y-You killed those two?!\Is your side so weak that they got murdered by this mere girl?! response:	What's that, you bastard?!
context: The Trojan Horse.\Why were they inside that thing?!\They were your men now! What are you plotting?!\Wait a moment! That statue has no real need for an access panel.\In other words, no one else but the creator knew that it could open and close.\Y-You killed those two?!\Is your side so weak that they got murdered by this mere girl?!\What's that, you bastard?! response:	How dare you insult my men?!
context: Why were they inside that thing?!\They were your men now! What are you plotting?!\Wait a moment! That statue has no real need for an access panel.\In other words, no one else but the creator knew that it could open and close.\Y-You killed those two?!\Is your side so weak that they got murdered by this mere girl?!\What's that, you bastard?!\How dare you insult my men?! response:	It wasn't Youko, Father!
context: They were your men now! What are you plotting?!\Wait a moment! That statue has no real need for an access panel.\In other words, no one else but the creator knew that it could open and close.\Y-You killed those two?!\Is your side so weak that they got murdered by this mere girl?!\What's that, you bastard?!\How dare you insult my men?!\It wasn't Youko, Father! response:	I asked Youko to do it...
context: Wait a moment! That statue has no real need for an access panel.\In other words, no one else but the creator knew that it could open and close.\Y-You killed those two?!\Is your side so weak that they got murdered by this mere girl?!\What's that, you bastard?!\How dare you insult my men?!\It wasn't Youko, Father!\I asked Youko to do it... response:	I told her to get those two into the statue
context: In other words, no one else but the creator knew that it could open and close.\Y-You killed those two?!\Is your side so weak that they got murdered by this mere girl?!\What's that, you bastard?!\How dare you insult my men?!\It wasn't Youko, Father!\I asked Youko to do it...\I told her to get those two into the statue response:	and smuggle them into the memorial hall.
context: Y-You killed those two?!\Is your side so weak that they got murdered by this mere girl?!\What's that, you bastard?!\How dare you insult my men?!\It wasn't Youko, Father!\I asked Youko to do it...\I told her to get those two into the statue\and smuggle them into the memorial hall. response:	You knew about it too, Mr. Yamamoto!
context: Is your side so weak that they got murdered by this mere girl?!\What's that, you bastard?!\How dare you insult my men?!\It wasn't Youko, Father!\I asked Youko to do it...\I told her to get those two into the statue\and smuggle them into the memorial hall.\You knew about it too, Mr. Yamamoto! response:	Apparently, under Yamamoto's order,
context: What's that, you bastard?!\How dare you insult my men?!\It wasn't Youko, Father!\I asked Youko to do it...\I told her to get those two into the statue\and smuggle them into the memorial hall.\You knew about it too, Mr. Yamamoto!\Apparently, under Yamamoto's order, response:	the two of them went to find the gold hidden somewhere in the memorial hall.
context: How dare you insult my men?!\It wasn't Youko, Father!\I asked Youko to do it...\I told her to get those two into the statue\and smuggle them into the memorial hall.\You knew about it too, Mr. Yamamoto!\Apparently, under Yamamoto's order,\the two of them went to find the gold hidden somewhere in the memorial hall. response:	Oh, the rumored gold bricks.
context: It wasn't Youko, Father!\I asked Youko to do it...\I told her to get those two into the statue\and smuggle them into the memorial hall.\You knew about it too, Mr. Yamamoto!\Apparently, under Yamamoto's order,\the two of them went to find the gold hidden somewhere in the memorial hall.\Oh, the rumored gold bricks. response:	I see. With a newly-built memorial hall, they could be hidden anywhere.
context: I asked Youko to do it...\I told her to get those two into the statue\and smuggle them into the memorial hall.\You knew about it too, Mr. Yamamoto!\Apparently, under Yamamoto's order,\the two of them went to find the gold hidden somewhere in the memorial hall.\Oh, the rumored gold bricks.\I see. With a newly-built memorial hall, they could be hidden anywhere. response:	But why would Jirou help?
context: I told her to get those two into the statue\and smuggle them into the memorial hall.\You knew about it too, Mr. Yamamoto!\Apparently, under Yamamoto's order,\the two of them went to find the gold hidden somewhere in the memorial hall.\Oh, the rumored gold bricks.\I see. With a newly-built memorial hall, they could be hidden anywhere.\But why would Jirou help? response:	Shimada Jirou was repelled by the way his father used the young men,
context: and smuggle them into the memorial hall.\You knew about it too, Mr. Yamamoto!\Apparently, under Yamamoto's order,\the two of them went to find the gold hidden somewhere in the memorial hall.\Oh, the rumored gold bricks.\I see. With a newly-built memorial hall, they could be hidden anywhere.\But why would Jirou help?\Shimada Jirou was repelled by the way his father used the young men, response:	who sacrificed their own lives, to publicize himself.
context: You knew about it too, Mr. Yamamoto!\Apparently, under Yamamoto's order,\the two of them went to find the gold hidden somewhere in the memorial hall.\Oh, the rumored gold bricks.\I see. With a newly-built memorial hall, they could be hidden anywhere.\But why would Jirou help?\Shimada Jirou was repelled by the way his father used the young men,\who sacrificed their own lives, to publicize himself. response:	Gomi-san and Mitsuhisa-san both knew how I felt.
context: Apparently, under Yamamoto's order,\the two of them went to find the gold hidden somewhere in the memorial hall.\Oh, the rumored gold bricks.\I see. With a newly-built memorial hall, they could be hidden anywhere.\But why would Jirou help?\Shimada Jirou was repelled by the way his father used the young men,\who sacrificed their own lives, to publicize himself.\Gomi-san and Mitsuhisa-san both knew how I felt. response:	That's why they asked for my help in stealing the gold and making it public.
context: the two of them went to find the gold hidden somewhere in the memorial hall.\Oh, the rumored gold bricks.\I see. With a newly-built memorial hall, they could be hidden anywhere.\But why would Jirou help?\Shimada Jirou was repelled by the way his father used the young men,\who sacrificed their own lives, to publicize himself.\Gomi-san and Mitsuhisa-san both knew how I felt.\That's why they asked for my help in stealing the gold and making it public. response:	I asked Youko to sneak them in Trojan Horse-style.
context: Oh, the rumored gold bricks.\I see. With a newly-built memorial hall, they could be hidden anywhere.\But why would Jirou help?\Shimada Jirou was repelled by the way his father used the young men,\who sacrificed their own lives, to publicize himself.\Gomi-san and Mitsuhisa-san both knew how I felt.\That's why they asked for my help in stealing the gold and making it public.\I asked Youko to sneak them in Trojan Horse-style. response:	Last night, the two of them got inside the statue at my studio,
context: I see. With a newly-built memorial hall, they could be hidden anywhere.\But why would Jirou help?\Shimada Jirou was repelled by the way his father used the young men,\who sacrificed their own lives, to publicize himself.\Gomi-san and Mitsuhisa-san both knew how I felt.\That's why they asked for my help in stealing the gold and making it public.\I asked Youko to sneak them in Trojan Horse-style.\Last night, the two of them got inside the statue at my studio, response:	and I transported it here like that.
context: But why would Jirou help?\Shimada Jirou was repelled by the way his father used the young men,\who sacrificed their own lives, to publicize himself.\Gomi-san and Mitsuhisa-san both knew how I felt.\That's why they asked for my help in stealing the gold and making it public.\I asked Youko to sneak them in Trojan Horse-style.\Last night, the two of them got inside the statue at my studio,\and I transported it here like that. response:	The whole thing is my responsibility.
context: Shimada Jirou was repelled by the way his father used the young men,\who sacrificed their own lives, to publicize himself.\Gomi-san and Mitsuhisa-san both knew how I felt.\That's why they asked for my help in stealing the gold and making it public.\I asked Youko to sneak them in Trojan Horse-style.\Last night, the two of them got inside the statue at my studio,\and I transported it here like that.\The whole thing is my responsibility. response:	Jirou, you little shit... You took that business about the gold bricks seriously?!
context: who sacrificed their own lives, to publicize himself.\Gomi-san and Mitsuhisa-san both knew how I felt.\That's why they asked for my help in stealing the gold and making it public.\I asked Youko to sneak them in Trojan Horse-style.\Last night, the two of them got inside the statue at my studio,\and I transported it here like that.\The whole thing is my responsibility.\Jirou, you little shit... You took that business about the gold bricks seriously?! response:	Anyway, we'll be taking statements...
context: Gomi-san and Mitsuhisa-san both knew how I felt.\That's why they asked for my help in stealing the gold and making it public.\I asked Youko to sneak them in Trojan Horse-style.\Last night, the two of them got inside the statue at my studio,\and I transported it here like that.\The whole thing is my responsibility.\Jirou, you little shit... You took that business about the gold bricks seriously?!\Anyway, we'll be taking statements... response:	That's not the issue!
context: That's why they asked for my help in stealing the gold and making it public.\I asked Youko to sneak them in Trojan Horse-style.\Last night, the two of them got inside the statue at my studio,\and I transported it here like that.\The whole thing is my responsibility.\Jirou, you little shit... You took that business about the gold bricks seriously?!\Anyway, we'll be taking statements...\That's not the issue! response:	They say the victims were carried here with the statue.
context: I asked Youko to sneak them in Trojan Horse-style.\Last night, the two of them got inside the statue at my studio,\and I transported it here like that.\The whole thing is my responsibility.\Jirou, you little shit... You took that business about the gold bricks seriously?!\Anyway, we'll be taking statements...\That's not the issue!\They say the victims were carried here with the statue. response:	And then what?
context: Last night, the two of them got inside the statue at my studio,\and I transported it here like that.\The whole thing is my responsibility.\Jirou, you little shit... You took that business about the gold bricks seriously?!\Anyway, we'll be taking statements...\That's not the issue!\They say the victims were carried here with the statue.\And then what? response:	The question is, who killed the two of them?
context: and I transported it here like that.\The whole thing is my responsibility.\Jirou, you little shit... You took that business about the gold bricks seriously?!\Anyway, we'll be taking statements...\That's not the issue!\They say the victims were carried here with the statue.\And then what?\The question is, who killed the two of them? response:	The plan was for them to get out of the statue before sunrise
context: The whole thing is my responsibility.\Jirou, you little shit... You took that business about the gold bricks seriously?!\Anyway, we'll be taking statements...\That's not the issue!\They say the victims were carried here with the statue.\And then what?\The question is, who killed the two of them?\The plan was for them to get out of the statue before sunrise response:	and look for the gold bricks.
context: Jirou, you little shit... You took that business about the gold bricks seriously?!\Anyway, we'll be taking statements...\That's not the issue!\They say the victims were carried here with the statue.\And then what?\The question is, who killed the two of them?\The plan was for them to get out of the statue before sunrise\and look for the gold bricks. response:	But they were both murdered, and their bodies stuffed back into the statue.
context: Anyway, we'll be taking statements...\That's not the issue!\They say the victims were carried here with the statue.\And then what?\The question is, who killed the two of them?\The plan was for them to get out of the statue before sunrise\and look for the gold bricks.\But they were both murdered, and their bodies stuffed back into the statue. response:	Last night, Ootsubo and several others were at the memorial hall,
context: That's not the issue!\They say the victims were carried here with the statue.\And then what?\The question is, who killed the two of them?\The plan was for them to get out of the statue before sunrise\and look for the gold bricks.\But they were both murdered, and their bodies stuffed back into the statue.\Last night, Ootsubo and several others were at the memorial hall, response:	but they were at the security checkpoint in front of the gate,
context: They say the victims were carried here with the statue.\And then what?\The question is, who killed the two of them?\The plan was for them to get out of the statue before sunrise\and look for the gold bricks.\But they were both murdered, and their bodies stuffed back into the statue.\Last night, Ootsubo and several others were at the memorial hall,\but they were at the security checkpoint in front of the gate, response:	so no one could have gone off on their own.
context: And then what?\The question is, who killed the two of them?\The plan was for them to get out of the statue before sunrise\and look for the gold bricks.\But they were both murdered, and their bodies stuffed back into the statue.\Last night, Ootsubo and several others were at the memorial hall,\but they were at the security checkpoint in front of the gate,\so no one could have gone off on their own. response:	But there was one person remaining, Shimada Hakurou, right?
context: The question is, who killed the two of them?\The plan was for them to get out of the statue before sunrise\and look for the gold bricks.\But they were both murdered, and their bodies stuffed back into the statue.\Last night, Ootsubo and several others were at the memorial hall,\but they were at the security checkpoint in front of the gate,\so no one could have gone off on their own.\But there was one person remaining, Shimada Hakurou, right? response:	You're accusing me of killing Mitsuhisa and Gomi?!
context: The plan was for them to get out of the statue before sunrise\and look for the gold bricks.\But they were both murdered, and their bodies stuffed back into the statue.\Last night, Ootsubo and several others were at the memorial hall,\but they were at the security checkpoint in front of the gate,\so no one could have gone off on their own.\But there was one person remaining, Shimada Hakurou, right?\You're accusing me of killing Mitsuhisa and Gomi?! response:	You were here alone last night.
context: and look for the gold bricks.\But they were both murdered, and their bodies stuffed back into the statue.\Last night, Ootsubo and several others were at the memorial hall,\but they were at the security checkpoint in front of the gate,\so no one could have gone off on their own.\But there was one person remaining, Shimada Hakurou, right?\You're accusing me of killing Mitsuhisa and Gomi?!\You were here alone last night. response:	You discovered the two of them slipping out of the statue,
context: But they were both murdered, and their bodies stuffed back into the statue.\Last night, Ootsubo and several others were at the memorial hall,\but they were at the security checkpoint in front of the gate,\so no one could have gone off on their own.\But there was one person remaining, Shimada Hakurou, right?\You're accusing me of killing Mitsuhisa and Gomi?!\You were here alone last night.\You discovered the two of them slipping out of the statue, response:	murdered them to protect the gold, and knowing there'd be a lot of trouble,
context: Last night, Ootsubo and several others were at the memorial hall,\but they were at the security checkpoint in front of the gate,\so no one could have gone off on their own.\But there was one person remaining, Shimada Hakurou, right?\You're accusing me of killing Mitsuhisa and Gomi?!\You were here alone last night.\You discovered the two of them slipping out of the statue,\murdered them to protect the gold, and knowing there'd be a lot of trouble, response:	put their corpses back into the statue.
context: but they were at the security checkpoint in front of the gate,\so no one could have gone off on their own.\But there was one person remaining, Shimada Hakurou, right?\You're accusing me of killing Mitsuhisa and Gomi?!\You were here alone last night.\You discovered the two of them slipping out of the statue,\murdered them to protect the gold, and knowing there'd be a lot of trouble,\put their corpses back into the statue. response:	I don't believe it...
context: so no one could have gone off on their own.\But there was one person remaining, Shimada Hakurou, right?\You're accusing me of killing Mitsuhisa and Gomi?!\You were here alone last night.\You discovered the two of them slipping out of the statue,\murdered them to protect the gold, and knowing there'd be a lot of trouble,\put their corpses back into the statue.\I don't believe it... response:	I believe he's capable of anything...
context: But there was one person remaining, Shimada Hakurou, right?\You're accusing me of killing Mitsuhisa and Gomi?!\You were here alone last night.\You discovered the two of them slipping out of the statue,\murdered them to protect the gold, and knowing there'd be a lot of trouble,\put their corpses back into the statue.\I don't believe it...\I believe he's capable of anything... response:	After all, you killed three young men without even blinking.
context: You're accusing me of killing Mitsuhisa and Gomi?!\You were here alone last night.\You discovered the two of them slipping out of the statue,\murdered them to protect the gold, and knowing there'd be a lot of trouble,\put their corpses back into the statue.\I don't believe it...\I believe he's capable of anything...\After all, you killed three young men without even blinking. response:	What does that mean?
context: You were here alone last night.\You discovered the two of them slipping out of the statue,\murdered them to protect the gold, and knowing there'd be a lot of trouble,\put their corpses back into the statue.\I don't believe it...\I believe he's capable of anything...\After all, you killed three young men without even blinking.\What does that mean? response:	Hayami Seigen
context: You discovered the two of them slipping out of the statue,\murdered them to protect the gold, and knowing there'd be a lot of trouble,\put their corpses back into the statue.\I don't believe it...\I believe he's capable of anything...\After all, you killed three young men without even blinking.\What does that mean?\Hayami Seigen response:	Director of the Security Bureau Metropolitan Police Dept.
