context: Big Brother. response:	Did Li Jing have you come here to kill me?
context: You taciturn person, I'm not mad anymore.\Can't you just coax me?\It's my fault.\You... You disappeared for over half a year.\All you can say is that it's your fault.\You're the only one in this world.\Were you hurt?\No. There are very few people in this world that can hurt me. response:	Liar.
context: Can't you just coax me?\It's my fault.\You... You disappeared for over half a year.\All you can say is that it's your fault.\You're the only one in this world.\Were you hurt?\No. There are very few people in this world that can hurt me.\Liar. response:	Why?
context: It's my fault.\You... You disappeared for over half a year.\All you can say is that it's your fault.\You're the only one in this world.\Were you hurt?\No. There are very few people in this world that can hurt me.\Liar.\Why? response:	On the day I first met you
context: You... You disappeared for over half a year.\All you can say is that it's your fault.\You're the only one in this world.\Were you hurt?\No. There are very few people in this world that can hurt me.\Liar.\Why?\On the day I first met you response:	you were dripping with blood in front of my house.
context: All you can say is that it's your fault.\You're the only one in this world.\Were you hurt?\No. There are very few people in this world that can hurt me.\Liar.\Why?\On the day I first met you\you were dripping with blood in front of my house. response:	That day was an exception.
context: You're the only one in this world.\Were you hurt?\No. There are very few people in this world that can hurt me.\Liar.\Why?\On the day I first met you\you were dripping with blood in front of my house.\That day was an exception. response:	Su Su.
context: Were you hurt?\No. There are very few people in this world that can hurt me.\Liar.\Why?\On the day I first met you\you were dripping with blood in front of my house.\That day was an exception.\Su Su. response:	I have to go.
context: No. There are very few people in this world that can hurt me.\Liar.\Why?\On the day I first met you\you were dripping with blood in front of my house.\That day was an exception.\Su Su.\I have to go. response:	Ye Hua, you're leaving again?
context: Liar.\Why?\On the day I first met you\you were dripping with blood in front of my house.\That day was an exception.\Su Su.\I have to go.\Ye Hua, you're leaving again? response:	How long will you be gone for this time?
context: Why?\On the day I first met you\you were dripping with blood in front of my house.\That day was an exception.\Su Su.\I have to go.\Ye Hua, you're leaving again?\How long will you be gone for this time? response:	One year.
context: On the day I first met you\you were dripping with blood in front of my house.\That day was an exception.\Su Su.\I have to go.\Ye Hua, you're leaving again?\How long will you be gone for this time?\One year. response:	Or maybe two years.
context: you were dripping with blood in front of my house.\That day was an exception.\Su Su.\I have to go.\Ye Hua, you're leaving again?\How long will you be gone for this time?\One year.\Or maybe two years. response:	One or two years?
context: That day was an exception.\Su Su.\I have to go.\Ye Hua, you're leaving again?\How long will you be gone for this time?\One year.\Or maybe two years.\One or two years? response:	Do you know how long one or two years is?
context: Su Su.\I have to go.\Ye Hua, you're leaving again?\How long will you be gone for this time?\One year.\Or maybe two years.\One or two years?\Do you know how long one or two years is? response:	I'm sorry.
context: I have to go.\Ye Hua, you're leaving again?\How long will you be gone for this time?\One year.\Or maybe two years.\One or two years?\Do you know how long one or two years is?\I'm sorry. response:	When I married you back then
context: Ye Hua, you're leaving again?\How long will you be gone for this time?\One year.\Or maybe two years.\One or two years?\Do you know how long one or two years is?\I'm sorry.\When I married you back then response:	I just wanted you to always be by my side.
context: How long will you be gone for this time?\One year.\Or maybe two years.\One or two years?\Do you know how long one or two years is?\I'm sorry.\When I married you back then\I just wanted you to always be by my side. response:	I can't believe that after half a year of bliss
context: One year.\Or maybe two years.\One or two years?\Do you know how long one or two years is?\I'm sorry.\When I married you back then\I just wanted you to always be by my side.\I can't believe that after half a year of bliss response:	I've had to go years without seeing you.
context: Or maybe two years.\One or two years?\Do you know how long one or two years is?\I'm sorry.\When I married you back then\I just wanted you to always be by my side.\I can't believe that after half a year of bliss\I've had to go years without seeing you. response:	It's fine.
context: One or two years?\Do you know how long one or two years is?\I'm sorry.\When I married you back then\I just wanted you to always be by my side.\I can't believe that after half a year of bliss\I've had to go years without seeing you.\It's fine. response:	It's just two years.
context: Do you know how long one or two years is?\I'm sorry.\When I married you back then\I just wanted you to always be by my side.\I can't believe that after half a year of bliss\I've had to go years without seeing you.\It's fine.\It's just two years. response:	I can wait.
context: I'm sorry.\When I married you back then\I just wanted you to always be by my side.\I can't believe that after half a year of bliss\I've had to go years without seeing you.\It's fine.\It's just two years.\I can wait. response:	Go.
context: When I married you back then\I just wanted you to always be by my side.\I can't believe that after half a year of bliss\I've had to go years without seeing you.\It's fine.\It's just two years.\I can wait.\Go. response:	I'll give you something.
context: I just wanted you to always be by my side.\I can't believe that after half a year of bliss\I've had to go years without seeing you.\It's fine.\It's just two years.\I can wait.\Go.\I'll give you something. response:	Take this copper mirror.
context: I can't believe that after half a year of bliss\I've had to go years without seeing you.\It's fine.\It's just two years.\I can wait.\Go.\I'll give you something.\Take this copper mirror. response:	If you speak into it
context: I've had to go years without seeing you.\It's fine.\It's just two years.\I can wait.\Go.\I'll give you something.\Take this copper mirror.\If you speak into it response:	I'll be able to hear it no matter where I am.
context: It's fine.\It's just two years.\I can wait.\Go.\I'll give you something.\Take this copper mirror.\If you speak into it\I'll be able to hear it no matter where I am. response:	If I'm not busy, I'll be able to talk to you.
context: It's just two years.\I can wait.\Go.\I'll give you something.\Take this copper mirror.\If you speak into it\I'll be able to hear it no matter where I am.\If I'm not busy, I'll be able to talk to you. response:	Ye Hua.
context: I can wait.\Go.\I'll give you something.\Take this copper mirror.\If you speak into it\I'll be able to hear it no matter where I am.\If I'm not busy, I'll be able to talk to you.\Ye Hua. response:	Before you came here
context: Go.\I'll give you something.\Take this copper mirror.\If you speak into it\I'll be able to hear it no matter where I am.\If I'm not busy, I'll be able to talk to you.\Ye Hua.\Before you came here response:	I lived on this mountain alone.
context: I'll give you something.\Take this copper mirror.\If you speak into it\I'll be able to hear it no matter where I am.\If I'm not busy, I'll be able to talk to you.\Ye Hua.\Before you came here\I lived on this mountain alone. response:	I didn't think much about it.
context: Take this copper mirror.\If you speak into it\I'll be able to hear it no matter where I am.\If I'm not busy, I'll be able to talk to you.\Ye Hua.\Before you came here\I lived on this mountain alone.\I didn't think much about it. response:	But now that we're already married
context: If you speak into it\I'll be able to hear it no matter where I am.\If I'm not busy, I'll be able to talk to you.\Ye Hua.\Before you came here\I lived on this mountain alone.\I didn't think much about it.\But now that we're already married response:	please don't make me keep waiting for you.
context: I'll be able to hear it no matter where I am.\If I'm not busy, I'll be able to talk to you.\Ye Hua.\Before you came here\I lived on this mountain alone.\I didn't think much about it.\But now that we're already married\please don't make me keep waiting for you. response:	If I wait too long
context: If I'm not busy, I'll be able to talk to you.\Ye Hua.\Before you came here\I lived on this mountain alone.\I didn't think much about it.\But now that we're already married\please don't make me keep waiting for you.\If I wait too long response:	I'll get angry.
context: Ye Hua.\Before you came here\I lived on this mountain alone.\I didn't think much about it.\But now that we're already married\please don't make me keep waiting for you.\If I wait too long\I'll get angry. response:	I'm really scared that one day
context: Before you came here\I lived on this mountain alone.\I didn't think much about it.\But now that we're already married\please don't make me keep waiting for you.\If I wait too long\I'll get angry.\I'm really scared that one day response:	you'll lie drenched in blood before the grass hut.
context: I lived on this mountain alone.\I didn't think much about it.\But now that we're already married\please don't make me keep waiting for you.\If I wait too long\I'll get angry.\I'm really scared that one day\you'll lie drenched in blood before the grass hut. response:	What would I do then?
context: I didn't think much about it.\But now that we're already married\please don't make me keep waiting for you.\If I wait too long\I'll get angry.\I'm really scared that one day\you'll lie drenched in blood before the grass hut.\What would I do then? response:	Su Su.
context: But now that we're already married\please don't make me keep waiting for you.\If I wait too long\I'll get angry.\I'm really scared that one day\you'll lie drenched in blood before the grass hut.\What would I do then?\Su Su. response:	If I had nothing, would you still be with me?
context: please don't make me keep waiting for you.\If I wait too long\I'll get angry.\I'm really scared that one day\you'll lie drenched in blood before the grass hut.\What would I do then?\Su Su.\If I had nothing, would you still be with me? response:	Besides the sword in the corner
context: If I wait too long\I'll get angry.\I'm really scared that one day\you'll lie drenched in blood before the grass hut.\What would I do then?\Su Su.\If I had nothing, would you still be with me?\Besides the sword in the corner response:	you don't have anything anyway.
context: I'll get angry.\I'm really scared that one day\you'll lie drenched in blood before the grass hut.\What would I do then?\Su Su.\If I had nothing, would you still be with me?\Besides the sword in the corner\you don't have anything anyway. response:	And I only use that sword to chop wood.
context: I'm really scared that one day\you'll lie drenched in blood before the grass hut.\What would I do then?\Su Su.\If I had nothing, would you still be with me?\Besides the sword in the corner\you don't have anything anyway.\And I only use that sword to chop wood. response:	I can't use it for much.
context: you'll lie drenched in blood before the grass hut.\What would I do then?\Su Su.\If I had nothing, would you still be with me?\Besides the sword in the corner\you don't have anything anyway.\And I only use that sword to chop wood.\I can't use it for much. response:	I'm still with you.
context: What would I do then?\Su Su.\If I had nothing, would you still be with me?\Besides the sword in the corner\you don't have anything anyway.\And I only use that sword to chop wood.\I can't use it for much.\I'm still with you. response:	That's true. You've never left me.
context: Su Su.\If I had nothing, would you still be with me?\Besides the sword in the corner\you don't have anything anyway.\And I only use that sword to chop wood.\I can't use it for much.\I'm still with you.\That's true. You've never left me. response:	Close your eyes.
context: If I had nothing, would you still be with me?\Besides the sword in the corner\you don't have anything anyway.\And I only use that sword to chop wood.\I can't use it for much.\I'm still with you.\That's true. You've never left me.\Close your eyes. response:	Wait for me to come back.
context: Besides the sword in the corner\you don't have anything anyway.\And I only use that sword to chop wood.\I can't use it for much.\I'm still with you.\That's true. You've never left me.\Close your eyes.\Wait for me to come back. response:	Ye Hua.
context: you don't have anything anyway.\And I only use that sword to chop wood.\I can't use it for much.\I'm still with you.\That's true. You've never left me.\Close your eyes.\Wait for me to come back.\Ye Hua. response:	Ye Hua!
context: And I only use that sword to chop wood.\I can't use it for much.\I'm still with you.\That's true. You've never left me.\Close your eyes.\Wait for me to come back.\Ye Hua.\Ye Hua! response:	Ye Hua!
context: I can't use it for much.\I'm still with you.\That's true. You've never left me.\Close your eyes.\Wait for me to come back.\Ye Hua.\Ye Hua!\Ye Hua! response:	Ye Hua!
context: I'm still with you.\That's true. You've never left me.\Close your eyes.\Wait for me to come back.\Ye Hua.\Ye Hua!\Ye Hua!\Ye Hua! response:	You're back so soon.
context: That's true. You've never left me.\Close your eyes.\Wait for me to come back.\Ye Hua.\Ye Hua!\Ye Hua!\Ye Hua!\You're back so soon. response:	It's a long night. You still have a few hours.
context: Close your eyes.\Wait for me to come back.\Ye Hua.\Ye Hua!\Ye Hua!\Ye Hua!\You're back so soon.\It's a long night. You still have a few hours. response:	You could spend a few more months, with her in the mortal world.
context: Wait for me to come back.\Ye Hua.\Ye Hua!\Ye Hua!\Ye Hua!\You're back so soon.\It's a long night. You still have a few hours.\You could spend a few more months, with her in the mortal world. response:	I just got rid of Su Jin, and you've come back.
context: Ye Hua.\Ye Hua!\Ye Hua!\Ye Hua!\You're back so soon.\It's a long night. You still have a few hours.\You could spend a few more months, with her in the mortal world.\I just got rid of Su Jin, and you've come back. response:	This is celestial land.
context: Ye Hua!\Ye Hua!\Ye Hua!\You're back so soon.\It's a long night. You still have a few hours.\You could spend a few more months, with her in the mortal world.\I just got rid of Su Jin, and you've come back.\This is celestial land. response:	If they find out that I disappeared using my magic, things might get complicated.
context: Ye Hua!\Ye Hua!\You're back so soon.\It's a long night. You still have a few hours.\You could spend a few more months, with her in the mortal world.\I just got rid of Su Jin, and you've come back.\This is celestial land.\If they find out that I disappeared using my magic, things might get complicated. response:	That's true.
context: Ye Hua!\You're back so soon.\It's a long night. You still have a few hours.\You could spend a few more months, with her in the mortal world.\I just got rid of Su Jin, and you've come back.\This is celestial land.\If they find out that I disappeared using my magic, things might get complicated.\That's true. response:	Hurry and get some rest.
context: You're back so soon.\It's a long night. You still have a few hours.\You could spend a few more months, with her in the mortal world.\I just got rid of Su Jin, and you've come back.\This is celestial land.\If they find out that I disappeared using my magic, things might get complicated.\That's true.\Hurry and get some rest. response:	After we meet with the generals tomorrow, they'll probably leave.
context: It's a long night. You still have a few hours.\You could spend a few more months, with her in the mortal world.\I just got rid of Su Jin, and you've come back.\This is celestial land.\If they find out that I disappeared using my magic, things might get complicated.\That's true.\Hurry and get some rest.\After we meet with the generals tomorrow, they'll probably leave. response:	Have you really thought it through?
context: You could spend a few more months, with her in the mortal world.\I just got rid of Su Jin, and you've come back.\This is celestial land.\If they find out that I disappeared using my magic, things might get complicated.\That's true.\Hurry and get some rest.\After we meet with the generals tomorrow, they'll probably leave.\Have you really thought it through? response:	You're going to fake your death?
context: I just got rid of Su Jin, and you've come back.\This is celestial land.\If they find out that I disappeared using my magic, things might get complicated.\That's true.\Hurry and get some rest.\After we meet with the generals tomorrow, they'll probably leave.\Have you really thought it through?\You're going to fake your death? response:	I've thought about it all night, comparing all the options.
context: This is celestial land.\If they find out that I disappeared using my magic, things might get complicated.\That's true.\Hurry and get some rest.\After we meet with the generals tomorrow, they'll probably leave.\Have you really thought it through?\You're going to fake your death?\I've thought about it all night, comparing all the options. response:	Although faking my death is the most dangerous option
context: If they find out that I disappeared using my magic, things might get complicated.\That's true.\Hurry and get some rest.\After we meet with the generals tomorrow, they'll probably leave.\Have you really thought it through?\You're going to fake your death?\I've thought about it all night, comparing all the options.\Although faking my death is the most dangerous option response:	it's the only permanent option.
context: That's true.\Hurry and get some rest.\After we meet with the generals tomorrow, they'll probably leave.\Have you really thought it through?\You're going to fake your death?\I've thought about it all night, comparing all the options.\Although faking my death is the most dangerous option\it's the only permanent option. response:	I'll have to trick all the immortals into believing that I'm dead.
context: Hurry and get some rest.\After we meet with the generals tomorrow, they'll probably leave.\Have you really thought it through?\You're going to fake your death?\I've thought about it all night, comparing all the options.\Although faking my death is the most dangerous option\it's the only permanent option.\I'll have to trick all the immortals into believing that I'm dead. response:	Only then can I protect her life
context: After we meet with the generals tomorrow, they'll probably leave.\Have you really thought it through?\You're going to fake your death?\I've thought about it all night, comparing all the options.\Although faking my death is the most dangerous option\it's the only permanent option.\I'll have to trick all the immortals into believing that I'm dead.\Only then can I protect her life response:	and our love can have a happy ending.
context: Have you really thought it through?\You're going to fake your death?\I've thought about it all night, comparing all the options.\Although faking my death is the most dangerous option\it's the only permanent option.\I'll have to trick all the immortals into believing that I'm dead.\Only then can I protect her life\and our love can have a happy ending. response:	It's very difficult to deceive the Heavenly Lord.
context: You're going to fake your death?\I've thought about it all night, comparing all the options.\Although faking my death is the most dangerous option\it's the only permanent option.\I'll have to trick all the immortals into believing that I'm dead.\Only then can I protect her life\and our love can have a happy ending.\It's very difficult to deceive the Heavenly Lord. response:	That's why I have to fake my death before many eyes.
context: I've thought about it all night, comparing all the options.\Although faking my death is the most dangerous option\it's the only permanent option.\I'll have to trick all the immortals into believing that I'm dead.\Only then can I protect her life\and our love can have a happy ending.\It's very difficult to deceive the Heavenly Lord.\That's why I have to fake my death before many eyes. response:	I can't let Heavenly Lord have any doubts.
context: Although faking my death is the most dangerous option\it's the only permanent option.\I'll have to trick all the immortals into believing that I'm dead.\Only then can I protect her life\and our love can have a happy ending.\It's very difficult to deceive the Heavenly Lord.\That's why I have to fake my death before many eyes.\I can't let Heavenly Lord have any doubts. response:	Now, there's a good opportunity before us.
context: it's the only permanent option.\I'll have to trick all the immortals into believing that I'm dead.\Only then can I protect her life\and our love can have a happy ending.\It's very difficult to deceive the Heavenly Lord.\That's why I have to fake my death before many eyes.\I can't let Heavenly Lord have any doubts.\Now, there's a good opportunity before us. response:	- What opportunity? - The mermaid clan.
context: I'll have to trick all the immortals into believing that I'm dead.\Only then can I protect her life\and our love can have a happy ending.\It's very difficult to deceive the Heavenly Lord.\That's why I have to fake my death before many eyes.\I can't let Heavenly Lord have any doubts.\Now, there's a good opportunity before us.\- What opportunity? - The mermaid clan. response:	You want to fake your death during the war with the mermaid clan?
context: Only then can I protect her life\and our love can have a happy ending.\It's very difficult to deceive the Heavenly Lord.\That's why I have to fake my death before many eyes.\I can't let Heavenly Lord have any doubts.\Now, there's a good opportunity before us.\- What opportunity? - The mermaid clan.\You want to fake your death during the war with the mermaid clan? response:	It's a golden opportunity to escape.
context: and our love can have a happy ending.\It's very difficult to deceive the Heavenly Lord.\That's why I have to fake my death before many eyes.\I can't let Heavenly Lord have any doubts.\Now, there's a good opportunity before us.\- What opportunity? - The mermaid clan.\You want to fake your death during the war with the mermaid clan?\It's a golden opportunity to escape. response:	Are you determined to do this?
context: It's very difficult to deceive the Heavenly Lord.\That's why I have to fake my death before many eyes.\I can't let Heavenly Lord have any doubts.\Now, there's a good opportunity before us.\- What opportunity? - The mermaid clan.\You want to fake your death during the war with the mermaid clan?\It's a golden opportunity to escape.\Are you determined to do this? response:	Ye Hua, you're not an ordinary citizen.
context: That's why I have to fake my death before many eyes.\I can't let Heavenly Lord have any doubts.\Now, there's a good opportunity before us.\- What opportunity? - The mermaid clan.\You want to fake your death during the war with the mermaid clan?\It's a golden opportunity to escape.\Are you determined to do this?\Ye Hua, you're not an ordinary citizen. response:	You're the crown prince of the Celestial Tribe.
context: I can't let Heavenly Lord have any doubts.\Now, there's a good opportunity before us.\- What opportunity? - The mermaid clan.\You want to fake your death during the war with the mermaid clan?\It's a golden opportunity to escape.\Are you determined to do this?\Ye Hua, you're not an ordinary citizen.\You're the crown prince of the Celestial Tribe. response:	If you fake your death, it means that you abandon the tribe.
context: Now, there's a good opportunity before us.\- What opportunity? - The mermaid clan.\You want to fake your death during the war with the mermaid clan?\It's a golden opportunity to escape.\Are you determined to do this?\Ye Hua, you're not an ordinary citizen.\You're the crown prince of the Celestial Tribe.\If you fake your death, it means that you abandon the tribe. response:	I am the crown prince, but I'm also her husband.
context: - What opportunity? - The mermaid clan.\You want to fake your death during the war with the mermaid clan?\It's a golden opportunity to escape.\Are you determined to do this?\Ye Hua, you're not an ordinary citizen.\You're the crown prince of the Celestial Tribe.\If you fake your death, it means that you abandon the tribe.\I am the crown prince, but I'm also her husband. response:	If the Celestial Tribe loses Ye Hua
context: You want to fake your death during the war with the mermaid clan?\It's a golden opportunity to escape.\Are you determined to do this?\Ye Hua, you're not an ordinary citizen.\You're the crown prince of the Celestial Tribe.\If you fake your death, it means that you abandon the tribe.\I am the crown prince, but I'm also her husband.\If the Celestial Tribe loses Ye Hua response:	someone else will inherit the crown prince position.
context: It's a golden opportunity to escape.\Are you determined to do this?\Ye Hua, you're not an ordinary citizen.\You're the crown prince of the Celestial Tribe.\If you fake your death, it means that you abandon the tribe.\I am the crown prince, but I'm also her husband.\If the Celestial Tribe loses Ye Hua\someone else will inherit the crown prince position. response:	But if I don't get out of this situation now
context: Are you determined to do this?\Ye Hua, you're not an ordinary citizen.\You're the crown prince of the Celestial Tribe.\If you fake your death, it means that you abandon the tribe.\I am the crown prince, but I'm also her husband.\If the Celestial Tribe loses Ye Hua\someone else will inherit the crown prince position.\But if I don't get out of this situation now response:	someone will discover her existence eventually.
context: Ye Hua, you're not an ordinary citizen.\You're the crown prince of the Celestial Tribe.\If you fake your death, it means that you abandon the tribe.\I am the crown prince, but I'm also her husband.\If the Celestial Tribe loses Ye Hua\someone else will inherit the crown prince position.\But if I don't get out of this situation now\someone will discover her existence eventually. response:	When that happens, Heavenly Lord won't let her off easy.
context: You're the crown prince of the Celestial Tribe.\If you fake your death, it means that you abandon the tribe.\I am the crown prince, but I'm also her husband.\If the Celestial Tribe loses Ye Hua\someone else will inherit the crown prince position.\But if I don't get out of this situation now\someone will discover her existence eventually.\When that happens, Heavenly Lord won't let her off easy. response:	Looks like this isn't just an infatuation.
context: If you fake your death, it means that you abandon the tribe.\I am the crown prince, but I'm also her husband.\If the Celestial Tribe loses Ye Hua\someone else will inherit the crown prince position.\But if I don't get out of this situation now\someone will discover her existence eventually.\When that happens, Heavenly Lord won't let her off easy.\Looks like this isn't just an infatuation. response:	You're very serious about her.
context: I am the crown prince, but I'm also her husband.\If the Celestial Tribe loses Ye Hua\someone else will inherit the crown prince position.\But if I don't get out of this situation now\someone will discover her existence eventually.\When that happens, Heavenly Lord won't let her off easy.\Looks like this isn't just an infatuation.\You're very serious about her. response:	If I need to choose between her life, and my position as the crown prince
context: If the Celestial Tribe loses Ye Hua\someone else will inherit the crown prince position.\But if I don't get out of this situation now\someone will discover her existence eventually.\When that happens, Heavenly Lord won't let her off easy.\Looks like this isn't just an infatuation.\You're very serious about her.\If I need to choose between her life, and my position as the crown prince response:	I only want her.
context: someone else will inherit the crown prince position.\But if I don't get out of this situation now\someone will discover her existence eventually.\When that happens, Heavenly Lord won't let her off easy.\Looks like this isn't just an infatuation.\You're very serious about her.\If I need to choose between her life, and my position as the crown prince\I only want her. response:	But in order to fulfill my duty as crown prince
context: But if I don't get out of this situation now\someone will discover her existence eventually.\When that happens, Heavenly Lord won't let her off easy.\Looks like this isn't just an infatuation.\You're very serious about her.\If I need to choose between her life, and my position as the crown prince\I only want her.\But in order to fulfill my duty as crown prince response:	I will definitely get them to send troops to pacify the mermaid clan's revolt.
context: someone will discover her existence eventually.\When that happens, Heavenly Lord won't let her off easy.\Looks like this isn't just an infatuation.\You're very serious about her.\If I need to choose between her life, and my position as the crown prince\I only want her.\But in order to fulfill my duty as crown prince\I will definitely get them to send troops to pacify the mermaid clan's revolt. response:	That's the last thing I can do for Heavenly Lord
context: When that happens, Heavenly Lord won't let her off easy.\Looks like this isn't just an infatuation.\You're very serious about her.\If I need to choose between her life, and my position as the crown prince\I only want her.\But in order to fulfill my duty as crown prince\I will definitely get them to send troops to pacify the mermaid clan's revolt.\That's the last thing I can do for Heavenly Lord response:	and Celestial Tribe as the crown prince.
context: Looks like this isn't just an infatuation.\You're very serious about her.\If I need to choose between her life, and my position as the crown prince\I only want her.\But in order to fulfill my duty as crown prince\I will definitely get them to send troops to pacify the mermaid clan's revolt.\That's the last thing I can do for Heavenly Lord\and Celestial Tribe as the crown prince. response:	Generals, it's been 70,000 years since I've seen you.
context: You're very serious about her.\If I need to choose between her life, and my position as the crown prince\I only want her.\But in order to fulfill my duty as crown prince\I will definitely get them to send troops to pacify the mermaid clan's revolt.\That's the last thing I can do for Heavenly Lord\and Celestial Tribe as the crown prince.\Generals, it's been 70,000 years since I've seen you. response:	Third Prince, I trust you've been well since we last met.
context: If I need to choose between her life, and my position as the crown prince\I only want her.\But in order to fulfill my duty as crown prince\I will definitely get them to send troops to pacify the mermaid clan's revolt.\That's the last thing I can do for Heavenly Lord\and Celestial Tribe as the crown prince.\Generals, it's been 70,000 years since I've seen you.\Third Prince, I trust you've been well since we last met. response:	I've been doing very well.
context: I only want her.\But in order to fulfill my duty as crown prince\I will definitely get them to send troops to pacify the mermaid clan's revolt.\That's the last thing I can do for Heavenly Lord\and Celestial Tribe as the crown prince.\Generals, it's been 70,000 years since I've seen you.\Third Prince, I trust you've been well since we last met.\I've been doing very well. response:	Your Highness.
context: But in order to fulfill my duty as crown prince\I will definitely get them to send troops to pacify the mermaid clan's revolt.\That's the last thing I can do for Heavenly Lord\and Celestial Tribe as the crown prince.\Generals, it's been 70,000 years since I've seen you.\Third Prince, I trust you've been well since we last met.\I've been doing very well.\Your Highness. response:	I didn't expect Your Highness to come with Su Jin to give offerings
context: I will definitely get them to send troops to pacify the mermaid clan's revolt.\That's the last thing I can do for Heavenly Lord\and Celestial Tribe as the crown prince.\Generals, it's been 70,000 years since I've seen you.\Third Prince, I trust you've been well since we last met.\I've been doing very well.\Your Highness.\I didn't expect Your Highness to come with Su Jin to give offerings response:	and to visit useless generals like us.
context: That's the last thing I can do for Heavenly Lord\and Celestial Tribe as the crown prince.\Generals, it's been 70,000 years since I've seen you.\Third Prince, I trust you've been well since we last met.\I've been doing very well.\Your Highness.\I didn't expect Your Highness to come with Su Jin to give offerings\and to visit useless generals like us. response:	What a surprise.
context: and Celestial Tribe as the crown prince.\Generals, it's been 70,000 years since I've seen you.\Third Prince, I trust you've been well since we last met.\I've been doing very well.\Your Highness.\I didn't expect Your Highness to come with Su Jin to give offerings\and to visit useless generals like us.\What a surprise. response:	You are all my elders.
context: Generals, it's been 70,000 years since I've seen you.\Third Prince, I trust you've been well since we last met.\I've been doing very well.\Your Highness.\I didn't expect Your Highness to come with Su Jin to give offerings\and to visit useless generals like us.\What a surprise.\You are all my elders. response:	This isn't the Celestial Palace. Don't be mired by etiquette.
context: Third Prince, I trust you've been well since we last met.\I've been doing very well.\Your Highness.\I didn't expect Your Highness to come with Su Jin to give offerings\and to visit useless generals like us.\What a surprise.\You are all my elders.\This isn't the Celestial Palace. Don't be mired by etiquette. response:	Heavenly Lord wanted me to come to become closer to you all.
context: I've been doing very well.\Your Highness.\I didn't expect Your Highness to come with Su Jin to give offerings\and to visit useless generals like us.\What a surprise.\You are all my elders.\This isn't the Celestial Palace. Don't be mired by etiquette.\Heavenly Lord wanted me to come to become closer to you all. response:	There's no crown prince here today.
context: Your Highness.\I didn't expect Your Highness to come with Su Jin to give offerings\and to visit useless generals like us.\What a surprise.\You are all my elders.\This isn't the Celestial Palace. Don't be mired by etiquette.\Heavenly Lord wanted me to come to become closer to you all.\There's no crown prince here today. response:	I will address you all as uncles.
context: I didn't expect Your Highness to come with Su Jin to give offerings\and to visit useless generals like us.\What a surprise.\You are all my elders.\This isn't the Celestial Palace. Don't be mired by etiquette.\Heavenly Lord wanted me to come to become closer to you all.\There's no crown prince here today.\I will address you all as uncles. response:	Your Highness, you can just be straightforward.
context: and to visit useless generals like us.\What a surprise.\You are all my elders.\This isn't the Celestial Palace. Don't be mired by etiquette.\Heavenly Lord wanted me to come to become closer to you all.\There's no crown prince here today.\I will address you all as uncles.\Your Highness, you can just be straightforward. response:	This is because of the mermaid clan, right?
context: What a surprise.\You are all my elders.\This isn't the Celestial Palace. Don't be mired by etiquette.\Heavenly Lord wanted me to come to become closer to you all.\There's no crown prince here today.\I will address you all as uncles.\Your Highness, you can just be straightforward.\This is because of the mermaid clan, right? response:	I heard the mermaid clan, supporters of the Ghost Tribe, are getting restless.
context: You are all my elders.\This isn't the Celestial Palace. Don't be mired by etiquette.\Heavenly Lord wanted me to come to become closer to you all.\There's no crown prince here today.\I will address you all as uncles.\Your Highness, you can just be straightforward.\This is because of the mermaid clan, right?\I heard the mermaid clan, supporters of the Ghost Tribe, are getting restless. response:	What? Will there be another armed rebellion?
context: This isn't the Celestial Palace. Don't be mired by etiquette.\Heavenly Lord wanted me to come to become closer to you all.\There's no crown prince here today.\I will address you all as uncles.\Your Highness, you can just be straightforward.\This is because of the mermaid clan, right?\I heard the mermaid clan, supporters of the Ghost Tribe, are getting restless.\What? Will there be another armed rebellion? response:	That's right. Then I won't beat around the bush.
context: Heavenly Lord wanted me to come to become closer to you all.\There's no crown prince here today.\I will address you all as uncles.\Your Highness, you can just be straightforward.\This is because of the mermaid clan, right?\I heard the mermaid clan, supporters of the Ghost Tribe, are getting restless.\What? Will there be another armed rebellion?\That's right. Then I won't beat around the bush. response:	Let's go and have a chat.
context: There's no crown prince here today.\I will address you all as uncles.\Your Highness, you can just be straightforward.\This is because of the mermaid clan, right?\I heard the mermaid clan, supporters of the Ghost Tribe, are getting restless.\What? Will there be another armed rebellion?\That's right. Then I won't beat around the bush.\Let's go and have a chat. response:	I'll have fine wine and food for you all.
context: I will address you all as uncles.\Your Highness, you can just be straightforward.\This is because of the mermaid clan, right?\I heard the mermaid clan, supporters of the Ghost Tribe, are getting restless.\What? Will there be another armed rebellion?\That's right. Then I won't beat around the bush.\Let's go and have a chat.\I'll have fine wine and food for you all. response:	Okay. Let's go eat and drink and hear you out about those traitors.
context: Your Highness, you can just be straightforward.\This is because of the mermaid clan, right?\I heard the mermaid clan, supporters of the Ghost Tribe, are getting restless.\What? Will there be another armed rebellion?\That's right. Then I won't beat around the bush.\Let's go and have a chat.\I'll have fine wine and food for you all.\Okay. Let's go eat and drink and hear you out about those traitors. response:	- This way. - This way.
context: This is because of the mermaid clan, right?\I heard the mermaid clan, supporters of the Ghost Tribe, are getting restless.\What? Will there be another armed rebellion?\That's right. Then I won't beat around the bush.\Let's go and have a chat.\I'll have fine wine and food for you all.\Okay. Let's go eat and drink and hear you out about those traitors.\- This way. - This way. response:	I always heard that you looked very much like the God of War, Mo Yuan.
