context: Being Here response:	So let's do an experiment.
context: WAG WAG WAG\WAHH\Love!\Play with me. Woof-woof!\Let's play!\She showed me Hana, and her puppies.\Love! I love you!\Sometimes while we talk, Chiho would go silent and space out. response:	Ms. Satou said that even now, Chiho freezes up when she sees a girl of middle school age.
context: WAHH\Love!\Play with me. Woof-woof!\Let's play!\She showed me Hana, and her puppies.\Love! I love you!\Sometimes while we talk, Chiho would go silent and space out.\Ms. Satou said that even now, Chiho freezes up when she sees a girl of middle school age. response:	Seeing someone of the same age makes all of her painful memories
context: Love!\Play with me. Woof-woof!\Let's play!\She showed me Hana, and her puppies.\Love! I love you!\Sometimes while we talk, Chiho would go silent and space out.\Ms. Satou said that even now, Chiho freezes up when she sees a girl of middle school age.\Seeing someone of the same age makes all of her painful memories response:	come flooding back into her heart and mind.
context: Play with me. Woof-woof!\Let's play!\She showed me Hana, and her puppies.\Love! I love you!\Sometimes while we talk, Chiho would go silent and space out.\Ms. Satou said that even now, Chiho freezes up when she sees a girl of middle school age.\Seeing someone of the same age makes all of her painful memories\come flooding back into her heart and mind. response:	Apparently her body is resisting that with every strength.
context: Let's play!\She showed me Hana, and her puppies.\Love! I love you!\Sometimes while we talk, Chiho would go silent and space out.\Ms. Satou said that even now, Chiho freezes up when she sees a girl of middle school age.\Seeing someone of the same age makes all of her painful memories\come flooding back into her heart and mind.\Apparently her body is resisting that with every strength. response:	But Chiho is working hard here,
context: She showed me Hana, and her puppies.\Love! I love you!\Sometimes while we talk, Chiho would go silent and space out.\Ms. Satou said that even now, Chiho freezes up when she sees a girl of middle school age.\Seeing someone of the same age makes all of her painful memories\come flooding back into her heart and mind.\Apparently her body is resisting that with every strength.\But Chiho is working hard here, response:	so that little by little,
context: Love! I love you!\Sometimes while we talk, Chiho would go silent and space out.\Ms. Satou said that even now, Chiho freezes up when she sees a girl of middle school age.\Seeing someone of the same age makes all of her painful memories\come flooding back into her heart and mind.\Apparently her body is resisting that with every strength.\But Chiho is working hard here,\so that little by little, response:	she'll be able to talk and act like she used to.
context: Sometimes while we talk, Chiho would go silent and space out.\Ms. Satou said that even now, Chiho freezes up when she sees a girl of middle school age.\Seeing someone of the same age makes all of her painful memories\come flooding back into her heart and mind.\Apparently her body is resisting that with every strength.\But Chiho is working hard here,\so that little by little,\she'll be able to talk and act like she used to. response:	That's what Ms. Satou told me.
context: Ms. Satou said that even now, Chiho freezes up when she sees a girl of middle school age.\Seeing someone of the same age makes all of her painful memories\come flooding back into her heart and mind.\Apparently her body is resisting that with every strength.\But Chiho is working hard here,\so that little by little,\she'll be able to talk and act like she used to.\That's what Ms. Satou told me. response:	CHIHO
context: Seeing someone of the same age makes all of her painful memories\come flooding back into her heart and mind.\Apparently her body is resisting that with every strength.\But Chiho is working hard here,\so that little by little,\she'll be able to talk and act like she used to.\That's what Ms. Satou told me.\CHIHO response:	Chiho developed a fever in the evening,
context: come flooding back into her heart and mind.\Apparently her body is resisting that with every strength.\But Chiho is working hard here,\so that little by little,\she'll be able to talk and act like she used to.\That's what Ms. Satou told me.\CHIHO\Chiho developed a fever in the evening, response:	so her mom dropped Sis and me off at the station.
context: Apparently her body is resisting that with every strength.\But Chiho is working hard here,\so that little by little,\she'll be able to talk and act like she used to.\That's what Ms. Satou told me.\CHIHO\Chiho developed a fever in the evening,\so her mom dropped Sis and me off at the station. response:	Thank you so much for supporting Chiho.
context: But Chiho is working hard here,\so that little by little,\she'll be able to talk and act like she used to.\That's what Ms. Satou told me.\CHIHO\Chiho developed a fever in the evening,\so her mom dropped Sis and me off at the station.\Thank you so much for supporting Chiho. response:	Her mom said that as she clasped my hands.
context: so that little by little,\she'll be able to talk and act like she used to.\That's what Ms. Satou told me.\CHIHO\Chiho developed a fever in the evening,\so her mom dropped Sis and me off at the station.\Thank you so much for supporting Chiho.\Her mom said that as she clasped my hands. response:	She said, Chiho and I will be doing our best here.
context: she'll be able to talk and act like she used to.\That's what Ms. Satou told me.\CHIHO\Chiho developed a fever in the evening,\so her mom dropped Sis and me off at the station.\Thank you so much for supporting Chiho.\Her mom said that as she clasped my hands.\She said, Chiho and I will be doing our best here. response:	The first step is making friends with animals.
context: That's what Ms. Satou told me.\CHIHO\Chiho developed a fever in the evening,\so her mom dropped Sis and me off at the station.\Thank you so much for supporting Chiho.\Her mom said that as she clasped my hands.\She said, Chiho and I will be doing our best here.\The first step is making friends with animals. response:	Next is making friends with people older than you.
context: CHIHO\Chiho developed a fever in the evening,\so her mom dropped Sis and me off at the station.\Thank you so much for supporting Chiho.\Her mom said that as she clasped my hands.\She said, Chiho and I will be doing our best here.\The first step is making friends with animals.\Next is making friends with people older than you. response:	The third step is making friends with people close to your age.
context: Chiho developed a fever in the evening,\so her mom dropped Sis and me off at the station.\Thank you so much for supporting Chiho.\Her mom said that as she clasped my hands.\She said, Chiho and I will be doing our best here.\The first step is making friends with animals.\Next is making friends with people older than you.\The third step is making friends with people close to your age. response:	Even now, Chiho is fighting.
context: so her mom dropped Sis and me off at the station.\Thank you so much for supporting Chiho.\Her mom said that as she clasped my hands.\She said, Chiho and I will be doing our best here.\The first step is making friends with animals.\Next is making friends with people older than you.\The third step is making friends with people close to your age.\Even now, Chiho is fighting. response:	I'll send her photos from the summer festival.
context: Thank you so much for supporting Chiho.\Her mom said that as she clasped my hands.\She said, Chiho and I will be doing our best here.\The first step is making friends with animals.\Next is making friends with people older than you.\The third step is making friends with people close to your age.\Even now, Chiho is fighting.\I'll send her photos from the summer festival. response:	Photos of everyone enjoying the plum syrup.
context: Her mom said that as she clasped my hands.\She said, Chiho and I will be doing our best here.\The first step is making friends with animals.\Next is making friends with people older than you.\The third step is making friends with people close to your age.\Even now, Chiho is fighting.\I'll send her photos from the summer festival.\Photos of everyone enjoying the plum syrup. response:	And then, I'll go visit her again.
context: She said, Chiho and I will be doing our best here.\The first step is making friends with animals.\Next is making friends with people older than you.\The third step is making friends with people close to your age.\Even now, Chiho is fighting.\I'll send her photos from the summer festival.\Photos of everyone enjoying the plum syrup.\And then, I'll go visit her again. response:	All right, shall we go?
context: The first step is making friends with animals.\Next is making friends with people older than you.\The third step is making friends with people close to your age.\Even now, Chiho is fighting.\I'll send her photos from the summer festival.\Photos of everyone enjoying the plum syrup.\And then, I'll go visit her again.\All right, shall we go? response:	Let's get started.
context: Next is making friends with people older than you.\The third step is making friends with people close to your age.\Even now, Chiho is fighting.\I'll send her photos from the summer festival.\Photos of everyone enjoying the plum syrup.\And then, I'll go visit her again.\All right, shall we go?\Let's get started. response:	CRESCENT MOON
context: The third step is making friends with people close to your age.\Even now, Chiho is fighting.\I'll send her photos from the summer festival.\Photos of everyone enjoying the plum syrup.\And then, I'll go visit her again.\All right, shall we go?\Let's get started.\CRESCENT MOON response:	CRESCENT MOON
context: Even now, Chiho is fighting.\I'll send her photos from the summer festival.\Photos of everyone enjoying the plum syrup.\And then, I'll go visit her again.\All right, shall we go?\Let's get started.\CRESCENT MOON\CRESCENT MOON response:	How about some sweet, chilled rice flour dumpling syrup?
context: I'll send her photos from the summer festival.\Photos of everyone enjoying the plum syrup.\And then, I'll go visit her again.\All right, shall we go?\Let's get started.\CRESCENT MOON\CRESCENT MOON\How about some sweet, chilled rice flour dumpling syrup? response:	Chilled Rice Flour Dumpling Syrup 300 yen
context: Photos of everyone enjoying the plum syrup.\And then, I'll go visit her again.\All right, shall we go?\Let's get started.\CRESCENT MOON\CRESCENT MOON\How about some sweet, chilled rice flour dumpling syrup?\Chilled Rice Flour Dumpling Syrup 300 yen response:	Milk Tea Plum Syrup Sweet bean
context: And then, I'll go visit her again.\All right, shall we go?\Let's get started.\CRESCENT MOON\CRESCENT MOON\How about some sweet, chilled rice flour dumpling syrup?\Chilled Rice Flour Dumpling Syrup 300 yen\Milk Tea Plum Syrup Sweet bean response:	Chilled Ginger Drink 100 yen
context: All right, shall we go?\Let's get started.\CRESCENT MOON\CRESCENT MOON\How about some sweet, chilled rice flour dumpling syrup?\Chilled Rice Flour Dumpling Syrup 300 yen\Milk Tea Plum Syrup Sweet bean\Chilled Ginger Drink 100 yen response:	Sweet and cold rice flour dumpling syrup!
context: Let's get started.\CRESCENT MOON\CRESCENT MOON\How about some sweet, chilled rice flour dumpling syrup?\Chilled Rice Flour Dumpling Syrup 300 yen\Milk Tea Plum Syrup Sweet bean\Chilled Ginger Drink 100 yen\Sweet and cold rice flour dumpling syrup! response:	It's nice and cold!
context: CRESCENT MOON\CRESCENT MOON\How about some sweet, chilled rice flour dumpling syrup?\Chilled Rice Flour Dumpling Syrup 300 yen\Milk Tea Plum Syrup Sweet bean\Chilled Ginger Drink 100 yen\Sweet and cold rice flour dumpling syrup!\It's nice and cold! response:	Here's your plum syrup.
context: CRESCENT MOON\How about some sweet, chilled rice flour dumpling syrup?\Chilled Rice Flour Dumpling Syrup 300 yen\Milk Tea Plum Syrup Sweet bean\Chilled Ginger Drink 100 yen\Sweet and cold rice flour dumpling syrup!\It's nice and cold!\Here's your plum syrup. response:	Thank you.
context: How about some sweet, chilled rice flour dumpling syrup?\Chilled Rice Flour Dumpling Syrup 300 yen\Milk Tea Plum Syrup Sweet bean\Chilled Ginger Drink 100 yen\Sweet and cold rice flour dumpling syrup!\It's nice and cold!\Here's your plum syrup.\Thank you. response:	It looks really good.
context: Chilled Rice Flour Dumpling Syrup 300 yen\Milk Tea Plum Syrup Sweet bean\Chilled Ginger Drink 100 yen\Sweet and cold rice flour dumpling syrup!\It's nice and cold!\Here's your plum syrup.\Thank you.\It looks really good. response:	Here's some clean plates.
context: Milk Tea Plum Syrup Sweet bean\Chilled Ginger Drink 100 yen\Sweet and cold rice flour dumpling syrup!\It's nice and cold!\Here's your plum syrup.\Thank you.\It looks really good.\Here's some clean plates. response:	And I'll take these back.
context: Chilled Ginger Drink 100 yen\Sweet and cold rice flour dumpling syrup!\It's nice and cold!\Here's your plum syrup.\Thank you.\It looks really good.\Here's some clean plates.\And I'll take these back. response:	Thank you, Kiriyama!
context: Sweet and cold rice flour dumpling syrup!\It's nice and cold!\Here's your plum syrup.\Thank you.\It looks really good.\Here's some clean plates.\And I'll take these back.\Thank you, Kiriyama! response:	PROMPT PROMPT
context: It's nice and cold!\Here's your plum syrup.\Thank you.\It looks really good.\Here's some clean plates.\And I'll take these back.\Thank you, Kiriyama!\PROMPT PROMPT response:	Also 100 yen coins. I'll empty two rolls in here for change.
context: Here's your plum syrup.\Thank you.\It looks really good.\Here's some clean plates.\And I'll take these back.\Thank you, Kiriyama!\PROMPT PROMPT\Also 100 yen coins. I'll empty two rolls in here for change. response:	PROMPT PROMPT
context: Thank you.\It looks really good.\Here's some clean plates.\And I'll take these back.\Thank you, Kiriyama!\PROMPT PROMPT\Also 100 yen coins. I'll empty two rolls in here for change.\PROMPT PROMPT response:	And dish cloths. I'll hang up the ones I washed here.
context: It looks really good.\Here's some clean plates.\And I'll take these back.\Thank you, Kiriyama!\PROMPT PROMPT\Also 100 yen coins. I'll empty two rolls in here for change.\PROMPT PROMPT\And dish cloths. I'll hang up the ones I washed here. response:	Kiriyama is the best! He's so considerate!
context: Here's some clean plates.\And I'll take these back.\Thank you, Kiriyama!\PROMPT PROMPT\Also 100 yen coins. I'll empty two rolls in here for change.\PROMPT PROMPT\And dish cloths. I'll hang up the ones I washed here.\Kiriyama is the best! He's so considerate! response:	That's a big help!
context: And I'll take these back.\Thank you, Kiriyama!\PROMPT PROMPT\Also 100 yen coins. I'll empty two rolls in here for change.\PROMPT PROMPT\And dish cloths. I'll hang up the ones I washed here.\Kiriyama is the best! He's so considerate!\That's a big help! response:	Sorry for working you so hard, kid.
context: Thank you, Kiriyama!\PROMPT PROMPT\Also 100 yen coins. I'll empty two rolls in here for change.\PROMPT PROMPT\And dish cloths. I'll hang up the ones I washed here.\Kiriyama is the best! He's so considerate!\That's a big help!\Sorry for working you so hard, kid. response:	Here, at least have a cool ginger drink.
context: PROMPT PROMPT\Also 100 yen coins. I'll empty two rolls in here for change.\PROMPT PROMPT\And dish cloths. I'll hang up the ones I washed here.\Kiriyama is the best! He's so considerate!\That's a big help!\Sorry for working you so hard, kid.\Here, at least have a cool ginger drink. response:	Thank you.
context: Also 100 yen coins. I'll empty two rolls in here for change.\PROMPT PROMPT\And dish cloths. I'll hang up the ones I washed here.\Kiriyama is the best! He's so considerate!\That's a big help!\Sorry for working you so hard, kid.\Here, at least have a cool ginger drink.\Thank you. response:	There are so many people here.
context: PROMPT PROMPT\And dish cloths. I'll hang up the ones I washed here.\Kiriyama is the best! He's so considerate!\That's a big help!\Sorry for working you so hard, kid.\Here, at least have a cool ginger drink.\Thank you.\There are so many people here. response:	This is good.
context: And dish cloths. I'll hang up the ones I washed here.\Kiriyama is the best! He's so considerate!\That's a big help!\Sorry for working you so hard, kid.\Here, at least have a cool ginger drink.\Thank you.\There are so many people here.\This is good. response:	The festival is a success. And we're selling like crazy too.
context: Kiriyama is the best! He's so considerate!\That's a big help!\Sorry for working you so hard, kid.\Here, at least have a cool ginger drink.\Thank you.\There are so many people here.\This is good.\The festival is a success. And we're selling like crazy too. response:	This is my first time doing something like this, so I'm kind of surprised.
context: That's a big help!\Sorry for working you so hard, kid.\Here, at least have a cool ginger drink.\Thank you.\There are so many people here.\This is good.\The festival is a success. And we're selling like crazy too.\This is my first time doing something like this, so I'm kind of surprised. response:	That it's pretty fun.
context: Sorry for working you so hard, kid.\Here, at least have a cool ginger drink.\Thank you.\There are so many people here.\This is good.\The festival is a success. And we're selling like crazy too.\This is my first time doing something like this, so I'm kind of surprised.\That it's pretty fun. response:	Kiriyama! Kiriyama!
context: Here, at least have a cool ginger drink.\Thank you.\There are so many people here.\This is good.\The festival is a success. And we're selling like crazy too.\This is my first time doing something like this, so I'm kind of surprised.\That it's pretty fun.\Kiriyama! Kiriyama! response:	- Hey... - What's up?
context: Thank you.\There are so many people here.\This is good.\The festival is a success. And we're selling like crazy too.\This is my first time doing something like this, so I'm kind of surprised.\That it's pretty fun.\Kiriyama! Kiriyama!\- Hey... - What's up? response:	Yo. How you doing?
context: There are so many people here.\This is good.\The festival is a success. And we're selling like crazy too.\This is my first time doing something like this, so I'm kind of surprised.\That it's pretty fun.\Kiriyama! Kiriyama!\- Hey... - What's up?\Yo. How you doing? response:	Takahashi.
context: This is good.\The festival is a success. And we're selling like crazy too.\This is my first time doing something like this, so I'm kind of surprised.\That it's pretty fun.\Kiriyama! Kiriyama!\- Hey... - What's up?\Yo. How you doing?\Takahashi. response:	Huh? Have you gotten way taller again?
context: The festival is a success. And we're selling like crazy too.\This is my first time doing something like this, so I'm kind of surprised.\That it's pretty fun.\Kiriyama! Kiriyama!\- Hey... - What's up?\Yo. How you doing?\Takahashi.\Huh? Have you gotten way taller again? response:	Chiho made this plum syrup.
context: This is my first time doing something like this, so I'm kind of surprised.\That it's pretty fun.\Kiriyama! Kiriyama!\- Hey... - What's up?\Yo. How you doing?\Takahashi.\Huh? Have you gotten way taller again?\Chiho made this plum syrup. response:	Thanks.
context: That it's pretty fun.\Kiriyama! Kiriyama!\- Hey... - What's up?\Yo. How you doing?\Takahashi.\Huh? Have you gotten way taller again?\Chiho made this plum syrup.\Thanks. response:	He's huge.
context: Kiriyama! Kiriyama!\- Hey... - What's up?\Yo. How you doing?\Takahashi.\Huh? Have you gotten way taller again?\Chiho made this plum syrup.\Thanks.\He's huge. response:	WHOA
context: - Hey... - What's up?\Yo. How you doing?\Takahashi.\Huh? Have you gotten way taller again?\Chiho made this plum syrup.\Thanks.\He's huge.\WHOA response:	Grandma. Mikako.
context: Yo. How you doing?\Takahashi.\Huh? Have you gotten way taller again?\Chiho made this plum syrup.\Thanks.\He's huge.\WHOA\Grandma. Mikako. response:	Delicious three-colored rice flour dumplings here!
context: Takahashi.\Huh? Have you gotten way taller again?\Chiho made this plum syrup.\Thanks.\He's huge.\WHOA\Grandma. Mikako.\Delicious three-colored rice flour dumplings here! response:	Would you like any?
context: Huh? Have you gotten way taller again?\Chiho made this plum syrup.\Thanks.\He's huge.\WHOA\Grandma. Mikako.\Delicious three-colored rice flour dumplings here!\Would you like any? response:	It's all right. They're doing a great job.
context: Chiho made this plum syrup.\Thanks.\He's huge.\WHOA\Grandma. Mikako.\Delicious three-colored rice flour dumplings here!\Would you like any?\It's all right. They're doing a great job. response:	It's a nice night.
context: Thanks.\He's huge.\WHOA\Grandma. Mikako.\Delicious three-colored rice flour dumplings here!\Would you like any?\It's all right. They're doing a great job.\It's a nice night. response:	Rei.
context: He's huge.\WHOA\Grandma. Mikako.\Delicious three-colored rice flour dumplings here!\Would you like any?\It's all right. They're doing a great job.\It's a nice night.\Rei. response:	This is what I like.
context: WHOA\Grandma. Mikako.\Delicious three-colored rice flour dumplings here!\Would you like any?\It's all right. They're doing a great job.\It's a nice night.\Rei.\This is what I like. response:	I guess I love this kind of thing.
context: Grandma. Mikako.\Delicious three-colored rice flour dumplings here!\Would you like any?\It's all right. They're doing a great job.\It's a nice night.\Rei.\This is what I like.\I guess I love this kind of thing. response:	Yeah.
context: Delicious three-colored rice flour dumplings here!\Would you like any?\It's all right. They're doing a great job.\It's a nice night.\Rei.\This is what I like.\I guess I love this kind of thing.\Yeah. response:	KA-CHING
context: Would you like any?\It's all right. They're doing a great job.\It's a nice night.\Rei.\This is what I like.\I guess I love this kind of thing.\Yeah.\KA-CHING response:	STUFFED
context: It's all right. They're doing a great job.\It's a nice night.\Rei.\This is what I like.\I guess I love this kind of thing.\Yeah.\KA-CHING\STUFFED response:	TREMBLE TREMBLE
context: It's a nice night.\Rei.\This is what I like.\I guess I love this kind of thing.\Yeah.\KA-CHING\STUFFED\TREMBLE TREMBLE response:	Wow! It isn't even 7:00. We made all this in no time at all!
context: Rei.\This is what I like.\I guess I love this kind of thing.\Yeah.\KA-CHING\STUFFED\TREMBLE TREMBLE\Wow! It isn't even 7:00. We made all this in no time at all! response:	At this rate, I think we can easily sell the curry that's on the stove for dinner tonight!
context: This is what I like.\I guess I love this kind of thing.\Yeah.\KA-CHING\STUFFED\TREMBLE TREMBLE\Wow! It isn't even 7:00. We made all this in no time at all!\At this rate, I think we can easily sell the curry that's on the stove for dinner tonight! response:	S-Sis, calm down!
context: I guess I love this kind of thing.\Yeah.\KA-CHING\STUFFED\TREMBLE TREMBLE\Wow! It isn't even 7:00. We made all this in no time at all!\At this rate, I think we can easily sell the curry that's on the stove for dinner tonight!\S-Sis, calm down! response:	Curry is no good! We're a sweets shop!
context: Yeah.\KA-CHING\STUFFED\TREMBLE TREMBLE\Wow! It isn't even 7:00. We made all this in no time at all!\At this rate, I think we can easily sell the curry that's on the stove for dinner tonight!\S-Sis, calm down!\Curry is no good! We're a sweets shop! response:	Oh no, Sis!
context: KA-CHING\STUFFED\TREMBLE TREMBLE\Wow! It isn't even 7:00. We made all this in no time at all!\At this rate, I think we can easily sell the curry that's on the stove for dinner tonight!\S-Sis, calm down!\Curry is no good! We're a sweets shop!\Oh no, Sis! response:	We're down to less than one box of dumplings! Even though we made a ton!
context: STUFFED\TREMBLE TREMBLE\Wow! It isn't even 7:00. We made all this in no time at all!\At this rate, I think we can easily sell the curry that's on the stove for dinner tonight!\S-Sis, calm down!\Curry is no good! We're a sweets shop!\Oh no, Sis!\We're down to less than one box of dumplings! Even though we made a ton! response:	Let's boil some more right away!
context: TREMBLE TREMBLE\Wow! It isn't even 7:00. We made all this in no time at all!\At this rate, I think we can easily sell the curry that's on the stove for dinner tonight!\S-Sis, calm down!\Curry is no good! We're a sweets shop!\Oh no, Sis!\We're down to less than one box of dumplings! Even though we made a ton!\Let's boil some more right away! response:	We can't! We're out of syrup too!
context: Wow! It isn't even 7:00. We made all this in no time at all!\At this rate, I think we can easily sell the curry that's on the stove for dinner tonight!\S-Sis, calm down!\Curry is no good! We're a sweets shop!\Oh no, Sis!\We're down to less than one box of dumplings! Even though we made a ton!\Let's boil some more right away!\We can't! We're out of syrup too! response:	EMPTY
context: At this rate, I think we can easily sell the curry that's on the stove for dinner tonight!\S-Sis, calm down!\Curry is no good! We're a sweets shop!\Oh no, Sis!\We're down to less than one box of dumplings! Even though we made a ton!\Let's boil some more right away!\We can't! We're out of syrup too!\EMPTY response:	What? Right when we're on a selling streak?
context: S-Sis, calm down!\Curry is no good! We're a sweets shop!\Oh no, Sis!\We're down to less than one box of dumplings! Even though we made a ton!\Let's boil some more right away!\We can't! We're out of syrup too!\EMPTY\What? Right when we're on a selling streak? response:	FWIP
context: Curry is no good! We're a sweets shop!\Oh no, Sis!\We're down to less than one box of dumplings! Even though we made a ton!\Let's boil some more right away!\We can't! We're out of syrup too!\EMPTY\What? Right when we're on a selling streak?\FWIP response:	Idiots!
context: Oh no, Sis!\We're down to less than one box of dumplings! Even though we made a ton!\Let's boil some more right away!\We can't! We're out of syrup too!\EMPTY\What? Right when we're on a selling streak?\FWIP\Idiots! response:	SALESMAN
context: We're down to less than one box of dumplings! Even though we made a ton!\Let's boil some more right away!\We can't! We're out of syrup too!\EMPTY\What? Right when we're on a selling streak?\FWIP\Idiots!\SALESMAN response:	CRACKLE
context: Let's boil some more right away!\We can't! We're out of syrup too!\EMPTY\What? Right when we're on a selling streak?\FWIP\Idiots!\SALESMAN\CRACKLE response:	We still have soybean flour and brown sugar syrup, right?
context: We can't! We're out of syrup too!\EMPTY\What? Right when we're on a selling streak?\FWIP\Idiots!\SALESMAN\CRACKLE\We still have soybean flour and brown sugar syrup, right? response:	G-Grandpa!
context: EMPTY\What? Right when we're on a selling streak?\FWIP\Idiots!\SALESMAN\CRACKLE\We still have soybean flour and brown sugar syrup, right?\G-Grandpa! response:	Akari, boil some water!
context: What? Right when we're on a selling streak?\FWIP\Idiots!\SALESMAN\CRACKLE\We still have soybean flour and brown sugar syrup, right?\G-Grandpa!\Akari, boil some water! response:	Right!
context: FWIP\Idiots!\SALESMAN\CRACKLE\We still have soybean flour and brown sugar syrup, right?\G-Grandpa!\Akari, boil some water!\Right! response:	- Hina, mind the store! - Okay!
context: Idiots!\SALESMAN\CRACKLE\We still have soybean flour and brown sugar syrup, right?\G-Grandpa!\Akari, boil some water!\Right!\- Hina, mind the store! - Okay! response:	Kid, buy us some ice. Ask the Takahashi boy and he'll tell you where.
context: SALESMAN\CRACKLE\We still have soybean flour and brown sugar syrup, right?\G-Grandpa!\Akari, boil some water!\Right!\- Hina, mind the store! - Okay!\Kid, buy us some ice. Ask the Takahashi boy and he'll tell you where. response:	O-Okay!
context: CRACKLE\We still have soybean flour and brown sugar syrup, right?\G-Grandpa!\Akari, boil some water!\Right!\- Hina, mind the store! - Okay!\Kid, buy us some ice. Ask the Takahashi boy and he'll tell you where.\O-Okay! response:	I'll knead the dumplings!
context: We still have soybean flour and brown sugar syrup, right?\G-Grandpa!\Akari, boil some water!\Right!\- Hina, mind the store! - Okay!\Kid, buy us some ice. Ask the Takahashi boy and he'll tell you where.\O-Okay!\I'll knead the dumplings! response:	All right! Kawamoto family, fight!
context: G-Grandpa!\Akari, boil some water!\Right!\- Hina, mind the store! - Okay!\Kid, buy us some ice. Ask the Takahashi boy and he'll tell you where.\O-Okay!\I'll knead the dumplings!\All right! Kawamoto family, fight! response:	Yeah!
context: Akari, boil some water!\Right!\- Hina, mind the store! - Okay!\Kid, buy us some ice. Ask the Takahashi boy and he'll tell you where.\O-Okay!\I'll knead the dumplings!\All right! Kawamoto family, fight!\Yeah! response:	Being Here
context: Right!\- Hina, mind the store! - Okay!\Kid, buy us some ice. Ask the Takahashi boy and he'll tell you where.\O-Okay!\I'll knead the dumplings!\All right! Kawamoto family, fight!\Yeah!\Being Here response:	Summer Vacation (Part 1)
context: - Hina, mind the store! - Okay!\Kid, buy us some ice. Ask the Takahashi boy and he'll tell you where.\O-Okay!\I'll knead the dumplings!\All right! Kawamoto family, fight!\Yeah!\Being Here\Summer Vacation (Part 1) response:	CRESCENT MOON
context: Kid, buy us some ice. Ask the Takahashi boy and he'll tell you where.\O-Okay!\I'll knead the dumplings!\All right! Kawamoto family, fight!\Yeah!\Being Here\Summer Vacation (Part 1)\CRESCENT MOON response:	The March Town Festival was so much fun.
context: O-Okay!\I'll knead the dumplings!\All right! Kawamoto family, fight!\Yeah!\Being Here\Summer Vacation (Part 1)\CRESCENT MOON\The March Town Festival was so much fun. response:	COZY
context: I'll knead the dumplings!\All right! Kawamoto family, fight!\Yeah!\Being Here\Summer Vacation (Part 1)\CRESCENT MOON\The March Town Festival was so much fun.\COZY response:	We should've prepared more syrup, huh?
context: All right! Kawamoto family, fight!\Yeah!\Being Here\Summer Vacation (Part 1)\CRESCENT MOON\The March Town Festival was so much fun.\COZY\We should've prepared more syrup, huh? response:	I never thought we'd sell out by 7:00. Such a shame.
context: Yeah!\Being Here\Summer Vacation (Part 1)\CRESCENT MOON\The March Town Festival was so much fun.\COZY\We should've prepared more syrup, huh?\I never thought we'd sell out by 7:00. Such a shame. response:	Speaking of shame, you spent too much on it and were too generous with the portions.
context: Being Here\Summer Vacation (Part 1)\CRESCENT MOON\The March Town Festival was so much fun.\COZY\We should've prepared more syrup, huh?\I never thought we'd sell out by 7:00. Such a shame.\Speaking of shame, you spent too much on it and were too generous with the portions. response:	After working so hard drenched in sweat, this is our net profit.
context: Summer Vacation (Part 1)\CRESCENT MOON\The March Town Festival was so much fun.\COZY\We should've prepared more syrup, huh?\I never thought we'd sell out by 7:00. Such a shame.\Speaking of shame, you spent too much on it and were too generous with the portions.\After working so hard drenched in sweat, this is our net profit. response:	This is what they call going through great pains in vain!
context: CRESCENT MOON\The March Town Festival was so much fun.\COZY\We should've prepared more syrup, huh?\I never thought we'd sell out by 7:00. Such a shame.\Speaking of shame, you spent too much on it and were too generous with the portions.\After working so hard drenched in sweat, this is our net profit.\This is what they call going through great pains in vain! response:	But...
context: The March Town Festival was so much fun.\COZY\We should've prepared more syrup, huh?\I never thought we'd sell out by 7:00. Such a shame.\Speaking of shame, you spent too much on it and were too generous with the portions.\After working so hard drenched in sweat, this is our net profit.\This is what they call going through great pains in vain!\But... response:	It really gets my blood pumping when we're swarmed with customers.
context: COZY\We should've prepared more syrup, huh?\I never thought we'd sell out by 7:00. Such a shame.\Speaking of shame, you spent too much on it and were too generous with the portions.\After working so hard drenched in sweat, this is our net profit.\This is what they call going through great pains in vain!\But...\It really gets my blood pumping when we're swarmed with customers. response:	YEAH
context: We should've prepared more syrup, huh?\I never thought we'd sell out by 7:00. Such a shame.\Speaking of shame, you spent too much on it and were too generous with the portions.\After working so hard drenched in sweat, this is our net profit.\This is what they call going through great pains in vain!\But...\It really gets my blood pumping when we're swarmed with customers.\YEAH response:	Thanks to all the people who stopped by, we sold lots of our usual sweets too.
context: I never thought we'd sell out by 7:00. Such a shame.\Speaking of shame, you spent too much on it and were too generous with the portions.\After working so hard drenched in sweat, this is our net profit.\This is what they call going through great pains in vain!\But...\It really gets my blood pumping when we're swarmed with customers.\YEAH\Thanks to all the people who stopped by, we sold lots of our usual sweets too. response:	I guess a loss leader is fine when it comes to attracting customers.
context: Speaking of shame, you spent too much on it and were too generous with the portions.\After working so hard drenched in sweat, this is our net profit.\This is what they call going through great pains in vain!\But...\It really gets my blood pumping when we're swarmed with customers.\YEAH\Thanks to all the people who stopped by, we sold lots of our usual sweets too.\I guess a loss leader is fine when it comes to attracting customers. response:	It's like when you go to the supermarket if they have milk on sale for 128 yen, right?
context: After working so hard drenched in sweat, this is our net profit.\This is what they call going through great pains in vain!\But...\It really gets my blood pumping when we're swarmed with customers.\YEAH\Thanks to all the people who stopped by, we sold lots of our usual sweets too.\I guess a loss leader is fine when it comes to attracting customers.\It's like when you go to the supermarket if they have milk on sale for 128 yen, right? response:	Or 100 grams of ham for 68 yen or a can of tomatoes for 78 yen.
