context: Yukako Yamagishi has been depressed lately. response:	What? There's someone you like?
context: I really am lucky.\Things are really changing!\I get to be near the cute, yet strong, Koichi...\I suddenly want to eat a chocolate parfait.\Does that make me seem girly?\Huh? No! Not at all!\That's what I wanted, too!\This is like a dream... response:	Physiognomy really does exist!
context: Things are really changing!\I get to be near the cute, yet strong, Koichi...\I suddenly want to eat a chocolate parfait.\Does that make me seem girly?\Huh? No! Not at all!\That's what I wanted, too!\This is like a dream...\Physiognomy really does exist! response:	I'm really on a roll right now.
context: I get to be near the cute, yet strong, Koichi...\I suddenly want to eat a chocolate parfait.\Does that make me seem girly?\Huh? No! Not at all!\That's what I wanted, too!\This is like a dream...\Physiognomy really does exist!\I'm really on a roll right now. response:	My luck is really on a roll right now!
context: I suddenly want to eat a chocolate parfait.\Does that make me seem girly?\Huh? No! Not at all!\That's what I wanted, too!\This is like a dream...\Physiognomy really does exist!\I'm really on a roll right now.\My luck is really on a roll right now! response:	I can feel Koichi-kun's warmth and beating heart.
context: Does that make me seem girly?\Huh? No! Not at all!\That's what I wanted, too!\This is like a dream...\Physiognomy really does exist!\I'm really on a roll right now.\My luck is really on a roll right now!\I can feel Koichi-kun's warmth and beating heart. response:	I'm so happy...
context: Huh? No! Not at all!\That's what I wanted, too!\This is like a dream...\Physiognomy really does exist!\I'm really on a roll right now.\My luck is really on a roll right now!\I can feel Koichi-kun's warmth and beating heart.\I'm so happy... response:	This is the happiest I've ever been.
context: That's what I wanted, too!\This is like a dream...\Physiognomy really does exist!\I'm really on a roll right now.\My luck is really on a roll right now!\I can feel Koichi-kun's warmth and beating heart.\I'm so happy...\This is the happiest I've ever been. response:	Oh, It's 4 PM! I can't believe it's this late!
context: This is like a dream...\Physiognomy really does exist!\I'm really on a roll right now.\My luck is really on a roll right now!\I can feel Koichi-kun's warmth and beating heart.\I'm so happy...\This is the happiest I've ever been.\Oh, It's 4 PM! I can't believe it's this late! response:	H-Huh?!
context: Physiognomy really does exist!\I'm really on a roll right now.\My luck is really on a roll right now!\I can feel Koichi-kun's warmth and beating heart.\I'm so happy...\This is the happiest I've ever been.\Oh, It's 4 PM! I can't believe it's this late!\H-Huh?! response:	M-My stomach hurts!
context: I'm really on a roll right now.\My luck is really on a roll right now!\I can feel Koichi-kun's warmth and beating heart.\I'm so happy...\This is the happiest I've ever been.\Oh, It's 4 PM! I can't believe it's this late!\H-Huh?!\M-My stomach hurts! response:	Ow...
context: My luck is really on a roll right now!\I can feel Koichi-kun's warmth and beating heart.\I'm so happy...\This is the happiest I've ever been.\Oh, It's 4 PM! I can't believe it's this late!\H-Huh?!\M-My stomach hurts!\Ow... response:	Y-Yukako, I'm sorry!
context: I can feel Koichi-kun's warmth and beating heart.\I'm so happy...\This is the happiest I've ever been.\Oh, It's 4 PM! I can't believe it's this late!\H-Huh?!\M-My stomach hurts!\Ow...\Y-Yukako, I'm sorry! response:	I'm gonna head home.
context: I'm so happy...\This is the happiest I've ever been.\Oh, It's 4 PM! I can't believe it's this late!\H-Huh?!\M-My stomach hurts!\Ow...\Y-Yukako, I'm sorry!\I'm gonna head home. response:	K-Koichi!
context: This is the happiest I've ever been.\Oh, It's 4 PM! I can't believe it's this late!\H-Huh?!\M-My stomach hurts!\Ow...\Y-Yukako, I'm sorry!\I'm gonna head home.\K-Koichi! response:	Why...
context: Oh, It's 4 PM! I can't believe it's this late!\H-Huh?!\M-My stomach hurts!\Ow...\Y-Yukako, I'm sorry!\I'm gonna head home.\K-Koichi!\Why... response:	Why is it only thirty minutes?!
context: H-Huh?!\M-My stomach hurts!\Ow...\Y-Yukako, I'm sorry!\I'm gonna head home.\K-Koichi!\Why...\Why is it only thirty minutes?! response:	Hey, lady! Can't you see the light's red?
context: M-My stomach hurts!\Ow...\Y-Yukako, I'm sorry!\I'm gonna head home.\K-Koichi!\Why...\Why is it only thirty minutes?!\Hey, lady! Can't you see the light's red? response:	Shut up!
context: Ow...\Y-Yukako, I'm sorry!\I'm gonna head home.\K-Koichi!\Why...\Why is it only thirty minutes?!\Hey, lady! Can't you see the light's red?\Shut up! response:	It's the light's fault for turning red!
context: Y-Yukako, I'm sorry!\I'm gonna head home.\K-Koichi!\Why...\Why is it only thirty minutes?!\Hey, lady! Can't you see the light's red?\Shut up!\It's the light's fault for turning red! response:	Why is it only for thirty minutes?!
context: I'm gonna head home.\K-Koichi!\Why...\Why is it only thirty minutes?!\Hey, lady! Can't you see the light's red?\Shut up!\It's the light's fault for turning red!\Why is it only for thirty minutes?! response:	Make it longer!
context: K-Koichi!\Why...\Why is it only thirty minutes?!\Hey, lady! Can't you see the light's red?\Shut up!\It's the light's fault for turning red!\Why is it only for thirty minutes?!\Make it longer! response:	You encountered love, didn't you?
context: Why...\Why is it only thirty minutes?!\Hey, lady! Can't you see the light's red?\Shut up!\It's the light's fault for turning red!\Why is it only for thirty minutes?!\Make it longer!\You encountered love, didn't you? response:	You should be satisfied with that, and come back tomorrow.
context: Why is it only thirty minutes?!\Hey, lady! Can't you see the light's red?\Shut up!\It's the light's fault for turning red!\Why is it only for thirty minutes?!\Make it longer!\You encountered love, didn't you?\You should be satisfied with that, and come back tomorrow. response:	All of my other customers have done that.
context: Hey, lady! Can't you see the light's red?\Shut up!\It's the light's fault for turning red!\Why is it only for thirty minutes?!\Make it longer!\You encountered love, didn't you?\You should be satisfied with that, and come back tomorrow.\All of my other customers have done that. response:	No! I can't stand luck that only allows me to be with
context: Shut up!\It's the light's fault for turning red!\Why is it only for thirty minutes?!\Make it longer!\You encountered love, didn't you?\You should be satisfied with that, and come back tomorrow.\All of my other customers have done that.\No! I can't stand luck that only allows me to be with response:	Koichi for thirty minutes, and then rips us apart!
context: It's the light's fault for turning red!\Why is it only for thirty minutes?!\Make it longer!\You encountered love, didn't you?\You should be satisfied with that, and come back tomorrow.\All of my other customers have done that.\No! I can't stand luck that only allows me to be with\Koichi for thirty minutes, and then rips us apart! response:	Phew...
context: Why is it only for thirty minutes?!\Make it longer!\You encountered love, didn't you?\You should be satisfied with that, and come back tomorrow.\All of my other customers have done that.\No! I can't stand luck that only allows me to be with\Koichi for thirty minutes, and then rips us apart!\Phew... response:	Next, do the one that captures love!
context: Make it longer!\You encountered love, didn't you?\You should be satisfied with that, and come back tomorrow.\All of my other customers have done that.\No! I can't stand luck that only allows me to be with\Koichi for thirty minutes, and then rips us apart!\Phew...\Next, do the one that captures love! response:	You can do that, right?
context: You encountered love, didn't you?\You should be satisfied with that, and come back tomorrow.\All of my other customers have done that.\No! I can't stand luck that only allows me to be with\Koichi for thirty minutes, and then rips us apart!\Phew...\Next, do the one that captures love!\You can do that, right? response:	You really don't listen to others, do you?
context: You should be satisfied with that, and come back tomorrow.\All of my other customers have done that.\No! I can't stand luck that only allows me to be with\Koichi for thirty minutes, and then rips us apart!\Phew...\Next, do the one that captures love!\You can do that, right?\You really don't listen to others, do you? response:	I said, do it!
context: All of my other customers have done that.\No! I can't stand luck that only allows me to be with\Koichi for thirty minutes, and then rips us apart!\Phew...\Next, do the one that captures love!\You can do that, right?\You really don't listen to others, do you?\I said, do it! response:	Phew... Yukako.
context: No! I can't stand luck that only allows me to be with\Koichi for thirty minutes, and then rips us apart!\Phew...\Next, do the one that captures love!\You can do that, right?\You really don't listen to others, do you?\I said, do it!\Phew... Yukako. response:	Cinderella was able to encounter a wonderful love,
context: Koichi for thirty minutes, and then rips us apart!\Phew...\Next, do the one that captures love!\You can do that, right?\You really don't listen to others, do you?\I said, do it!\Phew... Yukako.\Cinderella was able to encounter a wonderful love, response:	even though she was bullied, because she had a pure heart.
context: Phew...\Next, do the one that captures love!\You can do that, right?\You really don't listen to others, do you?\I said, do it!\Phew... Yukako.\Cinderella was able to encounter a wonderful love,\even though she was bullied, because she had a pure heart. response:	Which means you need to have the willingness for such a wonderful encounter to occur.
context: Next, do the one that captures love!\You can do that, right?\You really don't listen to others, do you?\I said, do it!\Phew... Yukako.\Cinderella was able to encounter a wonderful love,\even though she was bullied, because she had a pure heart.\Which means you need to have the willingness for such a wonderful encounter to occur. response:	Are you able to do that?
context: You can do that, right?\You really don't listen to others, do you?\I said, do it!\Phew... Yukako.\Cinderella was able to encounter a wonderful love,\even though she was bullied, because she had a pure heart.\Which means you need to have the willingness for such a wonderful encounter to occur.\Are you able to do that? response:	Willingness? What are you talking about?
context: You really don't listen to others, do you?\I said, do it!\Phew... Yukako.\Cinderella was able to encounter a wonderful love,\even though she was bullied, because she had a pure heart.\Which means you need to have the willingness for such a wonderful encounter to occur.\Are you able to do that?\Willingness? What are you talking about? response:	Just changing your physiognomy isn't enough to change your luck.
context: I said, do it!\Phew... Yukako.\Cinderella was able to encounter a wonderful love,\even though she was bullied, because she had a pure heart.\Which means you need to have the willingness for such a wonderful encounter to occur.\Are you able to do that?\Willingness? What are you talking about?\Just changing your physiognomy isn't enough to change your luck. response:	Phew...
context: Phew... Yukako.\Cinderella was able to encounter a wonderful love,\even though she was bullied, because she had a pure heart.\Which means you need to have the willingness for such a wonderful encounter to occur.\Are you able to do that?\Willingness? What are you talking about?\Just changing your physiognomy isn't enough to change your luck.\Phew... response:	I became an aesthetician because I admired the fairy godmother in Cinderella.
context: Cinderella was able to encounter a wonderful love,\even though she was bullied, because she had a pure heart.\Which means you need to have the willingness for such a wonderful encounter to occur.\Are you able to do that?\Willingness? What are you talking about?\Just changing your physiognomy isn't enough to change your luck.\Phew...\I became an aesthetician because I admired the fairy godmother in Cinderella. response:	I want to live giving happiness to others, just like her.
context: even though she was bullied, because she had a pure heart.\Which means you need to have the willingness for such a wonderful encounter to occur.\Are you able to do that?\Willingness? What are you talking about?\Just changing your physiognomy isn't enough to change your luck.\Phew...\I became an aesthetician because I admired the fairy godmother in Cinderella.\I want to live giving happiness to others, just like her. response:	You're very beautiful, and I like you.
context: Which means you need to have the willingness for such a wonderful encounter to occur.\Are you able to do that?\Willingness? What are you talking about?\Just changing your physiognomy isn't enough to change your luck.\Phew...\I became an aesthetician because I admired the fairy godmother in Cinderella.\I want to live giving happiness to others, just like her.\You're very beautiful, and I like you. response:	So I'll do this specially for you.
context: Are you able to do that?\Willingness? What are you talking about?\Just changing your physiognomy isn't enough to change your luck.\Phew...\I became an aesthetician because I admired the fairy godmother in Cinderella.\I want to live giving happiness to others, just like her.\You're very beautiful, and I like you.\So I'll do this specially for you. response:	However...
context: Willingness? What are you talking about?\Just changing your physiognomy isn't enough to change your luck.\Phew...\I became an aesthetician because I admired the fairy godmother in Cinderella.\I want to live giving happiness to others, just like her.\You're very beautiful, and I like you.\So I'll do this specially for you.\However... response:	We're going to have to work on various parts.
context: Just changing your physiognomy isn't enough to change your luck.\Phew...\I became an aesthetician because I admired the fairy godmother in Cinderella.\I want to live giving happiness to others, just like her.\You're very beautiful, and I like you.\So I'll do this specially for you.\However...\We're going to have to work on various parts. response:	Phew...
context: Phew...\I became an aesthetician because I admired the fairy godmother in Cinderella.\I want to live giving happiness to others, just like her.\You're very beautiful, and I like you.\So I'll do this specially for you.\However...\We're going to have to work on various parts.\Phew... response:	It's your whole body... The whole body
context: I became an aesthetician because I admired the fairy godmother in Cinderella.\I want to live giving happiness to others, just like her.\You're very beautiful, and I like you.\So I'll do this specially for you.\However...\We're going to have to work on various parts.\Phew...\It's your whole body... The whole body response:	must be transformed into a body to capture love.
context: I want to live giving happiness to others, just like her.\You're very beautiful, and I like you.\So I'll do this specially for you.\However...\We're going to have to work on various parts.\Phew...\It's your whole body... The whole body\must be transformed into a body to capture love. response:	And the willingness you need to do that is this.
context: You're very beautiful, and I like you.\So I'll do this specially for you.\However...\We're going to have to work on various parts.\Phew...\It's your whole body... The whole body\must be transformed into a body to capture love.\And the willingness you need to do that is this. response:	You need to apply this lipstick every thirty minutes,
context: So I'll do this specially for you.\However...\We're going to have to work on various parts.\Phew...\It's your whole body... The whole body\must be transformed into a body to capture love.\And the willingness you need to do that is this.\You need to apply this lipstick every thirty minutes, response:	except when you're asleep.
context: However...\We're going to have to work on various parts.\Phew...\It's your whole body... The whole body\must be transformed into a body to capture love.\And the willingness you need to do that is this.\You need to apply this lipstick every thirty minutes,\except when you're asleep. response:	It's to maintain your body after I've worked on it.
context: We're going to have to work on various parts.\Phew...\It's your whole body... The whole body\must be transformed into a body to capture love.\And the willingness you need to do that is this.\You need to apply this lipstick every thirty minutes,\except when you're asleep.\It's to maintain your body after I've worked on it. response:	If you can do this, you'll have the luck to capture love for eternity.
context: Phew...\It's your whole body... The whole body\must be transformed into a body to capture love.\And the willingness you need to do that is this.\You need to apply this lipstick every thirty minutes,\except when you're asleep.\It's to maintain your body after I've worked on it.\If you can do this, you'll have the luck to capture love for eternity. response:	The price is 72,000 yen for 24 hours.
context: It's your whole body... The whole body\must be transformed into a body to capture love.\And the willingness you need to do that is this.\You need to apply this lipstick every thirty minutes,\except when you're asleep.\It's to maintain your body after I've worked on it.\If you can do this, you'll have the luck to capture love for eternity.\The price is 72,000 yen for 24 hours. response:	Fine. Do it.
context: must be transformed into a body to capture love.\And the willingness you need to do that is this.\You need to apply this lipstick every thirty minutes,\except when you're asleep.\It's to maintain your body after I've worked on it.\If you can do this, you'll have the luck to capture love for eternity.\The price is 72,000 yen for 24 hours.\Fine. Do it. response:	Good... Now, don't move.
context: And the willingness you need to do that is this.\You need to apply this lipstick every thirty minutes,\except when you're asleep.\It's to maintain your body after I've worked on it.\If you can do this, you'll have the luck to capture love for eternity.\The price is 72,000 yen for 24 hours.\Fine. Do it.\Good... Now, don't move. response:	Make sure you don't open your eyes.
context: You need to apply this lipstick every thirty minutes,\except when you're asleep.\It's to maintain your body after I've worked on it.\If you can do this, you'll have the luck to capture love for eternity.\The price is 72,000 yen for 24 hours.\Fine. Do it.\Good... Now, don't move.\Make sure you don't open your eyes. response:	I knew you weren't a normal aesthetician.
context: except when you're asleep.\It's to maintain your body after I've worked on it.\If you can do this, you'll have the luck to capture love for eternity.\The price is 72,000 yen for 24 hours.\Fine. Do it.\Good... Now, don't move.\Make sure you don't open your eyes.\I knew you weren't a normal aesthetician. response:	Th-This power...
context: It's to maintain your body after I've worked on it.\If you can do this, you'll have the luck to capture love for eternity.\The price is 72,000 yen for 24 hours.\Fine. Do it.\Good... Now, don't move.\Make sure you don't open your eyes.\I knew you weren't a normal aesthetician.\Th-This power... response:	You can see my Cinderella?
context: If you can do this, you'll have the luck to capture love for eternity.\The price is 72,000 yen for 24 hours.\Fine. Do it.\Good... Now, don't move.\Make sure you don't open your eyes.\I knew you weren't a normal aesthetician.\Th-This power...\You can see my Cinderella? response:	I see... so they were Stand powers.
context: The price is 72,000 yen for 24 hours.\Fine. Do it.\Good... Now, don't move.\Make sure you don't open your eyes.\I knew you weren't a normal aesthetician.\Th-This power...\You can see my Cinderella?\I see... so they were Stand powers. response:	But the more I think about it, I don't care.
context: Fine. Do it.\Good... Now, don't move.\Make sure you don't open your eyes.\I knew you weren't a normal aesthetician.\Th-This power...\You can see my Cinderella?\I see... so they were Stand powers.\But the more I think about it, I don't care. response:	If you wanted to harm me, you would have already tried.
context: Good... Now, don't move.\Make sure you don't open your eyes.\I knew you weren't a normal aesthetician.\Th-This power...\You can see my Cinderella?\I see... so they were Stand powers.\But the more I think about it, I don't care.\If you wanted to harm me, you would have already tried. response:	I trust you. You're my fairy godmother.
context: Make sure you don't open your eyes.\I knew you weren't a normal aesthetician.\Th-This power...\You can see my Cinderella?\I see... so they were Stand powers.\But the more I think about it, I don't care.\If you wanted to harm me, you would have already tried.\I trust you. You're my fairy godmother. response:	You startled me...
context: I knew you weren't a normal aesthetician.\Th-This power...\You can see my Cinderella?\I see... so they were Stand powers.\But the more I think about it, I don't care.\If you wanted to harm me, you would have already tried.\I trust you. You're my fairy godmother.\You startled me... response:	Just start already.
context: Th-This power...\You can see my Cinderella?\I see... so they were Stand powers.\But the more I think about it, I don't care.\If you wanted to harm me, you would have already tried.\I trust you. You're my fairy godmother.\You startled me...\Just start already. response:	What a wonderful girl...
context: You can see my Cinderella?\I see... so they were Stand powers.\But the more I think about it, I don't care.\If you wanted to harm me, you would have already tried.\I trust you. You're my fairy godmother.\You startled me...\Just start already.\What a wonderful girl... response:	All right. I'll work my magic.
context: I see... so they were Stand powers.\But the more I think about it, I don't care.\If you wanted to harm me, you would have already tried.\I trust you. You're my fairy godmother.\You startled me...\Just start already.\What a wonderful girl...\All right. I'll work my magic. response:	Cinderella is a Stand that transforms the body's image.
context: But the more I think about it, I don't care.\If you wanted to harm me, you would have already tried.\I trust you. You're my fairy godmother.\You startled me...\Just start already.\What a wonderful girl...\All right. I'll work my magic.\Cinderella is a Stand that transforms the body's image. response:	This perfectly completes the work on your body to capture love.
context: If you wanted to harm me, you would have already tried.\I trust you. You're my fairy godmother.\You startled me...\Just start already.\What a wonderful girl...\All right. I'll work my magic.\Cinderella is a Stand that transforms the body's image.\This perfectly completes the work on your body to capture love. response:	Yukako, your body has become invincible when it comes to love.
context: I trust you. You're my fairy godmother.\You startled me...\Just start already.\What a wonderful girl...\All right. I'll work my magic.\Cinderella is a Stand that transforms the body's image.\This perfectly completes the work on your body to capture love.\Yukako, your body has become invincible when it comes to love. response:	The pain in my stomach suddenly went away...
context: You startled me...\Just start already.\What a wonderful girl...\All right. I'll work my magic.\Cinderella is a Stand that transforms the body's image.\This perfectly completes the work on your body to capture love.\Yukako, your body has become invincible when it comes to love.\The pain in my stomach suddenly went away... response:	Oh, this is Yukako's bag! Whoops!
context: Just start already.\What a wonderful girl...\All right. I'll work my magic.\Cinderella is a Stand that transforms the body's image.\This perfectly completes the work on your body to capture love.\Yukako, your body has become invincible when it comes to love.\The pain in my stomach suddenly went away...\Oh, this is Yukako's bag! Whoops! response:	I have to go back and return it to her!
context: What a wonderful girl...\All right. I'll work my magic.\Cinderella is a Stand that transforms the body's image.\This perfectly completes the work on your body to capture love.\Yukako, your body has become invincible when it comes to love.\The pain in my stomach suddenly went away...\Oh, this is Yukako's bag! Whoops!\I have to go back and return it to her! response:	Koichi.
context: All right. I'll work my magic.\Cinderella is a Stand that transforms the body's image.\This perfectly completes the work on your body to capture love.\Yukako, your body has become invincible when it comes to love.\The pain in my stomach suddenly went away...\Oh, this is Yukako's bag! Whoops!\I have to go back and return it to her!\Koichi. response:	Y-Yukako...
context: Cinderella is a Stand that transforms the body's image.\This perfectly completes the work on your body to capture love.\Yukako, your body has become invincible when it comes to love.\The pain in my stomach suddenly went away...\Oh, this is Yukako's bag! Whoops!\I have to go back and return it to her!\Koichi.\Y-Yukako... response:	O-Oh, yeah. Here! This is your bag.
context: This perfectly completes the work on your body to capture love.\Yukako, your body has become invincible when it comes to love.\The pain in my stomach suddenly went away...\Oh, this is Yukako's bag! Whoops!\I have to go back and return it to her!\Koichi.\Y-Yukako...\O-Oh, yeah. Here! This is your bag. response:	Huh?
context: Yukako, your body has become invincible when it comes to love.\The pain in my stomach suddenly went away...\Oh, this is Yukako's bag! Whoops!\I have to go back and return it to her!\Koichi.\Y-Yukako...\O-Oh, yeah. Here! This is your bag.\Huh? response:	And this is mine.
context: The pain in my stomach suddenly went away...\Oh, this is Yukako's bag! Whoops!\I have to go back and return it to her!\Koichi.\Y-Yukako...\O-Oh, yeah. Here! This is your bag.\Huh?\And this is mine. response:	I accidentally took it. Sorry about that!
context: Oh, this is Yukako's bag! Whoops!\I have to go back and return it to her!\Koichi.\Y-Yukako...\O-Oh, yeah. Here! This is your bag.\Huh?\And this is mine.\I accidentally took it. Sorry about that! response:	W-Well, I'll see you later.
context: I have to go back and return it to her!\Koichi.\Y-Yukako...\O-Oh, yeah. Here! This is your bag.\Huh?\And this is mine.\I accidentally took it. Sorry about that!\W-Well, I'll see you later. response:	W-Wait, Koichi!
context: Koichi.\Y-Yukako...\O-Oh, yeah. Here! This is your bag.\Huh?\And this is mine.\I accidentally took it. Sorry about that!\W-Well, I'll see you later.\W-Wait, Koichi! response:	Look at me.
context: Y-Yukako...\O-Oh, yeah. Here! This is your bag.\Huh?\And this is mine.\I accidentally took it. Sorry about that!\W-Well, I'll see you later.\W-Wait, Koichi!\Look at me. response:	Don't you feel something when you look at me?
context: O-Oh, yeah. Here! This is your bag.\Huh?\And this is mine.\I accidentally took it. Sorry about that!\W-Well, I'll see you later.\W-Wait, Koichi!\Look at me.\Don't you feel something when you look at me? response:	W-Well... Well...
context: Huh?\And this is mine.\I accidentally took it. Sorry about that!\W-Well, I'll see you later.\W-Wait, Koichi!\Look at me.\Don't you feel something when you look at me?\W-Well... Well... response:	Well...
context: And this is mine.\I accidentally took it. Sorry about that!\W-Well, I'll see you later.\W-Wait, Koichi!\Look at me.\Don't you feel something when you look at me?\W-Well... Well...\Well... response:	Hey! If it isn't Koichi!
context: I accidentally took it. Sorry about that!\W-Well, I'll see you later.\W-Wait, Koichi!\Look at me.\Don't you feel something when you look at me?\W-Well... Well...\Well...\Hey! If it isn't Koichi! response:	Rohan-sensei!
context: W-Well, I'll see you later.\W-Wait, Koichi!\Look at me.\Don't you feel something when you look at me?\W-Well... Well...\Well...\Hey! If it isn't Koichi!\Rohan-sensei! response:	I'm heading to the Kame Yu department store for research.
context: W-Wait, Koichi!\Look at me.\Don't you feel something when you look at me?\W-Well... Well...\Well...\Hey! If it isn't Koichi!\Rohan-sensei!\I'm heading to the Kame Yu department store for research. response:	Come with me.
context: Look at me.\Don't you feel something when you look at me?\W-Well... Well...\Well...\Hey! If it isn't Koichi!\Rohan-sensei!\I'm heading to the Kame Yu department store for research.\Come with me. response:	I was planning on heading home...
context: Don't you feel something when you look at me?\W-Well... Well...\Well...\Hey! If it isn't Koichi!\Rohan-sensei!\I'm heading to the Kame Yu department store for research.\Come with me.\I was planning on heading home... response:	It's embarrassing taking pictures in a department store by myself, you know.
context: W-Well... Well...\Well...\Hey! If it isn't Koichi!\Rohan-sensei!\I'm heading to the Kame Yu department store for research.\Come with me.\I was planning on heading home...\It's embarrassing taking pictures in a department store by myself, you know. response:	So please?
context: Well...\Hey! If it isn't Koichi!\Rohan-sensei!\I'm heading to the Kame Yu department store for research.\Come with me.\I was planning on heading home...\It's embarrassing taking pictures in a department store by myself, you know.\So please? response:	What is this?
context: Hey! If it isn't Koichi!\Rohan-sensei!\I'm heading to the Kame Yu department store for research.\Come with me.\I was planning on heading home...\It's embarrassing taking pictures in a department store by myself, you know.\So please?\What is this? response:	You're so needy... Jeez.
context: Rohan-sensei!\I'm heading to the Kame Yu department store for research.\Come with me.\I was planning on heading home...\It's embarrassing taking pictures in a department store by myself, you know.\So please?\What is this?\You're so needy... Jeez. response:	Wasn't I supposed to become the invincible heroine?!
context: I'm heading to the Kame Yu department store for research.\Come with me.\I was planning on heading home...\It's embarrassing taking pictures in a department store by myself, you know.\So please?\What is this?\You're so needy... Jeez.\Wasn't I supposed to become the invincible heroine?! response:	What happened to the effectiveness
context: Come with me.\I was planning on heading home...\It's embarrassing taking pictures in a department store by myself, you know.\So please?\What is this?\You're so needy... Jeez.\Wasn't I supposed to become the invincible heroine?!\What happened to the effectiveness response:	of your Cinderella's powers?!
context: I was planning on heading home...\It's embarrassing taking pictures in a department store by myself, you know.\So please?\What is this?\You're so needy... Jeez.\Wasn't I supposed to become the invincible heroine?!\What happened to the effectiveness\of your Cinderella's powers?! response:	Oh, Ko.
context: It's embarrassing taking pictures in a department store by myself, you know.\So please?\What is this?\You're so needy... Jeez.\Wasn't I supposed to become the invincible heroine?!\What happened to the effectiveness\of your Cinderella's powers?!\Oh, Ko. response:	No, Koichi's heart definitely belongs to you now.
context: So please?\What is this?\You're so needy... Jeez.\Wasn't I supposed to become the invincible heroine?!\What happened to the effectiveness\of your Cinderella's powers?!\Oh, Ko.\No, Koichi's heart definitely belongs to you now. response:	Oh, Mom. Sis.
context: What is this?\You're so needy... Jeez.\Wasn't I supposed to become the invincible heroine?!\What happened to the effectiveness\of your Cinderella's powers?!\Oh, Ko.\No, Koichi's heart definitely belongs to you now.\Oh, Mom. Sis. response:	But his reasoning is denying you.
context: You're so needy... Jeez.\Wasn't I supposed to become the invincible heroine?!\What happened to the effectiveness\of your Cinderella's powers?!\Oh, Ko.\No, Koichi's heart definitely belongs to you now.\Oh, Mom. Sis.\But his reasoning is denying you. response:	Did something happen between you and Koichi in the past?
context: Wasn't I supposed to become the invincible heroine?!\What happened to the effectiveness\of your Cinderella's powers?!\Oh, Ko.\No, Koichi's heart definitely belongs to you now.\Oh, Mom. Sis.\But his reasoning is denying you.\Did something happen between you and Koichi in the past? response:	That must be it.
context: What happened to the effectiveness\of your Cinderella's powers?!\Oh, Ko.\No, Koichi's heart definitely belongs to you now.\Oh, Mom. Sis.\But his reasoning is denying you.\Did something happen between you and Koichi in the past?\That must be it. response:	Oh, this gentleman is a manga artist?
context: of your Cinderella's powers?!\Oh, Ko.\No, Koichi's heart definitely belongs to you now.\Oh, Mom. Sis.\But his reasoning is denying you.\Did something happen between you and Koichi in the past?\That must be it.\Oh, this gentleman is a manga artist? response:	He's lovely. May we join you?
context: Oh, Ko.\No, Koichi's heart definitely belongs to you now.\Oh, Mom. Sis.\But his reasoning is denying you.\Did something happen between you and Koichi in the past?\That must be it.\Oh, this gentleman is a manga artist?\He's lovely. May we join you? response:	But don't worry.
context: No, Koichi's heart definitely belongs to you now.\Oh, Mom. Sis.\But his reasoning is denying you.\Did something happen between you and Koichi in the past?\That must be it.\Oh, this gentleman is a manga artist?\He's lovely. May we join you?\But don't worry. response:	Luck will eventually take your side.
context: Oh, Mom. Sis.\But his reasoning is denying you.\Did something happen between you and Koichi in the past?\That must be it.\Oh, this gentleman is a manga artist?\He's lovely. May we join you?\But don't worry.\Luck will eventually take your side. response:	Cinderella is absolute.
context: But his reasoning is denying you.\Did something happen between you and Koichi in the past?\That must be it.\Oh, this gentleman is a manga artist?\He's lovely. May we join you?\But don't worry.\Luck will eventually take your side.\Cinderella is absolute. response:	By the way, it's 4:45. It's almost been thirty minutes.
context: Did something happen between you and Koichi in the past?\That must be it.\Oh, this gentleman is a manga artist?\He's lovely. May we join you?\But don't worry.\Luck will eventually take your side.\Cinderella is absolute.\By the way, it's 4:45. It's almost been thirty minutes. response:	Make sure you don't forget to apply the lipstick.
context: That must be it.\Oh, this gentleman is a manga artist?\He's lovely. May we join you?\But don't worry.\Luck will eventually take your side.\Cinderella is absolute.\By the way, it's 4:45. It's almost been thirty minutes.\Make sure you don't forget to apply the lipstick. response:	Yes, I'm doing it now.
context: Oh, this gentleman is a manga artist?\He's lovely. May we join you?\But don't worry.\Luck will eventually take your side.\Cinderella is absolute.\By the way, it's 4:45. It's almost been thirty minutes.\Make sure you don't forget to apply the lipstick.\Yes, I'm doing it now. response:	Luck will take my side, huh?
context: He's lovely. May we join you?\But don't worry.\Luck will eventually take your side.\Cinderella is absolute.\By the way, it's 4:45. It's almost been thirty minutes.\Make sure you don't forget to apply the lipstick.\Yes, I'm doing it now.\Luck will take my side, huh? response:	What? You're going to Kame Yu? So are we.
context: But don't worry.\Luck will eventually take your side.\Cinderella is absolute.\By the way, it's 4:45. It's almost been thirty minutes.\Make sure you don't forget to apply the lipstick.\Yes, I'm doing it now.\Luck will take my side, huh?\What? You're going to Kame Yu? So are we. response:	Huh?!
context: Luck will eventually take your side.\Cinderella is absolute.\By the way, it's 4:45. It's almost been thirty minutes.\Make sure you don't forget to apply the lipstick.\Yes, I'm doing it now.\Luck will take my side, huh?\What? You're going to Kame Yu? So are we.\Huh?! response:	What's with these people?!
context: Cinderella is absolute.\By the way, it's 4:45. It's almost been thirty minutes.\Make sure you don't forget to apply the lipstick.\Yes, I'm doing it now.\Luck will take my side, huh?\What? You're going to Kame Yu? So are we.\Huh?!\What's with these people?! response:	There are even more of them!
