context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: W-What are you doing?!\What the heck are you doing?!\What the heck are you doing?!\What in the world is this?!\Why you...\What are you doing...\What are you doing to my temple?!\My dream is to become a scientist. response:	Crap.
context: What the heck are you doing?!\What the heck are you doing?!\What in the world is this?!\Why you...\What are you doing...\What are you doing to my temple?!\My dream is to become a scientist.\Crap. response:	I seem to have lost myself.
context: What the heck are you doing?!\What in the world is this?!\Why you...\What are you doing...\What are you doing to my temple?!\My dream is to become a scientist.\Crap.\I seem to have lost myself. response:	To explain everything in this world with science...
context: What in the world is this?!\Why you...\What are you doing...\What are you doing to my temple?!\My dream is to become a scientist.\Crap.\I seem to have lost myself.\To explain everything in this world with science... response:	And when that time comes, there is one thing I want to express.
context: Why you...\What are you doing...\What are you doing to my temple?!\My dream is to become a scientist.\Crap.\I seem to have lost myself.\To explain everything in this world with science...\And when that time comes, there is one thing I want to express. response:	Are you okay?
context: What are you doing...\What are you doing to my temple?!\My dream is to become a scientist.\Crap.\I seem to have lost myself.\To explain everything in this world with science...\And when that time comes, there is one thing I want to express.\Are you okay? response:	Get...
context: What are you doing to my temple?!\My dream is to become a scientist.\Crap.\I seem to have lost myself.\To explain everything in this world with science...\And when that time comes, there is one thing I want to express.\Are you okay?\Get... response:	Get out, you demon!
context: My dream is to become a scientist.\Crap.\I seem to have lost myself.\To explain everything in this world with science...\And when that time comes, there is one thing I want to express.\Are you okay?\Get...\Get out, you demon! response:	A person can become a demon at any time.
context: Crap.\I seem to have lost myself.\To explain everything in this world with science...\And when that time comes, there is one thing I want to express.\Are you okay?\Get...\Get out, you demon!\A person can become a demon at any time. response:	Gotcha!
context: I seem to have lost myself.\To explain everything in this world with science...\And when that time comes, there is one thing I want to express.\Are you okay?\Get...\Get out, you demon!\A person can become a demon at any time.\Gotcha! response:	Who is it?!
context: To explain everything in this world with science...\And when that time comes, there is one thing I want to express.\Are you okay?\Get...\Get out, you demon!\A person can become a demon at any time.\Gotcha!\Who is it?! response:	Mihoshi, it's been a while.
context: And when that time comes, there is one thing I want to express.\Are you okay?\Get...\Get out, you demon!\A person can become a demon at any time.\Gotcha!\Who is it?!\Mihoshi, it's been a while. response:	Oh, it's Naganohara-san!
context: Are you okay?\Get...\Get out, you demon!\A person can become a demon at any time.\Gotcha!\Who is it?!\Mihoshi, it's been a while.\Oh, it's Naganohara-san! response:	I haven't seen you for a while.
context: Get...\Get out, you demon!\A person can become a demon at any time.\Gotcha!\Who is it?!\Mihoshi, it's been a while.\Oh, it's Naganohara-san!\I haven't seen you for a while. response:	You're already a middle schooler, huh?
context: Get out, you demon!\A person can become a demon at any time.\Gotcha!\Who is it?!\Mihoshi, it's been a while.\Oh, it's Naganohara-san!\I haven't seen you for a while.\You're already a middle schooler, huh? response:	Well, lately, you haven't been coming to the dojo at all.
context: A person can become a demon at any time.\Gotcha!\Who is it?!\Mihoshi, it's been a while.\Oh, it's Naganohara-san!\I haven't seen you for a while.\You're already a middle schooler, huh?\Well, lately, you haven't been coming to the dojo at all. response:	I haven't gone to practise at my university lately, either.
context: Gotcha!\Who is it?!\Mihoshi, it's been a while.\Oh, it's Naganohara-san!\I haven't seen you for a while.\You're already a middle schooler, huh?\Well, lately, you haven't been coming to the dojo at all.\I haven't gone to practise at my university lately, either. response:	I've been skipping!
context: Who is it?!\Mihoshi, it's been a while.\Oh, it's Naganohara-san!\I haven't seen you for a while.\You're already a middle schooler, huh?\Well, lately, you haven't been coming to the dojo at all.\I haven't gone to practise at my university lately, either.\I've been skipping! response:	And yet you still won the National Tournament?
context: Mihoshi, it's been a while.\Oh, it's Naganohara-san!\I haven't seen you for a while.\You're already a middle schooler, huh?\Well, lately, you haven't been coming to the dojo at all.\I haven't gone to practise at my university lately, either.\I've been skipping!\And yet you still won the National Tournament? response:	This darn genius type!
context: Oh, it's Naganohara-san!\I haven't seen you for a while.\You're already a middle schooler, huh?\Well, lately, you haven't been coming to the dojo at all.\I haven't gone to practise at my university lately, either.\I've been skipping!\And yet you still won the National Tournament?\This darn genius type! response:	Are you going to the dojo now?
context: I haven't seen you for a while.\You're already a middle schooler, huh?\Well, lately, you haven't been coming to the dojo at all.\I haven't gone to practise at my university lately, either.\I've been skipping!\And yet you still won the National Tournament?\This darn genius type!\Are you going to the dojo now? response:	Yeah.
context: You're already a middle schooler, huh?\Well, lately, you haven't been coming to the dojo at all.\I haven't gone to practise at my university lately, either.\I've been skipping!\And yet you still won the National Tournament?\This darn genius type!\Are you going to the dojo now?\Yeah. response:	Clubs just ended, so I'm going now.
context: Well, lately, you haven't been coming to the dojo at all.\I haven't gone to practise at my university lately, either.\I've been skipping!\And yet you still won the National Tournament?\This darn genius type!\Are you going to the dojo now?\Yeah.\Clubs just ended, so I'm going now. response:	Naganohara-san, are you coming?
context: I haven't gone to practise at my university lately, either.\I've been skipping!\And yet you still won the National Tournament?\This darn genius type!\Are you going to the dojo now?\Yeah.\Clubs just ended, so I'm going now.\Naganohara-san, are you coming? response:	I'm the type that gets weaker when I practise a lot.
context: I've been skipping!\And yet you still won the National Tournament?\This darn genius type!\Are you going to the dojo now?\Yeah.\Clubs just ended, so I'm going now.\Naganohara-san, are you coming?\I'm the type that gets weaker when I practise a lot. response:	What is she saying?
context: And yet you still won the National Tournament?\This darn genius type!\Are you going to the dojo now?\Yeah.\Clubs just ended, so I'm going now.\Naganohara-san, are you coming?\I'm the type that gets weaker when I practise a lot.\What is she saying? response:	This darn genius type!
context: This darn genius type!\Are you going to the dojo now?\Yeah.\Clubs just ended, so I'm going now.\Naganohara-san, are you coming?\I'm the type that gets weaker when I practise a lot.\What is she saying?\This darn genius type! response:	Although I can accept that she's strong,
context: Are you going to the dojo now?\Yeah.\Clubs just ended, so I'm going now.\Naganohara-san, are you coming?\I'm the type that gets weaker when I practise a lot.\What is she saying?\This darn genius type!\Although I can accept that she's strong, response:	I can't accept that she's strong despite never practising.
context: Yeah.\Clubs just ended, so I'm going now.\Naganohara-san, are you coming?\I'm the type that gets weaker when I practise a lot.\What is she saying?\This darn genius type!\Although I can accept that she's strong,\I can't accept that she's strong despite never practising. response:	It's been rumoured that when Naganohara-san was in middle school, she scored a point against the Master!
context: Clubs just ended, so I'm going now.\Naganohara-san, are you coming?\I'm the type that gets weaker when I practise a lot.\What is she saying?\This darn genius type!\Although I can accept that she's strong,\I can't accept that she's strong despite never practising.\It's been rumoured that when Naganohara-san was in middle school, she scored a point against the Master! response:	That legendary master!
context: Naganohara-san, are you coming?\I'm the type that gets weaker when I practise a lot.\What is she saying?\This darn genius type!\Although I can accept that she's strong,\I can't accept that she's strong despite never practising.\It's been rumoured that when Naganohara-san was in middle school, she scored a point against the Master!\That legendary master! response:	I'm a middle schooler now, too, but I can't seem to do anything.
context: I'm the type that gets weaker when I practise a lot.\What is she saying?\This darn genius type!\Although I can accept that she's strong,\I can't accept that she's strong despite never practising.\It's been rumoured that when Naganohara-san was in middle school, she scored a point against the Master!\That legendary master!\I'm a middle schooler now, too, but I can't seem to do anything. response:	I go to the dojo after club,
context: What is she saying?\This darn genius type!\Although I can accept that she's strong,\I can't accept that she's strong despite never practising.\It's been rumoured that when Naganohara-san was in middle school, she scored a point against the Master!\That legendary master!\I'm a middle schooler now, too, but I can't seem to do anything.\I go to the dojo after club, response:	and I spend my entire weekend practising.
context: This darn genius type!\Although I can accept that she's strong,\I can't accept that she's strong despite never practising.\It's been rumoured that when Naganohara-san was in middle school, she scored a point against the Master!\That legendary master!\I'm a middle schooler now, too, but I can't seem to do anything.\I go to the dojo after club,\and I spend my entire weekend practising. response:	The Master says that effort will always open up a door!
context: Although I can accept that she's strong,\I can't accept that she's strong despite never practising.\It's been rumoured that when Naganohara-san was in middle school, she scored a point against the Master!\That legendary master!\I'm a middle schooler now, too, but I can't seem to do anything.\I go to the dojo after club,\and I spend my entire weekend practising.\The Master says that effort will always open up a door! response:	Oh, a black cat!
context: I can't accept that she's strong despite never practising.\It's been rumoured that when Naganohara-san was in middle school, she scored a point against the Master!\That legendary master!\I'm a middle schooler now, too, but I can't seem to do anything.\I go to the dojo after club,\and I spend my entire weekend practising.\The Master says that effort will always open up a door!\Oh, a black cat! response:	Hey, kitty!
context: It's been rumoured that when Naganohara-san was in middle school, she scored a point against the Master!\That legendary master!\I'm a middle schooler now, too, but I can't seem to do anything.\I go to the dojo after club,\and I spend my entire weekend practising.\The Master says that effort will always open up a door!\Oh, a black cat!\Hey, kitty! response:	When I look at her, I start to feel uneasy.
context: That legendary master!\I'm a middle schooler now, too, but I can't seem to do anything.\I go to the dojo after club,\and I spend my entire weekend practising.\The Master says that effort will always open up a door!\Oh, a black cat!\Hey, kitty!\When I look at her, I start to feel uneasy. response:	You're so cute!
context: I'm a middle schooler now, too, but I can't seem to do anything.\I go to the dojo after club,\and I spend my entire weekend practising.\The Master says that effort will always open up a door!\Oh, a black cat!\Hey, kitty!\When I look at her, I start to feel uneasy.\You're so cute! response:	I'll take a swing.
context: I go to the dojo after club,\and I spend my entire weekend practising.\The Master says that effort will always open up a door!\Oh, a black cat!\Hey, kitty!\When I look at her, I start to feel uneasy.\You're so cute!\I'll take a swing. response:	Just one.
context: and I spend my entire weekend practising.\The Master says that effort will always open up a door!\Oh, a black cat!\Hey, kitty!\When I look at her, I start to feel uneasy.\You're so cute!\I'll take a swing.\Just one. response:	In this situation, even I can...
context: The Master says that effort will always open up a door!\Oh, a black cat!\Hey, kitty!\When I look at her, I start to feel uneasy.\You're so cute!\I'll take a swing.\Just one.\In this situation, even I can... response:	This is the most I can do right now,
context: Oh, a black cat!\Hey, kitty!\When I look at her, I start to feel uneasy.\You're so cute!\I'll take a swing.\Just one.\In this situation, even I can...\This is the most I can do right now, response:	but someday I'll do it in a match.
context: Hey, kitty!\When I look at her, I start to feel uneasy.\You're so cute!\I'll take a swing.\Just one.\In this situation, even I can...\This is the most I can do right now,\but someday I'll do it in a match. response:	I'll do it against the Master someday, too!
context: When I look at her, I start to feel uneasy.\You're so cute!\I'll take a swing.\Just one.\In this situation, even I can...\This is the most I can do right now,\but someday I'll do it in a match.\I'll do it against the Master someday, too! response:	This darn genius type!
context: You're so cute!\I'll take a swing.\Just one.\In this situation, even I can...\This is the most I can do right now,\but someday I'll do it in a match.\I'll do it against the Master someday, too!\This darn genius type! response:	Oh, sorry!
context: I'll take a swing.\Just one.\In this situation, even I can...\This is the most I can do right now,\but someday I'll do it in a match.\I'll do it against the Master someday, too!\This darn genius type!\Oh, sorry! response:	Master!
context: Just one.\In this situation, even I can...\This is the most I can do right now,\but someday I'll do it in a match.\I'll do it against the Master someday, too!\This darn genius type!\Oh, sorry!\Master! response:	It's cold.
context: In this situation, even I can...\This is the most I can do right now,\but someday I'll do it in a match.\I'll do it against the Master someday, too!\This darn genius type!\Oh, sorry!\Master!\It's cold. response:	Got it?
context: This is the most I can do right now,\but someday I'll do it in a match.\I'll do it against the Master someday, too!\This darn genius type!\Oh, sorry!\Master!\It's cold.\Got it? response:	Be sure to do it right.
context: but someday I'll do it in a match.\I'll do it against the Master someday, too!\This darn genius type!\Oh, sorry!\Master!\It's cold.\Got it?\Be sure to do it right. response:	Dad intends to pass the business on to me.
context: I'll do it against the Master someday, too!\This darn genius type!\Oh, sorry!\Master!\It's cold.\Got it?\Be sure to do it right.\Dad intends to pass the business on to me. response:	Also, take this balloon.
context: This darn genius type!\Oh, sorry!\Master!\It's cold.\Got it?\Be sure to do it right.\Dad intends to pass the business on to me.\Also, take this balloon. response:	If a kid comes around, hand it to him.
context: Oh, sorry!\Master!\It's cold.\Got it?\Be sure to do it right.\Dad intends to pass the business on to me.\Also, take this balloon.\If a kid comes around, hand it to him. response:	I won't stand for this.
context: Master!\It's cold.\Got it?\Be sure to do it right.\Dad intends to pass the business on to me.\Also, take this balloon.\If a kid comes around, hand it to him.\I won't stand for this. response:	As soon as I see a chance, I'm running for it!
context: It's cold.\Got it?\Be sure to do it right.\Dad intends to pass the business on to me.\Also, take this balloon.\If a kid comes around, hand it to him.\I won't stand for this.\As soon as I see a chance, I'm running for it! response:	But you know...
context: Got it?\Be sure to do it right.\Dad intends to pass the business on to me.\Also, take this balloon.\If a kid comes around, hand it to him.\I won't stand for this.\As soon as I see a chance, I'm running for it!\But you know... response:	This thing...
context: Be sure to do it right.\Dad intends to pass the business on to me.\Also, take this balloon.\If a kid comes around, hand it to him.\I won't stand for this.\As soon as I see a chance, I'm running for it!\But you know...\This thing... response:	It isn't floating!
context: Dad intends to pass the business on to me.\Also, take this balloon.\If a kid comes around, hand it to him.\I won't stand for this.\As soon as I see a chance, I'm running for it!\But you know...\This thing...\It isn't floating! response:	In the very end, I just want a little bit of a happy ending.
context: Also, take this balloon.\If a kid comes around, hand it to him.\I won't stand for this.\As soon as I see a chance, I'm running for it!\But you know...\This thing...\It isn't floating!\In the very end, I just want a little bit of a happy ending. response:	What are you going to ask Santa for, Professor?
context: If a kid comes around, hand it to him.\I won't stand for this.\As soon as I see a chance, I'm running for it!\But you know...\This thing...\It isn't floating!\In the very end, I just want a little bit of a happy ending.\What are you going to ask Santa for, Professor? response:	Well, I want some chocolate,
context: I won't stand for this.\As soon as I see a chance, I'm running for it!\But you know...\This thing...\It isn't floating!\In the very end, I just want a little bit of a happy ending.\What are you going to ask Santa for, Professor?\Well, I want some chocolate, response:	some coloured pencils,
context: As soon as I see a chance, I'm running for it!\But you know...\This thing...\It isn't floating!\In the very end, I just want a little bit of a happy ending.\What are you going to ask Santa for, Professor?\Well, I want some chocolate,\some coloured pencils, response:	a cake-shaped eraser and...
context: But you know...\This thing...\It isn't floating!\In the very end, I just want a little bit of a happy ending.\What are you going to ask Santa for, Professor?\Well, I want some chocolate,\some coloured pencils,\a cake-shaped eraser and... response:	Wow!
context: This thing...\It isn't floating!\In the very end, I just want a little bit of a happy ending.\What are you going to ask Santa for, Professor?\Well, I want some chocolate,\some coloured pencils,\a cake-shaped eraser and...\Wow! response:	Having that many isn't fair!
context: It isn't floating!\In the very end, I just want a little bit of a happy ending.\What are you going to ask Santa for, Professor?\Well, I want some chocolate,\some coloured pencils,\a cake-shaped eraser and...\Wow!\Having that many isn't fair! response:	Well, what I would like is...
context: In the very end, I just want a little bit of a happy ending.\What are you going to ask Santa for, Professor?\Well, I want some chocolate,\some coloured pencils,\a cake-shaped eraser and...\Wow!\Having that many isn't fair!\Well, what I would like is... response:	Two packs of eggs, 500 grams of beef, a book and...
context: What are you going to ask Santa for, Professor?\Well, I want some chocolate,\some coloured pencils,\a cake-shaped eraser and...\Wow!\Having that many isn't fair!\Well, what I would like is...\Two packs of eggs, 500 grams of beef, a book and... response:	I've already asked for a lot, so you only get one thing, Nano!
context: Well, I want some chocolate,\some coloured pencils,\a cake-shaped eraser and...\Wow!\Having that many isn't fair!\Well, what I would like is...\Two packs of eggs, 500 grams of beef, a book and...\I've already asked for a lot, so you only get one thing, Nano! response:	Nano, if it's only a little more, then I guess it's okay.
context: some coloured pencils,\a cake-shaped eraser and...\Wow!\Having that many isn't fair!\Well, what I would like is...\Two packs of eggs, 500 grams of beef, a book and...\I've already asked for a lot, so you only get one thing, Nano!\Nano, if it's only a little more, then I guess it's okay. response:	I'll let you borrow this, too.
context: a cake-shaped eraser and...\Wow!\Having that many isn't fair!\Well, what I would like is...\Two packs of eggs, 500 grams of beef, a book and...\I've already asked for a lot, so you only get one thing, Nano!\Nano, if it's only a little more, then I guess it's okay.\I'll let you borrow this, too. response:	Bobon!
context: Wow!\Having that many isn't fair!\Well, what I would like is...\Two packs of eggs, 500 grams of beef, a book and...\I've already asked for a lot, so you only get one thing, Nano!\Nano, if it's only a little more, then I guess it's okay.\I'll let you borrow this, too.\Bobon! response:	Yay, it's Santa!
context: Having that many isn't fair!\Well, what I would like is...\Two packs of eggs, 500 grams of beef, a book and...\I've already asked for a lot, so you only get one thing, Nano!\Nano, if it's only a little more, then I guess it's okay.\I'll let you borrow this, too.\Bobon!\Yay, it's Santa! response:	Merry Christma -
context: Well, what I would like is...\Two packs of eggs, 500 grams of beef, a book and...\I've already asked for a lot, so you only get one thing, Nano!\Nano, if it's only a little more, then I guess it's okay.\I'll let you borrow this, too.\Bobon!\Yay, it's Santa!\Merry Christma - response:	I'm not sticking around for this!
context: Two packs of eggs, 500 grams of beef, a book and...\I've already asked for a lot, so you only get one thing, Nano!\Nano, if it's only a little more, then I guess it's okay.\I'll let you borrow this, too.\Bobon!\Yay, it's Santa!\Merry Christma -\I'm not sticking around for this! response:	I need to hurry up and get this off!
context: I've already asked for a lot, so you only get one thing, Nano!\Nano, if it's only a little more, then I guess it's okay.\I'll let you borrow this, too.\Bobon!\Yay, it's Santa!\Merry Christma -\I'm not sticking around for this!\I need to hurry up and get this off! response:	Ow! It hurts!
context: Nano, if it's only a little more, then I guess it's okay.\I'll let you borrow this, too.\Bobon!\Yay, it's Santa!\Merry Christma -\I'm not sticking around for this!\I need to hurry up and get this off!\Ow! It hurts! response:	Are you going to run away, Tsuyoshi?
context: I'll let you borrow this, too.\Bobon!\Yay, it's Santa!\Merry Christma -\I'm not sticking around for this!\I need to hurry up and get this off!\Ow! It hurts!\Are you going to run away, Tsuyoshi? response:	Dad!
context: Bobon!\Yay, it's Santa!\Merry Christma -\I'm not sticking around for this!\I need to hurry up and get this off!\Ow! It hurts!\Are you going to run away, Tsuyoshi?\Dad! response:	I made some modifications to the mask.
context: Yay, it's Santa!\Merry Christma -\I'm not sticking around for this!\I need to hurry up and get this off!\Ow! It hurts!\Are you going to run away, Tsuyoshi?\Dad!\I made some modifications to the mask. response:	Modifications?
context: Merry Christma -\I'm not sticking around for this!\I need to hurry up and get this off!\Ow! It hurts!\Are you going to run away, Tsuyoshi?\Dad!\I made some modifications to the mask.\Modifications? response:	The inside of that mask...
context: I'm not sticking around for this!\I need to hurry up and get this off!\Ow! It hurts!\Are you going to run away, Tsuyoshi?\Dad!\I made some modifications to the mask.\Modifications?\The inside of that mask... response:	Hot!
context: I need to hurry up and get this off!\Ow! It hurts!\Are you going to run away, Tsuyoshi?\Dad!\I made some modifications to the mask.\Modifications?\The inside of that mask...\Hot! response:	Damn, I dropped my meat bun!
context: Ow! It hurts!\Are you going to run away, Tsuyoshi?\Dad!\I made some modifications to the mask.\Modifications?\The inside of that mask...\Hot!\Damn, I dropped my meat bun! response:	I didn't even get to take a bite out of it...
context: Are you going to run away, Tsuyoshi?\Dad!\I made some modifications to the mask.\Modifications?\The inside of that mask...\Hot!\Damn, I dropped my meat bun!\I didn't even get to take a bite out of it... response:	It's fine, Websey!
context: Dad!\I made some modifications to the mask.\Modifications?\The inside of that mask...\Hot!\Damn, I dropped my meat bun!\I didn't even get to take a bite out of it...\It's fine, Websey! response:	If there had been poison in that meat bun, you would have died,
context: I made some modifications to the mask.\Modifications?\The inside of that mask...\Hot!\Damn, I dropped my meat bun!\I didn't even get to take a bite out of it...\It's fine, Websey!\If there had been poison in that meat bun, you would have died, response:	so it's actually a good thing!
context: Modifications?\The inside of that mask...\Hot!\Damn, I dropped my meat bun!\I didn't even get to take a bite out of it...\It's fine, Websey!\If there had been poison in that meat bun, you would have died,\so it's actually a good thing! response:	No, it isn't!
context: The inside of that mask...\Hot!\Damn, I dropped my meat bun!\I didn't even get to take a bite out of it...\It's fine, Websey!\If there had been poison in that meat bun, you would have died,\so it's actually a good thing!\No, it isn't! response:	It's what I look forward to the most on the way home from school...
context: Hot!\Damn, I dropped my meat bun!\I didn't even get to take a bite out of it...\It's fine, Websey!\If there had been poison in that meat bun, you would have died,\so it's actually a good thing!\No, it isn't!\It's what I look forward to the most on the way home from school... response:	You need to always look forward. Your luck will come back.
context: Damn, I dropped my meat bun!\I didn't even get to take a bite out of it...\It's fine, Websey!\If there had been poison in that meat bun, you would have died,\so it's actually a good thing!\No, it isn't!\It's what I look forward to the most on the way home from school...\You need to always look forward. Your luck will come back. response:	Be thankful to the fallen meat bun.
context: I didn't even get to take a bite out of it...\It's fine, Websey!\If there had been poison in that meat bun, you would have died,\so it's actually a good thing!\No, it isn't!\It's what I look forward to the most on the way home from school...\You need to always look forward. Your luck will come back.\Be thankful to the fallen meat bun. response:	What's with your extremely positive attitude?
context: It's fine, Websey!\If there had been poison in that meat bun, you would have died,\so it's actually a good thing!\No, it isn't!\It's what I look forward to the most on the way home from school...\You need to always look forward. Your luck will come back.\Be thankful to the fallen meat bun.\What's with your extremely positive attitude? response:	I've decided to always be positive, even in tough times!
context: If there had been poison in that meat bun, you would have died,\so it's actually a good thing!\No, it isn't!\It's what I look forward to the most on the way home from school...\You need to always look forward. Your luck will come back.\Be thankful to the fallen meat bun.\What's with your extremely positive attitude?\I've decided to always be positive, even in tough times! response:	Look, if you take off the dirty parts, you can still eat it.
context: so it's actually a good thing!\No, it isn't!\It's what I look forward to the most on the way home from school...\You need to always look forward. Your luck will come back.\Be thankful to the fallen meat bun.\What's with your extremely positive attitude?\I've decided to always be positive, even in tough times!\Look, if you take off the dirty parts, you can still eat it. response:	The poison is already gone?
context: No, it isn't!\It's what I look forward to the most on the way home from school...\You need to always look forward. Your luck will come back.\Be thankful to the fallen meat bun.\What's with your extremely positive attitude?\I've decided to always be positive, even in tough times!\Look, if you take off the dirty parts, you can still eat it.\The poison is already gone? response:	See? You do it like this -
context: It's what I look forward to the most on the way home from school...\You need to always look forward. Your luck will come back.\Be thankful to the fallen meat bun.\What's with your extremely positive attitude?\I've decided to always be positive, even in tough times!\Look, if you take off the dirty parts, you can still eat it.\The poison is already gone?\See? You do it like this - response:	Hot!
context: You need to always look forward. Your luck will come back.\Be thankful to the fallen meat bun.\What's with your extremely positive attitude?\I've decided to always be positive, even in tough times!\Look, if you take off the dirty parts, you can still eat it.\The poison is already gone?\See? You do it like this -\Hot! response:	The popsicle is safe!
context: Be thankful to the fallen meat bun.\What's with your extremely positive attitude?\I've decided to always be positive, even in tough times!\Look, if you take off the dirty parts, you can still eat it.\The poison is already gone?\See? You do it like this -\Hot!\The popsicle is safe! response:	See?
context: What's with your extremely positive attitude?\I've decided to always be positive, even in tough times!\Look, if you take off the dirty parts, you can still eat it.\The poison is already gone?\See? You do it like this -\Hot!\The popsicle is safe!\See? response:	Good things happen when you're positive.
context: I've decided to always be positive, even in tough times!\Look, if you take off the dirty parts, you can still eat it.\The poison is already gone?\See? You do it like this -\Hot!\The popsicle is safe!\See?\Good things happen when you're positive. response:	It's positive magic!
context: Look, if you take off the dirty parts, you can still eat it.\The poison is already gone?\See? You do it like this -\Hot!\The popsicle is safe!\See?\Good things happen when you're positive.\It's positive magic! response:	My meat bun isn't safe, though...
context: The poison is already gone?\See? You do it like this -\Hot!\The popsicle is safe!\See?\Good things happen when you're positive.\It's positive magic!\My meat bun isn't safe, though... response:	It's times like this you need to be positive!
context: See? You do it like this -\Hot!\The popsicle is safe!\See?\Good things happen when you're positive.\It's positive magic!\My meat bun isn't safe, though...\It's times like this you need to be positive! response:	If there had been poison in the meat bun,
context: Hot!\The popsicle is safe!\See?\Good things happen when you're positive.\It's positive magic!\My meat bun isn't safe, though...\It's times like this you need to be positive!\If there had been poison in the meat bun, response:	you would have died, Websey.
context: The popsicle is safe!\See?\Good things happen when you're positive.\It's positive magic!\My meat bun isn't safe, though...\It's times like this you need to be positive!\If there had been poison in the meat bun,\you would have died, Websey. response:	You don't have much variation.
context: See?\Good things happen when you're positive.\It's positive magic!\My meat bun isn't safe, though...\It's times like this you need to be positive!\If there had been poison in the meat bun,\you would have died, Websey.\You don't have much variation. response:	Even if I remove the parts that got dirty,
context: Good things happen when you're positive.\It's positive magic!\My meat bun isn't safe, though...\It's times like this you need to be positive!\If there had been poison in the meat bun,\you would have died, Websey.\You don't have much variation.\Even if I remove the parts that got dirty, response:	I can't accept the fact that some popsicle juice got on it.
context: It's positive magic!\My meat bun isn't safe, though...\It's times like this you need to be positive!\If there had been poison in the meat bun,\you would have died, Websey.\You don't have much variation.\Even if I remove the parts that got dirty,\I can't accept the fact that some popsicle juice got on it. response:	Come on! Positive thinking -
context: My meat bun isn't safe, though...\It's times like this you need to be positive!\If there had been poison in the meat bun,\you would have died, Websey.\You don't have much variation.\Even if I remove the parts that got dirty,\I can't accept the fact that some popsicle juice got on it.\Come on! Positive thinking - response:	Oh, god!
context: It's times like this you need to be positive!\If there had been poison in the meat bun,\you would have died, Websey.\You don't have much variation.\Even if I remove the parts that got dirty,\I can't accept the fact that some popsicle juice got on it.\Come on! Positive thinking -\Oh, god! response:	The heat from the meat bun must have made it a bit loose.
context: If there had been poison in the meat bun,\you would have died, Websey.\You don't have much variation.\Even if I remove the parts that got dirty,\I can't accept the fact that some popsicle juice got on it.\Come on! Positive thinking -\Oh, god!\The heat from the meat bun must have made it a bit loose. response:	If I imagine that there was poison in the popsicle, I can handle this...
context: you would have died, Websey.\You don't have much variation.\Even if I remove the parts that got dirty,\I can't accept the fact that some popsicle juice got on it.\Come on! Positive thinking -\Oh, god!\The heat from the meat bun must have made it a bit loose.\If I imagine that there was poison in the popsicle, I can handle this... response:	You were eating so much of it, though.
context: You don't have much variation.\Even if I remove the parts that got dirty,\I can't accept the fact that some popsicle juice got on it.\Come on! Positive thinking -\Oh, god!\The heat from the meat bun must have made it a bit loose.\If I imagine that there was poison in the popsicle, I can handle this...\You were eating so much of it, though. response:	What is it?
context: Even if I remove the parts that got dirty,\I can't accept the fact that some popsicle juice got on it.\Come on! Positive thinking -\Oh, god!\The heat from the meat bun must have made it a bit loose.\If I imagine that there was poison in the popsicle, I can handle this...\You were eating so much of it, though.\What is it? response:	Your positiveness just had its combo broken!
context: I can't accept the fact that some popsicle juice got on it.\Come on! Positive thinking -\Oh, god!\The heat from the meat bun must have made it a bit loose.\If I imagine that there was poison in the popsicle, I can handle this...\You were eating so much of it, though.\What is it?\Your positiveness just had its combo broken! response:	No, this is a message from God that I shouldn't eat two because I might get a stomach ache!
context: Come on! Positive thinking -\Oh, god!\The heat from the meat bun must have made it a bit loose.\If I imagine that there was poison in the popsicle, I can handle this...\You were eating so much of it, though.\What is it?\Your positiveness just had its combo broken!\No, this is a message from God that I shouldn't eat two because I might get a stomach ache! response:	That's some Fecchan-like perseverance!
context: Oh, god!\The heat from the meat bun must have made it a bit loose.\If I imagine that there was poison in the popsicle, I can handle this...\You were eating so much of it, though.\What is it?\Your positiveness just had its combo broken!\No, this is a message from God that I shouldn't eat two because I might get a stomach ache!\That's some Fecchan-like perseverance! response:	Also, if this had been soft serve, it would be completely out.
context: The heat from the meat bun must have made it a bit loose.\If I imagine that there was poison in the popsicle, I can handle this...\You were eating so much of it, though.\What is it?\Your positiveness just had its combo broken!\No, this is a message from God that I shouldn't eat two because I might get a stomach ache!\That's some Fecchan-like perseverance!\Also, if this had been soft serve, it would be completely out. response:	I can just wash off this popsicle.
context: If I imagine that there was poison in the popsicle, I can handle this...\You were eating so much of it, though.\What is it?\Your positiveness just had its combo broken!\No, this is a message from God that I shouldn't eat two because I might get a stomach ache!\That's some Fecchan-like perseverance!\Also, if this had been soft serve, it would be completely out.\I can just wash off this popsicle. response:	I'm thankful for that!
context: You were eating so much of it, though.\What is it?\Your positiveness just had its combo broken!\No, this is a message from God that I shouldn't eat two because I might get a stomach ache!\That's some Fecchan-like perseverance!\Also, if this had been soft serve, it would be completely out.\I can just wash off this popsicle.\I'm thankful for that! response:	You're still going to eat that?
context: What is it?\Your positiveness just had its combo broken!\No, this is a message from God that I shouldn't eat two because I might get a stomach ache!\That's some Fecchan-like perseverance!\Also, if this had been soft serve, it would be completely out.\I can just wash off this popsicle.\I'm thankful for that!\You're still going to eat that? response:	Wait!
