context: Episode 4 response:	Rumors
context: There's a rumor going around lately.\Sounds like it.\It keeps getting worse.\They're saying you beat an elderly man to a pulp.\I did help up an old guy after he fell.\And that Yano-san is involved in paid dating.\Bullshit!\We don't believe it, of course. response:	But apparently that rumor's coming from Kuronuma-san.
context: Sounds like it.\It keeps getting worse.\They're saying you beat an elderly man to a pulp.\I did help up an old guy after he fell.\And that Yano-san is involved in paid dating.\Bullshit!\We don't believe it, of course.\But apparently that rumor's coming from Kuronuma-san. response:	No way!
context: It keeps getting worse.\They're saying you beat an elderly man to a pulp.\I did help up an old guy after he fell.\And that Yano-san is involved in paid dating.\Bullshit!\We don't believe it, of course.\But apparently that rumor's coming from Kuronuma-san.\No way! response:	Impossible!
context: They're saying you beat an elderly man to a pulp.\I did help up an old guy after he fell.\And that Yano-san is involved in paid dating.\Bullshit!\We don't believe it, of course.\But apparently that rumor's coming from Kuronuma-san.\No way!\Impossible! response:	We're sort of worried... why would there be such a rumor?
context: I did help up an old guy after he fell.\And that Yano-san is involved in paid dating.\Bullshit!\We don't believe it, of course.\But apparently that rumor's coming from Kuronuma-san.\No way!\Impossible!\We're sort of worried... why would there be such a rumor? response:	Isn't it too much?
context: And that Yano-san is involved in paid dating.\Bullshit!\We don't believe it, of course.\But apparently that rumor's coming from Kuronuma-san.\No way!\Impossible!\We're sort of worried... why would there be such a rumor?\Isn't it too much? response:	Such a horrible rumor.
context: Bullshit!\We don't believe it, of course.\But apparently that rumor's coming from Kuronuma-san.\No way!\Impossible!\We're sort of worried... why would there be such a rumor?\Isn't it too much?\Such a horrible rumor. response:	Can you believe it?
context: We don't believe it, of course.\But apparently that rumor's coming from Kuronuma-san.\No way!\Impossible!\We're sort of worried... why would there be such a rumor?\Isn't it too much?\Such a horrible rumor.\Can you believe it? response:	I think people are even more afraid of me lately.
context: But apparently that rumor's coming from Kuronuma-san.\No way!\Impossible!\We're sort of worried... why would there be such a rumor?\Isn't it too much?\Such a horrible rumor.\Can you believe it?\I think people are even more afraid of me lately. response:	Sadako,
context: No way!\Impossible!\We're sort of worried... why would there be such a rumor?\Isn't it too much?\Such a horrible rumor.\Can you believe it?\I think people are even more afraid of me lately.\Sadako, response:	Shino-chan.
context: Impossible!\We're sort of worried... why would there be such a rumor?\Isn't it too much?\Such a horrible rumor.\Can you believe it?\I think people are even more afraid of me lately.\Sadako,\Shino-chan. response:	Over here.
context: We're sort of worried... why would there be such a rumor?\Isn't it too much?\Such a horrible rumor.\Can you believe it?\I think people are even more afraid of me lately.\Sadako,\Shino-chan.\Over here. response:	There are some serious rumors going around these days.
context: Isn't it too much?\Such a horrible rumor.\Can you believe it?\I think people are even more afraid of me lately.\Sadako,\Shino-chan.\Over here.\There are some serious rumors going around these days. response:	Shino-chan heard the rumors about the psychic aura and curses and all that too.
context: Such a horrible rumor.\Can you believe it?\I think people are even more afraid of me lately.\Sadako,\Shino-chan.\Over here.\There are some serious rumors going around these days.\Shino-chan heard the rumors about the psychic aura and curses and all that too. response:	I don't think misunderstandings go away that easily.
context: Can you believe it?\I think people are even more afraid of me lately.\Sadako,\Shino-chan.\Over here.\There are some serious rumors going around these days.\Shino-chan heard the rumors about the psychic aura and curses and all that too.\I don't think misunderstandings go away that easily. response:	Misunderstandings?
context: I think people are even more afraid of me lately.\Sadako,\Shino-chan.\Over here.\There are some serious rumors going around these days.\Shino-chan heard the rumors about the psychic aura and curses and all that too.\I don't think misunderstandings go away that easily.\Misunderstandings? response:	I see.
context: Sadako,\Shino-chan.\Over here.\There are some serious rumors going around these days.\Shino-chan heard the rumors about the psychic aura and curses and all that too.\I don't think misunderstandings go away that easily.\Misunderstandings?\I see. response:	Obviously, Sadako would never spread rumors about her friends.
context: Shino-chan.\Over here.\There are some serious rumors going around these days.\Shino-chan heard the rumors about the psychic aura and curses and all that too.\I don't think misunderstandings go away that easily.\Misunderstandings?\I see.\Obviously, Sadako would never spread rumors about her friends. response:	But it doesn't bother me as much as it used to.
context: Over here.\There are some serious rumors going around these days.\Shino-chan heard the rumors about the psychic aura and curses and all that too.\I don't think misunderstandings go away that easily.\Misunderstandings?\I see.\Obviously, Sadako would never spread rumors about her friends.\But it doesn't bother me as much as it used to. response:	Everyone around me is so kind.
context: There are some serious rumors going around these days.\Shino-chan heard the rumors about the psychic aura and curses and all that too.\I don't think misunderstandings go away that easily.\Misunderstandings?\I see.\Obviously, Sadako would never spread rumors about her friends.\But it doesn't bother me as much as it used to.\Everyone around me is so kind. response:	Seems like you've loosened up, Sadako.
context: Shino-chan heard the rumors about the psychic aura and curses and all that too.\I don't think misunderstandings go away that easily.\Misunderstandings?\I see.\Obviously, Sadako would never spread rumors about her friends.\But it doesn't bother me as much as it used to.\Everyone around me is so kind.\Seems like you've loosened up, Sadako. response:	Why is everyone talking about Sadako?
context: I don't think misunderstandings go away that easily.\Misunderstandings?\I see.\Obviously, Sadako would never spread rumors about her friends.\But it doesn't bother me as much as it used to.\Everyone around me is so kind.\Seems like you've loosened up, Sadako.\Why is everyone talking about Sadako? response:	I guess the three of us are notorious.
context: Misunderstandings?\I see.\Obviously, Sadako would never spread rumors about her friends.\But it doesn't bother me as much as it used to.\Everyone around me is so kind.\Seems like you've loosened up, Sadako.\Why is everyone talking about Sadako?\I guess the three of us are notorious. response:	I can understand the rumors about us,
context: I see.\Obviously, Sadako would never spread rumors about her friends.\But it doesn't bother me as much as it used to.\Everyone around me is so kind.\Seems like you've loosened up, Sadako.\Why is everyone talking about Sadako?\I guess the three of us are notorious.\I can understand the rumors about us, response:	but the rumors about Sadako are different from the usual.
context: Obviously, Sadako would never spread rumors about her friends.\But it doesn't bother me as much as it used to.\Everyone around me is so kind.\Seems like you've loosened up, Sadako.\Why is everyone talking about Sadako?\I guess the three of us are notorious.\I can understand the rumors about us,\but the rumors about Sadako are different from the usual. response:	But I'm glad you made some friends.
context: But it doesn't bother me as much as it used to.\Everyone around me is so kind.\Seems like you've loosened up, Sadako.\Why is everyone talking about Sadako?\I guess the three of us are notorious.\I can understand the rumors about us,\but the rumors about Sadako are different from the usual.\But I'm glad you made some friends. response:	Yano-san and Yoshida-san, was it?
context: Everyone around me is so kind.\Seems like you've loosened up, Sadako.\Why is everyone talking about Sadako?\I guess the three of us are notorious.\I can understand the rumors about us,\but the rumors about Sadako are different from the usual.\But I'm glad you made some friends.\Yano-san and Yoshida-san, was it? response:	They aren't friends.
context: Seems like you've loosened up, Sadako.\Why is everyone talking about Sadako?\I guess the three of us are notorious.\I can understand the rumors about us,\but the rumors about Sadako are different from the usual.\But I'm glad you made some friends.\Yano-san and Yoshida-san, was it?\They aren't friends. response:	Oh, really?
context: Why is everyone talking about Sadako?\I guess the three of us are notorious.\I can understand the rumors about us,\but the rumors about Sadako are different from the usual.\But I'm glad you made some friends.\Yano-san and Yoshida-san, was it?\They aren't friends.\Oh, really? response:	Wait, go on...
context: I guess the three of us are notorious.\I can understand the rumors about us,\but the rumors about Sadako are different from the usual.\But I'm glad you made some friends.\Yano-san and Yoshida-san, was it?\They aren't friends.\Oh, really?\Wait, go on... response:	Perfect.
context: I can understand the rumors about us,\but the rumors about Sadako are different from the usual.\But I'm glad you made some friends.\Yano-san and Yoshida-san, was it?\They aren't friends.\Oh, really?\Wait, go on...\Perfect. response:	Come here.
context: but the rumors about Sadako are different from the usual.\But I'm glad you made some friends.\Yano-san and Yoshida-san, was it?\They aren't friends.\Oh, really?\Wait, go on...\Perfect.\Come here. response:	They're not friends?
context: But I'm glad you made some friends.\Yano-san and Yoshida-san, was it?\They aren't friends.\Oh, really?\Wait, go on...\Perfect.\Come here.\They're not friends? response:	No.
context: Yano-san and Yoshida-san, was it?\They aren't friends.\Oh, really?\Wait, go on...\Perfect.\Come here.\They're not friends?\No. response:	Friendship is like what's between Yano-san and Yoshida-san, right?
context: They aren't friends.\Oh, really?\Wait, go on...\Perfect.\Come here.\They're not friends?\No.\Friendship is like what's between Yano-san and Yoshida-san, right? response:	I really get the sense that they care for each other.
context: Oh, really?\Wait, go on...\Perfect.\Come here.\They're not friends?\No.\Friendship is like what's between Yano-san and Yoshida-san, right?\I really get the sense that they care for each other. response:	So I don't think I deserve to be called a friend yet.
context: Wait, go on...\Perfect.\Come here.\They're not friends?\No.\Friendship is like what's between Yano-san and Yoshida-san, right?\I really get the sense that they care for each other.\So I don't think I deserve to be called a friend yet. response:	But I care for the two of them.
context: Perfect.\Come here.\They're not friends?\No.\Friendship is like what's between Yano-san and Yoshida-san, right?\I really get the sense that they care for each other.\So I don't think I deserve to be called a friend yet.\But I care for the two of them. response:	So I really hope I'll be able to call them friends someday.
context: Come here.\They're not friends?\No.\Friendship is like what's between Yano-san and Yoshida-san, right?\I really get the sense that they care for each other.\So I don't think I deserve to be called a friend yet.\But I care for the two of them.\So I really hope I'll be able to call them friends someday. response:	Top secret practice menu?
context: They're not friends?\No.\Friendship is like what's between Yano-san and Yoshida-san, right?\I really get the sense that they care for each other.\So I don't think I deserve to be called a friend yet.\But I care for the two of them.\So I really hope I'll be able to call them friends someday.\Top secret practice menu? response:	Give it to Ryu.
context: No.\Friendship is like what's between Yano-san and Yoshida-san, right?\I really get the sense that they care for each other.\So I don't think I deserve to be called a friend yet.\But I care for the two of them.\So I really hope I'll be able to call them friends someday.\Top secret practice menu?\Give it to Ryu. response:	Dammit!
context: Friendship is like what's between Yano-san and Yoshida-san, right?\I really get the sense that they care for each other.\So I don't think I deserve to be called a friend yet.\But I care for the two of them.\So I really hope I'll be able to call them friends someday.\Top secret practice menu?\Give it to Ryu.\Dammit! response:	Ow.
context: I really get the sense that they care for each other.\So I don't think I deserve to be called a friend yet.\But I care for the two of them.\So I really hope I'll be able to call them friends someday.\Top secret practice menu?\Give it to Ryu.\Dammit!\Ow. response:	Everyone's pissing me off!
context: So I don't think I deserve to be called a friend yet.\But I care for the two of them.\So I really hope I'll be able to call them friends someday.\Top secret practice menu?\Give it to Ryu.\Dammit!\Ow.\Everyone's pissing me off! response:	Calm down, Chizu.
context: But I care for the two of them.\So I really hope I'll be able to call them friends someday.\Top secret practice menu?\Give it to Ryu.\Dammit!\Ow.\Everyone's pissing me off!\Calm down, Chizu. response:	They're not friends.
context: So I really hope I'll be able to call them friends someday.\Top secret practice menu?\Give it to Ryu.\Dammit!\Ow.\Everyone's pissing me off!\Calm down, Chizu.\They're not friends. response:	We haven't asked her what she meant by that.
context: Top secret practice menu?\Give it to Ryu.\Dammit!\Ow.\Everyone's pissing me off!\Calm down, Chizu.\They're not friends.\We haven't asked her what she meant by that. response:	To be honest, we might not be friends with her per se.
context: Give it to Ryu.\Dammit!\Ow.\Everyone's pissing me off!\Calm down, Chizu.\They're not friends.\We haven't asked her what she meant by that.\To be honest, we might not be friends with her per se. response:	That's true.
context: Dammit!\Ow.\Everyone's pissing me off!\Calm down, Chizu.\They're not friends.\We haven't asked her what she meant by that.\To be honest, we might not be friends with her per se.\That's true. response:	Huh?
context: Ow.\Everyone's pissing me off!\Calm down, Chizu.\They're not friends.\We haven't asked her what she meant by that.\To be honest, we might not be friends with her per se.\That's true.\Huh? response:	What's wrong with them?
context: Everyone's pissing me off!\Calm down, Chizu.\They're not friends.\We haven't asked her what she meant by that.\To be honest, we might not be friends with her per se.\That's true.\Huh?\What's wrong with them? response:	They're not laughing like usual.
context: Calm down, Chizu.\They're not friends.\We haven't asked her what she meant by that.\To be honest, we might not be friends with her per se.\That's true.\Huh?\What's wrong with them?\They're not laughing like usual. response:	Sadako, can you come sit here?
context: They're not friends.\We haven't asked her what she meant by that.\To be honest, we might not be friends with her per se.\That's true.\Huh?\What's wrong with them?\They're not laughing like usual.\Sadako, can you come sit here? response:	They're sort of bummed.
context: We haven't asked her what she meant by that.\To be honest, we might not be friends with her per se.\That's true.\Huh?\What's wrong with them?\They're not laughing like usual.\Sadako, can you come sit here?\They're sort of bummed. response:	I want to talk about something important.
context: To be honest, we might not be friends with her per se.\That's true.\Huh?\What's wrong with them?\They're not laughing like usual.\Sadako, can you come sit here?\They're sort of bummed.\I want to talk about something important. response:	Don't lie, okay?
context: That's true.\Huh?\What's wrong with them?\They're not laughing like usual.\Sadako, can you come sit here?\They're sort of bummed.\I want to talk about something important.\Don't lie, okay? response:	Iwe both like you.
context: Huh?\What's wrong with them?\They're not laughing like usual.\Sadako, can you come sit here?\They're sort of bummed.\I want to talk about something important.\Don't lie, okay?\Iwe both like you. response:	What do you think?
context: What's wrong with them?\They're not laughing like usual.\Sadako, can you come sit here?\They're sort of bummed.\I want to talk about something important.\Don't lie, okay?\Iwe both like you.\What do you think? response:	Do you like us?
context: They're not laughing like usual.\Sadako, can you come sit here?\They're sort of bummed.\I want to talk about something important.\Don't lie, okay?\Iwe both like you.\What do you think?\Do you like us? response:	L-Like you?
context: Sadako, can you come sit here?\They're sort of bummed.\I want to talk about something important.\Don't lie, okay?\Iwe both like you.\What do you think?\Do you like us?\L-Like you? response:	More like
context: They're sort of bummed.\I want to talk about something important.\Don't lie, okay?\Iwe both like you.\What do you think?\Do you like us?\L-Like you?\More like response:	I got it.
context: I want to talk about something important.\Don't lie, okay?\Iwe both like you.\What do you think?\Do you like us?\L-Like you?\More like\I got it. response:	I got it.
context: Don't lie, okay?\Iwe both like you.\What do you think?\Do you like us?\L-Like you?\More like\I got it.\I got it. response:	Sadako,
context: Iwe both like you.\What do you think?\Do you like us?\L-Like you?\More like\I got it.\I got it.\Sadako, response:	sorry to trouble you.
context: What do you think?\Do you like us?\L-Like you?\More like\I got it.\I got it.\Sadako,\sorry to trouble you. response:	Did they understand? With so little?
context: Do you like us?\L-Like you?\More like\I got it.\I got it.\Sadako,\sorry to trouble you.\Did they understand? With so little? response:	Is that how it works?
context: L-Like you?\More like\I got it.\I got it.\Sadako,\sorry to trouble you.\Did they understand? With so little?\Is that how it works? response:	We like you.
context: More like\I got it.\I got it.\Sadako,\sorry to trouble you.\Did they understand? With so little?\Is that how it works?\We like you. response:	I should be happy.
context: I got it.\I got it.\Sadako,\sorry to trouble you.\Did they understand? With so little?\Is that how it works?\We like you.\I should be happy. response:	But Yano-san and Yoshida-san don't look happy.
context: I got it.\Sadako,\sorry to trouble you.\Did they understand? With so little?\Is that how it works?\We like you.\I should be happy.\But Yano-san and Yoshida-san don't look happy. response:	I don't feel happy either.
context: Sadako,\sorry to trouble you.\Did they understand? With so little?\Is that how it works?\We like you.\I should be happy.\But Yano-san and Yoshida-san don't look happy.\I don't feel happy either. response:	I wonder if there's something I can do to cheer them up.
context: sorry to trouble you.\Did they understand? With so little?\Is that how it works?\We like you.\I should be happy.\But Yano-san and Yoshida-san don't look happy.\I don't feel happy either.\I wonder if there's something I can do to cheer them up. response:	So she got all cocky and got Yano and Yoshida to back her up.
context: Did they understand? With so little?\Is that how it works?\We like you.\I should be happy.\But Yano-san and Yoshida-san don't look happy.\I don't feel happy either.\I wonder if there's something I can do to cheer them up.\So she got all cocky and got Yano and Yoshida to back her up. response:	To back her up?
context: Is that how it works?\We like you.\I should be happy.\But Yano-san and Yoshida-san don't look happy.\I don't feel happy either.\I wonder if there's something I can do to cheer them up.\So she got all cocky and got Yano and Yoshida to back her up.\To back her up? response:	She's even using Kazehaya.
context: We like you.\I should be happy.\But Yano-san and Yoshida-san don't look happy.\I don't feel happy either.\I wonder if there's something I can do to cheer them up.\So she got all cocky and got Yano and Yoshida to back her up.\To back her up?\She's even using Kazehaya. response:	Even Kazehaya-kun?
context: I should be happy.\But Yano-san and Yoshida-san don't look happy.\I don't feel happy either.\I wonder if there's something I can do to cheer them up.\So she got all cocky and got Yano and Yoshida to back her up.\To back her up?\She's even using Kazehaya.\Even Kazehaya-kun? response:	That's amazing.
context: But Yano-san and Yoshida-san don't look happy.\I don't feel happy either.\I wonder if there's something I can do to cheer them up.\So she got all cocky and got Yano and Yoshida to back her up.\To back her up?\She's even using Kazehaya.\Even Kazehaya-kun?\That's amazing. response:	Seriously?
context: I don't feel happy either.\I wonder if there's something I can do to cheer them up.\So she got all cocky and got Yano and Yoshida to back her up.\To back her up?\She's even using Kazehaya.\Even Kazehaya-kun?\That's amazing.\Seriously? response:	That Sadako?
context: I wonder if there's something I can do to cheer them up.\So she got all cocky and got Yano and Yoshida to back her up.\To back her up?\She's even using Kazehaya.\Even Kazehaya-kun?\That's amazing.\Seriously?\That Sadako? response:	First I was Sadako, now I'm a gang leader!
context: So she got all cocky and got Yano and Yoshida to back her up.\To back her up?\She's even using Kazehaya.\Even Kazehaya-kun?\That's amazing.\Seriously?\That Sadako?\First I was Sadako, now I'm a gang leader! response:	Those black rumors about Yano and Yoshida are really something though.
context: To back her up?\She's even using Kazehaya.\Even Kazehaya-kun?\That's amazing.\Seriously?\That Sadako?\First I was Sadako, now I'm a gang leader!\Those black rumors about Yano and Yoshida are really something though. response:	Black rumors?
context: She's even using Kazehaya.\Even Kazehaya-kun?\That's amazing.\Seriously?\That Sadako?\First I was Sadako, now I'm a gang leader!\Those black rumors about Yano and Yoshida are really something though.\Black rumors? response:	Backing me up?
context: Even Kazehaya-kun?\That's amazing.\Seriously?\That Sadako?\First I was Sadako, now I'm a gang leader!\Those black rumors about Yano and Yoshida are really something though.\Black rumors?\Backing me up? response:	That's why they were down.
context: That's amazing.\Seriously?\That Sadako?\First I was Sadako, now I'm a gang leader!\Those black rumors about Yano and Yoshida are really something though.\Black rumors?\Backing me up?\That's why they were down. response:	They were hurt.
context: Seriously?\That Sadako?\First I was Sadako, now I'm a gang leader!\Those black rumors about Yano and Yoshida are really something though.\Black rumors?\Backing me up?\That's why they were down.\They were hurt. response:	It's Sadako's fault.
context: That Sadako?\First I was Sadako, now I'm a gang leader!\Those black rumors about Yano and Yoshida are really something though.\Black rumors?\Backing me up?\That's why they were down.\They were hurt.\It's Sadako's fault. response:	Yup.
context: First I was Sadako, now I'm a gang leader!\Those black rumors about Yano and Yoshida are really something though.\Black rumors?\Backing me up?\That's why they were down.\They were hurt.\It's Sadako's fault.\Yup. response:	It's because she's wandering around.
context: Those black rumors about Yano and Yoshida are really something though.\Black rumors?\Backing me up?\That's why they were down.\They were hurt.\It's Sadako's fault.\Yup.\It's because she's wandering around. response:	Kazehaya's going to become seriously worthless too, if he keeps getting followed around by Sadako.
context: Black rumors?\Backing me up?\That's why they were down.\They were hurt.\It's Sadako's fault.\Yup.\It's because she's wandering around.\Kazehaya's going to become seriously worthless too, if he keeps getting followed around by Sadako. response:	My fault?
context: Backing me up?\That's why they were down.\They were hurt.\It's Sadako's fault.\Yup.\It's because she's wandering around.\Kazehaya's going to become seriously worthless too, if he keeps getting followed around by Sadako.\My fault? response:	Yano-san and Yoshida-san are just kind.
context: That's why they were down.\They were hurt.\It's Sadako's fault.\Yup.\It's because she's wandering around.\Kazehaya's going to become seriously worthless too, if he keeps getting followed around by Sadako.\My fault?\Yano-san and Yoshida-san are just kind. response:	They're approaching me in kindness.
context: They were hurt.\It's Sadako's fault.\Yup.\It's because she's wandering around.\Kazehaya's going to become seriously worthless too, if he keeps getting followed around by Sadako.\My fault?\Yano-san and Yoshida-san are just kind.\They're approaching me in kindness. response:	Yet...
context: It's Sadako's fault.\Yup.\It's because she's wandering around.\Kazehaya's going to become seriously worthless too, if he keeps getting followed around by Sadako.\My fault?\Yano-san and Yoshida-san are just kind.\They're approaching me in kindness.\Yet... response:	It's because she's wandering around.
context: Yup.\It's because she's wandering around.\Kazehaya's going to become seriously worthless too, if he keeps getting followed around by Sadako.\My fault?\Yano-san and Yoshida-san are just kind.\They're approaching me in kindness.\Yet...\It's because she's wandering around. response:	Am I hurting people by being around?
context: It's because she's wandering around.\Kazehaya's going to become seriously worthless too, if he keeps getting followed around by Sadako.\My fault?\Yano-san and Yoshida-san are just kind.\They're approaching me in kindness.\Yet...\It's because she's wandering around.\Am I hurting people by being around? response:	Am I going to hurt Kazehaya-kun the way I hurt Yano-san and Yoshida-san?
context: Kazehaya's going to become seriously worthless too, if he keeps getting followed around by Sadako.\My fault?\Yano-san and Yoshida-san are just kind.\They're approaching me in kindness.\Yet...\It's because she's wandering around.\Am I hurting people by being around?\Am I going to hurt Kazehaya-kun the way I hurt Yano-san and Yoshida-san? response:	Did you hear the story about the little old men?
context: My fault?\Yano-san and Yoshida-san are just kind.\They're approaching me in kindness.\Yet...\It's because she's wandering around.\Am I hurting people by being around?\Am I going to hurt Kazehaya-kun the way I hurt Yano-san and Yoshida-san?\Did you hear the story about the little old men? response:	I've seen them before.
context: Yano-san and Yoshida-san are just kind.\They're approaching me in kindness.\Yet...\It's because she's wandering around.\Am I hurting people by being around?\Am I going to hurt Kazehaya-kun the way I hurt Yano-san and Yoshida-san?\Did you hear the story about the little old men?\I've seen them before. response:	Yeah, I've seen them too.
context: They're approaching me in kindness.\Yet...\It's because she's wandering around.\Am I hurting people by being around?\Am I going to hurt Kazehaya-kun the way I hurt Yano-san and Yoshida-san?\Did you hear the story about the little old men?\I've seen them before.\Yeah, I've seen them too. response:	No way.
context: Yet...\It's because she's wandering around.\Am I hurting people by being around?\Am I going to hurt Kazehaya-kun the way I hurt Yano-san and Yoshida-san?\Did you hear the story about the little old men?\I've seen them before.\Yeah, I've seen them too.\No way. response:	Yeah.
context: It's because she's wandering around.\Am I hurting people by being around?\Am I going to hurt Kazehaya-kun the way I hurt Yano-san and Yoshida-san?\Did you hear the story about the little old men?\I've seen them before.\Yeah, I've seen them too.\No way.\Yeah. response:	They looked just like Zen.
context: Am I hurting people by being around?\Am I going to hurt Kazehaya-kun the way I hurt Yano-san and Yoshida-san?\Did you hear the story about the little old men?\I've seen them before.\Yeah, I've seen them too.\No way.\Yeah.\They looked just like Zen. response:	You're shitting me.
context: Am I going to hurt Kazehaya-kun the way I hurt Yano-san and Yoshida-san?\Did you hear the story about the little old men?\I've seen them before.\Yeah, I've seen them too.\No way.\Yeah.\They looked just like Zen.\You're shitting me. response:	I am.
context: Did you hear the story about the little old men?\I've seen them before.\Yeah, I've seen them too.\No way.\Yeah.\They looked just like Zen.\You're shitting me.\I am. response:	Should I not be around?
context: I've seen them before.\Yeah, I've seen them too.\No way.\Yeah.\They looked just like Zen.\You're shitting me.\I am.\Should I not be around? response:	Can I not be around?
context: Yeah, I've seen them too.\No way.\Yeah.\They looked just like Zen.\You're shitting me.\I am.\Should I not be around?\Can I not be around? response:	What the hell, you look like you cried yourself to sleep.
context: No way.\Yeah.\They looked just like Zen.\You're shitting me.\I am.\Should I not be around?\Can I not be around?\What the hell, you look like you cried yourself to sleep. response:	You look like you stayed up all night.
context: Yeah.\They looked just like Zen.\You're shitting me.\I am.\Should I not be around?\Can I not be around?\What the hell, you look like you cried yourself to sleep.\You look like you stayed up all night. response:	Yano-chin,
context: They looked just like Zen.\You're shitting me.\I am.\Should I not be around?\Can I not be around?\What the hell, you look like you cried yourself to sleep.\You look like you stayed up all night.\Yano-chin, response:	do you think Sadako spread those rumors?
context: You're shitting me.\I am.\Should I not be around?\Can I not be around?\What the hell, you look like you cried yourself to sleep.\You look like you stayed up all night.\Yano-chin,\do you think Sadako spread those rumors? response:	Honestly, I don't know anymore.
context: I am.\Should I not be around?\Can I not be around?\What the hell, you look like you cried yourself to sleep.\You look like you stayed up all night.\Yano-chin,\do you think Sadako spread those rumors?\Honestly, I don't know anymore. response:	Especially after what she said yesterday.
context: Should I not be around?\Can I not be around?\What the hell, you look like you cried yourself to sleep.\You look like you stayed up all night.\Yano-chin,\do you think Sadako spread those rumors?\Honestly, I don't know anymore.\Especially after what she said yesterday. response:	Either way, she doesn't like us.
context: Can I not be around?\What the hell, you look like you cried yourself to sleep.\You look like you stayed up all night.\Yano-chin,\do you think Sadako spread those rumors?\Honestly, I don't know anymore.\Especially after what she said yesterday.\Either way, she doesn't like us. response:	You asked if she liked us, after all.
context: What the hell, you look like you cried yourself to sleep.\You look like you stayed up all night.\Yano-chin,\do you think Sadako spread those rumors?\Honestly, I don't know anymore.\Especially after what she said yesterday.\Either way, she doesn't like us.\You asked if she liked us, after all. response:	She wouldn't have been the one to spread rumors about us if she said she did like us.
context: You look like you stayed up all night.\Yano-chin,\do you think Sadako spread those rumors?\Honestly, I don't know anymore.\Especially after what she said yesterday.\Either way, she doesn't like us.\You asked if she liked us, after all.\She wouldn't have been the one to spread rumors about us if she said she did like us. response:	That's what you hoped, right?
context: Yano-chin,\do you think Sadako spread those rumors?\Honestly, I don't know anymore.\Especially after what she said yesterday.\Either way, she doesn't like us.\You asked if she liked us, after all.\She wouldn't have been the one to spread rumors about us if she said she did like us.\That's what you hoped, right? response:	I totally believed she wouldn't spread rumors about us.
context: do you think Sadako spread those rumors?\Honestly, I don't know anymore.\Especially after what she said yesterday.\Either way, she doesn't like us.\You asked if she liked us, after all.\She wouldn't have been the one to spread rumors about us if she said she did like us.\That's what you hoped, right?\I totally believed she wouldn't spread rumors about us. response:	But now I'm worried; what if she did?
context: Honestly, I don't know anymore.\Especially after what she said yesterday.\Either way, she doesn't like us.\You asked if she liked us, after all.\She wouldn't have been the one to spread rumors about us if she said she did like us.\That's what you hoped, right?\I totally believed she wouldn't spread rumors about us.\But now I'm worried; what if she did? response:	I want to believe that she wouldn't spread rumors.
context: Especially after what she said yesterday.\Either way, she doesn't like us.\You asked if she liked us, after all.\She wouldn't have been the one to spread rumors about us if she said she did like us.\That's what you hoped, right?\I totally believed she wouldn't spread rumors about us.\But now I'm worried; what if she did?\I want to believe that she wouldn't spread rumors. response:	I hate myself for thinking that.
context: Either way, she doesn't like us.\You asked if she liked us, after all.\She wouldn't have been the one to spread rumors about us if she said she did like us.\That's what you hoped, right?\I totally believed she wouldn't spread rumors about us.\But now I'm worried; what if she did?\I want to believe that she wouldn't spread rumors.\I hate myself for thinking that. response:	Morning.
context: You asked if she liked us, after all.\She wouldn't have been the one to spread rumors about us if she said she did like us.\That's what you hoped, right?\I totally believed she wouldn't spread rumors about us.\But now I'm worried; what if she did?\I want to believe that she wouldn't spread rumors.\I hate myself for thinking that.\Morning. response:	Morning.
context: She wouldn't have been the one to spread rumors about us if she said she did like us.\That's what you hoped, right?\I totally believed she wouldn't spread rumors about us.\But now I'm worried; what if she did?\I want to believe that she wouldn't spread rumors.\I hate myself for thinking that.\Morning.\Morning. response:	Their eyes are red.
context: That's what you hoped, right?\I totally believed she wouldn't spread rumors about us.\But now I'm worried; what if she did?\I want to believe that she wouldn't spread rumors.\I hate myself for thinking that.\Morning.\Morning.\Their eyes are red. response:	I'm sorry.
context: I totally believed she wouldn't spread rumors about us.\But now I'm worried; what if she did?\I want to believe that she wouldn't spread rumors.\I hate myself for thinking that.\Morning.\Morning.\Their eyes are red.\I'm sorry. response:	I upset you, didn't I?
context: But now I'm worried; what if she did?\I want to believe that she wouldn't spread rumors.\I hate myself for thinking that.\Morning.\Morning.\Their eyes are red.\I'm sorry.\I upset you, didn't I? response:	What's that about?
context: I want to believe that she wouldn't spread rumors.\I hate myself for thinking that.\Morning.\Morning.\Their eyes are red.\I'm sorry.\I upset you, didn't I?\What's that about? response:	I'll be going.
context: I hate myself for thinking that.\Morning.\Morning.\Their eyes are red.\I'm sorry.\I upset you, didn't I?\What's that about?\I'll be going. response:	Sadako!
context: Morning.\Morning.\Their eyes are red.\I'm sorry.\I upset you, didn't I?\What's that about?\I'll be going.\Sadako! response:	She was apologizing.
context: Morning.\Their eyes are red.\I'm sorry.\I upset you, didn't I?\What's that about?\I'll be going.\Sadako!\She was apologizing. response:	What does she mean, she upset us?
context: Their eyes are red.\I'm sorry.\I upset you, didn't I?\What's that about?\I'll be going.\Sadako!\She was apologizing.\What does she mean, she upset us? response:	No way, did she really spread those rumors?
context: I'm sorry.\I upset you, didn't I?\What's that about?\I'll be going.\Sadako!\She was apologizing.\What does she mean, she upset us?\No way, did she really spread those rumors? response:	Stop it, please!
