context: I'm glad you're here. response:	This time, you won't get away.
context: We can't keep just sitting around, watchin', Felt.\Yeah, I know.\If we're going to run, we should get moving now.\About before, well...\I guess you kinda saved me.\But just a little.\Also, don't call me a little kid!\I'm fifteen, you know! response:	That can't be much younger than you!
context: Yeah, I know.\If we're going to run, we should get moving now.\About before, well...\I guess you kinda saved me.\But just a little.\Also, don't call me a little kid!\I'm fifteen, you know!\That can't be much younger than you! response:	I'll be eighteen this year...
context: If we're going to run, we should get moving now.\About before, well...\I guess you kinda saved me.\But just a little.\Also, don't call me a little kid!\I'm fifteen, you know!\That can't be much younger than you!\I'll be eighteen this year... response:	No way! You're totally a kid!
context: About before, well...\I guess you kinda saved me.\But just a little.\Also, don't call me a little kid!\I'm fifteen, you know!\That can't be much younger than you!\I'll be eighteen this year...\No way! You're totally a kid! response:	You need to live a life that shows on your face more!
context: I guess you kinda saved me.\But just a little.\Also, don't call me a little kid!\I'm fifteen, you know!\That can't be much younger than you!\I'll be eighteen this year...\No way! You're totally a kid!\You need to live a life that shows on your face more! response:	Here I come!
context: But just a little.\Also, don't call me a little kid!\I'm fifteen, you know!\That can't be much younger than you!\I'll be eighteen this year...\No way! You're totally a kid!\You need to live a life that shows on your face more!\Here I come! response:	Ah, but isn't it a bit boorish to cut in on a dance?
context: Also, don't call me a little kid!\I'm fifteen, you know!\That can't be much younger than you!\I'll be eighteen this year...\No way! You're totally a kid!\You need to live a life that shows on your face more!\Here I come!\Ah, but isn't it a bit boorish to cut in on a dance? response:	If you wanna dance, I'll show you the best dancin' you've ever seen!
context: I'm fifteen, you know!\That can't be much younger than you!\I'll be eighteen this year...\No way! You're totally a kid!\You need to live a life that shows on your face more!\Here I come!\Ah, but isn't it a bit boorish to cut in on a dance?\If you wanna dance, I'll show you the best dancin' you've ever seen! response:	Here we go... Round an' round!
context: That can't be much younger than you!\I'll be eighteen this year...\No way! You're totally a kid!\You need to live a life that shows on your face more!\Here I come!\Ah, but isn't it a bit boorish to cut in on a dance?\If you wanna dance, I'll show you the best dancin' you've ever seen!\Here we go... Round an' round! response:	Eh? What in the
context: I'll be eighteen this year...\No way! You're totally a kid!\You need to live a life that shows on your face more!\Here I come!\Ah, but isn't it a bit boorish to cut in on a dance?\If you wanna dance, I'll show you the best dancin' you've ever seen!\Here we go... Round an' round!\Eh? What in the response:	You're so strong, I was able to do this.
context: No way! You're totally a kid!\You need to live a life that shows on your face more!\Here I come!\Ah, but isn't it a bit boorish to cut in on a dance?\If you wanna dance, I'll show you the best dancin' you've ever seen!\Here we go... Round an' round!\Eh? What in the\You're so strong, I was able to do this. response:	Not gonna happen!
context: You need to live a life that shows on your face more!\Here I come!\Ah, but isn't it a bit boorish to cut in on a dance?\If you wanna dance, I'll show you the best dancin' you've ever seen!\Here we go... Round an' round!\Eh? What in the\You're so strong, I was able to do this.\Not gonna happen! response:	Old Man Rom!
context: Here I come!\Ah, but isn't it a bit boorish to cut in on a dance?\If you wanna dance, I'll show you the best dancin' you've ever seen!\Here we go... Round an' round!\Eh? What in the\You're so strong, I was able to do this.\Not gonna happen!\Old Man Rom! response:	You bad girl...
context: Ah, but isn't it a bit boorish to cut in on a dance?\If you wanna dance, I'll show you the best dancin' you've ever seen!\Here we go... Round an' round!\Eh? What in the\You're so strong, I was able to do this.\Not gonna happen!\Old Man Rom!\You bad girl... response:	You have neither the resolve nor strength to fight.
context: If you wanna dance, I'll show you the best dancin' you've ever seen!\Here we go... Round an' round!\Eh? What in the\You're so strong, I was able to do this.\Not gonna happen!\Old Man Rom!\You bad girl...\You have neither the resolve nor strength to fight. response:	You should have at least stayed in the corner, making yourself small...
context: Here we go... Round an' round!\Eh? What in the\You're so strong, I was able to do this.\Not gonna happen!\Old Man Rom!\You bad girl...\You have neither the resolve nor strength to fight.\You should have at least stayed in the corner, making yourself small... response:	Damn, we're done for... There's really nothing I can do.
context: Eh? What in the\You're so strong, I was able to do this.\Not gonna happen!\Old Man Rom!\You bad girl...\You have neither the resolve nor strength to fight.\You should have at least stayed in the corner, making yourself small...\Damn, we're done for... There's really nothing I can do. response:	I guess I'll have to Return by Death and start over.
context: You're so strong, I was able to do this.\Not gonna happen!\Old Man Rom!\You bad girl...\You have neither the resolve nor strength to fight.\You should have at least stayed in the corner, making yourself small...\Damn, we're done for... There's really nothing I can do.\I guess I'll have to Return by Death and start over. response:	No, I don't want to feel that pain again.
context: Not gonna happen!\Old Man Rom!\You bad girl...\You have neither the resolve nor strength to fight.\You should have at least stayed in the corner, making yourself small...\Damn, we're done for... There's really nothing I can do.\I guess I'll have to Return by Death and start over.\No, I don't want to feel that pain again. response:	I don't wanna die...
context: Old Man Rom!\You bad girl...\You have neither the resolve nor strength to fight.\You should have at least stayed in the corner, making yourself small...\Damn, we're done for... There's really nothing I can do.\I guess I'll have to Return by Death and start over.\No, I don't want to feel that pain again.\I don't wanna die... response:	I guess, as long as I have life,
context: You bad girl...\You have neither the resolve nor strength to fight.\You should have at least stayed in the corner, making yourself small...\Damn, we're done for... There's really nothing I can do.\I guess I'll have to Return by Death and start over.\No, I don't want to feel that pain again.\I don't wanna die...\I guess, as long as I have life, response:	all I can do is fight with all my might.
context: You have neither the resolve nor strength to fight.\You should have at least stayed in the corner, making yourself small...\Damn, we're done for... There's really nothing I can do.\I guess I'll have to Return by Death and start over.\No, I don't want to feel that pain again.\I don't wanna die...\I guess, as long as I have life,\all I can do is fight with all my might. response:	Haidara!
context: You should have at least stayed in the corner, making yourself small...\Damn, we're done for... There's really nothing I can do.\I guess I'll have to Return by Death and start over.\No, I don't want to feel that pain again.\I don't wanna die...\I guess, as long as I have life,\all I can do is fight with all my might.\Haidara! response:	Are you okay?
context: Damn, we're done for... There's really nothing I can do.\I guess I'll have to Return by Death and start over.\No, I don't want to feel that pain again.\I don't wanna die...\I guess, as long as I have life,\all I can do is fight with all my might.\Haidara!\Are you okay? response:	Why did you...
context: I guess I'll have to Return by Death and start over.\No, I don't want to feel that pain again.\I don't wanna die...\I guess, as long as I have life,\all I can do is fight with all my might.\Haidara!\Are you okay?\Why did you... response:	Listen to me, Felt. I'm going to buy us time.
context: No, I don't want to feel that pain again.\I don't wanna die...\I guess, as long as I have life,\all I can do is fight with all my might.\Haidara!\Are you okay?\Why did you...\Listen to me, Felt. I'm going to buy us time. response:	I'll give you an opening somehow. So when I do, run as fast as you can!
context: I don't wanna die...\I guess, as long as I have life,\all I can do is fight with all my might.\Haidara!\Are you okay?\Why did you...\Listen to me, Felt. I'm going to buy us time.\I'll give you an opening somehow. So when I do, run as fast as you can! response:	What? You're telling me to tuck my tail between my legs and run?!
context: I guess, as long as I have life,\all I can do is fight with all my might.\Haidara!\Are you okay?\Why did you...\Listen to me, Felt. I'm going to buy us time.\I'll give you an opening somehow. So when I do, run as fast as you can!\What? You're telling me to tuck my tail between my legs and run?! response:	Yes... Stick out your butt, tuck in your tail, and run.
context: all I can do is fight with all my might.\Haidara!\Are you okay?\Why did you...\Listen to me, Felt. I'm going to buy us time.\I'll give you an opening somehow. So when I do, run as fast as you can!\What? You're telling me to tuck my tail between my legs and run?!\Yes... Stick out your butt, tuck in your tail, and run. response:	You're fifteen, and I'm eighteen.
context: Haidara!\Are you okay?\Why did you...\Listen to me, Felt. I'm going to buy us time.\I'll give you an opening somehow. So when I do, run as fast as you can!\What? You're telling me to tuck my tail between my legs and run?!\Yes... Stick out your butt, tuck in your tail, and run.\You're fifteen, and I'm eighteen. response:	That means you're probably the youngest one here.
context: Are you okay?\Why did you...\Listen to me, Felt. I'm going to buy us time.\I'll give you an opening somehow. So when I do, run as fast as you can!\What? You're telling me to tuck my tail between my legs and run?!\Yes... Stick out your butt, tuck in your tail, and run.\You're fifteen, and I'm eighteen.\That means you're probably the youngest one here. response:	So it's a given we'd pick the method most likely to keep you alive.
context: Why did you...\Listen to me, Felt. I'm going to buy us time.\I'll give you an opening somehow. So when I do, run as fast as you can!\What? You're telling me to tuck my tail between my legs and run?!\Yes... Stick out your butt, tuck in your tail, and run.\You're fifteen, and I'm eighteen.\That means you're probably the youngest one here.\So it's a given we'd pick the method most likely to keep you alive. response:	It's a given!
context: Listen to me, Felt. I'm going to buy us time.\I'll give you an opening somehow. So when I do, run as fast as you can!\What? You're telling me to tuck my tail between my legs and run?!\Yes... Stick out your butt, tuck in your tail, and run.\You're fifteen, and I'm eighteen.\That means you're probably the youngest one here.\So it's a given we'd pick the method most likely to keep you alive.\It's a given! response:	Give me a break. A minute ago, you were cowering in fear!
context: I'll give you an opening somehow. So when I do, run as fast as you can!\What? You're telling me to tuck my tail between my legs and run?!\Yes... Stick out your butt, tuck in your tail, and run.\You're fifteen, and I'm eighteen.\That means you're probably the youngest one here.\So it's a given we'd pick the method most likely to keep you alive.\It's a given!\Give me a break. A minute ago, you were cowering in fear! response:	That was then. This is now.
context: What? You're telling me to tuck my tail between my legs and run?!\Yes... Stick out your butt, tuck in your tail, and run.\You're fifteen, and I'm eighteen.\That means you're probably the youngest one here.\So it's a given we'd pick the method most likely to keep you alive.\It's a given!\Give me a break. A minute ago, you were cowering in fear!\That was then. This is now. response:	I'm not cowering now, so it's fine.
context: Yes... Stick out your butt, tuck in your tail, and run.\You're fifteen, and I'm eighteen.\That means you're probably the youngest one here.\So it's a given we'd pick the method most likely to keep you alive.\It's a given!\Give me a break. A minute ago, you were cowering in fear!\That was then. This is now.\I'm not cowering now, so it's fine. response:	Take this!
context: You're fifteen, and I'm eighteen.\That means you're probably the youngest one here.\So it's a given we'd pick the method most likely to keep you alive.\It's a given!\Give me a break. A minute ago, you were cowering in fear!\That was then. This is now.\I'm not cowering now, so it's fine.\Take this! response:	Now! Go, Felt!
context: That means you're probably the youngest one here.\So it's a given we'd pick the method most likely to keep you alive.\It's a given!\Give me a break. A minute ago, you were cowering in fear!\That was then. This is now.\I'm not cowering now, so it's fine.\Take this!\Now! Go, Felt! response:	You think I'll let her go?
context: So it's a given we'd pick the method most likely to keep you alive.\It's a given!\Give me a break. A minute ago, you were cowering in fear!\That was then. This is now.\I'm not cowering now, so it's fine.\Take this!\Now! Go, Felt!\You think I'll let her go? response:	Whoa, I'm awesome!
context: It's a given!\Give me a break. A minute ago, you were cowering in fear!\That was then. This is now.\I'm not cowering now, so it's fine.\Take this!\Now! Go, Felt!\You think I'll let her go?\Whoa, I'm awesome! response:	But that hurt the tips of my toes more than I expected.
context: Give me a break. A minute ago, you were cowering in fear!\That was then. This is now.\I'm not cowering now, so it's fine.\Take this!\Now! Go, Felt!\You think I'll let her go?\Whoa, I'm awesome!\But that hurt the tips of my toes more than I expected. response:	You let one get away...
context: That was then. This is now.\I'm not cowering now, so it's fine.\Take this!\Now! Go, Felt!\You think I'll let her go?\Whoa, I'm awesome!\But that hurt the tips of my toes more than I expected.\You let one get away... response:	For once, I did feel a tiny bit annoyed.
context: I'm not cowering now, so it's fine.\Take this!\Now! Go, Felt!\You think I'll let her go?\Whoa, I'm awesome!\But that hurt the tips of my toes more than I expected.\You let one get away...\For once, I did feel a tiny bit annoyed. response:	Don't forget about me.
context: Take this!\Now! Go, Felt!\You think I'll let her go?\Whoa, I'm awesome!\But that hurt the tips of my toes more than I expected.\You let one get away...\For once, I did feel a tiny bit annoyed.\Don't forget about me. response:	I've grown quite tired of that game by now.
context: Now! Go, Felt!\You think I'll let her go?\Whoa, I'm awesome!\But that hurt the tips of my toes more than I expected.\You let one get away...\For once, I did feel a tiny bit annoyed.\Don't forget about me.\I've grown quite tired of that game by now. response:	Do you think you can still keep me amused?
context: You think I'll let her go?\Whoa, I'm awesome!\But that hurt the tips of my toes more than I expected.\You let one get away...\For once, I did feel a tiny bit annoyed.\Don't forget about me.\I've grown quite tired of that game by now.\Do you think you can still keep me amused? response:	If you've got some hidden true power,
context: Whoa, I'm awesome!\But that hurt the tips of my toes more than I expected.\You let one get away...\For once, I did feel a tiny bit annoyed.\Don't forget about me.\I've grown quite tired of that game by now.\Do you think you can still keep me amused?\If you've got some hidden true power, response:	now would be a good time to use it.
context: But that hurt the tips of my toes more than I expected.\You let one get away...\For once, I did feel a tiny bit annoyed.\Don't forget about me.\I've grown quite tired of that game by now.\Do you think you can still keep me amused?\If you've got some hidden true power,\now would be a good time to use it. response:	I do have a trump card.
context: You let one get away...\For once, I did feel a tiny bit annoyed.\Don't forget about me.\I've grown quite tired of that game by now.\Do you think you can still keep me amused?\If you've got some hidden true power,\now would be a good time to use it.\I do have a trump card. response:	But if I use it, I'll be the only one left standing.
context: For once, I did feel a tiny bit annoyed.\Don't forget about me.\I've grown quite tired of that game by now.\Do you think you can still keep me amused?\If you've got some hidden true power,\now would be a good time to use it.\I do have a trump card.\But if I use it, I'll be the only one left standing. response:	No exploding yourself, please...
context: Don't forget about me.\I've grown quite tired of that game by now.\Do you think you can still keep me amused?\If you've got some hidden true power,\now would be a good time to use it.\I do have a trump card.\But if I use it, I'll be the only one left standing.\No exploding yourself, please... response:	Don't do anything hasty, okay?
context: I've grown quite tired of that game by now.\Do you think you can still keep me amused?\If you've got some hidden true power,\now would be a good time to use it.\I do have a trump card.\But if I use it, I'll be the only one left standing.\No exploding yourself, please...\Don't do anything hasty, okay? response:	I won't use it.
context: Do you think you can still keep me amused?\If you've got some hidden true power,\now would be a good time to use it.\I do have a trump card.\But if I use it, I'll be the only one left standing.\No exploding yourself, please...\Don't do anything hasty, okay?\I won't use it. response:	Not when you're still here,
context: If you've got some hidden true power,\now would be a good time to use it.\I do have a trump card.\But if I use it, I'll be the only one left standing.\No exploding yourself, please...\Don't do anything hasty, okay?\I won't use it.\Not when you're still here, response:	doing your best.
context: now would be a good time to use it.\I do have a trump card.\But if I use it, I'll be the only one left standing.\No exploding yourself, please...\Don't do anything hasty, okay?\I won't use it.\Not when you're still here,\doing your best. response:	Just now, I didn't see anything...
context: I do have a trump card.\But if I use it, I'll be the only one left standing.\No exploding yourself, please...\Don't do anything hasty, okay?\I won't use it.\Not when you're still here,\doing your best.\Just now, I didn't see anything... response:	Huh?
context: But if I use it, I'll be the only one left standing.\No exploding yourself, please...\Don't do anything hasty, okay?\I won't use it.\Not when you're still here,\doing your best.\Just now, I didn't see anything...\Huh? response:	None of that whole conversation ever happened!
context: No exploding yourself, please...\Don't do anything hasty, okay?\I won't use it.\Not when you're still here,\doing your best.\Just now, I didn't see anything...\Huh?\None of that whole conversation ever happened! response:	I finally remembered why I'm here, to begin with.
context: Don't do anything hasty, okay?\I won't use it.\Not when you're still here,\doing your best.\Just now, I didn't see anything...\Huh?\None of that whole conversation ever happened!\I finally remembered why I'm here, to begin with. response:	I'll kill you, you shitbag!
context: I won't use it.\Not when you're still here,\doing your best.\Just now, I didn't see anything...\Huh?\None of that whole conversation ever happened!\I finally remembered why I'm here, to begin with.\I'll kill you, you shitbag! response:	I won't let you play your trump card!
context: Not when you're still here,\doing your best.\Just now, I didn't see anything...\Huh?\None of that whole conversation ever happened!\I finally remembered why I'm here, to begin with.\I'll kill you, you shitbag!\I won't let you play your trump card! response:	I'll blow you away and get
context: doing your best.\Just now, I didn't see anything...\Huh?\None of that whole conversation ever happened!\I finally remembered why I'm here, to begin with.\I'll kill you, you shitbag!\I won't let you play your trump card!\I'll blow you away and get response:	a happy ending!
context: Just now, I didn't see anything...\Huh?\None of that whole conversation ever happened!\I finally remembered why I'm here, to begin with.\I'll kill you, you shitbag!\I won't let you play your trump card!\I'll blow you away and get\a happy ending! response:	It looks like you have a bit too much energy.
context: Huh?\None of that whole conversation ever happened!\I finally remembered why I'm here, to begin with.\I'll kill you, you shitbag!\I won't let you play your trump card!\I'll blow you away and get\a happy ending!\It looks like you have a bit too much energy. response:	You black widow!
context: None of that whole conversation ever happened!\I finally remembered why I'm here, to begin with.\I'll kill you, you shitbag!\I won't let you play your trump card!\I'll blow you away and get\a happy ending!\It looks like you have a bit too much energy.\You black widow! response:	Well, there's no doubt you'll be the first caught in my web.
context: I finally remembered why I'm here, to begin with.\I'll kill you, you shitbag!\I won't let you play your trump card!\I'll blow you away and get\a happy ending!\It looks like you have a bit too much energy.\You black widow!\Well, there's no doubt you'll be the first caught in my web. response:	Nice cover!
context: I'll kill you, you shitbag!\I won't let you play your trump card!\I'll blow you away and get\a happy ending!\It looks like you have a bit too much energy.\You black widow!\Well, there's no doubt you'll be the first caught in my web.\Nice cover! response:	Ouch, damn it! How do you like this?!
context: I won't let you play your trump card!\I'll blow you away and get\a happy ending!\It looks like you have a bit too much energy.\You black widow!\Well, there's no doubt you'll be the first caught in my web.\Nice cover!\Ouch, damn it! How do you like this?! response:	I caught you.
context: I'll blow you away and get\a happy ending!\It looks like you have a bit too much energy.\You black widow!\Well, there's no doubt you'll be the first caught in my web.\Nice cover!\Ouch, damn it! How do you like this?!\I caught you. response:	That's enough.
context: a happy ending!\It looks like you have a bit too much energy.\You black widow!\Well, there's no doubt you'll be the first caught in my web.\Nice cover!\Ouch, damn it! How do you like this?!\I caught you.\That's enough. response:	It looks like that was a close call,
context: It looks like you have a bit too much energy.\You black widow!\Well, there's no doubt you'll be the first caught in my web.\Nice cover!\Ouch, damn it! How do you like this?!\I caught you.\That's enough.\It looks like that was a close call, response:	but I'm glad I made it in time.
context: You black widow!\Well, there's no doubt you'll be the first caught in my web.\Nice cover!\Ouch, damn it! How do you like this?!\I caught you.\That's enough.\It looks like that was a close call,\but I'm glad I made it in time. response:	Now...
context: Well, there's no doubt you'll be the first caught in my web.\Nice cover!\Ouch, damn it! How do you like this?!\I caught you.\That's enough.\It looks like that was a close call,\but I'm glad I made it in time.\Now... response:	You're...
context: Nice cover!\Ouch, damn it! How do you like this?!\I caught you.\That's enough.\It looks like that was a close call,\but I'm glad I made it in time.\Now...\You're... response:	Shall we put an end to this?
context: Ouch, damn it! How do you like this?!\I caught you.\That's enough.\It looks like that was a close call,\but I'm glad I made it in time.\Now...\You're...\Shall we put an end to this? response:	Someone!
context: I caught you.\That's enough.\It looks like that was a close call,\but I'm glad I made it in time.\Now...\You're...\Shall we put an end to this?\Someone! response:	Anyone! Is anyone here?!
context: That's enough.\It looks like that was a close call,\but I'm glad I made it in time.\Now...\You're...\Shall we put an end to this?\Someone!\Anyone! Is anyone here?! response:	Damn it! Please... Please, someone...
context: It looks like that was a close call,\but I'm glad I made it in time.\Now...\You're...\Shall we put an end to this?\Someone!\Anyone! Is anyone here?!\Damn it! Please... Please, someone... response:	Someone help!
context: but I'm glad I made it in time.\Now...\You're...\Shall we put an end to this?\Someone!\Anyone! Is anyone here?!\Damn it! Please... Please, someone...\Someone help! response:	Very well.
context: Now...\You're...\Shall we put an end to this?\Someone!\Anyone! Is anyone here?!\Damn it! Please... Please, someone...\Someone help!\Very well. response:	I'll help.
context: You're...\Shall we put an end to this?\Someone!\Anyone! Is anyone here?!\Damn it! Please... Please, someone...\Someone help!\Very well.\I'll help. response:	Reinhard?
context: Shall we put an end to this?\Someone!\Anyone! Is anyone here?!\Damn it! Please... Please, someone...\Someone help!\Very well.\I'll help.\Reinhard? response:	That's right, Subaru.
context: Someone!\Anyone! Is anyone here?!\Damn it! Please... Please, someone...\Someone help!\Very well.\I'll help.\Reinhard?\That's right, Subaru. response:	We meet again. Sorry I'm late.
context: Anyone! Is anyone here?!\Damn it! Please... Please, someone...\Someone help!\Very well.\I'll help.\Reinhard?\That's right, Subaru.\We meet again. Sorry I'm late. response:	Black hair, black clothes,
context: Damn it! Please... Please, someone...\Someone help!\Very well.\I'll help.\Reinhard?\That's right, Subaru.\We meet again. Sorry I'm late.\Black hair, black clothes, response:	and a blade unique to the northern provinces.
context: Someone help!\Very well.\I'll help.\Reinhard?\That's right, Subaru.\We meet again. Sorry I'm late.\Black hair, black clothes,\and a blade unique to the northern provinces. response:	There is no mistaking those characteristics.
context: Very well.\I'll help.\Reinhard?\That's right, Subaru.\We meet again. Sorry I'm late.\Black hair, black clothes,\and a blade unique to the northern provinces.\There is no mistaking those characteristics. response:	You are the Bowel Hunter.
context: I'll help.\Reinhard?\That's right, Subaru.\We meet again. Sorry I'm late.\Black hair, black clothes,\and a blade unique to the northern provinces.\There is no mistaking those characteristics.\You are the Bowel Hunter. response:	What kind of evil nickname is that?
context: Reinhard?\That's right, Subaru.\We meet again. Sorry I'm late.\Black hair, black clothes,\and a blade unique to the northern provinces.\There is no mistaking those characteristics.\You are the Bowel Hunter.\What kind of evil nickname is that? response:	It was derived from her unique killing style.
context: That's right, Subaru.\We meet again. Sorry I'm late.\Black hair, black clothes,\and a blade unique to the northern provinces.\There is no mistaking those characteristics.\You are the Bowel Hunter.\What kind of evil nickname is that?\It was derived from her unique killing style. response:	Her name is known, even in the capital, as that of a dangerous individual.
context: We meet again. Sorry I'm late.\Black hair, black clothes,\and a blade unique to the northern provinces.\There is no mistaking those characteristics.\You are the Bowel Hunter.\What kind of evil nickname is that?\It was derived from her unique killing style.\Her name is known, even in the capital, as that of a dangerous individual. response:	Reinhard... Yes, a knight among knights,
context: Black hair, black clothes,\and a blade unique to the northern provinces.\There is no mistaking those characteristics.\You are the Bowel Hunter.\What kind of evil nickname is that?\It was derived from her unique killing style.\Her name is known, even in the capital, as that of a dangerous individual.\Reinhard... Yes, a knight among knights, response:	born to a line of master swordsmen, correct?
context: and a blade unique to the northern provinces.\There is no mistaking those characteristics.\You are the Bowel Hunter.\What kind of evil nickname is that?\It was derived from her unique killing style.\Her name is known, even in the capital, as that of a dangerous individual.\Reinhard... Yes, a knight among knights,\born to a line of master swordsmen, correct? response:	How remarkable, having all my opponents be so much fun.
context: There is no mistaking those characteristics.\You are the Bowel Hunter.\What kind of evil nickname is that?\It was derived from her unique killing style.\Her name is known, even in the capital, as that of a dangerous individual.\Reinhard... Yes, a knight among knights,\born to a line of master swordsmen, correct?\How remarkable, having all my opponents be so much fun. response:	There are many things I'd like to ask you.
context: You are the Bowel Hunter.\What kind of evil nickname is that?\It was derived from her unique killing style.\Her name is known, even in the capital, as that of a dangerous individual.\Reinhard... Yes, a knight among knights,\born to a line of master swordsmen, correct?\How remarkable, having all my opponents be so much fun.\There are many things I'd like to ask you. response:	I strongly suggest you surrender.
context: What kind of evil nickname is that?\It was derived from her unique killing style.\Her name is known, even in the capital, as that of a dangerous individual.\Reinhard... Yes, a knight among knights,\born to a line of master swordsmen, correct?\How remarkable, having all my opponents be so much fun.\There are many things I'd like to ask you.\I strongly suggest you surrender. response:	You expect a starving predator to resist such choice, juicy prey?
context: It was derived from her unique killing style.\Her name is known, even in the capital, as that of a dangerous individual.\Reinhard... Yes, a knight among knights,\born to a line of master swordsmen, correct?\How remarkable, having all my opponents be so much fun.\There are many things I'd like to ask you.\I strongly suggest you surrender.\You expect a starving predator to resist such choice, juicy prey? response:	Subaru, stand back a bit.
context: Her name is known, even in the capital, as that of a dangerous individual.\Reinhard... Yes, a knight among knights,\born to a line of master swordsmen, correct?\How remarkable, having all my opponents be so much fun.\There are many things I'd like to ask you.\I strongly suggest you surrender.\You expect a starving predator to resist such choice, juicy prey?\Subaru, stand back a bit. response:	If you could stand next to her, I'd appreciate it.
context: Reinhard... Yes, a knight among knights,\born to a line of master swordsmen, correct?\How remarkable, having all my opponents be so much fun.\There are many things I'd like to ask you.\I strongly suggest you surrender.\You expect a starving predator to resist such choice, juicy prey?\Subaru, stand back a bit.\If you could stand next to her, I'd appreciate it. response:	You got it.
context: born to a line of master swordsmen, correct?\How remarkable, having all my opponents be so much fun.\There are many things I'd like to ask you.\I strongly suggest you surrender.\You expect a starving predator to resist such choice, juicy prey?\Subaru, stand back a bit.\If you could stand next to her, I'd appreciate it.\You got it. response:	That woman is like a monster, so don't lower your guard...
context: How remarkable, having all my opponents be so much fun.\There are many things I'd like to ask you.\I strongly suggest you surrender.\You expect a starving predator to resist such choice, juicy prey?\Subaru, stand back a bit.\If you could stand next to her, I'd appreciate it.\You got it.\That woman is like a monster, so don't lower your guard... response:	As luck would have it,
context: There are many things I'd like to ask you.\I strongly suggest you surrender.\You expect a starving predator to resist such choice, juicy prey?\Subaru, stand back a bit.\If you could stand next to her, I'd appreciate it.\You got it.\That woman is like a monster, so don't lower your guard...\As luck would have it, response:	hunting monsters happens to be my specialty.
context: I strongly suggest you surrender.\You expect a starving predator to resist such choice, juicy prey?\Subaru, stand back a bit.\If you could stand next to her, I'd appreciate it.\You got it.\That woman is like a monster, so don't lower your guard...\As luck would have it,\hunting monsters happens to be my specialty. response:	Old Man Rom is still alive?
context: You expect a starving predator to resist such choice, juicy prey?\Subaru, stand back a bit.\If you could stand next to her, I'd appreciate it.\You got it.\That woman is like a monster, so don't lower your guard...\As luck would have it,\hunting monsters happens to be my specialty.\Old Man Rom is still alive? response:	He isn't out of the woods yet. I have to heal him now.
context: Subaru, stand back a bit.\If you could stand next to her, I'd appreciate it.\You got it.\That woman is like a monster, so don't lower your guard...\As luck would have it,\hunting monsters happens to be my specialty.\Old Man Rom is still alive?\He isn't out of the woods yet. I have to heal him now. response:	You really want to? He's part of the gang that stole your insignia.
context: If you could stand next to her, I'd appreciate it.\You got it.\That woman is like a monster, so don't lower your guard...\As luck would have it,\hunting monsters happens to be my specialty.\Old Man Rom is still alive?\He isn't out of the woods yet. I have to heal him now.\You really want to? He's part of the gang that stole your insignia. response:	That's why.
context: You got it.\That woman is like a monster, so don't lower your guard...\As luck would have it,\hunting monsters happens to be my specialty.\Old Man Rom is still alive?\He isn't out of the woods yet. I have to heal him now.\You really want to? He's part of the gang that stole your insignia.\That's why. response:	I need him to recover, so he'll repay the favor by giving me information.
context: That woman is like a monster, so don't lower your guard...\As luck would have it,\hunting monsters happens to be my specialty.\Old Man Rom is still alive?\He isn't out of the woods yet. I have to heal him now.\You really want to? He's part of the gang that stole your insignia.\That's why.\I need him to recover, so he'll repay the favor by giving me information. response:	He wouldn't lie to the one who saved his life.
context: As luck would have it,\hunting monsters happens to be my specialty.\Old Man Rom is still alive?\He isn't out of the woods yet. I have to heal him now.\You really want to? He's part of the gang that stole your insignia.\That's why.\I need him to recover, so he'll repay the favor by giving me information.\He wouldn't lie to the one who saved his life. response:	This is as much for my own sake.
context: hunting monsters happens to be my specialty.\Old Man Rom is still alive?\He isn't out of the woods yet. I have to heal him now.\You really want to? He's part of the gang that stole your insignia.\That's why.\I need him to recover, so he'll repay the favor by giving me information.\He wouldn't lie to the one who saved his life.\This is as much for my own sake. response:	I would rather not use violence on a woman.
context: Old Man Rom is still alive?\He isn't out of the woods yet. I have to heal him now.\You really want to? He's part of the gang that stole your insignia.\That's why.\I need him to recover, so he'll repay the favor by giving me information.\He wouldn't lie to the one who saved his life.\This is as much for my own sake.\I would rather not use violence on a woman. response:	Just as the rumors say... No,
context: He isn't out of the woods yet. I have to heal him now.\You really want to? He's part of the gang that stole your insignia.\That's why.\I need him to recover, so he'll repay the favor by giving me information.\He wouldn't lie to the one who saved his life.\This is as much for my own sake.\I would rather not use violence on a woman.\Just as the rumors say... No, response:	you are even better.
context: You really want to? He's part of the gang that stole your insignia.\That's why.\I need him to recover, so he'll repay the favor by giving me information.\He wouldn't lie to the one who saved his life.\This is as much for my own sake.\I would rather not use violence on a woman.\Just as the rumors say... No,\you are even better. response:	I'm not sure I'll meet your expectations.
context: That's why.\I need him to recover, so he'll repay the favor by giving me information.\He wouldn't lie to the one who saved his life.\This is as much for my own sake.\I would rather not use violence on a woman.\Just as the rumors say... No,\you are even better.\I'm not sure I'll meet your expectations. response:	Aren't you going to use that sword at your hip?
context: I need him to recover, so he'll repay the favor by giving me information.\He wouldn't lie to the one who saved his life.\This is as much for my own sake.\I would rather not use violence on a woman.\Just as the rumors say... No,\you are even better.\I'm not sure I'll meet your expectations.\Aren't you going to use that sword at your hip? response:	I would love to experience its legendary sharpness.
