context: It's so cold, I can't sleep. response:	Maybe I'll drink some warm milk...
context: Come with me. I want your help with something.\What is it?\I want to give chocolate to Chiaki-senpai,\but when I try to be honest about how I feel, I get embarrassed.\I thought her behavior made it obvious enough...\Oh, Mayu-chan.\Mayu-senpai...\Oh? Yua-chan, have you not been able to give your chocolate to Aki-chan yet? response:	Huh?!
context: What is it?\I want to give chocolate to Chiaki-senpai,\but when I try to be honest about how I feel, I get embarrassed.\I thought her behavior made it obvious enough...\Oh, Mayu-chan.\Mayu-senpai...\Oh? Yua-chan, have you not been able to give your chocolate to Aki-chan yet?\Huh?! response:	H-How did you know I'm giving it to her?!
context: I want to give chocolate to Chiaki-senpai,\but when I try to be honest about how I feel, I get embarrassed.\I thought her behavior made it obvious enough...\Oh, Mayu-chan.\Mayu-senpai...\Oh? Yua-chan, have you not been able to give your chocolate to Aki-chan yet?\Huh?!\H-How did you know I'm giving it to her?! response:	Do you have ESP?!
context: but when I try to be honest about how I feel, I get embarrassed.\I thought her behavior made it obvious enough...\Oh, Mayu-chan.\Mayu-senpai...\Oh? Yua-chan, have you not been able to give your chocolate to Aki-chan yet?\Huh?!\H-How did you know I'm giving it to her?!\Do you have ESP?! response:	It's pretty obvious just from watching you.
context: I thought her behavior made it obvious enough...\Oh, Mayu-chan.\Mayu-senpai...\Oh? Yua-chan, have you not been able to give your chocolate to Aki-chan yet?\Huh?!\H-How did you know I'm giving it to her?!\Do you have ESP?!\It's pretty obvious just from watching you. response:	Please accept this.
context: Oh, Mayu-chan.\Mayu-senpai...\Oh? Yua-chan, have you not been able to give your chocolate to Aki-chan yet?\Huh?!\H-How did you know I'm giving it to her?!\Do you have ESP?!\It's pretty obvious just from watching you.\Please accept this. response:	Thank you.
context: Mayu-senpai...\Oh? Yua-chan, have you not been able to give your chocolate to Aki-chan yet?\Huh?!\H-How did you know I'm giving it to her?!\Do you have ESP?!\It's pretty obvious just from watching you.\Please accept this.\Thank you. response:	Your hair accessory is crooked.
context: Oh? Yua-chan, have you not been able to give your chocolate to Aki-chan yet?\Huh?!\H-How did you know I'm giving it to her?!\Do you have ESP?!\It's pretty obvious just from watching you.\Please accept this.\Thank you.\Your hair accessory is crooked. response:	Th-Thank you!
context: Huh?!\H-How did you know I'm giving it to her?!\Do you have ESP?!\It's pretty obvious just from watching you.\Please accept this.\Thank you.\Your hair accessory is crooked.\Th-Thank you! response:	Aki-chan's pretty, and really nice to boot.
context: H-How did you know I'm giving it to her?!\Do you have ESP?!\It's pretty obvious just from watching you.\Please accept this.\Thank you.\Your hair accessory is crooked.\Th-Thank you!\Aki-chan's pretty, and really nice to boot. response:	Even the girls love her.
context: Do you have ESP?!\It's pretty obvious just from watching you.\Please accept this.\Thank you.\Your hair accessory is crooked.\Th-Thank you!\Aki-chan's pretty, and really nice to boot.\Even the girls love her. response:	I see... That's very true.
context: It's pretty obvious just from watching you.\Please accept this.\Thank you.\Your hair accessory is crooked.\Th-Thank you!\Aki-chan's pretty, and really nice to boot.\Even the girls love her.\I see... That's very true. response:	A long time ago,
context: Please accept this.\Thank you.\Your hair accessory is crooked.\Th-Thank you!\Aki-chan's pretty, and really nice to boot.\Even the girls love her.\I see... That's very true.\A long time ago, response:	she saved me when I was surrounded by older students.
context: Thank you.\Your hair accessory is crooked.\Th-Thank you!\Aki-chan's pretty, and really nice to boot.\Even the girls love her.\I see... That's very true.\A long time ago,\she saved me when I was surrounded by older students. response:	Huh?
context: Your hair accessory is crooked.\Th-Thank you!\Aki-chan's pretty, and really nice to boot.\Even the girls love her.\I see... That's very true.\A long time ago,\she saved me when I was surrounded by older students.\Huh? response:	Well, aren't you cute?
context: Th-Thank you!\Aki-chan's pretty, and really nice to boot.\Even the girls love her.\I see... That's very true.\A long time ago,\she saved me when I was surrounded by older students.\Huh?\Well, aren't you cute? response:	Super cute.
context: Aki-chan's pretty, and really nice to boot.\Even the girls love her.\I see... That's very true.\A long time ago,\she saved me when I was surrounded by older students.\Huh?\Well, aren't you cute?\Super cute. response:	Hold it right there!
context: Even the girls love her.\I see... That's very true.\A long time ago,\she saved me when I was surrounded by older students.\Huh?\Well, aren't you cute?\Super cute.\Hold it right there! response:	Huh?
context: I see... That's very true.\A long time ago,\she saved me when I was surrounded by older students.\Huh?\Well, aren't you cute?\Super cute.\Hold it right there!\Huh? response:	Wh-Wh-Who the heck are you?!
context: A long time ago,\she saved me when I was surrounded by older students.\Huh?\Well, aren't you cute?\Super cute.\Hold it right there!\Huh?\Wh-Wh-Who the heck are you?! response:	Aki-chan! You came for me?
context: she saved me when I was surrounded by older students.\Huh?\Well, aren't you cute?\Super cute.\Hold it right there!\Huh?\Wh-Wh-Who the heck are you?!\Aki-chan! You came for me? response:	Beat it!
context: Huh?\Well, aren't you cute?\Super cute.\Hold it right there!\Huh?\Wh-Wh-Who the heck are you?!\Aki-chan! You came for me?\Beat it! response:	In spite of how she looks, is the landlady actually a delinquent at heart?
context: Well, aren't you cute?\Super cute.\Hold it right there!\Huh?\Wh-Wh-Who the heck are you?!\Aki-chan! You came for me?\Beat it!\In spite of how she looks, is the landlady actually a delinquent at heart? response:	I-It wasn't like that...
context: Super cute.\Hold it right there!\Huh?\Wh-Wh-Who the heck are you?!\Aki-chan! You came for me?\Beat it!\In spite of how she looks, is the landlady actually a delinquent at heart?\I-It wasn't like that... response:	It was my first day of school.
context: Hold it right there!\Huh?\Wh-Wh-Who the heck are you?!\Aki-chan! You came for me?\Beat it!\In spite of how she looks, is the landlady actually a delinquent at heart?\I-It wasn't like that...\It was my first day of school. response:	You're so tiny and cute!
context: Huh?\Wh-Wh-Who the heck are you?!\Aki-chan! You came for me?\Beat it!\In spite of how she looks, is the landlady actually a delinquent at heart?\I-It wasn't like that...\It was my first day of school.\You're so tiny and cute! response:	Are you new?
context: Wh-Wh-Who the heck are you?!\Aki-chan! You came for me?\Beat it!\In spite of how she looks, is the landlady actually a delinquent at heart?\I-It wasn't like that...\It was my first day of school.\You're so tiny and cute!\Are you new? response:	What's your class?
context: Aki-chan! You came for me?\Beat it!\In spite of how she looks, is the landlady actually a delinquent at heart?\I-It wasn't like that...\It was my first day of school.\You're so tiny and cute!\Are you new?\What's your class? response:	U-Um...
context: Beat it!\In spite of how she looks, is the landlady actually a delinquent at heart?\I-It wasn't like that...\It was my first day of school.\You're so tiny and cute!\Are you new?\What's your class?\U-Um... response:	You look like a doll!
context: In spite of how she looks, is the landlady actually a delinquent at heart?\I-It wasn't like that...\It was my first day of school.\You're so tiny and cute!\Are you new?\What's your class?\U-Um...\You look like a doll! response:	Come here and I'll give you some candy!
context: I-It wasn't like that...\It was my first day of school.\You're so tiny and cute!\Are you new?\What's your class?\U-Um...\You look like a doll!\Come here and I'll give you some candy! response:	Look, she's blushing!
context: It was my first day of school.\You're so tiny and cute!\Are you new?\What's your class?\U-Um...\You look like a doll!\Come here and I'll give you some candy!\Look, she's blushing! response:	Um, you're making Mayu-chan uncomfortable.
context: You're so tiny and cute!\Are you new?\What's your class?\U-Um...\You look like a doll!\Come here and I'll give you some candy!\Look, she's blushing!\Um, you're making Mayu-chan uncomfortable. response:	Are you new, too?
context: Are you new?\What's your class?\U-Um...\You look like a doll!\Come here and I'll give you some candy!\Look, she's blushing!\Um, you're making Mayu-chan uncomfortable.\Are you new, too? response:	You're really pretty!
context: What's your class?\U-Um...\You look like a doll!\Come here and I'll give you some candy!\Look, she's blushing!\Um, you're making Mayu-chan uncomfortable.\Are you new, too?\You're really pretty! response:	Your hair's so smooth!
context: U-Um...\You look like a doll!\Come here and I'll give you some candy!\Look, she's blushing!\Um, you're making Mayu-chan uncomfortable.\Are you new, too?\You're really pretty!\Your hair's so smooth! response:	And your figure's perfect! Look at that waist!
context: You look like a doll!\Come here and I'll give you some candy!\Look, she's blushing!\Um, you're making Mayu-chan uncomfortable.\Are you new, too?\You're really pretty!\Your hair's so smooth!\And your figure's perfect! Look at that waist! response:	U-Um, excuse me... I don't...
context: Come here and I'll give you some candy!\Look, she's blushing!\Um, you're making Mayu-chan uncomfortable.\Are you new, too?\You're really pretty!\Your hair's so smooth!\And your figure's perfect! Look at that waist!\U-Um, excuse me... I don't... response:	So that's how Aki-chan helped me.
context: Look, she's blushing!\Um, you're making Mayu-chan uncomfortable.\Are you new, too?\You're really pretty!\Your hair's so smooth!\And your figure's perfect! Look at that waist!\U-Um, excuse me... I don't...\So that's how Aki-chan helped me. response:	I guess it's not easy being beautiful...
context: Um, you're making Mayu-chan uncomfortable.\Are you new, too?\You're really pretty!\Your hair's so smooth!\And your figure's perfect! Look at that waist!\U-Um, excuse me... I don't...\So that's how Aki-chan helped me.\I guess it's not easy being beautiful... response:	I get nervous whenever I see Senpai's face,
context: Are you new, too?\You're really pretty!\Your hair's so smooth!\And your figure's perfect! Look at that waist!\U-Um, excuse me... I don't...\So that's how Aki-chan helped me.\I guess it's not easy being beautiful...\I get nervous whenever I see Senpai's face, response:	so I'd like you to give her this for me...
context: You're really pretty!\Your hair's so smooth!\And your figure's perfect! Look at that waist!\U-Um, excuse me... I don't...\So that's how Aki-chan helped me.\I guess it's not easy being beautiful...\I get nervous whenever I see Senpai's face,\so I'd like you to give her this for me... response:	I can't!
context: Your hair's so smooth!\And your figure's perfect! Look at that waist!\U-Um, excuse me... I don't...\So that's how Aki-chan helped me.\I guess it's not easy being beautiful...\I get nervous whenever I see Senpai's face,\so I'd like you to give her this for me...\I can't! response:	You put all your heart into making it,
context: And your figure's perfect! Look at that waist!\U-Um, excuse me... I don't...\So that's how Aki-chan helped me.\I guess it's not easy being beautiful...\I get nervous whenever I see Senpai's face,\so I'd like you to give her this for me...\I can't!\You put all your heart into making it, response:	so you have to give it to her yourself!
context: U-Um, excuse me... I don't...\So that's how Aki-chan helped me.\I guess it's not easy being beautiful...\I get nervous whenever I see Senpai's face,\so I'd like you to give her this for me...\I can't!\You put all your heart into making it,\so you have to give it to her yourself! response:	I'm sure she'll understand your feelings.
context: So that's how Aki-chan helped me.\I guess it's not easy being beautiful...\I get nervous whenever I see Senpai's face,\so I'd like you to give her this for me...\I can't!\You put all your heart into making it,\so you have to give it to her yourself!\I'm sure she'll understand your feelings. response:	Hinako...
context: I guess it's not easy being beautiful...\I get nervous whenever I see Senpai's face,\so I'd like you to give her this for me...\I can't!\You put all your heart into making it,\so you have to give it to her yourself!\I'm sure she'll understand your feelings.\Hinako... response:	You're right. I chanted her name while I made it.
context: I get nervous whenever I see Senpai's face,\so I'd like you to give her this for me...\I can't!\You put all your heart into making it,\so you have to give it to her yourself!\I'm sure she'll understand your feelings.\Hinako...\You're right. I chanted her name while I made it. response:	Chiaki-senpai, Chiaki-senpai, Chiaki-senpai...
context: so I'd like you to give her this for me...\I can't!\You put all your heart into making it,\so you have to give it to her yourself!\I'm sure she'll understand your feelings.\Hinako...\You're right. I chanted her name while I made it.\Chiaki-senpai, Chiaki-senpai, Chiaki-senpai... response:	I'm sure she'll accept it.
context: I can't!\You put all your heart into making it,\so you have to give it to her yourself!\I'm sure she'll understand your feelings.\Hinako...\You're right. I chanted her name while I made it.\Chiaki-senpai, Chiaki-senpai, Chiaki-senpai...\I'm sure she'll accept it. response:	Y-Yeah...
context: You put all your heart into making it,\so you have to give it to her yourself!\I'm sure she'll understand your feelings.\Hinako...\You're right. I chanted her name while I made it.\Chiaki-senpai, Chiaki-senpai, Chiaki-senpai...\I'm sure she'll accept it.\Y-Yeah... response:	I guess she read the same book Mayu-chan did.
context: so you have to give it to her yourself!\I'm sure she'll understand your feelings.\Hinako...\You're right. I chanted her name while I made it.\Chiaki-senpai, Chiaki-senpai, Chiaki-senpai...\I'm sure she'll accept it.\Y-Yeah...\I guess she read the same book Mayu-chan did. response:	I'm going!
context: I'm sure she'll understand your feelings.\Hinako...\You're right. I chanted her name while I made it.\Chiaki-senpai, Chiaki-senpai, Chiaki-senpai...\I'm sure she'll accept it.\Y-Yeah...\I guess she read the same book Mayu-chan did.\I'm going! response:	Good luck!
context: Hinako...\You're right. I chanted her name while I made it.\Chiaki-senpai, Chiaki-senpai, Chiaki-senpai...\I'm sure she'll accept it.\Y-Yeah...\I guess she read the same book Mayu-chan did.\I'm going!\Good luck! response:	Chiaki-senpai!
context: You're right. I chanted her name while I made it.\Chiaki-senpai, Chiaki-senpai, Chiaki-senpai...\I'm sure she'll accept it.\Y-Yeah...\I guess she read the same book Mayu-chan did.\I'm going!\Good luck!\Chiaki-senpai! response:	Please accept this!
context: Chiaki-senpai, Chiaki-senpai, Chiaki-senpai...\I'm sure she'll accept it.\Y-Yeah...\I guess she read the same book Mayu-chan did.\I'm going!\Good luck!\Chiaki-senpai!\Please accept this! response:	Um, I've always watched you, and...
context: I'm sure she'll accept it.\Y-Yeah...\I guess she read the same book Mayu-chan did.\I'm going!\Good luck!\Chiaki-senpai!\Please accept this!\Um, I've always watched you, and... response:	Yep, I know.
context: Y-Yeah...\I guess she read the same book Mayu-chan did.\I'm going!\Good luck!\Chiaki-senpai!\Please accept this!\Um, I've always watched you, and...\Yep, I know. response:	I always thought we seemed to make eye contact a lot.
context: I guess she read the same book Mayu-chan did.\I'm going!\Good luck!\Chiaki-senpai!\Please accept this!\Um, I've always watched you, and...\Yep, I know.\I always thought we seemed to make eye contact a lot. response:	I-I'm so embarrassed!
context: I'm going!\Good luck!\Chiaki-senpai!\Please accept this!\Um, I've always watched you, and...\Yep, I know.\I always thought we seemed to make eye contact a lot.\I-I'm so embarrassed! response:	Thank you for the chocolate.
context: Good luck!\Chiaki-senpai!\Please accept this!\Um, I've always watched you, and...\Yep, I know.\I always thought we seemed to make eye contact a lot.\I-I'm so embarrassed!\Thank you for the chocolate. response:	I'd like to give you something in return.
context: Chiaki-senpai!\Please accept this!\Um, I've always watched you, and...\Yep, I know.\I always thought we seemed to make eye contact a lot.\I-I'm so embarrassed!\Thank you for the chocolate.\I'd like to give you something in return. response:	Can you come to the shop after school?
context: Please accept this!\Um, I've always watched you, and...\Yep, I know.\I always thought we seemed to make eye contact a lot.\I-I'm so embarrassed!\Thank you for the chocolate.\I'd like to give you something in return.\Can you come to the shop after school? response:	Huh? I really can?
context: Um, I've always watched you, and...\Yep, I know.\I always thought we seemed to make eye contact a lot.\I-I'm so embarrassed!\Thank you for the chocolate.\I'd like to give you something in return.\Can you come to the shop after school?\Huh? I really can? response:	Your expressions change at the drop of the hat. It's so neat.
context: Yep, I know.\I always thought we seemed to make eye contact a lot.\I-I'm so embarrassed!\Thank you for the chocolate.\I'd like to give you something in return.\Can you come to the shop after school?\Huh? I really can?\Your expressions change at the drop of the hat. It's so neat. response:	Coffee Shop
context: I always thought we seemed to make eye contact a lot.\I-I'm so embarrassed!\Thank you for the chocolate.\I'd like to give you something in return.\Can you come to the shop after school?\Huh? I really can?\Your expressions change at the drop of the hat. It's so neat.\Coffee Shop response:	I wonder what Senpai wants to give me in return...
context: I-I'm so embarrassed!\Thank you for the chocolate.\I'd like to give you something in return.\Can you come to the shop after school?\Huh? I really can?\Your expressions change at the drop of the hat. It's so neat.\Coffee Shop\I wonder what Senpai wants to give me in return... response:	I'm here... Huh?
context: Thank you for the chocolate.\I'd like to give you something in return.\Can you come to the shop after school?\Huh? I really can?\Your expressions change at the drop of the hat. It's so neat.\Coffee Shop\I wonder what Senpai wants to give me in return...\I'm here... Huh? response:	Have some chocolate.
context: I'd like to give you something in return.\Can you come to the shop after school?\Huh? I really can?\Your expressions change at the drop of the hat. It's so neat.\Coffee Shop\I wonder what Senpai wants to give me in return...\I'm here... Huh?\Have some chocolate. response:	Thanks.
context: Can you come to the shop after school?\Huh? I really can?\Your expressions change at the drop of the hat. It's so neat.\Coffee Shop\I wonder what Senpai wants to give me in return...\I'm here... Huh?\Have some chocolate.\Thanks. response:	Yua-chan!
context: Huh? I really can?\Your expressions change at the drop of the hat. It's so neat.\Coffee Shop\I wonder what Senpai wants to give me in return...\I'm here... Huh?\Have some chocolate.\Thanks.\Yua-chan! response:	We're giving chocolate to all our customers today.
context: Your expressions change at the drop of the hat. It's so neat.\Coffee Shop\I wonder what Senpai wants to give me in return...\I'm here... Huh?\Have some chocolate.\Thanks.\Yua-chan!\We're giving chocolate to all our customers today. response:	Mayu-chan made them! Come in and have some!
context: Coffee Shop\I wonder what Senpai wants to give me in return...\I'm here... Huh?\Have some chocolate.\Thanks.\Yua-chan!\We're giving chocolate to all our customers today.\Mayu-chan made them! Come in and have some! response:	Chiaki-senpai in a maid outfit...
context: I wonder what Senpai wants to give me in return...\I'm here... Huh?\Have some chocolate.\Thanks.\Yua-chan!\We're giving chocolate to all our customers today.\Mayu-chan made them! Come in and have some!\Chiaki-senpai in a maid outfit... response:	What a feast for the eyes!
context: I'm here... Huh?\Have some chocolate.\Thanks.\Yua-chan!\We're giving chocolate to all our customers today.\Mayu-chan made them! Come in and have some!\Chiaki-senpai in a maid outfit...\What a feast for the eyes! response:	Sh-She was so happy, it made her cry?!
context: Have some chocolate.\Thanks.\Yua-chan!\We're giving chocolate to all our customers today.\Mayu-chan made them! Come in and have some!\Chiaki-senpai in a maid outfit...\What a feast for the eyes!\Sh-She was so happy, it made her cry?! response:	We sure had lots of customers yesterday, huh?
context: Thanks.\Yua-chan!\We're giving chocolate to all our customers today.\Mayu-chan made them! Come in and have some!\Chiaki-senpai in a maid outfit...\What a feast for the eyes!\Sh-She was so happy, it made her cry?!\We sure had lots of customers yesterday, huh? response:	Yeah. We gave away almost all the chocolate I made.
context: Yua-chan!\We're giving chocolate to all our customers today.\Mayu-chan made them! Come in and have some!\Chiaki-senpai in a maid outfit...\What a feast for the eyes!\Sh-She was so happy, it made her cry?!\We sure had lots of customers yesterday, huh?\Yeah. We gave away almost all the chocolate I made. response:	You're right!
context: We're giving chocolate to all our customers today.\Mayu-chan made them! Come in and have some!\Chiaki-senpai in a maid outfit...\What a feast for the eyes!\Sh-She was so happy, it made her cry?!\We sure had lots of customers yesterday, huh?\Yeah. We gave away almost all the chocolate I made.\You're right! response:	As the landlady, the boost in sales yesterday makes me very happy.
context: Mayu-chan made them! Come in and have some!\Chiaki-senpai in a maid outfit...\What a feast for the eyes!\Sh-She was so happy, it made her cry?!\We sure had lots of customers yesterday, huh?\Yeah. We gave away almost all the chocolate I made.\You're right!\As the landlady, the boost in sales yesterday makes me very happy. response:	It must be because of your chocolate, Mayu-chan.
context: Chiaki-senpai in a maid outfit...\What a feast for the eyes!\Sh-She was so happy, it made her cry?!\We sure had lots of customers yesterday, huh?\Yeah. We gave away almost all the chocolate I made.\You're right!\As the landlady, the boost in sales yesterday makes me very happy.\It must be because of your chocolate, Mayu-chan. response:	You think so?
context: What a feast for the eyes!\Sh-She was so happy, it made her cry?!\We sure had lots of customers yesterday, huh?\Yeah. We gave away almost all the chocolate I made.\You're right!\As the landlady, the boost in sales yesterday makes me very happy.\It must be because of your chocolate, Mayu-chan.\You think so? response:	I think it had more to do with how you and Hina-chan looked in the maid outfits.
context: Sh-She was so happy, it made her cry?!\We sure had lots of customers yesterday, huh?\Yeah. We gave away almost all the chocolate I made.\You're right!\As the landlady, the boost in sales yesterday makes me very happy.\It must be because of your chocolate, Mayu-chan.\You think so?\I think it had more to do with how you and Hina-chan looked in the maid outfits. response:	By the way, Mayu-chan...
context: We sure had lots of customers yesterday, huh?\Yeah. We gave away almost all the chocolate I made.\You're right!\As the landlady, the boost in sales yesterday makes me very happy.\It must be because of your chocolate, Mayu-chan.\You think so?\I think it had more to do with how you and Hina-chan looked in the maid outfits.\By the way, Mayu-chan... response:	Hm?
context: Yeah. We gave away almost all the chocolate I made.\You're right!\As the landlady, the boost in sales yesterday makes me very happy.\It must be because of your chocolate, Mayu-chan.\You think so?\I think it had more to do with how you and Hina-chan looked in the maid outfits.\By the way, Mayu-chan...\Hm? response:	Are you free this afternoon?
context: You're right!\As the landlady, the boost in sales yesterday makes me very happy.\It must be because of your chocolate, Mayu-chan.\You think so?\I think it had more to do with how you and Hina-chan looked in the maid outfits.\By the way, Mayu-chan...\Hm?\Are you free this afternoon? response:	Huh? I don't have anything planned for today...
context: As the landlady, the boost in sales yesterday makes me very happy.\It must be because of your chocolate, Mayu-chan.\You think so?\I think it had more to do with how you and Hina-chan looked in the maid outfits.\By the way, Mayu-chan...\Hm?\Are you free this afternoon?\Huh? I don't have anything planned for today... response:	I can't call it thanking you for the Valentine's chocolate,
context: It must be because of your chocolate, Mayu-chan.\You think so?\I think it had more to do with how you and Hina-chan looked in the maid outfits.\By the way, Mayu-chan...\Hm?\Are you free this afternoon?\Huh? I don't have anything planned for today...\I can't call it thanking you for the Valentine's chocolate, response:	but if you like, why don't we...
context: You think so?\I think it had more to do with how you and Hina-chan looked in the maid outfits.\By the way, Mayu-chan...\Hm?\Are you free this afternoon?\Huh? I don't have anything planned for today...\I can't call it thanking you for the Valentine's chocolate,\but if you like, why don't we... response:	Is Aki-chan asking me...
context: I think it had more to do with how you and Hina-chan looked in the maid outfits.\By the way, Mayu-chan...\Hm?\Are you free this afternoon?\Huh? I don't have anything planned for today...\I can't call it thanking you for the Valentine's chocolate,\but if you like, why don't we...\Is Aki-chan asking me... response:	Sure!
context: By the way, Mayu-chan...\Hm?\Are you free this afternoon?\Huh? I don't have anything planned for today...\I can't call it thanking you for the Valentine's chocolate,\but if you like, why don't we...\Is Aki-chan asking me...\Sure! response:	Chocolate Rhapsody No. 8 Old Town Factory Shimokita Theater
context: Hm?\Are you free this afternoon?\Huh? I don't have anything planned for today...\I can't call it thanking you for the Valentine's chocolate,\but if you like, why don't we...\Is Aki-chan asking me...\Sure!\Chocolate Rhapsody No. 8 Old Town Factory Shimokita Theater response:	Wow! Tickets to a play?
context: Are you free this afternoon?\Huh? I don't have anything planned for today...\I can't call it thanking you for the Valentine's chocolate,\but if you like, why don't we...\Is Aki-chan asking me...\Sure!\Chocolate Rhapsody No. 8 Old Town Factory Shimokita Theater\Wow! Tickets to a play? response:	I got a bunch of them from a friend,
context: Huh? I don't have anything planned for today...\I can't call it thanking you for the Valentine's chocolate,\but if you like, why don't we...\Is Aki-chan asking me...\Sure!\Chocolate Rhapsody No. 8 Old Town Factory Shimokita Theater\Wow! Tickets to a play?\I got a bunch of them from a friend, response:	so I wanted to invite all of you as thanks for the Valentine's chocolate.
context: I can't call it thanking you for the Valentine's chocolate,\but if you like, why don't we...\Is Aki-chan asking me...\Sure!\Chocolate Rhapsody No. 8 Old Town Factory Shimokita Theater\Wow! Tickets to a play?\I got a bunch of them from a friend,\so I wanted to invite all of you as thanks for the Valentine's chocolate. response:	Um, I'd be happy to, but...
context: but if you like, why don't we...\Is Aki-chan asking me...\Sure!\Chocolate Rhapsody No. 8 Old Town Factory Shimokita Theater\Wow! Tickets to a play?\I got a bunch of them from a friend,\so I wanted to invite all of you as thanks for the Valentine's chocolate.\Um, I'd be happy to, but... response:	Mayu-chan seems to be pouting about something.
context: Is Aki-chan asking me...\Sure!\Chocolate Rhapsody No. 8 Old Town Factory Shimokita Theater\Wow! Tickets to a play?\I got a bunch of them from a friend,\so I wanted to invite all of you as thanks for the Valentine's chocolate.\Um, I'd be happy to, but...\Mayu-chan seems to be pouting about something. response:	Did something happen?
context: Sure!\Chocolate Rhapsody No. 8 Old Town Factory Shimokita Theater\Wow! Tickets to a play?\I got a bunch of them from a friend,\so I wanted to invite all of you as thanks for the Valentine's chocolate.\Um, I'd be happy to, but...\Mayu-chan seems to be pouting about something.\Did something happen? response:	I'm not really sure...
context: Chocolate Rhapsody No. 8 Old Town Factory Shimokita Theater\Wow! Tickets to a play?\I got a bunch of them from a friend,\so I wanted to invite all of you as thanks for the Valentine's chocolate.\Um, I'd be happy to, but...\Mayu-chan seems to be pouting about something.\Did something happen?\I'm not really sure... response:	Mayu-chan, here.
context: Wow! Tickets to a play?\I got a bunch of them from a friend,\so I wanted to invite all of you as thanks for the Valentine's chocolate.\Um, I'd be happy to, but...\Mayu-chan seems to be pouting about something.\Did something happen?\I'm not really sure...\Mayu-chan, here. response:	I'm not really into plays.
context: I got a bunch of them from a friend,\so I wanted to invite all of you as thanks for the Valentine's chocolate.\Um, I'd be happy to, but...\Mayu-chan seems to be pouting about something.\Did something happen?\I'm not really sure...\Mayu-chan, here.\I'm not really into plays. response:	Hey, isn't this...
context: so I wanted to invite all of you as thanks for the Valentine's chocolate.\Um, I'd be happy to, but...\Mayu-chan seems to be pouting about something.\Did something happen?\I'm not really sure...\Mayu-chan, here.\I'm not really into plays.\Hey, isn't this... response:	What is it, Hina-chan?
context: Um, I'd be happy to, but...\Mayu-chan seems to be pouting about something.\Did something happen?\I'm not really sure...\Mayu-chan, here.\I'm not really into plays.\Hey, isn't this...\What is it, Hina-chan? response:	The theater where this is being held... is it...
context: Mayu-chan seems to be pouting about something.\Did something happen?\I'm not really sure...\Mayu-chan, here.\I'm not really into plays.\Hey, isn't this...\What is it, Hina-chan?\The theater where this is being held... is it... response:	Shimokita Theater
context: Did something happen?\I'm not really sure...\Mayu-chan, here.\I'm not really into plays.\Hey, isn't this...\What is it, Hina-chan?\The theater where this is being held... is it...\Shimokita Theater response:	Hmm... It says Shimokita Theater.
context: I'm not really sure...\Mayu-chan, here.\I'm not really into plays.\Hey, isn't this...\What is it, Hina-chan?\The theater where this is being held... is it...\Shimokita Theater\Hmm... It says Shimokita Theater. response:	Isn't this the place where we want to perform, Suzuran, is?
context: Mayu-chan, here.\I'm not really into plays.\Hey, isn't this...\What is it, Hina-chan?\The theater where this is being held... is it...\Shimokita Theater\Hmm... It says Shimokita Theater.\Isn't this the place where we want to perform, Suzuran, is? response:	It's near there.
context: I'm not really into plays.\Hey, isn't this...\What is it, Hina-chan?\The theater where this is being held... is it...\Shimokita Theater\Hmm... It says Shimokita Theater.\Isn't this the place where we want to perform, Suzuran, is?\It's near there. response:	So when we go to see the play, can we also take a look at Suzuran?
context: Hey, isn't this...\What is it, Hina-chan?\The theater where this is being held... is it...\Shimokita Theater\Hmm... It says Shimokita Theater.\Isn't this the place where we want to perform, Suzuran, is?\It's near there.\So when we go to see the play, can we also take a look at Suzuran? response:	Sure, if we leave a bit early.
context: What is it, Hina-chan?\The theater where this is being held... is it...\Shimokita Theater\Hmm... It says Shimokita Theater.\Isn't this the place where we want to perform, Suzuran, is?\It's near there.\So when we go to see the play, can we also take a look at Suzuran?\Sure, if we leave a bit early. response:	Great! I'm so happy!
context: The theater where this is being held... is it...\Shimokita Theater\Hmm... It says Shimokita Theater.\Isn't this the place where we want to perform, Suzuran, is?\It's near there.\So when we go to see the play, can we also take a look at Suzuran?\Sure, if we leave a bit early.\Great! I'm so happy! response:	I'm excited, too!
context: Shimokita Theater\Hmm... It says Shimokita Theater.\Isn't this the place where we want to perform, Suzuran, is?\It's near there.\So when we go to see the play, can we also take a look at Suzuran?\Sure, if we leave a bit early.\Great! I'm so happy!\I'm excited, too! response:	I bet there's a lot of great food around there, too!
context: Hmm... It says Shimokita Theater.\Isn't this the place where we want to perform, Suzuran, is?\It's near there.\So when we go to see the play, can we also take a look at Suzuran?\Sure, if we leave a bit early.\Great! I'm so happy!\I'm excited, too!\I bet there's a lot of great food around there, too! response:	That's what you're excited for?
context: Isn't this the place where we want to perform, Suzuran, is?\It's near there.\So when we go to see the play, can we also take a look at Suzuran?\Sure, if we leave a bit early.\Great! I'm so happy!\I'm excited, too!\I bet there's a lot of great food around there, too!\That's what you're excited for? response:	Mayu-chan, here.
context: It's near there.\So when we go to see the play, can we also take a look at Suzuran?\Sure, if we leave a bit early.\Great! I'm so happy!\I'm excited, too!\I bet there's a lot of great food around there, too!\That's what you're excited for?\Mayu-chan, here. response:	Suzuran...
