context: Miss Nureha! response:	Miss Nureha!
context: That's amazing!\But you know, in my world, there are a lot of amazing people like that.\Every year, over a hundred people make their major debuts.\But most of them don't last long...\Only a handful keep selling long after their debut.\And my dad wasn't one of them.\Did he quit?\No, he loved music, so he couldn't quit. response:	So he became a studio musician.
context: But you know, in my world, there are a lot of amazing people like that.\Every year, over a hundred people make their major debuts.\But most of them don't last long...\Only a handful keep selling long after their debut.\And my dad wasn't one of them.\Did he quit?\No, he loved music, so he couldn't quit.\So he became a studio musician. response:	That's, well... How should I describe it?
context: Every year, over a hundred people make their major debuts.\But most of them don't last long...\Only a handful keep selling long after their debut.\And my dad wasn't one of them.\Did he quit?\No, he loved music, so he couldn't quit.\So he became a studio musician.\That's, well... How should I describe it? response:	I know. He became a super-pro instrument player.
context: But most of them don't last long...\Only a handful keep selling long after their debut.\And my dad wasn't one of them.\Did he quit?\No, he loved music, so he couldn't quit.\So he became a studio musician.\That's, well... How should I describe it?\I know. He became a super-pro instrument player. response:	He helps out many different people with their music.
context: Only a handful keep selling long after their debut.\And my dad wasn't one of them.\Did he quit?\No, he loved music, so he couldn't quit.\So he became a studio musician.\That's, well... How should I describe it?\I know. He became a super-pro instrument player.\He helps out many different people with their music. response:	Then you'll make your major debut, won't you?
context: And my dad wasn't one of them.\Did he quit?\No, he loved music, so he couldn't quit.\So he became a studio musician.\That's, well... How should I describe it?\I know. He became a super-pro instrument player.\He helps out many different people with their music.\Then you'll make your major debut, won't you? response:	No.
context: Did he quit?\No, he loved music, so he couldn't quit.\So he became a studio musician.\That's, well... How should I describe it?\I know. He became a super-pro instrument player.\He helps out many different people with their music.\Then you'll make your major debut, won't you?\No. response:	A major debut is something professionals do.
context: No, he loved music, so he couldn't quit.\So he became a studio musician.\That's, well... How should I describe it?\I know. He became a super-pro instrument player.\He helps out many different people with their music.\Then you'll make your major debut, won't you?\No.\A major debut is something professionals do. response:	You play, and it makes everyone happy.
context: So he became a studio musician.\That's, well... How should I describe it?\I know. He became a super-pro instrument player.\He helps out many different people with their music.\Then you'll make your major debut, won't you?\No.\A major debut is something professionals do.\You play, and it makes everyone happy. response:	Doesn't that make you a pro?
context: That's, well... How should I describe it?\I know. He became a super-pro instrument player.\He helps out many different people with their music.\Then you'll make your major debut, won't you?\No.\A major debut is something professionals do.\You play, and it makes everyone happy.\Doesn't that make you a pro? response:	No, it doesn't!
context: I know. He became a super-pro instrument player.\He helps out many different people with their music.\Then you'll make your major debut, won't you?\No.\A major debut is something professionals do.\You play, and it makes everyone happy.\Doesn't that make you a pro?\No, it doesn't! response:	I'm sorry... I'm not like that.
context: He helps out many different people with their music.\Then you'll make your major debut, won't you?\No.\A major debut is something professionals do.\You play, and it makes everyone happy.\Doesn't that make you a pro?\No, it doesn't!\I'm sorry... I'm not like that. response:	I like the lute, of course.
context: Then you'll make your major debut, won't you?\No.\A major debut is something professionals do.\You play, and it makes everyone happy.\Doesn't that make you a pro?\No, it doesn't!\I'm sorry... I'm not like that.\I like the lute, of course. response:	I love it.
context: No.\A major debut is something professionals do.\You play, and it makes everyone happy.\Doesn't that make you a pro?\No, it doesn't!\I'm sorry... I'm not like that.\I like the lute, of course.\I love it. response:	And I love singing, too.
context: A major debut is something professionals do.\You play, and it makes everyone happy.\Doesn't that make you a pro?\No, it doesn't!\I'm sorry... I'm not like that.\I like the lute, of course.\I love it.\And I love singing, too. response:	But... I don't have any talent.
context: You play, and it makes everyone happy.\Doesn't that make you a pro?\No, it doesn't!\I'm sorry... I'm not like that.\I like the lute, of course.\I love it.\And I love singing, too.\But... I don't have any talent. response:	My dad would always say that becoming a pro was really hard.
context: Doesn't that make you a pro?\No, it doesn't!\I'm sorry... I'm not like that.\I like the lute, of course.\I love it.\And I love singing, too.\But... I don't have any talent.\My dad would always say that becoming a pro was really hard. response:	You're expected to have natural talent.
context: No, it doesn't!\I'm sorry... I'm not like that.\I like the lute, of course.\I love it.\And I love singing, too.\But... I don't have any talent.\My dad would always say that becoming a pro was really hard.\You're expected to have natural talent. response:	Even if you do, you have to work as hard as you can,
context: I'm sorry... I'm not like that.\I like the lute, of course.\I love it.\And I love singing, too.\But... I don't have any talent.\My dad would always say that becoming a pro was really hard.\You're expected to have natural talent.\Even if you do, you have to work as hard as you can, response:	and only then can you see the starting line.
context: I like the lute, of course.\I love it.\And I love singing, too.\But... I don't have any talent.\My dad would always say that becoming a pro was really hard.\You're expected to have natural talent.\Even if you do, you have to work as hard as you can,\and only then can you see the starting line. response:	Oh.
context: I love it.\And I love singing, too.\But... I don't have any talent.\My dad would always say that becoming a pro was really hard.\You're expected to have natural talent.\Even if you do, you have to work as hard as you can,\and only then can you see the starting line.\Oh. response:	So I'm happy just doing it because I like it.
context: And I love singing, too.\But... I don't have any talent.\My dad would always say that becoming a pro was really hard.\You're expected to have natural talent.\Even if you do, you have to work as hard as you can,\and only then can you see the starting line.\Oh.\So I'm happy just doing it because I like it. response:	And it makes everyone happy, too.
context: But... I don't have any talent.\My dad would always say that becoming a pro was really hard.\You're expected to have natural talent.\Even if you do, you have to work as hard as you can,\and only then can you see the starting line.\Oh.\So I'm happy just doing it because I like it.\And it makes everyone happy, too. response:	I also love your songs, Miss Isuzu.
context: My dad would always say that becoming a pro was really hard.\You're expected to have natural talent.\Even if you do, you have to work as hard as you can,\and only then can you see the starting line.\Oh.\So I'm happy just doing it because I like it.\And it makes everyone happy, too.\I also love your songs, Miss Isuzu. response:	You're so nice, Rudy.
context: You're expected to have natural talent.\Even if you do, you have to work as hard as you can,\and only then can you see the starting line.\Oh.\So I'm happy just doing it because I like it.\And it makes everyone happy, too.\I also love your songs, Miss Isuzu.\You're so nice, Rudy. response:	I'm nothing special at all...
context: Even if you do, you have to work as hard as you can,\and only then can you see the starting line.\Oh.\So I'm happy just doing it because I like it.\And it makes everyone happy, too.\I also love your songs, Miss Isuzu.\You're so nice, Rudy.\I'm nothing special at all... response:	That isn't true.
context: and only then can you see the starting line.\Oh.\So I'm happy just doing it because I like it.\And it makes everyone happy, too.\I also love your songs, Miss Isuzu.\You're so nice, Rudy.\I'm nothing special at all...\That isn't true. response:	We all look forward to hearing your songs.
context: Oh.\So I'm happy just doing it because I like it.\And it makes everyone happy, too.\I also love your songs, Miss Isuzu.\You're so nice, Rudy.\I'm nothing special at all...\That isn't true.\We all look forward to hearing your songs. response:	To hearing a forty-two we don't know.
context: So I'm happy just doing it because I like it.\And it makes everyone happy, too.\I also love your songs, Miss Isuzu.\You're so nice, Rudy.\I'm nothing special at all...\That isn't true.\We all look forward to hearing your songs.\To hearing a forty-two we don't know. response:	Huh? Forty-two?
context: And it makes everyone happy, too.\I also love your songs, Miss Isuzu.\You're so nice, Rudy.\I'm nothing special at all...\That isn't true.\We all look forward to hearing your songs.\To hearing a forty-two we don't know.\Huh? Forty-two? response:	Sometimes, it seems like we're not really understanding each other.
context: I also love your songs, Miss Isuzu.\You're so nice, Rudy.\I'm nothing special at all...\That isn't true.\We all look forward to hearing your songs.\To hearing a forty-two we don't know.\Huh? Forty-two?\Sometimes, it seems like we're not really understanding each other. response:	Oh...
context: You're so nice, Rudy.\I'm nothing special at all...\That isn't true.\We all look forward to hearing your songs.\To hearing a forty-two we don't know.\Huh? Forty-two?\Sometimes, it seems like we're not really understanding each other.\Oh... response:	So that's how it sounds to you.
context: I'm nothing special at all...\That isn't true.\We all look forward to hearing your songs.\To hearing a forty-two we don't know.\Huh? Forty-two?\Sometimes, it seems like we're not really understanding each other.\Oh...\So that's how it sounds to you. response:	Yeah, that's happened to me.
context: That isn't true.\We all look forward to hearing your songs.\To hearing a forty-two we don't know.\Huh? Forty-two?\Sometimes, it seems like we're not really understanding each other.\Oh...\So that's how it sounds to you.\Yeah, that's happened to me. response:	You, too?
context: We all look forward to hearing your songs.\To hearing a forty-two we don't know.\Huh? Forty-two?\Sometimes, it seems like we're not really understanding each other.\Oh...\So that's how it sounds to you.\Yeah, that's happened to me.\You, too? response:	A while back, I asked for fish paste at a store, and they gave me flour paste.
context: To hearing a forty-two we don't know.\Huh? Forty-two?\Sometimes, it seems like we're not really understanding each other.\Oh...\So that's how it sounds to you.\Yeah, that's happened to me.\You, too?\A while back, I asked for fish paste at a store, and they gave me flour paste. response:	What?
context: Huh? Forty-two?\Sometimes, it seems like we're not really understanding each other.\Oh...\So that's how it sounds to you.\Yeah, that's happened to me.\You, too?\A while back, I asked for fish paste at a store, and they gave me flour paste.\What? response:	It's probably because of that...
context: Sometimes, it seems like we're not really understanding each other.\Oh...\So that's how it sounds to you.\Yeah, that's happened to me.\You, too?\A while back, I asked for fish paste at a store, and they gave me flour paste.\What?\It's probably because of that... response:	That?
context: Oh...\So that's how it sounds to you.\Yeah, that's happened to me.\You, too?\A while back, I asked for fish paste at a store, and they gave me flour paste.\What?\It's probably because of that...\That? response:	The auto-translator.
context: So that's how it sounds to you.\Yeah, that's happened to me.\You, too?\A while back, I asked for fish paste at a store, and they gave me flour paste.\What?\It's probably because of that...\That?\The auto-translator. response:	Oh, the one that lets you talk with foreign players.
context: Yeah, that's happened to me.\You, too?\A while back, I asked for fish paste at a store, and they gave me flour paste.\What?\It's probably because of that...\That?\The auto-translator.\Oh, the one that lets you talk with foreign players. response:	Yes.
context: You, too?\A while back, I asked for fish paste at a store, and they gave me flour paste.\What?\It's probably because of that...\That?\The auto-translator.\Oh, the one that lets you talk with foreign players.\Yes. response:	It seems like the languages of adventurers
context: A while back, I asked for fish paste at a store, and they gave me flour paste.\What?\It's probably because of that...\That?\The auto-translator.\Oh, the one that lets you talk with foreign players.\Yes.\It seems like the languages of adventurers response:	and People of the Land are actually a bit different.
context: What?\It's probably because of that...\That?\The auto-translator.\Oh, the one that lets you talk with foreign players.\Yes.\It seems like the languages of adventurers\and People of the Land are actually a bit different. response:	Normally, thanks to the auto-translator, we can talk to each other...
context: It's probably because of that...\That?\The auto-translator.\Oh, the one that lets you talk with foreign players.\Yes.\It seems like the languages of adventurers\and People of the Land are actually a bit different.\Normally, thanks to the auto-translator, we can talk to each other... response:	Which means...
context: That?\The auto-translator.\Oh, the one that lets you talk with foreign players.\Yes.\It seems like the languages of adventurers\and People of the Land are actually a bit different.\Normally, thanks to the auto-translator, we can talk to each other...\Which means... response:	Sometimes, there are things the system can't handle, and it causes errors.
context: The auto-translator.\Oh, the one that lets you talk with foreign players.\Yes.\It seems like the languages of adventurers\and People of the Land are actually a bit different.\Normally, thanks to the auto-translator, we can talk to each other...\Which means...\Sometimes, there are things the system can't handle, and it causes errors. response:	I get it!
context: Oh, the one that lets you talk with foreign players.\Yes.\It seems like the languages of adventurers\and People of the Land are actually a bit different.\Normally, thanks to the auto-translator, we can talk to each other...\Which means...\Sometimes, there are things the system can't handle, and it causes errors.\I get it! response:	Then that's why we don't always understand each other.
context: Yes.\It seems like the languages of adventurers\and People of the Land are actually a bit different.\Normally, thanks to the auto-translator, we can talk to each other...\Which means...\Sometimes, there are things the system can't handle, and it causes errors.\I get it!\Then that's why we don't always understand each other. response:	Let me see...
context: It seems like the languages of adventurers\and People of the Land are actually a bit different.\Normally, thanks to the auto-translator, we can talk to each other...\Which means...\Sometimes, there are things the system can't handle, and it causes errors.\I get it!\Then that's why we don't always understand each other.\Let me see... response:	If I say, seven colors, what do you think of?
context: and People of the Land are actually a bit different.\Normally, thanks to the auto-translator, we can talk to each other...\Which means...\Sometimes, there are things the system can't handle, and it causes errors.\I get it!\Then that's why we don't always understand each other.\Let me see...\If I say, seven colors, what do you think of? response:	A rainbow?
context: Normally, thanks to the auto-translator, we can talk to each other...\Which means...\Sometimes, there are things the system can't handle, and it causes errors.\I get it!\Then that's why we don't always understand each other.\Let me see...\If I say, seven colors, what do you think of?\A rainbow? response:	Yes. If I say, seven colors, in People of the Land's language, it means a rainbow.
context: Which means...\Sometimes, there are things the system can't handle, and it causes errors.\I get it!\Then that's why we don't always understand each other.\Let me see...\If I say, seven colors, what do you think of?\A rainbow?\Yes. If I say, seven colors, in People of the Land's language, it means a rainbow. response:	Then what's forty-two?
context: Sometimes, there are things the system can't handle, and it causes errors.\I get it!\Then that's why we don't always understand each other.\Let me see...\If I say, seven colors, what do you think of?\A rainbow?\Yes. If I say, seven colors, in People of the Land's language, it means a rainbow.\Then what's forty-two? response:	Music.
context: I get it!\Then that's why we don't always understand each other.\Let me see...\If I say, seven colors, what do you think of?\A rainbow?\Yes. If I say, seven colors, in People of the Land's language, it means a rainbow.\Then what's forty-two?\Music. response:	Why?
context: Then that's why we don't always understand each other.\Let me see...\If I say, seven colors, what do you think of?\A rainbow?\Yes. If I say, seven colors, in People of the Land's language, it means a rainbow.\Then what's forty-two?\Music.\Why? response:	To us, the People of the Land, music only encompasses forty-two songs.
context: Let me see...\If I say, seven colors, what do you think of?\A rainbow?\Yes. If I say, seven colors, in People of the Land's language, it means a rainbow.\Then what's forty-two?\Music.\Why?\To us, the People of the Land, music only encompasses forty-two songs. response:	God only gave our ancestors those forty-two songs.
context: If I say, seven colors, what do you think of?\A rainbow?\Yes. If I say, seven colors, in People of the Land's language, it means a rainbow.\Then what's forty-two?\Music.\Why?\To us, the People of the Land, music only encompasses forty-two songs.\God only gave our ancestors those forty-two songs. response:	And we can't make new ones.
context: A rainbow?\Yes. If I say, seven colors, in People of the Land's language, it means a rainbow.\Then what's forty-two?\Music.\Why?\To us, the People of the Land, music only encompasses forty-two songs.\God only gave our ancestors those forty-two songs.\And we can't make new ones. response:	A leftover from when it was a game?
context: Yes. If I say, seven colors, in People of the Land's language, it means a rainbow.\Then what's forty-two?\Music.\Why?\To us, the People of the Land, music only encompasses forty-two songs.\God only gave our ancestors those forty-two songs.\And we can't make new ones.\A leftover from when it was a game? response:	That's the only music we have.
context: Then what's forty-two?\Music.\Why?\To us, the People of the Land, music only encompasses forty-two songs.\God only gave our ancestors those forty-two songs.\And we can't make new ones.\A leftover from when it was a game?\That's the only music we have. response:	Since we were born, that's how it's always been.
context: Music.\Why?\To us, the People of the Land, music only encompasses forty-two songs.\God only gave our ancestors those forty-two songs.\And we can't make new ones.\A leftover from when it was a game?\That's the only music we have.\Since we were born, that's how it's always been. response:	We thought that was normal, and went our whole lives without thinking about it.
context: Why?\To us, the People of the Land, music only encompasses forty-two songs.\God only gave our ancestors those forty-two songs.\And we can't make new ones.\A leftover from when it was a game?\That's the only music we have.\Since we were born, that's how it's always been.\We thought that was normal, and went our whole lives without thinking about it. response:	I never considered that.
context: To us, the People of the Land, music only encompasses forty-two songs.\God only gave our ancestors those forty-two songs.\And we can't make new ones.\A leftover from when it was a game?\That's the only music we have.\Since we were born, that's how it's always been.\We thought that was normal, and went our whole lives without thinking about it.\I never considered that. response:	So, Isuzu, we really love the songs you sing and the music you play.
context: God only gave our ancestors those forty-two songs.\And we can't make new ones.\A leftover from when it was a game?\That's the only music we have.\Since we were born, that's how it's always been.\We thought that was normal, and went our whole lives without thinking about it.\I never considered that.\So, Isuzu, we really love the songs you sing and the music you play. response:	Do you remember the inns and pubs before we left?
context: And we can't make new ones.\A leftover from when it was a game?\That's the only music we have.\Since we were born, that's how it's always been.\We thought that was normal, and went our whole lives without thinking about it.\I never considered that.\So, Isuzu, we really love the songs you sing and the music you play.\Do you remember the inns and pubs before we left? response:	You just played a simple song, and everyone was so happy, they cried.
context: A leftover from when it was a game?\That's the only music we have.\Since we were born, that's how it's always been.\We thought that was normal, and went our whole lives without thinking about it.\I never considered that.\So, Isuzu, we really love the songs you sing and the music you play.\Do you remember the inns and pubs before we left?\You just played a simple song, and everyone was so happy, they cried. response:	They were really happy.
context: That's the only music we have.\Since we were born, that's how it's always been.\We thought that was normal, and went our whole lives without thinking about it.\I never considered that.\So, Isuzu, we really love the songs you sing and the music you play.\Do you remember the inns and pubs before we left?\You just played a simple song, and everyone was so happy, they cried.\They were really happy. response:	Bright, upbeat songs that they'd never heard.
context: Since we were born, that's how it's always been.\We thought that was normal, and went our whole lives without thinking about it.\I never considered that.\So, Isuzu, we really love the songs you sing and the music you play.\Do you remember the inns and pubs before we left?\You just played a simple song, and everyone was so happy, they cried.\They were really happy.\Bright, upbeat songs that they'd never heard. response:	Songs that made them want to dance.
context: We thought that was normal, and went our whole lives without thinking about it.\I never considered that.\So, Isuzu, we really love the songs you sing and the music you play.\Do you remember the inns and pubs before we left?\You just played a simple song, and everyone was so happy, they cried.\They were really happy.\Bright, upbeat songs that they'd never heard.\Songs that made them want to dance. response:	Or songs that made them want to be with someone they cared for.
context: I never considered that.\So, Isuzu, we really love the songs you sing and the music you play.\Do you remember the inns and pubs before we left?\You just played a simple song, and everyone was so happy, they cried.\They were really happy.\Bright, upbeat songs that they'd never heard.\Songs that made them want to dance.\Or songs that made them want to be with someone they cared for. response:	We'd never heard anything like that.
context: So, Isuzu, we really love the songs you sing and the music you play.\Do you remember the inns and pubs before we left?\You just played a simple song, and everyone was so happy, they cried.\They were really happy.\Bright, upbeat songs that they'd never heard.\Songs that made them want to dance.\Or songs that made them want to be with someone they cared for.\We'd never heard anything like that. response:	And you brought them to us. That made you a hero.
context: Do you remember the inns and pubs before we left?\You just played a simple song, and everyone was so happy, they cried.\They were really happy.\Bright, upbeat songs that they'd never heard.\Songs that made them want to dance.\Or songs that made them want to be with someone they cared for.\We'd never heard anything like that.\And you brought them to us. That made you a hero. response:	Rudy...
context: You just played a simple song, and everyone was so happy, they cried.\They were really happy.\Bright, upbeat songs that they'd never heard.\Songs that made them want to dance.\Or songs that made them want to be with someone they cared for.\We'd never heard anything like that.\And you brought them to us. That made you a hero.\Rudy... response:	Do you think Isuzu will become a pro?
context: They were really happy.\Bright, upbeat songs that they'd never heard.\Songs that made them want to dance.\Or songs that made them want to be with someone they cared for.\We'd never heard anything like that.\And you brought them to us. That made you a hero.\Rudy...\Do you think Isuzu will become a pro? response:	I think she wants to, honestly.
context: Bright, upbeat songs that they'd never heard.\Songs that made them want to dance.\Or songs that made them want to be with someone they cared for.\We'd never heard anything like that.\And you brought them to us. That made you a hero.\Rudy...\Do you think Isuzu will become a pro?\I think she wants to, honestly. response:	It must be nice to have something you're better at than anyone else.
context: Songs that made them want to dance.\Or songs that made them want to be with someone they cared for.\We'd never heard anything like that.\And you brought them to us. That made you a hero.\Rudy...\Do you think Isuzu will become a pro?\I think she wants to, honestly.\It must be nice to have something you're better at than anyone else. response:	You're right.
context: Or songs that made them want to be with someone they cared for.\We'd never heard anything like that.\And you brought them to us. That made you a hero.\Rudy...\Do you think Isuzu will become a pro?\I think she wants to, honestly.\It must be nice to have something you're better at than anyone else.\You're right. response:	I'm jealous of how she can sing and play an instrument like that.
context: We'd never heard anything like that.\And you brought them to us. That made you a hero.\Rudy...\Do you think Isuzu will become a pro?\I think she wants to, honestly.\It must be nice to have something you're better at than anyone else.\You're right.\I'm jealous of how she can sing and play an instrument like that. response:	I'm not really good at anything I try.
context: And you brought them to us. That made you a hero.\Rudy...\Do you think Isuzu will become a pro?\I think she wants to, honestly.\It must be nice to have something you're better at than anyone else.\You're right.\I'm jealous of how she can sing and play an instrument like that.\I'm not really good at anything I try. response:	Have you ever thought about your future, Serara?
context: Rudy...\Do you think Isuzu will become a pro?\I think she wants to, honestly.\It must be nice to have something you're better at than anyone else.\You're right.\I'm jealous of how she can sing and play an instrument like that.\I'm not really good at anything I try.\Have you ever thought about your future, Serara? response:	You mean if we get back to our world?
context: Do you think Isuzu will become a pro?\I think she wants to, honestly.\It must be nice to have something you're better at than anyone else.\You're right.\I'm jealous of how she can sing and play an instrument like that.\I'm not really good at anything I try.\Have you ever thought about your future, Serara?\You mean if we get back to our world? response:	Yeah, if we do.
context: I think she wants to, honestly.\It must be nice to have something you're better at than anyone else.\You're right.\I'm jealous of how she can sing and play an instrument like that.\I'm not really good at anything I try.\Have you ever thought about your future, Serara?\You mean if we get back to our world?\Yeah, if we do. response:	No, even if we don't.
context: It must be nice to have something you're better at than anyone else.\You're right.\I'm jealous of how she can sing and play an instrument like that.\I'm not really good at anything I try.\Have you ever thought about your future, Serara?\You mean if we get back to our world?\Yeah, if we do.\No, even if we don't. response:	Like, what you want to be.
context: You're right.\I'm jealous of how she can sing and play an instrument like that.\I'm not really good at anything I try.\Have you ever thought about your future, Serara?\You mean if we get back to our world?\Yeah, if we do.\No, even if we don't.\Like, what you want to be. response:	I don't know...
context: I'm jealous of how she can sing and play an instrument like that.\I'm not really good at anything I try.\Have you ever thought about your future, Serara?\You mean if we get back to our world?\Yeah, if we do.\No, even if we don't.\Like, what you want to be.\I don't know... response:	It isn't really clear.
context: I'm not really good at anything I try.\Have you ever thought about your future, Serara?\You mean if we get back to our world?\Yeah, if we do.\No, even if we don't.\Like, what you want to be.\I don't know...\It isn't really clear. response:	I see.
context: Have you ever thought about your future, Serara?\You mean if we get back to our world?\Yeah, if we do.\No, even if we don't.\Like, what you want to be.\I don't know...\It isn't really clear.\I see. response:	You seem like you've really thought about it.
context: You mean if we get back to our world?\Yeah, if we do.\No, even if we don't.\Like, what you want to be.\I don't know...\It isn't really clear.\I see.\You seem like you've really thought about it. response:	I don't know.
context: Yeah, if we do.\No, even if we don't.\Like, what you want to be.\I don't know...\It isn't really clear.\I see.\You seem like you've really thought about it.\I don't know. response:	I know who I'd want to be like...
context: No, even if we don't.\Like, what you want to be.\I don't know...\It isn't really clear.\I see.\You seem like you've really thought about it.\I don't know.\I know who I'd want to be like... response:	I want to be like Shiroe.
context: Like, what you want to be.\I don't know...\It isn't really clear.\I see.\You seem like you've really thought about it.\I don't know.\I know who I'd want to be like...\I want to be like Shiroe. response:	But what does that mean?
context: I don't know...\It isn't really clear.\I see.\You seem like you've really thought about it.\I don't know.\I know who I'd want to be like...\I want to be like Shiroe.\But what does that mean? response:	It isn't his job, I know that much.
context: It isn't really clear.\I see.\You seem like you've really thought about it.\I don't know.\I know who I'd want to be like...\I want to be like Shiroe.\But what does that mean?\It isn't his job, I know that much. response:	And no one could replace him, anyway...
context: I see.\You seem like you've really thought about it.\I don't know.\I know who I'd want to be like...\I want to be like Shiroe.\But what does that mean?\It isn't his job, I know that much.\And no one could replace him, anyway... response:	I just don't know!
context: You seem like you've really thought about it.\I don't know.\I know who I'd want to be like...\I want to be like Shiroe.\But what does that mean?\It isn't his job, I know that much.\And no one could replace him, anyway...\I just don't know! response:	Minori?
context: I don't know.\I know who I'd want to be like...\I want to be like Shiroe.\But what does that mean?\It isn't his job, I know that much.\And no one could replace him, anyway...\I just don't know!\Minori? response:	Did you notice that more and more young People of the Land are coming to Akihabara?
context: I know who I'd want to be like...\I want to be like Shiroe.\But what does that mean?\It isn't his job, I know that much.\And no one could replace him, anyway...\I just don't know!\Minori?\Did you notice that more and more young People of the Land are coming to Akihabara? response:	Nope.
context: I want to be like Shiroe.\But what does that mean?\It isn't his job, I know that much.\And no one could replace him, anyway...\I just don't know!\Minori?\Did you notice that more and more young People of the Land are coming to Akihabara?\Nope. response:	They're all coming because they have dreams for their future.
context: But what does that mean?\It isn't his job, I know that much.\And no one could replace him, anyway...\I just don't know!\Minori?\Did you notice that more and more young People of the Land are coming to Akihabara?\Nope.\They're all coming because they have dreams for their future. response:	Blacksmiths, tailors, chefs, musicians...
context: It isn't his job, I know that much.\And no one could replace him, anyway...\I just don't know!\Minori?\Did you notice that more and more young People of the Land are coming to Akihabara?\Nope.\They're all coming because they have dreams for their future.\Blacksmiths, tailors, chefs, musicians... response:	A lot of others, too.
context: And no one could replace him, anyway...\I just don't know!\Minori?\Did you notice that more and more young People of the Land are coming to Akihabara?\Nope.\They're all coming because they have dreams for their future.\Blacksmiths, tailors, chefs, musicians...\A lot of others, too. response:	Just a few months in Akihabara will teach you skills
context: I just don't know!\Minori?\Did you notice that more and more young People of the Land are coming to Akihabara?\Nope.\They're all coming because they have dreams for their future.\Blacksmiths, tailors, chefs, musicians...\A lot of others, too.\Just a few months in Akihabara will teach you skills response:	you couldn't learn in a lifetime anywhere else.
context: Minori?\Did you notice that more and more young People of the Land are coming to Akihabara?\Nope.\They're all coming because they have dreams for their future.\Blacksmiths, tailors, chefs, musicians...\A lot of others, too.\Just a few months in Akihabara will teach you skills\you couldn't learn in a lifetime anywhere else. response:	You can be who you want to be.
context: Did you notice that more and more young People of the Land are coming to Akihabara?\Nope.\They're all coming because they have dreams for their future.\Blacksmiths, tailors, chefs, musicians...\A lot of others, too.\Just a few months in Akihabara will teach you skills\you couldn't learn in a lifetime anywhere else.\You can be who you want to be. response:	Like you?
context: Nope.\They're all coming because they have dreams for their future.\Blacksmiths, tailors, chefs, musicians...\A lot of others, too.\Just a few months in Akihabara will teach you skills\you couldn't learn in a lifetime anywhere else.\You can be who you want to be.\Like you? response:	Yeah, that's right.
context: They're all coming because they have dreams for their future.\Blacksmiths, tailors, chefs, musicians...\A lot of others, too.\Just a few months in Akihabara will teach you skills\you couldn't learn in a lifetime anywhere else.\You can be who you want to be.\Like you?\Yeah, that's right. response:	I became an adventurer.
context: Blacksmiths, tailors, chefs, musicians...\A lot of others, too.\Just a few months in Akihabara will teach you skills\you couldn't learn in a lifetime anywhere else.\You can be who you want to be.\Like you?\Yeah, that's right.\I became an adventurer. response:	They also have something they want to be.
context: A lot of others, too.\Just a few months in Akihabara will teach you skills\you couldn't learn in a lifetime anywhere else.\You can be who you want to be.\Like you?\Yeah, that's right.\I became an adventurer.\They also have something they want to be. response:	We get together to talk about that stuff.
context: Just a few months in Akihabara will teach you skills\you couldn't learn in a lifetime anywhere else.\You can be who you want to be.\Like you?\Yeah, that's right.\I became an adventurer.\They also have something they want to be.\We get together to talk about that stuff. response:	That's why I occasionally run off.
context: you couldn't learn in a lifetime anywhere else.\You can be who you want to be.\Like you?\Yeah, that's right.\I became an adventurer.\They also have something they want to be.\We get together to talk about that stuff.\That's why I occasionally run off. response:	It's sometimes hard for People of the Land to live in Akihabara.
context: You can be who you want to be.\Like you?\Yeah, that's right.\I became an adventurer.\They also have something they want to be.\We get together to talk about that stuff.\That's why I occasionally run off.\It's sometimes hard for People of the Land to live in Akihabara. response:	But it's lucky, too.
context: Like you?\Yeah, that's right.\I became an adventurer.\They also have something they want to be.\We get together to talk about that stuff.\That's why I occasionally run off.\It's sometimes hard for People of the Land to live in Akihabara.\But it's lucky, too. response:	Every day, something happens there.
context: Yeah, that's right.\I became an adventurer.\They also have something they want to be.\We get together to talk about that stuff.\That's why I occasionally run off.\It's sometimes hard for People of the Land to live in Akihabara.\But it's lucky, too.\Every day, something happens there. response:	What you couldn't do yesterday may be possible today.
context: I became an adventurer.\They also have something they want to be.\We get together to talk about that stuff.\That's why I occasionally run off.\It's sometimes hard for People of the Land to live in Akihabara.\But it's lucky, too.\Every day, something happens there.\What you couldn't do yesterday may be possible today. response:	Tomorrow will be different from today...
context: They also have something they want to be.\We get together to talk about that stuff.\That's why I occasionally run off.\It's sometimes hard for People of the Land to live in Akihabara.\But it's lucky, too.\Every day, something happens there.\What you couldn't do yesterday may be possible today.\Tomorrow will be different from today... response:	And your songs are one of the wonderful things to be found there.
context: We get together to talk about that stuff.\That's why I occasionally run off.\It's sometimes hard for People of the Land to live in Akihabara.\But it's lucky, too.\Every day, something happens there.\What you couldn't do yesterday may be possible today.\Tomorrow will be different from today...\And your songs are one of the wonderful things to be found there. response:	The People of the Land are all thinking about their futures, aren't they?
context: That's why I occasionally run off.\It's sometimes hard for People of the Land to live in Akihabara.\But it's lucky, too.\Every day, something happens there.\What you couldn't do yesterday may be possible today.\Tomorrow will be different from today...\And your songs are one of the wonderful things to be found there.\The People of the Land are all thinking about their futures, aren't they? response:	I'm not even...
