context: The season is summer. response:	The long-awaited finals are coming up.
context: Home Safety\World Peace\Koizumi Itsuki\Koizumi Itsuki\Mine are just a bit typical.\Give me money\Give me a bungalow that has a yard where I can wash my dog.\How plebian. response:	Shut up.
context: World Peace\Koizumi Itsuki\Koizumi Itsuki\Mine are just a bit typical.\Give me money\Give me a bungalow that has a yard where I can wash my dog.\How plebian.\Shut up. response:	Make the world revolve around me
context: Koizumi Itsuki\Koizumi Itsuki\Mine are just a bit typical.\Give me money\Give me a bungalow that has a yard where I can wash my dog.\How plebian.\Shut up.\Make the world revolve around me response:	I want the Earth to reverse its rotation.
context: Koizumi Itsuki\Mine are just a bit typical.\Give me money\Give me a bungalow that has a yard where I can wash my dog.\How plebian.\Shut up.\Make the world revolve around me\I want the Earth to reverse its rotation. response:	Mine are way better than yours.
context: Mine are just a bit typical.\Give me money\Give me a bungalow that has a yard where I can wash my dog.\How plebian.\Shut up.\Make the world revolve around me\I want the Earth to reverse its rotation.\Mine are way better than yours. response:	We just have different values.
context: Give me money\Give me a bungalow that has a yard where I can wash my dog.\How plebian.\Shut up.\Make the world revolve around me\I want the Earth to reverse its rotation.\Mine are way better than yours.\We just have different values. response:	Everyone, make sure you remember what you wrote!
context: Give me a bungalow that has a yard where I can wash my dog.\How plebian.\Shut up.\Make the world revolve around me\I want the Earth to reverse its rotation.\Mine are way better than yours.\We just have different values.\Everyone, make sure you remember what you wrote! response:	The first checkpoint will be in 16 years!
context: How plebian.\Shut up.\Make the world revolve around me\I want the Earth to reverse its rotation.\Mine are way better than yours.\We just have different values.\Everyone, make sure you remember what you wrote!\The first checkpoint will be in 16 years! response:	It's a race to see whose wish Hikoboshi grants first!
context: Shut up.\Make the world revolve around me\I want the Earth to reverse its rotation.\Mine are way better than yours.\We just have different values.\Everyone, make sure you remember what you wrote!\The first checkpoint will be in 16 years!\It's a race to see whose wish Hikoboshi grants first! response:	16 years, huh... What a long time...
context: Make the world revolve around me\I want the Earth to reverse its rotation.\Mine are way better than yours.\We just have different values.\Everyone, make sure you remember what you wrote!\The first checkpoint will be in 16 years!\It's a race to see whose wish Hikoboshi grants first!\16 years, huh... What a long time... response:	After that, Haruhi seemed to be in abnormally low spirits and had an air of melancholy emanating from her.
context: I want the Earth to reverse its rotation.\Mine are way better than yours.\We just have different values.\Everyone, make sure you remember what you wrote!\The first checkpoint will be in 16 years!\It's a race to see whose wish Hikoboshi grants first!\16 years, huh... What a long time...\After that, Haruhi seemed to be in abnormally low spirits and had an air of melancholy emanating from her. response:	That sudden quietness of hers was quite disturbing, to say the least.
context: Mine are way better than yours.\We just have different values.\Everyone, make sure you remember what you wrote!\The first checkpoint will be in 16 years!\It's a race to see whose wish Hikoboshi grants first!\16 years, huh... What a long time...\After that, Haruhi seemed to be in abnormally low spirits and had an air of melancholy emanating from her.\That sudden quietness of hers was quite disturbing, to say the least. response:	It's scary to think about her reaction after being so quiet.
context: We just have different values.\Everyone, make sure you remember what you wrote!\The first checkpoint will be in 16 years!\It's a race to see whose wish Hikoboshi grants first!\16 years, huh... What a long time...\After that, Haruhi seemed to be in abnormally low spirits and had an air of melancholy emanating from her.\That sudden quietness of hers was quite disturbing, to say the least.\It's scary to think about her reaction after being so quiet. response:	Would you like some more tea?
context: Everyone, make sure you remember what you wrote!\The first checkpoint will be in 16 years!\It's a race to see whose wish Hikoboshi grants first!\16 years, huh... What a long time...\After that, Haruhi seemed to be in abnormally low spirits and had an air of melancholy emanating from her.\That sudden quietness of hers was quite disturbing, to say the least.\It's scary to think about her reaction after being so quiet.\Would you like some more tea? response:	Ah, yes please.
context: The first checkpoint will be in 16 years!\It's a race to see whose wish Hikoboshi grants first!\16 years, huh... What a long time...\After that, Haruhi seemed to be in abnormally low spirits and had an air of melancholy emanating from her.\That sudden quietness of hers was quite disturbing, to say the least.\It's scary to think about her reaction after being so quiet.\Would you like some more tea?\Ah, yes please. response:	She's cute.
context: It's a race to see whose wish Hikoboshi grants first!\16 years, huh... What a long time...\After that, Haruhi seemed to be in abnormally low spirits and had an air of melancholy emanating from her.\That sudden quietness of hers was quite disturbing, to say the least.\It's scary to think about her reaction after being so quiet.\Would you like some more tea?\Ah, yes please.\She's cute. response:	Now!
context: 16 years, huh... What a long time...\After that, Haruhi seemed to be in abnormally low spirits and had an air of melancholy emanating from her.\That sudden quietness of hers was quite disturbing, to say the least.\It's scary to think about her reaction after being so quiet.\Would you like some more tea?\Ah, yes please.\She's cute.\Now! response:	Paper strip: After the club's done, please stay in the clubroom - Mikuru
context: After that, Haruhi seemed to be in abnormally low spirits and had an air of melancholy emanating from her.\That sudden quietness of hers was quite disturbing, to say the least.\It's scary to think about her reaction after being so quiet.\Would you like some more tea?\Ah, yes please.\She's cute.\Now!\Paper strip: After the club's done, please stay in the clubroom - Mikuru response:	Your wish is my command!
context: That sudden quietness of hers was quite disturbing, to say the least.\It's scary to think about her reaction after being so quiet.\Would you like some more tea?\Ah, yes please.\She's cute.\Now!\Paper strip: After the club's done, please stay in the clubroom - Mikuru\Your wish is my command! response:	Book: When You're in Love...
context: It's scary to think about her reaction after being so quiet.\Would you like some more tea?\Ah, yes please.\She's cute.\Now!\Paper strip: After the club's done, please stay in the clubroom - Mikuru\Your wish is my command!\Book: When You're in Love... response:	I'm going home.
context: Would you like some more tea?\Ah, yes please.\She's cute.\Now!\Paper strip: After the club's done, please stay in the clubroom - Mikuru\Your wish is my command!\Book: When You're in Love...\I'm going home. response:	Take care of the keys if you're the last one.
context: Ah, yes please.\She's cute.\Now!\Paper strip: After the club's done, please stay in the clubroom - Mikuru\Your wish is my command!\Book: When You're in Love...\I'm going home.\Take care of the keys if you're the last one. response:	Well then, me too.
context: She's cute.\Now!\Paper strip: After the club's done, please stay in the clubroom - Mikuru\Your wish is my command!\Book: When You're in Love...\I'm going home.\Take care of the keys if you're the last one.\Well then, me too. response:	Ah, you have my thanks.
context: Now!\Paper strip: After the club's done, please stay in the clubroom - Mikuru\Your wish is my command!\Book: When You're in Love...\I'm going home.\Take care of the keys if you're the last one.\Well then, me too.\Ah, you have my thanks. response:	Hey...
context: Paper strip: After the club's done, please stay in the clubroom - Mikuru\Your wish is my command!\Book: When You're in Love...\I'm going home.\Take care of the keys if you're the last one.\Well then, me too.\Ah, you have my thanks.\Hey... response:	I'm leaving first.
context: Your wish is my command!\Book: When You're in Love...\I'm going home.\Take care of the keys if you're the last one.\Well then, me too.\Ah, you have my thanks.\Hey...\I'm leaving first. response:	Okay.
context: Book: When You're in Love...\I'm going home.\Take care of the keys if you're the last one.\Well then, me too.\Ah, you have my thanks.\Hey...\I'm leaving first.\Okay. response:	I'm glad we were left alone pretty naturally.
context: I'm going home.\Take care of the keys if you're the last one.\Well then, me too.\Ah, you have my thanks.\Hey...\I'm leaving first.\Okay.\I'm glad we were left alone pretty naturally. response:	Is this something the others shouldn't know about?
context: Take care of the keys if you're the last one.\Well then, me too.\Ah, you have my thanks.\Hey...\I'm leaving first.\Okay.\I'm glad we were left alone pretty naturally.\Is this something the others shouldn't know about? response:	Uh... yes.
context: Well then, me too.\Ah, you have my thanks.\Hey...\I'm leaving first.\Okay.\I'm glad we were left alone pretty naturally.\Is this something the others shouldn't know about?\Uh... yes. response:	Um... there's a place I want to go to with you.
context: Ah, you have my thanks.\Hey...\I'm leaving first.\Okay.\I'm glad we were left alone pretty naturally.\Is this something the others shouldn't know about?\Uh... yes.\Um... there's a place I want to go to with you. response:	All right. Where to?
context: Hey...\I'm leaving first.\Okay.\I'm glad we were left alone pretty naturally.\Is this something the others shouldn't know about?\Uh... yes.\Um... there's a place I want to go to with you.\All right. Where to? response:	Um...
context: I'm leaving first.\Okay.\I'm glad we were left alone pretty naturally.\Is this something the others shouldn't know about?\Uh... yes.\Um... there's a place I want to go to with you.\All right. Where to?\Um... response:	To three years ago.
context: Okay.\I'm glad we were left alone pretty naturally.\Is this something the others shouldn't know about?\Uh... yes.\Um... there's a place I want to go to with you.\All right. Where to?\Um...\To three years ago. response:	Thr-...
context: I'm glad we were left alone pretty naturally.\Is this something the others shouldn't know about?\Uh... yes.\Um... there's a place I want to go to with you.\All right. Where to?\Um...\To three years ago.\Thr-... response:	I'm sorry for saying something weird so suddenly!
context: Is this something the others shouldn't know about?\Uh... yes.\Um... there's a place I want to go to with you.\All right. Where to?\Um...\To three years ago.\Thr-...\I'm sorry for saying something weird so suddenly! response:	Um... you don't want to?
context: Uh... yes.\Um... there's a place I want to go to with you.\All right. Where to?\Um...\To three years ago.\Thr-...\I'm sorry for saying something weird so suddenly!\Um... you don't want to? response:	Are you talking about time travel?
context: Um... there's a place I want to go to with you.\All right. Where to?\Um...\To three years ago.\Thr-...\I'm sorry for saying something weird so suddenly!\Um... you don't want to?\Are you talking about time travel? response:	Yes, I am.
context: All right. Where to?\Um...\To three years ago.\Thr-...\I'm sorry for saying something weird so suddenly!\Um... you don't want to?\Are you talking about time travel?\Yes, I am. response:	I have no qualms about going, but...
context: Um...\To three years ago.\Thr-...\I'm sorry for saying something weird so suddenly!\Um... you don't want to?\Are you talking about time travel?\Yes, I am.\I have no qualms about going, but... response:	Why me? For what reason?
context: To three years ago.\Thr-...\I'm sorry for saying something weird so suddenly!\Um... you don't want to?\Are you talking about time travel?\Yes, I am.\I have no qualms about going, but...\Why me? For what reason? response:	Well, you'll... understand once you get there.
context: Thr-...\I'm sorry for saying something weird so suddenly!\Um... you don't want to?\Are you talking about time travel?\Yes, I am.\I have no qualms about going, but...\Why me? For what reason?\Well, you'll... understand once you get there. response:	Probably.
context: I'm sorry for saying something weird so suddenly!\Um... you don't want to?\Are you talking about time travel?\Yes, I am.\I have no qualms about going, but...\Why me? For what reason?\Well, you'll... understand once you get there.\Probably. response:	Please!
context: Um... you don't want to?\Are you talking about time travel?\Yes, I am.\I have no qualms about going, but...\Why me? For what reason?\Well, you'll... understand once you get there.\Probably.\Please! response:	Don't ask any questions and just say okay!
context: Are you talking about time travel?\Yes, I am.\I have no qualms about going, but...\Why me? For what reason?\Well, you'll... understand once you get there.\Probably.\Please!\Don't ask any questions and just say okay! response:	Or else... I'll...
context: Yes, I am.\I have no qualms about going, but...\Why me? For what reason?\Well, you'll... understand once you get there.\Probably.\Please!\Don't ask any questions and just say okay!\Or else... I'll... response:	I...
context: I have no qualms about going, but...\Why me? For what reason?\Well, you'll... understand once you get there.\Probably.\Please!\Don't ask any questions and just say okay!\Or else... I'll...\I... response:	I'll be in trouble.
context: Why me? For what reason?\Well, you'll... understand once you get there.\Probably.\Please!\Don't ask any questions and just say okay!\Or else... I'll...\I...\I'll be in trouble. response:	She's really cute.
context: Well, you'll... understand once you get there.\Probably.\Please!\Don't ask any questions and just say okay!\Or else... I'll...\I...\I'll be in trouble.\She's really cute. response:	Well...
context: Probably.\Please!\Don't ask any questions and just say okay!\Or else... I'll...\I...\I'll be in trouble.\She's really cute.\Well... response:	Okay, I guess.
context: Please!\Don't ask any questions and just say okay!\Or else... I'll...\I...\I'll be in trouble.\She's really cute.\Well...\Okay, I guess. response:	Really?!
context: Don't ask any questions and just say okay!\Or else... I'll...\I...\I'll be in trouble.\She's really cute.\Well...\Okay, I guess.\Really?! response:	Thank you!
context: Or else... I'll...\I...\I'll be in trouble.\She's really cute.\Well...\Okay, I guess.\Really?!\Thank you! response:	So damn cute.
context: I...\I'll be in trouble.\She's really cute.\Well...\Okay, I guess.\Really?!\Thank you!\So damn cute. response:	What a relief.
context: I'll be in trouble.\She's really cute.\Well...\Okay, I guess.\Really?!\Thank you!\So damn cute.\What a relief. response:	Come to think of it, me believing that she was a time traveler wasn't just based on her word alone.
context: She's really cute.\Well...\Okay, I guess.\Really?!\Thank you!\So damn cute.\What a relief.\Come to think of it, me believing that she was a time traveler wasn't just based on her word alone. response:	And, speaking of proof, the existence of adult Asahina-san is the only bit of proof I have.
context: Well...\Okay, I guess.\Really?!\Thank you!\So damn cute.\What a relief.\Come to think of it, me believing that she was a time traveler wasn't just based on her word alone.\And, speaking of proof, the existence of adult Asahina-san is the only bit of proof I have. response:	That would make this quite the perfect chance to see for myself whether she's really from the future or not, wouldn't it?
context: Okay, I guess.\Really?!\Thank you!\So damn cute.\What a relief.\Come to think of it, me believing that she was a time traveler wasn't just based on her word alone.\And, speaking of proof, the existence of adult Asahina-san is the only bit of proof I have.\That would make this quite the perfect chance to see for myself whether she's really from the future or not, wouldn't it? response:	So where's the time machine?
context: Really?!\Thank you!\So damn cute.\What a relief.\Come to think of it, me believing that she was a time traveler wasn't just based on her word alone.\And, speaking of proof, the existence of adult Asahina-san is the only bit of proof I have.\That would make this quite the perfect chance to see for myself whether she's really from the future or not, wouldn't it?\So where's the time machine? response:	We'll go from right here.
context: Thank you!\So damn cute.\What a relief.\Come to think of it, me believing that she was a time traveler wasn't just based on her word alone.\And, speaking of proof, the existence of adult Asahina-san is the only bit of proof I have.\That would make this quite the perfect chance to see for myself whether she's really from the future or not, wouldn't it?\So where's the time machine?\We'll go from right here. response:	Right here?
context: So damn cute.\What a relief.\Come to think of it, me believing that she was a time traveler wasn't just based on her word alone.\And, speaking of proof, the existence of adult Asahina-san is the only bit of proof I have.\That would make this quite the perfect chance to see for myself whether she's really from the future or not, wouldn't it?\So where's the time machine?\We'll go from right here.\Right here? response:	Kyon-kun.
context: What a relief.\Come to think of it, me believing that she was a time traveler wasn't just based on her word alone.\And, speaking of proof, the existence of adult Asahina-san is the only bit of proof I have.\That would make this quite the perfect chance to see for myself whether she's really from the future or not, wouldn't it?\So where's the time machine?\We'll go from right here.\Right here?\Kyon-kun. response:	Sorry.
context: Come to think of it, me believing that she was a time traveler wasn't just based on her word alone.\And, speaking of proof, the existence of adult Asahina-san is the only bit of proof I have.\That would make this quite the perfect chance to see for myself whether she's really from the future or not, wouldn't it?\So where's the time machine?\We'll go from right here.\Right here?\Kyon-kun.\Sorry. response:	Oh, you're awake!
context: And, speaking of proof, the existence of adult Asahina-san is the only bit of proof I have.\That would make this quite the perfect chance to see for myself whether she's really from the future or not, wouldn't it?\So where's the time machine?\We'll go from right here.\Right here?\Kyon-kun.\Sorry.\Oh, you're awake! response:	Um... if you don't get up soon,
context: That would make this quite the perfect chance to see for myself whether she's really from the future or not, wouldn't it?\So where's the time machine?\We'll go from right here.\Right here?\Kyon-kun.\Sorry.\Oh, you're awake!\Um... if you don't get up soon, response:	my legs are going to fall asleep.
context: So where's the time machine?\We'll go from right here.\Right here?\Kyon-kun.\Sorry.\Oh, you're awake!\Um... if you don't get up soon,\my legs are going to fall asleep. response:	Why was I asleep?
context: We'll go from right here.\Right here?\Kyon-kun.\Sorry.\Oh, you're awake!\Um... if you don't get up soon,\my legs are going to fall asleep.\Why was I asleep? response:	Sorry, I can't let you know how to travel through time.
context: Right here?\Kyon-kun.\Sorry.\Oh, you're awake!\Um... if you don't get up soon,\my legs are going to fall asleep.\Why was I asleep?\Sorry, I can't let you know how to travel through time. response:	It's classified information.
context: Kyon-kun.\Sorry.\Oh, you're awake!\Um... if you don't get up soon,\my legs are going to fall asleep.\Why was I asleep?\Sorry, I can't let you know how to travel through time.\It's classified information. response:	Um... are you angry?
context: Sorry.\Oh, you're awake!\Um... if you don't get up soon,\my legs are going to fall asleep.\Why was I asleep?\Sorry, I can't let you know how to travel through time.\It's classified information.\Um... are you angry? response:	Nah, not at all.
context: Oh, you're awake!\Um... if you don't get up soon,\my legs are going to fall asleep.\Why was I asleep?\Sorry, I can't let you know how to travel through time.\It's classified information.\Um... are you angry?\Nah, not at all. response:	If it were Haruhi, I'd have punched her already.
context: Um... if you don't get up soon,\my legs are going to fall asleep.\Why was I asleep?\Sorry, I can't let you know how to travel through time.\It's classified information.\Um... are you angry?\Nah, not at all.\If it were Haruhi, I'd have punched her already. response:	But since it's you, Asahina-san, it's all okay.
context: my legs are going to fall asleep.\Why was I asleep?\Sorry, I can't let you know how to travel through time.\It's classified information.\Um... are you angry?\Nah, not at all.\If it were Haruhi, I'd have punched her already.\But since it's you, Asahina-san, it's all okay. response:	That's a relief.
context: Why was I asleep?\Sorry, I can't let you know how to travel through time.\It's classified information.\Um... are you angry?\Nah, not at all.\If it were Haruhi, I'd have punched her already.\But since it's you, Asahina-san, it's all okay.\That's a relief. response:	So we're now three years back in time?
context: Sorry, I can't let you know how to travel through time.\It's classified information.\Um... are you angry?\Nah, not at all.\If it were Haruhi, I'd have punched her already.\But since it's you, Asahina-san, it's all okay.\That's a relief.\So we're now three years back in time? response:	This is July 7th, three years ago.
context: It's classified information.\Um... are you angry?\Nah, not at all.\If it were Haruhi, I'd have punched her already.\But since it's you, Asahina-san, it's all okay.\That's a relief.\So we're now three years back in time?\This is July 7th, three years ago. response:	I think it's about 9 o'clock at night.
context: Um... are you angry?\Nah, not at all.\If it were Haruhi, I'd have punched her already.\But since it's you, Asahina-san, it's all okay.\That's a relief.\So we're now three years back in time?\This is July 7th, three years ago.\I think it's about 9 o'clock at night. response:	Seriously?
context: Nah, not at all.\If it were Haruhi, I'd have punched her already.\But since it's you, Asahina-san, it's all okay.\That's a relief.\So we're now three years back in time?\This is July 7th, three years ago.\I think it's about 9 o'clock at night.\Seriously? response:	Seriously.
context: If it were Haruhi, I'd have punched her already.\But since it's you, Asahina-san, it's all okay.\That's a relief.\So we're now three years back in time?\This is July 7th, three years ago.\I think it's about 9 o'clock at night.\Seriously?\Seriously. response:	This is the same park that Nagato called me to last time.
context: But since it's you, Asahina-san, it's all okay.\That's a relief.\So we're now three years back in time?\This is July 7th, three years ago.\I think it's about 9 o'clock at night.\Seriously?\Seriously.\This is the same park that Nagato called me to last time. response:	Is this a mecca for weird people?
context: That's a relief.\So we're now three years back in time?\This is July 7th, three years ago.\I think it's about 9 o'clock at night.\Seriously?\Seriously.\This is the same park that Nagato called me to last time.\Is this a mecca for weird people? response:	Asahina-san?
context: So we're now three years back in time?\This is July 7th, three years ago.\I think it's about 9 o'clock at night.\Seriously?\Seriously.\This is the same park that Nagato called me to last time.\Is this a mecca for weird people?\Asahina-san? response:	Um...
context: This is July 7th, three years ago.\I think it's about 9 o'clock at night.\Seriously?\Seriously.\This is the same park that Nagato called me to last time.\Is this a mecca for weird people?\Asahina-san?\Um... response:	Is she trying to imply something with this?
context: I think it's about 9 o'clock at night.\Seriously?\Seriously.\This is the same park that Nagato called me to last time.\Is this a mecca for weird people?\Asahina-san?\Um...\Is she trying to imply something with this? response:	Kyon-kun, good evening.
context: Seriously?\Seriously.\This is the same park that Nagato called me to last time.\Is this a mecca for weird people?\Asahina-san?\Um...\Is she trying to imply something with this?\Kyon-kun, good evening. response:	Asahina-san.
context: Seriously.\This is the same park that Nagato called me to last time.\Is this a mecca for weird people?\Asahina-san?\Um...\Is she trying to imply something with this?\Kyon-kun, good evening.\Asahina-san. response:	So this is what I looked like back then.
context: This is the same park that Nagato called me to last time.\Is this a mecca for weird people?\Asahina-san?\Um...\Is she trying to imply something with this?\Kyon-kun, good evening.\Asahina-san.\So this is what I looked like back then. response:	It was her job to guide you to this place.
context: Is this a mecca for weird people?\Asahina-san?\Um...\Is she trying to imply something with this?\Kyon-kun, good evening.\Asahina-san.\So this is what I looked like back then.\It was her job to guide you to this place. response:	From here on, guiding you will be my job.
context: Asahina-san?\Um...\Is she trying to imply something with this?\Kyon-kun, good evening.\Asahina-san.\So this is what I looked like back then.\It was her job to guide you to this place.\From here on, guiding you will be my job. response:	Were you the one who put Asahina-san to sleep?
context: Um...\Is she trying to imply something with this?\Kyon-kun, good evening.\Asahina-san.\So this is what I looked like back then.\It was her job to guide you to this place.\From here on, guiding you will be my job.\Were you the one who put Asahina-san to sleep? response:	I can't let her see me since I hadn't seen myself when I was her.
context: Is she trying to imply something with this?\Kyon-kun, good evening.\Asahina-san.\So this is what I looked like back then.\It was her job to guide you to this place.\From here on, guiding you will be my job.\Were you the one who put Asahina-san to sleep?\I can't let her see me since I hadn't seen myself when I was her. response:	Go down that road and you'll see a school.
context: Kyon-kun, good evening.\Asahina-san.\So this is what I looked like back then.\It was her job to guide you to this place.\From here on, guiding you will be my job.\Were you the one who put Asahina-san to sleep?\I can't let her see me since I hadn't seen myself when I was her.\Go down that road and you'll see a school. response:	Help the person who'll be standing in front of the school gate.
context: Asahina-san.\So this is what I looked like back then.\It was her job to guide you to this place.\From here on, guiding you will be my job.\Were you the one who put Asahina-san to sleep?\I can't let her see me since I hadn't seen myself when I was her.\Go down that road and you'll see a school.\Help the person who'll be standing in front of the school gate. response:	I'm sorry, but please carry my old self over there with you.
context: So this is what I looked like back then.\It was her job to guide you to this place.\From here on, guiding you will be my job.\Were you the one who put Asahina-san to sleep?\I can't let her see me since I hadn't seen myself when I was her.\Go down that road and you'll see a school.\Help the person who'll be standing in front of the school gate.\I'm sorry, but please carry my old self over there with you. response:	This feels like a game event.
context: It was her job to guide you to this place.\From here on, guiding you will be my job.\Were you the one who put Asahina-san to sleep?\I can't let her see me since I hadn't seen myself when I was her.\Go down that road and you'll see a school.\Help the person who'll be standing in front of the school gate.\I'm sorry, but please carry my old self over there with you.\This feels like a game event. response:	Do I get some kind of item as a reward?
context: From here on, guiding you will be my job.\Were you the one who put Asahina-san to sleep?\I can't let her see me since I hadn't seen myself when I was her.\Go down that road and you'll see a school.\Help the person who'll be standing in front of the school gate.\I'm sorry, but please carry my old self over there with you.\This feels like a game event.\Do I get some kind of item as a reward? response:	Reward?
context: Were you the one who put Asahina-san to sleep?\I can't let her see me since I hadn't seen myself when I was her.\Go down that road and you'll see a school.\Help the person who'll be standing in front of the school gate.\I'm sorry, but please carry my old self over there with you.\This feels like a game event.\Do I get some kind of item as a reward?\Reward? response:	Let's see...
context: I can't let her see me since I hadn't seen myself when I was her.\Go down that road and you'll see a school.\Help the person who'll be standing in front of the school gate.\I'm sorry, but please carry my old self over there with you.\This feels like a game event.\Do I get some kind of item as a reward?\Reward?\Let's see... response:	I don't have anything to give you.
context: Go down that road and you'll see a school.\Help the person who'll be standing in front of the school gate.\I'm sorry, but please carry my old self over there with you.\This feels like a game event.\Do I get some kind of item as a reward?\Reward?\Let's see...\I don't have anything to give you. response:	But you can just steal a kiss from my sleeping self over there.
context: Help the person who'll be standing in front of the school gate.\I'm sorry, but please carry my old self over there with you.\This feels like a game event.\Do I get some kind of item as a reward?\Reward?\Let's see...\I don't have anything to give you.\But you can just steal a kiss from my sleeping self over there. response:	Only when I'm sleeping, though.
context: I'm sorry, but please carry my old self over there with you.\This feels like a game event.\Do I get some kind of item as a reward?\Reward?\Let's see...\I don't have anything to give you.\But you can just steal a kiss from my sleeping self over there.\Only when I'm sleeping, though. response:	Thats... a bit...
context: This feels like a game event.\Do I get some kind of item as a reward?\Reward?\Let's see...\I don't have anything to give you.\But you can just steal a kiss from my sleeping self over there.\Only when I'm sleeping, though.\Thats... a bit... response:	In terms of my beliefs and the situation,
context: Do I get some kind of item as a reward?\Reward?\Let's see...\I don't have anything to give you.\But you can just steal a kiss from my sleeping self over there.\Only when I'm sleeping, though.\Thats... a bit...\In terms of my beliefs and the situation, response:	that goes against my values.
context: Reward?\Let's see...\I don't have anything to give you.\But you can just steal a kiss from my sleeping self over there.\Only when I'm sleeping, though.\Thats... a bit...\In terms of my beliefs and the situation,\that goes against my values. response:	However. Nah. But...
context: Let's see...\I don't have anything to give you.\But you can just steal a kiss from my sleeping self over there.\Only when I'm sleeping, though.\Thats... a bit...\In terms of my beliefs and the situation,\that goes against my values.\However. Nah. But... response:	It's time. I need to go.
context: I don't have anything to give you.\But you can just steal a kiss from my sleeping self over there.\Only when I'm sleeping, though.\Thats... a bit...\In terms of my beliefs and the situation,\that goes against my values.\However. Nah. But...\It's time. I need to go. response:	And please keep me a secret from her.
context: But you can just steal a kiss from my sleeping self over there.\Only when I'm sleeping, though.\Thats... a bit...\In terms of my beliefs and the situation,\that goes against my values.\However. Nah. But...\It's time. I need to go.\And please keep me a secret from her. response:	It's a promise, okay?
context: Only when I'm sleeping, though.\Thats... a bit...\In terms of my beliefs and the situation,\that goes against my values.\However. Nah. But...\It's time. I need to go.\And please keep me a secret from her.\It's a promise, okay? response:	Pinky promise.
context: Thats... a bit...\In terms of my beliefs and the situation,\that goes against my values.\However. Nah. But...\It's time. I need to go.\And please keep me a secret from her.\It's a promise, okay?\Pinky promise. response:	Pinky promise!
context: In terms of my beliefs and the situation,\that goes against my values.\However. Nah. But...\It's time. I need to go.\And please keep me a secret from her.\It's a promise, okay?\Pinky promise.\Pinky promise! response:	Goodbye, Kyon-kun.
context: that goes against my values.\However. Nah. But...\It's time. I need to go.\And please keep me a secret from her.\It's a promise, okay?\Pinky promise.\Pinky promise!\Goodbye, Kyon-kun. response:	See you again.
context: However. Nah. But...\It's time. I need to go.\And please keep me a secret from her.\It's a promise, okay?\Pinky promise.\Pinky promise!\Goodbye, Kyon-kun.\See you again. response:	I wonder how long it'll be before I meet the adult Asahina-san again?
context: It's time. I need to go.\And please keep me a secret from her.\It's a promise, okay?\Pinky promise.\Pinky promise!\Goodbye, Kyon-kun.\See you again.\I wonder how long it'll be before I meet the adult Asahina-san again? response:	It feels like she hasn't changed at all since we last met.
context: And please keep me a secret from her.\It's a promise, okay?\Pinky promise.\Pinky promise!\Goodbye, Kyon-kun.\See you again.\I wonder how long it'll be before I meet the adult Asahina-san again?\It feels like she hasn't changed at all since we last met. response:	More importantly, is this really three years ago?
context: It's a promise, okay?\Pinky promise.\Pinky promise!\Goodbye, Kyon-kun.\See you again.\I wonder how long it'll be before I meet the adult Asahina-san again?\It feels like she hasn't changed at all since we last met.\More importantly, is this really three years ago? response:	I need to find a way to make sure.
context: Pinky promise.\Pinky promise!\Goodbye, Kyon-kun.\See you again.\I wonder how long it'll be before I meet the adult Asahina-san again?\It feels like she hasn't changed at all since we last met.\More importantly, is this really three years ago?\I need to find a way to make sure. response:	Should I call 117?
context: Pinky promise!\Goodbye, Kyon-kun.\See you again.\I wonder how long it'll be before I meet the adult Asahina-san again?\It feels like she hasn't changed at all since we last met.\More importantly, is this really three years ago?\I need to find a way to make sure.\Should I call 117? response:	East Municipal Middle School
context: Goodbye, Kyon-kun.\See you again.\I wonder how long it'll be before I meet the adult Asahina-san again?\It feels like she hasn't changed at all since we last met.\More importantly, is this really three years ago?\I need to find a way to make sure.\Should I call 117?\East Municipal Middle School response:	East Middle, huh?
context: See you again.\I wonder how long it'll be before I meet the adult Asahina-san again?\It feels like she hasn't changed at all since we last met.\More importantly, is this really three years ago?\I need to find a way to make sure.\Should I call 117?\East Municipal Middle School\East Middle, huh? response:	Hey!
context: I wonder how long it'll be before I meet the adult Asahina-san again?\It feels like she hasn't changed at all since we last met.\More importantly, is this really three years ago?\I need to find a way to make sure.\Should I call 117?\East Municipal Middle School\East Middle, huh?\Hey! response:	Who are you?
context: It feels like she hasn't changed at all since we last met.\More importantly, is this really three years ago?\I need to find a way to make sure.\Should I call 117?\East Municipal Middle School\East Middle, huh?\Hey!\Who are you? response:	This really is three years ago.
context: More importantly, is this really three years ago?\I need to find a way to make sure.\Should I call 117?\East Municipal Middle School\East Middle, huh?\Hey!\Who are you?\This really is three years ago. response:	Suzumiya Haruhi, at the moment a first year middle school student.
context: I need to find a way to make sure.\Should I call 117?\East Municipal Middle School\East Middle, huh?\Hey!\Who are you?\This really is three years ago.\Suzumiya Haruhi, at the moment a first year middle school student. response:	I asked you who you are!
context: Should I call 117?\East Municipal Middle School\East Middle, huh?\Hey!\Who are you?\This really is three years ago.\Suzumiya Haruhi, at the moment a first year middle school student.\I asked you who you are! response:	A pervert? A kidnapper?
context: East Municipal Middle School\East Middle, huh?\Hey!\Who are you?\This really is three years ago.\Suzumiya Haruhi, at the moment a first year middle school student.\I asked you who you are!\A pervert? A kidnapper? response:	What're you doing here?
