context: Hmm... response:	Blanc et Noir.
context: Oh, it's GALAX.\You don't know about it, Senpai?\No.\I only use my cell phone for calls.\Seriously?\Are you a fossil, Senpai?\Who're you talking to?\Besides, you can use the NOTE to make contact! response:	But that's only with other Gatchaman.
context: You don't know about it, Senpai?\No.\I only use my cell phone for calls.\Seriously?\Are you a fossil, Senpai?\Who're you talking to?\Besides, you can use the NOTE to make contact!\But that's only with other Gatchaman. response:	Do you have any friends, Senpai?
context: No.\I only use my cell phone for calls.\Seriously?\Are you a fossil, Senpai?\Who're you talking to?\Besides, you can use the NOTE to make contact!\But that's only with other Gatchaman.\Do you have any friends, Senpai? response:	GALAX is fun.
context: I only use my cell phone for calls.\Seriously?\Are you a fossil, Senpai?\Who're you talking to?\Besides, you can use the NOTE to make contact!\But that's only with other Gatchaman.\Do you have any friends, Senpai?\GALAX is fun. response:	That's me.
context: Seriously?\Are you a fossil, Senpai?\Who're you talking to?\Besides, you can use the NOTE to make contact!\But that's only with other Gatchaman.\Do you have any friends, Senpai?\GALAX is fun.\That's me. response:	Aren't my clothes cute?
context: Are you a fossil, Senpai?\Who're you talking to?\Besides, you can use the NOTE to make contact!\But that's only with other Gatchaman.\Do you have any friends, Senpai?\GALAX is fun.\That's me.\Aren't my clothes cute? response:	I designed them, myself.
context: Who're you talking to?\Besides, you can use the NOTE to make contact!\But that's only with other Gatchaman.\Do you have any friends, Senpai?\GALAX is fun.\That's me.\Aren't my clothes cute?\I designed them, myself. response:	Cute.
context: Besides, you can use the NOTE to make contact!\But that's only with other Gatchaman.\Do you have any friends, Senpai?\GALAX is fun.\That's me.\Aren't my clothes cute?\I designed them, myself.\Cute. response:	They've become sort of popular.
context: But that's only with other Gatchaman.\Do you have any friends, Senpai?\GALAX is fun.\That's me.\Aren't my clothes cute?\I designed them, myself.\Cute.\They've become sort of popular. response:	See, she's wearing them, too.
context: Do you have any friends, Senpai?\GALAX is fun.\That's me.\Aren't my clothes cute?\I designed them, myself.\Cute.\They've become sort of popular.\See, she's wearing them, too. response:	Hi, Rei-chan!
context: GALAX is fun.\That's me.\Aren't my clothes cute?\I designed them, myself.\Cute.\They've become sort of popular.\See, she's wearing them, too.\Hi, Rei-chan! response:	So it's just playing dress-up.
context: That's me.\Aren't my clothes cute?\I designed them, myself.\Cute.\They've become sort of popular.\See, she's wearing them, too.\Hi, Rei-chan!\So it's just playing dress-up. response:	That's not true.
context: Aren't my clothes cute?\I designed them, myself.\Cute.\They've become sort of popular.\See, she's wearing them, too.\Hi, Rei-chan!\So it's just playing dress-up.\That's not true. response:	GALAX is amazing.
context: I designed them, myself.\Cute.\They've become sort of popular.\See, she's wearing them, too.\Hi, Rei-chan!\So it's just playing dress-up.\That's not true.\GALAX is amazing. response:	It celebrates birthdays, too.
context: Cute.\They've become sort of popular.\See, she's wearing them, too.\Hi, Rei-chan!\So it's just playing dress-up.\That's not true.\GALAX is amazing.\It celebrates birthdays, too. response:	It's just a game.
context: They've become sort of popular.\See, she's wearing them, too.\Hi, Rei-chan!\So it's just playing dress-up.\That's not true.\GALAX is amazing.\It celebrates birthdays, too.\It's just a game. response:	There are bars and gyms, too.
context: See, she's wearing them, too.\Hi, Rei-chan!\So it's just playing dress-up.\That's not true.\GALAX is amazing.\It celebrates birthdays, too.\It's just a game.\There are bars and gyms, too. response:	I got a huge workout last week.
context: Hi, Rei-chan!\So it's just playing dress-up.\That's not true.\GALAX is amazing.\It celebrates birthdays, too.\It's just a game.\There are bars and gyms, too.\I got a huge workout last week. response:	It's a game.
context: So it's just playing dress-up.\That's not true.\GALAX is amazing.\It celebrates birthdays, too.\It's just a game.\There are bars and gyms, too.\I got a huge workout last week.\It's a game. response:	You can catch pervs and stalkers, too.
context: That's not true.\GALAX is amazing.\It celebrates birthdays, too.\It's just a game.\There are bars and gyms, too.\I got a huge workout last week.\It's a game.\You can catch pervs and stalkers, too. response:	It's not like we only interact on GALAX.
context: GALAX is amazing.\It celebrates birthdays, too.\It's just a game.\There are bars and gyms, too.\I got a huge workout last week.\It's a game.\You can catch pervs and stalkers, too.\It's not like we only interact on GALAX. response:	During the disaster, GALAX was a huge help.
context: It celebrates birthdays, too.\It's just a game.\There are bars and gyms, too.\I got a huge workout last week.\It's a game.\You can catch pervs and stalkers, too.\It's not like we only interact on GALAX.\During the disaster, GALAX was a huge help. response:	Haven't you seen the news, Senpai?
context: It's just a game.\There are bars and gyms, too.\I got a huge workout last week.\It's a game.\You can catch pervs and stalkers, too.\It's not like we only interact on GALAX.\During the disaster, GALAX was a huge help.\Haven't you seen the news, Senpai? response:	Everyone's been working really hard since then.
context: There are bars and gyms, too.\I got a huge workout last week.\It's a game.\You can catch pervs and stalkers, too.\It's not like we only interact on GALAX.\During the disaster, GALAX was a huge help.\Haven't you seen the news, Senpai?\Everyone's been working really hard since then. response:	I went to help out just the other day, too.
context: I got a huge workout last week.\It's a game.\You can catch pervs and stalkers, too.\It's not like we only interact on GALAX.\During the disaster, GALAX was a huge help.\Haven't you seen the news, Senpai?\Everyone's been working really hard since then.\I went to help out just the other day, too. response:	Did you?
context: It's a game.\You can catch pervs and stalkers, too.\It's not like we only interact on GALAX.\During the disaster, GALAX was a huge help.\Haven't you seen the news, Senpai?\Everyone's been working really hard since then.\I went to help out just the other day, too.\Did you? response:	The stars are awesome.
context: You can catch pervs and stalkers, too.\It's not like we only interact on GALAX.\During the disaster, GALAX was a huge help.\Haven't you seen the news, Senpai?\Everyone's been working really hard since then.\I went to help out just the other day, too.\Did you?\The stars are awesome. response:	I see...
context: It's not like we only interact on GALAX.\During the disaster, GALAX was a huge help.\Haven't you seen the news, Senpai?\Everyone's been working really hard since then.\I went to help out just the other day, too.\Did you?\The stars are awesome.\I see... response:	Decline Answer
context: During the disaster, GALAX was a huge help.\Haven't you seen the news, Senpai?\Everyone's been working really hard since then.\I went to help out just the other day, too.\Did you?\The stars are awesome.\I see...\Decline Answer response:	Mom
context: Haven't you seen the news, Senpai?\Everyone's been working really hard since then.\I went to help out just the other day, too.\Did you?\The stars are awesome.\I see...\Decline Answer\Mom response:	Incoming Call
context: Everyone's been working really hard since then.\I went to help out just the other day, too.\Did you?\The stars are awesome.\I see...\Decline Answer\Mom\Incoming Call response:	Hello.
context: I went to help out just the other day, too.\Did you?\The stars are awesome.\I see...\Decline Answer\Mom\Incoming Call\Hello. response:	Yep, I'm fine.
context: Did you?\The stars are awesome.\I see...\Decline Answer\Mom\Incoming Call\Hello.\Yep, I'm fine. response:	I fought.
context: The stars are awesome.\I see...\Decline Answer\Mom\Incoming Call\Hello.\Yep, I'm fine.\I fought. response:	Huh?
context: I see...\Decline Answer\Mom\Incoming Call\Hello.\Yep, I'm fine.\I fought.\Huh? response:	I didn't get hurt.
context: Decline Answer\Mom\Incoming Call\Hello.\Yep, I'm fine.\I fought.\Huh?\I didn't get hurt. response:	I'm fine, okay? But my new home...
context: Mom\Incoming Call\Hello.\Yep, I'm fine.\I fought.\Huh?\I didn't get hurt.\I'm fine, okay? But my new home... response:	Tachikawa City Hall
context: Incoming Call\Hello.\Yep, I'm fine.\I fought.\Huh?\I didn't get hurt.\I'm fine, okay? But my new home...\Tachikawa City Hall response:	Okay, I'll be leaving now, then.
context: Hello.\Yep, I'm fine.\I fought.\Huh?\I didn't get hurt.\I'm fine, okay? But my new home...\Tachikawa City Hall\Okay, I'll be leaving now, then. response:	Hey, hey.
context: Yep, I'm fine.\I fought.\Huh?\I didn't get hurt.\I'm fine, okay? But my new home...\Tachikawa City Hall\Okay, I'll be leaving now, then.\Hey, hey. response:	Jou-san, is it true that you're a Tokyo University graduate?
context: I fought.\Huh?\I didn't get hurt.\I'm fine, okay? But my new home...\Tachikawa City Hall\Okay, I'll be leaving now, then.\Hey, hey.\Jou-san, is it true that you're a Tokyo University graduate? response:	Maybe. I don't remember things that far back.
context: Huh?\I didn't get hurt.\I'm fine, okay? But my new home...\Tachikawa City Hall\Okay, I'll be leaving now, then.\Hey, hey.\Jou-san, is it true that you're a Tokyo University graduate?\Maybe. I don't remember things that far back. response:	Why are you working at City Hall?
context: I didn't get hurt.\I'm fine, okay? But my new home...\Tachikawa City Hall\Okay, I'll be leaving now, then.\Hey, hey.\Jou-san, is it true that you're a Tokyo University graduate?\Maybe. I don't remember things that far back.\Why are you working at City Hall? response:	You're so efficient.
context: I'm fine, okay? But my new home...\Tachikawa City Hall\Okay, I'll be leaving now, then.\Hey, hey.\Jou-san, is it true that you're a Tokyo University graduate?\Maybe. I don't remember things that far back.\Why are you working at City Hall?\You're so efficient. response:	Maybe for the downtime?
context: Tachikawa City Hall\Okay, I'll be leaving now, then.\Hey, hey.\Jou-san, is it true that you're a Tokyo University graduate?\Maybe. I don't remember things that far back.\Why are you working at City Hall?\You're so efficient.\Maybe for the downtime? response:	I heard Jou-san was asked
context: Okay, I'll be leaving now, then.\Hey, hey.\Jou-san, is it true that you're a Tokyo University graduate?\Maybe. I don't remember things that far back.\Why are you working at City Hall?\You're so efficient.\Maybe for the downtime?\I heard Jou-san was asked response:	by the mayor if he'd like to become his secretary.
context: Hey, hey.\Jou-san, is it true that you're a Tokyo University graduate?\Maybe. I don't remember things that far back.\Why are you working at City Hall?\You're so efficient.\Maybe for the downtime?\I heard Jou-san was asked\by the mayor if he'd like to become his secretary. response:	That's a great opportunity!
context: Jou-san, is it true that you're a Tokyo University graduate?\Maybe. I don't remember things that far back.\Why are you working at City Hall?\You're so efficient.\Maybe for the downtime?\I heard Jou-san was asked\by the mayor if he'd like to become his secretary.\That's a great opportunity! response:	I'm not interested.
context: Maybe. I don't remember things that far back.\Why are you working at City Hall?\You're so efficient.\Maybe for the downtime?\I heard Jou-san was asked\by the mayor if he'd like to become his secretary.\That's a great opportunity!\I'm not interested. response:	Major terrorist attack.
context: Why are you working at City Hall?\You're so efficient.\Maybe for the downtime?\I heard Jou-san was asked\by the mayor if he'd like to become his secretary.\That's a great opportunity!\I'm not interested.\Major terrorist attack. response:	Major Terrorist Attack
context: You're so efficient.\Maybe for the downtime?\I heard Jou-san was asked\by the mayor if he'd like to become his secretary.\That's a great opportunity!\I'm not interested.\Major terrorist attack.\Major Terrorist Attack response:	Major Terrorist Attack in Chiyoda Ward Please evacuate.
context: Maybe for the downtime?\I heard Jou-san was asked\by the mayor if he'd like to become his secretary.\That's a great opportunity!\I'm not interested.\Major terrorist attack.\Major Terrorist Attack\Major Terrorist Attack in Chiyoda Ward Please evacuate. response:	Major terrorist attack.
context: I heard Jou-san was asked\by the mayor if he'd like to become his secretary.\That's a great opportunity!\I'm not interested.\Major terrorist attack.\Major Terrorist Attack\Major Terrorist Attack in Chiyoda Ward Please evacuate.\Major terrorist attack. response:	Oh, was the drill today?
context: by the mayor if he'd like to become his secretary.\That's a great opportunity!\I'm not interested.\Major terrorist attack.\Major Terrorist Attack\Major Terrorist Attack in Chiyoda Ward Please evacuate.\Major terrorist attack.\Oh, was the drill today? response:	It'd be so scary if we actually had one.
context: That's a great opportunity!\I'm not interested.\Major terrorist attack.\Major Terrorist Attack\Major Terrorist Attack in Chiyoda Ward Please evacuate.\Major terrorist attack.\Oh, was the drill today?\It'd be so scary if we actually had one. response:	This area may also be in danger of a terrorist attack.
context: I'm not interested.\Major terrorist attack.\Major Terrorist Attack\Major Terrorist Attack in Chiyoda Ward Please evacuate.\Major terrorist attack.\Oh, was the drill today?\It'd be so scary if we actually had one.\This area may also be in danger of a terrorist attack. response:	It's actually already happening...
context: Major terrorist attack.\Major Terrorist Attack\Major Terrorist Attack in Chiyoda Ward Please evacuate.\Major terrorist attack.\Oh, was the drill today?\It'd be so scary if we actually had one.\This area may also be in danger of a terrorist attack.\It's actually already happening... response:	Tama Monorail
context: Major Terrorist Attack\Major Terrorist Attack in Chiyoda Ward Please evacuate.\Major terrorist attack.\Oh, was the drill today?\It'd be so scary if we actually had one.\This area may also be in danger of a terrorist attack.\It's actually already happening...\Tama Monorail response:	Senpai!
context: Major Terrorist Attack in Chiyoda Ward Please evacuate.\Major terrorist attack.\Oh, was the drill today?\It'd be so scary if we actually had one.\This area may also be in danger of a terrorist attack.\It's actually already happening...\Tama Monorail\Senpai! response:	Hurry!
context: Major terrorist attack.\Oh, was the drill today?\It'd be so scary if we actually had one.\This area may also be in danger of a terrorist attack.\It's actually already happening...\Tama Monorail\Senpai!\Hurry! response:	Chartered Monorail Ride 18th GALAX Collage Community Meetup
context: Oh, was the drill today?\It'd be so scary if we actually had one.\This area may also be in danger of a terrorist attack.\It's actually already happening...\Tama Monorail\Senpai!\Hurry!\Chartered Monorail Ride 18th GALAX Collage Community Meetup response:	GALAX Collage Community Meetup...
context: It'd be so scary if we actually had one.\This area may also be in danger of a terrorist attack.\It's actually already happening...\Tama Monorail\Senpai!\Hurry!\Chartered Monorail Ride 18th GALAX Collage Community Meetup\GALAX Collage Community Meetup... response:	Collage?
context: This area may also be in danger of a terrorist attack.\It's actually already happening...\Tama Monorail\Senpai!\Hurry!\Chartered Monorail Ride 18th GALAX Collage Community Meetup\GALAX Collage Community Meetup...\Collage? response:	What's with this gathering?
context: It's actually already happening...\Tama Monorail\Senpai!\Hurry!\Chartered Monorail Ride 18th GALAX Collage Community Meetup\GALAX Collage Community Meetup...\Collage?\What's with this gathering? response:	Does everyone have too much time on their hands?
context: Tama Monorail\Senpai!\Hurry!\Chartered Monorail Ride 18th GALAX Collage Community Meetup\GALAX Collage Community Meetup...\Collage?\What's with this gathering?\Does everyone have too much time on their hands? response:	Are they unemployed?
context: Senpai!\Hurry!\Chartered Monorail Ride 18th GALAX Collage Community Meetup\GALAX Collage Community Meetup...\Collage?\What's with this gathering?\Does everyone have too much time on their hands?\Are they unemployed? response:	Senpai, you haven't done anything yet.
context: Hurry!\Chartered Monorail Ride 18th GALAX Collage Community Meetup\GALAX Collage Community Meetup...\Collage?\What's with this gathering?\Does everyone have too much time on their hands?\Are they unemployed?\Senpai, you haven't done anything yet. response:	What would I know about this collage business?
context: Chartered Monorail Ride 18th GALAX Collage Community Meetup\GALAX Collage Community Meetup...\Collage?\What's with this gathering?\Does everyone have too much time on their hands?\Are they unemployed?\Senpai, you haven't done anything yet.\What would I know about this collage business? response:	Anything goes. Just give it a try!
context: GALAX Collage Community Meetup...\Collage?\What's with this gathering?\Does everyone have too much time on their hands?\Are they unemployed?\Senpai, you haven't done anything yet.\What would I know about this collage business?\Anything goes. Just give it a try! response:	Here, use this maste.
context: Collage?\What's with this gathering?\Does everyone have too much time on their hands?\Are they unemployed?\Senpai, you haven't done anything yet.\What would I know about this collage business?\Anything goes. Just give it a try!\Here, use this maste. response:	Maste?
context: What's with this gathering?\Does everyone have too much time on their hands?\Are they unemployed?\Senpai, you haven't done anything yet.\What would I know about this collage business?\Anything goes. Just give it a try!\Here, use this maste.\Maste? response:	Masking tape.
context: Does everyone have too much time on their hands?\Are they unemployed?\Senpai, you haven't done anything yet.\What would I know about this collage business?\Anything goes. Just give it a try!\Here, use this maste.\Maste?\Masking tape. response:	Like this...
context: Are they unemployed?\Senpai, you haven't done anything yet.\What would I know about this collage business?\Anything goes. Just give it a try!\Here, use this maste.\Maste?\Masking tape.\Like this... response:	And ta-da!
context: Senpai, you haven't done anything yet.\What would I know about this collage business?\Anything goes. Just give it a try!\Here, use this maste.\Maste?\Masking tape.\Like this...\And ta-da! response:	Isn't your sword pretty?
context: What would I know about this collage business?\Anything goes. Just give it a try!\Here, use this maste.\Maste?\Masking tape.\Like this...\And ta-da!\Isn't your sword pretty? response:	C'mon, let's go join everyone.
context: Anything goes. Just give it a try!\Here, use this maste.\Maste?\Masking tape.\Like this...\And ta-da!\Isn't your sword pretty?\C'mon, let's go join everyone. response:	I'm Kuwabara.
context: Here, use this maste.\Maste?\Masking tape.\Like this...\And ta-da!\Isn't your sword pretty?\C'mon, let's go join everyone.\I'm Kuwabara. response:	Senpai, he's Baracchi.
context: Maste?\Masking tape.\Like this...\And ta-da!\Isn't your sword pretty?\C'mon, let's go join everyone.\I'm Kuwabara.\Senpai, he's Baracchi. response:	Hi.
context: Masking tape.\Like this...\And ta-da!\Isn't your sword pretty?\C'mon, let's go join everyone.\I'm Kuwabara.\Senpai, he's Baracchi.\Hi. response:	This guy isn't just anyone.
context: Like this...\And ta-da!\Isn't your sword pretty?\C'mon, let's go join everyone.\I'm Kuwabara.\Senpai, he's Baracchi.\Hi.\This guy isn't just anyone. response:	Who is he?
context: And ta-da!\Isn't your sword pretty?\C'mon, let's go join everyone.\I'm Kuwabara.\Senpai, he's Baracchi.\Hi.\This guy isn't just anyone.\Who is he? response:	Baracchi's a fire chief.
context: Isn't your sword pretty?\C'mon, let's go join everyone.\I'm Kuwabara.\Senpai, he's Baracchi.\Hi.\This guy isn't just anyone.\Who is he?\Baracchi's a fire chief. response:	Huh?
context: C'mon, let's go join everyone.\I'm Kuwabara.\Senpai, he's Baracchi.\Hi.\This guy isn't just anyone.\Who is he?\Baracchi's a fire chief.\Huh? response:	That man is Nobu-san,
context: I'm Kuwabara.\Senpai, he's Baracchi.\Hi.\This guy isn't just anyone.\Who is he?\Baracchi's a fire chief.\Huh?\That man is Nobu-san, response:	the mayor of Tachikawa City.
context: Senpai, he's Baracchi.\Hi.\This guy isn't just anyone.\Who is he?\Baracchi's a fire chief.\Huh?\That man is Nobu-san,\the mayor of Tachikawa City. response:	Th-The mayor?!
context: Hi.\This guy isn't just anyone.\Who is he?\Baracchi's a fire chief.\Huh?\That man is Nobu-san,\the mayor of Tachikawa City.\Th-The mayor?! response:	She's right.
context: This guy isn't just anyone.\Who is he?\Baracchi's a fire chief.\Huh?\That man is Nobu-san,\the mayor of Tachikawa City.\Th-The mayor?!\She's right. response:	Hey, look.
context: Who is he?\Baracchi's a fire chief.\Huh?\That man is Nobu-san,\the mayor of Tachikawa City.\Th-The mayor?!\She's right.\Hey, look. response:	Sir?
context: Baracchi's a fire chief.\Huh?\That man is Nobu-san,\the mayor of Tachikawa City.\Th-The mayor?!\She's right.\Hey, look.\Sir? response:	These are pictures of my daughter growing up.
context: Huh?\That man is Nobu-san,\the mayor of Tachikawa City.\Th-The mayor?!\She's right.\Hey, look.\Sir?\These are pictures of my daughter growing up. response:	Nice, right?
context: That man is Nobu-san,\the mayor of Tachikawa City.\Th-The mayor?!\She's right.\Hey, look.\Sir?\These are pictures of my daughter growing up.\Nice, right? response:	Right...
context: the mayor of Tachikawa City.\Th-The mayor?!\She's right.\Hey, look.\Sir?\These are pictures of my daughter growing up.\Nice, right?\Right... response:	I apologize for not recognizing you.
context: Th-The mayor?!\She's right.\Hey, look.\Sir?\These are pictures of my daughter growing up.\Nice, right?\Right...\I apologize for not recognizing you. response:	I am her, I mean Ichinose's, classmate
context: She's right.\Hey, look.\Sir?\These are pictures of my daughter growing up.\Nice, right?\Right...\I apologize for not recognizing you.\I am her, I mean Ichinose's, classmate response:	Oh, your surname is Ichinose, Hajime-chan?
context: Hey, look.\Sir?\These are pictures of my daughter growing up.\Nice, right?\Right...\I apologize for not recognizing you.\I am her, I mean Ichinose's, classmate\Oh, your surname is Ichinose, Hajime-chan? response:	Really?
context: Sir?\These are pictures of my daughter growing up.\Nice, right?\Right...\I apologize for not recognizing you.\I am her, I mean Ichinose's, classmate\Oh, your surname is Ichinose, Hajime-chan?\Really? response:	You don't look like an Ichinose.
context: These are pictures of my daughter growing up.\Nice, right?\Right...\I apologize for not recognizing you.\I am her, I mean Ichinose's, classmate\Oh, your surname is Ichinose, Hajime-chan?\Really?\You don't look like an Ichinose. response:	Hey!
context: Nice, right?\Right...\I apologize for not recognizing you.\I am her, I mean Ichinose's, classmate\Oh, your surname is Ichinose, Hajime-chan?\Really?\You don't look like an Ichinose.\Hey! response:	You should've told me beforehand
context: Right...\I apologize for not recognizing you.\I am her, I mean Ichinose's, classmate\Oh, your surname is Ichinose, Hajime-chan?\Really?\You don't look like an Ichinose.\Hey!\You should've told me beforehand response:	that they were the fire chief and the mayor!
context: I apologize for not recognizing you.\I am her, I mean Ichinose's, classmate\Oh, your surname is Ichinose, Hajime-chan?\Really?\You don't look like an Ichinose.\Hey!\You should've told me beforehand\that they were the fire chief and the mayor! response:	But they're all just normal guys.
context: I am her, I mean Ichinose's, classmate\Oh, your surname is Ichinose, Hajime-chan?\Really?\You don't look like an Ichinose.\Hey!\You should've told me beforehand\that they were the fire chief and the mayor!\But they're all just normal guys. response:	They're totally harmless.
context: Oh, your surname is Ichinose, Hajime-chan?\Really?\You don't look like an Ichinose.\Hey!\You should've told me beforehand\that they were the fire chief and the mayor!\But they're all just normal guys.\They're totally harmless. response:	Who is she,
context: Really?\You don't look like an Ichinose.\Hey!\You should've told me beforehand\that they were the fire chief and the mayor!\But they're all just normal guys.\They're totally harmless.\Who is she, response:	really?
context: You don't look like an Ichinose.\Hey!\You should've told me beforehand\that they were the fire chief and the mayor!\But they're all just normal guys.\They're totally harmless.\Who is she,\really? response:	You have a great kouhai.
context: Hey!\You should've told me beforehand\that they were the fire chief and the mayor!\But they're all just normal guys.\They're totally harmless.\Who is she,\really?\You have a great kouhai. response:	Sir?
context: You should've told me beforehand\that they were the fire chief and the mayor!\But they're all just normal guys.\They're totally harmless.\Who is she,\really?\You have a great kouhai.\Sir? response:	This meetup began after Hajime-chan posted on GALAX.
context: that they were the fire chief and the mayor!\But they're all just normal guys.\They're totally harmless.\Who is she,\really?\You have a great kouhai.\Sir?\This meetup began after Hajime-chan posted on GALAX. response:	She said we should make
context: But they're all just normal guys.\They're totally harmless.\Who is she,\really?\You have a great kouhai.\Sir?\This meetup began after Hajime-chan posted on GALAX.\She said we should make response:	collages to send messages to the disaster zones.
context: They're totally harmless.\Who is she,\really?\You have a great kouhai.\Sir?\This meetup began after Hajime-chan posted on GALAX.\She said we should make\collages to send messages to the disaster zones. response:	I see.
context: Who is she,\really?\You have a great kouhai.\Sir?\This meetup began after Hajime-chan posted on GALAX.\She said we should make\collages to send messages to the disaster zones.\I see. response:	Over time, we just got into collage.
context: really?\You have a great kouhai.\Sir?\This meetup began after Hajime-chan posted on GALAX.\She said we should make\collages to send messages to the disaster zones.\I see.\Over time, we just got into collage. response:	Now, my daughter and I show each other our planners.
context: You have a great kouhai.\Sir?\This meetup began after Hajime-chan posted on GALAX.\She said we should make\collages to send messages to the disaster zones.\I see.\Over time, we just got into collage.\Now, my daughter and I show each other our planners. response:	They say how young'uns these days are no good,
context: Sir?\This meetup began after Hajime-chan posted on GALAX.\She said we should make\collages to send messages to the disaster zones.\I see.\Over time, we just got into collage.\Now, my daughter and I show each other our planners.\They say how young'uns these days are no good, response:	Smile! Let's have fun again.
context: This meetup began after Hajime-chan posted on GALAX.\She said we should make\collages to send messages to the disaster zones.\I see.\Over time, we just got into collage.\Now, my daughter and I show each other our planners.\They say how young'uns these days are no good,\Smile! Let's have fun again. response:	Together Forever
context: She said we should make\collages to send messages to the disaster zones.\I see.\Over time, we just got into collage.\Now, my daughter and I show each other our planners.\They say how young'uns these days are no good,\Smile! Let's have fun again.\Together Forever response:	Cheer is important Cheer is the best!
context: collages to send messages to the disaster zones.\I see.\Over time, we just got into collage.\Now, my daughter and I show each other our planners.\They say how young'uns these days are no good,\Smile! Let's have fun again.\Together Forever\Cheer is important Cheer is the best! response:	but you never know until you actually get to know one.
context: I see.\Over time, we just got into collage.\Now, my daughter and I show each other our planners.\They say how young'uns these days are no good,\Smile! Let's have fun again.\Together Forever\Cheer is important Cheer is the best!\but you never know until you actually get to know one. response:	Hey, it's not bad.
context: Over time, we just got into collage.\Now, my daughter and I show each other our planners.\They say how young'uns these days are no good,\Smile! Let's have fun again.\Together Forever\Cheer is important Cheer is the best!\but you never know until you actually get to know one.\Hey, it's not bad. response:	I'm not cut out for this, after all.
context: Now, my daughter and I show each other our planners.\They say how young'uns these days are no good,\Smile! Let's have fun again.\Together Forever\Cheer is important Cheer is the best!\but you never know until you actually get to know one.\Hey, it's not bad.\I'm not cut out for this, after all. response:	It's fine.
context: They say how young'uns these days are no good,\Smile! Let's have fun again.\Together Forever\Cheer is important Cheer is the best!\but you never know until you actually get to know one.\Hey, it's not bad.\I'm not cut out for this, after all.\It's fine. response:	Everyone's is different.
context: Smile! Let's have fun again.\Together Forever\Cheer is important Cheer is the best!\but you never know until you actually get to know one.\Hey, it's not bad.\I'm not cut out for this, after all.\It's fine.\Everyone's is different. response:	I see...
context: Together Forever\Cheer is important Cheer is the best!\but you never know until you actually get to know one.\Hey, it's not bad.\I'm not cut out for this, after all.\It's fine.\Everyone's is different.\I see... response:	Man, I hope the whole world gets this way, too.
context: Cheer is important Cheer is the best!\but you never know until you actually get to know one.\Hey, it's not bad.\I'm not cut out for this, after all.\It's fine.\Everyone's is different.\I see...\Man, I hope the whole world gets this way, too. response:	Huh? The world?
context: but you never know until you actually get to know one.\Hey, it's not bad.\I'm not cut out for this, after all.\It's fine.\Everyone's is different.\I see...\Man, I hope the whole world gets this way, too.\Huh? The world? response:	Kind of like this.
context: Hey, it's not bad.\I'm not cut out for this, after all.\It's fine.\Everyone's is different.\I see...\Man, I hope the whole world gets this way, too.\Huh? The world?\Kind of like this. response:	Lots of different things coming together,
context: I'm not cut out for this, after all.\It's fine.\Everyone's is different.\I see...\Man, I hope the whole world gets this way, too.\Huh? The world?\Kind of like this.\Lots of different things coming together, response:	but everyone still smiling... That'd be great.
context: It's fine.\Everyone's is different.\I see...\Man, I hope the whole world gets this way, too.\Huh? The world?\Kind of like this.\Lots of different things coming together,\but everyone still smiling... That'd be great. response:	Being a civil servant is great, no?
context: Everyone's is different.\I see...\Man, I hope the whole world gets this way, too.\Huh? The world?\Kind of like this.\Lots of different things coming together,\but everyone still smiling... That'd be great.\Being a civil servant is great, no? response:	You can start drinking early.
context: I see...\Man, I hope the whole world gets this way, too.\Huh? The world?\Kind of like this.\Lots of different things coming together,\but everyone still smiling... That'd be great.\Being a civil servant is great, no?\You can start drinking early. response:	I guess.
context: Man, I hope the whole world gets this way, too.\Huh? The world?\Kind of like this.\Lots of different things coming together,\but everyone still smiling... That'd be great.\Being a civil servant is great, no?\You can start drinking early.\I guess. response:	Hey, you should compete once.
context: Huh? The world?\Kind of like this.\Lots of different things coming together,\but everyone still smiling... That'd be great.\Being a civil servant is great, no?\You can start drinking early.\I guess.\Hey, you should compete once. response:	You have a chance at winning.
context: Kind of like this.\Lots of different things coming together,\but everyone still smiling... That'd be great.\Being a civil servant is great, no?\You can start drinking early.\I guess.\Hey, you should compete once.\You have a chance at winning. response:	No way, Alan.
context: Lots of different things coming together,\but everyone still smiling... That'd be great.\Being a civil servant is great, no?\You can start drinking early.\I guess.\Hey, you should compete once.\You have a chance at winning.\No way, Alan. response:	There are tons of guys better than me.
context: but everyone still smiling... That'd be great.\Being a civil servant is great, no?\You can start drinking early.\I guess.\Hey, you should compete once.\You have a chance at winning.\No way, Alan.\There are tons of guys better than me. response:	You've changed, Jou.
context: Being a civil servant is great, no?\You can start drinking early.\I guess.\Hey, you should compete once.\You have a chance at winning.\No way, Alan.\There are tons of guys better than me.\You've changed, Jou. response:	Have your dreams changed, too?
context: You can start drinking early.\I guess.\Hey, you should compete once.\You have a chance at winning.\No way, Alan.\There are tons of guys better than me.\You've changed, Jou.\Have your dreams changed, too? response:	Nah.
context: I guess.\Hey, you should compete once.\You have a chance at winning.\No way, Alan.\There are tons of guys better than me.\You've changed, Jou.\Have your dreams changed, too?\Nah. response:	I see.
context: Hey, you should compete once.\You have a chance at winning.\No way, Alan.\There are tons of guys better than me.\You've changed, Jou.\Have your dreams changed, too?\Nah.\I see. response:	world peace.
context: You have a chance at winning.\No way, Alan.\There are tons of guys better than me.\You've changed, Jou.\Have your dreams changed, too?\Nah.\I see.\world peace. response:	U-tsu-tsu-chan!
