context: Japan... response:	So peaceful, I think I might yawn.
context: I'm Paula! Nice to meet you!\Ooohh, so hot!\Are you a boy?\ALEADY HAS A LITTLE\You have absolutely no chest.\Who the hell are you to talk?\Come on, what about you? Looking just like a boy yourself!\Who in their right mind says stuff like that to a stranger? response:	I was self-conscious about it! So self-conscious about it!
context: Ooohh, so hot!\Are you a boy?\ALEADY HAS A LITTLE\You have absolutely no chest.\Who the hell are you to talk?\Come on, what about you? Looking just like a boy yourself!\Who in their right mind says stuff like that to a stranger?\I was self-conscious about it! So self-conscious about it! response:	Since that day, I went on countless missions with you,
context: Are you a boy?\ALEADY HAS A LITTLE\You have absolutely no chest.\Who the hell are you to talk?\Come on, what about you? Looking just like a boy yourself!\Who in their right mind says stuff like that to a stranger?\I was self-conscious about it! So self-conscious about it!\Since that day, I went on countless missions with you, response:	ABDUCTION
context: ALEADY HAS A LITTLE\You have absolutely no chest.\Who the hell are you to talk?\Come on, what about you? Looking just like a boy yourself!\Who in their right mind says stuff like that to a stranger?\I was self-conscious about it! So self-conscious about it!\Since that day, I went on countless missions with you,\ABDUCTION response:	but you always, always hogged all the credit!
context: You have absolutely no chest.\Who the hell are you to talk?\Come on, what about you? Looking just like a boy yourself!\Who in their right mind says stuff like that to a stranger?\I was self-conscious about it! So self-conscious about it!\Since that day, I went on countless missions with you,\ABDUCTION\but you always, always hogged all the credit! response:	Anyway!
context: Who the hell are you to talk?\Come on, what about you? Looking just like a boy yourself!\Who in their right mind says stuff like that to a stranger?\I was self-conscious about it! So self-conscious about it!\Since that day, I went on countless missions with you,\ABDUCTION\but you always, always hogged all the credit!\Anyway! response:	I've made up my mind not to forgive you!
context: Come on, what about you? Looking just like a boy yourself!\Who in their right mind says stuff like that to a stranger?\I was self-conscious about it! So self-conscious about it!\Since that day, I went on countless missions with you,\ABDUCTION\but you always, always hogged all the credit!\Anyway!\I've made up my mind not to forgive you! response:	Someday, without fail, I'm gonna make you eat it!
context: Who in their right mind says stuff like that to a stranger?\I was self-conscious about it! So self-conscious about it!\Since that day, I went on countless missions with you,\ABDUCTION\but you always, always hogged all the credit!\Anyway!\I've made up my mind not to forgive you!\Someday, without fail, I'm gonna make you eat it! response:	Hey, there's really no need to cry, you know.
context: I was self-conscious about it! So self-conscious about it!\Since that day, I went on countless missions with you,\ABDUCTION\but you always, always hogged all the credit!\Anyway!\I've made up my mind not to forgive you!\Someday, without fail, I'm gonna make you eat it!\Hey, there's really no need to cry, you know. response:	Don't think you've won, now!
context: Since that day, I went on countless missions with you,\ABDUCTION\but you always, always hogged all the credit!\Anyway!\I've made up my mind not to forgive you!\Someday, without fail, I'm gonna make you eat it!\Hey, there's really no need to cry, you know.\Don't think you've won, now! response:	Sobbing!
context: ABDUCTION\but you always, always hogged all the credit!\Anyway!\I've made up my mind not to forgive you!\Someday, without fail, I'm gonna make you eat it!\Hey, there's really no need to cry, you know.\Don't think you've won, now!\Sobbing! response:	Now that it's come to this,
context: but you always, always hogged all the credit!\Anyway!\I've made up my mind not to forgive you!\Someday, without fail, I'm gonna make you eat it!\Hey, there's really no need to cry, you know.\Don't think you've won, now!\Sobbing!\Now that it's come to this, response:	I'll have to resort to force!
context: Anyway!\I've made up my mind not to forgive you!\Someday, without fail, I'm gonna make you eat it!\Hey, there's really no need to cry, you know.\Don't think you've won, now!\Sobbing!\Now that it's come to this,\I'll have to resort to force! response:	Prepare yourself, Black Tiger!
context: I've made up my mind not to forgive you!\Someday, without fail, I'm gonna make you eat it!\Hey, there's really no need to cry, you know.\Don't think you've won, now!\Sobbing!\Now that it's come to this,\I'll have to resort to force!\Prepare yourself, Black Tiger! response:	Come on, draw!
context: Someday, without fail, I'm gonna make you eat it!\Hey, there's really no need to cry, you know.\Don't think you've won, now!\Sobbing!\Now that it's come to this,\I'll have to resort to force!\Prepare yourself, Black Tiger!\Come on, draw! response:	Hey, hold up.
context: Hey, there's really no need to cry, you know.\Don't think you've won, now!\Sobbing!\Now that it's come to this,\I'll have to resort to force!\Prepare yourself, Black Tiger!\Come on, draw!\Hey, hold up. response:	You haven't had any dinner yet, have you?
context: Don't think you've won, now!\Sobbing!\Now that it's come to this,\I'll have to resort to force!\Prepare yourself, Black Tiger!\Come on, draw!\Hey, hold up.\You haven't had any dinner yet, have you? response:	Why don't you eat first?
context: Sobbing!\Now that it's come to this,\I'll have to resort to force!\Prepare yourself, Black Tiger!\Come on, draw!\Hey, hold up.\You haven't had any dinner yet, have you?\Why don't you eat first? response:	Wow! It's nikujaga! Looks yummy!
context: Now that it's come to this,\I'll have to resort to force!\Prepare yourself, Black Tiger!\Come on, draw!\Hey, hold up.\You haven't had any dinner yet, have you?\Why don't you eat first?\Wow! It's nikujaga! Looks yummy! response:	Give me back my seriousness!
context: I'll have to resort to force!\Prepare yourself, Black Tiger!\Come on, draw!\Hey, hold up.\You haven't had any dinner yet, have you?\Why don't you eat first?\Wow! It's nikujaga! Looks yummy!\Give me back my seriousness! response:	Hey, you can cook?
context: Prepare yourself, Black Tiger!\Come on, draw!\Hey, hold up.\You haven't had any dinner yet, have you?\Why don't you eat first?\Wow! It's nikujaga! Looks yummy!\Give me back my seriousness!\Hey, you can cook? response:	Well, after a fashion.
context: Come on, draw!\Hey, hold up.\You haven't had any dinner yet, have you?\Why don't you eat first?\Wow! It's nikujaga! Looks yummy!\Give me back my seriousness!\Hey, you can cook?\Well, after a fashion. response:	What do you mean, nikujaga?
context: Hey, hold up.\You haven't had any dinner yet, have you?\Why don't you eat first?\Wow! It's nikujaga! Looks yummy!\Give me back my seriousness!\Hey, you can cook?\Well, after a fashion.\What do you mean, nikujaga? response:	What's up with this homey atmosphere?
context: You haven't had any dinner yet, have you?\Why don't you eat first?\Wow! It's nikujaga! Looks yummy!\Give me back my seriousness!\Hey, you can cook?\Well, after a fashion.\What do you mean, nikujaga?\What's up with this homey atmosphere? response:	This is not the Black Tiger...
context: Why don't you eat first?\Wow! It's nikujaga! Looks yummy!\Give me back my seriousness!\Hey, you can cook?\Well, after a fashion.\What do you mean, nikujaga?\What's up with this homey atmosphere?\This is not the Black Tiger... response:	Back in the day,
context: Wow! It's nikujaga! Looks yummy!\Give me back my seriousness!\Hey, you can cook?\Well, after a fashion.\What do you mean, nikujaga?\What's up with this homey atmosphere?\This is not the Black Tiger...\Back in the day, response:	you were the kind of person who guzzled her targets' living blood and cackled!
context: Give me back my seriousness!\Hey, you can cook?\Well, after a fashion.\What do you mean, nikujaga?\What's up with this homey atmosphere?\This is not the Black Tiger...\Back in the day,\you were the kind of person who guzzled her targets' living blood and cackled! response:	I never! I never!
context: Hey, you can cook?\Well, after a fashion.\What do you mean, nikujaga?\What's up with this homey atmosphere?\This is not the Black Tiger...\Back in the day,\you were the kind of person who guzzled her targets' living blood and cackled!\I never! I never! response:	Hey, is she all that different?
context: Well, after a fashion.\What do you mean, nikujaga?\What's up with this homey atmosphere?\This is not the Black Tiger...\Back in the day,\you were the kind of person who guzzled her targets' living blood and cackled!\I never! I never!\Hey, is she all that different? response:	The old Tsugumi?
context: What do you mean, nikujaga?\What's up with this homey atmosphere?\This is not the Black Tiger...\Back in the day,\you were the kind of person who guzzled her targets' living blood and cackled!\I never! I never!\Hey, is she all that different?\The old Tsugumi? response:	Totally different!
context: What's up with this homey atmosphere?\This is not the Black Tiger...\Back in the day,\you were the kind of person who guzzled her targets' living blood and cackled!\I never! I never!\Hey, is she all that different?\The old Tsugumi?\Totally different! response:	Three years ago,
context: This is not the Black Tiger...\Back in the day,\you were the kind of person who guzzled her targets' living blood and cackled!\I never! I never!\Hey, is she all that different?\The old Tsugumi?\Totally different!\Three years ago, response:	when she annihilated a certain organization all by herself...
context: Back in the day,\you were the kind of person who guzzled her targets' living blood and cackled!\I never! I never!\Hey, is she all that different?\The old Tsugumi?\Totally different!\Three years ago,\when she annihilated a certain organization all by herself... response:	You should've seen the authorities quake in their boots.
context: you were the kind of person who guzzled her targets' living blood and cackled!\I never! I never!\Hey, is she all that different?\The old Tsugumi?\Totally different!\Three years ago,\when she annihilated a certain organization all by herself...\You should've seen the authorities quake in their boots. response:	The Beehive gang's got one hell of a watchdog! they said.
context: I never! I never!\Hey, is she all that different?\The old Tsugumi?\Totally different!\Three years ago,\when she annihilated a certain organization all by herself...\You should've seen the authorities quake in their boots.\The Beehive gang's got one hell of a watchdog! they said. response:	Isn't she talking about the time Chitoge got harassed by thugs?
context: Hey, is she all that different?\The old Tsugumi?\Totally different!\Three years ago,\when she annihilated a certain organization all by herself...\You should've seen the authorities quake in their boots.\The Beehive gang's got one hell of a watchdog! they said.\Isn't she talking about the time Chitoge got harassed by thugs? response:	What the...?!
context: The old Tsugumi?\Totally different!\Three years ago,\when she annihilated a certain organization all by herself...\You should've seen the authorities quake in their boots.\The Beehive gang's got one hell of a watchdog! they said.\Isn't she talking about the time Chitoge got harassed by thugs?\What the...?! response:	Where did you hear about that?
context: Totally different!\Three years ago,\when she annihilated a certain organization all by herself...\You should've seen the authorities quake in their boots.\The Beehive gang's got one hell of a watchdog! they said.\Isn't she talking about the time Chitoge got harassed by thugs?\What the...?!\Where did you hear about that? response:	There are numerous legends about the girl she was back then.
context: Three years ago,\when she annihilated a certain organization all by herself...\You should've seen the authorities quake in their boots.\The Beehive gang's got one hell of a watchdog! they said.\Isn't she talking about the time Chitoge got harassed by thugs?\What the...?!\Where did you hear about that?\There are numerous legends about the girl she was back then. response:	I've carried out a lot of missions with her,
context: when she annihilated a certain organization all by herself...\You should've seen the authorities quake in their boots.\The Beehive gang's got one hell of a watchdog! they said.\Isn't she talking about the time Chitoge got harassed by thugs?\What the...?!\Where did you hear about that?\There are numerous legends about the girl she was back then.\I've carried out a lot of missions with her, response:	but she's clearly head and shoulders above the rest!
context: You should've seen the authorities quake in their boots.\The Beehive gang's got one hell of a watchdog! they said.\Isn't she talking about the time Chitoge got harassed by thugs?\What the...?!\Where did you hear about that?\There are numerous legends about the girl she was back then.\I've carried out a lot of missions with her,\but she's clearly head and shoulders above the rest! response:	It was precisely because of who the Black Tiger was that I...
context: The Beehive gang's got one hell of a watchdog! they said.\Isn't she talking about the time Chitoge got harassed by thugs?\What the...?!\Where did you hear about that?\There are numerous legends about the girl she was back then.\I've carried out a lot of missions with her,\but she's clearly head and shoulders above the rest!\It was precisely because of who the Black Tiger was that I... response:	So I can't fathom how she became so tepid.
context: Isn't she talking about the time Chitoge got harassed by thugs?\What the...?!\Where did you hear about that?\There are numerous legends about the girl she was back then.\I've carried out a lot of missions with her,\but she's clearly head and shoulders above the rest!\It was precisely because of who the Black Tiger was that I...\So I can't fathom how she became so tepid. response:	Hey, this is good.
context: What the...?!\Where did you hear about that?\There are numerous legends about the girl she was back then.\I've carried out a lot of missions with her,\but she's clearly head and shoulders above the rest!\It was precisely because of who the Black Tiger was that I...\So I can't fathom how she became so tepid.\Hey, this is good. response:	Are you sure about giving me some, too?
context: Where did you hear about that?\There are numerous legends about the girl she was back then.\I've carried out a lot of missions with her,\but she's clearly head and shoulders above the rest!\It was precisely because of who the Black Tiger was that I...\So I can't fathom how she became so tepid.\Hey, this is good.\Are you sure about giving me some, too? response:	Might as well since you're here, that's all! If you don't want it, don't eat it.
context: There are numerous legends about the girl she was back then.\I've carried out a lot of missions with her,\but she's clearly head and shoulders above the rest!\It was precisely because of who the Black Tiger was that I...\So I can't fathom how she became so tepid.\Hey, this is good.\Are you sure about giving me some, too?\Might as well since you're here, that's all! If you don't want it, don't eat it. response:	What's this? It's super-delicious!
context: I've carried out a lot of missions with her,\but she's clearly head and shoulders above the rest!\It was precisely because of who the Black Tiger was that I...\So I can't fathom how she became so tepid.\Hey, this is good.\Are you sure about giving me some, too?\Might as well since you're here, that's all! If you don't want it, don't eat it.\What's this? It's super-delicious! response:	Hey, this is impressive!
context: but she's clearly head and shoulders above the rest!\It was precisely because of who the Black Tiger was that I...\So I can't fathom how she became so tepid.\Hey, this is good.\Are you sure about giving me some, too?\Might as well since you're here, that's all! If you don't want it, don't eat it.\What's this? It's super-delicious!\Hey, this is impressive! response:	Really great flavor here.
context: It was precisely because of who the Black Tiger was that I...\So I can't fathom how she became so tepid.\Hey, this is good.\Are you sure about giving me some, too?\Might as well since you're here, that's all! If you don't want it, don't eat it.\What's this? It's super-delicious!\Hey, this is impressive!\Really great flavor here. response:	To tell you the truth, Honey can't cook a lick, so I was getting worried.
context: So I can't fathom how she became so tepid.\Hey, this is good.\Are you sure about giving me some, too?\Might as well since you're here, that's all! If you don't want it, don't eat it.\What's this? It's super-delicious!\Hey, this is impressive!\Really great flavor here.\To tell you the truth, Honey can't cook a lick, so I was getting worried. response:	I think I want this recipe, actually!
context: Hey, this is good.\Are you sure about giving me some, too?\Might as well since you're here, that's all! If you don't want it, don't eat it.\What's this? It's super-delicious!\Hey, this is impressive!\Really great flavor here.\To tell you the truth, Honey can't cook a lick, so I was getting worried.\I think I want this recipe, actually! response:	Y-You do?
context: Are you sure about giving me some, too?\Might as well since you're here, that's all! If you don't want it, don't eat it.\What's this? It's super-delicious!\Hey, this is impressive!\Really great flavor here.\To tell you the truth, Honey can't cook a lick, so I was getting worried.\I think I want this recipe, actually!\Y-You do? response:	Yeah! I bet you're gonna make a great wife!
context: Might as well since you're here, that's all! If you don't want it, don't eat it.\What's this? It's super-delicious!\Hey, this is impressive!\Really great flavor here.\To tell you the truth, Honey can't cook a lick, so I was getting worried.\I think I want this recipe, actually!\Y-You do?\Yeah! I bet you're gonna make a great wife! response:	Who'd ever want to be your wife, for God's sake!
context: What's this? It's super-delicious!\Hey, this is impressive!\Really great flavor here.\To tell you the truth, Honey can't cook a lick, so I was getting worried.\I think I want this recipe, actually!\Y-You do?\Yeah! I bet you're gonna make a great wife!\Who'd ever want to be your wife, for God's sake! response:	Hey, no, I never said mine!
context: Hey, this is impressive!\Really great flavor here.\To tell you the truth, Honey can't cook a lick, so I was getting worried.\I think I want this recipe, actually!\Y-You do?\Yeah! I bet you're gonna make a great wife!\Who'd ever want to be your wife, for God's sake!\Hey, no, I never said mine! response:	Okay, then whose?!
context: Really great flavor here.\To tell you the truth, Honey can't cook a lick, so I was getting worried.\I think I want this recipe, actually!\Y-You do?\Yeah! I bet you're gonna make a great wife!\Who'd ever want to be your wife, for God's sake!\Hey, no, I never said mine!\Okay, then whose?! response:	Hey, that's dangerous!
context: To tell you the truth, Honey can't cook a lick, so I was getting worried.\I think I want this recipe, actually!\Y-You do?\Yeah! I bet you're gonna make a great wife!\Who'd ever want to be your wife, for God's sake!\Hey, no, I never said mine!\Okay, then whose?!\Hey, that's dangerous! response:	Hey, Black Tiger...
context: I think I want this recipe, actually!\Y-You do?\Yeah! I bet you're gonna make a great wife!\Who'd ever want to be your wife, for God's sake!\Hey, no, I never said mine!\Okay, then whose?!\Hey, that's dangerous!\Hey, Black Tiger... response:	All right, why don't we do this?
context: Y-You do?\Yeah! I bet you're gonna make a great wife!\Who'd ever want to be your wife, for God's sake!\Hey, no, I never said mine!\Okay, then whose?!\Hey, that's dangerous!\Hey, Black Tiger...\All right, why don't we do this? response:	Have a showdown with me.
context: Yeah! I bet you're gonna make a great wife!\Who'd ever want to be your wife, for God's sake!\Hey, no, I never said mine!\Okay, then whose?!\Hey, that's dangerous!\Hey, Black Tiger...\All right, why don't we do this?\Have a showdown with me. response:	If I lose, I'll walk away without a word.
context: Who'd ever want to be your wife, for God's sake!\Hey, no, I never said mine!\Okay, then whose?!\Hey, that's dangerous!\Hey, Black Tiger...\All right, why don't we do this?\Have a showdown with me.\If I lose, I'll walk away without a word. response:	However,
context: Hey, no, I never said mine!\Okay, then whose?!\Hey, that's dangerous!\Hey, Black Tiger...\All right, why don't we do this?\Have a showdown with me.\If I lose, I'll walk away without a word.\However, response:	if I win, you're going to come back to the U.S.
context: Okay, then whose?!\Hey, that's dangerous!\Hey, Black Tiger...\All right, why don't we do this?\Have a showdown with me.\If I lose, I'll walk away without a word.\However,\if I win, you're going to come back to the U.S. response:	And there, I'll have you regain the fangs you've lost!
context: Hey, that's dangerous!\Hey, Black Tiger...\All right, why don't we do this?\Have a showdown with me.\If I lose, I'll walk away without a word.\However,\if I win, you're going to come back to the U.S.\And there, I'll have you regain the fangs you've lost! response:	Hey...
context: Hey, Black Tiger...\All right, why don't we do this?\Have a showdown with me.\If I lose, I'll walk away without a word.\However,\if I win, you're going to come back to the U.S.\And there, I'll have you regain the fangs you've lost!\Hey... response:	I see. Fine by me.
context: All right, why don't we do this?\Have a showdown with me.\If I lose, I'll walk away without a word.\However,\if I win, you're going to come back to the U.S.\And there, I'll have you regain the fangs you've lost!\Hey...\I see. Fine by me. response:	But if it's a showdown, I'm not going to hold back.
context: Have a showdown with me.\If I lose, I'll walk away without a word.\However,\if I win, you're going to come back to the U.S.\And there, I'll have you regain the fangs you've lost!\Hey...\I see. Fine by me.\But if it's a showdown, I'm not going to hold back. response:	All right, what kind of showdown, then?
context: If I lose, I'll walk away without a word.\However,\if I win, you're going to come back to the U.S.\And there, I'll have you regain the fangs you've lost!\Hey...\I see. Fine by me.\But if it's a showdown, I'm not going to hold back.\All right, what kind of showdown, then? response:	Target practice?
context: However,\if I win, you're going to come back to the U.S.\And there, I'll have you regain the fangs you've lost!\Hey...\I see. Fine by me.\But if it's a showdown, I'm not going to hold back.\All right, what kind of showdown, then?\Target practice? response:	Close quarter combat?
context: if I win, you're going to come back to the U.S.\And there, I'll have you regain the fangs you've lost!\Hey...\I see. Fine by me.\But if it's a showdown, I'm not going to hold back.\All right, what kind of showdown, then?\Target practice?\Close quarter combat? response:	Arm-wrestling?
context: And there, I'll have you regain the fangs you've lost!\Hey...\I see. Fine by me.\But if it's a showdown, I'm not going to hold back.\All right, what kind of showdown, then?\Target practice?\Close quarter combat?\Arm-wrestling? response:	Till now, no matter what kind of competition you challenged me to,
context: Hey...\I see. Fine by me.\But if it's a showdown, I'm not going to hold back.\All right, what kind of showdown, then?\Target practice?\Close quarter combat?\Arm-wrestling?\Till now, no matter what kind of competition you challenged me to, response:	you've never once gotten the best of me.
context: I see. Fine by me.\But if it's a showdown, I'm not going to hold back.\All right, what kind of showdown, then?\Target practice?\Close quarter combat?\Arm-wrestling?\Till now, no matter what kind of competition you challenged me to,\you've never once gotten the best of me. response:	Time limit, one hour.
context: But if it's a showdown, I'm not going to hold back.\All right, what kind of showdown, then?\Target practice?\Close quarter combat?\Arm-wrestling?\Till now, no matter what kind of competition you challenged me to,\you've never once gotten the best of me.\Time limit, one hour. response:	Battlefield, this entire city.
context: All right, what kind of showdown, then?\Target practice?\Close quarter combat?\Arm-wrestling?\Till now, no matter what kind of competition you challenged me to,\you've never once gotten the best of me.\Time limit, one hour.\Battlefield, this entire city. response:	Condition for winning...
context: Target practice?\Close quarter combat?\Arm-wrestling?\Till now, no matter what kind of competition you challenged me to,\you've never once gotten the best of me.\Time limit, one hour.\Battlefield, this entire city.\Condition for winning... response:	Whoever...
context: Close quarter combat?\Arm-wrestling?\Till now, no matter what kind of competition you challenged me to,\you've never once gotten the best of me.\Time limit, one hour.\Battlefield, this entire city.\Condition for winning...\Whoever... response:	Whaaat?!
context: Arm-wrestling?\Till now, no matter what kind of competition you challenged me to,\you've never once gotten the best of me.\Time limit, one hour.\Battlefield, this entire city.\Condition for winning...\Whoever...\Whaaat?! response:	Showdown
context: Till now, no matter what kind of competition you challenged me to,\you've never once gotten the best of me.\Time limit, one hour.\Battlefield, this entire city.\Condition for winning...\Whoever...\Whaaat?!\Showdown response:	What kind of competition is that?!
context: you've never once gotten the best of me.\Time limit, one hour.\Battlefield, this entire city.\Condition for winning...\Whoever...\Whaaat?!\Showdown\What kind of competition is that?! response:	Why should your competition involve...
context: Time limit, one hour.\Battlefield, this entire city.\Condition for winning...\Whoever...\Whaaat?!\Showdown\What kind of competition is that?!\Why should your competition involve... response:	My... uh... lips and all?
context: Battlefield, this entire city.\Condition for winning...\Whoever...\Whaaat?!\Showdown\What kind of competition is that?!\Why should your competition involve...\My... uh... lips and all? response:	Come now,
context: Condition for winning...\Whoever...\Whaaat?!\Showdown\What kind of competition is that?!\Why should your competition involve...\My... uh... lips and all?\Come now, response:	leading a man astray is a legitimate skill for a hitman, isn't it?
context: Whoever...\Whaaat?!\Showdown\What kind of competition is that?!\Why should your competition involve...\My... uh... lips and all?\Come now,\leading a man astray is a legitimate skill for a hitman, isn't it? response:	N-No! We can't compete that way!
context: Whaaat?!\Showdown\What kind of competition is that?!\Why should your competition involve...\My... uh... lips and all?\Come now,\leading a man astray is a legitimate skill for a hitman, isn't it?\N-No! We can't compete that way! response:	What's this?
context: Showdown\What kind of competition is that?!\Why should your competition involve...\My... uh... lips and all?\Come now,\leading a man astray is a legitimate skill for a hitman, isn't it?\N-No! We can't compete that way!\What's this? response:	Someone of your stature, Black Tiger, backing off a challenge you initially accepted?
context: What kind of competition is that?!\Why should your competition involve...\My... uh... lips and all?\Come now,\leading a man astray is a legitimate skill for a hitman, isn't it?\N-No! We can't compete that way!\What's this?\Someone of your stature, Black Tiger, backing off a challenge you initially accepted? response:	Just hear me out!
context: Why should your competition involve...\My... uh... lips and all?\Come now,\leading a man astray is a legitimate skill for a hitman, isn't it?\N-No! We can't compete that way!\What's this?\Someone of your stature, Black Tiger, backing off a challenge you initially accepted?\Just hear me out! response:	You might find this hard to believe, but...
context: My... uh... lips and all?\Come now,\leading a man astray is a legitimate skill for a hitman, isn't it?\N-No! We can't compete that way!\What's this?\Someone of your stature, Black Tiger, backing off a challenge you initially accepted?\Just hear me out!\You might find this hard to believe, but... response:	This guy is actually...
context: Come now,\leading a man astray is a legitimate skill for a hitman, isn't it?\N-No! We can't compete that way!\What's this?\Someone of your stature, Black Tiger, backing off a challenge you initially accepted?\Just hear me out!\You might find this hard to believe, but...\This guy is actually... response:	Young Mistress's boyfriend!
context: leading a man astray is a legitimate skill for a hitman, isn't it?\N-No! We can't compete that way!\What's this?\Someone of your stature, Black Tiger, backing off a challenge you initially accepted?\Just hear me out!\You might find this hard to believe, but...\This guy is actually...\Young Mistress's boyfriend! response:	He's Young Mistress Chitoge's?
context: N-No! We can't compete that way!\What's this?\Someone of your stature, Black Tiger, backing off a challenge you initially accepted?\Just hear me out!\You might find this hard to believe, but...\This guy is actually...\Young Mistress's boyfriend!\He's Young Mistress Chitoge's? response:	Right! She's absolutely right!
context: What's this?\Someone of your stature, Black Tiger, backing off a challenge you initially accepted?\Just hear me out!\You might find this hard to believe, but...\This guy is actually...\Young Mistress's boyfriend!\He's Young Mistress Chitoge's?\Right! She's absolutely right! response:	That's no lie!
context: Someone of your stature, Black Tiger, backing off a challenge you initially accepted?\Just hear me out!\You might find this hard to believe, but...\This guy is actually...\Young Mistress's boyfriend!\He's Young Mistress Chitoge's?\Right! She's absolutely right!\That's no lie! response:	Just ask Honey, she'll confirm it right away.
context: Just hear me out!\You might find this hard to believe, but...\This guy is actually...\Young Mistress's boyfriend!\He's Young Mistress Chitoge's?\Right! She's absolutely right!\That's no lie!\Just ask Honey, she'll confirm it right away. response:	So this showdown of yours...
context: You might find this hard to believe, but...\This guy is actually...\Young Mistress's boyfriend!\He's Young Mistress Chitoge's?\Right! She's absolutely right!\That's no lie!\Just ask Honey, she'll confirm it right away.\So this showdown of yours... response:	True... That wouldn't do, would it?
context: This guy is actually...\Young Mistress's boyfriend!\He's Young Mistress Chitoge's?\Right! She's absolutely right!\That's no lie!\Just ask Honey, she'll confirm it right away.\So this showdown of yours...\True... That wouldn't do, would it? response:	But surely you haven't forgotten, Black Tiger?
context: Young Mistress's boyfriend!\He's Young Mistress Chitoge's?\Right! She's absolutely right!\That's no lie!\Just ask Honey, she'll confirm it right away.\So this showdown of yours...\True... That wouldn't do, would it?\But surely you haven't forgotten, Black Tiger? response:	Iron Law
context: He's Young Mistress Chitoge's?\Right! She's absolutely right!\That's no lie!\Just ask Honey, she'll confirm it right away.\So this showdown of yours...\True... That wouldn't do, would it?\But surely you haven't forgotten, Black Tiger?\Iron Law response:	That Iron Law of the Beehive Gang?
context: Right! She's absolutely right!\That's no lie!\Just ask Honey, she'll confirm it right away.\So this showdown of yours...\True... That wouldn't do, would it?\But surely you haven't forgotten, Black Tiger?\Iron Law\That Iron Law of the Beehive Gang? response:	Once you've accepted a challenge, under no circumstances should you back off!
context: That's no lie!\Just ask Honey, she'll confirm it right away.\So this showdown of yours...\True... That wouldn't do, would it?\But surely you haven't forgotten, Black Tiger?\Iron Law\That Iron Law of the Beehive Gang?\Once you've accepted a challenge, under no circumstances should you back off! response:	The moment you said, Fine by me,
context: Just ask Honey, she'll confirm it right away.\So this showdown of yours...\True... That wouldn't do, would it?\But surely you haven't forgotten, Black Tiger?\Iron Law\That Iron Law of the Beehive Gang?\Once you've accepted a challenge, under no circumstances should you back off!\The moment you said, Fine by me, response:	you took this showdown past the point of no return!
context: So this showdown of yours...\True... That wouldn't do, would it?\But surely you haven't forgotten, Black Tiger?\Iron Law\That Iron Law of the Beehive Gang?\Once you've accepted a challenge, under no circumstances should you back off!\The moment you said, Fine by me,\you took this showdown past the point of no return! response:	Rest assured.
context: True... That wouldn't do, would it?\But surely you haven't forgotten, Black Tiger?\Iron Law\That Iron Law of the Beehive Gang?\Once you've accepted a challenge, under no circumstances should you back off!\The moment you said, Fine by me,\you took this showdown past the point of no return!\Rest assured. response:	Whichever of us steals that kiss, I'll keep it a secret.
context: But surely you haven't forgotten, Black Tiger?\Iron Law\That Iron Law of the Beehive Gang?\Once you've accepted a challenge, under no circumstances should you back off!\The moment you said, Fine by me,\you took this showdown past the point of no return!\Rest assured.\Whichever of us steals that kiss, I'll keep it a secret. response:	Besides...
context: Iron Law\That Iron Law of the Beehive Gang?\Once you've accepted a challenge, under no circumstances should you back off!\The moment you said, Fine by me,\you took this showdown past the point of no return!\Rest assured.\Whichever of us steals that kiss, I'll keep it a secret.\Besides... response:	Even if he is Young Mistress's boyfriend,
context: That Iron Law of the Beehive Gang?\Once you've accepted a challenge, under no circumstances should you back off!\The moment you said, Fine by me,\you took this showdown past the point of no return!\Rest assured.\Whichever of us steals that kiss, I'll keep it a secret.\Besides...\Even if he is Young Mistress's boyfriend, response:	he can't be more than a fling, right?
context: Once you've accepted a challenge, under no circumstances should you back off!\The moment you said, Fine by me,\you took this showdown past the point of no return!\Rest assured.\Whichever of us steals that kiss, I'll keep it a secret.\Besides...\Even if he is Young Mistress's boyfriend,\he can't be more than a fling, right? response:	FLING
context: The moment you said, Fine by me,\you took this showdown past the point of no return!\Rest assured.\Whichever of us steals that kiss, I'll keep it a secret.\Besides...\Even if he is Young Mistress's boyfriend,\he can't be more than a fling, right?\FLING response:	Someone as forgettable as this guy?
context: you took this showdown past the point of no return!\Rest assured.\Whichever of us steals that kiss, I'll keep it a secret.\Besides...\Even if he is Young Mistress's boyfriend,\he can't be more than a fling, right?\FLING\Someone as forgettable as this guy? response:	FORGETTABLE
context: Rest assured.\Whichever of us steals that kiss, I'll keep it a secret.\Besides...\Even if he is Young Mistress's boyfriend,\he can't be more than a fling, right?\FLING\Someone as forgettable as this guy?\FORGETTABLE response:	Man, you sure are rude!
context: Whichever of us steals that kiss, I'll keep it a secret.\Besides...\Even if he is Young Mistress's boyfriend,\he can't be more than a fling, right?\FLING\Someone as forgettable as this guy?\FORGETTABLE\Man, you sure are rude! response:	If it were any other competition, true, I might not be able to beat the Black Tiger.
context: Besides...\Even if he is Young Mistress's boyfriend,\he can't be more than a fling, right?\FLING\Someone as forgettable as this guy?\FORGETTABLE\Man, you sure are rude!\If it were any other competition, true, I might not be able to beat the Black Tiger. response:	But judging from what I just saw, I'm guessing the Black Tiger is inept with guys!
