context: Act 11 The Adventure of the Pistol Daimyo Bullet Counting Song response:	Stop! Stop!
context: Therefore, I've decided to have you return it.\As of today, we are closing the experimental empire, Orte.\We are closing the store. We are going out of business.\We will turn over a new leaf and work hard with Toyohisa as our future leader.\Everyone, thank you for your many years of patronage.\Farewell.\Wh-What?! What are you saying, Count Saint-Germi?!\You don't get it? response:	I explained it to you in the simplest possible terms, did I not?!
context: As of today, we are closing the experimental empire, Orte.\We are closing the store. We are going out of business.\We will turn over a new leaf and work hard with Toyohisa as our future leader.\Everyone, thank you for your many years of patronage.\Farewell.\Wh-What?! What are you saying, Count Saint-Germi?!\You don't get it?\I explained it to you in the simplest possible terms, did I not?! response:	Are you an imbecile?
context: We are closing the store. We are going out of business.\We will turn over a new leaf and work hard with Toyohisa as our future leader.\Everyone, thank you for your many years of patronage.\Farewell.\Wh-What?! What are you saying, Count Saint-Germi?!\You don't get it?\I explained it to you in the simplest possible terms, did I not?!\Are you an imbecile? response:	Indeed, you do look like one.
context: We will turn over a new leaf and work hard with Toyohisa as our future leader.\Everyone, thank you for your many years of patronage.\Farewell.\Wh-What?! What are you saying, Count Saint-Germi?!\You don't get it?\I explained it to you in the simplest possible terms, did I not?!\Are you an imbecile?\Indeed, you do look like one. response:	Guards! Guards! Count Saint-Germi has lost his mind. Guards!
context: Everyone, thank you for your many years of patronage.\Farewell.\Wh-What?! What are you saying, Count Saint-Germi?!\You don't get it?\I explained it to you in the simplest possible terms, did I not?!\Are you an imbecile?\Indeed, you do look like one.\Guards! Guards! Count Saint-Germi has lost his mind. Guards! response:	No matter how much you yell, they won't be coming.
context: Farewell.\Wh-What?! What are you saying, Count Saint-Germi?!\You don't get it?\I explained it to you in the simplest possible terms, did I not?!\Are you an imbecile?\Indeed, you do look like one.\Guards! Guards! Count Saint-Germi has lost his mind. Guards!\No matter how much you yell, they won't be coming. response:	Are you stupid? Indeed, you do look damn stupid.
context: Wh-What?! What are you saying, Count Saint-Germi?!\You don't get it?\I explained it to you in the simplest possible terms, did I not?!\Are you an imbecile?\Indeed, you do look like one.\Guards! Guards! Count Saint-Germi has lost his mind. Guards!\No matter how much you yell, they won't be coming.\Are you stupid? Indeed, you do look damn stupid. response:	Saint-Germi! This is a coup. A revolt!
context: You don't get it?\I explained it to you in the simplest possible terms, did I not?!\Are you an imbecile?\Indeed, you do look like one.\Guards! Guards! Count Saint-Germi has lost his mind. Guards!\No matter how much you yell, they won't be coming.\Are you stupid? Indeed, you do look damn stupid.\Saint-Germi! This is a coup. A revolt! response:	Against whom-Father or the politicians?!
context: I explained it to you in the simplest possible terms, did I not?!\Are you an imbecile?\Indeed, you do look like one.\Guards! Guards! Count Saint-Germi has lost his mind. Guards!\No matter how much you yell, they won't be coming.\Are you stupid? Indeed, you do look damn stupid.\Saint-Germi! This is a coup. A revolt!\Against whom-Father or the politicians?! response:	Who is for my plan? Speak up.
context: Are you an imbecile?\Indeed, you do look like one.\Guards! Guards! Count Saint-Germi has lost his mind. Guards!\No matter how much you yell, they won't be coming.\Are you stupid? Indeed, you do look damn stupid.\Saint-Germi! This is a coup. A revolt!\Against whom-Father or the politicians?!\Who is for my plan? Speak up. response:	I support Count Saint-Germi.
context: Indeed, you do look like one.\Guards! Guards! Count Saint-Germi has lost his mind. Guards!\No matter how much you yell, they won't be coming.\Are you stupid? Indeed, you do look damn stupid.\Saint-Germi! This is a coup. A revolt!\Against whom-Father or the politicians?!\Who is for my plan? Speak up.\I support Count Saint-Germi. response:	Me, too.
context: Guards! Guards! Count Saint-Germi has lost his mind. Guards!\No matter how much you yell, they won't be coming.\Are you stupid? Indeed, you do look damn stupid.\Saint-Germi! This is a coup. A revolt!\Against whom-Father or the politicians?!\Who is for my plan? Speak up.\I support Count Saint-Germi.\Me, too. response:	I am with the count.
context: No matter how much you yell, they won't be coming.\Are you stupid? Indeed, you do look damn stupid.\Saint-Germi! This is a coup. A revolt!\Against whom-Father or the politicians?!\Who is for my plan? Speak up.\I support Count Saint-Germi.\Me, too.\I am with the count. response:	Wh... What?!
context: Are you stupid? Indeed, you do look damn stupid.\Saint-Germi! This is a coup. A revolt!\Against whom-Father or the politicians?!\Who is for my plan? Speak up.\I support Count Saint-Germi.\Me, too.\I am with the count.\Wh... What?! response:	Hmph.
context: Saint-Germi! This is a coup. A revolt!\Against whom-Father or the politicians?!\Who is for my plan? Speak up.\I support Count Saint-Germi.\Me, too.\I am with the count.\Wh... What?!\Hmph. response:	Did you really think I convened this meeting without any preparation?
context: Against whom-Father or the politicians?!\Who is for my plan? Speak up.\I support Count Saint-Germi.\Me, too.\I am with the count.\Wh... What?!\Hmph.\Did you really think I convened this meeting without any preparation? response:	Are you that stupid?!
context: Who is for my plan? Speak up.\I support Count Saint-Germi.\Me, too.\I am with the count.\Wh... What?!\Hmph.\Did you really think I convened this meeting without any preparation?\Are you that stupid?! response:	Hey, you two over there... Fully raise your hands.
context: I support Count Saint-Germi.\Me, too.\I am with the count.\Wh... What?!\Hmph.\Did you really think I convened this meeting without any preparation?\Are you that stupid?!\Hey, you two over there... Fully raise your hands. response:	I agree with the dissolution of the empire's leadership.
context: Me, too.\I am with the count.\Wh... What?!\Hmph.\Did you really think I convened this meeting without any preparation?\Are you that stupid?!\Hey, you two over there... Fully raise your hands.\I agree with the dissolution of the empire's leadership. response:	Ahh, that's good.
context: I am with the count.\Wh... What?!\Hmph.\Did you really think I convened this meeting without any preparation?\Are you that stupid?!\Hey, you two over there... Fully raise your hands.\I agree with the dissolution of the empire's leadership.\Ahh, that's good. response:	However...
context: Wh... What?!\Hmph.\Did you really think I convened this meeting without any preparation?\Are you that stupid?!\Hey, you two over there... Fully raise your hands.\I agree with the dissolution of the empire's leadership.\Ahh, that's good.\However... response:	However?
context: Hmph.\Did you really think I convened this meeting without any preparation?\Are you that stupid?!\Hey, you two over there... Fully raise your hands.\I agree with the dissolution of the empire's leadership.\Ahh, that's good.\However...\However? response:	All sovereignty in the new country shall be given to the Black King.
context: Did you really think I convened this meeting without any preparation?\Are you that stupid?!\Hey, you two over there... Fully raise your hands.\I agree with the dissolution of the empire's leadership.\Ahh, that's good.\However...\However?\All sovereignty in the new country shall be given to the Black King. response:	We can solely prostrate ourselves, begging the Black King for his mercy.
context: Are you that stupid?!\Hey, you two over there... Fully raise your hands.\I agree with the dissolution of the empire's leadership.\Ahh, that's good.\However...\However?\All sovereignty in the new country shall be given to the Black King.\We can solely prostrate ourselves, begging the Black King for his mercy. response:	Let us be his vanguard
context: Hey, you two over there... Fully raise your hands.\I agree with the dissolution of the empire's leadership.\Ahh, that's good.\However...\However?\All sovereignty in the new country shall be given to the Black King.\We can solely prostrate ourselves, begging the Black King for his mercy.\Let us be his vanguard response:	and help him in the campaign for the eradication of humankind from this world.
context: I agree with the dissolution of the empire's leadership.\Ahh, that's good.\However...\However?\All sovereignty in the new country shall be given to the Black King.\We can solely prostrate ourselves, begging the Black King for his mercy.\Let us be his vanguard\and help him in the campaign for the eradication of humankind from this world. response:	Rasputin! So, you became an End, huh?!
context: Ahh, that's good.\However...\However?\All sovereignty in the new country shall be given to the Black King.\We can solely prostrate ourselves, begging the Black King for his mercy.\Let us be his vanguard\and help him in the campaign for the eradication of humankind from this world.\Rasputin! So, you became an End, huh?! response:	Count Saint-Germi, we both seem to have had similar ideas.
context: However...\However?\All sovereignty in the new country shall be given to the Black King.\We can solely prostrate ourselves, begging the Black King for his mercy.\Let us be his vanguard\and help him in the campaign for the eradication of humankind from this world.\Rasputin! So, you became an End, huh?!\Count Saint-Germi, we both seem to have had similar ideas. response:	You still look ridiculous.
context: However?\All sovereignty in the new country shall be given to the Black King.\We can solely prostrate ourselves, begging the Black King for his mercy.\Let us be his vanguard\and help him in the campaign for the eradication of humankind from this world.\Rasputin! So, you became an End, huh?!\Count Saint-Germi, we both seem to have had similar ideas.\You still look ridiculous. response:	You are completely wrong if you think you can get your way.
context: All sovereignty in the new country shall be given to the Black King.\We can solely prostrate ourselves, begging the Black King for his mercy.\Let us be his vanguard\and help him in the campaign for the eradication of humankind from this world.\Rasputin! So, you became an End, huh?!\Count Saint-Germi, we both seem to have had similar ideas.\You still look ridiculous.\You are completely wrong if you think you can get your way. response:	What... What on earth is going on?! This is not what I expected.
context: We can solely prostrate ourselves, begging the Black King for his mercy.\Let us be his vanguard\and help him in the campaign for the eradication of humankind from this world.\Rasputin! So, you became an End, huh?!\Count Saint-Germi, we both seem to have had similar ideas.\You still look ridiculous.\You are completely wrong if you think you can get your way.\What... What on earth is going on?! This is not what I expected. response:	So, these are the faces of the Drifters.
context: Let us be his vanguard\and help him in the campaign for the eradication of humankind from this world.\Rasputin! So, you became an End, huh?!\Count Saint-Germi, we both seem to have had similar ideas.\You still look ridiculous.\You are completely wrong if you think you can get your way.\What... What on earth is going on?! This is not what I expected.\So, these are the faces of the Drifters. response:	I heard that you took care of Joan and Gilles de Rais.
context: and help him in the campaign for the eradication of humankind from this world.\Rasputin! So, you became an End, huh?!\Count Saint-Germi, we both seem to have had similar ideas.\You still look ridiculous.\You are completely wrong if you think you can get your way.\What... What on earth is going on?! This is not what I expected.\So, these are the faces of the Drifters.\I heard that you took care of Joan and Gilles de Rais. response:	I am Rasputin.
context: Rasputin! So, you became an End, huh?!\Count Saint-Germi, we both seem to have had similar ideas.\You still look ridiculous.\You are completely wrong if you think you can get your way.\What... What on earth is going on?! This is not what I expected.\So, these are the faces of the Drifters.\I heard that you took care of Joan and Gilles de Rais.\I am Rasputin. response:	Frankly, the Black Lord is too busy to be bothered with you all.
context: Count Saint-Germi, we both seem to have had similar ideas.\You still look ridiculous.\You are completely wrong if you think you can get your way.\What... What on earth is going on?! This is not what I expected.\So, these are the faces of the Drifters.\I heard that you took care of Joan and Gilles de Rais.\I am Rasputin.\Frankly, the Black Lord is too busy to be bothered with you all. response:	For you see, he is bringing about the destruction of the world.
context: You still look ridiculous.\You are completely wrong if you think you can get your way.\What... What on earth is going on?! This is not what I expected.\So, these are the faces of the Drifters.\I heard that you took care of Joan and Gilles de Rais.\I am Rasputin.\Frankly, the Black Lord is too busy to be bothered with you all.\For you see, he is bringing about the destruction of the world. response:	Therefore, I am carrying out his plan. For instance...
context: You are completely wrong if you think you can get your way.\What... What on earth is going on?! This is not what I expected.\So, these are the faces of the Drifters.\I heard that you took care of Joan and Gilles de Rais.\I am Rasputin.\Frankly, the Black Lord is too busy to be bothered with you all.\For you see, he is bringing about the destruction of the world.\Therefore, I am carrying out his plan. For instance... response:	We let our troops into the capital.
context: What... What on earth is going on?! This is not what I expected.\So, these are the faces of the Drifters.\I heard that you took care of Joan and Gilles de Rais.\I am Rasputin.\Frankly, the Black Lord is too busy to be bothered with you all.\For you see, he is bringing about the destruction of the world.\Therefore, I am carrying out his plan. For instance...\We let our troops into the capital. response:	Well, they may be a bit troublesome. I sincerely apologize for...
context: So, these are the faces of the Drifters.\I heard that you took care of Joan and Gilles de Rais.\I am Rasputin.\Frankly, the Black Lord is too busy to be bothered with you all.\For you see, he is bringing about the destruction of the world.\Therefore, I am carrying out his plan. For instance...\We let our troops into the capital.\Well, they may be a bit troublesome. I sincerely apologize for... response:	Now he's done it.
context: I heard that you took care of Joan and Gilles de Rais.\I am Rasputin.\Frankly, the Black Lord is too busy to be bothered with you all.\For you see, he is bringing about the destruction of the world.\Therefore, I am carrying out his plan. For instance...\We let our troops into the capital.\Well, they may be a bit troublesome. I sincerely apologize for...\Now he's done it. response:	So, you are the leader of the Drifters, Shimazu Toyohisa.
context: I am Rasputin.\Frankly, the Black Lord is too busy to be bothered with you all.\For you see, he is bringing about the destruction of the world.\Therefore, I am carrying out his plan. For instance...\We let our troops into the capital.\Well, they may be a bit troublesome. I sincerely apologize for...\Now he's done it.\So, you are the leader of the Drifters, Shimazu Toyohisa. response:	Suddenly drawing a sword, suddenly launching an assault...
context: Frankly, the Black Lord is too busy to be bothered with you all.\For you see, he is bringing about the destruction of the world.\Therefore, I am carrying out his plan. For instance...\We let our troops into the capital.\Well, they may be a bit troublesome. I sincerely apologize for...\Now he's done it.\So, you are the leader of the Drifters, Shimazu Toyohisa.\Suddenly drawing a sword, suddenly launching an assault... response:	You seem to be from quite a barbaric place.
context: For you see, he is bringing about the destruction of the world.\Therefore, I am carrying out his plan. For instance...\We let our troops into the capital.\Well, they may be a bit troublesome. I sincerely apologize for...\Now he's done it.\So, you are the leader of the Drifters, Shimazu Toyohisa.\Suddenly drawing a sword, suddenly launching an assault...\You seem to be from quite a barbaric place. response:	I must express my gratitude to you for taking care of our comrade, Joan...
context: Therefore, I am carrying out his plan. For instance...\We let our troops into the capital.\Well, they may be a bit troublesome. I sincerely apologize for...\Now he's done it.\So, you are the leader of the Drifters, Shimazu Toyohisa.\Suddenly drawing a sword, suddenly launching an assault...\You seem to be from quite a barbaric place.\I must express my gratitude to you for taking care of our comrade, Joan... response:	Ouch, this is harsh. I don't know who he is, but my condolences to him.
context: We let our troops into the capital.\Well, they may be a bit troublesome. I sincerely apologize for...\Now he's done it.\So, you are the leader of the Drifters, Shimazu Toyohisa.\Suddenly drawing a sword, suddenly launching an assault...\You seem to be from quite a barbaric place.\I must express my gratitude to you for taking care of our comrade, Joan...\Ouch, this is harsh. I don't know who he is, but my condolences to him. response:	I know it hurts when things like this happen.
context: Well, they may be a bit troublesome. I sincerely apologize for...\Now he's done it.\So, you are the leader of the Drifters, Shimazu Toyohisa.\Suddenly drawing a sword, suddenly launching an assault...\You seem to be from quite a barbaric place.\I must express my gratitude to you for taking care of our comrade, Joan...\Ouch, this is harsh. I don't know who he is, but my condolences to him.\I know it hurts when things like this happen. response:	At his moment of glory, right as he was about to gloat like a puppet master,
context: Now he's done it.\So, you are the leader of the Drifters, Shimazu Toyohisa.\Suddenly drawing a sword, suddenly launching an assault...\You seem to be from quite a barbaric place.\I must express my gratitude to you for taking care of our comrade, Joan...\Ouch, this is harsh. I don't know who he is, but my condolences to him.\I know it hurts when things like this happen.\At his moment of glory, right as he was about to gloat like a puppet master, response:	he was completely ignored while his minion was crushed before him.
context: So, you are the leader of the Drifters, Shimazu Toyohisa.\Suddenly drawing a sword, suddenly launching an assault...\You seem to be from quite a barbaric place.\I must express my gratitude to you for taking care of our comrade, Joan...\Ouch, this is harsh. I don't know who he is, but my condolences to him.\I know it hurts when things like this happen.\At his moment of glory, right as he was about to gloat like a puppet master,\he was completely ignored while his minion was crushed before him. response:	That kind of thing is utterly humiliating.
context: Suddenly drawing a sword, suddenly launching an assault...\You seem to be from quite a barbaric place.\I must express my gratitude to you for taking care of our comrade, Joan...\Ouch, this is harsh. I don't know who he is, but my condolences to him.\I know it hurts when things like this happen.\At his moment of glory, right as he was about to gloat like a puppet master,\he was completely ignored while his minion was crushed before him.\That kind of thing is utterly humiliating. response:	Toyo doesn't read the situation.
context: You seem to be from quite a barbaric place.\I must express my gratitude to you for taking care of our comrade, Joan...\Ouch, this is harsh. I don't know who he is, but my condolences to him.\I know it hurts when things like this happen.\At his moment of glory, right as he was about to gloat like a puppet master,\he was completely ignored while his minion was crushed before him.\That kind of thing is utterly humiliating.\Toyo doesn't read the situation. response:	It's not that he can't-he just won't.
context: I must express my gratitude to you for taking care of our comrade, Joan...\Ouch, this is harsh. I don't know who he is, but my condolences to him.\I know it hurts when things like this happen.\At his moment of glory, right as he was about to gloat like a puppet master,\he was completely ignored while his minion was crushed before him.\That kind of thing is utterly humiliating.\Toyo doesn't read the situation.\It's not that he can't-he just won't. response:	He completely shuts it out.
context: Ouch, this is harsh. I don't know who he is, but my condolences to him.\I know it hurts when things like this happen.\At his moment of glory, right as he was about to gloat like a puppet master,\he was completely ignored while his minion was crushed before him.\That kind of thing is utterly humiliating.\Toyo doesn't read the situation.\It's not that he can't-he just won't.\He completely shuts it out. response:	Rather than being in his nature, perhaps this comes
context: I know it hurts when things like this happen.\At his moment of glory, right as he was about to gloat like a puppet master,\he was completely ignored while his minion was crushed before him.\That kind of thing is utterly humiliating.\Toyo doesn't read the situation.\It's not that he can't-he just won't.\He completely shuts it out.\Rather than being in his nature, perhaps this comes response:	from the way he was brought up.
context: At his moment of glory, right as he was about to gloat like a puppet master,\he was completely ignored while his minion was crushed before him.\That kind of thing is utterly humiliating.\Toyo doesn't read the situation.\It's not that he can't-he just won't.\He completely shuts it out.\Rather than being in his nature, perhaps this comes\from the way he was brought up. response:	This is his strongest weapon as well as his greatest weakness.
context: he was completely ignored while his minion was crushed before him.\That kind of thing is utterly humiliating.\Toyo doesn't read the situation.\It's not that he can't-he just won't.\He completely shuts it out.\Rather than being in his nature, perhaps this comes\from the way he was brought up.\This is his strongest weapon as well as his greatest weakness. response:	If he's not careful, he'll be dead before he knows it.
context: That kind of thing is utterly humiliating.\Toyo doesn't read the situation.\It's not that he can't-he just won't.\He completely shuts it out.\Rather than being in his nature, perhaps this comes\from the way he was brought up.\This is his strongest weapon as well as his greatest weakness.\If he's not careful, he'll be dead before he knows it. response:	Toyo, sweetie, wait. Hold it. You will kill him. He'll die.
context: Toyo doesn't read the situation.\It's not that he can't-he just won't.\He completely shuts it out.\Rather than being in his nature, perhaps this comes\from the way he was brought up.\This is his strongest weapon as well as his greatest weakness.\If he's not careful, he'll be dead before he knows it.\Toyo, sweetie, wait. Hold it. You will kill him. He'll die. response:	If you flinch even a little, you'll lose.
context: It's not that he can't-he just won't.\He completely shuts it out.\Rather than being in his nature, perhaps this comes\from the way he was brought up.\This is his strongest weapon as well as his greatest weakness.\If he's not careful, he'll be dead before he knows it.\Toyo, sweetie, wait. Hold it. You will kill him. He'll die.\If you flinch even a little, you'll lose. response:	Smile. Keep smiling, you fool.
context: He completely shuts it out.\Rather than being in his nature, perhaps this comes\from the way he was brought up.\This is his strongest weapon as well as his greatest weakness.\If he's not careful, he'll be dead before he knows it.\Toyo, sweetie, wait. Hold it. You will kill him. He'll die.\If you flinch even a little, you'll lose.\Smile. Keep smiling, you fool. response:	What's wrong, Mr. Would-Be Puppet Master?
context: Rather than being in his nature, perhaps this comes\from the way he was brought up.\This is his strongest weapon as well as his greatest weakness.\If he's not careful, he'll be dead before he knows it.\Toyo, sweetie, wait. Hold it. You will kill him. He'll die.\If you flinch even a little, you'll lose.\Smile. Keep smiling, you fool.\What's wrong, Mr. Would-Be Puppet Master? response:	Your smile is stiff.
context: from the way he was brought up.\This is his strongest weapon as well as his greatest weakness.\If he's not careful, he'll be dead before he knows it.\Toyo, sweetie, wait. Hold it. You will kill him. He'll die.\If you flinch even a little, you'll lose.\Smile. Keep smiling, you fool.\What's wrong, Mr. Would-Be Puppet Master?\Your smile is stiff. response:	Allow us to speak.
context: This is his strongest weapon as well as his greatest weakness.\If he's not careful, he'll be dead before he knows it.\Toyo, sweetie, wait. Hold it. You will kill him. He'll die.\If you flinch even a little, you'll lose.\Smile. Keep smiling, you fool.\What's wrong, Mr. Would-Be Puppet Master?\Your smile is stiff.\Allow us to speak. response:	Thanks.
context: If he's not careful, he'll be dead before he knows it.\Toyo, sweetie, wait. Hold it. You will kill him. He'll die.\If you flinch even a little, you'll lose.\Smile. Keep smiling, you fool.\What's wrong, Mr. Would-Be Puppet Master?\Your smile is stiff.\Allow us to speak.\Thanks. response:	Our intention from the beginning is to fight.
context: Toyo, sweetie, wait. Hold it. You will kill him. He'll die.\If you flinch even a little, you'll lose.\Smile. Keep smiling, you fool.\What's wrong, Mr. Would-Be Puppet Master?\Your smile is stiff.\Allow us to speak.\Thanks.\Our intention from the beginning is to fight. response:	I will kill anyone who stands in our way.
context: If you flinch even a little, you'll lose.\Smile. Keep smiling, you fool.\What's wrong, Mr. Would-Be Puppet Master?\Your smile is stiff.\Allow us to speak.\Thanks.\Our intention from the beginning is to fight.\I will kill anyone who stands in our way. response:	I've never conquered a territory without shedding blood.
context: Smile. Keep smiling, you fool.\What's wrong, Mr. Would-Be Puppet Master?\Your smile is stiff.\Allow us to speak.\Thanks.\Our intention from the beginning is to fight.\I will kill anyone who stands in our way.\I've never conquered a territory without shedding blood. response:	Your true intention was to snatch this country bloodlessly, wasn't it?
context: What's wrong, Mr. Would-Be Puppet Master?\Your smile is stiff.\Allow us to speak.\Thanks.\Our intention from the beginning is to fight.\I will kill anyone who stands in our way.\I've never conquered a territory without shedding blood.\Your true intention was to snatch this country bloodlessly, wasn't it? response:	Our being here really puts a sour look on your face, doesn't it?
context: Your smile is stiff.\Allow us to speak.\Thanks.\Our intention from the beginning is to fight.\I will kill anyone who stands in our way.\I've never conquered a territory without shedding blood.\Your true intention was to snatch this country bloodlessly, wasn't it?\Our being here really puts a sour look on your face, doesn't it? response:	Even that twinkie count's sour face is more likable than yours.
context: Allow us to speak.\Thanks.\Our intention from the beginning is to fight.\I will kill anyone who stands in our way.\I've never conquered a territory without shedding blood.\Your true intention was to snatch this country bloodlessly, wasn't it?\Our being here really puts a sour look on your face, doesn't it?\Even that twinkie count's sour face is more likable than yours. response:	Now we can address the threat of the Ends.
context: Thanks.\Our intention from the beginning is to fight.\I will kill anyone who stands in our way.\I've never conquered a territory without shedding blood.\Your true intention was to snatch this country bloodlessly, wasn't it?\Our being here really puts a sour look on your face, doesn't it?\Even that twinkie count's sour face is more likable than yours.\Now we can address the threat of the Ends. response:	We, the Drifters, have come to save the country again...
context: Our intention from the beginning is to fight.\I will kill anyone who stands in our way.\I've never conquered a territory without shedding blood.\Your true intention was to snatch this country bloodlessly, wasn't it?\Our being here really puts a sour look on your face, doesn't it?\Even that twinkie count's sour face is more likable than yours.\Now we can address the threat of the Ends.\We, the Drifters, have come to save the country again... response:	Thanks for giving us such a perfectly legitimate reason.
context: I will kill anyone who stands in our way.\I've never conquered a territory without shedding blood.\Your true intention was to snatch this country bloodlessly, wasn't it?\Our being here really puts a sour look on your face, doesn't it?\Even that twinkie count's sour face is more likable than yours.\Now we can address the threat of the Ends.\We, the Drifters, have come to save the country again...\Thanks for giving us such a perfectly legitimate reason. response:	Hey, what's with the grimace?! Smile like you did earlier!
context: I've never conquered a territory without shedding blood.\Your true intention was to snatch this country bloodlessly, wasn't it?\Our being here really puts a sour look on your face, doesn't it?\Even that twinkie count's sour face is more likable than yours.\Now we can address the threat of the Ends.\We, the Drifters, have come to save the country again...\Thanks for giving us such a perfectly legitimate reason.\Hey, what's with the grimace?! Smile like you did earlier! response:	Smile! Smile like this!
context: Your true intention was to snatch this country bloodlessly, wasn't it?\Our being here really puts a sour look on your face, doesn't it?\Even that twinkie count's sour face is more likable than yours.\Now we can address the threat of the Ends.\We, the Drifters, have come to save the country again...\Thanks for giving us such a perfectly legitimate reason.\Hey, what's with the grimace?! Smile like you did earlier!\Smile! Smile like this! response:	We are going to settle this in battle.
context: Our being here really puts a sour look on your face, doesn't it?\Even that twinkie count's sour face is more likable than yours.\Now we can address the threat of the Ends.\We, the Drifters, have come to save the country again...\Thanks for giving us such a perfectly legitimate reason.\Hey, what's with the grimace?! Smile like you did earlier!\Smile! Smile like this!\We are going to settle this in battle. response:	Shoot! Damn!
context: Even that twinkie count's sour face is more likable than yours.\Now we can address the threat of the Ends.\We, the Drifters, have come to save the country again...\Thanks for giving us such a perfectly legitimate reason.\Hey, what's with the grimace?! Smile like you did earlier!\Smile! Smile like this!\We are going to settle this in battle.\Shoot! Damn! response:	Damn it! That bastard!
context: Now we can address the threat of the Ends.\We, the Drifters, have come to save the country again...\Thanks for giving us such a perfectly legitimate reason.\Hey, what's with the grimace?! Smile like you did earlier!\Smile! Smile like this!\We are going to settle this in battle.\Shoot! Damn!\Damn it! That bastard! response:	Come in, Rasputin. Answer me.
context: We, the Drifters, have come to save the country again...\Thanks for giving us such a perfectly legitimate reason.\Hey, what's with the grimace?! Smile like you did earlier!\Smile! Smile like this!\We are going to settle this in battle.\Shoot! Damn!\Damn it! That bastard!\Come in, Rasputin. Answer me. response:	Verlina has already been occupied by the Drifters!
context: Thanks for giving us such a perfectly legitimate reason.\Hey, what's with the grimace?! Smile like you did earlier!\Smile! Smile like this!\We are going to settle this in battle.\Shoot! Damn!\Damn it! That bastard!\Come in, Rasputin. Answer me.\Verlina has already been occupied by the Drifters! response:	We manipulated the aristocrats and
context: Hey, what's with the grimace?! Smile like you did earlier!\Smile! Smile like this!\We are going to settle this in battle.\Shoot! Damn!\Damn it! That bastard!\Come in, Rasputin. Answer me.\Verlina has already been occupied by the Drifters!\We manipulated the aristocrats and response:	had our troops make the long march on Verlina.
context: Smile! Smile like this!\We are going to settle this in battle.\Shoot! Damn!\Damn it! That bastard!\Come in, Rasputin. Answer me.\Verlina has already been occupied by the Drifters!\We manipulated the aristocrats and\had our troops make the long march on Verlina. response:	Even for our army, which is capable of a massive blitz,
context: We are going to settle this in battle.\Shoot! Damn!\Damn it! That bastard!\Come in, Rasputin. Answer me.\Verlina has already been occupied by the Drifters!\We manipulated the aristocrats and\had our troops make the long march on Verlina.\Even for our army, which is capable of a massive blitz, response:	the Drifters are an unexpected variable!
context: Shoot! Damn!\Damn it! That bastard!\Come in, Rasputin. Answer me.\Verlina has already been occupied by the Drifters!\We manipulated the aristocrats and\had our troops make the long march on Verlina.\Even for our army, which is capable of a massive blitz,\the Drifters are an unexpected variable! response:	I never expected them to take such decisive action.
context: Damn it! That bastard!\Come in, Rasputin. Answer me.\Verlina has already been occupied by the Drifters!\We manipulated the aristocrats and\had our troops make the long march on Verlina.\Even for our army, which is capable of a massive blitz,\the Drifters are an unexpected variable!\I never expected them to take such decisive action. response:	They are crazy. They are absurd- completely out of their minds!
context: Come in, Rasputin. Answer me.\Verlina has already been occupied by the Drifters!\We manipulated the aristocrats and\had our troops make the long march on Verlina.\Even for our army, which is capable of a massive blitz,\the Drifters are an unexpected variable!\I never expected them to take such decisive action.\They are crazy. They are absurd- completely out of their minds! response:	Keep calm, Rasputin. This is war.
context: Verlina has already been occupied by the Drifters!\We manipulated the aristocrats and\had our troops make the long march on Verlina.\Even for our army, which is capable of a massive blitz,\the Drifters are an unexpected variable!\I never expected them to take such decisive action.\They are crazy. They are absurd- completely out of their minds!\Keep calm, Rasputin. This is war. response:	We cannot always foresee the outcome.
context: We manipulated the aristocrats and\had our troops make the long march on Verlina.\Even for our army, which is capable of a massive blitz,\the Drifters are an unexpected variable!\I never expected them to take such decisive action.\They are crazy. They are absurd- completely out of their minds!\Keep calm, Rasputin. This is war.\We cannot always foresee the outcome. response:	Things will happen outside your expectation.
context: had our troops make the long march on Verlina.\Even for our army, which is capable of a massive blitz,\the Drifters are an unexpected variable!\I never expected them to take such decisive action.\They are crazy. They are absurd- completely out of their minds!\Keep calm, Rasputin. This is war.\We cannot always foresee the outcome.\Things will happen outside your expectation. response:	That is what war is.
context: Even for our army, which is capable of a massive blitz,\the Drifters are an unexpected variable!\I never expected them to take such decisive action.\They are crazy. They are absurd- completely out of their minds!\Keep calm, Rasputin. This is war.\We cannot always foresee the outcome.\Things will happen outside your expectation.\That is what war is. response:	Leave everything to me. I will conquer Orte.
context: the Drifters are an unexpected variable!\I never expected them to take such decisive action.\They are crazy. They are absurd- completely out of their minds!\Keep calm, Rasputin. This is war.\We cannot always foresee the outcome.\Things will happen outside your expectation.\That is what war is.\Leave everything to me. I will conquer Orte. response:	Besides, we may be already corrupted.
context: I never expected them to take such decisive action.\They are crazy. They are absurd- completely out of their minds!\Keep calm, Rasputin. This is war.\We cannot always foresee the outcome.\Things will happen outside your expectation.\That is what war is.\Leave everything to me. I will conquer Orte.\Besides, we may be already corrupted. response:	Hijikata.
context: They are crazy. They are absurd- completely out of their minds!\Keep calm, Rasputin. This is war.\We cannot always foresee the outcome.\Things will happen outside your expectation.\That is what war is.\Leave everything to me. I will conquer Orte.\Besides, we may be already corrupted.\Hijikata. response:	Rasputin.
