context: Do you feel better now? response:	I do! Thank you!
context: Mikono! You're awake!\Amata...\Where am I?\Mikono, you were saying that you have to apologize to him.\Apologize?\I don't know.\I was so scared when he grabbed me.\But I felt like he really cared about me. response:	And then I thought, I'd felt that before...
context: Amata...\Where am I?\Mikono, you were saying that you have to apologize to him.\Apologize?\I don't know.\I was so scared when he grabbed me.\But I felt like he really cared about me.\And then I thought, I'd felt that before... response:	I can't shake him!
context: Where am I?\Mikono, you were saying that you have to apologize to him.\Apologize?\I don't know.\I was so scared when he grabbed me.\But I felt like he really cared about me.\And then I thought, I'd felt that before...\I can't shake him! response:	Found you.
context: Mikono, you were saying that you have to apologize to him.\Apologize?\I don't know.\I was so scared when he grabbed me.\But I felt like he really cared about me.\And then I thought, I'd felt that before...\I can't shake him!\Found you. response:	My wench!
context: Apologize?\I don't know.\I was so scared when he grabbed me.\But I felt like he really cared about me.\And then I thought, I'd felt that before...\I can't shake him!\Found you.\My wench! response:	Are you all right, my friend?
context: I don't know.\I was so scared when he grabbed me.\But I felt like he really cared about me.\And then I thought, I'd felt that before...\I can't shake him!\Found you.\My wench!\Are you all right, my friend? response:	Shrade?
context: I was so scared when he grabbed me.\But I felt like he really cared about me.\And then I thought, I'd felt that before...\I can't shake him!\Found you.\My wench!\Are you all right, my friend?\Shrade? response:	Let me take over.
context: But I felt like he really cared about me.\And then I thought, I'd felt that before...\I can't shake him!\Found you.\My wench!\Are you all right, my friend?\Shrade?\Let me take over. response:	But your body can't take it!
context: And then I thought, I'd felt that before...\I can't shake him!\Found you.\My wench!\Are you all right, my friend?\Shrade?\Let me take over.\But your body can't take it! response:	Give me my wench!
context: I can't shake him!\Found you.\My wench!\Are you all right, my friend?\Shrade?\Let me take over.\But your body can't take it!\Give me my wench! response:	Mikono! Why, that...
context: Found you.\My wench!\Are you all right, my friend?\Shrade?\Let me take over.\But your body can't take it!\Give me my wench!\Mikono! Why, that... response:	Don't worry about me! Amata!
context: My wench!\Are you all right, my friend?\Shrade?\Let me take over.\But your body can't take it!\Give me my wench!\Mikono! Why, that...\Don't worry about me! Amata! response:	I felt it too.
context: Are you all right, my friend?\Shrade?\Let me take over.\But your body can't take it!\Give me my wench!\Mikono! Why, that...\Don't worry about me! Amata!\I felt it too. response:	I think I know him.
context: Shrade?\Let me take over.\But your body can't take it!\Give me my wench!\Mikono! Why, that...\Don't worry about me! Amata!\I felt it too.\I think I know him. response:	And I know I can't let him take you.
context: Let me take over.\But your body can't take it!\Give me my wench!\Mikono! Why, that...\Don't worry about me! Amata!\I felt it too.\I think I know him.\And I know I can't let him take you. response:	Cayenne!
context: But your body can't take it!\Give me my wench!\Mikono! Why, that...\Don't worry about me! Amata!\I felt it too.\I think I know him.\And I know I can't let him take you.\Cayenne! response:	That's not him! Wait...
context: Give me my wench!\Mikono! Why, that...\Don't worry about me! Amata!\I felt it too.\I think I know him.\And I know I can't let him take you.\Cayenne!\That's not him! Wait... response:	Shrade!
context: Mikono! Why, that...\Don't worry about me! Amata!\I felt it too.\I think I know him.\And I know I can't let him take you.\Cayenne!\That's not him! Wait...\Shrade! response:	Why is he in a Vector?
context: Don't worry about me! Amata!\I felt it too.\I think I know him.\And I know I can't let him take you.\Cayenne!\That's not him! Wait...\Shrade!\Why is he in a Vector? response:	You can't do this!
context: I felt it too.\I think I know him.\And I know I can't let him take you.\Cayenne!\That's not him! Wait...\Shrade!\Why is he in a Vector?\You can't do this! response:	Our enemy is not playing with us.
context: I think I know him.\And I know I can't let him take you.\Cayenne!\That's not him! Wait...\Shrade!\Why is he in a Vector?\You can't do this!\Our enemy is not playing with us. response:	You need me for this fight.
context: And I know I can't let him take you.\Cayenne!\That's not him! Wait...\Shrade!\Why is he in a Vector?\You can't do this!\Our enemy is not playing with us.\You need me for this fight. response:	But your body...
context: Cayenne!\That's not him! Wait...\Shrade!\Why is he in a Vector?\You can't do this!\Our enemy is not playing with us.\You need me for this fight.\But your body... response:	Element Change!
context: That's not him! Wait...\Shrade!\Why is he in a Vector?\You can't do this!\Our enemy is not playing with us.\You need me for this fight.\But your body...\Element Change! response:	Call back Andy W. Hol!
context: Shrade!\Why is he in a Vector?\You can't do this!\Our enemy is not playing with us.\You need me for this fight.\But your body...\Element Change!\Call back Andy W. Hol! response:	What? But I was finally about to Union with a girl!
context: Why is he in a Vector?\You can't do this!\Our enemy is not playing with us.\You need me for this fight.\But your body...\Element Change!\Call back Andy W. Hol!\What? But I was finally about to Union with a girl! response:	Get over here, wench!
context: You can't do this!\Our enemy is not playing with us.\You need me for this fight.\But your body...\Element Change!\Call back Andy W. Hol!\What? But I was finally about to Union with a girl!\Get over here, wench! response:	What are you doing?
context: Our enemy is not playing with us.\You need me for this fight.\But your body...\Element Change!\Call back Andy W. Hol!\What? But I was finally about to Union with a girl!\Get over here, wench!\What are you doing? response:	Vector Z!
context: You need me for this fight.\But your body...\Element Change!\Call back Andy W. Hol!\What? But I was finally about to Union with a girl!\Get over here, wench!\What are you doing?\Vector Z! response:	Mikono, get out of here.
context: But your body...\Element Change!\Call back Andy W. Hol!\What? But I was finally about to Union with a girl!\Get over here, wench!\What are you doing?\Vector Z!\Mikono, get out of here. response:	Amata!
context: Element Change!\Call back Andy W. Hol!\What? But I was finally about to Union with a girl!\Get over here, wench!\What are you doing?\Vector Z!\Mikono, get out of here.\Amata! response:	Chairman Crea, requesting permission for Union.
context: Call back Andy W. Hol!\What? But I was finally about to Union with a girl!\Get over here, wench!\What are you doing?\Vector Z!\Mikono, get out of here.\Amata!\Chairman Crea, requesting permission for Union. response:	Shrade! You can't!
context: What? But I was finally about to Union with a girl!\Get over here, wench!\What are you doing?\Vector Z!\Mikono, get out of here.\Amata!\Chairman Crea, requesting permission for Union.\Shrade! You can't! response:	I'm ready to die.
context: Get over here, wench!\What are you doing?\Vector Z!\Mikono, get out of here.\Amata!\Chairman Crea, requesting permission for Union.\Shrade! You can't!\I'm ready to die. response:	If I can't play Aquarion, I may as well be dead.
context: What are you doing?\Vector Z!\Mikono, get out of here.\Amata!\Chairman Crea, requesting permission for Union.\Shrade! You can't!\I'm ready to die.\If I can't play Aquarion, I may as well be dead. response:	Union authorized! Shrade Elan, you're the head!
context: Vector Z!\Mikono, get out of here.\Amata!\Chairman Crea, requesting permission for Union.\Shrade! You can't!\I'm ready to die.\If I can't play Aquarion, I may as well be dead.\Union authorized! Shrade Elan, you're the head! response:	I've been waiting for this.
context: Mikono, get out of here.\Amata!\Chairman Crea, requesting permission for Union.\Shrade! You can't!\I'm ready to die.\If I can't play Aquarion, I may as well be dead.\Union authorized! Shrade Elan, you're the head!\I've been waiting for this. response:	For when I could finally play Aquarion!
context: Amata!\Chairman Crea, requesting permission for Union.\Shrade! You can't!\I'm ready to die.\If I can't play Aquarion, I may as well be dead.\Union authorized! Shrade Elan, you're the head!\I've been waiting for this.\For when I could finally play Aquarion! response:	Melodic Union! Go, Aquarion!
context: Chairman Crea, requesting permission for Union.\Shrade! You can't!\I'm ready to die.\If I can't play Aquarion, I may as well be dead.\Union authorized! Shrade Elan, you're the head!\I've been waiting for this.\For when I could finally play Aquarion!\Melodic Union! Go, Aquarion! response:	A powerful sound is resonating inside my chest!
context: Shrade! You can't!\I'm ready to die.\If I can't play Aquarion, I may as well be dead.\Union authorized! Shrade Elan, you're the head!\I've been waiting for this.\For when I could finally play Aquarion!\Melodic Union! Go, Aquarion!\A powerful sound is resonating inside my chest! response:	But why does it feel so comfortable?
context: I'm ready to die.\If I can't play Aquarion, I may as well be dead.\Union authorized! Shrade Elan, you're the head!\I've been waiting for this.\For when I could finally play Aquarion!\Melodic Union! Go, Aquarion!\A powerful sound is resonating inside my chest!\But why does it feel so comfortable? response:	This is the sound of life itself!
context: If I can't play Aquarion, I may as well be dead.\Union authorized! Shrade Elan, you're the head!\I've been waiting for this.\For when I could finally play Aquarion!\Melodic Union! Go, Aquarion!\A powerful sound is resonating inside my chest!\But why does it feel so comfortable?\This is the sound of life itself! response:	The first sound we made when we came out of the womb!
context: Union authorized! Shrade Elan, you're the head!\I've been waiting for this.\For when I could finally play Aquarion!\Melodic Union! Go, Aquarion!\A powerful sound is resonating inside my chest!\But why does it feel so comfortable?\This is the sound of life itself!\The first sound we made when we came out of the womb! response:	Aquarion Spada!
context: I've been waiting for this.\For when I could finally play Aquarion!\Melodic Union! Go, Aquarion!\A powerful sound is resonating inside my chest!\But why does it feel so comfortable?\This is the sound of life itself!\The first sound we made when we came out of the womb!\Aquarion Spada! response:	A Union with Vector Y as the head!
context: For when I could finally play Aquarion!\Melodic Union! Go, Aquarion!\A powerful sound is resonating inside my chest!\But why does it feel so comfortable?\This is the sound of life itself!\The first sound we made when we came out of the womb!\Aquarion Spada!\A Union with Vector Y as the head! response:	Aquarion Spada!
context: Melodic Union! Go, Aquarion!\A powerful sound is resonating inside my chest!\But why does it feel so comfortable?\This is the sound of life itself!\The first sound we made when we came out of the womb!\Aquarion Spada!\A Union with Vector Y as the head!\Aquarion Spada! response:	Shrade's power has given Aquarion a new form.
context: A powerful sound is resonating inside my chest!\But why does it feel so comfortable?\This is the sound of life itself!\The first sound we made when we came out of the womb!\Aquarion Spada!\A Union with Vector Y as the head!\Aquarion Spada!\Shrade's power has given Aquarion a new form. response:	Aquarion.
context: But why does it feel so comfortable?\This is the sound of life itself!\The first sound we made when we came out of the womb!\Aquarion Spada!\A Union with Vector Y as the head!\Aquarion Spada!\Shrade's power has given Aquarion a new form.\Aquarion. response:	The moment I first laid eyes upon it,
context: This is the sound of life itself!\The first sound we made when we came out of the womb!\Aquarion Spada!\A Union with Vector Y as the head!\Aquarion Spada!\Shrade's power has given Aquarion a new form.\Aquarion.\The moment I first laid eyes upon it, response:	my still heart began to beat once more in a powerful staccato.
context: The first sound we made when we came out of the womb!\Aquarion Spada!\A Union with Vector Y as the head!\Aquarion Spada!\Shrade's power has given Aquarion a new form.\Aquarion.\The moment I first laid eyes upon it,\my still heart began to beat once more in a powerful staccato. response:	That is...
context: Aquarion Spada!\A Union with Vector Y as the head!\Aquarion Spada!\Shrade's power has given Aquarion a new form.\Aquarion.\The moment I first laid eyes upon it,\my still heart began to beat once more in a powerful staccato.\That is... response:	the melody of my soul.
context: A Union with Vector Y as the head!\Aquarion Spada!\Shrade's power has given Aquarion a new form.\Aquarion.\The moment I first laid eyes upon it,\my still heart began to beat once more in a powerful staccato.\That is...\the melody of my soul. response:	Damn you, Machine Angel! I'll get you out of my way for good!
context: Aquarion Spada!\Shrade's power has given Aquarion a new form.\Aquarion.\The moment I first laid eyes upon it,\my still heart began to beat once more in a powerful staccato.\That is...\the melody of my soul.\Damn you, Machine Angel! I'll get you out of my way for good! response:	Amata. Zessica.
context: Shrade's power has given Aquarion a new form.\Aquarion.\The moment I first laid eyes upon it,\my still heart began to beat once more in a powerful staccato.\That is...\the melody of my soul.\Damn you, Machine Angel! I'll get you out of my way for good!\Amata. Zessica. response:	To live is to engrave your life.
context: Aquarion.\The moment I first laid eyes upon it,\my still heart began to beat once more in a powerful staccato.\That is...\the melody of my soul.\Damn you, Machine Angel! I'll get you out of my way for good!\Amata. Zessica.\To live is to engrave your life. response:	To make the melody of your life resonate with the world!
context: The moment I first laid eyes upon it,\my still heart began to beat once more in a powerful staccato.\That is...\the melody of my soul.\Damn you, Machine Angel! I'll get you out of my way for good!\Amata. Zessica.\To live is to engrave your life.\To make the melody of your life resonate with the world! response:	Help me! Help me play out the melody of my life!
context: my still heart began to beat once more in a powerful staccato.\That is...\the melody of my soul.\Damn you, Machine Angel! I'll get you out of my way for good!\Amata. Zessica.\To live is to engrave your life.\To make the melody of your life resonate with the world!\Help me! Help me play out the melody of my life! response:	You got it!
context: That is...\the melody of my soul.\Damn you, Machine Angel! I'll get you out of my way for good!\Amata. Zessica.\To live is to engrave your life.\To make the melody of your life resonate with the world!\Help me! Help me play out the melody of my life!\You got it! response:	If you're going to beat him, I'm with you!
context: the melody of my soul.\Damn you, Machine Angel! I'll get you out of my way for good!\Amata. Zessica.\To live is to engrave your life.\To make the melody of your life resonate with the world!\Help me! Help me play out the melody of my life!\You got it!\If you're going to beat him, I'm with you! response:	Now let us play out our souls a arpeggio!
context: Damn you, Machine Angel! I'll get you out of my way for good!\Amata. Zessica.\To live is to engrave your life.\To make the melody of your life resonate with the world!\Help me! Help me play out the melody of my life!\You got it!\If you're going to beat him, I'm with you!\Now let us play out our souls a arpeggio! response:	Damn it!
context: Amata. Zessica.\To live is to engrave your life.\To make the melody of your life resonate with the world!\Help me! Help me play out the melody of my life!\You got it!\If you're going to beat him, I'm with you!\Now let us play out our souls a arpeggio!\Damn it! response:	Amata's Element power is rocketing!
context: To live is to engrave your life.\To make the melody of your life resonate with the world!\Help me! Help me play out the melody of my life!\You got it!\If you're going to beat him, I'm with you!\Now let us play out our souls a arpeggio!\Damn it!\Amata's Element power is rocketing! response:	Add Zessica's force...
context: To make the melody of your life resonate with the world!\Help me! Help me play out the melody of my life!\You got it!\If you're going to beat him, I'm with you!\Now let us play out our souls a arpeggio!\Damn it!\Amata's Element power is rocketing!\Add Zessica's force... response:	And when you combine those two with Shrade's power...
context: Help me! Help me play out the melody of my life!\You got it!\If you're going to beat him, I'm with you!\Now let us play out our souls a arpeggio!\Damn it!\Amata's Element power is rocketing!\Add Zessica's force...\And when you combine those two with Shrade's power... response:	Set the moon in the sky with vibrato,
context: You got it!\If you're going to beat him, I'm with you!\Now let us play out our souls a arpeggio!\Damn it!\Amata's Element power is rocketing!\Add Zessica's force...\And when you combine those two with Shrade's power...\Set the moon in the sky with vibrato, response:	and the moon on the water in allegro vivace.
context: If you're going to beat him, I'm with you!\Now let us play out our souls a arpeggio!\Damn it!\Amata's Element power is rocketing!\Add Zessica's force...\And when you combine those two with Shrade's power...\Set the moon in the sky with vibrato,\and the moon on the water in allegro vivace. response:	What are you talking about?
context: Now let us play out our souls a arpeggio!\Damn it!\Amata's Element power is rocketing!\Add Zessica's force...\And when you combine those two with Shrade's power...\Set the moon in the sky with vibrato,\and the moon on the water in allegro vivace.\What are you talking about? response:	Then I will play the moon within us in the agitato of life!
context: Damn it!\Amata's Element power is rocketing!\Add Zessica's force...\And when you combine those two with Shrade's power...\Set the moon in the sky with vibrato,\and the moon on the water in allegro vivace.\What are you talking about?\Then I will play the moon within us in the agitato of life! response:	Moonlight Requiem!
context: Amata's Element power is rocketing!\Add Zessica's force...\And when you combine those two with Shrade's power...\Set the moon in the sky with vibrato,\and the moon on the water in allegro vivace.\What are you talking about?\Then I will play the moon within us in the agitato of life!\Moonlight Requiem! response:	What?
context: Add Zessica's force...\And when you combine those two with Shrade's power...\Set the moon in the sky with vibrato,\and the moon on the water in allegro vivace.\What are you talking about?\Then I will play the moon within us in the agitato of life!\Moonlight Requiem!\What? response:	Did he win?
context: And when you combine those two with Shrade's power...\Set the moon in the sky with vibrato,\and the moon on the water in allegro vivace.\What are you talking about?\Then I will play the moon within us in the agitato of life!\Moonlight Requiem!\What?\Did he win? response:	I'm not done...
context: Set the moon in the sky with vibrato,\and the moon on the water in allegro vivace.\What are you talking about?\Then I will play the moon within us in the agitato of life!\Moonlight Requiem!\What?\Did he win?\I'm not done... response:	I'm not done fighting yet!
context: and the moon on the water in allegro vivace.\What are you talking about?\Then I will play the moon within us in the agitato of life!\Moonlight Requiem!\What?\Did he win?\I'm not done...\I'm not done fighting yet! response:	Sorry. I'm taking back the Mithra Gnis.
context: What are you talking about?\Then I will play the moon within us in the agitato of life!\Moonlight Requiem!\What?\Did he win?\I'm not done...\I'm not done fighting yet!\Sorry. I'm taking back the Mithra Gnis. response:	Stop messing up our Vega reconnaissance.
context: Then I will play the moon within us in the agitato of life!\Moonlight Requiem!\What?\Did he win?\I'm not done...\I'm not done fighting yet!\Sorry. I'm taking back the Mithra Gnis.\Stop messing up our Vega reconnaissance. response:	You're just making my job harder.
context: Moonlight Requiem!\What?\Did he win?\I'm not done...\I'm not done fighting yet!\Sorry. I'm taking back the Mithra Gnis.\Stop messing up our Vega reconnaissance.\You're just making my job harder. response:	Damn you, Jin...
context: What?\Did he win?\I'm not done...\I'm not done fighting yet!\Sorry. I'm taking back the Mithra Gnis.\Stop messing up our Vega reconnaissance.\You're just making my job harder.\Damn you, Jin... response:	He's getting away!
context: Did he win?\I'm not done...\I'm not done fighting yet!\Sorry. I'm taking back the Mithra Gnis.\Stop messing up our Vega reconnaissance.\You're just making my job harder.\Damn you, Jin...\He's getting away! response:	Shrade, let's go after him!
context: I'm not done...\I'm not done fighting yet!\Sorry. I'm taking back the Mithra Gnis.\Stop messing up our Vega reconnaissance.\You're just making my job harder.\Damn you, Jin...\He's getting away!\Shrade, let's go after him! response:	Shrade?
context: I'm not done fighting yet!\Sorry. I'm taking back the Mithra Gnis.\Stop messing up our Vega reconnaissance.\You're just making my job harder.\Damn you, Jin...\He's getting away!\Shrade, let's go after him!\Shrade? response:	Wait, Shrade is...
context: Sorry. I'm taking back the Mithra Gnis.\Stop messing up our Vega reconnaissance.\You're just making my job harder.\Damn you, Jin...\He's getting away!\Shrade, let's go after him!\Shrade?\Wait, Shrade is... response:	Shrade! Are you okay?
context: Stop messing up our Vega reconnaissance.\You're just making my job harder.\Damn you, Jin...\He's getting away!\Shrade, let's go after him!\Shrade?\Wait, Shrade is...\Shrade! Are you okay? response:	Shrade!
context: You're just making my job harder.\Damn you, Jin...\He's getting away!\Shrade, let's go after him!\Shrade?\Wait, Shrade is...\Shrade! Are you okay?\Shrade! response:	Shrade!
context: Damn you, Jin...\He's getting away!\Shrade, let's go after him!\Shrade?\Wait, Shrade is...\Shrade! Are you okay?\Shrade!\Shrade! response:	Mikono?
context: He's getting away!\Shrade, let's go after him!\Shrade?\Wait, Shrade is...\Shrade! Are you okay?\Shrade!\Shrade!\Mikono? response:	What's the matter, Mikono?
context: Shrade, let's go after him!\Shrade?\Wait, Shrade is...\Shrade! Are you okay?\Shrade!\Shrade!\Mikono?\What's the matter, Mikono? response:	I don't know.
context: Shrade?\Wait, Shrade is...\Shrade! Are you okay?\Shrade!\Shrade!\Mikono?\What's the matter, Mikono?\I don't know. response:	I don't know, but...
context: Wait, Shrade is...\Shrade! Are you okay?\Shrade!\Shrade!\Mikono?\What's the matter, Mikono?\I don't know.\I don't know, but... response:	It hurts that I don't know.
context: Shrade! Are you okay?\Shrade!\Shrade!\Mikono?\What's the matter, Mikono?\I don't know.\I don't know, but...\It hurts that I don't know. response:	I hear the Academy is haunted by the ghost of a missing Element.
context: Shrade!\Shrade!\Mikono?\What's the matter, Mikono?\I don't know.\I don't know, but...\It hurts that I don't know.\I hear the Academy is haunted by the ghost of a missing Element. response:	You'll be so scared you can't even take a leak at night!
context: Shrade!\Mikono?\What's the matter, Mikono?\I don't know.\I don't know, but...\It hurts that I don't know.\I hear the Academy is haunted by the ghost of a missing Element.\You'll be so scared you can't even take a leak at night! response:	I'll dig a hole out, just in case.
context: Mikono?\What's the matter, Mikono?\I don't know.\I don't know, but...\It hurts that I don't know.\I hear the Academy is haunted by the ghost of a missing Element.\You'll be so scared you can't even take a leak at night!\I'll dig a hole out, just in case. response:	Next time on Aquarion Evol: The Midnight Girl.
context: What's the matter, Mikono?\I don't know.\I don't know, but...\It hurts that I don't know.\I hear the Academy is haunted by the ghost of a missing Element.\You'll be so scared you can't even take a leak at night!\I'll dig a hole out, just in case.\Next time on Aquarion Evol: The Midnight Girl. response:	The Agitato of Life
context: I don't know.\I don't know, but...\It hurts that I don't know.\I hear the Academy is haunted by the ghost of a missing Element.\You'll be so scared you can't even take a leak at night!\I'll dig a hole out, just in case.\Next time on Aquarion Evol: The Midnight Girl.\The Agitato of Life response:	Next Time
context: I don't know, but...\It hurts that I don't know.\I hear the Academy is haunted by the ghost of a missing Element.\You'll be so scared you can't even take a leak at night!\I'll dig a hole out, just in case.\Next time on Aquarion Evol: The Midnight Girl.\The Agitato of Life\Next Time response:	The Midnight Girl
context: It hurts that I don't know.\I hear the Academy is haunted by the ghost of a missing Element.\You'll be so scared you can't even take a leak at night!\I'll dig a hole out, just in case.\Next time on Aquarion Evol: The Midnight Girl.\The Agitato of Life\Next Time\The Midnight Girl response:	osore
context: I hear the Academy is haunted by the ghost of a missing Element.\You'll be so scared you can't even take a leak at night!\I'll dig a hole out, just in case.\Next time on Aquarion Evol: The Midnight Girl.\The Agitato of Life\Next Time\The Midnight Girl\osore response:	living your life don't give up now keep moving on
context: You'll be so scared you can't even take a leak at night!\I'll dig a hole out, just in case.\Next time on Aquarion Evol: The Midnight Girl.\The Agitato of Life\Next Time\The Midnight Girl\osore\living your life don't give up now keep moving on response:	kimi wo dakishimeru nandomo nandomo nandomo
context: I'll dig a hole out, just in case.\Next time on Aquarion Evol: The Midnight Girl.\The Agitato of Life\Next Time\The Midnight Girl\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo response:	ashita boku wa kimi ni deau darou
context: Next time on Aquarion Evol: The Midnight Girl.\The Agitato of Life\Next Time\The Midnight Girl\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou response:	wazukana hoshiakari wo tayori ni
context: The Agitato of Life\Next Time\The Midnight Girl\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni response:	boku ni wa kimi ga wakaru yo wakaru yo
context: Next Time\The Midnight Girl\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo response:	sen'oku no toki wo koe futari hiraku densetsu no tobira
context: The Midnight Girl\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira response:	naraku no ao tobikoete
context: osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete response:	kimi to hai ni naru tame
context: living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame response:	nagaki rinne wo kanashimi tsurete tabi shitekitanda
context: kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda response:	zenryoku de mikansei kimi no tonari de
context: ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de response:	kawaita kokoro hodoke chi wo nagasu kedo
context: wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo response:	soba ni iru yo zutto yorisotte zutto
context: boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto response:	futari hikari no fune ni noru
context: sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru response:	kaze no hajimari no oto kanadeyou
context: naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou response:	Even if you're scared
context: kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared response:	Just live your life, don't give up now, keep moving on
context: nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on response:	And I'll come for you over and over and over again
context: zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again response:	We'll find each other soon enough
context: kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough response:	By the faintest glimmer of starlight
context: soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight response:	I know you, I know you
context: futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you response:	It's been billions of years, but now we can open the door to our legend
context: kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend response:	I crossed over the deep blue void
context: Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void response:	so I could burn to ash along with you
context: Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you response:	I've had a long journey on the vast wheel of fate, gathering sorrows along the way
context: And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way response:	I'm not perfect, but I'm giving all I have
