context: This power... It's just like Father's! response:	Cuckoo Clock!
context: Don't make assumptions!\I see...\What will happen to Rin?\The court might sentence him to be executed.\Executed?\If he succumbs to his flames, he will turn into a demon completely.\If that happens, they won't allow him to...\Are you... Are you saying he should just die? response:	That's not it!
context: I see...\What will happen to Rin?\The court might sentence him to be executed.\Executed?\If he succumbs to his flames, he will turn into a demon completely.\If that happens, they won't allow him to...\Are you... Are you saying he should just die?\That's not it! response:	I just don't want to make him suffer even more.
context: What will happen to Rin?\The court might sentence him to be executed.\Executed?\If he succumbs to his flames, he will turn into a demon completely.\If that happens, they won't allow him to...\Are you... Are you saying he should just die?\That's not it!\I just don't want to make him suffer even more. response:	No matter how much he wants it, he can't be a normal human anymore.
context: The court might sentence him to be executed.\Executed?\If he succumbs to his flames, he will turn into a demon completely.\If that happens, they won't allow him to...\Are you... Are you saying he should just die?\That's not it!\I just don't want to make him suffer even more.\No matter how much he wants it, he can't be a normal human anymore. response:	The sword has cracked...
context: Executed?\If he succumbs to his flames, he will turn into a demon completely.\If that happens, they won't allow him to...\Are you... Are you saying he should just die?\That's not it!\I just don't want to make him suffer even more.\No matter how much he wants it, he can't be a normal human anymore.\The sword has cracked... response:	The Kurikara cracked?!
context: If he succumbs to his flames, he will turn into a demon completely.\If that happens, they won't allow him to...\Are you... Are you saying he should just die?\That's not it!\I just don't want to make him suffer even more.\No matter how much he wants it, he can't be a normal human anymore.\The sword has cracked...\The Kurikara cracked?! response:	What did you just say?
context: If that happens, they won't allow him to...\Are you... Are you saying he should just die?\That's not it!\I just don't want to make him suffer even more.\No matter how much he wants it, he can't be a normal human anymore.\The sword has cracked...\The Kurikara cracked?!\What did you just say? response:	How do you know the name of this sword?
context: Are you... Are you saying he should just die?\That's not it!\I just don't want to make him suffer even more.\No matter how much he wants it, he can't be a normal human anymore.\The sword has cracked...\The Kurikara cracked?!\What did you just say?\How do you know the name of this sword? response:	I've only called it the Demon-Slaying Blade.
context: That's not it!\I just don't want to make him suffer even more.\No matter how much he wants it, he can't be a normal human anymore.\The sword has cracked...\The Kurikara cracked?!\What did you just say?\How do you know the name of this sword?\I've only called it the Demon-Slaying Blade. response:	The Kurikara... That blade was an heirloom of our temple.
context: I just don't want to make him suffer even more.\No matter how much he wants it, he can't be a normal human anymore.\The sword has cracked...\The Kurikara cracked?!\What did you just say?\How do you know the name of this sword?\I've only called it the Demon-Slaying Blade.\The Kurikara... That blade was an heirloom of our temple. response:	Bon, shouldn't we bring it to Yoshikuni?
context: No matter how much he wants it, he can't be a normal human anymore.\The sword has cracked...\The Kurikara cracked?!\What did you just say?\How do you know the name of this sword?\I've only called it the Demon-Slaying Blade.\The Kurikara... That blade was an heirloom of our temple.\Bon, shouldn't we bring it to Yoshikuni? response:	Yoshikuni?
context: The sword has cracked...\The Kurikara cracked?!\What did you just say?\How do you know the name of this sword?\I've only called it the Demon-Slaying Blade.\The Kurikara... That blade was an heirloom of our temple.\Bon, shouldn't we bring it to Yoshikuni?\Yoshikuni? response:	The place where the Kurikara was forged.
context: The Kurikara cracked?!\What did you just say?\How do you know the name of this sword?\I've only called it the Demon-Slaying Blade.\The Kurikara... That blade was an heirloom of our temple.\Bon, shouldn't we bring it to Yoshikuni?\Yoshikuni?\The place where the Kurikara was forged. response:	It's still being used.
context: What did you just say?\How do you know the name of this sword?\I've only called it the Demon-Slaying Blade.\The Kurikara... That blade was an heirloom of our temple.\Bon, shouldn't we bring it to Yoshikuni?\Yoshikuni?\The place where the Kurikara was forged.\It's still being used. response:	And can they fix it there?
context: How do you know the name of this sword?\I've only called it the Demon-Slaying Blade.\The Kurikara... That blade was an heirloom of our temple.\Bon, shouldn't we bring it to Yoshikuni?\Yoshikuni?\The place where the Kurikara was forged.\It's still being used.\And can they fix it there? response:	I don't know...
context: I've only called it the Demon-Slaying Blade.\The Kurikara... That blade was an heirloom of our temple.\Bon, shouldn't we bring it to Yoshikuni?\Yoshikuni?\The place where the Kurikara was forged.\It's still being used.\And can they fix it there?\I don't know... response:	I don't get it. I don't get it... What are you all thinking?
context: The Kurikara... That blade was an heirloom of our temple.\Bon, shouldn't we bring it to Yoshikuni?\Yoshikuni?\The place where the Kurikara was forged.\It's still being used.\And can they fix it there?\I don't know...\I don't get it. I don't get it... What are you all thinking? response:	Aren't you scared? What's this about fixing the sword?
context: Bon, shouldn't we bring it to Yoshikuni?\Yoshikuni?\The place where the Kurikara was forged.\It's still being used.\And can they fix it there?\I don't know...\I don't get it. I don't get it... What are you all thinking?\Aren't you scared? What's this about fixing the sword? response:	Is that... Is that really necessary?
context: Yoshikuni?\The place where the Kurikara was forged.\It's still being used.\And can they fix it there?\I don't know...\I don't get it. I don't get it... What are you all thinking?\Aren't you scared? What's this about fixing the sword?\Is that... Is that really necessary? response:	But Rin...
context: The place where the Kurikara was forged.\It's still being used.\And can they fix it there?\I don't know...\I don't get it. I don't get it... What are you all thinking?\Aren't you scared? What's this about fixing the sword?\Is that... Is that really necessary?\But Rin... response:	I understand how you feel.
context: It's still being used.\And can they fix it there?\I don't know...\I don't get it. I don't get it... What are you all thinking?\Aren't you scared? What's this about fixing the sword?\Is that... Is that really necessary?\But Rin...\I understand how you feel. response:	But I still beg you.
context: And can they fix it there?\I don't know...\I don't get it. I don't get it... What are you all thinking?\Aren't you scared? What's this about fixing the sword?\Is that... Is that really necessary?\But Rin...\I understand how you feel.\But I still beg you. response:	If there's a way to save my brother...
context: I don't know...\I don't get it. I don't get it... What are you all thinking?\Aren't you scared? What's this about fixing the sword?\Is that... Is that really necessary?\But Rin...\I understand how you feel.\But I still beg you.\If there's a way to save my brother... response:	Please...
context: I don't get it. I don't get it... What are you all thinking?\Aren't you scared? What's this about fixing the sword?\Is that... Is that really necessary?\But Rin...\I understand how you feel.\But I still beg you.\If there's a way to save my brother...\Please... response:	Stop that.
context: Aren't you scared? What's this about fixing the sword?\Is that... Is that really necessary?\But Rin...\I understand how you feel.\But I still beg you.\If there's a way to save my brother...\Please...\Stop that. response:	Suguro...
context: Is that... Is that really necessary?\But Rin...\I understand how you feel.\But I still beg you.\If there's a way to save my brother...\Please...\Stop that.\Suguro... response:	And what was your goal?
context: But Rin...\I understand how you feel.\But I still beg you.\If there's a way to save my brother...\Please...\Stop that.\Suguro...\And what was your goal? response:	For what purpose did Fujimoto raise him in secret, Sir Pheles?
context: I understand how you feel.\But I still beg you.\If there's a way to save my brother...\Please...\Stop that.\Suguro...\And what was your goal?\For what purpose did Fujimoto raise him in secret, Sir Pheles? response:	To turn him into a weapon against Satan.
context: But I still beg you.\If there's a way to save my brother...\Please...\Stop that.\Suguro...\And what was your goal?\For what purpose did Fujimoto raise him in secret, Sir Pheles?\To turn him into a weapon against Satan. response:	What?
context: If there's a way to save my brother...\Please...\Stop that.\Suguro...\And what was your goal?\For what purpose did Fujimoto raise him in secret, Sir Pheles?\To turn him into a weapon against Satan.\What? response:	Against Satan?
context: Please...\Stop that.\Suguro...\And what was your goal?\For what purpose did Fujimoto raise him in secret, Sir Pheles?\To turn him into a weapon against Satan.\What?\Against Satan? response:	A weapon?
context: Stop that.\Suguro...\And what was your goal?\For what purpose did Fujimoto raise him in secret, Sir Pheles?\To turn him into a weapon against Satan.\What?\Against Satan?\A weapon? response:	Foolish!
context: Suguro...\And what was your goal?\For what purpose did Fujimoto raise him in secret, Sir Pheles?\To turn him into a weapon against Satan.\What?\Against Satan?\A weapon?\Foolish! response:	You shouldn't listen to that swindler!
context: And what was your goal?\For what purpose did Fujimoto raise him in secret, Sir Pheles?\To turn him into a weapon against Satan.\What?\Against Satan?\A weapon?\Foolish!\You shouldn't listen to that swindler! response:	I hope you haven't forgotten who he is!
context: For what purpose did Fujimoto raise him in secret, Sir Pheles?\To turn him into a weapon against Satan.\What?\Against Satan?\A weapon?\Foolish!\You shouldn't listen to that swindler!\I hope you haven't forgotten who he is! response:	Flattery like this is what they're so good at!
context: To turn him into a weapon against Satan.\What?\Against Satan?\A weapon?\Foolish!\You shouldn't listen to that swindler!\I hope you haven't forgotten who he is!\Flattery like this is what they're so good at! response:	Lead us to that Yoshikuni's place.
context: What?\Against Satan?\A weapon?\Foolish!\You shouldn't listen to that swindler!\I hope you haven't forgotten who he is!\Flattery like this is what they're so good at!\Lead us to that Yoshikuni's place. response:	No one else knows where it is, right?
context: Against Satan?\A weapon?\Foolish!\You shouldn't listen to that swindler!\I hope you haven't forgotten who he is!\Flattery like this is what they're so good at!\Lead us to that Yoshikuni's place.\No one else knows where it is, right? response:	Kamiki...
context: A weapon?\Foolish!\You shouldn't listen to that swindler!\I hope you haven't forgotten who he is!\Flattery like this is what they're so good at!\Lead us to that Yoshikuni's place.\No one else knows where it is, right?\Kamiki... response:	You're pissing me off.
context: Foolish!\You shouldn't listen to that swindler!\I hope you haven't forgotten who he is!\Flattery like this is what they're so good at!\Lead us to that Yoshikuni's place.\No one else knows where it is, right?\Kamiki...\You're pissing me off. response:	You keep talking but you aren't saying anything!
context: You shouldn't listen to that swindler!\I hope you haven't forgotten who he is!\Flattery like this is what they're so good at!\Lead us to that Yoshikuni's place.\No one else knows where it is, right?\Kamiki...\You're pissing me off.\You keep talking but you aren't saying anything! response:	Bon...
context: I hope you haven't forgotten who he is!\Flattery like this is what they're so good at!\Lead us to that Yoshikuni's place.\No one else knows where it is, right?\Kamiki...\You're pissing me off.\You keep talking but you aren't saying anything!\Bon... response:	We're already in Kyoto?
context: Flattery like this is what they're so good at!\Lead us to that Yoshikuni's place.\No one else knows where it is, right?\Kamiki...\You're pissing me off.\You keep talking but you aren't saying anything!\Bon...\We're already in Kyoto? response:	I have a key to every city with a holy place.
context: Lead us to that Yoshikuni's place.\No one else knows where it is, right?\Kamiki...\You're pissing me off.\You keep talking but you aren't saying anything!\Bon...\We're already in Kyoto?\I have a key to every city with a holy place. response:	Let's go.
context: No one else knows where it is, right?\Kamiki...\You're pissing me off.\You keep talking but you aren't saying anything!\Bon...\We're already in Kyoto?\I have a key to every city with a holy place.\Let's go. response:	Lil' Ryu! Lil' Ryu!
context: Kamiki...\You're pissing me off.\You keep talking but you aren't saying anything!\Bon...\We're already in Kyoto?\I have a key to every city with a holy place.\Let's go.\Lil' Ryu! Lil' Ryu! response:	Hey...
context: You're pissing me off.\You keep talking but you aren't saying anything!\Bon...\We're already in Kyoto?\I have a key to every city with a holy place.\Let's go.\Lil' Ryu! Lil' Ryu!\Hey... response:	Lil' Ryu?
context: You keep talking but you aren't saying anything!\Bon...\We're already in Kyoto?\I have a key to every city with a holy place.\Let's go.\Lil' Ryu! Lil' Ryu!\Hey...\Lil' Ryu? response:	You have to try it!
context: Bon...\We're already in Kyoto?\I have a key to every city with a holy place.\Let's go.\Lil' Ryu! Lil' Ryu!\Hey...\Lil' Ryu?\You have to try it! response:	You shouldn't put apple in it like that...
context: We're already in Kyoto?\I have a key to every city with a holy place.\Let's go.\Lil' Ryu! Lil' Ryu!\Hey...\Lil' Ryu?\You have to try it!\You shouldn't put apple in it like that... response:	You really are a great cook!
context: I have a key to every city with a holy place.\Let's go.\Lil' Ryu! Lil' Ryu!\Hey...\Lil' Ryu?\You have to try it!\You shouldn't put apple in it like that...\You really are a great cook! response:	Guys...?
context: Let's go.\Lil' Ryu! Lil' Ryu!\Hey...\Lil' Ryu?\You have to try it!\You shouldn't put apple in it like that...\You really are a great cook!\Guys...? response:	Certainly the demons are our enemies.
context: Lil' Ryu! Lil' Ryu!\Hey...\Lil' Ryu?\You have to try it!\You shouldn't put apple in it like that...\You really are a great cook!\Guys...?\Certainly the demons are our enemies. response:	But it is also a fact that since the ancient times
context: Hey...\Lil' Ryu?\You have to try it!\You shouldn't put apple in it like that...\You really are a great cook!\Guys...?\Certainly the demons are our enemies.\But it is also a fact that since the ancient times response:	we have learnt wisdom and countermeasures from demons.
context: Lil' Ryu?\You have to try it!\You shouldn't put apple in it like that...\You really are a great cook!\Guys...?\Certainly the demons are our enemies.\But it is also a fact that since the ancient times\we have learnt wisdom and countermeasures from demons. response:	However, we still haven't cleared Sir Pheles' charges of treason.
context: You have to try it!\You shouldn't put apple in it like that...\You really are a great cook!\Guys...?\Certainly the demons are our enemies.\But it is also a fact that since the ancient times\we have learnt wisdom and countermeasures from demons.\However, we still haven't cleared Sir Pheles' charges of treason. response:	But Sir Pheles has been a great aid to the Order
context: You shouldn't put apple in it like that...\You really are a great cook!\Guys...?\Certainly the demons are our enemies.\But it is also a fact that since the ancient times\we have learnt wisdom and countermeasures from demons.\However, we still haven't cleared Sir Pheles' charges of treason.\But Sir Pheles has been a great aid to the Order response:	over the past 200 years and he has earned a certain amount of trust.
context: You really are a great cook!\Guys...?\Certainly the demons are our enemies.\But it is also a fact that since the ancient times\we have learnt wisdom and countermeasures from demons.\However, we still haven't cleared Sir Pheles' charges of treason.\But Sir Pheles has been a great aid to the Order\over the past 200 years and he has earned a certain amount of trust. response:	He and Shiro Fujimoto secretly raised the son of Satan!
context: Guys...?\Certainly the demons are our enemies.\But it is also a fact that since the ancient times\we have learnt wisdom and countermeasures from demons.\However, we still haven't cleared Sir Pheles' charges of treason.\But Sir Pheles has been a great aid to the Order\over the past 200 years and he has earned a certain amount of trust.\He and Shiro Fujimoto secretly raised the son of Satan! response:	That's an undeniable truth!
context: Certainly the demons are our enemies.\But it is also a fact that since the ancient times\we have learnt wisdom and countermeasures from demons.\However, we still haven't cleared Sir Pheles' charges of treason.\But Sir Pheles has been a great aid to the Order\over the past 200 years and he has earned a certain amount of trust.\He and Shiro Fujimoto secretly raised the son of Satan!\That's an undeniable truth! response:	The 11th Yoshikuni, a descendant of the one who forged the Kurikara.
context: But it is also a fact that since the ancient times\we have learnt wisdom and countermeasures from demons.\However, we still haven't cleared Sir Pheles' charges of treason.\But Sir Pheles has been a great aid to the Order\over the past 200 years and he has earned a certain amount of trust.\He and Shiro Fujimoto secretly raised the son of Satan!\That's an undeniable truth!\The 11th Yoshikuni, a descendant of the one who forged the Kurikara. response:	A female sword-smith?
context: we have learnt wisdom and countermeasures from demons.\However, we still haven't cleared Sir Pheles' charges of treason.\But Sir Pheles has been a great aid to the Order\over the past 200 years and he has earned a certain amount of trust.\He and Shiro Fujimoto secretly raised the son of Satan!\That's an undeniable truth!\The 11th Yoshikuni, a descendant of the one who forged the Kurikara.\A female sword-smith? response:	's nuthin' to be suprise''bout.
context: However, we still haven't cleared Sir Pheles' charges of treason.\But Sir Pheles has been a great aid to the Order\over the past 200 years and he has earned a certain amount of trust.\He and Shiro Fujimoto secretly raised the son of Satan!\That's an undeniable truth!\The 11th Yoshikuni, a descendant of the one who forged the Kurikara.\A female sword-smith?\'s nuthin' to be suprise''bout. response:	'n the middle o' the Edo Period'ere was a famous sword-smith called the Female Kunishige.
context: But Sir Pheles has been a great aid to the Order\over the past 200 years and he has earned a certain amount of trust.\He and Shiro Fujimoto secretly raised the son of Satan!\That's an undeniable truth!\The 11th Yoshikuni, a descendant of the one who forged the Kurikara.\A female sword-smith?\'s nuthin' to be suprise''bout.\'n the middle o' the Edo Period'ere was a famous sword-smith called the Female Kunishige. response:	'ven if's left outta yer history books, I think she wasn't th' only one.
context: over the past 200 years and he has earned a certain amount of trust.\He and Shiro Fujimoto secretly raised the son of Satan!\That's an undeniable truth!\The 11th Yoshikuni, a descendant of the one who forged the Kurikara.\A female sword-smith?\'s nuthin' to be suprise''bout.\'n the middle o' the Edo Period'ere was a famous sword-smith called the Female Kunishige.\'ven if's left outta yer history books, I think she wasn't th' only one. response:	This chick's been babbling all her life about how she'll be the second most famous.
context: He and Shiro Fujimoto secretly raised the son of Satan!\That's an undeniable truth!\The 11th Yoshikuni, a descendant of the one who forged the Kurikara.\A female sword-smith?\'s nuthin' to be suprise''bout.\'n the middle o' the Edo Period'ere was a famous sword-smith called the Female Kunishige.\'ven if's left outta yer history books, I think she wasn't th' only one.\This chick's been babbling all her life about how she'll be the second most famous. response:	This chick? Watch yer tongue!
context: That's an undeniable truth!\The 11th Yoshikuni, a descendant of the one who forged the Kurikara.\A female sword-smith?\'s nuthin' to be suprise''bout.\'n the middle o' the Edo Period'ere was a famous sword-smith called the Female Kunishige.\'ven if's left outta yer history books, I think she wasn't th' only one.\This chick's been babbling all her life about how she'll be the second most famous.\This chick? Watch yer tongue! response:	Hey!
context: The 11th Yoshikuni, a descendant of the one who forged the Kurikara.\A female sword-smith?\'s nuthin' to be suprise''bout.\'n the middle o' the Edo Period'ere was a famous sword-smith called the Female Kunishige.\'ven if's left outta yer history books, I think she wasn't th' only one.\This chick's been babbling all her life about how she'll be the second most famous.\This chick? Watch yer tongue!\Hey! response:	Even Bon's powerless here.
context: A female sword-smith?\'s nuthin' to be suprise''bout.\'n the middle o' the Edo Period'ere was a famous sword-smith called the Female Kunishige.\'ven if's left outta yer history books, I think she wasn't th' only one.\This chick's been babbling all her life about how she'll be the second most famous.\This chick? Watch yer tongue!\Hey!\Even Bon's powerless here. response:	My father and I oft' went to Lil' Ryu's temple fer ritual items,
context: 's nuthin' to be suprise''bout.\'n the middle o' the Edo Period'ere was a famous sword-smith called the Female Kunishige.\'ven if's left outta yer history books, I think she wasn't th' only one.\This chick's been babbling all her life about how she'll be the second most famous.\This chick? Watch yer tongue!\Hey!\Even Bon's powerless here.\My father and I oft' went to Lil' Ryu's temple fer ritual items, response:	so we've known each other fer ages.
context: 'n the middle o' the Edo Period'ere was a famous sword-smith called the Female Kunishige.\'ven if's left outta yer history books, I think she wasn't th' only one.\This chick's been babbling all her life about how she'll be the second most famous.\This chick? Watch yer tongue!\Hey!\Even Bon's powerless here.\My father and I oft' went to Lil' Ryu's temple fer ritual items,\so we've known each other fer ages. response:	'e was sooo cute when'e was lil'.
context: 'ven if's left outta yer history books, I think she wasn't th' only one.\This chick's been babbling all her life about how she'll be the second most famous.\This chick? Watch yer tongue!\Hey!\Even Bon's powerless here.\My father and I oft' went to Lil' Ryu's temple fer ritual items,\so we've known each other fer ages.\'e was sooo cute when'e was lil'. response:	'e was clingin' t' me like a baby all the time.
context: This chick's been babbling all her life about how she'll be the second most famous.\This chick? Watch yer tongue!\Hey!\Even Bon's powerless here.\My father and I oft' went to Lil' Ryu's temple fer ritual items,\so we've known each other fer ages.\'e was sooo cute when'e was lil'.\'e was clingin' t' me like a baby all the time. response:	Enough...
context: This chick? Watch yer tongue!\Hey!\Even Bon's powerless here.\My father and I oft' went to Lil' Ryu's temple fer ritual items,\so we've known each other fer ages.\'e was sooo cute when'e was lil'.\'e was clingin' t' me like a baby all the time.\Enough... response:	'e even propose' to me!
context: Hey!\Even Bon's powerless here.\My father and I oft' went to Lil' Ryu's temple fer ritual items,\so we've known each other fer ages.\'e was sooo cute when'e was lil'.\'e was clingin' t' me like a baby all the time.\Enough...\'e even propose' to me! response:	Made me a ring outta lotus'n stuff...
context: Even Bon's powerless here.\My father and I oft' went to Lil' Ryu's temple fer ritual items,\so we've known each other fer ages.\'e was sooo cute when'e was lil'.\'e was clingin' t' me like a baby all the time.\Enough...\'e even propose' to me!\Made me a ring outta lotus'n stuff... response:	Cut it!
context: My father and I oft' went to Lil' Ryu's temple fer ritual items,\so we've known each other fer ages.\'e was sooo cute when'e was lil'.\'e was clingin' t' me like a baby all the time.\Enough...\'e even propose' to me!\Made me a ring outta lotus'n stuff...\Cut it! response:	Will ye please marry me? 'n so on.
context: so we've known each other fer ages.\'e was sooo cute when'e was lil'.\'e was clingin' t' me like a baby all the time.\Enough...\'e even propose' to me!\Made me a ring outta lotus'n stuff...\Cut it!\Will ye please marry me? 'n so on. response:	't ain't gonna be easy, but I think fixin' it might be possible.
context: 'e was sooo cute when'e was lil'.\'e was clingin' t' me like a baby all the time.\Enough...\'e even propose' to me!\Made me a ring outta lotus'n stuff...\Cut it!\Will ye please marry me? 'n so on.\'t ain't gonna be easy, but I think fixin' it might be possible. response:	Really?
context: 'e was clingin' t' me like a baby all the time.\Enough...\'e even propose' to me!\Made me a ring outta lotus'n stuff...\Cut it!\Will ye please marry me? 'n so on.\'t ain't gonna be easy, but I think fixin' it might be possible.\Really? response:	To forge a Japanese-style sword like this,
context: Enough...\'e even propose' to me!\Made me a ring outta lotus'n stuff...\Cut it!\Will ye please marry me? 'n so on.\'t ain't gonna be easy, but I think fixin' it might be possible.\Really?\To forge a Japanese-style sword like this, response:	we need jewel steel refine' in a furnace wit' bellows,
context: 'e even propose' to me!\Made me a ring outta lotus'n stuff...\Cut it!\Will ye please marry me? 'n so on.\'t ain't gonna be easy, but I think fixin' it might be possible.\Really?\To forge a Japanese-style sword like this,\we need jewel steel refine' in a furnace wit' bellows, response:	but fer a demon sword, ye need special rituals too
context: Made me a ring outta lotus'n stuff...\Cut it!\Will ye please marry me? 'n so on.\'t ain't gonna be easy, but I think fixin' it might be possible.\Really?\To forge a Japanese-style sword like this,\we need jewel steel refine' in a furnace wit' bellows,\but fer a demon sword, ye need special rituals too response:	to forge spiritual energy into it.
context: Cut it!\Will ye please marry me? 'n so on.\'t ain't gonna be easy, but I think fixin' it might be possible.\Really?\To forge a Japanese-style sword like this,\we need jewel steel refine' in a furnace wit' bellows,\but fer a demon sword, ye need special rituals too\to forge spiritual energy into it. response:	However, the tradition o' that ritual has waned
context: Will ye please marry me? 'n so on.\'t ain't gonna be easy, but I think fixin' it might be possible.\Really?\To forge a Japanese-style sword like this,\we need jewel steel refine' in a furnace wit' bellows,\but fer a demon sword, ye need special rituals too\to forge spiritual energy into it.\However, the tradition o' that ritual has waned response:	'n there ain't anyone alive tha' still remembers it.
context: 't ain't gonna be easy, but I think fixin' it might be possible.\Really?\To forge a Japanese-style sword like this,\we need jewel steel refine' in a furnace wit' bellows,\but fer a demon sword, ye need special rituals too\to forge spiritual energy into it.\However, the tradition o' that ritual has waned\'n there ain't anyone alive tha' still remembers it. response:	Are there no records?
context: Really?\To forge a Japanese-style sword like this,\we need jewel steel refine' in a furnace wit' bellows,\but fer a demon sword, ye need special rituals too\to forge spiritual energy into it.\However, the tradition o' that ritual has waned\'n there ain't anyone alive tha' still remembers it.\Are there no records? response:	'tis impossible to create new jewel steel fer demon swords.
context: To forge a Japanese-style sword like this,\we need jewel steel refine' in a furnace wit' bellows,\but fer a demon sword, ye need special rituals too\to forge spiritual energy into it.\However, the tradition o' that ritual has waned\'n there ain't anyone alive tha' still remembers it.\Are there no records?\'tis impossible to create new jewel steel fer demon swords. response:	We came all this way for nothing?
context: we need jewel steel refine' in a furnace wit' bellows,\but fer a demon sword, ye need special rituals too\to forge spiritual energy into it.\However, the tradition o' that ritual has waned\'n there ain't anyone alive tha' still remembers it.\Are there no records?\'tis impossible to create new jewel steel fer demon swords.\We came all this way for nothing? response:	Even if you can't make new jewel steel, what if we had some that already existed?
context: but fer a demon sword, ye need special rituals too\to forge spiritual energy into it.\However, the tradition o' that ritual has waned\'n there ain't anyone alive tha' still remembers it.\Are there no records?\'tis impossible to create new jewel steel fer demon swords.\We came all this way for nothing?\Even if you can't make new jewel steel, what if we had some that already existed? response:	Sure, if ye had some... But where would ye get any?
context: to forge spiritual energy into it.\However, the tradition o' that ritual has waned\'n there ain't anyone alive tha' still remembers it.\Are there no records?\'tis impossible to create new jewel steel fer demon swords.\We came all this way for nothing?\Even if you can't make new jewel steel, what if we had some that already existed?\Sure, if ye had some... But where would ye get any? response:	We could use that old nail from the temple.
context: However, the tradition o' that ritual has waned\'n there ain't anyone alive tha' still remembers it.\Are there no records?\'tis impossible to create new jewel steel fer demon swords.\We came all this way for nothing?\Even if you can't make new jewel steel, what if we had some that already existed?\Sure, if ye had some... But where would ye get any?\We could use that old nail from the temple. response:	An old nail?
context: 'n there ain't anyone alive tha' still remembers it.\Are there no records?\'tis impossible to create new jewel steel fer demon swords.\We came all this way for nothing?\Even if you can't make new jewel steel, what if we had some that already existed?\Sure, if ye had some... But where would ye get any?\We could use that old nail from the temple.\An old nail? response:	During the Blue Night our whole temple burned down, including the most ancient pillar.
context: Are there no records?\'tis impossible to create new jewel steel fer demon swords.\We came all this way for nothing?\Even if you can't make new jewel steel, what if we had some that already existed?\Sure, if ye had some... But where would ye get any?\We could use that old nail from the temple.\An old nail?\During the Blue Night our whole temple burned down, including the most ancient pillar. response:	There was only a huge nail left.
context: 'tis impossible to create new jewel steel fer demon swords.\We came all this way for nothing?\Even if you can't make new jewel steel, what if we had some that already existed?\Sure, if ye had some... But where would ye get any?\We could use that old nail from the temple.\An old nail?\During the Blue Night our whole temple burned down, including the most ancient pillar.\There was only a huge nail left. response:	But to tell the truth it's quite a treasure
context: We came all this way for nothing?\Even if you can't make new jewel steel, what if we had some that already existed?\Sure, if ye had some... But where would ye get any?\We could use that old nail from the temple.\An old nail?\During the Blue Night our whole temple burned down, including the most ancient pillar.\There was only a huge nail left.\But to tell the truth it's quite a treasure response:	so we entrusted it to another temple.
context: Even if you can't make new jewel steel, what if we had some that already existed?\Sure, if ye had some... But where would ye get any?\We could use that old nail from the temple.\An old nail?\During the Blue Night our whole temple burned down, including the most ancient pillar.\There was only a huge nail left.\But to tell the truth it's quite a treasure\so we entrusted it to another temple. response:	That nail was made by a Yoshikuni...
context: Sure, if ye had some... But where would ye get any?\We could use that old nail from the temple.\An old nail?\During the Blue Night our whole temple burned down, including the most ancient pillar.\There was only a huge nail left.\But to tell the truth it's quite a treasure\so we entrusted it to another temple.\That nail was made by a Yoshikuni... response:	If it was made from the same jewel steel as the swords...
context: We could use that old nail from the temple.\An old nail?\During the Blue Night our whole temple burned down, including the most ancient pillar.\There was only a huge nail left.\But to tell the truth it's quite a treasure\so we entrusted it to another temple.\That nail was made by a Yoshikuni...\If it was made from the same jewel steel as the swords... response:	'tis possible that'tis the same jewel steel as the Kurikara.
context: An old nail?\During the Blue Night our whole temple burned down, including the most ancient pillar.\There was only a huge nail left.\But to tell the truth it's quite a treasure\so we entrusted it to another temple.\That nail was made by a Yoshikuni...\If it was made from the same jewel steel as the swords...\'tis possible that'tis the same jewel steel as the Kurikara. response:	Then if we got that nail...
context: During the Blue Night our whole temple burned down, including the most ancient pillar.\There was only a huge nail left.\But to tell the truth it's quite a treasure\so we entrusted it to another temple.\That nail was made by a Yoshikuni...\If it was made from the same jewel steel as the swords...\'tis possible that'tis the same jewel steel as the Kurikara.\Then if we got that nail... response:	Mebbe I could try fixin' it.
context: There was only a huge nail left.\But to tell the truth it's quite a treasure\so we entrusted it to another temple.\That nail was made by a Yoshikuni...\If it was made from the same jewel steel as the swords...\'tis possible that'tis the same jewel steel as the Kurikara.\Then if we got that nail...\Mebbe I could try fixin' it. response:	Excuse us!
context: But to tell the truth it's quite a treasure\so we entrusted it to another temple.\That nail was made by a Yoshikuni...\If it was made from the same jewel steel as the swords...\'tis possible that'tis the same jewel steel as the Kurikara.\Then if we got that nail...\Mebbe I could try fixin' it.\Excuse us! response:	Excuse us!
context: so we entrusted it to another temple.\That nail was made by a Yoshikuni...\If it was made from the same jewel steel as the swords...\'tis possible that'tis the same jewel steel as the Kurikara.\Then if we got that nail...\Mebbe I could try fixin' it.\Excuse us!\Excuse us! response:	Where's everybody?
context: That nail was made by a Yoshikuni...\If it was made from the same jewel steel as the swords...\'tis possible that'tis the same jewel steel as the Kurikara.\Then if we got that nail...\Mebbe I could try fixin' it.\Excuse us!\Excuse us!\Where's everybody? response:	Whatever, let's look around.
context: If it was made from the same jewel steel as the swords...\'tis possible that'tis the same jewel steel as the Kurikara.\Then if we got that nail...\Mebbe I could try fixin' it.\Excuse us!\Excuse us!\Where's everybody?\Whatever, let's look around. response:	I'll check the main hall.
context: 'tis possible that'tis the same jewel steel as the Kurikara.\Then if we got that nail...\Mebbe I could try fixin' it.\Excuse us!\Excuse us!\Where's everybody?\Whatever, let's look around.\I'll check the main hall. response:	Wait, I'll go with you.
