context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: Just come with me.\Looks like you're the only one who doesn't have things working out right.\What, Saito, you had another fight with Louise?\Want me to teach you how to treat girls?\Are you not going to come back?\Are you that mad?\Where have you been, Sai -\I-I'm sorry to not be Saito-san. response:	No one said that stupid dog's name!
context: Looks like you're the only one who doesn't have things working out right.\What, Saito, you had another fight with Louise?\Want me to teach you how to treat girls?\Are you not going to come back?\Are you that mad?\Where have you been, Sai -\I-I'm sorry to not be Saito-san.\No one said that stupid dog's name! response:	I don't think Saito-san will come back here tonight.
context: What, Saito, you had another fight with Louise?\Want me to teach you how to treat girls?\Are you not going to come back?\Are you that mad?\Where have you been, Sai -\I-I'm sorry to not be Saito-san.\No one said that stupid dog's name!\I don't think Saito-san will come back here tonight. response:	What's that?
context: Want me to teach you how to treat girls?\Are you not going to come back?\Are you that mad?\Where have you been, Sai -\I-I'm sorry to not be Saito-san.\No one said that stupid dog's name!\I don't think Saito-san will come back here tonight.\What's that? response:	You talk like I'm waiting for him to come back.
context: Are you not going to come back?\Are you that mad?\Where have you been, Sai -\I-I'm sorry to not be Saito-san.\No one said that stupid dog's name!\I don't think Saito-san will come back here tonight.\What's that?\You talk like I'm waiting for him to come back. response:	Who cares about that stupid dog? It feels great to not have him around.
context: Are you that mad?\Where have you been, Sai -\I-I'm sorry to not be Saito-san.\No one said that stupid dog's name!\I don't think Saito-san will come back here tonight.\What's that?\You talk like I'm waiting for him to come back.\Who cares about that stupid dog? It feels great to not have him around. response:	Why do I deserve this?
context: Where have you been, Sai -\I-I'm sorry to not be Saito-san.\No one said that stupid dog's name!\I don't think Saito-san will come back here tonight.\What's that?\You talk like I'm waiting for him to come back.\Who cares about that stupid dog? It feels great to not have him around.\Why do I deserve this? response:	What's the reason behind the fight?
context: I-I'm sorry to not be Saito-san.\No one said that stupid dog's name!\I don't think Saito-san will come back here tonight.\What's that?\You talk like I'm waiting for him to come back.\Who cares about that stupid dog? It feels great to not have him around.\Why do I deserve this?\What's the reason behind the fight? response:	He touched breasts that weren't hers.
context: No one said that stupid dog's name!\I don't think Saito-san will come back here tonight.\What's that?\You talk like I'm waiting for him to come back.\Who cares about that stupid dog? It feels great to not have him around.\Why do I deserve this?\What's the reason behind the fight?\He touched breasts that weren't hers. response:	I'm surprised that he's still alive.
context: I don't think Saito-san will come back here tonight.\What's that?\You talk like I'm waiting for him to come back.\Who cares about that stupid dog? It feels great to not have him around.\Why do I deserve this?\What's the reason behind the fight?\He touched breasts that weren't hers.\I'm surprised that he's still alive. response:	There.
context: What's that?\You talk like I'm waiting for him to come back.\Who cares about that stupid dog? It feels great to not have him around.\Why do I deserve this?\What's the reason behind the fight?\He touched breasts that weren't hers.\I'm surprised that he's still alive.\There. response:	Eat up. You're hungry, right?
context: You talk like I'm waiting for him to come back.\Who cares about that stupid dog? It feels great to not have him around.\Why do I deserve this?\What's the reason behind the fight?\He touched breasts that weren't hers.\I'm surprised that he's still alive.\There.\Eat up. You're hungry, right? response:	I don't have much of an appetite.
context: Who cares about that stupid dog? It feels great to not have him around.\Why do I deserve this?\What's the reason behind the fight?\He touched breasts that weren't hers.\I'm surprised that he's still alive.\There.\Eat up. You're hungry, right?\I don't have much of an appetite. response:	I envy how you don't have anything to worry about.
context: Why do I deserve this?\What's the reason behind the fight?\He touched breasts that weren't hers.\I'm surprised that he's still alive.\There.\Eat up. You're hungry, right?\I don't have much of an appetite.\I envy how you don't have anything to worry about. response:	Saito's totally depressed.
context: What's the reason behind the fight?\He touched breasts that weren't hers.\I'm surprised that he's still alive.\There.\Eat up. You're hungry, right?\I don't have much of an appetite.\I envy how you don't have anything to worry about.\Saito's totally depressed. response:	Poor him.
context: He touched breasts that weren't hers.\I'm surprised that he's still alive.\There.\Eat up. You're hungry, right?\I don't have much of an appetite.\I envy how you don't have anything to worry about.\Saito's totally depressed.\Poor him. response:	I want to see him cheer up soon.
context: I'm surprised that he's still alive.\There.\Eat up. You're hungry, right?\I don't have much of an appetite.\I envy how you don't have anything to worry about.\Saito's totally depressed.\Poor him.\I want to see him cheer up soon. response:	There's nothing we really can do.
context: There.\Eat up. You're hungry, right?\I don't have much of an appetite.\I envy how you don't have anything to worry about.\Saito's totally depressed.\Poor him.\I want to see him cheer up soon.\There's nothing we really can do. response:	Captain Guiche!
context: Eat up. You're hungry, right?\I don't have much of an appetite.\I envy how you don't have anything to worry about.\Saito's totally depressed.\Poor him.\I want to see him cheer up soon.\There's nothing we really can do.\Captain Guiche! response:	What is it, Gimli?
context: I don't have much of an appetite.\I envy how you don't have anything to worry about.\Saito's totally depressed.\Poor him.\I want to see him cheer up soon.\There's nothing we really can do.\Captain Guiche!\What is it, Gimli? response:	I have a great idea!
context: I envy how you don't have anything to worry about.\Saito's totally depressed.\Poor him.\I want to see him cheer up soon.\There's nothing we really can do.\Captain Guiche!\What is it, Gimli?\I have a great idea! response:	Sure, I regret what I did a little.
context: Saito's totally depressed.\Poor him.\I want to see him cheer up soon.\There's nothing we really can do.\Captain Guiche!\What is it, Gimli?\I have a great idea!\Sure, I regret what I did a little. response:	I think I said too much.
context: Poor him.\I want to see him cheer up soon.\There's nothing we really can do.\Captain Guiche!\What is it, Gimli?\I have a great idea!\Sure, I regret what I did a little.\I think I said too much. response:	But...
context: I want to see him cheer up soon.\There's nothing we really can do.\Captain Guiche!\What is it, Gimli?\I have a great idea!\Sure, I regret what I did a little.\I think I said too much.\But... response:	But...
context: There's nothing we really can do.\Captain Guiche!\What is it, Gimli?\I have a great idea!\Sure, I regret what I did a little.\I think I said too much.\But...\But... response:	But...
context: Captain Guiche!\What is it, Gimli?\I have a great idea!\Sure, I regret what I did a little.\I think I said too much.\But...\But...\But... response:	I just can't forgive him!
context: What is it, Gimli?\I have a great idea!\Sure, I regret what I did a little.\I think I said too much.\But...\But...\But...\I just can't forgive him! response:	We should turn back!
context: I have a great idea!\Sure, I regret what I did a little.\I think I said too much.\But...\But...\But...\I just can't forgive him!\We should turn back! response:	Don't you want to find out the truth?!
context: Sure, I regret what I did a little.\I think I said too much.\But...\But...\But...\I just can't forgive him!\We should turn back!\Don't you want to find out the truth?! response:	We're aristocrats!
context: I think I said too much.\But...\But...\But...\I just can't forgive him!\We should turn back!\Don't you want to find out the truth?!\We're aristocrats! response:	Who knows when we'll have to die for our country.
context: But...\But...\But...\I just can't forgive him!\We should turn back!\Don't you want to find out the truth?!\We're aristocrats!\Who knows when we'll have to die for our country. response:	And yet, you say you can die before discovering the truth?!
context: But...\But...\I just can't forgive him!\We should turn back!\Don't you want to find out the truth?!\We're aristocrats!\Who knows when we'll have to die for our country.\And yet, you say you can die before discovering the truth?! response:	Our friend Verdandi has reached the holy land!
context: But...\I just can't forgive him!\We should turn back!\Don't you want to find out the truth?!\We're aristocrats!\Who knows when we'll have to die for our country.\And yet, you say you can die before discovering the truth?!\Our friend Verdandi has reached the holy land! response:	Let's get Saito immediately!
context: I just can't forgive him!\We should turn back!\Don't you want to find out the truth?!\We're aristocrats!\Who knows when we'll have to die for our country.\And yet, you say you can die before discovering the truth?!\Our friend Verdandi has reached the holy land!\Let's get Saito immediately! response:	Yes, Sir!
context: We should turn back!\Don't you want to find out the truth?!\We're aristocrats!\Who knows when we'll have to die for our country.\And yet, you say you can die before discovering the truth?!\Our friend Verdandi has reached the holy land!\Let's get Saito immediately!\Yes, Sir! response:	Is bigger better after all?
context: Don't you want to find out the truth?!\We're aristocrats!\Who knows when we'll have to die for our country.\And yet, you say you can die before discovering the truth?!\Our friend Verdandi has reached the holy land!\Let's get Saito immediately!\Yes, Sir!\Is bigger better after all? response:	Um...
context: We're aristocrats!\Who knows when we'll have to die for our country.\And yet, you say you can die before discovering the truth?!\Our friend Verdandi has reached the holy land!\Let's get Saito immediately!\Yes, Sir!\Is bigger better after all?\Um... response:	May I join you?
context: Who knows when we'll have to die for our country.\And yet, you say you can die before discovering the truth?!\Our friend Verdandi has reached the holy land!\Let's get Saito immediately!\Yes, Sir!\Is bigger better after all?\Um...\May I join you? response:	It's your choice where you soak.
context: And yet, you say you can die before discovering the truth?!\Our friend Verdandi has reached the holy land!\Let's get Saito immediately!\Yes, Sir!\Is bigger better after all?\Um...\May I join you?\It's your choice where you soak. response:	I guess.
context: Our friend Verdandi has reached the holy land!\Let's get Saito immediately!\Yes, Sir!\Is bigger better after all?\Um...\May I join you?\It's your choice where you soak.\I guess. response:	T-There has to be a limit!
context: Let's get Saito immediately!\Yes, Sir!\Is bigger better after all?\Um...\May I join you?\It's your choice where you soak.\I guess.\T-There has to be a limit! response:	Il Earth Del...
context: Yes, Sir!\Is bigger better after all?\Um...\May I join you?\It's your choice where you soak.\I guess.\T-There has to be a limit!\Il Earth Del... response:	Il Earth Del...
context: Is bigger better after all?\Um...\May I join you?\It's your choice where you soak.\I guess.\T-There has to be a limit!\Il Earth Del...\Il Earth Del... response:	Il Earth Del...
context: Um...\May I join you?\It's your choice where you soak.\I guess.\T-There has to be a limit!\Il Earth Del...\Il Earth Del...\Il Earth Del... response:	I've brought Saito-san.
context: May I join you?\It's your choice where you soak.\I guess.\T-There has to be a limit!\Il Earth Del...\Il Earth Del...\Il Earth Del...\I've brought Saito-san. response:	So what are you guys showing me?
context: It's your choice where you soak.\I guess.\T-There has to be a limit!\Il Earth Del...\Il Earth Del...\Il Earth Del...\I've brought Saito-san.\So what are you guys showing me? response:	Perfect timing! The hole is through!
context: I guess.\T-There has to be a limit!\Il Earth Del...\Il Earth Del...\Il Earth Del...\I've brought Saito-san.\So what are you guys showing me?\Perfect timing! The hole is through! response:	Hey, Saito. You go first.
context: T-There has to be a limit!\Il Earth Del...\Il Earth Del...\Il Earth Del...\I've brought Saito-san.\So what are you guys showing me?\Perfect timing! The hole is through!\Hey, Saito. You go first. response:	Me?
context: Il Earth Del...\Il Earth Del...\Il Earth Del...\I've brought Saito-san.\So what are you guys showing me?\Perfect timing! The hole is through!\Hey, Saito. You go first.\Me? response:	Take a look and cheer up.
context: Il Earth Del...\Il Earth Del...\I've brought Saito-san.\So what are you guys showing me?\Perfect timing! The hole is through!\Hey, Saito. You go first.\Me?\Take a look and cheer up. response:	What is this about?
context: Il Earth Del...\I've brought Saito-san.\So what are you guys showing me?\Perfect timing! The hole is through!\Hey, Saito. You go first.\Me?\Take a look and cheer up.\What is this about? response:	What is this?
context: I've brought Saito-san.\So what are you guys showing me?\Perfect timing! The hole is through!\Hey, Saito. You go first.\Me?\Take a look and cheer up.\What is this about?\What is this? response:	Fog?
context: So what are you guys showing me?\Perfect timing! The hole is through!\Hey, Saito. You go first.\Me?\Take a look and cheer up.\What is this about?\What is this?\Fog? response:	C-Could this be...
context: Perfect timing! The hole is through!\Hey, Saito. You go first.\Me?\Take a look and cheer up.\What is this about?\What is this?\Fog?\C-Could this be... response:	The girls' bath?
context: Hey, Saito. You go first.\Me?\Take a look and cheer up.\What is this about?\What is this?\Fog?\C-Could this be...\The girls' bath? response:	You guys made a hole to the girls' bath?
context: Me?\Take a look and cheer up.\What is this about?\What is this?\Fog?\C-Could this be...\The girls' bath?\You guys made a hole to the girls' bath? response:	It's a present from us.
context: Take a look and cheer up.\What is this about?\What is this?\Fog?\C-Could this be...\The girls' bath?\You guys made a hole to the girls' bath?\It's a present from us. response:	This won't cheer me up.
context: What is this about?\What is this?\Fog?\C-Could this be...\The girls' bath?\You guys made a hole to the girls' bath?\It's a present from us.\This won't cheer me up. response:	What are you guys thinking?
context: What is this?\Fog?\C-Could this be...\The girls' bath?\You guys made a hole to the girls' bath?\It's a present from us.\This won't cheer me up.\What are you guys thinking? response:	Louise.
context: Fog?\C-Could this be...\The girls' bath?\You guys made a hole to the girls' bath?\It's a present from us.\This won't cheer me up.\What are you guys thinking?\Louise. response:	Tiffa!
context: C-Could this be...\The girls' bath?\You guys made a hole to the girls' bath?\It's a present from us.\This won't cheer me up.\What are you guys thinking?\Louise.\Tiffa! response:	M-Miss Tiffania?
context: The girls' bath?\You guys made a hole to the girls' bath?\It's a present from us.\This won't cheer me up.\What are you guys thinking?\Louise.\Tiffa!\M-Miss Tiffania? response:	Get out of the way, Saito!
context: You guys made a hole to the girls' bath?\It's a present from us.\This won't cheer me up.\What are you guys thinking?\Louise.\Tiffa!\M-Miss Tiffania?\Get out of the way, Saito! response:	As the captain, I deserve the view.
context: It's a present from us.\This won't cheer me up.\What are you guys thinking?\Louise.\Tiffa!\M-Miss Tiffania?\Get out of the way, Saito!\As the captain, I deserve the view. response:	Let me have a peek, too!
context: This won't cheer me up.\What are you guys thinking?\Louise.\Tiffa!\M-Miss Tiffania?\Get out of the way, Saito!\As the captain, I deserve the view.\Let me have a peek, too! response:	Damn it. I can't see well with the fog.
context: What are you guys thinking?\Louise.\Tiffa!\M-Miss Tiffania?\Get out of the way, Saito!\As the captain, I deserve the view.\Let me have a peek, too!\Damn it. I can't see well with the fog. response:	Please switch off already.
context: Louise.\Tiffa!\M-Miss Tiffania?\Get out of the way, Saito!\As the captain, I deserve the view.\Let me have a peek, too!\Damn it. I can't see well with the fog.\Please switch off already. response:	Um, thank you.
context: Tiffa!\M-Miss Tiffania?\Get out of the way, Saito!\As the captain, I deserve the view.\Let me have a peek, too!\Damn it. I can't see well with the fog.\Please switch off already.\Um, thank you. response:	For saving me the other day.
context: M-Miss Tiffania?\Get out of the way, Saito!\As the captain, I deserve the view.\Let me have a peek, too!\Damn it. I can't see well with the fog.\Please switch off already.\Um, thank you.\For saving me the other day. response:	Oh, that. It was nothing.
context: Get out of the way, Saito!\As the captain, I deserve the view.\Let me have a peek, too!\Damn it. I can't see well with the fog.\Please switch off already.\Um, thank you.\For saving me the other day.\Oh, that. It was nothing. response:	I wanted to thank you sooner,
context: As the captain, I deserve the view.\Let me have a peek, too!\Damn it. I can't see well with the fog.\Please switch off already.\Um, thank you.\For saving me the other day.\Oh, that. It was nothing.\I wanted to thank you sooner, response:	but it felt like you were avoiding me, so I couldn't find the right time to.
context: Let me have a peek, too!\Damn it. I can't see well with the fog.\Please switch off already.\Um, thank you.\For saving me the other day.\Oh, that. It was nothing.\I wanted to thank you sooner,\but it felt like you were avoiding me, so I couldn't find the right time to. response:	I-I'm not avoiding you.
context: Damn it. I can't see well with the fog.\Please switch off already.\Um, thank you.\For saving me the other day.\Oh, that. It was nothing.\I wanted to thank you sooner,\but it felt like you were avoiding me, so I couldn't find the right time to.\I-I'm not avoiding you. response:	It's just that...
context: Please switch off already.\Um, thank you.\For saving me the other day.\Oh, that. It was nothing.\I wanted to thank you sooner,\but it felt like you were avoiding me, so I couldn't find the right time to.\I-I'm not avoiding you.\It's just that... response:	I can die happy now...
context: Um, thank you.\For saving me the other day.\Oh, that. It was nothing.\I wanted to thank you sooner,\but it felt like you were avoiding me, so I couldn't find the right time to.\I-I'm not avoiding you.\It's just that...\I can die happy now... response:	You don't want to be friends with someone with scary breasts like these, right?
context: For saving me the other day.\Oh, that. It was nothing.\I wanted to thank you sooner,\but it felt like you were avoiding me, so I couldn't find the right time to.\I-I'm not avoiding you.\It's just that...\I can die happy now...\You don't want to be friends with someone with scary breasts like these, right? response:	No, it's not that.
context: Oh, that. It was nothing.\I wanted to thank you sooner,\but it felt like you were avoiding me, so I couldn't find the right time to.\I-I'm not avoiding you.\It's just that...\I can die happy now...\You don't want to be friends with someone with scary breasts like these, right?\No, it's not that. response:	Louise-san. May I please touch your breasts?
context: I wanted to thank you sooner,\but it felt like you were avoiding me, so I couldn't find the right time to.\I-I'm not avoiding you.\It's just that...\I can die happy now...\You don't want to be friends with someone with scary breasts like these, right?\No, it's not that.\Louise-san. May I please touch your breasts? response:	What? Touch my breasts?
context: but it felt like you were avoiding me, so I couldn't find the right time to.\I-I'm not avoiding you.\It's just that...\I can die happy now...\You don't want to be friends with someone with scary breasts like these, right?\No, it's not that.\Louise-san. May I please touch your breasts?\What? Touch my breasts? response:	I want to know what real breasts feel like.
context: I-I'm not avoiding you.\It's just that...\I can die happy now...\You don't want to be friends with someone with scary breasts like these, right?\No, it's not that.\Louise-san. May I please touch your breasts?\What? Touch my breasts?\I want to know what real breasts feel like. response:	Please.
context: It's just that...\I can die happy now...\You don't want to be friends with someone with scary breasts like these, right?\No, it's not that.\Louise-san. May I please touch your breasts?\What? Touch my breasts?\I want to know what real breasts feel like.\Please. response:	E-Even if you say so...
context: I can die happy now...\You don't want to be friends with someone with scary breasts like these, right?\No, it's not that.\Louise-san. May I please touch your breasts?\What? Touch my breasts?\I want to know what real breasts feel like.\Please.\E-Even if you say so... response:	In exchange, you touch mine, too.
context: You don't want to be friends with someone with scary breasts like these, right?\No, it's not that.\Louise-san. May I please touch your breasts?\What? Touch my breasts?\I want to know what real breasts feel like.\Please.\E-Even if you say so...\In exchange, you touch mine, too. response:	And please tell me what's strange about them.
context: No, it's not that.\Louise-san. May I please touch your breasts?\What? Touch my breasts?\I want to know what real breasts feel like.\Please.\E-Even if you say so...\In exchange, you touch mine, too.\And please tell me what's strange about them. response:	Wait, stop. I'm not mentally prepared for this yet.
context: Louise-san. May I please touch your breasts?\What? Touch my breasts?\I want to know what real breasts feel like.\Please.\E-Even if you say so...\In exchange, you touch mine, too.\And please tell me what's strange about them.\Wait, stop. I'm not mentally prepared for this yet. response:	Girls do that in the bath?
context: What? Touch my breasts?\I want to know what real breasts feel like.\Please.\E-Even if you say so...\In exchange, you touch mine, too.\And please tell me what's strange about them.\Wait, stop. I'm not mentally prepared for this yet.\Girls do that in the bath? response:	So this is what real breasts feel like.
context: I want to know what real breasts feel like.\Please.\E-Even if you say so...\In exchange, you touch mine, too.\And please tell me what's strange about them.\Wait, stop. I'm not mentally prepared for this yet.\Girls do that in the bath?\So this is what real breasts feel like. response:	I'm sorry it's flat.
context: Please.\E-Even if you say so...\In exchange, you touch mine, too.\And please tell me what's strange about them.\Wait, stop. I'm not mentally prepared for this yet.\Girls do that in the bath?\So this is what real breasts feel like.\I'm sorry it's flat. response:	I knew something was strange with mine.
context: E-Even if you say so...\In exchange, you touch mine, too.\And please tell me what's strange about them.\Wait, stop. I'm not mentally prepared for this yet.\Girls do that in the bath?\So this is what real breasts feel like.\I'm sorry it's flat.\I knew something was strange with mine. response:	That stupid Saito!
context: In exchange, you touch mine, too.\And please tell me what's strange about them.\Wait, stop. I'm not mentally prepared for this yet.\Girls do that in the bath?\So this is what real breasts feel like.\I'm sorry it's flat.\I knew something was strange with mine.\That stupid Saito! response:	The two girls are...
context: And please tell me what's strange about them.\Wait, stop. I'm not mentally prepared for this yet.\Girls do that in the bath?\So this is what real breasts feel like.\I'm sorry it's flat.\I knew something was strange with mine.\That stupid Saito!\The two girls are... response:	Change already.
context: Wait, stop. I'm not mentally prepared for this yet.\Girls do that in the bath?\So this is what real breasts feel like.\I'm sorry it's flat.\I knew something was strange with mine.\That stupid Saito!\The two girls are...\Change already. response:	Move! You're in the way, Louise!
context: Girls do that in the bath?\So this is what real breasts feel like.\I'm sorry it's flat.\I knew something was strange with mine.\That stupid Saito!\The two girls are...\Change already.\Move! You're in the way, Louise! response:	Right. Tiffa's not the only person they can see.
context: So this is what real breasts feel like.\I'm sorry it's flat.\I knew something was strange with mine.\That stupid Saito!\The two girls are...\Change already.\Move! You're in the way, Louise!\Right. Tiffa's not the only person they can see. response:	At this rate, everyone will see Louise naked.
context: I'm sorry it's flat.\I knew something was strange with mine.\That stupid Saito!\The two girls are...\Change already.\Move! You're in the way, Louise!\Right. Tiffa's not the only person they can see.\At this rate, everyone will see Louise naked. response:	D-Don't worry about it. They're just a little bigger than others.
context: I knew something was strange with mine.\That stupid Saito!\The two girls are...\Change already.\Move! You're in the way, Louise!\Right. Tiffa's not the only person they can see.\At this rate, everyone will see Louise naked.\D-Don't worry about it. They're just a little bigger than others. response:	Thank goodness.
context: That stupid Saito!\The two girls are...\Change already.\Move! You're in the way, Louise!\Right. Tiffa's not the only person they can see.\At this rate, everyone will see Louise naked.\D-Don't worry about it. They're just a little bigger than others.\Thank goodness. response:	I had Saito-san touch and check them too, but it looked like he didn't have a good idea.
context: The two girls are...\Change already.\Move! You're in the way, Louise!\Right. Tiffa's not the only person they can see.\At this rate, everyone will see Louise naked.\D-Don't worry about it. They're just a little bigger than others.\Thank goodness.\I had Saito-san touch and check them too, but it looked like he didn't have a good idea. response:	W-Wait, what did you just say?
context: Change already.\Move! You're in the way, Louise!\Right. Tiffa's not the only person they can see.\At this rate, everyone will see Louise naked.\D-Don't worry about it. They're just a little bigger than others.\Thank goodness.\I had Saito-san touch and check them too, but it looked like he didn't have a good idea.\W-Wait, what did you just say? response:	You had Saito touch them for you?
context: Move! You're in the way, Louise!\Right. Tiffa's not the only person they can see.\At this rate, everyone will see Louise naked.\D-Don't worry about it. They're just a little bigger than others.\Thank goodness.\I had Saito-san touch and check them too, but it looked like he didn't have a good idea.\W-Wait, what did you just say?\You had Saito touch them for you? response:	Yes.
context: Right. Tiffa's not the only person they can see.\At this rate, everyone will see Louise naked.\D-Don't worry about it. They're just a little bigger than others.\Thank goodness.\I had Saito-san touch and check them too, but it looked like he didn't have a good idea.\W-Wait, what did you just say?\You had Saito touch them for you?\Yes. response:	I told you that Tiffa asked me to touch them!
context: At this rate, everyone will see Louise naked.\D-Don't worry about it. They're just a little bigger than others.\Thank goodness.\I had Saito-san touch and check them too, but it looked like he didn't have a good idea.\W-Wait, what did you just say?\You had Saito touch them for you?\Yes.\I told you that Tiffa asked me to touch them! response:	So Saito was telling the truth.
context: D-Don't worry about it. They're just a little bigger than others.\Thank goodness.\I had Saito-san touch and check them too, but it looked like he didn't have a good idea.\W-Wait, what did you just say?\You had Saito touch them for you?\Yes.\I told you that Tiffa asked me to touch them!\So Saito was telling the truth. response:	Yet I once more didn't believe him.
context: Thank goodness.\I had Saito-san touch and check them too, but it looked like he didn't have a good idea.\W-Wait, what did you just say?\You had Saito touch them for you?\Yes.\I told you that Tiffa asked me to touch them!\So Saito was telling the truth.\Yet I once more didn't believe him. response:	I didn't try to believe him at all.
context: I had Saito-san touch and check them too, but it looked like he didn't have a good idea.\W-Wait, what did you just say?\You had Saito touch them for you?\Yes.\I told you that Tiffa asked me to touch them!\So Saito was telling the truth.\Yet I once more didn't believe him.\I didn't try to believe him at all. response:	Louise-san?
context: W-Wait, what did you just say?\You had Saito touch them for you?\Yes.\I told you that Tiffa asked me to touch them!\So Saito was telling the truth.\Yet I once more didn't believe him.\I didn't try to believe him at all.\Louise-san? response:	What should I do?
context: You had Saito touch them for you?\Yes.\I told you that Tiffa asked me to touch them!\So Saito was telling the truth.\Yet I once more didn't believe him.\I didn't try to believe him at all.\Louise-san?\What should I do? response:	If Saito doesn't return...
context: Yes.\I told you that Tiffa asked me to touch them!\So Saito was telling the truth.\Yet I once more didn't believe him.\I didn't try to believe him at all.\Louise-san?\What should I do?\If Saito doesn't return... response:	I-I'm sorry! I asked a really strange thing of Saito-san.
context: I told you that Tiffa asked me to touch them!\So Saito was telling the truth.\Yet I once more didn't believe him.\I didn't try to believe him at all.\Louise-san?\What should I do?\If Saito doesn't return...\I-I'm sorry! I asked a really strange thing of Saito-san. response:	He's supposed to be your lover...
context: So Saito was telling the truth.\Yet I once more didn't believe him.\I didn't try to believe him at all.\Louise-san?\What should I do?\If Saito doesn't return...\I-I'm sorry! I asked a really strange thing of Saito-san.\He's supposed to be your lover... response:	He is not my lover!
context: Yet I once more didn't believe him.\I didn't try to believe him at all.\Louise-san?\What should I do?\If Saito doesn't return...\I-I'm sorry! I asked a really strange thing of Saito-san.\He's supposed to be your lover...\He is not my lover! response:	He's only my familiar!
context: I didn't try to believe him at all.\Louise-san?\What should I do?\If Saito doesn't return...\I-I'm sorry! I asked a really strange thing of Saito-san.\He's supposed to be your lover...\He is not my lover!\He's only my familiar! response:	You guys...
context: Louise-san?\What should I do?\If Saito doesn't return...\I-I'm sorry! I asked a really strange thing of Saito-san.\He's supposed to be your lover...\He is not my lover!\He's only my familiar!\You guys... response:	Don't look!
context: What should I do?\If Saito doesn't return...\I-I'm sorry! I asked a really strange thing of Saito-san.\He's supposed to be your lover...\He is not my lover!\He's only my familiar!\You guys...\Don't look! response:	A man's voice.
context: If Saito doesn't return...\I-I'm sorry! I asked a really strange thing of Saito-san.\He's supposed to be your lover...\He is not my lover!\He's only my familiar!\You guys...\Don't look!\A man's voice. response:	Look! There's a hole here!
context: I-I'm sorry! I asked a really strange thing of Saito-san.\He's supposed to be your lover...\He is not my lover!\He's only my familiar!\You guys...\Don't look!\A man's voice.\Look! There's a hole here! response:	Crap!
context: He's supposed to be your lover...\He is not my lover!\He's only my familiar!\You guys...\Don't look!\A man's voice.\Look! There's a hole here!\Crap! response:	We must retreat.
context: He is not my lover!\He's only my familiar!\You guys...\Don't look!\A man's voice.\Look! There's a hole here!\Crap!\We must retreat. response:	I told you we shouldn't do this.
context: He's only my familiar!\You guys...\Don't look!\A man's voice.\Look! There's a hole here!\Crap!\We must retreat.\I told you we shouldn't do this. response:	You'd better get moving, Reinard.
context: You guys...\Don't look!\A man's voice.\Look! There's a hole here!\Crap!\We must retreat.\I told you we shouldn't do this.\You'd better get moving, Reinard. response:	Wait!
context: Don't look!\A man's voice.\Look! There's a hole here!\Crap!\We must retreat.\I told you we shouldn't do this.\You'd better get moving, Reinard.\Wait! response:	Don't get caught, everyone.
context: A man's voice.\Look! There's a hole here!\Crap!\We must retreat.\I told you we shouldn't do this.\You'd better get moving, Reinard.\Wait!\Don't get caught, everyone. response:	Wai - You guys!
context: Look! There's a hole here!\Crap!\We must retreat.\I told you we shouldn't do this.\You'd better get moving, Reinard.\Wait!\Don't get caught, everyone.\Wai - You guys! response:	I'm stuck!
context: Crap!\We must retreat.\I told you we shouldn't do this.\You'd better get moving, Reinard.\Wait!\Don't get caught, everyone.\Wai - You guys!\I'm stuck! response:	Reinard...
context: We must retreat.\I told you we shouldn't do this.\You'd better get moving, Reinard.\Wait!\Don't get caught, everyone.\Wai - You guys!\I'm stuck!\Reinard... response:	I never imagined you of all people would do this.
context: I told you we shouldn't do this.\You'd better get moving, Reinard.\Wait!\Don't get caught, everyone.\Wai - You guys!\I'm stuck!\Reinard...\I never imagined you of all people would do this. response:	I-I was against it.
context: You'd better get moving, Reinard.\Wait!\Don't get caught, everyone.\Wai - You guys!\I'm stuck!\Reinard...\I never imagined you of all people would do this.\I-I was against it. response:	T-The Captain proposed the idea!
context: Wait!\Don't get caught, everyone.\Wai - You guys!\I'm stuck!\Reinard...\I never imagined you of all people would do this.\I-I was against it.\T-The Captain proposed the idea! response:	The one who says that is the most suspicious one.
context: Don't get caught, everyone.\Wai - You guys!\I'm stuck!\Reinard...\I never imagined you of all people would do this.\I-I was against it.\T-The Captain proposed the idea!\The one who says that is the most suspicious one. response:	Be a man and...
context: Wai - You guys!\I'm stuck!\Reinard...\I never imagined you of all people would do this.\I-I was against it.\T-The Captain proposed the idea!\The one who says that is the most suspicious one.\Be a man and... response:	Damn it! Just a little more to go...
context: I'm stuck!\Reinard...\I never imagined you of all people would do this.\I-I was against it.\T-The Captain proposed the idea!\The one who says that is the most suspicious one.\Be a man and...\Damn it! Just a little more to go... response:	There he is!
context: Reinard...\I never imagined you of all people would do this.\I-I was against it.\T-The Captain proposed the idea!\The one who says that is the most suspicious one.\Be a man and...\Damn it! Just a little more to go...\There he is! response:	So you got in through that hole.
context: I never imagined you of all people would do this.\I-I was against it.\T-The Captain proposed the idea!\The one who says that is the most suspicious one.\Be a man and...\Damn it! Just a little more to go...\There he is!\So you got in through that hole. response:	Please, spare my life.
context: I-I was against it.\T-The Captain proposed the idea!\The one who says that is the most suspicious one.\Be a man and...\Damn it! Just a little more to go...\There he is!\So you got in through that hole.\Please, spare my life. response:	Would there still be someone in there?
