context: Don't... response:	Please, don't!
context: Look, Ryuko!\It's like the whole city's been turned into an amusement park!\I've never seen anything like this!\And there's only 3 hours to go until our first class, Ryuko!\The people at this school sure love to hear themselves talk.\All right, fine. You're on.\I'm gonna bust through every last one of the traps you bozos made!\As you wish! Students, commence commute! response:	Forward, march!
context: It's like the whole city's been turned into an amusement park!\I've never seen anything like this!\And there's only 3 hours to go until our first class, Ryuko!\The people at this school sure love to hear themselves talk.\All right, fine. You're on.\I'm gonna bust through every last one of the traps you bozos made!\As you wish! Students, commence commute!\Forward, march! response:	Mako, don't get separated!
context: I've never seen anything like this!\And there's only 3 hours to go until our first class, Ryuko!\The people at this school sure love to hear themselves talk.\All right, fine. You're on.\I'm gonna bust through every last one of the traps you bozos made!\As you wish! Students, commence commute!\Forward, march!\Mako, don't get separated! response:	'Kay!
context: And there's only 3 hours to go until our first class, Ryuko!\The people at this school sure love to hear themselves talk.\All right, fine. You're on.\I'm gonna bust through every last one of the traps you bozos made!\As you wish! Students, commence commute!\Forward, march!\Mako, don't get separated!\'Kay! response:	A trap right off the bat, huh? I'm falling! I'm falling!
context: The people at this school sure love to hear themselves talk.\All right, fine. You're on.\I'm gonna bust through every last one of the traps you bozos made!\As you wish! Students, commence commute!\Forward, march!\Mako, don't get separated!\'Kay!\A trap right off the bat, huh? I'm falling! I'm falling! response:	Up you go!
context: All right, fine. You're on.\I'm gonna bust through every last one of the traps you bozos made!\As you wish! Students, commence commute!\Forward, march!\Mako, don't get separated!\'Kay!\A trap right off the bat, huh? I'm falling! I'm falling!\Up you go! response:	CHECKPOINT
context: I'm gonna bust through every last one of the traps you bozos made!\As you wish! Students, commence commute!\Forward, march!\Mako, don't get separated!\'Kay!\A trap right off the bat, huh? I'm falling! I'm falling!\Up you go!\CHECKPOINT response:	Congratulations on passing the first checkpoint!
context: As you wish! Students, commence commute!\Forward, march!\Mako, don't get separated!\'Kay!\A trap right off the bat, huh? I'm falling! I'm falling!\Up you go!\CHECKPOINT\Congratulations on passing the first checkpoint! response:	I neglected to mention that use of the No-Star commuter cable cars is prohibited!
context: Forward, march!\Mako, don't get separated!\'Kay!\A trap right off the bat, huh? I'm falling! I'm falling!\Up you go!\CHECKPOINT\Congratulations on passing the first checkpoint!\I neglected to mention that use of the No-Star commuter cable cars is prohibited! response:	Obey the rules and stick to the prescribed route!
context: Mako, don't get separated!\'Kay!\A trap right off the bat, huh? I'm falling! I'm falling!\Up you go!\CHECKPOINT\Congratulations on passing the first checkpoint!\I neglected to mention that use of the No-Star commuter cable cars is prohibited!\Obey the rules and stick to the prescribed route! response:	And now, gentlemen, until we meet again at school!
context: 'Kay!\A trap right off the bat, huh? I'm falling! I'm falling!\Up you go!\CHECKPOINT\Congratulations on passing the first checkpoint!\I neglected to mention that use of the No-Star commuter cable cars is prohibited!\Obey the rules and stick to the prescribed route!\And now, gentlemen, until we meet again at school! response:	There's another 999 of these to go! That's more than usual!
context: A trap right off the bat, huh? I'm falling! I'm falling!\Up you go!\CHECKPOINT\Congratulations on passing the first checkpoint!\I neglected to mention that use of the No-Star commuter cable cars is prohibited!\Obey the rules and stick to the prescribed route!\And now, gentlemen, until we meet again at school!\There's another 999 of these to go! That's more than usual! response:	He's screwing with us. Come on, Mako!
context: Up you go!\CHECKPOINT\Congratulations on passing the first checkpoint!\I neglected to mention that use of the No-Star commuter cable cars is prohibited!\Obey the rules and stick to the prescribed route!\And now, gentlemen, until we meet again at school!\There's another 999 of these to go! That's more than usual!\He's screwing with us. Come on, Mako! response:	Ow, that hurts so much!
context: CHECKPOINT\Congratulations on passing the first checkpoint!\I neglected to mention that use of the No-Star commuter cable cars is prohibited!\Obey the rules and stick to the prescribed route!\And now, gentlemen, until we meet again at school!\There's another 999 of these to go! That's more than usual!\He's screwing with us. Come on, Mako!\Ow, that hurts so much! response:	You're our classmate, Maiko Ogure!
context: Congratulations on passing the first checkpoint!\I neglected to mention that use of the No-Star commuter cable cars is prohibited!\Obey the rules and stick to the prescribed route!\And now, gentlemen, until we meet again at school!\There's another 999 of these to go! That's more than usual!\He's screwing with us. Come on, Mako!\Ow, that hurts so much!\You're our classmate, Maiko Ogure! response:	CLASSMATE MAIKO OGURE
context: I neglected to mention that use of the No-Star commuter cable cars is prohibited!\Obey the rules and stick to the prescribed route!\And now, gentlemen, until we meet again at school!\There's another 999 of these to go! That's more than usual!\He's screwing with us. Come on, Mako!\Ow, that hurts so much!\You're our classmate, Maiko Ogure!\CLASSMATE MAIKO OGURE response:	Are you okay? Your arm is hurt!
context: Obey the rules and stick to the prescribed route!\And now, gentlemen, until we meet again at school!\There's another 999 of these to go! That's more than usual!\He's screwing with us. Come on, Mako!\Ow, that hurts so much!\You're our classmate, Maiko Ogure!\CLASSMATE MAIKO OGURE\Are you okay? Your arm is hurt! response:	Why, it's Mankanshoku!
context: And now, gentlemen, until we meet again at school!\There's another 999 of these to go! That's more than usual!\He's screwing with us. Come on, Mako!\Ow, that hurts so much!\You're our classmate, Maiko Ogure!\CLASSMATE MAIKO OGURE\Are you okay? Your arm is hurt!\Why, it's Mankanshoku! response:	And you're Matoi, the transfer student!
context: There's another 999 of these to go! That's more than usual!\He's screwing with us. Come on, Mako!\Ow, that hurts so much!\You're our classmate, Maiko Ogure!\CLASSMATE MAIKO OGURE\Are you okay? Your arm is hurt!\Why, it's Mankanshoku!\And you're Matoi, the transfer student! response:	Yes, I hurt my arm in that trap just now.
context: He's screwing with us. Come on, Mako!\Ow, that hurts so much!\You're our classmate, Maiko Ogure!\CLASSMATE MAIKO OGURE\Are you okay? Your arm is hurt!\Why, it's Mankanshoku!\And you're Matoi, the transfer student!\Yes, I hurt my arm in that trap just now. response:	But I'll live!
context: Ow, that hurts so much!\You're our classmate, Maiko Ogure!\CLASSMATE MAIKO OGURE\Are you okay? Your arm is hurt!\Why, it's Mankanshoku!\And you're Matoi, the transfer student!\Yes, I hurt my arm in that trap just now.\But I'll live! response:	I can't give up over something like this!
context: You're our classmate, Maiko Ogure!\CLASSMATE MAIKO OGURE\Are you okay? Your arm is hurt!\Why, it's Mankanshoku!\And you're Matoi, the transfer student!\Yes, I hurt my arm in that trap just now.\But I'll live!\I can't give up over something like this! response:	Hey, don't overdo it!
context: CLASSMATE MAIKO OGURE\Are you okay? Your arm is hurt!\Why, it's Mankanshoku!\And you're Matoi, the transfer student!\Yes, I hurt my arm in that trap just now.\But I'll live!\I can't give up over something like this!\Hey, don't overdo it! response:	Hey, Ryuko. Since Maiko is hurt, let's take her with us to school!
context: Are you okay? Your arm is hurt!\Why, it's Mankanshoku!\And you're Matoi, the transfer student!\Yes, I hurt my arm in that trap just now.\But I'll live!\I can't give up over something like this!\Hey, don't overdo it!\Hey, Ryuko. Since Maiko is hurt, let's take her with us to school! response:	No! I can't let you! I'd only slow you down!
context: Why, it's Mankanshoku!\And you're Matoi, the transfer student!\Yes, I hurt my arm in that trap just now.\But I'll live!\I can't give up over something like this!\Hey, don't overdo it!\Hey, Ryuko. Since Maiko is hurt, let's take her with us to school!\No! I can't let you! I'd only slow you down! response:	Oh, okay. We'll go on ahead, then. Don't push yourself too hard, okay?
context: And you're Matoi, the transfer student!\Yes, I hurt my arm in that trap just now.\But I'll live!\I can't give up over something like this!\Hey, don't overdo it!\Hey, Ryuko. Since Maiko is hurt, let's take her with us to school!\No! I can't let you! I'd only slow you down!\Oh, okay. We'll go on ahead, then. Don't push yourself too hard, okay? response:	The pain!
context: Yes, I hurt my arm in that trap just now.\But I'll live!\I can't give up over something like this!\Hey, don't overdo it!\Hey, Ryuko. Since Maiko is hurt, let's take her with us to school!\No! I can't let you! I'd only slow you down!\Oh, okay. We'll go on ahead, then. Don't push yourself too hard, okay?\The pain! response:	Hang in there, Maiko!
context: But I'll live!\I can't give up over something like this!\Hey, don't overdo it!\Hey, Ryuko. Since Maiko is hurt, let's take her with us to school!\No! I can't let you! I'd only slow you down!\Oh, okay. We'll go on ahead, then. Don't push yourself too hard, okay?\The pain!\Hang in there, Maiko! response:	If anyone can make it on her own, it's you!
context: I can't give up over something like this!\Hey, don't overdo it!\Hey, Ryuko. Since Maiko is hurt, let's take her with us to school!\No! I can't let you! I'd only slow you down!\Oh, okay. We'll go on ahead, then. Don't push yourself too hard, okay?\The pain!\Hang in there, Maiko!\If anyone can make it on her own, it's you! response:	Ryuko!
context: Hey, don't overdo it!\Hey, Ryuko. Since Maiko is hurt, let's take her with us to school!\No! I can't let you! I'd only slow you down!\Oh, okay. We'll go on ahead, then. Don't push yourself too hard, okay?\The pain!\Hang in there, Maiko!\If anyone can make it on her own, it's you!\Ryuko! response:	For crying out loud... Putting on a brave act, eh?
context: Hey, Ryuko. Since Maiko is hurt, let's take her with us to school!\No! I can't let you! I'd only slow you down!\Oh, okay. We'll go on ahead, then. Don't push yourself too hard, okay?\The pain!\Hang in there, Maiko!\If anyone can make it on her own, it's you!\Ryuko!\For crying out loud... Putting on a brave act, eh? response:	Hold on tight. We'll go to school together.
context: No! I can't let you! I'd only slow you down!\Oh, okay. We'll go on ahead, then. Don't push yourself too hard, okay?\The pain!\Hang in there, Maiko!\If anyone can make it on her own, it's you!\Ryuko!\For crying out loud... Putting on a brave act, eh?\Hold on tight. We'll go to school together. response:	Thank you, Matoi!
context: Oh, okay. We'll go on ahead, then. Don't push yourself too hard, okay?\The pain!\Hang in there, Maiko!\If anyone can make it on her own, it's you!\Ryuko!\For crying out loud... Putting on a brave act, eh?\Hold on tight. We'll go to school together.\Thank you, Matoi! response:	Don't sweat it.
context: The pain!\Hang in there, Maiko!\If anyone can make it on her own, it's you!\Ryuko!\For crying out loud... Putting on a brave act, eh?\Hold on tight. We'll go to school together.\Thank you, Matoi!\Don't sweat it. response:	I don't hate girls who push themselves to be strong.
context: Hang in there, Maiko!\If anyone can make it on her own, it's you!\Ryuko!\For crying out loud... Putting on a brave act, eh?\Hold on tight. We'll go to school together.\Thank you, Matoi!\Don't sweat it.\I don't hate girls who push themselves to be strong. response:	Ryuko, look at that!
context: If anyone can make it on her own, it's you!\Ryuko!\For crying out loud... Putting on a brave act, eh?\Hold on tight. We'll go to school together.\Thank you, Matoi!\Don't sweat it.\I don't hate girls who push themselves to be strong.\Ryuko, look at that! response:	Isn't that the 2nd checkpoint up ahead?
context: Ryuko!\For crying out loud... Putting on a brave act, eh?\Hold on tight. We'll go to school together.\Thank you, Matoi!\Don't sweat it.\I don't hate girls who push themselves to be strong.\Ryuko, look at that!\Isn't that the 2nd checkpoint up ahead? response:	How the heck do you get up there?!
context: For crying out loud... Putting on a brave act, eh?\Hold on tight. We'll go to school together.\Thank you, Matoi!\Don't sweat it.\I don't hate girls who push themselves to be strong.\Ryuko, look at that!\Isn't that the 2nd checkpoint up ahead?\How the heck do you get up there?! response:	Damn it, if I had Senketsu, that hill would be nothing.
context: Hold on tight. We'll go to school together.\Thank you, Matoi!\Don't sweat it.\I don't hate girls who push themselves to be strong.\Ryuko, look at that!\Isn't that the 2nd checkpoint up ahead?\How the heck do you get up there?!\Damn it, if I had Senketsu, that hill would be nothing. response:	Move it! Make way!
context: Thank you, Matoi!\Don't sweat it.\I don't hate girls who push themselves to be strong.\Ryuko, look at that!\Isn't that the 2nd checkpoint up ahead?\How the heck do you get up there?!\Damn it, if I had Senketsu, that hill would be nothing.\Move it! Make way! response:	Back-alley doctor Barazo is coming through!
context: Don't sweat it.\I don't hate girls who push themselves to be strong.\Ryuko, look at that!\Isn't that the 2nd checkpoint up ahead?\How the heck do you get up there?!\Damn it, if I had Senketsu, that hill would be nothing.\Move it! Make way!\Back-alley doctor Barazo is coming through! response:	Anybody who doesn't get out of the way will get a Caesarian, even if it's a guy!
context: I don't hate girls who push themselves to be strong.\Ryuko, look at that!\Isn't that the 2nd checkpoint up ahead?\How the heck do you get up there?!\Damn it, if I had Senketsu, that hill would be nothing.\Move it! Make way!\Back-alley doctor Barazo is coming through!\Anybody who doesn't get out of the way will get a Caesarian, even if it's a guy! response:	That's Ryuko up there!
context: Ryuko, look at that!\Isn't that the 2nd checkpoint up ahead?\How the heck do you get up there?!\Damn it, if I had Senketsu, that hill would be nothing.\Move it! Make way!\Back-alley doctor Barazo is coming through!\Anybody who doesn't get out of the way will get a Caesarian, even if it's a guy!\That's Ryuko up there! response:	Hey, we've got your uniform!
context: Isn't that the 2nd checkpoint up ahead?\How the heck do you get up there?!\Damn it, if I had Senketsu, that hill would be nothing.\Move it! Make way!\Back-alley doctor Barazo is coming through!\Anybody who doesn't get out of the way will get a Caesarian, even if it's a guy!\That's Ryuko up there!\Hey, we've got your uniform! response:	I can't hold on any more...
context: How the heck do you get up there?!\Damn it, if I had Senketsu, that hill would be nothing.\Move it! Make way!\Back-alley doctor Barazo is coming through!\Anybody who doesn't get out of the way will get a Caesarian, even if it's a guy!\That's Ryuko up there!\Hey, we've got your uniform!\I can't hold on any more... response:	Maiko! Are you okay?!
context: Damn it, if I had Senketsu, that hill would be nothing.\Move it! Make way!\Back-alley doctor Barazo is coming through!\Anybody who doesn't get out of the way will get a Caesarian, even if it's a guy!\That's Ryuko up there!\Hey, we've got your uniform!\I can't hold on any more...\Maiko! Are you okay?! response:	It's no use!
context: Move it! Make way!\Back-alley doctor Barazo is coming through!\Anybody who doesn't get out of the way will get a Caesarian, even if it's a guy!\That's Ryuko up there!\Hey, we've got your uniform!\I can't hold on any more...\Maiko! Are you okay?!\It's no use! response:	- Oops! - Hey! Watch what you're grabbing!
context: Back-alley doctor Barazo is coming through!\Anybody who doesn't get out of the way will get a Caesarian, even if it's a guy!\That's Ryuko up there!\Hey, we've got your uniform!\I can't hold on any more...\Maiko! Are you okay?!\It's no use!\- Oops! - Hey! Watch what you're grabbing! response:	Keep your eyes on the road when you're driving, you fool!
context: Anybody who doesn't get out of the way will get a Caesarian, even if it's a guy!\That's Ryuko up there!\Hey, we've got your uniform!\I can't hold on any more...\Maiko! Are you okay?!\It's no use!\- Oops! - Hey! Watch what you're grabbing!\Keep your eyes on the road when you're driving, you fool! response:	Dad! Are you okay?!
context: That's Ryuko up there!\Hey, we've got your uniform!\I can't hold on any more...\Maiko! Are you okay?!\It's no use!\- Oops! - Hey! Watch what you're grabbing!\Keep your eyes on the road when you're driving, you fool!\Dad! Are you okay?! response:	Your dad is done for...
context: Hey, we've got your uniform!\I can't hold on any more...\Maiko! Are you okay?!\It's no use!\- Oops! - Hey! Watch what you're grabbing!\Keep your eyes on the road when you're driving, you fool!\Dad! Are you okay?!\Your dad is done for... response:	Mataro, I have a favor to ask you, man-to-man...
context: I can't hold on any more...\Maiko! Are you okay?!\It's no use!\- Oops! - Hey! Watch what you're grabbing!\Keep your eyes on the road when you're driving, you fool!\Dad! Are you okay?!\Your dad is done for...\Mataro, I have a favor to ask you, man-to-man... response:	Take this uniform and
context: Maiko! Are you okay?!\It's no use!\- Oops! - Hey! Watch what you're grabbing!\Keep your eyes on the road when you're driving, you fool!\Dad! Are you okay?!\Your dad is done for...\Mataro, I have a favor to ask you, man-to-man...\Take this uniform and response:	Will do!
context: It's no use!\- Oops! - Hey! Watch what you're grabbing!\Keep your eyes on the road when you're driving, you fool!\Dad! Are you okay?!\Your dad is done for...\Mataro, I have a favor to ask you, man-to-man...\Take this uniform and\Will do! response:	I'll make sure that this uniform gets to Ryuko safe and sound!
context: - Oops! - Hey! Watch what you're grabbing!\Keep your eyes on the road when you're driving, you fool!\Dad! Are you okay?!\Your dad is done for...\Mataro, I have a favor to ask you, man-to-man...\Take this uniform and\Will do!\I'll make sure that this uniform gets to Ryuko safe and sound! response:	Rest in peace, Dad! I've got it from here!
context: Keep your eyes on the road when you're driving, you fool!\Dad! Are you okay?!\Your dad is done for...\Mataro, I have a favor to ask you, man-to-man...\Take this uniform and\Will do!\I'll make sure that this uniform gets to Ryuko safe and sound!\Rest in peace, Dad! I've got it from here! response:	Hang on, Ryuko!
context: Dad! Are you okay?!\Your dad is done for...\Mataro, I have a favor to ask you, man-to-man...\Take this uniform and\Will do!\I'll make sure that this uniform gets to Ryuko safe and sound!\Rest in peace, Dad! I've got it from here!\Hang on, Ryuko! response:	Ouch!
context: Your dad is done for...\Mataro, I have a favor to ask you, man-to-man...\Take this uniform and\Will do!\I'll make sure that this uniform gets to Ryuko safe and sound!\Rest in peace, Dad! I've got it from here!\Hang on, Ryuko!\Ouch! response:	Are you okay?!
context: Mataro, I have a favor to ask you, man-to-man...\Take this uniform and\Will do!\I'll make sure that this uniform gets to Ryuko safe and sound!\Rest in peace, Dad! I've got it from here!\Hang on, Ryuko!\Ouch!\Are you okay?! response:	Ooh! Cheese!
context: Take this uniform and\Will do!\I'll make sure that this uniform gets to Ryuko safe and sound!\Rest in peace, Dad! I've got it from here!\Hang on, Ryuko!\Ouch!\Are you okay?!\Ooh! Cheese! response:	Cheese, cheese, cheese!
context: Will do!\I'll make sure that this uniform gets to Ryuko safe and sound!\Rest in peace, Dad! I've got it from here!\Hang on, Ryuko!\Ouch!\Are you okay?!\Ooh! Cheese!\Cheese, cheese, cheese! response:	Cheese, cheese, cheese, cheese, cheese!
context: I'll make sure that this uniform gets to Ryuko safe and sound!\Rest in peace, Dad! I've got it from here!\Hang on, Ryuko!\Ouch!\Are you okay?!\Ooh! Cheese!\Cheese, cheese, cheese!\Cheese, cheese, cheese, cheese, cheese! response:	Mako, look out!
context: Rest in peace, Dad! I've got it from here!\Hang on, Ryuko!\Ouch!\Are you okay?!\Ooh! Cheese!\Cheese, cheese, cheese!\Cheese, cheese, cheese, cheese, cheese!\Mako, look out! response:	It's a pie! Pie!
context: Hang on, Ryuko!\Ouch!\Are you okay?!\Ooh! Cheese!\Cheese, cheese, cheese!\Cheese, cheese, cheese, cheese, cheese!\Mako, look out!\It's a pie! Pie! response:	That looks really tasty, Ryuko!
context: Ouch!\Are you okay?!\Ooh! Cheese!\Cheese, cheese, cheese!\Cheese, cheese, cheese, cheese, cheese!\Mako, look out!\It's a pie! Pie!\That looks really tasty, Ryuko! response:	Ow!
context: Are you okay?!\Ooh! Cheese!\Cheese, cheese, cheese!\Cheese, cheese, cheese, cheese, cheese!\Mako, look out!\It's a pie! Pie!\That looks really tasty, Ryuko!\Ow! response:	Are you okay
context: Ooh! Cheese!\Cheese, cheese, cheese!\Cheese, cheese, cheese, cheese, cheese!\Mako, look out!\It's a pie! Pie!\That looks really tasty, Ryuko!\Ow!\Are you okay response:	You can do it, Ryuko!
context: Cheese, cheese, cheese!\Cheese, cheese, cheese, cheese, cheese!\Mako, look out!\It's a pie! Pie!\That looks really tasty, Ryuko!\Ow!\Are you okay\You can do it, Ryuko! response:	Damn it, I could really use Senketsu right about now!
context: Cheese, cheese, cheese, cheese, cheese!\Mako, look out!\It's a pie! Pie!\That looks really tasty, Ryuko!\Ow!\Are you okay\You can do it, Ryuko!\Damn it, I could really use Senketsu right about now! response:	Ryuko!
context: Mako, look out!\It's a pie! Pie!\That looks really tasty, Ryuko!\Ow!\Are you okay\You can do it, Ryuko!\Damn it, I could really use Senketsu right about now!\Ryuko! response:	Hey, that's her! I'll be right there!
context: It's a pie! Pie!\That looks really tasty, Ryuko!\Ow!\Are you okay\You can do it, Ryuko!\Damn it, I could really use Senketsu right about now!\Ryuko!\Hey, that's her! I'll be right there! response:	My arm!
context: That looks really tasty, Ryuko!\Ow!\Are you okay\You can do it, Ryuko!\Damn it, I could really use Senketsu right about now!\Ryuko!\Hey, that's her! I'll be right there!\My arm! response:	Are you okay?!
context: Ow!\Are you okay\You can do it, Ryuko!\Damn it, I could really use Senketsu right about now!\Ryuko!\Hey, that's her! I'll be right there!\My arm!\Are you okay?! response:	What a feast for the eyes!
context: Are you okay\You can do it, Ryuko!\Damn it, I could really use Senketsu right about now!\Ryuko!\Hey, that's her! I'll be right there!\My arm!\Are you okay?!\What a feast for the eyes! response:	Keep your eyes on the road, confound it!
context: You can do it, Ryuko!\Damn it, I could really use Senketsu right about now!\Ryuko!\Hey, that's her! I'll be right there!\My arm!\Are you okay?!\What a feast for the eyes!\Keep your eyes on the road, confound it! response:	Guts? Is that you, boy? I'm done for...
context: Damn it, I could really use Senketsu right about now!\Ryuko!\Hey, that's her! I'll be right there!\My arm!\Are you okay?!\What a feast for the eyes!\Keep your eyes on the road, confound it!\Guts? Is that you, boy? I'm done for... response:	Guts, I have a favor to ask you, man-to-man dog...
context: Ryuko!\Hey, that's her! I'll be right there!\My arm!\Are you okay?!\What a feast for the eyes!\Keep your eyes on the road, confound it!\Guts? Is that you, boy? I'm done for...\Guts, I have a favor to ask you, man-to-man dog... response:	Stop it, vile hellhound! Ow! That hurts!
context: Hey, that's her! I'll be right there!\My arm!\Are you okay?!\What a feast for the eyes!\Keep your eyes on the road, confound it!\Guts? Is that you, boy? I'm done for...\Guts, I have a favor to ask you, man-to-man dog...\Stop it, vile hellhound! Ow! That hurts! response:	Don't bite down so hard, curse you!
context: My arm!\Are you okay?!\What a feast for the eyes!\Keep your eyes on the road, confound it!\Guts? Is that you, boy? I'm done for...\Guts, I have a favor to ask you, man-to-man dog...\Stop it, vile hellhound! Ow! That hurts!\Don't bite down so hard, curse you! response:	What time is it?
context: Are you okay?!\What a feast for the eyes!\Keep your eyes on the road, confound it!\Guts? Is that you, boy? I'm done for...\Guts, I have a favor to ask you, man-to-man dog...\Stop it, vile hellhound! Ow! That hurts!\Don't bite down so hard, curse you!\What time is it? response:	8AM. Meaning that there are 30 minutes left.
context: What a feast for the eyes!\Keep your eyes on the road, confound it!\Guts? Is that you, boy? I'm done for...\Guts, I have a favor to ask you, man-to-man dog...\Stop it, vile hellhound! Ow! That hurts!\Don't bite down so hard, curse you!\What time is it?\8AM. Meaning that there are 30 minutes left. response:	This might be difficult.
context: Keep your eyes on the road, confound it!\Guts? Is that you, boy? I'm done for...\Guts, I have a favor to ask you, man-to-man dog...\Stop it, vile hellhound! Ow! That hurts!\Don't bite down so hard, curse you!\What time is it?\8AM. Meaning that there are 30 minutes left.\This might be difficult. response:	No! No! If we don't do something, I won't be able to go to school anymore!
context: Guts? Is that you, boy? I'm done for...\Guts, I have a favor to ask you, man-to-man dog...\Stop it, vile hellhound! Ow! That hurts!\Don't bite down so hard, curse you!\What time is it?\8AM. Meaning that there are 30 minutes left.\This might be difficult.\No! No! If we don't do something, I won't be able to go to school anymore! response:	Hey, Maiko, what's that?
context: Guts, I have a favor to ask you, man-to-man dog...\Stop it, vile hellhound! Ow! That hurts!\Don't bite down so hard, curse you!\What time is it?\8AM. Meaning that there are 30 minutes left.\This might be difficult.\No! No! If we don't do something, I won't be able to go to school anymore!\Hey, Maiko, what's that? response:	Pseudo-homeroom.
context: Stop it, vile hellhound! Ow! That hurts!\Don't bite down so hard, curse you!\What time is it?\8AM. Meaning that there are 30 minutes left.\This might be difficult.\No! No! If we don't do something, I won't be able to go to school anymore!\Hey, Maiko, what's that?\Pseudo-homeroom. response:	Students who have given up on making it to school on time,
context: Don't bite down so hard, curse you!\What time is it?\8AM. Meaning that there are 30 minutes left.\This might be difficult.\No! No! If we don't do something, I won't be able to go to school anymore!\Hey, Maiko, what's that?\Pseudo-homeroom.\Students who have given up on making it to school on time, response:	unable to face the reality that they will be kicked out of
context: What time is it?\8AM. Meaning that there are 30 minutes left.\This might be difficult.\No! No! If we don't do something, I won't be able to go to school anymore!\Hey, Maiko, what's that?\Pseudo-homeroom.\Students who have given up on making it to school on time,\unable to face the reality that they will be kicked out of response:	both school and their homes tomorrow,
context: 8AM. Meaning that there are 30 minutes left.\This might be difficult.\No! No! If we don't do something, I won't be able to go to school anymore!\Hey, Maiko, what's that?\Pseudo-homeroom.\Students who have given up on making it to school on time,\unable to face the reality that they will be kicked out of\both school and their homes tomorrow, response:	take attendance with dead, vacant eyes.
context: This might be difficult.\No! No! If we don't do something, I won't be able to go to school anymore!\Hey, Maiko, what's that?\Pseudo-homeroom.\Students who have given up on making it to school on time,\unable to face the reality that they will be kicked out of\both school and their homes tomorrow,\take attendance with dead, vacant eyes. response:	That's too sad for words.
context: No! No! If we don't do something, I won't be able to go to school anymore!\Hey, Maiko, what's that?\Pseudo-homeroom.\Students who have given up on making it to school on time,\unable to face the reality that they will be kicked out of\both school and their homes tomorrow,\take attendance with dead, vacant eyes.\That's too sad for words. response:	So this means that the condo district up ahead is gonna be even tougher, huh?
context: Hey, Maiko, what's that?\Pseudo-homeroom.\Students who have given up on making it to school on time,\unable to face the reality that they will be kicked out of\both school and their homes tomorrow,\take attendance with dead, vacant eyes.\That's too sad for words.\So this means that the condo district up ahead is gonna be even tougher, huh? response:	Hey, a school bus is coming!
context: Pseudo-homeroom.\Students who have given up on making it to school on time,\unable to face the reality that they will be kicked out of\both school and their homes tomorrow,\take attendance with dead, vacant eyes.\That's too sad for words.\So this means that the condo district up ahead is gonna be even tougher, huh?\Hey, a school bus is coming! response:	It's a minefield!
context: Students who have given up on making it to school on time,\unable to face the reality that they will be kicked out of\both school and their homes tomorrow,\take attendance with dead, vacant eyes.\That's too sad for words.\So this means that the condo district up ahead is gonna be even tougher, huh?\Hey, a school bus is coming!\It's a minefield! response:	It's an armored vehicle though, so don't worry. That's a One-Star bus for you!
context: unable to face the reality that they will be kicked out of\both school and their homes tomorrow,\take attendance with dead, vacant eyes.\That's too sad for words.\So this means that the condo district up ahead is gonna be even tougher, huh?\Hey, a school bus is coming!\It's a minefield!\It's an armored vehicle though, so don't worry. That's a One-Star bus for you! response:	It's passing the checkpoint!
context: both school and their homes tomorrow,\take attendance with dead, vacant eyes.\That's too sad for words.\So this means that the condo district up ahead is gonna be even tougher, huh?\Hey, a school bus is coming!\It's a minefield!\It's an armored vehicle though, so don't worry. That's a One-Star bus for you!\It's passing the checkpoint! response:	No way, they have it so easy!
context: take attendance with dead, vacant eyes.\That's too sad for words.\So this means that the condo district up ahead is gonna be even tougher, huh?\Hey, a school bus is coming!\It's a minefield!\It's an armored vehicle though, so don't worry. That's a One-Star bus for you!\It's passing the checkpoint!\No way, they have it so easy! response:	I wanna ride that! I wanna ride, I wanna ride!
context: That's too sad for words.\So this means that the condo district up ahead is gonna be even tougher, huh?\Hey, a school bus is coming!\It's a minefield!\It's an armored vehicle though, so don't worry. That's a One-Star bus for you!\It's passing the checkpoint!\No way, they have it so easy!\I wanna ride that! I wanna ride, I wanna ride! response:	Oh, the pain!
context: So this means that the condo district up ahead is gonna be even tougher, huh?\Hey, a school bus is coming!\It's a minefield!\It's an armored vehicle though, so don't worry. That's a One-Star bus for you!\It's passing the checkpoint!\No way, they have it so easy!\I wanna ride that! I wanna ride, I wanna ride!\Oh, the pain! response:	Damn it, No-Star! Get out of the road! Hurry it
context: Hey, a school bus is coming!\It's a minefield!\It's an armored vehicle though, so don't worry. That's a One-Star bus for you!\It's passing the checkpoint!\No way, they have it so easy!\I wanna ride that! I wanna ride, I wanna ride!\Oh, the pain!\Damn it, No-Star! Get out of the road! Hurry it response:	Righty, then! All aboard!
context: It's a minefield!\It's an armored vehicle though, so don't worry. That's a One-Star bus for you!\It's passing the checkpoint!\No way, they have it so easy!\I wanna ride that! I wanna ride, I wanna ride!\Oh, the pain!\Damn it, No-Star! Get out of the road! Hurry it\Righty, then! All aboard! response:	Hang on, Maiko, do you have a license?
context: It's an armored vehicle though, so don't worry. That's a One-Star bus for you!\It's passing the checkpoint!\No way, they have it so easy!\I wanna ride that! I wanna ride, I wanna ride!\Oh, the pain!\Damn it, No-Star! Get out of the road! Hurry it\Righty, then! All aboard!\Hang on, Maiko, do you have a license? response:	Honnou Town is the private property of the Kiryuin family.
