context: The Second Plate response:	Episode 13
context: Um, Shinomiya-senpai.\I've always wanted to ask this,\but why did you choose to specialize in French cuisine?\It was to celebrate my starting elementary school.\Just that one time, I went with my parents to a local French restaurant.\We wore our best clothes,\and practiced how to use a knife and fork at home...\Now that I think about it, the restaurant wasn't anything special. response:	Kojiro, isn't this delicious?
context: I've always wanted to ask this,\but why did you choose to specialize in French cuisine?\It was to celebrate my starting elementary school.\Just that one time, I went with my parents to a local French restaurant.\We wore our best clothes,\and practiced how to use a knife and fork at home...\Now that I think about it, the restaurant wasn't anything special.\Kojiro, isn't this delicious? response:	I've never had something this good.
context: but why did you choose to specialize in French cuisine?\It was to celebrate my starting elementary school.\Just that one time, I went with my parents to a local French restaurant.\We wore our best clothes,\and practiced how to use a knife and fork at home...\Now that I think about it, the restaurant wasn't anything special.\Kojiro, isn't this delicious?\I've never had something this good. response:	French food is amazing.
context: It was to celebrate my starting elementary school.\Just that one time, I went with my parents to a local French restaurant.\We wore our best clothes,\and practiced how to use a knife and fork at home...\Now that I think about it, the restaurant wasn't anything special.\Kojiro, isn't this delicious?\I've never had something this good.\French food is amazing. response:	If I become a French chef,
context: Just that one time, I went with my parents to a local French restaurant.\We wore our best clothes,\and practiced how to use a knife and fork at home...\Now that I think about it, the restaurant wasn't anything special.\Kojiro, isn't this delicious?\I've never had something this good.\French food is amazing.\If I become a French chef, response:	I can make Mom smile all the time...
context: We wore our best clothes,\and practiced how to use a knife and fork at home...\Now that I think about it, the restaurant wasn't anything special.\Kojiro, isn't this delicious?\I've never had something this good.\French food is amazing.\If I become a French chef,\I can make Mom smile all the time... response:	And why would I tell you?
context: and practiced how to use a knife and fork at home...\Now that I think about it, the restaurant wasn't anything special.\Kojiro, isn't this delicious?\I've never had something this good.\French food is amazing.\If I become a French chef,\I can make Mom smile all the time...\And why would I tell you? response:	I thought you might say that.
context: Now that I think about it, the restaurant wasn't anything special.\Kojiro, isn't this delicious?\I've never had something this good.\French food is amazing.\If I become a French chef,\I can make Mom smile all the time...\And why would I tell you?\I thought you might say that. response:	Come along.
context: Kojiro, isn't this delicious?\I've never had something this good.\French food is amazing.\If I become a French chef,\I can make Mom smile all the time...\And why would I tell you?\I thought you might say that.\Come along. response:	It's time to prepare dessert.
context: I've never had something this good.\French food is amazing.\If I become a French chef,\I can make Mom smile all the time...\And why would I tell you?\I thought you might say that.\Come along.\It's time to prepare dessert. response:	Oh, sure.
context: French food is amazing.\If I become a French chef,\I can make Mom smile all the time...\And why would I tell you?\I thought you might say that.\Come along.\It's time to prepare dessert.\Oh, sure. response:	About the quiche I made on the first day...
context: If I become a French chef,\I can make Mom smile all the time...\And why would I tell you?\I thought you might say that.\Come along.\It's time to prepare dessert.\Oh, sure.\About the quiche I made on the first day... response:	What about it?
context: I can make Mom smile all the time...\And why would I tell you?\I thought you might say that.\Come along.\It's time to prepare dessert.\Oh, sure.\About the quiche I made on the first day...\What about it? response:	Burdock root apparently only looks like a tree root to Westerners.
context: And why would I tell you?\I thought you might say that.\Come along.\It's time to prepare dessert.\Oh, sure.\About the quiche I made on the first day...\What about it?\Burdock root apparently only looks like a tree root to Westerners. response:	They're often surprised to learn that Japanese people eat it.
context: I thought you might say that.\Come along.\It's time to prepare dessert.\Oh, sure.\About the quiche I made on the first day...\What about it?\Burdock root apparently only looks like a tree root to Westerners.\They're often surprised to learn that Japanese people eat it. response:	Huh.
context: Come along.\It's time to prepare dessert.\Oh, sure.\About the quiche I made on the first day...\What about it?\Burdock root apparently only looks like a tree root to Westerners.\They're often surprised to learn that Japanese people eat it.\Huh. response:	Other root vegetables, like carrots and parsley root,
context: It's time to prepare dessert.\Oh, sure.\About the quiche I made on the first day...\What about it?\Burdock root apparently only looks like a tree root to Westerners.\They're often surprised to learn that Japanese people eat it.\Huh.\Other root vegetables, like carrots and parsley root, response:	have been avoided for a long time
context: Oh, sure.\About the quiche I made on the first day...\What about it?\Burdock root apparently only looks like a tree root to Westerners.\They're often surprised to learn that Japanese people eat it.\Huh.\Other root vegetables, like carrots and parsley root,\have been avoided for a long time response:	because they remind people of wartime food scarcity.
context: About the quiche I made on the first day...\What about it?\Burdock root apparently only looks like a tree root to Westerners.\They're often surprised to learn that Japanese people eat it.\Huh.\Other root vegetables, like carrots and parsley root,\have been avoided for a long time\because they remind people of wartime food scarcity. response:	I see.
context: What about it?\Burdock root apparently only looks like a tree root to Westerners.\They're often surprised to learn that Japanese people eat it.\Huh.\Other root vegetables, like carrots and parsley root,\have been avoided for a long time\because they remind people of wartime food scarcity.\I see. response:	The forgotten vegetables: legumes oublies.
context: Burdock root apparently only looks like a tree root to Westerners.\They're often surprised to learn that Japanese people eat it.\Huh.\Other root vegetables, like carrots and parsley root,\have been avoided for a long time\because they remind people of wartime food scarcity.\I see.\The forgotten vegetables: legumes oublies. response:	If I were to name that quiche,
context: They're often surprised to learn that Japanese people eat it.\Huh.\Other root vegetables, like carrots and parsley root,\have been avoided for a long time\because they remind people of wartime food scarcity.\I see.\The forgotten vegetables: legumes oublies.\If I were to name that quiche, response:	I'd call it Quiche de Legumes Oublies, I guess.
context: Huh.\Other root vegetables, like carrots and parsley root,\have been avoided for a long time\because they remind people of wartime food scarcity.\I see.\The forgotten vegetables: legumes oublies.\If I were to name that quiche,\I'd call it Quiche de Legumes Oublies, I guess. response:	There have to be dishes that only I can make,
context: Other root vegetables, like carrots and parsley root,\have been avoided for a long time\because they remind people of wartime food scarcity.\I see.\The forgotten vegetables: legumes oublies.\If I were to name that quiche,\I'd call it Quiche de Legumes Oublies, I guess.\There have to be dishes that only I can make, response:	having experienced both French and Japanese cultures.
context: have been avoided for a long time\because they remind people of wartime food scarcity.\I see.\The forgotten vegetables: legumes oublies.\If I were to name that quiche,\I'd call it Quiche de Legumes Oublies, I guess.\There have to be dishes that only I can make,\having experienced both French and Japanese cultures. response:	You asked me before
context: because they remind people of wartime food scarcity.\I see.\The forgotten vegetables: legumes oublies.\If I were to name that quiche,\I'd call it Quiche de Legumes Oublies, I guess.\There have to be dishes that only I can make,\having experienced both French and Japanese cultures.\You asked me before response:	why I chose to open a restaurant in Japan right now.
context: I see.\The forgotten vegetables: legumes oublies.\If I were to name that quiche,\I'd call it Quiche de Legumes Oublies, I guess.\There have to be dishes that only I can make,\having experienced both French and Japanese cultures.\You asked me before\why I chose to open a restaurant in Japan right now. response:	Yes.
context: The forgotten vegetables: legumes oublies.\If I were to name that quiche,\I'd call it Quiche de Legumes Oublies, I guess.\There have to be dishes that only I can make,\having experienced both French and Japanese cultures.\You asked me before\why I chose to open a restaurant in Japan right now.\Yes. response:	It's to reaffirm what the roots of my cooking are.
context: If I were to name that quiche,\I'd call it Quiche de Legumes Oublies, I guess.\There have to be dishes that only I can make,\having experienced both French and Japanese cultures.\You asked me before\why I chose to open a restaurant in Japan right now.\Yes.\It's to reaffirm what the roots of my cooking are. response:	Roots...
context: I'd call it Quiche de Legumes Oublies, I guess.\There have to be dishes that only I can make,\having experienced both French and Japanese cultures.\You asked me before\why I chose to open a restaurant in Japan right now.\Yes.\It's to reaffirm what the roots of my cooking are.\Roots... response:	I'm going to face my own cooking in the country I was born in one more time.
context: There have to be dishes that only I can make,\having experienced both French and Japanese cultures.\You asked me before\why I chose to open a restaurant in Japan right now.\Yes.\It's to reaffirm what the roots of my cooking are.\Roots...\I'm going to face my own cooking in the country I was born in one more time. response:	It's something I absolutely need if I'm to win the Michelin three-star rating.
context: having experienced both French and Japanese cultures.\You asked me before\why I chose to open a restaurant in Japan right now.\Yes.\It's to reaffirm what the roots of my cooking are.\Roots...\I'm going to face my own cooking in the country I was born in one more time.\It's something I absolutely need if I'm to win the Michelin three-star rating. response:	Can you get back to your hotel on your own?
context: You asked me before\why I chose to open a restaurant in Japan right now.\Yes.\It's to reaffirm what the roots of my cooking are.\Roots...\I'm going to face my own cooking in the country I was born in one more time.\It's something I absolutely need if I'm to win the Michelin three-star rating.\Can you get back to your hotel on your own? response:	I'm fine!
context: why I chose to open a restaurant in Japan right now.\Yes.\It's to reaffirm what the roots of my cooking are.\Roots...\I'm going to face my own cooking in the country I was born in one more time.\It's something I absolutely need if I'm to win the Michelin three-star rating.\Can you get back to your hotel on your own?\I'm fine! response:	Don't make fun of your mom!
context: Yes.\It's to reaffirm what the roots of my cooking are.\Roots...\I'm going to face my own cooking in the country I was born in one more time.\It's something I absolutely need if I'm to win the Michelin three-star rating.\Can you get back to your hotel on your own?\I'm fine!\Don't make fun of your mom! response:	Take care of yourself.
context: It's to reaffirm what the roots of my cooking are.\Roots...\I'm going to face my own cooking in the country I was born in one more time.\It's something I absolutely need if I'm to win the Michelin three-star rating.\Can you get back to your hotel on your own?\I'm fine!\Don't make fun of your mom!\Take care of yourself. response:	Kojiro.
context: Roots...\I'm going to face my own cooking in the country I was born in one more time.\It's something I absolutely need if I'm to win the Michelin three-star rating.\Can you get back to your hotel on your own?\I'm fine!\Don't make fun of your mom!\Take care of yourself.\Kojiro. response:	It was delicious.
context: I'm going to face my own cooking in the country I was born in one more time.\It's something I absolutely need if I'm to win the Michelin three-star rating.\Can you get back to your hotel on your own?\I'm fine!\Don't make fun of your mom!\Take care of yourself.\Kojiro.\It was delicious. response:	Well then.
context: It's something I absolutely need if I'm to win the Michelin three-star rating.\Can you get back to your hotel on your own?\I'm fine!\Don't make fun of your mom!\Take care of yourself.\Kojiro.\It was delicious.\Well then. response:	The new recipe competition!
context: Can you get back to your hotel on your own?\I'm fine!\Don't make fun of your mom!\Take care of yourself.\Kojiro.\It was delicious.\Well then.\The new recipe competition! response:	I can't miss that!
context: I'm fine!\Don't make fun of your mom!\Take care of yourself.\Kojiro.\It was delicious.\Well then.\The new recipe competition!\I can't miss that! response:	I'm so lucky I could come today!
context: Don't make fun of your mom!\Take care of yourself.\Kojiro.\It was delicious.\Well then.\The new recipe competition!\I can't miss that!\I'm so lucky I could come today! response:	What I meant was, you should go home now.
context: Take care of yourself.\Kojiro.\It was delicious.\Well then.\The new recipe competition!\I can't miss that!\I'm so lucky I could come today!\What I meant was, you should go home now. response:	How can I go home after hearing something like that?!
context: Kojiro.\It was delicious.\Well then.\The new recipe competition!\I can't miss that!\I'm so lucky I could come today!\What I meant was, you should go home now.\How can I go home after hearing something like that?! response:	I can totally understand where Hinako's coming from, Shinomiya-san.
context: It was delicious.\Well then.\The new recipe competition!\I can't miss that!\I'm so lucky I could come today!\What I meant was, you should go home now.\How can I go home after hearing something like that?!\I can totally understand where Hinako's coming from, Shinomiya-san. response:	Now that I've heard that Yukihira's joining the competition...
context: Well then.\The new recipe competition!\I can't miss that!\I'm so lucky I could come today!\What I meant was, you should go home now.\How can I go home after hearing something like that?!\I can totally understand where Hinako's coming from, Shinomiya-san.\Now that I've heard that Yukihira's joining the competition... response:	I want to see it, too.
context: The new recipe competition!\I can't miss that!\I'm so lucky I could come today!\What I meant was, you should go home now.\How can I go home after hearing something like that?!\I can totally understand where Hinako's coming from, Shinomiya-san.\Now that I've heard that Yukihira's joining the competition...\I want to see it, too. response:	What?!
context: I can't miss that!\I'm so lucky I could come today!\What I meant was, you should go home now.\How can I go home after hearing something like that?!\I can totally understand where Hinako's coming from, Shinomiya-san.\Now that I've heard that Yukihira's joining the competition...\I want to see it, too.\What?! response:	Right?!
context: I'm so lucky I could come today!\What I meant was, you should go home now.\How can I go home after hearing something like that?!\I can totally understand where Hinako's coming from, Shinomiya-san.\Now that I've heard that Yukihira's joining the competition...\I want to see it, too.\What?!\Right?! response:	In a sense, this is the first direct face-off between Yukihira-kun and Shinomiya-senpai!
context: What I meant was, you should go home now.\How can I go home after hearing something like that?!\I can totally understand where Hinako's coming from, Shinomiya-san.\Now that I've heard that Yukihira's joining the competition...\I want to see it, too.\What?!\Right?!\In a sense, this is the first direct face-off between Yukihira-kun and Shinomiya-senpai! response:	It's a revenge match after the Shokugeki at camp!
context: How can I go home after hearing something like that?!\I can totally understand where Hinako's coming from, Shinomiya-san.\Now that I've heard that Yukihira's joining the competition...\I want to see it, too.\What?!\Right?!\In a sense, this is the first direct face-off between Yukihira-kun and Shinomiya-senpai!\It's a revenge match after the Shokugeki at camp! response:	I just heard Shokugeki at camp.
context: I can totally understand where Hinako's coming from, Shinomiya-san.\Now that I've heard that Yukihira's joining the competition...\I want to see it, too.\What?!\Right?!\In a sense, this is the first direct face-off between Yukihira-kun and Shinomiya-senpai!\It's a revenge match after the Shokugeki at camp!\I just heard Shokugeki at camp. response:	I don't know what she's talking about, Chapelle-sensei.
context: Now that I've heard that Yukihira's joining the competition...\I want to see it, too.\What?!\Right?!\In a sense, this is the first direct face-off between Yukihira-kun and Shinomiya-senpai!\It's a revenge match after the Shokugeki at camp!\I just heard Shokugeki at camp.\I don't know what she's talking about, Chapelle-sensei. response:	Inui is probably tipsy.
context: I want to see it, too.\What?!\Right?!\In a sense, this is the first direct face-off between Yukihira-kun and Shinomiya-senpai!\It's a revenge match after the Shokugeki at camp!\I just heard Shokugeki at camp.\I don't know what she's talking about, Chapelle-sensei.\Inui is probably tipsy. response:	She drank too much wine.
context: What?!\Right?!\In a sense, this is the first direct face-off between Yukihira-kun and Shinomiya-senpai!\It's a revenge match after the Shokugeki at camp!\I just heard Shokugeki at camp.\I don't know what she's talking about, Chapelle-sensei.\Inui is probably tipsy.\She drank too much wine. response:	Hmm, I see.
context: Right?!\In a sense, this is the first direct face-off between Yukihira-kun and Shinomiya-senpai!\It's a revenge match after the Shokugeki at camp!\I just heard Shokugeki at camp.\I don't know what she's talking about, Chapelle-sensei.\Inui is probably tipsy.\She drank too much wine.\Hmm, I see. response:	The Totsuki inspector.
context: In a sense, this is the first direct face-off between Yukihira-kun and Shinomiya-senpai!\It's a revenge match after the Shokugeki at camp!\I just heard Shokugeki at camp.\I don't know what she's talking about, Chapelle-sensei.\Inui is probably tipsy.\She drank too much wine.\Hmm, I see.\The Totsuki inspector. response:	So Yukihira Soma's dish tonight
context: It's a revenge match after the Shokugeki at camp!\I just heard Shokugeki at camp.\I don't know what she's talking about, Chapelle-sensei.\Inui is probably tipsy.\She drank too much wine.\Hmm, I see.\The Totsuki inspector.\So Yukihira Soma's dish tonight response:	will determine whether he'll pass the Stagiaire at this restaurant.
context: I just heard Shokugeki at camp.\I don't know what she's talking about, Chapelle-sensei.\Inui is probably tipsy.\She drank too much wine.\Hmm, I see.\The Totsuki inspector.\So Yukihira Soma's dish tonight\will determine whether he'll pass the Stagiaire at this restaurant. response:	I see.
context: I don't know what she's talking about, Chapelle-sensei.\Inui is probably tipsy.\She drank too much wine.\Hmm, I see.\The Totsuki inspector.\So Yukihira Soma's dish tonight\will determine whether he'll pass the Stagiaire at this restaurant.\I see. response:	But the odds are rather stacked against him.
context: Inui is probably tipsy.\She drank too much wine.\Hmm, I see.\The Totsuki inspector.\So Yukihira Soma's dish tonight\will determine whether he'll pass the Stagiaire at this restaurant.\I see.\But the odds are rather stacked against him. response:	Indeed.
context: She drank too much wine.\Hmm, I see.\The Totsuki inspector.\So Yukihira Soma's dish tonight\will determine whether he'll pass the Stagiaire at this restaurant.\I see.\But the odds are rather stacked against him.\Indeed. response:	Totsuki students typically learn the basics of French cuisine in the junior high division,
context: Hmm, I see.\The Totsuki inspector.\So Yukihira Soma's dish tonight\will determine whether he'll pass the Stagiaire at this restaurant.\I see.\But the odds are rather stacked against him.\Indeed.\Totsuki students typically learn the basics of French cuisine in the junior high division, response:	but he has no such experience.
context: The Totsuki inspector.\So Yukihira Soma's dish tonight\will determine whether he'll pass the Stagiaire at this restaurant.\I see.\But the odds are rather stacked against him.\Indeed.\Totsuki students typically learn the basics of French cuisine in the junior high division,\but he has no such experience. response:	Based on what I've seen in my class and Shinomiya's assignment during camp,
context: So Yukihira Soma's dish tonight\will determine whether he'll pass the Stagiaire at this restaurant.\I see.\But the odds are rather stacked against him.\Indeed.\Totsuki students typically learn the basics of French cuisine in the junior high division,\but he has no such experience.\Based on what I've seen in my class and Shinomiya's assignment during camp, response:	he seems to be able to handle recreating existing recipes without problems.
context: will determine whether he'll pass the Stagiaire at this restaurant.\I see.\But the odds are rather stacked against him.\Indeed.\Totsuki students typically learn the basics of French cuisine in the junior high division,\but he has no such experience.\Based on what I've seen in my class and Shinomiya's assignment during camp,\he seems to be able to handle recreating existing recipes without problems. response:	But it's an entirely different thing to develop a new recipe from scratch.
context: I see.\But the odds are rather stacked against him.\Indeed.\Totsuki students typically learn the basics of French cuisine in the junior high division,\but he has no such experience.\Based on what I've seen in my class and Shinomiya's assignment during camp,\he seems to be able to handle recreating existing recipes without problems.\But it's an entirely different thing to develop a new recipe from scratch. response:	Not to mention, he'll be the one judging the dishes.
context: But the odds are rather stacked against him.\Indeed.\Totsuki students typically learn the basics of French cuisine in the junior high division,\but he has no such experience.\Based on what I've seen in my class and Shinomiya's assignment during camp,\he seems to be able to handle recreating existing recipes without problems.\But it's an entirely different thing to develop a new recipe from scratch.\Not to mention, he'll be the one judging the dishes. response:	Huh?
context: Indeed.\Totsuki students typically learn the basics of French cuisine in the junior high division,\but he has no such experience.\Based on what I've seen in my class and Shinomiya's assignment during camp,\he seems to be able to handle recreating existing recipes without problems.\But it's an entirely different thing to develop a new recipe from scratch.\Not to mention, he'll be the one judging the dishes.\Huh? response:	Are you participating in the competition, too, Wei-san?
context: Totsuki students typically learn the basics of French cuisine in the junior high division,\but he has no such experience.\Based on what I've seen in my class and Shinomiya's assignment during camp,\he seems to be able to handle recreating existing recipes without problems.\But it's an entirely different thing to develop a new recipe from scratch.\Not to mention, he'll be the one judging the dishes.\Huh?\Are you participating in the competition, too, Wei-san? response:	Yes.
context: but he has no such experience.\Based on what I've seen in my class and Shinomiya's assignment during camp,\he seems to be able to handle recreating existing recipes without problems.\But it's an entirely different thing to develop a new recipe from scratch.\Not to mention, he'll be the one judging the dishes.\Huh?\Are you participating in the competition, too, Wei-san?\Yes. response:	Wei was the Chief Boucher at SHINO's until six months ago.
context: Based on what I've seen in my class and Shinomiya's assignment during camp,\he seems to be able to handle recreating existing recipes without problems.\But it's an entirely different thing to develop a new recipe from scratch.\Not to mention, he'll be the one judging the dishes.\Huh?\Are you participating in the competition, too, Wei-san?\Yes.\Wei was the Chief Boucher at SHINO's until six months ago. response:	I see.
context: he seems to be able to handle recreating existing recipes without problems.\But it's an entirely different thing to develop a new recipe from scratch.\Not to mention, he'll be the one judging the dishes.\Huh?\Are you participating in the competition, too, Wei-san?\Yes.\Wei was the Chief Boucher at SHINO's until six months ago.\I see. response:	Why'd you switch to being the manager of customer service?
context: But it's an entirely different thing to develop a new recipe from scratch.\Not to mention, he'll be the one judging the dishes.\Huh?\Are you participating in the competition, too, Wei-san?\Yes.\Wei was the Chief Boucher at SHINO's until six months ago.\I see.\Why'd you switch to being the manager of customer service? response:	This competition was held several times a month at the flagship restaurant, too.
context: Not to mention, he'll be the one judging the dishes.\Huh?\Are you participating in the competition, too, Wei-san?\Yes.\Wei was the Chief Boucher at SHINO's until six months ago.\I see.\Why'd you switch to being the manager of customer service?\This competition was held several times a month at the flagship restaurant, too. response:	But my entry was only used once in all of two years.
context: Huh?\Are you participating in the competition, too, Wei-san?\Yes.\Wei was the Chief Boucher at SHINO's until six months ago.\I see.\Why'd you switch to being the manager of customer service?\This competition was held several times a month at the flagship restaurant, too.\But my entry was only used once in all of two years. response:	I thought I had to do something.
context: Are you participating in the competition, too, Wei-san?\Yes.\Wei was the Chief Boucher at SHINO's until six months ago.\I see.\Why'd you switch to being the manager of customer service?\This competition was held several times a month at the flagship restaurant, too.\But my entry was only used once in all of two years.\I thought I had to do something. response:	I switched to customer service management
context: Yes.\Wei was the Chief Boucher at SHINO's until six months ago.\I see.\Why'd you switch to being the manager of customer service?\This competition was held several times a month at the flagship restaurant, too.\But my entry was only used once in all of two years.\I thought I had to do something.\I switched to customer service management response:	because I thought I'd learn something by interacting with our guests.
context: Wei was the Chief Boucher at SHINO's until six months ago.\I see.\Why'd you switch to being the manager of customer service?\This competition was held several times a month at the flagship restaurant, too.\But my entry was only used once in all of two years.\I thought I had to do something.\I switched to customer service management\because I thought I'd learn something by interacting with our guests. response:	But I've never slacked on my daily training as a chef.
context: I see.\Why'd you switch to being the manager of customer service?\This competition was held several times a month at the flagship restaurant, too.\But my entry was only used once in all of two years.\I thought I had to do something.\I switched to customer service management\because I thought I'd learn something by interacting with our guests.\But I've never slacked on my daily training as a chef. response:	Me neither.
context: Why'd you switch to being the manager of customer service?\This competition was held several times a month at the flagship restaurant, too.\But my entry was only used once in all of two years.\I thought I had to do something.\I switched to customer service management\because I thought I'd learn something by interacting with our guests.\But I've never slacked on my daily training as a chef.\Me neither. response:	I have to show that I didn't become the Chief Boucher
context: This competition was held several times a month at the flagship restaurant, too.\But my entry was only used once in all of two years.\I thought I had to do something.\I switched to customer service management\because I thought I'd learn something by interacting with our guests.\But I've never slacked on my daily training as a chef.\Me neither.\I have to show that I didn't become the Chief Boucher response:	just because Wei stepped aside.
context: But my entry was only used once in all of two years.\I thought I had to do something.\I switched to customer service management\because I thought I'd learn something by interacting with our guests.\But I've never slacked on my daily training as a chef.\Me neither.\I have to show that I didn't become the Chief Boucher\just because Wei stepped aside. response:	Everyone's serious about the new recipe competition.
context: I thought I had to do something.\I switched to customer service management\because I thought I'd learn something by interacting with our guests.\But I've never slacked on my daily training as a chef.\Me neither.\I have to show that I didn't become the Chief Boucher\just because Wei stepped aside.\Everyone's serious about the new recipe competition. response:	Do you have the resolve to take this on?
context: I switched to customer service management\because I thought I'd learn something by interacting with our guests.\But I've never slacked on my daily training as a chef.\Me neither.\I have to show that I didn't become the Chief Boucher\just because Wei stepped aside.\Everyone's serious about the new recipe competition.\Do you have the resolve to take this on? response:	There's something I learned from listening to Shinomiya-senpai earlier.
context: because I thought I'd learn something by interacting with our guests.\But I've never slacked on my daily training as a chef.\Me neither.\I have to show that I didn't become the Chief Boucher\just because Wei stepped aside.\Everyone's serious about the new recipe competition.\Do you have the resolve to take this on?\There's something I learned from listening to Shinomiya-senpai earlier. response:	I'm only thinking about bringing that vision into reality right now.
context: But I've never slacked on my daily training as a chef.\Me neither.\I have to show that I didn't become the Chief Boucher\just because Wei stepped aside.\Everyone's serious about the new recipe competition.\Do you have the resolve to take this on?\There's something I learned from listening to Shinomiya-senpai earlier.\I'm only thinking about bringing that vision into reality right now. response:	I'm going to put all of my resolve and stuff on a plate, so...
context: Me neither.\I have to show that I didn't become the Chief Boucher\just because Wei stepped aside.\Everyone's serious about the new recipe competition.\Do you have the resolve to take this on?\There's something I learned from listening to Shinomiya-senpai earlier.\I'm only thinking about bringing that vision into reality right now.\I'm going to put all of my resolve and stuff on a plate, so... response:	It's time.
context: I have to show that I didn't become the Chief Boucher\just because Wei stepped aside.\Everyone's serious about the new recipe competition.\Do you have the resolve to take this on?\There's something I learned from listening to Shinomiya-senpai earlier.\I'm only thinking about bringing that vision into reality right now.\I'm going to put all of my resolve and stuff on a plate, so...\It's time. response:	Start cooking.
context: just because Wei stepped aside.\Everyone's serious about the new recipe competition.\Do you have the resolve to take this on?\There's something I learned from listening to Shinomiya-senpai earlier.\I'm only thinking about bringing that vision into reality right now.\I'm going to put all of my resolve and stuff on a plate, so...\It's time.\Start cooking. response:	Oui, Chef!
context: Everyone's serious about the new recipe competition.\Do you have the resolve to take this on?\There's something I learned from listening to Shinomiya-senpai earlier.\I'm only thinking about bringing that vision into reality right now.\I'm going to put all of my resolve and stuff on a plate, so...\It's time.\Start cooking.\Oui, Chef! response:	Heat honey and sugar until the mixture reaches a deep golden color,
context: Do you have the resolve to take this on?\There's something I learned from listening to Shinomiya-senpai earlier.\I'm only thinking about bringing that vision into reality right now.\I'm going to put all of my resolve and stuff on a plate, so...\It's time.\Start cooking.\Oui, Chef!\Heat honey and sugar until the mixture reaches a deep golden color, response:	then simmer it down after adding Madeira wine, red wine, and fond de veau.
context: There's something I learned from listening to Shinomiya-senpai earlier.\I'm only thinking about bringing that vision into reality right now.\I'm going to put all of my resolve and stuff on a plate, so...\It's time.\Start cooking.\Oui, Chef!\Heat honey and sugar until the mixture reaches a deep golden color,\then simmer it down after adding Madeira wine, red wine, and fond de veau. response:	In the meantime, sautee ground chicken with butter,
context: I'm only thinking about bringing that vision into reality right now.\I'm going to put all of my resolve and stuff on a plate, so...\It's time.\Start cooking.\Oui, Chef!\Heat honey and sugar until the mixture reaches a deep golden color,\then simmer it down after adding Madeira wine, red wine, and fond de veau.\In the meantime, sautee ground chicken with butter, response:	then sweat the onions.
context: I'm going to put all of my resolve and stuff on a plate, so...\It's time.\Start cooking.\Oui, Chef!\Heat honey and sugar until the mixture reaches a deep golden color,\then simmer it down after adding Madeira wine, red wine, and fond de veau.\In the meantime, sautee ground chicken with butter,\then sweat the onions. response:	Hey, Dad.
context: It's time.\Start cooking.\Oui, Chef!\Heat honey and sugar until the mixture reaches a deep golden color,\then simmer it down after adding Madeira wine, red wine, and fond de veau.\In the meantime, sautee ground chicken with butter,\then sweat the onions.\Hey, Dad. response:	Why do you grill fish like that?
context: Start cooking.\Oui, Chef!\Heat honey and sugar until the mixture reaches a deep golden color,\then simmer it down after adding Madeira wine, red wine, and fond de veau.\In the meantime, sautee ground chicken with butter,\then sweat the onions.\Hey, Dad.\Why do you grill fish like that? response:	Hmm?
context: Oui, Chef!\Heat honey and sugar until the mixture reaches a deep golden color,\then simmer it down after adding Madeira wine, red wine, and fond de veau.\In the meantime, sautee ground chicken with butter,\then sweat the onions.\Hey, Dad.\Why do you grill fish like that?\Hmm? response:	It's because the skin gets crispier this way.
context: Heat honey and sugar until the mixture reaches a deep golden color,\then simmer it down after adding Madeira wine, red wine, and fond de veau.\In the meantime, sautee ground chicken with butter,\then sweat the onions.\Hey, Dad.\Why do you grill fish like that?\Hmm?\It's because the skin gets crispier this way. response:	Huh, there's a technique for that?
context: then simmer it down after adding Madeira wine, red wine, and fond de veau.\In the meantime, sautee ground chicken with butter,\then sweat the onions.\Hey, Dad.\Why do you grill fish like that?\Hmm?\It's because the skin gets crispier this way.\Huh, there's a technique for that? response:	There's a lot to a diner.
context: In the meantime, sautee ground chicken with butter,\then sweat the onions.\Hey, Dad.\Why do you grill fish like that?\Hmm?\It's because the skin gets crispier this way.\Huh, there's a technique for that?\There's a lot to a diner. response:	Hmm...
context: then sweat the onions.\Hey, Dad.\Why do you grill fish like that?\Hmm?\It's because the skin gets crispier this way.\Huh, there's a technique for that?\There's a lot to a diner.\Hmm... response:	What?
context: Hey, Dad.\Why do you grill fish like that?\Hmm?\It's because the skin gets crispier this way.\Huh, there's a technique for that?\There's a lot to a diner.\Hmm...\What? response:	Well, maybe that's good enough for now.
context: Why do you grill fish like that?\Hmm?\It's because the skin gets crispier this way.\Huh, there's a technique for that?\There's a lot to a diner.\Hmm...\What?\Well, maybe that's good enough for now. response:	Soma-kun, can you tell me why you know French culinary techniques?
context: Hmm?\It's because the skin gets crispier this way.\Huh, there's a technique for that?\There's a lot to a diner.\Hmm...\What?\Well, maybe that's good enough for now.\Soma-kun, can you tell me why you know French culinary techniques? response:	Oh, I learned this technique from my dad.
context: It's because the skin gets crispier this way.\Huh, there's a technique for that?\There's a lot to a diner.\Hmm...\What?\Well, maybe that's good enough for now.\Soma-kun, can you tell me why you know French culinary techniques?\Oh, I learned this technique from my dad. response:	He said it's perfect for crisping up fish skin.
context: Huh, there's a technique for that?\There's a lot to a diner.\Hmm...\What?\Well, maybe that's good enough for now.\Soma-kun, can you tell me why you know French culinary techniques?\Oh, I learned this technique from my dad.\He said it's perfect for crisping up fish skin. response:	I can see now what Dad had built.
