context: They seem strange and alien. response:	Primitive and peculiar,
context: Mind your tongue.\The chief fisherman had good reason to change things.\If the fish farm works out, he can make sure we're fed and safe.\That way, this village will never see another tragedy.\A tragedy?\What was it, again?\Hmm... I'd say it's been nearly ten years now.\One of the divers from the chief's ship was eaten by a shark. response:	He didn't pull her out of the water in time, you see.
context: The chief fisherman had good reason to change things.\If the fish farm works out, he can make sure we're fed and safe.\That way, this village will never see another tragedy.\A tragedy?\What was it, again?\Hmm... I'd say it's been nearly ten years now.\One of the divers from the chief's ship was eaten by a shark.\He didn't pull her out of the water in time, you see. response:	Oh yeah.
context: If the fish farm works out, he can make sure we're fed and safe.\That way, this village will never see another tragedy.\A tragedy?\What was it, again?\Hmm... I'd say it's been nearly ten years now.\One of the divers from the chief's ship was eaten by a shark.\He didn't pull her out of the water in time, you see.\Oh yeah. response:	That was terrible.
context: That way, this village will never see another tragedy.\A tragedy?\What was it, again?\Hmm... I'd say it's been nearly ten years now.\One of the divers from the chief's ship was eaten by a shark.\He didn't pull her out of the water in time, you see.\Oh yeah.\That was terrible. response:	The sea that day was stained red with her blood.
context: A tragedy?\What was it, again?\Hmm... I'd say it's been nearly ten years now.\One of the divers from the chief's ship was eaten by a shark.\He didn't pull her out of the water in time, you see.\Oh yeah.\That was terrible.\The sea that day was stained red with her blood. response:	Shortly after that happened, the diver's husband quit and stopped fishing with us.
context: What was it, again?\Hmm... I'd say it's been nearly ten years now.\One of the divers from the chief's ship was eaten by a shark.\He didn't pull her out of the water in time, you see.\Oh yeah.\That was terrible.\The sea that day was stained red with her blood.\Shortly after that happened, the diver's husband quit and stopped fishing with us. response:	He and his daughter live by themselves near the cliffs.
context: Hmm... I'd say it's been nearly ten years now.\One of the divers from the chief's ship was eaten by a shark.\He didn't pull her out of the water in time, you see.\Oh yeah.\That was terrible.\The sea that day was stained red with her blood.\Shortly after that happened, the diver's husband quit and stopped fishing with us.\He and his daughter live by themselves near the cliffs. response:	I can't say I don't understand him, though.
context: One of the divers from the chief's ship was eaten by a shark.\He didn't pull her out of the water in time, you see.\Oh yeah.\That was terrible.\The sea that day was stained red with her blood.\Shortly after that happened, the diver's husband quit and stopped fishing with us.\He and his daughter live by themselves near the cliffs.\I can't say I don't understand him, though. response:	The chief pulled up his own wife first, you see.
context: He didn't pull her out of the water in time, you see.\Oh yeah.\That was terrible.\The sea that day was stained red with her blood.\Shortly after that happened, the diver's husband quit and stopped fishing with us.\He and his daughter live by themselves near the cliffs.\I can't say I don't understand him, though.\The chief pulled up his own wife first, you see. response:	But you know... I would've done the same thing he did.
context: Oh yeah.\That was terrible.\The sea that day was stained red with her blood.\Shortly after that happened, the diver's husband quit and stopped fishing with us.\He and his daughter live by themselves near the cliffs.\I can't say I don't understand him, though.\The chief pulled up his own wife first, you see.\But you know... I would've done the same thing he did. response:	Yes, indeed.
context: That was terrible.\The sea that day was stained red with her blood.\Shortly after that happened, the diver's husband quit and stopped fishing with us.\He and his daughter live by themselves near the cliffs.\I can't say I don't understand him, though.\The chief pulled up his own wife first, you see.\But you know... I would've done the same thing he did.\Yes, indeed. response:	Well, that's when the chief had us try fish farming.
context: The sea that day was stained red with her blood.\Shortly after that happened, the diver's husband quit and stopped fishing with us.\He and his daughter live by themselves near the cliffs.\I can't say I don't understand him, though.\The chief pulled up his own wife first, you see.\But you know... I would've done the same thing he did.\Yes, indeed.\Well, that's when the chief had us try fish farming. response:	I can understand him as well.
context: Shortly after that happened, the diver's husband quit and stopped fishing with us.\He and his daughter live by themselves near the cliffs.\I can't say I don't understand him, though.\The chief pulled up his own wife first, you see.\But you know... I would've done the same thing he did.\Yes, indeed.\Well, that's when the chief had us try fish farming.\I can understand him as well. response:	It was a painful tragedy for everyone.
context: He and his daughter live by themselves near the cliffs.\I can't say I don't understand him, though.\The chief pulled up his own wife first, you see.\But you know... I would've done the same thing he did.\Yes, indeed.\Well, that's when the chief had us try fish farming.\I can understand him as well.\It was a painful tragedy for everyone. response:	Thanks.
context: I can't say I don't understand him, though.\The chief pulled up his own wife first, you see.\But you know... I would've done the same thing he did.\Yes, indeed.\Well, that's when the chief had us try fish farming.\I can understand him as well.\It was a painful tragedy for everyone.\Thanks. response:	So... today on the shore, I saw Mina.
context: The chief pulled up his own wife first, you see.\But you know... I would've done the same thing he did.\Yes, indeed.\Well, that's when the chief had us try fish farming.\I can understand him as well.\It was a painful tragedy for everyone.\Thanks.\So... today on the shore, I saw Mina. response:	But then Mina's dad said she's not allowed to talk to me.
context: But you know... I would've done the same thing he did.\Yes, indeed.\Well, that's when the chief had us try fish farming.\I can understand him as well.\It was a painful tragedy for everyone.\Thanks.\So... today on the shore, I saw Mina.\But then Mina's dad said she's not allowed to talk to me. response:	I wonder how come.
context: Yes, indeed.\Well, that's when the chief had us try fish farming.\I can understand him as well.\It was a painful tragedy for everyone.\Thanks.\So... today on the shore, I saw Mina.\But then Mina's dad said she's not allowed to talk to me.\I wonder how come. response:	I'm sorry.
context: Well, that's when the chief had us try fish farming.\I can understand him as well.\It was a painful tragedy for everyone.\Thanks.\So... today on the shore, I saw Mina.\But then Mina's dad said she's not allowed to talk to me.\I wonder how come.\I'm sorry. response:	Dad?
context: I can understand him as well.\It was a painful tragedy for everyone.\Thanks.\So... today on the shore, I saw Mina.\But then Mina's dad said she's not allowed to talk to me.\I wonder how come.\I'm sorry.\Dad? response:	Don't let that get to you.
context: It was a painful tragedy for everyone.\Thanks.\So... today on the shore, I saw Mina.\But then Mina's dad said she's not allowed to talk to me.\I wonder how come.\I'm sorry.\Dad?\Don't let that get to you. response:	You didn't do anything wrong.
context: Thanks.\So... today on the shore, I saw Mina.\But then Mina's dad said she's not allowed to talk to me.\I wonder how come.\I'm sorry.\Dad?\Don't let that get to you.\You didn't do anything wrong. response:	All right, I understand.
context: So... today on the shore, I saw Mina.\But then Mina's dad said she's not allowed to talk to me.\I wonder how come.\I'm sorry.\Dad?\Don't let that get to you.\You didn't do anything wrong.\All right, I understand. response:	Good.
context: But then Mina's dad said she's not allowed to talk to me.\I wonder how come.\I'm sorry.\Dad?\Don't let that get to you.\You didn't do anything wrong.\All right, I understand.\Good. response:	Watch out!
context: I wonder how come.\I'm sorry.\Dad?\Don't let that get to you.\You didn't do anything wrong.\All right, I understand.\Good.\Watch out! response:	There's a shark!
context: I'm sorry.\Dad?\Don't let that get to you.\You didn't do anything wrong.\All right, I understand.\Good.\Watch out!\There's a shark! response:	Your wife was...
context: Dad?\Don't let that get to you.\You didn't do anything wrong.\All right, I understand.\Good.\Watch out!\There's a shark!\Your wife was... response:	If only I had been on that boat with her,
context: Don't let that get to you.\You didn't do anything wrong.\All right, I understand.\Good.\Watch out!\There's a shark!\Your wife was...\If only I had been on that boat with her, response:	this wouldn't have happened.
context: You didn't do anything wrong.\All right, I understand.\Good.\Watch out!\There's a shark!\Your wife was...\If only I had been on that boat with her,\this wouldn't have happened. response:	Sakichi, there was nothing anyone could have done.
context: All right, I understand.\Good.\Watch out!\There's a shark!\Your wife was...\If only I had been on that boat with her,\this wouldn't have happened.\Sakichi, there was nothing anyone could have done. response:	Nothing?
context: Good.\Watch out!\There's a shark!\Your wife was...\If only I had been on that boat with her,\this wouldn't have happened.\Sakichi, there was nothing anyone could have done.\Nothing? response:	If you say so.
context: Watch out!\There's a shark!\Your wife was...\If only I had been on that boat with her,\this wouldn't have happened.\Sakichi, there was nothing anyone could have done.\Nothing?\If you say so. response:	I guess it was my own fault for putting my wife's life in someone else's hands.
context: There's a shark!\Your wife was...\If only I had been on that boat with her,\this wouldn't have happened.\Sakichi, there was nothing anyone could have done.\Nothing?\If you say so.\I guess it was my own fault for putting my wife's life in someone else's hands. response:	Please get out.
context: Your wife was...\If only I had been on that boat with her,\this wouldn't have happened.\Sakichi, there was nothing anyone could have done.\Nothing?\If you say so.\I guess it was my own fault for putting my wife's life in someone else's hands.\Please get out. response:	From now on, I'll protect my own family.
context: If only I had been on that boat with her,\this wouldn't have happened.\Sakichi, there was nothing anyone could have done.\Nothing?\If you say so.\I guess it was my own fault for putting my wife's life in someone else's hands.\Please get out.\From now on, I'll protect my own family. response:	Even more of them have come ashore.
context: this wouldn't have happened.\Sakichi, there was nothing anyone could have done.\Nothing?\If you say so.\I guess it was my own fault for putting my wife's life in someone else's hands.\Please get out.\From now on, I'll protect my own family.\Even more of them have come ashore. response:	In that faint voice, the seashells are crying out...
context: Sakichi, there was nothing anyone could have done.\Nothing?\If you say so.\I guess it was my own fault for putting my wife's life in someone else's hands.\Please get out.\From now on, I'll protect my own family.\Even more of them have come ashore.\In that faint voice, the seashells are crying out... response:	for the sake of their family...
context: Nothing?\If you say so.\I guess it was my own fault for putting my wife's life in someone else's hands.\Please get out.\From now on, I'll protect my own family.\Even more of them have come ashore.\In that faint voice, the seashells are crying out...\for the sake of their family... response:	and themselves.
context: If you say so.\I guess it was my own fault for putting my wife's life in someone else's hands.\Please get out.\From now on, I'll protect my own family.\Even more of them have come ashore.\In that faint voice, the seashells are crying out...\for the sake of their family...\and themselves. response:	That girl's something else.
context: I guess it was my own fault for putting my wife's life in someone else's hands.\Please get out.\From now on, I'll protect my own family.\Even more of them have come ashore.\In that faint voice, the seashells are crying out...\for the sake of their family...\and themselves.\That girl's something else. response:	She's still so little.
context: Please get out.\From now on, I'll protect my own family.\Even more of them have come ashore.\In that faint voice, the seashells are crying out...\for the sake of their family...\and themselves.\That girl's something else.\She's still so little. response:	Huh? Oh, yeah.
context: From now on, I'll protect my own family.\Even more of them have come ashore.\In that faint voice, the seashells are crying out...\for the sake of their family...\and themselves.\That girl's something else.\She's still so little.\Huh? Oh, yeah. response:	She's been diving in place of her mom all this time.
context: Even more of them have come ashore.\In that faint voice, the seashells are crying out...\for the sake of their family...\and themselves.\That girl's something else.\She's still so little.\Huh? Oh, yeah.\She's been diving in place of her mom all this time. response:	I can't help but feel sorry for her.
context: In that faint voice, the seashells are crying out...\for the sake of their family...\and themselves.\That girl's something else.\She's still so little.\Huh? Oh, yeah.\She's been diving in place of her mom all this time.\I can't help but feel sorry for her. response:	Hm? What is it?
context: for the sake of their family...\and themselves.\That girl's something else.\She's still so little.\Huh? Oh, yeah.\She's been diving in place of her mom all this time.\I can't help but feel sorry for her.\Hm? What is it? response:	You must never tell anyone else about this.
context: and themselves.\That girl's something else.\She's still so little.\Huh? Oh, yeah.\She's been diving in place of her mom all this time.\I can't help but feel sorry for her.\Hm? What is it?\You must never tell anyone else about this. response:	Even if something happens to me,
context: That girl's something else.\She's still so little.\Huh? Oh, yeah.\She's been diving in place of her mom all this time.\I can't help but feel sorry for her.\Hm? What is it?\You must never tell anyone else about this.\Even if something happens to me, response:	with this, you'll be able to get by.
context: She's still so little.\Huh? Oh, yeah.\She's been diving in place of her mom all this time.\I can't help but feel sorry for her.\Hm? What is it?\You must never tell anyone else about this.\Even if something happens to me,\with this, you'll be able to get by. response:	No one else is going to protect you.
context: Huh? Oh, yeah.\She's been diving in place of her mom all this time.\I can't help but feel sorry for her.\Hm? What is it?\You must never tell anyone else about this.\Even if something happens to me,\with this, you'll be able to get by.\No one else is going to protect you. response:	So you have to protect yourself, first and foremost.
context: She's been diving in place of her mom all this time.\I can't help but feel sorry for her.\Hm? What is it?\You must never tell anyone else about this.\Even if something happens to me,\with this, you'll be able to get by.\No one else is going to protect you.\So you have to protect yourself, first and foremost. response:	Who's there?
context: I can't help but feel sorry for her.\Hm? What is it?\You must never tell anyone else about this.\Even if something happens to me,\with this, you'll be able to get by.\No one else is going to protect you.\So you have to protect yourself, first and foremost.\Who's there? response:	It's me.
context: Hm? What is it?\You must never tell anyone else about this.\Even if something happens to me,\with this, you'll be able to get by.\No one else is going to protect you.\So you have to protect yourself, first and foremost.\Who's there?\It's me. response:	I came to talk to you.
context: You must never tell anyone else about this.\Even if something happens to me,\with this, you'll be able to get by.\No one else is going to protect you.\So you have to protect yourself, first and foremost.\Who's there?\It's me.\I came to talk to you. response:	A mushi-shi came to tell us that a disaster at sea will soon happen.
context: Even if something happens to me,\with this, you'll be able to get by.\No one else is going to protect you.\So you have to protect yourself, first and foremost.\Who's there?\It's me.\I came to talk to you.\A mushi-shi came to tell us that a disaster at sea will soon happen. response:	You two should be careful too.
context: with this, you'll be able to get by.\No one else is going to protect you.\So you have to protect yourself, first and foremost.\Who's there?\It's me.\I came to talk to you.\A mushi-shi came to tell us that a disaster at sea will soon happen.\You two should be careful too. response:	You're the last person I want to hear that from.
context: No one else is going to protect you.\So you have to protect yourself, first and foremost.\Who's there?\It's me.\I came to talk to you.\A mushi-shi came to tell us that a disaster at sea will soon happen.\You two should be careful too.\You're the last person I want to hear that from. response:	Hey...
context: So you have to protect yourself, first and foremost.\Who's there?\It's me.\I came to talk to you.\A mushi-shi came to tell us that a disaster at sea will soon happen.\You two should be careful too.\You're the last person I want to hear that from.\Hey... response:	don't you have any idea what's going to happen?
context: Who's there?\It's me.\I came to talk to you.\A mushi-shi came to tell us that a disaster at sea will soon happen.\You two should be careful too.\You're the last person I want to hear that from.\Hey...\don't you have any idea what's going to happen? response:	You were always the first to sense when something was wrong with the sea.
context: It's me.\I came to talk to you.\A mushi-shi came to tell us that a disaster at sea will soon happen.\You two should be careful too.\You're the last person I want to hear that from.\Hey...\don't you have any idea what's going to happen?\You were always the first to sense when something was wrong with the sea. response:	Like I care.
context: I came to talk to you.\A mushi-shi came to tell us that a disaster at sea will soon happen.\You two should be careful too.\You're the last person I want to hear that from.\Hey...\don't you have any idea what's going to happen?\You were always the first to sense when something was wrong with the sea.\Like I care. response:	Sakichi, for the last ten years,
context: A mushi-shi came to tell us that a disaster at sea will soon happen.\You two should be careful too.\You're the last person I want to hear that from.\Hey...\don't you have any idea what's going to happen?\You were always the first to sense when something was wrong with the sea.\Like I care.\Sakichi, for the last ten years, response:	this village has managed to avoid any other accidents.
context: You two should be careful too.\You're the last person I want to hear that from.\Hey...\don't you have any idea what's going to happen?\You were always the first to sense when something was wrong with the sea.\Like I care.\Sakichi, for the last ten years,\this village has managed to avoid any other accidents. response:	I'm not about to let anyone die on my watch again.
context: You're the last person I want to hear that from.\Hey...\don't you have any idea what's going to happen?\You were always the first to sense when something was wrong with the sea.\Like I care.\Sakichi, for the last ten years,\this village has managed to avoid any other accidents.\I'm not about to let anyone die on my watch again. response:	So could you please come back to the village and help with the fish farm?
context: Hey...\don't you have any idea what's going to happen?\You were always the first to sense when something was wrong with the sea.\Like I care.\Sakichi, for the last ten years,\this village has managed to avoid any other accidents.\I'm not about to let anyone die on my watch again.\So could you please come back to the village and help with the fish farm? response:	We've finally managed to make the fish farm sustainable.
context: don't you have any idea what's going to happen?\You were always the first to sense when something was wrong with the sea.\Like I care.\Sakichi, for the last ten years,\this village has managed to avoid any other accidents.\I'm not about to let anyone die on my watch again.\So could you please come back to the village and help with the fish farm?\We've finally managed to make the fish farm sustainable. response:	Now, everyone can feed themselves without having to worry.
context: You were always the first to sense when something was wrong with the sea.\Like I care.\Sakichi, for the last ten years,\this village has managed to avoid any other accidents.\I'm not about to let anyone die on my watch again.\So could you please come back to the village and help with the fish farm?\We've finally managed to make the fish farm sustainable.\Now, everyone can feed themselves without having to worry. response:	But if you and your little girl keep on fishing alone, you two may run into danger someday.
context: Like I care.\Sakichi, for the last ten years,\this village has managed to avoid any other accidents.\I'm not about to let anyone die on my watch again.\So could you please come back to the village and help with the fish farm?\We've finally managed to make the fish farm sustainable.\Now, everyone can feed themselves without having to worry.\But if you and your little girl keep on fishing alone, you two may run into danger someday. response:	Is that really what you want?
context: Sakichi, for the last ten years,\this village has managed to avoid any other accidents.\I'm not about to let anyone die on my watch again.\So could you please come back to the village and help with the fish farm?\We've finally managed to make the fish farm sustainable.\Now, everyone can feed themselves without having to worry.\But if you and your little girl keep on fishing alone, you two may run into danger someday.\Is that really what you want? response:	I knew you for a long time.
context: this village has managed to avoid any other accidents.\I'm not about to let anyone die on my watch again.\So could you please come back to the village and help with the fish farm?\We've finally managed to make the fish farm sustainable.\Now, everyone can feed themselves without having to worry.\But if you and your little girl keep on fishing alone, you two may run into danger someday.\Is that really what you want?\I knew you for a long time. response:	I know there's probably someone you blame more than me.
context: I'm not about to let anyone die on my watch again.\So could you please come back to the village and help with the fish farm?\We've finally managed to make the fish farm sustainable.\Now, everyone can feed themselves without having to worry.\But if you and your little girl keep on fishing alone, you two may run into danger someday.\Is that really what you want?\I knew you for a long time.\I know there's probably someone you blame more than me. response:	But you can't go on blaming yourself anymore! You have to stop.
context: So could you please come back to the village and help with the fish farm?\We've finally managed to make the fish farm sustainable.\Now, everyone can feed themselves without having to worry.\But if you and your little girl keep on fishing alone, you two may run into danger someday.\Is that really what you want?\I knew you for a long time.\I know there's probably someone you blame more than me.\But you can't go on blaming yourself anymore! You have to stop. response:	You have something more important to worry about.
context: We've finally managed to make the fish farm sustainable.\Now, everyone can feed themselves without having to worry.\But if you and your little girl keep on fishing alone, you two may run into danger someday.\Is that really what you want?\I knew you for a long time.\I know there's probably someone you blame more than me.\But you can't go on blaming yourself anymore! You have to stop.\You have something more important to worry about. response:	I know you care about your daughter's future, so please...
context: Now, everyone can feed themselves without having to worry.\But if you and your little girl keep on fishing alone, you two may run into danger someday.\Is that really what you want?\I knew you for a long time.\I know there's probably someone you blame more than me.\But you can't go on blaming yourself anymore! You have to stop.\You have something more important to worry about.\I know you care about your daughter's future, so please... response:	come back.
context: But if you and your little girl keep on fishing alone, you two may run into danger someday.\Is that really what you want?\I knew you for a long time.\I know there's probably someone you blame more than me.\But you can't go on blaming yourself anymore! You have to stop.\You have something more important to worry about.\I know you care about your daughter's future, so please...\come back. response:	I'll come again.
context: Is that really what you want?\I knew you for a long time.\I know there's probably someone you blame more than me.\But you can't go on blaming yourself anymore! You have to stop.\You have something more important to worry about.\I know you care about your daughter's future, so please...\come back.\I'll come again. response:	Until then, please be careful.
context: I knew you for a long time.\I know there's probably someone you blame more than me.\But you can't go on blaming yourself anymore! You have to stop.\You have something more important to worry about.\I know you care about your daughter's future, so please...\come back.\I'll come again.\Until then, please be careful. response:	The singing stopped.
context: I know there's probably someone you blame more than me.\But you can't go on blaming yourself anymore! You have to stop.\You have something more important to worry about.\I know you care about your daughter's future, so please...\come back.\I'll come again.\Until then, please be careful.\The singing stopped. response:	I understand.
context: But you can't go on blaming yourself anymore! You have to stop.\You have something more important to worry about.\I know you care about your daughter's future, so please...\come back.\I'll come again.\Until then, please be careful.\The singing stopped.\I understand. response:	Just in case, I'll have everyone take refuge on top of the cliffs.
context: You have something more important to worry about.\I know you care about your daughter's future, so please...\come back.\I'll come again.\Until then, please be careful.\The singing stopped.\I understand.\Just in case, I'll have everyone take refuge on top of the cliffs. response:	I saw something!
context: I know you care about your daughter's future, so please...\come back.\I'll come again.\Until then, please be careful.\The singing stopped.\I understand.\Just in case, I'll have everyone take refuge on top of the cliffs.\I saw something! response:	Look at them...
context: come back.\I'll come again.\Until then, please be careful.\The singing stopped.\I understand.\Just in case, I'll have everyone take refuge on top of the cliffs.\I saw something!\Look at them... response:	So many dead fish.
context: I'll come again.\Until then, please be careful.\The singing stopped.\I understand.\Just in case, I'll have everyone take refuge on top of the cliffs.\I saw something!\Look at them...\So many dead fish. response:	This is...
context: Until then, please be careful.\The singing stopped.\I understand.\Just in case, I'll have everyone take refuge on top of the cliffs.\I saw something!\Look at them...\So many dead fish.\This is... response:	It's a red tide!
context: The singing stopped.\I understand.\Just in case, I'll have everyone take refuge on top of the cliffs.\I saw something!\Look at them...\So many dead fish.\This is...\It's a red tide! response:	How could this... happen?
context: I understand.\Just in case, I'll have everyone take refuge on top of the cliffs.\I saw something!\Look at them...\So many dead fish.\This is...\It's a red tide!\How could this... happen? response:	No matter how we run, we can't escape tragedy.
context: Just in case, I'll have everyone take refuge on top of the cliffs.\I saw something!\Look at them...\So many dead fish.\This is...\It's a red tide!\How could this... happen?\No matter how we run, we can't escape tragedy. response:	This time, there really was...
context: I saw something!\Look at them...\So many dead fish.\This is...\It's a red tide!\How could this... happen?\No matter how we run, we can't escape tragedy.\This time, there really was... response:	nothing we could've done.
context: Look at them...\So many dead fish.\This is...\It's a red tide!\How could this... happen?\No matter how we run, we can't escape tragedy.\This time, there really was...\nothing we could've done. response:	There was nothing anyone could have done.
context: So many dead fish.\This is...\It's a red tide!\How could this... happen?\No matter how we run, we can't escape tragedy.\This time, there really was...\nothing we could've done.\There was nothing anyone could have done. response:	The red tide's finally retreating, huh?
context: This is...\It's a red tide!\How could this... happen?\No matter how we run, we can't escape tragedy.\This time, there really was...\nothing we could've done.\There was nothing anyone could have done.\The red tide's finally retreating, huh? response:	Yeah.
context: It's a red tide!\How could this... happen?\No matter how we run, we can't escape tragedy.\This time, there really was...\nothing we could've done.\There was nothing anyone could have done.\The red tide's finally retreating, huh?\Yeah. response:	Guess this marks the end of the fish farm.
context: How could this... happen?\No matter how we run, we can't escape tragedy.\This time, there really was...\nothing we could've done.\There was nothing anyone could have done.\The red tide's finally retreating, huh?\Yeah.\Guess this marks the end of the fish farm. response:	Nah, we can dive for some more and start over again.
context: No matter how we run, we can't escape tragedy.\This time, there really was...\nothing we could've done.\There was nothing anyone could have done.\The red tide's finally retreating, huh?\Yeah.\Guess this marks the end of the fish farm.\Nah, we can dive for some more and start over again. response:	That's true.
context: This time, there really was...\nothing we could've done.\There was nothing anyone could have done.\The red tide's finally retreating, huh?\Yeah.\Guess this marks the end of the fish farm.\Nah, we can dive for some more and start over again.\That's true. response:	So you still don't have your voice back?
context: nothing we could've done.\There was nothing anyone could have done.\The red tide's finally retreating, huh?\Yeah.\Guess this marks the end of the fish farm.\Nah, we can dive for some more and start over again.\That's true.\So you still don't have your voice back? response:	Hmm...
context: There was nothing anyone could have done.\The red tide's finally retreating, huh?\Yeah.\Guess this marks the end of the fish farm.\Nah, we can dive for some more and start over again.\That's true.\So you still don't have your voice back?\Hmm... response:	It might be better to let her hear more voices.
context: The red tide's finally retreating, huh?\Yeah.\Guess this marks the end of the fish farm.\Nah, we can dive for some more and start over again.\That's true.\So you still don't have your voice back?\Hmm...\It might be better to let her hear more voices. response:	Anyway, I'm off again.
context: Yeah.\Guess this marks the end of the fish farm.\Nah, we can dive for some more and start over again.\That's true.\So you still don't have your voice back?\Hmm...\It might be better to let her hear more voices.\Anyway, I'm off again. response:	That's strange.
context: Guess this marks the end of the fish farm.\Nah, we can dive for some more and start over again.\That's true.\So you still don't have your voice back?\Hmm...\It might be better to let her hear more voices.\Anyway, I'm off again.\That's strange. response:	Although the red tide has receded, they haven't returned to sea yet.
context: Nah, we can dive for some more and start over again.\That's true.\So you still don't have your voice back?\Hmm...\It might be better to let her hear more voices.\Anyway, I'm off again.\That's strange.\Although the red tide has receded, they haven't returned to sea yet. response:	Does that mean...
context: That's true.\So you still don't have your voice back?\Hmm...\It might be better to let her hear more voices.\Anyway, I'm off again.\That's strange.\Although the red tide has receded, they haven't returned to sea yet.\Does that mean... response:	the disaster isn't over yet?
context: So you still don't have your voice back?\Hmm...\It might be better to let her hear more voices.\Anyway, I'm off again.\That's strange.\Although the red tide has receded, they haven't returned to sea yet.\Does that mean...\the disaster isn't over yet? response:	Mina.
context: Hmm...\It might be better to let her hear more voices.\Anyway, I'm off again.\That's strange.\Although the red tide has receded, they haven't returned to sea yet.\Does that mean...\the disaster isn't over yet?\Mina. response:	Come with me.
context: It might be better to let her hear more voices.\Anyway, I'm off again.\That's strange.\Although the red tide has receded, they haven't returned to sea yet.\Does that mean...\the disaster isn't over yet?\Mina.\Come with me. response:	Sakichi!
context: Anyway, I'm off again.\That's strange.\Although the red tide has receded, they haven't returned to sea yet.\Does that mean...\the disaster isn't over yet?\Mina.\Come with me.\Sakichi! response:	Don't go diving yet.
context: That's strange.\Although the red tide has receded, they haven't returned to sea yet.\Does that mean...\the disaster isn't over yet?\Mina.\Come with me.\Sakichi!\Don't go diving yet. response:	After a red tide, shellfish may become poisonous.
context: Although the red tide has receded, they haven't returned to sea yet.\Does that mean...\the disaster isn't over yet?\Mina.\Come with me.\Sakichi!\Don't go diving yet.\After a red tide, shellfish may become poisonous. response:	That only happens rarely.
context: Does that mean...\the disaster isn't over yet?\Mina.\Come with me.\Sakichi!\Don't go diving yet.\After a red tide, shellfish may become poisonous.\That only happens rarely. response:	You should know that.
context: the disaster isn't over yet?\Mina.\Come with me.\Sakichi!\Don't go diving yet.\After a red tide, shellfish may become poisonous.\That only happens rarely.\You should know that. response:	We have no other choice.
context: Mina.\Come with me.\Sakichi!\Don't go diving yet.\After a red tide, shellfish may become poisonous.\That only happens rarely.\You should know that.\We have no other choice. response:	I don't think you should either.
context: Come with me.\Sakichi!\Don't go diving yet.\After a red tide, shellfish may become poisonous.\That only happens rarely.\You should know that.\We have no other choice.\I don't think you should either. response:	The omen hasn't yet passed.
context: Sakichi!\Don't go diving yet.\After a red tide, shellfish may become poisonous.\That only happens rarely.\You should know that.\We have no other choice.\I don't think you should either.\The omen hasn't yet passed. response:	Then... what are we supposed to do?
context: Don't go diving yet.\After a red tide, shellfish may become poisonous.\That only happens rarely.\You should know that.\We have no other choice.\I don't think you should either.\The omen hasn't yet passed.\Then... what are we supposed to do? response:	Huh, Sakichi?
context: After a red tide, shellfish may become poisonous.\That only happens rarely.\You should know that.\We have no other choice.\I don't think you should either.\The omen hasn't yet passed.\Then... what are we supposed to do?\Huh, Sakichi? response:	How do you suggest we all get by until we can live off the sea again?
context: That only happens rarely.\You should know that.\We have no other choice.\I don't think you should either.\The omen hasn't yet passed.\Then... what are we supposed to do?\Huh, Sakichi?\How do you suggest we all get by until we can live off the sea again? response:	Open it.
context: You should know that.\We have no other choice.\I don't think you should either.\The omen hasn't yet passed.\Then... what are we supposed to do?\Huh, Sakichi?\How do you suggest we all get by until we can live off the sea again?\Open it. response:	Mina found that pearl.
context: We have no other choice.\I don't think you should either.\The omen hasn't yet passed.\Then... what are we supposed to do?\Huh, Sakichi?\How do you suggest we all get by until we can live off the sea again?\Open it.\Mina found that pearl. response:	We can sell it and share the money.
context: I don't think you should either.\The omen hasn't yet passed.\Then... what are we supposed to do?\Huh, Sakichi?\How do you suggest we all get by until we can live off the sea again?\Open it.\Mina found that pearl.\We can sell it and share the money. response:	It won't be a whole lot, but it should be enough.
context: The omen hasn't yet passed.\Then... what are we supposed to do?\Huh, Sakichi?\How do you suggest we all get by until we can live off the sea again?\Open it.\Mina found that pearl.\We can sell it and share the money.\It won't be a whole lot, but it should be enough. response:	But to give us something so precious...
context: Then... what are we supposed to do?\Huh, Sakichi?\How do you suggest we all get by until we can live off the sea again?\Open it.\Mina found that pearl.\We can sell it and share the money.\It won't be a whole lot, but it should be enough.\But to give us something so precious... response:	It's better than letting someone else die, isn't it?
context: Huh, Sakichi?\How do you suggest we all get by until we can live off the sea again?\Open it.\Mina found that pearl.\We can sell it and share the money.\It won't be a whole lot, but it should be enough.\But to give us something so precious...\It's better than letting someone else die, isn't it? response:	But in exchange,
context: How do you suggest we all get by until we can live off the sea again?\Open it.\Mina found that pearl.\We can sell it and share the money.\It won't be a whole lot, but it should be enough.\But to give us something so precious...\It's better than letting someone else die, isn't it?\But in exchange, response:	please let me and my daughter come back to the village.
context: Open it.\Mina found that pearl.\We can sell it and share the money.\It won't be a whole lot, but it should be enough.\But to give us something so precious...\It's better than letting someone else die, isn't it?\But in exchange,\please let me and my daughter come back to the village. response:	Yes!
context: Mina found that pearl.\We can sell it and share the money.\It won't be a whole lot, but it should be enough.\But to give us something so precious...\It's better than letting someone else die, isn't it?\But in exchange,\please let me and my daughter come back to the village.\Yes! response:	Of course we will!
