context: Oh? response:	This is a really beautiful array of code.
context: Of course this would be a dull competition.\It doesn't matter if I win or lose,\the work gets done either way.\Lunch time.\Want to go to the usual ramen shop?\Hey, come with us, Elma.\I'm not going. I'll finish this in the meantime.\Beating a mere human like me won't make you very happy, right? response:	If I made you mad, I'll apologize.
context: It doesn't matter if I win or lose,\the work gets done either way.\Lunch time.\Want to go to the usual ramen shop?\Hey, come with us, Elma.\I'm not going. I'll finish this in the meantime.\Beating a mere human like me won't make you very happy, right?\If I made you mad, I'll apologize. response:	I'm not mad.
context: the work gets done either way.\Lunch time.\Want to go to the usual ramen shop?\Hey, come with us, Elma.\I'm not going. I'll finish this in the meantime.\Beating a mere human like me won't make you very happy, right?\If I made you mad, I'll apologize.\I'm not mad. response:	And don't sell yourself short.
context: Lunch time.\Want to go to the usual ramen shop?\Hey, come with us, Elma.\I'm not going. I'll finish this in the meantime.\Beating a mere human like me won't make you very happy, right?\If I made you mad, I'll apologize.\I'm not mad.\And don't sell yourself short. response:	Don't become a pillar, either.
context: Want to go to the usual ramen shop?\Hey, come with us, Elma.\I'm not going. I'll finish this in the meantime.\Beating a mere human like me won't make you very happy, right?\If I made you mad, I'll apologize.\I'm not mad.\And don't sell yourself short.\Don't become a pillar, either. response:	A pillar?
context: Hey, come with us, Elma.\I'm not going. I'll finish this in the meantime.\Beating a mere human like me won't make you very happy, right?\If I made you mad, I'll apologize.\I'm not mad.\And don't sell yourself short.\Don't become a pillar, either.\A pillar? response:	That's right.
context: I'm not going. I'll finish this in the meantime.\Beating a mere human like me won't make you very happy, right?\If I made you mad, I'll apologize.\I'm not mad.\And don't sell yourself short.\Don't become a pillar, either.\A pillar?\That's right. response:	I've watched many humans become pillars in the other world.
context: Beating a mere human like me won't make you very happy, right?\If I made you mad, I'll apologize.\I'm not mad.\And don't sell yourself short.\Don't become a pillar, either.\A pillar?\That's right.\I've watched many humans become pillars in the other world. response:	What do you mean?
context: If I made you mad, I'll apologize.\I'm not mad.\And don't sell yourself short.\Don't become a pillar, either.\A pillar?\That's right.\I've watched many humans become pillars in the other world.\What do you mean? response:	They support others by becoming a sacrifice.
context: I'm not mad.\And don't sell yourself short.\Don't become a pillar, either.\A pillar?\That's right.\I've watched many humans become pillars in the other world.\What do you mean?\They support others by becoming a sacrifice. response:	Human sacrifices?!
context: And don't sell yourself short.\Don't become a pillar, either.\A pillar?\That's right.\I've watched many humans become pillars in the other world.\What do you mean?\They support others by becoming a sacrifice.\Human sacrifices?! response:	The dragons of the harmony faction help humans,
context: Don't become a pillar, either.\A pillar?\That's right.\I've watched many humans become pillars in the other world.\What do you mean?\They support others by becoming a sacrifice.\Human sacrifices?!\The dragons of the harmony faction help humans, response:	but many of my companions claimed sacrifices in exchange.
context: A pillar?\That's right.\I've watched many humans become pillars in the other world.\What do you mean?\They support others by becoming a sacrifice.\Human sacrifices?!\The dragons of the harmony faction help humans,\but many of my companions claimed sacrifices in exchange. response:	Those people became human pillars and died...
context: That's right.\I've watched many humans become pillars in the other world.\What do you mean?\They support others by becoming a sacrifice.\Human sacrifices?!\The dragons of the harmony faction help humans,\but many of my companions claimed sacrifices in exchange.\Those people became human pillars and died... response:	I couldn't stand watching that.
context: I've watched many humans become pillars in the other world.\What do you mean?\They support others by becoming a sacrifice.\Human sacrifices?!\The dragons of the harmony faction help humans,\but many of my companions claimed sacrifices in exchange.\Those people became human pillars and died...\I couldn't stand watching that. response:	This discussion's taken an awfully heavy turn.
context: What do you mean?\They support others by becoming a sacrifice.\Human sacrifices?!\The dragons of the harmony faction help humans,\but many of my companions claimed sacrifices in exchange.\Those people became human pillars and died...\I couldn't stand watching that.\This discussion's taken an awfully heavy turn. response:	So, I wish you'd stop sacrificing yourself and working so much!
context: They support others by becoming a sacrifice.\Human sacrifices?!\The dragons of the harmony faction help humans,\but many of my companions claimed sacrifices in exchange.\Those people became human pillars and died...\I couldn't stand watching that.\This discussion's taken an awfully heavy turn.\So, I wish you'd stop sacrificing yourself and working so much! response:	I'll lead the others for you!
context: Human sacrifices?!\The dragons of the harmony faction help humans,\but many of my companions claimed sacrifices in exchange.\Those people became human pillars and died...\I couldn't stand watching that.\This discussion's taken an awfully heavy turn.\So, I wish you'd stop sacrificing yourself and working so much!\I'll lead the others for you! response:	Elma, bring your head closer.
context: The dragons of the harmony faction help humans,\but many of my companions claimed sacrifices in exchange.\Those people became human pillars and died...\I couldn't stand watching that.\This discussion's taken an awfully heavy turn.\So, I wish you'd stop sacrificing yourself and working so much!\I'll lead the others for you!\Elma, bring your head closer. response:	Then close your eyes.
context: but many of my companions claimed sacrifices in exchange.\Those people became human pillars and died...\I couldn't stand watching that.\This discussion's taken an awfully heavy turn.\So, I wish you'd stop sacrificing yourself and working so much!\I'll lead the others for you!\Elma, bring your head closer.\Then close your eyes. response:	Wh-What?
context: Those people became human pillars and died...\I couldn't stand watching that.\This discussion's taken an awfully heavy turn.\So, I wish you'd stop sacrificing yourself and working so much!\I'll lead the others for you!\Elma, bring your head closer.\Then close your eyes.\Wh-What? response:	Miss Kobayashi, you already have Tohru.
context: I couldn't stand watching that.\This discussion's taken an awfully heavy turn.\So, I wish you'd stop sacrificing yourself and working so much!\I'll lead the others for you!\Elma, bring your head closer.\Then close your eyes.\Wh-What?\Miss Kobayashi, you already have Tohru. response:	Well, if you want that from me, I'm willing...
context: This discussion's taken an awfully heavy turn.\So, I wish you'd stop sacrificing yourself and working so much!\I'll lead the others for you!\Elma, bring your head closer.\Then close your eyes.\Wh-What?\Miss Kobayashi, you already have Tohru.\Well, if you want that from me, I'm willing... response:	Ei!
context: So, I wish you'd stop sacrificing yourself and working so much!\I'll lead the others for you!\Elma, bring your head closer.\Then close your eyes.\Wh-What?\Miss Kobayashi, you already have Tohru.\Well, if you want that from me, I'm willing...\Ei! response:	Ow!
context: I'll lead the others for you!\Elma, bring your head closer.\Then close your eyes.\Wh-What?\Miss Kobayashi, you already have Tohru.\Well, if you want that from me, I'm willing...\Ei!\Ow! response:	Ow!
context: Elma, bring your head closer.\Then close your eyes.\Wh-What?\Miss Kobayashi, you already have Tohru.\Well, if you want that from me, I'm willing...\Ei!\Ow!\Ow! response:	Ow!
context: Then close your eyes.\Wh-What?\Miss Kobayashi, you already have Tohru.\Well, if you want that from me, I'm willing...\Ei!\Ow!\Ow!\Ow! response:	Wh-What are you doing?!
context: Wh-What?\Miss Kobayashi, you already have Tohru.\Well, if you want that from me, I'm willing...\Ei!\Ow!\Ow!\Ow!\Wh-What are you doing?! response:	Hmph. That's called an unnecessary concern.
context: Miss Kobayashi, you already have Tohru.\Well, if you want that from me, I'm willing...\Ei!\Ow!\Ow!\Ow!\Wh-What are you doing?!\Hmph. That's called an unnecessary concern. response:	What?
context: Well, if you want that from me, I'm willing...\Ei!\Ow!\Ow!\Ow!\Wh-What are you doing?!\Hmph. That's called an unnecessary concern.\What? response:	The world you live in now isn't the same as the one you came from.
context: Ei!\Ow!\Ow!\Ow!\Wh-What are you doing?!\Hmph. That's called an unnecessary concern.\What?\The world you live in now isn't the same as the one you came from. response:	So, don't go thinking everything is the same.
context: Ow!\Ow!\Ow!\Wh-What are you doing?!\Hmph. That's called an unnecessary concern.\What?\The world you live in now isn't the same as the one you came from.\So, don't go thinking everything is the same. response:	There are no human sacrifices in modern Japan.
context: Ow!\Ow!\Wh-What are you doing?!\Hmph. That's called an unnecessary concern.\What?\The world you live in now isn't the same as the one you came from.\So, don't go thinking everything is the same.\There are no human sacrifices in modern Japan. response:	Also, I still have my honor as your senior here, so don't steal my work.
context: Ow!\Wh-What are you doing?!\Hmph. That's called an unnecessary concern.\What?\The world you live in now isn't the same as the one you came from.\So, don't go thinking everything is the same.\There are no human sacrifices in modern Japan.\Also, I still have my honor as your senior here, so don't steal my work. response:	I-I see.
context: Wh-What are you doing?!\Hmph. That's called an unnecessary concern.\What?\The world you live in now isn't the same as the one you came from.\So, don't go thinking everything is the same.\There are no human sacrifices in modern Japan.\Also, I still have my honor as your senior here, so don't steal my work.\I-I see. response:	Let's call an end to this competition, okay?
context: Hmph. That's called an unnecessary concern.\What?\The world you live in now isn't the same as the one you came from.\So, don't go thinking everything is the same.\There are no human sacrifices in modern Japan.\Also, I still have my honor as your senior here, so don't steal my work.\I-I see.\Let's call an end to this competition, okay? response:	Okay.
context: What?\The world you live in now isn't the same as the one you came from.\So, don't go thinking everything is the same.\There are no human sacrifices in modern Japan.\Also, I still have my honor as your senior here, so don't steal my work.\I-I see.\Let's call an end to this competition, okay?\Okay. response:	I'm glad you were concerned for me.
context: The world you live in now isn't the same as the one you came from.\So, don't go thinking everything is the same.\There are no human sacrifices in modern Japan.\Also, I still have my honor as your senior here, so don't steal my work.\I-I see.\Let's call an end to this competition, okay?\Okay.\I'm glad you were concerned for me. response:	Thank you, Elma.
context: So, don't go thinking everything is the same.\There are no human sacrifices in modern Japan.\Also, I still have my honor as your senior here, so don't steal my work.\I-I see.\Let's call an end to this competition, okay?\Okay.\I'm glad you were concerned for me.\Thank you, Elma. response:	Yeah.
context: There are no human sacrifices in modern Japan.\Also, I still have my honor as your senior here, so don't steal my work.\I-I see.\Let's call an end to this competition, okay?\Okay.\I'm glad you were concerned for me.\Thank you, Elma.\Yeah. response:	Ahh, all done, all done.
context: Also, I still have my honor as your senior here, so don't steal my work.\I-I see.\Let's call an end to this competition, okay?\Okay.\I'm glad you were concerned for me.\Thank you, Elma.\Yeah.\Ahh, all done, all done. response:	Okay, Elma!
context: I-I see.\Let's call an end to this competition, okay?\Okay.\I'm glad you were concerned for me.\Thank you, Elma.\Yeah.\Ahh, all done, all done.\Okay, Elma! response:	I'm taking you out for drinks with us today.
context: Let's call an end to this competition, okay?\Okay.\I'm glad you were concerned for me.\Thank you, Elma.\Yeah.\Ahh, all done, all done.\Okay, Elma!\I'm taking you out for drinks with us today. response:	Drinks?
context: Okay.\I'm glad you were concerned for me.\Thank you, Elma.\Yeah.\Ahh, all done, all done.\Okay, Elma!\I'm taking you out for drinks with us today.\Drinks? response:	Takiya-kun's already standing by at our usual place.
context: I'm glad you were concerned for me.\Thank you, Elma.\Yeah.\Ahh, all done, all done.\Okay, Elma!\I'm taking you out for drinks with us today.\Drinks?\Takiya-kun's already standing by at our usual place. response:	I bet it'll be fun to drink with everyone.
context: Thank you, Elma.\Yeah.\Ahh, all done, all done.\Okay, Elma!\I'm taking you out for drinks with us today.\Drinks?\Takiya-kun's already standing by at our usual place.\I bet it'll be fun to drink with everyone. response:	Uh-huh. There are some things you can only talk about when liquored up, too.
context: Yeah.\Ahh, all done, all done.\Okay, Elma!\I'm taking you out for drinks with us today.\Drinks?\Takiya-kun's already standing by at our usual place.\I bet it'll be fun to drink with everyone.\Uh-huh. There are some things you can only talk about when liquored up, too. response:	Oh?! Now I'm excited!
context: Ahh, all done, all done.\Okay, Elma!\I'm taking you out for drinks with us today.\Drinks?\Takiya-kun's already standing by at our usual place.\I bet it'll be fun to drink with everyone.\Uh-huh. There are some things you can only talk about when liquored up, too.\Oh?! Now I'm excited! response:	And what's with that outfit?!
context: Okay, Elma!\I'm taking you out for drinks with us today.\Drinks?\Takiya-kun's already standing by at our usual place.\I bet it'll be fun to drink with everyone.\Uh-huh. There are some things you can only talk about when liquored up, too.\Oh?! Now I'm excited!\And what's with that outfit?! response:	You dragons piss me off, always dressing like you can do anything!
context: I'm taking you out for drinks with us today.\Drinks?\Takiya-kun's already standing by at our usual place.\I bet it'll be fun to drink with everyone.\Uh-huh. There are some things you can only talk about when liquored up, too.\Oh?! Now I'm excited!\And what's with that outfit?!\You dragons piss me off, always dressing like you can do anything! response:	I think this idea that you can just wear glasses is thoughtless!
context: Drinks?\Takiya-kun's already standing by at our usual place.\I bet it'll be fun to drink with everyone.\Uh-huh. There are some things you can only talk about when liquored up, too.\Oh?! Now I'm excited!\And what's with that outfit?!\You dragons piss me off, always dressing like you can do anything!\I think this idea that you can just wear glasses is thoughtless! response:	Also, your breasts are outrageous!
context: Takiya-kun's already standing by at our usual place.\I bet it'll be fun to drink with everyone.\Uh-huh. There are some things you can only talk about when liquored up, too.\Oh?! Now I'm excited!\And what's with that outfit?!\You dragons piss me off, always dressing like you can do anything!\I think this idea that you can just wear glasses is thoughtless!\Also, your breasts are outrageous! response:	As a fellow glasses wearer, there are big differences in size and frames!
context: I bet it'll be fun to drink with everyone.\Uh-huh. There are some things you can only talk about when liquored up, too.\Oh?! Now I'm excited!\And what's with that outfit?!\You dragons piss me off, always dressing like you can do anything!\I think this idea that you can just wear glasses is thoughtless!\Also, your breasts are outrageous!\As a fellow glasses wearer, there are big differences in size and frames! response:	If you're going to wear them, I wish you'd think about those things first!
context: Uh-huh. There are some things you can only talk about when liquored up, too.\Oh?! Now I'm excited!\And what's with that outfit?!\You dragons piss me off, always dressing like you can do anything!\I think this idea that you can just wear glasses is thoughtless!\Also, your breasts are outrageous!\As a fellow glasses wearer, there are big differences in size and frames!\If you're going to wear them, I wish you'd think about those things first! response:	I want to go home.
context: Oh?! Now I'm excited!\And what's with that outfit?!\You dragons piss me off, always dressing like you can do anything!\I think this idea that you can just wear glasses is thoughtless!\Also, your breasts are outrageous!\As a fellow glasses wearer, there are big differences in size and frames!\If you're going to wear them, I wish you'd think about those things first!\I want to go home. response:	This is a popular collaboration cafe!
context: And what's with that outfit?!\You dragons piss me off, always dressing like you can do anything!\I think this idea that you can just wear glasses is thoughtless!\Also, your breasts are outrageous!\As a fellow glasses wearer, there are big differences in size and frames!\If you're going to wear them, I wish you'd think about those things first!\I want to go home.\This is a popular collaboration cafe! response:	Here we go! Palflash!
context: You dragons piss me off, always dressing like you can do anything!\I think this idea that you can just wear glasses is thoughtless!\Also, your breasts are outrageous!\As a fellow glasses wearer, there are big differences in size and frames!\If you're going to wear them, I wish you'd think about those things first!\I want to go home.\This is a popular collaboration cafe!\Here we go! Palflash! response:	We're lucky it's emptier on weekdays.
context: I think this idea that you can just wear glasses is thoughtless!\Also, your breasts are outrageous!\As a fellow glasses wearer, there are big differences in size and frames!\If you're going to wear them, I wish you'd think about those things first!\I want to go home.\This is a popular collaboration cafe!\Here we go! Palflash!\We're lucky it's emptier on weekdays. response:	Yeah.
context: Also, your breasts are outrageous!\As a fellow glasses wearer, there are big differences in size and frames!\If you're going to wear them, I wish you'd think about those things first!\I want to go home.\This is a popular collaboration cafe!\Here we go! Palflash!\We're lucky it's emptier on weekdays.\Yeah. response:	Sorry for the wait.
context: As a fellow glasses wearer, there are big differences in size and frames!\If you're going to wear them, I wish you'd think about those things first!\I want to go home.\This is a popular collaboration cafe!\Here we go! Palflash!\We're lucky it's emptier on weekdays.\Yeah.\Sorry for the wait. response:	Here's the special bonus illustrated coaster you ordered.
context: If you're going to wear them, I wish you'd think about those things first!\I want to go home.\This is a popular collaboration cafe!\Here we go! Palflash!\We're lucky it's emptier on weekdays.\Yeah.\Sorry for the wait.\Here's the special bonus illustrated coaster you ordered. response:	There are 15 types, handed out at random.
context: I want to go home.\This is a popular collaboration cafe!\Here we go! Palflash!\We're lucky it's emptier on weekdays.\Yeah.\Sorry for the wait.\Here's the special bonus illustrated coaster you ordered.\There are 15 types, handed out at random. response:	You're in this with me until I collect them all!
context: This is a popular collaboration cafe!\Here we go! Palflash!\We're lucky it's emptier on weekdays.\Yeah.\Sorry for the wait.\Here's the special bonus illustrated coaster you ordered.\There are 15 types, handed out at random.\You're in this with me until I collect them all! response:	Hmph, bring it on.
context: Here we go! Palflash!\We're lucky it's emptier on weekdays.\Yeah.\Sorry for the wait.\Here's the special bonus illustrated coaster you ordered.\There are 15 types, handed out at random.\You're in this with me until I collect them all!\Hmph, bring it on. response:	Urgent Notice
context: We're lucky it's emptier on weekdays.\Yeah.\Sorry for the wait.\Here's the special bonus illustrated coaster you ordered.\There are 15 types, handed out at random.\You're in this with me until I collect them all!\Hmph, bring it on.\Urgent Notice response:	Beware Suspicious Person
context: Yeah.\Sorry for the wait.\Here's the special bonus illustrated coaster you ordered.\There are 15 types, handed out at random.\You're in this with me until I collect them all!\Hmph, bring it on.\Urgent Notice\Beware Suspicious Person response:	Lately we've received several reports of a suspicious individual.
context: Sorry for the wait.\Here's the special bonus illustrated coaster you ordered.\There are 15 types, handed out at random.\You're in this with me until I collect them all!\Hmph, bring it on.\Urgent Notice\Beware Suspicious Person\Lately we've received several reports of a suspicious individual. response:	>Dressed Entirely In Black, Long Hair
context: Here's the special bonus illustrated coaster you ordered.\There are 15 types, handed out at random.\You're in this with me until I collect them all!\Hmph, bring it on.\Urgent Notice\Beware Suspicious Person\Lately we've received several reports of a suspicious individual.\>Dressed Entirely In Black, Long Hair response:	That's scary.
context: There are 15 types, handed out at random.\You're in this with me until I collect them all!\Hmph, bring it on.\Urgent Notice\Beware Suspicious Person\Lately we've received several reports of a suspicious individual.\>Dressed Entirely In Black, Long Hair\That's scary. response:	They're recruiting people for patrols.
context: You're in this with me until I collect them all!\Hmph, bring it on.\Urgent Notice\Beware Suspicious Person\Lately we've received several reports of a suspicious individual.\>Dressed Entirely In Black, Long Hair\That's scary.\They're recruiting people for patrols. response:	They actually approached me, too.
context: Hmph, bring it on.\Urgent Notice\Beware Suspicious Person\Lately we've received several reports of a suspicious individual.\>Dressed Entirely In Black, Long Hair\That's scary.\They're recruiting people for patrols.\They actually approached me, too. response:	Huh?
context: Urgent Notice\Beware Suspicious Person\Lately we've received several reports of a suspicious individual.\>Dressed Entirely In Black, Long Hair\That's scary.\They're recruiting people for patrols.\They actually approached me, too.\Huh? response:	They were hopeful after the skill
context: Beware Suspicious Person\Lately we've received several reports of a suspicious individual.\>Dressed Entirely In Black, Long Hair\That's scary.\They're recruiting people for patrols.\They actually approached me, too.\Huh?\They were hopeful after the skill response:	I showed catching that thief in the shopping district a while back.
context: Lately we've received several reports of a suspicious individual.\>Dressed Entirely In Black, Long Hair\That's scary.\They're recruiting people for patrols.\They actually approached me, too.\Huh?\They were hopeful after the skill\I showed catching that thief in the shopping district a while back. response:	Oh, yeah. That did happen.
context: >Dressed Entirely In Black, Long Hair\That's scary.\They're recruiting people for patrols.\They actually approached me, too.\Huh?\They were hopeful after the skill\I showed catching that thief in the shopping district a while back.\Oh, yeah. That did happen. response:	Will this be okay?
context: That's scary.\They're recruiting people for patrols.\They actually approached me, too.\Huh?\They were hopeful after the skill\I showed catching that thief in the shopping district a while back.\Oh, yeah. That did happen.\Will this be okay? response:	Oh! You're worried for me?
context: They're recruiting people for patrols.\They actually approached me, too.\Huh?\They were hopeful after the skill\I showed catching that thief in the shopping district a while back.\Oh, yeah. That did happen.\Will this be okay?\Oh! You're worried for me? response:	No, for the suspicious person.
context: They actually approached me, too.\Huh?\They were hopeful after the skill\I showed catching that thief in the shopping district a while back.\Oh, yeah. That did happen.\Will this be okay?\Oh! You're worried for me?\No, for the suspicious person. response:	Goddammit!
context: Huh?\They were hopeful after the skill\I showed catching that thief in the shopping district a while back.\Oh, yeah. That did happen.\Will this be okay?\Oh! You're worried for me?\No, for the suspicious person.\Goddammit! response:	Thanks for coming today, Tohru-chan.
context: They were hopeful after the skill\I showed catching that thief in the shopping district a while back.\Oh, yeah. That did happen.\Will this be okay?\Oh! You're worried for me?\No, for the suspicious person.\Goddammit!\Thanks for coming today, Tohru-chan. response:	It's unusual to see you in casual clothes.
context: I showed catching that thief in the shopping district a while back.\Oh, yeah. That did happen.\Will this be okay?\Oh! You're worried for me?\No, for the suspicious person.\Goddammit!\Thanks for coming today, Tohru-chan.\It's unusual to see you in casual clothes. response:	Miss Kobayashi said I should wear some from time to time.
context: Oh, yeah. That did happen.\Will this be okay?\Oh! You're worried for me?\No, for the suspicious person.\Goddammit!\Thanks for coming today, Tohru-chan.\It's unusual to see you in casual clothes.\Miss Kobayashi said I should wear some from time to time. response:	Patrol
context: Will this be okay?\Oh! You're worried for me?\No, for the suspicious person.\Goddammit!\Thanks for coming today, Tohru-chan.\It's unusual to see you in casual clothes.\Miss Kobayashi said I should wear some from time to time.\Patrol response:	So, what should I be doing?
context: Oh! You're worried for me?\No, for the suspicious person.\Goddammit!\Thanks for coming today, Tohru-chan.\It's unusual to see you in casual clothes.\Miss Kobayashi said I should wear some from time to time.\Patrol\So, what should I be doing? response:	Just walk around the area and see if you spot anything strange.
context: No, for the suspicious person.\Goddammit!\Thanks for coming today, Tohru-chan.\It's unusual to see you in casual clothes.\Miss Kobayashi said I should wear some from time to time.\Patrol\So, what should I be doing?\Just walk around the area and see if you spot anything strange. response:	It's a little scary, though.
context: Goddammit!\Thanks for coming today, Tohru-chan.\It's unusual to see you in casual clothes.\Miss Kobayashi said I should wear some from time to time.\Patrol\So, what should I be doing?\Just walk around the area and see if you spot anything strange.\It's a little scary, though. response:	There's nothing that scares me.
context: Thanks for coming today, Tohru-chan.\It's unusual to see you in casual clothes.\Miss Kobayashi said I should wear some from time to time.\Patrol\So, what should I be doing?\Just walk around the area and see if you spot anything strange.\It's a little scary, though.\There's nothing that scares me. response:	In fact, please fear me!
context: It's unusual to see you in casual clothes.\Miss Kobayashi said I should wear some from time to time.\Patrol\So, what should I be doing?\Just walk around the area and see if you spot anything strange.\It's a little scary, though.\There's nothing that scares me.\In fact, please fear me! response:	My, how cute.
context: Miss Kobayashi said I should wear some from time to time.\Patrol\So, what should I be doing?\Just walk around the area and see if you spot anything strange.\It's a little scary, though.\There's nothing that scares me.\In fact, please fear me!\My, how cute. response:	Miss Sasakibe, do you know any martial arts?
context: Patrol\So, what should I be doing?\Just walk around the area and see if you spot anything strange.\It's a little scary, though.\There's nothing that scares me.\In fact, please fear me!\My, how cute.\Miss Sasakibe, do you know any martial arts? response:	Not at all.
context: So, what should I be doing?\Just walk around the area and see if you spot anything strange.\It's a little scary, though.\There's nothing that scares me.\In fact, please fear me!\My, how cute.\Miss Sasakibe, do you know any martial arts?\Not at all. response:	You'll be a hindrance if anything does happen, then.
context: Just walk around the area and see if you spot anything strange.\It's a little scary, though.\There's nothing that scares me.\In fact, please fear me!\My, how cute.\Miss Sasakibe, do you know any martial arts?\Not at all.\You'll be a hindrance if anything does happen, then. response:	Nothing is going to happen.
context: It's a little scary, though.\There's nothing that scares me.\In fact, please fear me!\My, how cute.\Miss Sasakibe, do you know any martial arts?\Not at all.\You'll be a hindrance if anything does happen, then.\Nothing is going to happen. response:	This town is very safe.
context: There's nothing that scares me.\In fact, please fear me!\My, how cute.\Miss Sasakibe, do you know any martial arts?\Not at all.\You'll be a hindrance if anything does happen, then.\Nothing is going to happen.\This town is very safe. response:	A red zone right away?!
context: In fact, please fear me!\My, how cute.\Miss Sasakibe, do you know any martial arts?\Not at all.\You'll be a hindrance if anything does happen, then.\Nothing is going to happen.\This town is very safe.\A red zone right away?! response:	Why today, of all days?!
context: My, how cute.\Miss Sasakibe, do you know any martial arts?\Not at all.\You'll be a hindrance if anything does happen, then.\Nothing is going to happen.\This town is very safe.\A red zone right away?!\Why today, of all days?! response:	Miss Sasakibe, Miss Sasakibe.
context: Miss Sasakibe, do you know any martial arts?\Not at all.\You'll be a hindrance if anything does happen, then.\Nothing is going to happen.\This town is very safe.\A red zone right away?!\Why today, of all days?!\Miss Sasakibe, Miss Sasakibe. response:	Yes?
context: Not at all.\You'll be a hindrance if anything does happen, then.\Nothing is going to happen.\This town is very safe.\A red zone right away?!\Why today, of all days?!\Miss Sasakibe, Miss Sasakibe.\Yes? response:	They're blocking the street and getting in the way, right?
context: You'll be a hindrance if anything does happen, then.\Nothing is going to happen.\This town is very safe.\A red zone right away?!\Why today, of all days?!\Miss Sasakibe, Miss Sasakibe.\Yes?\They're blocking the street and getting in the way, right? response:	Let's go warn them.
context: Nothing is going to happen.\This town is very safe.\A red zone right away?!\Why today, of all days?!\Miss Sasakibe, Miss Sasakibe.\Yes?\They're blocking the street and getting in the way, right?\Let's go warn them. response:	Huh? But
context: This town is very safe.\A red zone right away?!\Why today, of all days?!\Miss Sasakibe, Miss Sasakibe.\Yes?\They're blocking the street and getting in the way, right?\Let's go warn them.\Huh? But response:	Hey!
context: A red zone right away?!\Why today, of all days?!\Miss Sasakibe, Miss Sasakibe.\Yes?\They're blocking the street and getting in the way, right?\Let's go warn them.\Huh? But\Hey! response:	You're being a nuisance if you loiter there!
context: Why today, of all days?!\Miss Sasakibe, Miss Sasakibe.\Yes?\They're blocking the street and getting in the way, right?\Let's go warn them.\Huh? But\Hey!\You're being a nuisance if you loiter there! response:	What?
context: Miss Sasakibe, Miss Sasakibe.\Yes?\They're blocking the street and getting in the way, right?\Let's go warn them.\Huh? But\Hey!\You're being a nuisance if you loiter there!\What? response:	You got a problem with us?
context: Yes?\They're blocking the street and getting in the way, right?\Let's go warn them.\Huh? But\Hey!\You're being a nuisance if you loiter there!\What?\You got a problem with us? response:	I do.
context: They're blocking the street and getting in the way, right?\Let's go warn them.\Huh? But\Hey!\You're being a nuisance if you loiter there!\What?\You got a problem with us?\I do. response:	Are you some species that can't understand language?
context: Let's go warn them.\Huh? But\Hey!\You're being a nuisance if you loiter there!\What?\You got a problem with us?\I do.\Are you some species that can't understand language? response:	Huh?!
context: Huh? But\Hey!\You're being a nuisance if you loiter there!\What?\You got a problem with us?\I do.\Are you some species that can't understand language?\Huh?! response:	Quit screwing with us!
context: Hey!\You're being a nuisance if you loiter there!\What?\You got a problem with us?\I do.\Are you some species that can't understand language?\Huh?!\Quit screwing with us! response:	You idiot!
context: You're being a nuisance if you loiter there!\What?\You got a problem with us?\I do.\Are you some species that can't understand language?\Huh?!\Quit screwing with us!\You idiot! response:	He lashes out too fast!
context: What?\You got a problem with us?\I do.\Are you some species that can't understand language?\Huh?!\Quit screwing with us!\You idiot!\He lashes out too fast! response:	Pinky Forehead Flick
context: You got a problem with us?\I do.\Are you some species that can't understand language?\Huh?!\Quit screwing with us!\You idiot!\He lashes out too fast!\Pinky Forehead Flick response:	Huh?
context: I do.\Are you some species that can't understand language?\Huh?!\Quit screwing with us!\You idiot!\He lashes out too fast!\Pinky Forehead Flick\Huh? response:	I'll only warn you one more time, so if you can't understand,
context: Are you some species that can't understand language?\Huh?!\Quit screwing with us!\You idiot!\He lashes out too fast!\Pinky Forehead Flick\Huh?\I'll only warn you one more time, so if you can't understand, response:	well, give up hope.
context: Huh?!\Quit screwing with us!\You idiot!\He lashes out too fast!\Pinky Forehead Flick\Huh?\I'll only warn you one more time, so if you can't understand,\well, give up hope. response:	Get lost.
context: Quit screwing with us!\You idiot!\He lashes out too fast!\Pinky Forehead Flick\Huh?\I'll only warn you one more time, so if you can't understand,\well, give up hope.\Get lost. response:	We'll make you regret picking a fight with Team Dragon Busters!
context: You idiot!\He lashes out too fast!\Pinky Forehead Flick\Huh?\I'll only warn you one more time, so if you can't understand,\well, give up hope.\Get lost.\We'll make you regret picking a fight with Team Dragon Busters! response:	Now that's an irritating team name.
context: He lashes out too fast!\Pinky Forehead Flick\Huh?\I'll only warn you one more time, so if you can't understand,\well, give up hope.\Get lost.\We'll make you regret picking a fight with Team Dragon Busters!\Now that's an irritating team name. response:	Well, let's refocus and get back to our patrol.
context: Pinky Forehead Flick\Huh?\I'll only warn you one more time, so if you can't understand,\well, give up hope.\Get lost.\We'll make you regret picking a fight with Team Dragon Busters!\Now that's an irritating team name.\Well, let's refocus and get back to our patrol. response:	Oborozuka Shopping District
context: Huh?\I'll only warn you one more time, so if you can't understand,\well, give up hope.\Get lost.\We'll make you regret picking a fight with Team Dragon Busters!\Now that's an irritating team name.\Well, let's refocus and get back to our patrol.\Oborozuka Shopping District response:	What will you do if they come back for revenge?
context: I'll only warn you one more time, so if you can't understand,\well, give up hope.\Get lost.\We'll make you regret picking a fight with Team Dragon Busters!\Now that's an irritating team name.\Well, let's refocus and get back to our patrol.\Oborozuka Shopping District\What will you do if they come back for revenge? response:	Well, of course I'd
