context: Upsy-daisy. response:	Weather Report
context: I'll hide the scratch!\If you need me to, I'll find somewhere to wash the blood off right now!\So please!\Please.\Don't disappear again.\I need one of those sedatives.\If you inject me in ten seconds...\I'll stay. response:	Y-you might feel a prick.
context: If you need me to, I'll find somewhere to wash the blood off right now!\So please!\Please.\Don't disappear again.\I need one of those sedatives.\If you inject me in ten seconds...\I'll stay.\Y-you might feel a prick. response:	All done.
context: So please!\Please.\Don't disappear again.\I need one of those sedatives.\If you inject me in ten seconds...\I'll stay.\Y-you might feel a prick.\All done. response:	How do you feel?
context: Please.\Don't disappear again.\I need one of those sedatives.\If you inject me in ten seconds...\I'll stay.\Y-you might feel a prick.\All done.\How do you feel? response:	Are you okay?
context: Don't disappear again.\I need one of those sedatives.\If you inject me in ten seconds...\I'll stay.\Y-you might feel a prick.\All done.\How do you feel?\Are you okay? response:	Might feel a prick?
context: I need one of those sedatives.\If you inject me in ten seconds...\I'll stay.\Y-you might feel a prick.\All done.\How do you feel?\Are you okay?\Might feel a prick? response:	S-sorry. Did it hurt?
context: If you inject me in ten seconds...\I'll stay.\Y-you might feel a prick.\All done.\How do you feel?\Are you okay?\Might feel a prick?\S-sorry. Did it hurt? response:	No, I...
context: I'll stay.\Y-you might feel a prick.\All done.\How do you feel?\Are you okay?\Might feel a prick?\S-sorry. Did it hurt?\No, I... response:	It was just...
context: Y-you might feel a prick.\All done.\How do you feel?\Are you okay?\Might feel a prick?\S-sorry. Did it hurt?\No, I...\It was just... response:	kind of funny.
context: All done.\How do you feel?\Are you okay?\Might feel a prick?\S-sorry. Did it hurt?\No, I...\It was just...\kind of funny. response:	It's working.
context: How do you feel?\Are you okay?\Might feel a prick?\S-sorry. Did it hurt?\No, I...\It was just...\kind of funny.\It's working. response:	I don't think I'll be able to move much for about ten minutes.
context: Are you okay?\Might feel a prick?\S-sorry. Did it hurt?\No, I...\It was just...\kind of funny.\It's working.\I don't think I'll be able to move much for about ten minutes. response:	So we'll have to wait here for a while.
context: Might feel a prick?\S-sorry. Did it hurt?\No, I...\It was just...\kind of funny.\It's working.\I don't think I'll be able to move much for about ten minutes.\So we'll have to wait here for a while. response:	I-I'm sorry!
context: S-sorry. Did it hurt?\No, I...\It was just...\kind of funny.\It's working.\I don't think I'll be able to move much for about ten minutes.\So we'll have to wait here for a while.\I-I'm sorry! response:	I just couldn't help it...
context: No, I...\It was just...\kind of funny.\It's working.\I don't think I'll be able to move much for about ten minutes.\So we'll have to wait here for a while.\I-I'm sorry!\I just couldn't help it... response:	Again.
context: It was just...\kind of funny.\It's working.\I don't think I'll be able to move much for about ten minutes.\So we'll have to wait here for a while.\I-I'm sorry!\I just couldn't help it...\Again. response:	Will you... do that again?
context: kind of funny.\It's working.\I don't think I'll be able to move much for about ten minutes.\So we'll have to wait here for a while.\I-I'm sorry!\I just couldn't help it...\Again.\Will you... do that again? response:	Will you do that again?
context: It's working.\I don't think I'll be able to move much for about ten minutes.\So we'll have to wait here for a while.\I-I'm sorry!\I just couldn't help it...\Again.\Will you... do that again?\Will you do that again? response:	Um...
context: I don't think I'll be able to move much for about ten minutes.\So we'll have to wait here for a while.\I-I'm sorry!\I just couldn't help it...\Again.\Will you... do that again?\Will you do that again?\Um... response:	This is Makimura, B Squad!
context: So we'll have to wait here for a while.\I-I'm sorry!\I just couldn't help it...\Again.\Will you... do that again?\Will you do that again?\Um...\This is Makimura, B Squad! response:	A unit has fired his gun at a devil!
context: I-I'm sorry!\I just couldn't help it...\Again.\Will you... do that again?\Will you do that again?\Um...\This is Makimura, B Squad!\A unit has fired his gun at a devil! response:	We believe that the devil was among the audience and had transformed.
context: I just couldn't help it...\Again.\Will you... do that again?\Will you do that again?\Um...\This is Makimura, B Squad!\A unit has fired his gun at a devil!\We believe that the devil was among the audience and had transformed. response:	The officer is in shock. He likely did not know about devils.
context: Again.\Will you... do that again?\Will you do that again?\Um...\This is Makimura, B Squad!\A unit has fired his gun at a devil!\We believe that the devil was among the audience and had transformed.\The officer is in shock. He likely did not know about devils. response:	What...?
context: Will you... do that again?\Will you do that again?\Um...\This is Makimura, B Squad!\A unit has fired his gun at a devil!\We believe that the devil was among the audience and had transformed.\The officer is in shock. He likely did not know about devils.\What...? response:	Apparently a cop shot a devil.
context: Will you do that again?\Um...\This is Makimura, B Squad!\A unit has fired his gun at a devil!\We believe that the devil was among the audience and had transformed.\The officer is in shock. He likely did not know about devils.\What...?\Apparently a cop shot a devil. response:	I'm with the police! Everyone, please calm down!
context: Um...\This is Makimura, B Squad!\A unit has fired his gun at a devil!\We believe that the devil was among the audience and had transformed.\The officer is in shock. He likely did not know about devils.\What...?\Apparently a cop shot a devil.\I'm with the police! Everyone, please calm down! response:	Put the gun down!
context: This is Makimura, B Squad!\A unit has fired his gun at a devil!\We believe that the devil was among the audience and had transformed.\The officer is in shock. He likely did not know about devils.\What...?\Apparently a cop shot a devil.\I'm with the police! Everyone, please calm down!\Put the gun down! response:	Y-yes...
context: A unit has fired his gun at a devil!\We believe that the devil was among the audience and had transformed.\The officer is in shock. He likely did not know about devils.\What...?\Apparently a cop shot a devil.\I'm with the police! Everyone, please calm down!\Put the gun down!\Y-yes... response:	If you see anyone who looks unusual, do not get involved.
context: We believe that the devil was among the audience and had transformed.\The officer is in shock. He likely did not know about devils.\What...?\Apparently a cop shot a devil.\I'm with the police! Everyone, please calm down!\Put the gun down!\Y-yes...\If you see anyone who looks unusual, do not get involved. response:	Report to us immediately!
context: The officer is in shock. He likely did not know about devils.\What...?\Apparently a cop shot a devil.\I'm with the police! Everyone, please calm down!\Put the gun down!\Y-yes...\If you see anyone who looks unusual, do not get involved.\Report to us immediately! response:	Tsukasa?
context: What...?\Apparently a cop shot a devil.\I'm with the police! Everyone, please calm down!\Put the gun down!\Y-yes...\If you see anyone who looks unusual, do not get involved.\Report to us immediately!\Tsukasa? response:	When I can move again, I'll take you and we'll go.
context: Apparently a cop shot a devil.\I'm with the police! Everyone, please calm down!\Put the gun down!\Y-yes...\If you see anyone who looks unusual, do not get involved.\Report to us immediately!\Tsukasa?\When I can move again, I'll take you and we'll go. response:	I don't know if it's safe here.
context: I'm with the police! Everyone, please calm down!\Put the gun down!\Y-yes...\If you see anyone who looks unusual, do not get involved.\Report to us immediately!\Tsukasa?\When I can move again, I'll take you and we'll go.\I don't know if it's safe here. response:	Okay.
context: Put the gun down!\Y-yes...\If you see anyone who looks unusual, do not get involved.\Report to us immediately!\Tsukasa?\When I can move again, I'll take you and we'll go.\I don't know if it's safe here.\Okay. response:	What?
context: Y-yes...\If you see anyone who looks unusual, do not get involved.\Report to us immediately!\Tsukasa?\When I can move again, I'll take you and we'll go.\I don't know if it's safe here.\Okay.\What? response:	Nothing.
context: If you see anyone who looks unusual, do not get involved.\Report to us immediately!\Tsukasa?\When I can move again, I'll take you and we'll go.\I don't know if it's safe here.\Okay.\What?\Nothing. response:	Oh, but... Lee is still down there.
context: Report to us immediately!\Tsukasa?\When I can move again, I'll take you and we'll go.\I don't know if it's safe here.\Okay.\What?\Nothing.\Oh, but... Lee is still down there. response:	He might be looking for me.
context: Tsukasa?\When I can move again, I'll take you and we'll go.\I don't know if it's safe here.\Okay.\What?\Nothing.\Oh, but... Lee is still down there.\He might be looking for me. response:	Are you and he... close?
context: When I can move again, I'll take you and we'll go.\I don't know if it's safe here.\Okay.\What?\Nothing.\Oh, but... Lee is still down there.\He might be looking for me.\Are you and he... close? response:	No!
context: I don't know if it's safe here.\Okay.\What?\Nothing.\Oh, but... Lee is still down there.\He might be looking for me.\Are you and he... close?\No! response:	I was looking for you, Anzai.
context: Okay.\What?\Nothing.\Oh, but... Lee is still down there.\He might be looking for me.\Are you and he... close?\No!\I was looking for you, Anzai. response:	I went to that alley, and I happened to run into him.
context: What?\Nothing.\Oh, but... Lee is still down there.\He might be looking for me.\Are you and he... close?\No!\I was looking for you, Anzai.\I went to that alley, and I happened to run into him. response:	He said he dropped his cross and he was looking for it.
context: Nothing.\Oh, but... Lee is still down there.\He might be looking for me.\Are you and he... close?\No!\I was looking for you, Anzai.\I went to that alley, and I happened to run into him.\He said he dropped his cross and he was looking for it. response:	I told him I was looking for you, and he said he would help me find you.
context: Oh, but... Lee is still down there.\He might be looking for me.\Are you and he... close?\No!\I was looking for you, Anzai.\I went to that alley, and I happened to run into him.\He said he dropped his cross and he was looking for it.\I told him I was looking for you, and he said he would help me find you. response:	A cross?
context: He might be looking for me.\Are you and he... close?\No!\I was looking for you, Anzai.\I went to that alley, and I happened to run into him.\He said he dropped his cross and he was looking for it.\I told him I was looking for you, and he said he would help me find you.\A cross? response:	This is what was on his necklace.
context: Are you and he... close?\No!\I was looking for you, Anzai.\I went to that alley, and I happened to run into him.\He said he dropped his cross and he was looking for it.\I told him I was looking for you, and he said he would help me find you.\A cross?\This is what was on his necklace. response:	A long, black cross.
context: No!\I was looking for you, Anzai.\I went to that alley, and I happened to run into him.\He said he dropped his cross and he was looking for it.\I told him I was looking for you, and he said he would help me find you.\A cross?\This is what was on his necklace.\A long, black cross. response:	It's the symbol of ONLO, the orphanage I grew up in.
context: I was looking for you, Anzai.\I went to that alley, and I happened to run into him.\He said he dropped his cross and he was looking for it.\I told him I was looking for you, and he said he would help me find you.\A cross?\This is what was on his necklace.\A long, black cross.\It's the symbol of ONLO, the orphanage I grew up in. response:	It's near Obihiro.
context: I went to that alley, and I happened to run into him.\He said he dropped his cross and he was looking for it.\I told him I was looking for you, and he said he would help me find you.\A cross?\This is what was on his necklace.\A long, black cross.\It's the symbol of ONLO, the orphanage I grew up in.\It's near Obihiro. response:	They take in devil orphans and raise them there.
context: He said he dropped his cross and he was looking for it.\I told him I was looking for you, and he said he would help me find you.\A cross?\This is what was on his necklace.\A long, black cross.\It's the symbol of ONLO, the orphanage I grew up in.\It's near Obihiro.\They take in devil orphans and raise them there. response:	I didn't know.
context: I told him I was looking for you, and he said he would help me find you.\A cross?\This is what was on his necklace.\A long, black cross.\It's the symbol of ONLO, the orphanage I grew up in.\It's near Obihiro.\They take in devil orphans and raise them there.\I didn't know. response:	Don't worry about it.
context: A cross?\This is what was on his necklace.\A long, black cross.\It's the symbol of ONLO, the orphanage I grew up in.\It's near Obihiro.\They take in devil orphans and raise them there.\I didn't know.\Don't worry about it. response:	It's better not to talk about this stuff.
context: This is what was on his necklace.\A long, black cross.\It's the symbol of ONLO, the orphanage I grew up in.\It's near Obihiro.\They take in devil orphans and raise them there.\I didn't know.\Don't worry about it.\It's better not to talk about this stuff. response:	It doesn't bother me that much, anyway.
context: A long, black cross.\It's the symbol of ONLO, the orphanage I grew up in.\It's near Obihiro.\They take in devil orphans and raise them there.\I didn't know.\Don't worry about it.\It's better not to talk about this stuff.\It doesn't bother me that much, anyway. response:	I still don't know very much about you, Anzai.
context: It's the symbol of ONLO, the orphanage I grew up in.\It's near Obihiro.\They take in devil orphans and raise them there.\I didn't know.\Don't worry about it.\It's better not to talk about this stuff.\It doesn't bother me that much, anyway.\I still don't know very much about you, Anzai. response:	So, I'm happy to learn that.
context: It's near Obihiro.\They take in devil orphans and raise them there.\I didn't know.\Don't worry about it.\It's better not to talk about this stuff.\It doesn't bother me that much, anyway.\I still don't know very much about you, Anzai.\So, I'm happy to learn that. response:	Oh! But you don't have to tell me anything you don't want voo...
context: They take in devil orphans and raise them there.\I didn't know.\Don't worry about it.\It's better not to talk about this stuff.\It doesn't bother me that much, anyway.\I still don't know very much about you, Anzai.\So, I'm happy to learn that.\Oh! But you don't have to tell me anything you don't want voo... response:	Want voo?
context: I didn't know.\Don't worry about it.\It's better not to talk about this stuff.\It doesn't bother me that much, anyway.\I still don't know very much about you, Anzai.\So, I'm happy to learn that.\Oh! But you don't have to tell me anything you don't want voo...\Want voo? response:	It's been a long time since you hit me like that.
context: Don't worry about it.\It's better not to talk about this stuff.\It doesn't bother me that much, anyway.\I still don't know very much about you, Anzai.\So, I'm happy to learn that.\Oh! But you don't have to tell me anything you don't want voo...\Want voo?\It's been a long time since you hit me like that. response:	He laughed again.
context: It's better not to talk about this stuff.\It doesn't bother me that much, anyway.\I still don't know very much about you, Anzai.\So, I'm happy to learn that.\Oh! But you don't have to tell me anything you don't want voo...\Want voo?\It's been a long time since you hit me like that.\He laughed again. response:	It's so cute.
context: It doesn't bother me that much, anyway.\I still don't know very much about you, Anzai.\So, I'm happy to learn that.\Oh! But you don't have to tell me anything you don't want voo...\Want voo?\It's been a long time since you hit me like that.\He laughed again.\It's so cute. response:	I wish he would laugh more.
context: I still don't know very much about you, Anzai.\So, I'm happy to learn that.\Oh! But you don't have to tell me anything you don't want voo...\Want voo?\It's been a long time since you hit me like that.\He laughed again.\It's so cute.\I wish he would laugh more. response:	If he had a cross like this one...
context: So, I'm happy to learn that.\Oh! But you don't have to tell me anything you don't want voo...\Want voo?\It's been a long time since you hit me like that.\He laughed again.\It's so cute.\I wish he would laugh more.\If he had a cross like this one... response:	then there's a strong possibility we're from the same place.
context: Oh! But you don't have to tell me anything you don't want voo...\Want voo?\It's been a long time since you hit me like that.\He laughed again.\It's so cute.\I wish he would laugh more.\If he had a cross like this one...\then there's a strong possibility we're from the same place. response:	But there weren't any foreigners like him in my age group.
context: Want voo?\It's been a long time since you hit me like that.\He laughed again.\It's so cute.\I wish he would laugh more.\If he had a cross like this one...\then there's a strong possibility we're from the same place.\But there weren't any foreigners like him in my age group. response:	And the other kids were all devils; I was the only one who was half.
context: It's been a long time since you hit me like that.\He laughed again.\It's so cute.\I wish he would laugh more.\If he had a cross like this one...\then there's a strong possibility we're from the same place.\But there weren't any foreigners like him in my age group.\And the other kids were all devils; I was the only one who was half. response:	Are half-devils that unusual?
context: He laughed again.\It's so cute.\I wish he would laugh more.\If he had a cross like this one...\then there's a strong possibility we're from the same place.\But there weren't any foreigners like him in my age group.\And the other kids were all devils; I was the only one who was half.\Are half-devils that unusual? response:	Well, yeah.
context: It's so cute.\I wish he would laugh more.\If he had a cross like this one...\then there's a strong possibility we're from the same place.\But there weren't any foreigners like him in my age group.\And the other kids were all devils; I was the only one who was half.\Are half-devils that unusual?\Well, yeah. response:	Having only one devil parent is...
context: I wish he would laugh more.\If he had a cross like this one...\then there's a strong possibility we're from the same place.\But there weren't any foreigners like him in my age group.\And the other kids were all devils; I was the only one who was half.\Are half-devils that unusual?\Well, yeah.\Having only one devil parent is... response:	Would that... even be possible?
context: If he had a cross like this one...\then there's a strong possibility we're from the same place.\But there weren't any foreigners like him in my age group.\And the other kids were all devils; I was the only one who was half.\Are half-devils that unusual?\Well, yeah.\Having only one devil parent is...\Would that... even be possible? response:	Devils can't have sex with humans.
context: then there's a strong possibility we're from the same place.\But there weren't any foreigners like him in my age group.\And the other kids were all devils; I was the only one who was half.\Are half-devils that unusual?\Well, yeah.\Having only one devil parent is...\Would that... even be possible?\Devils can't have sex with humans. response:	So there's no way to conceive...
context: But there weren't any foreigners like him in my age group.\And the other kids were all devils; I was the only one who was half.\Are half-devils that unusual?\Well, yeah.\Having only one devil parent is...\Would that... even be possible?\Devils can't have sex with humans.\So there's no way to conceive... response:	a half-devil child.
context: And the other kids were all devils; I was the only one who was half.\Are half-devils that unusual?\Well, yeah.\Having only one devil parent is...\Would that... even be possible?\Devils can't have sex with humans.\So there's no way to conceive...\a half-devil child. response:	Are you okay?
context: Are half-devils that unusual?\Well, yeah.\Having only one devil parent is...\Would that... even be possible?\Devils can't have sex with humans.\So there's no way to conceive...\a half-devil child.\Are you okay? response:	How can you stand being around me?
context: Well, yeah.\Having only one devil parent is...\Would that... even be possible?\Devils can't have sex with humans.\So there's no way to conceive...\a half-devil child.\Are you okay?\How can you stand being around me? response:	It's just like the other day!
context: Having only one devil parent is...\Would that... even be possible?\Devils can't have sex with humans.\So there's no way to conceive...\a half-devil child.\Are you okay?\How can you stand being around me?\It's just like the other day! response:	I attacked you.
context: Would that... even be possible?\Devils can't have sex with humans.\So there's no way to conceive...\a half-devil child.\Are you okay?\How can you stand being around me?\It's just like the other day!\I attacked you. response:	I could have killed you!
context: Devils can't have sex with humans.\So there's no way to conceive...\a half-devil child.\Are you okay?\How can you stand being around me?\It's just like the other day!\I attacked you.\I could have killed you! response:	And I might not be a half!
context: So there's no way to conceive...\a half-devil child.\Are you okay?\How can you stand being around me?\It's just like the other day!\I attacked you.\I could have killed you!\And I might not be a half! response:	I might just be a devil!
context: a half-devil child.\Are you okay?\How can you stand being around me?\It's just like the other day!\I attacked you.\I could have killed you!\And I might not be a half!\I might just be a devil! response:	How can you?!
context: Are you okay?\How can you stand being around me?\It's just like the other day!\I attacked you.\I could have killed you!\And I might not be a half!\I might just be a devil!\How can you?! response:	Because!
context: How can you stand being around me?\It's just like the other day!\I attacked you.\I could have killed you!\And I might not be a half!\I might just be a devil!\How can you?!\Because! response:	like you.
context: It's just like the other day!\I attacked you.\I could have killed you!\And I might not be a half!\I might just be a devil!\How can you?!\Because!\like you. response:	Um! That is, I mean, well...
context: I attacked you.\I could have killed you!\And I might not be a half!\I might just be a devil!\How can you?!\Because!\like you.\Um! That is, I mean, well... response:	I don't think it really matters... if you're half or full-devil...
context: I could have killed you!\And I might not be a half!\I might just be a devil!\How can you?!\Because!\like you.\Um! That is, I mean, well...\I don't think it really matters... if you're half or full-devil... response:	or if you're just human.
context: And I might not be a half!\I might just be a devil!\How can you?!\Because!\like you.\Um! That is, I mean, well...\I don't think it really matters... if you're half or full-devil...\or if you're just human. response:	It doesn't change the fact that you are Anzai.
context: I might just be a devil!\How can you?!\Because!\like you.\Um! That is, I mean, well...\I don't think it really matters... if you're half or full-devil...\or if you're just human.\It doesn't change the fact that you are Anzai. response:	I'm more worried about whether or not I'm a good match for you.
context: How can you?!\Because!\like you.\Um! That is, I mean, well...\I don't think it really matters... if you're half or full-devil...\or if you're just human.\It doesn't change the fact that you are Anzai.\I'm more worried about whether or not I'm a good match for you. response:	What?
context: Because!\like you.\Um! That is, I mean, well...\I don't think it really matters... if you're half or full-devil...\or if you're just human.\It doesn't change the fact that you are Anzai.\I'm more worried about whether or not I'm a good match for you.\What? response:	What the hell is going on?
context: like you.\Um! That is, I mean, well...\I don't think it really matters... if you're half or full-devil...\or if you're just human.\It doesn't change the fact that you are Anzai.\I'm more worried about whether or not I'm a good match for you.\What?\What the hell is going on? response:	The TV was saying something about vampires!
context: Um! That is, I mean, well...\I don't think it really matters... if you're half or full-devil...\or if you're just human.\It doesn't change the fact that you are Anzai.\I'm more worried about whether or not I'm a good match for you.\What?\What the hell is going on?\The TV was saying something about vampires! response:	This is bad.
context: I don't think it really matters... if you're half or full-devil...\or if you're just human.\It doesn't change the fact that you are Anzai.\I'm more worried about whether or not I'm a good match for you.\What?\What the hell is going on?\The TV was saying something about vampires!\This is bad. response:	The sedative hasn't worn off yet.
context: or if you're just human.\It doesn't change the fact that you are Anzai.\I'm more worried about whether or not I'm a good match for you.\What?\What the hell is going on?\The TV was saying something about vampires!\This is bad.\The sedative hasn't worn off yet. response:	My knees... are giving out...
context: It doesn't change the fact that you are Anzai.\I'm more worried about whether or not I'm a good match for you.\What?\What the hell is going on?\The TV was saying something about vampires!\This is bad.\The sedative hasn't worn off yet.\My knees... are giving out... response:	Hey, grab the handrail.
context: I'm more worried about whether or not I'm a good match for you.\What?\What the hell is going on?\The TV was saying something about vampires!\This is bad.\The sedative hasn't worn off yet.\My knees... are giving out...\Hey, grab the handrail. response:	Huh?
context: What?\What the hell is going on?\The TV was saying something about vampires!\This is bad.\The sedative hasn't worn off yet.\My knees... are giving out...\Hey, grab the handrail.\Huh? response:	Or you'll fall.
context: What the hell is going on?\The TV was saying something about vampires!\This is bad.\The sedative hasn't worn off yet.\My knees... are giving out...\Hey, grab the handrail.\Huh?\Or you'll fall. response:	You sure do fall a lot.
context: The TV was saying something about vampires!\This is bad.\The sedative hasn't worn off yet.\My knees... are giving out...\Hey, grab the handrail.\Huh?\Or you'll fall.\You sure do fall a lot. response:	You...
context: This is bad.\The sedative hasn't worn off yet.\My knees... are giving out...\Hey, grab the handrail.\Huh?\Or you'll fall.\You sure do fall a lot.\You... response:	Who are you?
context: The sedative hasn't worn off yet.\My knees... are giving out...\Hey, grab the handrail.\Huh?\Or you'll fall.\You sure do fall a lot.\You...\Who are you? response:	Hey, are you sure you have devil blood in you?
context: My knees... are giving out...\Hey, grab the handrail.\Huh?\Or you'll fall.\You sure do fall a lot.\You...\Who are you?\Hey, are you sure you have devil blood in you? response:	Your physical abilities are pretty weak.
context: Hey, grab the handrail.\Huh?\Or you'll fall.\You sure do fall a lot.\You...\Who are you?\Hey, are you sure you have devil blood in you?\Your physical abilities are pretty weak. response:	That's just because I gave him a sedative a little while ago.
context: Huh?\Or you'll fall.\You sure do fall a lot.\You...\Who are you?\Hey, are you sure you have devil blood in you?\Your physical abilities are pretty weak.\That's just because I gave him a sedative a little while ago. response:	What's the deal with your eye?
context: Or you'll fall.\You sure do fall a lot.\You...\Who are you?\Hey, are you sure you have devil blood in you?\Your physical abilities are pretty weak.\That's just because I gave him a sedative a little while ago.\What's the deal with your eye? response:	You don't know that, either?
context: You sure do fall a lot.\You...\Who are you?\Hey, are you sure you have devil blood in you?\Your physical abilities are pretty weak.\That's just because I gave him a sedative a little while ago.\What's the deal with your eye?\You don't know that, either? response:	Are you really a half?
context: You...\Who are you?\Hey, are you sure you have devil blood in you?\Your physical abilities are pretty weak.\That's just because I gave him a sedative a little while ago.\What's the deal with your eye?\You don't know that, either?\Are you really a half? response:	We're wrapping things up over by Ikebukuro West Gate.
context: Who are you?\Hey, are you sure you have devil blood in you?\Your physical abilities are pretty weak.\That's just because I gave him a sedative a little while ago.\What's the deal with your eye?\You don't know that, either?\Are you really a half?\We're wrapping things up over by Ikebukuro West Gate. response:	Human personnel from each squad
context: Hey, are you sure you have devil blood in you?\Your physical abilities are pretty weak.\That's just because I gave him a sedative a little while ago.\What's the deal with your eye?\You don't know that, either?\Are you really a half?\We're wrapping things up over by Ikebukuro West Gate.\Human personnel from each squad response:	will now go help contain the devil transformations happening throughout the region.
context: Your physical abilities are pretty weak.\That's just because I gave him a sedative a little while ago.\What's the deal with your eye?\You don't know that, either?\Are you really a half?\We're wrapping things up over by Ikebukuro West Gate.\Human personnel from each squad\will now go help contain the devil transformations happening throughout the region. response:	Be informed that the investigation will be assigned to human personnel only.
context: That's just because I gave him a sedative a little while ago.\What's the deal with your eye?\You don't know that, either?\Are you really a half?\We're wrapping things up over by Ikebukuro West Gate.\Human personnel from each squad\will now go help contain the devil transformations happening throughout the region.\Be informed that the investigation will be assigned to human personnel only. response:	Devil personnel, please stand by.
context: What's the deal with your eye?\You don't know that, either?\Are you really a half?\We're wrapping things up over by Ikebukuro West Gate.\Human personnel from each squad\will now go help contain the devil transformations happening throughout the region.\Be informed that the investigation will be assigned to human personnel only.\Devil personnel, please stand by. response:	I have a lot of questions for you.
context: You don't know that, either?\Are you really a half?\We're wrapping things up over by Ikebukuro West Gate.\Human personnel from each squad\will now go help contain the devil transformations happening throughout the region.\Be informed that the investigation will be assigned to human personnel only.\Devil personnel, please stand by.\I have a lot of questions for you. response:	I guess I have answers.
context: Are you really a half?\We're wrapping things up over by Ikebukuro West Gate.\Human personnel from each squad\will now go help contain the devil transformations happening throughout the region.\Be informed that the investigation will be assigned to human personnel only.\Devil personnel, please stand by.\I have a lot of questions for you.\I guess I have answers. response:	Sawazaki!
context: We're wrapping things up over by Ikebukuro West Gate.\Human personnel from each squad\will now go help contain the devil transformations happening throughout the region.\Be informed that the investigation will be assigned to human personnel only.\Devil personnel, please stand by.\I have a lot of questions for you.\I guess I have answers.\Sawazaki! response:	Kikuhura.
context: Human personnel from each squad\will now go help contain the devil transformations happening throughout the region.\Be informed that the investigation will be assigned to human personnel only.\Devil personnel, please stand by.\I have a lot of questions for you.\I guess I have answers.\Sawazaki!\Kikuhura. response:	Is everyone in F Squad alright?
context: will now go help contain the devil transformations happening throughout the region.\Be informed that the investigation will be assigned to human personnel only.\Devil personnel, please stand by.\I have a lot of questions for you.\I guess I have answers.\Sawazaki!\Kikuhura.\Is everyone in F Squad alright? response:	We're all fine. And you?
context: Be informed that the investigation will be assigned to human personnel only.\Devil personnel, please stand by.\I have a lot of questions for you.\I guess I have answers.\Sawazaki!\Kikuhura.\Is everyone in F Squad alright?\We're all fine. And you? response:	No one's been injured.
context: Devil personnel, please stand by.\I have a lot of questions for you.\I guess I have answers.\Sawazaki!\Kikuhura.\Is everyone in F Squad alright?\We're all fine. And you?\No one's been injured. response:	Personally, I was held up in traffic.
context: I have a lot of questions for you.\I guess I have answers.\Sawazaki!\Kikuhura.\Is everyone in F Squad alright?\We're all fine. And you?\No one's been injured.\Personally, I was held up in traffic. response:	Oh, this is a civilian we found on the scene.
context: I guess I have answers.\Sawazaki!\Kikuhura.\Is everyone in F Squad alright?\We're all fine. And you?\No one's been injured.\Personally, I was held up in traffic.\Oh, this is a civilian we found on the scene. response:	My guy's over there.
context: Sawazaki!\Kikuhura.\Is everyone in F Squad alright?\We're all fine. And you?\No one's been injured.\Personally, I was held up in traffic.\Oh, this is a civilian we found on the scene.\My guy's over there. response:	Anzai, say hello. You haven't met, have you?
context: Kikuhura.\Is everyone in F Squad alright?\We're all fine. And you?\No one's been injured.\Personally, I was held up in traffic.\Oh, this is a civilian we found on the scene.\My guy's over there.\Anzai, say hello. You haven't met, have you? response:	I'm Anzai.
context: Is everyone in F Squad alright?\We're all fine. And you?\No one's been injured.\Personally, I was held up in traffic.\Oh, this is a civilian we found on the scene.\My guy's over there.\Anzai, say hello. You haven't met, have you?\I'm Anzai. response:	I'm Kikuhara, A Squad. A pleasure.
context: We're all fine. And you?\No one's been injured.\Personally, I was held up in traffic.\Oh, this is a civilian we found on the scene.\My guy's over there.\Anzai, say hello. You haven't met, have you?\I'm Anzai.\I'm Kikuhara, A Squad. A pleasure. response:	Something about him scares me.
context: No one's been injured.\Personally, I was held up in traffic.\Oh, this is a civilian we found on the scene.\My guy's over there.\Anzai, say hello. You haven't met, have you?\I'm Anzai.\I'm Kikuhara, A Squad. A pleasure.\Something about him scares me. response:	Um...
context: Personally, I was held up in traffic.\Oh, this is a civilian we found on the scene.\My guy's over there.\Anzai, say hello. You haven't met, have you?\I'm Anzai.\I'm Kikuhara, A Squad. A pleasure.\Something about him scares me.\Um... response:	Have I met you somewhere before?
context: Oh, this is a civilian we found on the scene.\My guy's over there.\Anzai, say hello. You haven't met, have you?\I'm Anzai.\I'm Kikuhara, A Squad. A pleasure.\Something about him scares me.\Um...\Have I met you somewhere before? response:	Before?
context: My guy's over there.\Anzai, say hello. You haven't met, have you?\I'm Anzai.\I'm Kikuhara, A Squad. A pleasure.\Something about him scares me.\Um...\Have I met you somewhere before?\Before? response:	Oh, maybe at the new staff ceremony.
context: Anzai, say hello. You haven't met, have you?\I'm Anzai.\I'm Kikuhara, A Squad. A pleasure.\Something about him scares me.\Um...\Have I met you somewhere before?\Before?\Oh, maybe at the new staff ceremony. response:	Chief Kikuhara.
context: I'm Anzai.\I'm Kikuhara, A Squad. A pleasure.\Something about him scares me.\Um...\Have I met you somewhere before?\Before?\Oh, maybe at the new staff ceremony.\Chief Kikuhara. response:	About our next deployment...
context: I'm Kikuhara, A Squad. A pleasure.\Something about him scares me.\Um...\Have I met you somewhere before?\Before?\Oh, maybe at the new staff ceremony.\Chief Kikuhara.\About our next deployment... response:	Right.
context: Something about him scares me.\Um...\Have I met you somewhere before?\Before?\Oh, maybe at the new staff ceremony.\Chief Kikuhara.\About our next deployment...\Right. response:	Well, Sawazaki, I'll see you at the meeting.
context: Um...\Have I met you somewhere before?\Before?\Oh, maybe at the new staff ceremony.\Chief Kikuhara.\About our next deployment...\Right.\Well, Sawazaki, I'll see you at the meeting. response:	Are you okay?
