context: Inside of me... you've always been crying. response:	I want to wipe your tears away is what I think.
context: Oh, Bo-chan.\Do you need the Chief for something?\Err, well, not really.\After someone dad knew died last year,\Their daughter, Hiromi, was adopted by my family.\We've been in the same class since elementary school.\I was surprised.\Hiromi has always been cheerful... response:	And because her smiling face interested me.
context: Do you need the Chief for something?\Err, well, not really.\After someone dad knew died last year,\Their daughter, Hiromi, was adopted by my family.\We've been in the same class since elementary school.\I was surprised.\Hiromi has always been cheerful...\And because her smiling face interested me. response:	Because it interested me...
context: Err, well, not really.\After someone dad knew died last year,\Their daughter, Hiromi, was adopted by my family.\We've been in the same class since elementary school.\I was surprised.\Hiromi has always been cheerful...\And because her smiling face interested me.\Because it interested me... response:	I'm home.
context: After someone dad knew died last year,\Their daughter, Hiromi, was adopted by my family.\We've been in the same class since elementary school.\I was surprised.\Hiromi has always been cheerful...\And because her smiling face interested me.\Because it interested me...\I'm home. response:	I'm home.
context: Their daughter, Hiromi, was adopted by my family.\We've been in the same class since elementary school.\I was surprised.\Hiromi has always been cheerful...\And because her smiling face interested me.\Because it interested me...\I'm home.\I'm home. response:	May bad fortune befall you...
context: We've been in the same class since elementary school.\I was surprised.\Hiromi has always been cheerful...\And because her smiling face interested me.\Because it interested me...\I'm home.\I'm home.\May bad fortune befall you... response:	Come on,
context: I was surprised.\Hiromi has always been cheerful...\And because her smiling face interested me.\Because it interested me...\I'm home.\I'm home.\May bad fortune befall you...\Come on, response:	If you keep sighing, you'll be hit with bad luck.
context: Hiromi has always been cheerful...\And because her smiling face interested me.\Because it interested me...\I'm home.\I'm home.\May bad fortune befall you...\Come on,\If you keep sighing, you'll be hit with bad luck. response:	Even Ai-chan is cursing people...
context: And because her smiling face interested me.\Because it interested me...\I'm home.\I'm home.\May bad fortune befall you...\Come on,\If you keep sighing, you'll be hit with bad luck.\Even Ai-chan is cursing people... response:	Huh?
context: Because it interested me...\I'm home.\I'm home.\May bad fortune befall you...\Come on,\If you keep sighing, you'll be hit with bad luck.\Even Ai-chan is cursing people...\Huh? response:	Not like I'm going to do the dance because I want to.
context: I'm home.\I'm home.\May bad fortune befall you...\Come on,\If you keep sighing, you'll be hit with bad luck.\Even Ai-chan is cursing people...\Huh?\Not like I'm going to do the dance because I want to. response:	Everyone has high expectations of you!
context: I'm home.\May bad fortune befall you...\Come on,\If you keep sighing, you'll be hit with bad luck.\Even Ai-chan is cursing people...\Huh?\Not like I'm going to do the dance because I want to.\Everyone has high expectations of you! response:	About what? I'm really bad at the Mugiya dance. How could I be the main star?
context: May bad fortune befall you...\Come on,\If you keep sighing, you'll be hit with bad luck.\Even Ai-chan is cursing people...\Huh?\Not like I'm going to do the dance because I want to.\Everyone has high expectations of you!\About what? I'm really bad at the Mugiya dance. How could I be the main star? response:	TL Note: The Mugiya dance is a traditional dance performed in the Toyama prefecture.
context: Come on,\If you keep sighing, you'll be hit with bad luck.\Even Ai-chan is cursing people...\Huh?\Not like I'm going to do the dance because I want to.\Everyone has high expectations of you!\About what? I'm really bad at the Mugiya dance. How could I be the main star?\TL Note: The Mugiya dance is a traditional dance performed in the Toyama prefecture. response:	Jeez...
context: If you keep sighing, you'll be hit with bad luck.\Even Ai-chan is cursing people...\Huh?\Not like I'm going to do the dance because I want to.\Everyone has high expectations of you!\About what? I'm really bad at the Mugiya dance. How could I be the main star?\TL Note: The Mugiya dance is a traditional dance performed in the Toyama prefecture.\Jeez... response:	I really don't want to be born in that kind of a family...
context: Even Ai-chan is cursing people...\Huh?\Not like I'm going to do the dance because I want to.\Everyone has high expectations of you!\About what? I'm really bad at the Mugiya dance. How could I be the main star?\TL Note: The Mugiya dance is a traditional dance performed in the Toyama prefecture.\Jeez...\I really don't want to be born in that kind of a family... response:	I think you're thinking too much about everything.
context: Huh?\Not like I'm going to do the dance because I want to.\Everyone has high expectations of you!\About what? I'm really bad at the Mugiya dance. How could I be the main star?\TL Note: The Mugiya dance is a traditional dance performed in the Toyama prefecture.\Jeez...\I really don't want to be born in that kind of a family...\I think you're thinking too much about everything. response:	You're making it seem like you're so much better, even though you're just one year older.
context: Not like I'm going to do the dance because I want to.\Everyone has high expectations of you!\About what? I'm really bad at the Mugiya dance. How could I be the main star?\TL Note: The Mugiya dance is a traditional dance performed in the Toyama prefecture.\Jeez...\I really don't want to be born in that kind of a family...\I think you're thinking too much about everything.\You're making it seem like you're so much better, even though you're just one year older. response:	One year is a long time,
context: Everyone has high expectations of you!\About what? I'm really bad at the Mugiya dance. How could I be the main star?\TL Note: The Mugiya dance is a traditional dance performed in the Toyama prefecture.\Jeez...\I really don't want to be born in that kind of a family...\I think you're thinking too much about everything.\You're making it seem like you're so much better, even though you're just one year older.\One year is a long time, response:	A crawling baby could even learn to walk in that time.
context: About what? I'm really bad at the Mugiya dance. How could I be the main star?\TL Note: The Mugiya dance is a traditional dance performed in the Toyama prefecture.\Jeez...\I really don't want to be born in that kind of a family...\I think you're thinking too much about everything.\You're making it seem like you're so much better, even though you're just one year older.\One year is a long time,\A crawling baby could even learn to walk in that time. response:	Before you say that, remove that beer case under your feet.
context: TL Note: The Mugiya dance is a traditional dance performed in the Toyama prefecture.\Jeez...\I really don't want to be born in that kind of a family...\I think you're thinking too much about everything.\You're making it seem like you're so much better, even though you're just one year older.\One year is a long time,\A crawling baby could even learn to walk in that time.\Before you say that, remove that beer case under your feet. response:	I was worried about you, you know!
context: Jeez...\I really don't want to be born in that kind of a family...\I think you're thinking too much about everything.\You're making it seem like you're so much better, even though you're just one year older.\One year is a long time,\A crawling baby could even learn to walk in that time.\Before you say that, remove that beer case under your feet.\I was worried about you, you know! response:	Aiko!
context: I really don't want to be born in that kind of a family...\I think you're thinking too much about everything.\You're making it seem like you're so much better, even though you're just one year older.\One year is a long time,\A crawling baby could even learn to walk in that time.\Before you say that, remove that beer case under your feet.\I was worried about you, you know!\Aiko! response:	The store's closed, huh?
context: I think you're thinking too much about everything.\You're making it seem like you're so much better, even though you're just one year older.\One year is a long time,\A crawling baby could even learn to walk in that time.\Before you say that, remove that beer case under your feet.\I was worried about you, you know!\Aiko!\The store's closed, huh? response:	Oh, Shinichirou, so you were here!
context: You're making it seem like you're so much better, even though you're just one year older.\One year is a long time,\A crawling baby could even learn to walk in that time.\Before you say that, remove that beer case under your feet.\I was worried about you, you know!\Aiko!\The store's closed, huh?\Oh, Shinichirou, so you were here! response:	Miyokichi, you're already done with the chores at home?
context: One year is a long time,\A crawling baby could even learn to walk in that time.\Before you say that, remove that beer case under your feet.\I was worried about you, you know!\Aiko!\The store's closed, huh?\Oh, Shinichirou, so you were here!\Miyokichi, you're already done with the chores at home? response:	Yeah.
context: A crawling baby could even learn to walk in that time.\Before you say that, remove that beer case under your feet.\I was worried about you, you know!\Aiko!\The store's closed, huh?\Oh, Shinichirou, so you were here!\Miyokichi, you're already done with the chores at home?\Yeah. response:	You need anything?
context: Before you say that, remove that beer case under your feet.\I was worried about you, you know!\Aiko!\The store's closed, huh?\Oh, Shinichirou, so you were here!\Miyokichi, you're already done with the chores at home?\Yeah.\You need anything? response:	Whatever burns my throat, double!
context: I was worried about you, you know!\Aiko!\The store's closed, huh?\Oh, Shinichirou, so you were here!\Miyokichi, you're already done with the chores at home?\Yeah.\You need anything?\Whatever burns my throat, double! response:	Yeah, yeah... Cola, right?
context: Aiko!\The store's closed, huh?\Oh, Shinichirou, so you were here!\Miyokichi, you're already done with the chores at home?\Yeah.\You need anything?\Whatever burns my throat, double!\Yeah, yeah... Cola, right? response:	What's with you, just give it to me.
context: The store's closed, huh?\Oh, Shinichirou, so you were here!\Miyokichi, you're already done with the chores at home?\Yeah.\You need anything?\Whatever burns my throat, double!\Yeah, yeah... Cola, right?\What's with you, just give it to me. response:	What's wrong?
context: Oh, Shinichirou, so you were here!\Miyokichi, you're already done with the chores at home?\Yeah.\You need anything?\Whatever burns my throat, double!\Yeah, yeah... Cola, right?\What's with you, just give it to me.\What's wrong? response:	I'm heading home.
context: Miyokichi, you're already done with the chores at home?\Yeah.\You need anything?\Whatever burns my throat, double!\Yeah, yeah... Cola, right?\What's with you, just give it to me.\What's wrong?\I'm heading home. response:	I feel bad about bothering you two.
context: Yeah.\You need anything?\Whatever burns my throat, double!\Yeah, yeah... Cola, right?\What's with you, just give it to me.\What's wrong?\I'm heading home.\I feel bad about bothering you two. response:	Wait a minute! You're not bothering us!
context: You need anything?\Whatever burns my throat, double!\Yeah, yeah... Cola, right?\What's with you, just give it to me.\What's wrong?\I'm heading home.\I feel bad about bothering you two.\Wait a minute! You're not bothering us! response:	Sorry about that.
context: Whatever burns my throat, double!\Yeah, yeah... Cola, right?\What's with you, just give it to me.\What's wrong?\I'm heading home.\I feel bad about bothering you two.\Wait a minute! You're not bothering us!\Sorry about that. response:	Then, see you tomorrow.
context: Yeah, yeah... Cola, right?\What's with you, just give it to me.\What's wrong?\I'm heading home.\I feel bad about bothering you two.\Wait a minute! You're not bothering us!\Sorry about that.\Then, see you tomorrow. response:	Shin-chan, give me your jacket.
context: What's with you, just give it to me.\What's wrong?\I'm heading home.\I feel bad about bothering you two.\Wait a minute! You're not bothering us!\Sorry about that.\Then, see you tomorrow.\Shin-chan, give me your jacket. response:	It's fine.
context: What's wrong?\I'm heading home.\I feel bad about bothering you two.\Wait a minute! You're not bothering us!\Sorry about that.\Then, see you tomorrow.\Shin-chan, give me your jacket.\It's fine. response:	How did it go?
context: I'm heading home.\I feel bad about bothering you two.\Wait a minute! You're not bothering us!\Sorry about that.\Then, see you tomorrow.\Shin-chan, give me your jacket.\It's fine.\How did it go? response:	Nothing special.
context: I feel bad about bothering you two.\Wait a minute! You're not bothering us!\Sorry about that.\Then, see you tomorrow.\Shin-chan, give me your jacket.\It's fine.\How did it go?\Nothing special. response:	I- I'm sor-
context: Wait a minute! You're not bothering us!\Sorry about that.\Then, see you tomorrow.\Shin-chan, give me your jacket.\It's fine.\How did it go?\Nothing special.\I- I'm sor- response:	I'm sorry.
context: Sorry about that.\Then, see you tomorrow.\Shin-chan, give me your jacket.\It's fine.\How did it go?\Nothing special.\I- I'm sor-\I'm sorry. response:	Why are you apologizing?
context: Then, see you tomorrow.\Shin-chan, give me your jacket.\It's fine.\How did it go?\Nothing special.\I- I'm sor-\I'm sorry.\Why are you apologizing? response:	I'm the one that saw you...
context: Shin-chan, give me your jacket.\It's fine.\How did it go?\Nothing special.\I- I'm sor-\I'm sorry.\Why are you apologizing?\I'm the one that saw you... response:	I should be the one apologizing!
context: It's fine.\How did it go?\Nothing special.\I- I'm sor-\I'm sorry.\Why are you apologizing?\I'm the one that saw you...\I should be the one apologizing! response:	And yet... why did you...?
context: How did it go?\Nothing special.\I- I'm sor-\I'm sorry.\Why are you apologizing?\I'm the one that saw you...\I should be the one apologizing!\And yet... why did you...? response:	Sorry...
context: Nothing special.\I- I'm sor-\I'm sorry.\Why are you apologizing?\I'm the one that saw you...\I should be the one apologizing!\And yet... why did you...?\Sorry... response:	Kya! pervert!
context: I- I'm sor-\I'm sorry.\Why are you apologizing?\I'm the one that saw you...\I should be the one apologizing!\And yet... why did you...?\Sorry...\Kya! pervert! response:	She didn't react the way Nobuse said...
context: I'm sorry.\Why are you apologizing?\I'm the one that saw you...\I should be the one apologizing!\And yet... why did you...?\Sorry...\Kya! pervert!\She didn't react the way Nobuse said... response:	But that should be the natural reaction, right?
context: Why are you apologizing?\I'm the one that saw you...\I should be the one apologizing!\And yet... why did you...?\Sorry...\Kya! pervert!\She didn't react the way Nobuse said...\But that should be the natural reaction, right? response:	Kya! pervert!
context: I'm the one that saw you...\I should be the one apologizing!\And yet... why did you...?\Sorry...\Kya! pervert!\She didn't react the way Nobuse said...\But that should be the natural reaction, right?\Kya! pervert! response:	My family is taking care of Hiromi.
context: I should be the one apologizing!\And yet... why did you...?\Sorry...\Kya! pervert!\She didn't react the way Nobuse said...\But that should be the natural reaction, right?\Kya! pervert!\My family is taking care of Hiromi. response:	But...
context: And yet... why did you...?\Sorry...\Kya! pervert!\She didn't react the way Nobuse said...\But that should be the natural reaction, right?\Kya! pervert!\My family is taking care of Hiromi.\But... response:	She has always tried to keep from standing out.
context: Sorry...\Kya! pervert!\She didn't react the way Nobuse said...\But that should be the natural reaction, right?\Kya! pervert!\My family is taking care of Hiromi.\But...\She has always tried to keep from standing out. response:	Good morning.
context: Kya! pervert!\She didn't react the way Nobuse said...\But that should be the natural reaction, right?\Kya! pervert!\My family is taking care of Hiromi.\But...\She has always tried to keep from standing out.\Good morning. response:	Good morning.
context: She didn't react the way Nobuse said...\But that should be the natural reaction, right?\Kya! pervert!\My family is taking care of Hiromi.\But...\She has always tried to keep from standing out.\Good morning.\Good morning. response:	Good morning.
context: But that should be the natural reaction, right?\Kya! pervert!\My family is taking care of Hiromi.\But...\She has always tried to keep from standing out.\Good morning.\Good morning.\Good morning. response:	Shin-chan, what is this?
context: Kya! pervert!\My family is taking care of Hiromi.\But...\She has always tried to keep from standing out.\Good morning.\Good morning.\Good morning.\Shin-chan, what is this? response:	It says that it's a publisher from Tokyo.
context: My family is taking care of Hiromi.\But...\She has always tried to keep from standing out.\Good morning.\Good morning.\Good morning.\Shin-chan, what is this?\It says that it's a publisher from Tokyo. response:	Did you open it?!
context: But...\She has always tried to keep from standing out.\Good morning.\Good morning.\Good morning.\Shin-chan, what is this?\It says that it's a publisher from Tokyo.\Did you open it?! response:	Answer me first!
context: She has always tried to keep from standing out.\Good morning.\Good morning.\Good morning.\Shin-chan, what is this?\It says that it's a publisher from Tokyo.\Did you open it?!\Answer me first! response:	How can you hide something like this from your parents?!
context: Good morning.\Good morning.\Good morning.\Shin-chan, what is this?\It says that it's a publisher from Tokyo.\Did you open it?!\Answer me first!\How can you hide something like this from your parents?! response:	Shin-chan, you...
context: Good morning.\Good morning.\Shin-chan, what is this?\It says that it's a publisher from Tokyo.\Did you open it?!\Answer me first!\How can you hide something like this from your parents?!\Shin-chan, you... response:	Shin-chan!
context: Good morning.\Shin-chan, what is this?\It says that it's a publisher from Tokyo.\Did you open it?!\Answer me first!\How can you hide something like this from your parents?!\Shin-chan, you...\Shin-chan! response:	Shin-chan...
context: Shin-chan, what is this?\It says that it's a publisher from Tokyo.\Did you open it?!\Answer me first!\How can you hide something like this from your parents?!\Shin-chan, you...\Shin-chan!\Shin-chan... response:	So you opened it without permission.
context: It says that it's a publisher from Tokyo.\Did you open it?!\Answer me first!\How can you hide something like this from your parents?!\Shin-chan, you...\Shin-chan!\Shin-chan...\So you opened it without permission. response:	Eh? Well, that's because...
context: Did you open it?!\Answer me first!\How can you hide something like this from your parents?!\Shin-chan, you...\Shin-chan!\Shin-chan...\So you opened it without permission.\Eh? Well, that's because... response:	It's just that I think it's inappropriate to open it without permission.
context: Answer me first!\How can you hide something like this from your parents?!\Shin-chan, you...\Shin-chan!\Shin-chan...\So you opened it without permission.\Eh? Well, that's because...\It's just that I think it's inappropriate to open it without permission. response:	But...
context: How can you hide something like this from your parents?!\Shin-chan, you...\Shin-chan!\Shin-chan...\So you opened it without permission.\Eh? Well, that's because...\It's just that I think it's inappropriate to open it without permission.\But... response:	Shin-chan is the Nakagami Family's...
context: Shin-chan, you...\Shin-chan!\Shin-chan...\So you opened it without permission.\Eh? Well, that's because...\It's just that I think it's inappropriate to open it without permission.\But...\Shin-chan is the Nakagami Family's... response:	Shinichirou is Shinichirou.
context: Shin-chan!\Shin-chan...\So you opened it without permission.\Eh? Well, that's because...\It's just that I think it's inappropriate to open it without permission.\But...\Shin-chan is the Nakagami Family's...\Shinichirou is Shinichirou. response:	It has nothing to do with the Nakagami Family.
context: Shin-chan...\So you opened it without permission.\Eh? Well, that's because...\It's just that I think it's inappropriate to open it without permission.\But...\Shin-chan is the Nakagami Family's...\Shinichirou is Shinichirou.\It has nothing to do with the Nakagami Family. response:	May bad fortune befall you...
context: So you opened it without permission.\Eh? Well, that's because...\It's just that I think it's inappropriate to open it without permission.\But...\Shin-chan is the Nakagami Family's...\Shinichirou is Shinichirou.\It has nothing to do with the Nakagami Family.\May bad fortune befall you... response:	Oi!
context: Eh? Well, that's because...\It's just that I think it's inappropriate to open it without permission.\But...\Shin-chan is the Nakagami Family's...\Shinichirou is Shinichirou.\It has nothing to do with the Nakagami Family.\May bad fortune befall you...\Oi! response:	My name isn't Oi.
context: It's just that I think it's inappropriate to open it without permission.\But...\Shin-chan is the Nakagami Family's...\Shinichirou is Shinichirou.\It has nothing to do with the Nakagami Family.\May bad fortune befall you...\Oi!\My name isn't Oi. response:	Isurugi Noe!
context: But...\Shin-chan is the Nakagami Family's...\Shinichirou is Shinichirou.\It has nothing to do with the Nakagami Family.\May bad fortune befall you...\Oi!\My name isn't Oi.\Isurugi Noe! response:	I have something for you.
context: Shin-chan is the Nakagami Family's...\Shinichirou is Shinichirou.\It has nothing to do with the Nakagami Family.\May bad fortune befall you...\Oi!\My name isn't Oi.\Isurugi Noe!\I have something for you. response:	Something nice!
context: Shinichirou is Shinichirou.\It has nothing to do with the Nakagami Family.\May bad fortune befall you...\Oi!\My name isn't Oi.\Isurugi Noe!\I have something for you.\Something nice! response:	So, please take it back!
context: It has nothing to do with the Nakagami Family.\May bad fortune befall you...\Oi!\My name isn't Oi.\Isurugi Noe!\I have something for you.\Something nice!\So, please take it back! response:	It?
context: May bad fortune befall you...\Oi!\My name isn't Oi.\Isurugi Noe!\I have something for you.\Something nice!\So, please take it back!\It? response:	The bad luck curse!
context: Oi!\My name isn't Oi.\Isurugi Noe!\I have something for you.\Something nice!\So, please take it back!\It?\The bad luck curse! response:	Come if you dare!
context: My name isn't Oi.\Isurugi Noe!\I have something for you.\Something nice!\So, please take it back!\It?\The bad luck curse!\Come if you dare! response:	Wonderful! It's wonderful!
context: Isurugi Noe!\I have something for you.\Something nice!\So, please take it back!\It?\The bad luck curse!\Come if you dare!\Wonderful! It's wonderful! response:	It's amazing!
context: I have something for you.\Something nice!\So, please take it back!\It?\The bad luck curse!\Come if you dare!\Wonderful! It's wonderful!\It's amazing! response:	To praise me like that...
context: Something nice!\So, please take it back!\It?\The bad luck curse!\Come if you dare!\Wonderful! It's wonderful!\It's amazing!\To praise me like that... response:	You can fly, can't you?
context: So, please take it back!\It?\The bad luck curse!\Come if you dare!\Wonderful! It's wonderful!\It's amazing!\To praise me like that...\You can fly, can't you? response:	I can fly?
context: It?\The bad luck curse!\Come if you dare!\Wonderful! It's wonderful!\It's amazing!\To praise me like that...\You can fly, can't you?\I can fly? response:	That's right!
context: The bad luck curse!\Come if you dare!\Wonderful! It's wonderful!\It's amazing!\To praise me like that...\You can fly, can't you?\I can fly?\That's right! response:	You can fly!
context: Come if you dare!\Wonderful! It's wonderful!\It's amazing!\To praise me like that...\You can fly, can't you?\I can fly?\That's right!\You can fly! response:	Good boy, good boy, good boy!
context: Wonderful! It's wonderful!\It's amazing!\To praise me like that...\You can fly, can't you?\I can fly?\That's right!\You can fly!\Good boy, good boy, good boy! response:	Let's go show it to Raigou-maru!
context: It's amazing!\To praise me like that...\You can fly, can't you?\I can fly?\That's right!\You can fly!\Good boy, good boy, good boy!\Let's go show it to Raigou-maru! response:	Raigou-maru?
context: To praise me like that...\You can fly, can't you?\I can fly?\That's right!\You can fly!\Good boy, good boy, good boy!\Let's go show it to Raigou-maru!\Raigou-maru? response:	It's the name of that chicken.
context: You can fly, can't you?\I can fly?\That's right!\You can fly!\Good boy, good boy, good boy!\Let's go show it to Raigou-maru!\Raigou-maru?\It's the name of that chicken. response:	What about the one that can't fly?
context: I can fly?\That's right!\You can fly!\Good boy, good boy, good boy!\Let's go show it to Raigou-maru!\Raigou-maru?\It's the name of that chicken.\What about the one that can't fly? response:	Ground.
context: That's right!\You can fly!\Good boy, good boy, good boy!\Let's go show it to Raigou-maru!\Raigou-maru?\It's the name of that chicken.\What about the one that can't fly?\Ground. response:	So you already named them, huh...
context: You can fly!\Good boy, good boy, good boy!\Let's go show it to Raigou-maru!\Raigou-maru?\It's the name of that chicken.\What about the one that can't fly?\Ground.\So you already named them, huh... response:	What about your name?
context: Good boy, good boy, good boy!\Let's go show it to Raigou-maru!\Raigou-maru?\It's the name of that chicken.\What about the one that can't fly?\Ground.\So you already named them, huh...\What about your name? response:	Nakagami Shinichirou.
context: Let's go show it to Raigou-maru!\Raigou-maru?\It's the name of that chicken.\What about the one that can't fly?\Ground.\So you already named them, huh...\What about your name?\Nakagami Shinichirou. response:	Nakagami Shinichirou...
context: Raigou-maru?\It's the name of that chicken.\What about the one that can't fly?\Ground.\So you already named them, huh...\What about your name?\Nakagami Shinichirou.\Nakagami Shinichirou... response:	A raccoon, maybe?
context: It's the name of that chicken.\What about the one that can't fly?\Ground.\So you already named them, huh...\What about your name?\Nakagami Shinichirou.\Nakagami Shinichirou...\A raccoon, maybe? response:	Ground! What happened?
context: What about the one that can't fly?\Ground.\So you already named them, huh...\What about your name?\Nakagami Shinichirou.\Nakagami Shinichirou...\A raccoon, maybe?\Ground! What happened? response:	You saw it, right? Ground!
context: Ground.\So you already named them, huh...\What about your name?\Nakagami Shinichirou.\Nakagami Shinichirou...\A raccoon, maybe?\Ground! What happened?\You saw it, right? Ground! response:	Hey...
context: So you already named them, huh...\What about your name?\Nakagami Shinichirou.\Nakagami Shinichirou...\A raccoon, maybe?\Ground! What happened?\You saw it, right? Ground!\Hey... response:	He flew away.
context: What about your name?\Nakagami Shinichirou.\Nakagami Shinichirou...\A raccoon, maybe?\Ground! What happened?\You saw it, right? Ground!\Hey...\He flew away. response:	Raigou-maru flew away.
context: Nakagami Shinichirou.\Nakagami Shinichirou...\A raccoon, maybe?\Ground! What happened?\You saw it, right? Ground!\Hey...\He flew away.\Raigou-maru flew away. response:	Right? Isn't that right, Ground?
context: Nakagami Shinichirou...\A raccoon, maybe?\Ground! What happened?\You saw it, right? Ground!\Hey...\He flew away.\Raigou-maru flew away.\Right? Isn't that right, Ground? response:	May bad fortune befall you
context: A raccoon, maybe?\Ground! What happened?\You saw it, right? Ground!\Hey...\He flew away.\Raigou-maru flew away.\Right? Isn't that right, Ground?\May bad fortune befall you response:	Cursing someone is a double-edged sword.
context: Ground! What happened?\You saw it, right? Ground!\Hey...\He flew away.\Raigou-maru flew away.\Right? Isn't that right, Ground?\May bad fortune befall you\Cursing someone is a double-edged sword. response:	I am sorry, Raigou-maru...
context: You saw it, right? Ground!\Hey...\He flew away.\Raigou-maru flew away.\Right? Isn't that right, Ground?\May bad fortune befall you\Cursing someone is a double-edged sword.\I am sorry, Raigou-maru... response:	It's all my fault...
context: Hey...\He flew away.\Raigou-maru flew away.\Right? Isn't that right, Ground?\May bad fortune befall you\Cursing someone is a double-edged sword.\I am sorry, Raigou-maru...\It's all my fault... response:	To have made this happen to you...
context: He flew away.\Raigou-maru flew away.\Right? Isn't that right, Ground?\May bad fortune befall you\Cursing someone is a double-edged sword.\I am sorry, Raigou-maru...\It's all my fault...\To have made this happen to you... response:	Sorry...
context: Raigou-maru flew away.\Right? Isn't that right, Ground?\May bad fortune befall you\Cursing someone is a double-edged sword.\I am sorry, Raigou-maru...\It's all my fault...\To have made this happen to you...\Sorry... response:	She's crying...
context: Right? Isn't that right, Ground?\May bad fortune befall you\Cursing someone is a double-edged sword.\I am sorry, Raigou-maru...\It's all my fault...\To have made this happen to you...\Sorry...\She's crying... response:	Isurugi Noe's tears...
context: May bad fortune befall you\Cursing someone is a double-edged sword.\I am sorry, Raigou-maru...\It's all my fault...\To have made this happen to you...\Sorry...\She's crying...\Isurugi Noe's tears... response:	Let's go.
context: Cursing someone is a double-edged sword.\I am sorry, Raigou-maru...\It's all my fault...\To have made this happen to you...\Sorry...\She's crying...\Isurugi Noe's tears...\Let's go. response:	Shinichirou has a cockroach under his shoeJ
context: I am sorry, Raigou-maru...\It's all my fault...\To have made this happen to you...\Sorry...\She's crying...\Isurugi Noe's tears...\Let's go.\Shinichirou has a cockroach under his shoeJ response:	Shinichirou has a cockroach under his shoeJ
context: It's all my fault...\To have made this happen to you...\Sorry...\She's crying...\Isurugi Noe's tears...\Let's go.\Shinichirou has a cockroach under his shoeJ\Shinichirou has a cockroach under his shoeJ response:	You're strong.
context: To have made this happen to you...\Sorry...\She's crying...\Isurugi Noe's tears...\Let's go.\Shinichirou has a cockroach under his shoeJ\Shinichirou has a cockroach under his shoeJ\You're strong. response:	You really liked it, right?
context: Sorry...\She's crying...\Isurugi Noe's tears...\Let's go.\Shinichirou has a cockroach under his shoeJ\Shinichirou has a cockroach under his shoeJ\You're strong.\You really liked it, right? response:	But even so...
context: She's crying...\Isurugi Noe's tears...\Let's go.\Shinichirou has a cockroach under his shoeJ\Shinichirou has a cockroach under his shoeJ\You're strong.\You really liked it, right?\But even so... response:	I'm sad.
context: Isurugi Noe's tears...\Let's go.\Shinichirou has a cockroach under his shoeJ\Shinichirou has a cockroach under his shoeJ\You're strong.\You really liked it, right?\But even so...\I'm sad. response:	Really, really sad.
context: Let's go.\Shinichirou has a cockroach under his shoeJ\Shinichirou has a cockroach under his shoeJ\You're strong.\You really liked it, right?\But even so...\I'm sad.\Really, really sad. response:	Isurugi Noe...
context: Shinichirou has a cockroach under his shoeJ\Shinichirou has a cockroach under his shoeJ\You're strong.\You really liked it, right?\But even so...\I'm sad.\Really, really sad.\Isurugi Noe... response:	Because... I lost my tears.
context: Shinichirou has a cockroach under his shoeJ\You're strong.\You really liked it, right?\But even so...\I'm sad.\Really, really sad.\Isurugi Noe...\Because... I lost my tears. response:	I have a mission.
context: You're strong.\You really liked it, right?\But even so...\I'm sad.\Really, really sad.\Isurugi Noe...\Because... I lost my tears.\I have a mission. response:	I need to reclaim my tears.
context: You really liked it, right?\But even so...\I'm sad.\Really, really sad.\Isurugi Noe...\Because... I lost my tears.\I have a mission.\I need to reclaim my tears. response:	You're seriously trying to replace Raigou-maru with me?
