context: Do you need a receipt? response:	Yes, please.
context: Memories of Betrayal\in an Amber Smile...\(Part One)\Of course,\just because the solar maximum is occurring doesn't mean the phenomenon that took place in South America will occur here.\That's true,\or Tokyo would have disappeared several times.\However, I do consider it to be one of the indicators for preliminary activity. response:	If multiple, simultaneous occurrences are confirmed...
context: in an Amber Smile...\(Part One)\Of course,\just because the solar maximum is occurring doesn't mean the phenomenon that took place in South America will occur here.\That's true,\or Tokyo would have disappeared several times.\However, I do consider it to be one of the indicators for preliminary activity.\If multiple, simultaneous occurrences are confirmed... response:	Are there any other indicators?
context: (Part One)\Of course,\just because the solar maximum is occurring doesn't mean the phenomenon that took place in South America will occur here.\That's true,\or Tokyo would have disappeared several times.\However, I do consider it to be one of the indicators for preliminary activity.\If multiple, simultaneous occurrences are confirmed...\Are there any other indicators? response:	For example, during the last solar maximum that led to the disappearance of the South American gate, Hoshimi-sama...
context: Of course,\just because the solar maximum is occurring doesn't mean the phenomenon that took place in South America will occur here.\That's true,\or Tokyo would have disappeared several times.\However, I do consider it to be one of the indicators for preliminary activity.\If multiple, simultaneous occurrences are confirmed...\Are there any other indicators?\For example, during the last solar maximum that led to the disappearance of the South American gate, Hoshimi-sama... response:	Chief Ishizaki! Chief Ishizaki! Please return to the observation room immediately.
context: just because the solar maximum is occurring doesn't mean the phenomenon that took place in South America will occur here.\That's true,\or Tokyo would have disappeared several times.\However, I do consider it to be one of the indicators for preliminary activity.\If multiple, simultaneous occurrences are confirmed...\Are there any other indicators?\For example, during the last solar maximum that led to the disappearance of the South American gate, Hoshimi-sama...\Chief Ishizaki! Chief Ishizaki! Please return to the observation room immediately. response:	The stars are whispering.
context: That's true,\or Tokyo would have disappeared several times.\However, I do consider it to be one of the indicators for preliminary activity.\If multiple, simultaneous occurrences are confirmed...\Are there any other indicators?\For example, during the last solar maximum that led to the disappearance of the South American gate, Hoshimi-sama...\Chief Ishizaki! Chief Ishizaki! Please return to the observation room immediately.\The stars are whispering. response:	The stars are whispering.
context: or Tokyo would have disappeared several times.\However, I do consider it to be one of the indicators for preliminary activity.\If multiple, simultaneous occurrences are confirmed...\Are there any other indicators?\For example, during the last solar maximum that led to the disappearance of the South American gate, Hoshimi-sama...\Chief Ishizaki! Chief Ishizaki! Please return to the observation room immediately.\The stars are whispering.\The stars are whispering. response:	Happily, sorrowfully...
context: However, I do consider it to be one of the indicators for preliminary activity.\If multiple, simultaneous occurrences are confirmed...\Are there any other indicators?\For example, during the last solar maximum that led to the disappearance of the South American gate, Hoshimi-sama...\Chief Ishizaki! Chief Ishizaki! Please return to the observation room immediately.\The stars are whispering.\The stars are whispering.\Happily, sorrowfully... response:	Glittering, shimmering...
context: If multiple, simultaneous occurrences are confirmed...\Are there any other indicators?\For example, during the last solar maximum that led to the disappearance of the South American gate, Hoshimi-sama...\Chief Ishizaki! Chief Ishizaki! Please return to the observation room immediately.\The stars are whispering.\The stars are whispering.\Happily, sorrowfully...\Glittering, shimmering... response:	I can hear it.
context: Are there any other indicators?\For example, during the last solar maximum that led to the disappearance of the South American gate, Hoshimi-sama...\Chief Ishizaki! Chief Ishizaki! Please return to the observation room immediately.\The stars are whispering.\The stars are whispering.\Happily, sorrowfully...\Glittering, shimmering...\I can hear it. response:	I can hear it.
context: For example, during the last solar maximum that led to the disappearance of the South American gate, Hoshimi-sama...\Chief Ishizaki! Chief Ishizaki! Please return to the observation room immediately.\The stars are whispering.\The stars are whispering.\Happily, sorrowfully...\Glittering, shimmering...\I can hear it.\I can hear it. response:	Hoshimi-sama spoke...
context: Chief Ishizaki! Chief Ishizaki! Please return to the observation room immediately.\The stars are whispering.\The stars are whispering.\Happily, sorrowfully...\Glittering, shimmering...\I can hear it.\I can hear it.\Hoshimi-sama spoke... response:	No way! Saitou-san, that's...
context: The stars are whispering.\The stars are whispering.\Happily, sorrowfully...\Glittering, shimmering...\I can hear it.\I can hear it.\Hoshimi-sama spoke...\No way! Saitou-san, that's... response:	Yeah, the Kanei Trade Building,
context: The stars are whispering.\Happily, sorrowfully...\Glittering, shimmering...\I can hear it.\I can hear it.\Hoshimi-sama spoke...\No way! Saitou-san, that's...\Yeah, the Kanei Trade Building, response:	where MI6's Tokyo branch is located.
context: Happily, sorrowfully...\Glittering, shimmering...\I can hear it.\I can hear it.\Hoshimi-sama spoke...\No way! Saitou-san, that's...\Yeah, the Kanei Trade Building,\where MI6's Tokyo branch is located. response:	The floor housing the British Intelligence Service was targeted.
context: Glittering, shimmering...\I can hear it.\I can hear it.\Hoshimi-sama spoke...\No way! Saitou-san, that's...\Yeah, the Kanei Trade Building,\where MI6's Tokyo branch is located.\The floor housing the British Intelligence Service was targeted. response:	It seems like they're growing restless.
context: I can hear it.\I can hear it.\Hoshimi-sama spoke...\No way! Saitou-san, that's...\Yeah, the Kanei Trade Building,\where MI6's Tokyo branch is located.\The floor housing the British Intelligence Service was targeted.\It seems like they're growing restless. response:	Information about their initial course of action has been leaked all the way down to us.
context: I can hear it.\Hoshimi-sama spoke...\No way! Saitou-san, that's...\Yeah, the Kanei Trade Building,\where MI6's Tokyo branch is located.\The floor housing the British Intelligence Service was targeted.\It seems like they're growing restless.\Information about their initial course of action has been leaked all the way down to us. response:	Apparently, there were traces of CIA involvement.
context: Hoshimi-sama spoke...\No way! Saitou-san, that's...\Yeah, the Kanei Trade Building,\where MI6's Tokyo branch is located.\The floor housing the British Intelligence Service was targeted.\It seems like they're growing restless.\Information about their initial course of action has been leaked all the way down to us.\Apparently, there were traces of CIA involvement. response:	That can't be.
context: No way! Saitou-san, that's...\Yeah, the Kanei Trade Building,\where MI6's Tokyo branch is located.\The floor housing the British Intelligence Service was targeted.\It seems like they're growing restless.\Information about their initial course of action has been leaked all the way down to us.\Apparently, there were traces of CIA involvement.\That can't be. response:	Excuse us.
context: Yeah, the Kanei Trade Building,\where MI6's Tokyo branch is located.\The floor housing the British Intelligence Service was targeted.\It seems like they're growing restless.\Information about their initial course of action has been leaked all the way down to us.\Apparently, there were traces of CIA involvement.\That can't be.\Excuse us. response:	Lieutenant Kirihara Misaki, Chief of Foreign Affairs, Division Four, at your...
context: where MI6's Tokyo branch is located.\The floor housing the British Intelligence Service was targeted.\It seems like they're growing restless.\Information about their initial course of action has been leaked all the way down to us.\Apparently, there were traces of CIA involvement.\That can't be.\Excuse us.\Lieutenant Kirihara Misaki, Chief of Foreign Affairs, Division Four, at your... response:	Mr. Nishijima?
context: The floor housing the British Intelligence Service was targeted.\It seems like they're growing restless.\Information about their initial course of action has been leaked all the way down to us.\Apparently, there were traces of CIA involvement.\That can't be.\Excuse us.\Lieutenant Kirihara Misaki, Chief of Foreign Affairs, Division Four, at your...\Mr. Nishijima? response:	Treat what I'm about to tell you as off the record.
context: It seems like they're growing restless.\Information about their initial course of action has been leaked all the way down to us.\Apparently, there were traces of CIA involvement.\That can't be.\Excuse us.\Lieutenant Kirihara Misaki, Chief of Foreign Affairs, Division Four, at your...\Mr. Nishijima?\Treat what I'm about to tell you as off the record. response:	Three weeks ago, a certain prohibited material was smuggled from the gate.
context: Information about their initial course of action has been leaked all the way down to us.\Apparently, there were traces of CIA involvement.\That can't be.\Excuse us.\Lieutenant Kirihara Misaki, Chief of Foreign Affairs, Division Four, at your...\Mr. Nishijima?\Treat what I'm about to tell you as off the record.\Three weeks ago, a certain prohibited material was smuggled from the gate. response:	A CIA agent was believed to have been initially involved,
context: Apparently, there were traces of CIA involvement.\That can't be.\Excuse us.\Lieutenant Kirihara Misaki, Chief of Foreign Affairs, Division Four, at your...\Mr. Nishijima?\Treat what I'm about to tell you as off the record.\Three weeks ago, a certain prohibited material was smuggled from the gate.\A CIA agent was believed to have been initially involved, response:	but the people who smuggled it were from another organization.
context: That can't be.\Excuse us.\Lieutenant Kirihara Misaki, Chief of Foreign Affairs, Division Four, at your...\Mr. Nishijima?\Treat what I'm about to tell you as off the record.\Three weeks ago, a certain prohibited material was smuggled from the gate.\A CIA agent was believed to have been initially involved,\but the people who smuggled it were from another organization. response:	MI6.
context: Excuse us.\Lieutenant Kirihara Misaki, Chief of Foreign Affairs, Division Four, at your...\Mr. Nishijima?\Treat what I'm about to tell you as off the record.\Three weeks ago, a certain prohibited material was smuggled from the gate.\A CIA agent was believed to have been initially involved,\but the people who smuggled it were from another organization.\MI6. response:	That's what the CIA is speculating.
context: Lieutenant Kirihara Misaki, Chief of Foreign Affairs, Division Four, at your...\Mr. Nishijima?\Treat what I'm about to tell you as off the record.\Three weeks ago, a certain prohibited material was smuggled from the gate.\A CIA agent was believed to have been initially involved,\but the people who smuggled it were from another organization.\MI6.\That's what the CIA is speculating. response:	The U.K. suddenly lost any advantage it once had regarding contractor-related research as a result of the information leak.
context: Mr. Nishijima?\Treat what I'm about to tell you as off the record.\Three weeks ago, a certain prohibited material was smuggled from the gate.\A CIA agent was believed to have been initially involved,\but the people who smuggled it were from another organization.\MI6.\That's what the CIA is speculating.\The U.K. suddenly lost any advantage it once had regarding contractor-related research as a result of the information leak. response:	They have been visibly apprehensive in recent years.
context: Treat what I'm about to tell you as off the record.\Three weeks ago, a certain prohibited material was smuggled from the gate.\A CIA agent was believed to have been initially involved,\but the people who smuggled it were from another organization.\MI6.\That's what the CIA is speculating.\The U.K. suddenly lost any advantage it once had regarding contractor-related research as a result of the information leak.\They have been visibly apprehensive in recent years. response:	Did the CIA blow up the MI6 branch in order to retrieve the gate-proprietary material?
context: Three weeks ago, a certain prohibited material was smuggled from the gate.\A CIA agent was believed to have been initially involved,\but the people who smuggled it were from another organization.\MI6.\That's what the CIA is speculating.\The U.K. suddenly lost any advantage it once had regarding contractor-related research as a result of the information leak.\They have been visibly apprehensive in recent years.\Did the CIA blow up the MI6 branch in order to retrieve the gate-proprietary material? response:	That is only an assumption.
context: A CIA agent was believed to have been initially involved,\but the people who smuggled it were from another organization.\MI6.\That's what the CIA is speculating.\The U.K. suddenly lost any advantage it once had regarding contractor-related research as a result of the information leak.\They have been visibly apprehensive in recent years.\Did the CIA blow up the MI6 branch in order to retrieve the gate-proprietary material?\That is only an assumption. response:	First MI6, and now the CIA building?
context: but the people who smuggled it were from another organization.\MI6.\That's what the CIA is speculating.\The U.K. suddenly lost any advantage it once had regarding contractor-related research as a result of the information leak.\They have been visibly apprehensive in recent years.\Did the CIA blow up the MI6 branch in order to retrieve the gate-proprietary material?\That is only an assumption.\First MI6, and now the CIA building? response:	Don't tell me the English retaliated.
context: MI6.\That's what the CIA is speculating.\The U.K. suddenly lost any advantage it once had regarding contractor-related research as a result of the information leak.\They have been visibly apprehensive in recent years.\Did the CIA blow up the MI6 branch in order to retrieve the gate-proprietary material?\That is only an assumption.\First MI6, and now the CIA building?\Don't tell me the English retaliated. response:	That's not it. It looks like a different intelligence agency has been interfering.
context: That's what the CIA is speculating.\The U.K. suddenly lost any advantage it once had regarding contractor-related research as a result of the information leak.\They have been visibly apprehensive in recent years.\Did the CIA blow up the MI6 branch in order to retrieve the gate-proprietary material?\That is only an assumption.\First MI6, and now the CIA building?\Don't tell me the English retaliated.\That's not it. It looks like a different intelligence agency has been interfering. response:	What's going on?
context: The U.K. suddenly lost any advantage it once had regarding contractor-related research as a result of the information leak.\They have been visibly apprehensive in recent years.\Did the CIA blow up the MI6 branch in order to retrieve the gate-proprietary material?\That is only an assumption.\First MI6, and now the CIA building?\Don't tell me the English retaliated.\That's not it. It looks like a different intelligence agency has been interfering.\What's going on? response:	Who knows? Maybe all of them are trying to start a war.
context: They have been visibly apprehensive in recent years.\Did the CIA blow up the MI6 branch in order to retrieve the gate-proprietary material?\That is only an assumption.\First MI6, and now the CIA building?\Don't tell me the English retaliated.\That's not it. It looks like a different intelligence agency has been interfering.\What's going on?\Who knows? Maybe all of them are trying to start a war. response:	Shinjyuku Shaken!! Reoccurring explosions of buildings a mystery.
context: Did the CIA blow up the MI6 branch in order to retrieve the gate-proprietary material?\That is only an assumption.\First MI6, and now the CIA building?\Don't tell me the English retaliated.\That's not it. It looks like a different intelligence agency has been interfering.\What's going on?\Who knows? Maybe all of them are trying to start a war.\Shinjyuku Shaken!! Reoccurring explosions of buildings a mystery. response:	Another explosion took place at the Pacific Central Tower, which occurred after the attack on the Kanei Trade Building.
context: That is only an assumption.\First MI6, and now the CIA building?\Don't tell me the English retaliated.\That's not it. It looks like a different intelligence agency has been interfering.\What's going on?\Who knows? Maybe all of them are trying to start a war.\Shinjyuku Shaken!! Reoccurring explosions of buildings a mystery.\Another explosion took place at the Pacific Central Tower, which occurred after the attack on the Kanei Trade Building. response:	Many survivors are still trapped inside the tower, unable to escape due to the ensuing fire.
context: First MI6, and now the CIA building?\Don't tell me the English retaliated.\That's not it. It looks like a different intelligence agency has been interfering.\What's going on?\Who knows? Maybe all of them are trying to start a war.\Shinjyuku Shaken!! Reoccurring explosions of buildings a mystery.\Another explosion took place at the Pacific Central Tower, which occurred after the attack on the Kanei Trade Building.\Many survivors are still trapped inside the tower, unable to escape due to the ensuing fire. response:	I'm sorry!
context: Don't tell me the English retaliated.\That's not it. It looks like a different intelligence agency has been interfering.\What's going on?\Who knows? Maybe all of them are trying to start a war.\Shinjyuku Shaken!! Reoccurring explosions of buildings a mystery.\Another explosion took place at the Pacific Central Tower, which occurred after the attack on the Kanei Trade Building.\Many survivors are still trapped inside the tower, unable to escape due to the ensuing fire.\I'm sorry! response:	Who was responsible for it this time?
context: That's not it. It looks like a different intelligence agency has been interfering.\What's going on?\Who knows? Maybe all of them are trying to start a war.\Shinjyuku Shaken!! Reoccurring explosions of buildings a mystery.\Another explosion took place at the Pacific Central Tower, which occurred after the attack on the Kanei Trade Building.\Many survivors are still trapped inside the tower, unable to escape due to the ensuing fire.\I'm sorry!\Who was responsible for it this time? response:	I'm still waiting for the report from an undercover agent conducting espionage on the CIA.
context: What's going on?\Who knows? Maybe all of them are trying to start a war.\Shinjyuku Shaken!! Reoccurring explosions of buildings a mystery.\Another explosion took place at the Pacific Central Tower, which occurred after the attack on the Kanei Trade Building.\Many survivors are still trapped inside the tower, unable to escape due to the ensuing fire.\I'm sorry!\Who was responsible for it this time?\I'm still waiting for the report from an undercover agent conducting espionage on the CIA. response:	I'm going to stop by the American embassy.
context: Who knows? Maybe all of them are trying to start a war.\Shinjyuku Shaken!! Reoccurring explosions of buildings a mystery.\Another explosion took place at the Pacific Central Tower, which occurred after the attack on the Kanei Trade Building.\Many survivors are still trapped inside the tower, unable to escape due to the ensuing fire.\I'm sorry!\Who was responsible for it this time?\I'm still waiting for the report from an undercover agent conducting espionage on the CIA.\I'm going to stop by the American embassy. response:	Continue with the search and apprehension of February.
context: Shinjyuku Shaken!! Reoccurring explosions of buildings a mystery.\Another explosion took place at the Pacific Central Tower, which occurred after the attack on the Kanei Trade Building.\Many survivors are still trapped inside the tower, unable to escape due to the ensuing fire.\I'm sorry!\Who was responsible for it this time?\I'm still waiting for the report from an undercover agent conducting espionage on the CIA.\I'm going to stop by the American embassy.\Continue with the search and apprehension of February. response:	Forget about periodic updates. Call me when there's some kind of progress.
context: Another explosion took place at the Pacific Central Tower, which occurred after the attack on the Kanei Trade Building.\Many survivors are still trapped inside the tower, unable to escape due to the ensuing fire.\I'm sorry!\Who was responsible for it this time?\I'm still waiting for the report from an undercover agent conducting espionage on the CIA.\I'm going to stop by the American embassy.\Continue with the search and apprehension of February.\Forget about periodic updates. Call me when there's some kind of progress. response:	Understood.
context: Many survivors are still trapped inside the tower, unable to escape due to the ensuing fire.\I'm sorry!\Who was responsible for it this time?\I'm still waiting for the report from an undercover agent conducting espionage on the CIA.\I'm going to stop by the American embassy.\Continue with the search and apprehension of February.\Forget about periodic updates. Call me when there's some kind of progress.\Understood. response:	Give it back.
context: I'm sorry!\Who was responsible for it this time?\I'm still waiting for the report from an undercover agent conducting espionage on the CIA.\I'm going to stop by the American embassy.\Continue with the search and apprehension of February.\Forget about periodic updates. Call me when there's some kind of progress.\Understood.\Give it back. response:	What are you talking about?
context: Who was responsible for it this time?\I'm still waiting for the report from an undercover agent conducting espionage on the CIA.\I'm going to stop by the American embassy.\Continue with the search and apprehension of February.\Forget about periodic updates. Call me when there's some kind of progress.\Understood.\Give it back.\What are you talking about? response:	The stolen meteor fragment.
context: I'm still waiting for the report from an undercover agent conducting espionage on the CIA.\I'm going to stop by the American embassy.\Continue with the search and apprehension of February.\Forget about periodic updates. Call me when there's some kind of progress.\Understood.\Give it back.\What are you talking about?\The stolen meteor fragment. response:	I don't know what you're talking about, ask somebody else is what I should be telling you,
context: I'm going to stop by the American embassy.\Continue with the search and apprehension of February.\Forget about periodic updates. Call me when there's some kind of progress.\Understood.\Give it back.\What are you talking about?\The stolen meteor fragment.\I don't know what you're talking about, ask somebody else is what I should be telling you, response:	I also have something I need to ask you.
context: Continue with the search and apprehension of February.\Forget about periodic updates. Call me when there's some kind of progress.\Understood.\Give it back.\What are you talking about?\The stolen meteor fragment.\I don't know what you're talking about, ask somebody else is what I should be telling you,\I also have something I need to ask you. response:	Where's February?
context: Forget about periodic updates. Call me when there's some kind of progress.\Understood.\Give it back.\What are you talking about?\The stolen meteor fragment.\I don't know what you're talking about, ask somebody else is what I should be telling you,\I also have something I need to ask you.\Where's February? response:	My information says she's in Tokyo.
context: Understood.\Give it back.\What are you talking about?\The stolen meteor fragment.\I don't know what you're talking about, ask somebody else is what I should be telling you,\I also have something I need to ask you.\Where's February?\My information says she's in Tokyo. response:	Her code name within your organization is Amber, isn't it?
context: Give it back.\What are you talking about?\The stolen meteor fragment.\I don't know what you're talking about, ask somebody else is what I should be telling you,\I also have something I need to ask you.\Where's February?\My information says she's in Tokyo.\Her code name within your organization is Amber, isn't it? response:	Amber is... in this city?
context: What are you talking about?\The stolen meteor fragment.\I don't know what you're talking about, ask somebody else is what I should be telling you,\I also have something I need to ask you.\Where's February?\My information says she's in Tokyo.\Her code name within your organization is Amber, isn't it?\Amber is... in this city? response:	I bet the Shinjuku explosion this morning was her work,
context: The stolen meteor fragment.\I don't know what you're talking about, ask somebody else is what I should be telling you,\I also have something I need to ask you.\Where's February?\My information says she's in Tokyo.\Her code name within your organization is Amber, isn't it?\Amber is... in this city?\I bet the Shinjuku explosion this morning was her work, response:	since it was confirmed by one of our agents.
context: I don't know what you're talking about, ask somebody else is what I should be telling you,\I also have something I need to ask you.\Where's February?\My information says she's in Tokyo.\Her code name within your organization is Amber, isn't it?\Amber is... in this city?\I bet the Shinjuku explosion this morning was her work,\since it was confirmed by one of our agents. response:	Did the agent see her?
context: I also have something I need to ask you.\Where's February?\My information says she's in Tokyo.\Her code name within your organization is Amber, isn't it?\Amber is... in this city?\I bet the Shinjuku explosion this morning was her work,\since it was confirmed by one of our agents.\Did the agent see her? response:	She was a victim of the explosion and is in critical condition as a result.
context: Where's February?\My information says she's in Tokyo.\Her code name within your organization is Amber, isn't it?\Amber is... in this city?\I bet the Shinjuku explosion this morning was her work,\since it was confirmed by one of our agents.\Did the agent see her?\She was a victim of the explosion and is in critical condition as a result. response:	Tell me where she is now!
context: My information says she's in Tokyo.\Her code name within your organization is Amber, isn't it?\Amber is... in this city?\I bet the Shinjuku explosion this morning was her work,\since it was confirmed by one of our agents.\Did the agent see her?\She was a victim of the explosion and is in critical condition as a result.\Tell me where she is now! response:	I'm the one who's asking!
context: Her code name within your organization is Amber, isn't it?\Amber is... in this city?\I bet the Shinjuku explosion this morning was her work,\since it was confirmed by one of our agents.\Did the agent see her?\She was a victim of the explosion and is in critical condition as a result.\Tell me where she is now!\I'm the one who's asking! response:	The fact that she's a member of your organization is more than...
context: Amber is... in this city?\I bet the Shinjuku explosion this morning was her work,\since it was confirmed by one of our agents.\Did the agent see her?\She was a victim of the explosion and is in critical condition as a result.\Tell me where she is now!\I'm the one who's asking!\The fact that she's a member of your organization is more than... response:	It can't be.
context: I bet the Shinjuku explosion this morning was her work,\since it was confirmed by one of our agents.\Did the agent see her?\She was a victim of the explosion and is in critical condition as a result.\Tell me where she is now!\I'm the one who's asking!\The fact that she's a member of your organization is more than...\It can't be. response:	Were you also deceived by her?
context: since it was confirmed by one of our agents.\Did the agent see her?\She was a victim of the explosion and is in critical condition as a result.\Tell me where she is now!\I'm the one who's asking!\The fact that she's a member of your organization is more than...\It can't be.\Were you also deceived by her? response:	She's pretty bold for a cute girl.
context: Did the agent see her?\She was a victim of the explosion and is in critical condition as a result.\Tell me where she is now!\I'm the one who's asking!\The fact that she's a member of your organization is more than...\It can't be.\Were you also deceived by her?\She's pretty bold for a cute girl. response:	A Lilith in disguise.
context: She was a victim of the explosion and is in critical condition as a result.\Tell me where she is now!\I'm the one who's asking!\The fact that she's a member of your organization is more than...\It can't be.\Were you also deceived by her?\She's pretty bold for a cute girl.\A Lilith in disguise. response:	Why did Amber show up in Tokyo?
context: Tell me where she is now!\I'm the one who's asking!\The fact that she's a member of your organization is more than...\It can't be.\Were you also deceived by her?\She's pretty bold for a cute girl.\A Lilith in disguise.\Why did Amber show up in Tokyo? response:	What do you think?
context: I'm the one who's asking!\The fact that she's a member of your organization is more than...\It can't be.\Were you also deceived by her?\She's pretty bold for a cute girl.\A Lilith in disguise.\Why did Amber show up in Tokyo?\What do you think? response:	Don't lay a hand on her.
context: The fact that she's a member of your organization is more than...\It can't be.\Were you also deceived by her?\She's pretty bold for a cute girl.\A Lilith in disguise.\Why did Amber show up in Tokyo?\What do you think?\Don't lay a hand on her. response:	I'll take care of her!
context: It can't be.\Were you also deceived by her?\She's pretty bold for a cute girl.\A Lilith in disguise.\Why did Amber show up in Tokyo?\What do you think?\Don't lay a hand on her.\I'll take care of her! response:	Not so fast!
context: Were you also deceived by her?\She's pretty bold for a cute girl.\A Lilith in disguise.\Why did Amber show up in Tokyo?\What do you think?\Don't lay a hand on her.\I'll take care of her!\Not so fast! response:	This is November. I need the latest information on the bombing of the CIA building.
context: She's pretty bold for a cute girl.\A Lilith in disguise.\Why did Amber show up in Tokyo?\What do you think?\Don't lay a hand on her.\I'll take care of her!\Not so fast!\This is November. I need the latest information on the bombing of the CIA building. response:	According to the undercover agent, there were traces of activity from the Chinese Ministry of State Security.
context: A Lilith in disguise.\Why did Amber show up in Tokyo?\What do you think?\Don't lay a hand on her.\I'll take care of her!\Not so fast!\This is November. I need the latest information on the bombing of the CIA building.\According to the undercover agent, there were traces of activity from the Chinese Ministry of State Security. response:	The next target is the Chinese embassy, huh?
context: Why did Amber show up in Tokyo?\What do you think?\Don't lay a hand on her.\I'll take care of her!\Not so fast!\This is November. I need the latest information on the bombing of the CIA building.\According to the undercover agent, there were traces of activity from the Chinese Ministry of State Security.\The next target is the Chinese embassy, huh? response:	They're leaving an easy trail to follow.
context: What do you think?\Don't lay a hand on her.\I'll take care of her!\Not so fast!\This is November. I need the latest information on the bombing of the CIA building.\According to the undercover agent, there were traces of activity from the Chinese Ministry of State Security.\The next target is the Chinese embassy, huh?\They're leaving an easy trail to follow. response:	Although we don't know their objectives, this works out in our favor.
context: Don't lay a hand on her.\I'll take care of her!\Not so fast!\This is November. I need the latest information on the bombing of the CIA building.\According to the undercover agent, there were traces of activity from the Chinese Ministry of State Security.\The next target is the Chinese embassy, huh?\They're leaving an easy trail to follow.\Although we don't know their objectives, this works out in our favor. response:	She's being accompanied by a Caucasian boy with heterochromatic eyes.
context: I'll take care of her!\Not so fast!\This is November. I need the latest information on the bombing of the CIA building.\According to the undercover agent, there were traces of activity from the Chinese Ministry of State Security.\The next target is the Chinese embassy, huh?\They're leaving an easy trail to follow.\Although we don't know their objectives, this works out in our favor.\She's being accompanied by a Caucasian boy with heterochromatic eyes. response:	Heterochromia...
context: Not so fast!\This is November. I need the latest information on the bombing of the CIA building.\According to the undercover agent, there were traces of activity from the Chinese Ministry of State Security.\The next target is the Chinese embassy, huh?\They're leaving an easy trail to follow.\Although we don't know their objectives, this works out in our favor.\She's being accompanied by a Caucasian boy with heterochromatic eyes.\Heterochromia... response:	If anything happens, be sure to contact her.
context: This is November. I need the latest information on the bombing of the CIA building.\According to the undercover agent, there were traces of activity from the Chinese Ministry of State Security.\The next target is the Chinese embassy, huh?\They're leaving an easy trail to follow.\Although we don't know their objectives, this works out in our favor.\She's being accompanied by a Caucasian boy with heterochromatic eyes.\Heterochromia...\If anything happens, be sure to contact her. response:	Where's February?
context: According to the undercover agent, there were traces of activity from the Chinese Ministry of State Security.\The next target is the Chinese embassy, huh?\They're leaving an easy trail to follow.\Although we don't know their objectives, this works out in our favor.\She's being accompanied by a Caucasian boy with heterochromatic eyes.\Heterochromia...\If anything happens, be sure to contact her.\Where's February? response:	Code name Amber. Where is she?
context: The next target is the Chinese embassy, huh?\They're leaving an easy trail to follow.\Although we don't know their objectives, this works out in our favor.\She's being accompanied by a Caucasian boy with heterochromatic eyes.\Heterochromia...\If anything happens, be sure to contact her.\Where's February?\Code name Amber. Where is she? response:	I won't tell you.
context: They're leaving an easy trail to follow.\Although we don't know their objectives, this works out in our favor.\She's being accompanied by a Caucasian boy with heterochromatic eyes.\Heterochromia...\If anything happens, be sure to contact her.\Where's February?\Code name Amber. Where is she?\I won't tell you. response:	I guess I don't have any other choice but to force you to tell me.
context: Although we don't know their objectives, this works out in our favor.\She's being accompanied by a Caucasian boy with heterochromatic eyes.\Heterochromia...\If anything happens, be sure to contact her.\Where's February?\Code name Amber. Where is she?\I won't tell you.\I guess I don't have any other choice but to force you to tell me. response:	We have no need for him if he was defeated that easily.
context: She's being accompanied by a Caucasian boy with heterochromatic eyes.\Heterochromia...\If anything happens, be sure to contact her.\Where's February?\Code name Amber. Where is she?\I won't tell you.\I guess I don't have any other choice but to force you to tell me.\We have no need for him if he was defeated that easily. response:	Use three recorders and get a backup ready, just in case.
context: Heterochromia...\If anything happens, be sure to contact her.\Where's February?\Code name Amber. Where is she?\I won't tell you.\I guess I don't have any other choice but to force you to tell me.\We have no need for him if he was defeated that easily.\Use three recorders and get a backup ready, just in case. response:	Set the auxiliary organic media to recordable temperature.
context: If anything happens, be sure to contact her.\Where's February?\Code name Amber. Where is she?\I won't tell you.\I guess I don't have any other choice but to force you to tell me.\We have no need for him if he was defeated that easily.\Use three recorders and get a backup ready, just in case.\Set the auxiliary organic media to recordable temperature. response:	Don't cut off the power.
context: Where's February?\Code name Amber. Where is she?\I won't tell you.\I guess I don't have any other choice but to force you to tell me.\We have no need for him if he was defeated that easily.\Use three recorders and get a backup ready, just in case.\Set the auxiliary organic media to recordable temperature.\Don't cut off the power. response:	Oh, set up a connection with the Crisis Management Center in the Prime Minister's Office.
context: Code name Amber. Where is she?\I won't tell you.\I guess I don't have any other choice but to force you to tell me.\We have no need for him if he was defeated that easily.\Use three recorders and get a backup ready, just in case.\Set the auxiliary organic media to recordable temperature.\Don't cut off the power.\Oh, set up a connection with the Crisis Management Center in the Prime Minister's Office. response:	Okay.
context: I won't tell you.\I guess I don't have any other choice but to force you to tell me.\We have no need for him if he was defeated that easily.\Use three recorders and get a backup ready, just in case.\Set the auxiliary organic media to recordable temperature.\Don't cut off the power.\Oh, set up a connection with the Crisis Management Center in the Prime Minister's Office.\Okay. response:	Ishizaki-san.
context: I guess I don't have any other choice but to force you to tell me.\We have no need for him if he was defeated that easily.\Use three recorders and get a backup ready, just in case.\Set the auxiliary organic media to recordable temperature.\Don't cut off the power.\Oh, set up a connection with the Crisis Management Center in the Prime Minister's Office.\Okay.\Ishizaki-san. response:	This is the second time I've heard Hoshimi-sama speak.
context: We have no need for him if he was defeated that easily.\Use three recorders and get a backup ready, just in case.\Set the auxiliary organic media to recordable temperature.\Don't cut off the power.\Oh, set up a connection with the Crisis Management Center in the Prime Minister's Office.\Okay.\Ishizaki-san.\This is the second time I've heard Hoshimi-sama speak. response:	The first time was during the solar maximum five years ago.
